弾道	trajektorii	弾道	trajektoria	N	N;GEN;FEM;SG
燃える	płonie	燃える	płonąć	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
体質	konstytucji	体質	konstytucja	N	N;GEN;FEM;SG
体質	konstytucja	体質	konstytucja	N	N;NOM;FEM;SG
体質	konstytucję	体質	konstytucja	N	N;ACC;FEM;SG
イヌ	psie	イヌ	pić	N	N;NOM;MASC;SG
イヌ	psy	イヌ	pies	N	N;NOM;MASC;PL
イヌ	pies	イヌ	pies	N	N;NOM;MASC;SG
イヌ	piesek	イヌ	piesek	N	N;NOM;MASC;SG
キノコ	grzybów	キノコ	grzyb	N	N;GEN;MASC;PL
キノコ	grzyby	キノコ	grzyb	N	N;NOM;MASC;PL
キノコ	grzybki	キノコ	grzybka	N	N;NOM;MASC;PL
キノコ	grzyb	キノコ	grzyb	N	N;NOM;MASC;SG
キノコ	grzyby	キノコ	grzyb	N	N;NOM;MASC;PL
証人	świadkowie	証人	świadkowie	N	N;NOM;MASC;PL
証人	świadków	証人	świadek	N	N;ACC;MASC;PL
証人	świadkowie	証人	świadkowie	N	N;NOM;MASC;PL
証人	świadka	証人	świadek	N	N;ACC;MASC;SG
証人	świadek	証人	świadek	N	N;NOM;MASC;SG
賞賛	podziwiam	賞賛	podziwiać	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
賞賛	podziwiać	賞賛	podziwiać	V	V;IPFV;NFIN;ACT
賞賛	chwała	賞賛	chwały	V	V;IPFV;FEM;IND;SG;PST;FIN;ACT
賞賛	chwalić	賞賛	chwalić	V	V;IPFV;NFIN;ACT
シリアル	serial	シリアル	serial	N	N;NOM;MASC;SG
シリアル	płatki	シリアル	płatek	N	N;NOM;MASC;PL
子育て	rodzicielstwo	子育て	rodzicielstwo	N	N;NOM;NEUT;SG
ウィンドウ	okna	ウィンドウ	okno	N	N;NOM;NEUT;PL
ウィンドウ	okienko	ウィンドウ	okienko	N	N;NOM;NEUT;SG
ウィンドウ	okno	ウィンドウ	okno	N	N;NOM;NEUT;SG
水分	wilgoci	水分	wilgoć	N	N;GEN;FEM;SG
水分	wilgotność	水分	wilgotność	N	N;NOM;FEM;SG
聴く	posłuchaj	聴く	posłuchać	V	V;PFV;IMP;SG;2;FIN;ACT
聴く	słuchaj	聴く	słuchać	V	V;IPFV;IMP;SG;2;FIN;ACT
遊ぶ	graj	遊ぶ	graj	V	V;IPFV;IMP;SG;2;FIN;ACT
遊ぶ	zagraj	遊ぶ	zagrać	V	V;PFV;IMP;SG;2;FIN;ACT
決済	płatności	決済	płatność	N	N;ACC;FEM;PL
決済	ugoda	決済	ugoda	N	N;NOM;FEM;SG
決済	rozliczenie	決済	rozliczyć	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
決済	osada	決済	osada	N	N;NOM;FEM;SG
決済	rozrachunku	決済	rozrachunek	N	N;GEN;MASC;SG
決済	wypłata	決済	wypłatać	N	N;NOM;FEM;SG
決済	zapłata	決済	zapłatać	N	N;NOM;FEM;SG
決済	płatności	決済	płatność	N	N;ACC;FEM;PL
決済	płatność	決済	płatność	N	N;NOM;FEM;SG
ブタ	świnia	ブタ	świnia	N	N;NOM;FEM;SG
ブタ	świnka	ブタ	świnka	N	N;NOM;FEM;SG
退却	odwrót	退却	odwrót	V	V;IPFV;IND;SG;PRS;FIN;ACT
悪意	złośliwości	悪意	złośliwość	N	N;GEN;FEM;SG
屋台	stragany	屋台	stragać	N	N;NOM;MASC;PL
屋台	stoiska	屋台	stoisko	N	N;NOM;NEUT;SG
伝導	przewodnictwo	伝導	przewodnictwo	N	N;NOM;NEUT;SG
伝導	przewodność	伝導	przewodność	N	N;NOM;FEM;SG
受け取る	otrzymywać	受け取る	otrzymywać	V	V;IPFV;NFIN;ACT
受け取る	odbierać	受け取る	odbierać	V	V;IPFV;NFIN;ACT
受け取る	otrzymać	受け取る	otrzymać	V	V;PFV;NFIN;ACT
壁画	murale	壁画	murala	N	N;NOM;MASC;PL
壁画	mural	壁画	mural	N	N;NOM;MASC;SG
エンブレム	emblematy	エンブレム	emblemata	N	N;NOM;MASC;PL
エンブレム	godło	エンブレム	godć	N	N;NOM;NEUT;SG
素敵	śliczna	素敵	śliczny	ADJ	ADJ;NOM;FEM;SG
素敵	śliczne	素敵	śliczny	ADJ	ADJ;NOM;NEUT;SG
素敵	fajny	素敵	fajny	ADJ	ADJ;NOM;MASC;SG
素敵	fajna	素敵	fajny	ADJ	ADJ;NOM;FEM;SG
素敵	fajne	素敵	fajny	ADJ	ADJ;NOM;NEUT;SG
素敵	ładne	素敵	ładny	ADJ	ADJ;NOM;NEUT;SG
思想家	myślicieli	思想家	myśliciel	N	N;ACC;MASC;PL
ピクセル	piksela	ピクセル	piksel	N	N;ACC;MASC;SG
ピクセル	piksel	ピクセル	piksel	N	N;NOM;MASC;SG
ピクセル	pikseli	ピクセル	piksel	N	N;GEN;MASC;PL
ピクセル	pikseli	ピクセル	piksel	N	N;GEN;MASC;PL
コントローラ	kontrolerów	コントローラ	kontroler	N	N;ACC;MASC;PL
コントローラ	kontroler	コントローラ	kontroler	N	N;NOM;MASC;SG
コントローラ	kontrolera	コントローラ	kontroler	N	N;ACC;MASC;SG
たま	sporadycznie	たま	sporadycznie	ADV	ADV
たま	okazjonalnie	たま	okazjonalnie	ADV	ADV
外科	chirurg	外科	chirurg	N	N;NOM;MASC;SG
外科	chirurga	外科	chirurga	N	N;GEN;MASC;SG
気体	gaz	気体	gaz	N	N;NOM;MASC;SG
気体	gazy	気体	gaz	N	N;NOM;MASC;PL
処罰	ukarać	処罰	ukarać	V	V;PFV;NFIN;ACT
処罰	karać	処罰	karać	V	V;IPFV;NFIN;ACT
キャンセル	odwołać	キャンセル	odwołać	V	V;PFV;NFIN;ACT
キャンセル	anuluj	キャンセル	anulować	V	V;PFV;IMP;SG;2;FIN;ACT
不完全	niedoskonałe	不完全	niedoskonały	ADJ	ADJ;NOM;NEUT;SG
悪	koszmary	悪	koszmar	N	N;NOM;MASC;PL
悪	koszmarów	悪	koszmar	N	N;GEN;MASC;PL
悪	koszmary	悪	koszmar	N	N;NOM;MASC;PL
悪	koszmar	悪	koszmar	N	N;NOM;MASC;SG
演目	programów	演目	program	N	N;GEN;MASC;PL
演目	programy	演目	program	N	N;NOM;MASC;PL
標準化	standaryzacji	標準化	standaryzacja	N	N;GEN;FEM;SG
標準化	normalizacji	標準化	normalizacja	N	N;GEN;FEM;SG
解読	rozszyfrować	解読	rozszyfrować	V	V;PFV;NFIN;ACT
キックボクシング	kickboxing	キックボクシング	kickboxing	N	N;NOM;MASC;SG
諮問	konsultacje	諮問	konsultacja	N	N;NOM;FEM;PL
諮問	konsultacji	諮問	konsultacja	N	N;GEN;FEM;SG
諮問	konsultacja	諮問	konsultacja	N	N;NOM;FEM;SG
火事	ogień	火事	ogień	N	N;NOM;MASC;SG
火事	pożar	火事	pożar	N	N;ACC;MASC;SG
赤道	równika	赤道	równik	N	N;GEN;MASC;SG
国々	krajów	国々	kraj	N	N;GEN;MASC;PL
国々	kraje	国々	kraj	N	N;NOM;MASC;PL
タコ	ośmiornica	タコ	ośmiornica	N	N;NOM;FEM;SG
内訳	załamanie	内訳	załamanie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
内訳	rozbicie	内訳	rozbić	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
内訳	podziały	内訳	podział	N	N;NOM;MASC;PL
ジャイアント	olbrzym	ジャイアント	olbrzym	N	N;NOM;MASC;SG
銃弾	nabój	銃弾	nabój	N	N;NOM;MASC;SG
銃弾	pocisk	銃弾	pocisk	N	N;NOM;MASC;SG
ピストン	tłok	ピストン	tłok	N	N;NOM;MASC;SG
派手	krzykliwy	派手	krzykliwy	ADJ	ADJ;NOM;MASC;SG
グラミー	gurami	グラミー	gura	N	N;INS;MASC;PL
グラミー	grammy	グラミー	grać	N	N;ACC;FEM;SG
抗体	immunoglobuliny	抗体	immunoglobuliny	N	N;ACC;FEM;PL
風船	balony	風船	balon	N	N;NOM;MASC;PL
風船	balon	風船	balon	N	N;NOM;MASC;SG
風船	balony	風船	balon	N	N;NOM;MASC;PL
おばさん	cioci	おばさん	ciocia	N	N;GEN;FEM;SG
おばさん	ciocia	おばさん	ciocia	N	N;NOM;FEM;SG
おばさん	ciocia	おばさん	ciocia	N	N;NOM;FEM;SG
リターン	zwrot	リターン	zwrot	N	N;NOM;MASC;SG
安定	stabilizacja	安定	stabilizacja	N	N;NOM;FEM;SG
安定	stabilności	安定	stabilność	N	N;GEN;FEM;SG
安定	trwałość	安定	trwałość	N	N;ACC;FEM;SG
安定	stabilność	安定	stabilność	N	N;NOM;FEM;SG
コメディアン	komik	コメディアン	komik	N	N;NOM;MASC;SG
コメディアン	komików	コメディアン	komik	N	N;ACC;MASC;PL
副官	adiutant	副官	adiutant	N	N;NOM;MASC;SG
パトロール	patrole	パトロール	patrol	N	N;NOM;MASC;PL
パトロール	patrol	パトロール	patrol	N	N;NOM;MASC;SG
チャット	czatu	チャット	czat	N	N;GEN;MASC;SG
糖尿病	cukrzycę	糖尿病	cukrzyca	N	N;ACC;FEM;SG
糖尿病	cukrzyca	糖尿病	cukrzyca	N	N;NOM;FEM;SG
バーガー	hamburger	バーガー	hamburger	N	N;NOM;MASC;SG
カリウム	potasu	カリウム	potas	N	N;NOM;MASC;SG
サバイバル	przeżycie	サバイバル	przeżycie	N	N;NOM;NEUT;SG
サバイバル	przeżycia	サバイバル	przeżycie	N	N;NOM;NEUT;SG
サバイバル	przetrwanie	サバイバル	przetrwanie	N	N;NOM;NEUT;SG
蛍光	fluorescencji	蛍光	fluorescencja	N	N;DAT;FEM;SG
可愛い	śliczna	可愛い	śliczny	ADJ	ADJ;NOM;FEM;SG
可愛い	słodkie	可愛い	słodki	ADJ	ADJ;NOM;NEUT;SG
可愛い	ładny	可愛い	ładny	ADJ	ADJ;NOM;MASC;SG
可愛い	śliczna	可愛い	śliczny	ADJ	ADJ;NOM;FEM;SG
可愛い	ładna	可愛い	ładny	ADJ	ADJ;NOM;FEM;SG
可愛い	ładne	可愛い	ładny	ADJ	ADJ;NOM;NEUT;SG
スピリット	duchu	スピリット	duch	N	N;ACC;MASC;SG
スピリット	duch	スピリット	duch	N	N;NOM;MASC;SG
民兵	milicja	民兵	milicja	N	N;NOM;FEM;SG
民兵	milicji	民兵	milicja	N	N;GEN;FEM;SG
側室	konkubiną	側室	konkubina	N	N;INS;FEM;SG
側室	konkubiny	側室	konkubina	N	N;NOM;FEM;SG
ロフト	poddasze	ロフト	poddasz	N	N;NOM;MASC;SG
ロフト	strych	ロフト	strych	N	N;NOM;MASC;SG
ロフト	lofty	ロフト	loft	N	N;NOM;MASC;PL
コンボ	kombinacja	コンボ	kombinacja	N	N;NOM;FEM;SG
感度	wrażliwości	感度	wrażliwość	N	N;GEN;FEM;SG
感度	czułość	感度	czułość	N	N;NOM;FEM;SG
感度	wrażliwość	感度	wrażliwość	N	N;NOM;FEM;SG
正午	południe	正午	południe	N	N;NOM;NEUT;SG
欠席	brak	欠席	brak	V	V;IND;PRS;FIN
口座	konto	口座	konto	N	N;NOM;NEUT;SG
口座	rachunek	口座	rachunek	N	N;ACC;MASC;SG
口座	konta	口座	konta	N	N;GEN;MASC;SG
説教	głosić	説教	głosić	V	V;IPFV;NFIN;ACT
フルーツ	owoce	フルーツ	owoc	N	N;NOM;MASC;PL
フルーツ	owoców	フルーツ	owóc	N	N;GEN;MASC;PL
フルーツ	owoc	フルーツ	owoc	N	N;NOM;MASC;SG
フルーツ	owoce	フルーツ	owoc	N	N;NOM;MASC;PL
フルーツ	owoców	フルーツ	owóc	N	N;GEN;MASC;PL
著しい	nadzwyczajne	著しい	nadzwyczajny	ADJ	ADJ;NOM;NEUT;SG
著しい	niezwykłe	著しい	niezwykłe	ADJ	ADJ;NOM;NEUT;SG
チャネル	kanałów	チャネル	kanał	N	N;GEN;MASC;PL
チャネル	kanały	チャネル	kanał	N	N;NOM;MASC;PL
チャネル	kanału	チャネル	kanał	N	N;GEN;MASC;SG
チャネル	kanały	チャネル	kanał	N	N;NOM;MASC;PL
チャネル	kanał	チャネル	kanał	N	N;ACC;MASC;SG
尾根	grzbiet	尾根	grzbiet	N	N;NOM;MASC;SG
オリエンタル	oriental	オリエンタル	oriental	N	N;NOM;MASC;SG
お茶	herbaty	お茶	herbata	N	N;GEN;FEM;PL
お茶	herbatka	お茶	herbatka	N	N;NOM;FEM;SG
お茶	herbata	お茶	herbata	N	N;NOM;FEM;SG
ダイナマイト	dynamitu	ダイナマイト	dynamit	N	N;GEN;FEM;SG
ダイナマイト	dynamit	ダイナマイト	dynamit	N	N;ACC;MASC;SG
飲む	pije	飲む	pić	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
飲む	pić	飲む	pić	V	V;IPFV;NFIN;ACT
飲む	pić	飲む	pić	V	V;IPFV;NFIN;ACT
オークション	aukcja	オークション	aukcja	N	N;NOM;FEM;SG
オークション	aukcje	オークション	aukcja	N	N;NOM;FEM;PL
オークション	aukcję	オークション	aukcja	N	N;ACC;FEM;SG
オークション	aukcji	オークション	aukcja	N	N;GEN;FEM;SG
オークション	aukcji	オークション	aukcja	N	N;GEN;FEM;SG
オークション	aukcje	オークション	aukcja	N	N;NOM;FEM;PL
ポータブル	przenoszenia	ポータブル	przenosić	N	N;GEN;NEUT;SG
トラップ	pułapka	トラップ	pułapka	N	N;NOM;FEM;SG
トラップ	pułapkę	トラップ	pułapka	N	N;ACC;FEM;SG
トラップ	pułapki	トラップ	pułapka	N	N;ACC;FEM;PL
トラップ	pułapki	トラップ	pułapka	N	N;ACC;FEM;PL
トラップ	sidła	トラップ	sidło	N	N;NOM;NEUT;PL
同値	równoważność	同値	równoważność	N	N;NOM;FEM;SG
同値	równoważności	同値	równoważność	N	N;GEN;FEM;SG
フェアリー	wróżką	フェアリー	wróżki	N	N;INS;FEM;SG
フェアリー	wróżki	フェアリー	wróżki	N	N;NOM;FEM;PL
フェアリー	wróżka	フェアリー	wróżka	N	N;NOM;FEM;SG
ポット	trawka	ポット	trawka	N	N;NOM;FEM;SG
ポット	garnek	ポット	garnek	N	N;NOM;MASC;SG
カルト	kult	カルト	kult	N	N;NOM;MASC;SG
カルト	sekta	カルト	sekt	N	N;NOM;FEM;SG
消える	znikają	消える	znikać	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
消える	znikać	消える	znikać	V	V;IPFV;NFIN;ACT
消える	znika	消える	znikać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
消える	zniknąć	消える	zniknąć	V	V;PFV;NFIN;ACT
テンション	napięcia	テンション	napięcie	N	N;GEN;NEUT;SG
テンション	napięcie	テンション	napięcie	N	N;NOM;NEUT;SG
フォーカス	skupienie	フォーカス	skupienie	N	N;NOM;NEUT;SG
フォーカス	koncentracja	フォーカス	koncentracja	N	N;NOM;FEM;SG
ウエスタン	zachodni	ウエスタン	zachodni	N	N;NOM;MASC;SG
スタンプ	znaczek	スタンプ	znaczek	N	N;ACC;MASC;SG
スタンプ	pieczęć	スタンプ	pieczęć	N	N;NOM;FEM;SG
スタンプ	naklejki	スタンプ	naklejka	N	N;NOM;FEM;PL
スタンプ	naklejki	スタンプ	naklejka	N	N;NOM;FEM;PL
スタンプ	pień	スタンプ	pień	N	N;NOM;MASC;SG
おいしい	smaczne	おいしい	smaczny	ADJ	ADJ;NOM;NEUT;SG
おいしい	pyszny	おいしい	pyszny	ADJ	ADJ;NOM;MASC;SG
ハンドブック	poradnik	ハンドブック	poradnik	N	N;NOM;MASC;SG
ハンドブック	podręcznika	ハンドブック	podręcznik	N	N;GEN;MASC;SG
ハンドブック	podręcznik	ハンドブック	podręcznik	N	N;ACC;MASC;SG
マナー	etykieta	マナー	etykieta	N	N;NOM;FEM;SG
マナー	etykiety	マナー	etykiet	N	N;ACC;MASC;PL
タイル	płytek	タイル	płytka	N	N;GEN;FEM;PL
タイル	płytek	タイル	płytka	N	N;GEN;FEM;PL
タイル	klocki	タイル	klocka	N	N;NOM;MASC;PL
螺旋	ślimak	螺旋	ślimak	N	N;NOM;MASC;SG
レジスタ	rejestry	レジスタ	rejestra	N	N;ACC;MASC;PL
レジスタ	rejestrów	レジスタ	rejestr	N	N;GEN;MASC;PL
レジスタ	rejestru	レジスタ	rejester	N	N;GEN;MASC;SG
レジスタ	rejestr	レジスタ	rejestr	N	N;NOM;MASC;SG
蒸留	destylacji	蒸留	destylacja	N	N;DAT;FEM;SG
ブーツ	bagażnik	ブーツ	bagażnik	N	N;ACC;MASC;SG
ブーツ	buta	ブーツ	but	N	N;GEN;MASC;SG
ブーツ	buty	ブーツ	but	N	N;NOM;MASC;PL
出版物	publikacji	出版物	publikacja	N	N;GEN;FEM;SG
出版物	wydawnictwa	出版物	wydawnictwo	N	N;NOM;NEUT;SG
出版物	publikacje	出版物	publikacja	N	N;NOM;FEM;PL
出版物	publikacja	出版物	publikacja	N	N;NOM;FEM;SG
出版物	publikacji	出版物	publikacja	N	N;GEN;FEM;SG
出版物	publikowanie	出版物	publikowanie	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
出版物	publikacje	出版物	publikacja	N	N;NOM;FEM;PL
連帯	solidarność	連帯	solidarność	N	N;NOM;FEM;SG
連帯	solidarności	連帯	solidarność	N	N;GEN;FEM;SG
メイキング	robienie	メイキング	robić	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
メイキング	zrobienie	メイキング	zrobienie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
エフェクト	efekty	エフェクト	efekt	N	N;NOM;MASC;PL
エフェクト	skutki	エフェクト	skutek	N	N;NOM;MASC;PL
エフェクト	efekt	エフェクト	efekt	N	N;NOM;MASC;SG
エフェクト	skutek	エフェクト	skutek	N	N;NOM;MASC;SG
バター	masło	バター	masło	N	N;NOM;NEUT;SG
バター	masła	バター	masło	N	N;GEN;NEUT;SG
教職員	wydział	教職員	wydział	N	N;NOM;MASC;SG
教職員	kadra	教職員	kadra	N	N;NOM;FEM;SG
結核	gruźlica	結核	gruźlica	N	N;NOM;FEM;SG
結核	gruźlicę	結核	gruźlica	N	N;ACC;FEM;SG
欠陥	usterka	欠陥	usterka	N	N;NOM;FEM;SG
欠陥	wada	欠陥	wada	N	N;NOM;FEM;SG
欠陥	wadę	欠陥	wada	N	N;ACC;FEM;SG
欠陥	wada	欠陥	wada	N	N;NOM;FEM;SG
欠陥	niedoskonałości	欠陥	niedoskonałość	N	N;ACC;FEM;SG
コブラ	kobra	コブラ	kobry	N	N;NOM;MASC;SG
コブラ	cobra	コブラ	cobry	N	N;NOM;MASC;SG
グリル	grill	グリル	grill	N	N;NOM;MASC;SG
グリル	grilla	グリル	grill	N	N;GEN;MASC;SG
脂肪	tłuszczu	脂肪	tłuszcz	N	N;GEN;MASC;SG
脂肪	tłuszcz	脂肪	tłuszcz	N	N;NOM;MASC;SG
眠る	śpi	眠る	spać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
眠る	spać	眠る	spać	V	V;IPFV;NFIN;ACT
手数	komisja	手数	komisja	N	N;NOM;FEM;SG
手数	komisji	手数	komisja	N	N;GEN;FEM;SG
手数	opłata	手数	opłatać	N	N;NOM;FEM;SG
手数	honorarium	手数	honorarium	N	N;DAT;NEUT;SG
陶器	ceramiki	陶器	ceramika	N	N;ACC;FEM;SG
スクリプト	scenariusze	スクリプト	scenariusz	N	N;NOM;MASC;PL
スクリプト	skryptów	スクリプト	skrypt	N	N;GEN;MASC;PL
スクリプト	scenariusz	スクリプト	scenariusz	N	N;ACC;MASC;SG
スクリプト	skrypt	スクリプト	skrypt	N	N;NOM;MASC;SG
トライアングル	trójkąt	トライアングル	trójkąt	N	N;ACC;MASC;SG
溶岩	lawa	溶岩	lawa	N	N;NOM;FEM;SG
異端	herezję	異端	herezja	N	N;ACC;FEM;SG
真似	naśladować	真似る	naśladować	V	V;IPFV;NFIN;ACT
真似	naśladować	真似る	naśladować	V	V;IPFV;NFIN;ACT
入浴	kąpać	入浴	kąpać	V	V;IPFV;NFIN;ACT
ハング	hung	ハング	hung	N	N;NOM;MASC;SG
流体	ciecz	流体	ciecz	N	N;NOM;FEM;SG
流体	płyny	流体	płyn	N	N;NOM;MASC;PL
流体	płyn	流体	płyn	N	N;NOM;MASC;SG
流体	płyny	流体	płyn	N	N;NOM;MASC;PL
流体	płynów	流体	płyn	N	N;GEN;MASC;PL
お	słodycze	お	słodycz	N	N;NOM;MASC;PL
お	słodyczy	お	słodycz	N	N;GEN;FEM;SG
チューブ	rurka	チューブ	rurek	N	N;NOM;FEM;SG
林業	leśnictwa	林業	leśnictwo	N	N;GEN;NEUT;SG
軍需	uzbrojenie	軍需	uzbrojenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
シグナル	sygnały	シグナル	sygnał	N	N;NOM;MASC;PL
シグナル	sygnał	シグナル	sygnał	N	N;ACC;MASC;SG
オリーブ	oliwek	オリーブ	oliwek	N	N;GEN;FEM;PL
オリーブ	oliwek	オリーブ	oliwek	N	N;GEN;FEM;PL
面接	wywiad	面接	wywiad	N	N;NOM;MASC;SG
面接	wywiady	面接	wywiad	N	N;NOM;MASC;PL
面接	przesłuchanie	面接	przesłuchanie	N	N;NOM;NEUT;SG
面接	rozmowa	面接	rozmowa	N	N;NOM;FEM;SG
ダイエット	diety	ダイエット	dieta	N	N;GEN;FEM;SG
ダイエット	dieta	ダイエット	dieta	N	N;NOM;FEM;SG
ダイエット	diety	ダイエット	dieta	N	N;GEN;FEM;SG
信念	wiara	信念	wiara	N	N;NOM;FEM;SG
信念	wiary	信念	wiara	N	N;GEN;FEM;SG
信念	wiarę	信念	wiara	N	N;ACC;FEM;SG
信念	wiara	信念	wiara	N	N;NOM;FEM;SG
信念	wierzenia	信念	wierzyć	N	N;NOM;NEUT;PL
信念	przekonania	信念	przekonanie	N	N;NOM;NEUT;SG
信念	wierzenia	信念	wierzyć	N	N;NOM;NEUT;PL
ワイヤー	drutu	ワイヤー	drut	N	N;GEN;MASC;SG
ワイヤー	drut	ワイヤー	drut	N	N;NOM;MASC;SG
ワイヤー	druty	ワイヤー	drut	N	N;NOM;MASC;PL
ワイヤー	kable	ワイヤー	kabeł	N	N;NOM;MASC;PL
ワイヤー	przewody	ワイヤー	przewód	N	N;NOM;MASC;PL
ワイヤー	druty	ワイヤー	drut	N	N;NOM;MASC;PL
バレル	beczka	バレル	beczka	N	N;NOM;FEM;SG
バレル	lufy	バレル	lufa	N	N;GEN;FEM;PL
碑文	napis	碑文	napis	N	N;ACC;MASC;SG
審判	sędzia	審判	sędzia	N	N;NOM;MASC;SG
審判	sędziowie	審判	sędzia	N	N;NOM;MASC;PL
さゆり	sayuri	さゆり	sayura		
スレッド	rozmowę	スレッド	rozmowa	N	N;ACC;FEM;SG
スレッド	rozmowy	スレッド	rozmowa	N	N;ACC;FEM;PL
スレッド	rozmowa	スレッド	rozmowa	N	N;NOM;FEM;SG
スレッド	konwersacji	スレッド	konwersacja	N	N;GEN;FEM;SG
スレッド	wątki	スレッド	wątek	N	N;NOM;MASC;PL
スレッド	wątek	スレッド	wątek	N	N;ACC;MASC;SG
スレッド	wątku	スレッド	wątek	N	N;GEN;MASC;SG
スレッド	konwersacji	スレッド	konwersacja	N	N;GEN;FEM;SG
スレッド	rozmowy	スレッド	rozmowa	N	N;ACC;FEM;PL
亜鉛	cynku	亜鉛	cynek	N	N;GEN;MASC;SG
亜鉛	cynk	亜鉛	cynk	N	N;NOM;MASC;SG
語彙	słownik	語彙	słownik	N	N;NOM;MASC;SG
語彙	słownictwo	語彙	słownictwo	N	N;NOM;NEUT;SG
コーディネーター	koordynator	コーディネーター	koordynator	N	N;NOM;MASC;SG
コーディネーター	koordynatora	コーディネーター	koordynator	N	N;ACC;MASC;SG
充電	opłata	充電	opłatać	N	N;NOM;FEM;SG
充電	ładunek	充電	ładunek	N	N;ACC;MASC;SG
充電	ładowania	充電	ładowanie	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
充電	ładowanie	充電	ładować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
大工	stolarzy	大工	stolarz	N	N;ACC;MASC;PL
ワクチン	szczepionki	ワクチン	szczepionka	N	N;NOM;FEM;PL
ワクチン	szczepionki	ワクチン	szczepionka	N	N;NOM;FEM;PL
ワクチン	szczepionka	ワクチン	szczepionka	N	N;NOM;FEM;SG
ワクチン	szczepionkę	ワクチン	szczepionka	N	N;ACC;FEM;SG
監獄	więzieniu	監獄	więzienie	N	N;DAT;NEUT;SG
監獄	więzienie	監獄	więzienie	N	N;NOM;NEUT;SG
監獄	więzienia	監獄	więzienie	N	N;GEN;NEUT;SG
監獄	więzień	監獄	więzienie	N	N;GEN;NEUT;PL
売る	sprzedać	売る	sprzedać	V	V;PFV;NFIN;ACT
破片	szczątki	破片	szczątek	N	N;NOM;MASC;PL
買い物	zakupy	買い物	zakup	N	N;NOM;MASC;PL
既婚	zamężna	既婚	zamężny	N	N;NOM;FEM;SG
スイング	zamach	スイング	zamach	N	N;NOM;MASC;SG
トラクター	ciągników	トラクター	ciągnik	N	N;GEN;MASC;PL
トラクター	traktor	トラクター	traktor	N	N;NOM;MASC;SG
トラクター	ciągnika	トラクター	ciągnik	N	N;GEN;MASC;SG
吹く	wieje	吹く	wiać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
下着	bielizna	下着	bielizna	N	N;NOM;FEM;SG
下着	bielizny	下着	bielizna	N	N;GEN;FEM;SG
分泌	wydzielanie	分泌	wydzielać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
分泌	wydzielania	分泌	wydzielać	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
廃墟	ruiny	廃墟	ruina	N	N;ACC;FEM;PL
廃墟	ruiny	廃墟	ruina	N	N;ACC;FEM;PL
深度	głębokość	深度	głębokość	N	N;NOM;FEM;SG
深度	głębokości	深度	głębokość	N	N;GEN;FEM;SG
配当	dystrybucji	配当	dystrybucja	N	N;GEN;FEM;SG
配当	dystrybucja	配当	dystrybucja	N	N;NOM;FEM;SG
配当	rozkład	配当	rozkład	N	N;NOM;MASC;SG
預言	proroctwo	預言	proroctwo	N	N;NOM;NEUT;SG
預言	przepowiednia	預言	przepowiedni	N	N;NOM;FEM;SG
パスポート	paszporty	パスポート	paszport	N	N;NOM;MASC;PL
パスポート	paszport	パスポート	paszport	N	N;ACC;MASC;SG
パスポート	paszportu	パスポート	paszport	N	N;GEN;MASC;SG
ヘビ	węże	ヘビ	wąż	N	N;NOM;MASC;PL
ヘビ	węża	ヘビ	wąż	N	N;ACC;MASC;SG
ヘビ	wąż	ヘビ	wąż	N	N;NOM;MASC;SG
ヘビ	węże	ヘビ	wąż	N	N;NOM;MASC;PL
バッジ	odznakę	バッジ	odznaka	N	N;ACC;FEM;SG
バッジ	wizytówki	バッジ	wizytówka	N	N;NOM;FEM;PL
残酷	okrutna	残酷	okrutny	ADJ	ADJ;NOM;FEM;SG
残酷	okrutny	残酷	okrutny	ADJ	ADJ;NOM;MASC;SG
残酷	okrutne	残酷	okrutny	ADJ	ADJ;NOM;NEUT;SG
ペナルティ	karne	ペナルティ	karny	N	N;NOM;MASC;SG
ペナルティ	kara	ペナルティ	kara	N	N;NOM;FEM;SG
フェンス	ogrodzenia	フェンス	ogrodzić	N	N;NOM;NEUT;SG
フェンス	płot	フェンス	płot	N	N;ACC;MASC;SG
フェンス	ogrodzenie	フェンス	ogrodzenie	N	N;NOM;NEUT;SG
船員	marynarz	船員	marynarz	N	N;NOM;MASC;SG
フォレスト	lasy	フォレスト	las	N	N;NOM;MASC;PL
フォレスト	lasu	フォレスト	las	N	N;GEN;MASC;SG
