emosi	emozione	emosi	emozione	N;SG	N;FEM;SG
mewarisi	ereditata	menwarisi	ereditare	V;SG;ACT	V;FEM;SG;PST;V.PTCP
kental	condensato	kental	condensare	ADJ;SG	ADJ;MASC;SG
kental	viscoso	kental	viscoso	ADJ;SG	ADJ;MASC;SG
susah	duro	susah	duro	ADJ;SG	ADJ;MASC;SG
susah	difficile	susah	difficile	ADJ;SG	ADJ;SG
susah	difficile	susah	difficile	ADJ;SG	ADJ;SG
susah	ardua	susah	ardua	ADJ;SG	ADJ;FEM;SG
dilepaskan	rilasciato	dilepaskan	rilasciare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dilepaskan	rilasciata	dilepaskan	rilasciare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dilepaskan	scatenato	dilepaskan	scatenare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dilepaskan	staccato	dilepaskan	staccare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dilepaskan	staccata	dilepaskan	staccato	V;SG;PASS	V;FEM;SG;PST;V.PTCP
penomoran	numerazione	pennomoran	numerazione	N;SG	N;FEM;SG
adventure	avventure	adventure	avventura	N	N;FEM;PL
adventure	adventure	adventure	adventura	N	N
adventure	avventura	adventure	avventura	N	N;FEM;SG
ketegangan	tensione	ketegangan	tensione	N;SG	N;FEM;SG
ketegangan	suspense	ketegangan	suspenso	N;SG	N;FEM;SG
petir	thunder	petir	thunder	N;SG	N;MASC
petir	tuono	petir	tuono	N;SG	N;MASC;SG
petir	lampo	petir	lampo	N;SG	N;MASC;SG
petir	lightning	petir	lightning	N;SG	N;MASC
petir	fulmine	petir	fulmine	N;SG	N;MASC;SG
menantang	sfidare	mentantang	sfidare	V;SG;ACT	V;NFIN
menantang	sfidato	mentantang	sfidare	V;SG;ACT	V;MASC;SG;PST;V.PTCP
desainer	designer	desainer	designere	N;SG	N
desainer	disegnatore	desainer	disegnatore	N;SG	N;MASC;SG
desainer	designer	desainer	designere	N;SG	N
desainer	progettista	desainer	progettista	N;SG	N;SG
kecerdasan	intelligence	kecerdasan	intelligence	N;SG	N
kecerdasan	intelligenza	kecerdasan	intelligenza	N;SG	N;FEM;SG
kecerdasan	intelletto	kecerdasan	intelletto	N;SG	N;MASC;SG
modul	modulo	modul	modulo	N;SG	N;MASC;SG
kecewa	insoddisfatto	kecewa	insoddisfare	ADJ;SG	ADJ;MASC;SG
kecewa	insoddisfatta	kecewa	insoddisfatta	ADJ;SG	ADJ;FEM;SG
kecewa	insoddisfacente	kecewa	insoddisfacente	ADJ;SG	ADJ;SG
kecewa	deluso	kecewa	deluso	ADJ;SG	ADJ;MASC;SG
kecewa	insoddisfatto	kecewa	insoddisfare	ADJ;SG	ADJ;MASC;SG
kecewa	insoddisfacente	kecewa	insoddisfacente	ADJ;SG	ADJ;SG
vandalisme	vandalismo	vandalisme	vandalismo	N;SG	N;MASC;SG
tinju	boxe	tinju	boxe	N;SG	N;MASC;SG
tinju	pugilato	tinju	pugilare	N;SG	N;MASC;SG
tinju	pugno	tinju	pugno	N;SG	N;MASC;SG
tinju	fist	tinju	fist	N;SG	N
diwakili	rappresentato	diwakili	rappresentare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diwakili	rappresentata	diwakili	rappresentare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
manufaktur	fabbricanti	manufaktur	fabbricante	N	N;MASC;PL
manufaktur	produttori	manufaktur	produttore	N	N;MASC;PL
manufaktur	costruttori	manufaktur	costruttore	N	N;MASC;PL
manufaktur	manifattura	manufaktur	manifattura	N	N;FEM;SG
manufaktur	produttore	manufaktur	produttore	N	N;MASC;SG
manufaktur	costruttore	manufaktur	costruttore	N	N;MASC;SG
manufaktur	fabbricante	manufaktur	fabbricante	N	N;SG
potret	ritratto	potret	ritratto	N;SG	N;MASC;SG
propaganda	propaganda	propaganda	propaganda	N;SG	N;FEM;SG
mempercepat	accelera	menpercepat	accelera	V;SG;ACT	V;IND;SG;3;PRS;FIN
mempercepat	accelerare	menpercepat	accelerare	V;SG;ACT	V;NFIN
mempercepat	accelerando	menpercepat	accelerare	V;SG;ACT	V;V.MSDR
mempercepat	accelerare	menpercepat	accelerare	V;SG;ACT	V;NFIN
geng	gang	geng	gang	N;SG	N
geng	gang	geng	gang	N;SG	N
suster	suore	suster	suora	N	N;FEM;PL
suster	sorelle	suster	sorella	N	N;FEM;PL
suster	sorella	suster	sorella	N	N;FEM;SG
suster	sister	suster	sister	N	N
suster	infermiere	suster	infermiere	N	N;FEM;SG
suster	infermiera	suster	infermierare	N	N;FEM;SG
memutar	ruotare	menputar	ruotare	V;SG;ACT	V;NFIN
fighter	fighter	fighter	fighter	N	N
fighter	combattente	fighter	combattente	N	N;SG
geometri	geometria	geometri	geometria	N	N;FEM;SG
kelainan	anomalia	kelainan	anomalia	N;SG	N;FEM;SG
kelainan	aberrazione	kelainan	aberrazione	N;SG	N;FEM;SG
kelainan	disturbo	kelainan	disturbo	N;SG	N;MASC;SG
kelainan	disordine	kelainan	disordine	N;SG	N;MASC;SG
kelainan	deformità	kelainan	deformità	N;SG	N;FEM
gaji	retribuzione	gaji	retribuzione	N;SG	N;FEM;SG
gaji	salario	gaji	salario	N;SG	N;MASC;SG
gaji	stipendio	gaji	stipendio	N;SG	N;MASC;SG
gaji	stipendio	gaji	stipendio	N;SG	N;MASC;SG
diarahkan	reindirizzato	diarahkan	reindirizzare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
lada	pepper	lada	pepper	N;SG	N
lada	pepe	lada	pepe	N;SG	N;MASC;SG
lada	peperoncino	lada	peperoncino	N;SG	N;MASC;SG
lada	lada	lada	lada	N;SG	N;FEM;SG
dikategorikan	classificato	dikategorikan	classificato	V;SG;PASS	V;MASC;SG;PST;V.PTCP
pengurangan	riduzione	penkurangan	riduzione	N;SG	N;FEM;SG
pengurangan	sottrazione	penkurangan	sottrazione	N;SG	N;FEM;SG
direbut	catturato	direbut	catturare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
direbut	catturata	direbut	catturare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
menyumbangkan	donare	mensumbangkan	donare	V;SG;ACT	V;NFIN
menyumbangkan	donando	mensumbangkan	donare	V;SG;ACT	V;V.MSDR
menyumbangkan	contribuisce	mensumbangkan	contribuire	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyumbangkan	contribuire	mensumbangkan	contribuire	V;SG;ACT	V;NFIN
anggun	elegante	anggun	elegante	ADJ;SG	ADJ;SG
anggun	graziosa	anggun	grazioso	ADJ;SG	ADJ;FEM;SG
inspektur	ispettore	inspektur	ispettore	N	N;MASC;SG
inspektur	sovrintendente	inspektur	sovrintendente	N	N;SG
genetika	genetica	genetika	genetica	N;SG	N;FEM;SG
genetika	genetica	genetika	genetica	N;SG	N;FEM;SG
globalisasi	globalizzazione	globalisasi	globalizzazione	N	N;FEM;SG
sedan	berlina	sedan	berlina	N;SG	N;FEM;SG
sedan	saloon	sedan	saloon	N;SG	N;MASC
identifikasi	identificazione	identifikasi	identificazione	N;SG	N;FEM;SG
kebahagiaan	beatitudine	kebahagiaan	beatitudine	N;SG	N;FEM;SG
kebahagiaan	bliss	kebahagiaan	bliss	N;SG	N
kebahagiaan	delizia	kebahagiaan	delizia	N;SG	N;FEM;SG
kebahagiaan	felicità	kebahagiaan	felicità	N;SG	N;FEM
dilatih	addestrato	dilatih	addestrare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dilatih	allenato	dilatih	allenato	V;SG;PASS	V;MASC;SG;PST;V.PTCP
pemberdayaan	empowerment	pemberdayaan	empowerment	N;SG	N;MASC
pemberdayaan	responsabilizzazione	pemberdayaan	responsabilizzazione	N;SG	N;FEM;SG
script	copioni	script	copione	N	N;MASC;PL
script	script	script	script	N	N;MASC
script	copione	script	copione	N	N;MASC;SG
script	sceneggiatura	script	sceneggiatura	N	N;FEM;SG
script	script	script	script	N	N;MASC
komitmen	impegno	komitmen	impegno	N;SG	N;MASC;SG
kentang	patata	kentang	patata	N;SG	N;FEM;SG
nutrisi	nutrizione	nutrisi	nutrizione	N;SG	N;FEM;SG
nutrisi	alimentazione	nutrisi	alimentazione	N;SG	N;FEM;SG
meletus	eruttare	menletus	eruttare	V;SG;ACT	V;NFIN
meletus	eruttato	menletus	eruttare	V;SG;ACT	V;MASC;SG;PST;V.PTCP
meletus	erutta	menletus	erutto	V;SG;ACT	V;IND;SG;3;PRS;FIN
icao	icao	icao	icao	N	N;MASC
canggih	advanced	canggih	advanced	N;SG	N
canggih	avanzata	canggih	avanzata	N;SG	N;FEM;SG
fantasi	fantasy	fantasi	fantasy	N	N;MASC
fantasi	fantasia	fantasi	fantasia	N	N;FEM;SG
fantasi	fantasie	fantasi	fantasia	N	N;FEM;PL
fantasi	fantasie	fantasi	fantasia	N	N;FEM;PL
mengutip	citando	menutip	citare	V;SG;ACT	V;V.MSDR
haiti	haiti	haiti	haiti	N	N;MASC
haiti	haiti	haiti	haiti	N	N;MASC
manuskrip	manoscritti	manuskrip	manoscrivere	N	N;MASC;PL
manuskrip	manoscritti	manuskrip	manoscrivere	N	N;MASC;PL
manuskrip	manoscritto	manuskrip	manoscritto	N	N;MASC;SG
negosiasi	negoziazione	negosiasi	negoziazione	N	N;FEM;SG
negosiasi	trattativa	negosiasi	trattativa	N	N;FEM;SG
negosiasi	negoziati	negosiasi	negoziato	N	N;MASC;PL
negosiasi	trattative	negosiasi	trattativa	N	N;FEM;PL
negosiasi	negoziazione	negosiasi	negoziazione	N	N;FEM;SG
negosiasi	negoziazioni	negosiasi	negoziazione	N	N;FEM;PL
negosiasi	negoziati	negosiasi	negoziato	N	N;MASC;PL
negosiasi	trattative	negosiasi	trattativa	N	N;FEM;PL
dipinjamkan	prestato	dipinjamkan	prestare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dialihkan	reindirizzato	dialihkan	reindirizzare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ragu	dubbia	ragu	dubbiare	ADJ;SG	ADJ;FEM;SG
syukur	riconoscenza	syukur	riconoscenza	N;SG	N;FEM;SG
syukur	gratitudine	syukur	gratitudine	N;SG	N;FEM;SG
syukur	ringraziamento	syukur	ringraziamento	N;SG	N;MASC;SG
menghargai	apprezzare	menhargai	apprezzare	V;SG;ACT	V;NFIN
menghargai	apprezzo	menhargai	apprezzo	V;SG;ACT	V;IND;SG;1;PRS;FIN
menghargai	apprezza	menhargai	apprezza	V;SG;ACT	V;IND;SG;3;PRS;FIN
orkestra	orchestra	orkestra	orchestra	N;SG	N;FEM;SG
suriname	suriname	suriname	surinamo	N	N;MASC;SG
kapel	cappella	kapel	cappella	N	N;FEM;SG
hara	hara	hara	hara	N	N;MASC;SG
hias	ornamento	hias	ornamento	N;SG;ACT	N;MASC;SG
penyuntingan	modifiche	penyuntingan	modifica	N	N;FEM;PL
penyuntingan	montaggio	penyuntingan	montaggio	N	N;MASC;SG
kotor	sporco	kotor	sporco	ADJ;SG	ADJ;MASC;SG
kotor	sporca	kotor	sporco	ADJ;SG	ADJ;FEM;SG
kotor	sporco	kotor	sporco	ADJ;SG	ADJ;MASC;SG
kotor	sordido	kotor	sordido	ADJ;SG	ADJ;MASC;SG
ramayana	ramayana	ramayana	ramayana	N;SG	N;MASC;SG
komet	cometa	komet	cometa	N	N;FEM;SG
komet	comete	komet	cometa	N	N;FEM;PL
impian	sogno	impian	sogno	N;SG	N;MASC;SG
impian	dream	impian	dream	N;SG	N
impian	dreams	impian	dreams	N;SG	N
semester	semestre	semester	semestre	N	N;MASC;SG
terorisme	terrorismo	terorisme	terrorismo	N;SG	N;MASC;SG
liputan	copertura	liputan	copertura	N;SG	N;FEM;SG
filter	filtro	filter	filtro	N;SG	N;MASC;SG
menghambat	intralciare	menhambat	intralciare	V;SG;ACT	V;NFIN
menghambat	ostacolare	menhambat	ostacolare	V;SG;ACT	V;NFIN
menghambat	ritardato	menhambat	ritardare	V;SG;ACT	V;MASC;SG;PST;V.PTCP
apel	mela	apel	mela	N;SG	N;FEM;SG
apel	apple	apel	appla	N;SG	N;MASC
narkoba	droga	narkoba	droga	N;SG	N;FEM;SG
narkoba	droga	narkoba	droga	N;SG	N;FEM;SG
pencegahan	precauzione	pencegahan	precauzione	N;SG	N;FEM;SG
pencegahan	prevenzione	pencegahan	prevenzione	N;SG	N;FEM;SG
tumor	tumore	tumor	tumore	N;SG	N;MASC;SG
tumor	tumore	tumor	tumore	N;SG	N;MASC;SG
mie	ramen	mie	ramen	N	N;MASC
mie	tagliatelle	mie	tagliatella	N	N;FEM;PL
mie	spaghetti	mie	spaghetto	N	N;MASC;PL
mie	noodles	mie	noodles	N	N;MASC;PL
mie	noodle	mie	noodle	N	N;MASC
obyek	oggetto	obyek	oggetto	N;SG	N;MASC;SG
opini	parere	opini	parere	N;SG	N;MASC;SG
opini	opinione	opini	opinione	N;SG	N;FEM;SG
karate	karate	karate	karate	N	N;MASC
pegulat	wrestler	pegulat	wrestler	N;SG	N;MASC
pegulat	lottatore	pegulat	lottatore	N;SG	N;MASC;SG
pegulat	wrestler	pegulat	wrestler	N;SG	N;MASC
pengucapan	pronuncia	penucapan	pronuncia	N;SG	N;FEM;SG
ranting	ramoscello	ranting	ramoscello	N;SG	N;MASC;SG
ranting	succursale	ranting	succursale	N;SG	N;MASC;SG
ranting	ramo	ranting	ramo	N;SG	N;MASC;SG
ranting	filiale	ranting	filiale	N;SG	N;FEM;SG
ranting	branca	ranting	branca	N;SG	N;FEM;SG
menanam	piantare	menanam	piantare	V;SG;ACT	V;NFIN
istirahat	break	istirahat	break	N;SG	N;MASC
istirahat	pausa	istirahat	pausa	N;SG	N;FEM;SG
istirahat	riposo	istirahat	riposo	N;SG	N;MASC;SG
istirahat	resto	istirahat	resto	N;SG	N;MASC;SG
menyamar	fingere	mensamar	fingere	V;SG;ACT	V;NFIN
menyamar	fingendo	mensamar	fingere	V;SG;ACT	V;V.MSDR
menyamar	impersonare	mensamar	impersonare	V;SG;ACT	V;NFIN
menuduh	accusando	mentuduh	accusare	V;SG;ACT	V;V.MSDR
menuduh	accuso	mentuduh	accuso	V;SG;ACT	V;IND;SG;1;PRS;FIN
menuduh	accusare	mentuduh	accusare	V;SG;ACT	V;NFIN
melintas	attraversare	menlintas	attraversare	V;SG;ACT	V;NFIN
alternative	alternativa	alternative	alternativa	N;SG	N;FEM;SG
alternative	supplente	alternative	supplente	N;SG	N;SG
bijaksana	saggia	bijaksana	saggia	ADJ;SG	ADJ;FEM;SG
dukun	sciamano	dukun	sciamare	N;SG	N;MASC;SG
ekonom	economista	ekonom	economista	N;SG	N;SG
diperintah	governato	diperintah	governare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terpengaruh	influenzata	terpengaruh	influenzare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
terpengaruh	influenzato	terpengaruh	influenzare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
browser	browser	browser	browser	N	N;MASC
browser	browser	browser	browser	N	N;MASC
parade	parata	parade	parata	N	N;FEM;SG
parade	corteo	parade	corteo	N	N;MASC;SG
parade	sfilata	parade	sfilata	N	N;FEM;SG
gembala	herder	gembala	herder	N;SG	N;MASC
gembala	shepherd	gembala	shepherd	N;SG	N;MASC
gembala	pastore	gembala	pastore	N;SG	N;MASC;SG
jejaring	networking	jejaring	networking	N;SG	N;MASC
dominika	dominika	dominika	dominika	N	N;FEM;SG
dominika	dominicana	dominika	dominicano	N	N;FEM;SG
dominika	dominica	dominika	dominica	N	N;FEM;SG
dominika	domenicani	dominika	domenicano	N	N;MASC;PL
terlaris	bestseller	terlaris	bestseller	N	N;MASC
demo	demo	demo	demo	N;SG	N
demo	dimostrazione	demo	dimostrazione	N;SG	N;FEM;SG
demo	demo	demo	demo	N;SG	N
panorama	panorama	panorama	panorama	N;SG	N;MASC;SG
siluman	stealth	siluman	stealth	N;SG	N;MASC
siluman	demone	siluman	demone	N;SG	N;MASC;SG
siluman	demonio	siluman	demonio	N;SG	N;MASC;SG
hormat	saluto	hormat	saluto	N;SG	N;MASC;SG
layer	livello	layer	livello	N;SG	N;MASC;SG
layer	strato	layer	strato	N;SG	N;MASC;SG
fotografer	fotografo	fotografer	fotografo	N;SG	N;MASC;SG
fotografer	fotografa	fotografer	fotografo	N;SG	N;FEM;SG
skandal	scandalo	skandal	scandalo	N;SG	N;MASC;SG
pengabdian	dedizione	penabdian	dedizione	N;SG	N;FEM;SG
pengabdian	devozione	penabdian	devozione	N;SG	N;FEM;SG
lebah	bee	lebah	bee	N;SG	N
lebah	ape	lebah	ape	N;SG	N;FEM;SG
penyatuan	unificazione	pensatuan	unificazione	N;SG	N;FEM;SG
menyesuaikan	personalizzare	mensesuaikan	personalizzare	V;SG;ACT	V;NFIN
menyesuaikan	personalizzare	mensesuaikan	personalizzare	V;SG;ACT	V;NFIN
buddhis	buddisti	buddhis	buddista	N	N;MASC;PL
buddhis	buddista	buddhis	buddista	N	N;SG
buddhis	buddisti	buddhis	buddista	N	N;MASC;PL
berlalu	passa	berlalu	passare	V;SG;ACT	V;IND;SG;3;PRS;FIN
berlalu	trascorso	berlalu	trascorrere	V;SG;ACT	V;MASC;SG;PST;V.PTCP
berlalu	superato	berlalu	superare	V;SG;ACT	V;MASC;SG;PST;V.PTCP
pemandian	balneazione	penmandian	balneazione	N;SG	N;FEM;SG
penasehat	consigliere	pennasehat	consigliere	N;SG	N;MASC;SG
penasehat	consulente	pennasehat	consulente	N;SG	N;SG
ekosistem	ecosistema	ekosistem	ecosistema	N	N;MASC;SG
ekosistem	ecosistemi	ekosistem	ecosistema	N	N;MASC;PL
ekosistem	ecosistemi	ekosistem	ecosistema	N	N;MASC;PL
anatomi	anatomia	anatomi	anatomia	N;SG	N;FEM;SG
diamati	osservato	diamati	osservare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diamati	osservata	diamati	osservare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
lucu	buffo	lucu	buffo	ADJ;SG	ADJ;MASC;SG
lucu	divertente	lucu	divertente	ADJ;SG	ADJ;SG
lucu	carina	lucu	carina	ADJ;SG	ADJ;FEM;SG
lucu	carino	lucu	carino	ADJ;SG	ADJ;MASC;SG
mendidik	educare	mendidik	educare	V;SG;ACT	V;NFIN
mendidik	educare	mendidik	educare	V;SG;ACT	V;NFIN
dikutip	citato	dikutip	citare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dikutip	citata	dikutip	citare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dikutip	citato	dikutip	citare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibahas	discusso	dibahas	discutere	V;SG;PASS	V;MASC;SG;PST;V.PTCP
pendahulunya	predecessore	pendahulunya	predecessore	N;SG	N;MASC;SG
diklasifikasikan	classificata	diklasifikasikan	classificare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diklasifikasikan	classificato	diklasifikasikan	classificato	V;SG;PASS	V;MASC;SG;PST;V.PTCP
kultur	cultura	kultur	cultura	N	N;FEM;SG
kultur	culture	kultur	cultura	N	N;FEM;PL
kultur	colture	kultur	coltura	N	N;FEM;PL
reproduksi	riproduzione	reproduksi	riproduzione	N;SG	N;FEM;SG
didistribusikan	distribuito	didistribusikan	distribuire	V;SG;PASS	V;MASC;SG;PST;V.PTCP
didistribusikan	distribuita	didistribusikan	distribuire	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dirawat	trattata	dirawat	trattare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
reruntuhan	macerie	reruntuhan	maceria	N	N;FEM;PL
reruntuhan	detriti	reruntuhan	detrito	N	N;MASC;PL
reruntuhan	relitto	reruntuhan	relitto	N	N;MASC;SG
reruntuhan	rovine	reruntuhan	rovina	N	N;FEM;PL
unicode	unicode	unicode	unicodo	N	N;MASC;SG
kemakmuran	prosperità	kemakmuran	prosperità	N;SG	N;FEM
nafsu	lussuria	nafsu	lussuria	N;SG	N;FEM;SG
nafsu	appetito	nafsu	appetire	N;SG	N;MASC;SG
etanol	etanolo	etanol	etanolo	N	N;MASC;SG
heading	rubrica	heading	rubrica	N	N;FEM;SG
heading	rubriche	heading	rubrico	N	N;FEM;PL
esai	saggio	esai	saggio	N;SG;ACT	N;MASC;SG
manik	perline	manik	perline	N	N;FEM;PL
manik	beady	manik	beady	N	N;MASC
kapas	cotone	kapas	cotone	N;SG	N;MASC;SG
paten	brevetto	paten	brevetto	N;SG	N;MASC;SG
melukis	dipingere	menlukis	dipingere	V;SG;ACT	V;NFIN
suksesi	successione	suksesi	successione	N;SG	N;FEM;SG
elektrik	electric	elektrik	electric	N;SG	N;MASC
dorongan	incoraggiamento	dorongan	incoraggiamento	N;SG	N;MASC;SG
dorongan	spinta	dorongan	spinta	N;SG	N;FEM;SG
penayangan	consegna	pentayangan	consegna	N;SG	N;FEM;SG
ulangan	deuteronomio	ulangan	deuteronomio	N;SG	N;MASC;SG
perbudakan	bondage	perbudakan	bondage	N;SG	N;MASC
perbudakan	schiavitù	perbudakan	schiavitù	N;SG	N;FEM
perbudakan	schiavitù	perbudakan	schiavitù	N;SG	N;FEM
mengabaikan	ignorare	menabaikan	ignorare	V;SG;ACT	V;NFIN
mengabaikan	ignorando	menabaikan	ignorare	V;SG;ACT	V;V.MSDR
mengabaikan	ignorata	menabaikan	ignorare	V;SG;ACT	V;FEM;SG;PST;V.PTCP
mengabaikan	ignorato	menabaikan	ignorare	V;SG;ACT	V;MASC;SG;PST;V.PTCP
konversi	riconversione	konversi	riconversione	N;SG	N;FEM;SG
konversi	conversione	konversi	conversione	N;SG	N;FEM;SG
konversi	converti	konversi	converto	N;SG	N;MASC;SG
sakramen	sacramento	sakramen	sacramento	N;SG	N;MASC;SG
botani	botanica	botani	botanico	N;SG	N;FEM;SG
botani	botanica	botani	botanico	N;SG	N;FEM;SG
pembicara	oratore	penbicara	oratore	N;SG	N;MASC;SG
pembicara	altoparlante	penbicara	altoparlante	N;SG	N;MASC;SG
pembicara	speaker	penbicara	speaker	N;SG	N;MASC
pembicara	oratore	penbicara	oratore	N;SG	N;MASC;SG
intervensi	intervento	intervensi	intervento	N;SG	N;MASC;SG
kemarau	siccità	kemarau	siccità	N;SG	N;FEM
didorong	spinse	didorong	spingere	V;SG;PASS	V;IND;SG;3;PST;FIN
didorong	spinto	didorong	spingere	V;SG;PASS	V;MASC;SG;PST;V.PTCP
didorong	incoraggiato	didorong	incoraggiare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
didorong	incoraggiata	didorong	incoraggiare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
kesaksian	testimonianza	kesaksian	testimonianza	N;SG	N;FEM;SG
kesaksian	testimonial	kesaksian	testimonial	N;SG	N;FEM;SG
kesaksian	testimonianza	kesaksian	testimonianza	N;SG	N;FEM;SG
kuantum	quantico	kuantum	quantico	N;SG	N;MASC;SG
kuantum	quantistica	kuantum	quantistico	N;SG	N;FEM;SG
mekanika	meccanica	mekanika	meccanica	N;SG	N;FEM;SG
mekanika	meccanica	mekanika	meccanica	N;SG	N;FEM;SG
penutupan	chiusura	pentutupan	chiusura	N;SG	N;FEM;SG
penutupan	chiusura	pentutupan	chiusura	N;SG	N;FEM;SG
keanekaragaman	diversità	keanekaragaman	diversità	N;SG	N;FEM
dihadapi	affrontando	dihadapi	affrontare	V;SG;PASS	V;V.MSDR
rapi	liscio	rapi	liscio	ADJ;SG	ADJ;MASC;SG
kanji	kanji	kanji	kanji	N	N;MASC
renovasi	rimodellamento	renovasi	rimodellamento	N;SG	N;MASC;SG
renovasi	rinnovamento	renovasi	rinnovamento	N;SG	N;MASC;SG
renovasi	ristrutturazione	renovasi	ristrutturazione	N;SG	N;FEM;SG
dikonsumsi	consumato	dikonsumsi	consumare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dikonsumsi	consumata	dikonsumsi	consumare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
investigasi	investigazione	investigasi	investigazione	N;SG	N;FEM;SG
investigasi	indagine	investigasi	indagine	N;SG	N;FEM;SG
deret	serie	deret	serie	N;SG	N;FEM
takahashi	takahashi	takahashi	takahashi	N	N;MASC;SG
nopember	novembre	nopember	novembre	N	N;MASC;SG
percepatan	accelerazione	percepatan	accelerazione	N;SG	N;FEM;SG
nara	nara	nara	naro	N;SG	N;FEM;SG
diusir	esiliato	diusir	esiliare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diusir	espulsa	diusir	espulsare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diusir	espulso	diusir	espellere	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diusir	sfrattato	diusir	sfrattare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
kader	kader	kader	kader	N;SG	N
dicari	cercasi	dicari	cercaso	V;SG;PASS	V;IND;SG;2;PRS;FIN
dicari	voluta	dicari	volere	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dicari	cercata	dicari	cercare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dicari	perquisito	dicari	perquisito	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dicari	cercato	dicari	cercare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
berorientasi	orientata	berorientasi	orientare	V;SG;ACT	V;FEM;SG;PST;V.PTCP
berorientasi	orientata	berorientasi	orientare	V;SG;ACT	V;FEM;SG;PST;V.PTCP
pemilih	picker	penpilih	pickere	N;SG	N
pemilih	elettore	penpilih	elettore	N;SG	N;MASC;SG
pemilih	selettore	penpilih	selettore	N;SG	N;MASC;SG
pemilih	selettore	penpilih	selettore	N;SG	N;MASC;SG
bereaksi	reagisce	berreaksi	reagire	V;SG;ACT	V;IND;SG;3;PRS;FIN
bereaksi	reagire	berreaksi	reagire	V;SG;ACT	V;NFIN
bereaksi	reagendo	berreaksi	reagire	V;SG;ACT	V;V.MSDR
bereaksi	reagito	berreaksi	reagire	V;SG;ACT	V;MASC;SG;PST;V.PTCP
bereaksi	reagire	berreaksi	reagire	V;SG;ACT	V;NFIN
berkolaborasi	collabora	berkolaborasi	collabora	V;SG;ACT	V;IND;SG;3;PRS;FIN
berkolaborasi	collaborare	berkolaborasi	collaborare	V;SG;ACT	V;NFIN
berkolaborasi	collaborando	berkolaborasi	collaborare	V;SG;ACT	V;V.MSDR
terbalik	invertita	terbalik	invertito	V;SG;PASS	V;FEM;SG;PST;V.PTCP
terbalik	invertito	terbalik	invertire	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terbalik	invertire	terbalik	invertire	V;SG;PASS	V;NFIN
terbalik	invertita	terbalik	invertito	V;SG;PASS	V;FEM;SG;PST;V.PTCP
terbalik	rovesciata	terbalik	rovesciare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
terbalik	invertito	terbalik	invertire	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diidentifikasi	individua	diidentifikasi	individuare	V;SG;PASS	V;IND;SG;3;PRS;FIN
diidentifikasi	identifica	diidentifikasi	identifico	V;SG;PASS	V;IND;SG;3;PRS;FIN
diidentifikasi	identificata	diidentifikasi	identificato	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diidentifikasi	identificato	diidentifikasi	identificare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
arashi	arashi	arashi	arasho	N	N
pemulihan	ricupero	penpulihan	ricupero	N;SG	N;MASC;SG
pemulihan	recupero	penpulihan	recupero	N;SG	N;MASC;SG
pemulihan	guarigione	penpulihan	guarigione	N;SG	N;FEM;SG
katalog	cataloghi	katalog	catalogo	N	N;MASC;PL
katalog	catalogo	katalog	catalogo	N	N;MASC;SG
katalog	cataloghi	katalog	catalogo	N	N;MASC;PL
katalog	catalogo	katalog	catalogo	N	N;MASC;SG
