raskrižje	تقاطع	raskrižje	تقاطع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
utisak	نقش	utisak	نقش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
utisak	چھاپہ	utisak	چھاپہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
utisak	رائے	utisak	رائے	N;NOM;MASC;SG	N;NOM;MASC;SG;3
košnica	ہجوم	košnica	ہجوم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
provedba	تعمیل	provedba	تعمیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
provedba	تکمیل	provedba	تکمیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bane	تباہی	bana	تباہی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bane	المیہ	bana	المیہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prljavi	قبیح	prljava	قبیح	ADJ;NOM;DEF;MASC;SG	ADJ
prljavi	پُرنجاست	prljava	پُرنجاست	ADJ;NOM;DEF;MASC;SG	ADJ
prljavi	قبیح	prljava	قبیح	ADJ;NOM;DEF;MASC;SG	ADJ
prljavi	پُرنجاست	prljava	پُرنجاست	ADJ;NOM;DEF;MASC;SG	ADJ
prljavi	مبتذل	prljava	مبتذل	ADJ;NOM;DEF;MASC;SG	ADJ
prljavi	ناپسندیدہ	prljava	ناپسندیدہ	ADJ;NOM;DEF;MASC;SG	ADJ
prljavi	ذلیل	prljava	ذلیل	ADJ;NOM;DEF;MASC;SG	ADJ
prljavi	مبتذل	prljava	مبتذل	ADJ;NOM;DEF;MASC;SG	ADJ
prljavi	ناپسندیدہ	prljava	ناپسندیدہ	ADJ;NOM;DEF;MASC;SG	ADJ
prljavi	ذلیل	prljava	ذلیل	ADJ;NOM;DEF;MASC;SG	ADJ
ulog	رائے	ulog	رائے	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ulog	رائے	ulog	رائے	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ulog	شرط	ulog	شرط	N;NOM;MASC;SG	N;NOM;FEM;SG;3
parada	چوک	parada	چوک	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nepovjerenje	اعتبار	nepovjerenje	اعتبار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nepovjerenje	شبہ	nepovjerenje	شبہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
treniranje	تربیت	treniranje	تربیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
treniranje	مشق	treniranje	مشق	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
navigator	بحریمحقق.	navigator	بحریمحقق.	N;NOM;MASC;SG	N;NOM;SG;3
prihvatljiv	کافی	prihvatljiv	کافی	ADJ;NOM;INDF;MASC;SG	ADJ
osuda	مذمت	osuda	مذمت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
osuda	ملامت	osuda	ملامت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
osuda	ایمان	osuda	ایمان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
osuda	عقیدہ	osuda	عقیدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
redovna	منظم	redovan	منظم	ADJ;NOM;DEF;FEM;SG	ADJ
redovna	مستقل	redovan	مستقل	ADJ;NOM;DEF;FEM;SG	ADJ
redovna	مربوط	redovan	مربوط	ADJ;NOM;DEF;FEM;SG	ADJ
redovna	مکمل	redovan	مکمل	ADJ;NOM;DEF;FEM;SG	ADJ
intendant	ڈپٹی	intendant	ڈپٹی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
užitak	تفریح	užitak	تفریح	N;NOM;MASC;SG	N;NOM;MASC;SG;3
užitak	اطمینان	užitak	اطمینان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
užitak	ارادہ	užitak	ارادہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
užitak	تفریح	užitak	تفریح	N;NOM;MASC;SG	N;NOM;MASC;SG;3
užitak	اطمینان	užitak	اطمینان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
užitak	مرضی	užitak	مرضی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
užitak	ارادہ	užitak	ارادہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kolač	انڈا	kolač	انڈا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bolesna	بیمار	bolestan	بیمار	ADJ;NOM;DEF;FEM;SG	ADJ
lose	زخمی	lose	زخمی	ADJ;NOM;DEF;FEM;PL	ADJ
lose	شدید	lose	شدید	ADJ;NOM;DEF;FEM;PL	ADJ
lose	ناکارہ	lose	ناکارہ	ADJ;NOM;DEF;FEM;PL	ADJ
lose	نامساعد	lose	نامساعد	ADJ;NOM;DEF;FEM;PL	ADJ
lose	گھٹیا	lose	گھٹیا	ADJ;NOM;DEF;FEM;PL	ADJ
lose	ناکافی	lose	ناکافی	ADJ;NOM;DEF;FEM;PL	ADJ
lose	ناسازگار	lose	ناسازگار	ADJ;NOM;DEF;FEM;PL	ADJ
lose	نادم	lose	نادم	ADJ;NOM;DEF;FEM;PL	ADJ
lose	بدتمیز	lose	بدتمیز	ADJ;NOM;DEF;FEM;PL	ADJ
lose	عمدہ	lose	عمدہ	ADJ;NOM;DEF;FEM;PL	ADJ
lose	شرمندہ	lose	شرمندہ	ADJ;NOM;DEF;FEM;PL	ADJ
lose	بیمار	lose	بیمار	ADJ;NOM;DEF;FEM;PL	ADJ
vezanje	غلامی	vezanje	غلامی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
vezanje	غلامی	vezanje	غلامی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ljekovite	نافع.	ljek	نافع.	ADJ;NOM;DEF;FEM;PL	ADJ
bubreg	طبیعت	bubreg	طبیعت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bubreg	مزاج	bubreg	مزاج	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bubreg	کردار	bubreg	کردار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
keramičke	سفالی	keramički	سفالی	ADJ;NOM;DEF;FEM;PL	ADJ
arka	صندوق	ark	صندوق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
srna	ہرن	sran	ہرن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
cotton	روئی	cotton	روئی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
cotton	روئی	cotton	روئی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
inteligentni	ذہین	inteligentan	ذہین	ADJ;NOM;DEF;MASC;PL	ADJ
zaraza	چھوت	zaraza	چھوت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sjenica	مکان	sjenica	مکان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rezerva	تحدید	rezerva	تحدید	N;NOM;FEM;SG	N;NOM;MASC;SG;3
užas	دہشت	užas	دہشت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
užas	افسردگی	užas	افسردگی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
ljuska	صدف	ljuska	صدف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ljuska	خول	ljuska	خول	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ljuska	صدف	ljuska	صدف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
školjka	صدف	školjka	صدف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
školjka	خول	školjka	خول	N;NOM;FEM;SG	N;NOM;MASC;SG;3
školjka	صدف	školjka	صدف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
slim	وزن	slim	وزن	N;NOM;MASC;SG	N;NOM;MASC;SG;3
slatko	میٹھا	slatko	میٹھا	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nevinost	بکارت	nevinost	بکارت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
žestok	شدید	žestok	شدید	ADJ;NOM;INDF;MASC;SG	ADJ
žestok	سخت	žestok	سخت	ADJ;NOM;INDF;MASC;SG	ADJ
oporba	مخاصمت	oporba	مخاصمت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oporba	تناقض.	oporba	تناقض.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oporba	مدافعت	oporba	مدافعت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oporba	عداوت	oporba	عداوت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oporba	مخالفت	oporba	مخالفت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oporba	مخاصمت	oporba	مخاصمت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oporba	تناقض.	oporba	تناقض.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oporba	مدافعت	oporba	مدافعت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oporba	تضاد	oporba	تضاد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oporba	عداوت	oporba	عداوت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oporba	مخالفت	oporba	مخالفت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pravedan	متقی	pravedan	متقی	ADJ;NOM;INDF;MASC;SG	ADJ
privilegija	مفاد	privilegija	مفاد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
privilegija	استثنا	privilegija	استثنا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sali	فرار	sal	فرار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
obuci	اوڑھنا	obuka	اوڑھنا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
obuci	پہناوا	obuka	پہناوا	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
obuci	اوڑھنا	obuka	اوڑھنا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
obuci	پہناوا	obuka	پہناوا	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
obuci	پہننا	obuka	پہن	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
ispiranje	آبیاری	ispiranje	آبیاری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
uzbuđenje	جوش	uzbuđenje	جوش	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
uzbuđenje	اشتعال	uzbuđenje	اشتعال	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
uzbuđenje	دھڑکن	uzbuđenje	دھڑکن	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
uzbuđenje	دھڑکن	uzbuđenje	دھڑکن	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kick	زور	kick	زور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kick	توانائی	kick	توانائی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
elastična	متوافق	elastičan	متوافق	ADJ;NOM;DEF;FEM;SG	ADJ
elastična	نرم	elastičan	نرم	ADJ;NOM;DEF;FEM;SG	ADJ
elastična	لچکدار	elastičan	لچکدار	ADJ;NOM;DEF;FEM;SG	ADJ
elastična	متوافق	elastičan	متوافق	ADJ;NOM;DEF;FEM;SG	ADJ
elastična	نرم	elastičan	نرم	ADJ;NOM;DEF;FEM;SG	ADJ
elastična	لچکدار	elastičan	لچکدار	ADJ;NOM;DEF;FEM;SG	ADJ
embargo	رکاوٹ	embargo	رکاوٹ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pacifik	ساکت	pacifik	ساکت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
najam	گھاٹی	najam	گھاٹی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
najam	اجارہ	najam	اجارہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
daljina	گریز	daljina	گریز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
daljina	گریز	daljina	گریز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
daljina	خط	daljina	خط	N;NOM;FEM;SG	N;NOM;MASC;SG;3
daljina	سمت	daljina	سمت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
daljina	سلسلہ	daljina	سلسلہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
daljina	حدود	daljina	حد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
daljina	قطار	daljina	قطار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
prapovijesni	فرسودہ.	prapovijesni	فرسودہ.	ADJ;NOM;DEF;MASC;SG	ADJ
agresivni	مخالفانہ	agresivan	مخالفانہ	ADJ;NOM;DEF;MASC;PL	ADJ
agresivni	غاصب	agresivan	غاصب	ADJ;NOM;DEF;MASC;PL	ADJ
agresivni	معاندانہ	agresivan	معاندانہ	ADJ;NOM;DEF;MASC;PL	ADJ
psihološka	ذہنی	psihološki	ذہنی	ADJ;NOM;DEF;FEM;SG	ADJ
čip	ٹکڑا	čip	ٹکڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
narudžba	قسم	narudžba	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
narudžba	فرمان	narudžba	فرمان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
narudžba	ترتیب	narudžba	ترتیب	N;NOM;FEM;SG	N;NOM;FEM;SG;3
narudžba	قسم	narudžba	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nirvana	نروان	nirvati	نروان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
optužba	کارروائی	optužba	کارروائی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
spaliti	بھڑکنا	spaliti	بھڑک	V;NFIN	V;NFIN;ACT
vizualna	عینی.	vizualan	عینی.	ADJ;NOM;DEF;FEM;SG	ADJ
vizualna	عینی.	vizualan	عینی.	ADJ;NOM;DEF;FEM;SG	ADJ
specifikacija	تخصیص	specifikacija	تخصیص	N;NOM;FEM;SG	N;NOM;MASC;SG;3
simpatija	عاجز	simpatija	عاجز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
simpatija	شرکت	simpatija	شرکت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bobica	گری	bobica	گری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nesposoban	نااہل	nesposoban	نااہل	ADJ;NOM;INDF;MASC;SG	ADJ
talog	حاصل	tal	حاصل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rave	شیفتگی	ravi	شیفتگی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rave	شیفتگی	ravi	شیفتگی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
slučajna	غیرمتوقع.	slučajn	غیرمتوقع.	ADJ;NOM;DEF;FEM;SG	ADJ
slučajna	حادثاتی	slučajn	حادثاتی	ADJ;NOM;DEF;FEM;SG	ADJ
slučajna	عارضی	slučajn	عارضی	ADJ;NOM;DEF;FEM;SG	ADJ
slučajna	غیرارادی	slučajn	غیرارادی	ADJ;NOM;DEF;FEM;SG	ADJ
slučajna	اتفاقی	slučajn	اتفاقی	ADJ;NOM;DEF;FEM;SG	ADJ
diskriminacija	تفریق	diskriminacija	تفریق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
diskriminacija	شناخت	diskriminacija	شناخت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
diskriminacija	تمیز	diskriminacija	تمیز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nadređeni	بہتر	nadrediti	بہتر	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ
konac	رشتہ	konac	رشتہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
konac	رشتہ	konac	رشتہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
metod	باقاعدگی	metod	باقاعدگی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
izolirano	انوکھا	izolirati	انوکھا	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
usjeva	بال	usjev	بال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
usjeva	کپڑا	usjev	کپڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
usjeva	بال	usjev	بال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
usjeva	کپڑا	usjev	کپڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
usjeva	فصل	usjev	فصل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sakrament	توثیق	sakrament	توثیق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sakrament	مسح	sakrament	مسح	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sakrament	عہد	sakrament	عہد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sakrament	استغفار	sakrament	استغفار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
anegdota	قصہ	anegdot	قصہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
jednina	نادر	jednina	نادر	ADJ;NOM;DEF;FEM;SG	ADJ
jednina	عجیب	jednina	عجیب	ADJ;NOM;DEF;FEM;SG	ADJ
anketa	معائنہ	anketa	معائنہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
anketa	تحقیق	anketa	تحقیق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ožiljak	خراش	ožiljak	خراش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ožiljak	دھاری	ožiljak	دھاری	N;NOM;MASC;SG	N;NOM;FEM;SG;3
ožiljak	داغ	ožiljak	داغ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ožiljak	خراش	ožiljak	خراش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ožiljak	دھاری	ožiljak	دھاری	N;NOM;MASC;SG	N;NOM;FEM;SG;3
kombinirati	جوڑنا	kombinirati	جوڑ	V;NFIN	V;MASC;SG;NFIN;ACT
kombinirati	جڑنا	kombinirati	جڑ	V;NFIN	V;MASC;SG;NFIN;ACT
solidan	اصلی	solidan	اصلی	ADJ;NOM;INDF;MASC;SG	ADJ
solidan	پختہ	solidan	پختہ	ADJ;NOM;INDF;MASC;SG	ADJ
solidan	معتبر	solidan	معتبر	ADJ;NOM;INDF;MASC;SG	ADJ
solidan	ہموار	solidan	ہموار	ADJ;NOM;INDF;MASC;SG	ADJ
solidan	اصلی	solidan	اصلی	ADJ;NOM;INDF;MASC;SG	ADJ
solidan	پختہ	solidan	پختہ	ADJ;NOM;INDF;MASC;SG	ADJ
solidan	معتبر	solidan	معتبر	ADJ;NOM;INDF;MASC;SG	ADJ
solidan	ہموار	solidan	ہموار	ADJ;NOM;INDF;MASC;SG	ADJ
solidan	ٹھوس	solidan	ٹھوس	ADJ;NOM;INDF;MASC;SG	ADJ
solidan	مضبوط	solidan	مضبوط	ADJ;NOM;INDF;MASC;SG	ADJ
solidan	سخت	solidan	سخت	ADJ;NOM;INDF;MASC;SG	ADJ
tableta	گولی	tableta	گولی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
tableta	تختہ	tableta	تختہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odlučnost	قضیہ	odlučnost	قضیہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kletva	وبال	kletva	وبال	N;NOM;FEM;SG	N;NOM;MASC;SG;3
preporučljivo	مفید	preporučljivo	مفید	ADJ;NOM;DEF;NEUT;SG	ADJ
preporučljivo	مناسب	preporučljivo	مناسب	ADJ;NOM;DEF;NEUT;SG	ADJ
anomalija	شے	anomalija	شے	N;NOM;FEM;SG	N;NOM;FEM;SG;3
zabluda	مغالطہ	zabluda	مغالطہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
učenjak	دانشور	učenjak	دانشور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
šaka	لکھائی	šaka	لکھائی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
šaka	مدد	šaka	مدد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nevjesta	دلہن	nevjest	دلہن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nevjesta	دلہن	nevjest	دلہن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
legitimitet	استحقاق	legitimitet	استحقاق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
legitimitet	جواز	legitimitet	جواز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
chip	ٹکڑا	chip	ٹکڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
krivnja	جرم	krivnja	جرم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gospođica	کوتاہی	gospođica	کوتاہی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gospođica	چوک	gospođica	چوک	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ohladi	ٹھنڈا	ohladiti	ٹھنڈا	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
mačevanje	احاطہ	mačevanje	احاطہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaklon	تحفظ	zaklon	تحفظ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zaklon	خطرے	zaklon	خطرہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zaklon	آڑ	zaklon	آڑ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zaklon	بچاؤ	zaklon	بچاؤ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zaklon	پناہ	zaklon	پناہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zaklon	تحفظ	zaklon	تحفظ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zaklon	خطرے	zaklon	خطرہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zaklon	آڑ	zaklon	آڑ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zaklon	بچاؤ	zaklon	بچاؤ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
periferni	اضافی	periferan	اضافی	ADJ;NOM;DEF;MASC;SG	ADJ
periferni	بیرونی	periferan	بیرونی	ADJ;NOM;DEF;MASC;SG	ADJ
mašina	کل	mašina	کل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
mašina	مشین	mašina	مشین	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pustinjak	راہب	pustinjak	راہب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
crv	کیڑا	crv	کیڑا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
glupost	حماقت	glupost	حماقت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
benigni	موافق	benigan	موافق	ADJ;NOM;DEF;MASC;SG	ADJ
benigni	حلیم	benigan	حلیم	ADJ;NOM;DEF;MASC;SG	ADJ
roj	ازدحام.	roj	ازدحام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
roj	ہجوم	roj	ہجوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pravednost	انصاف	pravednost	انصاف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kompozitni	مخلوط	kompozitan	مخلوط	ADJ;NOM;DEF;MASC;SG	ADJ
kompozitni	مخلوط.	kompozitan	مخلوط.	ADJ;NOM;DEF;MASC;SG	ADJ
slomiti	بھول	slomiti	بھول	V;NFIN	V;ACT
slomiti	ٹھہرائو	slomiti	ٹھہرائو	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
slomiti	بھول	slomiti	بھول	V;NFIN	V;ACT
slomiti	ٹھہرائو	slomiti	ٹھہرائو	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
zdrava	ہمدردانہ.	zdrav	ہمدردانہ.	ADJ;NOM;DEF;FEM;SG	ADJ
zdrava	مددگار	zdrav	مددگار	ADJ;NOM;DEF;FEM;SG	ADJ
istinito	متوازن.	istinit	متوازن.	ADJ;NOM;DEF;NEUT;SG	ADJ
istinito	ٹھیک	istinit	ٹھیک	ADJ;NOM;DEF;NEUT;SG	ADJ
istinito	ہموار	istinit	ہموار	ADJ;NOM;DEF;NEUT;SG	ADJ
istinito	معیاری	istinit	معیاری	ADJ;NOM;DEF;NEUT;SG	ADJ
istinito	متوازن.	istinit	متوازن.	ADJ;NOM;DEF;NEUT;SG	ADJ
istinito	ٹھیک	istinit	ٹھیک	ADJ;NOM;DEF;NEUT;SG	ADJ
istinito	ہموار	istinit	ہموار	ADJ;NOM;DEF;NEUT;SG	ADJ
istinito	معیاری	istinit	معیاری	ADJ;NOM;DEF;NEUT;SG	ADJ
afinitet	تعلق	afinitet	تعلق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
afinitet	رشتہ	afinitet	رشتہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
vreća	کثرت	vreća	کثرت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gruba	طوفانی	grub	طوفانی	ADJ;NOM;DEF;FEM;SG	ADJ
gruba	سخت	grub	سخت	ADJ;NOM;DEF;FEM;SG	ADJ
učešće	شرکت	učešće	شرکت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
apsolutizam	فکری	apsolutizam	فکری	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sirovo	اصلی	sirovo	اصلی	ADJ;NOM;NEUT;SG	ADJ
sirovo	اصلی	sirovo	اصلی	ADJ;NOM;NEUT;SG	ADJ
trajnost	استقلال	trajnost	استقلال	N;NOM;FEM;SG	N;NOM;MASC;SG;3
trajnost	پائیداری	trajnost	پائیداری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
trajnost	پائیداری	trajnost	پائیداری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
podvig	کارنامہ	podvig	کارنامہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
slomljena	ناہموار	slomiti	ناہموار	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ
apokalipsa	وحی	apokalips	وحی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dizalica	جرّثقیل.	dizalica	جرّثقیل.	N;NOM;FEM;SG	N
boravište	مکان	boravište	مکان	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
boravište	قیام	boravište	قیام	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
boravište	اقامت	boravište	اقامت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaposliti	کرائے	zaposliti	کرا	V;NFIN	V;PFV;MASC;PL;V.PTCP;ACT
zaposliti	بھاڑا.	zaposliti	بھاڑا.	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
spoji	ملانا	spoj	ملا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
harmonija	آہنگ	harmonija	آہنگ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kuglica	تسبیح	kuglica	تسبیح	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pusta	کھنڈر	pusta	کھنڈر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ležaj	جہاز	ležaj	جہاز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ležaj	تقرر	ležaj	تقرر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odobravanje	اقرار	odobravanje	اقرار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
vrućina	غصہ	vrućina	غصہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vrućina	چرچراہٹ	vrućina	چرچراہٹ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vrućina	حدت	vrućina	حدت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vrućina	غصہ	vrućina	غصہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vrućina	چرچراہٹ	vrućina	چرچراہٹ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vrućina	حدت	vrućina	حدت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
predvorje	ڈیوڑھی	predvorje	ڈیوڑھی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zahvalnost	امتنان	zahvalnost	امتنان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
golo	ننگا	golo	ننگا	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
golo	سطح	golo	سطح	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
