oli	hatte	olema	haben	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kiire	rasch	kiire	rasch	ADJ;NOM;SG	ADJ
kiire	schneller	kiire	schnell	ADJ;NOM;SG	ADJ
kiire	schnell	kiire	schnell	ADJ;NOM;SG	ADJ
kiire	schnellen	kiire	schnell	ADJ;NOM;SG	ADJ
kirjeldus	beschreibung	kirjeldus	Beschreibung	N;NOM;SG	N;NOM;FEM;SG
jurist	anwalt	jurist	anwalt	N;NOM;SG	N;NOM;SG
madal	oberflächlich	madal	oberflächlich	ADJ;NOM;SG	ADJ
madal	flach	madal	flach	ADJ;NOM;SG	ADJ
madal	flachen	madal	flach	ADJ;NOM;SG	ADJ
madal	niedrig	madal	niedrig	ADJ;NOM;SG	ADJ
madal	niedrigen	madal	niedrig	ADJ;NOM;SG	ADJ
air	luft	air	lüfen	N;NOM;SG	N;NOM;FEM;SG
majandus	ökonomie	majandus	ökonomie	N;NOM;SG	N;NOM;FEM;SG
majandus	wirtschaftlichkeit	majandus	wirtschaftlichkeit	N;NOM;SG	N;NOM;FEM;SG
rekord	aufzeichnung	rekord	aufzeichnung	N;NOM;SG	N;NOM;FEM;SG
ühendus	gemeinde	ühendus	gemeinde	N;NOM;SG	N;NOM;FEM;SG
kestis	hielt	kestma	halten	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kestis	dauerte	kestma	dauern	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lubas	versprochen	lubama	versprechen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
lubas	versprach	lubama	versprechen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lubas	zugesagt	lubama	zusagen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
aitab	hilft	aitama	helfen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vaade	ansicht	vaade	ansechen	N;NOM;SG	N
iiri	irische	iiri	irisch	ADJ	ADJ;NOM;FEM;PL
iiri	irisch	iiri	irisch	ADJ	ADJ
iiri	irisches	iiri	irisch	ADJ	ADJ;NOM;NEUT;SG
iiri	gälisch	iiri	gälisch	ADJ	ADJ
põhjustab	verursachen	põhjustama	verursachen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
põhjustab	ursachen	põhjustama	ursechen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
põhjustab	verursacht	põhjustama	verursachen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
haridus	ausbildung	haridus	ausbildung	N;NOM;SG	N;FEM;SG
haridus	erziehung	haridus	erziehung	N;NOM;SG	N;NOM;FEM;SG
korraldas	moderiert	korraldama	moderieren	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
korraldas	veranstaltet	korraldama	veranstalten	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
korraldas	moderierte	korraldama	moderieren	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
korraldas	gehostet	korraldama	gehostet	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elanud	lebten	elama	leben	V;PST;V.PTCP;ACT	V;IND;PL;3;PST;FIN
elanud	gelebt	elama	peben	V;PST;V.PTCP;ACT	V;V.PTCP
elanud	lebte	elama	leben	V;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
viib	führt	viima	führen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
suhe	beziehung	suhe	Beziehung	N;NOM;SG	N;SG
kasvavad	wachsenden	kasvama	wachsend	V;IND;PL;3;PRS;FIN;ACT	V;PL;FIN
kasvavad	wachsen	kasvama	wachsen	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
kasvavad	anbauen	kasvama	anbauen	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
kasvavad	wachsen	kasvama	wachsen	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
kujutatud	dargestellt	kujuta=tud	darstellen	V;PST;V.PTCP;PASS	V;V.PTCP
kujutatud	abgebildet	kujuta=tud	abbilden	V;PST;V.PTCP;PASS	V;V.PTCP
kujutatud	dargestellt	kujuta=tud	darstellen	V;PST;V.PTCP;PASS	V;V.PTCP
väikesed	kleiner	väike	klein	ADJ;NOM;PL	ADJ
väikesed	kleine	väike	klein	ADJ;NOM;PL	ADJ;NOM;FEM;PL
väikesed	kleinen	väike	klein	ADJ;NOM;PL	ADJ;PL
väikesed	klein	väike	klein	ADJ;NOM;PL	ADJ
kirjutada	schreiben	kirjutama	schreiben	V;NFIN	V;NFIN
kirjutada	schreibe	kirjutama	schreibe	V;NFIN	V;IND;SG;3;PRS;FIN
kirjutada	verfassen	kirjutama	verfassen	V;NFIN	V;NFIN
kirjutada	schreib	kirjutama	schreib	V;NFIN	V;IND;SG;2;FIN
pere	familie	pere	familie	N;NOM;SG	N;NOM;FEM;SG
kunst	kunst	kunst	kunst	N;NOM;SG	N;NOM;FEM;SG
kunst	kunst	kunst	kunst	N;NOM;SG	N;NOM;FEM;SG
lasti	ladungen	laskma	ladungen	V;IND;PST;FIN;PASS	V;NFIN
korraldatud	organisierte	korraldama	organisieren	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
korraldatud	organisierten	korraldama	organisieren	V;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
korraldatud	veranstaltet	korraldama	veranstalten	V;PST;V.PTCP;PASS	V;V.PTCP
korraldatud	angeordnet	korraldama	anordnen	V;PST;V.PTCP;PASS	V;V.PTCP
korraldatud	arrangierte	korraldama	arrangieren	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
korraldatud	arrangiert	korraldama	arrangieren	V;PST;V.PTCP;PASS	V;V.PTCP
rahvas	volk	rahvas	volk	N;NOM;SG	N;NOM;NEUT;SG
rahvas	menge	rahvas	mengen	N;NOM;SG	N;NOM;FEM;SG
võime	fähigkeiten	võima	fähigkeit	V;IND;PL;1;PRS;FIN;ACT	V;NFIN
lisa	hinzufügen	lisa	hinfügen	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
lisa	addieren	lisa	addieren	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
lisa	fügen	lisa	fügen	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
laps	kind	laps	kind	N;NOM;SG	N;NOM;NEUT;SG
kommunistliku	kommunist	kommunistlik	kommunist	ADJ;GEN;SG	ADJ
kindel	klar	kindel	klar	ADJ;NOM;SG	ADJ
kindel	sicher	kindel	sicher	ADJ;NOM;SG	ADJ
nõudis	bestanden	nõudma	bestehen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
nõudis	bestand	nõudma	bestehen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
nõudis	forderte	nõudma	fordern	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
nõudis	verlangt	nõudma	verlangen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
nõudis	gefordert	nõudma	fordern	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
nõudis	eingefordert	nõudma	einfordern	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
nõudis	verlangte	nõudma	verlangen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
suuresti	größtenteils	suuresti	größtenteils	ADV	ADV
vorm	form	vorm	form	N;NOM;SG	N;SG
kõrgem	höheren	kõrgem	hoch	ADJ;NOM;CMPR;SG	ADJ
kõrgem	höher	kõrgem	hoch	ADJ;NOM;CMPR;SG	ADJ
roman	roman	roman	roman	N;NOM;SG	N;NOM;MASC;SG
peamised	wichtigsten	peamine	wichtig	ADJ;NOM;PL	ADJ;PL
lihtne	einfaches	lihtne	einfach	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
lihtne	einfacher	lihtne	einfach	ADJ;NOM;SG	ADJ
lihtne	leichter	lihtne	leicht	ADJ;NOM;SG	ADJ
lihtne	leicht	lihtne	leicht	ADJ;NOM;SG	ADJ
aitas	geholfen	aitama	helfen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
aitas	half	aitama	helfen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
erinev	verschieden	erinev	verschieden	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
erinev	unterschiedlich	erinev	unterschiedlich	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
juhitud	führte	juhtima	führen	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
juhitud	geleitet	juhtima	geleiten|leiten	V;PST;V.PTCP;PASS	V;V.PTCP
juhitud	geführt	juhtima	führen	V;PST;V.PTCP;PASS	V;V.PTCP
ostis	gekauft	ostma	kaufen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
ostis	kaufte	ostma	kaufen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lai	breiten	lai	breit	ADJ;NOM;SG	ADJ;SG
lai	breiter	lai	breit	ADJ;NOM;SG	ADJ
lai	breite	lai	breit	ADJ;NOM;SG	ADJ;NOM;FEM;SG
lai	breit	lai	breit	ADJ;NOM;SG	ADJ
relvastatud	bewaffnete	relvasta=tud	bewaffnet	ADJ;PST;V.PTCP;PASS	ADJ;NOM;SG
relvastatud	bewaffnet	relvasta=tud	bewaffnen	ADJ;PST;V.PTCP;PASS	ADJ;V.PTCP
pühendatud	gewidmet	pühendama	widmen	V;PST;V.PTCP;PASS	V;V.PTCP
pühendatud	widmete	pühendama	widmen	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
pühendatud	engagierten	pühendama	engagiert	V;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
pühendatud	gewidmet	pühendama	widmen	V;PST;V.PTCP;PASS	V;V.PTCP
pühendatud	widmen	pühendama	widmen	V;PST;V.PTCP;PASS	V;NFIN
pühendatud	geweiht	pühendama	weihen	V;PST;V.PTCP;PASS	V;V.PTCP
avastas	entdeckte	avastama	entdecken	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
avastas	gefunden	avastama	finden	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
avastas	herausgefunden	avastama	herausfinden	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
avastas	entdeckt	avastama	entdecken	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tundub	scheint	tunduma	scheinen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tundub	spürt	tunduma	spüren	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tundub	fühlt	tunduma	fühlen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
arenenud	fortgeschrittene	arenenud	fortgeschritten	ADJ;PST;V.PTCP;ACT	ADJ;NOM;FEM;PL
valik	auswahl	valik	auswahl	N;NOM;SG	N;NOM;SG
valik	auswahl	valik	auswahl	N;NOM;SG	N;NOM;SG
lehed	bleche	leht	blechen	N;NOM;PL	N;NOM
lehed	folien	leht	folien	N;NOM;PL	N;NOM;PL
järgnes	gefolgt	järgnema	folgen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
järgnes	abonniert	järgnema	abonnieren	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
järgnes	folgte	järgnema	folgen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
esindajad	vertretungen	esindaja	vertretungen	N;NOM;PL	N;NOM;FEM;PL
viitab	verweist	viitama	verweisen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
viitab	bezieht	viitama	beziehen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
keeled	programmiersprachen	keel	programmiersprachen	N;NOM;PL	N;NOM;FEM;PL
keeled	fremdsprachen	keel	fremdsprachen	N;NOM;PL	N;NOM;FEM;PL
aktiivne	aktiven	aktiivne	aktiv	ADJ;NOM;SG	ADJ
aktiivne	aktiv	aktiivne	aktiv	ADJ;NOM;SG	ADJ
aktiivne	aktiver	aktiivne	aktiv	ADJ;NOM;SG	ADJ
aktiivne	aktuell	aktiivne	aktuell	ADJ;NOM;SG	ADJ
aktiivne	aktuellen	aktiivne	aktuell	ADJ;NOM;SG	ADJ
aktiivne	aktueller	aktiivne	aktuell	ADJ;NOM;SG	ADJ
aktiivne	aktuelles	aktiivne	aktuell	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
org	tal	org	tal	N;NOM;SG	N;NOM;NEUT;SG
ajaleht	tageszeitung	aja_leht	Tageszeitung	N;NOM;SG	N;NOM;FEM;SG
õppinud	lernte	õppima	lernen	V;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
õppinud	gelernt	õppima	lernen	V;PST;V.PTCP;ACT	V;V.PTCP
õppinud	erlernte	õppima	erlernen	V;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
saavutada	erzielen	saavutama	erzielen	V;NFIN	V;NFIN
saavutada	verwirklichen	saavutama	verwirklichen	V;NFIN	V;NFIN
küsimus	frage	küsimus	frage	N;NOM;SG	N;NOM;FEM;SG
küsimus	fragestellung	küsimus	fragestellung	N;NOM;SG	N;NOM;FEM;SG
toob	bringt	tooma	bringen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
baieri	bayerischen	baieri	bayerisch	ADJ	ADJ
baieri	bayerischer	baieri	bayerisch	ADJ	ADJ
baieri	bayerische	baieri	bayerisch	ADJ	ADJ;NOM;FEM;PL
kasvanud	gewachsen	kasvama	wachsen	V;PST;V.PTCP;ACT	V;V.PTCP
kasvanud	angebaut	kasvama	anbauen	V;PST;V.PTCP;ACT	V;V.PTCP
tea	wissen	teadma	wissen	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
tea	kennen	teadma	kennen	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
islandi	isländischen	island	isländisch	ADJ	ADJ;PL
islandi	isländische	island	isländisch	ADJ	ADJ;NOM;FEM;PL
kodus	heimat	kodu	heimat	N;IN+ESS;SG	N;FEM;SG
tekivad	entstehen	tekkima	entstehen	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
vältida	vermeiden	vältima	vermeiden	V;NFIN	V;NFIN
vältida	meiden	vältima	meiden	V;NFIN	V;NFIN
jaama	bahnhof	jaam	bahnhof	N;NOM;SG	N;NOM;MASC;SG
koostöö	mitarbeit	koos_töö	mitarbeit	N;NOM;SG	N;NOM;SG
koostöö	kooperation	koos_töö	kooperation	N;NOM;SG	N;SG
koostöö	mitarbeit	koos_töö	mitarbeit	N;NOM;SG	N;NOM;SG
koostöö	kooperation	koos_töö	kooperation	N;NOM;SG	N;SG
fotod	bilder	foto	Bild	N;NOM;PL	N;NOM;NEUT;PL
pikka	lang	pikk	lang	ADJ;PRT;SG	ADJ
pikka	langen	pikk	lang	ADJ;PRT;SG	ADJ
pikka	langer	pikk	lang	ADJ;PRT;SG	ADJ
psühholoogia	psychologie	psühholoogia	psychologie	N;NOM;SG	N;NOM;FEM;SG
raba	sumpf	raba	sumpf	N;NOM;SG	N
tekitab	erzeugt	tekitama	erzeugen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
tekitab	generiert	tekitama	generiert	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
kindlasti	gewiss	kindlasti	gewiß	ADV	ADV
kindlasti	sicherlich	kindlasti	sicherlich	ADV	ADV
kindlasti	unbedingt	kindlasti	unbedingt	ADV	ADV
kindlasti	gewiss	kindlasti	gewiß	ADV	ADV
kindlasti	gewiß	kindlasti	gewiß	ADV	ADV
kindlasti	sicherlich	kindlasti	sicherlich	ADV	ADV
kümme	zehn	kümme	zehn	NUM;NOM;SG	NUM
pakub	bietet	pakkuma	bieten	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
pakub	angeboten	pakkuma	anbieten	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
õppejõud	fakultät	õppe_jõud	fakultät	N;NOM;SG	N
hall	grau	hall	grau	ADJ;NOM;SG	ADJ
hall	grau	hall	grau	ADJ;NOM;SG	ADJ
hall	eingangshalle	hall	eingangshall	ADJ;NOM;SG	ADJ;NOM;FEM;SG
probleem	problemstellung	probleem	problemstellung	N;NOM;SG	N;NOM;FEM;SG
probleem	problem	probleem	probel	N;NOM;SG	N;NOM;SG
esmalt	zuerst	esmalt	zuerst	ADV	ADV
keemiline	chemisch	keemiline	chemisch	ADJ;NOM;SG	ADJ
ravi	therapie	ravi	therapie	N;NOM;SG	N;SG
lood	erzählungen	lugu	erzählingen	N;NOM;PL	N;NOM;FEM;PL
lood	erzählungen	lugu	erzählingen	N;NOM;PL	N;NOM;FEM;PL
asukoht	ort	asu_koht	ort	N;NOM;SG	N;NOM;MASC;SG
asukoht	standorte	asu_koht	standort	N;NOM;SG	N;NOM
asukoht	trasse	asu_koht	trassen	N;NOM;SG	N
ehitada	bauen	ehitama	bauen	V;NFIN	V;NFIN
ehitada	aufbauen	ehitama	aufbauen	V;NFIN	V;NFIN
iraani	iranischer	iraan	iranisch	ADJ	ADJ;NOM;MASC
iraani	iranischen	iraan	iranisch	ADJ	ADJ;ACC;MASC;PL
iraani	iranische	iraan	iranisch	ADJ	ADJ;NOM;FEM;PL
eraldatud	getrennt	eraldama	trennen	V;PST;V.PTCP;PASS	V;V.PTCP
eraldatud	abgetrennt	eraldama	abtrennen	V;PST;V.PTCP;PASS	V;V.PTCP
eraldatud	isolieren	eraldama	isolieren	V;PST;V.PTCP;PASS	V;NFIN
eraldatud	isolierten	eraldama	isoliert	V;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
eraldatud	isolierte	eraldama	isoliert	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
eraldatud	zugeteilten	eraldama	zugeteilt	V;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
eraldatud	zugewiesen	eraldama	zuweisen	V;PST;V.PTCP;PASS	V;V.PTCP
eraldatud	zugeteilt	eraldama	zuteilen	V;PST;V.PTCP;PASS	V;V.PTCP
maailm	welt	maa_ilm	welt	N;NOM;SG	N;NOM;FEM;SG
kohalik	lokal	kohalik	lokal	ADJ;NOM;SG	ADJ
kohalik	lokales	kohalik	lokal	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
ühendab	zusammenführen	ühendama	zusammenführen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
ühendab	verbindet	ühendama	verbinden	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
avalik	öffentlicher	avalik	öffentlich	ADJ;NOM;SG	ADJ
avalik	öffentlichkeit	avalik	öffentlichkeit	ADJ;NOM;SG	ADJ
avalik	öffentlich	avalik	öffentlich	ADJ;NOM;SG	ADJ
kaitsta	schützen	kaitsma	schützen	V;NFIN	V;NFIN
kaitsta	beschützen	kaitsma	beschützen	V;NFIN	V;NFIN
avas	eröffnet	avama	eröffnen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
avas	geöffnet	avama	öffnen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
avas	öffnete	avama	öffnen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
keeldus	verweigert	keelduma	verweigern	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
keeldus	abgelehnt	keelduma	ablehnen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
saadi	eingegangen	saama	eingehen	V;IND;PST;FIN;PASS	V;V.PTCP
saadi	empfangen	saama	empfangen	V;IND;PST;FIN;PASS	V;V.PTCP
saadi	erhielt	saama	erhalten	V;IND;PST;FIN;PASS	V;IND;SG;3;PST;FIN
tüüp	art	tüüp	art	N;NOM;SG	N;NOM;FEM;SG
jagatud	gemeinsam	jaga=tud	gemeinsam	ADJ;PST;V.PTCP;PASS	ADJ
jagatud	geteilte	jaga=tud	geteilt	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
jagatud	gemeinsame	jaga=tud	gemeinsam	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
jagatud	geteilte	jaga=tud	geteilt	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
osalesid	teilgenommen	osalema	teilnehmen	V;IND;PL;3;PST;FIN;ACT	V;V.PTCP
osalesid	teilnahmen	osalema	teilnehmen	V;IND;PL;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
kollane	gelb	kollane	gelb	ADJ;NOM;SG	ADJ
kategooria	kategorie	kategooria	kategorie	N;NOM;SG	N;NOM;FEM;SG
köide	menge	köis	mengen	N;NOM;SG	N;NOM;FEM;SG
ehitus	konstruktion	ehitus	konstruktion	N;NOM;SG	N;SG
ehitus	bau	ehitus	bau	N;NOM;SG	N;SG
mõista	verstehen	mõistma	verstehen	V;NFIN	V;NFIN
mõista	verstehe	mõistma	verstehen	V;NFIN	V;IND;SG;3;PRS;FIN
mõista	begreifen	mõistma	begreifen	V;NFIN	V;NFIN
mõista	verstanden	mõistma	verstehen	V;NFIN	V;V.PTCP
keelatud	untersagt	keelama	untersagen	V;PST;V.PTCP;PASS	V;V.PTCP
keelatud	behinderte	keelama	behindert	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
keelatud	gesperrt	keelama	sperren	V;PST;V.PTCP;PASS	V;V.PTCP
keelatud	deaktiviert	keelama	deaktivieren	V;PST;V.PTCP;PASS	V;V.PTCP
keelatud	behindert	keelama	behindern	V;PST;V.PTCP;PASS	V;V.PTCP
keelatud	behinderten	keelama	behindern	V;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
keelatud	untersagt	keelama	untersagen	V;PST;V.PTCP;PASS	V;V.PTCP
keelatud	verbot	keelama	verbieten	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
keelatud	verweigert	keelama	verweigern	V;PST;V.PTCP;PASS	V;V.PTCP
keelatud	versagt	keelama	versagen	V;PST;V.PTCP;PASS	V;V.PTCP
keelatud	verneint	keelama	verneinen	V;PST;V.PTCP;PASS	V;V.PTCP
keelatud	abgelehnt	keelama	ablehnen	V;PST;V.PTCP;PASS	V;V.PTCP
keelatud	verbannt	keelama	verbannt	V;PST;V.PTCP;PASS	V;V.PTCP
keelatud	gesperrt	keelama	sperren	V;PST;V.PTCP;PASS	V;V.PTCP
keelatud	verbot	keelama	verbieten	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
keelatud	untersagt	keelama	untersagen	V;PST;V.PTCP;PASS	V;V.PTCP
art	kunst	art	kunst	N;NOM;SG	N;NOM;FEM;SG
leping	übereinkunft	leping	übereinkunft	N;NOM;SG	N;SG
tehnika	technik	tehnika	technik	N;NOM;SG	N;SG
vähendada	verringern	vähendama	verringern	V;NFIN	V;NFIN
vähendada	senken	vähendama	senken	V;NFIN	V;NFIN
vähendada	reduzieren	vähendama	reduzieren	V;NFIN	V;NFIN
toodetud	produziert	tootma	produzieren	V;PST;V.PTCP;PASS	V;V.PTCP
toodetud	hergestellt	tootma	herstellen	V;PST;V.PTCP;PASS	V;V.PTCP
toodetud	erzeugt	tootma	erzeugen	V;PST;V.PTCP;PASS	V;V.PTCP
toodetud	hergestellt	tootma	herstellen	V;PST;V.PTCP;PASS	V;V.PTCP
toodetud	gefertigt	tootma	fertigen	V;PST;V.PTCP;PASS	V;V.PTCP
ikkagi	noch	ikkagi	noch	ADV	ADV
ikkagi	trotzdem	ikkagi	trotzdem	ADV	ADV
tapeti	umgebracht	tapma	umbringen	V;IND;PST;FIN;PASS	V;V.PTCP
tapeti	tötete	tapma	töten	V;IND;PST;FIN;PASS	V;IND;SG;3;PST;FIN
tapeti	getötet	tapma	töten	V;IND;PST;FIN;PASS	V;V.PTCP
tapeti	ermordet	tapma	ermorden	V;IND;PST;FIN;PASS	V;V.PTCP
surm	todesstrafe	surm	todesstraf	N;NOM;SG	N;NOM;FEM;SG
side	mitteilung	side	mitteilung	N;NOM;SG	N;FEM;SG
side	bindung	side	bindung	N;NOM;SG	N;NOM;FEM;SG
muutis	änderte	muutma	ändern	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
muutis	geändert	muutma	ändern	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
muutis	verändert	muutma	verändern	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
alus	gefäß	alus	gefäß	N;NOM;SG	N;NOM;NEUT;SG
nõuab	besteht	nõudma	bestehen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
nõuab	beharrt	nõudma	beharren	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
nõuab	erfordert	nõudma	erfordern	V;IND;SG;3;PRS;FIN;ACT	V;SG;FIN
nõuab	benötigt	nõudma	benötigen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
nõuab	verlangt	nõudma	verlangen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
link	link	link	link	N;NOM;SG	N;SG
link	verknüpfung	link	verknüpfang	N;NOM;SG	N;SG
kadunud	verlorene	kadunud	verloren	ADJ;PST;V.PTCP;ACT	ADJ;NOM;FEM;SG
kadunud	fehlende	kadunud	fehlend	ADJ;PST;V.PTCP;ACT	ADJ;NOM;FEM;PL
kadunud	fehlenden	kadunud	fehlend	ADJ;PST;V.PTCP;ACT	ADJ
kukk	schwanz	kukk	schwanzen	N;NOM;SG	N
kiri	schwanz	kiri	schwanzen	N;NOM;SG	N
kiri	zahl	kiri	zahl	N;NOM;SG	N;NOM;FEM;SG
müüdi	mythen	müüma	mythen	V;IND;PST;FIN;PASS	V;NFIN
kõigepealt	zuerst	kõige_pealt	zuerst	ADV	ADV
osariik	staat	osa_riik	staaen	N;NOM;SG	N
kasutatav	einsetzbar	kasutatav	einsetzbar	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
kasutatav	nutzbar	kasutatav	nutzbar	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
kasutatav	verwendbar	kasutatav	verwendbar	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
kasutatav	geeignet	kasutatav	geeignet	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
kasutatav	brauchbar	kasutatav	brauchbar	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ
kerge	leichter	kerge	leicht	ADJ;NOM;SG	ADJ
kerge	leicht	kerge	leicht	ADJ;NOM;SG	ADJ
kerge	mild	kerge	mild	ADJ;NOM;SG	ADJ
kerge	leichter	kerge	leicht	ADJ;NOM;SG	ADJ
kerge	leicht	kerge	leicht	ADJ;NOM;SG	ADJ
näeb	sieht	nägema	sehen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kabel	kapelle	kabel	kapell	N;NOM;SG	N;NOM;FEM;SG
kaotati	gestrichen	kaotama	gestrechen	V;IND;PST;FIN;PASS	V;V.PTCP
kaotati	abgeschafft	kaotama	abschaffen	V;IND;PST;FIN;PASS	V;V.PTCP
kaotati	beseitigt	kaotama	beseitigen	V;IND;PST;FIN;PASS	V;V.PTCP
tuhat	eintausend	tuhat	eintausend	NUM;NOM;SG	NUM
tuhat	tausend	tuhat	tausend	NUM;NOM;SG	NUM
man	mensch	man	mensch	N;NOM;SG	N;SG
vastas	erwiderte	vastama	erwidert	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
vastas	beantwortet	vastama	beantworten	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
vastas	geantwortet	vastama	antworten	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
vastas	antwortete	vastama	antworten	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
