من	od	مِن	od	ADP	ADP;GEN
التحرير	střih	تَحرِير	střih	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
تحمل	nést	حَمَل	nést	V;PFV;MASC;SG;3;FIN;ACT	V;POS;NFIN
تحويلات	převody	تَحوِيل	převod	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
تحويلات	transfery	تَحوِيل	transfer	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
مصطلح	pojem	مُصطَلَح	pojem	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
مصطلح	výraz	مُصطَلَح	výraz	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
مصطلح	termín	مُصطَلَح	termín	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
الهواء	ovzduší	هَوَاء	ovzduší	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الهواء	vzduch	هَوَاء	vzduch	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الهواء	air	هَوَاء	air	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الطريقة	metoda	طَرِيقَة	metoda	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الطريقة	způsob	طَرِيقَة	způsob	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الطريقة	způsob	طَرِيقَة	způsob	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
العراقية	irácké	عِرَاقِيّ	irácký	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
المدارس	školy	مَدرَسَة	škola	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
المدارس	školy	مَدرَسَة	škola	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
تشمل	zahrnovat	شَمِل	zahrnovat	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;POS;NFIN
تشمل	zahrnout	شَمِل	zahrnout	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;POS;NFIN
تشمل	zahrnuje	شَمِل	zahrnovat	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
مدة	trvání	مُدَّة	trvání	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
علوم	vědy	عِلم	věda	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
علوم	vědy	عِلم	věda	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
الفضاء	vesmír	فَضَاء	vesmír	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الفضاء	prostor	فَضَاء	prostor	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
جيش	armáda	جَيش	armáda	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
جيش	vojsko	جَيش	vojsko	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
مهرجان	festival	مَهرَجَان	festival	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
مهرجان	slavnost	مَهرَجَان	slavnost	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
ساعة	hodinka	سَاعَة	hodinka	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
ساعة	hodina	سَاعَة	hodina	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
كاتب	spisovatel	كَاتِب	spisovatel	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
كاتب	autor	كَاتِب	autor	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
كاتب	spisovatelka	كَاتِب	spisovatelka	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
كاتب	autor	كَاتِب	autor	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
كاتب	autorka	كَاتِب	autorka	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
جوائز	ceny	جَائِزَة	cena	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
القوة	síla	قُوَّة	síla	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
القوة	síla	قُوَّة	síla	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
القوة	moc	قُوَّة	moc	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
القوة	napájení	قُوَّة	napájení	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
القوة	výkon	قُوَّة	výkon	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
القوة	síla	قُوَّة	síla	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المشاركة	sdílení	مُشَارَكَة	sdílení	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
المشاركة	sdílení	مُشَارَكَة	sdílení	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
المشاركة	účast	مُشَارَكَة	účast	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المشاركة	účast	مُشَارَكَة	účast	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المشاركة	účasti	مُشَارَكَة	účast	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الجوائز	ceny	جَائِزَة	cena	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
تصميم	návrh	تَصمِيم	návrh	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
تصميم	design	تَصمِيم	design	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
تصميم	projektování	تَصمِيم	projektování	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
تصميم	konstrukce	تَصمِيم	konstrukce	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
تصميم	navrhování	تَصمِيم	navrhování	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
تصميم	projektování	تَصمِيم	projektování	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
المالية	financování	مَالِيَّة	financování	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
النقل	transfer	نَقل	transfer	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
النقل	přesun	نَقل	přesun	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
النقل	převod	نَقل	převod	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
النقل	přenos	نَقل	přenos	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
النقل	přeprava	نَقل	přeprava	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
النقل	přepravy	نَقل	přeprava	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
النقل	doprava	نَقل	doprava	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
النقل	přeprava	نَقل	přeprava	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
النقل	doprava	نَقل	doprava	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الواقع	skutečnost	وَاقِع	skutečnost	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الواقع	realita	وَاقِع	realita	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المسلحة	ozbrojená	مُسَلَّح	ozbrojený	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
المسلحة	ozbrojený	مُسَلَّح	ozbrojený	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
المسلحة	ozbrojen	مُسَلَّح	ozbrojený	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
مقاطعات	kraje	مُقَاطَعَة	kraj	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
مقاطعات	kraje	مُقَاطَعَة	kraj	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
شهادة	certifikát	شَهَادَة	certifikát	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
شهادة	potvrzení	شَهَادَة	potvrzení	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
شهادة	osvědčení	شَهَادَة	osvědčení	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
شهادة	svědectví	شَهَادَة	svědectví	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
الشخص	člověk	شَخص	člověk	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
الشخص	osoba	شَخص	osoba	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
تلفزيون	tv	تِلفِزيُون	televizní	N;NOM;INDF;SG	N;FEM;POS
تلفزيون	televize	تِلفِزيُون	televize	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
الرومانية	rumunské	رُومَانِيّ	rumunský	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
الرومانية	římská	رُومَانِيّ	římský	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
دولية	mezinárodní	دُوَلِيّ	mezinárodní	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG;POS
المرض	nemoc	مَرَض	nemoc	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المرض	onemocnění	مَرَض	onemocnění	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
المرض	nákaza	مَرَض	nákaza	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المرض	nemoc	مَرَض	nemoc	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المرض	onemocnění	مَرَض	onemocnění	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
المرض	nemoc	مَرَض	nemoc	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
شارع	ulice	شَارِع	ulice	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
العراقي	irácké	عِرَاقِيّ	irácký	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
الثامن	osmá	ثَامِن	osmý	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
الثامن	osmé	ثَامِن	osmý	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG;POS
الثامن	osmý	ثَامِن	osmý	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
يحتوي	obsahuje	اِحتَوَى	obsahovat	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
الضغط	tlak	ضَغط	tlak	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الضغط	nátlak	ضَغط	nátlak	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
لغات	jazyky	لُغَة	jazyk	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
تحرير	úprava	تَحرِير	úprava	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
تحرير	úprava	تَحرِير	úprava	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
تحرير	střih	تَحرِير	střih	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
تغيير	změna	تَغيِير	změna	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
صوت	zvuk	صَوت	zvuk	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
صوت	hlas	صَوت	hlas	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
صوت	zvuk	صَوت	zvuk	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
صوت	audio	صَوت	audio	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
سوق	tržišti	سُوق	tržiště	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
سوق	tržiště	سُوق	tržiště	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
سوق	trh	سُوق	trh	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
سوق	market	سُوق	market	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
سوق	tržiště	سُوق	tržiště	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
النظر	zvážení	نَظَر	zvážení	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
النظر	úvaha	نَظَر	úvaha	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المستوى	level	مُستَوَى	levet	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
المستوى	úrovně	مُستَوَى	úroveň	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المستوى	úroveň	مُستَوَى	úroveň	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المستوى	hladina	مُستَوَى	hladina	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
نسخة	kopírování	نُسخَة	kopírování	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
رياضية	matematické	رِيَاضِيّ	matematický	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG;POS
رياضية	matematický	رِيَاضِيّ	matematický	ADJ;NOM;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
موضوع	téma	مَوضُوع	téma	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
موضوع	námět	مَوضُوع	námět	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
موضوع	téma	مَوضُوع	téma	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
موضوع	motiv	مَوضُوع	motiv	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
معدل	sazba	مُعَدَّل	sazba	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
معدل	míra	مُعَدَّل	míra	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
الفرق	rozdíl	فِرقَة	rozdíl	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
اللون	barva	لَون	barva	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
اللون	barva	لَون	barva	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الدراسة	studium	دِرَاسَة	studium	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الدراسة	studium	دِرَاسَة	studium	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
سياسية	politická	سِيَاسِيّ	politický	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG;POS
سياسية	politické	سِيَاسِيّ	politický	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG;POS
سياسية	politický	سِيَاسِيّ	politický	ADJ;NOM;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
المنظمة	organizace	مُنَظَّمَة	organizace	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المنظمة	organizace	مُنَظَّمَة	organizace	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الشرطة	policie	شُرطَة	policie	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
قصيرة	krátké	قَصِير	krátký	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG;POS
قصيرة	krátká	قَصِير	krátký	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG;POS
قصيرة	krátký	قَصِير	krátký	ADJ;NOM;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
هؤلاء	tyto	هٰذَا	tento	DET;NOM;MASC;PL	DET;NOM;MASC;PL
هؤلاء	tyhle	هٰذَا	tenhle	DET;NOM;MASC;PL	DET;NOM;MASC;PL
السلة	koš	سَلَّة	koš	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
السلة	košík	سَلَّة	košík	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
دين	deane	دِين	deane	N;NOM;INDF;SG	N;NOM;MASC;SG;POS
دين	děkan	دِين	děkan	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
مجموع	celková	مَجمُوع	celkový	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
مجموع	celkové	مَجمُوع	celkový	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
مجموع	celkový	مَجمُوع	celkový	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
الساعة	hodinka	سَاعَة	hodinka	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الساعة	hodina	سَاعَة	hodina	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المثال	příklad	مِثَال	příklad	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الهندسة	geometrie	هَندَسَة	geometrie	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الهندسة	inženýrství	هَندَسَة	inženýrství	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الهندسة	strojírenství	هَندَسَة	strojírenství	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الصحة	zdraví	صِحَّة	zdraví	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الصحة	zdravotnictví	صِحَّة	zdravotnictví	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الطرق	cesty	طَرِيقَة	cesta	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
الشمالي	severní	شَمَالِيّ	severní	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
الشركات	společnosti	شَرِكَة	společnost	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
الشركات	firmy	شَرِكَة	firma	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
بلدات	města	بَلدَة	město	N;NOM;INDF;PL	N;NOM;NEUT;PL;POS
اللعب	hra	لَعب	hra	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
اللعب	play	لَعب	play	N;NOM;DEF;SG	N;FEM;POS
اللعب	hraní	لَعب	hraní	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
مباريات	zápasy	مُبَارَاة	zápas	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
مباريات	shody	مُبَارَاة	shoda	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
مباريات	zápalky	مُبَارَاة	zápalek	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
مباريات	hry	مُبَارَاة	hra	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
القارة	kontinent	قَارَّة	kontinent	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
العمليات	úkony	عَمَلِيَّة	úkon	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
الحالات	bedny	حَالَة	bedna	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
الحالات	pouzdra	حَالَة	pouzdro	N;NOM;DEF;PL	N;NOM;NEUT;PL;POS
الحالات	případy	حَالَة	případ	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
الحالات	stavy	حَالَة	stav	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
الحالات	statusy	حَالَة	status	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
الروسية	ruské	رُوسِيّ	ruský	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
الروسية	ruská	رُوسِيّ	ruský	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
الروسية	ruský	رُوسِيّ	ruský	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
قيادة	vůdcovství	قِيَادَة	vůdcovství	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
قيادة	vedení	قِيَادَة	vedení	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
قيادة	příkaz	قِيَادَة	příkaz	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
قيادة	velitelství	قِيَادَة	velitelství	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
قيادة	velení	قِيَادَة	velení	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
قيادة	řízení	قِيَادَة	řízení	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
قيادة	jízda	قِيَادَة	jízda	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
مخرج	režisér	مَخرَج	režisér	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
مخرج	režie	مَخرَج	režie	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
مخرج	ředitel	مَخرَج	ředitel	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
مخرج	ředitelka	مَخرَج	ředitelka	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
مخرج	východ	مَخرَج	východ	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
مخرج	výstup	مَخرَج	výstup	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
مخرج	výjezd	مَخرَج	výjezd	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
ترجمة	překlad	تَرجَمَة	překlad	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
الانتخابات	volby	اِنتِخَاب	volba	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
الانتخابات	volby	اِنتِخَاب	volba	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
الانتخابات	zvolení	اِنتِخَاب	zvolení	N;NOM;DEF;PL	N;NOM;NEUT;PL;POS
متحف	muzeum	مَتحَف	muzeum	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
متحف	museum	مَتحَف	museum	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
متحف	muzeu	مَتحَف	muzeum	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
دقيقة	minuta	دَقِيقَة	minuta	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
فرع	pobočka	فَرع	pobočka	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
فرع	větev	فَرع	větev	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
السنوات	léta	سَنَة	rok	N;NOM;DEF;PL	N;NOM;NEUT;PL;POS
السنوات	roky	سَنَة	rok	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
الاجتماعي	společenské	اِجتِمَاعِيّ	společenský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
الاجتماعي	sociální	اِجتِمَاعِيّ	sociální	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
الاجتماعي	společenský	اِجتِمَاعِيّ	společenský	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
الاجتماعي	společenská	اِجتِمَاعِيّ	společenský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
الهدف	cíl	هَدَف	cíl	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الهدف	účel	هَدَف	účel	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الهدف	cíl	هَدَف	cíl	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الهدف	cíl	هَدَف	cíl	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الهدف	gól	هَدَف	gól	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
تمت	udělal	تَمّ	udělat	V;PFV;FEM;SG;3;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
البداية	start	بِدَايَة	start	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
البداية	začátek	بِدَايَة	začátek	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
البداية	počátek	بِدَايَة	počátek	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
البداية	začátek	بِدَايَة	začátek	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
طرق	cesty	طَرِيقَة	cesta	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
طرق	způsoby	طَرِيقَة	způsob	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
طرق	trasy	طَرِيقَة	trasa	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
الفن	umění	فَنّ	umění	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
حل	roztok	حَلّ	roztok	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
حل	řešení	حَلّ	řešení	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
نائب	zástupce	نَائِب	zástupce	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
نائب	zástupkyně	نَائِب	zástupkyně	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
نائب	náměstek	نَائِب	náměstek	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
تصويت	hlasování	تَصوِيت	hlasování	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
تصويت	hlasování	تَصوِيت	hlasování	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
سابقة	prefix	سَابِقَة	prefix	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
سابقة	precedens	سَابِقَة	precedens	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
سيارات	automobily	سَيَّارَة	automobil	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
سيارات	auta	سَيَّارَة	auto	N;NOM;INDF;PL	N;NOM;NEUT;PL;POS
ينتمي	patří	اِنتَمَى	patřit	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
الطيران	letectví	طَيَرَان	letectví	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الطيران	létání	طَيَرَان	létání	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الطيران	lítání	طَيَرَان	lítání	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الطلاب	studentky	طَالِب	studentka	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
الطلاب	studenti	طَالِب	student	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL;POS
الطلاب	žáci	طَالِب	žák	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL;POS
البيئة	prostředí	بِيئَة	prostředí	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الاقتصاد	ekonomika	اِقتِصَاد	ekonomika	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الاقتصاد	ekonomie	اِقتِصَاد	ekonomie	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الاقتصاد	ekonomika	اِقتِصَاد	ekonomika	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الاقتصاد	hospodářství	اِقتِصَاد	hospodářství	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الاقتصاد	ekonomie	اِقتِصَاد	ekonomie	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
اللغات	jazyky	لُغَة	jazyk	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
الطبيعي	přirozený	طَبِيعِيّ	přirozený	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
الطبيعي	přirozené	طَبِيعِيّ	přirozený	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG;POS
الطبيعي	přirozená	طَبِيعِيّ	přirozený	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
القمر	měsíc	قَمَر	měsíc	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الموضوع	téma	مَوضُوع	téma	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الموضوع	námět	مَوضُوع	námět	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الموضوع	téma	مَوضُوع	téma	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الموضوع	motiv	مَوضُوع	motiv	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الموضوع	předmět	مَوضُوع	předmět	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الموضوع	subjekt	مَوضُوع	subjekt	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الصوت	zvuk	صَوت	zvuk	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الصوت	hlas	صَوت	hlas	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الصوت	zvuk	صَوت	zvuk	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الصوت	audio	صَوت	audio	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
