din	從	din	從	ADP;ACC	ADP
joacă	玩	juca	玩	V;IND;3;PRS;FIN	V
joacă	播放	juca	播放	V;IND;3;PRS;FIN	V
continuare	續集	continuare	續集	N;INDF;FEM;SG	N
ore	小時	oră	小時	N;INDF;FEM;PL	N
moarte	死神	moarte	死神	N;INDF;FEM;SG	N
vremea	天氣	vreme	天氣	N;DEF;FEM;SG	N
vremea	氣象	vreme	氣象	N;DEF;FEM;SG	N
monumentul	碑	monument	碑	N;DEF;MASC;SG	N
forme	表格	formă	表格	N;INDF;FEM;PL	N
forme	形狀	formă	形狀	N;INDF;FEM;PL	N
program	方案	program	方案	N;INDF;MASC;SG	N
program	程式	program	程式	N;INDF;MASC;SG	N
program	方案	program	方案	N;INDF;MASC;SG	N
program	附表	program	附表	N;INDF;MASC;SG	N
linie	線	linie	線	N;INDF;FEM;SG	N
linie	線路	linie	線路	N;INDF;FEM;SG	N
producție	產量	producție	產量	N;INDF;FEM;SG	N
strada	街頭	stradă	街頭	N;DEF;FEM;SG	N
strada	街道	stradă	街道	N;DEF;FEM;SG	N
strada	街	stradă	街	N;DEF;FEM;SG	N
drum	公路	drum	公路	N;INDF;MASC;SG	N
drum	道路	drum	道路	N;INDF;MASC;SG	N
drum	路	drum	路	N;INDF;MASC;SG	N
festivalul	節慶	festival	節慶	N;DEF;MASC;SG	N
festivalul	節日	festival	節日	N;DEF;MASC;SG	N
zonele	地區	zonă	地區	N;DEF;FEM;PL	N
tipuri	類型	tip	類型	N;INDF;FEM;PL	N
versuri	經文	vers	經文	N;INDF;FEM;PL	N
versuri	詩句	vers	詩句	N;INDF;FEM;PL	N
versuri	歌詞	vers	歌詞	N;INDF;FEM;PL	N
steaua	星星	stea	星星	N;DEF;FEM;SG	N
steaua	恆星	stea	恆星	N;DEF;FEM;SG	N
steaua	星	stea	星	N;DEF;FEM;SG	N
steaua	明星	stea	明星	N;DEF;FEM;SG	N
jucător	球員	jucător	球員	N;INDF;MASC;SG	N
jucător	玩家	jucător	玩家	N;INDF;MASC;SG	N
sursa	來源	sursă	來源	N;DEF;FEM;SG	N
familii	家庭	familie	家庭	N;INDF;FEM;PL	N
distanță	遙控	distanță	遙控	N;INDF;FEM;SG	N
clădirea	大樓	clădire	大樓	N;DEF;FEM;SG	N
clădirea	建築	clădire	建築	N;DEF;FEM;SG	N
biblioteca	圖書	bibliotecă	圖書	N;DEF;FEM;SG	N
piatra	石	piatră	石	N;DEF;FEM;SG	N
piatra	石頭	piatră	石頭	N;DEF;FEM;SG	N
piatra	岩	piatră	岩	N;DEF;FEM;SG	N
piatra	岩石	piatră	岩石	N;DEF;FEM;SG	N
piatra	石頭	piatră	石頭	N;DEF;FEM;SG	N
piatra	搖滾	piatră	搖滾	N;DEF;FEM;SG	N
termen	任期	termen	任期	N;INDF;MASC;SG	N
termen	術語	termen	術語	N;INDF;MASC;SG	N
termen	學期	termen	學期	N;INDF;MASC;SG	N
valoarea	價值	valoare	價值	N;DEF;FEM;SG	N
valoarea	數值	valoare	數值	N;DEF;FEM;SG	N
valoarea	值	valoare	值	N;DEF;FEM;SG	N
miniatura	微型	miniatură	微型	N;DEF;FEM;SG	N
doctor	醫師	doctor	醫師	N;INDF;MASC;SG	N
doctor	醫生	doctor	醫生	N;INDF;MASC;SG	N
doctor	博士	doctor	博士	N;INDF;MASC;SG	N
drepturile	權利	drept	權利	N;DEF;FEM;PL	N
turnul	塔	turn	塔	N;DEF;MASC;SG	N
turnul	塔台	turn	塔台	N;DEF;MASC;SG	N
stilul	樣式	stil	樣式	N;DEF;MASC;SG	N
stilul	風格	stil	風格	N;DEF;MASC;SG	N
proces	審訊	proces	審訊	N;INDF;MASC;SG	N
proces	審判	proces	審判	N;INDF;MASC;SG	N
domeniu	網域	domeniu	網域	N;INDF;MASC;SG	N
domeniu	域	domeniu	域	N;INDF;MASC;SG	N
comanda	秩序	comandă	秩序	N;DEF;FEM;SG	N
comanda	順序	comandă	順序	N;DEF;FEM;SG	N
interior	內	interior	內	N;INDF;MASC;SG	N
interior	裡面	interior	裡面	N;INDF;MASC;SG	N
interior	內心	interior	內心	N;INDF;MASC;SG	N
interior	內部	interior	內部	N;INDF;MASC;SG	N
interior	內心	interior	內心	N;INDF;MASC;SG	N
interior	內	interior	內	N;INDF;MASC;SG	N
interior	內	interior	內	N;INDF;MASC;SG	N
interior	內政	interior	內政	N;INDF;MASC;SG	N
interior	內部	interior	內部	N;INDF;MASC;SG	N
interior	內地	interior	內地	N;INDF;MASC;SG	N
bani	金錢	ban	金錢	N;INDF;MASC;PL	N
bani	錢	ban	錢	N;INDF;MASC;PL	N
argint	銀色	argint	銀色	N;INDF;MASC;SG	N
argint	銀	argint	銀	N;INDF;MASC;SG	N
intră	輸入	intra	輸入	V;IND;SG;3;PST;FIN	V
regina	女王	regină	女王	N;DEF;FEM;SG	N
regina	皇后	regină	皇后	N;DEF;FEM;SG	N
regina	王后	regină	王后	N;DEF;FEM;SG	N
galerie	畫廊	galerie	畫廊	N;INDF;FEM;SG	N
unitate	團	unitate	團	N;INDF;FEM;SG	N
unitate	股	unitate	股	N;INDF;FEM;SG	N
unitate	單元	unitate	單元	N;INDF;FEM;SG	N
unitate	單位	unitate	單位	N;INDF;FEM;SG	N
dupa	之後	dupa	之後	N;DEF;FEM;SG	N
partid	黨	partid	黨	N;INDF;MASC;SG	N
partid	政黨	partid	政黨	N;INDF;MASC;SG	N
partid	宴會	partid	宴會	N;INDF;MASC;SG	N
partid	聚會	partid	聚會	N;INDF;MASC;SG	N
descrie	描述	descrie	描述	V;IND;SG;3;PRS;FIN	V
condiții	條件	condiție	條件	N;INDF;FEM;PL	N
energie	能量	energie	能量	N;INDF;FEM;SG	N
energie	能源	energie	能源	N;INDF;FEM;SG	N
tratatul	條約	tratat	條約	N;DEF;MASC;SG	N
eveniment	事件	eveniment	事件	N;INDF;MASC;SG	N
eveniment	活動	eveniment	活動	N;INDF;MASC;SG	N
aer	空中	aer	空中	N;INDF;MASC;SG	N
aer	航空	aer	航空	N;INDF;MASC;SG	N
aer	空氣	aer	空氣	N;INDF;MASC;SG	N
mișcarea	運動	mișcare	運動	N;DEF;FEM;SG	N
apa	水	apă	水	N;DEF;FEM;SG	N
sezon	季	sezon	季	N;INDF;MASC;SG	N
sezon	季節	sezon	季節	N;INDF;MASC;SG	N
stadionul	體育	stadion	體育	N;DEF;MASC;SG	N
stadionul	球場	stadion	球場	N;DEF;MASC;SG	N
cazuri	案例	caz	案例	N;INDF;FEM;PL	N
munte	山	munte	山	N;INDF;MASC;SG	N
munte	山區	munte	山區	N;INDF;MASC;SG	N
munte	山地	munte	山地	N;INDF;MASC;SG	N
descoperă	發現	descoperi	發現	V;IND;3;PRS;FIN	V
descoperă	探索	descoperi	探索	V;IND;3;PRS;FIN	V
conducător	尺子	conducător	尺子	N;INDF;MASC;SG	N
conducător	領袖	conducător	領袖	N;INDF;MASC;SG	N
evenimentul	事件	eveniment	事件	N;DEF;MASC;SG	N
evenimentul	活動	eveniment	活動	N;DEF;MASC;SG	N
poziție	職位	poziție	職位	N;INDF;FEM;SG	N
poziție	位置	poziție	位置	N;INDF;FEM;SG	N
poziție	立場	poziție	立場	N;INDF;FEM;SG	N
masă	質量	masă	質量	N;INDF;FEM;SG	N
masă	彌撒	masă	彌撒	N;INDF;FEM;SG	N
masă	餐	masă	餐	N;INDF;FEM;SG	N
masă	飯	masă	飯	N;INDF;FEM;SG	N
povestea	動態	poveste	動態	N;DEF;FEM;SG	N
povestea	故事	poveste	故事	N;DEF;FEM;SG	N
spațiu	太空	spațiu	太空	N;INDF;MASC;SG	N
spațiu	空間	spațiu	空間	N;INDF;MASC;SG	N
opt	八	opt	八	NUM;PL	NUM
opt	八	opt	八	NUM;PL	NUM
încearcă	嘗試	încerca	嘗試	V;IND;3;PRS;FIN	V
încearcă	試試	încerca	試試	V;IND;3;PRS;FIN	V
parlamentului	國會	parlament	國會	N;DEF;MASC;SG	N
parlamentului	議會	parlament	議會	N;DEF;MASC;SG	N
teren	欄位	teren	欄位	N;INDF;MASC;SG	N
teren	陸地	teren	陸地	N;INDF;MASC;SG	N
teren	土地	teren	土地	N;INDF;MASC;SG	N
teren	地形	teren	地形	N;INDF;MASC;SG	N
teren	地勢	teren	地勢	N;INDF;MASC;SG	N
canton	縣	canton	縣	N;INDF;MASC;SG	N
cult	邪教	cult	邪教	N;INDF;MASC;SG	N
cult	禮拜	cult	禮拜	N;INDF;MASC;SG	N
preot	祭司	preot	祭司	N;INDF;MASC;SG	N
versiune	版	versiune	版	N;INDF;FEM;SG	N
versiune	版本	versiune	版本	N;INDF;FEM;SG	N
fişier	文件	fişier	文件	N;INDF;MASC;SG	N
fişier	檔案	fişier	檔案	N;INDF;MASC;SG	N
condițiile	條件	condiție	條件	N;DEF;FEM;PL	N
pictură	畫	pictură	畫	N;INDF;FEM;SG	N
pictură	油畫	pictură	油畫	N;INDF;FEM;SG	N
pictură	繪畫	pictură	繪畫	N;INDF;FEM;SG	N
zilele	日子	zi	日子	N;DEF;FEM;PL	N
zilele	天數	zi	天數	N;DEF;FEM;PL	N
sala	健身	sală	健身	N;DEF;FEM;SG	N
sala	體育	sală	體育	N;DEF;FEM;SG	N
animale	動物	animal	動物	N;INDF;FEM;PL	N
medicină	藥品	medicină	藥品	N;INDF;FEM;SG	N
medicină	藥物	medicină	藥物	N;INDF;FEM;SG	N
medicină	醫學	medicină	醫學	N;INDF;FEM;SG	N
medicină	藥	medicină	藥	N;INDF;FEM;SG	N
medicină	醫藥	medicină	醫藥	N;INDF;FEM;SG	N
producător	廠	producător	廠	N;INDF;MASC;SG	N
material	物料	material	物料	N;INDF;MASC;SG	N
material	材質	material	材質	N;INDF;MASC;SG	N
material	材料	material	材料	N;INDF;MASC;SG	N
regiuni	區域	regiune	區域	N;INDF;FEM;PL	N
înălțime	身高	înălțime	身高	N;INDF;FEM;SG	N
înălțime	高度	înălțime	高度	N;INDF;FEM;SG	N
imaginea	影象	imagine	影象	N;DEF;FEM;SG	N
imaginea	影像	imagine	影像	N;DEF;FEM;SG	N
imaginea	圖片	imagine	圖片	N;DEF;FEM;SG	N
parlamentul	國會	parlament	國會	N;DEF;MASC;SG	N
parlamentul	議會	parlament	議會	N;DEF;MASC;SG	N
statutul	狀況	statut	狀況	N;DEF;MASC;SG	N
statutul	狀態	statut	狀態	N;DEF;MASC;SG	N
statutul	現況	statut	現況	N;DEF;MASC;SG	N
operă	歌劇	operă	歌劇	N;INDF;FEM;SG	N
natural	天然	natural	天然	ADJ;INDF;MASC;SG	ADJ
planul	計畫	plan	計畫	N;DEF;MASC;SG	N
textul	文字	text	文字	N;DEF;MASC;SG	N
textul	案文	text	案文	N;DEF;MASC;SG	N
medalia	獎章	medalie	獎章	N;DEF;FEM;SG	N
medalia	勳章	medalie	勳章	N;DEF;FEM;SG	N
medalia	獎牌	medalie	獎牌	N;DEF;FEM;SG	N
vârstă	年紀	vârstă	年紀	N;INDF;FEM;SG	N
vârstă	年齡	vârstă	年齡	N;INDF;FEM;SG	N
serial	串列	serial	串列	N;INDF;MASC;SG	N
vara	夏日	vară	夏日	N;DEF;FEM;SG	N
vara	夏季	vară	夏季	N;DEF;FEM;SG	N
vara	暑假	vară	暑假	N;DEF;FEM;SG	N
vara	夏天	vară	夏天	N;DEF;FEM;SG	N
sora	妹妹	soră	妹妹	N;DEF;FEM;SG	N
sora	姐姐	soră	姐姐	N;DEF;FEM;SG	N
sora	姐妹	soră	姐妹	N;DEF;FEM;SG	N
sora	姊妹	soră	姊妹	N;DEF;FEM;SG	N
sora	姊姊	soră	姊姊	N;DEF;FEM;SG	N
acțiuni	股份	acțiune	股份	N;INDF;FEM;PL	N
acțiuni	行動	acțiune	行動	N;INDF;FEM;PL	N
autoritățile	當局	autoritate	當局	N;DEF;FEM;PL	N
răspuns	答	răspuns	答	N;INDF;MASC;SG	N
răspuns	答案	răspuns	答案	N;INDF;MASC;SG	N
rezultate	成果	rezultat	成果	N;INDF;FEM;PL	N
rezultate	結果	rezultat	結果	N;INDF;FEM;PL	N
camera	房間	cameră	房間	N;DEF;FEM;SG	N
camera	房	cameră	房	N;DEF;FEM;SG	N
poezie	詩	poezie	詩	N;INDF;FEM;SG	N
poezie	詩	poezie	詩	N;INDF;FEM;SG	N
poezie	詩歌	poezie	詩歌	N;INDF;FEM;SG	N
obiecte	物體	obiect	物體	N;INDF;FEM;PL	N
obiecte	天體	obiect	天體	N;INDF;FEM;PL	N
obiecte	物件	obiect	物件	N;INDF;FEM;PL	N
consilier	顧問	consilier	顧問	N;INDF;MASC;SG	N
sfârșit	終	sfârșit	終	N;INDF;MASC;SG	N
sfârșit	結尾	sfârșit	結尾	N;INDF;MASC;SG	N
secretar	秘書	secretar	秘書	N;INDF;MASC;SG	N
maxim	最多	maxim	最多	ADJ;INDF;MASC;SG	ADJ
maxim	最大	maxim	最大	ADJ;INDF;MASC;SG	ADJ
maxim	最大	maxim	最大	ADJ;INDF;MASC;SG	ADJ
maxim	最大	maxim	最大	ADJ;INDF;MASC;SG	ADJ
transport	運輸	transport	運輸	N;INDF;MASC;SG	N
transport	交通	transport	交通	N;INDF;MASC;SG	N
transport	運輸	transport	運輸	N;INDF;MASC;SG	N
transport	交通	transport	交通	N;INDF;MASC;SG	N
coasta	沿海	coastă	沿海	N;DEF;FEM;SG	N
coasta	沿岸	coastă	沿岸	N;DEF;FEM;SG	N
coasta	海岸	coastă	海岸	N;DEF;FEM;SG	N
coasta	海岸	coastă	海岸	N;DEF;FEM;SG	N
lei	獅子	leu	獅子	N;INDF;MASC;PL	N
cronica	紀事	cronică	紀事	N;DEF;FEM;SG	N
grupuri	群組	grup	群組	N;INDF;FEM;PL	N
grupuri	團體	grup	團體	N;INDF;FEM;PL	N
fier	鋼鐵	fier	鋼鐵	N;INDF;MASC;SG	N
motive	理由	motiv	理由	N;INDF;FEM;PL	N
motive	原因	motiv	原因	N;INDF;FEM;PL	N
pian	鋼琴	pian	鋼琴	N;INDF;MASC;SG	N
direcția	方向	direcție	方向	N;DEF;FEM;SG	N
soldați	士兵	soldat	士兵	N;INDF;MASC;PL	N
miliarde	億萬	miliard	億萬	NUM;INDF;FEM;PL	NUM
modelul	模範	model	模範	N;DEF;MASC;SG	N
modelul	模型	model	模型	N;DEF;MASC;SG	N
modelul	型號	model	型號	N;DEF;MASC;SG	N
modelul	模特	model	模特	N;DEF;MASC;SG	N
king	國王	king	國王	N;INDF;MASC;SG	N
viitor	今後	viitor	今後	N;INDF;MASC;SG	N
viitor	將來	viitor	將來	N;INDF;MASC;SG	N
viitor	未來	viitor	未來	N;INDF;MASC;SG	N
tânăr	年輕	tânăr	年輕	ADJ;INDF;MASC;SG	ADJ
subiectul	主題	subiect	主題	N;DEF;MASC;SG	N
bronz	曬	bronz	曬	N;INDF;MASC;SG	N
bronz	青銅	bronz	青銅	N;INDF;MASC;SG	N
bronz	銅	bronz	銅	N;INDF;MASC;SG	N
episcop	主教	episcop	主教	N;INDF;MASC;SG	N
lună	月球	lună	月球	N;INDF;FEM;SG	N
lună	月亮	lună	月亮	N;INDF;FEM;SG	N
lună	月	lună	月	N;INDF;FEM;SG	N
lună	月	lună	月	N;INDF;FEM;SG	N
lună	個	lună	個	N;INDF;FEM;SG	N
lună	月份	lună	月份	N;INDF;FEM;SG	N
opere	歌劇	operă	歌劇	N;INDF;FEM;PL	N
spațiul	太空	spațiu	太空	N;DEF;MASC;SG	N
spațiul	空間	spațiu	空間	N;DEF;MASC;SG	N
sediu	總部	sediu	總部	N;INDF;MASC;SG	N
records	紀錄	records	紀錄	N;INDF;MASC;SG	N
mișcare	動議	mișcare	動議	N;INDF;FEM;SG	N
mișcare	運動	mișcare	運動	N;INDF;FEM;SG	N
mișcare	運動	mișcare	運動	N;INDF;FEM;SG	N
industria	工業	industrie	工業	N;DEF;FEM;SG	N
industria	產業	industrie	產業	N;DEF;FEM;SG	N
industria	行業	industrie	行業	N;DEF;FEM;SG	N
industria	業界	industrie	業界	N;DEF;FEM;SG	N
femeie	女人	femeie	女人	N;INDF;FEM;SG	N
femeie	女	femeie	女	N;INDF;FEM;SG	N
femeie	女子	femeie	女子	N;INDF;FEM;SG	N
femeie	女	femeie	女	N;INDF;FEM;SG	N
femeie	女性	femeie	女性	N;INDF;FEM;SG	N
medic	內科	medic	內科	N;INDF;MASC;SG	N
comandant	司令	comandant	司令	N;INDF;MASC;SG	N
bărbați	男性	bărbat	男性	N;INDF;MASC;PL	N
bărbați	男人	bărbat	男人	N;INDF;MASC;PL	N
bărbați	男子	bărbat	男子	N;INDF;MASC;PL	N
tehnică	技術	tehnică	技術	N;INDF;FEM;SG	N
tehnică	技術	tehnică	技術	N;INDF;FEM;SG	N
tehnică	技巧	tehnică	技巧	N;INDF;FEM;SG	N
adresa	地址	adresă	地址	N;DEF;FEM;SG	N
adresa	住址	adresă	住址	N;DEF;FEM;SG	N
volum	體積	volum	體積	N;INDF;MASC;SG	N
volum	音量	volum	音量	N;INDF;MASC;SG	N
meciuri	火柴	meci	火柴	N;INDF;FEM;PL	N
baia	浴室	baie	浴室	N;DEF;FEM;SG	N
corp	屍體	corp	屍體	N;INDF;MASC;SG	N
corp	體	corp	體	N;INDF;MASC;SG	N
corp	身體	corp	身體	N;INDF;MASC;SG	N
colecția	收藏	colecție	收藏	N;DEF;FEM;SG	N
victorie	勝利	victorie	勝利	N;INDF;FEM;SG	N
victorie	勝利	victorie	勝利	N;INDF;FEM;SG	N
scriitorilor	作家	scriitor	作家	N;DEF;MASC;PL	N
scriitorilor	作者	scriitor	作者	N;DEF;MASC;PL	N
house	屋	hou	屋	N;INDF;MASC;SG	N
house	房屋	hou	房屋	N;INDF;MASC;SG	N
house	房子	hou	房子	N;INDF;MASC;SG	N
caracter	字元	caracter	字元	N;INDF;MASC;SG	N
caracter	人物	caracter	人物	N;INDF;MASC;SG	N
caracter	角色	caracter	角色	N;INDF;MASC;SG	N
caracter	性格	caracter	性格	N;INDF;MASC;SG	N
caracter	品格	caracter	品格	N;INDF;MASC;SG	N
teritoriu	領地	teritoriu	領地	N;INDF;MASC;SG	N
teritoriu	領土	teritoriu	領土	N;INDF;MASC;SG	N
south	南	south	南	N;INDF;MASC;SG	N
south	南部	south	南部	N;INDF;MASC;SG	N
săptămâni	星期	săptămână	星期	N;INDF;FEM;PL	N
săptămâni	週數	săptămână	週數	N;INDF;FEM;PL	N
marin	海事	marin	海事	N;INDF;MASC;SG	N
albume	相簿	album	相簿	N;INDF;FEM;PL	N
albume	專輯	album	專輯	N;INDF;FEM;PL	N
producția	產量	producție	產量	N;DEF;FEM;SG	N
conflict	衝突	conflict	衝突	N;INDF;MASC;SG	N
organizarea	組織	organizare	組織	N;DEF;FEM;SG	N
capul	頭	cap	頭	N;DEF;MASC;SG	N
capul	頭部	cap	頭部	N;DEF;MASC;SG	N
apărare	國防	apărare	國防	N;INDF;FEM;SG	N
apărare	辯護	apărare	辯護	N;INDF;FEM;SG	N
apărare	國防	apărare	國防	N;INDF;FEM;SG	N
apărare	防禦	apărare	防禦	N;INDF;FEM;SG	N
apărare	防守	apărare	防守	N;INDF;FEM;SG	N
sensul	含義	sens	含義	N;DEF;MASC;SG	N
jocuri	遊戲	joc	遊戲	N;INDF;FEM;PL	N
revoluția	革命	revoluție	革命	N;DEF;FEM;SG	N
categorii	類別	categorie	類別	N;INDF;FEM;PL	N
categorii	類別	categorie	類別	N;INDF;FEM;PL	N
noapte	夜晚	noapte	夜晚	N;INDF;FEM;SG	N
noapte	晚上	noapte	晚上	N;INDF;FEM;SG	N
noapte	夜	noapte	夜	N;INDF;FEM;SG	N
matematică	數學	matematică	數學	N;INDF;FEM;SG	N
matematică	數學	matematică	數學	N;INDF;FEM;SG	N
matematică	數學	matematică	數學	N;INDF;FEM;SG	N
primește	接收	primi	接收	V;IND;SG;3;PRS;FIN	V
centrale	中央	centrală	中央	N;INDF;FEM;PL	N
povestiri	故事	povestire	故事	N;INDF;FEM;PL	N
povestiri	動態	povestire	動態	N;INDF;FEM;PL	N
scor	分數	scor	分數	N;INDF;MASC;SG	N
scor	得分	scor	得分	N;INDF;MASC;SG	N
red	紅	red	紅	N;INDF;MASC;SG	N
red	紅色	red	紅色	N;INDF;MASC;SG	N
guvern	政府	guvern	政府	N;INDF;MASC;SG	N
posibilitatea	可能	posibilitate	可能	N;DEF;FEM;SG	N
copiii	小孩	copil	小孩	N;DEF;MASC;PL	N
copiii	兒童	copil	兒童	N;DEF;MASC;PL	N
cuvânt	詞	cuvânt	詞	N;INDF;MASC;SG	N
cuvânt	單詞	cuvânt	單詞	N;INDF;MASC;SG	N
cuvânt	字	cuvânt	字	N;INDF;MASC;SG	N
cuvânt	單字	cuvânt	單字	N;INDF;MASC;SG	N
construcții	施工	construcție	施工	N;INDF;FEM;PL	N
construcții	建築	construcție	建築	N;INDF;FEM;PL	N
pictura	畫	pictură	畫	N;DEF;FEM;SG	N
pictura	油畫	pictură	油畫	N;DEF;FEM;SG	N
pictura	繪畫	pictură	繪畫	N;DEF;FEM;SG	N
puternică	強壯	puternic	強壯	ADJ;INDF;FEM;SG	ADJ
puternică	強烈	puternic	強烈	ADJ;INDF;FEM;SG	ADJ
puternică	堅強	puternic	堅強	ADJ;INDF;FEM;SG	ADJ
scorul	分數	scor	分數	N;DEF;MASC;SG	N
scorul	得分	scor	得分	N;DEF;MASC;SG	N
relații	關係	relație	關係	N;INDF;FEM;PL	N
relații	關係	relație	關係	N;INDF;FEM;PL	N
ordine	秩序	ordine	秩序	N;INDF;FEM;SG	N
ordine	順序	ordine	順序	N;INDF;FEM;SG	N
democrat	民主	democrat	民主	N;INDF;MASC;SG	N
forța	武力	forță	武力	N;DEF;FEM;SG	N
programul	方案	program	方案	N;DEF;MASC;SG	N
programul	程式	program	程式	N;DEF;MASC;SG	N
programul	方案	program	方案	N;DEF;MASC;SG	N
programul	附表	program	附表	N;DEF;MASC;SG	N
formatul	格式	format	格式	N;DEF;MASC;SG	N
formatul	形式	format	形式	N;DEF;MASC;SG	N
formatul	格式	format	格式	N;DEF;MASC;SG	N
asociația	協會	asociație	協會	N;DEF;FEM;SG	N
spectatori	觀眾	spectator	觀眾	N;INDF;MASC;PL	N
spectatori	觀眾	spectator	觀眾	N;INDF;MASC;PL	N
personaje	字元	personaj	字元	N;INDF;FEM;PL	N
personaje	角色	personaj	角色	N;INDF;FEM;PL	N
trupa	樂團	trupă	樂團	N;DEF;FEM;SG	N
trupa	樂隊	trupă	樂隊	N;DEF;FEM;SG	N
înaltă	高大	înalt	高大	ADJ;INDF;FEM;SG	ADJ
formarea	編隊	formare	編隊	N;DEF;FEM;SG	N
disc	碟片	disc	碟片	N;INDF;MASC;SG	N
disc	碟	disc	碟	N;INDF;MASC;SG	N
disc	磁碟	disc	磁碟	N;INDF;MASC;SG	N
disc	碟片	disc	碟片	N;INDF;MASC;SG	N
disc	碟	disc	碟	N;INDF;MASC;SG	N
disc	磁碟	disc	磁碟	N;INDF;MASC;SG	N
activități	活動	activitate	活動	N;INDF;FEM;PL	N
prinț	王子	prințe	王子	N;INDF;MASC;SG	N
prinț	太子	prințe	太子	N;INDF;MASC;SG	N
prinț	親王	prințe	親王	N;INDF;MASC;SG	N
air	空中	air	空中	N;INDF;MASC;SG	N
air	航空	air	航空	N;INDF;MASC;SG	N
air	空氣	air	空氣	N;INDF;MASC;SG	N
premiu	獎品	premiu	獎品	N;INDF;MASC;SG	N
premiu	獎賞	premiu	獎賞	N;INDF;MASC;SG	N
premiu	獎	premiu	獎	N;INDF;MASC;SG	N
premiu	獎	premiu	獎	N;INDF;MASC;SG	N
educație	教育	educație	教育	N;INDF;FEM;SG	N
educație	學歷	educație	學歷	N;INDF;FEM;SG	N
dimensiuni	尺寸	dimensiune	尺寸	N;INDF;FEM;PL	N
dimensiuni	大小	dimensiune	大小	N;INDF;FEM;PL	N
dimensiuni	尺碼	dimensiune	尺碼	N;INDF;FEM;PL	N
dimensiuni	尺寸	dimensiune	尺寸	N;INDF;FEM;PL	N
grad	等級	grad	等級	N;INDF;MASC;SG	N
grad	年級	grad	年級	N;INDF;MASC;SG	N
grad	度	grad	度	N;INDF;MASC;SG	N
grad	程度	grad	程度	N;INDF;MASC;SG	N
grad	學位	grad	學位	N;INDF;MASC;SG	N
interviu	面試	interviu	面試	N;INDF;MASC;SG	N
tratat	條約	tratat	條約	N;INDF;MASC;SG	N
maximă	最大	maxim	最大	ADJ;INDF;FEM;SG	ADJ
maximă	最大	maxim	最大	ADJ;INDF;FEM;SG	ADJ
sisteme	系統	sistem	系統	N;INDF;FEM;PL	N
arbitru	裁判	arbitru	裁判	N;INDF;MASC;SG	N
arbitru	裁判	arbitru	裁判	N;INDF;MASC;SG	N
jocul	比賽	joc	比賽	N;DEF;MASC;SG	N
jocul	遊戲	joc	遊戲	N;DEF;MASC;SG	N
încredere	信心	încredere	信心	N;INDF;FEM;SG	N
încredere	自信	încredere	自信	N;INDF;FEM;SG	N
încredere	信任	încredere	信任	N;INDF;FEM;SG	N
încredere	信託	încredere	信託	N;INDF;FEM;SG	N
cântec	歌曲	cântec	歌曲	N;INDF;MASC;SG	N
cântec	首歌	cântec	首歌	N;INDF;MASC;SG	N
cântec	歌	cântec	歌	N;INDF;MASC;SG	N
foc	消防	foc	消防	N;INDF;MASC;SG	N
foc	火	foc	火	N;INDF;MASC;SG	N
foc	火災	foc	火災	N;INDF;MASC;SG	N
lege	法律	lege	法律	N;INDF;FEM;SG	N
curent	電流	curent	電流	N;INDF;MASC;SG	N
curent	現任	curent	現任	N;INDF;MASC;SG	N
curent	目前	curent	目前	N;INDF;MASC;SG	N
funcții	函數	funcție	函數	N;INDF;FEM;PL	N
exterior	外部	exterior	外部	N;INDF;MASC;SG	N
exterior	外表	exterior	外表	N;INDF;MASC;SG	N
starea	狀況	stare	狀況	N;DEF;FEM;SG	N
starea	狀態	stare	狀態	N;DEF;FEM;SG	N
starea	現況	stare	現況	N;DEF;FEM;SG	N
închisoare	監獄	închisoare	監獄	N;INDF;FEM;SG	N
închisoare	監獄	închisoare	監獄	N;INDF;FEM;SG	N
scriitori	作家	scriitor	作家	N;INDF;MASC;PL	N
scriitori	作者	scriitor	作者	N;INDF;MASC;PL	N
școli	學校	școală	學校	N;INDF;FEM;PL	N
șterge	刪除	șterge	刪除	V;IND;SG;3;PRS;FIN	V
șterge	刪去	șterge	刪去	V;IND;SG;3;PRS;FIN	V
premiera	首映	premiera	首映	N;DEF;FEM;SG	N
istoricul	歷史	istoric	歷史	N;DEF;MASC;SG	N
personaj	字元	personaj	字元	N;INDF;MASC;SG	N
personaj	人物	personaj	人物	N;INDF;MASC;SG	N
personaj	角色	personaj	角色	N;INDF;MASC;SG	N
personaj	性格	personaj	性格	N;INDF;MASC;SG	N
personaj	品格	personaj	品格	N;INDF;MASC;SG	N
relațiile	關係	relație	關係	N;DEF;FEM;PL	N
relațiile	關係	relație	關係	N;DEF;FEM;PL	N
avioane	飛機	avion	飛機	N;INDF;FEM;PL	N
colegiul	學院	colegiu	學院	N;DEF;MASC;SG	N
colegiul	書院	colegiu	書院	N;DEF;MASC;SG	N
colegiul	大學	colegiu	大學	N;DEF;MASC;SG	N
raionului	人造	raion	人造	N;DEF;MASC;SG	N
originea	原產	origine	原產	N;DEF;FEM;SG	N
originea	起源	origine	起源	N;DEF;FEM;SG	N
muntele	山	munte	山	N;DEF;MASC;SG	N
muntele	山區	munte	山區	N;DEF;MASC;SG	N
muntele	山地	munte	山地	N;DEF;MASC;SG	N
muntele	山	munte	山	N;DEF;MASC;SG	N
inginer	工程	inginer	工程	N;INDF;MASC;SG	N
gura	嘴	gură	嘴	N;DEF;FEM;SG	N
