분류	klasifikasi	분류	klasifikasi	N	N;SG
소수	desimal	소수	desimal	N	N
소수	minoritas	소수	minoritas	N	N;SG
건축	bangunan	건축	bangunan	N	N;SG
건축	gedung	건축	gedung	N	N;SG
건축	konstruksi	건축	konstruksi	N	N;SG
건축	pembangunan	건축	penbangunan	N	N;SG
건축	arsitek	건축	arsitek	N	N;SG
건축	arsitektur	건축	arsitektur	N	N;SG
드럼	genderang	들+요	genderang	N	N;SG
드럼	drum	들+요	drum	N	N
드럼	genderang	들+요	genderang	N	N;SG
드럼	drum	들+요	drum	N	N
드럼	gendang	들+요	gendang	N	N
응용	terapan	응용	terapan	N	N;SG
항공사	operator	항공사	operator	N	N;SG
항공사	pembawa	항공사	penbawa	N	N;SG
항공사	maskapai	항공사	maskapai	N	N
항공사	airlines	항공사	airlines	N	N
모드	moda	모드	moda	N	N;SG
모드	modus	모드	modus	N	N;SG
모드	moda	모드	moda	N	N;SG
집합	setel	집합	setel	N	N;SG;ACT
입고	mengenakan	입+고	menkenakan	V	V;SG;ACT
지휘관	komandan	지휘관	komandan	N	N;SG
지휘관	panglima	지휘관	panglima	N	N;SG
연구소	institut	연구소	institut	N	N
연구소	laboratorium	연구소	laboratorium	N	N
연구소	laboratorium	연구소	laboratorium	N	N
여행	perjalanan	여행	perjalanan	N	N;SG
여행	wisata	여행	wisata	N	N;SG
여행	tur	여행	tur	N	N
여행	wisata	여행	wisata	N	N;SG
여행	traveling	여행	traveling	N	N
여행	perjalanan	여행	perjalanan	N	N;SG
분할	belah	분할	belah		
언제나	selalu	언제나	selalu	ADV	ADV
판매	jual	판매	jual	N	N;SG;ACT
판매	jual	판매	jual	N	N;SG;ACT
판매	penjualan	판매	penjualan	N	N;SG
판매	penjualan	판매	penjualan	N	N;SG
판매	jualan	판매	jualan	N	N;SG;ACT
판매	obral	판매	obral	N	N;SG
도입	perkenalan	도입	perkenalan	N	N;SG
도입	pengenalan	도입	penkenalan	N	N;SG
도입	pendahuluan	도입	pendahuluan	N	N;SG
도입	pengantar	도입	penantar	N	N;SG
머리	rambut	머리	rambut	N	N;SG
머리	kepala	머리	kepala	N	N;SG
검색	pencarian	검색	pencarian	N	N;SG
검색	pencarian	검색	pencarian	N	N;SG
검색	pencarian	검색	pencarian	N	N;SG
미술	seni	미술	seni	N	N;SG
미술	kesenian	미술	kesenian	N	N;SG
미스	nona	미스	nona		
번호	angka	번호	angka	N	N;SG
번호	nomor	번호	nomor	N	N;SG
번호	bilangan	번호	bilangan	N	N;SG
펜싱	anggar	펜싱	anggar	N	N;SG
테니스	tenis	테니스	tenis	N	N;SG
안내	pedoman	안내	pedoman	N	N;SG
안내	panduan	안내	panduan	N	N;SG
안내	pemandu	안내	penpandu	N	N;SG
안내	petunjuk	안내	petunjuk	N	N;SG
안내	instruksi	안내	instruksi	N	N;SG
축제	festival	축제	festival	N	N
축제	festival	축제	festival	N	N
만들기	membuat	만들+기	menbuat	V	V;SG;ACT
만들기	menciptakan	만들+기	menciptakan	V	V;SG;ACT
만들기	berkreasi	만들+기	berkreasi	V	V;SG;ACT
만들기	ciptakan	만들+기	ciptakan	V	V;SG;ACT
만들기	membuat	만들+기	menbuat	V	V;SG;ACT
전차	kereta	전차	kereta	N	N;SG
전차	tangki	전차	tangki	N	N;SG
전차	tank	전차	tank	N	N
전차	tank	전차	tank	N	N
목소리	suaranya	목소리	suara	N	N;SG
풋볼	sepakbola	풋볼	sepakbola	N	N;SG
선조	leluhur	선조	leluhur	N	N
스케이팅	seluncur	스케이팅	seluncur	N	N;SG
등록	register	등록	register	N	N
등록	pendaftaran	등록	pendaftaran	N	N;SG
등록	pendaftaran	등록	pendaftaran	N	N;SG
등록	registrasi	등록	registrasi	N	N
왕자	pangeran	왕자	pangeran	N	N;SG
입학	pengakuan	입학	penakuan	N	N;SG
항공기	udara	항공기	udara	N	N;SG
항공기	pesawat	항공기	pesawat	N	N;SG
마음	hati	마음	hati	N	N;SG
마음	jantung	마음	jantung	N	N;SG
마음	pikiran	마음	pikiran	N	N;SG
연기	asap	연기	asap	N	N;SG
연기	akting	연기	akting	N	N;SG
연기	aktingnya	연기	akting	N	N;SG
연기	asap	연기	asap	N	N;SG
자산	aset	자산	aset	N	N;SG
자산	properti	자산	properti	N	N;SG
자산	aset	자산	aset	N	N;SG
자산	sifat	자산	sifat	N	N;SG
자산	properti	자산	properti	N	N;SG
보병	infanteri	보병	infanteri	N	N;SG
보병	infantri	보병	infantri	N	N;SG
계약	kontrak	계약	kontrak	N	N;SG
계약	kontrak	계약	kontrak	N	N;SG
위성	satelit	위성	satelit	N	N;SG
위성	satelit	위성	satelit	N	N;SG
영역	area	영역	area	N	N;SG
영역	domain	영역	domain	N	N
영역	ranah	영역	ranah	N	N
영역	zona	영역	zona	N	N;SG
영역	daerah	영역	daerah	N	N;SG
영역	wilayah	영역	wilayah	N	N;SG
영역	luas	영역	luas	N	N;SG
영역	kawasan	영역	kawasan	N	N;SG
영역	area	영역	area	N	N;SG
개봉	rilis	개봉	rilis	N	N;SG;ACT
개봉	pembukaan	개봉	penbukaan	N	N;SG
집단	group	집단	group	N	N
집단	grup	집단	grup	N	N;SG
집단	kelompok	집단	kelompok	N	N;SG
아직도	masih	아직도	masih	ADV	ADV
영토	wilayah	영토	wilayah	N	N;SG
영토	teritori	영토	teritori	N	N;SG
영토	wilayah	영토	wilayah	N	N;SG
영토	teritori	영토	teritori	N	N;SG
조카	keponakan	조카	keponakan	N	N;SG
조카	keponakan	조카	keponakan	N	N;SG
조카	keponakan	조카	keponakan	N	N;SG
나이	usia	나이	usia	N	N;SG
나이	umur	나이	umur	N	N;SG
철학자	filsuf	철학자	filsuf	N	N
철학자	filsuf	철학자	filsuf	N	N
수학자	matematikawan	수학자	matematikawan	N	N
존재	keberadaan	존재	keberadaan	N	N;SG
존재	keberadaannya	존재	keberadaan	N	N;SG
존재	eksistensi	존재	eksistensi	N	N
존재	kehadirannya	존재	kehadiran	N	N;SG
존재	kehadiran	존재	kehadiran	N	N;SG
좋다	bagus	좋+다	bagus	ADJ	ADJ;SG
대수	aljabar	대수	aljabar	N	N;SG
대수	aljabar	대수	aljabar	N	N;SG
영향	dampak	영향	dampak	N	N;SG
영향	benturan	영향	benturan	N	N;SG
영향	dampak	영향	dampak	N	N;SG
영향	efek	영향	efek	N	N;SG
영향	pengaruh	영향	pengaruh	N	N;SG
영향	efek	영향	efek	N	N;SG
브랜드	merek	브랜드	merek	N	N;SG
브랜드	merk	브랜드	merk	N	N;SG
브랜드	merek	브랜드	merek	N	N;SG
주석	anotasi	주석	anotasi	N	N;SG
주석	anotasi	주석	anotasi	N	N;SG
오프닝	pembukaan	오프닝	penbukaan	N	N;SG
생성	pembuatan	생성	penbuatan	N	N;SG
생성	ciptaan	생성	ciptaan	N	N;SG
생성	penciptaan	생성	penciptaan	N	N;SG
생성	kreasi	생성	kreasi	N	N;SG;ACT
해방	pembebasan	해방	penbebasan	N	N;SG
인용	kutipan	인용	kutipan	N	N;SG
총액	total	총액	total	N	N;SG
시험	ujian	시험	ujian	N	N;SG
시험	pengujian	시험	penujian	N	N;SG
시험	tes	시험	tes	N	N;SG
시험	pengujian	시험	penujian	N	N;SG
시험	pemeriksaan	시험	penperiksaan	N	N;SG
시험	ujian	시험	ujian	N	N;SG
시험	ujian	시험	ujian	N	N;SG
사적	bersejarah	사+적	bersejarah	N	N;SG;ACT
공포	teror	공포	teror	N	N;SG
공포	ketakutan	공포	ketakutan	N	N;SG
공포	horor	공포	horor	N	N
공포	horror	공포	horror	N	N
공포	kengerian	공포	kengerian	N	N;SG
화산	berapi	화산	berrapi	N	N;SG;ACT
행위	tingkah	행위	tingkah	N	N;SG
행위	perilaku	행위	perilaku	N	N;SG
행위	kelakuan	행위	kelakuan	N	N;SG
행위	prilaku	행위	prilaku	N	N;SG
귀족	aristokrat	귀족	aristokrat	N	N
귀족	aristokrasi	귀족	aristokrasi	N	N
귀족	bangsawan	귀족	bangsawan	N	N;MASC;SG
귀족	kebangsawanan	귀족	kebangsawanan	N	N;SG
귀족	bangsawan	귀족	bangsawan	N	N;MASC;SG
배구	voli	배구	voli	N	N;SG
은행	bank	은행	bank	N	N;SG
은행	perbankan	은행	perbankan	N	N;SG
은행	bank	은행	bank	N	N;SG
분석	perincian	분석	penrincian	N	N;SG
분석	rincian	분석	rincian	N	N;SG
분석	analisa	분석	analisa	N	N;SG
분석	analitik	분석	analitik	N	N
분석	analisis	분석	analisis	N	N;SG
분석	analytics	분석	analytics	N	N
분석	analisa	분석	analisa	N	N;SG
분석	analisis	분석	analisis	N	N;SG
분석	analisa	분석	analisa	N	N;SG
분석	analisis	분석	analisis	N	N;SG
내각	kabinet	내각	kabinet	N	N;SG
국민	bangsa	국민	bangsa	N	N;SG
국민	rakyat	국민	rakyat	N	N;SG
국민	orang	국민	orang	N	N;SG
외교	diplomasi	외교	diplomasi	N	N;SG
회전	rotasi	회전	rotasi	N	N
회전	putaran	회전	putaran	N	N;SG
회전	putar	회전	putar	N	N;SG
선택	seleksi	선택	seleksi	N	N;SG
선택	pemilihan	선택	penpilihan	N	N;SG
선택	pilihan	선택	pilihan	N	N;SG
상황이	situasi	상황+이	situasi	N	N;SG
세트	atur	세트	atur		;ACT
스토리	cerita	스토리	cerita	N	N;SG
스토리	berita	스토리	berita	N	N;SG
스토리	kisah	스토리	kisah	N	N;SG
스토리	cerita	스토리	cerita	N	N;SG
규모	timbang	규모	timbang	N	N;SG
규모	skala	규모	skala	N	N;SG
규모	besarnya	규모	besar	N	N;SG
규모	besaran	규모	besaran	N	N;SG
은하	galaksi	은하	galaksi	N	N;SG
은하	galaksi	은하	galaksi	N	N;SG
항구	pelabuhan	항구	penlabuhan	N	N;SG
항구	dermaga	항구	dermaga	N	N;SG
항구	pelabuhan	항구	penlabuhan	N	N;SG
항구	dermaga	항구	dermaga	N	N;SG
항구	pelabuhan	항구	penlabuhan	N	N;SG
항구	pelabuhan	항구	penlabuhan	N	N;SG
패션	fashion	패션	fashion	N	N
패션	busana	패션	busana	N	N;SG
기계	mesin	기계	mesin	N	N;SG
기계	mesin	기계	mesin	N	N;SG
기계	mesin	기계	mesin	N	N;SG
기계	mekanik	기계	mekanik	N	N;SG
기계	mekanis	기계	mekanis	N	N;SG
기계	mekanika	기계	mekanika	N	N;SG
무역	perdagangan	무역	perdagangan	N	N;SG
무역	trading	무역	trading	N	N
무역	perdagangan	무역	perdagangan	N	N;SG
경쟁	balapan	경쟁	balapan	N	N;SG
경쟁	perlombaan	경쟁	perlombaan	N	N;SG
경쟁	ras	경쟁	ras	N	N;SG
경쟁	lomba	경쟁	lomba	N	N;SG
경쟁	kompetisi	경쟁	kompetisi	N	N;SG
경쟁	persaingan	경쟁	persaingan	N	N;SG
경쟁	lomba	경쟁	lomba	N	N;SG
식물	tanaman	식물	tanaman	N	N;SG
식물	tumbuhan	식물	tumbuhan	N	N;SG
식물	tanaman	식물	tanaman	N	N;SG
식물	tumbuhan	식물	tumbuhan	N	N;SG
식물	vegetasi	식물	vegetasi	N	N
상대	lawan	상대	lawan	N	N;SG;ACT
상대	lawannya	상대	lawan	N	N;SG
공산주의	komunisme	공산주의	komunisme	N	N;SG
특징	karakteristik	특징	karakteristik	N	N;SG
특징	fitur	특징	fitur	N	N;SG
특징	karakteristik	특징	karakteristik	N	N;SG
수비수	bek	수비수	bek	N	N;SG
수비수	pembela	수비수	penbela	N	N;SG
변수	variable	변수	variable	N	N;SG
변수	variabel	변수	variabel	N	N;SG
변수	variabel	변수	variabel	N	N;SG
변수	variasi	변수	variasi	N	N;SG
테러	teror	테러	teror	N	N;SG
테러	terorisme	테러	terorisme	N	N;SG
체계	sistem	체계	sistem	N	N;SG
체계	system	체계	system	N	N
체계	sistem	체계	sistem	N	N;SG
조정	penyesuaian	조정	pensesuaian	N	N;SG
조정	setel	조정	setel	N	N;SG;ACT
조정	penyesuaian	조정	pensesuaian	N	N;SG
제한	pembatasan	제한	penbatasan	N	N;SG
제한	keterbatasan	제한	keterbatasan	N	N;SG
제한	pembatasan	제한	penbatasan	N	N;SG
제한	batas	제한	batas	N	N;SG
제한	batasan	제한	batasan	N	N;SG
제한	pembatasan	제한	penbatasan	N	N;SG
제한	pelarangan	제한	penlarangan	N	N;SG
제한	batas	제한	batas	N	N;SG
계급	peringkat	계급	peringkat	N	N;SG
계급	pangkat	계급	pangkat	N	N;SG
계급	barisan	계급	barisan	N	N;SG
계급	jajaran	계급	jajaran	N	N;SG
계급	angkatan	계급	angkatan	N	N;SG
계급	kelas	계급	kelas	N	N;SG
계급	peringkat	계급	peringkat	N	N;SG
계급	ranking	계급	ranking	N	N
계급	pangkat	계급	pangkat	N	N;SG
나쁜	buruk	나쁘+ㄴ	buruk	ADJ	ADJ;SG
나쁜	jahat	나쁘+ㄴ	jahat	ADJ	ADJ;SG
발견	temuan	발견	temuan	N	N;SG
발견	penemuan	발견	pentemuan	N	N;SG
빌보드	billboard	빌보드	billboard	N	N
빌보드	reklame	빌보드	reklame	N	N;SG
협력	kolaborasi	협력	kolaborasi	N	N;SG
협력	kolaborasi	협력	kolaborasi	N	N;SG
협력	kerjasama	협력	kerjasama	N	N;SG
가끔	kadang	가끔	kadang	ADV	ADV
인기	puncak	인기	puncak	N	N;SG
인기	tren	인기	tren	N	N;SG
인기	popularitas	인기	popularitas	N	N;SG
보안	satpam	보안	satpam	N	N;SG
보안	sekuriti	보안	sekuriti	N	N
보안	keamanan	보안	keamanan	N	N;SG
세포	sel	세포	sel	N	N;SG
세포	sel	세포	sel	N	N;SG
점수	skor	점수	skor	N	N;SG
점수	skor	점수	skor	N	N;SG
점수	titik	점수	titik	N	N;SG
점수	poin	점수	poin	N	N;SG
점수	point	점수	point	N	N
포털	portal	포털	portal	N	N
포털	portal	포털	portal	N	N
전설	legenda	전설	legenda	N	N;SG
전설	legendaris	전설	legendaris	N	N
전설	legendary	전설	legendary	N	N
전설	legenda	전설	legenda	N	N;SG
구체적으로	khususnya	구체+적+으로	khususnya	ADV	ADV
실험	percobaan	실험	percobaan	N	N;SG
실험	eksperimen	실험	eksperimen	N	N;SG
실험	eksperimen	실험	eksperimen	N	N;SG
실험	percobaan	실험	percobaan	N	N;SG
실험	eksperimen	실험	eksperimen	N	N;SG
실험	percobaan	실험	percobaan	N	N;SG
실험	eksperimen	실험	eksperimen	N	N;SG
실험	eksperimental	실험	eksperimental	N	N
군단	kesatuan	군단	kesatuan	N	N
군단	korps	군단	korps	N	N
설계	desain	설계	desain	N	N;SG
설계	disain	설계	disain	N	N;SG
설계	design	설계	design	N	N;SG
설계	desain	설계	desain	N	N;SG
흐르는	mengalir	흐르+는	menalir	V	V;SG;ACT
단편	fragmen	단편	fragmen	N	N;SG
원정	ekspedisi	원정	ekspedisi	N	N
작업	tugas	작업	tugas	N	N;SG
작업	pekerjaan	작업	pekerjaan	N	N;SG
작업	pekerjaan	작업	pekerjaan	N	N;SG
작업	kerja	작업	kerja	N	N;SG
작업	tugas	작업	tugas	N	N;SG
작업	tindakan	작업	tindakan	N	N;SG
작업	aksi	작업	aksi	N	N;SG
농업	pertanian	농업	pertanian	N	N;SG
농업	peternakan	농업	peternakan	N	N;SG
농업	pertanian	농업	pertanian	N	N;SG
농업	pertanian	농업	pertanian	N	N;SG
플랫폼	platform	플랫폼	platform	N	N
플랫폼	platform	플랫폼	platform	N	N
강제	angkatan	강제	angkatan	N	N;SG
강제	paksa	강제	paksa	N	N;SG;ACT
강제	paksaan	강제	paksaan	N	N;SG
강제	pemaksaan	강제	penpaksaan	N	N;SG
증거	bukti	증거	bukti	N	N;SG
증거	buktinya	증거	bukti	N	N;SG
증거	bukti	증거	bukti	N	N;SG
증거	pembuktian	증거	penbuktian	N	N;SG
디스크	cakram	디스크	cakram	N	N;SG
디스크	cakram	디스크	cakram	N	N;SG
디스크	cakram	디스크	cakram	N	N;SG
좁은	sempit	좁+ㄴ	sempit	ADJ	ADJ;SG
서양	barat	서양	barat	N	N;SG
로맨스	percintaan	로맨스	percintaan	N	N;SG
로맨스	romantis	로맨스	romantis	N	N;SG
로맨스	asmara	로맨스	asmara	N	N;SG
관광	tur	관광	tur	N	N
관광	wisata	관광	wisata	N	N;SG
관광	pariwisata	관광	pariwisata	N	N;SG
관광	wisata	관광	wisata	N	N;SG
관광	tamasya	관광	tamasya	N	N;SG
제어	kendali	제어	kendali	N	N;SG
제어	kontrol	제어	kontrol	N	N;SG;ACT
제어	pengendalian	제어	penkendalian	N	N;SG
제어	pengendalian	제어	penkendalian	N	N;SG
제어	kontrol	제어	kontrol	N	N;SG;ACT
제어	kendali	제어	kendali	N	N;SG
중재	arbitrase	중재	arbitrase	N	N;SG
중재	syafaat	중재	syafaat	N	N;SG
중재	penengah	중재	penengah	N	N;SG
중재	mediator	중재	mediator	N	N;SG
강화	penguatan	강화	penkuatan	N	N;SG
의미	arti	의미	arti	N	N;SG
의미	artinya	의미	arti	N	N;SG
의미	makna	의미	makna	N	N;SG
의미	makna	의미	makna	N	N;SG
시민	kewarganegaraan	시민	kewarganegaraan	N	N;SG
시민	warga	시민	warga	N	N;SG
시민	kewarganegaraan	시민	kewarganegaraan	N	N;SG
시민	warga	시민	warga	N	N;SG
화면	layar	화면	layar	N	N;SG
화면	layar	화면	layar	N	N;SG
통계	statistika	통계	statistika	N	N;SG
통계	statistik	통계	statistik	N	N;SG
통계	statistik	통계	statistik	N	N;SG
통계	statistik	통계	statistik	N	N;SG
질량	massa	질량	massa	N	N
질량	massa	질량	massa	N	N
질량	misa	질량	misa	N	N
금지	larangan	금지	larangan	N	N;SG
금지	pelarangan	금지	penlarangan	N	N;SG
비판	kritik	비판	kritik	N	N;SG
로봇	robot	로봇	robot	N	N;SG
로봇	robot	로봇	robot	N	N;SG
국경	perbatasan	국경	perbatasan	N	N;SG
국경	batas	국경	batas	N	N;SG
국경	perbatasan	국경	perbatasan	N	N;SG
국경	tepi	국경	tepi	N	N;SG
국경	tepian	국경	tepian	N	N;SG
비교	perbandingan	비교	perbandingan	N	N;SG
비교	perbandingan	비교	perbandingan	N	N;SG
오디오	audio	오디오	audio	N	N;SG
능력	kapabilitas	능력	kapabilitas	N	N;SG
능력	kemampuan	능력	kemampuan	N	N;SG
능력	keahlian	능력	keahlian	N	N;SG
능력	keterampilan	능력	keterampilan	N	N;SG
능력	kemampuan	능력	kemampuan	N	N;SG
능력	kemampuan	능력	kemampuan	N	N;SG
능력	kompetensi	능력	kompetensi	N	N;SG
전사	prajurit	전사	prajurit	N	N;SG
전사	pejuang	전사	pejuang	N	N;SG
전사	pejuang	전사	pejuang	N	N;SG
전사	prajurit	전사	prajurit	N	N;SG
모험	petualang	모험	petualang	N	N;SG
모험	adventure	모험	adventure	N	N
모험	petualangan	모험	petualangan	N	N;SG
모험	petualang	모험	petualang	N	N;SG
모험	petualangan	모험	petualangan	N	N;SG
작성	tulis	작성	tulis	N	N;SG;ACT
행사	kesempatan	행사	kesempatan	N	N;SG
행사	peristiwa	행사	peristiwa	N	N;SG
행사	kegiatan	행사	kegiatan	N	N;SG
행사	event	행사	event	N	N
행사	acara	행사	acara	N	N;SG
사무소	perkantoran	사무소	perkantoran	N	N;SG
사무소	kantor	사무소	kantor	N	N;SG
사무소	kantoran	사무소	kantoran	N	N;SG
여동생	adik	여동생	adik	N	N;SG
여동생	suster	여동생	suster	N	N
여동생	kakak	여동생	kakak	N	N;SG
변화	perubahan	변화	perubahan	N	N;SG
변화	perubahan	변화	perubahan	N	N;SG
리눅스	linux	리눅스	linux	N	N
결승전	final	결승전	final	N	N
결승전	final	결승전	final	N	N
안전	brankas	안전	brankas	N	N;SG
안전	keselamatan	안전	keselamatan	N	N;SG
안전	keamanan	안전	keamanan	N	N;SG
통일	persatuan	통일	persatuan	N	N;SG
통일	kesatuan	통일	kesatuan	N	N
통일	kekompakan	통일	kekompakan	N	N;SG
통일	reunifikasi	통일	reunifikasi	N	N;SG
통일	penyatuan	통일	pensatuan	N	N;SG
소리	bunyi	소리	bunyi	N	N;SG
소리	kedengarannya	소리	kedengaran	N	N;SG
소리	bunyinya	소리	bunyi	N	N;SG
만화가	komik	만화+가	komik	N	N
만화가	komik	만화+가	komik	N	N
만화가	manga	만화+가	manga	N	N
궤도	orbit	궤도	orbit	N	N
궤도	orbit	궤도	orbit	N	N
디젤	diesel	디젤	diesel	N	N
본부	markas	본부	markas	N	N;SG
가스	gas	가스	gas	N	N;SG
가스	gas	가스	gas	N	N;SG
숫자	digit	숫자	digit	N	N;SG
숫자	digit	숫자	digit	N	N;SG
숫자	angka	숫자	angka	N	N;SG
숫자	nomor	숫자	nomor	N	N;SG
숫자	bilangan	숫자	bilangan	N	N;SG
숫자	numerik	숫자	numerik	N	N
숫자	bilangan	숫자	bilangan	N	N;SG
숫자	nomor	숫자	nomor	N	N;SG
숫자	angka	숫자	angka	N	N;SG
상황	situasi	상황	situasi	N	N;SG
탄생	kelahiran	탄생	kelahiran	N	N;SG
이해	pengertian	이해	pengertian	N	N;SG
이해	pemahaman	이해	penpahaman	N	N;SG
관측	pengamatan	관측	pengamatan	N	N;SG
관측	pengamatan	관측	pengamatan	N	N;SG
정원	masya	정원	masya		
출판	publikasi	출판	publikasi	N	N
출판	penerbitan	출판	penterbitan	N	N;SG
출판	terbitan	출판	terbitan	N	N;SG
출판	penerbit	출판	penterbit	N	N;SG
출판	penerbit	출판	penterbit	N	N;SG
출판	terbitan	출판	terbitan	N	N;SG
출판	penerbitan	출판	penterbitan	N	N;SG
출판	publikasi	출판	publikasi	N	N
명예	kehormatan	명예	kehormatan	N	N;SG
명예	kehormatan	명예	kehormatan	N	N;SG
배경	background	배경	background	N	N
배경	latar	배경	latar	N	N;SG
표현	perwakilan	표현	perwakilan	N	N;SG
표현	representasi	표현	representasi	N	N;SG
표현	ekspresi	표현	ekspresi	N	N;SG
표현	expresi	표현	expresi	N	N;SG
표현	ekspresi	표현	ekspresi	N	N;SG
라이선스	lisensi	라이선스	lisensi	N	N;SG
라이선스	lisensi	라이선스	lisensi	N	N;SG
라이선스	lisensi	라이선스	lisensi	N	N;SG
라이선스	perizinan	라이선스	perizinan	N	N;SG
찾기	menemukan	찾+기	mentemukan	V	V;SG;ACT
찾기	cari	찾+기	cari	V	V;SG;ACT
찾기	temukan	찾+기	temukan	V	V;SG;ACT
찾기	cari	찾+기	cari	V	V;SG;ACT
찾기	temukan	찾+기	temukan	V	V;SG;ACT
찾기	menemukan	찾+기	mentemukan	V	V;SG;ACT
천체	obyek	천체	obyek	N	N;SG
천체	objek	천체	objek	N	N;SG
천체	obyek	천체	obyek	N	N;SG
천체	objek	천체	objek	N	N;SG
천체	benda	천체	benda	N	N;SG
확대	perbesar	확대	perbesar	N	N;SG
확대	ekstensi	확대	ekstensi	N	N
확대	perbesar	확대	perbesar	N	N;SG
확대	pembesaran	확대	penbesaran	N	N;SG
확대	perbesar	확대	perbesar	N	N;SG
확대	perluas	확대	perluas	N	N;SG;ACT
확대	ekspansi	확대	ekspansi	N	N;SG
편의	kenyamanan	편+의	kenyamanan	N	N;SG
가을	autumn	가을	autumn	N	N;SG
위반	pelanggaran	위반	penlanggaran	N	N;SG
위반	pelanggaran	위반	penlanggaran	N	N;SG
호수	danau	호수	danau	N	N;SG
호수	danau	호수	danau	N	N;SG
인종	balapan	인종	balapan	N	N;SG
인종	ras	인종	ras	N	N;SG
인종	balapan	인종	balapan	N	N;SG
인종	perlombaan	인종	perlombaan	N	N;SG
인종	ras	인종	ras	N	N;SG
인종	lomba	인종	lomba	N	N;SG
클래스	kelas	클래스	kelas	N	N;SG
클래스	angkatan	클래스	angkatan	N	N;SG
클래스	kelas	클래스	kelas	N	N;SG
주제	tema	주제	tema	N	N;SG
주제	topik	주제	topik	N	N;SG
주제	topik	주제	topik	N	N;SG
주제	subyek	주제	subyek	N	N
주제	subjek	주제	subjek	N	N;SG
주제	perihal	주제	perihal	N	N
법칙	hukum	법칙	hukum	N	N;SG;ACT
법칙	kaidah	법칙	kaidah	N	N;SG
법칙	peraturan	법칙	peraturan	N	N;SG
법칙	aturan	법칙	aturan	N	N;SG
이벤트	peristiwa	이벤트	peristiwa	N	N;SG
이벤트	kegiatan	이벤트	kegiatan	N	N;SG
이벤트	event	이벤트	event	N	N
이벤트	acara	이벤트	acara	N	N;SG
이벤트	peristiwa	이벤트	peristiwa	N	N;SG
이벤트	acara	이벤트	acara	N	N;SG
아마	mungkin	아마	mungkin	ADV	ADV
아마	mungkin	아마	mungkin	ADV	ADV
아마	mungkin	아마	mungkin	ADV	ADV
스피드	kecepatan	스피드	kecepatan	N	N;SG
제안	saran	제안	saran	N	N;SG
제안	usul	제안	usul	N	N;SG;ACT
제안	sugesti	제안	sugesti	N	N
제안	saran	제안	saran	N	N;SG
제안	proposal	제안	proposal	N	N;SG
제안	usul	제안	usul	N	N;SG;ACT
제안	usulan	제안	usulan	N	N;SG
제안	lamaran	제안	lamaran	N	N;SG
교체	pergantian	교체	pergantian	N	N;SG
교체	penggantian	교체	pengantian	N	N;SG
교체	substitusi	교체	substitusi	N	N;SG
교체	pengganti	교체	penganti	N	N;SG
교체	penggantian	교체	pengantian	N	N;SG
직원	karyawan	직원	karyawan	N	N;MASC;SG
직원	karyawan	직원	karyawan	N	N;MASC;SG
직원	staf	직원	staf	N	N;SG
직원	staff	직원	staff	N	N
시각	visual	시각	visual	N	N
시각	penglihatan	시각	penlihatan	N	N;SG
대신에	sebaliknya	대신+에	sebaliknya	ADV	ADV
셋째	sepertiga	셋째	sepertiga	NUM	NUM
셋째	ketiga	셋째	ketiga	NUM	NUM
저녁	petang	저녁	petang	N	N;SG
저녁	sore	저녁	sore	N	N;SG
저녁	malam	저녁	malam	N	N;SG
편지	surat	편지	surat	N	N;SG
편지	surel	편지	surel	N	N
편지	huruf	편지	huruf	N	N;SG
편지	surat	편지	surat	N	N;SG
편지	huruf	편지	huruf	N	N;SG
효과	efek	효과	efek	N	N;SG
효과	efek	효과	efek	N	N;SG
하늘	sorga	하늘	sorga	N	N
하늘	kayangan	하늘	kayangan	N	N
하늘	langit	하늘	langit	N	N;SG
하늘	angkasa	하늘	angkasa	N	N;SG
하늘	langit	하늘	langit	N	N;SG
조건	ketentuan	조건	ketentuan	N	N;SG
조건	syarat	조건	syarat	N	N;SG
조건	kondisi	조건	kondisi	N	N;SG
조건	syarat	조건	syarat	N	N;SG
조건	kondisi	조건	kondisi	N	N;SG
언론인	jurnalis	언론인	jurnalis	N	N;SG
언론인	wartawan	언론인	wartawan	N	N;SG
대장	usus	대장	usus	N	N;SG
경제학	ekonomi	경제학	ekonomi	N	N;SG
인텔	intel	인텔	intel	N	N
병합	penggabungan	병합	pengabungan	N	N;SG
의학	kedokteran	의학	kedokteran	N	N;SG
의학	obat	의학	obat	N	N;SG
의학	kedokteran	의학	kedokteran	N	N;SG
의학	medis	의학	medis	N	N;SG
이익	laba	이익	laba	N	N;SG
이익	keuntungan	이익	keuntungan	N	N;SG
금융	pembiayaan	금융	penbiayaan	N	N;SG
금융	financial	금융	financial	N	N
금융	keuangan	금융	keuangan	N	N;SG
금융	keuangan	금융	keuangan	N	N;SG
금융	finance	금융	finance	N	N
물이	air	물+이	air	N	N;SG
교향곡	simfoni	교향곡	simfoni	N	N;SG
교향곡	symphony	교향곡	symphony	N	N
교향곡	simfoni	교향곡	simfoni	N	N;SG
가상	virtual	가상	virtual	N	N
광장	persegi	광장	persegi	N	N;SG
광장	kuadrat	광장	kuadrat	N	N;SG
쉬운	gampang	쉽+ㄴ	gampang	ADJ	ADJ;SG
쉬운	mudah	쉽+ㄴ	mudah	ADJ	ADJ;SG
또다시	lagi	또다시	lagi	ADV	ADV
기호	simbol	기호	simbol	N	N;SG
