for	pre	for	pre	ADP	ADP;ACC
organisasjonen	organizáciu	organisasjon	organizácia	N;DEF;MASC;SG	N;ACC;FEM;SG
organisasjonen	organizácia	organisasjon	organizácia	N;DEF;MASC;SG	N;NOM;FEM;SG
forsøkte	skúšal	forsøkje	skúšať	V;IND;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
forsøkte	skúšala	forsøkje	skúšať	V;IND;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
forsøkte	pokúsil	forsøkje	pokúsiť	V;IND;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
forsøkte	skúšali	forsøkje	skúšať	V;IND;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
forsøkte	pokúšal	forsøkje	pokúšať	V;IND;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
nordøst	severovýchod	nordøs	severovýchod	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
praksis	prax	praksis	prax	N;INDF;MASC;SG	N;NOM;FEM;SG
praksis	praxi	praksis	prax	N;INDF;MASC;SG	N;DAT;FEM;SG
priser	ceny	prise	cena	N;INDF;FEM;PL	N;NOM;FEM;PL
priser	ocenenia	prise	ocenenie	N;INDF;FEM;PL	N;NOM;NEUT;PL
stammer	kmeňov	stamme	kmeň	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
stammer	kmene	stamme	kmeň	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
fordelt	distribuované	fordele	distribuovaný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fordelt	rozdelené	fordele	rozdelený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
mark	značka	mark	značka	N;INDF;NEUT;SG	N;NOM;FEM;SG
klar	pripravený	klar	pripravený	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
klar	pripravená	klar	pripravený	ADJ;INDF;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
klar	pripravené	klar	pripravený	ADJ;INDF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
klassen	trieda	klasse	trieda	N;DEF;MASC;SG	N;NOM;FEM;SG
fort	rýchle	fort	rýchly	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
fort	rýchly	fort	rýchly	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
fort	rýchla	fort	rýchly	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
formann	predsedu	formann	predsedu	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
formann	predseda	formann	predseda	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
metal	metal	metal	metať	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
metal	kov	metal	kov	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
tjeneste	láskavosť	tjeneste	láskavosť	N;INDF;FEM;SG	N;NOM;FEM;SG
tjeneste	obsluha	tjeneste	obsluha	N;INDF;FEM;SG	N;NOM;FEM;SG
tjeneste	služba	tjeneste	služba	N;INDF;FEM;SG	N;NOM;FEM;SG
tjeneste	servis	tjeneste	servis	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
tjeneste	doručovanie	tjeneste	doručovanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
teater	divadlo	teater	divadlo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
teater	divadlo	teater	divadlo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
tro	vieru	tro	viera	N;INDF;MASC;SG	N;ACC;FEM;SG
tro	viera	tro	viera	N;INDF;MASC;SG	N;NOM;FEM;SG
tro	viere	tro	viera	N;INDF;MASC;SG	N;DAT;FEM;SG
magnus	magnus	magnus	magnus	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
tall	číslo	tall	číslo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
tall	počet	tall	počet	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
tall	čislo	tall	čislo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
hovedstad	kapitál	hovedstad	kapitál	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
renner	trvá	renne	trvať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
renner	beží	renne	bežať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
renner	uteká	renne	utekať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
avdeling	oddelenie	avdeling	oddelenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
avdeling	oddiel	avdeling	oddlieť	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
avdeling	jednotka	avdeling	jednotka	N;INDF;FEM;SG	N;NOM;FEM;SG
avdeling	squad	avdeling	squad	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
avdeling	čata	avdeling	čata	N;INDF;FEM;SG	N;NOM;FEM;SG
avdeling	komando	avdeling	komando	N;INDF;FEM;SG	N;NOM;NEUT;SG
avdeling	družstvo	avdeling	družstvo	N;INDF;FEM;SG	N;NOM;NEUT;SG
insekter	hmyzu	insekt	hmyz	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
insekter	hmyz	insekt	hmyz	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
systemet	systém	system	systém	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
systemet	systému	system	systém	N;DEF;NEUT;SG	N;INAN;GEN;MASC;SG
systemet	sústava	system	sústava	N;DEF;NEUT;SG	N;NOM;FEM;SG
internasjonal	medzinárodný	internasjonal	medzinárodný	ADJ;INDF;SG	ADJ;INAN;NOM;MASC;SG
internasjonal	medzinárodná	internasjonal	medzinárodný	ADJ;INDF;SG	ADJ;NOM;FEM;SG
internasjonal	medzinárodné	internasjonal	medzinárodný	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
våpen	zbrane	våpen	zbraň	N;INDF;NEUT;PL	N;NOM;FEM;PL
forslag	návrh	forslag	návrh	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
møte	stretko	møte	stretko	N;INDF;NEUT;SG	N;NOM;NEUT;SG
møte	schôdza	møte	schôdza	N;INDF;NEUT;SG	N;NOM;FEM;SG
møte	zasadnutie	møte	zasadnutie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
møte	stretnutie	møte	stretnutie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
personlig	osobný	personlig	osobný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
personlig	osobná	personlig	osobný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
personlig	osobné	personlig	osobný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
alder	veku	alder	vek	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
alder	vek	alder	vek	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
legger	dodáva	legg	dodávať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
legger	pridáva	legg	pridávať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
legger	pridá	legg	pridať	V;IND;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
yngre	mladšia	ung	mladý	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
yngre	mladší	ung	mladý	ADJ;CMPR	ADJ;ANIM;NOM;CMPR;MASC;SG
yngre	mladšieho	ung	mladý	ADJ;CMPR	ADJ;GEN;CMPR;NEUT;SG
akershus	akershus	akershus	akershus	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
uansett	kazdopadne	uansett	kazdopadne	ADV	ADV
uansett	každopádne	uansett	každopádne	ADV	ADV
makt	moc	makt	moc	N;INDF;FEM;SG	N;NOM;FEM;SG
makt	napájanie	makt	napájanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
makt	výkon	makt	výkon	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
makt	power	makt	power	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
uavhengig	nezávislý	uavhengig	nezávislý	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
uavhengig	nezávislá	uavhengig	závislo	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
uavhengig	nezávislé	uavhengig	závislý	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
institutt	inštitút	institutt	inštitút	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
institutt	ústav	institutt	ústav	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
konkurrerer	súperiť	konkurrere	súperiť	V;IND;PRS;FIN	V;IPFV;POS;NFIN
konkurrerer	súťažiť	konkurrere	súťažiť	V;IND;PRS;FIN	V;IPFV;POS;NFIN
konkurrerer	konkurovať	konkurrere	konkurovať	V;IND;PRS;FIN	V;IPFV;POS;NFIN
konkurrerer	súťažiť	konkurrere	súťažiť	V;IND;PRS;FIN	V;IPFV;POS;NFIN
angrepet	útok	angrep	útok	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
våren	prameň	vår	prameň	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
våren	jar	vår	jar	N;DEF;MASC;SG	N;NOM;FEM;SG
sendte	poslali	sende	poslať	V;IND;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
gud	boh	gud	boh	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
gud	boha	gud	boh	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
gunnar	gunnar	gunne	gunnar	N;INDF;MASC;SG	N;NOM;FEM;SG
american	američan	american	američan	N	N;ANIM;NOM;MASC;SG
american	american	american	american	N	N;NOM;FEM;SG
riktig	správny	riktig	správny	ADJ;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
riktig	správna	riktig	správny	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
daniel	danielovi	daniel	daniel	N;INDF;MASC;SG	N;ANIM;DAT;MASC;SG
daniel	daniel	daniel	danieť	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
full	plné	full	plný	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
full	plná	full	plný	ADJ;INDF;SG	ADJ;NOM;FEM;SG
full	opitý	full	opitý	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
full	opitá	full	opitý	ADJ;INDF;SG	ADJ;NOM;FEM;SG
regel	pravidlo	regel	pravidlo	N;INDF;MASC;SG	N;NOM;NEUT;SG
utført	splnená	utføre	splnený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
utført	dosiahnuté	utføre	dosiahnutý	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
utført	splnený	utføre	splnený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
utført	vykonávané	utføre	vykonávaný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
utført	vykonaná	utføre	vykonaný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
bygningen	budovanie	bygning	budovanie	N;DEF;MASC;SG	N;NOM;NEUT;SG
bygningen	stavanie	bygning	stavanie	N;DEF;MASC;SG	N;NOM;NEUT;SG
bygningen	budova	bygning	budova	N;DEF;MASC;SG	N;NOM;FEM;SG
slag	mŕtvicu	slag	mŕtvica	N;INDF;NEUT;SG	N;ACC;FEM;SG
slag	zdvih	slag	zdvih	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
kraft	sila	kraft	sila	N;INDF;FEM;SG	N;NOM;FEM;SG
kraft	moc	kraft	moc	N;INDF;FEM;SG	N;NOM;FEM;SG
kraft	napájanie	kraft	napájanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
kraft	výkon	kraft	výkon	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
kraft	power	kraft	power	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
stå	stáť	stå	stáť	V;NFIN	V;IPFV;POS;NFIN
geografi	geografia	geografi	geografia	N;INDF;MASC;SG	N;NOM;FEM;SG
kvinne	žena	kvinne	žena	N;INDF;FEM;SG	N;NOM;FEM;SG
kvinne	samica	kvinne	samica	N;INDF;FEM;SG	N;NOM;FEM;SG
kvinne	žena	kvinne	žena	N;INDF;FEM;SG	N;NOM;FEM;SG
minutter	zápisnica	minutter	zápisnica	N;INDF;MASC;SG	N;NOM;FEM;SG
offisiell	úradný	offisiell	úradný	ADJ;INDF;SG	ADJ;INAN;NOM;MASC;SG
offisiell	oficiálna	offisiell	oficiálny	ADJ;INDF;SG	ADJ;NOM;FEM;SG
offisiell	oficiálny	offisiell	oficiálny	ADJ;INDF;SG	ADJ;INAN;NOM;MASC;SG
normalt	normálna	normal	normálny	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
normalt	normálny	normal	normálny	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
normalt	bežný	normal	bežný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
installert	nainštalovaný	installere	nainštalovaný	ADJ;INDF;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
installert	nainštalované	installere	nainštalovaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
installert	inštalované	installere	inštalovaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
retning	smer	retning	smer	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
retning	smerovanie	retning	smerovanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
region	kraj	region	kraj	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
region	regiónu	region	región	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
region	oblasť	region	oblasť	N;INDF;MASC;SG	N;NOM;FEM;SG
region	región	region	región	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
studier	štúdie	studie	štúdia	N;INDF;MASC;PL	N;NOM;NEUT;PL
jorden	zemi	jord	zem	N;DEF;MASC;SG	N;DAT;FEM;SG
jorden	zem	jord	zem	N;DEF;MASC;SG	N;NOM;FEM;SG
stilling	poloha	stilling	poloha	N;INDF;FEM;SG	N;NOM;FEM;SG
stilling	postavenie	stilling	postavenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
stilling	pozícia	stilling	pozícia	N;INDF;FEM;SG	N;NOM;FEM;SG
registrert	registrované	registrere	registrovaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
registrert	zapísané	registrere	zapísaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
registrert	zaregistrované	registrere	zaregistrovaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
registrert	registrovaný	registrere	registrovaný	ADJ;INDF;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
registrert	zaznamenaný	registrere	zaznamenaný	ADJ;INDF;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
registrert	zaznamenané	registrere	zaznamenaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
registrert	zaznamenaná	registrere	zaznamenaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
typer	typy	type	typ	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
typer	typov	type	typ	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
pris	cena	pris	cena	N;INDF;MASC;SG	N;NOM;FEM;SG
pris	cene	pris	cena	N;INDF;MASC;SG	N;DAT;FEM;SG
naturlig	prirodzený	naturlig	prirodzený	ADJ;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
naturlig	prírodný	naturlig	prírodný	ADJ;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
naturlig	prirodzené	naturlig	prirodzený	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
naturlig	prírodné	naturlig	prírodný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
naturlig	prírodná	naturlig	prírodný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
romersk	rímske	romersk	rímsky	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
romersk	rímsky	romersk	rímsky	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
romersk	rímska	romersk	rímsky	ADJ;INDF;SG	ADJ;NOM;FEM;SG
samling	zhromažďovanie	samling	zhromažďovanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
samling	zhromaždenie	samling	zhromaždenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
samling	zhromažďovanie	samling	zhromažďovanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
samling	zbierka	samling	zbierka	N;INDF;FEM;SG	N;NOM;FEM;SG
samling	kolekcia	samling	kolekcia	N;INDF;FEM;SG	N;NOM;FEM;SG
samling	odber	samling	odber	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
samling	zber	samling	zber	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
penger	money	penge	money	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
washington	washingtonu	washington	washington	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
lik	telesná	lik	telesný	ADJ;INDF;SG	ADJ;NOM;FEM;SG
publisert	publikované	publisere	publikovaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publisert	uverejnené	publisere	uverejnený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publisert	zverejnené	publisere	zverejnený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publisert	publikované	publisere	publikovaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publisert	zverejnená	publisere	zverejnený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
publisert	zverejnené	publisere	zverejnený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publisert	uverejnené	publisere	uverejnený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
vis	výhľad	vis	výhľad	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
vis	pohľad	vis	pohľad	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
vis	zobrazenie	vis	zobrazenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
vis	zobrazenie	vis	zobrazenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
vis	predstavenie	vis	predstavenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
nasjonalitet	národnosť	nasjonalitet	národnosť	N;INDF;MASC;SG	N;NOM;FEM;SG
delta	zúčastniť	delta	zúčastniť	V;NFIN	V;PFV;POS;NFIN
delta	zúčastniť	delta	zúčastniť	V;NFIN	V;PFV;POS;NFIN
wikimedia	wikimedia	wikimedia	wikimedium	N;DEF;NEUT;PL	N;NOM;NEUT;PL
størrelse	velkost	størrelse	velkost	N;INDF;MASC;SG	N;NOM;FEM;SG
størrelse	veľkosť	størrelse	veľkosť	N;INDF;MASC;SG	N;NOM;FEM;SG
opprinnelse	pôvod	opprinnelse	pôvod	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
nødvendig	potrebná	nødvendig	potrebný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
nødvendig	nevyhnutná	nødvendig	nevyhnutný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
nødvendig	nutné	nødvendig	nutný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
nødvendig	nevyhnutné	nødvendig	nevyhnutný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
nødvendig	potrebné	nødvendig	potrebný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
nødvendig	nutná	nødvendig	nutný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
vinner	výhra	vinne	výhra	N;INDF;MASC;SG	N;NOM;FEM;SG
vinner	víťaza	vinne	víťaz	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
vinner	výherca	vinne	výherca	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
vinner	víťaz	vinne	víťaz	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
vinner	výhra	vinne	výhra	N;INDF;MASC;SG	N;NOM;FEM;SG
vinner	výhru	vinne	výhra	N;INDF;MASC;SG	N;ACC;FEM;SG
club	klub	club	klub	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
club	klubu	club	klub	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
republikken	republike	republikk	republika	N;DEF;MASC;SG	N;DAT;FEM;SG
republikken	republika	republikk	republika	N;DEF;MASC;SG	N;NOM;FEM;SG
kontakt	kontakt	kontakt	kontakt	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
eier	majiteľa	eine	majiteľ	N;INDF;NEUT;SG	N;ANIM;ACC;MASC;SG
eier	vlastníka	eine	vlastník	N;INDF;NEUT;SG	N;ANIM;ACC;MASC;SG
eier	majiteľ	eine	majiteľ	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
eier	majiteľka	eine	majiteľka	N;INDF;NEUT;SG	N;NOM;FEM;SG
eier	vlastník	eine	vlastník	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
eier	vlastníkom	eine	vlastník	N;INDF;NEUT;SG	N;ANIM;INS;MASC;SG
sju	siedmich	sju	sedem	NUM;PL	NUM;GEN;MASC;PL
blå	modrý	blå	modrý	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
blå	modré	blå	modrý	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
blå	modrá	blå	modrý	ADJ;INDF;SG	ADJ;NOM;FEM;SG
sannsynligvis	pravdepodobne	sannsynligvis	pravdepodobne	ADV	ADV
sannsynligvis	pravdepodobne	sannsynligvis	pravdepodobne	ADV	ADV
stat	štátu	stat	štát	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
stat	štát	stat	štát	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
standard	štandard	standard	štandard	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
standard	štandard	standard	štandard	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
standard	norma	standard	norma	N;INDF;MASC;SG	N;NOM;FEM;SG
japansk	japonské	japansk	japonský	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
japansk	japonská	japansk	japonský	ADJ;INDF;SG	ADJ;NOM;FEM;SG
japansk	japonský	japansk	japonský	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
befolkning	populácia	befolkning	populácia	N;INDF;FEM;SG	N;NOM;FEM;SG
befolkning	obyvateľstvo	befolkning	obyvateľstvo	N;INDF;FEM;SG	N;NOM;NEUT;SG
befolkning	populáciu	befolkning	populácia	N;INDF;FEM;SG	N;ACC;FEM;SG
typisk	typický	typisk	typický	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
typisk	typická	typisk	typický	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
typisk	typické	typisk	typický	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
helst	prednostne	helst	prednostne	ADV	ADV
utdannelse	výchova	utdannelse	výchova	N;INDF;MASC;SG	N;NOM;FEM;SG
utdannelse	vzdelanie	utdannelse	vzdelanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
utdannelse	vzdelávanie	utdannelse	vzdelávanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
utdannelse	školstvo	utdannelse	školstvo	N;INDF;MASC;SG	N;NOM;NEUT;SG
nasjonal	národný	nasjonal	národný	ADJ;INDF;SG	ADJ;INAN;NOM;MASC;SG
nasjonal	národná	nasjonal	národný	ADJ;INDF;SG	ADJ;NOM;FEM;SG
nasjonal	vnútroštátna	nasjonal	vnútroštátny	ADJ;INDF;SG	ADJ;NOM;FEM;SG
nasjonal	národné	nasjonal	národný	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
stemme	hlasovanie	stemme	hlasovanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
stemme	hlas	stemme	hlas	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
ski	lyžovanie	ski	lyžovanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
roller	roly	roller	rol	N;INDF;FEM;PL	N;NOM;FEM;PL
roller	role	roller	role	N;INDF;FEM;PL	N;NOM;FEM;PL
roller	úlohy	roller	úloha	N;INDF;FEM;PL	N;NOM;FEM;PL
mulighet	príležitosť	mulighet	príležitosť	N;INDF;FEM;SG	N;NOM;FEM;SG
mulighet	príležitosťou	mulighet	príležitosť	N;INDF;FEM;SG	N;INS;FEM;SG
mulighet	možnosť	mulighet	možnosť	N;INDF;FEM;SG	N;NOM;FEM;SG
mulighet	možnost	mulighet	možnost	N;INDF;FEM;SG	N;NOM;FEM;SG
kaptein	kapitánom	kaptein	kapitán	N;INDF;MASC;SG	N;ANIM;INS;MASC;SG
kaptein	kapitan	kaptein	kapitan	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
kaptein	kapitán	kaptein	kapitán	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
ung	mladé	ung	mladý	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
ung	mladá	ung	mladý	ADJ;INDF;SG	ADJ;NOM;FEM;SG
dekker	kryje	dekke	kryť	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
unntak	výnimka	unntak	výnimka	N;INDF;NEUT;SG	N;NOM;FEM;SG
unntak	výnimku	unntak	výnimka	N;INDF;NEUT;SG	N;ACC;FEM;SG
rom	priestor	rom	priestor	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
rom	priestoru	rom	priestor	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
rom	miestnosť	rom	miestnosť	N;INDF;NEUT;SG	N;NOM;FEM;SG
rom	izbu	rom	izba	N;INDF;NEUT;SG	N;ACC;FEM;SG
rom	izba	rom	izba	N;INDF;NEUT;SG	N;NOM;FEM;SG
rom	rom	rom	rom	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
rom	rumu	rom	rum	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
rom	rum	rom	rum	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
representerer	reprezentovať	representere	reprezentovať	V;IND;PRS;FIN	V;IPFV;POS;NFIN
representerer	zastupovať	representere	zastupovať	V;IND;PRS;FIN	V;IPFV;POS;NFIN
representerer	reprezentujú	representere	reprezentovať	V;IND;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
representerer	predstavujú	representere	predstavovať	V;IND;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
representerer	zastupuje	representere	zastupovať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
representerer	predstavuje	representere	predstavovať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
