اِبتدائی	liht	اِبتدائی	liht	N;NOM;MASC;SG;3	N;NOM;SG
اِنصاف	omakapital	اِنصاف	oma_kapital	N;NOM;MASC;SG;3	N;NOM;SG
اِنصاف	õiglus	اِنصاف	õiglus	N;NOM;MASC;SG;3	N;NOM;SG
اِنصاف	õigusemõistmine	اِنصاف	õiguse_mõistmine	N;NOM;MASC;SG;3	N;NOM;SG
اِنصاف	erapooletus	اِنصاف	era_pooletus	N;NOM;MASC;SG;3	N;NOM;SG
اِنصاف	seadus	اِنصاف	seadus	N;NOM;MASC;SG;3	N;NOM;SG
اِنفراداً	individuaalselt	اِنفراداً	individuaalselt	ADV	ADV
اِنفراداً	üksikult	اِنفراداً	üksikult	ADV	ADV
اِنفرادی	individuaalsed	اِنفرادی	individuaalne	ADJ;NOM	ADJ;NOM;PL
اِنفرادی	individuaalne	اِنفرادی	individuaalne	ADJ;NOM	ADJ;NOM;SG
اِنفرادیت	singulaarsus	اِنفرادیت	singulaarsus	N;NOM;MASC;SG;3	N;NOM;SG
اِنفرادیت	individuaalsus	اِنفرادیت	individuaalsus	N;NOM;MASC;SG;3	N;NOM;SG
اِنقطاعی	viimasena	اِنقطاعی	viimane	ADJ	ADJ;FRML;SG
اِنقطاعی	viimane	اِنقطاعی	viimane	ADJ	ADJ;NOM;SG
اِنقلابی	revolutsiooniline	اِنقلابی	revolutsiooniline	ADJ	ADJ;NOM;SG
انکارکرنا	keelduda	انکارکرنا	keelduma	V;NFIN;ACT	V;NFIN
انگ	jaga	انگ	jagama	V;MASC;SG;V.PTCP;ACT	V;IMP;SG;2;PRS;FIN;ACT
انگ	jagada	انگ	jagama	V;MASC;SG;V.PTCP;ACT	V;NFIN
اِنگلستانی	inglise	اِنگلستانی	inglise	ADJ;NOM	ADJ
انگیز	põnev	انگیز	põnev	ADJ	ADJ;NOM;SG
انگیز	põnevad	انگیز	põnev	ADJ	ADJ;NOM;PL
انواع	liigid	انواع	liik	N;NOM;MASC;PL;3	N;NOM;PL
انواع	sordid	انواع	sort	N;NOM;MASC;PL;3	N;NOM;PL
انوکھا	puutumatu	انوکھا	puutumatu	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	imeline	انوکھا	imeline	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	harv	انوکھا	harv	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	haruldane	انوکھا	haruldane	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	kordumatu	انوکھا	kordumatu	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	ainulaadne	انوکھا	ainu_laadne	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	unikaalne	انوکھا	unikaalne	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	kummaline	انوکھا	kummaline	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	imelik	انوکھا	imelik	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	erakorraline	انوکھا	era_korraline	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	uudishimulik	انوکھا	uudis_himulik	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	puutumatu	انوکھا	puutumatu	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	imeline	انوکھا	imeline	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	harv	انوکھا	harv	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	haruldane	انوکھا	haruldane	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	kordumatu	انوکھا	kordumatu	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	ainulaadne	انوکھا	ainu_laadne	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	unikaalne	انوکھا	unikaalne	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	kummaline	انوکھا	kummaline	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	imelik	انوکھا	imelik	ADJ;NOM;MASC;SG	ADJ;NOM;SG
انوکھا	erakorraline	انوکھا	era_korraline	ADJ;NOM;MASC;SG	ADJ;NOM;SG
بادشاہانہ	royal	بادشاہانہ	royal	N;NOM;MASC;SG;3	N;NOM;SG
دوستانہ	sõbralikud	دوستانہ	sõbralik	ADJ	ADJ;NOM;PL
دوستانہ	sõbralik	دوستانہ	sõbralik	ADJ	ADJ;NOM;SG
روحانی	vaimne	روحانی	vaimne	ADJ	ADJ;NOM;SG
روحانی	hingeline	روحانی	hingeline	ADJ	ADJ;NOM;SG
اَوٹنا	keema	اَوٹنا	keema	V;NFIN	V;IN+ALL;V.CVB;ACT
اوٹنا	peida	اوٹنا	peitma	V;SG;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
اوٹنا	kata	اوٹنا	katma	V;SG;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
اوٹنا	katke	اوٹنا	katke	V;SG;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
اوٹنا	katta	اوٹنا	katma	V;SG;NFIN;ACT	V;NFIN
اوٹنا	katma	اوٹنا	katma	V;SG;NFIN;ACT	V;IN+ALL;V.CVB;ACT
اوجھل	nähtamatu	اوجھل	nähtamatu	ADJ	ADJ;NOM;SG
اوجھل	nähtamatud	اوجھل	nähtamatu	ADJ	ADJ;NOM;PL
اوجھل	varjatud	اوجھل	varjatud	ADJ	ADJ;PST;V.PTCP;PASS
اوجھل	varjatud	اوجھل	varjatud	ADJ	ADJ;PST;V.PTCP;PASS
اَوقات	asjaolud	ووق	asja_olu	N;NOM;MASC;PL;3	N;NOM;PL
اَوقات	tunnid	ووق	tund	N;NOM;MASC;PL;3	N;NOM;PL
اَوقات	vahendid	ووق	vahend	N;NOM;MASC;PL;3	N;NOM;PL
اَوقات	ressursid	ووق	ressurss	N;NOM;MASC;PL;3	N;NOM;PL
اَوقات	ajad	ووق	aeg	N;NOM;MASC;PL;3	N;NOM;PL
اُہارنا	paljastada	اُہارنا	paljastama	V;MASC;SG;NFIN;ACT	V;NFIN
اہلیت	oskus	اہلیت	oskus	N;NOM;MASC;SG;3	N;NOM;SG
اہلیت	kvalifikatsioon	اہلیت	kvalifikatsioon	N;NOM;MASC;SG;3	N;NOM;SG
اہلیت	võimekus	اہلیت	võimek	N;NOM;MASC;SG;3	N;NOM;SG
اہلیت	fitness	اہلیت	fitness	N;NOM;MASC;SG;3	N;NOM;SG
اہلیہ	naine	اہلیہ	naine	N;NOM;MASC;SG;3	N;NOM;SG
اہم	tähtis	اہم	tähtis	ADJ	ADJ;NOM;SG
اہم	tähtsad	اہم	tähtis	ADJ	ADJ;NOM;PL
اہم	olulised	اہم	oluline	ADJ	ADJ;NOM;PL
اہم	oluline	اہم	oluline	ADJ	ADJ;NOM;SG
اہم	tähtis	اہم	tähtis	ADJ	ADJ;NOM;SG
اہم	tähtsad	اہم	tähtis	ADJ	ADJ;NOM;PL
اہم	olulised	اہم	oluline	ADJ	ADJ;NOM;PL
اہم	oluline	اہم	oluline	ADJ	ADJ;NOM;SG
اہم	märkimisväärne	اہم	märkimis_väärne	ADJ	ADJ;NOM;SG
اِیجابی	positiivsed	اِیجابی	positiivne	ADJ	ADJ;NOM;PL
اِیجابی	positiivse	اِیجابی	positiivne	ADJ	ADJ;GEN;SG
اِیجابی	positiivne	اِیجابی	positiivne	ADJ	ADJ;NOM;SG
اِیجابی	kinnitav	اِیجابی	kinnitav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
ایزدی	jumalik	ایزدی	jumalik	ADJ	ADJ;NOM;SG
ایک	ühe	ایک	üks	NUM	NUM;GEN;SG
ایک	ühe	ایک	üks	NUM	NUM;GEN;SG
ایکتا	liit	ایک	liit	N;NOM;MASC;SG;3	N;NOM;SG
ایکتا	üksindus	ایک	üksindus	N;NOM;MASC;SG;3	N;NOM;SG
ایکتا	ühtsus	ایک	ühtsus	N;NOM;MASC;SG;3	N;NOM;SG
ایکتا	harmoonia	ایک	harmoonia	N;NOM;MASC;SG;3	N;NOM;SG
ایکڑ	aaker	ایکڑ	aaker	N;NOM;MASC;SG;3	N;NOM;SG
ایلچی	sõnumitooja	ایلچی	sõnumi_too=ja	N;NOM;MASC;SG;3	N;NOM;SG
ایلچی	saadik	ایلچی	saadik	N;NOM;MASC;SG;3	N;NOM;SG
ایلچی	suursaadik	ایلچی	suur_saadik	N;NOM;MASC;SG;3	N;NOM;SG
ایلچی	esindaja	ایلچی	esindaja	N;NOM;MASC;SG;3	N;NOM;SG
ایلچی	diplomaat	ایلچی	diplomaat	N;NOM;MASC;SG;3	N;NOM;SG
ایلچی	sõnumitooja	ایلچی	sõnumi_too=ja	N;NOM;MASC;SG;3	N;NOM;SG
ایلچی	saadik	ایلچی	saadik	N;NOM;MASC;SG;3	N;NOM;SG
ایلچی	suursaadik	ایلچی	suur_saadik	N;NOM;MASC;SG;3	N;NOM;SG
ایلچی	esindaja	ایلچی	esindaja	N;NOM;MASC;SG;3	N;NOM;SG
ایلچی	diplomaat	ایلچی	diplomaat	N;NOM;MASC;SG;3	N;NOM;SG
اِیمانداری	ausus	اِیمانداری	ausus	N;NOM;MASC;SG;3	N;NOM;SG
اینچنا	meelitada	اینچنا	meelitama	V;MASC;SG;NFIN;ACT	V;NFIN
اینچنا	kirjutada	اینچنا	kirjutama	V;MASC;SG;NFIN;ACT	V;NFIN
اینچنا	kirjuta	اینچنا	kirjutama	V;MASC;SG;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
اینچنا	tõmba	اینچنا	tõmbama	V;MASC;SG;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
اینچنا	joonistada	اینچنا	joonistama	V;MASC;SG;NFIN;ACT	V;NFIN
آ	tule	آ	tulema	V;ACT	V;IMP;SG;2;PRS;FIN;ACT
آب	väärikus	آب	väärikus	N;NOM;MASC;SG;3	N;NOM;SG
آب	sülg	آب	sülg	N;NOM;MASC;SG;3	N;NOM;SG
آب	higi	آب	higi	N;NOM;MASC;SG;3	N;NOM;SG
آب	sheen	آب	sheen	N;NOM;MASC;SG;3	N;NOM;SG
آب	maine	آب	maine	N;NOM;MASC;SG;3	N;NOM;SG
آب	reputatsioon	آب	reputatsioon	N;NOM;MASC;SG;3	N;NOM;SG
آب	sära	آب	sära	N;NOM;MASC;SG;3	N;NOM;SG
آب	vein	آب	vein	N;NOM;MASC;SG;3	N;NOM;SG
آب	juice	آب	juice	N;NOM;MASC;SG;3	N;NOM;SG
آب	mahl	آب	mahl	N;NOM;MASC;SG;3	N;NOM;SG
آب	au	آب	au	N;NOM;MASC;SG;3	N;NOM;SG
آب	väärikus	آب	väärikus	N;NOM;MASC;SG;3	N;NOM;SG
آب	vesi	آب	vesi	N;NOM;MASC;SG;3	N;NOM;SG
آب	sülg	آب	sülg	N;NOM;MASC;SG;3	N;NOM;SG
آب	higi	آب	higi	N;NOM;MASC;SG;3	N;NOM;SG
آب	sheen	آب	sheen	N;NOM;MASC;SG;3	N;NOM;SG
آب	maine	آب	maine	N;NOM;MASC;SG;3	N;NOM;SG
آب	reputatsioon	آب	reputatsioon	N;NOM;MASC;SG;3	N;NOM;SG
آب	sära	آب	sära	N;NOM;MASC;SG;3	N;NOM;SG
آب	vein	آب	vein	N;NOM;MASC;SG;3	N;NOM;SG
آب	juice	آب	juice	N;NOM;MASC;SG;3	N;NOM;SG
آب	mahl	آب	mahl	N;NOM;MASC;SG;3	N;NOM;SG
آب	au	آب	au	N;NOM;MASC;SG;3	N;NOM;SG
آبادی	asula	آبادی	asul	N;NOM;FEM;SG;3	N;NOM;SG
آبادی	populatsioon	آبادی	populatsioon	N;NOM;FEM;SG;3	N;NOM;SG
آبادی	rahvastik	آبادی	rahvastik	N;NOM;FEM;SG;3	N;NOM;SG
آبادی	elanikkond	آبادی	elanikkond	N;NOM;FEM;SG;3	N;NOM;SG
آبادی	rahvaarv	آبادی	rahva_arv	N;NOM;FEM;SG;3	N;NOM;SG
آبادی	life	آبادی	life	N;NOM;FEM;SG;3	N;NOM;SG
آبادی	elu	آبادی	elu	N;NOM;FEM;SG;3	N;NOM;SG
آبادی	tegevus	آبادی	tegevus	N;NOM;FEM;SG;3	N;NOM;SG
آبادی	aktiivsus	آبادی	aktiivsus	N;NOM;FEM;SG;3	N;NOM;SG
آبادیاتی	demograafiline	آبادیاتی	demo_graafi=line	ADJ;NOM	ADJ;NOM;SG
آبادیاتی	demograafilised	آبادیاتی	demo_graafiline	ADJ;NOM	ADJ;NOM;PL
آبائی	pärilik	آبائی	pärilik	ADJ	ADJ;NOM;SG
آبشار	cascade	آبشار	cascade	N;NOM;MASC;SG;3	N;NOM;SG
آبشار	kose	آبشار	kose	N;NOM;MASC;SG;3	N;NOM;SG
آبشار	juga	آبشار	juga	N;NOM;MASC;SG;3	N;NOM;SG
آبشار	cascade	آبشار	cascade	N;NOM;MASC;SG;3	N;NOM;SG
آبی	niiske	آبی	niiske	ADJ	ADJ;NOM;SG
آبیاتی	hüdroloogiline	آبیاتی	hüdroloogiline	ADJ;NOM	ADJ;NOM;SG
آتا	tulemas	آ	tulema	V;IPFV;MASC;SG;V.PTCP;ACT	V;IN+ESS;V.CVB;ACT
آتا	tuleb	آ	tulema	V;IPFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
آتش	viha	آتش	viha	N;NOM;MASC;SG;3	N;NOM;SG
آتش	love	آتش	love	N;NOM;MASC;SG;3	N;NOM;SG
آتش	armastus	آتش	armastus	N;NOM;MASC;SG;3	N;NOM;SG
آتش	leegi	آتش	leek	N;NOM;MASC;SG;3	N;NOM;SG
آتش	leek	آتش	leek	N;NOM;MASC;SG;3	N;NOM;SG
آتش	kirg	آتش	kirg	N;NOM;MASC;SG;3	N;NOM;SG
آتش	tuli	آتش	tuli	N;NOM;MASC;SG;3	N;NOM;SG
آتش	tulekahju	آتش	tule_kahju	N;NOM;MASC;SG;3	N;NOM;SG
آتش	raev	آتش	raev	N;NOM;MASC;SG;3	N;NOM;SG
آتِشگیر	lõhkeaine	آتِشگیر	lõhke_aine	N;NOM;MASC;SG;3	N;NOM;SG
آتی	tulemas	آ	tulema	V;IPFV;FEM;SG;V.PTCP;ACT	V;IN+ESS;V.CVB;ACT
آتی	tuleb	آ	tulema	V;IPFV;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
آتے	tulemas	آ	tulema	V;IPFV;MASC;PL;V.PTCP;ACT	V;IN+ESS;V.CVB;ACT
آٹا	mäda	آٹا	mäda	N;NOM;MASC;SG;3	N;NOM;SG
آٹا	eine	آٹا	eine	N;NOM;MASC;SG;3	N;NOM;SG
آٹھ	kaheksa	آٹھ	kaheksa	NUM	NUM;NOM;SG
آٹھواں	kaheksas	آٹھواں	kaheksas	ADJ	ADJ;NOM;SG
آثار	alus	آثار	alus	N;NOM;MASC;SG;3	N;NOM;SG
آثار	traces	آثار	traces	N;NOM;MASC;SG;3	N;NOM;SG
آثار	mõju	آثار	mõju	N;NOM;MASC;SG;3	N;NOM;SG
آثار	toime	آثار	toime	N;NOM;MASC;SG;3	N;NOM;SG
آج	nyyd	آج	nyyd	N;NOM;MASC;SG;3	N;NOM;SG
آج	nyyd	آج	nyyd	N;NOM;MASC;SG;3	N;NOM;SG
آختہ	kastreeritud	آختہ	kastreeri=tud	ADJ	ADJ;PST;V.PTCP;PASS
آختہ	kohitsetud	آختہ	kohitsema	ADJ	ADJ;PST;V.PTCP;PASS
آخِری	viimasena	آخِری	viimane	ADJ	ADJ;FRML;SG
آخِری	viimane	آخِری	viimane	ADJ	ADJ;NOM;SG
آخِری	ülim	آخِری	ülim	ADJ	ADJ;NOM;CMPR;SG
آخِری	äärmuslik	آخِری	äärmuslik	ADJ	ADJ;NOM;SG
آداب	tervitus	آداب	tervitus	N;NOM;MASC;SG;3	N;NOM;SG
آداب	protokoll	آداب	protokoll	N;NOM;MASC;SG;3	N;NOM;SG
آداب	etikett	آداب	etikett	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	rahvas	آدمی	rahvas	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	people	آدمی	peo_plema	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	sõnumitooja	آدمی	sõnumi_too=ja	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	teenija	آدمی	teenija	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	teener	آدمی	teener	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	jooksja	آدمی	jooksja	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	mees	آدمی	mees	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	man	آدمی	man	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	abikaasa	آدمی	abi_kaasa	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	täiskasvanu	آدمی	täis_kasvanu	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	täiskasvanud	آدمی	täis_kasvanu	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	rahvas	آدمی	rahvas	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	people	آدمی	peo_plema	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	sõnumitooja	آدمی	sõnumi_too=ja	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	inimene	آدمی	inimene	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	isik	آدمی	isik	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	teenija	آدمی	teenija	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	teener	آدمی	teener	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	jooksja	آدمی	jooksja	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	mees	آدمی	mees	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	man	آدمی	man	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	abikaasa	آدمی	abi_kaasa	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	täiskasvanu	آدمی	täis_kasvanu	N;NOM;MASC;SG;3	N;NOM;SG
آدمی	täiskasvanud	آدمی	täis_kasvanu	N;NOM;MASC;SG;3	N;NOM;SG
آراستہ	autasustatud	آراستہ	au_tasustatud	ADJ	ADJ;PST;V.PTCP;PASS
آراستہ	kaunistatud	آراستہ	kaunistama	ADJ	ADJ;PST;V.PTCP;PASS
آراستہ	valmistatud	آراستہ	valmista=tud	ADJ	ADJ;PST;V.PTCP;PASS
آراستہ	ettevalmistatud	آراستہ	ette_valmistatud	ADJ	ADJ;PST;V.PTCP;PASS
آرامی	laisk	آرامی	laisk	ADJ	ADJ;NOM;SG
آرائش	paigutus	آرائش	paigutus	N;NOM;MASC;SG;3	N;NOM;SG
آرائش	kokkulepe	آرائش	kokku_lepe	N;NOM;MASC;SG;3	N;NOM;SG
آرائش	dekoratsioon	آرائش	dekoratsioon	N;NOM;MASC;SG;3	N;NOM;SG
آرائش	paigutus	آرائش	paigutus	N;NOM;MASC;SG;3	N;NOM;SG
آرائش	kokkulepe	آرائش	kokku_lepe	N;NOM;MASC;SG;3	N;NOM;SG
آرائی	paigutus	آرائی	paigutus	N;NOM;MASC;SG;3	N;NOM;SG
آرائی	kokkulepe	آرائی	kokku_lepe	N;NOM;MASC;SG;3	N;NOM;SG
آرمیدگی	mugavus	آرمیدگی	mugavus	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	müür	آڑ	müür	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	sein	آڑ	sein	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	peitu	آڑ	peit	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	peitmine	آڑ	peitmine	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	tara	آڑ	tara	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	häbi	آڑ	häbi	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	kõverusraadius	آڑ	kõverus_raadiu	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	kaitse	آڑ	kaitse	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	takistus	آڑ	takistus	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	tagatis	آڑ	tagama	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	garantii	آڑ	garantii	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	toetus	آڑ	toetus	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	tugi	آڑ	tugi	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	toetamine	آڑ	toetamine	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	turvalisus	آڑ	turvalisus	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	ohutus	آڑ	ohutus	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	müür	آڑ	müür	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	sein	آڑ	sein	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	peitu	آڑ	peit	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	peitmine	آڑ	peitmine	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	tara	آڑ	tara	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	häbi	آڑ	häbi	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	kõverusraadius	آڑ	kõverus_raadiu	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	kaitse	آڑ	kaitse	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	takistus	آڑ	takistus	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	ekraan	آڑ	ekraan	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	tagatis	آڑ	tagama	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	garantii	آڑ	garantii	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	toetus	آڑ	toetus	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	tugi	آڑ	tugi	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	toetamine	آڑ	toetamine	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	turvalisus	آڑ	turvalisus	N;NOM;MASC;SG;3	N;NOM;SG
آڑ	ohutus	آڑ	ohutus	N;NOM;MASC;SG;3	N;NOM;SG
آزادی	iseseisvus	آزادی	ise_seisvus	N;NOM;MASC;SG;3	N;NOM;SG
آزادی	sõltumatus	آزادی	sõltumatus	N;NOM;MASC;SG;3	N;NOM;SG
آزادی	vabadus	آزادی	vabadus	N;NOM;MASC;SG;3	N;NOM;SG
آزادی	iseseisvus	آزادی	ise_seisvus	N;NOM;MASC;SG;3	N;NOM;SG
آزادی	sõltumatus	آزادی	sõltumatus	N;NOM;MASC;SG;3	N;NOM;SG
آزاردہ	tüütu	آزاردہ	tüütu	ADJ	ADJ;NOM;SG
آزاردہ	tülikas	آزاردہ	tülikas	ADJ	ADJ;NOM;SG
آزاری	julmus	آزاری	julmus	N;NOM;FEM;SG;3	N;NOM;SG
آزاری	piinamine	آزاری	piinamine	N;NOM;FEM;SG;3	N;NOM;SG
آزُردگی	häda	آزُردگی	häda	N;NOM;MASC;SG;3	N;NOM;SG
آزُردگی	viha	آزُردگی	viha	N;NOM;MASC;SG;3	N;NOM;SG
آزُردگی	leina	آزُردگی	leinma	N;NOM;MASC;SG;3	N;NOM;SG
آزُردگی	lein	آزُردگی	lein	N;NOM;MASC;SG;3	N;NOM;SG
آزُردگی	kurbus	آزُردگی	kurbuma	N;NOM;MASC;SG;3	N;NOM;SG
آزُردہ	kurb	آزُردہ	kurb	ADJ	ADJ;NOM;SG
آزُردہ	probleemsed	آزُردہ	probleemne	ADJ	ADJ;NOM;PL
آزُردہ	probleemne	آزُردہ	probleemne	ADJ	ADJ;NOM;SG
آزمائش	analüüs	آزمائش	analüüs	N;NOM;MASC;SG;3	N;NOM;SG
آزمائش	läbivaatus	آزمائش	läbi_vaatus	N;NOM;MASC;SG;3	N;NOM;SG
آزمائش	eksam	آزمائش	eksam	N;NOM;MASC;SG;3	N;NOM;SG
آزمائش	kohtuistung	آزمائش	kohtu_istung	N;NOM;MASC;SG;3	N;NOM;SG
آزمائش	test	آزمائش	test	N;NOM;MASC;SG;3	N;NOM;SG
آزمائش	katse	آزمائش	katse	N;NOM;MASC;SG;3	N;NOM;SG
آزمائش	analüüs	آزمائش	analüüs	N;NOM;MASC;SG;3	N;NOM;SG
آزمائش	läbivaatus	آزمائش	läbi_vaatus	N;NOM;MASC;SG;3	N;NOM;SG
آزمائش	eksam	آزمائش	eksam	N;NOM;MASC;SG;3	N;NOM;SG
آزمُودہ	tõestatud	آزمُودہ	tõestama	ADJ	ADJ;PST;V.PTCP;PASS
آسان	mugav	آسان	mugav	ADJ	ADJ;NOM;SG
آسان	lihtne	آسان	lihtne	ADJ	ADJ;NOM;SG
آسان	kerge	آسان	kerge	ADJ	ADJ;NOM;SG
آسان	mugav	آسان	mugav	ADJ	ADJ;NOM;SG
آسانی	rajatis	آسانی	rajatis	N;NOM;MASC;SG;3	N;NOM;SG
آسائش	mugavus	آسائش	mugavus	N;NOM;MASC;SG;3	N;NOM;SG
آسرا	varjupaik	آسرا	varju_paik	N;NOM;MASC;SG;3	N;NOM;SG
آسرا	varjupaik	آسرا	varju_paik	N;NOM;MASC;SG;3	N;NOM;SG
آسرا	pelgupaik	آسرا	pelgu_paik	N;NOM;MASC;SG;3	N;NOM;SG
آسرا	usaldus	آسرا	usaldus	N;NOM;MASC;SG;3	N;NOM;SG
آسرا	ootus	آسرا	ootus	N;NOM;MASC;SG;3	N;NOM;SG
آسرا	lootus	آسرا	lootus	N;NOM;MASC;SG;3	N;NOM;SG
آسرا	faith	آسرا	faith	N;NOM;MASC;SG;3	N;NOM;SG
آسرا	usk	آسرا	usk	N;NOM;MASC;SG;3	N;NOM;SG
آسرا	enesekindlus	آسرا	enese_kindlus	N;NOM;MASC;SG;3	N;NOM;SG
آسرا	usaldus	آسرا	usaldus	N;NOM;MASC;SG;3	N;NOM;SG
آسرا	varjupaik	آسرا	varju_paik	N;NOM;MASC;SG;3	N;NOM;SG
آسمان	vihm	آسمان	vihm	N;NOM;MASC;SG;3	N;NOM;SG
آسمان	rain	آسمان	rain	N;NOM;MASC;SG;3	N;NOM;SG
آسمان	sky	آسمان	sky	N;NOM;MASC;SG;3	N;NOM;SG
آسمان	zenith	آسمان	zenith	N;NOM;MASC;SG;3	N;NOM;SG
آسمان	horisont	آسمان	horisont	N;NOM;MASC;SG;3	N;NOM;SG
آسمان	vihm	آسمان	vihm	N;NOM;MASC;SG;3	N;NOM;SG
آسمان	rain	آسمان	rain	N;NOM;MASC;SG;3	N;NOM;SG
آسمان	sky	آسمان	sky	N;NOM;MASC;SG;3	N;NOM;SG
آسمان	zenith	آسمان	zenith	N;NOM;MASC;SG;3	N;NOM;SG
آسمان	horisont	آسمان	horisont	N;NOM;MASC;SG;3	N;NOM;SG
آسمانی	kõrgemad	آسمانی	kõrgem	ADJ	ADJ;NOM;CMPR;PL
آسمانی	kõrgem	آسمانی	kõrgem	ADJ	ADJ;NOM;CMPR;SG
آسمانی	ootamatu	آسمانی	ootamatu	ADJ	ADJ;NOM;SG
آسمانی	jumalik	آسمانی	jumalik	ADJ	ADJ;NOM;SG
آسمانی	ülemised	آسمانی	ülemine	ADJ	ADJ;NOM;PL
آسمانی	ülemiste	آسمانی	ülemine	ADJ	ADJ;GEN;PL
آشکار	teadaolev	آشکار	teada_olev	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
آشکار	tuntud	آشکار	tuntud	ADJ	ADJ;PST;V.PTCP;PASS
آشکار	avalikustatud	آشکار	avalikustama	ADJ	ADJ;PST;V.PTCP;PASS
