arsenal	οπλοστάσιο	arsenal	οπλοστάσιο	N;NOM;SG	N;NOM;NEUT;SG
haastoi	προκάλεσε	haastaa	προκαλώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
asetus	διάταγμα	asetus	διάταγμα	N;NOM;SG	N;NOM;NEUT;SG
asetus	διάταγμα	asetus	διάταγμα	N;NOM;SG	N;NOM;NEUT;SG
asetus	κανονισμός	asetus	κανονισμός	N;NOM;SG	N;NOM;MASC;SG
voimistelija	γυμνάστρια	voimistelija	γυμνάστρια	N;NOM;SG	N;NOM;FEM;SG
suhteellinen	σχετικός	suhteellinen	σχετικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
suhteellinen	σχετική	suhteellinen	σχετικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
suhteellinen	σχετικό	suhteellinen	σχετικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
suhteellinen	αναλογική	suhteellinen	αναλογικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
suhteellinen	αναλογικό	suhteellinen	αναλογικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
uros	άνδρας	uros	άντρας	N;NOM;SG	N;NOM;MASC;SG
uros	άρρεν	uros	άρρεν	N;NOM;SG	N;NOM;MASC;SG
olosuhteet	προϋποθέσεις	olo#suhteet	προϋπόθεση	N;NOM;PL	N;NOM;FEM;PL
olosuhteet	συνθήκες	olo#suhteet	συνθήκη	N;NOM;PL	N;NOM;FEM;PL
olosuhteet	όροι	olo#suhteet	όρος	N;NOM;PL	N;NOM;MASC;PL
olosuhteet	συνθήκες	olo#suhteet	συνθήκη	N;NOM;PL	N;NOM;FEM;PL
olosuhteet	περιστάσεις	olo#suhteet	περίσταση	N;NOM;PL	N;NOM;FEM;PL
olennainen	απαραίτητος	olennainen	απαραίτητος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
olennainen	ουσιώδης	olennainen	ουσιώδης	ADJ;NOM;SG	ADJ;NOM;FEM;SG
olennainen	απαραίτητο	olennainen	απαραίτητος	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
sijoitti	επενδύσει	sijoittaa	επενδύω	V;IND;SG;3;PST;FIN;ACT	V;PFV;NFIN;ACT
sijoitti	επένδυσε	sijoittaa	επινδύω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
nähtävyydet	αξιοθέατα	nähtävyys	αξιοθέατος	N;NOM;PL	N;NOM;NEUT;PL
nähtävyydet	αξιοθέατα	nähtävyys	αξιοθέατος	N;NOM;PL	N;NOM;NEUT;PL
nähtävyydet	αξιοθέατα	nähtävyys	αξιοθέατος	N;NOM;PL	N;NOM;NEUT;PL
lentävä	πετώντας	lentää	πετώ	V;NOM;SG;V.PTCP;ACT	V;IPFV;V.CVB;ACT
häviää	χάνοντας	hävitä	χάνω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
häviää	χάνει	hävitä	χάνω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
häviää	χάνει	hävitä	χάνω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kalevala	καλεβάλα	kalevala	καλεβάλα	N;NOM;SG	N;SG
css	css	css	css	N;NOM;SG	N;NOM;FEM;SG
kysyi	ρώτησε	kysyä	ρωτώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
kysyi	ζήτησε	kysyä	ζητώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
swan	κύκνος	swan	κύκνος	N;NOM;SG	N;NOM;MASC;SG
komisario	επιθεωρητής	komisario	επιθεωρητής	N;NOM;SG	N;NOM;MASC;SG
saatavana	διατίθεται	saada	διαθέτω	V;FRML;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
todellakin	όντως	todella	όντως	ADV	ADV
todellakin	πράγματι	todella	πράγματι	ADV	ADV
unelma	ονειρο	unelma	ονειρο	N;NOM;SG	N;NOM;NEUT;SG
unelma	όνειρο	unelma	όνειρο	N;NOM;SG	N;NOM;NEUT;SG
filmi	μεμβράνη	filmi	μεμβράνη	N;NOM;SG	N;NOM;FEM;SG
filmi	ταινία	filmi	ταινία	N;NOM;SG	N;NOM;FEM;SG
filmi	ταινια	filmi	ταινιά	N;NOM;SG	N;NOM;FEM;SG
filmi	φιλμ	filmi	φιλμ	N;NOM;SG	N;NOM;NEUT;SG
lääke	φάρμακο	lääke	φάρμακο	N;NOM;SG	N;NOM;NEUT;SG
lääke	φάρμακο	lääke	φάρμακο	N;NOM;SG	N;NOM;NEUT;SG
lääke	ναρκωτικό	lääke	ναρκωτικός	N;NOM;SG	N;NOM;NEUT;SG
kaasu	αέριο	kaasu	αέριο	N;NOM;SG	N;NOM;NEUT;SG
kaasu	βενζίνη	kaasu	βενζίνη	N;NOM;SG	N;NOM;FEM;SG
sillanpää	προγεφύρωμα	sillan#pää	προγεφύρωμα	N;NOM;SG	N;NOM;NEUT;SG
julistaa	δηλώνοντας	julistaa	δηλώνω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
julistaa	δηλώνει	julistaa	δηλώνω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
julistaa	κηρύξει	julistaa	κηρύχνω	V;IND;SG;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
huolto	συντήρηση	huolto	συντήρηση	N;NOM;SG	N;NOM;FEM;SG
muodollisesti	επισήμως	muodollisesti	επίσημα	ADV	ADV
muodollisesti	επίσημα	muodollisesti	επίσημα	ADV	ADV
muodollisesti	τυπικά	muodollisesti	τυπικά	ADV	ADV
kommunistit	κομμουνιστές	kommunisti	κομμουνιστής	N;NOM;PL	N;NOM;MASC;PL
vuotuinen	ετήσια	vuotuinen	ετήσιος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
vuotuinen	ετήσιος	vuotuinen	ετήσιος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
järjestäjä	χορηγός	järjestäjä	χορηγός	N;NOM;SG	N;NOM;MASC;SG
järjestäjä	χορηγό	järjestäjä	χορηγός	N;NOM;SG	N;NOM;NEUT;SG
järjestäjä	διοργανωτής	järjestäjä	διοργανωτής	N;NOM;SG	N;NOM;MASC;SG
järjestäjä	οργανωτής	järjestäjä	οργανωτής	N;NOM;SG	N;NOM;MASC;SG
järjestäjä	ξενιστής	järjestäjä	ξενιστής	N;NOM;SG	N;NOM;MASC;SG
järjestäjä	παρουσιαστής	järjestäjä	παρουσιαστής	N;NOM;SG	N;NOM;MASC;SG
järjestäjä	οικοδεσπότης	järjestäjä	οικοδεσπότης	N;NOM;SG	N;NOM;MASC;SG
järjestäjä	διοργανωτής	järjestäjä	διοργανωτής	N;NOM;SG	N;NOM;MASC;SG
järjestäjä	οργανωτής	järjestäjä	οργανωτής	N;NOM;SG	N;NOM;MASC;SG
säteily	ραδιενέργεια	säteily	ραδιενέργεια	N;NOM;SG	N;NOM;FEM;SG
säteily	ακτινοβολία	säteily	ακτινοβολία	N;NOM;SG	N;NOM;FEM;SG
kustannukset	έξοδα	kustannus	έξοδο	N;NOM;PL	N;NOM;NEUT;PL
hyödyllinen	χρήσιμο	hyödyllinen	χρήσιμο	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
hyödyllinen	χρήσιμη	hyödyllinen	χρήσιμος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
hyödyllinen	χρήσιμος	hyödyllinen	χρήσιμος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
hyödyllinen	χρήσιμο	hyödyllinen	χρήσιμο	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
hyödyllinen	χρήσιμη	hyödyllinen	χρήσιμος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
kiista	διαφωνία	kiista	διαφωνία	N;NOM;SG	N;NOM;FEM;SG
päiväkirja	ημερολόγιο	päivä#kirja	ημερολόγιο	N;NOM;SG	N;NOM;NEUT;SG
päiväkirja	ημερολόγιο	päivä#kirja	ημερολόγιο	N;NOM;SG	N;NOM;NEUT;SG
operaattori	χειριστής	operaattori	χειριστής	N;NOM;SG	N;NOM;MASC;SG
operaattori	φορέας	operaattori	φορέας	N;NOM;SG	N;NOM;MASC;SG
operaattori	μεταφορέας	operaattori	μεταφορέας	N;NOM;SG	N;NOM;MASC;SG
systeemi	συστημα	systeemi	συστημα	N;NOM;SG	N;NOM;NEUT;SG
systeemi	σύστημα	systeemi	σύστημα	N;NOM;SG	N;NOM;NEUT;SG
oikeudenkäynti	δίκη	oikeuden#käynti	δίκη	N;NOM;SG	N;NOM;FEM;SG
säännöllinen	τακτική	säännöllinen	τακτικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
säännöllinen	κανονική	säännöllinen	κανονικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
säännöllinen	κανονικός	säännöllinen	κανονικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
säännöllinen	κανονικό	säännöllinen	κανονικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
tonavan	δούναβη	tonava	δούναβη	N;GEN;SG	N;FEM
osoitettu	αποδεδειγμένη	osoittaa	αποδεικνύω	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
osoitettu	αποδεδειγμένο	osoittaa	αποδεικνύω	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
osoitettu	αποδειχθεί	osoittaa	αποδεικνύω	V;NOM;SG;V.PTCP;PASS	V;PFV;NFIN;PASS
reinin	ρήνου	reini	ρήνος	N;GEN;SG	N;GEN;MASC;SG
puut	δένδρα	puu	δένδρος	N;NOM;PL	N;NOM;NEUT;PL
puut	δέντρα	puu	δέντρο	N;NOM;PL	N;NOM;NEUT;PL
troijan	τρόι	troija	τρόι	N;GEN;SG	N
maailmanlaajuinen	παγκόσμια	maailman#laajuinen	παγκόσμιος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
maailmanlaajuinen	παγκόσμια	maailman#laajuinen	παγκόσμιος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
maailmanlaajuinen	παγκόσμιο	maailman#laajuinen	παγκόσμιος	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
uutinen	νεα	uutinen	νέος	N;NOM;SG	N;NOM;FEM;SG
moottoritie	αυτοκινητόδρομος	moottori#tie	αυτοκινητόδρομος	N;NOM;SG	N;NOM;MASC;SG
moottoritie	αυτοκινητόδρομο	moottori#tie	αυτοκινητόδρομος	N;NOM;SG	N;NOM;MASC;SG
moottoritie	αυτοκινητόδρομος	moottori#tie	αυτοκινητόδρομος	N;NOM;SG	N;NOM;MASC;SG
moottoritie	αυτοκινητόδρομο	moottori#tie	αυτοκινητόδρομος	N;NOM;SG	N;NOM;MASC;SG
moottoritie	αυτοκινητόδρομος	moottori#tie	αυτοκινητόδρομος	N;NOM;SG	N;NOM;MASC;SG
moottoritie	λεωφόρος	moottori#tie	λεωφόρος	N;NOM;SG	N;NOM;FEM;SG
moottoritie	αυτοκινητόδρομο	moottori#tie	αυτοκινητόδρομος	N;NOM;SG	N;NOM;MASC;SG
syys	σεπτέμβριος	syys	σεπτέμβριος	N;NOM;SG	N;NOM;MASC;SG
syys	σεπτέμβριο	syys	σεπτέμβριο	N;NOM;SG	N
kriisi	κρίση	kriisi	κρίση	N;NOM;SG	N;NOM;FEM;SG
kriisi	κριση	kriisi	κριση	N;NOM;SG	N;NOM;FEM;SG
ehdot	προϋποθέσεις	ehto	προϋπόθεση	N;NOM;PL	N;NOM;FEM;PL
ehdot	συνθήκες	ehto	συνθήκη	N;NOM;PL	N;NOM;FEM;PL
ehdot	όροι	ehto	όρος	N;NOM;PL	N;NOM;MASC;PL
ehdot	όροι	ehto	όρος	N;NOM;PL	N;NOM;MASC;PL
outo	περίεργο	outo	περίεργος	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
outo	περίεργο	outo	περίεργος	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
varastaa	κλέψει	varastaa	κλέπω	V;IND;SG;PRS;FIN;ACT	V;PFV;IND;SG;3;FIN;ACT
varastaa	κλέβει	varastaa	κλαβαίνω	V;IND;SG;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
yliopistot	πανεπιστήμια	yli#opisto	πανεπιστήμιο	N;NOM;PL	N;NOM;NEUT;PL
kongressi	κογκρέσο	kongressi	κογκρέσο	N;NOM;SG	N;NOM;NEUT;SG
target	στόχος	tarki	στόχος	N;NOM;SG	N;NOM;MASC;SG
maasto	έδαφος	maasto	έδαφος	N;NOM;SG	N;NOM;NEUT;SG
esitykset	παραστάσεις	esitys	παράσταση	N;NOM;PL	N;NOM;FEM;PL
esitykset	παρουσιάσεις	esitys	παρούσιαση	N;NOM;PL	N;NOM;FEM;PL
vapaaehtoisesti	πρόθυμα	vapaa#ehtoisesti	πρόθυμα	ADV	ADV
vapaaehtoisesti	εθελοντικά	vapaa#ehtoisesti	εθελοντικά	ADV	ADV
vapaaehtoisesti	οικειοθελώς	vapaa#ehtoisesti	οικειοθελώς	ADV	ADV
oletettavasti	υποθετικά	oletettavasti	υποθετικά	ADV	ADV
huhtikuu	απρίλιος	huhtikuu	απρίλιος	N;NOM;SG	N;NOM;MASC;SG
huhtikuu	απρίλιο	huhtikuu	απρίλιο	N;NOM;SG	N
huhtikuu	απρίλη	huhtikuu	απρίλιος	N;NOM;SG	N
huhtikuu	έιπριλ	huhtikuu	έιπριλ	N;NOM;SG	N
metsästäjä	κυνηγός	metsästäjä	κυνηγός	N;NOM;SG	N;NOM;MASC;SG
alhainen	χαμηλό	alhainen	χαμηλός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
alhainen	χαμηλή	alhainen	χαμηλός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
alhainen	χαμηλός	alhainen	χαμηλός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
lähetetty	στάλθηκε	lähettää	στέλνω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
lähetetty	εστάλη	lähettää	εστάλλω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
lähetetty	δημοσιεύτηκε	lähettää	δημοσιεύω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
lähetetty	καταχωρήθηκε	lähettää	καταχωρώ	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
lähetetty	δημοσιεύθηκε	lähettää	δημοσιεύω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
toimet	δραστηριότητες	toimi	δραστηριότητα	N;NOM;PL	N;NOM;FEM;PL
toimet	πράξεις	toimi	πράξη	N;NOM;PL	N;NOM;FEM;PL
toimet	δράσεις	toimi	δράση	N;NOM;PL	N;NOM;FEM;PL
toimet	ενέργειες	toimi	ενέργεια	N;NOM;PL	N;NOM;FEM;PL
uskollinen	πιστός	uskollinen	πιστός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
uskollinen	πιστό	uskollinen	πιστός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
uskollinen	πιστή	uskollinen	πιστός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
uskollinen	πιστός	uskollinen	πιστός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
uskollinen	πιστό	uskollinen	πιστός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
uskollinen	πιστή	uskollinen	πιστός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
eng	ενγκ	eng	ενγκ	N;NOM;SG	N
shakespeare	σαίξπηρ	shakespearet#	σαίξπηρ	N;NOM;SG	N;NOM;FEM;SG
serbien	σέρβων	serbi	σέρβων	N;GEN;PL	N;GEN;NEUT;PL
valvoa	επιβλέπει	valvoa	επιβλέπω	V;SG;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
valvoa	επιβλέπει	valvoa	επιβλέπω	V;SG;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
oppinut	έμαθε	oppia	μαθαίνω	V;NOM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
oppinut	μάθει	oppia	μαθαίνω	V;NOM;SG;V.PTCP;ACT	V;PFV;NFIN;ACT
kriittinen	κρίσιμη	kriittinen	κρίσιμος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
kriittinen	κρίσιμο	kriittinen	κρίσιμο	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
intialaiset	ινδιάνοι	intialainen	ινδιάνος	N;NOM;PL	N;NOM;MASC;PL
onnistuneesti	επιτυχώς	onnistuneesti	επιτυχώς	ADV	ADV
heimot	φυλές	heimo	φυλή	N;NOM;PL	N;NOM;FEM;PL
aikuinen	ενήλικο	aikuinen	ενήλικος	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
aikuinen	ενήλικας	aikuinen	ενήλικα	ADJ;NOM;SG	ADJ;NOM;MASC;SG
aikuinen	ενήλικος	aikuinen	ενήλικος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
murhasi	δολοφόνησε	murhata	δολοφονώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
hampaat	δόντια	hammas	δόντια	N;NOM;PL	N;NOM;NEUT;PL
kuvattuna	φωτογραφήθηκε	kuvata	φωτογραφήύω	V;FRML;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
bonsai	μπονσάι	bonsai	μπονσάι	N;NOM;SG	N;NOM;NEUT;SG
huone	δωμάτιο	huone	δωμάτιο	N;NOM;SG	N;NOM;NEUT;SG
cool	κουλ	cool	κουλ	N;NOM;SG	N;NOM;MASC;SG
suoritettu	ολοκληρωθεί	suorittaa	ολοκληρώνω	V;NOM;SG;V.PTCP;PASS	V;PFV;NFIN;PASS
suoritettu	ολοκληρώθηκε	suorittaa	ολοκληρώνω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
graafinen	γραφικό	graafinen	γραφικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
graafinen	γραφικός	graafinen	γραφικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
graafinen	γραφικό	graafinen	γραφικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
iloinen	ευτυχής	iloinen	ευτυχής	ADJ;NOM;SG	ADJ;NOM;MASC;SG
iloinen	ευτυχής	iloinen	ευτυχής	ADJ;NOM;SG	ADJ;NOM;MASC;SG
iloinen	χαρούμενος	iloinen	χαρούμενος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
iloinen	χαρούμενη	iloinen	χαρούμενος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
kasvatus	αναπαραγωγή	kasvatus	αναπαραγωγή	N;NOM;SG	N;NOM;FEM;SG
kasvatus	εκτροφή	kasvatus	εκτροφή	N;NOM;SG	N;NOM;FEM;SG
vuokra	μίσθωση	vuokra	μίσθωση	N;NOM;SG	N;NOM;FEM;SG
vuokra	ενοικίαση	vuokra	ενοικίαση	N;NOM;SG	N;NOM;FEM;SG
vuokra	νοίκι	vuokra	νοίκι	N;NOM;SG	N;NOM;NEUT;SG
vuokra	ενοικίαση	vuokra	ενοικίαση	N;NOM;SG	N;NOM;FEM;SG
vuokra	ενοίκιο	vuokra	ενοίκιο	N;NOM;SG	N;NOM;NEUT;SG
rikas	πλούσιος	rikas	πλούσιος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
rikas	πλούσιο	rikas	πλούσιο	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
rikas	πλούσια	rikas	πλούσιος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
läpimitta	διάμετρο	läpi#mitta	διάμετρο	N;NOM;SG	N;NOM;NEUT;SG
valvonta	έλεγχος	valvonta	έλεγχος	N;NOM;SG	N;NOM;MASC;SG
valvonta	ελεγχος	valvonta	ελεγχος	N;NOM;SG	N;NOM;MASC;SG
valvonta	επιτήρηση	valvonta	επιτήρηση	N;NOM;SG	N;NOM;FEM;SG
valvonta	επιτήρηση	valvonta	επιτήρηση	N;NOM;SG	N;NOM;FEM;SG
valvonta	εποπτεία	valvonta	εποπτεία	N;NOM;SG	N;NOM;FEM;SG
painava	βαρύς	painava	βαρύς	ADJ;NOM;SG	ADJ;NOM;MASC;SG
suositeltu	προτεινόμενη	suositella	προτεινόμενος	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
suositeltu	συνιστάται	suositella	συνιστώ	V;NOM;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
suositeltu	προτεινόμενο	suositella	προτεινόμενος	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
suositeltu	προτείνεται	suositella	προτείνω	V;NOM;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
nopeampi	ταχύτερη	nopea	ταχύς	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;FEM;SG
nero	ιδιοφυΐα	nero	ιδιοφυΐα	N;NOM;SG	N;NOM;FEM;SG
nero	μεγαλοφυία	nero	μεγαλοφυία	N;NOM;SG	N;NOM;FEM;SG
nero	ιδιοφυία	nero	ιδιοφυία	N;NOM;SG	N;NOM;FEM;SG
nero	διάνοια	nero	διάνοια	N;NOM;SG	N;NOM;FEM;SG
patricia	πατρίσια	patrici	πατρίσιο	N;NOM;SG	N;NOM;FEM;SG
perhonen	πεταλούδα	perhonen	πεταλούδα	N;NOM;SG	N;NOM;FEM;SG
muuttavat	μεταναστεύουν	muuttaa	μεταναστεύω	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
yhdisteet	ενώσεις	yhdiste	ένωση	N;NOM;PL	N;NOM;FEM;PL
viiva	παύλα	viiva	παύλα	N;NOM;SG	N;NOM;FEM;SG
viiva	γραμμή	viiva	γραμμή	N;NOM;SG	N;NOM;FEM;SG
viiva	γραμμη	viiva	γραμμη	N;NOM;SG	N;NOM;FEM;SG
uudistus	μεταρρύθμιση	uudistus	μεταρρύθμιση	N;NOM;SG	N;NOM;FEM;SG
yhdistäminen	ομαδοποίηση	yhdistäminen	ομαδοποίηση	N;NOM;SG	N;NOM;FEM;SG
yhdistäminen	συνάθροιση	yhdistäminen	συνάθροιση	N;NOM;SG	N;NOM;FEM;SG
yhdistäminen	συγχώνευση	yhdistäminen	συγχώνευση	N;NOM;SG	N;NOM;FEM;SG
yhdistäminen	συγχώνευση	yhdistäminen	συγχώνευση	N;NOM;SG	N;NOM;FEM;SG
yhdistäminen	σύνδεση	yhdistäminen	σύνδεση	N;NOM;SG	N;NOM;FEM;SG
varattiin	κλεισμένος	varata	κλεισμένος	V;IND;PST;FIN;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
varattiin	κλεισμένη	varata	κλείνω	V;IND;PST;FIN;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
tietoinen	συνειδητή	tietoinen	συνειδητής	ADJ;NOM;SG	ADJ;NOM;FEM;SG
musiikillisesti	μουσικά	musiikillisesti	μουσικός	ADV	ADV
lausutaan	προφέρεται	lausua	προφέρω	V;IND;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
toimitus	ναυτιλία	toimitus	ναυτιλία	N;NOM;SG	N;NOM;FEM;SG
vika	ρήγμα	vika	ρήγμα	N;NOM;SG	N;NOM;NEUT;SG
vika	ατέλεια	vika	ατέλεια	N;NOM;SG	N;NOM;FEM;SG
vika	ελάττωμα	vika	ελάττωμα	N;NOM;SG	N;NOM;NEUT;SG
vika	μπαγκ	vika	μπαγκ	N;NOM;SG	N
vika	έντομο	vika	έντομο	N;NOM;SG	N;NOM;NEUT;SG
vika	κοριός	vika	κοριός	N;NOM;SG	N;NOM;MASC;SG
perusteltu	δικαιολογημένη	perustella	δικαιολογώ	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
perusteltu	δικαιολογημένη	perustella	δικαιολογώ	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
perusteltu	αιτιολογημένη	perustella	αιτιολογώ	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
draama	δράμα	draama	δράμα	N;NOM;SG	N;NOM;NEUT;SG
kaasun	αερίου	kaasu	αέριο	N;GEN;SG	N;GEN;NEUT;SG
journalisti	δημοσιογράφος	journalisti	δημοσιογράφος	N;NOM;SG	N;NOM;MASC;SG
aktivisti	ακτιβιστής	aktivisti	ακτιβιστής	N;NOM;SG	N;NOM;MASC;SG
haku	αναζήτηση	haku	αναζήτηση	N;NOM;SG	N;NOM;FEM;SG
sallii	επιτρέπει	sallia	επιτρέπω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
robertson	ρόμπερτσον	robertson	ρόμπερτσον	N;NOM;SG	N;NOM;MASC;SG
ram	ραμ	ram	ραμ	N;NOM;SG	N
fyysisesti	σωματικά	fyysisesti	σωματικά	ADV	ADV
avain	κλειδί	avain	κλειδί	N;NOM;SG	N;NOM;NEUT;SG
avain	πλήκτρο	avain	πλήκτρο	N;NOM;SG	N;NOM;NEUT;SG
avain	κλείδα	avain	κλείδα	N;NOM;SG	N;NOM;FEM;SG
veljet	αδέλφια	veli	αδέρφι	N;NOM;PL	N;NOM;NEUT;PL
veljet	αδέρφια	veli	αδέρφι	N;NOM;PL	N;NOM;NEUT;PL
veljet	αδελφοί	veli	αδελφός	N;NOM;PL	N;NOM;MASC;PL
piirtää	επιστήσω	piirtää	εφιστώ	V;IND;SG;FIN;ACT	V;PFV;IND;SG;1;FIN;ACT
piirtää	ζωγραφίζει	piirtää	ζωγραφίζω	V;IND;SG;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
piirtää	εφιστά	piirtää	εφιστώ	V;IND;SG;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
rikollinen	εγκληματική	rikollinen	εγκληματικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
rikollinen	ποινικό	rikollinen	ποινικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
aito	πραγματικός	aito	πραγματικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
aito	πραγματικό	aito	πραγματικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
aito	γνήσιος	aito	γνήσιος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
aito	γνήσια	aito	γνήσιος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
aito	γνήσιο	aito	γνήσιος	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
aito	αυθεντική	aito	αυθεντικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
aito	αυθεντικό	aito	αυθεντικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
aito	αυθεντικός	aito	αυθεντικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
muuri	τοίχος	muuri	τοίχος	N;NOM;SG	N;NOM;MASC;SG
muuri	τείχος	muuri	τείχος	N;NOM;SG	N;NOM;NEUT;SG
moldovan	μολδαβίας	moldova	μολδαβία	N;GEN;SG	N;GEN;FEM;SG
moldovan	μολδαβίας	moldova	μολδαβία	N;GEN;SG	N;GEN;FEM;SG
