اتھاہ	깊게	اتھاہ	깊+게		
اصالتاً	확실히	اصالتاً	확실+히	ADV	ADV
اصحاب	멘트	صاحب	멘트	N;NOM;MASC;SG;3	N
اصحاب	남성	صاحب	남성	N;NOM;MASC;SG;3	N
اصحاب	남자	صاحب	남자	N;NOM;MASC;SG;3	N
اصحاب	신사	صاحب	신사	N;NOM;MASC;SG;3	N
اصحاب	친구	صاحب	친구	N;NOM;MASC;SG;3	N
اصحاب	친구들이	صاحب	친구+들+이	N;NOM;MASC;SG;3	N
اصحاب	친구들	صاحب	친구+들	N;NOM;MASC;SG;3	N
اِصطفاف	분류법	اِصطفاف	분류법	N;NOM;MASC;SG;3	N
اِصطفاف	분류	اِصطفاف	분류	N;NOM;MASC;SG;3	N
اِصطلاح	구문	اِصطلاح	구문	N;NOM;MASC;SG;3	N
اِصطلاح	용어	اِصطلاح	용어	N;NOM;MASC;SG;3	N
اِصلاح	향상	اِصلاح	향상	N;NOM;MASC;SG;3	N
اِصلاح	개선	اِصلاح	개선	N;NOM;MASC;SG;3	N
اِصلاح	보정	اِصلاح	보정	N;NOM;MASC;SG;3	N
اِصلاح	교정	اِصلاح	교정	N;NOM;MASC;SG;3	N
اِصلاح	복구	اِصلاح	복구	N;NOM;MASC;SG;3	N
اِصلاح	회복	اِصلاح	회복	N;NOM;MASC;SG;3	N
اِصلاح	개혁개방	اِصلاح	개혁+개방	N;NOM;MASC;SG;3	N
اِصلاح	개혁	اِصلاح	개혁	N;NOM;MASC;SG;3	N
اصناف	장르	اصناف	장르	N;NOM;MASC;PL;3	N
اصناف	종족	اصناف	종족	N;NOM;MASC;PL;3	N
اصنام	우상	اصنام	우상		
اصوات	소리	اصوات	소리	N;NOM;MASC;PL;3	N
اصوات	소음	اصوات	소음	N;NOM;MASC;PL;3	N
اُصول	항공	اُصول	항공	N;NOM;MASC;SG;3	N
اُصول	공기	اُصول	공기	N;NOM;MASC;SG;3	N
اُصول	물이	اُصول	물+이	N;NOM;MASC;SG;3	N
اُصول	법칙	اُصول	법칙	N;NOM;MASC;SG;3	N
اُصول	규칙	اُصول	규칙	N;NOM;MASC;SG;3	N
اُصول	원칙	اُصول	원칙	N;NOM;MASC;SG;3	N
اُصول	원리	اُصول	원리	N;NOM;MASC;SG;3	N
اُصول	교리	اُصول	교리	N;NOM;MASC;SG;3	N
اُصول	먼지	اُصول	먼지	N;NOM;MASC;SG;3	N
اِضافہ	증가	اِضافہ	증가	N;NOM;MASC;SG;3	N
اِضافہ	증가	اِضافہ	증가	N;NOM;MASC;SG;3	N
اِضافہ	병합	اِضافہ	병합	N;NOM;MASC;SG;3	N
اِضافہ	합병	اِضافہ	합병	N;NOM;MASC;SG;3	N
اِضافہ	향상	اِضافہ	향상	N;NOM;MASC;SG;3	N
اِضطراب	자극	اِضطراب	자극	N;NOM;MASC;SG;3	N
اِضطراب	섭동	اِضطراب	섭동	N;NOM;MASC;SG;3	N
اِضطرار	섭동	اِضطرار	섭동	N;NOM;MASC;SG;3	N
اِضطرار	자극	اِضطرار	자극	N;NOM;MASC;SG;3	N
اضلاع	부품	ضلع	부품	N;NOM;MASC;PL;3	N
اضلاع	부분	ضلع	부분	N;NOM;MASC;PL;3	N
اِطمینان	신탁	اِطمینان	신탁	N;NOM;MASC;SG;3	N
اِطمینان	만족도	اِطمینان	만족+도	N;NOM;MASC;SG;3	N
اِطمینان	자신감	اِطمینان	자신감	N;NOM;MASC;SG;3	N
اطوار	예의	اطوار	예의	N;NOM;MASC;SG;3	N
اطوار	모드	اطوار	모드	N;NOM;MASC;SG;3	N
اطوار	습관	اطوار	습관	N;NOM;MASC;SG;3	N
اطوار	방법	اطوار	방법	N;NOM;MASC;SG;3	N
اطوار	연습생	اطوار	연습생	N;NOM;MASC;SG;3	N
اطوار	연습	اطوار	연습	N;NOM;MASC;SG;3	N
اطوار	행동	اطوار	행동	N;NOM;MASC;SG;3	N
اِعتباری	신뢰성	اِعتباری	신뢰성	N;NOM;MASC;SG;3	N
اِعتصار	증류	اِعتصار	증류	N;NOM;MASC;SG;3	N
اعجف	얇은	اعجف	얇+은		
اعداد	숫자	عدد	숫자	N;NOM;MASC;PL;3	N
اعداد	숫자	عدد	숫자	N;NOM;MASC;PL;3	N
اعدادیات	통계	اعدادیات	통계	N;NOM;MASC;PL;3	N
اعدادیات	통계학	اعدادیات	통계학	N;NOM;MASC;PL;3	N
اعشاری	소수점	اعشاری	소수점	N;NOM;MASC;SG;3	N
اعضا	구성요소	اعضا	구성+요소	N;NOM;MASC;SG;3	N
اعضا	부품	اعضا	부품	N;NOM;MASC;SG;3	N
اعضا	성분	اعضا	성분	N;NOM;MASC;SG;3	N
اعضا	부품	اعضا	부품	N;NOM;MASC;SG;3	N
اعضا	부분	اعضا	부분	N;NOM;MASC;SG;3	N
اعضا	신장	اعضا	신장	N;NOM;MASC;SG;3	N
اعضا	심장	اعضا	심장	N;NOM;MASC;SG;3	N
اعضا	마음	اعضا	마음	N;NOM;MASC;SG;3	N
اعمال	행동	اعمال	행동	N;NOM;MASC;SG;3	N
اعمال	행동	اعمال	행동	N;NOM;MASC;SG;3	N
اعمال	활동	اعمال	활동	N;NOM;MASC;SG;3	N
اعمال	동작	اعمال	동작	N;NOM;MASC;SG;3	N
اعمال	액션	اعمال	액션	N;NOM;MASC;SG;3	N
اغراض	종료	غرض	종료	N;NOM;MASC;PL;3	N
اغراض	목적	غرض	목적	N;NOM;MASC;PL;3	N
اغراض	목적	غرض	목적	N;NOM;MASC;PL;3	N
اغراض	목표	غرض	목표	N;NOM;MASC;PL;3	N
اغراض	동기	غرض	동기	N;NOM;MASC;PL;3	N
اغراض	욕구	غرض	욕구	N;NOM;MASC;PL;3	N
اغلاط	실수	اغلاط	실수	N;NOM;MASC;SG;3	N
اغلاط	오류	اغلاط	오류	N;NOM;MASC;SG;3	N
اِغوا	속임수	اِغوا	속임수		
اِفادیت	혜택	اِفادیت	혜택	N;NOM;MASC;SG;3	N
اِفادیت	유틸리티	اِفادیت	유틸리티	N;NOM;MASC;SG;3	N
افراد	유형	فرد	유형	N;NOM;MASC;PL;3	N
افراد	구성원	فرد	구성원	N;NOM;MASC;PL;3	N
افراد	멤버들	فرد	멤버+들	N;NOM;MASC;PL;3	N
افراد	목록	فرد	목록	N;NOM;MASC;PL;3	N
افراد	레지스터	فرد	레지스터	N;NOM;MASC;PL;3	N
افراد	종족	فرد	종족	N;NOM;MASC;PL;3	N
افزائش	생산	افزائش	생산	N;NOM;MASC;SG;3	N
افزائش	제작	افزائش	제작	N;NOM;MASC;SG;3	N
افزائش	증가	افزائش	증가	N;NOM;MASC;SG;3	N
افزائش	성장	افزائش	성장	N;NOM;MASC;SG;3	N
افزائش	증가	افزائش	증가	N;NOM;MASC;SG;3	N
افزائش	생산	افزائش	생산	N;NOM;MASC;SG;3	N
افزائش	제작	افزائش	제작	N;NOM;MASC;SG;3	N
افزائش	증가	افزائش	증가	N;NOM;MASC;SG;3	N
افزائش	성장	افزائش	성장	N;NOM;MASC;SG;3	N
افزائش	증가	افزائش	증가	N;NOM;MASC;SG;3	N
افزوں	증가	افزہ	증가	N;ACC;MASC;PL;3	N
افزوں	증가	افزہ	증가	N;ACC;MASC;PL;3	N
افزوں	기타	افزہ	기타	N;ACC;MASC;PL;3	N
افسانہ	우화	افسانہ	우화	N;NOM;MASC;SG;3	N
افسانہ	전설	افسانہ	전설	N;NOM;MASC;SG;3	N
افسر	통치자	افسر	통치자	N;NOM;MASC;SG;3	N
افسر	통치자	افسر	통치자	N;NOM;MASC;SG;3	N
افسر	책임자	افسر	책임자	N;NOM;MASC;SG;3	N
افسر	경관	افسر	경관	N;NOM;MASC;SG;3	N
افسر	경찰관	افسر	경찰관	N;NOM;MASC;SG;3	N
افسر	장교	افسر	장교	N;NOM;MASC;SG;3	N
افسردگی	우울증	افسردگی	우울증	N;NOM;FEM;SG;3	N
افسردگی	슬픔	افسردگی	슬픔	N;NOM;FEM;SG;3	N
افسردگی	우울증	افسردگی	우울증	N;NOM;FEM;SG;3	N
افسوں	마술	افسا	마술	N;ACC;MASC;PL;3	N
افسوں	마법	افسا	마법	N;ACC;MASC;PL;3	N
افسوں	마술	افسا	마술	N;ACC;MASC;PL;3	N
افسوں	마법	افسا	마법	N;ACC;MASC;PL;3	N
افسوں	마술	افسا	마술	N;ACC;MASC;PL;3	N
افسوں	마법	افسا	마법	N;ACC;MASC;PL;3	N
افسوں	철자	افسا	철자	N;ACC;MASC;PL;3	N
افسوں	마술	افسا	마술	N;ACC;MASC;PL;3	N
افسوں	마법	افسا	마법	N;ACC;MASC;PL;3	N
افسوں	매력	افسا	매력	N;ACC;MASC;PL;3	N
اِفک	거짓말	اِفک	거짓말		
افکار	의견	فکر	의견	N;NOM;MASC;SG;3	N
افکار	이론	فکر	이론	N;NOM;MASC;SG;3	N
اقارب	친족	اقارب	친족	N;NOM;MASC;SG;3	N
اقارب	친척	اقارب	친척	N;NOM;MASC;SG;3	N
اِقتدار	권위	اِقتدار	권위	N;NOM;MASC;SG;3	N
اِقتدار	전력	اِقتدار	전력	N;NOM;MASC;SG;3	N
اِقتدار	권력	اِقتدار	권력	N;NOM;MASC;SG;3	N
اِقتدار	통제	اِقتدار	통제	N;NOM;MASC;SG;3	N
اِقتدار	제어	اِقتدار	제어	N;NOM;MASC;SG;3	N
اِقتصاد	경제	اِقتصاد	경제	N;NOM;MASC;SG;3	N
اِقتصادیات	경제학	اِقتصادی	경제학	N;NOM;MASC;PL;3	N
اِقتصار	추리	اِقتصار	추리	N;NOM;MASC;SG;3	N
اقدار	조치	اقدار	조치	N;NOM;MASC;SG;3	N
اقدار	측정	اقدار	측정	N;NOM;MASC;SG;3	N
اقدار	대책	اقدار	대책	N;NOM;MASC;SG;3	N
اقدار	가치관	اقدار	가치관	N;NOM;MASC;SG;3	N
اقدار	가치	اقدار	가치	N;NOM;MASC;SG;3	N
اقدار	추정치	اقدار	추정치	N;NOM;MASC;SG;3	N
اقدار	추정	اقدار	추정	N;NOM;MASC;SG;3	N
اقدام	발자취	اقدام	발자취	N;NOM;MASC;SG;3	N
اقدام	단계	اقدام	단계	N;NOM;MASC;SG;3	N
اقربا	친척	اقربا	친척	N;NOM;MASC;SG;3	N
اقربا	친구	اقربا	친구	N;NOM;MASC;SG;3	N
اقربا	친구들이	اقربا	친구+들+이	N;NOM;MASC;SG;3	N
اقربا	친구들	اقربا	친구+들	N;NOM;MASC;SG;3	N
اقربا	관계	اقربا	관계	N;NOM;MASC;SG;3	N
اقساط	부품	اقساط	부품	N;NOM;MASC;SG;3	N
اقساط	부분	اقساط	부분	N;NOM;MASC;SG;3	N
اقسام	유형	اقسام	유형	N;NOM;MASC;PL;3	N
اقسام	카테고리	اقسام	카테고리	N;NOM;MASC;PL;3	N
اقسام	카테고리가	اقسام	카테고리+가	N;NOM;MASC;PL;3	N
اقسام	범주	اقسام	범주	N;NOM;MASC;PL;3	N
اقسام	분류	اقسام	분류	N;NOM;MASC;PL;3	N
اقل	최소	اقل	최소		
اقل	최소	اقل	최소		
اقوال	의견	اقوال	의견	N;NOM;MASC;PL;3	N
اِک	하나	اِک	하나		
اکابر	지도자	اکابر	지도자	N;NOM;MASC;PL;3	N
اکاج	쓸모없는	اکاج	쓸모없+는		
اِکتناز	재무부	اِکتناز	재무부	N;NOM;MASC;SG;3	N
اکٹ	언브레이커블	اکٹ	언브레이센블		
اِکراہ	충동	اِکراہ	충동		
اِکراہ	미움	اِکراہ	미움		
اِکراہ	핑계	اِکراہ	핑계		
اکڑ	오만	اکڑ	오만		
اکڑ	자존심	اکڑ	자존심		
اکڑ	프라이드	اکڑ	프라이드		
اکڑ	오만	اکڑ	오만		
اکڑ	자존심	اکڑ	자존심		
اکڑ	프라이드	اکڑ	프라이드		
اکّڑ	고집	اکّڑ	고집		
اکّڑ	거만	اکّڑ	거만		
اکش	주사위	اکش	주사위		
اکشر	음절	اکشر	음절	N;NOM;MASC;SG;3	N
اکَل	외로워	اکَل	외롭+어		
اکَل	외로움	اکَل	외롭+ㅁ		
اکناف	교외	اکناف	교외	N;NOM;MASC;SG;3	N
اکیلا	독특한	اکیلا	독특+하+ㄴ	V;PFV;MASC;SG;V.PTCP;ACT	V
اکیلا	독특한	اکیلا	독특+하+ㄴ	V;PFV;MASC;SG;V.PTCP;ACT	V
اُکھاڑنا	풀기	اُکھاڑنا	풀+기	V;NFIN;ACT	V
اگلا	치프	اگلا	치프		
اگلا	메인	اگلا	메인		
اگلا	프라임	اگلا	프라임		
اگلا	상대편	اگلا	상대편		
اگلا	하느님	اگلا	하느님		
اگلا	퍼스트	اگلا	퍼스트		
اگلا	치프	اگلا	치프		
اگلا	메인	اگلا	메인		
اگلا	프라임	اگلا	프라임		
اگلا	상대편	اگلا	상대편		
اگلا	하느님	اگلا	하느님		
اگلا	퍼스트	اگلا	퍼스트		
اگم	깊이	اگم	깊이		
الآن	이제	الآن	이제		
الاپ	노래	الاپ	노래	N;NOM;MASC;SG;3	N
اِلتفات	관심	اِلتفات	관심	N;NOM;MASC;PL;3	N
اِلتفات	예의	اِلتفات	예의	N;NOM;MASC;PL;3	N
اِلتفات	우정	اِلتفات	우정	N;NOM;MASC;PL;3	N
اِلتفات	친절	اِلتفات	친절	N;NOM;MASC;PL;3	N
اُلٹا	바보	اُلٹا	바보		
اُلٹا	어리석은	اُلٹا	어리석+ㄴ		
اُلٹا	어리석음	اُلٹا	어리석음		
اُلٹا	반대편	اُلٹا	반대편		
اُلٹا	즉시	اُلٹا	즉시		
الحاد	무덤	الحاد	무덤	N;NOM;MASC;SG;3	N
الحان	노트	الحان	노트		
اِلزام	고소	اِلزام	고소		
اِلزام	전하	اِلزام	전하		
الس	게으름	الس	게으름		
اُلس	클랜	اُلس	클랜		
اُلس	커뮤니티	اُلس	커뮤니티		
اِلف	러브	اِلف	러브		
اِلف	하모니	اِلف	하모+니		
اِلف	화합	اِلف	화합		
الفاظ	약관	لفظ	약관	N;NOM;MASC;PL;3	N
الفاظ	용어	لفظ	용어	N;NOM;MASC;PL;3	N
اُلفت	러브	اُلفت	러브		
اُلفت	첨부	اُلفت	첨부		
القاب	제목	القاب	제목	N;NOM;MASC;SG;3	N
الم	지지	الم	지+지		
اِم	이거	اِم	이거		
امانت	보증금	امانت	보증금	N;NOM;FEM;SG;3	N
امانت	예금	امانت	예금	N;NOM;FEM;SG;3	N
امانت	양육	امانت	양육	N;NOM;FEM;SG;3	N
امانت	보호	امانت	보호	N;NOM;FEM;SG;3	N
امانت	신념	امانت	신념	N;NOM;FEM;SG;3	N
امانت	신앙	امانت	신앙	N;NOM;FEM;SG;3	N
امانت	안전	امانت	안전	N;NOM;FEM;SG;3	N
امانت	안전성	امانت	안전성	N;NOM;FEM;SG;3	N
اُمّت	국민	اُمّت	국민	N;NOM;MASC;SG;3	N
اُمّت	사람	اُمّت	사람	N;NOM;MASC;SG;3	N
اُمّت	사람들	اُمّت	사람+들	N;NOM;MASC;SG;3	N
اُمّت	종교	اُمّت	종교	N;NOM;MASC;SG;3	N
اُمّت	국민	اُمّت	국민	N;NOM;MASC;SG;3	N
اُمّت	인종	اُمّت	인종	N;NOM;MASC;SG;3	N
اُمّت	경쟁	اُمّت	경쟁	N;NOM;MASC;SG;3	N
اُمّت	크리드	اُمّت	크리드	N;NOM;MASC;SG;3	N
اِمتناع	제한	اِمتناع	제한	N;NOM;MASC;SG;3	N
اِمتناع	방지	اِمتناع	방지	N;NOM;MASC;SG;3	N
اِمتناع	예방	اِمتناع	예방	N;NOM;MASC;SG;3	N
اِمتناع	자제	اِمتناع	자제	N;NOM;MASC;SG;3	N
امثال	이미지	امثال	이미지		
امثال	같음	امثال	같+ㅁ		
امراض	질병	مرض	질병	N;NOM;MASC;PL;3	N
امشاسپند	천사	امشاسپند	천사	N;NOM;MASC;SG;3	N
امشاسپند	천사들	امشاسپند	천사+들	N;NOM;MASC;SG;3	N
املا	벽돌	املا	벽돌	N;NOM;MASC;SG;3	N
املاک	상품	ملک	상품	N;NOM;MASC;SG;3	N
املاک	물품	ملک	물품	N;NOM;MASC;SG;3	N
امن	차분	امن	차분	N;NOM;MASC;SG;3	N
امن	안보	امن	안보	N;NOM;MASC;SG;3	N
امن	보안	امن	보안	N;NOM;MASC;SG;3	N
امن	평화	امن	평화	N;NOM;MASC;SG;3	N
امن	안전	امن	안전	N;NOM;MASC;SG;3	N
امن	안전성	امن	안전성	N;NOM;MASC;SG;3	N
اموات	죽음	موت	죽음	N;NOM;MASC;PL;3	N
اموال	상품	اموال	상품	N;NOM;MASC;PL;3	N
اموال	물품	اموال	물품	N;NOM;MASC;PL;3	N
اموال	재산	اموال	재산	N;NOM;MASC;PL;3	N
اموال	자산	اموال	자산	N;NOM;MASC;PL;3	N
اموال	재산권	اموال	재산권	N;NOM;MASC;PL;3	N
اموال	속성	اموال	속성	N;NOM;MASC;PL;3	N
اموال	재산	اموال	재산	N;NOM;MASC;PL;3	N
امیدوار	희망	امیدوار	희망	N;NOM;MASC;SG;3	N
امیدوار	지원자	امیدوار	지원자	N;NOM;MASC;SG;3	N
امیدوار	희망	امیدوار	희망	N;NOM;MASC;SG;3	N
امیدوار	후보	امیدوار	후보	N;NOM;MASC;SG;3	N
امیدوار	후보자	امیدوار	후보자	N;NOM;MASC;SG;3	N
امیدوار	지원자	امیدوار	지원자	N;NOM;MASC;SG;3	N
اِن	이거	یہ	이거		
اُن	그를	وہ	그+를	PRO;ACC;SG;3	PRO
اِنا	컨테이너	اِنا	컨테이너		
اناج	음식	اناج	음식	N;NOM;MASC;SG;3	N
اناج	식량	اناج	식량	N;NOM;MASC;SG;3	N
اناج	식품	اناج	식품	N;NOM;MASC;SG;3	N
اناج	곡물	اناج	곡물	N;NOM;MASC;SG;3	N
اناج	곡식	اناج	곡식	N;NOM;MASC;SG;3	N
انام	명인	انام	명인		
انبار	콜렉션	انبار	콜렉션		
انبار	컬렉션	انبار	컬렉션		
انبار	콜렉션	انبار	콜렉션		
انبار	컬렉션	انبار	컬렉션		
انبہ	망고	انبہ	망고		
انت	시크릿	انت	시크릿		
انت	경계선	انت	경계선		
انت	극한	انت	극한		
انت	닫기	انت	닫+기		
انت	닫습니다	انت	닫+습니다		
اِنتخاب	컴파일러	اِنتخاب	컴파일러		
اِنتخاب	컴파일	اِنتخاب	컴파+이+ㄹ		
اِنتخاب	옵션	اِنتخاب	옵션		
اِنتصاباً	수직으로	اِنتصاباً	수직+으로	ADV	ADV
اِنتظام	체계	اِنتظام	체계	N;NOM;MASC;SG;3	N
اِنتظام	시스템	اِنتظام	시스템	N;NOM;MASC;SG;3	N
اِنتظام	조직	اِنتظام	조직	N;NOM;MASC;SG;3	N
اِنتظام	기구	اِنتظام	기구	N;NOM;MASC;SG;3	N
اِنتظام	단체	اِنتظام	단체	N;NOM;MASC;SG;3	N
اِنتظام	수단	اِنتظام	수단	N;NOM;MASC;SG;3	N
اِنتظام	메서드	اِنتظام	메서드	N;NOM;MASC;SG;3	N
اِنتظام	방법	اِنتظام	방법	N;NOM;MASC;SG;3	N
اِنتظام	메소드	اِنتظام	메소드	N;NOM;MASC;SG;3	N
اِنتظام	경영	اِنتظام	경영	N;NOM;MASC;SG;3	N
اِنتظام	관리	اِنتظام	관리	N;NOM;MASC;SG;3	N
اِنتظام	시술	اِنتظام	시술	N;NOM;MASC;SG;3	N
اِنتظام	규제	اِنتظام	규제	N;NOM;MASC;SG;3	N
اِنتظام	규정	اِنتظام	규정	N;NOM;MASC;SG;3	N
اِنتظام	행정학	اِنتظام	행정학	N;NOM;MASC;SG;3	N
اِنتظام	기질	اِنتظام	기질	N;NOM;MASC;SG;3	N
اِنتظام	편곡	اِنتظام	편곡	N;NOM;MASC;SG;3	N
اِنتظامی	행정	اِنتظامی	행정	N;NOM;MASC;SG;3	N
انٹ	접어	انٹ	접+어		
انٹی	재산	انٹی	재산	N;NOM;MASC;SG;3	N
انٹی	돈이	انٹی	돈+이	N;NOM;MASC;SG;3	N
انجام	결과	انجام	결과	N;NOM;MASC;SG;3	N
انجام	종료	انجام	종료	N;NOM;MASC;SG;3	N
انجام	운명	انجام	운명	N;NOM;MASC;SG;3	N
انجام	완성	انجام	완성	N;NOM;MASC;SG;3	N
انجم	스타	انجم	스타		
اِنجن	엔진	اِنجن	엔진		
انجو	눈물	انجو	눈물		
اِنچ	인치	اِنچ	인치		
انچت	갑작스럽게	انچت	갑작스럽+게		
اِنحصار	포위	اِنحصار	포위	N;NOM;MASC;SG;3	N
اِنحصار	봉쇄	اِنحصار	봉쇄	N;NOM;MASC;SG;3	N
اِنحصار	포위전	اِنحصار	포위전	N;NOM;MASC;SG;3	N
اِنحصار	제한	اِنحصار	제한	N;NOM;MASC;SG;3	N
اِنحصار	의존	اِنحصار	의존	N;NOM;MASC;SG;3	N
اِنحصار	의존성	اِنحصار	의존성	N;NOM;MASC;SG;3	N
اندار	허구	اندار	허구		
انداز	상태	انداز	상태	N;NOM;MASC;SG;3	N
انداز	국가	انداز	국가	N;NOM;MASC;SG;3	N
انداز	조건	انداز	조건	N;NOM;MASC;SG;3	N
انداز	포즈	انداز	포즈	N;NOM;MASC;SG;3	N
انداز	상태	انداز	상태	N;NOM;MASC;SG;3	N
انداز	국가	انداز	국가	N;NOM;MASC;SG;3	N
انداز	조건	انداز	조건	N;NOM;MASC;SG;3	N
انداز	포즈	انداز	포즈	N;NOM;MASC;SG;3	N
اندازہ	측정	اندازہ	측정	N;NOM;MASC;SG;3	N
اندازہ	평가	اندازہ	평가	N;NOM;MASC;SG;3	N
اندازہ	계산법	اندازہ	계산법	N;NOM;MASC;SG;3	N
اندازہ	계산	اندازہ	계산	N;NOM;MASC;SG;3	N
اندازہ	측정	اندازہ	측정	N;NOM;MASC;SG;3	N
اندازہ	추정치	اندازہ	추정치	N;NOM;MASC;SG;3	N
اندازہ	추정	اندازہ	추정	N;NOM;MASC;SG;3	N
اندازہ	추산	اندازہ	추산	N;NOM;MASC;SG;3	N
اندازہ	평가	اندازہ	평가	N;NOM;MASC;SG;3	N
اندازہ	계산법	اندازہ	계산법	N;NOM;MASC;SG;3	N
اندازہ	계산	اندازہ	계산	N;NOM;MASC;SG;3	N
اندام	그림	اندام	그림	N;NOM;MASC;SG;3	N
اندام	시체	اندام	시체	N;NOM;MASC;SG;3	N
اندام	몸매	اندام	몸매	N;NOM;MASC;SG;3	N
اندام	몸매가	اندام	몸매+가	N;NOM;MASC;SG;3	N
اندرز	충고	اندرز	충+고		
اندک	작아	اندک	작+아		
اندک	소작	اندک	소작		
اندوہ	슬픔	اندوہ	슬픔	N;NOM;MASC;SG;3	N
اندوہ	슬픔	اندوہ	슬픔	N;NOM;MASC;SG;3	N
اندیشہ	케어	اندیشہ	케+어	N;NOM;MASC;SG;3	N
اندیشہ	불안	اندیشہ	불안	N;NOM;MASC;SG;3	N
اندیشہ	우려	اندیشہ	우려	N;NOM;MASC;SG;3	N
اندیشہ	케어	اندیشہ	케+어	N;NOM;MASC;SG;3	N
اندیشہ	불안	اندیشہ	불안	N;NOM;MASC;SG;3	N
اندھ	다크	اندھ	다크		
اندھا	구름	اندھا	구름	N;NOM;MASC;SG;3	N
اندھا	포기	اندھا	포기	N;NOM;MASC;SG;3	N
اندھا	안개	اندھا	안개	N;NOM;MASC;SG;3	N
اندھا	어둠	اندھا	어둠	N;NOM;MASC;SG;3	N
اندھا	집착	اندھا	집착	N;NOM;MASC;SG;3	N
اندھا	발진	اندھا	발진	N;NOM;MASC;SG;3	N
اندھا	발진이	اندھا	발진+이	N;NOM;MASC;SG;3	N
اندھیر	어둠	اندھیر	어둠	N;NOM;MASC;SG;3	N
اندھیر	재난	اندھیر	재난	N;NOM;MASC;SG;3	N
اندھیر	장애	اندھیر	장애	N;NOM;MASC;SG;3	N
اندھیر	어둠	اندھیر	어둠	N;NOM;MASC;SG;3	N
انڈا	달걀	انڈا	달걀	N;NOM;MASC;SG;3	N
اُنس	러브	ونس	러브		
اُنس	첨부	ونس	첨부		
انساب	가족	انساب	가족		
انساب	리니지	انساب	리+지+요		
انساب	세대	انساب	세대		
انسب	편리	انسب	편리		
انسجہ	스레드	انسجہ	스레드	N;NOM;MASC;SG;3	N
انسجہ	대화	انسجہ	대화	N;NOM;MASC;SG;3	N
انش	파트	انش	파트		
انصاب	우상	انصاب	우상		
اِنصاف	법칙	اِنصاف	법칙	N;NOM;MASC;SG;3	N
اِنصاف	법률	اِنصاف	법률	N;NOM;MASC;SG;3	N
اِنصاف	법학	اِنصاف	법학	N;NOM;MASC;SG;3	N
انفاس	개인	انفاس	개인		
انفاس	단어	انفاس	단어		
انفال	전리품	انفال	전리품		
اِنفراداً	개별적으로	اِنفراداً	개별+적+으로	ADV	ADV
اِنفرادیت	특이점	اِنفرادیت	특이점	N;NOM;MASC;SG;3	N
اِنکار	거절	اِنکار	거절		
اِنکار	편차	اِنکار	편차		
انگ	공유해	انگ	공유+하+어	V;MASC;SG;V.PTCP;ACT	V
انگ	공유하기	انگ	공유+하+기	V;MASC;SG;V.PTCP;ACT	V
انمٹ	영구	انمٹ	영구		
انواع	종족	انواع	종족	N;NOM;MASC;PL;3	N
انوکھا	멋진	انوکھا	멋지+ㄴ	ADJ;NOM;MASC;SG	ADJ
انوکھا	멋진	انوکھا	멋지+ㄴ	ADJ;NOM;MASC;SG	ADJ
انہار	운하	انہار	운하		
انہونا	불가능하다	انہونا	불가능+하+다	V;MASC;SG;NFIN;ACT	V
انہونا	불가능한	انہونا	불가능+하+ㄴ	V;MASC;SG;NFIN;ACT	V
انیس	동지	انیس	동지		
انیس	동무	انیس	동무		
انیس	동반자	انیس	동반자		
انیس	동행자	انیس	동행자		
اُنھوں	그들이	وہ	그+들+이	PRO;ACC;SG;3;FORM	PRO
اُنھوں	그들은	وہ	그+들+은	PRO;ACC;SG;3;FORM	PRO
اِنھیں	그를	یہ	그+를	PRO;SG;3	PRO
اُنھیں	그를	وہ	그+를	PRO;SG;3	PRO
اواخر	종료	اواخر	종료	N;NOM;MASC;SG;3	N
اواخر	극단	اواخر	극단	N;NOM;MASC;SG;3	N
اوامر	명령	اوامر	명령	N;NOM;MASC;SG;3	N
اوامر	명령어	اوامر	명령+어	N;NOM;MASC;SG;3	N
اوامر	주문	اوامر	주문	N;NOM;MASC;SG;3	N
اُوبڑ	불규칙	اُوبڑ	불규칙		
اُوپر	하이	اُوپر	하이		
اُوپر	외부	اُوپر	외부		
اوٹ	담장	اوٹ	담장		
اوٹ	커버	اوٹ	커버		
اوٹ	덮개	اوٹ	덮개		
اوٹ	표지	اوٹ	표지		
اوٹ	베일	اوٹ	베이+ㄹ		
اوٹنا	숨기기	اوٹنا	숨기+기	V;SG;NFIN;ACT	V
اَوج	스카이	اَوج	스카이		
اَوج	제니스	اَوج	제니스		
اَوج	천정	اَوج	천정		
اَوج	top	اَوج	top		
اَوج	피크	اَوج	피크		
اَوروں	기타	اَور	기타	N;ACC;MASC;PL;3	N
اَوقات	영업시간	ووق	영업+시간	N;NOM;MASC;PL;3	N
اَوقات	시간	ووق	시간	N;NOM;MASC;PL;3	N
اَوقات	자원	ووق	자원	N;NOM;MASC;PL;3	N
اَوقات	리소스	ووق	리소스	N;NOM;MASC;PL;3	N
اَوقات	생명	ووق	생명	N;NOM;MASC;PL;3	N
اَوقات	생활	ووق	생활	N;NOM;MASC;PL;3	N
اَوقات	인생	ووق	인생	N;NOM;MASC;PL;3	N
اَوقات	직위	ووق	직위	N;NOM;MASC;PL;3	N
اَوقات	포지션	ووق	포지션	N;NOM;MASC;PL;3	N
اُوک	슬립	اُوک	슬립		
اولا	스크린	اولا	스크린		
اولا	시크릿	اولا	시크릿		
اُون	양털	اُون	양털		
اُونٹ	바보	اُونٹ	바보		
