この	cette	この	ce	DET	DET;FEM;SG
達成	atteint	達成	atteindre	V	V;MASC;SG;PST;V.PTCP
見る	consultez	見る	consulter	V	V;IMP;PL;2;PRS;FIN
見る	voyez	見る	voir	V	V;IMP;PL;2;PRS;FIN
見る	voir	見る	voir	V	V;NFIN
見る	vois	見る	vois	V	V;IND;SG;2;PRS;FIN
見る	afficher	見る	afficher	V	V;NFIN
見る	vue	見る	voir	V	V;FEM;SG;PST;V.PTCP
見る	voir	見る	voir	V	V;NFIN
見る	visualiser	見る	visualiser	V	V;NFIN
空間	espace	空間	espace	N	N;MASC;SG
同	identique	同	identique	ADJ	ADJ;MASC;SG
同	identiques	同	identique	ADJ	ADJ;MASC;PL
ライト	lumiere	ライト	lumiere	N	N;FEM;SG
ライト	lumière	ライト	lumière	N	N;FEM;SG
ライト	lumières	ライト	lumière	N	N;FEM;PL
ライト	lumière	ライト	lumière	N	N;FEM;SG
ライト	luminaires	ライト	luminaire	N	N;MASC;PL
ヒット	frappe	ヒット	frapper	V	V;IND;SG;3;PRS;FIN
ヒット	touché	ヒット	toucher	V	V;MASC;SG;PST;V.PTCP
ヒット	frappé	ヒット	frapper	V	V;MASC;SG;PST;V.PTCP
ヒット	frapper	ヒット	frapper	V	V;NFIN
ブルー	bleu	ブルー	bleu	N	N;MASC;SG
改造	altération	改造	altération	N	N;FEM;SG
ガス	gaz	ガス	gaz	N	N;MASC;SG
作業	travaux	作業	travail	N	N;MASC;PL
作業	travail	作業	travail	N	N;MASC;SG
貨物	cargaison	貨物	cargaison	N	N;FEM;SG
貨物	fret	貨物	fret	N	N;MASC;SG
貨物	marchandises	貨物	marchandise	N	N;FEM;PL
貨物	marchandise	貨物	marchandiser	N	N;FEM;SG
貨物	biens	貨物	bien	N	N;MASC;PL
貨物	marchandises	貨物	marchandise	N	N;FEM;PL
貨物	fret	貨物	fret	N	N;MASC;SG
経度	longitude	経度	longitude	N	N;FEM;SG
サイズ	grandeurs	サイズ	grandeur	N	N;FEM;PL
サイズ	tailles	サイズ	taille	N	N;FEM;PL
サイズ	taille	サイズ	taille	N	N;FEM;SG
サイズ	dimensions	サイズ	dimension	N	N;FEM;PL
サイズ	dimension	サイズ	dimension	N	N;FEM;SG
サイズ	taille	サイズ	taille	N	N;FEM;SG
サイズ	pointure	サイズ	pointure	N	N;FEM;SG
サイズ	tailles	サイズ	taille	N	N;FEM;PL
翻訳	traduire	翻訳	traduire	V	V;NFIN
翻訳	traduire	翻訳	traduire	V	V;NFIN
翻訳	traduit	翻訳	traduire	V	V;MASC;SG;PST;V.PTCP
コード	code	コード	code	N	N;MASC;SG
安全	sécuritaire	安全	sécuritaire	ADJ	ADJ;MASC;SG
安全	sûr	安全	sûr	ADJ	ADJ;MASC;SG
番目	tiers	番目	tiers	N	N;MASC;SG
被害	dégats	被害	dégat	N	N;MASC;PL
被害	dommages	被害	dommage	N	N;MASC;PL
被害	dégâts	被害	dégât	N	N;MASC;PL
商品	marchandises	商品	marchandise	N	N;FEM;PL
商品	marchandise	商品	marchandiser	N	N;FEM;SG
商品	biens	商品	bien	N	N;MASC;PL
商品	marchandise	商品	marchandiser	N	N;FEM;SG
商品	marchandises	商品	marchandise	N	N;FEM;PL
詳細	détails	詳細	détail	N	N;MASC;PL
詳細	détail	詳細	détail	N	N;MASC;SG
備考	remarques	備考	remarque	N	N;FEM;PL
備考	observations	備考	observation	N	N;FEM;PL
備考	remarques	備考	remarque	N	N;FEM;PL
備考	notes	備考	note	N	N;FEM;PL
単位	unités	単位	unité	N	N;FEM;PL
単位	unité	単位	unité	N	N;FEM;SG
単位	unite	単位	unite	N	N;FEM;SG
機械	machine	機械	machine	N	N;FEM;SG
機械	machinerie	機械	machinerie	N	N;FEM;SG
機械	machines	機械	machine	N	N;FEM;PL
機械	machines	機械	machine	N	N;FEM;PL
マイ	mai	マイ	mai	N	N;MASC;SG
出版社	éditeur	出版社	éditeur	N	N;MASC;SG
出版社	editeur	出版社	editeur	N	N;MASC;SG
これら	ces	これら	ce	PRO	PRO;PL;3
革命	revolution	革命	revolution	N	N;FEM;SG
革命	révolution	革命	révolution	N	N;FEM;SG
増加	augmenter	増加	augmenter	V	V;NFIN
増加	accroître	増加	accroître	V	V;NFIN
軌道	orbite	軌道	orbite	N	N;FEM;SG
軌道	orbites	軌道	orbite	N	N;FEM;PL
農業	agriculture	農業	agriculture	N	N;FEM;SG
土曜	samedis	土曜	samedi	N	N;MASC;PL
理論	théories	理論	théorie	N	N;FEM;PL
理論	théorie	理論	théorie	N	N;FEM;SG
理論	théories	理論	théorie	N	N;FEM;PL
成長	grandir	成長	grandir	V	V;NFIN
成長	grandissant	成長	grandir	V	V;PRS;V.PTCP
海外	outremer	海外	outremer	N	N;MASC;PL
海外	etranger	海外	etranger	N	N;MASC;SG
生物	organisme	生物	organisme	N	N;MASC;SG
理解	comprendre	理解	comprendre	V	V;NFIN
戦士	guerrier	戦士	guerrier	N	N;MASC;SG
戦士	warriors	戦士	warrior	N	N;MASC;PL
戦士	guerriers	戦士	guerrier	N	N;MASC;PL
ジャンル	genre	ジャンル	genre	N	N;MASC;SG
ジャンル	genres	ジャンル	genre	N	N;MASC;PL
ジャンル	genres	ジャンル	genre	N	N;MASC;PL
実験	expériences	実験	expérience	N	N;FEM;PL
実験	expérimentations	実験	expérimentation	N	N;FEM;PL
実験	expérience	実験	expérience	N	N;FEM;SG
実験	expérimentation	実験	expérimentation	N	N;FEM;SG
師団	division	師団	division	N	N;FEM;SG
師団	circonscription	師団	circonscription	N	N;FEM;SG
主催	hébergé	主催	héberger	V	V;MASC;SG;PST;V.PTCP
主催	accueillis	主催	accueillir	V	V;MASC;PL;PST;V.PTCP
主催	accueilli	主催	accueillir	V	V;MASC;SG;PST;V.PTCP
主催	hébergés	主催	héberger	V	V;MASC;PL;PST;V.PTCP
統一	unité	統一	unité	N	N;FEM;SG
統一	unification	統一	unification	N	N;FEM;SG
統一	réunification	統一	réunification	N	N;FEM;SG
料理	cuisiner	料理	cuisiner	V	V;NFIN
ブランド	marques	ブランド	marque	N	N;FEM;PL
ブランド	marque	ブランド	marque	N	N;FEM;SG
首都	majuscule	首都	majuscule	N	N;FEM;SG
首都	capitaux	首都	capital	N	N;MASC;PL
首都	capitale	首都	capitale	N	N;FEM;SG
首都	capital	首都	capital	N	N;MASC;SG
破壊	détruisez	破壊	détruire	V	V;IMP;PL;2;PRS;FIN
破壊	anéantir	破壊	anéantir	V	V;NFIN
破壊	détruire	破壊	détruire	V	V;NFIN
スタジアム	stade	スタジアム	stade	N	N;MASC;SG
停止	arrêter	停止	arrêter	V	V;NFIN
停止	arrête	停止	arrêter	V	V;IND;SG;3;PRS;FIN
停止	arrêtez	停止	arrêter	V	V;IMP;PL;2;PRS;FIN
土地	terres	土地	terre	N	N;FEM;PL
土地	terre	土地	terre	N	N;FEM;SG
土地	terrain	土地	terrain	N	N;MASC;SG
土地	terres	土地	terre	N	N;FEM;PL
解散	dissoute	解散	dissoudre	V	V;FEM;SG;PST;V.PTCP
解散	dissout	解散	dissout	V	V;MASC;SG;PST;V.PTCP
解散	dissoudre	解散	dissoudre	V	V;NFIN
解散	dissous	解散	dissoudre	V	V;MASC;SG;PST;V.PTCP
解散	congédié	解散	congédier	V	V;MASC;SG;PST;V.PTCP
解散	licencié	解散	licencier	V	V;MASC;SG;PST;V.PTCP
解散	rejeté	解散	rejeter	V	V;MASC;SG;PST;V.PTCP
捜査	enquête	捜査	enquête	N	N;FEM;SG
兄弟	frangin	兄弟	frangin	N	N;MASC;SG
兄弟	frère	兄弟	frère	N	N;MASC;SG
兄弟	frere	兄弟	frere	N	N;MASC;SG
兄弟	freres	兄弟	frer	N	N;MASC;PL
兄弟	frères	兄弟	frère	N	N;MASC;PL
戦隊	escadrille	戦隊	escadrille	N	N;FEM;SG
戦隊	escadre	戦隊	escadre	N	N;FEM;SG
戦隊	escadron	戦隊	escadron	N	N;MASC;SG
戦隊	escadrons	戦隊	escadron	N	N;MASC;PL
メジャー	major	メジャー	major	N	N;MASC;SG
メジャー	commandant	メジャー	commandant	N	N;MASC;SG
イメージ	images	イメージ	image	N	N;FEM;PL
イメージ	image	イメージ	image	N	N;FEM;SG
軍事	armée	軍事	armée	N	N;FEM;SG
カラー	couleur	カラー	couleur	N	N;FEM;SG
カラー	coloris	カラー	coloris	N	N;MASC;PL
カラー	couleurs	カラー	couleur	N	N;FEM;PL
カラー	colorants	カラー	colorant	N	N;MASC;PL
カラー	coloris	カラー	coloris	N	N;MASC;PL
カラー	couleurs	カラー	couleur	N	N;FEM;PL
カラー	teintes	カラー	teinte	N	N;FEM;PL
カラー	couleur	カラー	couleur	N	N;FEM;SG
カラー	coloris	カラー	coloris	N	N;MASC;PL
カラー	couleurs	カラー	couleur	N	N;FEM;PL
カラー	coloris	カラー	coloris	N	N;MASC;PL
カラー	couleurs	カラー	couleur	N	N;FEM;PL
チャンネル	chaînes	チャンネル	chaîne	N	N;FEM;PL
チャンネル	canaux	チャンネル	canal	N	N;MASC;PL
チャンネル	canal	チャンネル	canal	N	N;MASC;SG
チャンネル	chaîne	チャンネル	chaîne	N	N;FEM;SG
チャンネル	chenal	チャンネル	chenal	N	N;MASC;SG
チャンネル	channel	チャンネル	channel	N	N;MASC;SG
ドラフト	brouillons	ドラフト	brouillon	N	N;MASC;PL
西部	occident	西部	occident	N	N;MASC;SG
西部	ouest	西部	ouest	N	N;MASC;SG
セット	ensembles	セット	ensemble	N	N;MASC;PL
動物	animaux	動物	animal	N	N;MASC;PL
動物	animal	動物	animal	N	N;MASC;SG
住民	habitants	住民	habitant	N	N;MASC;PL
住民	résident	住民	résident	N	N;MASC;SG
住民	résidents	住民	résident	N	N;MASC;PL
住民	habitants	住民	habitant	N	N;MASC;PL
住民	résidents	住民	résident	N	N;MASC;PL
資本	majuscule	資本	majuscule	N	N;FEM;SG
資本	capitaux	資本	capital	N	N;MASC;PL
資本	capitale	資本	capitale	N	N;FEM;SG
資本	capital	資本	capital	N	N;MASC;SG
テンプレート	modèles	テンプレート	modèle	N	N;MASC;PL
テンプレート	gabarits	テンプレート	gabarit	N	N;MASC;PL
テンプレート	gabarit	テンプレート	gabarit	N	N;MASC;SG
テンプレート	modèle	テンプレート	modèle	N	N;MASC;SG
あなた	vous	あなた	vous	PRO	PRO;PL;2
あなた	tu	あなた	il	PRO	PRO;SG;2
あなた	toi	あなた	soi	PRO	PRO;SG;2
あなた	you	あなた	you	PRO	PRO;SG;2
選択	choisissez	選択	choisir	V	V;IMP;PL;2;PRS;FIN
選択	choisir	選択	choisir	V	V;NFIN
選択	choisis	選択	choisir	V	V;MASC;PL;PST;V.PTCP
選択	choisissez	選択	choisir	V	V;IMP;PL;2;PRS;FIN
選択	choisir	選択	choisir	V	V;NFIN
選択	sélectionnez	選択	sélectionner	V	V;IMP;PL;2;PRS;FIN
選択	sélectionner	選択	sélectionner	V	V;NFIN
失敗	échouer	失敗	échouer	V	V;NFIN
失敗	raté	失敗	rater	V	V;MASC;SG;PST;V.PTCP
失敗	échoué	失敗	échouer	V	V;MASC;SG;PST;V.PTCP
標準	norme	標準	norme	N	N;FEM;SG
標準	standard	標準	standard	N	N;MASC;SG
購入	acheter	購入	acheter	V	V;NFIN
購入	achetez	購入	acheter	V	V;IMP;PL;2;PRS;FIN
購入	acheter	購入	acheter	V	V;NFIN
購入	achetez	購入	acheter	V	V;IMP;PL;2;PRS;FIN
購入	achetant	購入	acheter	V	V;PRS;V.PTCP
ライ	seigle	ライ	seigle	N	N;MASC;SG
終点	terminus	終点	terminus	N	N;MASC;SG
タレント	talents	タレント	talent	N	N;MASC;PL
タレント	talents	タレント	talent	N	N;MASC;PL
タレント	talent	タレント	talent	N	N;MASC;SG
リア	lia	リア	lia	N	N;MASC;SG
階級	grades	階級	grade	N	N;MASC;PL
階級	rangs	階級	rang	N	N;MASC;PL
階級	classe	階級	classe	N	N;FEM;SG
市長	bourgmestre	市長	bourgmestre	N	N;MASC;SG
市長	maire	市長	maire	N	N;MASC;SG
市長	maires	市長	maire	N	N;MASC;PL
コーチ	autocars	コーチ	autocars	N	N;MASC;PL
コーチ	entraîneurs	コーチ	entraîneur	N	N;MASC;PL
コーチ	coachs	コーチ	coach	N	N;MASC;PL
コーチ	coach	コーチ	coach	N	N;MASC;SG
コーチ	entraineur	コーチ	entraîneur	N	N;MASC;SG
コーチ	entraîneur	コーチ	entraîneur	N	N;MASC;SG
建物	batiment	建物	batiment	N	N;MASC;SG
建物	immeuble	建物	immeuble	N	N;MASC;SG
建物	bâtiment	建物	bâtiment	N	N;MASC;SG
建物	bâtiments	建物	bâtiment	N	N;MASC;PL
建物	immeubles	建物	immeuble	N	N;MASC;PL
建物	édifices	建物	édifice	N	N;MASC;PL
ジュニア	juniors	ジュニア	junior	N	N;MASC;PL
候補	candidats	候補	candidat	N	N;MASC;PL
候補	candidate	候補	candidat	N	N;FEM;SG
候補	candidat	候補	candidat	N	N;MASC;SG
自動	auto	自動	auto	N	N;MASC;SG
モード	mode	モード	mode	N	N;FEM;SG
モード	modes	モード	mode	N	N;MASC;PL
劇団	troupe	劇団	troupe	N	N;FEM;SG
皇帝	empereur	皇帝	empereur	N	N;MASC;SG
皇帝	empereurs	皇帝	empereur	N	N;MASC;PL
皇帝	empereurs	皇帝	empereur	N	N;MASC;PL
認定	certifiées	認定	certifié	V	V;FEM;PL;PST;V.PTCP
認定	certifiée	認定	certifier	V	V;FEM;SG;PST;V.PTCP
認定	certifié	認定	certifier	V	V;MASC;SG;PST;V.PTCP
認定	certifiés	認定	certifié	V	V;MASC;PL;PST;V.PTCP
改革	réformer	改革	réformer	V	V;NFIN
集団	groupe	集団	groupe	N	N;MASC;SG
魔法	magie	魔法	magie	N	N;FEM;SG
修正	corriger	修正	corriger	V	V;NFIN
修正	réparer	修正	réparer	V	V;NFIN
継続	continué	継続	continuer	V	V;MASC;SG;PST;V.PTCP
継続	continuer	継続	continuer	V	V;NFIN
地下鉄	underground	地下鉄	underground	N	N;MASC;SG
地下鉄	souterrain	地下鉄	souterrain	N	N;MASC;SG
地下鉄	souterrains	地下鉄	souterrain	N	N;MASC;PL
地下鉄	métro	地下鉄	métro	N	N;MASC;SG
地下鉄	métro	地下鉄	métro	N	N;MASC;SG
地下鉄	metro	地下鉄	metro	N	N;MASC;SG
ブログ	blog	ブログ	blog	N	N;MASC;SG
ブログ	blogue	ブログ	blogue	N	N;MASC;SG
ブログ	blogue	ブログ	blogue	N	N;MASC;SG
ブログ	blogs	ブログ	blog	N	N;MASC;PL
部屋	salle	部屋	salle	N	N;FEM;SG
部屋	chambre	部屋	chambre	N	N;FEM;SG
部屋	chambres	部屋	chambre	N	N;FEM;PL
部屋	salles	部屋	salle	N	N;FEM;PL
部屋	chambres	部屋	chambre	N	N;FEM;PL
既に	déjà	既に	déjà	ADV	ADV
トラック	piste	トラック	piste	N	N;FEM;SG
トラック	morceau	トラック	morceau	N	N;MASC;SG
トラック	morceaux	トラック	morceau	N	N;MASC;PL
トラック	chenilles	トラック	chenille	N	N;FEM;PL
トラック	pistes	トラック	piste	N	N;FEM;PL
トラック	camionnette	トラック	camionnette	N	N;FEM;SG
トラック	fourgon	トラック	fourgon	N	N;MASC;SG
トラック	camion	トラック	camion	N	N;MASC;SG
トラック	camions	トラック	camion	N	N;MASC;PL
美術館	musées	美術館	musée	N	N;MASC;PL
美術館	musées	美術館	musée	N	N;MASC;PL
美術館	musée	美術館	musée	N	N;MASC;SG
合計	somme	合計	somme	N	N;FEM;SG
合計	total	合計	total	N	N;MASC;SG
古代	antiquité	古代	antiquité	N	N;FEM;SG
エンディング	conclusion	エンディング	conclusion	N	N;FEM;SG
ユーザー	utilisateur	ユーザー	utilisateur	N	N;MASC;SG
ユーザー	usager	ユーザー	usager	N	N;MASC;SG
ユーザー	usagers	ユーザー	usager	N	N;MASC;PL
ユーザー	utilisateurs	ユーザー	utilisateur	N	N;MASC;PL
父親	pères	父親	père	N	N;MASC;PL
父親	pére	父親	pére	N	N;MASC;SG
父親	pere	父親	pere	N	N;MASC;SG
父親	père	父親	père	N	N;MASC;SG
原因	cause	原因	cause	N	N;FEM;SG
植物	plantes	植物	plante	N	N;FEM;PL
植物	usine	植物	usine	N	N;FEM;SG
植物	plante	植物	plante	N	N;FEM;SG
ショー	spectacle	ショー	spectacle	N	N;MASC;SG
ボーカル	chant	ボーカル	chant	N	N;MASC;SG
ボーカル	voix	ボーカル	voix	N	N;FEM;SG
ボーカル	chant	ボーカル	chant	N	N;MASC;SG
コミック	comics	コミック	comics	N	N;MASC;SG
コミック	bd	コミック	bde	N	N;FEM;SG
コミック	comic	コミック	comic	N	N;MASC;SG
コミック	comique	コミック	comique	N	N;MASC;SG
毎週	hebdo	毎週	hebdo	N	N;MASC;SG
エネルギー	energies	エネルギー	energie	N	N;FEM;PL
エネルギー	énergies	エネルギー	énergie	N	N;FEM;PL
エネルギー	énergie	エネルギー	énergie	N	N;FEM;SG
エネルギー	énergies	エネルギー	énergie	N	N;FEM;PL
エネルギー	energie	エネルギー	energie	N	N;FEM;SG
ルール	règles	ルール	règle	N	N;FEM;PL
ルール	regles	ルール	regle	N	N;FEM;PL
ルール	règle	ルール	règle	N	N;FEM;SG
未来	avenir	未来	avenir	N	N;MASC;SG
移行	migrer	移行	migrer	V	V;NFIN
移行	migrent	移行	migrer	V	V;IND;PL;3;PRS;FIN
移行	migrer	移行	migrer	V	V;NFIN
ユース	jeunesse	ユース	jeunesse	N	N;FEM;SG
週刊	hebdo	週刊	hebdo	N	N;MASC;SG
まだ	encore	まだ	encore	ADV	ADV
まだ	toujours	まだ	toujours	ADV	ADV
ランキング	classement	ランキング	classement	N	N;MASC;SG
ランキング	palmarès	ランキング	palmarès	N	N;MASC;SG
ランキング	classements	ランキング	classement	N	N;MASC;PL
金曜	vendredis	金曜	vendredi	N	N;MASC;PL
年齢	ère	年齢	ère	N	N;FEM;SG
年齢	age	年齢	age	N	N;MASC;SG
年齢	âge	年齢	âge	N	N;MASC;SG
年齢	âges	年齢	âge	N	N;MASC;PL
年齢	âges	年齢	âge	N	N;MASC;PL
エリア	région	エリア	région	N	N;FEM;SG
エリア	zone	エリア	zone	N	N;FEM;SG
エリア	domaine	エリア	domaine	N	N;MASC;SG
形態	morphologie	形態	morphologie	N	N;FEM;SG
形態	formes	形態	forme	N	N;FEM;PL
形態	formulaires	形態	formulaire	N	N;MASC;PL
シン	tibia	シン	tibia	N	N;MASC;SG
作曲家	compositeur	作曲家	compositeur	N	N;MASC;SG
作曲家	compositrice	作曲家	compositeur	N	N;FEM;SG
精神	esprit	精神	esprit	N	N;MASC;SG
スタート	démarrer	スタート	démarrer	V	V;NFIN
スタート	commencer	スタート	commencer	V	V;NFIN
範囲	gammes	範囲	gamme	N	N;FEM;PL
範囲	gamme	範囲	gamme	N	N;FEM;SG
自治体	communes	自治体	commune	N	N;FEM;PL
自治体	municipalités	自治体	municipalité	N	N;FEM;PL
宣伝	promouvoir	宣伝	promouvoir	V	V;NFIN
宣伝	stimuler	宣伝	stimuler	V	V;NFIN
宣伝	dynamiser	宣伝	dynamiser	V	V;NFIN
宣伝	booster	宣伝	booster	V	V;NFIN
哲学	philosophie	哲学	philosophie	N	N;FEM;SG
財団	fondement	財団	fondement	N	N;MASC;SG
財団	fondation	財団	fondation	N	N;FEM;SG
財団	fondations	財団	fondation	N	N;FEM;PL
教師	professeur	教師	professeur	N	N;MASC;SG
教師	enseignant	教師	enseignant	N	N;MASC;SG
教師	institutrice	教師	instituteur	N	N;FEM;SG
教師	professeurs	教師	professeur	N	N;MASC;PL
教師	enseignants	教師	enseignant	N	N;MASC;PL
教師	enseignant	教師	enseignant	N	N;MASC;SG
宗教	religion	宗教	religion	N	N;FEM;SG
武器	armements	武器	armement	N	N;MASC;PL
武器	armes	武器	arme	N	N;FEM;PL
武器	armement	武器	armement	N	N;MASC;SG
武器	arme	武器	arme	N	N;FEM;SG
保存	économiser	保存	économiser	V	V;NFIN
保存	enregistrer	保存	enregistrer	V	V;NFIN
保存	sauvegarder	保存	sauvegarder	V	V;NFIN
保存	sauver	保存	sauver	V	V;NFIN
保存	sauver	保存	sauver	V	V;NFIN
保存	économiser	保存	économiser	V	V;NFIN
機関	locomotive	機関	locomotif	N	N;FEM;SG
機関	locomotives	機関	locomotive	N	N;FEM;PL
緊急	urgent	緊急	urgent	ADJ	ADJ;MASC;SG
緊急	urgents	緊急	urgent	ADJ	ADJ;MASC;PL
緊急	urgentes	緊急	urgent	ADJ	ADJ;FEM;PL
緊急	urgente	緊急	urgent	ADJ	ADJ;FEM;SG
地下	underground	地下	underground	N	N;MASC;SG
地下	souterrain	地下	souterrain	N	N;MASC;SG
地下	souterrains	地下	souterrain	N	N;MASC;PL
地下	cave	地下	cave	N	N;FEM;SG
連隊	régiment	連隊	régiment	N	N;MASC;SG
連隊	régiments	連隊	régiment	N	N;MASC;PL
連隊	régiment	連隊	régiment	N	N;MASC;SG
連結	consolidées	連結	consolider	V	V;FEM;PL;PST;V.PTCP
連結	consolidé	連結	consolider	V	V;MASC;SG;PST;V.PTCP
連結	consolidée	連結	consolider	V	V;FEM;SG;PST;V.PTCP
連結	consolidés	連結	consolidé	V	V;MASC;PL;PST;V.PTCP
ストーリー	récit	ストーリー	récit	N	N;MASC;SG
ストーリー	histoires	ストーリー	histoire	N	N;FEM;PL
ストーリー	récit	ストーリー	récit	N	N;MASC;SG
太陽	soleil	太陽	soleil	N	N;MASC;SG
交換	échanger	交換	échanger	V	V;NFIN
保険	assurances	保険	assurance	N	N;FEM;PL
保険	assurance	保険	assurance	N	N;FEM;SG
制限	limité	制限	limiter	V	V;MASC;SG;PST;V.PTCP
制限	limiter	制限	limiter	V	V;NFIN
キー	clés	キー	clé	N	N;FEM;PL
キー	clefs	キー	clef	N	N;MASC;PL
キー	touche	キー	touche	N	N;FEM;SG
キー	clef	キー	clef	N	N;FEM;SG
キー	clé	キー	clé	N	N;FEM;SG
キー	clefs	キー	clef	N	N;MASC;PL
キー	clés	キー	clé	N	N;FEM;PL
責任	responsabilité	責任	responsabilité	N	N;FEM;SG
責任	responsabilités	責任	responsabilité	N	N;FEM;PL
責任	responsabilité	責任	responsabilité	N	N;FEM;SG
児童	enfant	児童	enfant	N	N;MASC;SG
ボール	boule	ボール	boule	N	N;FEM;SG
ボール	balle	ボール	balle	N	N;FEM;SG
ボール	ballon	ボール	ballon	N	N;MASC;SG
ボール	boules	ボール	boule	N	N;FEM;PL
ボール	couilles	ボール	couille	N	N;FEM;PL
ボール	ballons	ボール	ballon	N	N;MASC;PL
ボール	balles	ボール	balle	N	N;FEM;PL
ボール	billes	ボール	bille	N	N;FEM;PL
急行	express	急行	express	N	N;MASC;SG
電力	electricité	電力	electricité	N	N;FEM;SG
電力	électricité	電力	électricité	N	N;FEM;SG
医学	médecine	医学	médecine	N	N;FEM;SG
医学	médicament	医学	médicament	N	N;MASC;SG
所有	possédée	所有	posséder	V	V;FEM;SG;PST;V.PTCP
所有	appartenant	所有	appartenir	V	V;PRS;V.PTCP
所有	possédé	所有	possédé	V	V;MASC;SG;PST;V.PTCP
所有	possédés	所有	posséder	V	V;MASC;PL;PST;V.PTCP
サー	messire	サー	messire	N	N;MASC;SG
サー	monsieur	サー	Monsieur	N	N;MASC;SG
自己	self	自己	self	N	N;MASC;SG
シーン	scène	シーン	scène	N	N;FEM;SG
シーン	scènes	シーン	scène	N	N;FEM;PL
憲法	constitution	憲法	constitution	N	N;FEM;SG
支店	succursale	支店	succursal	N	N;FEM;SG
支店	branche	支店	branche	N	N;FEM;SG
支店	embranchement	支店	embranchement	N	N;MASC;SG
管理	admin	管理	admin	N	N;MASC;SG
管理	administrateur	管理	administrateur	N	N;MASC;SG
管理	administrateurs	管理	administrateur	N	N;MASC;PL
管理	administratrice	管理	administrateur	N	N;FEM;SG
管理	administrateur	管理	administrateur	N	N;MASC;SG
管理	administrateurs	管理	administrateur	N	N;MASC;PL
略称	abréviation	略称	abréviation	N	N;FEM;SG
オープニング	vernissage	オープニング	vernissage	N	N;MASC;SG
オープニング	ouverture	オープニング	ouverture	N	N;FEM;SG
タウン	ville	タウン	ville	N	N;FEM;SG
カバー	couvercle	カバー	couvercle	N	N;MASC;SG
カバー	couverture	カバー	couverture	N	N;FEM;SG
カバー	housse	カバー	housse	N	N;FEM;SG
コンピュータ	ordinateurs	コンピュータ	ordinateur	N	N;MASC;PL
コンピュータ	ordinateur	コンピュータ	ordinateur	N	N;MASC;SG
コンピュータ	ordinateurs	コンピュータ	ordinateur	N	N;MASC;PL
長い	longues	長い	long	ADJ	ADJ;FEM;PL
長い	longs	長い	long	ADJ	ADJ;MASC;PL
長い	longue	長い	long	ADJ	ADJ;FEM;SG
長い	long	長い	long	ADJ	ADJ;MASC;SG
禁止	interdites	禁止	interdire	V	V;FEM;PL;PST;V.PTCP
禁止	interdite	禁止	interdire	V	V;FEM;SG;PST;V.PTCP
禁止	interdit	禁止	interdire	V	V;MASC;SG;PST;V.PTCP
禁止	interdits	禁止	interdire	V	V;MASC;PL;PST;V.PTCP
統計	statistiques	統計	statistique	N	N;FEM;PL
統計	stats	統計	stat	N	N;MASC;PL
統計	statistiques	統計	statistique	N	N;FEM;PL
強化	renforcer	強化	renforcer	V	V;NFIN
強化	renforcer	強化	renforcer	V	V;NFIN
パン	pan	パン	pan	N	N;MASC;SG
パン	casserole	パン	casserole	N	N;FEM;SG
パン	pain	パン	pain	N	N;MASC;SG
インターネット	internet	インターネット	internet	N	N;MASC;SG
パーク	parc	パーク	parc	N	N;MASC;SG
思想	penseur	思想	penseur	N	N;MASC;SG
先生	sensei	先生	sensei	N	N;MASC;SG
先生	professeur	先生	professeur	N	N;MASC;SG
先生	enseignant	先生	enseignant	N	N;MASC;SG
先生	institutrice	先生	instituteur	N	N;FEM;SG
先生	médecin	先生	médecin	N	N;MASC;SG
先生	docteur	先生	docteur	N	N;MASC;SG
ハウス	maison	ハウス	maison	N	N;FEM;SG
展示	exposer	展示	exposer	V	V;NFIN
検索	chercher	検索	chercher	V	V;NFIN
検索	rechercher	検索	rechercher	V	V;NFIN
検索	recherchez	検索	rechercher	V	V;IMP;PL;2;PRS;FIN
検索	recherchant	検索	rechercher	V	V;PRS;V.PTCP
ポール	paul	ポール	paul	N	N;MASC;SG
会員	membres	会員	membre	N	N;MASC;PL
会員	membre	会員	membre	N	N;MASC;SG
会員	membres	会員	membre	N	N;MASC;PL
会員	adhésion	会員	adhésion	N	N;FEM;SG
トンネル	tunnel	トンネル	tunnel	N	N;MASC;SG
トンネル	tunnels	トンネル	tunnel	N	N;MASC;PL
チャート	diagrammes	チャート	diagramme	N	N;MASC;PL
チャート	diagramme	チャート	diagramme	N	N;MASC;SG
内部	intérieur	内部	intérieur	N	N;MASC;SG
竣工	achèvement	竣工	achèvement	N	N;MASC;SG
戦車	réservoir	戦車	réservoir	N	N;MASC;SG
戦車	tank	戦車	tank	N	N;MASC;SG
戦車	citerne	戦車	citerne	N	N;FEM;SG
戦車	cuve	戦車	cuve	N	N;FEM;SG
戦車	réservoirs	戦車	réservoir	N	N;MASC;PL
戦車	chars	戦車	char	N	N;MASC;PL
戦車	citernes	戦車	citerne	N	N;FEM;PL
戦車	cuves	戦車	cuve	N	N;FEM;PL
スキー	ski	スキー	ski	N	N;MASC;SG
スキー	ski	スキー	ski	N	N;MASC;SG
愛称	surnom	愛称	surnom	N	N;MASC;SG
愛称	pseudo	愛称	pseudo	N	N;MASC;SG
愛称	pseudonyme	愛称	pseudonyme	N	N;MASC;SG
愛称	surnoms	愛称	surnom	N	N;MASC;PL
愛称	pseudonymes	愛称	pseudonyme	N	N;MASC;PL
再	réouverture	再	réouverture	N	N;FEM;SG
