پھانٹنا	暗戀	پھانٹنا	暗戀	V;NFIN;ACT	V
ترغیب	餌	ترغیب	餌	N;NOM;MASC;SG;3	N
ترغیب	誘惑	ترغیب	誘惑	N;NOM;MASC;SG;3	N
ترُّفع	身高	ترُّفع	身高	N;NOM;MASC;SG;3	N
ترُّفع	高度	ترُّفع	高度	N;NOM;MASC;SG;3	N
ترُّفع	自豪	ترُّفع	自豪	N;NOM;MASC;SG;3	N
ترُّفع	驕傲	ترُّفع	驕傲	N;NOM;MASC;SG;3	N
ترقّی	進步	ترقّی	進步	N;NOM;MASC;SG;3	N
ترقّی	進度	ترقّی	進度	N;NOM;MASC;SG;3	N
ترکاری	蔬菜	ترکاری	蔬菜	N;NOM;FEM;SG;3	N
ترکُّز	濃度	ترکُّز	濃度	N;NOM;MASC;SG;3	N
ترکیب	編隊	ترکیب	編隊	N;NOM;FEM;SG;3	N
ترکیب	系統	ترکیب	系統	N;NOM;FEM;SG;3	N
ترکیب	結構	ترکیب	結構	N;NOM;FEM;SG;3	N
ترکیب	模式	ترکیب	模式	N;NOM;FEM;SG;3	N
ترکیب	機制	ترکیب	機制	N;NOM;FEM;SG;3	N
ترکیب	技術	ترکیب	技術	N;NOM;FEM;SG;3	N
ترکیب	技巧	ترکیب	技巧	N;NOM;FEM;SG;3	N
ترکیب	憲法	ترکیب	憲法	N;NOM;FEM;SG;3	N
ترکیب	溶液	ترکیب	溶液	N;NOM;FEM;SG;3	N
ترکیب	戰術	ترکیب	戰術	N;NOM;FEM;SG;3	N
ترکیب	策略	ترکیب	策略	N;NOM;FEM;SG;3	N
ترکیب	方法	ترکیب	方法	N;NOM;FEM;SG;3	N
ترکیب	辦法	ترکیب	辦法	N;NOM;FEM;SG;3	N
ترکیب	方式	ترکیب	方式	N;NOM;FEM;SG;3	N
ترکیب	計畫	ترکیب	計畫	N;NOM;FEM;SG;3	N
ترکیب	編隊	ترکیب	編隊	N;NOM;FEM;SG;3	N
ترکیب	系統	ترکیب	系統	N;NOM;FEM;SG;3	N
ترکیب	結構	ترکیب	結構	N;NOM;FEM;SG;3	N
ترکیب	模式	ترکیب	模式	N;NOM;FEM;SG;3	N
ترکیب	機制	ترکیب	機制	N;NOM;FEM;SG;3	N
ترکیب	合成	ترکیب	合成	N;NOM;FEM;SG;3	N
ترکیب	技術	ترکیب	技術	N;NOM;FEM;SG;3	N
ترکیب	技巧	ترکیب	技巧	N;NOM;FEM;SG;3	N
ترکیب	憲法	ترکیب	憲法	N;NOM;FEM;SG;3	N
ترکیب	溶液	ترکیب	溶液	N;NOM;FEM;SG;3	N
ترکیب	戰術	ترکیب	戰術	N;NOM;FEM;SG;3	N
ترکیب	策略	ترکیب	策略	N;NOM;FEM;SG;3	N
ترکیب	方法	ترکیب	方法	N;NOM;FEM;SG;3	N
ترکیب	辦法	ترکیب	辦法	N;NOM;FEM;SG;3	N
ترکیب	方式	ترکیب	方式	N;NOM;FEM;SG;3	N
ترکیب	計畫	ترکیب	計畫	N;NOM;FEM;SG;3	N
ترویج	貨幣	ترویج	貨幣	N;NOM;MASC;SG;3	N
ترویج	幣值	ترویج	幣值	N;NOM;MASC;SG;3	N
ترویج	環流	ترویج	環流	N;NOM;MASC;SG;3	N
ترویج	迴圈	ترویج	迴圈	N;NOM;MASC;SG;3	N
تڑپ	煽動	تڑپ	煽動	V;ACT	V
تڑپ	鼓動	تڑپ	鼓動	V;ACT	V
تڑپ	跳躍	تڑپ	跳躍	V;ACT	V
تڑکا	拂曉	تڑکا	拂曉		
تزئین	裝飾	تزئین	裝飾	N;NOM;MASC;SG;3	N
تزئین	裝飾	تزئین	裝飾	N;NOM;MASC;SG;3	N
تسکین	綏靖	تسکین	綏靖	N;NOM;MASC;SG;3	N
تسکین	姑息	تسکین	姑息	N;NOM;MASC;SG;3	N
تسکین	綏靖	تسکین	綏靖	N;NOM;MASC;SG;3	N
تسکین	姑息	تسکین	姑息	N;NOM;MASC;SG;3	N
تسکین	滿意	تسکین	滿意	N;NOM;MASC;SG;3	N
تسلُح	武裝	تسلُح	武裝	N;NOM;MASC;SG;3	N
تسلّی	滿意	تسلّی	滿意	N;NOM;MASC;SG;3	N
تسلیم	問候	تسلیم	問候	N;NOM;MASC;SG;3	N
تسلیم	問候	تسلیم	問候	N;NOM;MASC;SG;3	N
تسلیمات	問候	تسلیم	問候	N;NOM;MASC;PL;3	N
تسیُّر	漫遊	تسیُّر	漫遊	N;NOM;MASC;SG;3	N
تسیُّر	游	تسیُّر	游	N;NOM;MASC;SG;3	N
تسیُّر	導覽	تسیُّر	導覽	N;NOM;MASC;SG;3	N
تسیُّر	旅遊	تسیُّر	旅遊	N;NOM;MASC;SG;3	N
تسیُّر	徘徊	تسیُّر	徘徊	N;NOM;MASC;SG;3	N
تشخُّص	人格	تشخُّص	人格	N;NOM;MASC;SG;3	N
تشخُّص	性格	تشخُّص	性格	N;NOM;MASC;SG;3	N
تشخُّص	個性	تشخُّص	個性	N;NOM;MASC;SG;3	N
تشخُّص	身分	تشخُّص	身分	N;NOM;MASC;SG;3	N
تشخُّص	身份	تشخُّص	身份	N;NOM;MASC;SG;3	N
تشخیص	決心	تشخیص	決心	N;NOM;MASC;SG;3	N
تشخیص	決心	تشخیص	決心	N;NOM;MASC;SG;3	N
تشرُّف	名譽	تشرُّف	名譽	N;NOM;MASC;SG;3	N
تشرُّف	榮譽	تشرُّف	榮譽	N;NOM;MASC;SG;3	N
تشریح	細節	تشریح	細節	N;NOM;MASC;SG;3	N
تشریح	詳情	تشریح	詳情	N;NOM;MASC;SG;3	N
تشریح	細節	تشریح	細節	N;NOM;MASC;SG;3	N
تشریح	詳情	تشریح	詳情	N;NOM;MASC;SG;3	N
تشکیل	編隊	تشکیل	編隊	N;NOM;MASC;SG;3	N
تشکیل	成型	تشکیل	成型	N;NOM;MASC;SG;3	N
تشکیل	大樓	تشکیل	大樓	N;NOM;MASC;SG;3	N
تشکیل	建築	تشکیل	建築	N;NOM;MASC;SG;3	N
تشنیع	責難	تشنیع	責難	N;NOM;MASC;SG;3	N
تشویش	畏	تشویش	畏	N;NOM;MASC;SG;3	N
تشویش	焦慮	تشویش	焦慮	N;NOM;MASC;SG;3	N
تشویش	畏	تشویش	畏	N;NOM;MASC;SG;3	N
تشویش	焦慮	تشویش	焦慮	N;NOM;MASC;SG;3	N
تشہیر	恥辱	تشہیر	恥辱	N;NOM;MASC;SG;3	N
تشہیر	恥辱	تشہیر	恥辱	N;NOM;MASC;SG;3	N
تشہیر	宣傳	تشہیر	宣傳	N;NOM;MASC;SG;3	N
تصافُح	握手	تصافُح	握手	N;NOM;MASC;SG;3	N
تصانیف	圖書	تصانیف	圖書	N;NOM;MASC;SG;3	N
تصانیف	書	تصانیف	書	N;NOM;MASC;SG;3	N
تصانیف	書籍	تصانیف	書籍	N;NOM;MASC;SG;3	N
تصاویر	圖片	تصاویر	圖片	N;NOM;MASC;SG;3	N
تصاویر	像片	تصاویر	像片	N;NOM;MASC;SG;3	N
تصاویر	圖畫	تصاویر	圖畫	N;NOM;MASC;SG;3	N
تصاویر	照片	تصاویر	照片	N;NOM;MASC;SG;3	N
تصحیح	校正	تصحیح	校正	N;NOM;MASC;SG;3	N
تصحیح	矯	تصحیح	矯	N;NOM;MASC;SG;3	N
تصدیق	認證	تصدیق	認證	N;NOM;MASC;SG;3	N
تصدیق	前	تصدیق	前	N;NOM;MASC;SG;3	N
تصدیق	申明	تصدیق	申明	N;NOM;MASC;SG;3	N
تصدیق	認證	تصدیق	認證	N;NOM;MASC;SG;3	N
تصدیق	佐證	تصدیق	佐證	N;NOM;MASC;SG;3	N
تصدیق	確證	تصدیق	確證	N;NOM;MASC;SG;3	N
تصدیق	前	تصدیق	前	N;NOM;MASC;SG;3	N
تصدیق	認證	تصدیق	認證	N;NOM;MASC;SG;3	N
تصریح	細節	تصریح	細節	N;NOM;MASC;SG;3	N
تصریح	詳細	تصریح	詳細	N;NOM;MASC;SG;3	N
تصریح	詳情	تصریح	詳情	N;NOM;MASC;SG;3	N
تصعید	海拔	تصعید	海拔	N;NOM;MASC;SG;3	N
تصنیف	圖書	تصنیف	圖書	N;NOM;MASC;SG;3	N
تصنیف	書	تصنیف	書	N;NOM;MASC;SG;3	N
تصنیف	書籍	تصنیف	書籍	N;NOM;MASC;SG;3	N
تصویر	像片	تصویر	像片	N;NOM;MASC;SG;3	N
تصویر	照片	تصویر	照片	N;NOM;MASC;SG;3	N
تصویر	繪圖	تصویر	繪圖	N;NOM;MASC;SG;3	N
تصویر	圖畫	تصویر	圖畫	N;NOM;MASC;SG;3	N
تصویر	繪畫	تصویر	繪畫	N;NOM;MASC;SG;3	N
تصویر	畫像	تصویر	畫像	N;NOM;MASC;SG;3	N
تصویر	肖像	تصویر	肖像	N;NOM;MASC;SG;3	N
تصویر	畫	تصویر	畫	N;NOM;MASC;SG;3	N
تصویر	油畫	تصویر	油畫	N;NOM;MASC;SG;3	N
تصویر	繪畫	تصویر	繪畫	N;NOM;MASC;SG;3	N
تصویر	影象	تصویر	影象	N;NOM;MASC;SG;3	N
تصویر	影像	تصویر	影像	N;NOM;MASC;SG;3	N
تصویر	圖片	تصویر	圖片	N;NOM;MASC;SG;3	N
تصویر	像片	تصویر	像片	N;NOM;MASC;SG;3	N
تصویر	照片	تصویر	照片	N;NOM;MASC;SG;3	N
تصویر	照片	تصویر	照片	N;NOM;MASC;SG;3	N
تصویر	圖片	تصویر	圖片	N;NOM;MASC;SG;3	N
تصویر	像片	تصویر	像片	N;NOM;MASC;SG;3	N
تصویر	照片	تصویر	照片	N;NOM;MASC;SG;3	N
تصویر	繪圖	تصویر	繪圖	N;NOM;MASC;SG;3	N
تصویر	圖畫	تصویر	圖畫	N;NOM;MASC;SG;3	N
تصویر	繪畫	تصویر	繪畫	N;NOM;MASC;SG;3	N
تصویر	畫像	تصویر	畫像	N;NOM;MASC;SG;3	N
تصویر	肖像	تصویر	肖像	N;NOM;MASC;SG;3	N
تصویر	畫	تصویر	畫	N;NOM;MASC;SG;3	N
تصویر	油畫	تصویر	油畫	N;NOM;MASC;SG;3	N
تصویر	繪畫	تصویر	繪畫	N;NOM;MASC;SG;3	N
تصویر	影象	تصویر	影象	N;NOM;MASC;SG;3	N
تصویر	影像	تصویر	影像	N;NOM;MASC;SG;3	N
تصویر	圖片	تصویر	圖片	N;NOM;MASC;SG;3	N
تصویر	像片	تصویر	像片	N;NOM;MASC;SG;3	N
تصویر	照片	تصویر	照片	N;NOM;MASC;SG;3	N
تصویر	照片	تصویر	照片	N;NOM;MASC;SG;3	N
تصویر	圖片	تصویر	圖片	N;NOM;MASC;SG;3	N
تضاد	矛盾	تضاد	矛盾	N;NOM;MASC;SG;3	N
تضحیکی	可笑	تضحیکی	可笑	ADJ	ADJ
تضمین	包容	تضمین	包容	N;NOM;MASC;SG;3	N
تطابُق	書信	تطابُق	書信	N;NOM;MASC;SG;3	N
تعارض	競爭	تعارض	競爭	N;NOM;MASC;SG;3	N
تعارض	競賽	تعارض	競賽	N;NOM;MASC;SG;3	N
تعارض	矛盾	تعارض	矛盾	N;NOM;MASC;SG;3	N
تعارف	行賄	تعارف	行賄	N;NOM;MASC;SG;3	N
تعداد	數字	تعداد	數字	N;NOM;MASC;SG;3	N
تعداد	數	تعداد	數	N;NOM;MASC;SG;3	N
تعداد	號碼	تعداد	號碼	N;NOM;MASC;SG;3	N
تعداد	編號	تعداد	編號	N;NOM;MASC;SG;3	N
تعداد	總和	تعداد	總和	N;NOM;MASC;SG;3	N
تعداد	力氣	تعداد	力氣	N;NOM;MASC;SG;3	N
تعداد	強度	تعداد	強度	N;NOM;MASC;SG;3	N
تعداد	實力	تعداد	實力	N;NOM;MASC;SG;3	N
تعداد	力量	تعداد	力量	N;NOM;MASC;SG;3	N
تعداد	體力	تعداد	體力	N;NOM;MASC;SG;3	N
تعداد	金額	تعداد	金額	N;NOM;MASC;SG;3	N
تعداد	款額	تعداد	款額	N;NOM;MASC;SG;3	N
تعداد	數額	تعداد	數額	N;NOM;MASC;SG;3	N
تعداد	列舉	تعداد	列舉	N;NOM;MASC;SG;3	N
تعریف	定義	تعریف	定義	N;NOM;MASC;SG;3	N
تعریف	嘉獎	تعریف	嘉獎	N;NOM;MASC;SG;3	N
تعریف	定義	تعریف	定義	N;NOM;MASC;SG;3	N
تعریف	嘉獎	تعریف	嘉獎	N;NOM;MASC;SG;3	N
تعزیت	弔唁	تعزیت	弔唁	N;NOM;MASC;SG;3	N
تعزیر	刑罰	تعزیر	刑罰	N;NOM;MASC;SG;3	N
تعزیر	懲罰	تعزیر	懲罰	N;NOM;MASC;SG;3	N
تعزیر	處罰	تعزیر	處罰	N;NOM;MASC;SG;3	N
تعزیر	責難	تعزیر	責難	N;NOM;MASC;SG;3	N
تعزیر	刑罰	تعزیر	刑罰	N;NOM;MASC;SG;3	N
تعزیر	懲罰	تعزیر	懲罰	N;NOM;MASC;SG;3	N
تعزیر	處罰	تعزیر	處罰	N;NOM;MASC;SG;3	N
تعزیر	罰	تعزیر	罰	N;NOM;MASC;SG;3	N
تعزیر	懲罰	تعزیر	懲罰	N;NOM;MASC;SG;3	N
تعزیر	處罰	تعزیر	處罰	N;NOM;MASC;SG;3	N
تعزیر	刑罰	تعزیر	刑罰	N;NOM;MASC;SG;3	N
تعزیر	責難	تعزیر	責難	N;NOM;MASC;SG;3	N
تعسُّر	困難	تعسُّر	困難	N;NOM;MASC;SG;3	N
تعسُّر	難度	تعسُّر	難度	N;NOM;MASC;SG;3	N
تعسُّر	貧窮	تعسُّر	貧窮	N;NOM;MASC;SG;3	N
تعسُّر	貧困	تعسُّر	貧困	N;NOM;MASC;SG;3	N
تعشُّق	戀愛	تعشُّق	戀愛	N;NOM;MASC;SG;3	N
تعشُّق	愛情	تعشُّق	愛情	N;NOM;MASC;SG;3	N
تعشُّق	願望	تعشُّق	願望	N;NOM;MASC;SG;3	N
تعشُّق	慾望	تعشُّق	慾望	N;NOM;MASC;SG;3	N
تعشُّق	嚮往	تعشُّق	嚮往	N;NOM;MASC;SG;3	N
تعشُّق	願望	تعشُّق	願望	N;NOM;MASC;SG;3	N
تعشُّق	親情	تعشُّق	親情	N;NOM;MASC;SG;3	N
تعطیل	假期	تعطیل	假期	N;NOM;MASC;SG;3	N
تعطیل	假日	تعطیل	假日	N;NOM;MASC;SG;3	N
تعطیل	節日	تعطیل	節日	N;NOM;MASC;SG;3	N
تعطیل	假期	تعطیل	假期	N;NOM;MASC;SG;3	N
تعظیم	膜	تعظیم	膜	N;NOM;FEM;SG;3	N
تعظیم	尊重	تعظیم	尊重	N;NOM;FEM;SG;3	N
تعظیم	名譽	تعظیم	名譽	N;NOM;FEM;SG;3	N
تعظیم	榮譽	تعظیم	榮譽	N;NOM;FEM;SG;3	N
تعظیم	膜	تعظیم	膜	N;NOM;FEM;SG;3	N
تعظیم	尊重	تعظیم	尊重	N;NOM;FEM;SG;3	N
تعظیم	名譽	تعظیم	名譽	N;NOM;FEM;SG;3	N
تعظیم	榮譽	تعظیم	榮譽	N;NOM;FEM;SG;3	N
تعلیم	教書	تعلیم	教書	N;NOM;FEM;SG;3	N
تعلیم	教學	تعلیم	教學	N;NOM;FEM;SG;3	N
تعلیم	教	تعلیم	教	N;NOM;FEM;SG;3	N
تعلیم	教育	تعلیم	教育	N;NOM;FEM;SG;3	N
تعلیم	學歷	تعلیم	學歷	N;NOM;FEM;SG;3	N
تعلیم	教學	تعلیم	教學	N;NOM;FEM;SG;3	N
تعلیم	指令	تعلیم	指令	N;NOM;FEM;SG;3	N
تعلیم	教書	تعلیم	教書	N;NOM;FEM;SG;3	N
تعلیم	教學	تعلیم	教學	N;NOM;FEM;SG;3	N
تعلیم	教	تعلیم	教	N;NOM;FEM;SG;3	N
تعلیم	教育	تعلیم	教育	N;NOM;FEM;SG;3	N
تعلیم	學歷	تعلیم	學歷	N;NOM;FEM;SG;3	N
تعمیر	大樓	تعمیر	大樓	N;NOM;FEM;SG;3	N
تعمیر	建築	تعمیر	建築	N;NOM;FEM;SG;3	N
تعمیر	結構	تعمیر	結構	N;NOM;FEM;SG;3	N
تعمیر	施工	تعمیر	施工	N;NOM;FEM;SG;3	N
تعمیر	建築	تعمیر	建築	N;NOM;FEM;SG;3	N
تعمیر	大樓	تعمیر	大樓	N;NOM;FEM;SG;3	N
تعمیر	建築	تعمیر	建築	N;NOM;FEM;SG;3	N
تعمیر	結構	تعمیر	結構	N;NOM;FEM;SG;3	N
تعمیل	處	تعمیل	處	N;NOM;MASC;SG;3	N
تعمیل	績效	تعمیل	績效	N;NOM;MASC;SG;3	N
تعمیل	業績	تعمیل	業績	N;NOM;MASC;SG;3	N
تعمیل	處	تعمیل	處	N;NOM;MASC;SG;3	N
تعمیل	績效	تعمیل	績效	N;NOM;MASC;SG;3	N
تعمیل	業績	تعمیل	業績	N;NOM;MASC;SG;3	N
تغذیہ	營養	تغذیہ	營養	N;NOM;MASC;SG;3	N
تغذیہ	營養	تغذیہ	營養	N;NOM;MASC;SG;3	N
تغذیہ	營養	تغذیہ	營養	N;NOM;MASC;SG;3	N
تغذیہ	營養	تغذیہ	營養	N;NOM;MASC;SG;3	N
تفارُق	組織	تفارُق	組織	N;NOM;MASC;SG;3	N
تفارُق	差額	تفارُق	差額	N;NOM;MASC;SG;3	N
تفارُق	區別	تفارُق	區別	N;NOM;MASC;SG;3	N
تفارُق	差別	تفارُق	差別	N;NOM;MASC;SG;3	N
تفارُق	差異	تفارُق	差異	N;NOM;MASC;SG;3	N
تفتیش	考試	تفتیش	考試	N;NOM;FEM;SG;3	N
تفتیش	查詢	تفتیش	查詢	N;NOM;FEM;SG;3	N
تفحُّص	搜尋	تفحُّص	搜尋	N;NOM;MASC;SG;3	N
تفرقہ	組織	تفرقہ	組織	N;NOM;MASC;SG;3	N
تفریح	樂趣	تفریح	樂趣	N;NOM;MASC;SG;3	N
تفریح	分流	تفریح	分流	N;NOM;MASC;SG;3	N
تفریح	娛樂	تفریح	娛樂	N;NOM;MASC;SG;3	N
تفریح	娛樂	تفریح	娛樂	N;NOM;MASC;SG;3	N
تفریح	休閒	تفریح	休閒	N;NOM;MASC;SG;3	N
تفریق	區分	تفریق	區分	N;NOM;MASC;SG;3	N
تفریق	區別	تفریق	區別	N;NOM;MASC;SG;3	N
تفریق	誤會	تفریق	誤會	N;NOM;MASC;SG;3	N
تفریق	醋意	تفریق	醋意	N;NOM;MASC;SG;3	N
تفریق	分類	تفریق	分類	N;NOM;MASC;SG;3	N
تفریق	區分	تفریق	區分	N;NOM;MASC;SG;3	N
تفریق	區別	تفریق	區別	N;NOM;MASC;SG;3	N
تفریق	減法	تفریق	減法	N;NOM;MASC;SG;3	N
تفریق	誤會	تفریق	誤會	N;NOM;MASC;SG;3	N
تفریق	醋意	تفریق	醋意	N;NOM;MASC;SG;3	N
تفریق	分類	تفریق	分類	N;NOM;MASC;SG;3	N
تفصیل	詳情	تفصیل	詳情	N;NOM;MASC;SG;3	N
تفصیل	細節	تفصیل	細節	N;NOM;MASC;SG;3	N
تفصیل	詳情	تفصیل	詳情	N;NOM;MASC;SG;3	N
تفہیم	教書	تفہیم	教書	N;NOM;MASC;SG;3	N
تفہیم	教學	تفہیم	教學	N;NOM;MASC;SG;3	N
تفہیم	教	تفہیم	教	N;NOM;MASC;SG;3	N
تقاتُل	格鬥	تقاتُل	格鬥	N;NOM;MASC;SG;3	N
تقاتُل	打架	تقاتُل	打架	N;NOM;MASC;SG;3	N
تقاتُل	戰鬥	تقاتُل	戰鬥	N;NOM;MASC;SG;3	N
تقارُب	收斂	تقارُب	收斂	N;NOM;MASC;SG;3	N
تقاضا	需求	تقاضا	需求	N;NOM;MASC;SG;3	N
تقاضا	債權	تقاضا	債權	N;NOM;MASC;SG;3	N
تقاضائی	緊迫	تقاضائی	緊迫	N;NOM;MASC;SG;3	N
تقاطُر	雨絲	تقاطُر	雨絲	N;NOM;MASC;SG;3	N
تقاطُر	蒸餾	تقاطُر	蒸餾	N;NOM;MASC;SG;3	N
تقاطُع	公路	تقاطُع	公路	N;NOM;MASC;SG;3	N
تقاطُع	道路	تقاطُع	道路	N;NOM;MASC;SG;3	N
تقاطُع	路口	تقاطُع	路口	N;NOM;MASC;SG;3	N
تقدُّس	純度	تقدُّس	純度	N;NOM;MASC;SG;3	N
تقدُّس	純淨	تقدُّس	純淨	N;NOM;MASC;SG;3	N
تقدیر	財富	تقدیر	財富	N;NOM;FEM;SG;3	N
تقدیر	命運	تقدیر	命運	N;NOM;FEM;SG;3	N
تقدیر	運氣	تقدیر	運氣	N;NOM;FEM;SG;3	N
تقدیر	財富	تقدیر	財富	N;NOM;FEM;SG;3	N
تقدیر	天命	تقدیر	天命	N;NOM;FEM;SG;3	N
تقدیر	命運	تقدیر	命運	N;NOM;FEM;SG;3	N
تقدیر	命運	تقدیر	命運	N;NOM;FEM;SG;3	N
تقدیر	運氣	تقدیر	運氣	N;NOM;FEM;SG;3	N
تقریب	儀式	تقریب	儀式	N;NOM;FEM;SG;3	N
تقریب	禮	تقریب	禮	N;NOM;FEM;SG;3	N
تقریب	節慶	تقریب	節慶	N;NOM;FEM;SG;3	N
تقریب	節日	تقریب	節日	N;NOM;FEM;SG;3	N
تقریب	原因	تقریب	原因	N;NOM;FEM;SG;3	N
تقریب	場合	تقریب	場合	N;NOM;FEM;SG;3	N
تقریب	理由	تقریب	理由	N;NOM;FEM;SG;3	N
تقریب	理性	تقریب	理性	N;NOM;FEM;SG;3	N
تقریب	原因	تقریب	原因	N;NOM;FEM;SG;3	N
تقریب	儀式	تقریب	儀式	N;NOM;FEM;SG;3	N
تقریب	禮	تقریب	禮	N;NOM;FEM;SG;3	N
تقریب	節慶	تقریب	節慶	N;NOM;FEM;SG;3	N
تقریب	節日	تقریب	節日	N;NOM;FEM;SG;3	N
تقریب	原因	تقریب	原因	N;NOM;FEM;SG;3	N
تقریب	場合	تقریب	場合	N;NOM;FEM;SG;3	N
تقریب	儀式	تقریب	儀式	N;NOM;FEM;SG;3	N
تقریب	理由	تقریب	理由	N;NOM;FEM;SG;3	N
تقریب	理性	تقریب	理性	N;NOM;FEM;SG;3	N
تقریب	原因	تقریب	原因	N;NOM;FEM;SG;3	N
تقریر	話	تقریر	話	N;NOM;FEM;SG;3	N
تقریر	地址	تقریر	地址	N;NOM;FEM;SG;3	N
تقریر	住址	تقریر	住址	N;NOM;FEM;SG;3	N
تقریر	講課	تقریر	講課	N;NOM;FEM;SG;3	N
تقریر	演講	تقریر	演講	N;NOM;FEM;SG;3	N
تقریر	話	تقریر	話	N;NOM;FEM;SG;3	N
تقریر	講話	تقریر	講話	N;NOM;FEM;SG;3	N
تقریر	演講	تقریر	演講	N;NOM;FEM;SG;3	N
تقریر	語音	تقریر	語音	N;NOM;FEM;SG;3	N
تقریر	地址	تقریر	地址	N;NOM;FEM;SG;3	N
تقریر	住址	تقریر	住址	N;NOM;FEM;SG;3	N
تقریر	講課	تقریر	講課	N;NOM;FEM;SG;3	N
تقریر	演講	تقریر	演講	N;NOM;FEM;SG;3	N
تقریرکرنا	講	تقریرکرنا	講	V;SG;NFIN;ACT	V
تقسیم	組織	تقسیم	組織	N;NOM;FEM;SG;3	N
تقطیع	解剖	تقطیع	解剖		
تقلیدکرنا	跟	تقلیدکرنا	跟	V;NFIN	V
تقویت	力氣	تقویت	力氣	N;NOM;MASC;SG;3	N
تقویت	強度	تقویت	強度	N;NOM;MASC;SG;3	N
تقویت	實力	تقویت	實力	N;NOM;MASC;SG;3	N
تقویت	力量	تقویت	力量	N;NOM;MASC;SG;3	N
تقویت	體力	تقویت	體力	N;NOM;MASC;SG;3	N
تقویت	援助	تقویت	援助	N;NOM;MASC;SG;3	N
تک	直到	تک	直到	ADP	ADP
تکاثُر	繁榮	تکاثُر	繁榮	N;NOM;MASC;SG;3	N
تکاثُف	厚度	تکاثُف	厚度	N;NOM;MASC;SG;3	N
تکالیف	煩惱	تکلیف	煩惱	N;NOM;MASC;PL;3	N
تکان	毆打	تکان	毆打		
تکان	吹	تکان	吹		
تکان	毆打	تکان	毆打		
تکان	吹	تکان	吹		
تکبُّر	傲慢	تکبُّر	傲慢	N;NOM;MASC;SG;3	N
تکبُّر	自豪	تکبُّر	自豪	N;NOM;MASC;SG;3	N
تکبُّر	驕傲	تکبُّر	驕傲	N;NOM;MASC;SG;3	N
تکثیر	過量	تکثیر	過量	N;NOM;MASC;SG;3	N
تکثیر	超額	تکثیر	超額	N;NOM;MASC;SG;3	N
تکثیر	乘法	تکثیر	乘法	N;NOM;MASC;SG;3	N
تکذیب	矛盾	تکذیب	矛盾	N;NOM;MASC;SG;3	N
تکرار	爭端	تکرار	爭端	N;NOM;MASC;SG;3	N
تکرار	糾紛	تکرار	糾紛	N;NOM;MASC;SG;3	N
تکرار	爭議	تکرار	爭議	N;NOM;MASC;SG;3	N
تکرار	爭議	تکرار	爭議	N;NOM;MASC;SG;3	N
تکرار	論證	تکرار	論證	N;NOM;MASC;SG;3	N
تکرار	論據	تکرار	論據	N;NOM;MASC;SG;3	N
تکرار	論點	تکرار	論點	N;NOM;MASC;SG;3	N
تکرار	爭端	تکرار	爭端	N;NOM;MASC;SG;3	N
تکرار	糾紛	تکرار	糾紛	N;NOM;MASC;SG;3	N
تکرار	爭議	تکرار	爭議	N;NOM;MASC;SG;3	N
تکرار	爭議	تکرار	爭議	N;NOM;MASC;SG;3	N
تکرار	論證	تکرار	論證	N;NOM;MASC;SG;3	N
تکرار	論據	تکرار	論據	N;NOM;MASC;SG;3	N
تکرار	論點	تکرار	論點	N;NOM;MASC;SG;3	N
تکریم	名譽	تکریم	名譽	N;NOM;MASC;SG;3	N
تکریم	榮譽	تکریم	榮譽	N;NOM;MASC;SG;3	N
تکریم	名譽	تکریم	名譽	N;NOM;MASC;SG;3	N
تکریم	榮譽	تکریم	榮譽	N;NOM;MASC;SG;3	N
تکریم	尊重	تکریم	尊重	N;NOM;MASC;SG;3	N
تکلُّف	麻煩	تکلُّف	麻煩	N;NOM;MASC;SG;3	N
تکلُّف	約束	تکلُّف	約束	N;NOM;MASC;SG;3	N
تکلُّف	制約	تکلُّف	制約	N;NOM;MASC;SG;3	N
تکلُّف	儀式	تکلُّف	儀式	N;NOM;MASC;SG;3	N
تکلُّف	手續	تکلُّف	手續	N;NOM;MASC;SG;3	N
تکلیف	危難	تکلیف	危難	N;NOM;FEM;SG;3	N
تکلیف	遇險	تکلیف	遇險	N;NOM;FEM;SG;3	N
تکلیف	困難	تکلیف	困難	N;NOM;FEM;SG;3	N
تکلیف	難度	تکلیف	難度	N;NOM;FEM;SG;3	N
تکلیف	麻煩	تکلیف	麻煩	N;NOM;FEM;SG;3	N
تکلیف	苦難	تکلیف	苦難	N;NOM;FEM;SG;3	N
تکلیف	痛苦	تکلیف	痛苦	N;NOM;FEM;SG;3	N
تکلیف	痛	تکلیف	痛	N;NOM;FEM;SG;3	N
تکلیف	傷痛	تکلیف	傷痛	N;NOM;FEM;SG;3	N
تکلیف	疼痛	تکلیف	疼痛	N;NOM;FEM;SG;3	N
تکلیف	痛苦	تکلیف	痛苦	N;NOM;FEM;SG;3	N
تکمیل	處	تکمیل	處	N;NOM;MASC;SG;3	N
تکمیل	完善	تکمیل	完善	N;NOM;MASC;SG;3	N
تکمیل	處	تکمیل	處	N;NOM;MASC;SG;3	N
تکمیل	完善	تکمیل	完善	N;NOM;MASC;SG;3	N
تکوین	創世	تکوین	創世	N;NOM;MASC;SG;3	N
تکوین	起源	تکوین	起源	N;NOM;MASC;SG;3	N
تِکھارنا	確認	تِکھار	確認	V;SG;NFIN;ACT	V
تِکھارنا	證實	تِکھار	證實	V;SG;NFIN;ACT	V
