스쿼시	squash	스쿼시	squash	N	N;NOM;MASC;SG
본질	suština	본질	suština	N	N;NOM;FEM;SG
까다로운	lukav	까다롭+ㄴ	lukav	ADJ	ADJ;NOM;INDF;MASC;SG
매뉴얼	priručnik	매뉴얼	priručnik	N	N;NOM;MASC;SG
안전성	sigurnost	안전성	sigurnost	N	N;NOM;FEM;SG
예매	rezervacije	예매	rezervacija	N	N;NOM;FEM;PL
예매	rezervacija	예매	rezervacija	N	N;NOM;FEM;SG
볼링	kuglanje	볼링	kuglanje	N	N;NOM;NEUT;SG
향수	mirisima	향수	miris	N	N;INS;MASC;PL
향수	mirisi	향수	miris	N	N;NOM;MASC;PL
향수	nostalgija	향수	nostalgija	N	N;NOM;FEM;SG
향수	miris	향수	miris	N	N;NOM;MASC;SG
향수	parfem	향수	Parfem	N	N;NOM;MASC;SG
향수	parfema	향수	parfem	N	N;GEN;MASC;SG
국민투표	referendum	국민투표	referendum	N	N;NOM;MASC;SG
술집	pub	술집	pub	N	N;NOM;MASC;SG
이더넷	ethernet	이더넷	ethernet	N	N;NOM;MASC;SG
부관	zamjenik	부관	zamjenik	N	N;NOM;MASC;SG
신탁	povjerenje	신탁	povjerenje	N	N;NOM;NEUT;SG
칙령	edikt	칙령	edikt	N	N;NOM;MASC;SG
상어	ajkule	상어	ajkula	N	N;NOM;FEM;PL
근로자	radnice	근로자	radnica	N	N;NOM;FEM;PL
근로자	radnika	근로자	radnik	N	N;GEN;MASC;PL
근로자	radnici	근로자	radnik	N	N;NOM;MASC;PL
근로자	radnicima	근로자	radnik	N	N;DAT;MASC;PL
근로자	radnica	근로자	radnica	N	N;NOM;FEM;SG
근로자	radnik	근로자	radnik	N	N;NOM;MASC;SG
응답	odgovori	응답	odgovor	N	N;NOM;MASC;PL
응답	odgovor	응답	odgovor	N	N;NOM;MASC;SG
응답	odgovori	응답	odgovor	N	N;NOM;MASC;PL
응답	odgovor	응답	odgovor	N	N;NOM;MASC;SG
응답	odgovori	응답	odgovor	N	N;NOM;MASC;PL
저널리즘	novinarstvo	저널리즘	novinarstvo	N	N;NOM;NEUT;SG
저널리즘	novinarstva	저널리즘	novinarstvo	N	N;NOM;NEUT;PL
텅스텐	volfram	텅스텐	volfram	N	N;NOM;MASC;SG
이륙	polijetanje	이륙	polijetanje	N	N;NOM;NEUT;SG
등대	svjetionik	등대	svjetionik	N	N;NOM;MASC;SG
등대	svjetionika	등대	svjetionika	N	N;ACC;MASC;SG
던지기	baci	던지기	baciti	V	V;IND;SG;3;PRS;FIN
통계학	statistika	통계학	statistika	N	N;NOM;FEM;SG
통계학	statistike	통계학	statistika	N	N;NOM;FEM;PL
픽션	fantastika	픽션	fantastika	N	N;NOM;FEM;SG
픽션	fikcija	픽션	fikcija	N	N;NOM;FEM;SG
혐오	gađenje	혐오	gađenje	N	N;NOM;NEUT;SG
혐오	mržnja	혐오	mržnja	N	N;NOM;FEM;SG
혐오	mržnja	혐오	mržnja	N	N;NOM;FEM;SG
등산	penjanje	등산	penjanje	N	N;NOM;NEUT;SG
천장	strop	천장	strop	N	N;NOM;MASC;SG
천장	stropovi	천장	strop	N	N;NOM;MASC;PL
신용카드	kredit	신용카드	kredit	N	N;NOM;MASC;SG
대리석	mramor	대리석	mramor	N	N;NOM;MASC;SG
핸드	ruka	핸드	ruka	N	N;NOM;FEM;SG
핸드	ruku	핸드	ruka	N	N;ACC;FEM;SG
외모	pojava	외모	pojava	N	N;NOM;FEM;SG
외모	izgled	외모	izgled	N	N;NOM;MASC;SG
외모	pojavljivanje	외모	pojavljivanje	N	N;NOM;NEUT;SG
보행자	pješaka	보행자	pješak	N	N;GEN;MASC;PL
보행자	pješaka	보행자	pješak	N	N;GEN;MASC;PL
당구	biljar	당구	biljar	N	N;NOM;MASC;SG
형제들	braca	형제+들	brac	N	N;NOM;MASC;SG
형제들	braća	형제+들	braća	N	N;NOM;MASC;PL
외로운	usamljeno	외롭+ㄴ	usamljeno	ADJ	ADJ;NOM;DEF;NEUT;SG;V.PTCP
외로운	usamljeni	외롭+ㄴ	usamljen	ADJ	ADJ;NOM;DEF;MASC;PL;V.PTCP
외로운	usamljena	외롭+ㄴ	usamljen	ADJ	ADJ;NOM;DEF;FEM;SG;V.PTCP
라벨	etikete	라벨	etiketa	N	N;NOM;FEM;PL
라벨	etiketa	라벨	etiketa	N	N;NOM;FEM;SG
라벨	oznaka	라벨	oznaka	N	N;NOM;FEM;SG
벽돌	cigle	벽돌	cigla	N	N;NOM;FEM;PL
벽돌	cigle	벽돌	cigla	N	N;NOM;FEM;PL
벽돌	brick	벽돌	brick	N	N;NOM;MASC;SG
벽돌	ciglu	벽돌	cigla	N	N;ACC;FEM;SG
벽돌	cigla	벽돌	ciga	N	N;NOM;MASC;SG
폴란드인	poljaci	폴란드인	poljak	N	N;NOM;MASC;PL
백금	platine	백금	platina	N	N;NOM;FEM;PL
걷기	hodam	걷+기	hodati	V	V;IND;SG;1;PRS;FIN
걷기	hodati	걷+기	hodati	V	V;NFIN
걷기	hodali	걷+기	hodati	V	V;MASC;PL;PST;V.PTCP;ACT
걷기	hodao	걷+기	hodati	V	V;MASC;SG;PST;V.PTCP;ACT
걷기	hodala	걷+기	hodati	V	V;FEM;SG;PST;V.PTCP;ACT
걷기	hodaj	걷+기	hodaj	V	V;IND;SG;2;PRS;FIN
바지	pantalone	바지	pantalon	N	N;NOM;FEM;PL
바지	hlače	바지	hlača	N	N;NOM;FEM;PL
바지	pantalone	바지	pantalon	N	N;NOM;FEM;PL
바지	hlače	바지	hlača	N	N;NOM;FEM;PL
설득	uvjeravanja	설득	uvjeravanje	N	N;NOM;NEUT;PL
설득	uvjeravanje	설득	uvjeravanje	N	N;NOM;NEUT;SG
부트	čizma	부트	čizma	N	N;NOM;FEM;SG
애슬론	athlon	애슬론	athlon	N	N;NOM;MASC;SG
완화	ublažavanja	완화	ublažavanje	N	N;NOM;NEUT;SG
완화	ublažavanje	완화	ublažavanje	N	N;NOM;NEUT;SG
회귀	regresija	회귀	regresija	N	N;NOM;FEM;SG
떠나기	ostavi	떠나+기	ostaviti	V	V;IND;SG;3;PRS;FIN
떠나기	napusti	떠나+기	napustiti	V	V;IND;SG;3;PRS;FIN
농도	koncentracije	농도	koncentracija	N	N;NOM;FEM;PL
농도	koncentracija	농도	koncentracija	N	N;NOM;FEM;SG
농도	dubina	농도	dubina	N	N;NOM;FEM;SG
다이오드	dioda	다이오드	dioda	N	N;NOM;FEM;SG
다이오드	diode	다이오드	dioda	N	N;NOM;FEM;PL
샘플링	uzorak	샘플링	uzorak	N	N;NOM;MASC;SG
샘플링	uzorci	샘플링	uzorak	N	N;NOM;MASC;PL
샘플링	uzorkovanja	샘플링	uzorkovanje	N	N;NOM;NEUT;PL
튜브	cijev	튜브	cijev	N	N;NOM;FEM;SG
튜브	cijevi	튜브	cijev	N	N;NOM;FEM;PL
카트	kolica	카트	kolica	N	N;NOM;NEUT;PL
마르코프	markov	마르코프	markov	N	N;NOM;MASC;SG
직위	položaj	직위	položaj	N	N;NOM;MASC;SG
직위	pozicija	직위	pozicija	N	N;NOM;FEM;SG
직위	pozicije	직위	pozicija	N	N;NOM;FEM;PL
진흙	blato	진흙	blato	N	N;NOM;NEUT;SG
진흙	blata	진흙	blat	N	N;NOM;FEM;PL
적응	adaptacija	적응	adaptacija	N	N;NOM;FEM;SG
흡연	pušenje	흡연	pušenje	N	N;NOM;NEUT;SG
흡연	pušač	흡연	pušač	N	N;NOM;MASC;SG
복권	loto	복권	loto	N	N;NOM;MASC;SG
복권	lutriji	복권	lutrija	N	N;DAT;FEM;SG
복권	loto	복권	loto	N	N;NOM;MASC;SG
복권	lutrija	복권	lutrija	N	N;NOM;FEM;SG
피아트	fiat	피아트	fiat	N	N;NOM;MASC;SG
벤처	pothvat	벤처	pothvat	N	N;NOM;MASC;SG
부스	bute	부스	biti		
대머리	ćelav	대머리	ćelav	N	N;NOM;MASC;SG
로이스	reuss	로이스	reuss		
목차	sadržaj	목차	sadržaj	N	N;NOM;MASC;SG
결핵	tuberkulozu	결핵	tuberkuloz	N	N;ACC;FEM;SG
불평등	nejednakost	불평등	nejednakost	N	N;NOM;FEM;SG
남용	zloupotreba	남용	zloupotreba	N	N;NOM;FEM;SG
남용	zlostavljanje	남용	zlostavljanje	N	N;NOM;NEUT;SG
편집기	urednica	편집기	urednica	N	N;NOM;FEM;SG
편집기	urednik	편집기	urednik	N	N;NOM;MASC;SG
편집기	urednici	편집기	urednik	N	N;NOM;MASC;PL
줄무늬	pruge	줄무늬	pruga	N	N;NOM;FEM;PL
퇴직	umirovljenje	퇴직	umirovljenje	N	N;NOM;NEUT;SG
퇴직	mirovina	퇴직	mirovina	N	N;NOM;FEM;SG
포인터	pokazivač	포인터	pokazivač	N	N;NOM;MASC;SG
재활	rehabilitacija	재활	rehabilitacija	N	N;NOM;FEM;SG
재활	odvikavanje	재활	odvikavanje	N	N;NOM;NEUT;SG
재활	rehabilitaciju	재활	rehabilitacija	N	N;ACC;FEM;SG
재활	rehabilitacija	재활	rehabilitacija	N	N;NOM;FEM;SG
재활	rehabilitacije	재활	rehabilitacija	N	N;NOM;FEM;PL
재활	rehabilitaciju	재활	rehabilitacija	N	N;ACC;FEM;SG
통증	boli	통증	bol	N	N;NOM;FEM;SG
통증	bol	통증	bol	N	N;NOM;FEM;SG
통증	bolovi	통증	bol	N	N;NOM;MASC;PL
통증	bolovi	통증	bol	N	N;NOM;MASC;PL
복합체	kompleks	복합체	kompleks	N	N;NOM;MASC;SG
카누	kanui	카누	kanuti	N	N;NOM;MASC;PL
카누	kanu	카누	kana	N	N;NOM;NEUT;SG
시그널	signal	시그널	signal	N	N;NOM;MASC;SG
시그널	signala	시그널	signal	N	N;GEN;MASC;SG
어디서나	svuda	어디서나	svuda	ADV	ADV
어디서나	svugdje	어디서나	svugdje	ADV	ADV
댓글	komentar	댓글	komentar	N	N;NOM;MASC;SG
댓글	komentaru	댓글	komentar	N	N;DAT;MASC;SG
댓글	komentiranje	댓글	komentiranje	N	N;NOM;NEUT;SG
댓글	komentarima	댓글	komentar	N	N;DAT;MASC;PL
댓글	komentari	댓글	komentar	N	N;NOM;MASC;PL
댓글	komentare	댓글	komentar	N	N;ACC;MASC;PL
댓글	komentara	댓글	komentar	N	N;GEN;MASC;PL
아래쪽	dno	아래+쪽	dno	N	N;NOM;NEUT;SG
플로피	floppy	플로피	floppy	N	N;NOM;FEM;SG
조달	nabave	조달	nabava	N	N;NOM;FEM;PL
조달	nabavu	조달	nabava	N	N;ACC;FEM;SG
검출	otkrivanje	검출	otkrivanje	N	N;NOM;NEUT;SG
걷고	hodam	걷+고	hodati	V	V;IND;SG;1;PRS;FIN
걷고	hodati	걷+고	hodati	V	V;NFIN
범죄자	kriminalce	범죄자	kriminalac	N	N;ACC;MASC;PL
범죄자	zločinci	범죄자	zločinac	N	N;NOM;MASC;PL
범죄자	kriminalci	범죄자	kriminalac	N	N;NOM;MASC;PL
범죄자	kriminalac	범죄자	kriminalac	N	N;NOM;MASC;SG
입술	usnice	입술	usnica	N	N;NOM;FEM;PL
입술	usana	입술	usan	N	N;GEN;MASC;PL
입술	usnama	입술	usna	N	N;INS;FEM;PL
입술	usne	입술	usna	N	N;NOM;FEM;PL
입술	lipa	입술	lipa	N	N;NOM;FEM;SG
입술	lip	입술	lip	N	N
입술	lipe	입술	lipa	N	N;NOM;FEM;PL
농부	farmeri	농부	farmer	N	N;NOM;MASC;PL
농부	seljak	농부	seljak	N	N;NOM;MASC;SG
농부	farmer	농부	farmer	N	N;NOM;MASC;SG
호위	pratnja	호위	pratnja	N	N;NOM;FEM;SG
호위	pratnju	호위	pratnja	N	N;ACC;FEM;SG
실린더	cilindar	실린더	cilindar	N	N;NOM;MASC;SG
우분투	ubuntu	우분투	ubunt	N	N;NOM;MASC;SG
어시스트	asistencija	어시스트	asistencija	N	N;NOM;FEM;SG
브람스	brahms	브람스	brahms	N	N;NOM;MASC;SG
혈관	plovila	혈관	plovilo	N	N;NOM;NEUT;PL
혈관	žile	혈관	žila	N	N;NOM;FEM;PL
공상	sanjarenje	공상	sanjarenje	N	N;NOM;NEUT;SG
노래방	karaoke	노래방	karaoka	N	N;NOM;FEM;PL
공지	objava	공지	objava	N	N;NOM;FEM;SG
공지	najava	공지	najava	N	N;NOM;FEM;SG
공지	obavijest	공지	obavijest	N	N;NOM;FEM;SG
공지	najave	공지	najava	N	N;NOM;FEM;PL
잠금	zaključavanje	잠금	zaključavanje	N	N;NOM;NEUT;SG
잠금	zaključavanje	잠금	zaključavanje	N	N;NOM;NEUT;SG
루니	rooney	루니	rooney	N	N;NOM;MASC;SG
온실	staklenika	온실	staklenik	N	N;ANIM;ACC;MASC;SG
온실	staklenicima	온실	staklenik	N	N;DAT;MASC;PL
감지	otkrivanje	감+지	otkrivanje	N	N;NOM;NEUT;SG
통역	prevoditelj	통역	prevoditelj	N	N;NOM;MASC;SG
통역	prevodilac	통역	prevodilac	N	N;NOM;MASC;SG
연습생	vježba	연습생	vježba	N	N;NOM;FEM;SG
연습생	trening	연습생	trening	N	N;NOM;MASC;SG
연습생	praksa	연습생	praksa	N	N;NOM;FEM;SG
연습생	vježbanje	연습생	vježbanje	N	N;NOM;NEUT;SG
민병대	milicije	민병대	milicija	N	N;NOM;FEM;PL
민병대	milicija	민병대	milicija	N	N;NOM;FEM;SG
전갈자리	škorpion	전갈자리	škorpion	N	N;NOM;MASC;SG
물고기자리	riba	물고기+자리	riba	N	N;NOM;FEM;SG
자격증	kvalifikacije	자격증	kvalifikacija	N	N;NOM;FEM;PL
자격증	vjerodajnice	자격증	vjerodajnica	N	N;NOM;FEM;PL
가정교사	tutor	가정교사	tutor	N	N;NOM;MASC;SG
벤치	klupe	벤치	klupa	N	N;NOM;FEM;PL
벤치	klupi	벤치	klupa	N	N;DAT;FEM;SG
벤치	klupa	벤치	klup	N	N;NOM;FEM;SG
흔적	trag	흔적	trag	N	N;NOM;MASC;SG
흔적	tragovi	흔적	trag	N	N;NOM;MASC;PL
흔적	trag	흔적	trag	N	N;NOM;MASC;SG
흔적	staze	흔적	staza	N	N;NOM;FEM;PL
흔적	stazama	흔적	staza	N	N;INS;FEM;PL
비자	vizu	비자	viza	N	N;ACC;FEM;SG
비자	vize	비자	vize	N	N;NOM;FEM;PL
비자	visa	비자	visa	N	N;NOM;FEM;SG
비자	viza	비자	viza	N	N;NOM;FEM;SG
세르비아인	srbin	세르비아인	srbin	N	N;NOM;MASC;SG
세르비아인	srbe	세르비아인	srbe	N	N;ACC;MASC;PL
세르비아인	srbima	세르비아인	srbe	N	N;DAT;MASC;PL
세르비아인	srbin	세르비아인	srbin	N	N;NOM;MASC;SG
플루트	flautu	플루트	flauta	N	N;ACC;FEM;SG
플루트	flauta	플루트	flauta	N	N;NOM;FEM;SG
부모님	roditelji	부모님	roditelj	N	N;NOM;MASC;PL
부모님	roditelje	부모님	roditelj	N	N;ACC;MASC;PL
부모님	roditelj	부모님	roditelj	N	N;NOM;MASC;SG
수류탄	granate	수류탄	granata	N	N;NOM;FEM;PL
수류탄	granata	수류탄	granata	N	N;NOM;FEM;SG
수류탄	granate	수류탄	granata	N	N;NOM;FEM;PL
단락	paragraf	단락	paragraf	N	N;NOM;MASC;SG
단락	odlomak	단락	odlomak	N	N;NOM;MASC;SG
단락	paragrafa	단락	paragraf	N	N;ACC;MASC;SG
카세트	kazeta	카세트	kazeta	N	N;NOM;FEM;SG
카세트	kasete	카세트	kaseta	N	N;NOM;FEM;PL
거품	mjehurići	거품	mjehurić	N	N;NOM;MASC;PL
거품	mjehuriće	거품	mjehurić	N	N;ACC;MASC;PL
거품	pjena	거품	pjena	N	N;NOM;FEM;SG
거품	pjene	거품	pjena	N	N;NOM;FEM;PL
거품	pjenu	거품	pjena	N	N;ACC;FEM;SG
거품	mjehur	거품	mjehur	N	N;NOM;MASC;SG
거품	mjehurić	거품	mjehurić	N	N;NOM;MASC;SG
거품	pjena	거품	pjena	N	N;NOM;FEM;SG
랠리	skup	랠리	skup	N	N;NOM;MASC;SG
배너	natpis	배너	natpis	N	N;NOM;MASC;SG
배너	banner	배너	banner	N	N;NOM;MASC;SG
억제	inhibicija	억제	inhibicija	N	N;NOM;FEM;SG
억제	suzbijanje	억제	suzbijanje	N	N;NOM;NEUT;SG
억제	inhibitor	억제	inhibitor	N	N;NOM;MASC;SG
방학	odmor	방학	odmor	N	N;NOM;MASC;SG
가정부	sluškinja	가정부	sluškinja	N	N;NOM;FEM;SG
가정부	sobarica	가정부	sobarica	N	N;NOM;FEM;SG
가정부	služavka	가정부	služavka	N	N;NOM;FEM;SG
가정부	domaćica	가정부	domaćica	N	N;NOM;FEM;SG
멤버들	članove	멤버+들	član	N	N;ACC;MASC;PL
멤버들	članice	멤버+들	članica	N	N;NOM;FEM;PL
멤버들	članovi	멤버+들	član	N	N;NOM;MASC;PL
멤버들	članova	멤버+들	član	N	N;GEN;MASC;PL
애정	naklonost	애정	naklonost	N	N;ACC;FEM;SG
애정	privrženost	애정	privrženost	N	N;NOM;FEM;SG
볼륨	količina	볼륨	količina	N	N;NOM;FEM;SG
볼륨	volumen	볼륨	volumen	N	N;NOM;MASC;SG
볼륨	svezaka	볼륨	svezak	N	N;GEN;MASC;PL
엘프	vilenjak	엘프	vilenjak	N	N;NOM;MASC;SG
엘프	vilenjaci	엘프	vilenjak	N	N;NOM;MASC;PL
백조	labudovi	백조	labud	N	N;NOM;MASC;PL
백조	labuda	백조	labuda	N	N;NOM;MASC;SG
백조	swan	백조	swan	N	N;NOM;MASC;SG
백조	labud	백조	labud	N	N;NOM;MASC;SG
출판물	objavljivanje	출판물	objavljivanje	N	N;NOM;NEUT;SG
출판물	publikacija	출판물	publikacija	N	N;NOM;FEM;SG
발목	gležanj	발목	gležanj	N	N;NOM;MASC;SG
반체제	disident	반체제	disident	N	N;NOM;MASC;SG
중성미자	neutrina	중성미자	neutrina	N	N;NOM;MASC;SG
새우	kozice	새우	kozica	N	N;NOM;FEM;PL
새우	škampi	새우	škampa	N	N;NOM;MASC;PL
새우	škampe	새우	škampa	N	N;ACC;FEM;PL
혼돈	zbunjenost	혼돈	zbunjenost	N	N;NOM;FEM;SG
혼돈	zbrka	혼돈	zbrka	N	N;NOM;FEM;SG
혼돈	kaos	혼돈	kaos	N	N;NOM;MASC;SG
일관성	dosljednost	일관성	dosljednost	N	N;NOM;FEM;SG
손오공	goku	손오공	gok	N	N;NOM;MASC;SG
망치	čekić	망치	čekić	N	N;NOM;MASC;SG
지리학	geografija	지리학	geografija	N	N;NOM;FEM;SG
전자제품	elektroniku	전자제품	elektronika	N	N;ACC;FEM;SG
전자제품	elektronike	전자제품	elektronika	N	N;NOM;FEM;PL
재산권	nekretnine	재산권	nekretnina	N	N;NOM;FEM;PL
재산권	vlasništvo	재산권	vlasništvo	N	N;NOM;NEUT;SG
재산권	imovina	재산권	imovina	N	N;NOM;FEM;SG
장애물	ometanje	장애물	ometanje	N	N;NOM;NEUT;SG
장애물	skakanje	장애물	skakanje	N	N;NOM;NEUT;SG
장애물	zapreka	장애물	zapreka	N	N;NOM;FEM;SG
장애물	prepreka	장애물	prepreka	N	N;NOM;FEM;SG
장애물	prepreka	장애물	prepreka	N	N;NOM;FEM;SG
장애물	zapreke	장애물	zapreka	N	N;NOM;FEM;PL
장애물	prepreke	장애물	prepreka	N	N;NOM;FEM;PL
사용법	uporaba	사용법	uporaba	N	N;NOM;FEM;SG
사용법	upotreba	사용법	upotreba	N	N;NOM;FEM;SG
사용법	korištenje	사용법	korištenje	N	N;NOM;NEUT;SG
분사	ubrizgavanje	분사	ubrizgavanje	N	N;NOM;NEUT;SG
분사	injekcije	분사	injekcija	N	N;NOM;FEM;PL
분사	injekciju	분사	injekcija	N	N;ACC;FEM;SG
분사	injekcija	분사	injekcija	N	N;NOM;FEM;SG
절단	amputacija	절단	amputacija	N	N;NOM;FEM;SG
지뢰	mine	지뢰	mina	N	N;NOM;FEM;PL
지뢰	rudnici	지뢰	rudnik	N	N;NOM;MASC;PL
항생제	antibiotici	항생제	antibiotika	N	N;NOM;MASC;PL
항생제	antibiotike	항생제	antibiotik	N	N;ACC;MASC;PL
항생제	antibiotik	항생제	antibiotik	N	N;NOM;MASC;SG
정서	emocije	정서	emocija	N	N;NOM;FEM;PL
정서	emocija	정서	emocija	N	N;NOM;FEM;SG
현미경	mikroskopom	현미경	mikroskop	N	N;INS;MASC;SG
현미경	mikroskop	현미경	mikroskop	N	N;NOM;MASC;SG
육체	mesa	육체	meso	N	N;NOM;NEUT;PL
육체	meso	육체	meso	N	N;NOM;NEUT;SG
칩셋	chipset	칩셋	chipset	N	N;NOM;MASC;SG
아이튠즈	itunes	아이튠즈	itunes	N	N;NOM;MASC;SG
트레이딩	trgovanje	트레이딩	trgovanje	N	N;NOM;NEUT;SG
중요성	važnost	중요성	važnost	N	N;NOM;FEM;SG
중요성	važnosti	중요성	važnost	N	N;NOM;FEM;PL
중요성	značaj	중요성	značaj	N	N;NOM;MASC;SG
전화번호	mobitel	전화번호	mobitel	N	N;NOM;MASC;SG
전화번호	telefon	전화번호	telefon	N	N;NOM;MASC;SG
긴장	napetost	긴장	napetost	N	N;NOM;FEM;SG
긴장	napetosti	긴장	napetost	N	N;NOM;FEM;PL
긴장	tenzija	긴장	tenzija	N	N;NOM;FEM;SG
질투	ljubomora	질투	ljubomora	N	N;NOM;FEM;SG
질투	ljubomoran	질투	ljubomoran	N	N;NOM;MASC;SG
질투	ljubomora	질투	ljubomora	N	N;NOM;FEM;SG
질투	ljubomore	질투	ljubomora	N	N;NOM;FEM;PL
개선하기	poboljšati	개선+하+기	poboljšati	V	V;NFIN
플라스마	plazma	플라스마	plazma	N	N;NOM;FEM;SG
플라스마	plazme	플라스마	plazma	N	N;NOM;FEM;PL
플라스마	plazmu	플라스마	plazma	N	N;ACC;FEM;SG
수평으로	vodoravno	수평+으로	vodoravno	ADV	ADV
스테파니	steph	스테파니	steph		
타당성	izvedivosti	타당성	izvedivost	N	N;NOM;FEM;PL
타당성	valjanosti	타당성	valjanost	N	N;NOM;FEM;PL
랜드마크	orijentir	랜드마크	orijentir	N	N;NOM;MASC;SG
탈레반	talibani	탈레반	taliban	N	N;NOM;MASC;PL
탈레반	talibana	탈레반	taliban	N	N;ACC;MASC;SG
용접	zavarivač	용접	zavarivač	N	N;NOM;MASC;SG
용접	zavarivanje	용접	zavarivanje	N	N;NOM;NEUT;SG
악용	zloupotreba	악용	zloupotreba	N	N;NOM;FEM;SG
악용	zlostavljanje	악용	zlostavljanje	N	N;NOM;NEUT;SG
대리인	čuvari	대리+이+ㄴ	čuvar	N	N;NOM;MASC;PL
대리인	agent	대리+이+ㄴ	agent	N	N;NOM;MASC;SG
대리인	surogat	대리+이+ㄴ	surogat	N	N;NOM;MASC;SG
성기	penis	성기	penis	N	N;NOM;MASC;SG
성기	penisa	성기	penis	N	N;GEN;MASC;SG
성기	genitalije	성기	genitalija	N	N;NOM;FEM;PL
복수형	množina	복수형	množina	N	N;NOM;FEM;SG
콤보	kombinacija	콤보	kombinacija	N	N;NOM;FEM;SG
위생	higijenu	위생	higijena	N	N;ACC;FEM;SG
사구	dine	사구	dina	N	N;NOM;FEM;SG
사구	dinama	사구	dina	N	N;ACC;MASC;SG
사구	dine	사구	dina	N	N;NOM;FEM;SG
노예제	robinja	노예제	robinje	N	N;NOM;FEM;SG
노예제	rob	노예제	rob	N	N;NOM;MASC;SG
노예제	roba	노예제	roba	N	N;NOM;FEM;SG
노예제	ropstvo	노예제	ropstvo	N	N;NOM;NEUT;SG
노예제	roblje	노예제	roblje	N	N;NOM;NEUT;SG
인류학	antropologiju	인류학	antropologija	N	N;ACC;FEM;SG
집착	opsjednutost	집착	opsjednutost	N	N;NOM;FEM;SG
집착	opsesija	집착	opsesija	N	N;NOM;FEM;SG
가입자	pretplatnika	가입자	pretplatnik	N	N;ACC;MASC;SG
불만	pritužbe	불만	pritužba	N	N;NOM;FEM;PL
불만	pritužbi	불만	pritužba	N	N;NOM;FEM;PL
불만	žalbe	불만	žalba	N	N;NOM;FEM;PL
불만	nezadovoljstvo	불만	nezadovoljstvo	N	N;NOM;NEUT;SG
불만	nezadovoljstva	불만	nezadovoljstvo	N	N;NOM;NEUT;PL
불만	nezadovoljstvo	불만	nezadovoljstvo	N	N;NOM;NEUT;SG
구출	spašavanje	구출	spašavanje	N	N;NOM;NEUT;SG
명소	atrakcija	명소	atrakcija	N	N;NOM;FEM;SG
명소	znamenitosti	명소	znamenitost	N	N;NOM;FEM;PL
숭배	kult	숭배	kult	N	N;NOM;MASC;SG
숭배	obožavanje	숭배	obožavanje	N	N;NOM;NEUT;SG
독성	toksičnost	독성	toksičnost	N	N;NOM;FEM;SG
영사	konzul	영사	konzul	N	N;NOM;MASC;SG
치사	ubojstva	치사	ubojstvo	N	N;NOM;NEUT;PL
목장	pašnjak	목장	pašnjak	N	N;NOM;MASC;SG
목장	ranč	목장	ranč	N	N;NOM;MASC;SG
마찰음	frikativ	마찰음	frikativ	N	N;NOM;MASC;SG
주스	juice	주스	jugac	N	N;NOM;MASC;SG
주스	sok	주스	sok	N	N;NOM;MASC;SG
주스	sokovi	주스	sok	N	N;NOM;MASC;PL
주스	sokove	주스	sok	N	N;ACC;MASC;PL
펌웨어	firmware	증웨어	firmwar	N	N;NOM;MASC;SG
펀드	fond	펀드	fond	N	N;NOM;MASC;SG
펀드	sredstva	펀드	sredstvo	N	N;NOM;NEUT;PL
펀드	sredstava	펀드	sredstvo	N	N;NOM;NEUT;PL
펀드	fondove	펀드	fond	N	N;ACC;MASC;PL
명품	luksuz	명품	luksuz	N	N;NOM;MASC;SG
설문	ankete	설문	anketa	N	N;NOM;FEM;PL
설문	anketa	설문	anketa	N	N;NOM;FEM;SG
설문	ankete	설문	anketa	N	N;NOM;FEM;PL
설문	anketu	설문	anketa	N	N;ACC;FEM;SG
재미	zabava	재미	zabava	N	N;NOM;FEM;SG
산화물	oksid	산화물	oksid	N	N;NOM;MASC;SG
몰수	konfiskacija	몰수	konfiskacija	N	N;NOM;FEM;SG
악화	pogoršanje	악화	pogoršanje	N	N;NOM;NEUT;SG
경매	aukcije	경매	aukcija	N	N;NOM;FEM;PL
경매	aukcija	경매	aukcija	N	N;NOM;FEM;SG
경매	aukciju	경매	aukcija	N	N;ACC;FEM;SG
경매	aukciji	경매	aukcija	N	N;DAT;FEM;SG
경매	aukciji	경매	aukcija	N	N;DAT;FEM;SG
경매	aukcije	경매	aukcija	N	N;NOM;FEM;PL
머무르고	ostani	머무르+고	ostati	V	V;IMP;SG;2;PRS;FIN
도표	dijagram	도표	dijagram	N	N;NOM;MASC;SG
생산성	produktivnost	생산성	produktivnost	N	N;NOM;FEM;SG
대백과사전	enciklopediju	대백과류전	enciklopedija	N	N;ACC;FEM;SG
특사	izaslanik	특사	izaslanik	N	N;NOM;MASC;SG
당뇨병	dijabetes	당뇨병	dijabetes	N	N;NOM;MASC;SG
유방	grudi	유방	grud	N	N;NOM;FEM;PL
유방	dojke	유방	dojka	N	N;NOM;FEM;PL
여관	inn	여관	inn	N	N;NOM;MASC;SG
피에몬테	piedmont	피에몬테	piedmont		
기병대	konjica	기병대	konjica	N	N;NOM;FEM;SG
기병대	konjicu	기병대	konjica	N	N;ACC;FEM;SG
계몽주의	prosvjetljenje	계몽주의	prosvjetljenje	N	N;NOM;NEUT;SG
부호화	kodiranje	부호화	kodiranje	N	N;NOM;NEUT;SG
부호화	kodiranje	부호화	kodiranje	N	N;NOM;NEUT;SG
트랜잭션	transakcija	트랜잭션	transakcija	N	N;NOM;FEM;SG
트랜잭션	transakcije	트랜잭션	transakcija	N	N;NOM;FEM;PL
