pentru	pre	pentru	pre	ADP;ACC	ADP;ACC
introdus	vložená	introduce	vložený	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
introdus	vložené	introduce	vložený	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
medic	lekára	medic	lekár	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
medic	lekárovi	medic	lekár	N;INDF;MASC;SG	N;ANIM;DAT;MASC;SG
medic	liečiteľ	medic	liečiteľ	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
medic	lekár	medic	lekár	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
medic	medik	medic	medik	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
comandant	veliteľ	comandant	veliteľ	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
comandant	veliteľka	comandant	veliteľka	N;INDF;MASC;SG	N;NOM;FEM;SG
documente	dokumenty	document	dokument	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
documente	doklady	document	doklad	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
documente	dokumentov	document	dokument	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
documente	písomnosti	document	písomnosť	N;INDF;FEM;PL	N;NOM;FEM;PL
inclus	zaradené	include	zaradený	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
inclus	zahrnuté	include	zahrnutý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
inclus	zahrnutý	include	zahrnutý	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
volum	objem	volum	objem	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
volum	zväzok	volum	zväzok	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
volum	hlasitosť	volum	hlasitosť	N;INDF;MASC;SG	N;NOM;FEM;SG
meciuri	zápasy	meci	zápas	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
meciuri	zhody	meci	zhod	N;INDF;FEM;PL	N;NOM;FEM;PL
meciuri	zápalky	meci	zápalka	N;INDF;FEM;PL	N;NOM;FEM;PL
corp	tele	corp	telo	N;INDF;MASC;SG	N;NOM;NEUT;SG
corp	orgán	corp	orgán	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
corp	telo	corp	telo	N;INDF;MASC;SG	N;NOM;NEUT;SG
servicii	služby	serviciu	služba	N;INDF;FEM;PL	N;NOM;FEM;PL
servicii	služieb	serviciu	služba	N;INDF;FEM;PL	N;GEN;FEM;PL
servicii	služby	serviciu	služba	N;INDF;FEM;PL	N;NOM;FEM;PL
desfasurat	nasadený	desfasura	nasadený	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
house	house	hou	hous	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
house	domček	hou	domček	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
house	dom	hou	dom	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
caracter	znak	caracter	znak	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
caracter	postava	caracter	postava	N;INDF;MASC;SG	N;NOM;FEM;SG
caracter	charakter	caracter	charakter	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
caracter	postavu	caracter	postava	N;INDF;MASC;SG	N;ACC;FEM;SG
numara	počítať	numara	počítať	V;IND;SG;3;IPFV;FIN	V;IPFV;POS;NFIN
numara	spočítať	numara	spočítať	V;IND;SG;3;IPFV;FIN	V;PFV;POS;NFIN
teritoriu	územie	teritoriu	územie	N;INDF;MASC;SG	N;NOM;NEUT;SG
teritoriu	teritórium	teritoriu	teritórium	N;INDF;MASC;SG	N;NOM;NEUT;SG
south	juhu	south	juh	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
south	juh	south	juh	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
inlocuit	nahradený	inlocui	nahradený	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
inlocuit	nahradená	inlocui	nahradený	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
inlocuit	vymenené	inlocui	vymenený	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
inlocuit	nahradené	inlocui	nahradený	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
marin	mariňák	marin	mariňák	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
marin	námorník	marin	námorník	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
marin	marine	marin	marin	N;INDF;MASC;SG	N;NOM;FEM;SG
albume	albumy	album	album	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
albume	albumov	album	album	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
oscar	oskar	oscar	oskar	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
oscar	oscara	oscar	oscar	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
conflict	konfliktom	conflict	konflikt	N;INDF;MASC;SG	N;INAN;INS;MASC;SG
conflict	konflikt	conflict	konflikt	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
urmator	nasledujúci	urmator	nasledujúci	ADJ;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
urmator	ďalší	urmator	ďalší	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
urmator	ďalšie	urmator	ďalší	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
urmator	ďalšia	urmator	ďalší	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
jocuri	zápasy	joc	zápas	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
jocuri	hry	joc	hra	N;INDF;FEM;PL	N;NOM;FEM;PL
jocuri	hier	joc	hier	N;INDF;FEM;PL	N;GEN;FEM;PL
categorii	kategórie	categorie	kategória	N;INDF;FEM;PL	N;NOM;FEM;PL
categorii	kategórie	categorie	kategória	N;INDF;FEM;PL	N;NOM;FEM;PL
categorii	kategórií	categorie	kategória	N;INDF;FEM;PL	N;GEN;FEM;PL
acces	pristup	acces	pristup	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
acces	prístup	acces	prístup	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
specifice	konkrétnych	specific	konkrétny	ADJ;INDF;FEM;PL	ADJ;GEN;MASC;PL
primeste	prijímať	primi	prijímať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
primeste	dostávať	primi	dostávať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
primeste	prijať	primi	prijať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
primeste	prijíma	primi	prijímať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
primeste	dostáva	primi	dostávať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
povestiri	príbehy	povestire	príbeh	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
povestiri	príspevky	povestire	príspevok	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
povestiri	príbehov	povestire	príbeh	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
red	červenú	red	červený	N;INDF;MASC;SG	N;ACC;FEM;SG
guvern	vláda	guvern	vláda	N;INDF;MASC;SG	N;NOM;FEM;SG
occidental	západný	occidental	západný	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
occidental	západnej	occidental	západný	ADJ;INDF;MASC;SG	ADJ;GEN;FEM;SG
occidental	západná	occidental	západný	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
occidental	západné	occidental	západný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
propus	navrhovaná	propune	navrhovaný	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
propus	navrhnutý	propune	navrhnutý	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
propus	navrhované	propune	navrhovaný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
propus	navrhnuté	propune	navrhnutý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
propus	navrhovaný	propune	navrhovaný	ADJ;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
adevarat	pravdivé	adevarat	pravdivý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
adevarat	pravdivé	adevarat	pravdivý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
markgraf	markgróf	markgraf	markgróf	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
cuvant	slovo	cuvant	slovo	N;INDF;MASC;SG	N;NOM;NEUT;SG
cuvant	slovom	cuvant	slovo	N;INDF;MASC;SG	N;INS;NEUT;SG
cuvant	slovo	cuvant	slovo	N;INDF;MASC;SG	N;NOM;NEUT;SG
cuvant	slovom	cuvant	slovo	N;INDF;MASC;SG	N;INS;NEUT;SG
dinamo	dinamo	dinamo	dinamo	N;INDF;MASC;SG	N;NOM;NEUT;SG
dinamo	dynamo	dinamo	dynamo	N;INDF;MASC;SG	N;NOM;NEUT;SG
refuzat	zamietnutý	refuza	zamietnutý	ADJ;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
refuzat	odmietnutý	refuza	odmietnutý	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
refuzat	zamietnuté	refuza	zamietnutý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
refuzat	odmietnuté	refuza	odmietnutý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
refuzat	odmietnutá	refuza	odmietnutý	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
refuzat	odmietnuté	refuza	odmietnutý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
refuzat	odmietnutá	refuza	odmietnutý	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
refuzat	odmietnutý	refuza	odmietnutý	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
refuzat	zamietnuté	refuza	zamietnutý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
oferit	ponúkané	oferit	ponúkaný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
oferit	ponúknutá	oferit	ponúknutý	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
oferit	ponúknuté	oferit	ponúknutý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
independent	samostatne	independent	samostatne	ADV	ADV
independent	nezávisle	independent	závisel	ADV	ADV
terminat	hotové	termina	hotový	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
terminat	ukončené	termina	ukončený	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
terminat	dokončené	termina	dokončený	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
calificat	kvalifikovaný	califica	kvalifikovaný	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
calificat	kvalifikovaná	califica	kvalifikovaný	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
bazat	založený	baza	založený	ADJ;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
bazat	založená	baza	založený	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
bazat	založené	baza	založený	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
relatii	vzťahy	relatie	vzťah	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
relatii	vzťahov	relatie	vzťah	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
relatii	vzťahy	relatie	vzťah	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
relatii	vzťahy	relatie	vzťah	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
relatii	vzťahov	relatie	vzťah	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
relatii	vzťahy	relatie	vzťah	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
democrat	demokrat	democrat	demokrat	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
html	html	html	htmly	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
ternopil	ternopiľ	ternopil	ternopiľ	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
trait	žilo	trai	žiť	V;MASC;SG;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
trait	žila	trai	žiť	V;MASC;SG;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
trait	žil	trai	žiť	V;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
trait	žilo	trai	žiť	V;MASC;SG;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
trait	žila	trai	žiť	V;MASC;SG;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
trait	žil	trai	žiť	V;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
pro	profesionáli	prubi	profesionáliť	N;INDF	N;ANIM;NOM;MASC;PL
partial	čiastočný	partial	čiastočný	ADJ;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
partial	čiastočná	partial	čiastočný	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
partial	čiastkové	partial	čiastkový	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
partial	čiastočné	partial	čiastočný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
modern	moderné	modern	moderný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
modern	moderný	modern	moderný	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
modern	moderná	modern	moderný	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
critic	kritický	critic	kritický	ADJ;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
critic	kritické	critic	kritický	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
critic	kritická	critic	kritický	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
critic	rozhodujúce	critic	rozhodujúci	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
spectatori	diváci	spectator	divák	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
spectatori	divákov	spectator	divák	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
spectatori	diváci	spectator	divák	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
spectatori	divákov	spectator	divák	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
personaje	postavy	personaj	postava	N;INDF;FEM;PL	N;NOM;FEM;PL
personaje	znaky	personaj	znak	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
personaje	znakov	personaj	znak	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
disc	kotúč	disc	kotúč	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
disc	kotúča	disc	kotúč	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
disc	disk	disc	disk	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
disc	disku	disc	disko	N;INDF;MASC;SG	N;NOM;NEUT;SG
disc	disk	disc	disk	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
disc	disku	disc	disko	N;INDF;MASC;SG	N;NOM;NEUT;SG
participa	zúčastniť	participa	zúčastniť	V;IND;SG;3;IPFV;FIN	V;PFV;POS;NFIN
participa	zúčastniť	participa	zúčastniť	V;IND;SG;3;IPFV;FIN	V;PFV;POS;NFIN
activitati	aktivít	activitati	aktivita	N;INDF;FEM;PL	N;GEN;FEM;PL
activitati	činnosti	activitati	činnosť	N;INDF;FEM;PL	N;NOM;FEM;PL
activitati	aktivity	activitati	aktivita	N;INDF;FEM;PL	N;NOM;FEM;PL
activitati	aktivít	activitati	aktivita	N;INDF;FEM;PL	N;GEN;FEM;PL
activitati	činnosti	activitati	činnosť	N;INDF;FEM;PL	N;NOM;FEM;PL
activitati	aktivity	activitati	aktivita	N;INDF;FEM;PL	N;NOM;FEM;PL
suferit	trpela	suferi	trpieť	V;MASC;SG;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
suferit	trpel	suferi	trpel	V;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
suferit	utrpelo	suferi	utrpieť	V;MASC;SG;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
suferit	utrpel	suferi	utrpieť	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
print	princa	print	princ	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
print	princom	print	princ	N;INDF;MASC;SG	N;ANIM;INS;MASC;SG
print	princovi	print	princ	N;INDF;MASC;SG	N;ANIM;DAT;MASC;SG
print	princ	print	princ	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
print	princa	print	princ	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
print	princom	print	princ	N;INDF;MASC;SG	N;ANIM;INS;MASC;SG
print	princovi	print	princ	N;INDF;MASC;SG	N;ANIM;DAT;MASC;SG
print	princ	print	princ	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
print	princa	print	princ	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
print	princom	print	princ	N;INDF;MASC;SG	N;ANIM;INS;MASC;SG
print	princovi	print	princ	N;INDF;MASC;SG	N;ANIM;DAT;MASC;SG
print	princ	print	princ	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
champagne	champagne	champagn	champagne	N;INDF;MASC;SG	N;NOM;MASC;SG
air	ovzdušie	air	ovzdušie	N;INDF;MASC;SG	N;NOM;NEUT;SG
air	vzduchu	air	vzduch	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
air	vzduch	air	vzduch	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
invins	porazený	invinge	porazený	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
invins	porazený	invinge	porazený	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
premiu	ocenenie	premiu	ocenenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
premiu	zadanie	premiu	zadanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
garonne	garonne	garonn	garonne	N;INDF;FEM;SG	N;NOM;FEM;SG
recunoscut	uznávané	recunoscut	uznávaný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
recunoscut	uznané	recunoscut	uznaný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
recunoscut	uznaná	recunoscut	uznaný	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
recunoscut	uznaná	recunoscut	uznaný	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
recunoscut	uznaný	recunoscut	uznaný	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
recunoscut	uznávané	recunoscut	uznávaný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
recunoscut	uznávaná	recunoscut	uznávaný	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
recunoscut	uznané	recunoscut	uznaný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
recunoscut	uznávaný	recunoscut	uznávaný	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
recunoscut	uznávané	recunoscut	uznávaný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
recunoscut	uznané	recunoscut	uznaný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
recunoscut	uznaná	recunoscut	uznaný	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dimensiuni	dimenzie	dimensiune	dimenzia	N;INDF;FEM;PL	N;NOM;FEM;PL
dimensiuni	rozmery	dimensiune	rozmer	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
dimensiuni	rozmery	dimensiune	rozmer	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
dimensiuni	veľkosti	dimensiune	veľkosť	N;INDF;FEM;PL	N;NOM;FEM;PL
activ	aktívneho	activ	aktívny	ADJ;INDF;MASC;SG	ADJ;GEN;NEUT;SG
activ	aktívny	activ	aktívny	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
activ	aktívna	activ	aktívny	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
grad	triede	grad	trieda	N;INDF;MASC;SG	N;DAT;FEM;SG
grad	stupeň	grad	stupeň	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
grad	stupeň	grad	stupeň	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
grad	hodnosť	grad	hodnosť	N;INDF;MASC;SG	N;NOM;FEM;SG
interviu	interview	interviu	interview	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
interviu	pohovor	interviu	pohovor	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
interviu	rozhovor	interviu	rozhovor	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
tratat	liečení	tratat	liečenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
tratat	zmluva	tratat	zmluva	N;INDF;MASC;SG	N;NOM;FEM;SG
sisteme	systémov	sistem	systém	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
sisteme	systémy	sistem	systém	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
indicativ	orientačné	indicativ	orientačný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
indicativ	orientačný	indicativ	orientačný	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
arbitru	rozhodca	arbitru	rozhodca	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
arbitru	rozhodcu	arbitru	rozhodca	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
arbitru	rozhodca	arbitru	rozhodca	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
cantec	pesnička	cantec	pesnička	N;INDF;MASC;SG	N;NOM;FEM;SG
cantec	pieseň	cantec	pieseň	N;INDF;MASC;SG	N;NOM;FEM;SG
cantec	skladba	cantec	skladba	N;INDF;MASC;SG	N;NOM;FEM;SG
cantec	pesnička	cantec	pesnička	N;INDF;MASC;SG	N;NOM;FEM;SG
cantec	pieseň	cantec	pieseň	N;INDF;MASC;SG	N;NOM;FEM;SG
cantec	skladba	cantec	skladba	N;INDF;MASC;SG	N;NOM;FEM;SG
ajutor	pomoc	ajutor	pomoc	N;INDF;MASC;SG	N;ACC;FEM;SG
titular	držiteľa	titular	držiteľ	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
titular	držiteľ	titular	držiteľ	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
titular	držiak	titular	držiak	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
foc	oheň	foc	oheň	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
foc	požiar	foc	požiar	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
functii	funkcie	functie	funkcia	N;INDF;FEM;PL	N;NOM;FEM;PL
functii	funkcií	functie	funkcia	N;INDF;FEM;PL	N;GEN;FEM;PL
maghiar	maďarská	maghiar	maďarský	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
maghiar	maďarský	maghiar	maďarský	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
maghiar	maďarské	maghiar	maďarský	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
scriitori	autori	scriitor	autori	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
scriitori	spisovatelia	scriitor	spisovateľ	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
scriitori	spisovateľov	scriitor	spisovateľ	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
tinut	držané	tinut	držaný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tinut	držaný	tinut	držaný	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
tinut	držané	tinut	držaný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
scoli	škôl	scoli	škola	N;INDF;FEM;PL	N;GEN;FEM;PL
scoli	školy	scoli	škola	N;INDF;FEM;PL	N;NOM;FEM;PL
scoli	škôl	scoli	škola	N;INDF;FEM;PL	N;GEN;FEM;PL
scoli	školy	scoli	škola	N;INDF;FEM;PL	N;NOM;FEM;PL
sterge	odstrániť	sterge	odstrániť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
sterge	vymazať	sterge	vymazať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
sterge	zmazať	sterge	zmazať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
sterge	odstrániť	sterge	odstrániť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
sterge	vymazať	sterge	vymazať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
sterge	zmazať	sterge	zmazať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
personaj	znak	personaj	znak	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
personaj	postava	personaj	postava	N;INDF;MASC;SG	N;NOM;FEM;SG
personaj	charakter	personaj	charakter	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
personaj	postavu	personaj	postava	N;INDF;MASC;SG	N;ACC;FEM;SG
cezar	cézar	cezar	cézar	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
cezar	caesar	cezar	caesar	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
cere	opýtať	cere	opýtať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
avioane	lietadlá	avion	lietadlo	N;INDF;FEM;PL	N;NOM;NEUT;PL
avioane	lietadla	avion	lietadlo	N;INDF;FEM;PL	N;NOM;NEUT;PL
avioane	lietadlá	avion	lietadlo	N;INDF;FEM;PL	N;NOM;NEUT;PL
avioane	letúnov	avion	letún	N;INDF;FEM;PL	N;ANIM;GEN;MASC;PL
avioane	lietadlá	avion	lietadlo	N;INDF;FEM;PL	N;NOM;NEUT;PL
avioane	lietadlá	avion	lietadlo	N;INDF;FEM;PL	N;NOM;NEUT;PL
inginer	inžinier	inginer	inžinker	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
sovietic	sovietsky	sovietic	sovietsky	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
sovietic	sovietskeho	sovietic	sovietsky	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;SG
