村	마을	村	마을	N	N
電子	전자	電子	전자	N	N
電子	전자	電子	전자	N	N
電子	일렉트로닉스	電子	일렉트로닉스	N	N
電子	전자제품	電子	전자제품	N	N
電子	전자공학	電子	전자공학	N	N
範圍	범위	範圍	범위	N	N
範圍	범위	範圍	범위	N	N
範圍	범위	範圍	범위	N	N
黨	파티	黨	파티	N	N
微	마이크로	微	마이크+로		
教堂	교회	教堂	교회	N	N
教堂	교회	教堂	교회	N	N
警察	경찰	警察	경찰	N	N
警察	경찰관	警察	경찰관	N	N
帝國	제국	帝國	제국	N	N
娛樂	오락	娛樂	오락	N	N
坡	경사	坡	경사	N	N
方案	프로그램	方案	프로그램	N	N
方案	프로그램	方案	프로그램	N	N
部隊	군대	部隊	군대	N	N
宮	궁전	宮	궁전	N	N
影	그림자	影	그림자	N	N
影	그림자	影	그림자	N	N
速	속력	速	속력	N	N
速	스피드	速	스피드	N	N
會議	회담	會議	회담	N	N
會議	미팅	會議	미팅	N	N
會議	모임	會議	모임	N	N
會議	만남	會議	만남	N	N
會議	미팅	會議	미팅	N	N
資訊	정보	資訊	정보	N	N
戰鬥	전투	戰鬥	전투	N	N
項目	상품	項目	상품	N	N
項目	항목	項目	항목	N	N
項目	품목	項目	품목	N	N
項目	아이템	項目	아이템	N	N
項目	항목	項目	항목	N	N
項目	품목	項目	품목	N	N
項目	아이템	項目	아이템	N	N
玩家	재생기	玩家	재생기	N	N
玩家	선수	玩家	선수	N	N
玩家	게이머	玩家	게이머	N	N
玩家	선수	玩家	선수	N	N
電腦	컴퓨터	電腦	컴퓨터	N	N
電腦	컴퓨터	電腦	컴퓨터	N	N
創作	만들기	創作	만들+기	V	V
英雄	영웅	英雄	영웅	N	N
英雄	영웅	英雄	영웅	N	N
下午	오후	下午	오후	N	N
小時	영업시간	小時	영업+시간	N	N
小時	시간	小時	시간	N	N
小時	시간	小時	시간	N	N
昂	아웅	昂	아웅		
體育	스포츠	體育	스포츠	N	N
體育	스포츠	體育	스포츠	N	N
投入	입력하기	投入	입력+하+기	V	V
元素	원소	元素	원소	N	N
元素	재료	元素	재료	N	N
元素	성분	元素	성분	N	N
元素	요소	元素	요소	N	N
元素	원소	元素	원소	N	N
跨	트랜스	跨	트랜스		
跨	트랜스포트	跨	트랜스포트		
王朝	왕조	王朝	왕조	N	N
區域	지대	區域	지대	N	N
區域	영역	區域	영역	N	N
區域	구역	區域	구역	N	N
區域	영역	區域	영역	N	N
區域	지역	區域	지역	N	N
區域	지방	區域	지방	N	N
區域	지역	區域	지역	N	N
區域	지역	區域	지역	N	N
以前	이전	以前	이전	N	N
報	신문	報	신문	N	N
分子	분자	分子	분자	N	N
分子	분자	分子	분자	N	N
分子	분자	分子	분자	N	N
隧道	터널	隧道	터널	N	N
隧道	터널	隧道	터널	N	N
有效	유효합니다	有效	유효+하+ㅂ니다	V	V
有效	유효한	有效	유효+하+ㄴ	V	V
平台	플랫폼	平台	플랫폼	N	N
平台	플랫폼	平台	플랫폼	N	N
概念	개념	概念	개념	N	N
概念	개념	概念	개념	N	N
概念	개념	概念	개념	N	N
議會	국회	議會	국회	N	N
議會	국민의회	議會	국민의회	N	N
議會	의회	議會	의회	N	N
傳統	전통적	傳統	전통+적	N	N
夏季	여름	夏季	여름	N	N
照片	사진들	照片	사진+들	N	N
照片	사진	照片	사진	N	N
照片	그림	照片	그림	N	N
照片	사진	照片	사진	N	N
照片	사진들	照片	사진+들	N	N
照片	픽처스	照片	픽처스	N	N
照片	사진	照片	사진	N	N
照片	사진들	照片	사진+들	N	N
照片	사진	照片	사진	N	N
停止	멈추기	停止	멈추+기	V	V
機構	에이전시	機構	에이전시	N	N
機構	대행사	機構	대행사	N	N
機構	대리점	機構	대리점	N	N
機構	기관	機構	기관	N	N
人類	인간들	人類	인간+들	N	N
人類	인간	人類	인간	N	N
人類	인간	人類	인간	N	N
人類	인체	人類	인체	N	N
市場	시장	市場	시장	N	N
市場	시장	市場	시장	N	N
飛	비행	飛	비행	N	N
軍事	군사	軍事	군사	N	N
投	캐스팅	投	캐스팅	N	N
主教	주교	主教	주교	N	N
地點	장소	地點	장소	N	N
地點	공연장	地點	공연장	N	N
地點	장소	地點	장소	N	N
地點	음식점	地點	음식점	N	N
地點	장소	地點	장소	N	N
颱風	태풍	颱風	태풍	N	N
決賽	기말고사	決賽	기말고사	N	N
決賽	결승전	決賽	결승전	N	N
決賽	결승전	決賽	결승전	N	N
決賽	결승	決賽	결승	N	N
大臣	장관	大臣	장관	N	N
守	마모루	守	마모루		
陸軍	육군	陸軍	육군	N	N
陸軍	군대	陸軍	군대	N	N
法院	법정	法院	법정	N	N
法院	재판소	法院	재판소	N	N
留	머무르지	留	머무르+지	V	V
留	머물러	留	머무르+어	V	V
留	머무르고	留	머무르+고	V	V
電	전력	電	전력	N	N
電	전기	電	전기	N	N
電	전기	電	전기	N	N
科學	과학	科學	과학	N	N
科學	과학	科學	과학	N	N
東北	북동	東北	북동	N	N
啟用	사용하기	啟用	사용+하+기	V	V
啟用	활성화하기	啟用	활성화+하+기	V	V
動物	동물들	動物	동물+들	N	N
動物	동물	動物	동물	N	N
動物	동물	動物	동물	N	N
動物	동물학	動物	동물학	N	N
佛教	불교	佛教	불교	N	N
佛教	불교	佛教	불교	N	N
精神	정신적	精神	정신+적	N	N
精神	정신	精神	정신	N	N
精神	정신	精神	정신	N	N
企業	업체	企業	업체	N	N
企業	사업	企業	사업	N	N
企業	기업	企業	기업	N	N
核心	커널	核心	커널	N	N
環境	환경	環境	환경	N	N
環境	환경	環境	환경	N	N
冰	얼음	冰	얼+음	N	N
飛機	항공기	飛機	항공기	N	N
飛機	비행기	飛機	비행기	N	N
飛機	비행기	飛機	비행기	N	N
太陽	태양	太陽	태양	N	N
太陽	태양광	太陽	태양광	N	N
太陽	태양	太陽	태양	N	N
選擇	선택하기	選擇	선택+하+기	V	V
選擇	선택하기	選擇	선택+하+기	V	V
類似	비슷함	類似	비슷하+ㅁ	V	V
類似	유사한	類似	유사+하+ㄴ	V	V
類似	비슷한	類似	비슷+하+ㄴ	V	V
眼	눈빛	眼	눈빛	N	N
妻子	아내	妻子	아내	N	N
編號	숫자	編號	숫자	N	N
編號	번호	編號	번호	N	N
公民	시민	公民	시민	N	N
公民	시민	公民	시민	N	N
公民	시민들	公民	시민+들	N	N
公民	시민	公民	시민	N	N
改善	개선하기	改善	개선+하+기	V	V
改善	개선하기	改善	개선+하+기	V	V
炮	대포	炮	대포	N	N
排	소대	排	소대	N	N
朋友	친구	朋友	친구	N	N
朋友	친구들이	朋友	친구+들+이	N	N
朋友	친구들	朋友	친구+들	N	N
朋友	친구	朋友	친구	N	N
離開	떠나기	離開	떠나+기	V	V
生命	생명	生命	생명	N	N
生命	생활	生命	생활	N	N
生命	인생	生命	인생	N	N
找到	찾았다	找到	찾+았+다	V	V
找到	찾았습니다	找到	찾+았+습니다	V	V
找到	발견됨	找到	발견+되+ㄴ	V	V
找到	찾기	找到	찾+기	V	V
油	석유	油	석유	N	N
狀態	상태	狀態	상태	N	N
彈	재생	彈	재생	N	N
彈	연주	彈	연주	N	N
艦	선박	艦	선박	N	N
層	계층	層	계층	N	N
主題	주제	主題	주제	N	N
主題	주제	主題	주제	N	N
主題	주제	主題	주제	N	N
主題	주제	主題	주제	N	N
主題	제목	主題	제목	N	N
球場	경기장	球場	경기장	N	N
球場	스타디움	球場	스타디움	N	N
宇宙	우주	宇宙	우주	N	N
醫院	병원	醫院	병원	N	N
醫院	병원	醫院	병원	N	N
平方	광장	平方	광장	N	N
旅客	여객	旅客	여객	N	N
旅客	승객	旅客	승객	N	N
旅客	승객	旅客	승객	N	N
酒店	호텔	酒店	호텔	N	N
酒店	호텔	酒店	호텔	N	N
現代	현대	現代	현대	N	N
現代	근대	現代	근대	N	N
鯉	잉어	鯉	잉어	N	N
金融	재무	金融	재무	N	N
金融	금융	金融	금융	N	N
任務	할당	任務	할당	N	N
任務	작업	任務	작업	N	N
任務	작업	任務	작업	N	N
任務	태스크	任務	태스크	N	N
任務	선교	任務	선교	N	N
商業	상거래	商業	상거래	N	N
商業	상업	商業	상업	N	N
商業	상용	商業	상용	N	N
商業	상업용	商業	상업용	N	N
商業	상업	商業	상업	N	N
商業	업체	商業	업체	N	N
商業	사업	商業	사업	N	N
基金	기금	基金	기금	N	N
基金	펀드	基金	펀드	N	N
基金	기금	基金	기금	N	N
基金	자금	基金	자금	N	N
基金	펀드	基金	펀드	N	N
空間	공간	空間	공간	N	N
空間	공백	空間	공백	N	N
空間	공간	空間	공간	N	N
空間	우주	空間	우주	N	N
詩	문학	詩	문학	N	N
巨	자이언트	巨	자이언트		
巨	거대	巨	거대		
過去	과거	過去	과거	N	N
論	이론	論	이론	N	N
背景	배경	背景	배경	N	N
母親	어머니	母親	어머니	N	N
行為	행동	行為	행동	N	N
行為	행동	行為	행동	N	N
行為	행동	行為	행동	N	N
行為	동작	行為	동작	N	N
行為	행위	行為	행위	N	N
工業	업종	工業	업종	N	N
工業	산업	工業	산업	N	N
工業	업계	工業	업계	N	N
工業	산업	工業	산업	N	N
工業	공업	工業	공업	N	N
工業	산업	工業	산업	N	N
坦克	탱크	坦克	탱크	N	N
坦克	전차	坦克	전차	N	N
坦克	탱크	坦克	탱크	N	N
坦克	전차	坦克	전차	N	N
劇場	연극	劇場	연극	N	N
劇場	극장	劇場	극장	N	N
劇場	영화관	劇場	영화관	N	N
劇場	연극	劇場	연극	N	N
劇場	극장	劇場	극장	N	N
收入	소득	收入	소득	N	N
收入	수익	收入	수익	N	N
收入	수입	收入	수입	N	N
收入	수익금	收入	수익금	N	N
收入	수익	收入	수익	N	N
收入	소득	收入	소득	N	N
收入	수입	收入	수입	N	N
收入	수익	收入	수익	N	N
成績	성취	成績	성취	N	N
成績	달성	成績	달성	N	N
成績	업적	成績	업적	N	N
成績	기록	成績	기록	N	N
成績	성적	成績	성+적	N	N
成績	업적	成績	업적	N	N
成績	성취	成績	성취	N	N
姓	성씨	姓	성씨	N	N
菜	요리	菜	요리	N	N
菜	접시	菜	접시	N	N
菜	접시	菜	접시	N	N
古代	고대	古代	고대	N	N
灰	회색	灰	회색	N	N
灰	회색	灰	회색	N	N
工具	공구	工具	공구	N	N
工具	도구	工具	도구	N	N
工具	도구	工具	도구	N	N
品牌	브랜드	品牌	브랜드	N	N
品牌	브랜드	品牌	브랜드	N	N
品牌	브랜드	品牌	브랜드	N	N
翻譯	번역하기	翻譯	번역+하+기	V	V
目標	목표	目標	목표	N	N
目標	목표	目標	목표	N	N
目標	목표	目標	목표	N	N
目標	목적	目標	목적	N	N
目標	목표	目標	목표	N	N
目標	타겟	目標	타산	N	N
目標	타깃	目標	타깃	N	N
目標	대상	目標	대상	N	N
目標	타겟	目標	타산	N	N
基礎	기지	基礎	기지	N	N
基礎	기초	基礎	기초	N	N
基礎	근거	基礎	근거	N	N
基礎	기저	基礎	기저	N	N
自動	자동	自動	자동	N	N
自動	자동	自動	자동	N	N
自動	자동	自動	자동	N	N
自動	자동화	自動	자동화	N	N
理論	이론	理論	이론	N	N
理論	교리	理論	교리	N	N
理論	이론	理論	이론	N	N
軍隊	육군	軍隊	육군	N	N
軍隊	군대	軍隊	군대	N	N
大樓	건물	大樓	건물	N	N
大樓	건축	大樓	건축	N	N
大樓	빌딩	大樓	빌딩	N	N
出口	종료	出口	종료	N	N
出口	출구	出口	출구	N	N
出口	수출	出口	수출	N	N
出口	수출	出口	수출	N	N
出口	출구	出口	출구	N	N
地震	지진	地震	지진	N	N
地震	지진	地震	지진	N	N
產品	제품	產品	제품	N	N
產品	상품	產品	상품	N	N
產品	제품	產品	제품	N	N
條約	조약	條約	조약	N	N
條約	조약	條約	조약	N	N
助理	조교	助理	조교	N	N
助理	보조	助理	보조	N	N
畫	추첨	畫	추첨	N	N
舞	무용	舞	무용	N	N
獸	비스트	獸	비스트	N	N
汽車	자동차	汽車	자동차	N	N
汽車	차량	汽車	차량	N	N
汽車	자동차	汽車	자동차	N	N
汽車	차량	汽車	차량	N	N
遠	멀다	遠	멀+다		
結構	구조물	結構	구조물	N	N
結構	구조	結構	구조	N	N
結構	건축학	結構	건축학	N	N
結構	건축	結構	건축	N	N
結構	구조물	結構	구조물	N	N
結構	구조	結構	구조	N	N
字母	알파벳	字母	알파벳	N	N
字母	문자	字母	문자	N	N
字母	편지	字母	편지	N	N
字母	편지	字母	편지	N	N
大陸	콘티넨털	大陸	콘티넨털	N	N
大陸	본토	大陸	본토	N	N
海岸	해변	海岸	해변	N	N
水平	수평	水平	수평	N	N
水平	수평	水平	수평	N	N
學習	공부하기	學習	공부+하+기	V	V
學習	공부해	學習	공부+하+어	V	V
學習	공부하기	學習	공부+하+기	V	V
動	이동	動	이동	N	N
樂團	밴드	樂團	밴드	N	N
樂團	교향악단	樂團	교향+생단	N	N
材料	물질	材料	물질	N	N
材料	재료	材料	재료	N	N
材料	재료	材料	재료	N	N
士兵	군인	士兵	군인	N	N
士兵	병사	士兵	병사	N	N
士兵	군인	士兵	군인	N	N
士兵	병사	士兵	병사	N	N
魔法	마술	魔法	마술	N	N
魔法	마법	魔法	마법	N	N
組合	조합	組合	조합	N	N
正常	보통	正常	보통	N	N
王子	왕자	王子	왕자	N	N
模型	모델	模型	모델	N	N
模型	모형	模型	모형	N	N
模型	모델	模型	모델	N	N
模型	모형	模型	모형	N	N
乘客	여객	乘客	여객	N	N
乘客	승객	乘客	승객	N	N
乘客	승객	乘客	승객	N	N
錦標	토너먼트	錦標	토너먼트	N	N
錦標	대회	錦標	대회	N	N
錦標	토너먼트	錦標	토너먼트	N	N
同樣	마찬가지로	同樣	마찬가지+로	ADV	ADV
完整	완료	完整	완료	N	N
完整	완성	完整	완성	N	N
介紹	소개합니다	介紹	소개+하+ㅂ니다	V	V
晚上	저녁	晚上	저녁	N	N
改變	바뀌기	改變	바뀌+기	V	V
改變	바뀌기	改變	바뀌+기	V	V
改變	바꾸기	改變	바꾸+기	V	V
廣場	광장	廣場	광장	N	N
市民	시민	市民	시민	N	N
市民	시민들	市民	시민+들	N	N
市民	시민	市民	시민	N	N
樹	나무	樹	나무	N	N
樹	나무들	樹	나무+들	N	N
樹	나무	樹	나무	N	N
聯邦	연방	聯邦	연방	N	N
聯邦	연맹	聯邦	연맹	N	N
聯邦	연방	聯邦	연방	N	N
聯邦	연맹	聯邦	연맹	N	N
聯邦	연방	聯邦	연방	N	N
外交	외교	外交	외교	N	N
夫人	부인	夫人	부인	N	N
夫人	사모님	夫人	사모님	N	N
效果	영향	效果	영향	N	N
效果	효과	效果	효과	N	N
效果	영향	效果	영향	N	N
效果	효과	效果	효과	N	N
輪	바퀴	輪	바퀴	N	N
輪	바퀴	輪	바퀴	N	N
寫	쓰기	寫	쓰+기	V	V
寫	글쓰기	寫	글쓰기	V	V
寫	쓰기	寫	쓰+기	V	V
寫	글쓰기	寫	글쓰기	V	V
鹿	사슴	鹿	사슴	N	N
地理	지리학	地理	지리학	N	N
地理	지리	地理	지리	N	N
最近	최근	最近	최근	N	N
最近	최근	最近	최근	N	N
最近	최근	最近	최근	N	N
秘密	비밀	秘密	비밀	N	N
變	바뀌기	變	바뀌+기	V	V
變	바꾸기	變	바꾸+기	V	V
運輸	교통수단	運輸	교통+수단	N	N
運輸	운송	運輸	운송	N	N
運輸	교통	運輸	교통	N	N
運輸	교통수단	運輸	교통+수단	N	N
運輸	운송	運輸	운송	N	N
運輸	수송	運輸	수송	N	N
運輸	교통	運輸	교통	N	N
習性	습관	習性	습관	N	N
頂	인기	頂	인기	N	N
今天	오늘	今天	오늘	N	N
兒子	아들	兒子	아들	N	N
人口	인구조사	人口	인구+조사	N	N
戰役	전투	戰役	전투	N	N
戰役	전투	戰役	전투	N	N
電台	라디오방송	電台	라디오방송	N	N
墓	무덤	墓	무덤	N	N
墓	무덤	墓	무덤	N	N
北方	북부	北方	북부	N	N
北方	북쪽	北方	북+쪽	N	N
北方	북부	北方	북부	N	N
活躍	활성화	活躍	활성화	N	N
活躍	활동	活躍	활동	N	N
活躍	활성	活躍	활성	N	N
業務	업체	業務	업체	N	N
業務	사업	業務	사업	N	N
射	촬영	射	촬영	N	N
投資	투자	投資	투자	N	N
投資	투자	投資	투자	N	N
投資	투자	投資	투자	N	N
投資	투자	投資	투자	N	N
類型	장르	類型	장르	N	N
類型	종류	類型	종류	N	N
類型	유형	類型	유형	N	N
類型	유형	類型	유형	N	N
錯誤	실수	錯誤	실수	N	N
錯誤	실수	錯誤	실수	N	N
錯誤	오류	錯誤	오류	N	N
總部	본부	總部	본부	N	N
總部	본사	總部	본사	N	N
健康	건강	健康	건강	N	N
健康	체력	健康	체력	N	N
健康	건강	健康	건강	N	N
身高	키는	身高	키+는	N	N
空中	공중	空中	공중	N	N
空中	항공기	空中	항공기	N	N
空中	항공	空中	항공	N	N
空中	공기	空中	공기	N	N
工人	노동자	工人	노동자	N	N
工人	노동자들	工人	노동자+들	N	N
工人	근로자	工人	근로자	N	N
工人	노동자	工人	노동자	N	N
工人	근로자	工人	근로자	N	N
輕	라이트	輕	라이트		
輕	가벼움	輕	가벼움		
輕	라이터	輕	라이터		
經常	자주	經常	자주	ADV	ADV
經常	자주	經常	자주	ADV	ADV
經常	자주	經常	자주	ADV	ADV
負	음수	負	음수		
警方	경찰	警方	경찰	N	N
警方	경찰관	警方	경찰관	N	N
能量	에너지	能量	에너지	N	N
鬼	유령	鬼	유령	N	N
鼠	생쥐	鼠	생쥐	N	N
鼠	생쥐	鼠	생쥐	N	N
退出	끝내기	退出	끝내+기	V	V
退出	끝내기	退出	끝내+기	V	V
兒童	어린이들	兒童	어린이+들	N	N
兒童	자녀	兒童	자녀	N	N
兒童	어린이	兒童	어린이	N	N
兒童	아이들	兒童	아이+들	N	N
東部	동부	東部	동부	N	N
東部	동부	東部	동부	N	N
逐漸	점차	逐漸	점차	ADV	ADV
博物	박물관	博物	박물관	N	N
博物	박물관	博物	박물관	N	N
對話	대화	對話	대화	N	N
對話	대화	對話	대화	N	N
階段	단계	階段	단계	N	N
階段	무대	階段	무대	N	N
游	수영	游	수영	N	N
游	투어	游	투+어	N	N
游	관광	游	관광	N	N
游	구경	游	구경	N	N
游	여행	游	여행	N	N
游	수영	游	수영	N	N
病	질환	病	질환	N	N
病	질병	病	질병	N	N
病	질환	病	질환	N	N
病	질병	病	질병	N	N
病	질병	病	질병	N	N
格式	포맷	格式	포맷	N	N
格式	서식	格式	서식	N	N
格式	포맷	格式	포맷	N	N
格式	포맷	格式	포맷	N	N
互	상호	互	상호	N	N
藝人	음악가	藝人	음악가	N	N
藝人	예술가	藝人	예술가	N	N
藝人	아티스트	藝人	아티스트	N	N
藝人	아티스트가	藝人	아티스트+가	N	N
藝人	음악가	藝人	음악가	N	N
藝人	예술가	藝人	예술가	N	N
藝人	아티스트	藝人	아티스트	N	N
藝人	아티스트가	藝人	아티스트+가	N	N
天使	천사	天使	천사	N	N
天使	천사들	天使	천사+들	N	N
天使	천사	天使	천사	N	N
池	연못	池	연못	N	N
池	수영장	池	수영장	N	N
圖片	사진	圖片	사진	N	N
圖片	그림	圖片	그림	N	N
圖片	사진	圖片	사진	N	N
圖片	사진들	圖片	사진+들	N	N
圖片	픽처스	圖片	픽처스	N	N
圖片	그림	圖片	그림	N	N
圖片	그림	圖片	그림	N	N
風暴	폭풍	風暴	폭풍	N	N
風暴	폭풍	風暴	폭풍	N	N
步兵	보병	步兵	보병	N	N
指定	지정하기	指定	지정+하+기	V	V
指定	지정합니다	指定	지정+하+ㅂ니다	V	V
解決	풀기	解決	풀+기	V	V
火箭	로켓	火箭	로켓	N	N
火箭	로켓	火箭	로켓	N	N
騎士	기사	騎士	기사	N	N
明星	항성	明星	항성	N	N
明星	항성	明星	항성	N	N
現任	현재	現任	현재	N	N
現任	전류	現任	전류	N	N
現任	현재	現任	현재	N	N
現任	선물	現任	선물	N	N
羊	염소자리	羊	염소+자리	N	N
羊	염소	羊	염소	N	N
出席	참석합니다	出席	참석+하+ㅂ니다	V	V
車輛	차량	車輛	차량	N	N
車輛	차량	車輛	차량	N	N
上午	아침	上午	아침	N	N
機械	머신	機械	머신	N	N
機械	기계	機械	기계	N	N
機械	기계	機械	기계	N	N
機械	기계	機械	기계	N	N
爭議	논란	爭議	논란	N	N
爭議	논쟁	爭議	논쟁	N	N
爭議	분쟁	爭議	분쟁	N	N
爭議	논란이	爭議	논란+이	N	N
爭議	논란	爭議	논란	N	N
爭議	분쟁	爭議	분쟁	N	N
首先	퍼스트	首先	퍼스트		
同盟	동맹	同盟	동맹	N	N
同盟	리그	同盟	리그	N	N
同盟	동맹	同盟	동맹	N	N
同盟	동맹	同盟	동맹	N	N
同盟	연합군	同盟	연합군	N	N
同盟	연합국	同盟	연합국	N	N
唱	노래	唱	노래	N	N
血	혈액	血	혈액	N	N
努力	노력	努力	노력	N	N
事情	것들	事情	것+들	N	N
事情	사물	事情	사물	N	N
監督	감시	監督	감시	N	N
軌道	트랙	軌道	트랙	N	N
軌道	추적	軌道	추적	N	N
軌道	트랙	軌道	트랙	N	N
軌道	궤도	軌道	궤도	N	N
軌道	궤도	軌道	궤도	N	N
今日	오늘	今日	오늘	N	N
狼	늑대	狼	늑대	N	N
部門	부서	部門	부서	N	N
部門	부문	部門	부문	N	N
廣播	방송	廣播	방송	N	N
廣播	방송	廣播	방송	N	N
廣播	라디오방송	廣播	라디오방송	N	N
比例	비율	比例	비율	N	N
比例	비율	比例	비율	N	N
偶像	아이돌	偶像	아이돌	N	N
偶像	아이돌이	偶像	아이돌+이	N	N
偶像	아이돌	偶像	아이돌	N	N
父母	부모님	父母	부모님	N	N
父母	부모님	父母	부모님	N	N
它們	그들이	它	그+들+이	PRO;PL;3	PRO
它們	그들은	它	그+들+은	PRO;PL;3	PRO
選區	선거구	選區	선거구	N	N
冬	겨울	冬	겨울	N	N
恢復	복원하기	恢復	복원+하+기	V	V
設施	시설	設施	시설	N	N
設施	시설	設施	시설	N	N
框	상자	框	상자	N	N
框	프레임	框	프레임	N	N
框	액자	框	액자	N	N
框	프레임	框	프레임	N	N
住宅	거주	住宅	거주	N	N
住宅	주택	住宅	주택	N	N
混合	섞어	混合	섞+어	V	V
山脈	범위	山脈	범위	N	N
食品	음식	食品	음식	N	N
食品	식량	食品	식량	N	N
食品	식품	食品	식품	N	N
食品	음식	食品	음식	N	N
食品	식품	食品	식품	N	N
食品	식료품	食品	식료품	N	N
王國	왕국	王國	왕국	N	N
王國	왕국	王國	왕국	N	N
深度	농도	深度	농도	N	N
法案	지폐	法案	지폐	N	N
學者	학자	學者	학자	N	N
戰士	군인	戰士	군인	N	N
戰士	병사	戰士	병사	N	N
戰士	전사	戰士	전사	N	N
合成	합성	合成	합성	N	N
合成	합성	合成	합성	N	N
合成	컴포지트	合成	컴포지트	N	N
合成	합성	合成	합성	N	N
基因	유전자	基因	유전자	N	N
基因	유전자	基因	유전자	N	N
鳥	조류	鳥	조류	N	N
鳥	새들	鳥	새+들	N	N
教練	코치	教練	코치	N	N
展示	보이기	展示	보이+기	V	V
展示	표시하기	展示	표시+하+기	V	V
讀	읽기	讀	읽+기	V	V
讀	읽는다	讀	읽+는다	V	V
讀	읽고	讀	읽+고	V	V
讀	읽고	讀	읽+고	V	V
讀	읽기	讀	읽+기	V	V
部落	부족	部落	부족	N	N
圓	서클	圓	서클		
圓	라운드	圓	라운드		
教會	교회	教會	교회	N	N
教會	교회	教會	교회	N	N
連結	연결하기	連結	연결+하+기	V	V
記者	언론인	記者	언론인	N	N
數量	수량	數量	수량	N	N
數量	수량	數量	수량	N	N
星系	은하	星系	은하	N	N
星系	은하	星系	은하	N	N
感	감각	感	감각	N	N
留下	머무르지	留下	머무르+지	V	V
留下	머물러	留下	머무르+어	V	V
留下	머무르고	留下	머무르+고	V	V
方便	편리하다	方便	편리+하+다	V	V
領	칼라	領	칼+라		
領	쇄골	領	쇄골		
程式	프로그램	程式	프로그램	N	N
程式	프로그램	程式	프로그램	N	N
校長	교장	校長	교장	N	N
合理	합리적	合理	합리+적	N	N
步	단계	步	단계	N	N
解釋	설명해	解釋	설명+하+어	V	V
解釋	설명하기	解釋	설명+하+기	V	V
太子	왕자	太子	왕자	N	N
檔案	파일	檔案	파일	N	N
檔案	파일	檔案	파일	N	N
狗	개들	狗	개+들	N	N
國會	국회	國會	국회	N	N
國會	국민의회	國會	국민의회	N	N
國會	의회	國會	의회	N	N
計算	계산하기	計算	계산+하+기	V	V
對手	상대	對手	상대	N	N
對手	상대성	對手	상대성	N	N
艦隊	함대	艦隊	함대	N	N
錢	돈이	錢	돈+이	N	N
碑	기념물	碑	기념물	N	N
碑	기념비	碑	기념비	N	N
棒球	야구	棒球	야구	N	N
中立	중립성	中立	중립성	N	N
中立	중성	中立	중성	N	N
中立	중립성	中立	중립성	N	N
質量	미사	質量	미사	N	N
質量	질량	質量	질량	N	N
質量	화질	質量	화질	N	N
質量	화질이	質量	화질+이	N	N
化石	화석	化石	화석	N	N
理解	이해하기	理解	이해+하+기	V	V
恆星	항성	恆星	항성	N	N
恆星	항성	恆星	항성	N	N
部長	장관	部長	장관	N	N
東方	동부	東方	동부	N	N
東方	동부	東方	동부	N	N
羽毛	배드민턴	羽毛	배드민턴	N	N
幾乎	거의	幾乎	거의	ADV	ADV
消失	사라져	消失	사라지+어	V	V
例子	예시	例子	예시	N	N
例子	예제	例子	예제	N	N
司令	지휘관	司令	지휘관	N	N
司令	사령관	司令	사령관	N	N
月球	음력	月球	음력	N	N
引用	인용된	引用	인용+되+ㄴ	V	V
引用	따옴표	引用	따옴표	V	V
引用	따옴표	引用	따옴표	V	V
請求	요청하기	請求	요청+하+기	V	V
原子	원자	原子	원자	N	N
原子	원자	原子	원자	N	N
原子	원자	原子	원자	N	N
觀眾	관람객	觀眾	관람객	N	N
觀眾	타겟	觀眾	타산	N	N
觀眾	관객	觀眾	관객	N	N
觀眾	타겟	觀眾	타산	N	N
觀眾	시청자	觀眾	시청자	N	N
測試	테스트	測試	테스트	N	N
測試	시험	測試	시험	N	N
測試	테스트	測試	테스트	N	N
測試	테스트	測試	테스트	N	N
測試	검사	測試	검사	N	N
測試	시험	測試	시험	N	N
專業	전문	專業	전문	N	N
專業	직업	專業	직업	N	N
專業	전문	專業	전문	N	N
旅遊	투어	旅遊	투+어	N	N
旅遊	관광	旅遊	관광	N	N
旅遊	구경	旅遊	구경	N	N
旅遊	여행	旅遊	여행	N	N
旅遊	여행	旅遊	여행	N	N
旅遊	관광	旅遊	관광	N	N
旅遊	관광객	旅遊	관광객	N	N
旅遊	여행	旅遊	여행	N	N
石油	석유	石油	석유	N	N
浪	파도	浪	파+도		
浪	파도	浪	파+도		
浪	웨이브	浪	웨이브		
浪	물결	浪	물결		
內部	내부	內部	내부	N	N
內部	내부	內部	내부	N	N
內部	내부	內部	내부	N	N
方言	방언	方言	방언	N	N
犯罪	범죄	犯罪	범죄	N	N
犯罪	범죄	犯罪	범죄	N	N
君主	군주	君主	군주	N	N
君主	군주제	君主	군주제	N	N
君主	군주	君主	군주	N	N
君主	주권	君主	주권	N	N
公爵	공작	公爵	공작	N	N
降低	줄이기	降低	줄이+기	V	V
軟體	소프트웨어	軟體	소프트웨어	N	N
每日	일상	每日	일상	N	N
每日	일상	每日	일상	N	N
警告	경고	警告	경+고	N	N
警告	경고	警告	경+고	N	N
敗	패배	敗	패배	N	N
貿易	트레이딩	貿易	트레이딩	N	N
貿易	거래	貿易	거래	N	N
貿易	무역	貿易	무역	N	N
貿易	무역	貿易	무역	N	N
減少	줄이기	減少	줄이+기	V	V
身體	시체	身體	시체	N	N
身體	몸매	身體	몸매	N	N
身體	몸매가	身體	몸매+가	N	N
碼頭	선착장	碼頭	선착장	N	N
女	배우	女	배우	N	N
