dan	oraz	dan	oraz	CONJ	CONJ
olahraga	trening	olahraga	trening	N;SG	N;NOM;MASC;SG
bisnis	przedsiębiorstwa	bisnis	przedsiębiorstwa	N;SG	N;NOM;NEUT;SG
bisnis	biznes	bisnis	biznes	N;SG	N;NOM;MASC;SG
bisnis	interes	bisnis	interes	N;SG	N;NOM;MASC;SG
titik	punkt	titik	punkt	N;SG	N;NOM;MASC;SG
unsur	pierwiastek	unsur	pierwiastka	N;SG	N;NOM;MASC;SG
unsur	element	unsur	element	N;SG	N;NOM;MASC;SG
pria	mężczyzna	pria	mężczyzna	N;SG	N;NOM;MASC;SG
pria	człowiek	pria	człowiek	N;SG	N;NOM;MASC;SG
lapangan	dziedzina	lapangan	dziedzina	N;SG	N;NOM;FEM;SG
lapangan	pole	lapangan	pole	N;SG	N;NOM;NEUT;SG
lapangan	boisko	lapangan	boisko	N;SG	N;NOM;NEUT;SG
lapangan	rzut	lapangan	rzut	N;SG	N;NOM;MASC;SG
lapangan	boisko	lapangan	boisko	N;SG	N;NOM;NEUT;SG
pengetahuan	wiedzy	pengetahuan	wiedza	N;SG	N;GEN;FEM;SG
pengetahuan	wiedza	pengetahuan	wiedza	N;SG	N;NOM;FEM;SG
pengetahuan	znajomość	pengetahuan	znajomość	N;SG	N;NOM;FEM;SG
pengetahuan	wiedzę	pengetahuan	wiedza	N;SG	N;ACC;FEM;SG
mendukung	wspieranie	mendukung	wspierać	N;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
mendukung	wsparcia	mendukung	wsparcie	N;SG;ACT	N;NOM;NEUT;SG
mendukung	wsparcie	mendukung	wesprzeć	N;SG;ACT	N;NOM;NEUT;SG
mendukung	wspieranie	mendukung	wspierać	N;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
kebijakan	polityka	kebijakan	polityka	N;SG	N;NOM;FEM;SG
kebijakan	polityki	kebijakan	polityka	N;SG	N;GEN;FEM;SG
kebijakan	polityki	kebijakan	polityka	N;SG	N;GEN;FEM;SG
struktur	konstrukcji	struktur	konstrukcja	N;SG	N;GEN;FEM;SG
struktur	struktura	struktur	struktura	N;SG	N;NOM;FEM;SG
struktur	konstrukcja	struktur	konstrukcja	N;SG	N;NOM;FEM;SG
oksigen	tlenu	oksigen	tlen	N;SG	N;GEN;MASC;SG
terbuka	otwórz	terbuka	otwórzyć	V;SG	V;PFV;IMP;SG;2;FIN;ACT
terbuka	otwiera	terbuka	otwierać	V;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
memutuskan	decydować	menputuskan	decydować	V;SG;ACT	V;IPFV;NFIN;ACT
memutuskan	zdecydował	menputuskan	zdecydować	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
memutuskan	zdecydował	menputuskan	zdecydować	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
memutuskan	zdecydowała	menputuskan	zdecydować	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
memutuskan	zdecydować	menputuskan	zdecydować	V;SG;ACT	V;PFV;NFIN;ACT
memutuskan	decyduje	menputuskan	decydować	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memutuskan	postanawia	menputuskan	postanawiać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
bertemu	poznać	bertemu	poznać	V;SG;ACT	V;PFV;NFIN;ACT
bertemu	poznaj	bertemu	poznawać	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
bertemu	spotkał	bertemu	spotkać	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
bertemu	spotyka	bertemu	spotykać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
bertemu	spełnia	bertemu	spełnia	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sastra	literatury	sastra	literatura	N	N;GEN;FEM;SG
sastra	literaturze	sastra	literatura	N	N;DAT;FEM;SG
sastra	literaturę	sastra	literatura	N	N;ACC;FEM;SG
sastra	literatura	sastra	literatura	N	N;NOM;FEM;SG
digital	cyfrowy	digital	cyfrowy	N;SG	N;ACC;MASC;SG
ibukota	kapitał	ibukota	kapitał	N;SG	N;ACC;MASC;SG
ibukota	stolica	ibukota	stolica	N;SG	N;NOM;FEM;SG
ibukota	kapitału	ibukota	kapitał	N;SG	N;GEN;MASC;SG
edisi	wydanie	edisi	wydanie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
edisi	edycja	edisi	edycja	N;SG	N;NOM;FEM;SG
edisi	wydania	edisi	wydać	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
laboratorium	laboratorium	laboratorium	laboratorium	N	N;NOM;NEUT;SG
laboratorium	laboratorium	laboratorium	laboratorium	N	N;NOM;NEUT;SG
laboratorium	laboratoria	laboratorium	laboratoria	N	N;NOM;NEUT;PL
peserta	uczestnika	peserta	uczestnik	N;SG	N;ACC;MASC;SG
peserta	uczestnik	peserta	uczestnik	N;SG	N;NOM;MASC;SG
cabang	gałąź	cabang	gałąź	N;SG	N;ACC;FEM;SG
cabang	oddział	cabang	oddział	N;SG	N;NOM;MASC;SG
hotel	hotel	hotel	hotel	N;SG	N;NOM;MASC;SG
segera	natychmiast	segera	natychmiast	ADV	ADV
segera	niedługo	segera	niedługo	ADV	ADV
segera	wkrótce	segera	wkrótce	ADV	ADV
novel	powieści	novel	powieść	N	N;GEN;FEM;SG
novel	powieści	novel	powieść	N	N;GEN;FEM;SG
sifat	przymiotnik	sifat	przymiotnik	N;SG	N;NOM;MASC;SG
sifat	cecha	sifat	cechać	N;SG	N;NOM;FEM;SG
tulisan	pisanie	tulisan	pisać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tulisan	pismo	tulisan	pismo	N;SG	N;NOM;NEUT;SG
listrik	elektryczność	listrik	elektryczność	N;SG	N;NOM;FEM;SG
khas	typowe	khas	typowy	ADJ;SG	ADJ;NOM;NEUT;SG
khas	typowa	khas	typowy	ADJ;SG	ADJ;NOM;FEM;SG
khas	typowy	khas	typowy	ADJ;SG	ADJ;NOM;MASC;SG
perdagangan	handlu	perdagangan	handel	N;SG	N;GEN;MASC;SG
perdagangan	handel	perdagangan	handel	N;SG	N;NOM;MASC;SG
perdagangan	obrotu	perdagangan	obrót	N;SG	N;GEN;MASC;SG
perdagangan	handel	perdagangan	handel	N;SG	N;NOM;MASC;SG
perdagangan	handlu	perdagangan	handel	N;SG	N;GEN;MASC;SG
perdagangan	handel	perdagangan	handel	N;SG	N;NOM;MASC;SG
tradisi	tradycję	tradisi	tradycja	N;SG	N;ACC;FEM;SG
tradisi	tradycja	tradisi	tradycja	N;SG	N;NOM;FEM;SG
tradisi	tradycji	tradisi	tradycja	N;SG	N;GEN;FEM;SG
tradisi	tradycja	tradisi	tradycja	N;SG	N;NOM;FEM;SG
tradisi	tradycji	tradisi	tradycja	N;SG	N;GEN;FEM;SG
standar	domyślną	standar	domyślny	ADJ;SG	ADJ;ACC;FEM;SG
standar	domyślny	standar	domyślny	ADJ;SG	ADJ;NOM;MASC;SG
standar	domyślne	standar	domyślny	ADJ;SG	ADJ;NOM;NEUT;SG
standar	standardowy	standar	standardowy	ADJ;SG	ADJ;NOM;MASC;SG
standar	standardowa	standar	standardowy	ADJ;SG	ADJ;NOM;FEM;SG
standar	standardowe	standar	standardowy	ADJ;SG	ADJ;NOM;NEUT;SG
energi	energię	energi	energia	N;SG	N;ACC;FEM;SG
energi	energia	energi	energia	N;SG	N;NOM;FEM;SG
meningkatkan	poprawa	mentingkatkan	poprawa	V;SG;ACT	V;IPFV;IND;SG;PRS;FIN;ACT
meningkatkan	poprawa	mentingkatkan	poprawa	V;SG;ACT	V;IPFV;IND;SG;PRS;FIN;ACT
darah	krew	darah	krew	N;SG	N;NOM;FEM;SG
pasal	artykułu	pasal	artykuł	N;SG	N;GEN;MASC;SG
pasal	artykul	pasal	artykul	N;SG	N;ACC;MASC;SG
pasal	artykuł	pasal	artykuł	N;SG	N;NOM;MASC;SG
siswa	studentka	siswa	studentka	N;SG	N;NOM;FEM;SG
siswa	uczeń	siswa	uczenić	N;SG	N;NOM;MASC;SG
siswa	uczennica	siswa	uczennica	N;SG	N;NOM;FEM;SG
siswa	student	siswa	student	N;SG	N;NOM;MASC;SG
keuangan	finansowania	keuangan	finansowanie	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
keuangan	finansowanie	keuangan	finansować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
memang	rzeczywiście	memang	rzeczywiście	ADV	ADV
asing	zagraniczny	asing	zagraniczny	ADJ;SG	ADJ;NOM;MASC;SG
asing	zagraniczna	asing	zagraniczny	ADJ;SG	ADJ;NOM;FEM;SG
asing	zagraniczne	asing	zagraniczny	ADJ;SG	ADJ;NOM;NEUT;SG
kemungkinan	prawdopodobieństwa	kemungkinan	prawdopodobieństwo	N;SG	N;NOM;NEUT;SG
kemungkinan	prawdopodobieństwo	kemungkinan	prawdopodobieństwo	N;SG	N;NOM;NEUT;SG
kemungkinan	możliwość	kemungkinan	możliwość	N;SG	N;ACC;FEM;SG
kemungkinan	możliwości	kemungkinan	możliwość	N;SG	N;ACC;FEM;SG
kemungkinan	możliwości	kemungkinan	możliwość	N;SG	N;ACC;FEM;SG
imam	ksiądz	imam	ksiądz	N;SG	N;NOM;MASC;SG
imam	księdza	imam	ksiądz	N;SG	N;ACC;MASC;SG
imam	kapłan	imam	kapłan	N;SG	N;NOM;MASC;SG
tunggal	jednolitego	tunggal	jednolity	ADJ;SG	ADJ;GEN;MASC;SG
tunggal	pojedynczy	tunggal	pojedynczy	ADJ;SG	ADJ;NOM;MASC;SG
tunggal	pojedyncze	tunggal	pojedynczy	ADJ;SG	ADJ;NOM;NEUT;SG
tunggal	pojedynczej	tunggal	pojedynczy	ADJ;SG	ADJ;GEN;FEM;SG
tunggal	pojedyncze	tunggal	pojedynczy	ADJ;SG	ADJ;NOM;NEUT;SG
berakhir	kończy	berakhir	kończyć	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
pimpinan	przewodnictwo	pimpinan	przewodnictwo	N;SG	N;NOM;NEUT;SG
pimpinan	kierownictwo	pimpinan	kierownictwo	N;SG	N;NOM;NEUT;SG
pimpinan	przywództwa	pimpinan	przywództwo	N;SG	N;GEN;NEUT;SG
pimpinan	przywódcy	pimpinan	przywódca	N;SG	N;NOM;MASC;SG
pimpinan	przywództwo	pimpinan	przywództwo	N;SG	N;NOM;NEUT;SG
kebudayaan	kultura	kebudayaan	kultura	N;SG	N;NOM;FEM;SG
kebudayaan	kultury	kebudayaan	kultura	N;SG	N;GEN;FEM;SG
kebudayaan	kultury	kebudayaan	kultura	N;SG	N;GEN;FEM;SG
kemerdekaan	swoboda	kemerdekaan	swoboda	N;SG	N;NOM;FEM;SG
kemerdekaan	wolność	kemerdekaan	wolność	N;SG	N;NOM;FEM;SG
kemerdekaan	wolności	kemerdekaan	wolność	N;SG	N;GEN;FEM;SG
kemerdekaan	niezależność	kemerdekaan	niezależność	N;SG	N;NOM;FEM;SG
kemerdekaan	niezależności	kemerdekaan	niezależność	N;SG	N;GEN;FEM;SG
kemerdekaan	niepodległości	kemerdekaan	niepodległość	N;SG	N;GEN;FEM;SG
kemerdekaan	niepodległość	kemerdekaan	niepodległość	N;SG	N;ACC;FEM;SG
publik	społeczeństwo	publik	społeczeństwo	N	N;NOM;NEUT;SG
sutradara	dyrektor	sutradara	dyrektor	N;SG	N;NOM;MASC;SG
sutradara	dyrektora	sutradara	dyrektor	N;SG	N;ACC;MASC;SG
sutradara	reżyser	sutradara	reżyser	N;SG	N;NOM;MASC;SG
angka	liczby	angka	liczba	N;SG	N;ACC;FEM;SG
angka	numer	angka	numer	N;SG	N;NOM;MASC;SG
angka	liczba	angka	liczba	N;SG	N;NOM;FEM;SG
angka	liczby	angka	liczba	N;SG	N;ACC;FEM;SG
apabila	gdy	apabila	gdy	CONJ	CONJ
jurusan	stężenia	jurusan	stężyć	N;SG	N;NOM;NEUT;SG
jurusan	koncentracja	jurusan	koncentracja	N;SG	N;NOM;FEM;SG
jurusan	stężenie	jurusan	stężyć	N;SG	N;NOM;NEUT;SG
jurusan	major	jurusan	major	N;SG	N;NOM;MASC;SG
menggantikan	zastępuje	mengantikan	zastępować	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menggantikan	zamień	mengantikan	zamień	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
menggantikan	zastąpić	mengantikan	zastąpić	V;SG;ACT	V;PFV;NFIN;ACT
lembab	wilgotna	lembab	wilgotny	ADJ;SG	ADJ;NOM;FEM;SG
lembab	wilgotne	lembab	wilgotny	ADJ;SG	ADJ;NOM;NEUT;SG
lembab	wilgotna	lembab	wilgotny	ADJ;SG	ADJ;NOM;FEM;SG
lembab	wilgotne	lembab	wilgotny	ADJ;SG	ADJ;NOM;NEUT;SG
latar	kontekst	latar	kontekst	N;SG	N;NOM;MASC;SG
konsep	koncepcja	konsep	koncepcja	N;SG	N;NOM;FEM;SG
konsep	pojęcie	konsep	pojęcie	N;SG	N;NOM;NEUT;SG
konsep	koncepcji	konsep	koncepcja	N;SG	N;GEN;FEM;SG
konsep	szkic	konsep	szkic	N;SG	N;NOM;MASC;SG
konsep	koncepcji	konsep	koncepcja	N;SG	N;GEN;FEM;SG
konsep	pojęcia	konsep	pojęcie	N;SG	N;NOM;NEUT;SG
mengembangkan	rozwinąć	menkembangkan	rozwinąć	V;SG;ACT	V;PFV;NFIN;ACT
pengurus	administrator	penurus	administrator	N;SG	N;NOM;MASC;SG
pengurus	zarządca	penurus	zarządca	N;SG	N;NOM;MASC;SG
pengurus	administratora	penurus	administrator	N;SG	N;ACC;MASC;SG
pengurus	administratorem	penurus	administrator	N;SG	N;INS;MASC;SG
merasa	czuję	menrasa	czuć	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
merasa	czuć	menrasa	czuć	V;SG;ACT	V;IPFV;NFIN;ACT
merasa	czuje	menrasa	czuć	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
merasa	czuł	menrasa	czuć	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
merasa	czuła	menrasa	czuć	V;SG;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
merasa	czuł	menrasa	czuć	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
danau	lakeside	danau	lakesida	N;SG	N;NOM;MASC;SG
danau	jeziora	danau	jezioro	N;SG	N;ACC;NEUT;SG
danau	jezioro	danau	jezioro	N;SG	N;NOM;NEUT;SG
danau	jeziora	danau	jezioro	N;SG	N;ACC;NEUT;SG
area	teren	area	teren	N;SG	N;NOM;MASC;SG
area	powierzchnia	area	powierzchnia	N;SG	N;NOM;FEM;SG
area	obszarze	area	obszarz	N;SG	N;ACC;MASC;SG
area	obszar	area	obszar	N;SG	N;NOM;MASC;SG
bupati	regentów	bupati	regent	N	N;ACC;MASC;PL
ukuran	wielkości	ukuran	wielkość	N;SG	N;GEN;FEM;SG
ukuran	wielkość	ukuran	wielkość	N;SG	N;ACC;FEM;SG
ukuran	rozmiar	ukuran	rozmiar	N;SG	N;NOM;MASC;SG
pilihan	wybór	pilihan	wybór	N;SG	N;NOM;MASC;SG
mirip	podobna	mirip	podobny	ADJ;SG	ADJ;NOM;FEM;SG
mirip	podobny	mirip	podobny	ADJ;SG	ADJ;NOM;MASC;SG
mirip	podobne	mirip	podobny	ADJ;SG	ADJ;NOM;NEUT;SG
kulit	skóry	kulit	skóra	N;SG	N;GEN;FEM;SG
kulit	skóra	kulit	skóra	N;SG	N;NOM;FEM;SG
kulit	skóry	kulit	skóra	N;SG	N;GEN;FEM;SG
kulit	skórki	kulit	skórka	N;SG	N;ACC;FEM;SG
kulit	skóry	kulit	skóra	N;SG	N;GEN;FEM;SG
kulit	skórę	kulit	skóra	N;SG	N;ACC;FEM;SG
kulit	skóra	kulit	skóra	N;SG	N;NOM;FEM;SG
kendaraan	pojazd	kendaraan	pojazd	N;SG	N;NOM;MASC;SG
kendaraan	nośnik	kendaraan	nośnik	N;SG	N;NOM;MASC;SG
kendaraan	pojazdu	kendaraan	pojazd	N;SG	N;GEN;MASC;SG
direktur	dyrektor	direktur	dyrektor	N;SG	N;NOM;MASC;SG
direktur	dyrektora	direktur	dyrektor	N;SG	N;ACC;MASC;SG
direktur	reżyser	direktur	reżyser	N;SG	N;NOM;MASC;SG
pesan	komunikat	pesan	komunikat	N;SG	N;NOM;MASC;SG
pesan	wiadomość	pesan	wiadomość	N;SG	N;NOM;FEM;SG
pertengahan	środek	pertengahan	środek	N;SG	N;NOM;MASC;SG
tata	tata	tata	tata	N;SG;ACT	N;NOM;MASC;SG
tenaga	energię	tenaga	energia	N;SG	N;ACC;FEM;SG
tenaga	energia	tenaga	energia	N;SG	N;NOM;FEM;SG
tenaga	władza	tenaga	władza	N;SG	N;NOM;FEM;SG
tenaga	siła	tenaga	siła	N;SG	N;NOM;FEM;SG
tenaga	zasilanie	tenaga	zasilać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pertahanan	obronie	pertahanan	obrona	N;SG	N;DAT;FEM;SG
pertahanan	obrona	pertahanan	obrona	N;SG	N;NOM;FEM;SG
pertahanan	obrona	pertahanan	obrona	N;SG	N;NOM;FEM;SG
mengalahkan	pokonać	menkalahkan	pokonać	V;SG;ACT	V;PFV;NFIN;ACT
mengalahkan	bije	menkalahkan	bić	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengalahkan	pokonał	menkalahkan	pokonać	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
mengalahkan	pokonać	menkalahkan	pokonać	V;SG;ACT	V;PFV;NFIN;ACT
mengalahkan	bić	menkalahkan	bić	V;SG;ACT	V;IPFV;NFIN;ACT
menampilkan	pokazuje	mentampilkan	pokazywać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menampilkan	pokazuje	mentampilkan	pokazywać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
pekerjaan	zlecenie	pekerjaan	zlecenie	N;SG	N;NOM;NEUT;SG
pekerjaan	pracy	pekerjaan	praca	N;SG	N;GEN;FEM;SG
pekerjaan	praca	pekerjaan	praca	N;SG	N;NOM;FEM;SG
pekerjaan	pracy	pekerjaan	praca	N;SG	N;GEN;FEM;SG
pekerjaan	praca	pekerjaan	praca	N;SG	N;NOM;FEM;SG
kementerian	ministerstwa	kementerian	ministerstwo	N;SG	N;GEN;NEUT;SG
kementerian	ministerstwa	kementerian	ministerstwo	N;SG	N;GEN;NEUT;SG
kementerian	ministerstwo	kementerian	ministerstwo	N;SG	N;NOM;NEUT;SG
rencana	plan	rencana	plan	N;SG	N;NOM;MASC;SG
era	epoka	era	epoka	N	N;NOM;FEM;SG
menyerap	wchłonąć	menserap	wchłonąć	V;SG;ACT	V;PFV;NFIN;ACT
menyerap	wchłania	menserap	wchłaniać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
tipe	rodzaj	tipe	rodzaj	N;SG	N;NOM;MASC;SG
menyerang	zaatakował	menserang	zaatakować	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
menyerang	zaatakowano	menserang	zaatakować	V;SG;ACT	V;PFV;IND;0;PST;FIN;ACT
menyerang	atakuje	menserang	atakować	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyerang	atakuje	menserang	atakować	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
global	globalny	global	globalny	ADJ	ADJ;NOM;MASC;SG
global	globalna	global	globalny	ADJ	ADJ;NOM;FEM;SG
global	globalnego	global	globalny	ADJ	ADJ;ACC;MASC;SG
global	globalne	global	globalny	ADJ	ADJ;NOM;NEUT;SG
aliran	strumień	aliran	strumień	N;SG	N;NOM;MASC;SG
aliran	przepływu	aliran	przepływ	N;SG	N;GEN;MASC;SG
aliran	przepływ	aliran	przepływ	N;SG	N;NOM;MASC;SG
berjalan	chodzić	berjalan	chodzić	V;SG;ACT	V;IPFV;NFIN;ACT
teks	tekst	teks	tekst	N;SG	N;NOM;MASC;SG
penumpang	pasażer	pentumpang	pasażer	N;SG	N;NOM;MASC;SG
penumpang	pasażera	pentumpang	pasażer	N;SG	N;ACC;MASC;SG
minyak	oleju	minyak	olej	N;SG	N;GEN;MASC;SG
minyak	olej	minyak	olej	N;SG	N;NOM;MASC;SG
upacara	ceremonia	upacara	ceremonia	N;SG	N;NOM;FEM;SG
upacara	ceremonii	upacara	ceremonia	N;SG	N;GEN;FEM;SG
upacara	uroczystości	upacara	uroczystość	N;SG	N;GEN;FEM;SG
upacara	uroczystość	upacara	uroczystość	N;SG	N;NOM;FEM;SG
manajemen	zarządzanie	manajemen	zarządzać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
manajemen	kierownictwo	manajemen	kierownictwo	N;SG	N;NOM;NEUT;SG
manajemen	zarząd	manajemen	zarząd	N;SG	N;NOM;MASC;SG
manajemen	zarządzania	manajemen	zarządzanie	N;SG	N;NOM;NEUT;SG
murid	studentka	murid	studentka	N;SG	N;NOM;FEM;SG
murid	uczeń	murid	uczenić	N;SG	N;NOM;MASC;SG
murid	uczennica	murid	uczennica	N;SG	N;NOM;FEM;SG
murid	student	murid	student	N;SG	N;NOM;MASC;SG
gas	gaz	gas	gaz	N;SG	N;NOM;MASC;SG
tumbuhan	roślina	tumbuhan	roślina	N;SG	N;NOM;FEM;SG
generasi	pokolenie	generasi	pokolenie	N;SG	N;NOM;NEUT;SG
generasi	wytwarzanie	generasi	wytwarzać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
generasi	generacja	generasi	generacja	N;SG	N;NOM;FEM;SG
generasi	generowanie	generasi	generować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
generasi	pokolenie	generasi	pokolenie	N;SG	N;NOM;NEUT;SG
generasi	pokolenia	generasi	pokolenie	N;SG	N;NOM;NEUT;SG
ternyata	najwyraźniej	ternyata	wyraźnie	ADV;RL;SG	ADV;RL
mengandung	zawiera	menkandung	zawierać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengandung	zawiera	menkandung	zawierać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengandung	zawierać	menkandung	zawierać	V;SG;ACT	V;IPFV;NFIN;ACT
saluran	kanału	saluran	kanał	N;SG	N;GEN;MASC;SG
saluran	kanał	saluran	kanał	N;SG	N;ACC;MASC;SG
vokal	wokal	vokal	wokal	N;SG	N;NOM;MASC;SG
vokal	samogłoska	vokal	samogłosek	N;SG	N;NOM;FEM;SG
vokal	wokalista	vokal	wokalista	N;SG	N;NOM;MASC;SG
akademi	akademia	akademi	akademia	N;SG	N;NOM;FEM;SG
akademi	akademii	akademi	akademia	N;SG	N;GEN;FEM;SG
khususnya	specjalnie	khususnya	specjalnie	ADV	ADV
khususnya	konkretnie	khususnya	konkretnie	ADV	ADV
khususnya	specjalnie	khususnya	specjalnie	ADV	ADV
khususnya	szczególnie	khususnya	szczególnie	ADV	ADV
pinjaman	kredyt	pinjaman	kredyt	N;SG	N;NOM;MASC;SG
pinjaman	pożyczka	pinjaman	pożyczka	N;SG	N;NOM;FEM;SG
metode	metoda	metode	metoda	N;SG	N;NOM;FEM;SG
predator	drapieżnik	predator	drapieżnik	N	N;NOM;MASC;SG
predator	drapieżniki	predator	drapieżnik	N	N;ACC;MASC;PL
peraturan	rozporządzenia	peraturan	rozporządzenie	N;SG	N;NOM;NEUT;SG
peraturan	regulacja	peraturan	regulacja	N;SG	N;NOM;FEM;SG
peraturan	rozporządzenie	peraturan	rozporządzenie	N;SG	N;NOM;NEUT;SG
peraturan	rozporządzenia	peraturan	rozporządzenie	N;SG	N;NOM;NEUT;SG
peraturan	regulamin	peraturan	regulamin	N;SG	N;ACC;MASC;SG
peraturan	zasada	peraturan	zasada	N;SG	N;NOM;FEM;SG
peraturan	reguła	peraturan	reguła	N;SG	N;NOM;FEM;SG
pemenang	zwycięzca	penmenang	zwycięzca	N;SG	N;NOM;MASC;SG
pemenang	zwycięzcy	penmenang	zwycięzca	N;SG	N;NOM;MASC;SG
cahaya	światło	cahaya	światło	N;SG	N;NOM;NEUT;SG
cahaya	światła	cahaya	światło	N;SG	N;NOM;NEUT;SG
tionghoa	mandarin	tionghoa	mandarin	N	N;NOM;MASC;SG
tionghoa	chińczyk	tionghoa	chińczyk	N	N;NOM;MASC;SG
skor	punktacji	skor	punktacja	N;SG	N;GEN;FEM;SG
skor	wynik	skor	wynik	N;SG	N;NOM;MASC;SG
pengaruh	wpływ	pengaruh	wpływ	N;SG	N;NOM;MASC;SG
kanan	prawo	kanan	prawo	N;SG	N;NOM;NEUT;SG
kompetisi	rywalizacja	kompetisi	rywalizacja	N;SG	N;NOM;FEM;SG
kompetisi	konkurencja	kompetisi	konkurencja	N;SG	N;NOM;FEM;SG
kompetisi	konkurs	kompetisi	konkurs	N;SG	N;NOM;MASC;SG
kompetisi	konkurencji	kompetisi	konkurencja	N;SG	N;GEN;FEM;SG
polisi	policjant	polisi	policjant	N;SG	N;NOM;MASC;SG
polisi	gliniarz	polisi	gliniarz	N;SG	N;NOM;MASC;SG
polisi	policja	polisi	policja	N;SG	N;NOM;FEM;SG
polisi	policji	polisi	policja	N;SG	N;GEN;FEM;SG
kecepatan	prędkości	kecepatan	prędkość	N;SG	N;GEN;FEM;SG
kecepatan	prędkość	kecepatan	prędkość	N;SG	N;NOM;FEM;SG
kecepatan	szybkość	kecepatan	szybkość	N;SG	N;ACC;FEM;SG
kecepatan	prędkości	kecepatan	prędkość	N;SG	N;GEN;FEM;SG
mengetahui	wiedząc	menketahui	wiedzieć	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
mencoba	próbował	mencoba	próbować	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mencoba	próbował	mencoba	próbować	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
penguasa	władcy	penkuasa	władka	N;SG	N;NOM;MASC;SG
penguasa	władcę	penkuasa	władca	N;SG	N;ACC;MASC;SG
penguasa	władcą	penkuasa	władca	N;SG	N;INS;MASC;SG
penguasa	władca	penkuasa	władca	N;SG	N;NOM;MASC;SG
tewas	zabita	tewas	zabić	ADJ;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
tewas	zabity	tewas	zabić	ADJ;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
tewas	martwy	tewas	martwy	ADJ;SG	ADJ;NOM;MASC;SG
pasangan	partner	pasangan	partner	N;SG	N;NOM;MASC;SG
pasangan	partnerka	pasangan	partnerka	N;SG	N;NOM;FEM;SG
pasangan	partnerem	pasangan	partner	N;SG	N;INS;MASC;SG
pasangan	partnera	pasangan	partner	N;SG	N;ACC;MASC;SG
pasangan	wspólnik	pasangan	wspólnik	N;SG	N;NOM;MASC;SG
pasangan	małżonek	pasangan	małżonek	N;SG	N;NOM;MASC;SG
menolak	odmówić	mentolak	odmówić	V;SG;ACT	V;PFV;NFIN;ACT
menolak	odmówił	mentolak	odmówić	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
menolak	odrzucić	mentolak	odrzucić	V;SG;ACT	V;PFV;NFIN;ACT
menolak	odrzucam	mentolak	odrzucać	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
mengubah	zmienić	menubah	zmienić	V;SG;ACT	V;PFV;NFIN;ACT
