kegubernuran	gubernie	kegubernuran	gubernie	N;SG	N;NOM;FEM;SG;POS
mediterania	středozemí	mediterania	středozemí	N;SG	N;NOM;NEUT;SG;POS
adventure	dobrodružství	adventure	dobrodružství	N	N;NOM;NEUT;SG;POS
ketegangan	napětí	ketegangan	napětí	N;SG	N;NOM;NEUT;SG;POS
ketegangan	napětí	ketegangan	napětí	N;SG	N;NOM;NEUT;SG;POS
petir	hrom	petir	hrom	N;SG	N;INAN;NOM;MASC;SG;POS
petir	blesk	petir	blesk	N;SG	N;INAN;NOM;MASC;SG;POS
petir	blesku	petir	blesk	N;SG	N;INAN;GEN;MASC;SG;POS
menantang	vyzval	mentantang	vyzvat	V;SG;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
desainer	návrhář	desainer	návrhář	N;SG	N;ANIM;NOM;MASC;SG;POS
kecerdasan	inteligence	kecerdasan	inteligence	N;SG	N;NOM;FEM;SG;POS
kecerdasan	inteligenci	kecerdasan	inteligence	N;SG	N;ACC;FEM;SG;POS
kecerdasan	intelekt	kecerdasan	intelekt	N;SG	N;INAN;NOM;MASC;SG;POS
modul	modul	modul	modul	N;SG	N;INAN;NOM;MASC;SG;POS
kecewa	nespokojená	kecewa	spokojený	ADJ;SG	ADJ;NOM;FEM;SG;NEG
kecewa	nespokojený	kecewa	spokojený	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;NEG
kecewa	naštvaná	kecewa	naštvaný	ADJ;SG	ADJ;NOM;FEM;SG;POS
kecewa	rozrušený	kecewa	rozrušený	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS
kecewa	rozrušená	kecewa	rozrušený	ADJ;SG	ADJ;NOM;FEM;SG;POS
kecewa	zklamaný	kecewa	zklamaný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS
kecewa	zklamán	kecewa	zklamaný	ADJ;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
kecewa	zklamaná	kecewa	zklamaný	ADJ;SG	ADJ;NOM;FEM;SG;POS
kecewa	nespokojený	kecewa	spokojený	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;NEG
vandalisme	vandalismus	vandalisme	vandalismus	N;SG	N;INAN;NOM;MASC;SG;POS
tinju	pěsti	tinju	pěst	N;SG	N;NOM;FEM;SG;POS
tinju	box	tinju	box	N;SG	N;INAN;NOM;MASC;SG;POS
tinju	boxu	tinju	box	N;SG	N;INAN;GEN;MASC;SG;POS
tinju	pěsti	tinju	pěst	N;SG	N;NOM;FEM;SG;POS
tinju	pěst	tinju	pěst	N;SG	N;NOM;FEM;SG;POS
manufaktur	výrobci	manufaktur	výrobce	N	N;ANIM;NOM;MASC;PL;POS
manufaktur	výroba	manufaktur	výroba	N	N;NOM;FEM;SG;POS
manufaktur	výrobci	manufaktur	výrobce	N	N;ANIM;NOM;MASC;PL;POS
manufaktur	výrobce	manufaktur	výrobce	N	N;ANIM;NOM;MASC;SG;POS
potret	portrét	potret	portrét	N;SG	N;INAN;NOM;MASC;SG;POS
propaganda	propaganda	propaganda	propaganda	N;SG	N;NOM;FEM;SG;POS
digabung	sloučit	digabung	sloučit	V;SG;PASS	V;PFV;POS;NFIN
mempercepat	zrychlit	menpercepat	zrychlit	V;SG;ACT	V;PFV;POS;NFIN
mempercepat	urychlit	menpercepat	urychlit	V;SG;ACT	V;PFV;POS;NFIN
mempercepat	zrychluje	menpercepat	zrychlovat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
geng	gang	geng	gang	N;SG	N;INAN;NOM;MASC;SG;POS
suster	sestry	suster	sestra	N	N;NOM;FEM;PL;POS
suster	sester	suster	sestra	N	N;GEN;FEM;PL;POS
suster	sestra	suster	sestra	N	N;NOM;FEM;SG;POS
suster	sestřička	suster	sestřička	N	N;NOM;FEM;SG;POS
suster	sestra	suster	sestra	N	N;NOM;FEM;SG;POS
memutar	otočit	menputar	otočit	V;SG;ACT	V;PFV;POS;NFIN
fighter	bojovnice	fighter	bojovnice	N	N;NOM;FEM;SG;POS
fighter	stíhačka	fighter	stíhačka	N	N;NOM;FEM;SG;POS
fighter	bojovník	fighter	bojovník	N	N;ANIM;NOM;MASC;SG;POS
fighter	zápasník	fighter	zápasník	N	N;ANIM;NOM;MASC;SG;POS
geometri	geometrie	geometri	geometrie	N	N;NOM;FEM;SG;POS
kelainan	aberace	kelainan	aberace	N;SG	N;NOM;FEM;SG;POS
kelainan	porucha	kelainan	porucha	N;SG	N;NOM;FEM;SG;POS
kelainan	deformace	kelainan	deformace	N;SG	N;NOM;FEM;SG;POS
gaji	mzda	gaji	mzda	N;SG	N;NOM;FEM;SG;POS
gaji	plat	gaji	plat	N;SG	N;INAN;NOM;MASC;SG;POS
gaji	výplata	gaji	výplata	N;SG	N;NOM;FEM;SG;POS
lada	pepř	lada	pepříklad	N;SG	N;INAN;NOM;MASC;SG;POS
lada	lada	lada	lada	N;SG	N;NOM;FEM;SG;POS
pengurangan	snižování	penkurangan	snižování	N;SG	N;NOM;NEUT;SG;POS
pengurangan	snížení	penkurangan	snížení	N;SG	N;NOM;NEUT;SG;POS
pengurangan	redukce	penkurangan	redukce	N;SG	N;NOM;FEM;SG;POS
pengurangan	zmenšení	penkurangan	zmenšení	N;SG	N;NOM;NEUT;SG;POS
pengurangan	odečtení	penkurangan	odečtení	N;SG	N;NOM;NEUT;SG;POS
menyumbangkan	přispět	mensumbangkan	přispět	V;SG;ACT	V;POS;NFIN
menyumbangkan	přispívat	mensumbangkan	přispívat	V;SG;ACT	V;IPFV;POS;NFIN
anggun	elegantní	anggun	elegantní	ADJ;SG	ADJ;NOM;MASC;SG;POS
anggun	elegantní	anggun	elegantní	ADJ;SG	ADJ;NOM;MASC;SG;POS
anggun	půvabná	anggun	půvabný	ADJ;SG	ADJ;NOM;FEM;SG;POS
anggun	půvabné	anggun	půvabný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
inspektur	inspektor	inspektur	inspektor	N	N;ANIM;NOM;MASC;SG;POS
genetika	genetika	genetika	genetika	N;SG	N;NOM;FEM;SG;POS
globalisasi	globalizaci	globalisasi	globalizace	N	N;ACC;FEM;SG;POS
globalisasi	globalizace	globalisasi	globalizace	N	N;NOM;FEM;SG;POS
sedan	sedan	sedan	sedan	N;SG	N;INAN;NOM;MASC;SG;POS
sedan	salon	sedan	salón	N;SG	N;INAN;NOM;MASC;SG;POS
sedan	salónu	sedan	salón	N;SG	N;INAN;GEN;MASC;SG;POS
sedan	salón	sedan	salón	N;SG	N;INAN;NOM;MASC;SG;POS
identifikasi	identifikace	identifikasi	identifikace	N;SG	N;NOM;FEM;SG;POS
kebahagiaan	blaho	kebahagiaan	blaho	N;SG	N;NOM;NEUT;SG;POS
kebahagiaan	spokojenost	kebahagiaan	spokojenost	N;SG	N;NOM;FEM;SG;POS
kebahagiaan	štěstí	kebahagiaan	štěstí	N;SG	N;NOM;NEUT;SG;POS
pemberdayaan	zmocnění	pemberdayaan	zmocnění	N;SG	N;NOM;NEUT;SG;POS
script	scénáře	script	scénář	N	N;INAN;NOM;MASC;PL;POS
script	skript	script	skript	N	N;INAN;NOM;MASC;SG;POS
script	scénář	script	scénář	N	N;INAN;NOM;MASC;SG;POS
komitmen	závazek	komitmen	závazek	N;SG	N;INAN;NOM;MASC;SG;POS
komitmen	odhodlání	komitmen	odhodlání	N;SG	N;NOM;NEUT;SG;POS
nutrisi	výživa	nutrisi	výživa	N;SG	N;NOM;FEM;SG;POS
nutrisi	výživy	nutrisi	výživa	N;SG	N;NOM;FEM;SG;POS
jual	prodej	jual	prodej	N;SG;ACT	N;INAN;NOM;MASC;SG;POS
jual	prodej	jual	prodej	N;SG;ACT	N;INAN;NOM;MASC;SG;POS
fantasi	fantasy	fantasi	fantasa	N	N;NOM;FEM;PL;POS
fantasi	fantazie	fantasi	fantazie	N	N;NOM;FEM;SG;POS
fantasi	fantazii	fantasi	fantazie	N	N;ACC;FEM;SG;POS
fantasi	fantazie	fantasi	fantazie	N	N;NOM;FEM;SG;POS
mengutip	citovat	menutip	citovat	V;SG;ACT	V;IPFV;POS;NFIN
mendiami	obývá	mendiami	obývat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
manuskrip	rukopisy	manuskrip	rukopis	N	N;INAN;NOM;MASC;PL;POS
manuskrip	rukopis	manuskrip	rukopis	N	N;INAN;NOM;MASC;SG;POS
negosiasi	vyjednávání	negosiasi	vyjednávání	N	N;NOM;NEUT;SG;POS
negosiasi	jednání	negosiasi	jednání	N	N;NOM;NEUT;SG;POS
negosiasi	vyjednávání	negosiasi	vyjednávání	N	N;NOM;NEUT;SG;POS
negosiasi	vyjednávání	negosiasi	vyjednávání	N	N;NOM;NEUT;SG;POS
negosiasi	jednání	negosiasi	jednání	N	N;NOM;NEUT;SG;POS
traktat	smlouvu	traktat	smlouva	N	N;ACC;FEM;SG;POS
traktat	smlouva	traktat	smlouva	N	N;NOM;FEM;SG;POS
ragu	pochybné	ragu	pochybný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
syukur	vděčnost	syukur	vděčnost	N;SG	N;NOM;FEM;SG;POS
syukur	vděk	syukur	vděk	N;SG	N;INAN;NOM;MASC;SG;POS
syukur	díkuvzdání	syukur	díkuvzdání	N;SG	N;NOM;NEUT;SG;POS
syukur	díkůvzdání	syukur	díkůvzdání	N;SG	N;NOM;NEUT;SG;POS
menghargai	oceňuji	menhargai	oceňovat	V;SG;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
menghargai	ocenit	menhargai	ocenit	V;SG;ACT	V;PFV;POS;NFIN
orkestra	orchestru	orkestra	orchestr	N;SG	N;INAN;GEN;MASC;SG;POS
orkestra	orchestr	orkestra	orchestr	N;SG	N;INAN;NOM;MASC;SG;POS
kapel	kaple	kapel	kaple	N	N;NOM;FEM;SG;POS
penyuntingan	úpravy	penyuntingan	úprava	N	N;NOM;FEM;PL;POS
penyuntingan	úprav	penyuntingan	úprava	N	N;GEN;FEM;PL;POS
penyuntingan	úpravy	penyuntingan	úprava	N	N;NOM;FEM;PL;POS
penyuntingan	úprava	penyuntingan	úprava	N	N;NOM;FEM;SG;POS
penyuntingan	střih	penyuntingan	střih	N	N;INAN;NOM;MASC;SG;POS
kotor	hrubý	kotor	hrubý	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
kotor	hrubé	kotor	hrubý	ADJ;SG	ADJ;NOM;NEUT;SG;POS
kotor	hrubá	kotor	hrubý	ADJ;SG	ADJ;NOM;FEM;SG;POS
kotor	špinavý	kotor	špinavý	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
kotor	špinavé	kotor	špinavý	ADJ;SG	ADJ;NOM;NEUT;SG;POS
kotor	špinavá	kotor	špinavý	ADJ;SG	ADJ;NOM;FEM;SG;POS
kotor	špinavý	kotor	špinavý	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
ramayana	rámájana	ramayana	rámájana	N;SG	N;ANIM;NOM;MASC;SG;POS
komet	kometa	komet	kometa	N	N;NOM;FEM;SG;POS
komet	komety	komet	kometa	N	N;NOM;FEM;PL;POS
impian	sen	impian	sen	N;SG	N;INAN;NOM;MASC;SG;POS
semester	semestr	semester	semestr	N	N;INAN;NOM;MASC;SG;POS
semester	semestru	semester	semestr	N	N;INAN;GEN;MASC;SG;POS
semester	pololetí	semester	pololetí	N	N;NOM;NEUT;SG;POS
terorisme	terorismus	terorisme	terorismus	N;SG	N;INAN;NOM;MASC;SG;POS
terorisme	terorismu	terorisme	terorismus	N;SG	N;INAN;GEN;MASC;SG;POS
liputan	krytí	liputan	krytí	N;SG	N;NOM;NEUT;SG;POS
liputan	pokrytí	liputan	pokrytí	N;SG	N;NOM;NEUT;SG;POS
filter	filtru	filter	filtr	N;SG	N;INAN;GEN;MASC;SG;POS
filter	filtr	filter	filtr	N;SG	N;INAN;NOM;MASC;SG;POS
apel	jablko	apel	jablko	N;SG	N;NOM;NEUT;SG;POS
apel	apple	apel	apple	N;SG	N;INAN;NOM;MASC;SG;POS
narkoba	droga	narkoba	droga	N;SG	N;NOM;FEM;SG;POS
pencegahan	opatření	pencegahan	opatření	N;SG	N;NOM;NEUT;SG;POS
pencegahan	prevenci	pencegahan	prevence	N;SG	N;ACC;FEM;SG;POS
pencegahan	prevence	pencegahan	prevence	N;SG	N;NOM;FEM;SG;POS
tumor	tumor	tumor	tumor	N;SG	N;INAN;NOM;MASC;SG;POS
tumor	nádoru	tumor	nádor	N;SG	N;INAN;GEN;MASC;SG;POS
tumor	nádor	tumor	nádor	N;SG	N;INAN;NOM;MASC;SG;POS
tumor	tumor	tumor	tumor	N;SG	N;INAN;NOM;MASC;SG;POS
tumor	nádoru	tumor	nádor	N;SG	N;INAN;GEN;MASC;SG;POS
tumor	nádor	tumor	nádor	N;SG	N;INAN;NOM;MASC;SG;POS
mie	nudle	mie	nudle	N	N;NOM;FEM;PL;POS
mie	nudle	mie	nudle	N	N;NOM;FEM;PL;POS
obyek	předmět	obyek	předmět	N;SG	N;INAN;NOM;MASC;SG;POS
obyek	objekt	obyek	objekt	N;SG	N;INAN;NOM;MASC;SG;POS
obyek	objektu	obyek	objekt	N;SG	N;INAN;GEN;MASC;SG;POS
opini	názor	opini	názor	N;SG	N;INAN;NOM;MASC;SG;POS
opini	stanovisko	opini	stanovisko	N;SG	N;NOM;NEUT;SG;POS
karate	karate	karate	karate	N	N;NOM;MASC;SG;POS
pegulat	zápasník	pegulat	zápasník	N;SG	N;ANIM;NOM;MASC;SG;POS
pengucapan	výslovnost	penucapan	výslovnost	N;SG	N;NOM;FEM;SG;POS
ranting	větvička	ranting	větvička	N;SG	N;NOM;FEM;SG;POS
ranting	pobočka	ranting	pobočka	N;SG	N;NOM;FEM;SG;POS
ranting	větev	ranting	větev	N;SG	N;NOM;FEM;SG;POS
istirahat	zlom	istirahat	zlom	N;SG	N;INAN;NOM;MASC;SG;POS
istirahat	pauza	istirahat	pauza	N;SG	N;NOM;FEM;SG;POS
istirahat	přestávka	istirahat	přestávka	N;SG	N;NOM;FEM;SG;POS
istirahat	odpočinek	istirahat	odpočinek	N;SG	N;INAN;NOM;MASC;SG;POS
istirahat	odpočívej	istirahat	odpočívat	N;SG	N;INAN;NOM;MASC;SG;POS
menyamar	zamaskovat	mensamar	zamaskovat	V;SG;ACT	V;PFV;POS;NFIN
menyamar	předstírá	mensamar	předstírat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
menuduh	obvinit	mentuduh	obvinit	V;SG;ACT	V;PFV;POS;NFIN
tercepat	nejrychlejší	tercepat	rychlý	ADJ;RL;SG	ADJ;NOM;RL;MASC;SG;POS
alternative	alternativa	alternative	alternativa	N;SG	N;NOM;FEM;SG;POS
alternative	náhradník	alternative	náhradník	N;SG	N;ANIM;NOM;MASC;SG;POS
bijaksana	moudrý	bijaksana	moudrý	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS
bijaksana	moudrá	bijaksana	moudrý	ADJ;SG	ADJ;NOM;FEM;SG;POS
bijaksana	moudré	bijaksana	moudrý	ADJ;SG	ADJ;NOM;NEUT;SG;POS
dukun	šaman	dukun	šaman	N;SG	N;ANIM;NOM;MASC;SG;POS
ekonom	ekonom	ekonom	ekonom	N;SG	N;ANIM;NOM;MASC;SG;POS
browser	prohlížeče	browser	prohlížeč	N	N;INAN;NOM;MASC;PL;POS
browser	prohlížeč	browser	prohlížeč	N	N;INAN;NOM;MASC;SG;POS
parade	průvod	parade	průvod	N	N;INAN;NOM;MASC;SG;POS
parade	přehlídka	parade	přehlídka	N	N;NOM;FEM;SG;POS
gembala	pastýř	gembala	pastýř	N;SG	N;ANIM;NOM;MASC;SG;POS
dominika	dominika	dominika	dominika	N	N;NOM;FEM;SG;POS
dominika	dominika	dominika	dominika	N	N;NOM;FEM;SG;POS
terlaris	bestsellery	terlaris	bestseller	N	N;INAN;NOM;MASC;PL;POS
terlaris	bestseller	terlaris	bestseller	N	N;INAN;NOM;MASC;SG;POS
demo	demo	demo	demo	N;SG	N;NOM;NEUT;SG;POS
demo	dema	demo	dema	N;SG	N;NOM;NEUT;SG;POS
panorama	panorama	panorama	panorama	N;SG	N;NOM;NEUT;SG;POS
siluman	stealth	siluman	stealta	N;SG	N;INAN;NOM;MASC;SG;POS
siluman	démon	siluman	démon	N;SG	N;ANIM;NOM;MASC;SG;POS
hormat	úctu	hormat	úcta	N;SG	N;ACC;FEM;SG;POS
hormat	respekt	hormat	respekt	N;SG	N;INAN;NOM;MASC;SG;POS
hormat	úcta	hormat	úcta	N;SG	N;NOM;FEM;SG;POS
hormat	respektu	hormat	respekt	N;SG	N;INAN;DAT;MASC;SG;POS
hormat	pozdrav	hormat	pozdrav	N;SG	N;INAN;NOM;MASC;SG;POS
layer	vrstvu	layer	vrstva	N;SG	N;ACC;FEM;SG;POS
layer	vrstva	layer	vrstva	N;SG	N;NOM;FEM;SG;POS
fotografer	fotograf	fotografer	fotograf	N;SG	N;ANIM;NOM;MASC;SG;POS
fotografer	fotografka	fotografer	fotografka	N;SG	N;NOM;FEM;SG;POS
skandal	skandál	skandal	skandál	N;SG	N;INAN;NOM;MASC;SG;POS
pengabdian	oddanosti	penabdian	oddanost	N;SG	N;NOM;FEM;SG;POS
pengabdian	oddanost	penabdian	oddanost	N;SG	N;NOM;FEM;SG;POS
lebah	včela	lebah	včela	N;SG	N;NOM;FEM;SG;POS
penyatuan	sjednocení	pensatuan	sjednocení	N;SG	N;NOM;NEUT;SG;POS
menyesuaikan	přizpůsobit	mensesuaikan	přizpůsobit	V;SG;ACT	V;PFV;POS;NFIN
menyesuaikan	přizpůsobit	mensesuaikan	přizpůsobit	V;SG;ACT	V;PFV;POS;NFIN
menyesuaikan	přizpůsobit	mensesuaikan	přizpůsobit	V;SG;ACT	V;PFV;POS;NFIN
buddhis	buddhisté	buddhis	buddhista	N	N;ANIM;NOM;MASC;PL;POS
berlalu	míjí	berlalu	míj	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
berlalu	projde	berlalu	projít	V;SG;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
berlalu	prošel	berlalu	projít	V;SG;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
pemandian	koupání	penmandian	koupání	N;SG	N;NOM;NEUT;SG;POS
penasehat	poradenství	pennasehat	poradenství	N;SG	N;NOM;NEUT;SG;POS
penasehat	rádce	pennasehat	rádce	N;SG	N;ANIM;NOM;MASC;SG;POS
penasehat	poradce	pennasehat	poradce	N;SG	N;ANIM;NOM;MASC;SG;POS
penasehat	poradkyně	pennasehat	poradkyně	N;SG	N;NOM;FEM;SG;POS
penasehat	poradce	pennasehat	poradce	N;SG	N;ANIM;NOM;MASC;SG;POS
ekosistem	ekosystému	ekosistem	ekosystém	N	N;INAN;GEN;MASC;SG;POS
ekosistem	ekosystém	ekosistem	ekosystém	N	N;INAN;NOM;MASC;SG;POS
ekosistem	ekosystémů	ekosistem	ekosystém	N	N;INAN;GEN;MASC;PL;POS
ekosistem	ekosystémy	ekosistem	ekosystém	N	N;INAN;NOM;MASC;PL;POS
anatomi	anatomie	anatomi	anatomie	N;SG	N;NOM;FEM;SG;POS
lucu	roztomilý	lucu	roztomilý	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
lucu	roztomilé	lucu	roztomilý	ADJ;SG	ADJ;NOM;NEUT;SG;POS
lucu	roztomilá	lucu	roztomilý	ADJ;SG	ADJ;NOM;FEM;SG;POS
mendidik	vzdělávat	mendidik	vzdělávat	V;SG;ACT	V;IPFV;POS;NFIN
pendahulunya	předchůdce	pendahulunya	předchůdce	N;SG	N;ANIM;NOM;MASC;SG;POS
kultur	kulturu	kultur	kultura	N	N;ACC;FEM;SG;POS
kultur	kultura	kultur	kultura	N	N;NOM;FEM;SG;POS
kultur	kultury	kultur	kultura	N	N;NOM;FEM;SG;POS
kultur	kultury	kultur	kultura	N	N;NOM;FEM;SG;POS
kultur	kultur	kultur	kultura	N	N;GEN;FEM;PL;POS
reproduksi	reprodukce	reproduksi	reprodukce	N;SG	N;NOM;FEM;SG;POS
reproduksi	rozmnožování	reproduksi	rozmnožování	N;SG	N;NOM;NEUT;SG;POS
reruntuhan	trosky	reruntuhan	troska	N	N;NOM;FEM;PL;POS
reruntuhan	troskách	reruntuhan	troska	N	N;DAT;FEM;PL;POS
reruntuhan	trosky	reruntuhan	troska	N	N;NOM;FEM;PL;POS
reruntuhan	trosky	reruntuhan	troska	N	N;NOM;FEM;PL;POS
reruntuhan	troskách	reruntuhan	troska	N	N;DAT;FEM;PL;POS
reruntuhan	ruiny	reruntuhan	ruina	N	N;NOM;FEM;PL;POS
unicode	unicode	unicode	unicode	N	N;NOM;FEM;SG;POS
kemakmuran	prosperita	kemakmuran	prosperita	N;SG	N;NOM;FEM;SG;POS
kemakmuran	prosperitu	kemakmuran	prosperita	N;SG	N;ACC;FEM;SG;POS
kemakmuran	blahobyt	kemakmuran	blahobyt	N;SG	N;INAN;NOM;MASC;SG;POS
nafsu	chtíč	nafsu	chtíč	N;SG	N;INAN;NOM;MASC;SG;POS
nafsu	apetit	nafsu	apetýt	N;SG	N;INAN;NOM;MASC;SG;POS
nafsu	chuť	nafsu	chuť	N;SG	N;NOM;FEM;SG;POS
asuhan	výchova	asuhan	výchova	N;SG	N;NOM;FEM;SG;POS
etanol	ethanolu	etanol	ethanol	N	N;INAN;DAT;MASC;SG;POS
heading	nadpis	heading	nadpis	N	N;INAN;NOM;MASC;SG;POS
esai	esej	esai	esej	N;SG;ACT	N;NOM;FEM;SG;POS
manik	korálky	manik	korálek	N	N;INAN;NOM;MASC;PL;POS
kapas	bavlna	kapas	bavlna	N;SG	N;NOM;FEM;SG;POS
paten	patent	paten	patent	N;SG	N;INAN;NOM;MASC;SG;POS
paten	patentu	paten	patent	N;SG	N;INAN;GEN;MASC;SG;POS
melukis	malovat	menlukis	malovat	V;SG;ACT	V;IPFV;POS;NFIN
suksesi	nástupnictví	suksesi	nástupnictví	N;SG	N;NOM;NEUT;SG;POS
dorongan	nutkání	dorongan	nutkání	N;SG	N;NOM;NEUT;SG;POS
dorongan	povzbuzení	dorongan	povzbuzení	N;SG	N;NOM;NEUT;SG;POS
dorongan	tahem	dorongan	tah	N;SG	N;INAN;INS;MASC;SG;POS
dorongan	výpad	dorongan	výpad	N;SG	N;INAN;NOM;MASC;SG;POS
dorongan	tah	dorongan	tah	N;SG	N;INAN;NOM;MASC;SG;POS
dorongan	nutkání	dorongan	nutkání	N;SG	N;NOM;NEUT;SG;POS
penayangan	doručení	pentayangan	doručení	N;SG	N;NOM;NEUT;SG;POS
penayangan	dodávka	pentayangan	dodávka	N;SG	N;NOM;FEM;SG;POS
penayangan	doručování	pentayangan	doručování	N;SG	N;NOM;NEUT;SG;POS
penayangan	dodání	pentayangan	dodání	N;SG	N;NOM;NEUT;SG;POS
penayangan	zobrazení	pentayangan	zobrazení	N;SG	N;NOM;NEUT;SG;POS
ulangan	deuteronomium	ulangan	deuteronomium	N;SG	N;NOM;NEUT;SG;POS
perbudakan	otroctví	perbudakan	otroctví	N;SG	N;NOM;NEUT;SG;POS
perbudakan	otroctví	perbudakan	otroctví	N;SG	N;NOM;NEUT;SG;POS
perbudakan	zotročení	perbudakan	zotročení	N;SG	N;NOM;NEUT;SG;POS
konversi	konverze	konversi	konverze	N;SG	N;NOM;FEM;SG;POS
konversi	přepočet	konversi	přepočet	N;SG	N;INAN;NOM;MASC;SG;POS
konversi	přeměna	konversi	přeměna	N;SG	N;NOM;FEM;SG;POS
konversi	konverze	konversi	konverze	N;SG	N;NOM;FEM;SG;POS
sakramen	svátost	sakramen	svátost	N;SG	N;NOM;FEM;SG;POS
sakramen	svátost	sakramen	svátost	N;SG	N;NOM;FEM;SG;POS
sakramen	svátosti	sakramen	svátost	N;SG	N;NOM;FEM;SG;POS
pembicara	řečník	penbicara	řečník	N;SG	N;ANIM;NOM;MASC;SG;POS
pembicara	mluvčí	penbicara	mluvčí	N;SG	N;ANIM;NOM;MASC;SG;POS
intervensi	intervence	intervensi	intervence	N;SG	N;NOM;FEM;SG;POS
intervensi	zásah	intervensi	zásah	N;SG	N;INAN;NOM;MASC;SG;POS
kemarau	sucho	kemarau	sucho	N;SG	N;NOM;NEUT;SG;POS
kesaksian	svědectví	kesaksian	svědectví	N;SG	N;NOM;NEUT;SG;POS
kesaksian	svědectví	kesaksian	svědectví	N;SG	N;NOM;NEUT;SG;POS
mekanika	mechanika	mekanika	mechanika	N;SG	N;NOM;FEM;SG;POS
penutupan	uzavření	pentutupan	uzavření	N;SG	N;NOM;NEUT;SG;POS
penutupan	ukončení	pentutupan	ukončení	N;SG	N;NOM;NEUT;SG;POS
penutupan	zavírání	pentutupan	zavírání	N;SG	N;NOM;NEUT;SG;POS
penutupan	uzavření	pentutupan	uzavření	N;SG	N;NOM;NEUT;SG;POS
keanekaragaman	různorodost	keanekaragaman	různorodost	N;SG	N;NOM;FEM;SG;POS
keanekaragaman	rozmanitost	keanekaragaman	rozmanitost	N;SG	N;NOM;FEM;SG;POS
keanekaragaman	rozmanitosti	keanekaragaman	rozmanitost	N;SG	N;NOM;FEM;SG;POS
rapi	čistou	rapi	čistý	ADJ;SG	ADJ;ACC;FEM;SG;POS
renovasi	renovace	renovasi	renovace	N;SG	N;NOM;FEM;SG;POS
renovasi	přestavba	renovasi	přestavba	N;SG	N;NOM;FEM;SG;POS
renovasi	renovace	renovasi	renovace	N;SG	N;NOM;FEM;SG;POS
investigasi	šetření	investigasi	šetření	N;SG	N;NOM;NEUT;SG;POS
investigasi	vyšetřování	investigasi	vyšetřování	N;SG	N;NOM;NEUT;SG;POS
investigasi	šetření	investigasi	šetření	N;SG	N;NOM;NEUT;SG;POS
investigasi	vyšetřování	investigasi	vyšetřování	N;SG	N;NOM;NEUT;SG;POS
deret	catena	deret	catena	N;SG	N;NOM;FEM;SG;POS
deret	seriál	deret	seriál	N;SG	N;INAN;NOM;MASC;SG;POS
deret	řada	deret	řada	N;SG	N;NOM;FEM;SG;POS
deret	série	deret	série	N;SG	N;NOM;FEM;SG;POS
takahashi	takahashi	takahashi	takahashi	N	N;ANIM;NOM;MASC;PL;POS
nopember	listopadu	nopember	listopad	N	N;INAN;GEN;MASC;SG;POS
nopember	listopad	nopember	listopad	N	N;INAN;NOM;MASC;SG;POS
percepatan	zrychlení	percepatan	zrychlení	N;SG	N;NOM;NEUT;SG;POS
diusir	vystěhovat	diusir	vystěhovat	V;SG;PASS	V;PFV;POS;NFIN
kader	kádr	kader	kádr	N;SG	N;INAN;NOM;MASC;SG;POS
tekstil	textilií	tekstil	textilie	N;SG	N;INS;FEM;SG;POS
pemilih	picker	penpilih	picker	N;SG	N;INAN;NOM;MASC;SG;POS
bereaksi	reaguje	berreaksi	reagovat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
bereaksi	zareagoval	berreaksi	zareagovat	V;SG;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
bereaksi	reagoval	berreaksi	reagovat	V;SG;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
bereaksi	zareagovat	berreaksi	zareagovat	V;SG;ACT	V;PFV;POS;NFIN
bereaksi	reagovat	berreaksi	reagovat	V;SG;ACT	V;IPFV;POS;NFIN
terbalik	obrátit	terbalik	obrátit	V;SG;PASS	V;PFV;POS;NFIN
terbalik	zvrátit	terbalik	zvrátit	V;SG;PASS	V;PFV;POS;NFIN
pemulihan	vymáhání	penpulihan	vymáhání	N;SG	N;NOM;NEUT;SG;POS
pemulihan	zotavení	penpulihan	zotavení	N;SG	N;NOM;NEUT;SG;POS
