com	مع	com	مَعَ	ADP	ADP;ACC
navio	سفينة	navio	سَفِينَة	N;MASC;SG	N;NOM;INDF;SG
nove	تسع	nove	تِسعَة	NUM	NUM;NOM;INDF;FEM
nove	تسعة	nove	تِسعَة	NUM	NUM;NOM;INDF;MASC
singles	العزاب	single	عِزَاب	N;MASC;PL	N;NOM;DEF;PL
águas	مياه	água	مَاء	N;FEM;PL	N;NOM;INDF;PL
águas	المياه	água	مَاء	N;FEM;PL	N;NOM;DEF;PL
princípio	المبدا	princípio	مَبدَا	N;MASC;SG	N;NOM;DEF;SG
princípio	مبدا	princípio	مَبدَا	N;MASC;SG	N;NOM;INDF;SG
comportamento	السلوك	comportamento	سُلُوك	N;MASC;SG	N;NOM;DEF;SG
comportamento	سلوك	comportamento	سُلُوك	N;MASC;SG	N;NOM;INDF;SG
comportamento	السلوك	comportamento	سُلُوك	N;MASC;SG	N;NOM;DEF;SG
comportamento	سلوك	comportamento	سُلُوك	N;MASC;SG	N;NOM;INDF;SG
perfil	التشكيلة	perfil	تَشكِيلَة	N;MASC;SG	N;NOM;DEF;SG
universo	الكون	universo	كَون	N;MASC;SG	N;NOM;DEF;SG
secretário	المسجل	secretário	مُسَجَّل	N;MASC;SG	N;NOM;DEF;SG
secretário	سكرتيرة	secretário	سِكرِتِيرَة	N;MASC;SG	N;NOM;INDF;SG
secretário	الامين	secretário	أَمِين	N;MASC;SG	N;NOM;DEF;SG
secretário	سكرتير	secretário	سِكرِتِير	N;MASC;SG	N;NOM;INDF;SG
secretário	السكرتير	secretário	سِكرِتِير	N;MASC;SG	N;NOM;DEF;SG
humana	بشرية	humano	بَشَرِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
piloto	الطيار	piloto	طَيَّار	N;MASC;SG	N;NOM;DEF;SG
piloto	طيار	piloto	طَيَّار	N;MASC;SG	N;NOM;INDF;SG
descrita	وصفت	descrever	وَصَف	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;PASS
meia	جورب	meia	جُورب	N;FEM;SG	N;NOM;INDF;SG
meia	نصف	meia	نِصف	N;FEM;SG	N;NOM;INDF;SG
meia	النصف	meia	نِصف	N;FEM;SG	N;NOM;DEF;SG
horizonte	الافق	horizonte	أَفَق	N;MASC;SG	N;NOM;DEF;SG
tentar	حاول	tentar	حَاوَل	V;NFIN	V;MASC;IMP;SG;FIN
aconteceu	حدث	acontecer	حَدَث	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
aconteceu	صار	acontecer	صَار	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
próxima	القادم	próximo	قَادِم	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
próxima	التالي	próximo	تَالِي	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
anunciou	اعلن	anunciar	أَعلَن	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
anunciou	اعلنت	anunciar	أَعلَن	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
contexto	سياق	contexto	سِيَاق	N;MASC;SG	N;NOM;INDF;SG
contexto	السياق	contexto	سِيَاق	N;MASC;SG	N;NOM;DEF;SG
corrida	السباق	corrida	سِبَاق	N;FEM;SG	N;NOM;DEF;SG
corrida	سباق	corrida	سِبَاق	N;FEM;SG	N;NOM;INDF;SG
corrida	العرق	corrida	عِرق	N;FEM;SG	N;NOM;DEF;SG
corrida	السباق	corrida	سِبَاق	N;FEM;SG	N;NOM;DEF;SG
corrida	سباق	corrida	سِبَاق	N;FEM;SG	N;NOM;INDF;SG
linguagem	لغة	linguagem	لُغَة	N;FEM;SG	N;NOM;INDF;SG
linguagem	اللغة	linguagem	لُغَة	N;FEM;SG	N;NOM;DEF;SG
sangue	دم	sangue	دَم	N;MASC;SG	N;NOM;INDF;SG
sangue	دما	sangue	دَم	N;MASC;SG	N;NOM;INDF;SG
sangue	الدم	sangue	دَم	N;MASC;SG	N;NOM;DEF;SG
pena	شفقة	pena	شفقة	N;FEM;SG	N;NOM;INDF;SG
pena	الشفقة	pena	شَفقَة	N;FEM;SG	N;NOM;DEF;SG
pena	خجل	pena	خَجلَ	N;FEM;SG	N;NOM;INDF;SG
pena	عار	pena	عَار	N;FEM;SG	N;NOM;INDF;SG
pena	العار	pena	عَار	N;FEM;SG	N;NOM;DEF;SG
pena	الريشة	pena	رِيشَة	N;FEM;SG	N;NOM;DEF;SG
pena	الجزاء	pena	جَزَاء	N;FEM;SG	N;NOM;DEF;SG
pena	العقوبة	pena	عُقُوبَة	N;FEM;SG	N;NOM;DEF;SG
pena	عقوبة	pena	عُقُوبَة	N;FEM;SG	N;NOM;INDF;SG
image	صورة	image	صُورَة	N;MASC;SG	N;NOM;INDF;SG
image	الصورة	image	صُورَة	N;MASC;SG	N;NOM;DEF;SG
park	حديقة	park	حَدِيقَة	N;MASC;SG	N;NOM;INDF;SG
regime	المخطط	regime	مُخَطَّط	N;MASC;SG	N;NOM;DEF;SG
regime	مخطط	regime	مُخَطَّط	N;MASC;SG	N;NOM;INDF;SG
conquista	الفتح	conquista	فَتح	N;FEM;SG	N;NOM;DEF;SG
conquista	الغزو	conquista	غَزو	N;FEM;SG	N;NOM;DEF;SG
conquista	غزو	conquista	غَزو	N;FEM;SG	N;NOM;INDF;SG
conquista	الانجاز	conquista	إِنجَاز	N;FEM;SG	N;NOM;DEF;SG
conquista	انجاز	conquista	إِنجَاز	N;FEM;SG	N;NOM;INDF;SG
caixa	صندوق	caixa	صُندُوق	N;FEM;SG	N;NOM;INDF;SG
caixa	الصندوق	caixa	صُندُوق	N;FEM;SG	N;NOM;DEF;SG
caixa	الصراف	caixa	صَرف	N;FEM;SG	N;NOM;DEF;SG
alunos	طلاب	aluno	طَالِب	N;MASC;PL	N;NOM;INDF;PL
alunos	التلاميذ	aluno	تِلمِيذ	N;MASC;PL	N;NOM;DEF;PL
alunos	الطلاب	aluno	طَالِب	N;MASC;PL	N;NOM;DEF;PL
alunos	طلبة	aluno	طَالِب	N;MASC;PL	N;NOM;INDF;PL
alunos	الطلبة	aluno	طَالِب	N;MASC;PL	N;NOM;DEF;PL
alunos	التلاميذ	aluno	تِلمِيذ	N;MASC;PL	N;NOM;DEF;PL
alunos	تلاميذ	aluno	تِلمِيذ	N;MASC;PL	N;NOM;INDF;PL
produto	المنتج	produto	مُنتَج	N;MASC;SG	N;NOM;DEF;SG
produto	منتج	produto	مُنتَج	N;MASC;SG	N;NOM;INDF;SG
gol	المرمى	gol	مَرمَى	N;MASC;SG	N;NOM;DEF;SG
gol	هدف	gol	هَدَف	N;MASC;SG	N;NOM;INDF;SG
gol	الهدف	gol	هَدَف	N;MASC;SG	N;NOM;DEF;SG
atlético	رياضي	atlético	رِيَاضِيّ	N;MASC;SG	N;NOM;INDF;SG
marido	الزوج	marido	زَوج	N;MASC;SG	N;NOM;DEF;SG
marido	زوج	marido	زَوج	N;MASC;SG	N;NOM;INDF;SG
operações	عمليات	operação	عَمَلِيَّة	N;FEM;PL	N;NOM;INDF;PL
operações	العمليات	operação	عَمَلِيَّة	N;FEM;PL	N;NOM;DEF;PL
operações	المعاملات	operação	مُعَامَلَة	N;FEM;PL	N;NOM;DEF;PL
cópias	النسخ	cópia	نُسخَة	N;FEM;PL	N;NOM;DEF;PL
temperatura	الحرارة	temperatura	حَرَارَة	N;FEM;SG	N;NOM;DEF;SG
plantas	نباتات	planta	نَبَات	N;FEM;PL	N;NOM;INDF;PL
plantas	النباتات	planta	نَبَات	N;FEM;PL	N;NOM;DEF;PL
publicação	منشور	publicação	مَنشُور	N;FEM;SG	N;NOM;INDF;SG
publicação	النشر	publicação	نَشر	N;FEM;SG	N;NOM;DEF;SG
publicação	المنشور	publicação	مَنشُور	N;FEM;SG	N;NOM;DEF;SG
publicação	النشر	publicação	نَشر	N;FEM;SG	N;NOM;DEF;SG
publicação	نشر	publicação	نَشر	N;FEM;SG	N;NOM;INDF;SG
publicação	النشر	publicação	نَشر	N;FEM;SG	N;NOM;DEF;SG
quadro	الجدول	quadro	جَدوَل	N;MASC;SG	N;NOM;DEF;SG
quadro	جدول	quadro	جَدوَل	N;MASC;SG	N;NOM;INDF;SG
quadro	الطاولة	quadro	طَاوِلَة	N;MASC;SG	N;NOM;DEF;SG
quadro	اطار	quadro	إِطَار	N;MASC;SG	N;NOM;INDF;SG
transmissão	الارسال	transmissão	إِرسَال	N;FEM;SG	N;NOM;DEF;SG
transmissão	بث	transmissão	بَثّ	N;FEM;SG	N;NOM;INDF;SG
transmissão	البث	transmissão	بَثّ	N;FEM;SG	N;NOM;DEF;SG
mínimo	الدنيا	pequeno	دِنِّيَا	N;MASC;SG	N;NOM;DEF;SG
suécia	للسويد	suécia	للسويد	N;FEM;SG	N;NOM;DEF;SG
suécia	بالسويد	suécia	بالسويد	N;FEM;SG	N;GEN;DEF;SG
sequência	تكملة	sequência	تَكمِلَة	N;FEM;SG	N;NOM;INDF;SG
sequência	التسلسل	sequência	تَسَلسُل	N;FEM;SG	N;NOM;DEF;SG
sequência	تسلسل	sequência	تسِلسِل	N;FEM;SG	N;NOM;INDF;SG
prémio	قسط	prémio	قِسط	N;MASC;SG	N;NOM;INDF;SG
prémio	الجائزة	prémio	جَائِزَة	N;MASC;SG	N;NOM;DEF;SG
prémio	جائزة	prémio	جَائِزَة	N;MASC;SG	N;NOM;INDF;SG
prémio	الجائزة	prémio	جَائِزَة	N;MASC;SG	N;NOM;DEF;SG
prémio	جائزة	prémio	جَائِزَة	N;MASC;SG	N;NOM;INDF;SG
máximo	الاقصى	máximo	أَقصَى	N;MASC;SG	N;NOM;DEF;SG
night	ليلا	night	ليلا	N;MASC;SG	N;NOM;INDF;SG
night	الليل	night	لَيل	N;MASC;SG	N;NOM;DEF;SG
night	ليلة	night	لَيلَة	N;MASC;SG	N;NOM;INDF;SG
night	ليل	night	لَيل	N;MASC;SG	N;NOM;INDF;SG
ataques	الهجمات	ataque	هَجمَة	N;MASC;PL	N;NOM;DEF;PL
ataques	اعتداءات	ataque	اِعتِدَاء	N;MASC;PL	N;NOM;INDF;PL
ataques	هجمات	ataque	هَجمَة	N;MASC;PL	N;NOM;INDF;PL
ataques	الاعتداءات	ataque	اِعتِدَاء	N;MASC;PL	N;NOM;DEF;PL
poeta	الشاعر	poeta	شَاعِر	N;MASC;SG	N;NOM;DEF;SG
poeta	شاعر	poeta	شَاعِر	N;MASC;SG	N;NOM;INDF;SG
instituição	مؤسسة	instituição	مُؤَسَّسَة	N;FEM;SG	N;NOM;INDF;SG
instituição	المؤسسة	instituição	مُؤَسَّسَة	N;FEM;SG	N;NOM;DEF;SG
objetos	الاجسام	objeto	جِسم	N;MASC;PL	N;NOM;DEF;PL
participantes	المشاركون	participante	مُشَارِك	N;MASC;PL	N;NOM;DEF;PL
participantes	المشتركون	participante	مُشتَرَك	N;MASC;PL	N;NOM;DEF;PL
reúne	يلتقي	reunir	اِلتَقَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
individual	فردية	individual	فَردِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
individual	فردي	individual	فَردِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
individual	الفردية	individual	فَردِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
inverno	الشتاء	inverno	شِتَاء	N;MASC;SG	N;NOM;DEF;SG
inverno	شتاء	inverno	شِتَاء	N;MASC;SG	N;NOM;INDF;SG
desenho	تصميم	desenho	تَصمِيم	N;MASC;SG	N;NOM;INDF;SG
desenho	التصميم	desenho	تَصمِيم	N;MASC;SG	N;NOM;DEF;SG
desenho	رسمة	desenho	رَسمَة	N;MASC;SG	N;NOM;INDF;SG
desenho	رسم	desenho	رَسم	N;MASC;SG	N;NOM;INDF;SG
desenho	الرسم	desenho	رَسم	N;MASC;SG	N;NOM;DEF;SG
desenho	تصميم	desenho	تَصمِيم	N;MASC;SG	N;NOM;INDF;SG
portal	البوابة	portal	بَوَّابَة	N;MASC;SG	N;NOM;DEF;SG
portal	بوابة	portal	بَوَّابَة	N;MASC;SG	N;NOM;INDF;SG
portal	البوابة	portal	بَوَّابَة	N;MASC;SG	N;NOM;DEF;SG
portal	بوابة	portal	بَوَّابَة	N;MASC;SG	N;NOM;INDF;SG
técnicas	التقنيات	técnica	تَقنِيَّة	N;FEM;PL	N;NOM;DEF;PL
técnicas	تقنيات	técnica	تَقنِيَّة	N;FEM;PL	N;NOM;INDF;PL
exposição	المعرض	exposição	مَعرِض	N;FEM;SG	N;NOM;DEF;SG
exposição	معرض	exposição	مَعرِض	N;FEM;SG	N;NOM;INDF;SG
exposição	التعرض	exposição	تَعَرُّض	N;FEM;SG	N;NOM;DEF;SG
perda	خسارة	perda	خَسَارَة	N;FEM;SG	N;NOM;INDF;SG
perda	الخسارة	perda	خَسَارَة	N;FEM;SG	N;NOM;DEF;SG
pintura	طلاء	pintura	طَالِء	N;FEM;SG	N;NOM;INDF;SG
pintura	دهان	pintura	دِهَان	N;FEM;SG	N;NOM;INDF;SG
pintura	الطلاء	pintura	طَالِط	N;FEM;SG	N;NOM;DEF;SG
pintura	اللوحة	pintura	لَوحَة	N;FEM;SG	N;NOM;DEF;SG
pintura	لوحة	pintura	لَوحَة	N;FEM;SG	N;NOM;INDF;SG
pintura	الرسم	pintura	رَسم	N;FEM;SG	N;NOM;DEF;SG
enciclopédia	موسوعة	enciclopédia	مَوسُوع	N;FEM;SG	N;NOM;INDF;SG
congresso	المؤتمر	congresso	مُؤتَمَر	N;MASC;SG	N;NOM;DEF;SG
criança	الطفلة	criança	طِفلَة	N;FEM;SG	N;NOM;DEF;SG
criança	طفل	criança	طِفل	N;FEM;SG	N;NOM;INDF;SG
criança	طفلة	criança	طِفلَة	N;FEM;SG	N;NOM;INDF;SG
criança	الطفل	criança	طِفل	N;FEM;SG	N;NOM;DEF;SG
receber	تستلم	receber	اِستَلَم	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
receber	تستقبل	receber	اِستَقبَل	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
modelos	النماذج	modelo	نَمَاذَة	N;MASC;PL	N;NOM;DEF;PL
modelos	نماذج	modelo	نَمُوذَج	N;MASC;PL	N;NOM;INDF;PL
modelos	الموديلات	modelo	مُودِيلَات	N;MASC;PL	N;NOM;DEF;PL
modelos	نماذج	modelo	نَمُوذَج	N;MASC;PL	N;NOM;INDF;PL
modelos	قوالب	modelo	قَالَب	N;MASC;PL	N;NOM;INDF;PL
modelos	القوالب	modelo	قَالِب	N;MASC;PL	N;NOM;DEF;PL
séculos	القرون	século	قَرن	N;MASC;PL	N;NOM;DEF;PL
séculos	قرون	século	قَرن	N;MASC;PL	N;NOM;INDF;PL
apresentação	التقديم	apresentação	تَقدِيم	N;FEM;SG	N;NOM;DEF;SG
apresentação	عرض	apresentação	عَرض	N;FEM;SG	N;NOM;INDF;SG
apresentação	العرض	apresentação	عَرض	N;FEM;SG	N;NOM;DEF;SG
apresentação	التقديم	apresentação	تَقدِيم	N;FEM;SG	N;NOM;DEF;SG
apresentação	تقديم	apresentação	تَقدِيم	N;FEM;SG	N;NOM;INDF;SG
apresentação	الخضوع	apresentação	خُضُوع	N;FEM;SG	N;NOM;DEF;SG
linear	خطي	linear	خَطِّيّ	N;MASC;SG	N;NOM;INDF;SG
bairros	المناطق	bairro	مِنطَقَة	N;MASC;PL	N;NOM;DEF;PL
bairros	المقاطعات	bairro	مُقَاطَعَة	N;MASC;PL	N;NOM;DEF;PL
bairros	مقاطعات	bairro	مُقَاطَعَة	N;MASC;PL	N;NOM;INDF;PL
links	الوصلات	link	وُصلَة	N;MASC;PL	N;NOM;DEF;PL
links	الصلات	link	صَلَة	N;MASC;PL	N;NOM;DEF;PL
links	روابط	link	روابط	N;MASC;PL	N;NOM;INDF;PL
links	الروابط	link	رَابِطَة	N;MASC;PL	N;NOM;DEF;PL
links	وصلات	link	وُصلَة	N;MASC;PL	N;NOM;INDF;PL
mark	العلامة	mark	عَلَامَة	N;MASC;SG	N;NOM;DEF;SG
mark	علامة	mark	عَلَامَة	N;MASC;SG	N;NOM;INDF;SG
prisão	القبض	prisão	قَبض	N;FEM;SG	N;NOM;DEF;SG
prisão	التوقيف	prisão	تَوقِيف	N;FEM;SG	N;NOM;DEF;SG
prisão	الاعتقال	prisão	اِعتِقَال	N;FEM;SG	N;NOM;DEF;SG
prisão	توقيف	prisão	تَوقِيف	N;FEM;SG	N;NOM;INDF;SG
prisão	اعتقال	prisão	اِعتِقَال	N;FEM;SG	N;NOM;INDF;SG
prisão	سجن	prisão	سِجن	N;FEM;SG	N;NOM;INDF;SG
prisão	السجن	prisão	سَجن	N;FEM;SG	N;NOM;DEF;SG
prisão	سجن	prisão	سِجن	N;FEM;SG	N;NOM;INDF;SG
prisão	السجن	prisão	سَجن	N;FEM;SG	N;NOM;DEF;SG
art	الفن	art	فَنّ	N;MASC;SG	N;NOM;DEF;SG
derrota	الهزيمة	derrota	هَزِيمَة	N;FEM;SG	N;NOM;DEF;SG
derrota	هزيمة	derrota	هَزِيمَة	N;FEM;SG	N;NOM;INDF;SG
evolução	التنمية	evolução	تَنمِيَة	N;FEM;SG	N;NOM;DEF;SG
evolução	تنمية	evolução	تَنمِيَة	N;FEM;SG	N;NOM;INDF;SG
evolução	التطوير	evolução	تَطوِير	N;FEM;SG	N;NOM;DEF;SG
evolução	التطور	evolução	تَطَوُّر	N;FEM;SG	N;NOM;DEF;SG
evolução	تطور	evolução	تَطَوُّر	N;FEM;SG	N;NOM;INDF;SG
concurso	العطاء	concurso	عَطَاء	N;MASC;SG	N;NOM;DEF;SG
concurso	المنافسة	concurso	مُنَافَسَة	N;MASC;SG	N;NOM;DEF;SG
concurso	منافسة	concurso	مُنَافَسَة	N;MASC;SG	N;NOM;INDF;SG
concurso	مسابقة	concurso	مُسَابَقَة	N;MASC;SG	N;NOM;INDF;SG
concurso	المسابقة	concurso	مُسَابَقَة	N;MASC;SG	N;NOM;DEF;SG
concurso	المسابقة	concurso	مُسَابَقَة	N;MASC;SG	N;NOM;DEF;SG
concurso	مسابقة	concurso	مُسَابَقَة	N;MASC;SG	N;NOM;INDF;SG
planta	النبات	planta	نَبَات	N;FEM;SG	N;NOM;DEF;SG
planta	زرع	planta	زَرع	N;FEM;SG	N;NOM;INDF;SG
suíça	السويسرية	suíço	سُوِيسرِيَّة	N;FEM;SG	N;NOM;DEF;SG
suíça	السويسري	suíço	سُوِيسرِيّ	N;FEM;SG	N;NOM;DEF;SG
realidade	واقع	realidade	وَاقِع	N;FEM;SG	N;NOM;INDF;SG
realidade	واقعا	realidade	وَاقِع	N;FEM;SG	N;ACC;INDF;SG
realidade	الواقع	realidade	وَاقِع	N;FEM;SG	N;NOM;DEF;SG
piano	البيانو	piano	بِيَانُو	N;MASC;SG	N;NOM;DEF;SG
clima	المناخ	clima	مُنَاخ	N;MASC;SG	N;NOM;DEF;SG
clima	مناخ	clima	مُنَاخ	N;MASC;SG	N;NOM;INDF;SG
clima	الجو	clima	جَوّ	N;MASC;SG	N;NOM;DEF;SG
clima	الطقس	clima	طَقس	N;MASC;SG	N;NOM;DEF;SG
clima	طقس	clima	طَقس	N;MASC;SG	N;NOM;INDF;SG
entrevista	المقابلة	entrevista	المقابلة	N;FEM;SG	N;NOM;DEF;SG
entrevista	مقابلة	entrevista	مُقَابَلَة	N;FEM;SG	N;NOM;INDF;SG
renda	الرباط	renda	رِبَاط	N;FEM;SG	N;NOM;DEF;SG
renda	ايجار	renda	إِيجَار	N;FEM;SG	N;NOM;INDF;SG
renda	الدخل	renda	دَخل	N;FEM;SG	N;NOM;DEF;SG
normal	طبيعي	normal	طَبِيعِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
normal	عادي	normal	عَادِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
administradores	المديرون	administrador	مُدِير	N;MASC;PL	N;NOM;DEF;PL
administradores	مديرو	administrador	مُدِير	N;MASC;PL	N;NOM;INDF;PL
administradores	المسؤولين	administrador	مَسؤُول	N;MASC;PL	N;NOM;DEF;PL
construída	بنيت	construir	بَنَى	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;PASS
construída	شيدت	construir	شَيَّد	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;PASS
gravação	تسجيل	gravação	تَسجِيل	N;FEM;SG	N;NOM;INDF;SG
gravação	التسجيل	gravação	تَسجِيل	N;FEM;SG	N;NOM;DEF;SG
gravação	النقش	gravação	نَقش	N;FEM;SG	N;NOM;DEF;SG
gravação	نقش	gravação	نَقش	N;FEM;SG	N;NOM;INDF;SG
segue	اتبع	seguir	اِتَّبَع	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
segue	يلي	seguir	وَلِي	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
ascensão	الارتقاء	ascensão	اِرتِقَاء	N;FEM;SG	N;NOM;DEF;SG
reinado	عهد	reinado	عَهد	N;MASC;SG	N;NOM;INDF;SG
engenheiro	المهندس	engenheiro	مُهَندِس	N;MASC;SG	N;NOM;DEF;SG
engenheiro	مهندس	engenheiro	مُهَندِس	N;MASC;SG	N;NOM;INDF;SG
resto	الراحة	resto	رَاحَة	N;MASC;SG	N;NOM;DEF;SG
resto	راحة	resto	رَاحَة	N;MASC;SG	N;NOM;INDF;SG
resto	استراحة	resto	اِستِرَاحَة	N;MASC;SG	N;NOM;INDF;SG
vandalismo	تخريب	vandalismo	تَخرِيب	N;MASC;SG	N;NOM;INDF;SG
vandalismo	التخريب	vandalismo	تَخرِيب	N;MASC;SG	N;NOM;DEF;SG
campeões	الابطال	campeão	بَطَل	N;MASC;PL	N;NOM;DEF;PL
campeões	ابطال	campeão	بَطَل	N;MASC;PL	N;NOM;INDF;PL
israel	اسرائيل	israel	إِسرَائِيل	N;MASC;SG	N;NOM;INDF;SG
exemplos	الامثلة	exemplo	الامثلة	N;MASC;PL	N;NOM;DEF;PL
exemplos	امثلة	exemplo	امثلة	N;MASC;PL	N;NOM;INDF;PL
shows	حفلات	show	حَفلَة	N;MASC;PL	N;NOM;INDF;PL
shows	عروض	show	عَرض	N;MASC;PL	N;NOM;INDF;PL
shows	العروض	show	عَرض	N;MASC;PL	N;NOM;DEF;PL
figura	الشكل	figura	شَكل	N;FEM;SG	N;NOM;DEF;SG
pressão	ضغط	pressão	ضَغط	N;FEM;SG	N;NOM;INDF;SG
pressão	الضغط	pressão	ضَغط	N;FEM;SG	N;NOM;DEF;SG
escala	مقياس	escala	مِقيَاس	N;FEM;SG	N;NOM;INDF;SG
escala	المقياس	escala	مِقيَاس	N;FEM;SG	N;NOM;DEF;SG
cursos	الدورات	curso	دَورَة	N;MASC;PL	N;NOM;DEF;PL
poderes	سلطات	poder	سُلطَة	N;MASC;PL	N;NOM;INDF;PL
poderes	القوى	poder	قُوَّة	N;MASC;PL	N;NOM;DEF;PL
poderes	الصلاحيات	poder	صَلَاحِيَّة	N;MASC;PL	N;NOM;DEF;PL
grau	بدرجة	grau	بدرجة	N;MASC;SG	N;NOM;INDF;SG
grau	درجة	grau	دَرَجَة	N;MASC;SG	N;NOM;INDF;SG
grau	الدرجة	grau	دَرَجَة	N;MASC;SG	N;NOM;DEF;SG
erro	الخطا	erro	خَطَا	N;MASC;SG	N;NOM;DEF;SG
erro	خطا	erro	خَطّ	N;MASC;SG	N;NOM;INDF;SG
erro	غلطة	erro	غلطة	N;MASC;SG	N;NOM;INDF;SG
erro	الخطا	erro	خَطَا	N;MASC;SG	N;NOM;DEF;SG
erro	خطا	erro	خَطّ	N;MASC;SG	N;NOM;INDF;SG
stadium	استاد	stadium	استاد	N;MASC;SG	N;NOM;INDF;SG
stadium	ملعب	stadium	مَلعَب	N;MASC;SG	N;NOM;INDF;SG
stadium	الملعب	stadium	مَلعَب	N;MASC;SG	N;NOM;DEF;SG
publicou	نشرت	publicar	نَشَر	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
publicou	نشرت	publicar	نَشَر	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
chega	يكفي	chegar	كَفَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
chega	يصل	chegar	وَصَل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
consiste	تتكون	consistir	تَكَوَّن	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
consiste	يتالف	consistir	تَالف	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
consiste	يتكون	consistir	تَكَوَّن	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
tabela	الجدول	tabela	جَدوَل	N;FEM;SG	N;NOM;DEF;SG
tabela	جدول	tabela	جَدوَل	N;FEM;SG	N;NOM;INDF;SG
tabela	الطاولة	tabela	طَاوِلَة	N;FEM;SG	N;NOM;DEF;SG
tabela	المخطط	tabela	مُخَطَّط	N;FEM;SG	N;NOM;DEF;SG
tabela	مخطط	tabela	مُخَطَّط	N;FEM;SG	N;NOM;INDF;SG
textos	النصوص	texto	نَصّ	N;MASC;PL	N;NOM;DEF;PL
textos	نصوص	texto	نَصّ	N;MASC;PL	N;NOM;INDF;PL
arquitetura	عمارة	arquitetura	عِمَارَة	N;FEM;SG	N;NOM;INDF;SG
arquitetura	العمارة	arquitetura	العمارة	N;FEM;SG	N;NOM;DEF;SG
chave	المفتاح	chave	مُفتَاح	N;FEM;SG	N;NOM;DEF;SG
chave	مفتاح	chave	مفتاح	N;FEM;SG	N;NOM;INDF;SG
vinte	عشرون	vinte	عِشرُون	NUM	NUM;NOM;INDF
vinte	عشرين	vinte	عِشرُون	NUM	NUM;NOM;INDF
ponta	نصيحة	ponta	نَصِيحَة	N;FEM;SG	N;NOM;INDF;SG
barra	الحانة	barra	حَانَة	N;FEM;SG	N;NOM;DEF;SG
barra	حانة	barra	حَانَة	N;FEM;SG	N;NOM;INDF;SG
barra	شريط	barra	شَرِيط	N;FEM;SG	N;NOM;INDF;SG
barra	البار	barra	بَار	N;FEM;SG	N;NOM;DEF;SG
manutenção	المشرف	manutenção	مُشرِف	N;FEM;SG	N;NOM;DEF;SG
manutenção	النفقة	manutenção	نِفقَة	N;FEM;SG	N;NOM;DEF;SG
manutenção	صيانة	manutenção	صِيَانَة	N;FEM;SG	N;NOM;INDF;SG
manutenção	الصيانة	manutenção	صِيَانَة	N;FEM;SG	N;NOM;DEF;SG
começo	بداية	começo	بِدَايَة	N;MASC;SG	N;NOM;INDF;SG
começo	البداية	começo	بِدَايَة	N;MASC;SG	N;NOM;DEF;SG
fusão	الدمج	fusão	دَمج	N;FEM;SG	N;NOM;DEF;SG
fusão	الاندماج	fusão	اِندِمَاج	N;FEM;SG	N;NOM;DEF;SG
fusão	اندماج	fusão	اِندِمَاج	N;FEM;SG	N;NOM;INDF;SG
fusão	الدمج	fusão	دَمج	N;FEM;SG	N;NOM;DEF;SG
fusão	اندماج	fusão	اِندِمَاج	N;FEM;SG	N;NOM;INDF;SG
fusão	الانصهار	fusão	اِنصِهَار	N;FEM;SG	N;NOM;DEF;SG
saída	ناتج	saída	نَاتِج	N;FEM;SG	N;NOM;INDF;SG
saída	الناتج	saída	نَاتِج	N;FEM;SG	N;NOM;DEF;SG
saída	الاخراج	saída	خَرَج	N;FEM;SG	N;NOM;DEF;SG
saída	خروج	saída	خُرُوج	N;FEM;SG	N;NOM;INDF;SG
saída	الخروج	saída	خُرُوج	N;FEM;SG	N;NOM;DEF;SG
