sonra	اذن	sonra	إِذَن	ADV	ADV
sekiz	ثماني	sekiz	ثَمَانِيَة	NUM	NUM;NOM;INDF;FEM
yemek	غداء	yemek	غَدَاء	N;NOM;SG;3	N;NOM;INDF;SG
yemek	الغداء	yemek	غِدَاء	N;NOM;SG;3	N;NOM;DEF;SG
yemek	طعام	yemek	طَعَام	N;NOM;SG;3	N;NOM;INDF;SG
yemek	غذاء	yemek	غِذَاء	N;NOM;SG;3	N;NOM;INDF;SG
yemek	الطعام	yemek	طَعَام	N;NOM;SG;3	N;NOM;DEF;SG
yemek	الغذاء	yemek	غِذَاء	N;NOM;SG;3	N;NOM;DEF;SG
yemek	عشاء	yemek	عَشَاء	N;NOM;SG;3	N;NOM;INDF;SG
yemek	العشاء	yemek	عَشَاء	N;NOM;SG;3	N;NOM;DEF;SG
yemek	صحن	yemek	صَحن	N;NOM;SG;3	N;NOM;INDF;SG
yemek	الطبق	yemek	طَبِيقَة	N;NOM;SG;3	N;NOM;DEF;SG
yemek	الصحن	yemek	صَحن	N;NOM;SG;3	N;NOM;DEF;SG
yemek	طبق	yemek	طَبَّق	N;NOM;SG;3	N;NOM;INDF;SG
yemek	وجبة	yemek	وجبة	N;NOM;SG;3	N;NOM;INDF;SG
yemek	الوجبة	yemek	وَجبَة	N;NOM;SG;3	N;NOM;DEF;SG
dans	الرقص	dans	رَقص	N;NOM;SG;3	N;NOM;DEF;SG
dans	رقص	dans	رَقص	N;NOM;SG;3	N;NOM;INDF;SG
dans	رقصة	dans	رَقصَة	N;NOM;SG;3	N;NOM;INDF;SG
dans	الرقص	dans	رَقص	N;NOM;SG;3	N;NOM;DEF;SG
dans	رقص	dans	رَقص	N;NOM;SG;3	N;NOM;INDF;SG
ulaşım	النقل	ulaşım	نَقل	N;NOM;SG;3	N;NOM;DEF;SG
ulaşım	نقل	ulaşım	نَقل	N;NOM;SG;3	N;NOM;INDF;SG
ulaşım	النقل	ulaşım	نَقل	N;NOM;SG;3	N;NOM;DEF;SG
ulaşım	نقل	ulaşım	نَقل	N;NOM;SG;3	N;NOM;INDF;SG
önem	الاهمية	önem	أَهَمِّيَّة	N;NOM;SG;3	N;NOM;DEF;SG
önem	اهمية	önem	أَهَمِّيَّة	N;NOM;SG;3	N;NOM;INDF;SG
yavaş	بطيئة	yavaş	بَطِيء	ADJ	ADJ;NOM;INDF;FEM;SG
yavaş	سهل	yavaş	سَهل	ADJ	ADJ;NOM;INDF;MASC;SG
yavaş	سهلة	yavaş	سَهل	ADJ	ADJ;NOM;INDF;FEM;SG
ülkeler	الامم	ülke	أُمَّة	N;NOM;PL;3	N;NOM;DEF;PL
ülkeler	بلدان	ülke	بَلَد	N;NOM;PL;3	N;NOM;INDF;PL
ülkeler	البلدان	ülke	بَلَد	N;NOM;PL;3	N;NOM;DEF;PL
ülkeler	الدول	ülke	دَولَة	N;NOM;PL;3	N;NOM;DEF;PL
düzenleme	حرر	düzenle	حَرَّر	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;3;ACT
ziyaret	الزيارة	ziyaret	زِيَارَة	N;NOM;SG;3	N;NOM;DEF;SG
ziyaret	زيارة	ziyaret	زِيَارَة	N;NOM;SG;3	N;NOM;INDF;SG
ziyaret	الزيارة	ziyaret	زِيَارَة	N;NOM;SG;3	N;NOM;DEF;SG
ziyaret	زيارة	ziyaret	زِيَارَة	N;NOM;SG;3	N;NOM;INDF;SG
antlaşması	المعاهدة	antlaşma	مُعَاهَدَة	N;NOM;SG;3	N;NOM;DEF;SG
antlaşması	معاهدة	antlaşma	مُعَاهَدَة	N;NOM;SG;3	N;NOM;INDF;SG
yazdı	كتبت	yaz	كَتَب	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
hafif	خفيف	hafif	خفيف	ADJ	ADJ;NOM;INDF;MASC;SG
lideri	زعيم	lider	زَعِيم	N;NOM;SG;3	N;NOM;INDF;SG
lideri	قائد	lider	قَائِد	N;NOM;SG;3	N;NOM;INDF;SG
toplumsal	اجتماعية	toplumsal	اِجتِمَاعِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
toplumsal	الاجتماعية	toplumsal	اِجتِمَاعِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
toplumsal	الاجتماعي	toplumsal	اِجتِمَاعِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
toplumsal	اجتماعي	toplumsal	اِجتِمَاعِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
şehirler	البلدات	şehir	بَلدَة	N;NOM;PL;3	N;NOM;DEF;PL
şehirler	المدن	şehir	مَدِينَة	N;NOM;PL;3	N;NOM;DEF;PL
şehirler	بلدات	şehir	بَلدَة	N;NOM;PL;3	N;NOM;INDF;PL
şehirler	مدن	şehir	مَدِينَة	N;NOM;PL;3	N;NOM;INDF;PL
şehirler	المدن	şehir	مَدِينَة	N;NOM;PL;3	N;NOM;DEF;PL
şehirler	مدن	şehir	مَدِينَة	N;NOM;PL;3	N;NOM;INDF;PL
kalesi	قلعة	kale	قلعة	N;NOM;SG;3	N;NOM;INDF;SG
kalesi	القلعة	kale	قَلعَة	N;NOM;SG;3	N;NOM;DEF;SG
uçak	الطائرة	uçak	طَائِرَة	N;NOM;SG;3	N;NOM;DEF;SG
uçak	طائرة	uçak	طَائِرَة	N;NOM;SG;3	N;NOM;INDF;SG
uçak	الطائرة	uçak	طَائِرَة	N;NOM;SG;3	N;NOM;DEF;SG
uçak	طائرة	uçak	طَائِرَة	N;NOM;SG;3	N;NOM;INDF;SG
uçak	الطائرة	uçak	طَائِرَة	N;NOM;SG;3	N;NOM;DEF;SG
uçak	طائرة	uçak	طَائِرَة	N;NOM;SG;3	N;NOM;INDF;SG
savaşları	حروب	savaş	حَرب	N;NOM;PL;3	N;NOM;INDF;PL
savaşları	الحروب	savaş	حَرب	N;NOM;PL;3	N;NOM;DEF;PL
kurucusu	المؤسس	kurucu	مُؤَسِّس	N;NOM;SG;3	N;NOM;DEF;SG
sayılı	معدودة	sayılı	مَعدُود	ADJ	ADJ;NOM;INDF;FEM;SG
herkes	الجميع	herkes	جَمِيع	N;NOM;SG;3	N;NOM;DEF;SG
mühendisliği	الهندسة	mühendislik	هَندَسَة	N;NOM;SG;3	N;NOM;DEF;SG
mühendisliği	هندسة	mühendislik	هَندَسَة	N;NOM;SG;3	N;NOM;INDF;SG
dağları	جبال	dağ	جَبَل	N;NOM;PL;3	N;NOM;INDF;PL
dağları	الجبال	dağ	جَبَل	N;NOM;PL;3	N;NOM;DEF;PL
ilişkiler	علاقات	ilişki	عَلَاقَة	N;NOM;PL;3	N;NOM;INDF;PL
ilişkiler	العلاقات	ilişki	عَلَاقَة	N;NOM;PL;3	N;NOM;DEF;PL
ilişkiler	علاقات	ilişki	عَلَاقَة	N;NOM;PL;3	N;NOM;INDF;PL
ilişkiler	العلاقات	ilişki	عَلَاقَة	N;NOM;PL;3	N;NOM;DEF;PL
görüntü	صورة	görüntü	صُورَة	N;NOM;SG;3	N;NOM;INDF;SG
görüntü	الصورة	görüntü	صُورَة	N;NOM;SG;3	N;NOM;DEF;SG
bilimler	علوم	bilim	عِلم	N;NOM;PL;3	N;NOM;INDF;PL
konser	حفل	konser	حَفل	N;NOM;SG;3	N;NOM;INDF;SG
işbirliği	التعاون	işbirliği	تَعَاوُن	N;NOM;SG;3	N;NOM;DEF;SG
işbirliği	تعاون	işbirliği	تَعَاوُن	N;NOM;SG;3	N;NOM;INDF;SG
işbirliği	تعاون	işbirliği	تَعَاوُن	N;NOM;SG;3	N;NOM;INDF;SG
işbirliği	التعاون	işbirliği	تَعَاوُن	N;NOM;SG;3	N;NOM;DEF;SG
işbirliği	تعاون	işbirliği	تَعَاوُن	N;NOM;SG;3	N;NOM;INDF;SG
istatistikleri	احصاءات	ista	إِحصَاء	N;NOM;PL;3	N;NOM;INDF;PL
istatistikleri	الاحصاءات	ista	إِحصَاء	N;NOM;PL;3	N;NOM;DEF;PL
istatistikleri	الرؤى	ista	رُؤيَا	N;NOM;PL;3	N;NOM;DEF;PL
komedi	كوميدي	komedi	كوميدي	N;NOM;SG;3	N;NOM;INDF;SG
oyuncular	اللاعبين	oyuncu	لَاعِب	N;NOM;PL;3	N;NOM;DEF;PL
oyuncular	اللاعبون	oyuncu	لَاعِب	N;NOM;PL;3	N;NOM;DEF;PL
oyuncular	لاعبين	oyuncu	لَاعِب	N;NOM;PL;3	N;NOM;INDF;PL
oyuncular	الممثلون	oyuncu	مُمَثِّل	N;NOM;PL;3	N;NOM;DEF;PL
oyuncular	الفعاليات	oyuncu	الفعاليات	N;NOM;PL;3	N;NOM;DEF;PL
oyuncular	ممثلون	oyuncu	مُمَثِّل	N;NOM;PL;3	N;NOM;INDF;PL
kullanıcılar	المستخدمون	kullanıcı	مُستَخدِم	N;NOM;PL;3	N;NOM;DEF;PL
kullanıcılar	مستخدمون	kullanıcı	مُستَخدِم	N;NOM;PL;3	N;NOM;INDF;PL
kullanıcılar	مستخدمو	kullanıcı	مُستَخدِم	N;NOM;PL;3	N;NOM;INDF;PL
olaylar	الحوادث	olay	حَادِث	N;NOM;PL;3	N;NOM;DEF;PL
olaylar	حوادث	olay	حَادِث	N;NOM;PL;3	N;NOM;INDF;PL
olaylar	احداث	olay	حَدَث	N;NOM;PL;3	N;NOM;INDF;PL
olaylar	الفعاليات	olay	الفعاليات	N;NOM;PL;3	N;NOM;DEF;PL
olaylar	المناسبات	olay	مُنَاسَبَة	N;NOM;PL;3	N;NOM;DEF;PL
olaylar	الاحداث	olay	حَدَث	N;NOM;PL;3	N;NOM;DEF;PL
cevap	اجابة	cevap	إِجَابَة	N;NOM;SG;3	N;NOM;INDF;SG
cevap	الاجابة	cevap	إِجَابَة	N;NOM;SG;3	N;NOM;DEF;SG
cevap	جواب	cevap	جَابّ	N;NOM;SG;3	N;NOM;INDF;SG
cevap	الجواب	cevap	جَوَاب	N;NOM;SG;3	N;NOM;DEF;SG
cevap	الرد	cevap	رَدّ	N;NOM;SG;3	N;NOM;DEF;SG
cevap	الاستجابة	cevap	اِستِجَابَة	N;NOM;SG;3	N;NOM;DEF;SG
cevap	الرد	cevap	رَدّ	N;NOM;SG;3	N;NOM;DEF;SG
cevap	استجابة	cevap	اِستِجَابَة	N;NOM;SG;3	N;NOM;INDF;SG
dilleri	لغات	dil	لُغَة	N;NOM;PL;3	N;NOM;INDF;PL
dilleri	اللغات	dil	لُغَة	N;NOM;PL;3	N;NOM;DEF;PL
bölgesel	اقليمية	bölgesel	إِقلِيمِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
bölgesel	اقليمي	bölgesel	إِقلِيمِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
bölgesel	الاقليمي	bölgesel	إِقلِيمِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
kayıp	ضائع	kayıp	ضَائِع	ADJ	ADJ;NOM;INDF;MASC;SG
kayıp	مفقودين	kayıp	مَفقُود	ADJ	ADJ;NOM;INDF;MASC;PL
kayıp	المفقودين	kayıp	مَفقُود	ADJ	ADJ;ACC;DEF;MASC;PL
kayıp	مفقودة	kayıp	مَفقُود	ADJ	ADJ;NOM;INDF;FEM;SG
kayıp	مفقود	kayıp	مَفقُود	ADJ	ADJ;NOM;INDF;MASC;SG
görüş	الرؤية	görüş	رُؤيَة	N;NOM;SG;3	N;NOM;DEF;SG
milletler	الامم	millet	أُمَّة	N;NOM;PL;3	N;NOM;DEF;PL
evlilik	الزواج	evlilik	زَوَاج	N;NOM;SG;3	N;NOM;DEF;SG
evlilik	زواج	evlilik	زَوَاج	N;NOM;SG;3	N;NOM;INDF;SG
evlilik	العرس	evlilik	عَرس	N;NOM;SG;3	N;NOM;DEF;SG
evlilik	زفاف	evlilik	زِفَاف	N;NOM;SG;3	N;NOM;INDF;SG
evlilik	عرس	evlilik	عَرس	N;NOM;SG;3	N;NOM;INDF;SG
evlilik	زواج	evlilik	زَوَاج	N;NOM;SG;3	N;NOM;INDF;SG
imparatorluk	الامبراطورية	imparatorluk	الامبراطورية	N;NOM;SG;3	N;NOM;DEF;SG
imparatorluk	امبراطورية	imparatorluk	امبراطورية	N;NOM;SG;3	N;NOM;INDF;SG
imparatorluk	الامبراطورية	imparatorluk	الامبراطورية	N;NOM;SG;3	N;NOM;DEF;SG
gelişmiş	تطورت	geliş	تَطَوَّر	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
açtı	فتحت	aç	فَتَح	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
onlar	هم	o	هُوَ	PRO;NOM;PL;3	PRO;NOM;MASC;PL;3
onlar	هم	o	هُوَ	PRO;NOM;PL;3	PRO;NOM;MASC;PL;3
modeli	نموذج	model	نَمُوذَج	N;NOM;SG;3	N;NOM;INDF;SG
modeli	النموذج	model	نَمُوذَج	N;NOM;SG;3	N;NOM;DEF;SG
gösterdi	اظهرت	göster	أَظهَر	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
official	مسؤول	official	مَسؤُول	N;NOM;SG;3	N;NOM;INDF;SG
şarkılar	اغان	şarkı	أَغَان	N;NOM;PL;3	N;NOM;INDF;PL
şarkılar	اغاني	şarkı	اغاني	N;NOM;PL;3	N;NOM;INDF;PL
üyeler	الاعضاء	üye	عُضو	N;NOM;PL;3	N;NOM;DEF;PL
üyeler	اعضاء	üye	عُضو	N;NOM;PL;3	N;NOM;INDF;PL
zamanlar	اوقات	zaman	وَقت	N;NOM;PL;3	N;NOM;INDF;PL
zamanlar	المرات	zaman	مَرَّة	N;NOM;PL;3	N;NOM;DEF;PL
zamanlar	مرات	zaman	مَرَّة	N;NOM;PL;3	N;NOM;INDF;PL
zamanlar	الاوقات	zaman	وَقت	N;NOM;PL;3	N;NOM;DEF;PL
akademi	اكاديمية	akadem	أَكَادِيمِيَّة	N;NOM;SG;3	N;NOM;INDF;SG
uzunluk	طول	uzunluk	طُول	N;NOM;SG;3	N;NOM;INDF;SG
uzunluk	الطول	uzunluk	طُول	N;NOM;SG;3	N;NOM;DEF;SG
tedavi	علاج	tedavi	عِلَاج	N;NOM;SG;3	N;NOM;INDF;SG
tedavi	العلاج	tedavi	عِلَاج	N;NOM;SG;3	N;NOM;DEF;SG
tedavi	علاج	tedavi	عِلَاج	N;NOM;SG;3	N;NOM;INDF;SG
tedavi	معاملة	tedavi	مُعَامَلَة	N;NOM;SG;3	N;NOM;INDF;SG
tedavi	معالجة	tedavi	مُعَالَجَة	N;NOM;SG;3	N;NOM;INDF;SG
tedavi	العلاج	tedavi	عِلَاج	N;NOM;SG;3	N;NOM;DEF;SG
tedavi	المعاملة	tedavi	مُعَامَلَة	N;NOM;SG;3	N;NOM;DEF;SG
tedavi	علاج	tedavi	عِلَاج	N;NOM;SG;3	N;NOM;INDF;SG
tedavi	المعالجة	tedavi	مُعَالَجَة	N;NOM;SG;3	N;NOM;DEF;SG
karmaşık	معقدة	karmaşık	مُعَقَّد	ADJ	ADJ;NOM;INDF;FEM;SG
karmaşık	معقد	karmaşık	مُعَقَّد	ADJ	ADJ;NOM;INDF;MASC;SG
yaşlı	قديمة	yaşlı	قَدِيم	ADJ	ADJ;NOM;INDF;FEM;SG
yaşlı	قديم	yaşlı	قَدِيم	ADJ	ADJ;NOM;INDF;MASC;SG
yaşlı	القديم	yaşlı	قَدِيم	ADJ	ADJ;NOM;DEF;MASC;SG
yaşlı	المسنون	yaşlı	مُسَنَّى	ADJ	ADJ;NOM;DEF;MASC;SG
yaşlı	المسنين	yaşlı	مُسِنّ	ADJ	ADJ;NOM;DEF;MASC;PL
süresi	مدة	süre	مُدَّة	N;NOM;SG;3	N;NOM;INDF;SG
süresi	المدة	süre	مُدَّة	N;NOM;SG;3	N;NOM;DEF;SG
devletler	دول	devlet	دَولَة	N;NOM;PL;3	N;NOM;INDF;PL
devletler	الولايات	devlet	وِلَايَة	N;NOM;PL;3	N;NOM;DEF;PL
devletler	الدول	devlet	دَولَة	N;NOM;PL;3	N;NOM;DEF;PL
tour	جولة	tour	جَولَة	N;NOM;SG;3	N;NOM;INDF;SG
tour	الجولة	tour	جَولَة	N;NOM;SG;3	N;NOM;DEF;SG
derecesi	بدرجة	derece	بدرجة	N;NOM;SG;3	N;NOM;INDF;SG
derecesi	درجة	derece	دَرَجَة	N;NOM;SG;3	N;NOM;INDF;SG
derecesi	الدرجة	derece	دَرَجَة	N;NOM;SG;3	N;NOM;DEF;SG
sabah	الصباح	sabah	صَبَاح	N;NOM;SG;3	N;NOM;DEF;SG
sabah	صباح	sabah	صَبَاح	N;NOM;SG;3	N;NOM;INDF;SG
gruplar	نطاقات	grup	نِطَاقَة	N;NOM;PL;3	N;NOM;INDF;PL
gruplar	الجماعات	grup	جَمَاعَة	N;NOM;PL;3	N;NOM;DEF;PL
gruplar	المجموعات	grup	مَجمُوعَة	N;NOM;PL;3	N;NOM;DEF;PL
gruplar	مجموعات	grup	مَجمُوعَة	N;NOM;PL;3	N;NOM;INDF;PL
filmler	الافلام	film	فِيلم	N;NOM;PL;3	N;NOM;DEF;PL
filmler	افلام	film	فِيلم	N;NOM;PL;3	N;NOM;INDF;PL
filmler	الافلام	film	فِيلم	N;NOM;PL;3	N;NOM;DEF;PL
filmler	افلام	film	فِيلم	N;NOM;PL;3	N;NOM;INDF;PL
hareketler	الاجراءات	hareket	إِجرَاء	N;NOM;PL;3	N;NOM;DEF;PL
hareketler	الافعال	hareket	فَعل	N;NOM;PL;3	N;NOM;DEF;PL
hareketler	الدعاوى	hareket	دَعوَى	N;NOM;PL;3	N;NOM;DEF;PL
hareketler	اجراءات	hareket	إِجرَاء	N;NOM;PL;3	N;NOM;INDF;PL
hareketler	حركات	hareket	حَرَكَة	N;NOM;PL;3	N;NOM;INDF;PL
hareketler	التحركات	hareket	تَحَرُّك	N;NOM;PL;3	N;NOM;DEF;PL
hareketler	الحركات	hareket	حَرَكَة	N;NOM;PL;3	N;NOM;DEF;PL
hareketler	التحركات	hareket	تَحَرُّك	N;NOM;PL;3	N;NOM;DEF;PL
hareketler	الحركات	hareket	حَرَكَة	N;NOM;PL;3	N;NOM;DEF;PL
komitesi	اللجنة	komite	لَجنَة	N;NOM;SG;3	N;NOM;DEF;SG
komitesi	لجنة	komite	لَجنَة	N;NOM;SG;3	N;NOM;INDF;SG
ödüller	جوائز	ödül	جَائِزَة	N;NOM;PL;3	N;NOM;INDF;PL
ödüller	الجوائز	ödül	جَائِزَة	N;NOM;PL;3	N;NOM;DEF;PL
ödüller	جوائز	ödül	جَائِزَة	N;NOM;PL;3	N;NOM;INDF;PL
ödüller	الجوائز	ödül	جَائِزَة	N;NOM;PL;3	N;NOM;DEF;PL
servisi	الخدمة	servi	خِدمَة	N;NOM;SG;3	N;NOM;DEF;SG
servisi	خدمة	servi	خِدمَة	N;NOM;SG;3	N;NOM;INDF;SG
sıcaklık	الحرارة	sıcaklık	حَرَارَة	N;NOM;SG;3	N;NOM;DEF;SG
sıcaklık	حرارة	sıcaklık	حَرَارَة	N;NOM;SG;3	N;NOM;INDF;SG
sıcaklık	الحرارة	sıcaklık	حَرَارَة	N;NOM;SG;3	N;NOM;DEF;SG
sıcaklık	الدفء	sıcaklık	دَفء	N;NOM;SG;3	N;NOM;DEF;SG
konuk	الضيف	konuk	ضِيف	N;NOM;SG;3	N;NOM;DEF;SG
konuk	ضيفة	konuk	ضَيفَة	N;NOM;SG;3	N;NOM;INDF;SG
konuk	ضيوف	konuk	ضيوف	N;NOM;SG;3	N;NOM;INDF;SG
getirdi	جلبت	getir	جَلَب	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
getirdi	احضرت	getir	أَحضَر	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
yazılım	برنامج	yazılım	بَرنَامَج	N;NOM;SG;3	N;NOM;INDF;SG
karısı	الزوجة	karı	زَوجَة	N;NOM;SG;3	N;NOM;DEF;SG
karısı	زوجة	karı	زَوجَة	N;NOM;SG;3	N;NOM;INDF;SG
sanatlar	الفنون	sanat	فَنّ	N;NOM;PL;3	N;NOM;DEF;PL
sanatlar	فنون	sanat	فَنّ	N;NOM;PL;3	N;NOM;INDF;PL
seçilen	اختير	seç	اِختَار	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;SG;3;PASS
takımlar	البدلات	takım	بَدلَة	N;NOM;PL;3	N;NOM;DEF;PL
takımlar	بدلات	takım	بَدَلَة	N;NOM;PL;3	N;NOM;INDF;PL
takımlar	فرق	takım	فِرقَة	N;NOM;PL;3	N;NOM;INDF;PL
kuantum	كمي	kuantum	كمي	N;NOM;SG;3	N;NOM;INDF;SG
teorisi	نظرية	teori	نَظَرِيَّة	N;NOM;SG;3	N;NOM;INDF;SG
harita	خارطة	harit	خَارِطَة	N;NOM;SG;3	N;NOM;INDF;SG
harita	الخريطة	harit	خَرِيطَة	N;NOM;SG;3	N;NOM;DEF;SG
harita	خريطة	harit	خَرِيطَة	N;NOM;SG;3	N;NOM;INDF;SG
değişiklikler	تعديلات	değişiklik	تَعدِيل	N;NOM;PL;3	N;NOM;INDF;PL
değişiklikler	التعديلات	değişiklik	تَعدِيل	N;NOM;PL;3	N;NOM;DEF;PL
değişiklikler	تغيرات	değişiklik	تَغَيُّر	N;NOM;PL;3	N;NOM;INDF;PL
değişiklikler	تغييرات	değişiklik	تَغيِير	N;NOM;PL;3	N;NOM;INDF;PL
değişiklikler	التغييرات	değişiklik	تَغيِير	N;NOM;PL;3	N;NOM;DEF;PL
değişiklikler	التغيرات	değişiklik	تَغَيُّر	N;NOM;PL;3	N;NOM;DEF;PL
türkler	الاتراك	türk	تُرك	N;NOM;PL;3	N;NOM;DEF;PL
işler	الوظائف	iş	وَظِيفَة	N;NOM;PL;3	N;NOM;DEF;PL
işler	وظائف	iş	وَظِيفَة	N;NOM;PL;3	N;NOM;INDF;PL
şeyler	اشياء	şey	شَيء	N;NOM;PL;3	N;NOM;INDF;PL
şeyler	الاشياء	şey	شَيء	N;NOM;PL;3	N;NOM;DEF;PL
şeyler	اشياء	şey	شَيء	N;NOM;PL;3	N;NOM;INDF;PL
otomobil	السيارة	otomobil	سَيَّارَة	N;NOM;SG;3	N;NOM;DEF;SG
otomobil	سيارة	otomobil	سَيَّارَة	N;NOM;SG;3	N;NOM;INDF;SG
kutusu	صندوق	kutu	صُندُوق	N;NOM;SG;3	N;NOM;INDF;SG
kutusu	الصندوق	kutu	صُندُوق	N;NOM;SG;3	N;NOM;DEF;SG
sahipliği	ملكية	sahiplik	مِلكِيَّة	N;NOM;SG;3	N;NOM;INDF;SG
sahipliği	الملكية	sahiplik	مِلكِيَّة	N;NOM;SG;3	N;NOM;DEF;SG
kullanıldı	استخدمت	kullan	اِستَخدَم	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;PASS
blue	الازرق	blue	أَزرَق	N;NOM;SG;3	N;NOM;DEF;SG
oylama	صوتوا	oyla	صَوت	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;PL;3;ACT
çekti	سحبت	çek	سَحَب	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
düştü	سقطت	düş	سَقَط	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
desteği	دعم	destek	دَعم	N;NOM;SG;3	N;NOM;INDF;SG
desteği	الدعم	destek	دَعم	N;NOM;SG;3	N;NOM;DEF;SG
ilişki	علاقة	ilişki	عَلَاقَة	N;NOM;SG;3	N;NOM;INDF;SG
ilişki	العلاقة	ilişki	عَلَاقَة	N;NOM;SG;3	N;NOM;DEF;SG
ilişki	جماع	ilişki	جَمَاع	N;NOM;SG;3	N;NOM;INDF;SG
ilişki	الجماع	ilişki	جِمَاع	N;NOM;SG;3	N;NOM;DEF;SG
cumhurbaşkanlığı	الرئاسة	cumhurbaşkanlığı	رِئَاسَة	N;NOM;SG;3	N;NOM;DEF;SG
cumhurbaşkanlığı	رئاسة	cumhurbaşkanlığı	رِئَاسَة	N;NOM;SG;3	N;NOM;INDF;SG
çıkardı	استخرجت	çıkar	اِستَخرَج	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
köprüsü	الجسر	köprü	جِسر	N;NOM;SG;3	N;NOM;DEF;SG
köprüsü	جسر	köprü	جِسر	N;NOM;SG;3	N;NOM;INDF;SG
başkanlık	الرئاسة	başkanlık	رِئَاسَة	N;NOM;SG;3	N;NOM;DEF;SG
başkanlık	رئاسة	başkanlık	رِئَاسَة	N;NOM;SG;3	N;NOM;INDF;SG
araştırmalar	بحث	araştır	بَحَث	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;3;ACT
seçilmiş	انتخب	seç	اِنتَخَب	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;PASS
seçilmiş	اختير	seç	اِختَار	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;PASS
finali	خاتمة	finali	خاتمة	N;NOM;SG;3	N;NOM;INDF;SG
finali	الخاتمة	finali	خَاتِم	N;NOM;SG;3	N;NOM;DEF;SG
kütüphanesi	مكتبة	kütüphane	مَكتَبَة	N;NOM;SG;3	N;NOM;INDF;SG
kütüphanesi	المكتبة	kütüphane	مَكتَبَة	N;NOM;SG;3	N;NOM;DEF;SG
barajı	السد	barajı	سُدّ	N;NOM;SG;3	N;NOM;DEF;SG
barajı	سد	barajı	سَدّ	N;NOM;SG;3	N;NOM;INDF;SG
air	هواء	air	هَوَاء	N;NOM;SG;3	N;NOM;INDF;SG
air	الهواء	air	هَوَاء	N;NOM;SG;3	N;NOM;DEF;SG
sözleri	كلمات	söz	كَلِمَة	N;NOM;PL;3	N;NOM;INDF;PL
mağlup	فاشل	mağlup	فاشل	ADJ	ADJ;NOM;INDF;MASC;SG
mağlup	خاسر	mağlup	خاسر	ADJ	ADJ;NOM;INDF;MASC;SG
şehristanı	مقاطعة	şehristan	مُقَاطَعَة	N;NOM;SG;3	N;NOM;INDF;SG
şehristanı	المقاطعة	şehristan	مُقَاطَعَة	N;NOM;SG;3	N;NOM;DEF;SG
sanatsal	فنية	sanatsal	فَنِّيّ	ADJ	ADJ;NOM;INDF;FEM;SG
sesi	الصوت	ses	صَوت	N;NOM;SG;3	N;NOM;DEF;SG
sesi	صوت	ses	صَوت	N;NOM;SG;3	N;NOM;INDF;SG
sesi	الحجم	ses	حَجم	N;NOM;SG;3	N;NOM;DEF;SG
sesi	المجلد	ses	مَجلَد	N;NOM;SG;3	N;NOM;DEF;SG
sesi	حجم	ses	حَجم	N;NOM;SG;3	N;NOM;INDF;SG
sesi	الصوت	ses	صَوت	N;NOM;SG;3	N;NOM;DEF;SG
sesi	صوت	ses	صَوت	N;NOM;SG;3	N;NOM;INDF;SG
yerler	اماكن	yer	إِمكَان	N;NOM;PL;3	N;NOM;INDF;PL
yerler	الاماكن	yer	مَكَان	N;NOM;PL;3	N;NOM;DEF;PL
yerler	مواقع	yer	مَوقِع	N;NOM;PL;3	N;NOM;INDF;PL
yerler	المواقع	yer	مَوقِع	N;NOM;PL;3	N;NOM;DEF;PL
yerler	الطوابق	yer	طَابِق	N;NOM;PL;3	N;NOM;DEF;PL
yerler	طوابق	yer	طَابِق	N;NOM;PL;3	N;NOM;INDF;PL
yerler	المقاصد	yer	مَقصِد	N;NOM;PL;3	N;NOM;DEF;PL
yerler	وجهات	yer	وِجهَة	N;NOM;PL;3	N;NOM;INDF;PL
hristiyan	المسيحية	hristiyan	مَسِيحِيَّة	N;NOM;SG;3	N;NOM;DEF;SG
