van	از	van	از	ADP	ADP
aanval	حمله	aanval	حمله	N;MASC+FEM;SG	N;SG
aanval	تجاوز	aanval	None	N;MASC+FEM;SG	N;SG
aanval	یورش	aanval	یورش	N;MASC+FEM;SG	N;SG
walker	واکر	walk	واکر	N;MASC+FEM;SG	N;SG
walker	والکر	walk	والکر	N;MASC+FEM;SG	N;SG
resultaat	عاقبت	resultaat	None	N;NEUT;SG	N;SG
resultaat	نتیجه	resultaat	نتیجه	N;NEUT;SG	N;SG
resultaat	نتیجه	resultaat	نتیجه	N;NEUT;SG	N;SG
resultaat	حاصل	resultaat	حاصل	N;NEUT;SG	N;SG
resultaat	نتیجه	resultaat	نتیجه	N;NEUT;SG	N;SG
verspreiding	انتشار	verspreiding	انتشار	N;MASC+FEM;SG	N;SG
verspreiding	پخش	verspreiding	پخش	N;MASC+FEM;SG	N;SG
bgcolor	b	bgcolor	b	N;MASC+FEM;SG	N;SG
teksten	شعرای	tekst	شاعر	N;PL	N;PL
instituut	موسسه	instituut	None	N;NEUT;SG	N;SG
instituut	مؤسسه	instituut	مؤسسه	N;NEUT;SG	N;SG
instituut	انستیتو	instituut	انستیتو	N;NEUT;SG	N;SG
beetje	بیت	beetje	بیت	N;NEUT;SG	N;SG
beetje	ذره	beetje	ذره	N;NEUT;SG	N;SG
king	پادشاه	kingen	پادشاه	N;MASC+FEM;SG	N;SG
king	کینگ	kingen	کینگ	N;MASC+FEM;SG	N;SG
king	شاه	kingen	شاه	N;MASC+FEM;SG	N;SG
arts	پزشک	arts	پزشک	N;MASC+FEM;SG	N;SG
arts	دکتری	arts	دکتری	N;MASC+FEM;SG	N;SG
arts	داکتر	arts	داکتر	N;MASC+FEM;SG	N;SG
arts	دکتر	arts	دکتر	N;MASC+FEM;SG	N;SG
commissie	تصدی	commissie	تصدی	N;MASC+FEM;SG	N;SG
commissie	کمیسیون	commissie	کمیسیون	N;MASC+FEM;SG	N;SG
commissie	کمیته	commissie	کمیته	N;MASC+FEM;SG	N;SG
commissie	کمیسیون	commissie	کمیسیون	N;MASC+FEM;SG	N;SG
kruis	صلیب	kruis	صلیب	N;NEUT;SG	N;SG
kruis	کراس	kruis	کراس	N;NEUT;SG	N;SG
kruis	عبور	kruis	عبور	N;NEUT;SG	N;SG
moeilijk	دشوار	moeilijk	دشوار	ADJ	ADJ
moeilijk	دشوار	moeilijk	دشوار	ADJ	ADJ
jij	تو	jij	تو	PRO;NOM;2	PRO;SG;2
jij	شما	jij	شما	PRO;NOM;2	PRO;PL;2
verleden	past	verleden	past	N;NEUT;SG	N;SG
verleden	گذشته	verleden	گذشته	N;NEUT;SG	N;SG
zware	سنگین	zwaar	سنگین	ADJ	ADJ
zangeres	خواننده	zangeres	خواننده	N;MASC+FEM;SG	N;SG
euro	یورو	euro	None	N;MASC+FEM;SG	N;SG
euro	یورو	euro	None	N;MASC+FEM;SG	N;SG
bank	بنک	bank	بنک	N;MASC+FEM;SG	N;SG
bank	بانک	bank	بانک	N;MASC+FEM;SG	N;SG
bank	مبل	bank	مبل	N;MASC+FEM;SG	N;SG
bank	کاناپه	bank	کاناپه	N;MASC+FEM;SG	N;SG
uitgeverij	ناشر	uitgeverij	ناشر	N;MASC+FEM;SG	N;SG
uitgeverij	نشر	uitgeverij	نشر	N;MASC+FEM;SG	N;SG
uitgeverij	انتشار	uitgeverij	انتشار	N;MASC+FEM;SG	N;SG
uitgeverij	ناشر	uitgeverij	ناشر	N;MASC+FEM;SG	N;SG
winnen	برد	winnen	برد#بر	V;NFIN	V;SG;3;PST
naties	ملتها	naties	ملت	N;PL	N;PL
naties	ملل	naties	ملت	N;PL	N;PL
sterke	قوی	sterk	قوی	ADJ	ADJ
zwitserland	سویس	zwitserland	سویس	N;NEUT;SG	N;SG
zwitserland	سوییس	zwitserland	سوییس	N;NEUT;SG	N;SG
zwitserland	سوئیس	zwitserland	سوئیس	N;NEUT;SG	N;SG
eigenaar	مالک	eigenaar	مالک	N;MASC+FEM;SG	N;SG
eigenaar	صاحب	eigenaar	صاحب	N;MASC+FEM;SG	N;SG
eigenaar	صاحبش	eigenaar	صاحبش	N;MASC+FEM;SG	N;SG
royal	رویال	royal	رویال	N;MASC+FEM;SG	N;SG
royal	سلطنتی	royal	سلطنت	N;MASC+FEM;SG	N;SG
royal	شاهانه	royal	شاهانه	N;MASC+FEM;SG	N;SG
volledige	سرشار	volledig	سرشار	ADJ	ADJ
oudere	بزرگتر	oud	بزرگ	ADJ;CMPR	ADJ;CMPR
oudere	پیرتر	oud	پیر	ADJ;CMPR	ADJ;CMPR
bos	وودز	bos	وودز	N;NEUT;SG	N;SG
bos	باس	bos	باس	N;NEUT;SG	N;SG
bos	فارست	bos	فارست	N;NEUT;SG	N;SG
bos	جنگل	bos	جنگل	N;NEUT;SG	N;SG
bos	جنگلی	bos	جنگلی	N;NEUT;SG	N;SG
begraafplaats	قبرستان	begraafplaats	قبرستان	N;MASC+FEM;SG	N;SG
begraafplaats	گورستان	begraafplaats	گورستان	N;MASC+FEM;SG	N;SG
begraafplaats	قبرستان	begraafplaats	قبرستان	N;MASC+FEM;SG	N;SG
combinatie	ترکیبی	combinatie	ترکیب	N;MASC+FEM;SG	N;SG
combinatie	ترکیب	combinatie	ترکیب	N;MASC+FEM;SG	N;SG
bedrijven	شرکتها	bedrijf	شرکت	N;PL	N;PL
bedrijven	شرکتهای	bedrijf	شرکت	N;PL	N;PL
bedrijven	احزاب	bedrijf	حزب	N;PL	N;PL
gemiddelde	متوسط	gemiddeld	متوسط	ADJ	ADJ
beschikbaar	موجود	beschikbaar	موجود	ADJ	ADJ
lezen	بخوان	lezen	None	V;NFIN	V;IMP;SG;2
lezen	خوانده	lezen	خواند#خوان	V;NFIN	V;SG;3;V.PTCP
lezen	بخوانند	lezen	خواند#خوان	V;NFIN	V;SBJV;PL;3;PRS
lezen	بخوانید	lezen	خواند#خوان	V;NFIN	V;SBJV;PL;2;PRS
haven	درگاه	haven	درگاه	N;MASC+FEM;SG	N;SG
haven	بندر	haven	بندر	N;MASC+FEM;SG	N;SG
haven	هاون	haven	هاون	N;MASC+FEM;SG	N;SG
haven	هون	haven	هون	N;MASC+FEM;SG	N;SG
haven	هیون	haven	هیون	N;MASC+FEM;SG	N;SG
ngc	ngc	ngc	ngc	N;MASC+FEM;SG	N;SG
jaarlijks	سالانه	jaarlijks	سالانه	ADJ	ADJ
jaarlijks	سالیانه	jaarlijks	سالیانه	ADJ	ADJ
jaarlijks	سالانه	jaarlijks	سالانه	ADJ	ADJ
jaarlijks	سالیانه	jaarlijks	سالیانه	ADJ	ADJ
rock	سنگی	rock	سنگی	N;MASC+FEM;SG	N;SG
rock	صخره	rock	None	N;MASC+FEM;SG	N;SG
rock	راک	rock	راک	N;MASC+FEM;SG	N;SG
theater	theater	theater	theater	N;NEUT;SG	N;SG
tijdschrift	مجله	tijdschrift	مجله	N;NEUT;SG	N;SG
tijdschrift	ژورنال	tijdschrift	ژورنال	N;NEUT;SG	N;SG
tijdschrift	مجله	tijdschrift	مجله	N;NEUT;SG	N;SG
tijdschrift	نشریه	tijdschrift	نشریه	N;NEUT;SG	N;SG
mond	دهان	mond	دهان	N;MASC+FEM;SG	N;SG
mond	دهن	mond	دهن	N;MASC+FEM;SG	N;SG
planten	گیاهان	plant	گیاه	N;PL	N;PL
activiteiten	فعالیتها	activiteit	فعالیت	N;PL	N;PL
hoogleraar	پروفسور	hoogleraar	پروفسور	N;MASC+FEM;SG	N;SG
hoogleraar	پرفسور	hoogleraar	پرفسور	N;MASC+FEM;SG	N;SG
henry	هنری	henry	هنری	N;MASC+FEM;SG	N;SG
henry	آنری	henry	آنری	N;MASC+FEM;SG	N;SG
steun	پشتیبان	steun	پشتیب	N;MASC+FEM;SG	N;SG
steun	پشتیبانی	steun	پشتیبانی	N;MASC+FEM;SG	N;SG
steun	حمایت	steun	حمایت	N;MASC+FEM;SG	N;SG
google	گوگل	goog	گوگل	N;MASC+FEM;SG	N;SG
google	google	goog	google	N;MASC+FEM;SG	N;SG
orgel	ارگ	orgel	ارگ	N;NEUT;SG	N;SG
orgel	ارگان	orgel	ارگان	N;NEUT;SG	N;SG
orgel	اندام	orgel	اندام	N;NEUT;SG	N;SG
hogere	بالاتری	hoog	بالا	ADJ;CMPR	ADJ;CMPR
hogere	بالاتر	hoog	بالا	ADJ;CMPR	ADJ;CMPR
luik	لیژ	luik	لیژ	N;NEUT;SG	N;SG
luik	دریچه	luik	دریچه	N;NEUT;SG	N;SG
luik	هچ	luik	هچ	N;NEUT;SG	N;SG
zang	آواز	zang	آواز	N;MASC+FEM;SG	N;SG
zang	خوانندگی	zang	خوانندگی	N;MASC+FEM;SG	N;SG
zang	نغمه	zang	نغمه	N;MASC+FEM;SG	N;SG
zang	ترانه	zang	ترانه	N;MASC+FEM;SG	N;SG
zang	اهنگ	zang	اهنگ	N;MASC+FEM;SG	N;SG
zang	آهنگ	zang	آهنگ	N;MASC+FEM;SG	N;SG
zang	آواز	zang	آواز	N;MASC+FEM;SG	N;SG
genre	ژانر	genre	None	N;NEUT;SG	N;SG
verbinding	ارتباط	verbinding	ارتباط	N;MASC+FEM;SG	N;SG
verbinding	اتصال	verbinding	اتصال	N;MASC+FEM;SG	N;SG
jack	جک	jack	جک	N;MASC+FEM;SG	N;SG
dragen	بپوشید	dragen	پوشید#پوش	V;NFIN	V;SBJV;PL;2
kritiek	انتقاد	kritiek	انتقاد	N;MASC+FEM;SG	N;SG
kritiek	نقد	kritiek	نقد	N;MASC+FEM;SG	N;SG
kritiek	انتقاد	kritiek	انتقاد	N;MASC+FEM;SG	N;SG
kritiek	بحرانی	kritiek	بحرانی	N;MASC+FEM;SG	N;SG
kritiek	انتقادی	kritiek	انتقاد	N;MASC+FEM;SG	N;SG
kritiek	حیاتی	kritiek	حیاتی	N;MASC+FEM;SG	N;SG
kritiek	انتقاد	kritiek	انتقاد	N;MASC+FEM;SG	N;SG
daniel	دانیال	daniel	دانیال	N;MASC+FEM;SG	N;SG
daniel	دانیل	daniel	دانیل	N;MASC+FEM;SG	N;SG
daniel	دنیل	daniel	دنیل	N;MASC+FEM;SG	N;SG
oorsprong	خاستگاه	oorsprong	None	N;MASC+FEM;SG	N;SG
oorsprong	مبدأ	oorsprong	None	N;MASC+FEM;SG	N;SG
oorsprong	منشأ	oorsprong	منشأ	N;MASC+FEM;SG	N;SG
oorsprong	مبدا	oorsprong	مبدا	N;MASC+FEM;SG	N;SG
divisie	تقسیم	divisie	تقسیم	N;MASC+FEM;SG	N;SG
divisie	واحد	divisie	واحد	N;MASC+FEM;SG	N;SG
jacob	یعقوب	jacob	یعقوب	N;MASC+FEM;SG	N;SG
jacob	جیکوب	jacob	جیکوب	N;MASC+FEM;SG	N;SG
jacob	یاکوب	jacob	یاکوب	N;MASC+FEM;SG	N;SG
jacob	جاکوب	jacob	جاکوب	N;MASC+FEM;SG	N;SG
zwaar	سنگین	zwaar	سنگین	ADJ	ADJ
vrienden	دوستان	vriend	دوست	N;PL	N;PL
spons	اسفنجی	spons	اسفنجی	N;MASC+FEM;SG	N;SG
spons	اسفنج	spons	اسفنج	N;MASC+FEM;SG	N;SG
lage	کم	laag	کم	ADJ	ADJ
opera	تماشاخانه	opera	تماشاخانه	N;MASC+FEM;SG	N;SG
opera	اُپرا	opera	اخپرا	N;MASC+FEM;SG	N;SG
opera	اپرا	opera	None	N;MASC+FEM;SG	N;SG
soldaten	سربازها	soldaat	سرباز	N;PL	N;PL
soldaten	سربازان	soldaat	سرباز	N;PL	N;PL
originele	اصلی	origineel	اصلی	ADJ	ADJ
zat	نشسته	zitten	نشست#نشین	V;SG;PST;FIN	V;SG;3;V.PTCP
zat	نشستم	zitten	None	V;SG;PST;FIN	V;SG;1;PST
internet	اینترنت	internet	اینترنت	N;NEUT;SG	N;SG
internet	اینترنتی	internet	اینترنتی	N;NEUT;SG	N;SG
thema	چهره	thema	چهره	N;NEUT;SG	N;SG
thema	چهرۀ	thema	چهرۀ	N;NEUT;SG	N;SG
thema	تم	thema	تم	N;NEUT;SG	N;SG
politie	پولیس	politie	پولیس	N;MASC+FEM;SG	N;SG
politie	پلیس	politie	پلیس	N;MASC+FEM;SG	N;SG
show	نمایش	show	نمایش	N;MASC+FEM;SG	N;SG
begrip	عقل	begrip	عقل	N;NEUT;SG	N;SG
dingen	اوضاع	dingen	وضع	N;PL	N;PL
dingen	چیزها	dingen	چیز	N;PL	N;PL
kust	کوست	kust	کوست	N;MASC+FEM;SG	N;SG
dirigent	رسانا	dirigent	رسان	N;MASC+FEM;SG	N;SG
dirigent	راهبر	dirigent	راهبر	N;MASC+FEM;SG	N;SG
last	سربار	last	سربار	N;MASC+FEM;SG	N;SG
last	باری	last	بار	N;MASC+FEM;SG	N;SG
santa	سانتا	santa	سانتا	N;SG	N;SG
santa	بابانوئل	santa	بابانوئل	N;SG	N;SG
santa	santa	santa	santa	N;SG	N;SG
historisch	تاریخی	historisch	تاریخی	ADJ	ADJ
historisch	تاریخی	historisch	تاریخی	ADJ	ADJ
head	هد	head	هد	N;MASC+FEM;SG	N;SG
head	سر	head	سر	N;MASC+FEM;SG	N;SG
max	max	max	max	N;MASC+FEM;SG	N;SG
max	مکس	max	مکس	N;MASC+FEM;SG	N;SG
max	ماکس	max	None	N;MASC+FEM;SG	N;SG
max	بیشینه	max	بیشینه	N;MASC+FEM;SG	N;SG
opgeheven	برداشته	opheffen	بر#داشت#دار	V;V.PTCP	V;SG;3;V.PTCP
slecht	بد	slecht	بد	ADJ	ADJ
regisseur	director	regisseur	director	N;MASC+FEM;SG	N;SG
regisseur	کارگردان	regisseur	کارگردان	N;MASC+FEM;SG	N;SG
maatschappij	اجتماع	maatschappij	None	N;MASC+FEM;SG	N;SG
maatschappij	جامعه	maatschappij	جامعه	N;MASC+FEM;SG	N;SG
maatschappij	انجمن	maatschappij	انجمن	N;MASC+FEM;SG	N;SG
afhankelijk	وابسته	afhankelijk	وابسته	ADJ	ADJ
onbekend	ناشناخته	onbekend	ناشناخته	ADJ	ADJ
oplossing	چاره	oplossing	چاره	N;MASC+FEM;SG	N;SG
oplossing	محلول	oplossing	None	N;MASC+FEM;SG	N;SG
gewicht	وزنه	gewicht	None	N;NEUT;SG	N;SG
gewicht	وزنش	gewicht	وزنش	N;NEUT;SG	N;SG
gewicht	وزنه	gewicht	None	N;NEUT;SG	N;SG
gewicht	وزن	gewicht	وزن	N;NEUT;SG	N;SG
collega	همکار	collega	همکار	N;MASC+FEM;SG	N;SG
moderator	نوترون	moderator	نوترون	N;MASC+FEM;SG	N;SG
star	استار	star	استار	N;MASC+FEM;SG	N;SG
star	ستاره	star	ستاره	N;MASC+FEM;SG	N;SG
beschrijving	شرح	beschrijving	شرح	N;MASC+FEM;SG	N;SG
beschrijving	توصیف	beschrijving	توصیف	N;MASC+FEM;SG	N;SG
actie	کنش	actie	None	N;MASC+FEM;SG	N;SG
actie	اکشن	actie	اکشن	N;MASC+FEM;SG	N;SG
actie	اقدام	actie	اقدام	N;MASC+FEM;SG	N;SG
actie	عمل	actie	عمل	N;MASC+FEM;SG	N;SG
wielrenner	cyclist	wielrenner	cyclist	N;MASC+FEM;SG	N;SG
vriend	دوست	vriend	دوست	N;MASC+FEM;SG	N;SG
vriend	دوستی	vriend	دوستی	N;MASC+FEM;SG	N;SG
professor	پروفسور	professor	پروفسور	N;MASC+FEM;SG	N;SG
professor	پرفسور	professor	پرفسور	N;MASC+FEM;SG	N;SG
vogel	پرنده	vogel	پرنده	N;MASC+FEM;SG	N;SG
vogel	وگل	vogel	وگل	N;MASC+FEM;SG	N;SG
mogelijkheid	احتمال	mogelijkheid	احتمال	N;MASC+FEM;SG	N;SG
mogelijkheid	امکان	mogelijkheid	امکان	N;MASC+FEM;SG	N;SG
route	مسیر	route	مسیر	N;MASC+FEM;SG	N;SG
lucht	آسمان	lucht	آسمان	N;MASC+FEM;SG	N;SG
lucht	اسکای	lucht	اسکا	N;MASC+FEM;SG	N;SG
lucht	ایر	lucht	ایر	N;MASC+FEM;SG	N;SG
lucht	هوا	lucht	هوا	N;MASC+FEM;SG	N;SG
afbeeldingen	تصاویر	afbeelding	تصویر	N;PL	N;PL
laag	کم	laag	کم	ADJ	ADJ
afdeling	وزارت	afdeling	وزارت	N;MASC+FEM;SG	N;SG
afdeling	اداره	afdeling	اداره	N;MASC+FEM;SG	N;SG
afdeling	بخش	afdeling	بخش	N;MASC+FEM;SG	N;SG
afdeling	تقسیم	afdeling	تقسیم	N;MASC+FEM;SG	N;SG
afdeling	واحد	afdeling	واحد	N;MASC+FEM;SG	N;SG
afdeling	بخش	afdeling	بخش	N;MASC+FEM;SG	N;SG
cijfers	مراتب	cijfer	مراتب	N;PL	N;PL
cijfers	شکلها	cijfer	شکل	N;PL	N;PL
cijfers	شکلهای	cijfer	شکل	N;PL	N;PL
cijfers	ارقام	cijfer	رقم	N;PL	N;PL
studio	studio	studio	studio	N;MASC+FEM;SG	N;SG
studio	استودیو	studio	استودیو	N;MASC+FEM;SG	N;SG
studio	استدیو	studio	استدیو	N;MASC+FEM;SG	N;SG
proces	فرایند	proces	فرایند	N;NEUT;SG	N;SG
proces	پروسه	proces	پروسه	N;NEUT;SG	N;SG
proces	فرآیند	proces	فرآیند	N;NEUT;SG	N;SG
proces	روند	proces	روند	N;NEUT;SG	N;SG
proces	محاکمه	proces	محاکمه	N;NEUT;SG	N;SG
proces	دادرسی	proces	دادرسی	N;NEUT;SG	N;SG
josé	جوز	josé	جوز	N;MASC+FEM;SG	N;SG
josé	خوزه	josé	خوزه	N;MASC+FEM;SG	N;SG
josé	خسه	josé	خسه	N;MASC+FEM;SG	N;SG
josé	ژوزه	josé	ژوزه	N;MASC+FEM;SG	N;SG
josé	خوزه	josé	خوزه	N;MASC+FEM;SG	N;SG
hart	قلبی	hart	قلبی	N;NEUT;SG	N;SG
hart	دل	hart	دل	N;NEUT;SG	N;SG
hart	قلب	hart	قلب	N;NEUT;SG	N;SG
hart	هارت	hart	هارت	N;NEUT;SG	N;SG
studenten	دانشجویان	student	دانشجو	N;PL	N;PL
relevant	مربوط	relevant	مربوط	ADJ	ADJ
relevant	مربوطه	relevant	مربوطه	ADJ	ADJ
televisie	تلویزیون	televisie	تلویزیون	N;MASC+FEM;SG	N;SG
elementen	عناصری	element	عناصر	N;PL	N;PL
elementen	عناصر	element	عنصر	N;PL	N;PL
françois	فرانسوا	françois	فرانسوا	N;MASC+FEM;SG	N;SG
lijnen	خطوط	lijn	خط	N;PL	N;PL
beker	فنجان	beker	None	N;MASC+FEM;SG	N;SG
beker	جامی	beker	جام	N;MASC+FEM;SG	N;SG
beker	کاپ	beker	کاپ	N;MASC+FEM;SG	N;SG
beker	جام	beker	جام	N;MASC+FEM;SG	N;SG
baron	بارن	baron	بارن	N;MASC+FEM;SG	N;SG
baron	بارون	baron	بارون	N;MASC+FEM;SG	N;SG
landschap	عرضی	landschap	عرضی	N;NEUT;SG	N;SG
landschap	منظره	landschap	منظره	N;NEUT;SG	N;SG
zesde	ششمین	zes	ششمین	ADJ	ADJ;RL
zesde	ششم	zes	ششم	ADJ	ADJ
adel	adel	adel	adel	N;MASC+FEM;SG	N;SG
adel	عادل	adel	None	N;MASC+FEM;SG	N;SG
adel	اصالت	adel	اصالت	N;MASC+FEM;SG	N;SG
groene	سبز	groen	سبز	ADJ	ADJ
brand	آتشسوزی	brand	آتشسوزی	N;MASC+FEM;SG	N;SG
brand	آتش	brand	آتش	N;MASC+FEM;SG	N;SG
brand	آتیش	brand	آتیش	N;MASC+FEM;SG	N;SG
brand	سوخت	brand	سوخت	N;MASC+FEM;SG	N;SG
brand	سوختگی	brand	سوختگی	N;MASC+FEM;SG	N;SG
brand	سوختن	brand	None	N;MASC+FEM;SG	N;SG
brand	سوزاندن	brand	None	N;MASC+FEM;SG	N;SG
andré	آندره	andré	آندره	N;MASC+FEM;SG	N;SG
vandaag	امروز	vandaag	امروز	ADV	ADV
principe	اصل	principe	اصل	N;NEUT;SG	N;SG
rechter	داوری	rechter	داوری	N;MASC+FEM;SG	N;SG
rechter	قاضی	rechter	قاضی	N;MASC+FEM;SG	N;SG
uilen	جغدها	uilen	جغد	N;PL	N;PL
kleuren	رنگها	kleur	رنگ	N;PL	N;PL
kleuren	رنگها	kleur	رنگ	N;PL	N;PL
kleuren	رنگهای	kleur	رنگ	N;PL	N;PL
kleuren	رنگها	kleur	رنگ	N;PL	N;PL
prijzen	قیمتها	prijs	قیمت	N;PL	N;PL
vervoer	انتقال	vervoer	انتقال	N;NEUT;SG	N;SG
vervoer	ترابری	vervoer	None	N;NEUT;SG	N;SG
verdrag	کنوانسیون	verdrag	کنوانسیون	N;NEUT;SG	N;SG
verdrag	همایش	verdrag	همایش	N;NEUT;SG	N;SG
verdrag	عهدنامه	verdrag	عهدنامه	N;NEUT;SG	N;SG
verdrag	معاهده	verdrag	معاهده	N;NEUT;SG	N;SG
verdrag	پیمان	verdrag	پیمان	N;NEUT;SG	N;SG
personage	شخصیت	personage	شخصیت	N;NEUT;SG	N;SG
personage	نویسه	personage	نویسه	N;NEUT;SG	N;SG
californië	california	californië	california	N;NEUT;SG	N;SG
californië	کالیفرنیا	californië	None	N;NEUT;SG	N;SG
biografie	بیوگرافی	biografie	بیوگرافی	N;MASC+FEM;SG	N;SG
biografie	تذکره	biografie	تذکره	N;MASC+FEM;SG	N;SG
biografie	زندگینامه	biografie	زندگینامه	N;MASC+FEM;SG	N;SG
record	ضبط	record	None	N;NEUT;SG	N;SG
profiel	profile	profiel	profile	N;NEUT;SG	N;SG
profiel	نمایه	profiel	نمایه	N;NEUT;SG	N;SG
profiel	پروفایل	profiel	پروفایل	N;NEUT;SG	N;SG
kleinere	کوچکتر	klein	کوچک	ADJ;CMPR	ADJ;CMPR
zeeland	زلاند	zeeland	زلاند#زلان	N;MASC+FEM;SG	N;SG
zeeland	زیلاند	zeeland	زیلاند	N;MASC+FEM;SG	N;SG
opstand	خیزش	opstand	خیزش	N;MASC+FEM;SG	N;SG
opstand	عصیان	opstand	عصیان	N;MASC+FEM;SG	N;SG
opstand	طغیان	opstand	طغیان	N;MASC+FEM;SG	N;SG
opstand	سرکشی	opstand	سرکشی	N;MASC+FEM;SG	N;SG
opstand	شورش	opstand	شورش	N;MASC+FEM;SG	N;SG
collectie	مجموعۀ	collectie	مجموعۀ	N;MASC+FEM;SG	N;SG
collectie	مجموعه	collectie	مجموعه	N;MASC+FEM;SG	N;SG
herman	هرمن	herman	هرمن	N;MASC+FEM;SG	N;SG
herman	هرمان	herman	هرمان	N;MASC+FEM;SG	N;SG
terrein	ناهمواری	terrein	ناهمواری	N;NEUT;SG	N;SG
blue	کبود	blue	کبود#کن	N;MASC+FEM;SG	N;SG
blue	بلو	blue	بلو	N;MASC+FEM;SG	N;SG
karakter	شخصیت	karakter	شخصیت	N;NEUT;SG	N;SG
karakter	نویسه	karakter	نویسه	N;NEUT;SG	N;SG
albums	آلبومهای	album	آلبوم	N;PL	N;PL
energie	انرژی	energie	انرژی	N;MASC+FEM;SG	N;SG
eigendom	ویژگی	eigendom	ویژگی	N;NEUT;SG	N;SG
eigendom	دارایی	eigendom	دارایی	N;NEUT;SG	N;SG
eigendom	ملک	eigendom	ملک	N;NEUT;SG	N;SG
eigendom	مالکیت	eigendom	مالکیت	N;NEUT;SG	N;SG
eigendom	مالکیت	eigendom	مالکیت	N;NEUT;SG	N;SG
friesland	فریسلاند	friesland	فریسلاند	N;NEUT;SG	N;SG
bedoeling	قصدش	bedoeling	قصدش	N;MASC+FEM;SG	N;SG
bedoeling	قصد	bedoeling	قصد	N;MASC+FEM;SG	N;SG
gouverneur	حاکم	gouverneur	حاکم	N;MASC+FEM;SG	N;SG
gouverneur	فرماندار	gouverneur	فرماندار	N;MASC+FEM;SG	N;SG
item	فقره	item	None	N;NEUT;SG	N;SG
kapel	نمازخانه	kapel	نمازخانه	N;MASC+FEM;SG	N;SG
kapel	چپل	kapel	چپل	N;MASC+FEM;SG	N;SG
kapel	کلیسای	kapel	None	N;MASC+FEM;SG	N;SG
objecten	اشیاء	object	شیء	N;PL	N;PL
objecten	اجسام	object	اجسام	N;PL	N;PL
objecten	اشیا	object	اشیا	N;PL	N;PL
inclusief	شامل	inclusief	شامل	ADJ	ADJ
inclusief	شامل	inclusief	شامل	ADJ	ADJ
inclusief	دربرگیرنده	inclusief	None	ADJ	ADJ
omstandigheden	شرایط	omstandigheid	شرایط	N;PL	N;PL
omstandigheden	وضعیتهای	omstandigheid	وضعیت	N;PL	N;PL
omstandigheden	شرایط	omstandigheid	شرایط	N;PL	N;PL
omstandigheden	شرایطی	omstandigheid	شرایط	N;PL	N;PL
omstandigheden	شرایط	omstandigheid	شرایط	N;PL	N;PL
regel	قاعده	regel	قاعده	N;MASC+FEM;SG	N;SG
regel	قانون	regel	قانون	N;MASC+FEM;SG	N;SG
stof	غبار	stof	غبار	N;MASC+FEM;SG	N;SG
stof	خاک	stof	خاک	N;MASC+FEM;SG	N;SG
stof	پارچه	stof	پارچه	N;MASC+FEM;SG	N;SG
gezegd	گفت	zeggen	گفت#گو	V;V.PTCP	V;SG;3;PST
leefgebied	زیستگاه	leefgebied	زیستگاه	N;NEUT;SG	N;SG
beelden	تصاویر	beeld	تصویر	N;PL	N;PL
henri	آنری	henri	آنری	N;MASC+FEM;SG	N;SG
onderwerpen	موضوعات	onderwerp	موضوع	N;PL	N;PL
onderwerpen	موضوعاتی	onderwerp	موضوع	N;PL	N;PL
twaalf	دوازده	twaalf	دوازده	NUM	NUM
secretaris	دبیر	secretaris	دبیر	N;MASC+FEM;SG	N;SG
secretaris	منشی	secretaris	منشی	N;MASC+FEM;SG	N;SG
nacht	شبی	nacht	شب	N;MASC+FEM;SG	N;SG
nacht	شب	nacht	شب	N;MASC+FEM;SG	N;SG
toestemming	اجازۀ	toestemming	اجازۀ	N;MASC+FEM;SG	N;SG
toestemming	رضایت	toestemming	رضایت	N;MASC+FEM;SG	N;SG
toestemming	اجازه	toestemming	اجازه	N;MASC+FEM;SG	N;SG
toestemming	مجوز	toestemming	مجوز	N;MASC+FEM;SG	N;SG
duitsers	آلمانیها	duitser	آلمانی	N;PL	N;PL
duitsers	آلمانها	duitser	آلمان	N;PL	N;PL
ministerie	وزارت	ministerie	وزارت	N;NEUT;SG	N;SG
conflict	تضاد	conflict	None	N;NEUT;SG	N;SG
conflict	ناسازگار	conflict	ناسازگار	N;NEUT;SG	N;SG
conflict	ناسازگاری	conflict	ناسازگاری	N;NEUT;SG	N;SG
conflict	درگیری	conflict	درگیری	N;NEUT;SG	N;SG
conflict	منازعه	conflict	منازعه	N;NEUT;SG	N;SG
conflict	کشمکش	conflict	کشمکش	N;NEUT;SG	N;SG
conflict	نزاع	conflict	نزاع	N;NEUT;SG	N;SG
conflict	ناسازگاری	conflict	ناسازگاری	N;NEUT;SG	N;SG
natuur	سرشت	natuur	None	N;MASC+FEM;SG	N;SG
natuur	طبیعت	natuur	طبیعت	N;MASC+FEM;SG	N;SG
vrede	سلامت	vrede	سلامت	N;MASC+FEM;SG	N;SG
vrede	سلام	vrede	None	N;MASC+FEM;SG	N;SG
vrede	صلح	vrede	صلح	N;MASC+FEM;SG	N;SG
chris	کریس	chris	کریس	N;MASC+FEM;SG	N;SG
vlucht	پروازی	vlucht	پروازی	N;MASC+FEM;SG	N;SG
vlucht	پرواز	vlucht	پرواز	N;MASC+FEM;SG	N;SG
poging	تلاش	poging	تلاش	N;MASC+FEM;SG	N;SG
poging	تلاش	poging	تلاش	N;MASC+FEM;SG	N;SG
veld	فیلد	veld	None	N;NEUT;SG	N;SG
veld	حوزه	veld	حوزه	N;NEUT;SG	N;SG
