krateret	cráter	kratere	cráter	N;DEF;NEUT;SG	N;MASC;SG
reducere	reduce	reducere	reducir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
reducere	reducir	reducere	reducir	V;NFIN;ACT	V;NFIN
enkel	simple	enkel	simple	ADJ;INDF;MASC+FEM;SG	ADJ;SG
enkel	sencilla	enkel	sencillo	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
enkel	sencillo	enkel	sencillo	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
svaret	respuesta	svar	respuesta	N;DEF;NEUT;SG	N;FEM;SG
dæk	neumáticos	dæk	neumático	N;INDF;NEUT;PL	N;MASC;PL
dæk	cover	dæk	cover	N;INDF;NEUT;PL	N
dæk	neumáticos	dæk	neumático	N;INDF;NEUT;PL	N;MASC;PL
dæk	llantas	dæk	llanta	N;INDF;NEUT;PL	N;FEM;PL
dæk	gomas	dæk	goma	N;INDF;NEUT;PL	N;FEM;PL
nhl	nhl	nhl	nhl	N;INDF;MASC+FEM;SG	N;MASC;SG
metropolitan	metropolitana	metropolitan	metropolitano	N;INDF;MASC+FEM;SG	N;FEM;SG
metropolitan	metropolitan	metropolitan	metropolitar	N;INDF;MASC+FEM;SG	N;SG
drømme	dream	drøm	dream	N;INDF;MASC+FEM;PL	N
drømme	dreams	drøm	dreams	N;INDF;MASC+FEM;PL	N
drømme	sueños	drøm	sueño	N;INDF;MASC+FEM;PL	N;MASC;PL
kanten	edge	kant	edge	N;DEF;MASC+FEM;SG	N
kanten	filo	kant	filo	N;DEF;MASC+FEM;SG	N;MASC;SG
kanten	borde	kant	borde	N;DEF;MASC+FEM;SG	N;MASC;SG
kanten	arista	kant	aristar	N;DEF;MASC+FEM;SG	N;FEM;SG
discipliner	disciplinas	disciplin	disciplina	N;INDF;MASC+FEM;PL	N;FEM;PL
hjulpet	ayudó	hjælpe	ayudar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
opdeling	desglose	opdeling	desglose	N;INDF;MASC+FEM;SG	N;MASC;SG
opdeling	division	opdeling	division	N;INDF;MASC+FEM;SG	N;FEM;SG
opdeling	división	opdeling	división	N;INDF;MASC+FEM;SG	N;FEM;SG
kansler	canciller	kansel	canciller	N;INDF;MASC+FEM;SG	N;SG
kaffe	coffee	kaffe	coffear	N;INDF;MASC+FEM;SG	N
kaffe	cafe	kaffe	cafe	N;INDF;MASC+FEM;SG	N;SG
kaffe	cafetería	kaffe	cafetería	N;INDF;MASC+FEM;SG	N;FEM;SG
kaffe	café	kaffe	café	N;INDF;MASC+FEM;SG	N;MASC;SG
godser	haciendas	gods	hacienda	N;INDF;MASC+FEM;PL	N;FEM;PL
godser	fincas	gods	finca	N;INDF;MASC+FEM;PL	N;FEM;PL
gulvet	planta	gulv	planta	N;DEF;NEUT;SG	N;FEM;SG
gulvet	piso	gulv	piso	N;DEF;NEUT;SG	N;MASC;SG
gulvet	suelo	gulv	suelo	N;DEF;NEUT;SG	N;MASC;SG
markeder	mercados	marked	mercado	N;INDF;NEUT;PL	N;MASC;PL
bemærkelsesværdige	notables	bemærkelsesværdig	notable	ADJ;PL	ADJ;PL
skulpturer	esculturas	skulptur	escultura	N;INDF;MASC+FEM;PL	N;FEM;PL
brande	fuegos	brand	fuego	N;INDF;MASC+FEM;PL	N;MASC;PL
brande	incendios	brand	incendio	N;INDF;MASC+FEM;PL	N;MASC;PL
partikler	partículas	partikel	partícula	N;INDF;MASC+FEM;PL	N;FEM;PL
partikler	partículas	partikel	partícula	N;INDF;MASC+FEM;PL	N;FEM;PL
partikler	partículas	partikel	partícula	N;INDF;MASC+FEM;PL	N;FEM;PL
sjæl	alma	sjæl	alma	N;INDF;MASC+FEM;SG	N;FEM;SG
sjæl	soul	sjæl	soul	N;INDF;MASC+FEM;SG	N;SG
svare	responde	svare	responder	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
svare	respondan	svare	responder	V;NFIN;ACT	V;IMP;PL;3;FIN
svare	responder	svare	responder	V;NFIN;ACT	V;NFIN
svare	responda	svare	responder	V;NFIN;ACT	V;IMP;SG;3;FIN
grafisk	gráficamente	grafisk	gráficamente	ADV	ADV
flot	agradable	flot	agradable	ADJ;INDF;SG	ADJ;SG
flot	bonita	flot	bonito	ADJ;INDF;SG	ADJ;FEM;SG
flot	bonito	flot	bonito	ADJ;INDF;SG	ADJ;MASC;SG
flot	lindo	flot	lindo	ADJ;INDF;SG	ADJ;MASC;SG
flot	linda	flot	linda	ADJ;INDF;SG	ADJ;FEM;SG
flot	guapo	flot	guapo	ADJ;INDF;SG	ADJ;MASC;SG
menighed	congregación	menighed	congregación	N;INDF;MASC+FEM;SG	N;FEM;SG
aktion	action	aktion	action	N;INDF;MASC+FEM;SG	N;SG
aktion	acción	aktion	acción	N;INDF;MASC+FEM;SG	N;FEM;SG
aktion	accion	aktion	accionar	N;INDF;MASC+FEM;SG	N;FEM;SG
tung	pesado	tung	pesado	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
tung	pesada	tung	pesado	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG;V.PTCP
opfylde	satisfacer	opfylde	satisfacer	V;NFIN;ACT	V;NFIN
opfylde	cumpla	opfylde	cumplir	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
opfylde	cumplirse	opfylde	cumplir	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
opfylde	cumplir	opfylde	cumplir	V;NFIN;ACT	V;NFIN
måner	lunas	måne	luna	N;INDF;MASC+FEM;PL	N;FEM;PL
sigt	aim	sigt	aim	N;INDF;MASC+FEM;SG	N
sigt	puntería	sigt	puntería	N;INDF;MASC+FEM;SG	N;FEM;SG
lodret	vertical	loder	vertical	ADJ;INDF;SG	ADJ;SG
indslag	segmento	indslag	segmento	N;INDF;NEUT;SG	N;MASC;SG
autoritet	autoridad	autoritet	autoridad	N;INDF;MASC+FEM;SG	N;FEM;SG
måneden	mes	måned	mes	N;DEF;MASC+FEM;SG	N;MASC;SG
hunter	hunter	hunte	hunter	N;INDF;MASC+FEM;PL	N
hunter	cazadores	hunte	cazador	N;INDF;MASC+FEM;PL	N;MASC;PL
elskede	amé	elske	amé	V;DEF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
elskede	amó	elske	amar	V;DEF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
dramatiske	dramáticos	dramatisk	dramático	ADJ;PL	ADJ;MASC;PL
dramatiske	dramáticas	dramatisk	dramático	ADJ;PL	ADJ;FEM;PL
farlig	peligroso	farlig	peligroso	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
farlig	peligrosa	farlig	peligroso	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
farlig	peligroso	farlig	peligroso	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
farlig	peligrosa	farlig	peligroso	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
plantage	plantación	plantage	plantación	N;INDF;MASC+FEM;SG	N;FEM;SG
antagelig	presumiblemente	antagelig	presumiblemente	ADV	ADV
kvæg	vacuno	kvæg	vacuno	N;INDF;NEUT;SG	N;MASC;SG
catherine	caterina	catherin	caterina	N;INDF;MASC+FEM;SG	N;FEM;SG
catherine	catalina	catherin	catalina	N;INDF;MASC+FEM;SG	N;FEM;SG
catherine	catherine	catherin	catherine	N;INDF;MASC+FEM;SG	N;FEM;SG
redigering	edición	redigering	edición	N;INDF;MASC+FEM;SG	N;FEM;SG
redigering	montaje	redigering	montaje	N;INDF;MASC+FEM;SG	N;MASC;SG
redigering	redactor	redigering	redactor	N;INDF;MASC+FEM;SG	N;MASC;SG
redigering	editor	redigering	editor	N;INDF;MASC+FEM;SG	N;MASC;SG
redigering	editora	redigering	editora	N;INDF;MASC+FEM;SG	N;FEM;SG
fugl	pajaro	fugl	pajaro	N;INDF;MASC+FEM;SG	N;MASC;SG
fugl	pájaro	fugl	pájaro	N;INDF;MASC+FEM;SG	N;MASC;SG
fugl	ave	fugl	ave	N;INDF;MASC+FEM;SG	N;FEM;SG
udenlandsk	extranjera	udenlandsk	extranjero	ADJ;INDF;SG	ADJ;FEM;SG
celle	cell	celle	cell	N;INDF;MASC+FEM;SG	N
celle	celda	celle	celda	N;INDF;MASC+FEM;SG	N;FEM;SG
celle	célula	celle	célula	N;INDF;MASC+FEM;SG	N;FEM;SG
download	bajar	download	bajar	V;IMP	V;NFIN
download	descargar	download	descargar	V;IMP	V;NFIN
download	descargue	download	descargar	V;IMP	V;IMP;SG;3;FIN
anliggender	asuntos	anliggende	asunto	N;INDF;NEUT;PL	N;MASC;PL
vidnesbyrd	testimonio	vidnesbyrd	testimonio	N;INDF;NEUT;SG	N;MASC;SG
sammenstød	colisión	sammenstød	colisión	N;INDF;NEUT;SG	N;FEM;SG
sammenstød	enfrentamiento	sammenstød	enfrentamiento	N;INDF;NEUT;SG	N;MASC;SG
sammenstød	choque	sammenstød	choque	N;INDF;NEUT;SG	N;MASC;SG
sammenstød	clash	sammenstød	clash	N;INDF;NEUT;SG	N
montgomery	montgomery	montgomery	montgomery	N;INDF;MASC+FEM;SG	N;MASC;SG
gearkasse	transmisión	gearkasse	transmisión	N;INDF;MASC+FEM;SG	N;FEM;SG
gearkasse	transmision	gearkasse	transmision	N;INDF;MASC+FEM;SG	N;FEM;SG
moses	moses	moses	mos	N;INDF;MASC+FEM;SG	N
jagerfly	fighters	jagerfly	fighter	N;INDF;MASC+FEM;SG	N
borger	ciudadana	borger	ciudadana	N;INDF;MASC+FEM;SG	N;FEM;SG
borger	ciudadano	borger	ciudadano	N;INDF;MASC+FEM;SG	N;MASC;SG
pommern	pomerania	pommer	pomerania	N;INDF;MASC+FEM;SG	N;FEM;SG
engel	angelito	engel	angelito	N;INDF;MASC+FEM;SG	N;MASC;SG
engel	angel	engel	angel	N;INDF;MASC+FEM;SG	N;MASC;SG
engel	ángel	engel	ángel	N;INDF;MASC+FEM;SG	N;MASC;SG
erich	erich	erich	erich	N;INDF;MASC+FEM;SG	N;MASC;SG
myter	mitos	myte	mito	N;INDF;MASC+FEM;PL	N;MASC;PL
myter	mitos	myte	mito	N;INDF;MASC+FEM;PL	N;MASC;PL
frivillig	optativo	frivillig	optativo	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
frivillig	opcional	frivillig	opcional	ADJ;INDF;MASC+FEM;SG	ADJ;SG
frivillig	facultativo	frivillig	facultativo	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
frivillig	voluntario	frivillig	voluntario	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
frivillig	voluntariado	frivillig	voluntariado	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
frivillig	voluntaria	frivillig	voluntario	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
frivillig	voluntario	frivillig	voluntario	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
frivillig	voluntariado	frivillig	voluntariado	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
frivillig	voluntaria	frivillig	voluntario	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
frost	escarcha	frost	escarcha	N;INDF;MASC+FEM;SG	N;FEM;SG
frost	frost	frost	frost	N;INDF;MASC+FEM;SG	N
sting	stitch	sting	stitch	N;INDF;MASC+FEM;SG	N
sting	aguijón	sting	aguijón	N;INDF;MASC+FEM;SG	N;MASC;SG
sting	sting	sting	sting	N;INDF;MASC+FEM;SG	N
sting	picadura	sting	picadura	N;INDF;MASC+FEM;SG	N;FEM;SG
sting	sutura	sting	suturo	N;INDF;MASC+FEM;SG	N;FEM;SG
asiatiske	asiáticas	asiatisk	asiático	ADJ;PL	ADJ;FEM;PL
asiatiske	asiáticos	asiatisk	asiático	ADJ;PL	ADJ;MASC;PL
antikken	antiguedad	antik	antiguedad	N;DEF;MASC+FEM;SG	N;FEM;SG
antikken	antigüedad	antik	antigüedad	N;DEF;MASC+FEM;SG	N;FEM;SG
ler	clay	le	clay	N;INDF;MASC+FEM;SG	N;MASC;SG
ler	arcilla	le	arcilla	N;INDF;MASC+FEM;SG	N;FEM;SG
ler	barro	le	barro	N;INDF;MASC+FEM;SG	N;MASC;SG
fotografi	fotografía	fotografi	fotografía	N;INDF;NEUT;SG	N;FEM;SG
fotografi	fotografia	fotografi	fotografia	N;INDF;NEUT;SG	N;FEM;SG
fotografi	fotografía	fotografi	fotografía	N;INDF;NEUT;SG	N;FEM;SG
fotografi	fotografia	fotografi	fotografia	N;INDF;NEUT;SG	N;FEM;SG
jagten	caza	jagt	caza	N;DEF;MASC+FEM;SG	N;FEM;SG
jagten	cacería	jagt	cacería	N;DEF;MASC+FEM;SG	N;FEM;SG
jagten	cazo	jagt	cazo	N;DEF;MASC+FEM;SG	N;MASC;SG
jagten	caza	jagt	caza	N;DEF;MASC+FEM;SG	N;FEM;SG
jagten	cacería	jagt	cacería	N;DEF;MASC+FEM;SG	N;FEM;SG
coupé	coupe	coupé	coupe	N;INDF;MASC+FEM;SG	N
bevidsthed	consciencia	bevidsthed	consciencia	N;INDF;MASC+FEM;SG	N;FEM;SG
bevidsthed	conciencia	bevidsthed	conciencia	N;INDF;MASC+FEM;SG	N;FEM;SG
bevidsthed	consciencia	bevidsthed	consciencia	N;INDF;MASC+FEM;SG	N;FEM;SG
bevidsthed	concientización	bevidsthed	concientización	N;INDF;MASC+FEM;SG	N;FEM;SG
bevidsthed	sensibilización	bevidsthed	sensibilización	N;INDF;MASC+FEM;SG	N;FEM;SG
bevidsthed	conciencia	bevidsthed	conciencia	N;INDF;MASC+FEM;SG	N;FEM;SG
bevidsthed	concienciación	bevidsthed	concienciación	N;INDF;MASC+FEM;SG	N;FEM;SG
retssag	juicio	retssag	juicio	N;INDF;MASC+FEM;SG	N;MASC;SG
retssag	ensayo	retssag	ensayo	N;INDF;MASC+FEM;SG	N;MASC;SG
kurser	cursos	kursus	curso	N;INDF;NEUT;PL	N;MASC;PL
udkæmpet	luchó	udkæmpe	luchar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
undtagelser	excepciones	undtagelse	excepción	N;INDF;MASC+FEM;PL	N;FEM;PL
undtagelser	excepciones	undtagelse	excepción	N;INDF;MASC+FEM;PL	N;FEM;PL
undtagelser	exenciones	undtagelse	exención	N;INDF;MASC+FEM;PL	N;FEM;PL
spændende	interesante	spændende	interesante	ADJ	ADJ;SG
spændende	interesantes	spændende	interesante	ADJ	ADJ;PL
spændende	intrigante	spændende	intrigante	ADJ	ADJ;SG
spændende	emocionante	spændende	emocionante	ADJ	ADJ;SG
spændende	apasionante	spændende	apasionante	ADJ	ADJ;SG
spændende	excitante	spændende	excitante	ADJ	ADJ;SG
spændende	emocionante	spændende	emocionante	ADJ	ADJ;SG
spændende	apasionante	spændende	apasionante	ADJ	ADJ;SG
spændende	emocionantes	spændende	emocionante	ADJ	ADJ;PL
bombe	bomba	bombe	bomba	N;INDF;MASC+FEM;SG	N;FEM;SG
bombe	bombardeo	bombe	bombardeo	N;INDF;MASC+FEM;SG	N;MASC;SG
bombe	atentado	bombe	atentado	N;INDF;MASC+FEM;SG	N;MASC;SG
anmodning	petición	anmodning	petición	N;INDF;MASC+FEM;SG	N;FEM;SG
anmodning	solicitud	anmodning	solicitud	N;INDF;MASC+FEM;SG	N;FEM;SG
hænderne	manos	hånd	mano	N;DEF;MASC+FEM;PL	N;FEM;PL
tank	tanque	tank	tanque	N;INDF;MASC+FEM;SG	N;MASC;SG
tank	cisterna	tank	cisterna	N;INDF;MASC+FEM;SG	N;FEM;SG
flandern	flandes	flande	flande	N;INDF;MASC+FEM;PL	N;MASC;PL
borussia	borussia	borussia	borussia	N;INDF;MASC+FEM;SG	N;MASC;SG
cbs	cbs	cbs	cbs	N;INDF;MASC+FEM;SG	N;FEM;SG
fremstiller	producen	fremstille	producir	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
fremstiller	producir	fremstille	producir	V;IND;PRS;FIN;ACT	V;NFIN
toner	tonos	tone	tono	N;INDF;MASC+FEM;PL	N;MASC;PL
antaget	asumió	antage	asumir	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
kaserne	barracas	kase	barraca	N;DEF;MASC+FEM;PL	N;FEM;PL
kaserne	cuarteles	kase	cuartel	N;DEF;MASC+FEM;PL	N;MASC;PL
kaserne	barracones	kase	barracón	N;DEF;MASC+FEM;PL	N;MASC;PL
behandle	tratar	behandle	tratar	V;NFIN;ACT	V;NFIN
patent	patente	patent	patente	N;INDF;NEUT;SG	N;SG
patent	patente	patent	patente	N;INDF;NEUT;SG	N;SG
filippinerne	filipinas	filippin	filipino	N;DEF;MASC+FEM;PL	N;FEM;PL
kæden	cadena	kæde	cadena	N;DEF;MASC+FEM;SG	N;FEM;SG
konvention	convención	konvention	convención	N;INDF;MASC+FEM;SG	N;FEM;SG
konvention	convenio	konvention	convenio	N;INDF;MASC+FEM;SG	N;MASC;SG
ravn	cuervo	ravn	cuervo	N;INDF;MASC+FEM;SG	N;MASC;SG
ravn	raven	ravn	raven	N;INDF;MASC+FEM;SG	N
usædvanlig	insólito	usædvanlig	insólito	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
usædvanlig	inusual	usædvanlig	inusual	ADJ;INDF;MASC+FEM;SG	ADJ;SG
væbnede	armados	væbne	armado	ADJ;PL	ADJ;MASC;PL;V.PTCP
væbnede	armadas	væbne	armado	ADJ;PL	ADJ;FEM;PL;V.PTCP
undersøgt	estudié	undersøge	estudiar	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
undersøgt	estudió	undersøge	estudiar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
undersøgt	examinó	undersøge	examinar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
undersøgt	investigó	undersøge	investigar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
organiske	orgánicos	organisk	orgánico	ADJ;PL	ADJ;MASC;PL
organiske	orgánicas	organisk	orgánico	ADJ;PL	ADJ;FEM;PL
michelle	michelle	michel	michelle	N;INDF;MASC+FEM;SG	N;FEM;SG
signatur	firma	signatur	firma	N;INDF;MASC+FEM;SG	N;FEM;SG
sammenlignes	compara	sammenligne	comparar	V;IND;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
blind	ciego	blind	ciego	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
blind	ciega	blind	ciego	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
kavaleri	caballería	kavaleri	caballería	N;INDF;NEUT;SG	N;FEM;SG
mel	harina	mel	harina	N;INDF;MASC+FEM;SG	N;FEM;SG
opvarmning	calefacción	opvarmning	calefacción	N;INDF;MASC+FEM;SG	N;FEM;SG
opvarmning	calentamiento	opvarmning	calentamiento	N;INDF;MASC+FEM;SG	N;MASC;SG
opvarmning	calentamiento	opvarmning	calentamiento	N;INDF;MASC+FEM;SG	N;MASC;SG
header	cabecera	heade	cabecera	N;INDF;MASC+FEM;SG	N;FEM;SG
header	encabezamiento	heade	encabezamiento	N;INDF;MASC+FEM;SG	N;MASC;SG
køb	compra	køb	compra	N;INDF;NEUT;SG	N;FEM;SG
køb	adquisición	køb	adquisición	N;INDF;NEUT;SG	N;FEM;SG
køb	compra	køb	compra	N;INDF;NEUT;SG	N;FEM;SG
køb	compra	køb	compra	N;INDF;NEUT;SG	N;FEM;SG
walker	walker	walke	walker	N;INDF;MASC+FEM;SG	N
walker	caminante	walke	caminante	N;INDF;MASC+FEM;SG	N;SG
afslørede	reveló	afsløre	revelar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
trio	trio	trio	trio	N;INDF;MASC+FEM;SG	N;MASC;SG
trio	trío	trio	trío	N;INDF;MASC+FEM;SG	N;MASC;SG
sporten	sport	sport	sport	N;DEF;MASC+FEM;SG	N
sporten	deporte	sport	deporte	N;DEF;MASC+FEM;SG	N;MASC;SG
domstol	tribunal	domstol	tribunal	N;INDF;MASC+FEM;SG	N;MASC;SG
domstol	court	domstol	court	N;INDF;MASC+FEM;SG	N;MASC;SG
leverer	entregando	levere	entregar	V;IND;PRS;FIN;ACT	V;V.MSDR
leverer	entregar	levere	entregar	V;IND;PRS;FIN;ACT	V;NFIN
leverer	proporciona	levere	proporcionar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
leverer	provee	levere	proveer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
grænserne	fronteras	grænse	frontera	N;DEF;MASC+FEM;PL	N;FEM;PL
grænserne	bordes	grænse	borde	N;DEF;MASC+FEM;PL	N;MASC;PL
grænserne	fronteras	grænse	frontera	N;DEF;MASC+FEM;PL	N;FEM;PL
separat	separadamente	separat	separadamente	ADV	ADV
komponenter	componentes	komponent	componente	N;INDF;MASC+FEM;PL	N;MASC;PL
stein	stein	stein	stein	N;INDF;MASC+FEM;SG	N;FEM;SG
skulptur	escultura	skulptur	escultura	N;INDF;MASC+FEM;SG	N;FEM;SG
pearl	pearl	pearl	pearl	N;INDF;MASC+FEM;SG	N;MASC;SG
ordfører	relator	ordfører	relator	N;INDF;MASC+FEM;SG	N;MASC;SG
ordfører	ponente	ordfører	ponente	N;INDF;MASC+FEM;SG	N;SG
ordfører	relatora	ordfører	relatora	N;INDF;MASC+FEM;SG	N;FEM;SG
faciliteter	facilidades	facilitet	facilidad	N;INDF;MASC+FEM;PL	N;FEM;PL
faciliteter	instalaciones	facilitet	instalación	N;INDF;MASC+FEM;PL	N;FEM;PL
permanente	permanentes	permanent	permanente	ADJ;PL	ADJ;PL
winston	winston	winston	winston	N;INDF;MASC+FEM;SG	N;MASC;SG
fisker	pescador	fisker	pescador	N;INDF;MASC+FEM;SG	N;MASC;SG
fisker	pesca	fisker	pesca	N;INDF;MASC+FEM;SG	N;FEM;SG
dygtige	talentosos	dygtig	talentoso	ADJ;PL	ADJ;MASC;PL
emmy	emmy	emmy	emmy	N;INDF;MASC+FEM;SG	N;MASC;SG
beton	hormigón	beton	hormigón	N;INDF;MASC+FEM;SG	N;MASC;SG
beton	cemento	beton	cemento	N;INDF;MASC+FEM;SG	N;MASC;SG
mandat	mandato	mandat	mandato	N;INDF;NEUT;SG	N;MASC;SG
kæde	cadena	kæde	cadena	N;INDF;MASC+FEM;SG	N;FEM;SG
bureau	agencia	bureau	agencia	N;INDF;NEUT;SG	N;FEM;SG
bureau	agency	bureau	agency	N;INDF;NEUT;SG	N
bureau	bureau	bureau	bureau	N;INDF;NEUT;SG	N;SG
bureau	oficina	bureau	oficina	N;INDF;NEUT;SG	N;FEM;SG
bureau	buró	bureau	burar	N;INDF;NEUT;SG	N;MASC;SG
police	policía	police	policía	N;INDF;MASC+FEM;SG	N;SG
police	police	police	police	N;INDF;MASC+FEM;SG	N
police	policia	police	policia	N;INDF;MASC+FEM;SG	N;FEM;SG
göttingen	göttingen	gytting	gottingir	N;DEF;MASC+FEM;SG	N;FEM;SG
rede	nido	rede	nido	N	N;MASC;SG
rede	nidos	rede	nido	N	N;MASC;PL
drab	homicidio	drab	homicidio	N;INDF;NEUT;SG	N;MASC;SG
drab	matanza	drab	matanza	N;INDF;NEUT;SG	N;FEM;SG
humor	humor	humor	humor	N;INDF;MASC+FEM;SG	N;MASC;SG
humor	humor	humor	humor	N;INDF;MASC+FEM;SG	N;MASC;SG
lufthavne	aeropuertos	lufthavne	aeropuerto	N;INDF;MASC+FEM;PL	N;MASC;PL
lufthavne	aeropuertos	lufthavne	aeropuerto	N;INDF;MASC+FEM;PL	N;MASC;PL
afløser	reemplazo	afløser	reemplazo	N;INDF;MASC+FEM;SG	N;MASC;SG
afløser	sustitución	afløser	sustitución	N;INDF;MASC+FEM;SG	N;FEM;SG
fuldmægtig	administrador	fuldmægtig	administrador	N;INDF;MASC+FEM;SG	N;MASC;SG
nassau	nassau	nassau	nassau	N;INDF;MASC+FEM;SG	N;FEM;SG
proteiner	proteínas	protein	proteína	N;INDF;NEUT;PL	N;FEM;PL
proteiner	proteínas	protein	proteína	N;INDF;NEUT;PL	N;FEM;PL
satellitter	satélites	satellit	satélite	N;INDF;MASC+FEM;PL	N;MASC;PL
koncentreret	concentrando	koncentrere	concentrar	V;INDF;SG;PST;V.PTCP	V;V.MSDR
påstand	reclamo	påstand	reclamo	N;INDF;MASC+FEM;SG	N;MASC;SG
påstand	reclamación	påstand	reclamación	N;INDF;MASC+FEM;SG	N;FEM;SG
påstand	reivindicación	påstand	reivindicación	N;INDF;MASC+FEM;SG	N;FEM;SG
påstand	alegación	påstand	alegación	N;INDF;MASC+FEM;SG	N;FEM;SG
westfalen	westfalia	westfale	westfalia	N;DEF;MASC+FEM;SG	N;MASC;SG
amy	amy	amy	amy	N;INDF;MASC+FEM;SG	N;FEM;SG
factor	factor	factor	factor	N;INDF;MASC+FEM;SG	N;MASC;SG
molekyler	moléculas	molekyle	molécula	N;INDF;MASC+FEM;PL	N;FEM;PL
møbler	muebles	møbel	mueble	N;INDF;NEUT;PL	N;MASC;PL
neutrale	neutrales	neutral	neutral	ADJ;PL	ADJ;PL
terror	terror	terror	terror	N;INDF;MASC+FEM;SG	N;MASC;SG
terror	terrorismo	terror	terrorismo	N;INDF;MASC+FEM;SG	N;MASC;SG
terror	terrorismo	terror	terrorismo	N;INDF;MASC+FEM;SG	N;MASC;SG
kriminelle	penales	kriminel	penal	ADJ;PL	ADJ;PL
regelmæssige	regulares	regelmæssig	regular	ADJ;PL	ADJ;PL
cypern	chipre	cypern	chipre	N;INDF;MASC+FEM;SG	N;FEM;SG
kriminalitet	delincuencia	kriminalitet	delincuencia	N;INDF;MASC+FEM;SG	N;FEM;SG
kriminalitet	criminalidad	kriminalitet	criminalidad	N;INDF;MASC+FEM;SG	N;FEM;SG
kriminalitet	delito	kriminalitet	delito	N;INDF;MASC+FEM;SG	N;MASC;SG
kriminalitet	delincuencia	kriminalitet	delincuencia	N;INDF;MASC+FEM;SG	N;FEM;SG
kriminalitet	crimen	kriminalitet	crimen	N;INDF;MASC+FEM;SG	N;MASC;SG
kriminalitet	criminalidad	kriminalitet	criminalidad	N;INDF;MASC+FEM;SG	N;FEM;SG
undervist	enseñó	undervist	enseñar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
batteri	pila	batteri	pila	N;INDF;NEUT;SG	N;FEM;SG
batteri	batería	batteri	batería	N;INDF;NEUT;SG	N;FEM;SG
batteri	bateria	batteri	bateria	N;INDF;NEUT;SG	N;FEM;SG
omkostninger	costos	omkostning	costo	N;INDF;MASC+FEM;PL	N;MASC;PL
omkostninger	costes	omkostning	coste	N;INDF;MASC+FEM;PL	N;MASC;PL
afdelingen	departamento	afdeling	departamento	N;DEF;MASC+FEM;SG	N;MASC;SG
mur	muralla	mur	muralla	N;INDF;MASC+FEM;SG	N;FEM;SG
mur	pared	mur	pared	N;INDF;MASC+FEM;SG	N;FEM;SG
mur	muro	mur	muro	N;INDF;MASC+FEM;SG	N;MASC;SG
passede	encajar	passe	encajar	V;IND;PST;FIN;ACT	V;NFIN
forberede	preparando	forbere	preparar	V;NFIN;ACT	V;V.MSDR
forberede	preparándose	forbere	preparánose	V;NFIN;ACT	V;IND;PL;3;PST;FIN
richmond	richmond	richmond	richmond	N;INDF;NEUT;SG	N;MASC;SG
illustrationer	ilustraciones	illustration	ilustración	N;INDF;MASC+FEM;PL	N;FEM;PL
skandinavisk	escandinavo	skandinavisk	escandinavo	ADJ;INDF;SG	ADJ;MASC;SG
brugerne	usuarios	bruger	usuario	N;DEF;MASC+FEM;PL	N;MASC;PL
