per	för	per	för	ADP	ADP
oggetti	poster	oggetto	post	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
autori	författarna	autore	författare	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
autori	författare	autore	författare	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
abbastanza	nog	abbastanza	nog	ADV	ADV
abbastanza	tillräckligt	abbastanza	tillräcklig	ADV	ADV
tedeschi	tyskar	tedesco	tysk	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
lettere	skrivelser	lettera	skrivelse	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
lettere	bokstäver	lettera	bokstov	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
effetto	verkan	effetto	verkan	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
effetto	effekten	effetto	effekt	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
effetto	effekt	effetto	effekt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
resistenza	uthållighet	resistenza	uthållighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
resistenza	uthållighet	resistenza	uthållighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
resistenza	motstånd	resistenza	motstånd	N;FEM;SG	N;NOM;INDF;NEUT;SG
resistenza	motståndskraft	resistenza	motståndskraft	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
resistenza	resistens	resistenza	resist	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
resistenza	motståndsrörelsen	resistenza	motståndsrörelse	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
resistenza	beständighet	resistenza	beständighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
intera	hel	intero	hel	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
intera	hela	intero	hel	ADJ;FEM;SG	ADJ;NOM;DEF;SG
west	väst	west	väst	N;MASC	N;NOM;INDF;MASC+FEM;SG
west	väster	west	väster	N;MASC	N;NOM;INDF;MASC+FEM;SG
gestione	management	gestione	management	N;FEM;SG	N;NOM;INDF;NEUT;SG
gestione	ledning	gestione	ledning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gestione	hantering	gestione	hantering	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gestione	förvaltning	gestione	förvaltning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
canvas	duk	canvas	duk	N;MASC	N;NOM;INDF;MASC+FEM;SG
scala	stege	scala	stege	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
scala	fjäll	scala	fjäll	N;FEM;SG	N;NOM;INDF;NEUT;SG
scala	skalan	scala	skala	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
scala	skala	scala	skala	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
scala	scala	scala	scal	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
censimento	folkräkning	censimento	folkräkning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
die	die	die	du	N;MASC;SG	N;NOM;INDF;NEUT;SG
partecipazione	närvaro	partecipazione	närvaro	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
partecipazione	deltagande	partecipazione	deltagande	N;FEM;SG	N;NOM;INDF;NEUT;SG
partecipazione	medverkan	partecipazione	medverkan	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
partecipazione	delaktighet	partecipazione	delaktighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
partecipazione	deltagande	partecipazione	deltagande	N;FEM;SG	N;NOM;INDF;NEUT;SG
partecipazione	medbestämmande	partecipazione	medbestämmande	N;FEM;SG	N;NOM;INDF;NEUT;SG
vincenzo	vincent	vincenzo	vincent	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prendere	ta	prendere	ta	V;NFIN	V;IMP;FIN;ACT
modifiche	ändringar	modifica	ändring	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
modifiche	förändringar	modifica	förändring	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
modifiche	ändringar	modifica	ändring	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
modifiche	modifieringar	modifica	modifiering	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
modifiche	ändringar	modifica	ändring	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
coppe	muggar	coppa	mugge	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
canadese	kanadensisk	canadese	kanadensisk	N;SG	N;NOM;INDF;MASC+FEM;SG
canadese	kanadensiska	canadese	kanadensisk	N;SG	N;NOM;INDF;MASC+FEM;SG
timeaxis	timeaxis	timeaxis	timeaxis	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
imagesize	imagesize	imagesizo	imagesize	N;FEM;SG	N;NOM;INDF;NEUT;SG
famiglie	hushållen	famiglia	hushåll	N;FEM;PL	N;NOM;DEF;NEUT;PL
famiglie	familjer	famiglia	familj	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
svedese	svenskt	svedese	svensk	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
match	matchning	match	matchning	N;MASC	N;NOM;INDF;MASC+FEM;SG
match	match	match	match	N;MASC	N;NOM;INDF;MASC+FEM;SG
secoli	århundraden	secolo	århundrade	N;MASC;PL	N;NOM;INDF;NEUT;PL
secoli	sekler	secolo	sekel	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
grand	grand	grand	grand	N;MASC	N;NOM;INDF;NEUT;SG
ottiene	erhåller	ottenere	erhålla	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
esterno	yttre	esterno	yttre	ADJ;MASC;SG	ADJ;NOM;CMPR
esterno	extern	esterno	exter	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
esterno	yttre	esterno	yttre	ADJ;MASC;SG	ADJ;NOM;CMPR
esterno	yttre	esterno	yttre	ADJ;MASC;SG	ADJ;NOM;CMPR
sangue	blodet	sangue	blod	N;MASC;SG	N;NOM;DEF;NEUT;SG
sangue	blod	sangue	blod	N;MASC;SG	N;NOM;INDF;NEUT;SG
sangue	blood	sangue	blood	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
traduzione	översättning	traduzione	översättning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
piani	planer	piano	plan	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ricevuto	fått	ricevere	få	V;MASC;SG;PST;V.PTCP	V;V.CVB;ACT
ricevuto	fick	ricevere	få	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
intero	hel	intero	hel	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
intero	hela	intero	hel	ADJ;MASC;SG	ADJ;NOM;DEF;SG
pierre	pierre	pierre	pier	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ghiaccio	is	ghiaccio	is	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ghiaccio	ice	ghiaccio	ice	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
chiaro	klart	chiaro	klar	ADJ;MASC;SG	ADJ;NOM;INDF;NEUT;SG
chiaro	tydlig	chiaro	tydlig	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
trovato	hittades	trovare	hitta	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
trovato	hittas	trovare	hitta	V;MASC;SG;PST;V.PTCP	V;NFIN;PASS
trovato	hittade	trovare	hitta	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
cina	china	cina	chin	N;FEM;SG	N;NOM;INDF;NEUT;SG
alpi	alperna	alpo	alp	N;FEM;PL	N;NOM;DEF;MASC+FEM;PL
supporto	support	supporto	support	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
supporto	stöd	supporto	stöd	N;MASC;SG	N;NOM;INDF;NEUT;SG
rapporti	rapporter	rapporto	rapport	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
rapporti	betänkanden	rapporto	betänkande	N;MASC;PL	N;NOM;INDF;NEUT;PL
difficile	jobbigt	difficile	jobbig	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
difficile	hård	difficile	hård	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
difficile	svårt	difficile	svår	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
difficile	svår	difficile	svår	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
difficile	svårt	difficile	svår	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
voto	omröstning	voto	omröstning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
voto	röstning	voto	röstning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
voto	röstning	voto	röstning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
voto	omröstning	voto	omröstning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
voto	röstande	voto	röstande	N;MASC;SG	N;NOM;INDF;NEUT;SG
lotta	brottning	lotta	brottning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
lotta	kamp	lotta	kamp	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
lotta	kamp	lotta	kamp	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ragazzi	pojkar	ragazzo	pojke	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ragazzi	grabbar	ragazzo	grabb	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ragazzi	ungar	ragazzo	unge	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ragazzi	barn	ragazzo	barn	N;MASC;PL	N;NOM;INDF;NEUT;PL
ragazzi	grabbar	ragazzo	grabb	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ragazzi	killar	ragazzo	killa	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
misura	mätning	misura	mätning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
misura	värdering	misura	värdering	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
misura	mått	misura	mått	N;FEM;SG	N;NOM;INDF;NEUT;SG
misura	åtgärd	misura	åtgärd	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pianta	planta	pianta	planta	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pianta	anläggning	pianta	anläggning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
termini	termer	termine	term	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
termini	begrepp	termine	begrepp	N;MASC;PL	N;NOM;INDF;NEUT;PL
termini	villkor	termine	villkor	N;MASC;PL	N;NOM;INDF;NEUT;PL
occhi	ögon	occhio	ögon	N;MASC;PL	N;NOM;INDF;NEUT;PL
bianca	vit	bianco	vit	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
bianca	vitt	bianco	vitt	ADJ;FEM;SG	ADJ;NOM;INDF;NEUT;SG
regioni	regioner	regione	region	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
regioni	regionerna	regione	region	N;FEM;PL	N;NOM;DEF;MASC+FEM;PL
regioni	områden	regione	område	N;FEM;PL	N;NOM;INDF;NEUT;PL
california	kalifornien	california	kaliforniun	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
california	california	california	californium	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
costruita	byggde	costruire	bygga	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
marcatore	markör	marcatore	markör	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
spettatori	åskådare	spettatore	åskådare	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
spettatori	åskådare	spettatore	åskådare	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
spettatori	tittare	spettatore	titta	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
spettatori	tittarna	spettatore	titta	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
premi	premier	premio	premie	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
premi	utmärkelser	premio	utmärkelse	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
premi	priser	premio	pris	N;MASC;PL	N;NOM;INDF;NEUT;PL
risposta	svar	risposta	svar	N;FEM;SG	N;NOM;INDF;NEUT;SG
risposta	svar	risposta	svar	N;FEM;SG	N;NOM;INDF;NEUT;SG
risposta	svar	risposta	svar	N;FEM;SG	N;NOM;INDF;NEUT;SG
risposta	gensvar	risposta	gensvar	N;FEM;SG	N;NOM;INDF;NEUT;SG
risposta	respons	risposta	respons	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
inserito	trädde	inserire	träda	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
inserito	införas	inserire	införa	V;MASC;SG;PST;V.PTCP	V;IND;FIN;PASS
medio	mellersta	medio	mellersta	ADJ;MASC;SG	ADJ;NOM;DEF;RL
medio	genomsnittligt	medio	genomsnittlig	ADJ;MASC;SG	ADJ;NOM;INDF;NEUT;SG
medio	genomsnittlig	medio	genomsnittlig	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
medio	medelhög	medio	medelhög	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
medio	medellång	medio	medellång	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
medio	medelstor	medio	medelstor	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
atleta	idrottsman	atleta	idrottsman	N;SG	N;NOM;INDF;MASC+FEM;SG
culturale	kulturellt	culturale	kulturell	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
culturale	kulturell	culturale	kulturell	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
realizzazione	insikten	realizzazione	insikt	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
realizzazione	förverkligande	realizzazione	förverkligande	N;FEM;SG	N;NOM;INDF;NEUT;SG
realizzazione	insikt	realizzazione	insikt	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
secondi	sekunderna	secondo	sekund	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
secondi	sekunder	secondo	sekund	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
utilizzata	använda	utilizzare	använda	V;FEM;SG;PST;V.PTCP	V;IMP;FIN;ACT
utilizzata	använt	utilizzare	använda	V;FEM;SG;PST;V.PTCP	V;V.CVB;ACT
modelli	modeller	modello	modell	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
modelli	modellerna	modello	modell	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
modelli	förlagor	modello	förlaga	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
modelli	mallar	modello	malla	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
auto	bil	auto	bil	N;FEM	N;NOM;INDF;MASC+FEM;SG
auto	auto	auto	auto	N;FEM	N;NOM;INDF;MASC+FEM;SG
auto	automatisk	auto	automatisk	N;FEM	N;NOM;INDF;MASC+FEM;SG
sesso	kön	sesso	kön	N;MASC;SG	N;NOM;INDF;NEUT;SG
sesso	kön	sesso	kön	N;MASC;SG	N;NOM;INDF;NEUT;SG
ragione	anledning	ragione	anledning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ragione	förnuft	ragione	förnuft	N;FEM;SG	N;NOM;INDF;NEUT;SG
ragione	skäl	ragione	skäl	N;FEM;SG	N;NOM;INDF;NEUT;SG
ragione	orsak	ragione	orsak	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
strumenti	instrumenten	strumento	instrument	N;MASC;PL	N;NOM;DEF;NEUT;PL
contenuto	innehållet	contenuto	innehåll	N;MASC;SG	N;NOM;DEF;NEUT;SG
contenuto	innehåll	contenuto	innehåll	N;MASC;SG	N;NOM;INDF;NEUT;SG
contenuto	innehållet	contenuto	innehåll	N;MASC;SG	N;NOM;DEF;NEUT;SG
contenuto	innehåll	contenuto	innehåll	N;MASC;SG	N;NOM;INDF;NEUT;SG
contenuto	innehållsförteckning	contenuto	innehållsförteckning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
famoso	berömt	famoso	beröma	ADJ;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
famoso	berömd	famoso	berömd	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
famoso	känd	famoso	känd	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
terreno	jord	terreno	jord	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
terreno	terräng	terreno	terräng	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
terreno	terrängen	terreno	terräng	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
piedi	fötterna	piede	fött	N;MASC;PL	N;NOM;DEF;MASC+FEM;PL
piedi	fötter	piede	fötta	N;MASC;PL	N;NOM;INDF;MASC+FEM;PL
cielo	himmel	cielo	himmel	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cielo	heaven	cielo	heav	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
cielo	himlen	cielo	himle	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
cielo	himmelriket	cielo	himmelrik	N;MASC;SG	N;NOM;DEF;NEUT;SG
cielo	himmelen	cielo	himmel	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
cielo	himmel	cielo	himmel	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cielo	sky	cielo	sky	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cielo	himlen	cielo	himle	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
notevole	imponerande	notevole	imponerande	ADJ;SG	ADJ;NOM;PRS;V.PTCP
notevole	anmärkningsvärd	notevole	anmärkningsvärd	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
notevole	anmärkningsvärt	notevole	anmärkningsvärd	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
notevole	anmärkningsvärd	notevole	anmärkningsvärd	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
notevole	anmärkningsvärt	notevole	anmärkningsvärd	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
notevole	ansenlig	notevole	ansenlig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
notevole	avsevärd	notevole	avsevärd	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
rossa	rött	rosso	rött	ADJ;FEM;SG	ADJ;NOM;INDF;NEUT;SG
rossa	röd	rosso	röd	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
durata	löptid	durata	löptid	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
durata	längd	durata	längd	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
durata	varaktighet	durata	varaktighet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
componenti	beståndsdelar	componente	beståndsdel	N;PL	N;NOM;INDF;MASC+FEM;PL
componenti	komponenterna	componente	komponent	N;PL	N;NOM;DEF;MASC+FEM;PL
componenti	komponenter	componente	komponent	N;PL	N;NOM;INDF;MASC+FEM;PL
analisi	analyser	analisi	analys	N;FEM	N;NOM;INDF;MASC+FEM;PL
analisi	analyserna	analisi	analys	N;FEM	N;NOM;DEF;MASC+FEM;PL
analisi	analyser	analisi	analys	N;FEM	N;NOM;INDF;MASC+FEM;PL
analisi	analys	analisi	analys	N;FEM	N;NOM;INDF;MASC+FEM;SG
teatrale	teatralisk	teatrale	teatralisk	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
maggioranza	majoriteten	maggioranza	majoritet	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
maggioranza	majoritet	maggioranza	majoritet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tempio	templet	tempio	tempel	N;MASC;SG	N;NOM;DEF;NEUT;SG
tempio	tempel	tempio	tempel	N;MASC;SG	N;NOM;INDF;NEUT;SG
tempio	temple	tempio	temple	N;MASC;SG	N;NOM;INDF;NEUT;SG
quantità	mängder	quantità	mängd	N;FEM	N;NOM;INDF;MASC+FEM;PL
quantità	kvantiteter	quantità	kvantitet	N;FEM	N;NOM;INDF;MASC+FEM;PL
quantità	mängd	quantità	mängd	N;FEM	N;NOM;INDF;MASC+FEM;SG
quantità	kvantitet	quantità	kvantitet	N;FEM	N;NOM;INDF;MASC+FEM;SG
sera	serum	sera	serum	N;FEM;SG	N;NOM;INDF;NEUT;SG
sera	afton	sera	afton	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sera	kvällen	sera	kväll	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
sera	kväll	sera	kväll	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sera	kvälls	sera	kvälla	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
concerto	konsert	concerto	konsert	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pertanto	alltså	pertanto	alltså	ADV	ADV
pertanto	därför	pertanto	därför	ADV	ADV
austriaco	österrikisk	austriaco	österrikisk	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
filosofia	filosofin	filosofia	filosofi	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
filosofia	filosofi	filosofia	filosofi	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
discussioni	diskussioner	discussione	diskussion	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
discussioni	diskussionerna	discussione	diskussion	N;FEM;PL	N;NOM;DEF;MASC+FEM;PL
discussioni	diskussioner	discussione	diskussion	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
discussioni	debatter	discussione	debatt	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
discussioni	debatterna	discussione	debatt	N;FEM;PL	N;NOM;DEF;MASC+FEM;PL
aggiunta	addera	aggiungere	addera	V;FEM;SG;PST;V.PTCP	V;IMP;FIN;ACT
disponibile	tillgänglig	disponibile	tillgänglig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
disponibile	tillgängligt	disponibile	tillgänglig	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
vienna	vienna	vienna	vienna	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
guardia	vakt	guardia	vakt	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
guardia	guardia	guardia	guardi	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
competizione	tävling	competizione	tävling	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
competizione	konkurrens	competizione	konkurrens	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
attivo	aktiv	attivo	aktiv	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
conflitto	konflikten	conflitto	konflikt	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
conflitto	konflikt	conflitto	konflikt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
partecipa	deltar	partecipare	delta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
confine	gräns	confine	gräns	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
confine	gräns	confine	gräns	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
confine	kant	confine	kunna	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
confine	border	confine	bord	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
confine	inramning	confine	inramning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
confine	gränsen	confine	gräns	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
stelle	stjärnor	stella	stjärna	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
crisi	kriser	crisi	krisa	N;FEM	N;NOM;INDF;NEUT;PL
crisi	kriser	crisi	krisa	N;FEM	N;NOM;INDF;NEUT;PL
crisi	krisen	crisi	kris	N;FEM	N;NOM;DEF;MASC+FEM;SG
crisi	kris	crisi	kris	N;FEM	N;NOM;INDF;MASC+FEM;SG
moderna	modernt	moderno	modern	ADJ;FEM;SG	ADJ;NOM;INDF;NEUT;SG
avvocato	advokat	avvocato	advoka	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
avvocato	jurist	avvocato	jurist	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
avvocato	advokat	avvocato	advoka	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
quarta	fjärde	quarto	fyra	ADJ;FEM;SG	ADJ;NOM
bassi	låga	basso	låg	ADJ;MASC;PL	ADJ;NOM;PL
facciata	fasaden	facciata	fasa	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
facciata	fasad	facciata	fasad	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
facciata	fasad	facciata	fasad	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
descrizione	beskrivning	descrizione	beskrivning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
raggiunto	nås	raggiungere	nå	V;MASC;SG;PST;V.PTCP	V;IND;FIN;PASS
raggiunto	nåtts	raggiungere	nåta	V;MASC;SG;PST;V.PTCP	V;V.CVB;PASS
fondato	grundats	fondare	grunda	V;MASC;SG;PST;V.PTCP	V;V.CVB;PASS
fondato	grundades	fondare	grunda	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
avanti	framåt	avanti	framåt	ADV	ADV
conquista	erövring	conquista	erövring	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
esistenza	förekomst	esistenza	förekomst	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
esistenza	tillvaro	esistenza	tillvaro	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
esistenza	existens	esistenza	exist	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
canada	canada	canada	cana	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
economia	ekonomi	economia	ekonomi	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
economia	sparsamhet	economia	sparsamhet	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
economia	ekonomin	economia	ekonomi	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
economia	ekonomi	economia	ekonomi	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
devono	måste	dovere	måste	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
regole	regler	regola	regel	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
regole	bestämmelser	regola	bestämmelse	N;FEM;PL	N;NOM;INDF;MASC+FEM;PL
trasmissione	växellåda	trasmissione	växellåda	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
trasmissione	transmission	trasmissione	transmission	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
trasmissione	överföring	trasmissione	överföring	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
trasmissione	sändning	trasmissione	sändning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
trasmissione	sändningen	trasmissione	sändning	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
trasmissione	utsändning	trasmissione	utsändning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
trasmissione	sändning	trasmissione	sändning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
air	air	air	air	N;MASC	N;NOM;INDF;MASC+FEM;SG
air	luft	air	luft	N;MASC	N;NOM;INDF;MASC+FEM;SG
criteri	kriterier	criterio	kriterium	N;MASC;PL	N;NOM;INDF;NEUT;PL
criteri	kriterierna	criterio	kriterium	N;MASC;PL	N;NOM;DEF;NEUT;PL
pianeta	planet	pianeta	plan	N;MASC;SG	N;NOM;DEF;NEUT;SG
pianeta	planeten	pianeta	plan	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
segno	skylt	segno	skylt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
segno	tecken	segno	tecken	N;MASC;SG	N;NOM;INDF;NEUT;SG
romani	romska	romano	romsk	ADJ;MASC;PL	ADJ;NOM;PL
