din	از	din	از	ADP;ACC	ADP
ora	زمان	oră	زمان	N;DEF;FEM;SG	N;SG
ora	تایم	oră	تایم	N;DEF;FEM;SG	N;SG
ora	ساعتی	oră	ساعت	N;DEF;FEM;SG	N;SG
ora	ساعت	oră	ساعت	N;DEF;FEM;SG	N;SG
onoare	شرافتی	onoare	شرافتی	N;INDF;FEM;SG	N;SG
onoare	عزت	onoare	None	N;INDF;FEM;SG	N;SG
onoare	عزت	onoare	None	N;INDF;FEM;SG	N;SG
onoare	شرافت	onoare	شرافت	N;INDF;FEM;SG	N;SG
onoare	شرف	onoare	None	N;INDF;FEM;SG	N;SG
onoare	افتخار	onoare	افتخار	N;INDF;FEM;SG	N;SG
mii	هزار	mie	هزار	NUM;INDF;FEM;PL	NUM
mii	هزاران	mie	هزار	NUM;INDF;FEM;PL	NUM
mii	هزارها	mie	هزار	NUM;INDF;FEM;PL	NUM
joaca	پخش	joacă	پخش	N;DEF;FEM;SG	N;SG
joaca	بازی	joacă	بازی	N;DEF;FEM;SG	N;SG
joaca	پخش	joacă	پخش	N;DEF;FEM;SG	N;SG
joaca	بازی	joacă	بازی	N;DEF;FEM;SG	N;SG
cernauti	چرنیوتسی	cerna	چرنیوتسی	N;INDF;MASC;SG	N;SG
continuare	دنباله	continuare	دنباله	N;INDF;FEM;SG	N;SG
ore	ساعتها	oră	ساعت	N;INDF;FEM;PL	N;PL
ore	ساعتهای	oră	ساعت	N;INDF;FEM;PL	N;PL
ore	ساعات	oră	ساعت	N;INDF;FEM;PL	N;PL
moarte	مرگ	moarte	مرگ	N;INDF;FEM;SG	N;SG
vremea	هوای	vreme	هوا	N;DEF;FEM;SG	N;SG
vremea	هوا	vreme	هوا	N;DEF;FEM;SG	N;SG
monumentul	یادبود	monument	یادبود	N;DEF;MASC;SG	N;SG
monumentul	یادمان	monument	یادم	N;DEF;MASC;SG	N;SG
forme	شکلهای	formă	شکل	N;INDF;FEM;PL	N;PL
forme	شکلها	formă	شکل	N;INDF;FEM;PL	N;PL
program	برنامۀ	program	برنامۀ	N;INDF;MASC;SG	N;SG
program	پروگرام	program	پروگرام	N;INDF;MASC;SG	N;SG
program	برنامه	program	برنامه	N;INDF;MASC;SG	N;SG
program	برنامه	program	برنامه	N;INDF;MASC;SG	N;SG
program	برنامه	program	برنامه	N;INDF;MASC;SG	N;SG
program	زمانبندی	program	زمانبندی	N;INDF;MASC;SG	N;SG
alegerile	انتخابات	alegere	انتخابات	N;DEF;FEM;PL	N;PL
linie	خط	linie	خط	N;INDF;FEM;SG	N;SG
lunga	طولانی	lung	طولانی	ADJ;DEF;FEM;SG	ADJ
lunga	دراز	lung	دراز	ADJ;DEF;FEM;SG	ADJ
productie	تولید	productie	تولید	N;INDF;FEM;SG	N;SG
productie	تولید	productie	تولید	N;INDF;FEM;SG	N;SG
strada	استریت	stradă	استریت	N;DEF;FEM;SG	N;SG
strada	خیابانی	stradă	خیابانی	N;DEF;FEM;SG	N;SG
strada	خیابان	stradă	خیابان	N;DEF;FEM;SG	N;SG
strada	خیابون	stradă	خیابون	N;DEF;FEM;SG	N;SG
strada	استریت	stradă	استریت	N;DEF;FEM;SG	N;SG
strada	خیابانی	stradă	خیابانی	N;DEF;FEM;SG	N;SG
strada	خیابان	stradă	خیابان	N;DEF;FEM;SG	N;SG
strada	خیابون	stradă	خیابون	N;DEF;FEM;SG	N;SG
drum	جاده	drum	جاده	N;INDF;MASC;SG	N;SG
lung	طولانی	lung	طولانی	ADJ;INDF;MASC;SG	ADJ
lung	دراز	lung	دراز	ADJ;INDF;MASC;SG	ADJ
festivalul	عیدی	festival	عیدی	N;DEF;MASC;SG	N;SG
festivalul	جشنواره	festival	جشنواره	N;DEF;MASC;SG	N;SG
zonele	نواحی	zonă	ناحیه	N;DEF;FEM;PL	N;PL
zonele	مناطق	zonă	منطقه	N;DEF;FEM;PL	N;PL
tipuri	انواع	tip	نوع	N;INDF;FEM;PL	N;PL
versuri	آیات	vers	None	N;INDF;FEM;PL	N;PL
versuri	شعرای	vers	شاعر	N;INDF;FEM;PL	N;PL
steaua	استار	stea	استار	N;DEF;FEM;SG	N;SG
steaua	ستاره	stea	ستاره	N;DEF;FEM;SG	N;SG
jucator	بازیکن	jucator	بازیکن	N;INDF;MASC;SG	N;SG
jucator	بازیکن	jucator	بازیکن	N;INDF;MASC;SG	N;SG
distanta	مسافت	distantă	مسافت	N;DEF;FEM;SG	N;SG
distanta	فاصله	distantă	فاصله	N;DEF;FEM;SG	N;SG
distanta	مسافت	distantă	مسافت	N;DEF;FEM;SG	N;SG
distanta	فاصله	distantă	فاصله	N;DEF;FEM;SG	N;SG
distanta	مسافت	distantă	مسافت	N;DEF;FEM;SG	N;SG
distanta	فاصله	distantă	فاصله	N;DEF;FEM;SG	N;SG
distanta	مسافت	distantă	مسافت	N;DEF;FEM;SG	N;SG
distanta	فاصله	distantă	فاصله	N;DEF;FEM;SG	N;SG
cladirea	ساختن	cladire	ساختن	N;DEF;FEM;SG	N;SG
cladirea	ساختمانی	cladire	ساختمان	N;DEF;FEM;SG	N;SG
cladirea	ساختمان	cladire	ساختمان	N;DEF;FEM;SG	N;SG
biblioteca	کتابخانه	bibliotecă	کتابخانه	N;DEF;FEM;SG	N;SG
biblioteca	کتابخانه	bibliotecă	کتابخانه	N;DEF;FEM;SG	N;SG
termen	ترم	termen	ترم	N;INDF;MASC;SG	N;SG
termen	اصطلاح	termen	None	N;INDF;MASC;SG	N;SG
miniatura	مینیاتور	miniatură	مینیاتور	N;DEF;FEM;SG	N;SG
miniatura	مینیاتور	miniatură	مینیاتور	N;DEF;FEM;SG	N;SG
religioase	مذهبی	religios	مذهبی	ADJ;INDF;FEM;PL	ADJ
rio	ریو	ruo	ریو	N;INDF;MASC;SG	N;SG
alpi	آلپ	alp	آلپ	N;INDF;MASC;SG	N;SG
doctor	دکتری	doctor	دکتری	N;INDF;MASC;SG	N;SG
doctor	داکتر	doctor	داکتر	N;INDF;MASC;SG	N;SG
doctor	دکتر	doctor	دکتر	N;INDF;MASC;SG	N;SG
drepturile	حقوق	drept	حق	N;DEF;FEM;PL	N;PL
emir	امیر	emir	امیر	N;INDF;MASC;SG	N;SG
emir	امیر	emir	امیر	N;INDF;MASC;SG	N;SG
emir	amir	emir	amir	N;INDF;MASC;SG	N;SG
turnul	تاور	turn	تاور	N;DEF;MASC;SG	N;SG
turnul	برج	turn	برج	N;DEF;MASC;SG	N;SG
nobel	نوبل	nobel	نوبل	N;INDF;MASC;SG	N;SG
stilul	سبک	stil	سبک	N;DEF;MASC;SG	N;SG
proces	فرایند	proces	فرایند	N;INDF;MASC;SG	N;SG
proces	پروسه	proces	پروسه	N;INDF;MASC;SG	N;SG
proces	فرآیند	proces	فرآیند	N;INDF;MASC;SG	N;SG
proces	روند	proces	روند	N;INDF;MASC;SG	N;SG
proces	محاکمه	proces	محاکمه	N;INDF;MASC;SG	N;SG
proces	دادرسی	proces	دادرسی	N;INDF;MASC;SG	N;SG
domeniu	دامنه	domeniu	None	N;INDF;MASC;SG	N;SG
comanda	فرمان	comandă	فرمان	N;DEF;FEM;SG	N;SG
comanda	نظم	comandă	نظم	N;DEF;FEM;SG	N;SG
comanda	فرمان	comandă	فرمان	N;DEF;FEM;SG	N;SG
comanda	دستور	comandă	دستور	N;DEF;FEM;SG	N;SG
comanda	سفارش	comandă	None	N;DEF;FEM;SG	N;SG
comanda	ترتیب	comandă	ترتیب	N;DEF;FEM;SG	N;SG
comanda	فرمان	comandă	فرمان	N;DEF;FEM;SG	N;SG
comanda	نظم	comandă	نظم	N;DEF;FEM;SG	N;SG
comanda	فرمان	comandă	فرمان	N;DEF;FEM;SG	N;SG
comanda	دستور	comandă	دستور	N;DEF;FEM;SG	N;SG
comanda	سفارش	comandă	None	N;DEF;FEM;SG	N;SG
comanda	ترتیب	comandă	ترتیب	N;DEF;FEM;SG	N;SG
interior	درون	interior	درون	N;INDF;MASC;SG	N;SG
interior	interior	interior	None	N;INDF;MASC;SG	N;SG
madrid	مادرید	madrid	مادرید	N;INDF;MASC;SG	N;SG
secole	قرنها	secol	قرن	N;INDF;FEM;PL	N;PL
crearea	آفرینش	creare	آفرینش	N;DEF;FEM;SG	N;SG
crearea	ایجاد	creare	ایجاد	N;DEF;FEM;SG	N;SG
crearea	خلقت	creare	خلقت	N;DEF;FEM;SG	N;SG
crearea	ایجاد	creare	ایجاد	N;DEF;FEM;SG	N;SG
argint	نقره	argint	نقره	N;INDF;MASC;SG	N;SG
argint	سیمین	argint	سیمین	N;INDF;MASC;SG	N;SG
argint	سیلور	argint	سیلور	N;INDF;MASC;SG	N;SG
norvegia	نروژ	norvegie	نروژ	N;DEF;FEM;SG	N;SG
regina	رجینا	regină	رجینا	N;DEF;FEM;SG	N;SG
regina	queen	regină	queen	N;DEF;FEM;SG	N;SG
regina	ملکه	regină	ملکه	N;DEF;FEM;SG	N;SG
regina	بیبی	regină	بیبی	N;DEF;FEM;SG	N;SG
regina	queen	regină	queen	N;DEF;FEM;SG	N;SG
regina	ملکه	regină	ملکه	N;DEF;FEM;SG	N;SG
regina	بیبی	regină	بیبی	N;DEF;FEM;SG	N;SG
galerie	گالری	galerie	گالری	N;INDF;FEM;SG	N;SG
galerie	نگارخانه	galerie	نگارخانه	N;INDF;FEM;SG	N;SG
galerie	gallery	galerie	gallery	N;INDF;FEM;SG	N;SG
unitate	همبستگی	unitate	همبستگی	N;INDF;FEM;SG	N;SG
unitate	وحدت	unitate	وحدت	N;INDF;FEM;SG	N;SG
unitate	اتحاد	unitate	اتحاد	N;INDF;FEM;SG	N;SG
unitate	یگان	unitate	یهان	N;INDF;FEM;SG	N;SG
unitate	یکای	unitate	یکا	N;INDF;FEM;SG	N;SG
unitate	واحد	unitate	واحد	N;INDF;FEM;SG	N;SG
unitate	یکا	unitate	یکا	N;INDF;FEM;SG	N;SG
campania	لشکرکشی	campanie	لشکرکشی	N;DEF;FEM;SG	N;SG
campania	کمپین	campanie	کمپین	N;DEF;FEM;SG	N;SG
compus	متشکل	compus	متشکل	ADJ;INDF;MASC;SG	ADJ
compus	سروده	compus	سروده	ADJ;INDF;MASC;SG	ADJ;SG;3;V.PTCP
partid	مهمانی	partid	مهمان	N;INDF;MASC;SG	N;SG
partid	پارتی	partid	پارت	N;INDF;MASC;SG	N;SG
partid	مهمونی	partid	مهمونی	N;INDF;MASC;SG	N;SG
partid	حزب	partid	حزب	N;INDF;MASC;SG	N;SG
partid	جشن	partid	جشن	N;INDF;MASC;SG	N;SG
scop	مقصود	scop	مقصود	N;INDF;MASC;SG	N;SG
scop	هدفی	scop	هدفی	N;INDF;MASC;SG	N;SG
conditii	وضعیتهای	conditie	وضعیت	N;INDF;FEM;PL	N;PL
conditii	شرایط	conditie	شرایط	N;INDF;FEM;PL	N;PL
conditii	وضعیتهای	conditie	وضعیت	N;INDF;FEM;PL	N;PL
conditii	شرایط	conditie	شرایط	N;INDF;FEM;PL	N;PL
energie	انرژی	energie	انرژی	N;INDF;FEM;SG	N;SG
tratatul	عهدنامه	tratat	عهدنامه	N;DEF;MASC;SG	N;SG
tratatul	معاهده	tratat	معاهده	N;DEF;MASC;SG	N;SG
tratatul	پیمان	tratat	پیمان	N;DEF;MASC;SG	N;SG
elvetia	سویس	elvetia	سویس	N;DEF;FEM;SG	N;SG
elvetia	سوییس	elvetia	سوییس	N;DEF;FEM;SG	N;SG
elvetia	سوئیس	elvetia	سوئیس	N;DEF;FEM;SG	N;SG
elvetia	سویس	elvetia	سویس	N;DEF;FEM;SG	N;SG
elvetia	سوییس	elvetia	سوییس	N;DEF;FEM;SG	N;SG
elvetia	سوئیس	elvetia	سوئیس	N;DEF;FEM;SG	N;SG
elvetia	سویس	elvetia	سویس	N;DEF;FEM;SG	N;SG
elvetia	سوییس	elvetia	سوییس	N;DEF;FEM;SG	N;SG
elvetia	سوئیس	elvetia	سوئیس	N;DEF;FEM;SG	N;SG
eveniment	رویداد	eveniment	رویداد	N;INDF;MASC;SG	N;SG
eveniment	واقعه	eveniment	واقعه	N;INDF;MASC;SG	N;SG
eveniment	رخداد	eveniment	رخداد	N;INDF;MASC;SG	N;SG
ana	ana	ana	ana	N;DEF;FEM;SG	N;SG
aer	ایر	aer	ایر	N;INDF;MASC;SG	N;SG
aer	هوا	aer	هوا	N;INDF;MASC;SG	N;SG
miscarea	جنبش	miscare	جنبش	N;DEF;FEM;SG	N;SG
miscarea	تحرک	miscare	تحرک	N;DEF;FEM;SG	N;SG
miscarea	نهضت	miscare	نهضت	N;DEF;FEM;SG	N;SG
miscarea	جنبش	miscare	جنبش	N;DEF;FEM;SG	N;SG
miscarea	تحرک	miscare	تحرک	N;DEF;FEM;SG	N;SG
miscarea	نهضت	miscare	نهضت	N;DEF;FEM;SG	N;SG
miscarea	جنبش	miscare	جنبش	N;DEF;FEM;SG	N;SG
miscarea	تحرک	miscare	تحرک	N;DEF;FEM;SG	N;SG
miscarea	نهضت	miscare	نهضت	N;DEF;FEM;SG	N;SG
solid	یکدست	solid	یکدست	ADJ;INDF;MASC;SG	ADJ
sezon	فصل	sezon	فصل	N;INDF;MASC;SG	N;SG
stadionul	ورزشگاه	stadion	ورزشگاه	N;DEF;MASC;SG	N;SG
studiile	مطالعات	studiu	مطالعه	N;DEF;FEM;PL	N;PL
cazuri	موارد	caz	مورد	N;INDF;FEM;PL	N;PL
latina	لاتین	latină	لاتین	N;DEF;FEM;SG	N;SG
latina	لاتین	latină	لاتین	N;DEF;FEM;SG	N;SG
latina	لاتینا	latină	لاتینا	N;DEF;FEM;SG	N;SG
munte	کوهستانی	munte	کوهستانی	N;INDF;MASC;SG	N;SG
munte	کوهی	munte	None	N;INDF;MASC;SG	N;SG
munte	کوه	munte	کوه	N;INDF;MASC;SG	N;SG
munte	کوهستان	munte	کوهستان	N;INDF;MASC;SG	N;SG
conducator	حاکم	conducator	حاکم	N;INDF;MASC;SG	N;SG
conducator	لیدر	conducator	لیدر	N;INDF;MASC;SG	N;SG
conducator	رهبر	conducator	رهبر	N;INDF;MASC;SG	N;SG
evenimentul	رویداد	eveniment	رویداد	N;DEF;MASC;SG	N;SG
evenimentul	واقعه	eveniment	واقعه	N;DEF;MASC;SG	N;SG
evenimentul	رخداد	eveniment	رخداد	N;DEF;MASC;SG	N;SG
pozitie	موضع	pozitie	موضع	N;INDF;FEM;SG	N;SG
pozitie	موقعیت	pozitie	موقعیت	N;INDF;FEM;SG	N;SG
pozitie	موضع	pozitie	موضع	N;INDF;FEM;SG	N;SG
pozitie	موقعیت	pozitie	موقعیت	N;INDF;FEM;SG	N;SG
pozitie	موضع	pozitie	موضع	N;INDF;FEM;SG	N;SG
pozitie	موقعیت	pozitie	موقعیت	N;INDF;FEM;SG	N;SG
masa	میز	masă	میز	N;DEF;FEM;SG	N;SG
masa	سفره	masă	سفره	N;DEF;FEM;SG	N;SG
masa	جدول	masă	جدول	N;DEF;FEM;SG	N;SG
masa	جرم	masă	جرم	N;DEF;FEM;SG	N;SG
masa	توده	masă	None	N;DEF;FEM;SG	N;SG
masa	غذایی	masă	غذا	N;DEF;FEM;SG	N;SG
masa	غذای	masă	غذا	N;DEF;FEM;SG	N;SG
masa	میز	masă	میز	N;DEF;FEM;SG	N;SG
masa	سفره	masă	سفره	N;DEF;FEM;SG	N;SG
masa	جدول	masă	جدول	N;DEF;FEM;SG	N;SG
masa	جرم	masă	جرم	N;DEF;FEM;SG	N;SG
masa	توده	masă	None	N;DEF;FEM;SG	N;SG
masa	غذایی	masă	غذا	N;DEF;FEM;SG	N;SG
masa	غذای	masă	غذا	N;DEF;FEM;SG	N;SG
povestea	داستان	poveste	داستان	N;DEF;FEM;SG	N;SG
povestea	داستانی	poveste	داستان	N;DEF;FEM;SG	N;SG
povestea	قصه	poveste	None	N;DEF;FEM;SG	N;SG
spatiu	فضای	spatiu	فضا	N;INDF;MASC;SG	N;SG
spatiu	فضا	spatiu	فضا	N;INDF;MASC;SG	N;SG
spatiu	فضایی	spatiu	فضا	N;INDF;MASC;SG	N;SG
spatiu	فاصله	spatiu	فاصله	N;INDF;MASC;SG	N;SG
spatiu	فضای	spatiu	فضا	N;INDF;MASC;SG	N;SG
spatiu	فضا	spatiu	فضا	N;INDF;MASC;SG	N;SG
spatiu	فضایی	spatiu	فضا	N;INDF;MASC;SG	N;SG
spatiu	فاصله	spatiu	فاصله	N;INDF;MASC;SG	N;SG
spatiu	فضای	spatiu	فضا	N;INDF;MASC;SG	N;SG
spatiu	فضا	spatiu	فضا	N;INDF;MASC;SG	N;SG
spatiu	فضایی	spatiu	فضا	N;INDF;MASC;SG	N;SG
spatiu	فاصله	spatiu	فاصله	N;INDF;MASC;SG	N;SG
bas	بیس	bas	بیس	N;INDF;MASC;SG	N;SG
bas	باس	bas	باس	N;INDF;MASC;SG	N;SG
bas	باس	bas	باس	N;INDF;MASC;SG	N;SG
bas	b	bas	b	N;INDF;MASC;SG	N;SG
opt	هشت	opt	هشت	NUM;PL	NUM
interne	داخلی	intern	داخلی	ADJ;INDF;FEM;PL	ADJ
interne	درونی	intern	درونی	ADJ;INDF;FEM;PL	ADJ
parlamentului	مجلس	parlament	مجلس	N;DEF;MASC;SG	N;SG
parlamentului	پارلمان	parlament	پارلمان	N;DEF;MASC;SG	N;SG
teren	فیلد	teren	None	N;INDF;MASC;SG	N;SG
teren	حوزه	teren	حوزه	N;INDF;MASC;SG	N;SG
teren	خشکی	teren	خشکی	N;INDF;MASC;SG	N;SG
teren	land	teren	land	N;INDF;MASC;SG	N;SG
teren	سرزمین	teren	سرزمین	N;INDF;MASC;SG	N;SG
teren	ناهمواری	teren	ناهمواری	N;INDF;MASC;SG	N;SG
burgundia	برگندی	burgundie	بر#گرد	N;DEF;FEM;SG	N;SG
canton	کانتون	canton	کانتون	N;INDF;MASC;SG	N;SG
france	فرانس	francă	فرانس	N;INDF;MASC;SG	N;SG
france	فرانسه	francă	فرانسه	N;INDF;MASC;SG	N;SG
cult	عبادت	cult	عبادت	N;INDF;MASC;SG	N;SG
control	مهار	control	مهار	N;INDF;MASC;SG	N;SG
control	کنترل	control	کنترل	N;INDF;MASC;SG	N;SG
control	کنترول	control	کنترول	N;INDF;MASC;SG	N;SG
preot	کاهن	preot	کاهن	N;INDF;MASC;SG	N;SG
preot	کشیش	preot	کشیش	N;INDF;MASC;SG	N;SG
preot	کشیشی	preot	کشیش	N;INDF;MASC;SG	N;SG
versiune	نسخۀ	versiune	نسخۀ	N;INDF;FEM;SG	N;SG
versiune	نسخه	versiune	نسخه	N;INDF;FEM;SG	N;SG
lorena	لورین	lorenă	لورین	N;DEF;FEM;SG	N;SG
pyrénées	پیرنس	pyrénées	پیرنس		
conditiile	وضعیتهای	conditie	وضعیت	N;DEF;FEM;PL	N;PL
conditiile	شرایط	conditie	شرایط	N;DEF;FEM;PL	N;PL
conditiile	وضعیتهای	conditie	وضعیت	N;DEF;FEM;PL	N;PL
conditiile	شرایط	conditie	شرایط	N;DEF;FEM;PL	N;PL
pictura	نقاشی	pictură	نقاشی	N;DEF;FEM;SG	N;SG
pictura	نقاشی	pictură	نقاشی	N;DEF;FEM;SG	N;SG
zilele	روزها	zi	روز	N;DEF;FEM;PL	N;PL
zilele	روزهایی	zi	روز	N;DEF;FEM;PL	N;PL
zilele	روزای	zi	روزا	N;DEF;FEM;PL	N;PL
zilele	روزهای	zi	روز	N;DEF;FEM;PL	N;PL
sala	سالا	sală	سالا	N;DEF;FEM;SG	N;SG
sala	باشگاه	sală	باشگاه	N;DEF;FEM;SG	N;SG
sala	ورزشگاه	sală	ورزشگاه	N;DEF;FEM;SG	N;SG
sala	ورزش	sală	ورزش	N;DEF;FEM;SG	N;SG
sala	باشگاه	sală	باشگاه	N;DEF;FEM;SG	N;SG
sala	ورزشگاه	sală	ورزشگاه	N;DEF;FEM;SG	N;SG
sala	ورزش	sală	ورزش	N;DEF;FEM;SG	N;SG
animale	جانوران	animal	جانور	N;INDF;FEM;PL	N;PL
animale	حیوانات	animal	حیوان	N;INDF;FEM;PL	N;PL
medicina	دارو	medicină	دارو	N;DEF;FEM;SG	N;SG
medicina	طب	medicină	طب	N;DEF;FEM;SG	N;SG
medicina	پزشکی	medicină	پزشکی	N;DEF;FEM;SG	N;SG
medicina	دارو	medicină	دارو	N;DEF;FEM;SG	N;SG
medicina	طب	medicină	طب	N;DEF;FEM;SG	N;SG
medicina	پزشکی	medicină	پزشکی	N;DEF;FEM;SG	N;SG
producator	سازنده	producator	سازنده	N;INDF;MASC;SG	N;SG
producator	سازنده	producator	سازنده	N;INDF;MASC;SG	N;SG
basarabia	بیسارابیا	basarabie	بیسارابیا	N;DEF;FEM;SG	N;SG
inaltime	قد	inaltim	قد		
inaltime	قد	inaltim	قد		
inaltime	قد	inaltim	قد		
imaginea	تصویر	imagine	تصویر	N;DEF;FEM;SG	N;SG
imaginea	نگاره	imagine	نگاره	N;DEF;FEM;SG	N;SG
parlamentul	مجلس	parlament	مجلس	N;DEF;MASC;SG	N;SG
parlamentul	پارلمان	parlament	پارلمان	N;DEF;MASC;SG	N;SG
statutul	وضعیت	statut	وضعیت	N;DEF;MASC;SG	N;SG
natural	طبیعی	natural	طبیعی	ADJ;INDF;MASC;SG	ADJ
planul	تدبیر	plan	تدبیر	N;DEF;MASC;SG	N;SG
planul	پلان	plan	پلان	N;DEF;MASC;SG	N;SG
planul	نقشه	plan	None	N;DEF;MASC;SG	N;SG
textul	متن	text	متن	N;DEF;MASC;SG	N;SG
plecat	رفت	pleca	رفت#رو	V;MASC;SG;V.PTCP	V;SG;3;PST
plecat	رفته	pleca	رفت#رو	V;MASC;SG;V.PTCP	V;SG;3;V.PTCP
medalia	مدال	medalie	مدال	N;DEF;FEM;SG	N;SG
serial	متوالی	serial	متوالی	N;INDF;MASC;SG	N;SG
serial	سریالی	serial	None	N;INDF;MASC;SG	N;SG
turci	ترکهای	turc	ترک	N;INDF;MASC;PL	N;PL
turci	ترکها	turc	ترک	N;INDF;MASC;PL	N;PL
xiii	xiii	xii	xiii	N;DEF;FEM;SG	N;SG
sora	خواهر	soră	None	N;DEF;FEM;SG	N;SG
sora	خواهری	soră	خواهر	N;DEF;FEM;SG	N;SG
sora	خواهرش	soră	خواهرش	N;DEF;FEM;SG	N;SG
sora	خواهر	soră	None	N;DEF;FEM;SG	N;SG
sora	خواهری	soră	خواهر	N;DEF;FEM;SG	N;SG
sora	خواهرش	soră	خواهرش	N;DEF;FEM;SG	N;SG
actiuni	سهام	actiune	سهم	N;INDF;FEM;PL	N;PL
autoritatile	مسئولین	autoritate	مسئولین	N;DEF;FEM;PL	N;PL
autoritatile	مقامات	autoritate	مقام	N;DEF;FEM;PL	N;PL
autoritatile	مسئولان	autoritate	مسئول	N;DEF;FEM;PL	N;PL
autoritatile	مسئولین	autoritate	مسئولین	N;DEF;FEM;PL	N;PL
autoritatile	مقامات	autoritate	مقام	N;DEF;FEM;PL	N;PL
autoritatile	مسئولان	autoritate	مسئول	N;DEF;FEM;PL	N;PL
raspuns	پاسخگویی	raspuns	پاسخگویی	N;INDF;MASC;SG	N;SG
raspuns	جواب	raspuns	جواب	N;INDF;MASC;SG	N;SG
raspuns	پاسخ	raspuns	پاسخ	N;INDF;MASC;SG	N;SG
raspuns	پاسخ	raspuns	پاسخ	N;INDF;MASC;SG	N;SG
raspuns	پاسخگویی	raspuns	پاسخگویی	N;INDF;MASC;SG	N;SG
raspuns	پاسخ	raspuns	پاسخ	N;INDF;MASC;SG	N;SG
raspuns	واکنش	raspuns	واکنش	N;INDF;MASC;SG	N;SG
rezultate	نتایج	rezultat	نتیجه	N;INDF;FEM;PL	N;PL
rezultate	نتایجی	rezultat	None	N;INDF;FEM;PL	N;PL
camera	اتاق	cameră	None	N;DEF;FEM;SG	N;SG
camera	اتاقی	cameră	اتاقی	N;DEF;FEM;SG	N;SG
camera	اطاق	cameră	اطاق	N;DEF;FEM;SG	N;SG
camera	اتاق	cameră	None	N;DEF;FEM;SG	N;SG
camera	اتاقی	cameră	اتاقی	N;DEF;FEM;SG	N;SG
camera	اطاق	cameră	اطاق	N;DEF;FEM;SG	N;SG
discutii	بحثهای	discut	بحث	N;INDF;FEM;PL	N;PL
discutii	بحثهای	discut	بحث	N;INDF;FEM;PL	N;PL
poezie	شعری	poezie	شعر	N;INDF;FEM;SG	N;SG
poezie	شعر	poezie	شعر	N;INDF;FEM;SG	N;SG
poezie	شعر	poezie	شعر	N;INDF;FEM;SG	N;SG
obiecte	اشیاء	obiect	شیء	N;INDF;FEM;PL	N;PL
obiecte	اجسام	obiect	اجسام	N;INDF;FEM;PL	N;PL
obiecte	اشیا	obiect	اشیا	N;INDF;FEM;PL	N;PL
budapesta	بوداپست	budapest	بوداپست	N;DEF;FEM;SG	N;SG
consilier	مشاور	consilier	مشاور	N;INDF;MASC;SG	N;SG
consilier	مشاور	consilier	مشاور	N;INDF;MASC;SG	N;SG
secolele	قرنها	secol	قرن	N;DEF;FEM;PL	N;PL
secretar	دبیر	secretar	دبیر	N;INDF;MASC;SG	N;SG
secretar	منشی	secretar	منشی	N;INDF;MASC;SG	N;SG
maxim	حداکثر	maxim	حداکثر	ADJ;INDF;MASC;SG	ADJ
transport	انتقال	transport	انتقال	N;INDF;MASC;SG	N;SG
transport	ترابری	transport	None	N;INDF;MASC;SG	N;SG
coasta	کوست	coastă	کوست	N;DEF;FEM;SG	N;SG
coasta	دنده	coastă	دنده	N;DEF;FEM;SG	N;SG
coasta	ساحلی	coastă	ساحلی	N;DEF;FEM;SG	N;SG
coasta	کوست	coastă	کوست	N;DEF;FEM;SG	N;SG
lei	شیرهای	leu	شیر	N;INDF;MASC;PL	N;PL
lei	شیرها	leu	شیر	N;INDF;MASC;PL	N;PL
exact	دقیقا	exact	None	ADV	ADV
exact	دقیقاً	exact	دقیقاً	ADV	ADV
exact	دقیق	exact	دقیق	ADV	ADV
cronica	کرونیکل	cronică	کرونیکل	N;DEF;FEM;SG	N;SG
cronica	مزمن	cronică	None	N;DEF;FEM;SG	N;SG
grupuri	گروهها	grup	گروه	N;INDF;FEM;PL	N;PL
studiu	تحصیل	studiu	تحصیل	N;INDF;MASC;SG	N;SG
studiu	مطالعه	studiu	مطالعه	N;INDF;MASC;SG	N;SG
sociala	سوسیال	socială	سوسیال	N;DEF;FEM;SG	N;SG
sociala	سوسیال	socială	سوسیال	N;DEF;FEM;SG	N;SG
fier	آهن	fier	آهن	N;INDF;MASC;SG	N;SG
nota	یادداشت	notă	یادداشت	N;DEF;FEM;SG	N;SG
nota	نکته	notă	نکته	N;DEF;FEM;SG	N;SG
nota	نوت	notă	نوت	N;DEF;FEM;SG	N;SG
nota	یادداشت	notă	یادداشت	N;DEF;FEM;SG	N;SG
nota	نکته	notă	نکته	N;DEF;FEM;SG	N;SG
nota	نوت	notă	نوت	N;DEF;FEM;SG	N;SG
motive	دلایل	motiv	دلیل	N;INDF;FEM;PL	N;PL
pian	piano	pian	piano	N;INDF;MASC;SG	N;SG
pian	پیانوی	pian	پیانوی	N;INDF;MASC;SG	N;SG
pian	پیانو	pian	پیانو	N;INDF;MASC;SG	N;SG
directia	قبله	directie	قبله	N;DEF;FEM;SG	N;SG
directia	قبله	directie	قبله	N;DEF;FEM;SG	N;SG
comun	معمولی	comun	معمولی	ADJ;INDF;MASC;SG	ADJ
comun	مشترک	comun	مشترک	ADJ;INDF;MASC;SG	ADJ
soldati	سربازها	soldat	سرباز	N;INDF;MASC;PL	N;PL
soldati	سربازان	soldat	سرباز	N;INDF;MASC;PL	N;PL
soldati	سربازها	soldat	سرباز	N;INDF;MASC;PL	N;PL
soldati	سربازان	soldat	سرباز	N;INDF;MASC;PL	N;PL
