dan	og	dan	og	CONJ	CONJ
bantuan	hjælp	bantuan	hjælp	N;SG	N;INDF;MASC+FEM;SG
bandara	lufthavnen	bandara	lufthavn	N;SG	N;DEF;MASC+FEM;SG
bandara	airport	bandara	airport	N;SG	N;INDF;MASC+FEM;SG
bandara	lufthavn	bandara	lufthavn	N;SG	N;INDF;MASC+FEM;SG
tampil	fremstår	tampil	fremstår	V;SG;ACT	V;IND;PRS;FIN;ACT
tampil	optræder	tampil	optræde	V;SG;ACT	V;IND;PRS;FIN;ACT
tampil	udfører	tampil	udføre	V;SG;ACT	V;IND;PRS;FIN;ACT
tampil	optræde	tampil	optræde	V;SG;ACT	V;NFIN;ACT
tampil	fremtræden	tampil	fremtræde	V;SG;ACT	V;V.MSDR
emas	gylden	emas	gyld	N;SG	N;DEF;MASC+FEM;SG
emas	golden	emas	gold	N;SG	N;DEF;MASC+FEM;SG
emas	guld	emas	guld	N;SG	N;INDF;NEUT;SG
tertinggi	højest	tertinggi	højest	ADJ;RL;SG	ADJ;DEF;RL
tertinggi	højeste	tertinggi	høj	ADJ;RL;SG	ADJ;DEF;RL
olahraga	træning	olahraga	træning	N;SG	N;INDF;MASC+FEM;SG
olahraga	idræt	olahraga	idræt	N;SG	N;INDF;NEUT;SG
olahraga	sport	olahraga	sport	N;SG	N;INDF;MASC+FEM;SG
olahraga	sporten	olahraga	sport	N;SG	N;DEF;MASC+FEM;SG
olahraga	sport	olahraga	sport	N;SG	N;INDF;MASC+FEM;SG
bisnis	forretning	bisnis	forretning	N;SG	N;INDF;MASC+FEM;SG
bisnis	erhvervslivet	bisnis	erhvervsliv	N;SG	N;DEF;NEUT;SG
bisnis	business	bisnis	business	N;SG	N;INDF;MASC+FEM;SG
bisnis	virksomhed	bisnis	virksomhed	N;SG	N;INDF;MASC+FEM;SG
titik	punkt	titik	punkt	N;SG	N;INDF;NEUT;SG
titik	point	titik	point	N;SG	N;INDF;NEUT;SG
titik	point	titik	point	N;SG	N;INDF;NEUT;SG
unsur	grundstof	unsur	grundstof	N;SG	N;INDF;NEUT;SG
unsur	elementet	unsur	element	N;SG	N;DEF;NEUT;SG
unsur	element	unsur	element	N;SG	N;INDF;NEUT;SG
pria	mennesket	pria	menneske	N;SG	N;DEF;NEUT;SG
pria	mand	pria	mand	N;SG	N;INDF;MASC+FEM;SG
pria	manden	pria	mand	N;SG	N;DEF;MASC+FEM;SG
lapangan	fagområde	lapangan	fagområde	N;SG	N;INDF;NEUT;SG
lapangan	felt	lapangan	felt	N;SG	N;INDF;NEUT;SG
lapangan	område	lapangan	område	N;SG	N;INDF;NEUT;SG
lapangan	marken	lapangan	mark	N;SG	N;DEF;MASC+FEM;SG
lapangan	pitch	lapangan	pitch	N;SG	N;INDF;MASC+FEM;SG
pengetahuan	kundskab	pengetahuan	kundskab	N;SG	N;INDF;MASC+FEM;SG
pengetahuan	viden	pengetahuan	viden	N;SG	N;INDF;MASC+FEM;SG
pengetahuan	kendskab	pengetahuan	kendskab	N;SG	N;INDF;NEUT;SG
mendukung	understøttelse	mendukung	understøttelse	N;SG;ACT	N;INDF;MASC+FEM;SG
mendukung	support	mendukung	support	N;SG;ACT	N;INDF;MASC+FEM;SG
mendukung	støt	mendukung	støt	N;SG;ACT	N;INDF;NEUT;SG
mendukung	støtte	mendukung	støtte	N;SG;ACT	N;INDF;MASC+FEM;SG
kebijakan	politik	kebijakan	politik	N;SG	N;INDF;MASC+FEM;SG
kebijakan	politik	kebijakan	politik	N;SG	N;INDF;MASC+FEM;SG
struktur	strukturen	struktur	struktur	N;SG	N;DEF;MASC+FEM;SG
struktur	struktur	struktur	struktur	N;SG	N;INDF;MASC+FEM;SG
struktur	opbygning	struktur	opbygning	N;SG	N;INDF;MASC+FEM;SG
terpilih	valgt	terpilih	vælge	V;SG;PASS	V;INDF;SG;PST;V.PTCP
terpilih	udvalgt	terpilih	udvælge	V;SG;PASS	V;INDF;SG;PST;V.PTCP
terpilih	valgt	terpilih	vælge	V;SG;PASS	V;INDF;SG;PST;V.PTCP
terpilih	valgt	terpilih	vælge	V;SG;PASS	V;INDF;SG;PST;V.PTCP
terpilih	udvalgt	terpilih	udvælge	V;SG;PASS	V;INDF;SG;PST;V.PTCP
terpilih	markeret	terpilih	markere	V;SG;PASS	V;INDF;SG;PST;V.PTCP
terpilih	stemt	terpilih	stemme	V;SG;PASS	V;INDF;SG;PST;V.PTCP
terpilih	kåret	terpilih	kår	V;SG;PASS	V;INDF;SG;PST;V.PTCP
oksigen	ilt	oksigen	ilt	N;SG	N;INDF;MASC+FEM;SG
oksigen	oxygen	oksigen	oxygen	N;SG	N;DEF;MASC+FEM;SG
terbuka	åbn	terbuka	åbn	V;SG	V;IMP
terbuka	åbnes	terbuka	åbne	V;SG	V;IND;PRS;FIN;PASS
terbuka	åbner	terbuka	åbne	V;SG	V;IND;PRS;FIN;ACT
memutuskan	beslutte	menputuskan	beslutte	V;SG;ACT	V;NFIN;ACT
memutuskan	beslutter	menputuskan	beslutte	V;SG;ACT	V;IND;PRS;FIN;ACT
memutuskan	besluttet	menputuskan	beslutte	V;SG;ACT	V;INDF;SG;PST;V.PTCP
memutuskan	besluttede	menputuskan	beslutte	V;SG;ACT	V;IND;PST;FIN;ACT
memutuskan	bestem	menputuskan	bestem	V;SG;ACT	V;IMP
memutuskan	beslut	menputuskan	beslut	V;SG;ACT	V;IMP
memutuskan	beslutte	menputuskan	beslutte	V;SG;ACT	V;NFIN;ACT
memutuskan	beslutter	menputuskan	beslutte	V;SG;ACT	V;IND;PRS;FIN;ACT
memutuskan	bestemmer	menputuskan	bestemme	V;SG;ACT	V;IND;PRS;FIN;ACT
memutuskan	beslutter	menputuskan	beslutte	V;SG;ACT	V;IND;PRS;FIN;ACT
bertemu	mød	bertemu	mød	V;SG;ACT	V;IMP
bertemu	mødes	bertemu	mødes	V;SG;ACT	V;NFIN;ACT
bertemu	mødte	bertemu	møde	V;SG;ACT	V;IND;PST;FIN;ACT
bertemu	mødt	bertemu	møde	V;SG;ACT	V;INDF;SG;PST;V.PTCP
bertemu	mødtes	bertemu	mødes	V;SG;ACT	V;IND;PST;FIN;ACT
bertemu	opfyldt	bertemu	opfylde	V;SG;ACT	V;INDF;SG;PST;V.PTCP
bertemu	opfylder	bertemu	opfylde	V;SG;ACT	V;IND;PRS;FIN;ACT
sastra	litteratur	sastra	litteratur	N	N;INDF;MASC+FEM;SG
sastra	litteraturen	sastra	litteratur	N	N;DEF;MASC+FEM;SG
digital	digital	digital	digital	N;SG	N;INDF;MASC+FEM;SG
ibukota	hovedstaden	ibukota	hovedstad	N;SG	N;DEF;MASC+FEM;SG
ibukota	kapitalen	ibukota	kapital	N;SG	N;DEF;MASC+FEM;SG
ibukota	hovedstad	ibukota	hovedstad	N;SG	N;INDF;MASC+FEM;SG
ibukota	kapital	ibukota	kapital	N;SG	N;INDF;NEUT;SG
edisi	udgaven	edisi	udgave	N;SG	N;DEF;MASC+FEM;SG
edisi	udgave	edisi	udgave	N;SG	N;INDF;MASC+FEM;SG
laboratorium	laboratoriet	laboratorium	laboratorium	N	N;DEF;NEUT;SG
laboratorium	laboratorium	laboratorium	laboratorium	N	N;INDF;NEUT;SG
laboratorium	lab	laboratorium	lab	N	N;INDF;NEUT;SG
laboratorium	laboratorie	laboratorium	laboratorie	N	N;INDF;NEUT;SG
laboratorium	laboratoriet	laboratorium	laboratorium	N	N;DEF;NEUT;SG
laboratorium	laboratorium	laboratorium	laboratorium	N	N;INDF;NEUT;SG
laboratorium	laboratorie	laboratorium	laboratorie	N	N;INDF;NEUT;SG
laboratorium	laboratorier	laboratorium	laboratorium	N	N;INDF;NEUT;PL
laboratorium	laboratorierne	laboratorium	laboratorium	N	N;DEF;NEUT;PL
diambil	indtaget	diambil	indtage	V;SG;PASS	V;INDF;SG;PST;V.PTCP
diambil	udtaget	diambil	udtage	V;SG;PASS	V;INDF;SG;PST;V.PTCP
diambil	taget	diambil	tage	V;SG;PASS	V;INDF;SG;PST;V.PTCP
diambil	hentet	diambil	hente	V;SG;PASS	V;INDF;SG;PST;V.PTCP
diambil	hentes	diambil	hente	V;SG;PASS	V;IND;PRS;NFIN;PASS
cabang	gren	cabang	gren	N;SG	N;INDF;MASC+FEM;SG
cabang	filial	cabang	filial	N;SG	N;INDF;MASC+FEM;SG
cabang	grenen	cabang	gren	N;SG	N;DEF;MASC+FEM;SG
hotel	hotellet	hotel	hotel	N;SG	N;DEF;NEUT;SG
hotel	hotel	hotel	hotel	N;SG	N;INDF;NEUT;SG
hotel	hotel	hotel	hotel	N;SG	N;INDF;NEUT;SG
segera	umiddelbart	segera	umiddelbart	ADV	ADV
segera	straks	segera	straks	ADV	ADV
segera	snart	segera	snart	ADV	ADV
novel	novelle	novel	novel	N	N;INDF;MASC+FEM;SG
novel	roman	novel	roman	N	N;INDF;MASC+FEM;SG
novel	novellen	novel	novel	N	N;DEF;MASC+FEM;SG
novel	romaner	novel	roman	N	N;INDF;MASC+FEM;PL
sifat	adjektiv	sifat	adjektiv	N;SG	N;INDF;NEUT;SG
tulisan	skrivning	tulisan	skrivning	N;SG	N;INDF;MASC+FEM;SG
tulisan	brænding	tulisan	brænding	N;SG	N;INDF;MASC+FEM;SG
diadakan	afholdt	diadakan	afholde	V;SG;PASS	V;INDF;SG;PST;V.PTCP
listrik	elektricitet	listrik	elektricitet	N;SG	N;INDF;MASC+FEM;SG
studio	atelier	studio	atelier	N;SG	N;INDF;NEUT;SG
studio	atelier	studio	atelier	N;SG	N;INDF;NEUT;SG
studio	studie	studio	studie	N;SG	N;INDF;NEUT;SG
studio	studiet	studio	studium	N;SG	N;DEF;NEUT;SG
maskapai	luftfartsselskab	maskapai	luftfartsselskab	N	N;INDF;NEUT;SG
maskapai	flyselskab	maskapai	flyselskab	N	N;INDF;NEUT;SG
perdagangan	commerce	perdagangan	commerce	N;SG	N;INDF;MASC+FEM;SG
perdagangan	handel	perdagangan	handel	N;SG	N;INDF;MASC+FEM;SG
perdagangan	handelen	perdagangan	handel	N;SG	N;DEF;MASC+FEM;SG
perdagangan	samhandel	perdagangan	samhandel	N;SG	N;INDF;MASC+FEM;SG
perdagangan	bytte	perdagangan	bytte	N;SG	N;INDF;MASC+FEM;SG
perdagangan	handel	perdagangan	handel	N;SG	N;INDF;MASC+FEM;SG
tradisi	tradition	tradisi	tradition	N;SG	N;INDF;MASC+FEM;SG
tradisi	traditionen	tradisi	tradition	N;SG	N;DEF;MASC+FEM;SG
diproduksi	fremstillet	diproduksi	fremstille	V;SG;PASS	V;INDF;SG;PST;V.PTCP
diproduksi	produceret	diproduksi	producere	V;SG;PASS	V;INDF;SG;PST;V.PTCP
diproduksi	fremstillet	diproduksi	fremstille	V;SG;PASS	V;INDF;SG;PST;V.PTCP
diproduksi	produceret	diproduksi	producere	V;SG;PASS	V;INDF;SG;PST;V.PTCP
serangga	insekt	serangga	insekt	N;SG	N;INDF;NEUT;SG
serangga	kryb	serangga	kryb	N;SG	N;INDF;NEUT;SG
pos	pos	pos	pos	N;SG;ACT	N;INDF;NEUT;SG
meminta	anmodet	menpinta	anmod	V;SG;ACT	V;INDF;SG;PST;V.PTCP
meminta	krævet	menpinta	kræve	V;SG;ACT	V;INDF;SG;PST;V.PTCP
meminta	anmoder	menpinta	anmode	V;SG;ACT	V;IND;PRS;FIN;ACT
energi	energi	energi	energi	N;SG	N;INDF;MASC+FEM;SG
meningkatkan	øge	mentingkatkan	øge	V;SG;ACT	V;NFIN;ACT
meningkatkan	forbedret	mentingkatkan	forbedre	V;SG;ACT	V;INDF;SG;PST;V.PTCP
meningkatkan	voksende	mentingkatkan	vokse	V;SG;ACT	V;PRS;V.PTCP
meningkatkan	stigende	mentingkatkan	stige	V;SG;ACT	V;PRS;V.PTCP
meningkatkan	forbedre	mentingkatkan	forbedre	V;SG;ACT	V;NFIN;ACT
darah	blod	darah	blod	N;SG	N;INDF;NEUT;SG
dibentuk	stiftet	dibentuk	stift	V;SG;PASS	V;INDF;SG;PST;V.PTCP
dibentuk	dannet	dibentuk	danne	V;SG;PASS	V;INDF;SG;PST;V.PTCP
siswa	elev	siswa	elev	N;SG	N;INDF;MASC+FEM;SG
siswa	student	siswa	student	N;SG	N;INDF;MASC+FEM;SG
jelas	klar	jelas	klar	ADJ;SG	ADJ;INDF;MASC+FEM;SG
keuangan	finansiel	keuangan	finansiel	N;SG	N;INDF;MASC+FEM;SG
keuangan	finansiering	keuangan	finansiering	N;SG	N;INDF;MASC+FEM;SG
memang	faktisk	memang	faktisk	ADV	ADV
asing	fremmed	asing	fremmed	ADJ;SG	ADJ;INDF;MASC+FEM;SG
asing	udenlandsk	asing	udenlandsk	ADJ;SG	ADJ;INDF;SG
asing	fremmed	asing	fremmed	ADJ;SG	ADJ;INDF;MASC+FEM;SG
kemungkinan	sandsynligheden	kemungkinan	sandsynlighed	N;SG	N;DEF;MASC+FEM;SG
kemungkinan	sandsynlighed	kemungkinan	sandsynlighed	N;SG	N;INDF;MASC+FEM;SG
kemungkinan	mulighed	kemungkinan	mulighed	N;SG	N;INDF;MASC+FEM;SG
imam	imam	imam	imam	N;SG	N;INDF;MASC+FEM;SG
imam	præst	imam	præst	N;SG	N;INDF;MASC+FEM;SG
berbentuk	formet	berbentuk	formet	V;SG;ACT	V;INDF;SG;PST;V.PTCP
tunggal	enkelt	tunggal	enkelt	ADJ;SG	ADJ;INDF;SG
tunggal	enlig	tunggal	enlig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
berakhir	slutter	berakhir	slutte	V;SG;ACT	V;IND;PRS;FIN;ACT
berakhir	ender	berakhir	ende	V;SG;ACT	V;IND;PRS;FIN;ACT
berakhir	slutter	berakhir	slutte	V;SG;ACT	V;IND;PRS;FIN;ACT
berakhir	endt	berakhir	ende	V;SG;ACT	V;INDF;SG;PST;V.PTCP
berakhir	afsluttet	berakhir	afslutte	V;SG;ACT	V;INDF;SG;PST;V.PTCP
berakhir	sluttede	berakhir	slutte	V;SG;ACT	V;IND;PST;FIN;ACT
berakhir	afsluttede	berakhir	afslutte	V;SG;ACT	V;IND;PST;FIN;ACT
pimpinan	lederskab	pimpinan	lederskab	N;SG	N;INDF;NEUT;SG
pimpinan	ledelse	pimpinan	ledelse	N;SG	N;INDF;MASC+FEM;SG
kebudayaan	kulturen	kebudayaan	kultur	N;SG	N;DEF;MASC+FEM;SG
kebudayaan	kultur	kebudayaan	kultur	N;SG	N;INDF;MASC+FEM;SG
kemerdekaan	frihed	kemerdekaan	frihed	N;SG	N;INDF;MASC+FEM;SG
kemerdekaan	friheden	kemerdekaan	frihed	N;SG	N;DEF;MASC+FEM;SG
kemerdekaan	uafhængighed	kemerdekaan	uafhængighed	N;SG	N;INDF;MASC+FEM;SG
kemerdekaan	selvstændighed	kemerdekaan	selvstændighed	N;SG	N;INDF;MASC+FEM;SG
kemerdekaan	uafhængigheden	kemerdekaan	uafhængighed	N;SG	N;DEF;MASC+FEM;SG
berusaha	forsøger	berusaha	forsøge	V;SG;ACT	V;IND;PRS;FIN;ACT
berusaha	prøver	berusaha	prøve	V;SG;ACT	V;IND;PRS;FIN;ACT
publik	offentlighed	publik	offentlighed	N	N;INDF;MASC+FEM;SG
publik	offentligheden	publik	offentlighed	N	N;DEF;MASC+FEM;SG
sutradara	direktør	sutradara	direktør	N;SG	N;INDF;MASC+FEM;SG
sutradara	instruktør	sutradara	instruktør	N;SG	N;INDF;MASC+FEM;SG
sutradara	direktøren	sutradara	direktør	N;SG	N;DEF;MASC+FEM;SG
sutradara	bestyrelsesmedlem	sutradara	bestyrelsesmedlem	N;SG	N;INDF;NEUT;SG
angka	antal	angka	antal	N;SG	N;INDF;NEUT;SG
angka	nummer	angka	nummer	N;SG	N;INDF;NEUT;SG
apabila	når	apabila	når	CONJ	CONJ
jurusan	superligaen	jurusan	superliga	N;SG	N;DEF;MASC+FEM;SG
jurusan	koncentration	jurusan	koncentration	N;SG	N;INDF;MASC+FEM;SG
jurusan	majoren	jurusan	major	N;SG	N;DEF;MASC+FEM;SG
menggantikan	erstatter	mengantikan	erstatte	V;SG;ACT	V;IND;PRS;FIN;ACT
menggantikan	fortrænge	mengantikan	fortrænge	V;SG;ACT	V;NFIN;ACT
menggantikan	erstat	mengantikan	erstat	V;SG;ACT	V;IMP
menggantikan	erstatte	mengantikan	erstatte	V;SG;ACT	V;NFIN;ACT
lembab	fugtig	lembab	fugtig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
lembab	fugtigt	lembab	fugtig	ADJ;SG	ADJ;INDF;NEUT;SG
lembab	fugtig	lembab	fugtig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
lembab	fugtigt	lembab	fugtig	ADJ;SG	ADJ;INDF;NEUT;SG
lembab	fugtigt	lembab	fugtig	ADJ;SG	ADJ;INDF;NEUT;SG
latar	baggrund	latar	baggrund	N;SG	N;INDF;MASC+FEM;SG
latar	baggrunden	latar	baggrund	N;SG	N;DEF;MASC+FEM;SG
terbang	flue	terbang	flue	N;SG;ACT	N;INDF;MASC+FEM;SG
terbang	flyvning	terbang	flyvning	N;SG;ACT	N;INDF;MASC+FEM;SG
konsep	begreb	konsep	begreb	N;SG	N;INDF;NEUT;SG
konsep	koncept	konsep	koncept	N;SG	N;INDF;NEUT;SG
konsep	udkast	konsep	udkast	N;SG	N;INDF;NEUT;SG
konsep	kladde	konsep	kladde	N;SG	N;INDF;MASC+FEM;SG
konsep	udkast	konsep	udkast	N;SG	N;INDF;NEUT;SG
konsep	kladde	konsep	kladde	N;SG	N;INDF;MASC+FEM;SG
mengembangkan	udvikler	menkembangkan	udvikel	V;SG;ACT	V;IND;PRS;FIN;ACT
mengembangkan	udvikle	menkembangkan	udvikle	V;SG;ACT	V;NFIN;ACT
mengembangkan	fremkaldt	menkembangkan	fremkalde	V;SG;ACT	V;INDF;SG;PST;V.PTCP
mengembangkan	udviklet	menkembangkan	udvikle	V;SG;ACT	V;INDF;SG;PST;V.PTCP
pengurus	administrator	penurus	administrator	N;SG	N;INDF;MASC+FEM;SG
pengurus	fuldmægtig	penurus	fuldmægtig	N;SG	N;INDF;MASC+FEM;SG
merasa	mærke	menrasa	mærke	V;SG;ACT	V;NFIN;ACT
merasa	mærk	menrasa	mærk	V;SG;ACT	V;IMP
merasa	føler	menrasa	føle	V;SG;ACT	V;IND;PRS;FIN;ACT
merasa	føler	menrasa	føle	V;SG;ACT	V;IND;PRS;FIN;ACT
merasa	føler	menrasa	føle	V;SG;ACT	V;IND;PRS;FIN;ACT
merasa	mærkede	menrasa	mærke	V;SG;ACT	V;IND;PST;FIN;ACT
merasa	følt	menrasa	føle	V;SG;ACT	V;INDF;SG;PST;V.PTCP
merasa	følte	menrasa	føle	V;SG;ACT	V;IND;PST;FIN;ACT
disutradarai	instrueret	disutradarai	instruere	V;SG;PASS	V;INDF;SG;PST;V.PTCP
danau	lakeside	danau	lakeside	N;SG	N;INDF;NEUT;SG
danau	søen	danau	søe	N;SG	N;DEF;MASC+FEM;SG
danau	sø	danau	sø	N;SG	N;INDF;MASC+FEM;SG
danau	lake	danau	lake	N;SG	N;INDF;MASC+FEM;SG
area	areal	area	areal	N;SG	N;INDF;NEUT;SG
area	område	area	område	N;SG	N;INDF;NEUT;SG
tahu	ved	tahu	vide	V;SG	V;IND;PRS;FIN;ACT
tahu	vide	tahu	vide	V;SG	V;NFIN;ACT
tahu	kender	tahu	kende	V;SG	V;IND;PRS;FIN;ACT
tahu	kend	tahu	kend	V;SG	V;IMP
bupati	regent	bupati	regent	N	N;INDF;MASC+FEM;SG
bupati	regenterne	bupati	regent	N	N;DEF;MASC+FEM;PL
ukuran	størrelse	ukuran	størrelse	N;SG	N;INDF;MASC+FEM;SG
ukuran	størrelsen	ukuran	størrelse	N;SG	N;DEF;MASC+FEM;SG
pilihan	valg	pilihan	valg	N;SG	N;INDF;NEUT;SG
pilihan	tilvalg	pilihan	tilvalg	N;SG	N;INDF;NEUT;SG
pilihan	valg	pilihan	valg	N;SG	N;INDF;NEUT;SG
mirip	tilsvarende	mirip	tilsvarende	ADJ;SG	ADJ
mirip	tilsvarende	mirip	tilsvarende	ADJ;SG	ADJ
dikembangkan	fremkaldt	dikembangkan	fremkalde	V;SG;PASS	V;INDF;SG;PST;V.PTCP
dikembangkan	udviklet	dikembangkan	udvikle	V;SG;PASS	V;INDF;SG;PST;V.PTCP
kulit	bark	kulit	bark	N;SG	N;INDF;NEUT;SG
kulit	skind	kulit	skind	N;SG	N;INDF;NEUT;SG
kulit	hud	kulit	hud	N;SG	N;INDF;MASC+FEM;SG
kulit	skind	kulit	skind	N;SG	N;INDF;NEUT;SG
kulit	huden	kulit	huden	N;SG	N;DEF;MASC+FEM;SG
kendaraan	køretøj	kendaraan	køretøj	N;SG	N;INDF;NEUT;SG
kendaraan	køretøjet	kendaraan	køretøj	N;SG	N;DEF;NEUT;SG
kendaraan	køretøj	kendaraan	køretøj	N;SG	N;INDF;NEUT;SG
direktur	direktør	direktur	direktør	N;SG	N;INDF;MASC+FEM;SG
direktur	instruktør	direktur	instruktør	N;SG	N;INDF;MASC+FEM;SG
direktur	direktøren	direktur	direktør	N;SG	N;DEF;MASC+FEM;SG
direktur	bestyrelsesmedlem	direktur	bestyrelsesmedlem	N;SG	N;INDF;NEUT;SG
pesan	meddelelse	pesan	meddelelse	N;SG	N;INDF;MASC+FEM;SG
pesan	budskab	pesan	budskab	N;SG	N;INDF;NEUT;SG
pesan	besked	pesan	besked	N;SG	N;INDF;MASC+FEM;SG
pertengahan	midten	pertengahan	midte	N;SG	N;DEF;MASC+FEM;SG
diangkat	ophævet	diangkat	ophæve	V;SG;PASS	V;INDF;SG;PST;V.PTCP
tenaga	energi	tenaga	energi	N;SG	N;INDF;MASC+FEM;SG
tenaga	effekt	tenaga	effekt	N;SG	N;INDF;MASC+FEM;SG
tenaga	kraft	tenaga	kraft	N;SG	N;INDF;MASC+FEM;SG
tenaga	strøm	tenaga	strøm	N;SG	N;INDF;MASC+FEM;SG
tenaga	power	tenaga	powe	N;SG	N;INDF;MASC+FEM;SG
tenaga	magt	tenaga	magt	N;SG	N;INDF;MASC+FEM;SG
pertahanan	forsvar	pertahanan	forsvar	N;SG	N;INDF;NEUT;SG
pertahanan	forsvaret	pertahanan	forsvar	N;SG	N;DEF;NEUT;SG
pertahanan	forsvar	pertahanan	forsvar	N;SG	N;INDF;NEUT;SG
pertahanan	forsvaret	pertahanan	forsvar	N;SG	N;DEF;NEUT;SG
mengalahkan	slået	menkalahkan	slå	V;SG;ACT	V;INDF;SG;PST;V.PTCP
mengalahkan	slå	menkalahkan	slå	V;SG;ACT	V;NFIN;ACT
mengalahkan	besejre	menkalahkan	besejre	V;SG;ACT	V;NFIN;ACT
mengalahkan	slår	menkalahkan	slå	V;SG;ACT	V;IND;PRS;FIN;ACT
mengalahkan	besejret	menkalahkan	besejre	V;SG;ACT	V;INDF;SG;PST;V.PTCP
mengalahkan	slået	menkalahkan	slå	V;SG;ACT	V;INDF;SG;PST;V.PTCP
mengalahkan	besejrede	menkalahkan	besejre	V;SG;ACT	V;IND;PST;FIN;ACT
mengalahkan	besejre	menkalahkan	besejre	V;SG;ACT	V;NFIN;ACT
mengalahkan	banke	menkalahkan	banke	V;SG;ACT	V;NFIN;ACT
mengalahkan	slår	menkalahkan	slå	V;SG;ACT	V;IND;PRS;FIN;ACT
menampilkan	viser	mentampilkan	vise	V;SG;ACT	V;IND;PRS;FIN;ACT
menampilkan	udstiller	mentampilkan	udstille	V;SG;ACT	V;IND;PRS;FIN;ACT
menampilkan	viser	mentampilkan	vise	V;SG;ACT	V;IND;PRS;FIN;ACT
menampilkan	viser	mentampilkan	vise	V;SG;ACT	V;IND;PRS;FIN;ACT
pekerjaan	jobbet	pekerjaan	job	N;SG	N;DEF;NEUT;SG
pekerjaan	job	pekerjaan	job	N;SG	N;INDF;NEUT;SG
pekerjaan	arbejde	pekerjaan	arbejde	N;SG	N;INDF;NEUT;SG
pekerjaan	arbejdet	pekerjaan	arbejde	N;SG	N;DEF;NEUT;SG
pekerjaan	job	pekerjaan	job	N;SG	N;INDF;NEUT;SG
kementerian	ministeriet	kementerian	ministerium	N;SG	N;DEF;NEUT;SG
kementerian	ministerium	kementerian	ministerium	N;SG	N;INDF;NEUT;SG
rencana	plan	rencana	plan	N;SG	N;INDF;MASC+FEM;SG
era	æra	era	æra	N	N;INDF;MASC+FEM;SG
era	epoke	era	epoke	N	N;INDF;MASC+FEM;SG
menyerap	absorbere	menserap	absorber	V;SG;ACT	V;NFIN;ACT
menyerap	absorberer	menserap	absorbere	V;SG;ACT	V;IND;PRS;FIN;ACT
menyerap	absorbere	menserap	absorber	V;SG;ACT	V;NFIN;ACT
menyerap	opsuge	menserap	opsuge	V;SG;ACT	V;NFIN;ACT
menyerap	absorberet	menserap	absorberet	V;SG;ACT	V;INDF;SG;PST;V.PTCP
menyerap	optaget	menserap	optage	V;SG;ACT	V;INDF;SG;PST;V.PTCP
menyerap	absorberer	menserap	absorbere	V;SG;ACT	V;IND;PRS;FIN;ACT
tipe	type	tipe	type	N;SG	N;INDF;MASC+FEM;SG
menyerang	overfaldet	menserang	overfalde	V;SG;ACT	V;INDF;SG;PST;V.PTCP
menyerang	stødende	menserang	støde	V;SG;ACT	V;PRS;V.PTCP
menyerang	krænkende	menserang	krænkende	V;SG;ACT	V;PRS;V.PTCP
menyerang	angrib	menserang	angrib	V;SG;ACT	V;IMP
menyerang	angribe	menserang	angribe	V;SG;ACT	V;NFIN;ACT
global	global	global	global	ADJ	ADJ;INDF;MASC+FEM;SG
global	globale	global	global	ADJ	ADJ;PL
terlalu	også	terlalu	også	ADV	ADV
aliran	bæk	aliran	bæk	N;SG	N;INDF;MASC+FEM;SG
aliran	strøm	aliran	strøm	N;SG	N;INDF;MASC+FEM;SG
aliran	strømning	aliran	strømning	N;SG	N;INDF;MASC+FEM;SG
aliran	flow	aliran	flow	N;SG	N;INDF;NEUT;SG
aliran	strøm	aliran	strøm	N;SG	N;INDF;MASC+FEM;SG
aliran	vandløb	aliran	vandløb	N;SG	N;INDF;NEUT;SG
berjalan	går	berjalan	gå	V;SG;ACT	V;IND;PRS;FIN;ACT
berjalan	gående	berjalan	gå	V;SG;ACT	V;PRS;V.PTCP
berjalan	går	berjalan	gå	V;SG;ACT	V;IND;PRS;FIN;ACT
berjalan	løber	berjalan	løbe	V;SG;ACT	V;IND;PRS;FIN;ACT
berjalan	løbe	berjalan	løbe	V;SG;ACT	V;NFIN;ACT
berjalan	kører	berjalan	køre	V;SG;ACT	V;IND;PRS;FIN;ACT
berjalan	gå	berjalan	gå	V;SG;ACT	V;NFIN;ACT
teks	tekst	teks	tekst	N;SG	N;INDF;MASC+FEM;SG
teks	sms	teks	sms	N;SG	N;INDF;MASC+FEM;SG
teks	teksten	teks	tekst	N;SG	N;DEF;MASC+FEM;SG
tujuh	syv	tujuh	syv	NUM	NUM
penumpang	passager	pentumpang	passager	N;SG	N;INDF;MASC+FEM;SG
penumpang	passageren	pentumpang	passager	N;SG	N;DEF;MASC+FEM;SG
minyak	olien	minyak	olie	N;SG	N;DEF;MASC+FEM;SG
minyak	olie	minyak	olie	N;SG	N;INDF;MASC+FEM;SG
upacara	ceremoni	upacara	ceremoni	N;SG	N;INDF;MASC+FEM;SG
upacara	højtidelighed	upacara	højtidelighed	N;SG	N;INDF;MASC+FEM;SG
upacara	ceremonien	upacara	ceremonie	N;SG	N;DEF;MASC+FEM;SG
manajemen	management	manajemen	management	N;SG	N;INDF;NEUT;SG
manajemen	forvaltning	manajemen	forvaltning	N;SG	N;INDF;MASC+FEM;SG
manajemen	ledelsen	manajemen	ledelse	N;SG	N;DEF;MASC+FEM;SG
