ve	och	ve	och	CONJ	CONJ
sonuçlar	följder	sonuç	följd	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
sonuçlar	konsekvenser	sonuç	konsekvens	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
sonuçlar	slutsatser	sonuç	slutsats	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
sonuçlar	slutsatserna	sonuç	slutsats	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
onları	dem	o	de	PRO;ACC;PL;3	PRO;ACC;DEF;PL
soğuk	kallare	soğuk	kallare	ADJ	ADJ;NOM;CMPR
soğuk	kyligt	soğuk	kylig	ADJ	ADJ;NOM;INDF;NEUT;SG
soğuk	kylig	soğuk	kylig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
soğuk	kallt	soğuk	kallt	ADJ	ADJ;NOM;INDF;NEUT;SG
soğuk	kall	soğuk	kall	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
kültürel	kulturella	kültürel	kulturell	ADJ	ADJ;NOM;PL
kültürel	kulturellt	kültürel	kulturell	ADJ	ADJ;NOM;INDF;NEUT;SG
kültürel	kulturell	kültürel	kulturell	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
kurdu	varg	kurt	varg	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kurdu	vargen	kurt	varg	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
birisi	någon	biri	någon	PRO;NOM;SG;3	PRO;INDF;MASC+FEM;SG
birisi	nån	biri	nån	PRO;NOM;SG;3	PRO;INDF;MASC+FEM;SG
birisi	någon	biri	någon	PRO;NOM;SG;3	PRO;INDF;MASC+FEM;SG
birisi	nån	biri	nån	PRO;NOM;SG;3	PRO;INDF;MASC+FEM;SG
projesi	projekt	proje	projekt	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
projesi	project	proje	project	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
projesi	projektet	proje	projekt	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
nedeni	motivet	neden	motiv	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
nedeni	motiv	neden	motiv	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
nedeni	anledning	neden	anledning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
nedeni	förnuft	neden	förnuft	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
nedeni	skäl	neden	skäl	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
nedeni	orsak	neden	orsak	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
nedeni	orsak	neden	orsak	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kararı	beslutet	karar	beslut	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
kararı	beslut	karar	beslut	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
kişiler	personer	kişi	person	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kişiler	människor	kişi	människa	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kişiler	personer	kişi	person	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kişiler	folk	kişi	folk	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
kişiler	kontakter	kişi	kontakt	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kişiler	kontakterna	kişi	kontakt	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
uydu	satellit	uy	satellit	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
uydu	satelliten	uy	satelliten	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
uydu	lör	uy	löra	N;NOM;SG;3	N
basit	enkla	basit	enkel	ADJ	ADJ;NOM;PL
basit	enkelt	basit	enkel	ADJ	ADJ;NOM;INDF;NEUT;SG
basit	enkel	basit	enkel	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
kaynaklar	källor	kaynak	källa	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kaynaklar	resurser	kaynak	resurs	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
cumhurbaşkanı	president	cumhurbaşkanı	president	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
cumhurbaşkanı	ordförande	cumhurbaşkanı	ordförande	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
cumhurbaşkanı	ordföranden	cumhurbaşkanı	ordförande	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
cumhurbaşkanı	talmannen	cumhurbaşkanı	talman	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
tanımlamak	definiera	tanımla	definiera	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
tanımlamak	definierar	tanımla	definiera	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
alındı	togs	al	ta	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
gitti	åkt	git	åkt	V;PFV;IND;SG;3;POS;PST	V;V.CVB;ACT
gitti	gått	git	gå	V;PFV;IND;SG;3;POS;PST	V;V.CVB;ACT
boyu	höjden	boy	höjd	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
boyu	längd	boy	längd	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
boyu	längden	boy	längd	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
boyu	längd	boy	längd	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
boyu	storlek	boy	storlek	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
boyu	storleken	boy	storlek	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
belki	kanske	belki	kanske	ADV	ADV
belki	kanske	belki	kanske	ADV	ADV
defans	försvaret	defans	försvar	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
defans	försvar	defans	försvar	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
defans	försvaret	defans	försvar	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
defans	försvar	defans	försvar	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
yardımcısı	biträdande	yardımcı	biträdande	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
yardımcısı	assistent	yardımcı	assistent	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yardımcısı	ställföreträdare	yardımcı	ställföreträdare	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yardımcısı	biträdande	yardımcı	biträdande	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
yardımcısı	ställföreträdande	yardımcı	ställföreträdande	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
yardımcısı	vice	yardımcı	vice	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yardımcısı	vice	yardımcı	vice	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
çözünürlük	resolution	çözünürlük	resolution	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
çözünürlük	upplösning	çözünürlük	upplösning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ad	namn	ad	namn	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
ad	name	ad	name	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
birden	plötsligt	birden	plötslig	ADV	ADV
american	american	american	america	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
american	amerikan	american	amerika	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
direktör	regissör	direk	regissöra	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
direktör	direktören	direk	direktör	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
direktör	direktör	direk	direktör	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
anne	mumie	anne	mumie	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
anne	mumien	anne	mumien	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
anne	mamma	anne	mamma	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
anne	morsan	anne	morsan	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
anne	mamma	anne	mamma	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
anne	mom	anne	mom	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
anne	mor	anne	mor	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
anne	moder	anne	moder	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
anne	mamma	anne	mamma	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
anne	mother	anne	mother	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
anne	morsan	anne	morsan	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
anne	mamma	anne	mamma	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ansiklopedik	encyklopedisk	ansiklopedik	encyklopedisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
akademisi	akademin	akadem	akademin	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
akademisi	academy	akadem	academy	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
akademisi	akademi	akadem	akademi	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ince	smalare	ince	smal	ADJ	ADJ;NOM;CMPR
ince	tunnare	ince	tunn	ADJ	ADJ;NOM;CMPR
ince	diskret	ince	diskret	ADJ	ADJ;NOM;INDF;NEUT;SG
ince	smal	ince	smal	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ince	tunna	ince	tun	ADJ	ADJ;NOM;PL
ince	tunn	ince	tunn	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ince	tunt	ince	tunt	ADJ	ADJ;NOM;INDF;NEUT;SG
ince	smal	ince	smal	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ince	slank	ince	slank	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ciddi	seriös	ciddi	seriös	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ciddi	seriöst	ciddi	seriös	ADJ	ADJ;NOM;INDF;NEUT;SG
ciddi	allvarliga	ciddi	allvarlig	ADJ	ADJ;NOM;PL
ciddi	allvarlig	ciddi	allvarlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ciddi	allvarligt	ciddi	allvarlig	ADJ	ADJ;NOM;INDF;NEUT;SG
ceza	påföljd	ceza	påföljd	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ceza	straff	ceza	straff	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
ceza	bestraffning	ceza	bestraffning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ceza	straff	ceza	straff	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
ceza	förvar	ceza	förvar	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
ceza	domen	ceza	dom	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
ceza	meningen	ceza	mening	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
ceza	mening	ceza	mening	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
özelliği	funktionen	özellik	funktion	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
terk	ledighet	terk	ledighet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
terk	nedläggning	terk	nedläggning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
sekiz	åtta	sekiz	åtta	NUM	NUM;NOM
yemek	lunch	yemek	lunch	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yemek	livsmedel	yemek	livsmedel	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
yemek	mat	yemek	mat	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yemek	föda	yemek	föda	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yemek	middag	yemek	middag	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yemek	maträtt	yemek	maträtt	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yemek	mjöl	yemek	mjöl	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
yemek	måltid	yemek	måltid	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
dans	dance	dans	danc	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
dans	dans	dans	dans	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
dans	dancing	dans	dancing	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
dans	dans	dans	dans	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
international	internationalen	international	international	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
international	international	international	international	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ulaşım	transport	ulaşım	transport	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ulaşım	transport	ulaşım	transport	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
önem	betydelse	önem	betydelse	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yavaş	långsam	yavaş	långsam	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
yavaş	långsamma	yavaş	långsam	ADJ	ADJ;NOM;PL
yavaş	lätta	yavaş	lätt	ADJ	ADJ;NOM;PL
yavaş	enkelt	yavaş	enkel	ADJ	ADJ;NOM;INDF;NEUT;SG
yavaş	lätt	yavaş	lätt	ADJ	ADJ;NOM;INDF;NEUT;SG
ülkeler	nationer	ülke	nation	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
ülkeler	nationerna	ülke	nation	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
ülkeler	länderna	ülke	land	N;NOM;PL;3	N;NOM;DEF;NEUT;PL
ülkeler	länder	ülke	land	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
düzenleme	redigerar	düzenle	redigera	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
düzenleme	organiserar	düzenle	organisera	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
ziyaret	besök	ziyaret	besök	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
ziyaret	studiebesök	ziyaret	studiebesök	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
ziyaret	besök	ziyaret	besök	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
antlaşması	fördrag	antlaşma	fördrag	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
antlaşması	fördraget	antlaşma	fördrag	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
olimpiyat	olympiaden	olimpiyat	olympiad	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
olimpiyat	olympic	olimpiyat	olympic	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
sen	ni	sen	ni	PRO;NOM;SG;2	PRO;NOM;DEF;MASC+FEM;SG
sen	du	sen	du	PRO;NOM;SG;2	PRO;NOM;DEF;MASC+FEM;SG
önceden	tidigare	önceden	tidig	ADV	ADV;CMPR
önceden	framåt	önceden	framåt	ADV	ADV
önceden	förut	önceden	förut	ADV	ADV
hafif	ljust	hafif	ljust	ADJ	ADJ;NOM;INDF;NEUT;SG
hafif	milda	hafif	milda	ADJ	ADJ;NOM;PL
hafif	lindriga	hafif	lindrig	ADJ	ADJ;NOM;PL
hafif	lindrig	hafif	lindrig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
hafif	lätta	hafif	lätt	ADJ	ADJ;NOM;PL
vermek	ger	ver	ge	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
lideri	ledaren	lider	ledare	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
toplumsal	kommunal	toplumsal	kommunal	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
toplumsal	socialt	toplumsal	social	ADJ	ADJ;NOM;INDF;NEUT;SG
toplumsal	sociala	toplumsal	social	ADJ	ADJ;NOM;PL
toplumsal	social	toplumsal	social	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
şehirler	städer	şehir	stad	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
şehirler	städer	şehir	stad	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
şehirler	orter	şehir	ort	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
şehirler	städerna	şehir	stad	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
kalesi	castle	kale	castle	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
kalesi	borgen	kale	borgen	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
kalesi	slottet	kale	slott	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
kalesi	slott	kale	slott	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
uçak	flygplan	uçak	flygplan	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
uçak	luftfartyg	uçak	luftfartyg	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
uçak	planet	uçak	plan	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
uçak	plan	uçak	plan	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
uçak	flygplan	uçak	flygplan	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
uçak	flygplanet	uçak	flygplan	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
uçak	flygplan	uçak	flygplan	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
uçak	flygplans	uçak	flygplans	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
gerçekten	sannerligen	gerçekten	sannerligen	ADV	ADV
gerçekten	verkligen	gerçekten	verkligen	ADV	ADV
gerçekten	verkligen	gerçekten	verkligen	ADV	ADV
gerçekten	verkligen	gerçekten	verkligen	ADV	ADV
savaşları	krigen	savaş	krig	N;NOM;PL;3	N;NOM;DEF;NEUT;PL
kurucusu	grundaren	kurucu	grundare	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
yükseldi	stigit	yüksel	stiga	V;PFV;IND;SG;3;POS;PST	V;V.CVB;ACT
üretilen	tillverkas	üre	tillverka	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN;PASS
sayılı	numrerade	sayılı	numrera	ADJ	ADJ;NOM;PL;PST;V.PTCP
herkes	allihopa	herkes	allihopa	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
herkes	allihopa	herkes	allihopa	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
mühendisliği	engineering	mühendislik	engineering	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
mühendisliği	maskin	mühendislik	maskin	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ilişkiler	relationer	ilişki	relation	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
ilişkiler	förhållanden	ilişki	förhållande	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
ilişkiler	förbindelserna	ilişki	förbindelse	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
ilişkiler	förbindelser	ilişki	förbindelse	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
ilişkiler	relationer	ilişki	relation	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
ilişkiler	relationerna	ilişki	relation	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
görüntü	avbild	görüntü	avbild	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
görüntü	bilden	görüntü	bild	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
görüntü	image	görüntü	image	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
görüntü	bild	görüntü	bild	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
başardı	lyckats	baş	lyckats	V;PFV;IND;SG;3;POS;PST	V;V.CVB;PASS
başardı	lyckades	baş	lyckad	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;PASS
açıkladı	förklarade	açıkla	förklara	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
hep	alltid	hep	alltid	ADV	ADV
konser	konsert	konser	konsert	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
işbirliği	samarbete	işbirliği	samarbete	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
işbirliği	kooperativ	işbirliği	kooperativ	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
işbirliği	samarbete	işbirliği	samarbete	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
istatistikleri	insikter	ista	insikt	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
komedi	komedi	komedi	komedi	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
oyuncular	spelare	oyuncu	spel	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
oyuncular	aktörer	oyuncu	aktör	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
oyuncular	artister	oyuncu	artist	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kullanıcılar	användarna	kullanıcı	användare	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
kullanıcılar	användare	kullanıcı	användare	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
bizim	våra	biz	vi	PRO;GEN;PL;1	PRO;DEF;PL
bizim	våra	biz	vi	PRO;GEN;PL;1	PRO;DEF;PL
olaylar	incidenter	olay	incident	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
olaylar	händelser	olay	händelse	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
cevap	svar	cevap	svar	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
cevap	svar	cevap	svar	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
cevap	svar	cevap	svar	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
cevap	gensvar	cevap	gensvar	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
cevap	respons	cevap	respons	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
cevap	svar	cevap	svar	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
manyetik	magnetiskt	manyetik	magnetisk	ADJ	ADJ;NOM;INDF;NEUT;SG
manyetik	magnetiska	manyetik	magnetisk	ADJ	ADJ;NOM;PL
manyetik	magnetisk	manyetik	magnetisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
dilleri	språken	dil	språk	N;NOM;PL;3	N;NOM;DEF;NEUT;PL
bölgesel	regionala	bölgesel	regional	ADJ	ADJ;NOM;PL
bölgesel	regionalt	bölgesel	regional	ADJ	ADJ;NOM;INDF;NEUT;SG
kayıp	förlorat	kayıp	förlora	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
kayıp	förlorad	kayıp	förlorad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
kayıp	förlorade	kayıp	förlora	ADJ	ADJ;NOM;PL;PST;V.PTCP
kayıp	försvunnen	kayıp	försvinn	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
görüş	gensvar	görüş	gensvar	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
görüş	återkoppling	görüş	återkoppling	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
görüş	feedback	görüş	feedback	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
görüş	respons	görüş	respons	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
görüş	sikt	görüş	sikt	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
görüş	synlighet	görüş	synlighet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
trabzonspor	trabzonspor	trabzonspor	trabzonspor	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
milletler	nationer	millet	nation	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
milletler	nationerna	millet	nation	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
sağladı	tillhandahöll	sağla	tillhandahöll	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
evlilik	äktenskap	evlilik	äktenskap	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
evlilik	äktenskapet	evlilik	äktenskap	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
evlilik	giftermål	evlilik	giftermål	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
evlilik	bröllop	evlilik	bröllop	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
imparatorluk	imperiet	imparatorluk	imperi	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
imparatorluk	imperium	imparatorluk	imperium	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
imparatorluk	rike	imparatorluk	rike	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
imparatorluk	empire	imparatorluk	empire	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
imparatorluk	imperial	imparatorluk	imperial	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
altyazı	underrubrik	altyazı	underrubrik	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
gelişmiş	utvecklades	geliş	utvecklad	V;PFV;NFH;IND;POS;PST;V.PTCP	V;IND;PST;FIN;PASS
gelişmiş	utvecklats	geliş	utveckla	V;PFV;NFH;IND;POS;PST;V.PTCP	V;V.CVB;PASS
gelişmiş	utvecklades	geliş	utvecklad	V;PFV;NFH;IND;POS;PST;V.PTCP	V;IND;PST;FIN;PASS
gelişmiş	utvecklats	geliş	utveckla	V;PFV;NFH;IND;POS;PST;V.PTCP	V;V.CVB;PASS
bunları	dessa	bu	denna	PRO;ACC;PL;3	PRO;DEF;PL
açtı	öppnades	aç	öppna	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;PASS
açtı	öppnade	aç	öppna	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
açtı	öppnat	aç	öppna	V;PFV;IND;SG;3;POS;PST	V;V.CVB;ACT
dijital	digitalt	dijital	digital	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
dijital	digital	dijital	digital	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
onlar	dom	o	de	PRO;NOM;PL;3	PRO;NOM;DEF;PL
onlar	de	o	de	PRO;NOM;PL;3	PRO;NOM;DEF;PL
onlar	dom	o	de	PRO;NOM;PL;3	PRO;NOM;DEF;PL
modeli	modellen	model	modell	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
modeli	förebild	model	förebild	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
modeli	model	model	model	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
modeli	förlaga	model	förlaga	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
modeli	modell	model	modell	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
gösterdi	visade	göster	visa	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
akademik	akademisk	akademik	akademisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
akademik	akademiska	akademik	akademisk	ADJ	ADJ;NOM;PL
akademik	akademiskt	akademik	akademisk	ADJ	ADJ;NOM;INDF;NEUT;SG
official	tjänsteman	official	tjänsteman	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
şarkılar	låtar	şarkı	låta	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
şarkılar	sånger	şarkı	sång	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
üyeler	medlemmarna	üye	medlem	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
üyeler	medlemmar	üye	medlem	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
üyeler	ledamöter	üye	ledamot	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
billboard	skylt	billboard	skylt	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
