жлези	αδένες	жлез	άδενα	N;INDF;FEM;PL	N;NOM;MASC;PL
хумор	χιούμορ	хумор	χιούμορ	N;INDF;MASC;SG	N;NOM;NEUT;SG
интензивно	εντατικά	интензивно	εντατικά	ADV	ADV
интензивно	έντονα	интензивно	έντονα	ADV	ADV
популация	πληθυσμός	популация	πληθυσμός	N;INDF;FEM;SG	N;NOM;MASC;SG
популация	πληθυσμού	популация	πληθυσμός	N;INDF;FEM;SG	N;GEN;MASC;SG
одобрява	εγκρίνει	одобрявам	εγκρίνω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
подобрения	αναβαθμίσεις	подобрение	αναβάθμιση	N;INDF;NEUT;PL	N;NOM;FEM;PL
подобрения	βελτιώσεις	подобрение	βελτίωση	N;INDF;NEUT;PL	N;NOM;FEM;PL
поеми	ποιήματα	поемя	ποίημα	N;INDF;FEM;PL	N;NOM;NEUT;PL
премахва	αφαιρεί	премахвам	αφαιρώ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
култ	λατρεία	култ	λατρεία	N;INDF;MASC;SG	N;NOM;FEM;SG
култ	αίρεση	култ	αίρεση	N;INDF;MASC;SG	N;ACC;FEM;SG
трафик	κίνηση	трафик	κίνηση	N;INDF;MASC;SG	N;ACC;FEM;SG
трафик	κυκλοφορία	трафик	κυκλοφορία	N;INDF;MASC;SG	N;ACC;FEM;SG
трафик	διακίνηση	трафик	διακίνηση	N;INDF;MASC;SG	N;ACC;FEM;SG
трафик	εμπορία	трафик	εμπορία	N;INDF;MASC;SG	N;NOM;FEM;SG
специфична	συγκεκριμένος	специфичен	συγκεκριμένος	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
погребението	κηδεία	погребение	κηδεία	N;DEF;NEUT;SG	N;ACC;FEM;SG
монахиня	μοναχή	монахиня	μοναχή	N;INDF;FEM;SG	N;NOM;FEM;SG
монахиня	καλόγρια	монахиня	καλόγρι	N;INDF;FEM;SG	N;NOM;FEM;SG
спонсор	χορηγός	спонсор	χορηγός	N;INDF;MASC;SG	N;NOM;MASC;SG
спонсор	χορηγό	спонсор	χορηγός	N;INDF;MASC;SG	N;NOM;NEUT;SG
остатъци	υπολείμματα	остатък	υπόλειμμα	N;INDF;MASC;PL	N;NOM;NEUT;PL
остатъци	κατάλοιπα	остатък	κατάλοιπος	N;INDF;MASC;PL	N;NOM;NEUT;PL
остатъци	αποφάγια	остатък	αποφάγιο	N;INDF;MASC;PL	N;NOM;NEUT;PL
остатъци	απομεινάρια	остатък	απομεινάριο	N;INDF;MASC;PL	N;NOM;NEUT;PL
остатъци	υπολείμματα	остатък	υπόλειμμα	N;INDF;MASC;PL	N;NOM;NEUT;PL
остатъци	κατάλοιπα	остатък	κατάλοιπος	N;INDF;MASC;PL	N;NOM;NEUT;PL
робство	δουλεία	робство	δουλείο	N;INDF;NEUT;SG	N;NOM;FEM;SG
робство	σκλαβιά	робство	σκλαβιά	N;INDF;NEUT;SG	N;ACC;FEM;SG
робство	δουλεία	робство	δουλείο	N;INDF;NEUT;SG	N;NOM;FEM;SG
остър	κοφτερό	остър	κοφτερός	N;INDF;MASC;SG	N;NOM;NEUT;SG
остър	σαρπ	остър	σαρπ	N;INDF;MASC;SG	N
династии	δυναστείες	династия	δυναστεία	N;INDF;FEM;PL	N;NOM;FEM;PL
долини	κοιλάδες	долина	κοιλάδα	N;INDF;FEM;PL	N;NOM;FEM;PL
важи	ισχύει	важа	ισχύω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
стаята	δωμάτιο	стая	δωμάτιο	N;DEF;FEM;SG	N;NOM;NEUT;SG
битките	μάχες	битка	μάχη	N;DEF;FEM;PL	N;NOM;FEM;PL
струга	στρούγκα	струг	στρούγκα	N;INDF;MASC;SG	N;NOM;FEM;SG
подобие	ομοιότητα	подобия-(се)	ομοιότητα	N;INDF;NEUT;SG	N;ACC;FEM;SG
патрон	προστάτης	патрон	προστάτης	N;INDF;MASC;SG	N;NOM;MASC;SG
патрон	φυσίγγιο	патрон	φυσίγγιο	N;INDF;MASC;SG	N;NOM;NEUT;SG
увеличение	μεγέθυνση	увеличение	μεγέθυνση	N;INDF;NEUT;SG	N;ACC;FEM;SG
увеличение	εστίαση	увеличение	εστίαση	N;INDF;NEUT;SG	N;ACC;FEM;SG
увеличение	ζουμ	увеличение	ζουμ	N;INDF;NEUT;SG	N;GEN;MASC;SG
увеличение	αύξηση	увеличение	αύξηση	N;INDF;NEUT;SG	N;NOM;FEM;SG
увеличение	μεγέθυνση	увеличение	μεγέθυνση	N;INDF;NEUT;SG	N;ACC;FEM;SG
възпитание	ανατροφή	възпитание	ανατροφή	N;INDF;NEUT;SG	N;ACC;FEM;SG
възпитание	εκπαίδευση	възпитание	εκπαίδευση	N;INDF;NEUT;SG	N;ACC;FEM;SG
възпитание	παιδεία	възпитание	παιδεία	N;INDF;NEUT;SG	N;NOM;FEM;SG
възпитание	ανατροφή	възпитание	ανατροφή	N;INDF;NEUT;SG	N;ACC;FEM;SG
устойчивост	σταθερότητας	устойчивост	σταθερότητα	N;INDF;FEM;SG	N;GEN;FEM;SG
устойчивост	σταθερότητα	устойчивост	σταθερότητα	N;INDF;FEM;SG	N;ACC;FEM;SG
устойчивост	βιωσιμότητα	устойчивост	βιωσιμότητα	N;INDF;FEM;SG	N;ACC;FEM;SG
устойчивост	αειφορία	устойчивост	αειφορία	N;INDF;FEM;SG	N;NOM;FEM;SG
устойчивост	αντοχή	устойчивост	αντοχή	N;INDF;FEM;SG	N;ACC;FEM;SG
устойчивост	αντίστασης	устойчивост	αντίσταση	N;INDF;FEM;SG	N;GEN;FEM;SG
устойчивост	αντίσταση	устойчивост	αντίσταση	N;INDF;FEM;SG	N;ACC;FEM;SG
устойчивост	ανθεκτικότητα	устойчивост	ανθεκτικότητα	N;INDF;FEM;SG	N;ACC;FEM;SG
устойчивост	επιμονή	устойчивост	επιμονή	N;INDF;FEM;SG	N;ACC;FEM;SG
устойчивост	ανθεκτικότητα	устойчивост	ανθεκτικότητα	N;INDF;FEM;SG	N;ACC;FEM;SG
камери	κάμερες	камер	κάμερος	N;INDF;FEM;PL	N;NOM;FEM;PL
експерти	εμπειρογνώμονες	експерт	εμπειρογνώμονας	N;INDF;MASC;PL	N;NOM;MASC;PL
подчинение	υπακοή	подчинение	υπακοή	N;INDF;NEUT;SG	N;ACC;FEM;SG
подчинение	υποταγή	подчинение	υποταγή	N;INDF;NEUT;SG	N;ACC;FEM;SG
подчинение	υποβολή	подчинение	υποβολή	N;INDF;NEUT;SG	N;NOM;FEM;SG
изключен	απενεργοποιήθηκε	изключа	απενεργοποιώ	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
изключен	αποσυνδεθεί	изключа	αποσυνδέτω	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NFIN;PASS
изключен	αποβληθεί	изключа	αποβάλλω	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NFIN;PASS
затруднения	δυσκολίες	затруднение	δυσκολία	N;INDF;NEUT;PL	N;NOM;FEM;PL
затруднения	δυσχέρειες	затруднение	δυσχέρεια	N;INDF;NEUT;PL	N;NOM;FEM;PL
затруднения	δυσκολίες	затруднение	δυσκολία	N;INDF;NEUT;PL	N;NOM;FEM;PL
затруднения	δυσχέρειες	затруднение	δυσχέρεια	N;INDF;NEUT;PL	N;NOM;FEM;PL
приказка	παραμύθι	приказка	παραμύθι	N;INDF;FEM;SG	N;NOM;NEUT;SG
приказка	παραμύθι	приказка	παραμύθι	N;INDF;FEM;SG	N;NOM;NEUT;SG
приказка	ιστορία	приказка	ιστορία	N;INDF;FEM;SG	N;NOM;FEM;SG
приказка	ιστορια	приказка	ιστορια	N;INDF;FEM;SG	N;NOM;FEM;SG
метър	μετρητή	метър	μετρητός	N;INDF;MASC;SG	N;NOM;MASC;SG
метър	μετρητής	метър	μετρητής	N;INDF;MASC;SG	N;NOM;MASC;SG
модификации	τροποποιήσεις	модификация	τροποποίηση	N;INDF;FEM;PL	N;NOM;FEM;PL
свързване	συνδετικό	свързване	συνδετικός	N;INDF;NEUT;SG	N;NOM;NEUT;SG
свързване	σύνδεση	свързване	σύνδεση	N;INDF;NEUT;SG	N;NOM;FEM;SG
свързване	δέσιμο	свързване	δέσιμο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
свързване	δεσμός	свързване	δεσμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
свързване	σύνδεση	свързване	σύνδεση	N;INDF;NEUT;SG	N;NOM;FEM;SG
свързване	σύνδεση	свързване	σύνδεση	N;INDF;NEUT;SG	N;NOM;FEM;SG
удоволствие	απόλαυση	удоволствие	απόλαυση	N;INDF;NEUT;SG	N;ACC;FEM;SG
удоволствие	χαρα	удоволствие	χαρα	N;INDF;NEUT;SG	N;NOM;FEM;SG
удоволствие	χαρά	удоволствие	χαρά	N;INDF;NEUT;SG	N;NOM;FEM;SG
удоволствие	ευχαρίστηση	удоволствие	ευχαρίστηση	N;INDF;NEUT;SG	N;ACC;FEM;SG
неизвестна	άγνωστη	неизвестен	άγνωστος	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
неизвестна	άγνωστος	неизвестен	άγνωστος	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
неизвестна	άγνωστο	неизвестен	άγνωστος	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
сок	χυμό	сок	χυμός	N;INDF;MASC;SG	N;NOM;NEUT;SG
сок	χυμός	сок	χυμός	N;INDF;MASC;SG	N;NOM;MASC;SG
сок	κάλτσα	сок	κάλτσα	N;INDF;MASC;SG	N;NOM;FEM;SG
пейзаж	τοπίο	пейзаж	τοπίο	N;INDF;MASC;SG	N;NOM;NEUT;SG
пейзаж	τοπίο	пейзаж	τοπίο	N;INDF;MASC;SG	N;NOM;NEUT;SG
влияе	επηρεάζει	влия-(се)	επηρεάζω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ивици	λωρίδες	ивик	λωρίδα	N;INDF;FEM;PL	N;NOM;FEM;PL
ивици	γαλόνια	ивик	γαλόνια	N;INDF;FEM;PL	N;NOM;NEUT;PL
ивици	ρίγες	ивик	ρίγος	N;INDF;FEM;PL	N;NOM;FEM;PL
затваря	κλείνει	затварям-(се)	κλείνω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
гаврил	γκαβρίλ	гаврил	γκαβρίλ	N;INDF;MASC;SG	N
клетва	όρκο	клетва	όρκο	N;INDF;FEM;SG	N;ACC;MASC;SG
клетва	όρκος	клетва	όρκος	N;INDF;FEM;SG	N;NOM;MASC;SG
клетва	όρκο	клетва	όρκο	N;INDF;FEM;SG	N;ACC;MASC;SG
клетва	όρκος	клетва	όρκος	N;INDF;FEM;SG	N;NOM;MASC;SG
покровител	προστάτης	покровител	προστάτης	N;INDF;MASC;SG	N;NOM;MASC;SG
разделено	διαιρεμένη	разделя-(се)	διαιρέμω	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
разделено	διχασμένη	разделя-(се)	διχάζω	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
съветници	συμβούλους	съветник	σύμβουλος	N;INDF;MASC;PL	N;ACC;MASC;PL
съветници	σύμβουλοι	съветник	σύμβουλος	N;INDF;MASC;PL	N;NOM;MASC;PL
съветници	σύμβουλοι	съветник	σύμβουλος	N;INDF;MASC;PL	N;NOM;MASC;PL
съветници	σύμβουλοι	съветник	σύμβουλος	N;INDF;MASC;PL	N;NOM;MASC;PL
показател	δείκτης	показател	δείκτης	N;INDF;MASC;SG	N;NOM;MASC;SG
показател	δείκτη	показател	δείκτης	N;INDF;MASC;SG	N;ACC;MASC;SG
показател	δείκτης	показател	δείκτης	N;INDF;MASC;SG	N;NOM;MASC;SG
пробив	ρήγμα	пробив	ρήγμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
пробив	παραβίαση	пробив	παραβίαση	N;INDF;MASC;SG	N;ACC;FEM;SG
комунизма	κομμουνισμός	комунизъм	κομμουνισμός	N;DEF;MASC;SG	N;NOM;MASC;SG
комунизма	κομμουνισμό	комунизъм	κομμουνισμός	N;DEF;MASC;SG	N;ACC;MASC;SG
комунизма	κομμουνισμού	комунизъм	κομμουνισμός	N;DEF;MASC;SG	N;GEN;MASC;SG
осъжда	καταδικάζει	осъждам	καταδικάζω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
църквите	εκκλησίες	църква	εκκλησία	N;DEF;FEM;PL	N;NOM;FEM;PL
домашен	οικιακή	домашен	οικιακός	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
домашен	σπιτική	домашен	σπιτικός	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
кооперация	συνεταιρισμός	кооперация	συνεταιρισμός	N;INDF;FEM;SG	N;NOM;MASC;SG
кооперация	συνεταιρισμό	кооперация	συνεταιρισμός	N;INDF;FEM;SG	N;ACC;MASC;SG
конкурси	διαγωνισμούς	конкурс	διαγωνισμός	N;INDF;MASC;PL	N;ACC;MASC;PL
конкурси	διαγωνισμοί	конкурс	διαγωνισμός	N;INDF;MASC;PL	N;NOM;MASC;PL
конкурси	διαγωνισμοί	конкурс	διαγωνισμός	N;INDF;MASC;PL	N;NOM;MASC;PL
компютъра	υπολογιστής	компютър	υπολογιστής	N;DEF;MASC;SG	N;NOM;MASC;SG
компютъра	υπολογιστή	компютър	υπολογιστής	N;DEF;MASC;SG	N;ACC;MASC;SG
компютъра	κομπιούτερ	компютър	κομπιούτερ	N;DEF;MASC;SG	N;NOM;NEUT;SG
реализъм	ρεαλισμό	реализъм	ρεαλισμός	N;INDF;MASC;SG	N;ACC;MASC;SG
делегати	εκπρόσωποι	делегат	εκπρόσωπος	N;INDF;MASC;PL	N;NOM;MASC;PL
делегати	αντιπρόσωποι	делегат	αντιπρόσωπος	N;INDF;MASC;PL	N;NOM;MASC;PL
настояване	επιμονή	настояване	επιμονή	N;INDF;NEUT;SG	N;ACC;FEM;SG
повреда	αστοχία	повреда	αστοχία	N;INDF;FEM;SG	N;NOM;FEM;SG
повреда	αποτυχία	повреда	αποτυχία	N;INDF;FEM;SG	N;ACC;FEM;SG
повреда	ζημία	повреда	ζημία	N;INDF;FEM;SG	N;ACC;FEM;SG
повреда	βλάβη	повреда	βλάβη	N;INDF;FEM;SG	N;ACC;FEM;SG
повреда	ζημιά	повреда	ζημιά	N;INDF;FEM;SG	N;ACC;FEM;SG
повреда	δυσλειτουργία	повреда	δυσλειτουργία	N;INDF;FEM;SG	N;NOM;FEM;SG
повреда	βλάβη	повреда	βλάβη	N;INDF;FEM;SG	N;ACC;FEM;SG
дива	αγρια	дивам-(се)	αγρια	N;INDF;FEM;SG	N
дива	ντίβα	дивам-(се)	ντίβα	N;INDF;FEM;SG	N;NOM;FEM;SG
археология	αρχαιολογία	археология	αρχαιολογία	N;INDF;FEM;SG	N;NOM;FEM;SG
археология	αρχαιολογία	археология	αρχαιολογία	N;INDF;FEM;SG	N;NOM;FEM;SG
ескадрила	σμήνος	ескадрал	σμήνος	N;INDF;FEM;SG	N;NOM;NEUT;SG
ескадрила	μοίρα	ескадрал	μοίρα	N;INDF;FEM;SG	N;NOM;FEM;SG
шум	θόρυβος	шум	θόρυβος	N;INDF;MASC;SG	N;NOM;MASC;SG
шум	θόρυβο	шум	θόρυβο	N;INDF;MASC;SG	N;ACC;MASC;SG
опитът	εμπειρία	опит	εμπειρία	N;DEF;MASC;SG	N;ACC;FEM;SG
опитът	πείρα	опит	πείρα	N;DEF;MASC;SG	N;NOM;FEM;SG
психологически	ψυχολογικό	психологически	ψυχολογικός	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
психологически	ψυχολογική	психологически	ψυχολογικός	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
стълб	κολόνα	стълб	κολόνας	N;INDF;MASC;SG	N;NOM;FEM;SG
стълб	πυλώνας	стълб	πυλώνας	N;INDF;MASC;SG	N;NOM;MASC;SG
стълб	πυλώνα	стълб	πυλώνας	N;INDF;MASC;SG	N;ACC;MASC;SG
стълб	καλάμι	стълб	καλάμι	N;INDF;MASC;SG	N;NOM;NEUT;SG
стълб	πόλο	стълб	πόλος	N;INDF;MASC;SG	N;NOM;MASC;SG
стълб	κοντάρι	стълб	κοντάρι	N;INDF;MASC;SG	N;NOM;NEUT;SG
опери	όπερες	оперя	όπερος	N;INDF;FEM;PL	N;NOM;FEM;PL
описана	περιγράφηκε	опиша	περιγράφω	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
прием	δεξίωση	прием	δεξίωση	N;INDF;MASC;SG	N;ACC;FEM;SG
прием	υποδοχή	прием	υποδοχή	N;INDF;MASC;SG	N;NOM;FEM;SG
специализирана	εξειδικευμένο	специализирам	εκειδικεύω	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
специализирана	εξειδικευμένη	специализирам	εκειδικεύω	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
кристали	κρυστάλλους	кристал	κρύσταλλος	N;INDF;MASC;PL	N;NOM;MASC;PL
кристали	κρύσταλλοι	кристал	κρύσταλλος	N;INDF;MASC;PL	N;NOM;MASC;PL
сървър	εξυπηρετητής	сървър	εξυπηρετητής	N;INDF;MASC;SG	N;GEN;FEM;SG
сървър	εξυπηρετητή	сървър	εξυπηρετητής	N;INDF;MASC;SG	N;NOM;MASC;SG
сървър	διακομιστής	сървър	διακομιστής	N;INDF;MASC;SG	N;NOM;MASC;SG
училищата	σχολεία	училище	σχολείο	N;DEF;NEUT;PL	N;NOM;NEUT;PL
училищата	σχολές	училище	σχολή	N;DEF;NEUT;PL	N;NOM;FEM;PL
фотограф	φωτογράφος	фотограф	φωτογράφος	N;INDF;MASC;SG	N;NOM;MASC;SG
лого	λογότυπο	лого	λογότυπο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
материалите	υλικά	материал	υλικά	N;DEF;MASC;PL	N;NOM;NEUT;PL
материалите	ύλες	материал	ύλος	N;DEF;MASC;PL	N;NOM;FEM;PL
почит	αφιέρωμα	почит	αφιέρωμα	N;INDF;FEM;SG	N;ACC;NEUT;SG
хирургия	εγχείρηση	хирургия	εγχείρηση	N;INDF;FEM;SG	N;ACC;FEM;SG
хирургия	χειρουργείο	хирургия	χειρουργείο	N;INDF;FEM;SG	N;NOM;NEUT;SG
отражение	αντανάκλαση	отражение	αντανάκλαση	N;INDF;NEUT;SG	N;NOM;FEM;SG
вегас	βέγκας	вегас	βέγκας	N;INDF;FEM;SG	N;NOM;NEUT;SG
влакна	ίνες	влакно	ίνος	N;INDF;NEUT;PL	N;NOM;FEM;PL
влакна	ίνες	влакно	ίνος	N;INDF;NEUT;PL	N;NOM;FEM;PL
влакна	ίνες	влакно	ίνος	N;INDF;NEUT;PL	N;NOM;FEM;PL
влакна	ινών	влакно	ινός	N;INDF;NEUT;PL	N;GEN;NEUT;PL
поделение	μονάδα	поделение	μονάδα	N;INDF;NEUT;SG	N;NOM;FEM;SG
предложена	προσφέρθηκε	предложа	προσφέρω	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
предложена	προτεινόμενη	предложа	προτεινόμενος	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
предложена	προτεινόμενο	предложа	προτεινόμενος	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
предложена	προτεινόμενος	предложа	προτεινόμενος	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
насърчава	ενθαρρύνει	насърчавам-(се)	ενθαρρύνω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
насърчава	προωθεί	насърчавам-(се)	προωθώ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
насърчава	προάγει	насърчавам-(се)	προάγω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
признати	αναγνωρισμένα	призная-(се)	αναγνωρίζω	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
отдели	τμήματα	отдел	τμήμα	N;INDF;MASC;PL	N;NOM;NEUT;PL
илюстрация	απεικόνιση	илюстрация	απεικόνιση	N;INDF;FEM;SG	N;NOM;FEM;SG
романс	ειδύλλιο	романс	ειδύλλιο	N;INDF;MASC;SG	N;NOM;NEUT;SG
романс	ρομάντζο	романс	ρομάντζο	N;INDF;MASC;SG	N;NOM;NEUT;SG
романс	ρομαντισμός	романс	ρομαντισμός	N;INDF;MASC;SG	N;NOM;MASC;SG
дъно	πάτος	дъно	πάτος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
дъно	βυθό	дъно	βυθός	N;INDF;NEUT;SG	N;NOM;NEUT;SG
заплахи	απειλές	заплаха	απειλή	N;INDF;FEM;PL	N;NOM;FEM;PL
интерпретация	ερμηνεία	интерпретация	ερμηνεία	N;INDF;FEM;SG	N;NOM;FEM;SG
интерпретация	διερμηνεία	интерпретация	διερμηνεία	N;INDF;FEM;SG	N;NOM;FEM;SG
щастлив	ευτυχής	щастлив	ευτυχής	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
щастлив	χαρούμενος	щастлив	χαρούμενος	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
щастлив	χαρούμενη	щастлив	χαρούμενος	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
изтрита	διαγραφεί	изтрия	διαγραφώ	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;NFIN;PASS
изтрита	διαγράφηκε	изтрия	διαγράφω	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
изтрита	διαγράφηκε	изтрия	διαγράφω	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
кухина	κοιλότητα	кухина	κοιλότητα	N;INDF;FEM;SG	N;NOM;FEM;SG
анонимен	ανώνυμο	анонимен	ανώνυμος	N;INDF;MASC;SG	N;NOM;MASC;SG
анонимен	ανώνυμος	анонимен	ανώνυμος	N;INDF;MASC;SG	N;NOM;MASC;SG
предупреждение	προειδοποίηση	предупреждение	προειδοποίηση	N;INDF;NEUT;SG	N;ACC;FEM;SG
успехите	επιτυχίες	успех	επιτυχία	N;DEF;MASC;PL	N;NOM;FEM;PL
имущество	ακίνητο	имущество	ακίνητος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
имущество	ιδιοκτησία	имущество	ιδιοκτησία	N;INDF;NEUT;SG	N;ACC;FEM;SG
имущество	ιδιότητα	имущество	ιδιότητα	N;INDF;NEUT;SG	N;ACC;FEM;SG
приключения	περιπέτειες	приключение	περιπέτεια	N;INDF;NEUT;PL	N;NOM;FEM;PL
спасение	σωτηρία	спасение	σωτηρία	N;INDF;NEUT;SG	N;ACC;FEM;SG
спасение	λύτρωση	спасение	λύτρωση	N;INDF;NEUT;SG	N;ACC;FEM;SG
секции	τμήματα	секция	τμήμα	N;INDF;FEM;PL	N;NOM;NEUT;PL
секции	ενότητες	секция	ενότητα	N;INDF;FEM;PL	N;NOM;FEM;PL
доклади	αναφορές	доклад	αναφορά	N;INDF;MASC;PL	N;NOM;FEM;PL
доклади	εκθέσεις	доклад	έκθεση	N;INDF;MASC;PL	N;NOM;FEM;PL
домове	σπίτια	дом	σπίτι	N;INDF;MASC;PL	N;NOM;NEUT;PL
олтара	βωμό	олтар	βωμός	N;DEF;MASC;SG	N;ACC;MASC;SG
решено	επιλυθεί	реша	επιλύω	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NFIN;PASS
решено	αποφασίστηκε	реша	αποφασίζω	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
решено	αποφασισμένη	реша	αποφασίζω	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
оставката	παραίτηση	оставка	παραίτηση	N;DEF;FEM;SG	N;ACC;FEM;SG
винсент	βίνσεντ	винсент	βίνσεντ	N;INDF;MASC;SG	N
реализация	πραγματοποίηση	реализация	πραγματοποίηση	N;INDF;FEM;SG	N;ACC;FEM;SG
реализация	συνειδητοποίηση	реализация	συνειδητοποίηση	N;INDF;FEM;SG	N;ACC;FEM;SG
достъпна	προσβάσιμη	достъпен	προσβάσιμος	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
достъпна	προσιτή	достъпен	προσιτός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
достъпна	προσιτό	достъпен	προσιτό	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
изключителна	αποκλειστική	изключителен	αποκλειστικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
изключителна	αποκλειστικός	изключителен	αποκλειστικός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
изключителна	αποκλειστικό	изключителен	αποκλειστικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
усвояване	απορρόφησης	усвояване	απορρόφηση	N;INDF;NEUT;SG	N;GEN;FEM;SG
усвояване	απορρόφηση	усвояване	απορρόφηση	N;INDF;NEUT;SG	N;ACC;FEM;SG
шапка	καπέλο	шапка	καπέλος	N;INDF;FEM;SG	N;NOM;NEUT;SG
парламентарна	κοινοβουλευτική	парламентарен	κοινοβουλευτικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
сянка	σκιά	сянка	σκιά	N;INDF;FEM;SG	N;NOM;FEM;SG
сянка	σκιά	сянка	σκιά	N;INDF;FEM;SG	N;NOM;FEM;SG
сянка	απόχρωση	сянка	απόχρωση	N;INDF;FEM;SG	N;NOM;FEM;SG
сребърна	ασήμι	сребърна-(се)	ασήμι	N;INDF;FEM;SG	N;NOM;NEUT;SG
светло	φωτεινά	светло	φωτεινά	ADV	ADV
героиня	ηρωίδα	героиня	ηρωίδα	N;INDF;FEM;SG	N;NOM;FEM;SG
лисица	αλεπού	лисица	αλεπός	N;INDF;FEM;SG	N;NOM;FEM;SG
хребет	κορυφογραμμή	хребет	κορυφογραμμή	N;INDF;MASC;SG	N;NOM;FEM;SG
кръгла	στρογγυλό	кръгъл	στρογγυλός	N;INDF;FEM;SG	N;NOM;NEUT;SG
кръгла	γύρο	кръгъл	γύρος	N;INDF;FEM;SG	N;ACC;MASC;SG
кръгла	γύρος	кръгъл	γύρος	N;INDF;FEM;SG	N;NOM;MASC;SG
ритуали	τελετές	ритуал	τελετής	N;INDF;MASC;PL	N;NOM;FEM;PL
паунда	κιλά	паунда	κιλώ	N;DEF;MASC;SG	N
изградено	κατασκευασμένο	изградя	κατασκευασμένος	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
