ve	y	ve	y	CONJ	CONJ
başbakan	premier	başbakan	premier	N;NOM;SG;3	N;MASC;SG
terk	abandono	terk	abandono	N;NOM;SG;3	N;MASC;SG
terk	abandono	terk	abandono	N;NOM;SG;3	N;MASC;SG
terk	basurero	terk	basurero	N;NOM;SG;3	N;MASC;SG
terk	vertedero	terk	vertedero	N;NOM;SG;3	N;MASC;SG
getirildi	trajo	getir	traer	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;SG;3;PST;FIN
getirildi	traido	getir	trair	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
topluluğu	conjunto	topluluk	conjunto	N;ACC;SG;3	N;MASC;SG
piyade	infantería	piya	infantería	N;ESS;SG;3	N;FEM;SG
valign	valign	valign	valign		
yan	side	yan	sedir		
sekiz	ocho	sekiz	ocho	NUM	NUM;PL
yemek	almuerzo	yemek	almuerzo	N;NOM;SG;3	N;MASC;SG
yemek	alimentación	yemek	alimentación	N;NOM;SG;3	N;FEM;SG
yemek	alimento	yemek	alimento	N;NOM;SG;3	N;MASC;SG
yemek	comida	yemek	comida	N;NOM;SG;3	N;FEM;SG
yemek	comedor	yemek	comedor	N;NOM;SG;3	N;MASC;SG
yemek	cena	yemek	cena	N;NOM;SG;3	N;FEM;SG
yemek	platillo	yemek	platillo	N;NOM;SG;3	N;MASC;SG
yemek	plato	yemek	plato	N;NOM;SG;3	N;MASC;SG
yemek	sémola	yemek	sémola	N;NOM;SG;3	N;FEM;SG
org	org	org	org		
dans	baile	dans	baile	N;NOM;SG;3	N;MASC;SG
dans	danza	dans	danza	N;NOM;SG;3	N;FEM;SG
dans	baile	dans	baile	N;NOM;SG;3	N;MASC;SG
dans	danza	dans	danza	N;NOM;SG;3	N;FEM;SG
ulaşım	transporte	ulaşım	transporte	N;NOM;SG;3	N;MASC;SG
ulaşım	transportación	ulaşım	transportación	N;NOM;SG;3	N;FEM;SG
ulaşım	transporte	ulaşım	transporte	N;NOM;SG;3	N;MASC;SG
önem	importancia	önem	importancia	N;NOM;SG;3	N;FEM;SG
vakfı	fundación	vakıf	fundación	N;ACC;SG;3	N;FEM;SG
yavaş	lento	yavaş	lento	ADJ	ADJ;MASC;SG
yavaş	lenta	yavaş	lento	ADJ	ADJ;FEM;SG
yavaş	lentos	yavaş	lento	ADJ	ADJ;MASC;PL
yavaş	facil	yavaş	facil	ADJ	ADJ;SG
yavaş	sencilla	yavaş	sencillo	ADJ	ADJ;FEM;SG
yavaş	fácil	yavaş	fácil	ADJ	ADJ;SG
yavaş	sencillo	yavaş	sencillo	ADJ	ADJ;MASC;SG
ülkeler	naciones	ülke	nación	N;NOM;PL;3	N;FEM;PL
ülkeler	nations	ülke	nations	N;NOM;PL;3	N
ülkeler	paises	ülke	pais	N;NOM;PL;3	N;MASC;PL
ülkeler	países	ülke	país	N;NOM;PL;3	N;MASC;PL
sonuçları	resultados	sonuç	resultado	N;ACC;PL;3	N;MASC;PL
sonuçları	consecuencias	sonuç	consecuencia	N;ACC;PL;3	N;FEM;PL
düzenleme	edita	düzenle	editar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
düzenleme	editar	düzenle	editar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
düzenleme	editando	düzenle	editar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;V.MSDR
düzenleme	editar	düzenle	editar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
düzenleme	organizando	düzenle	organizar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;V.MSDR
düzenleme	organizar	düzenle	organizar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
ziyaret	visita	ziyaret	visita	N;NOM;SG;3	N;FEM;SG
ziyaret	visita	ziyaret	visita	N;NOM;SG;3	N;FEM;SG
yıldırım	yıldırım	yıldırım	yıldırım		
kale	kale	kale	kaler		
olimpiyat	olympic	olimpiyat	olympic	N;NOM;SG;3	N;MASC;SG
sen	te	sen	tú	PRO;NOM;SG;2	PRO;SG;2
sen	tú	sen	tú	PRO;NOM;SG;2	PRO;NOM;SG;2
sen	usted	sen	tú	PRO;NOM;SG;2	PRO;SG;2;FORM
sen	vos	sen	vo	PRO;NOM;SG;2	PRO;SG;2
yazdı	escribió	yaz	escribir	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
önceden	anteriormente	önceden	anteriormente	ADV	ADV
önceden	previamente	önceden	previamente	ADV	ADV
önceden	antes	önceden	antes	ADV	ADV
içi	adentro	iç	adentro		
hafif	ligera	hafif	ligero	ADJ	ADJ;FEM;SG
hafif	ligero	hafif	ligero	ADJ	ADJ;MASC;SG
hafif	suave	hafif	suave	ADJ	ADJ;SG
hafif	leve	hafif	leve	ADJ	ADJ;SG
hafif	ligera	hafif	ligero	ADJ	ADJ;FEM;SG
hafif	liviano	hafif	liviano	ADJ	ADJ;MASC;SG
hafif	ligero	hafif	ligero	ADJ	ADJ;MASC;SG
yoluyla	through	yol	through	N;INS;SG;3	N
off	ugh	off	ugh		
off	uf	off	uf		
havalimanı	aeropuerto	havaliman	aeropuerto	N;ACC;SG;3	N;MASC;SG
havalimanı	aeródromo	havaliman	aeródromo	N;ACC;SG;3	N;MASC;SG
sarayı	palacio	sara	palacio	N;ACC;SG;3	N;MASC;SG
sarayı	palace	sara	palace	N;ACC;SG;3	N;MASC;SG
vermek	dandole	ver	dandole	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;V.MSDR
vermek	regalando	ver	regalar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;V.MSDR
vermek	dando	ver	dar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;V.MSDR
lideri	dirigente	lider	dirigente	N;NOM;SG;3	N;SG
lideri	lider	lider	lider	N;NOM;SG;3	N;SG
lideri	leader	lider	leader	N;NOM;SG;3	N;SG
lideri	líder	lider	líder	N;NOM;SG;3	N;SG
toplumsal	comunal	toplumsal	comunal	ADJ	ADJ;SG
toplumsal	comunales	toplumsal	comunal	ADJ	ADJ;PL
toplumsal	sociales	toplumsal	social	ADJ	ADJ;PL
toplumsal	social	toplumsal	social	ADJ	ADJ;SG
frank	franco	frank	franco		
şehirler	ciudades	şehir	ciudad	N;NOM;PL;3	N;FEM;PL
şehirler	pueblos	şehir	pueblo	N;NOM;PL;3	N;MASC;PL
şehirler	ciudades	şehir	ciudad	N;NOM;PL;3	N;FEM;PL
kalesi	castillo	kale	castillo	N;NOM;SG;3	N;MASC;SG
civarında	vecindad	civar	vecindad	N;ESS;SG;3	N;FEM;SG
uçak	avión	uçak	avión	N;NOM;SG;3	N;MASC;SG
uçak	aeronave	uçak	aeronave	N;NOM;SG;3	N;FEM;SG
uçak	avión	uçak	avión	N;NOM;SG;3	N;MASC;SG
uçak	plano	uçak	plano	N;NOM;SG;3	N;MASC;SG
uçak	avion	uçak	avion	N;NOM;SG;3	N;MASC;SG
uçak	avión	uçak	avión	N;NOM;SG;3	N;MASC;SG
uçak	avion	uçak	avion	N;NOM;SG;3	N;MASC;SG
uçak	aeroplano	uçak	aeroplano	N;NOM;SG;3	N;MASC;SG
uçak	avión	uçak	avión	N;NOM;SG;3	N;MASC;SG
uçak	aeroplano	uçak	aeroplano	N;NOM;SG;3	N;MASC;SG
gerçekten	ciertamente	gerçekten	ciertamente	ADV	ADV
gerçekten	efectivamente	gerçekten	efectivamente	ADV	ADV
gerçekten	realmente	gerçekten	realmente	ADV	ADV
gerçekten	verdaderamente	gerçekten	verdaderamente	ADV	ADV
gerçekten	realmente	gerçekten	realmente	ADV	ADV
has	khas	has	kha		
savaşları	guerras	savaş	guerra	N;NOM;PL;3	N;FEM;PL
ortadan	eliminada	orta	eliminado	ADJ;AT+ABL;SG;3	ADJ;FEM;SG;V.PTCP
ortadan	eliminado	orta	eliminado	ADJ;AT+ABL;SG;3	ADJ;MASC;SG;V.PTCP
sağlamak	asegurando	sağla	asegurar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;V.MSDR
kurucusu	fundador	kurucu	fundador	N;NOM;SG;3	N;MASC;SG
yükseldi	ascendió	yüksel	ascender	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
bas	bas	bas	bas		
sayılı	contados	sayılı	contado	ADJ	ADJ;MASC;PL;V.PTCP
mühendisliği	ingeniería	mühendislik	ingeniería	N;NOM;SG;3	N;FEM;SG
etnik	etno	etnik	etno		
dağları	montañas	dağ	montaña	N;NOM;PL;3	N;FEM;PL
dağları	montes	dağ	monte	N;NOM;PL;3	N;MASC;PL
açılan	abriendo	aç	abrir	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.MSDR
açılan	abrir	aç	abrir	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NFIN
albümleri	álbumes	albüm	álbum	N;ACC;PL;3	N;MASC;PL
ilişkiler	relaciones	ilişki	relación	N;NOM;PL;3	N;FEM;PL
ilişkiler	relaciones	ilişki	relación	N;NOM;PL;3	N;FEM;PL
görüntü	imagen	görüntü	imagen	N;NOM;SG;3	N;FEM;SG
görüntü	imágen	görüntü	imágen	N;NOM;SG;3	N;FEM;SG
oğuz	oğuz	oğuz	oğuz		
şablonu	plantilla	şablo	plantilla	N;ACC;SG;3	N;FEM;SG
çevresinde	around	çevre	around	N;ESS;SG;3	N
başardı	sucedió	baş	suceder	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
aziz	santo	aziz	santo		
yugoslavya	yugoslavia	yugoslavya	yugoslavia	N;NOM;SG;3	N;FEM;SG
açıkladı	explicó	açıkla	explicar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
açıkladı	reveló	açıkla	revelar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
kaynakları	fuentes	kaynak	fuente	N;ACC;PL;3	N;FEM;PL
kaynakları	recursos	kaynak	recurso	N;ACC;PL;3	N;MASC;PL
gov	gov	gov	gov		
bilimler	ciencias	bilim	ciencia	N;NOM;PL;3	N;FEM;PL
hep	siempre	hep	siempre	ADV	ADV
konser	concierto	konser	concierto	N;NOM;SG;3	N;MASC;SG
işbirliği	colaboración	işbirliği	colaboración	N;NOM;SG;3	N;FEM;SG
işbirliği	cooperativa	işbirliği	cooperativa	N;NOM;SG;3	N;FEM;SG
işbirliği	cooperación	işbirliği	cooperación	N;NOM;SG;3	N;FEM;SG
istatistikleri	estadísticas	ista	estadística	N;NOM;PL;3	N;FEM;PL
istatistikleri	estadísticas	ista	estadística	N;NOM;PL;3	N;FEM;PL
komedi	comedia	komedi	comedia	N;NOM;SG;3	N;FEM;SG
cem	cem	cem	cem		
oyuncular	jugadores	oyuncu	jugador	N;NOM;PL;3	N;MASC;PL
oyuncular	reproductores	oyuncu	reproductor	N;NOM;PL;3	N;MASC;PL
oyuncular	actores	oyuncu	actor	N;NOM;PL;3	N;MASC;PL
oyuncular	jugadores	oyuncu	jugador	N;NOM;PL;3	N;MASC;PL
oyuncular	intérpretes	oyuncu	intérprete	N;NOM;PL;3	N;PL
oyuncular	artistas	oyuncu	artista	N;NOM;PL;3	N;PL
kullanıcılar	usuarios	kullanıcı	usuario	N;NOM;PL;3	N;MASC;PL
olaylar	incidentes	olay	incidente	N;NOM;PL;3	N;PL
olaylar	incidencias	olay	incidencia	N;NOM;PL;3	N;FEM;PL
olaylar	eventos	olay	evento	N;NOM;PL;3	N;MASC;PL
olaylar	acontecimientos	olay	acontecimiento	N;NOM;PL;3	N;MASC;PL
cevap	respuesta	cevap	respuesta	N;NOM;SG;3	N;FEM;SG
cevap	contestación	cevap	contestación	N;NOM;SG;3	N;FEM;SG
cevap	respuesta	cevap	respuesta	N;NOM;SG;3	N;FEM;SG
cevap	repuesta	cevap	repuesta	N;NOM;SG;3	N;FEM;SG
cevap	respuesta	cevap	respuesta	N;NOM;SG;3	N;FEM;SG
manyetik	magnéticas	manyetik	magnético	ADJ	ADJ;FEM;PL
manyetik	magnética	manyetik	magnético	ADJ	ADJ;FEM;SG
manyetik	magnético	manyetik	magnético	ADJ	ADJ;MASC;SG
manyetik	magnéticos	manyetik	magnético	ADJ	ADJ;MASC;PL
dilleri	idiomas	dil	idioma	N;NOM;PL;3	N;MASC;PL
dilleri	lenguas	dil	lengua	N;NOM;PL;3	N;FEM;PL
ikili	duo	ikili	duo		
ikili	deuces	ikili	deuz		
bölgesel	regional	bölgesel	regional	ADJ	ADJ;SG
bölgesel	regionales	bölgesel	regional	ADJ	ADJ;PL
bölgesel	seccional	bölgesel	seccional	ADJ	ADJ;SG
kayıp	perdida	kayıp	perdido	ADJ	ADJ;FEM;SG;V.PTCP
kayıp	perdido	kayıp	perdido	ADJ	ADJ;MASC;SG;V.PTCP
kayıp	perdida	kayıp	perdido	ADJ	ADJ;FEM;SG;V.PTCP
kayıp	perdidos	kayıp	perdido	ADJ	ADJ;MASC;PL;V.PTCP
kayıp	perdidas	kayıp	perdido	ADJ	ADJ;FEM;PL;V.PTCP
kayıp	desaparecido	kayıp	desaparecido	ADJ	ADJ;MASC;SG;V.PTCP
kayıp	desaparecidos	kayıp	desaparecido	ADJ	ADJ;MASC;PL;V.PTCP
kayıp	ausente	kayıp	ausente	ADJ	ADJ;SG
kayıp	desaparecida	kayıp	desaparecido	ADJ	ADJ;FEM;SG;V.PTCP
görüş	retroalimentación	görüş	retroalimentación	N;NOM;SG;3	N;FEM;SG
görüş	visibilidad	görüş	visibilidad	N;NOM;SG;3	N;FEM;SG
hattı	line	hat	line		
trabzonspor	trabzonspor	trabzonspor	trabzonspor	N;NOM;SG;3	N;MASC;SG
milletler	naciones	millet	nación	N;NOM;PL;3	N;FEM;PL
milletler	nations	millet	nations	N;NOM;PL;3	N
saray	corte	saray	corte		
evlilik	casamiento	evlilik	casamiento	N;NOM;SG;3	N;MASC;SG
evlilik	matrimonio	evlilik	matrimonio	N;NOM;SG;3	N;MASC;SG
evlilik	boda	evlilik	boda	N;NOM;SG;3	N;FEM;SG
evlilik	casamiento	evlilik	casamiento	N;NOM;SG;3	N;MASC;SG
online	online	o	online		
imparatorluk	imperio	imparatorluk	imperio	N;NOM;SG;3	N;MASC;SG
imparatorluk	empire	imparatorluk	empire	N;NOM;SG;3	N
altyazı	subtítulo	altyazı	subtítulo	N;NOM;SG;3	N;MASC;SG
katıldığı	asistió	kat	asistir	V;PFV;IND;POS;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
katıldığı	asistieron	kat	asistir	V;PFV;IND;POS;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
hanedanı	dinastía	hanedan	dinastía	N;INS;SG;3	N;FEM;SG
gelişmiş	evolucionaron	geliş	evolucionar	V;PFV;NFH;IND;POS;PST;V.PTCP	V;IND;PL;3;PST;FIN
gelişmiş	evolucionó	geliş	evolucionar	V;PFV;NFH;IND;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
gelişmiş	mejoró	geliş	mejorar	V;PFV;NFH;IND;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
bunları	éstas	bu	este	PRO;ACC;PL;3	PRO;FEM;PL
bunları	estos	bu	este	PRO;ACC;PL;3	PRO;MASC;PL
bunları	estas	bu	este	PRO;ACC;PL;3	PRO;FEM;PL
bunları	éstos	bu	este	PRO;ACC;PL;3	PRO;MASC;PL
açtı	abrió	aç	abrir	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
onlar	ellas	o	él	PRO;NOM;PL;3	PRO;FEM;PL;3
onlar	ellos	o	él	PRO;NOM;PL;3	PRO;MASC;PL;3
onlar	ellos	o	él	PRO;NOM;PL;3	PRO;MASC;PL;3
onlar	ellas	o	él	PRO;NOM;PL;3	PRO;FEM;PL;3
modeli	maqueta	model	maqueta	N;NOM;SG;3	N;FEM;SG
modeli	modelo	model	modelo	N;NOM;SG;3	N;MASC;SG
gösterdi	mostró	göster	mostrar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
max	máx	max	máx		
akademik	académico	akademik	académico	ADJ	ADJ;MASC;SG
akademik	académicas	akademik	académico	ADJ	ADJ;FEM;PL
akademik	académica	akademik	académico	ADJ	ADJ;FEM;SG
hepsi	todas	hepsi	todo	PRO;NOM;PL;3	PRO;FEM;PL
hepsi	todos	hepsi	todo	PRO;NOM;PL;3	PRO;MASC;PL
official	funcionario	official	funcionario	N;NOM;SG;3	N;MASC;SG
official	official	official	official	N;NOM;SG;3	N
official	funcionaria	official	funcionaria	N;NOM;SG;3	N;FEM;SG
şarkılar	cantos	şarkı	canto	N;NOM;PL;3	N;MASC;PL
şarkılar	canciones	şarkı	canción	N;NOM;PL;3	N;FEM;PL
şarkılar	songs	şarkı	songs	N;NOM;PL;3	N
üyeler	diputados	üye	diputado	N;NOM;PL;3	N;MASC;PL
üyeler	miembros	üye	miembro	N;NOM;PL;3	N;MASC;PL
aracı	tool	araç	tool	N;ACC;SG;3	N
aracı	herramienta	araç	herramienta	N;ACC;SG;3	N;FEM;SG
aracı	instrumento	araç	instrumento	N;ACC;SG;3	N;MASC;SG
aracı	intermediario	araç	intermediario	N;ACC;SG;3	N;MASC;SG
aracı	intermediario	araç	intermediario	N;ACC;SG;3	N;MASC;SG
billboard	cartelera	billboard	cartelero	N;NOM;SG;3	N;FEM;SG
billboard	billboard	billboard	billboard	N;NOM;SG;3	N;MASC;SG
billboard	cartel	billboard	cartel	N;NOM;SG;3	N;MASC;SG
katılıyorum	coincidir	kat	coincidir	V;PROG;IND;SG;1;POS;INFM;PRS;PASS	V;NFIN
katılıyorum	acordar	kat	acordar	V;PROG;IND;SG;1;POS;INFM;PRS;PASS	V;NFIN
katılıyorum	convenir	kat	convenir	V;PROG;IND;SG;1;POS;INFM;PRS;PASS	V;NFIN
çoğunluğu	mayoría	çoğunluk	mayoría	N;ACC;SG;3	N;FEM;SG
çoğunluğu	mayoria	çoğunluk	mayoria	N;ACC;SG;3	N;FEM;SG
zamanlar	tiempos	zaman	tiempo	N;NOM;PL;3	N;MASC;PL
zamanlar	veces	zaman	vez	N;NOM;PL;3	N;FEM;PL
zamanlar	épocas	zaman	época	N;NOM;PL;3	N;FEM;PL
zamanlar	times	zaman	time	N;NOM;PL;3	N
akademi	academy	akadem	academy	N;NOM;SG;3	N
akademi	academia	akadem	academia	N;NOM;SG;3	N;FEM;SG
akademi	academia	akadem	academia	N;NOM;SG;3	N;FEM;SG
uzunluk	eslora	uzunluk	eslora	N;NOM;SG;3	N;FEM;SG
uzunluk	longitud	uzunluk	longitud	N;NOM;SG;3	N;FEM;SG
barcelona	barcelona	barcelon	barcelona	N;NOM;SG;3	N;FEM;SG
tedavi	cura	tedavi	cura	N;NOM;SG;3	N;MASC;SG
tedavi	terapia	tedavi	terapia	N;NOM;SG;3	N;FEM;SG
tedavi	tratamiento	tedavi	tratamiento	N;NOM;SG;3	N;MASC;SG
karmaşık	complejas	karmaşık	complejo	ADJ	ADJ;FEM;PL
karmaşık	compleja	karmaşık	complejo	ADJ	ADJ;FEM;SG
karmaşık	complejo	karmaşık	complejo	ADJ	ADJ;MASC;SG
karmaşık	complicados	karmaşık	complicado	ADJ	ADJ;MASC;PL;V.PTCP
karmaşık	complicado	karmaşık	complicado	ADJ	ADJ;MASC;SG;V.PTCP
karmaşık	complicadas	karmaşık	complicado	ADJ	ADJ;FEM;PL;V.PTCP
karmaşık	complicada	karmaşık	complicado	ADJ	ADJ;FEM;SG;V.PTCP
etrafında	around	etraf	around	N;ESS;SG;3	N
yaşlı	viejo	yaşlı	viejo	ADJ	ADJ;MASC;SG
yaşlı	antiguo	yaşlı	antiguo	ADJ	ADJ;MASC;SG
yaşlı	viejos	yaşlı	viejo	ADJ	ADJ;MASC;PL
yaşlı	antigua	yaşlı	antiguo	ADJ	ADJ;FEM;SG
yaşlı	vieja	yaşlı	viejo	ADJ	ADJ;FEM;SG
yaşlı	mayores	yaşlı	mayor	ADJ	ADJ;PL
alanları	fields	alan	fields	N;ACC;PL;3	N
alanları	campos	alan	campo	N;ACC;PL;3	N;MASC;PL
alanları	áreas	alan	área	N;ACC;PL;3	N;FEM;PL
alanları	zonas	alan	zona	N;ACC;PL;3	N;FEM;PL
alanları	areas	alan	area	N;ACC;PL;3	N;FEM;PL
karakteri	carácter	karakteri	carácter	N;ESS;SG;3	N;MASC;SG
karakteri	caracter	karakteri	caracter	N;ESS;SG;3	N;MASC;SG
karakteri	personaje	karakteri	personaje	N;ESS;SG;3	N;MASC;SG
süresi	duración	süre	duración	N;NOM;SG;3	N;FEM;SG
maça	pala	maça	pala	N;DAT;SG;3	N;FEM;SG
maça	spade	maça	spade	N;DAT;SG;3	N;SG
çıkmış	salió	çık	salir	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
devletler	estados	devlet	estado	N;NOM;PL;3	N;MASC;PL
tour	recorrido	tour	recorrido	N;NOM;SG;3	N;MASC;SG
tour	tour	tour	tour	N;NOM;SG;3	N;MASC;SG
tour	gira	tour	gira	N;NOM;SG;3	N;FEM;SG
açıldı	abrió	aç	abrir	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;SG;3;PST;FIN
yerleri	sitios	yer	sitio	N;ACC;PL;3	N;MASC;PL
yerleri	lugares	yer	lugar	N;ACC;PL;3	N;MASC;PL
yerleri	localidades	yer	localidad	N;ACC;PL;3	N;FEM;PL
yerleri	plazas	yer	plaza	N;ACC;PL;3	N;FEM;PL
yerleri	localizaciones	yer	localización	N;ACC;PL;3	N;FEM;PL
yerleri	ubicaciones	yer	ubicación	N;ACC;PL;3	N;FEM;PL
yerleri	lugares	yer	lugar	N;ACC;PL;3	N;MASC;PL
yerleri	localidades	yer	localidad	N;ACC;PL;3	N;FEM;PL
derecesi	grado	derece	grado	N;NOM;SG;3	N;MASC;SG
derecesi	licenciatura	derece	licenciatura	N;NOM;SG;3	N;FEM;SG
sabah	morning	sabah	morning	N;NOM;SG;3	N
gruplar	bandas	grup	banda	N;NOM;PL;3	N;FEM;PL
gruplar	grupos	grup	grupo	N;NOM;PL;3	N;MASC;PL
gruplar	agrupaciones	grup	agrupación	N;NOM;PL;3	N;FEM;PL
filmler	films	film	film	N;NOM;PL;3	N;MASC;PL
filmler	peliculas	film	pelicula	N;NOM;PL;3	N;FEM;PL
filmler	películas	film	película	N;NOM;PL;3	N;FEM;PL
filmler	peliculas	film	pelicula	N;NOM;PL;3	N;FEM;PL
filmler	películas	film	película	N;NOM;PL;3	N;FEM;PL
bölümleri	capítulos	bölüm	capítulo	N;ACC;PL;3	N;MASC;PL
bölümleri	episodios	bölüm	episodio	N;ACC;PL;3	N;MASC;PL
bölümleri	secciones	bölüm	sección	N;ACC;PL;3	N;FEM;PL
bölümleri	tramos	bölüm	tramo	N;ACC;PL;3	N;MASC;PL
sistemleri	sistemas	sistem	sistema	N;ACC;PL;3	N;MASC;PL
sistemleri	systems	sistem	system	N;ACC;PL;3	N
hareketler	movimientos	hareket	movimiento	N;NOM;PL;3	N;MASC;PL
hareketler	acciones	hareket	acción	N;NOM;PL;3	N;FEM;PL
hareketler	movimientos	hareket	movimiento	N;NOM;PL;3	N;MASC;PL
hareketler	mudanzas	hareket	mudanza	N;NOM;PL;3	N;FEM;PL
hareketler	movimientos	hareket	movimiento	N;NOM;PL;3	N;MASC;PL
komitesi	comisión	komite	comisión	N;NOM;SG;3	N;FEM;SG
komitesi	comite	komite	comite	N;NOM;SG;3	N;MASC;SG
komitesi	comité	komite	comité	N;NOM;SG;3	N;MASC;SG
edebiyatı	literatura	edebiyat	literatura	N;ACC;SG;3	N;FEM;SG
odası	recámara	oda	recámar	N;NOM;SG;3	N;FEM;SG
odası	cámara	oda	cámara	N;NOM;SG;3	N;FEM;SG
filmleri	films	film	film	N;ACC;PL;3	N;MASC;PL
filmleri	peliculas	film	pelicula	N;ACC;PL;3	N;FEM;PL
filmleri	películas	film	película	N;ACC;PL;3	N;FEM;PL
ödüller	recompensas	ödül	recompensa	N;NOM;PL;3	N;FEM;PL
ödüller	premios	ödül	premio	N;NOM;PL;3	N;MASC;PL
ödüller	premios	ödül	premio	N;NOM;PL;3	N;MASC;PL
ödüller	galardones	ödül	galardón	N;NOM;PL;3	N;MASC;PL
ödüller	premios	ödül	premio	N;NOM;PL;3	N;MASC;PL
servisi	servicio	servi	servicio	N;NOM;SG;3	N;MASC;SG
evet	yes	evet	yes	N;NOM;SG;3	N
evet	yeah	evet	yeah	N;NOM;SG;3	N
sıcaklık	temperatura	sıcaklık	temperatura	N;NOM;SG;3	N;FEM;SG
sıcaklık	heat	sıcaklık	heat	N;NOM;SG;3	N;MASC
sıcaklık	calor	sıcaklık	calor	N;NOM;SG;3	N;MASC;SG
sıcaklık	calidez	sıcaklık	calidez	N;NOM;SG;3	N;FEM;SG
sıcaklık	calor	sıcaklık	calor	N;NOM;SG;3	N;MASC;SG
ürünleri	productos	ürün	producto	N;ACC;PL;3	N;MASC;PL
aracılığıyla	through	aracılık	through	N;INS;SG;3	N
konuk	huésped	konuk	huésped	N;NOM;SG;3	N;MASC;SG
geç	salta	geç	salta		
ulaştı	alcanzó	ulaş	alcanzar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
şeyh	shaykh	şeyh	shaykh		
toprakları	tierras	toprak	tierra	N;ACC;PL;3	N;FEM;PL
toprakları	suelos	toprak	suelo	N;ACC;PL;3	N;MASC;PL
getirdi	trajo	getir	traer	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
getirdi	traido	getir	trair	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
yazılım	software	yazılım	software	N;NOM;SG;3	N;MASC;SG
karısı	esposa	karı	esposa	N;NOM;SG;3	N;FEM;SG
karısı	mujer	karı	mujer	N;NOM;SG;3	N;FEM;SG
sanatlar	arts	sanat	arts	N;NOM;PL;3	N
sanatlar	artes	sanat	arte	N;NOM;PL;3	N;PL
salonu	vestíbulo	salon	vestíbulo	N;ACC;SG;3	N;MASC;SG
salonu	pasillo	salon	pasillo	N;ACC;SG;3	N;MASC;SG
salonu	hall	salon	hall	N;ACC;SG;3	N;MASC;SG
salonu	salón	salon	salón	N;ACC;SG;3	N;MASC;SG
yaşadı	vivió	yaşa	vivir	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
takımlar	trajes	takım	traje	N;NOM;PL;3	N;MASC;PL
takımlar	equipos	takım	equipo	N;NOM;PL;3	N;MASC;PL
kuantum	cuántico	kuantum	cuántico	N;NOM;SG;3	N;MASC;SG
kuantum	cuántica	kuantum	cuántico	N;NOM;SG;3	N;FEM;SG
ağrı	ağrı	ağrı	ağrı		
çelebi	çelebi	çel	çelebi		
teorisi	teoría	teori	teoría	N;NOM;SG;3	N;FEM;SG
teorisi	teoria	teori	teoria	N;NOM;SG;3	N;FEM;SG
mary	maria	mary	mario		
harita	plano	harit	plano	N;NOM;SG;3	N;MASC;SG
harita	mapa	harit	mapa	N;NOM;SG;3	N;MASC;SG
harita	mapa	harit	mapa	N;NOM;SG;3	N;MASC;SG
değişiklikler	modificaciones	değişiklik	modificación	N;NOM;PL;3	N;FEM;PL
değişiklikler	modificaciones	değişiklik	modificación	N;NOM;PL;3	N;FEM;PL
değişiklikler	cambios	değişiklik	cambio	N;NOM;PL;3	N;MASC;PL
türkler	turcos	türk	turco	N;NOM;PL;3	N;MASC;PL
uzunluğu	eslora	uzunluk	eslora	N;ACC;SG;3	N;FEM;SG
uzunluğu	longitud	uzunluk	longitud	N;ACC;SG;3	N;FEM;SG
işler	trabajos	iş	trabajo	N;NOM;PL;3	N;MASC;PL
işler	empleos	iş	empleo	N;NOM;PL;3	N;MASC;PL
