von	من	von	مِن	ADP	ADP
enzyklopädie	موسوعة	enzyklopädie	مَوسُوع	N;NOM;FEM;SG	N;NOM;INDF;SG
kind	الرضيع	kind	رَضِيع	N;NOM;NEUT;SG	N;NOM;DEF;SG
kind	الرضع	kind	رَضع	N;NOM;NEUT;SG	N;NOM;DEF;SG
kind	الطفلة	kind	طِفلَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
kind	طفل	kind	طِفل	N;NOM;NEUT;SG	N;NOM;INDF;SG
kind	طفلة	kind	طِفلَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
kind	الطفل	kind	طِفل	N;NOM;NEUT;SG	N;NOM;DEF;SG
kleiner	صغير	klein	صَغِير	ADJ	ADJ;NOM;INDF;MASC;SG
kleiner	صغيرة	klein	صَغِير	ADJ	ADJ;NOM;INDF;FEM;SG
kleiner	قليل	klein	قَلِيل	ADJ	ADJ;NOM;INDF;MASC;SG
kleiner	اصغر	klein	أَصغَر	ADJ	ADJ;NOM;INDF;MASC;SG
ost	شرق	ost	شَرق	N;NOM;NEUT	N;NOM;INDF;SG
ost	الشرق	ost	شَرق	N;NOM;NEUT	N;NOM;DEF;SG
ost	شرق	ost	شَرق	N;NOM;NEUT	N;NOM;INDF;SG
fehlt	يفتقر	fehlen	اِفتَقَر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
fehlt	تفتقر	fehlen	اِفتَقَر	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
fehlt	يفتقر	fehlen	اِفتَقَر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
gesagt	قالت	sagen	قَال	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gesagt	قال	sagen	قَال	V;V.PTCP	V;PFV;MASC;SG;3;ACT
gesagt	قالو	sagen	قَالُو	V;V.PTCP	V;PFV;MASC;SG;3;ACT
gesagt	اخبرت	sagen	أَخبَر	V;V.PTCP	V;PFV;FEM;SG;3;PASS
kampf	معركة	kampfen	مَعرَكَة	N;SG	N;NOM;INDF;SG
kampf	المعركة	kampfen	مَعرَكَة	N;SG	N;NOM;DEF;SG
kampf	صراع	kampfen	صِرَاع	N;SG	N;NOM;INDF;SG
kampf	النضال	kampfen	نِضَال	N;SG	N;NOM;DEF;SG
kampf	الكفاح	kampfen	كَفَاح	N;SG	N;NOM;DEF;SG
kampf	اشتباك	kampfen	اِشتِبَاك	N;SG	N;NOM;INDF;SG
kampf	شجار	kampfen	شَاجِر	N;SG	N;NOM;INDF;SG
kampf	قتال	kampfen	قِتَال	N;SG	N;NOM;INDF;SG
kampf	القتال	kampfen	قِتَال	N;SG	N;NOM;DEF;SG
beginnt	يبدا	beginnen	بَدَا	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
beginnt	يبدا	beginnen	بَدَا	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
bringen	جلب	bringen	جَلب	V;NFIN	V;PFV;MASC;SG;3;ACT
bringen	احضر	bringen	اِحضَرّ	V;NFIN	V;PFV;MASC;SG;3;ACT
schwarz	سوداء	schwarz	أَسوَد	ADJ	ADJ;NOM;INDF;FEM;SG
fiel	سقطت	fallen	سَقَط	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
fiel	اسقطت	fallen	اسقطت	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
forschung	البحث	forschung	بَحث	N;NOM;FEM;SG	N;NOM;DEF;SG
wald	خشب	wald	خشب	N;NOM;MASC;SG	N;NOM;INDF;SG
wald	الخشب	wald	خَشَب	N;NOM;MASC;SG	N;NOM;DEF;SG
wald	الحطب	wald	حَطب	N;NOM;MASC;SG	N;NOM;DEF;SG
wald	الغابة	wald	غَابَة	N;NOM;MASC;SG	N;NOM;DEF;SG
wald	غابة	wald	غَابَة	N;NOM;MASC;SG	N;NOM;INDF;SG
erfolge	النجاحات	erfolge	نَجَاح	N;NOM;FEM;PL	N;NOM;DEF;PL
erfolge	نجاحات	erfolge	نَجَاح	N;NOM;FEM;PL	N;NOM;INDF;PL
erfolge	المنجزات	erfolge	مُنَجِّز	N;NOM;FEM;PL	N;NOM;DEF;PL
erfolge	انجازات	erfolge	إِنجَاز	N;NOM;FEM;PL	N;NOM;INDF;PL
erfolge	الانجازات	erfolge	الانجازات	N;NOM;FEM;PL	N;NOM;DEF;PL
erfolge	المنجزات	erfolge	مُنَجِّز	N;NOM;FEM;PL	N;NOM;DEF;PL
erfolge	انجازات	erfolge	إِنجَاز	N;NOM;FEM;PL	N;NOM;INDF;PL
erfolge	الانجازات	erfolge	الانجازات	N;NOM;FEM;PL	N;NOM;DEF;PL
erfolge	الانتصارات	erfolge	اِنتِصَار	N;NOM;FEM;PL	N;NOM;DEF;PL
erfolge	انتصارات	erfolge	اِنتِصَار	N;NOM;FEM;PL	N;NOM;INDF;PL
löschung	المحو	löschung	مَحو	N;NOM;FEM;SG	N;NOM;DEF;SG
löschung	الغاء	löschung	إِلغَاء	N;NOM;FEM;SG	N;NOM;DEF;SG
löschung	الحذف	löschung	حَذف	N;NOM;FEM;SG	N;NOM;DEF;SG
löschung	الحذف	löschung	حَذف	N;NOM;FEM;SG	N;NOM;DEF;SG
sänger	المغنين	sang	مَغَنِين	ADJ	ADJ;NOM;DEF;MASC;PL
sänger	مغنية	sang	مَغَنِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
ergebnisse	المنجزات	ergebnis	مُنَجِّز	N;NOM;NEUT;PL	N;NOM;DEF;PL
ergebnisse	انجازات	ergebnis	إِنجَاز	N;NOM;NEUT;PL	N;NOM;INDF;PL
ergebnisse	الانجازات	ergebnis	الانجازات	N;NOM;NEUT;PL	N;NOM;DEF;PL
ergebnisse	نواتج	ergebnis	نَاتِج	N;NOM;NEUT;PL	N;NOM;INDF;PL
ergebnisse	النواتج	ergebnis	نَاتِج	N;NOM;NEUT;PL	N;NOM;DEF;PL
ergebnisse	النتائج	ergebnis	نَتِيجَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
ergebnisse	نتائج	ergebnis	نَتِيجَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
ergebnisse	النتائج	ergebnis	نَتِيجَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
ergebnisse	الاستنتاجات	ergebnis	اِستِنتَاج	N;NOM;NEUT;PL	N;NOM;DEF;PL
ergebnisse	استنتاجات	ergebnis	اِستِنتَاج	N;NOM;NEUT;PL	N;NOM;INDF;PL
ergebnisse	النواتج	ergebnis	نَاتِج	N;NOM;NEUT;PL	N;NOM;DEF;PL
verkauft	تباع	verkaufen	أَبَاع	V;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;PASS
verkauft	بيعت	verkaufen	بَيع	V;V.PTCP	V;PFV;FEM;SG;3;PASS
verkauft	بعت	verkaufen	بَعَى	V;V.PTCP	V;PFV;FEM;SG;3;ACT
verkauft	باع	verkaufen	بَاع	V;V.PTCP	V;PFV;MASC;SG;3;ACT
verkauft	يبيع	verkaufen	بَاع	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
süd	جنوب	süd	جَنُوب	N;NOM;NEUT;SG	N;NOM;INDF;SG
süd	الجنوب	süd	جَنُوب	N;NOM;NEUT;SG	N;NOM;DEF;SG
süd	جنوب	süd	جَنُوب	N;NOM;NEUT;SG	N;NOM;INDF;SG
gelten	تطبق	gelten	طَبَّق	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
anderes	اخرى	ander	آخَر	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
stieg	تسلقت	steigen	تَسَلَّق	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
verliehen	منحت	verleihen	مَنَح	V;V.PTCP	V;PFV;FEM;SG;3;ACT
guten	خير	gut	خَير	ADJ;SG	ADJ;NOM;INDF;MASC;SG
guten	جيد	gut	جَيِّد	ADJ;SG	ADJ;NOM;INDF;MASC;SG
suche	البحث	suchen	بَحث	N;NOM;FEM;SG	N;NOM;DEF;SG
suche	سعي	suchen	سَعي	N;NOM;FEM;SG	N;NOM;INDF;SG
suche	المسعى	suchen	مَسعَى	N;NOM;FEM;SG	N;NOM;DEF;SG
suche	السعي	suchen	سَعي	N;NOM;FEM;SG	N;NOM;DEF;SG
suche	البحث	suchen	بَحث	N;NOM;FEM;SG	N;NOM;DEF;SG
breite	واسعة	breit	وَاسِع	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
breite	عريض	breit	عَرِيض	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
breite	واسع	breit	وَاسِع	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
beziehungen	علاقات	beziehungen	عَلَاقَة	N;NOM;FEM;PL	N;NOM;INDF;PL
beziehungen	العلاقات	beziehungen	عَلَاقَة	N;NOM;FEM;PL	N;NOM;DEF;PL
beziehungen	العلاقات	beziehungen	عَلَاقَة	N;NOM;FEM;PL	N;NOM;DEF;PL
beziehungen	علاقات	beziehungen	عَلَاقَة	N;NOM;FEM;PL	N;NOM;INDF;PL
beziehungen	العلاقات	beziehungen	عَلَاقَة	N;NOM;FEM;PL	N;NOM;DEF;PL
erfüllt	قابلت	erfüllen	قَابَل	V;V.PTCP	V;PFV;FEM;SG;3;ACT
erfüllt	اجتمعت	erfüllen	اِجتَمَع	V;V.PTCP	V;PFV;FEM;SG;3;ACT
erfüllt	اجتمع	erfüllen	اِجتَمَع	V;V.PTCP	V;PFV;MASC;SG;3;ACT
erfüllt	التقى	erfüllen	اِلتَقَى	V;V.PTCP	V;PFV;MASC;SG;3;ACT
erfüllt	يلتقي	erfüllen	اِلتَقَى	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
technik	تقنية	technik	تَقنِيَّة	N;SG	N;NOM;INDF;SG
technik	التقنية	technik	تَقنِيَّة	N;SG	N;NOM;DEF;SG
technik	الهندسة	technik	هَندَسَة	N;SG	N;NOM;DEF;SG
technik	هندسة	technik	هَندَسَة	N;SG	N;NOM;INDF;SG
technik	تقنية	technik	تَقنِيَّة	N;SG	N;NOM;INDF;SG
technik	التقنية	technik	تَقنِيَّة	N;SG	N;NOM;DEF;SG
technik	تقنية	technik	تَقنِيَّة	N;SG	N;NOM;INDF;SG
technik	التقنية	technik	تَقنِيَّة	N;SG	N;NOM;DEF;SG
technik	التكنولوجيا	technik	تِكنُولُوجِيَا	N;SG	N;NOM;DEF;SG
technik	تكنولوجيا	technik	تِكنُولُوجِيَا	N;SG	N;NOM;INDF;SG
technischen	فني	technisch	فَنِّيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
entdeckt	رصدت	entdecken	رَصَد	V;V.PTCP	V;PFV;FEM;SG;3;ACT
entdeckt	شوهد	entdecken	شوهد	V;V.PTCP	V;PFV;MASC;SG;3;ACT
entdeckt	شوهدت	entdecken	شَاهَد	V;V.PTCP	V;PFV;FEM;SG;3;ACT
entdeckt	اكتشفت	entdecken	اِكتَشَف	V;V.PTCP	V;PFV;FEM;SG;3;ACT
entdeckt	يكتشف	entdecken	اِكتَشَف	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
historiker	مؤرخ	historik	مُؤَرِّخ	ADJ	ADJ;NOM;INDF;MASC;SG
heimat	المنزل	heimat	مَنزِل	N;FEM;SG	N;NOM;DEF;SG
heimat	الوطن	heimat	وَطَن	N;FEM;SG	N;NOM;DEF;SG
heimat	منزل	heimat	مَنزِل	N;FEM;SG	N;NOM;INDF;SG
heimat	البيت	heimat	بَيت	N;FEM;SG	N;NOM;DEF;SG
heimat	وطن	heimat	وَطَن	N;FEM;SG	N;NOM;INDF;SG
spielzeit	موسم	spielzeit	مَوسِم	N;NOM;SG	N;NOM;INDF;SG
spielzeit	الموسم	spielzeit	مَوسِم	N;NOM;SG	N;NOM;DEF;SG
sicht	رؤية	sechen	رُؤيَة	N;SG	N;NOM;INDF;SG
sicht	الرؤية	sechen	رُؤيَة	N;SG	N;NOM;DEF;SG
sicht	الرؤية	sechen	رُؤيَة	N;SG	N;NOM;DEF;SG
status	الوضع	status	وَضع	N	N;NOM;DEF;SG
status	الحالة	status	حَالَة	N	N;NOM;DEF;SG
status	حالة	status	حَالَة	N	N;NOM;INDF;SG
status	حالات	status	حَالَة	N	N;NOM;INDF;PL
status	الحالات	status	حَالَة	N	N;NOM;DEF;PL
rein	نقية	rein	نَقِيَّة	ADJ	ADJ;NOM;INDF;FEM;SG
mannschaften	فرق	mannschaften	فِرقَة	N;NOM;PL	N;NOM;INDF;PL
tor	البوابة	tor	بَوَّابَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
tor	بوابة	tor	بَوَّابَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
tor	البوابة	tor	بَوَّابَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
tor	بوابة	tor	بَوَّابَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
weiteres	اكثر	weit	أَكثَر	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
essen	ياكل	essen	ياكل	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
essen	كلوا	essen	كُلو	V;NFIN	V;PFV;MASC;IMP;SG
richter	قاضية	richter	قَاضِي	ADJ	ADJ;NOM;INDF;FEM;SG
ausstellung	المعرض	ausstellingen	مَعرِض	N;NOM;FEM;SG	N;NOM;DEF;SG
ausstellung	معرض	ausstellingen	مَعرِض	N;NOM;FEM;SG	N;NOM;INDF;SG
ausstellung	المعرض	ausstellingen	مَعرِض	N;NOM;FEM;SG	N;NOM;DEF;SG
ausstellung	معرض	ausstellingen	مَعرِض	N;NOM;FEM;SG	N;NOM;INDF;SG
aufgabe	الانتداب	aufgaben	اِنتِدَاب	N;NOM;FEM;SG	N;NOM;DEF;SG
aufgabe	التكليف	aufgaben	تَكلِيف	N;NOM;FEM;SG	N;NOM;DEF;SG
aufgabe	المهمة	aufgaben	مَهَمَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
aufgabe	التخلي	aufgaben	تَخَلِّي	N;NOM;FEM;SG	N;NOM;DEF;SG
aufgabe	المهمة	aufgaben	مَهَمَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
aufgabe	مهمة	aufgaben	مَهَمَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
aufgabe	بعثة	aufgaben	بَعثَة	N;NOM;FEM;SG	N;NOM;INDF;SG
aufgabe	البعثة	aufgaben	بَعثَة	N;NOM;FEM;SG	N;NOM;DEF;SG
geld	المال	geld	مَال	N;NOM;NEUT;SG	N;NOM;DEF;SG
geld	نقد	geld	نَقد	N;NOM;NEUT;SG	N;NOM;INDF;SG
kirchen	الكنائس	Kirche	كَنِيسَة	N;PL	N;NOM;DEF;PL
lösung	حل	lösung	حَلّ	N;NOM;FEM;SG	N;NOM;INDF;SG
lösung	الحل	lösung	حَلّ	N;NOM;FEM;SG	N;NOM;DEF;SG
tiere	حيوانات	tier	حيوانات	N;NOM;NEUT;PL	N;NOM;INDF;PL
tiere	الحيوانات	tier	حَيَوَان	N;NOM;NEUT;PL	N;NOM;DEF;PL
tiere	المواشي	tier	مَوشِي	N;NOM;NEUT;PL	N;NOM;DEF;PL
werbung	الاعلان	werbung	إِعلَان	N;NOM;FEM;SG	N;NOM;DEF;SG
werbung	الدعاية	werbung	دِعَايَة	N;NOM;FEM;SG	N;NOM;DEF;SG
werbung	الاعلان	werbung	إِعلَان	N;NOM;FEM;SG	N;NOM;DEF;SG
werbung	اعلان	werbung	إِعلَان	N;NOM;FEM;SG	N;NOM;INDF;SG
winter	الشتاء	winter	شِتَاء	N	N;NOM;DEF;SG
winter	شتاء	winter	شِتَاء	N	N;NOM;INDF;SG
inseln	جزر	inseln	جَزِيرَة	N;NOM;FEM;PL	N;NOM;INDF;PL
objekte	الاجسام	objeken	جِسم	N;NOM;NEUT;PL	N;NOM;DEF;PL
objekte	خصائص	objeken	خَصِيصَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
objekte	خواص	objeken	خَوَاص	N;NOM;NEUT;PL	N;NOM;INDF;PL
objekte	الخصائص	objeken	خَصِيصَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
objekte	الممتلكات	objeken	مُمتَلَكَات	N;NOM;NEUT;PL	N;NOM;DEF;PL
objekte	الخواص	objeken	خَوَاص	N;NOM;NEUT;PL	N;NOM;DEF;PL
herr	سير	herr	سَير	N;NOM;MASC;SG	N;NOM;INDF;SG
hintergrund	خلفيات	hintergrund	خَلفِيّ	ADJ	ADJ;NOM;INDF;FEM;PL
französisch	فرنسيا	französisch	فَرَنسِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
französisch	فرنسية	französisch	فَرَنسِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
französisch	فرنسي	französisch	فَرَنسِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
benutzt	استعمل	benutzen	اِستَعمَل	V;V.PTCP	V;PFV;MASC;SG;3;ACT
benutzt	استخدم	benutzen	اِستَخدَم	V;V.PTCP	V;PFV;MASC;SG;3;ACT
benutzt	استخدمت	benutzen	اِستَخدَم	V;V.PTCP	V;PFV;FEM;SG;3;PASS
jährlich	سنوي	jährlich	سَنَوِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
jährlich	السنوي	jährlich	سَنَوِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
jährlich	سنوية	jährlich	سَنَوِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
jährlich	السنوي	jährlich	سَنَوِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
jährlich	السنوية	jährlich	سَنَوِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
jährlich	سنوي	jährlich	سَنَوِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
jährlich	سنوية	jährlich	سَنَوِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
erweitert	مددت	erweitern	مَدَّد	V;V.PTCP	V;PFV;FEM;SG;3;ACT
unterstützt	يدعم	unterstützen	دَعَم	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
unterstützt	تؤيد	unterstützen	أَيَّد	V;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
produziert	انتج	produzieren	أَنتَج	V;V.PTCP	V;PFV;MASC;SG;3;ACT
produziert	تنتج	produzieren	أَنتَج	V;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
produziert	ينتج	produzieren	أَنتَج	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
wuchs	نما	wachsen	نَمَا	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
allgemein	عالمية	allgemein	عَالَمِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
allgemein	العالمية	allgemein	عَالَمِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
allgemein	شائعة	allgemein	شَائِعَة	ADJ	ADJ;NOM;INDF;FEM;SG
allgemein	شائع	allgemein	شَائِع	ADJ	ADJ;NOM;INDF;MASC;SG
allgemein	عامة	allgemein	عَامّ	ADJ	ADJ;NOM;INDF;FEM;SG
arbeitet	يعمل	arbeiten	عَمِل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
arbeitet	يشتغل	arbeiten	اِشتَغَل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
arbeitet	ينفع	arbeiten	نَفَع	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
nutzung	الاستعمال	nutzung	اِستِعمَال	N;NOM;FEM;SG	N;NOM;DEF;SG
nutzung	الاستخدام	nutzung	اِستِخدَام	N;NOM;FEM;SG	N;NOM;DEF;SG
nutzung	استعمال	nutzung	اِستِعمَال	N;NOM;FEM;SG	N;NOM;INDF;SG
nutzung	استغلال	nutzung	اِستِغلَال	N;NOM;FEM;SG	N;NOM;INDF;SG
nutzung	الاستغلال	nutzung	اِستِغلَال	N;NOM;FEM;SG	N;NOM;DEF;SG
nutzung	الاستعمال	nutzung	اِستِعمَال	N;NOM;FEM;SG	N;NOM;DEF;SG
nutzung	استخدام	nutzung	اِستِخدَام	N;NOM;FEM;SG	N;NOM;INDF;SG
nutzung	الاستخدام	nutzung	اِستِخدَام	N;NOM;FEM;SG	N;NOM;DEF;SG
nutzung	الانتفاع	nutzung	اِنتِفَاع	N;NOM;FEM;SG	N;NOM;DEF;SG
nutzung	الاستفادة	nutzung	اِستِفَادَة	N;NOM;FEM;SG	N;NOM;DEF;SG
architekt	معماري	architekt	مُعَمَّار	ADJ	ADJ;NOM;INDF;MASC;SG
architekt	المعماريين	architekt	مُعَمَّار	ADJ	ADJ;NOM;DEF;MASC;PL
hält	يدوم	halten	دَام	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
hält	تدوم	halten	دَام	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
nördlichen	الشمالية	nördlich	شَمَالِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
nördlichen	الشمالي	nördlich	شَمَالِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
führung	الزعامة	führung	زَعَامَة	N;NOM;FEM;SG	N;NOM;DEF;SG
führung	قيادة	führung	قِيَادَة	N;NOM;FEM;SG	N;NOM;INDF;SG
führung	القيادة	führung	قِيَادَة	N;NOM;FEM;SG	N;NOM;DEF;SG
ordnung	امر	ordnung	أَمر	N	N;NOM;INDF;SG
ordnung	طلب	ordnung	طَلَب	N	N;NOM;INDF;SG
ordnung	ترتيب	ordnung	تَرتِيب	N	N;NOM;INDF;SG
ordnung	الطلب	ordnung	طَلَب	N	N;NOM;DEF;SG
ordnung	النظام	ordnung	نِظَام	N	N;NOM;DEF;SG
tragen	ترتدي	tragen	اِرتَدَى	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
tragen	تلبس	tragen	تَلَبُّس	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
tragen	تحمل	tragen	حَمَل	V;NFIN	V;PFV;MASC;SG;3;FIN;ACT
tragen	احمل	tragen	احمل	V;NFIN	V;PFV;MASC;SG;3;ACT
tragen	ارتدي	tragen	اِرتَدَى	V;NFIN	V;PFV;MASC;SG;2;ACT
westlichen	غربي	westlich	غَربِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
westlichen	غربية	westlich	غَربِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
westlichen	الغربية	westlich	غَربِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
zeichen	وقع	zeichen	وَقَع	V;NFIN	V;PFV;MASC;SG;3;ACT
zeichen	توقع	zeichen	تَوَقَّع	V;NFIN	V;MASC;IMP;SG
früheren	سابق	früh	سَابِق	ADJ	ADJ;NOM;INDF;MASC;SG
früheren	السابقة	früh	سَابِق	ADJ	ADJ;NOM;DEF;FEM;SG
komplett	كامل	komplett	كَامِل	ADJ	ADJ;NOM;INDF;MASC;SG
komplett	كاملة	komplett	كَامِل	ADJ	ADJ;NOM;INDF;FEM;SG
verbreitung	انتشار	verbreitung	اِنتِشَار	N;NOM;FEM;SG	N;NOM;INDF;SG
verbreitung	النشر	verbreitung	نَشر	N;NOM;FEM;SG	N;NOM;DEF;SG
gesetz	القانون	gesetz	قَانُون	N;NOM;NEUT;SG	N;NOM;DEF;SG
gesetz	قانون	gesetz	قَانُون	N;NOM;NEUT;SG	N;NOM;INDF;SG
gesetz	التصرف	gesetz	تَصَرُّف	N;NOM;NEUT;SG	N;NOM;DEF;SG
gesetz	الفعل	gesetz	فِعل	N;NOM;NEUT;SG	N;NOM;DEF;SG
gesetz	التمثيل	gesetz	تَمثِيل	N;NOM;NEUT;SG	N;NOM;DEF;SG
journalist	صحفية	journalist	صُحُفِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
journalist	صحفي	journalist	صُحُفِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
stimme	اتفق	stimmen	اِتَّفَق	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
qualität	النوعية	qualität	نَوعِيَّة	N	N;NOM;DEF;SG
qualität	جودة	qualität	جَودَة	N	N;NOM;INDF;SG
qualität	الجودة	qualität	جَودَة	N	N;NOM;DEF;SG
zahlen	ادفع	zahlen	أَدفَع	V;NFIN	V;MASC;IMP;SG;FIN
zahlen	دفع	zahlen	دَفَع	V;NFIN	V;PFV;MASC;SG;3;ACT
galerie	المعرض	galerie	مَعرِض	N;NOM;FEM;SG	N;NOM;DEF;SG
galerie	معرض	galerie	مَعرِض	N;NOM;FEM;SG	N;NOM;INDF;SG
verlassen	هجرت	verlassen	هَجَر	V;NFIN	V;PFV;FEM;SG;3;ACT
verlassen	يغادر	verlassen	غَادَر	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
verlassen	غادر	verlassen	غَادَر	V;NFIN	V;PFV;MASC;SG;3;ACT
wesentlich	اساسي	wesentlich	أَسَاسِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
stadion	استاد	stadion	استاد	N;NOM;NEUT;SG	N;NOM;INDF;SG
stadion	ملعب	stadion	مَلعَب	N;NOM;NEUT;SG	N;NOM;INDF;SG
stadion	الملعب	stadion	مَلعَب	N;NOM;NEUT;SG	N;NOM;DEF;SG
moderne	حديثة	modern	حَدِيث	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
moderne	الحديثة	modern	حَدِيث	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
bekommen	احصل	bekommen	احصل	V;NFIN	V;MASC;IMP;SG
bekommen	احضر	bekommen	اِحضَرّ	V;NFIN	V;PFV;MASC;SG;3;ACT
unmittelbar	الفوري	unmittelbar	فَورِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
unmittelbar	فوري	unmittelbar	فَورِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
wichtig	هام	wichtig	هَامّ	ADJ	ADJ;NOM;INDF;MASC;SG
wichtig	مهم	wichtig	مُهِمّ	ADJ	ADJ;NOM;INDF;MASC;SG
leistung	الاداء	leistung	أَدَاء	N;NOM;FEM;SG	N;NOM;DEF;SG
leistung	اداء	leistung	أَدَاء	N;NOM;FEM;SG	N;NOM;INDF;SG
leistung	الانجاز	leistung	إِنجَاز	N;NOM;FEM;SG	N;NOM;DEF;SG
leistung	انجاز	leistung	إِنجَاز	N;NOM;FEM;SG	N;NOM;INDF;SG
leistung	الانجاز	leistung	إِنجَاز	N;NOM;FEM;SG	N;NOM;DEF;SG
leistung	انجاز	leistung	إِنجَاز	N;NOM;FEM;SG	N;NOM;INDF;SG
leistung	قوة	leistung	قُوَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
leistung	طاقة	leistung	طَاقَة	N;NOM;FEM;SG	N;NOM;INDF;SG
leistung	الطاقة	leistung	طَاقَة	N;NOM;FEM;SG	N;NOM;DEF;SG
leistung	القوة	leistung	قُوَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
leistung	السلطة	leistung	سُلطَة	N;NOM;FEM;SG	N;NOM;DEF;SG
gespielt	لعبت	spielen	لَعِب	V;V.PTCP	V;PFV;FEM;SG;3;ACT
offiziell	رسميا	offiziell	رَسمِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
gott	اللهم	gott	لُهِمّ	N;NOM;MASC;SG	N;NOM;DEF;SG
gott	الله	gott	اَللّٰه	N;NOM;MASC;SG	N;NOM;DEF;SG
