nie	नहीं	nie	नहीं	PART;NEG	PART;NEG
głos	वॉइस	głos	वॉइस	N;NOM;MASC;SG	N;NOM;MASC;SG;3
głos	आवाज़	głos	आवाज़	N;NOM;MASC;SG	N;NOM;FEM;SG;3
model	मॉडल	model	मॉडल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
spotkania	मुलाकातें	spotkanie	मुलाकात	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
obiekt	वस्तु	obiekt	वस्तु	N;NOM;MASC;SG	N;NOM;FEM;SG;3
obiekt	ऑब्जेक्ट	obiekt	ऑब्जेक्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
obiekt	विषय	obiekt	विषय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przewodniczący	प्रदेशाध्यक्ष	przewodniczący	प्रदेशाध्यक्ष	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przewodniczący	अध्यक्ष	przewodniczący	अध्यक्ष	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przewodniczący	चेयरमैन	przewodniczący	चेयरमैन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przewodniczący	अध्यक्ष	przewodniczący	अध्यक्ष	N;NOM;MASC;SG	N;NOM;MASC;SG;3
następny	अगला	następny	अगला	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
mianowany	नियुक्त	mianować	नियुक्त	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
zakład	शर्त	zakład	शर्त	N;NOM;MASC;SG	N;NOM;FEM;SG;3
malarz	पेंटर	malarz	पेंटर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
malarz	चित्रकार	malarz	चित्रकार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ludzie	लोग	człowiek	लोग	N;NOM;MASC;PL	N;NOM;MASC;PL;3
org	org	org	org		
ukrainy	युक्त	ukrainy	युक्त		
historyk	इतिहासकार	historyk	इतिहासकार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
firma	फर्म	firma	फर्म	N;NOM;FEM;SG	N;NOM;FEM;SG;3
firma	कंपनी	firma	कंपनी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
firma	कम्पनी	firma	कम्पनी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
armia	आर्मी	armia	आर्मी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
armia	फ़ौज	armia	फ़ौज	N;NOM;FEM;SG	N;NOM;FEM;SG;3
armia	सेना	armia	सेना	N;NOM;FEM;SG	N;NOM;FEM;SG;3
armia	फौज	armia	फौज	N;NOM;FEM;SG	N;NOM;FEM;SG;3
live	सजीव	liv	सजीव		
szczyt	शीर्ष	szczyt	शीर्ष	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szczyt	समिट	szczyt	समिट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szczyt	शिखर	szczyt	शिखर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wydział	विभाग	wydział	विभाग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wydział	विभाग	wydział	विभाग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wydział	विभाजन	wydział	विभाजन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wydział	प्रभाग	wydział	प्रभाग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wydział	संकाय	wydział	संकाय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
oddziały	शाखाएं	oddział	शाखा	N;NOM;MASC;PL	N;NOM;FEM;PL;3
oddziały	शाखाएँ	oddział	शाखा	N;NOM;MASC;PL	N;NOM;FEM;PL;3
uniwersytet	विश्वविद्यालय	uniwersytet	विश्वविद्यालय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
uniwersytet	यूनिवर्सिटी	uniwersytet	यूनिवर्सिटी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
sukces	सफलता	sukces	सफलता	N;NOM;MASC;SG	N;NOM;FEM;SG;3
sukces	कामयाबी	sukces	कामयाबी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
powinien	चाहिए	powinien	चाहिए	V;IPFV;MASC;IND;SG;PRS;FIN;ACT	V;ACT
pięciu	पांच	pięć	पांच	NUM;ACC;MASC;PL	NUM
pięciu	पाँच	pięć	पाँच	NUM;ACC;MASC;PL	NUM
słońce	सूर्य	słońce	सूर्य	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słońce	धूप	słońce	धूप	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
słońce	सनशाइन	słońce	सनशाइन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
fakt	फैक्ट	fakt	फैक्ट		
rekord	रिकॉर्ड	rekord	रिकॉर्ड	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rekord	रेकार्ड	rekord	रेकार्ड	N;NOM;MASC;SG	N;NOM;FEM;SG;3
rekord	रिकार्ड	rekord	रिकार्ड	N;NOM;MASC;SG	N;NOM;MASC;SG;3
proszę	कृपया	prosić	कृपया	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;SG;FIN;ACT
organizacja	संगठन	organizacja	संगठन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
organizacja	संगठन	organizacja	संगठन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pkt	पाइंट	punkt	पाइंट		
powinno	चाहिए	powinien	चाहिए	V;IPFV;NEUT;IND;SG;PRS;FIN;ACT	V;ACT
koncert	concerto	koncert	concerto	N;NOM;MASC;SG	N;NOM;MASC;SG;3
koncert	कॉन्सर्ट	koncert	कॉन्सर्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
praca	नौकरी	praca	नौकरी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
praca	कार्य	praca	कार्य	N;NOM;FEM;SG	N;NOM;MASC;SG;3
praca	जॉब	praca	जॉब	N;NOM;FEM;SG	N;NOM;MASC;SG;3
praca	कार्यालय	praca	कार्यालय	N;NOM;FEM;SG	N;NOM;MASC;SG;3
praca	काम	praca	काम	N;NOM;FEM;SG	N;NOM;MASC;SG;3
praca	कार्य	praca	कार्य	N;NOM;FEM;SG	N;NOM;MASC;SG;3
radio	रेडियो	radio	रेडियो	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
stowarzyszenia	सम्बद्धता	stowarzyszenie	सम्बद्धता	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
stowarzyszenia	एसोसिएशन	stowarzyszenie	एसोसिएशन	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
stowarzyszenia	सम्बद्धता	stowarzyszenie	सम्बद्धता	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
stowarzyszenia	एसोसिएशन	stowarzyszenie	एसोसिएशन	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
stowarzyszenia	संघ	stowarzyszenie	संघ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
osiągnął	पहुंचा	osiągnąć	पहुंच	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
wrócił	लौटाया	wrócić	लौटा	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
poprzedni	पिछला	poprzedni	पिछला	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
silnik	इंजन	silnik	इंजन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
silnik	मोटर	silnik	मोटर	N;NOM;MASC;SG	N;NOM;FEM;SG;3
samolot	विमान	samolot	विमान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
samolot	वायुयान	samolot	वायुयान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
samolot	समतल	samolot	समतल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
samolot	प्लेन	samolot	प्लेन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
samolot	विमान	samolot	विमान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
samolot	वायुयान	samolot	वायुयान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
usunięto	मिटाया	usunąć	मिटा	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
lekkoatleta	खिलाड़ी	lekkoatleta	खिलाडी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
środowiska	वातावरण	środowisko	वातावरण	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
środowiska	परिवेश	środowisko	परिवेश	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
środowiska	एनवायरनमेंट	środowisko	एनवायरनमेंट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
środowiska	पर्यावरण	środowisko	पर्यावरण	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nazwisko	सरनेम	nazwisko	सरनेम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nazwisko	उपनाम	nazwisko	उपनाम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nazwisko	नाम	nazwisko	नाम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
klasyfikacja	वर्गीकरण	klasyfikacja	वर्गीकरण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
klasyfikacja	ग्रेडिंग	klasyfikacja	ग्रेडिंग	N;NOM;FEM;SG	N;NOM;FEM;SG;3
płyta	एलबम	płyta	एलबम	N;NOM;FEM;SG	N;NOM;MASC;SG;3
płyta	एल्बम	płyta	एल्बम	N;NOM;FEM;SG	N;NOM;MASC;SG;3
płyta	प्लेट	płyta	प्लेट	N;NOM;FEM;SG	N;NOM;FEM;SG;3
płyta	थाली	płyta	थाला	N;NOM;FEM;SG	N;NOM;FEM;SG;3
płyta	रिकॉर्ड	płyta	रिकॉर्ड	N;NOM;FEM;SG	N;NOM;MASC;SG;3
płyta	रेकार्ड	płyta	रेकार्ड	N;NOM;FEM;SG	N;NOM;FEM;SG;3
płyta	रिकार्ड	płyta	रिकार्ड	N;NOM;FEM;SG	N;NOM;MASC;SG;3
płyta	डिस्क	płyta	डिस्क	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zbudowany	निर्मित	zbudować	निर्मित	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
kształt	आकृति	kształt	आकृति	N;NOM;MASC;SG	N;NOM;FEM;SG;3
kształt	आकार	kształt	आकार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szlak	मार्ग	szlak	मार्ग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szlak	रूट	szlak	रूट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
śpiew	गाना	śpiew	गाना	N;NOM;MASC;SG	N;NOM;MASC;SG;3
śpiew	गायन	śpiew	गायन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lekarz	चिकित्सक	lekarz	चिकित्सक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lekarz	डाक्टर	lekarz	डाक्टर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lekarz	डॉक्टर	lekarz	डॉक्टर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
towarzystwo	सोसायटी	towarzystwo	सोसायटी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
towarzystwo	समाज	towarzystwo	समाज	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
towarzystwo	कंपनी	towarzystwo	कंपनी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
towarzystwo	कम्पनी	towarzystwo	कम्पनी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
szablon	टेम्प्लेट	szablon	टेम्प्लेट	N;NOM;MASC;SG	N;NOM;FEM;SG;3
szablon	टेम्पलेट	szablon	टेम्पलेट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
córka	बेटी	córka	बेटी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
znaleźć	ढूंढें	znaleźć	ढूंढ	V;PFV;NFIN;ACT	V;SBJV;PL;FIN;ACT
znaleźć	ढूँढें	znaleźć	ढूँढ	V;PFV;NFIN;ACT	V;SBJV;PL;FIN;ACT
państwo	देश	państwo	देश	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
państwo	अवस्था	państwo	अवस्था	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
państwo	स्टेट	państwo	स्टेट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
państwo	स्थिति	państwo	स्थिति	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
państwo	राज्य	państwo	राज्य	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
hrabia	गणना	hrabia	गणना	N;NOM;MASC;SG	N;NOM;FEM;SG;3
hrabia	गिनती	hrabia	गिनती	N;NOM;MASC;SG	N;NOM;FEM;SG;3
hrabia	अर्ल	hrabia	अर्ल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
osiedle	पड़ोस	osiedle	पड़ोस	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
osiedle	एस्टेट	osiedle	एस्टेट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kolonia	उपनिवेशवाद	kolonia	उपनिवेशवाद	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kolonia	कॉलोनी	kolonia	कॉलोनी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
kolonia	उपनिवेश	kolonia	उपनिवेश	N;NOM;FEM;SG	N;NOM;MASC;SG;3
głosy	आवाज़ें	głos	आवाज़	N;NOM;MASC;PL	N;NOM;FEM;PL;3
biblioteka	लाइब्रेरी	biblioteka	लाइब्रेरी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
biblioteka	पुस्तकालय	biblioteka	पुस्तकालय	N;NOM;FEM;SG	N;NOM;MASC;SG;3
serca	हृदय	serce	हृदय	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
serca	दिल	serce	दिल	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
serca	हृदय	serce	हृदय	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
serca	ह्रदय	serce	ह्रदय	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
serca	दिल	serce	दिल	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
relacja	रिश्ता	relacja	रिश्ता	N;NOM;FEM;SG	N;NOM;MASC;SG;3
relacja	सम्बन्ध	relacja	संबन्ध	N;NOM;FEM;SG	N;NOM;MASC;SG;3
relacja	संबंध	relacja	संबंध	N;NOM;FEM;SG	N;NOM;MASC;SG;3
relacja	रिश्ता	relacja	रिश्ता	N;NOM;FEM;SG	N;NOM;MASC;SG;3
relacja	संबंध	relacja	संबंध	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dyrektor	निर्देशक	dyrektor	निर्देशक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dyrektor	निदेशक	dyrektor	निदेशक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dyrektor	प्रधानाचार्य	dyrektor	प्रधानाचार्य	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dyrektor	प्रिंसिपल	dyrektor	प्रिंसिपल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
por	पोर	por	पोर		
okręg	लैन	okręg	लैन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
okręg	जिला	okręg	जिला	N;NOM;MASC;SG	N;NOM;MASC;SG;3
okręg	डिस्ट्रिक्ट	okręg	डिस्ट्रिक्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
okręg	ज़िला	okręg	ज़िला	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rada	मंत्रिपरिषद	rada	मंत्रिपरिषद	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rada	काउंसिल	rada	काउंसिल	N;NOM;FEM;SG	N;NOM;FEM;SG;3
rada	परिषद	rada	परिषद	N;NOM;FEM;SG	N;NOM;FEM;SG;3
spis	निर्देशिका	spis	निर्देशिका	N;NOM;MASC;SG	N;NOM;FEM;SG;3
spis	निर्देशिका	spis	निर्देशिका	N;NOM;MASC;SG	N;NOM;FEM;SG;3
spis	इंडेक्स	spis	इंडेक्स	N;NOM;MASC;SG	N;NOM;MASC;SG;3
spis	सूचकांक	spis	सूचकांक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
spis	सूची	spis	सूची	N;NOM;MASC;SG	N;NOM;FEM;SG;3
man	मैन	mana	मैन		
man	man	mana	ओे		
ulica	सड़क	ulica	सड़क	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ulica	गली	ulica	गली	N;NOM;FEM;SG	N;NOM;FEM;SG;3
początek	प्रारंभ	początek	प्रारंभ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
początek	शुरुआत	początek	शुरुआत	N;NOM;MASC;SG	N;NOM;FEM;SG;3
początek	आरम्भ	początek	आरम्भ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
początek	शुरूआत	początek	शुरूआत	N;NOM;MASC;SG	N;NOM;FEM;SG;3
urodzenia	जन्म	urodzić	जन्म	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
założony	स्थापित	założyć	स्थापित	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
colspan	colspan	colspać	८तुआठ		
godzina	घंटा	godzina	घंटा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
most	ब्रिज	most	ब्रिज	N;NOM;MASC;SG	N;NOM;MASC;SG;3
most	पुल	most	पुल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
most	सेतु	most	सेतु	N;NOM;MASC;SG	N;NOM;MASC;SG;3
możliwe	संभव	możliwy	संभव	ADJ;NOM;NEUT;SG	ADJ
elementy	वस्तुएँ	element	वस्तु	N;NOM;MASC;PL	N;NOM;FEM;PL;3
elementy	वस्तुएं	element	वस्तु	N;NOM;MASC;PL	N;NOM;FEM;PL;3
dziennikarz	रिपोर्टर	dziennikarz	रिपोर्टर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
człowiek	मनुष्य	człowiek	मनुष्य	N;NOM;MASC;SG	N;NOM;MASC;SG;3
człowiek	मानव	człowiek	मानव	N;NOM;MASC;SG	N;NOM;MASC;SG;3
człowiek	इंसान	człowiek	इंसान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
człowiek	पुरुष	człowiek	पुरुष	N;NOM;MASC;SG	N;NOM;MASC;SG;3
człowiek	मनुष्य	człowiek	मनुष्य	N;NOM;MASC;SG	N;NOM;MASC;SG;3
człowiek	आदमी	człowiek	आदमी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
człowiek	इन्सान	człowiek	इन्सान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
punkt	बिंदु	punkt	बिंदु	N;NOM;MASC;SG	N;NOM;MASC;SG;3
punkt	बिन्दु	punkt	बिंदु	N;NOM;MASC;SG	N;NOM;MASC;SG;3
punkt	पॉइंट	punkt	पॉइंट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
teren	मैदान	teren	मैदान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
teren	क्षेत्र	teren	क्षेत्र	N;NOM;MASC;SG	N;NOM;MASC;SG;3
teren	क्षेत्रफल	teren	क्षेत्रफल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zdjęcie	फोटो	zdjęcie	फोटो	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zdjęcie	फ़ोटो	zdjęcie	फाोट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdjęcie	फोटोग्राफ	zdjęcie	फोटोग्राफ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdjęcie	तस्वीर	zdjęcie	तस्वीर	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zdjęcie	पिक्चर	zdjęcie	पिक्चर	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdjęcie	चित्र	zdjęcie	चित्र	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zastępca	डिप्टी	zastępca	डिप्टी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
plan	प्लान	plan	प्लान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
plan	योजना	plan	योजना	N;NOM;MASC;SG	N;NOM;FEM;SG;3
szerokość	चौड़ाई	szerokość	चौड़ाई	N;NOM;FEM;SG	N;NOM;FEM;SG;3
osoba	व्यक्ति	osoba	व्यक्ति	N;NOM;FEM;SG	N;NOM;MASC;SG;3
diagram	आरेख	diagrać	आरेख	N;NOM;MASC;SG	N;NOM;MASC;SG;3
awans	प्रचार	awans	प्रचार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
awans	तरक्की	awans	तरक्की	N;NOM;MASC;SG	N;NOM;FEM;SG;3
awans	प्रमोशन	awans	प्रमोशन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
uczestnik	प्रतियोगी	uczestnik	प्रतियोगी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
uczestnik	भागीदार	uczestnik	भागीदार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
list	लेटर	list	लेटर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
list	पत्र	list	पत्र	N;NOM;MASC;SG	N;NOM;MASC;SG;3
list	अक्षर	list	अक्षर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
las	जंगल	las	जंगल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wartość	मूल्य	wartość	मूल्य	N;NOM;FEM;SG	N;NOM;MASC;SG;3
mały	छोटा	mały	छोटा	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
mały	छोटी	mały	छोटा	ADJ;NOM;MASC;SG	ADJ;FEM;SG
mały	छोटा	mały	छोटा	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
mały	छोटी	mały	छोटा	ADJ;NOM;MASC;SG	ADJ;FEM;SG
cesarz	सम्राट	cesarz	सम्राट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rzeczy	बातों	rzecz	बात	N;ACC;FEM;PL	N;ACC;FEM;PL;3
oficerów	अधिकारीयों	oficer	अधिकारी	N;ACC;MASC;PL	N;ACC;MASC;PL;3
oficerów	अधिकारियों	oficer	अधिकारी	N;ACC;MASC;PL	N;ACC;MASC;PL;3
start	आरंभ	start	आरम्भ		
#aaa	#aaa	#aaa	#aaa		
runda	दौर	runda	दौर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
runda	गोल	runda	गोल	N;NOM;FEM;SG	N;NOM;MASC;SG;3
runda	राउंड	runda	राउंड	N;NOM;FEM;SG	N;NOM;MASC;SG;3
runda	गोलाकार	runda	गोलाकार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
stadium	स्टेडियम	stadium	स्टेडियम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
mała	लिटिल	mały	लिटिल		
zbiór	खेती	zbiór	खेती	N;NOM;MASC;SG	N;NOM;FEM;SG;3
zbiór	कटाई	zbiór	कटाई	N;NOM;MASC;SG	N;NOM;FEM;SG;3
zbiór	संग्रह	zbiór	संग्रह	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zbiór	कलेक्शन	zbiór	कलेक्शन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zbiór	संग्रहण	zbiór	संग्रहण	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zbiór	कटाई	zbiór	कटाई	N;NOM;MASC;SG	N;NOM;FEM;SG;3
pole	डिब्बा	pole	डिब्बा	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pole	बॉक्स	pole	बॉक्स	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pole	बक्सा	pole	बक्सा	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pole	फील्ड	pole	फील्ड	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pole	फ़ील्ड	pole	फ़ील्ड	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
piosenka	गाना	piosenka	गाना	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sekretarz	रजिस्ट्रार	sekretarz	रजिस्ट्रार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sekretarz	सचिव	sekretarz	सचिव	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stowarzyszenie	सम्बद्धता	stowarzyszenie	सम्बद्धता	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
stowarzyszenie	एसोसिएशन	stowarzyszenie	एसोसिएशन	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
stowarzyszenie	संघ	stowarzyszenie	संघ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
gdańsk	gdańsk	gdańsk	gdańsk		
gdańsk	gdansk	gdańsk	gdansk		
ilość	मात्रा	ilość	मात्रा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ilość	राशि	ilość	राशि	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ilość	मात्रा	ilość	मात्रा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
połączenia	कनेक्शन्स	połączenie	कनेक्शन्स	N;NOM;NEUT;PL	N;NOM;MASC;PL;3
dzielnica	पड़ोस	dzielnica	पड़ोस	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dzielnica	जिला	dzielnica	जिला	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dzielnica	डिस्ट्रिक्ट	dzielnica	डिस्ट्रिक्ट	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dzielnica	ज़िला	dzielnica	ज़िला	N;NOM;FEM;SG	N;NOM;MASC;SG;3
statystyki	आंकड़े	statystyka	आंकड़ा	N;NOM;FEM;PL	N;NOM;MASC;PL;3
statystyki	आंकड़े	statystyka	आंकड़ा	N;NOM;FEM;PL	N;NOM;MASC;PL;3
edycja	संपादन	edycja	संपादन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
edycja	संस्करण	edycja	संस्करण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
edycja	सम्पादन	edycja	सम्पादन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
edycja	संपादन	edycja	संपादन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
funkcje	फंक्शन्स	funkcja	फंक्शन्स	N;NOM;FEM;PL	N;NOM;MASC;PL;3
funkcje	विशेषताएं	funkcja	विशेषता	N;NOM;FEM;PL	N;NOM;FEM;PL;3
funkcje	विशेषताएँ	funkcja	विशेषता	N;NOM;FEM;PL	N;NOM;FEM;PL;3
funkcje	सुविधाएँ	funkcja	सुविधा	N;NOM;FEM;PL	N;NOM;FEM;PL;3
poziom	स्तर	poziom	स्तर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
blisko	बन्द	blisko	बंद		
ciało	जिस्म	ciało	जिस्म	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ciało	बॉडी	ciało	बॉडी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
ciało	शरीर	ciało	शरीर	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pola	पोला	pole	पोला		
kierownik	प्रबंधक	kierownik	प्रबंधक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kierownik	मैनेजर	kierownik	मैनेजर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
funkcja	फंक्शन	funkcja	फंक्शन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
funkcja	फ़ंक्शन	funkcja	फ़ंक्शन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
funkcja	प्रकार्य	funkcja	प्रकार्य	N;NOM;FEM;SG	N;NOM;MASC;SG;3
funkcja	फलन	funkcja	फलन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
funkcja	सुविधा	funkcja	सुविधा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
funkcja	विशेषता	funkcja	विशेषता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
gwiazdy	तारों	gwiazda	तारा	N;ACC;FEM;PL	N;ACC;MASC;PL;3
gwiazdy	तारों	gwiazda	तारा	N;ACC;FEM;PL	N;ACC;MASC;PL;3
