com	avec	com	avec	ADP	ADP
quarta	quatrième	quarto	quatrième	ADJ;FEM;SG	ADJ;MASC;SG
prefeitura	préfecture	prefeitura	préfecture	N;FEM;SG	N;FEM;SG
continua	poursuit	continuar	poursuivre	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
continua	continuer	continuar	continuer	V;IND;SG;3;PRS;FIN	V;NFIN
continua	poursuivre	continuar	poursuivre	V;IND;SG;3;PRS;FIN	V;NFIN
soviética	soviet	soviético	soviet	N;FEM;SG	N;MASC;SG
vencedor	vainqueur	vencedor	vainqueur	N;MASC;SG	N;MASC;SG
vencedor	lauréat	vencedor	lauréat	N;MASC;SG	N;MASC;SG
estrelas	etoiles	estrela	etoile	N;FEM;PL	N;FEM;PL
estrelas	étoiles	estrela	étoile	N;FEM;PL	N;FEM;PL
estrelas	etoiles	estrela	etoile	N;FEM;PL	N;FEM;PL
estrelas	vedettes	estrela	vedette	N;FEM;PL	N;FEM;PL
estrelas	étoiles	estrela	étoile	N;FEM;PL	N;FEM;PL
famílias	ménages	família	ménage	N;FEM;PL	N;MASC;PL
famílias	familles	família	famille	N;FEM;PL	N;FEM;PL
posto	grade	posto	grade	N;MASC;SG	N;MASC;SG
posto	rang	posto	rang	N;MASC;SG	N;MASC;SG
disponível	disponible	disponível	disponible	ADJ;MASC;SG	ADJ;MASC;SG
desenvolvido	développée	desenvolver	développer	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
desenvolvido	développé	desenvolver	développer	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
programação	programmation	programação	programmation	N;FEM;SG	N;FEM;SG
programação	calendrier	programação	calendrier	N;FEM;SG	N;MASC;SG
bandas	bandes	banda	bande	N;FEM;PL	N;FEM;PL
bandas	groupes	banda	groupe	N;FEM;PL	N;MASC;PL
eleição	élection	eleição	élection	N;FEM;SG	N;FEM;SG
eleição	election	eleição	election	N;FEM;SG	N;FEM;SG
letra	lettre	letra	lettre	N;FEM;SG	N;FEM;SG
software	logiciel	software	logiciel	N;MASC;SG	N;MASC;SG
white	blanc	white	blanc	N;MASC;SG	N;MASC;SG
tradição	tradition	tradição	tradition	N;FEM;SG	N;FEM;SG
pequenos	petits	pequeno	petit	ADJ;MASC;PL	ADJ;MASC;PL
pequenos	petites	pequeno	petit	ADJ;MASC;PL	ADJ;FEM;PL
decreto	décret	decreto	décret	N;MASC;SG	N;MASC;SG
flores	fleurs	flor	fleur	N;FEM;PL	N;FEM;PL
star	étoile	star	étoile	N;MASC;SG	N;FEM;SG
star	vedette	star	vedette	N;MASC;SG	N;FEM;SG
star	star	star	star	N;MASC;SG	N;FEM;SG
encontrada	trouvée	encontrar	trouver	V;FEM;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
encontrada	trouvé	encontrar	trouver	V;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
encontrada	retrouvé	encontrar	retrouver	V;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
autores	auteurs	autor	auteur	N;MASC;PL	N;MASC;PL
rios	fleuves	rio	fleuve	N;MASC;PL	N;MASC;PL
rios	rivières	rio	rivière	N;MASC;PL	N;FEM;PL
taxa	taux	taxa	taux	N;FEM;SG	N;MASC;SG
taxa	tarif	taxa	tarif	N;FEM;SG	N;MASC;SG
taxa	redevance	taxa	redevance	N;FEM;SG	N;FEM;SG
doença	maladie	doença	maladie	N;FEM;SG	N;FEM;SG
doença	maladie	doença	maladie	N;FEM;SG	N;FEM;SG
doença	maladie	doença	maladie	N;FEM;SG	N;FEM;SG
entrar	entrer	entrar	entrer	V;NFIN	V;NFIN
entrar	entrez	entrar	entrer	V;NFIN	V;IMP;PL;2;PRS;FIN
entrar	saisir	entrar	saisir	V;NFIN	V;NFIN
entrar	saisissez	entrar	saisir	V;NFIN	V;IMP;PL;2;PRS;FIN
valores	valeurs	valor	valeur	N;MASC;PL	N;FEM;PL
quinta	jeudi	quinta	jeudi	N;FEM;SG	N;MASC;SG
navio	récipient	navio	récipient	N;MASC;SG	N;MASC;SG
navio	navire	navio	navire	N;MASC;SG	N;MASC;SG
navio	vaisseau	navio	vaisseau	N;MASC;SG	N;MASC;SG
navio	navire	navio	navire	N;MASC;SG	N;MASC;SG
navio	vaisseau	navio	vaisseau	N;MASC;SG	N;MASC;SG
nove	neuf	nove	neuf	NUM	NUM
águas	eaux	água	eau	N;FEM;PL	N;FEM;PL
águas	eaux	água	eau	N;FEM;PL	N;FEM;PL
princípio	principe	princípio	principe	N;MASC;SG	N;MASC;SG
suficiente	suffisant	suficiente	suffisant	ADJ;MASC;SG	ADJ;MASC;SG
suficiente	suffisante	suficiente	suffisant	ADJ;MASC;SG	ADJ;FEM;SG
washington	washington	washington	washington	N;MASC;SG	N;MASC;SG
comportamento	comportement	comportamento	comportement	N;MASC;SG	N;MASC;SG
comportamento	comportement	comportamento	comportement	N;MASC;SG	N;MASC;SG
perfil	profil	perfil	profil	N;MASC;SG	N;MASC;SG
universo	univers	universo	univers	N;MASC;SG	N;MASC;SG
secretário	greffier	secretário	greffier	N;MASC;SG	N;MASC;SG
secretário	secrétaire	secretário	secrétaire	N;MASC;SG	N;MASC;SG
humana	humaine	humano	humain	ADJ;FEM;SG	ADJ;FEM;SG
humana	humain	humano	humain	ADJ;FEM;SG	ADJ;MASC;SG
piloto	pilote	piloto	pilote	N;MASC;SG	N;MASC;SG
mãos	mains	mão	main	N;FEM;PL	N;FEM;PL
descrita	décrit	descrever	décrire	V;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
descrita	décrite	descrever	décrire	V;FEM;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
meia	chaussette	meia	chaussette	N;FEM;SG	N;FEM;SG
meia	moitié	meia	moitié	N;FEM;SG	N;FEM;SG
horizonte	horizon	horizonte	horizon	N;MASC;SG	N;MASC;SG
tentar	essaie	tentar	essayer	V;NFIN	V;IND;SG;3;PRS;FIN
tentar	essayez	tentar	essayer	V;NFIN	V;IMP;PL;2;PRS;FIN
tentar	essayer	tentar	essayer	V;NFIN	V;NFIN
tentar	essaye	tentar	essayer	V;NFIN	V;IND;SG;3;PRS;FIN
tentar	essayant	tentar	essayer	V;NFIN	V;PRS;V.PTCP
tentar	essayer	tentar	essayer	V;NFIN	V;NFIN
próxima	prochain	próximo	prochain	ADJ;FEM;SG	ADJ;MASC;SG
próxima	suivante	próximo	suivant	ADJ;FEM;SG	ADJ;FEM;SG
próxima	prochaine	próximo	prochain	ADJ;FEM;SG	ADJ;FEM;SG
tropical	tropicale	tropical	tropical	ADJ;MASC;SG	ADJ;FEM;SG
tropical	tropical	tropical	tropical	ADJ;MASC;SG	ADJ;MASC;SG
anunciou	annoncé	anunciar	annoncer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
anunciou	annoncée	anunciar	annoncer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
contexto	contexte	contexto	contexte	N;MASC;SG	N;MASC;SG
corrida	course	corrida	course	N;FEM;SG	N;FEM;SG
corrida	race	corrida	race	N;FEM;SG	N;FEM;SG
corrida	course	corrida	course	N;FEM;SG	N;FEM;SG
corrida	racing	corrida	racing	N;FEM;SG	N;MASC;SG
linguagem	langue	linguagem	langue	N;FEM;SG	N;FEM;SG
linguagem	langage	linguagem	langage	N;FEM;SG	N;MASC;SG
sangue	sang	sangue	sang	N;MASC;SG	N;MASC;SG
pena	pitié	pena	pitié	N;FEM;SG	N;FEM;SG
pena	honte	pena	honte	N;FEM;SG	N;FEM;SG
pena	plume	pena	plume	N;FEM;SG	N;FEM;SG
pena	peine	pena	peine	N;FEM;SG	N;FEM;SG
pena	pénalité	pena	pénalité	N;FEM;SG	N;FEM;SG
pena	sanction	pena	sanction	N;FEM;SG	N;FEM;SG
image	image	image	image	N;MASC;SG	N;FEM;SG
park	parc	park	parc	N;MASC;SG	N;MASC;SG
regime	régime	regime	régime	N;MASC;SG	N;MASC;SG
diretamente	directement	diretamente	directement	ADV	ADV
conquista	conquête	conquista	conquête	N;FEM;SG	N;FEM;SG
conquista	conquête	conquista	conquête	N;FEM;SG	N;FEM;SG
conquista	accomplissement	conquista	accomplissement	N;FEM;SG	N;MASC;SG
apareceu	apparu	aparecer	apparaître	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
apareceu	apparut	aparecer	apparaître	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
apareceu	paru	aparecer	paraître	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
apareceu	parut	aparecer	paraître	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
caixa	coffret	caixa	coffret	N;FEM;SG	N;MASC;SG
caixa	boîte	caixa	boîte	N;FEM;SG	N;FEM;SG
caixa	boite	caixa	boîte	N;FEM;SG	N;FEM;SG
caixa	caissière	caixa	caissier	N;FEM;SG	N;FEM;SG
caixa	caissier	caixa	caissier	N;FEM;SG	N;MASC;SG
moderna	modernité	moderno	modernité	N;FEM;SG	N;FEM;SG
alunos	étudiants	aluno	étudiant	N;MASC;PL	N;MASC;PL
alunos	etudiants	aluno	etudiant	N;MASC;PL	N;MASC;PL
alunos	élèves	aluno	élève	N;MASC;PL	N;MASC;PL
alunos	élèves	aluno	élève	N;MASC;PL	N;MASC;PL
gol	objectif	gol	objectif	N;MASC;SG	N;MASC;SG
gol	but	gol	but	N;MASC;SG	N;MASC;SG
atlético	athlétisme	atlético	athlétisme	N;MASC;SG	N;MASC;SG
atlético	atlético	atlético	atlético	N;MASC;SG	N;MASC;SG
marido	mari	marido	mari	N;MASC;SG	N;MASC;SG
marido	époux	marido	époux	N;MASC;SG	N;MASC;SG
marido	mari	marido	mari	N;MASC;SG	N;MASC;SG
operações	opérations	operação	opération	N;FEM;PL	N;FEM;PL
operações	opérations	operação	opération	N;FEM;PL	N;FEM;PL
operações	transactions	operação	transaction	N;FEM;PL	N;FEM;PL
cópias	exemplaires	cópia	exemplaire	N;FEM;PL	N;MASC;PL
cópias	copies	cópia	copie	N;FEM;PL	N;FEM;PL
temperatura	température	temperatura	température	N;FEM;SG	N;FEM;SG
plantas	plantes	planta	plante	N;FEM;PL	N;FEM;PL
publicação	poste	publicação	poste	N;FEM;SG	N;MASC;SG
publicação	publication	publicação	publication	N;FEM;SG	N;FEM;SG
publicação	publication	publicação	publication	N;FEM;SG	N;FEM;SG
publicação	édition	publicação	édition	N;FEM;SG	N;FEM;SG
publicação	publication	publicação	publication	N;FEM;SG	N;FEM;SG
quadro	table	quadro	table	N;MASC;SG	N;FEM;SG
quadro	tableau	quadro	tableau	N;MASC;SG	N;MASC;SG
quadro	cadre	quadro	cadre	N;MASC;SG	N;MASC;SG
joseph	joseph	joseph	joseph	N;MASC;SG	N;MASC;SG
transmissão	transmission	transmissão	transmission	N;FEM;SG	N;FEM;SG
transmissão	diffusion	transmissão	diffusion	N;FEM;SG	N;FEM;SG
transmissão	radiodiffusion	transmissão	radiodiffusion	N;FEM;SG	N;FEM;SG
suécia	suède	suécia	suède	N;FEM;SG	N;FEM;SG
sequência	séquence	sequência	séquence	N;FEM;SG	N;FEM;SG
prémio	prime	prémio	prime	N;MASC;SG	N;FEM;SG
prémio	récompense	prémio	récompense	N;MASC;SG	N;FEM;SG
night	soirée	night	soirée	N;MASC;SG	N;FEM;SG
night	nuit	night	nuit	N;MASC;SG	N;FEM;SG
night	soir	night	soir	N;MASC;SG	N;MASC;SG
ataques	attaques	ataque	attaque	N;MASC;PL	N;FEM;PL
ataques	agressions	ataque	agression	N;MASC;PL	N;FEM;PL
ataques	attentats	ataque	attentat	N;MASC;PL	N;MASC;PL
poeta	poète	poeta	poète	N;MASC;SG	N;MASC;SG
instituição	institution	instituição	institution	N;FEM;SG	N;FEM;SG
objetos	objets	objeto	objet	N;MASC;PL	N;MASC;PL
participantes	participants	participante	participant	N;MASC;PL	N;MASC;PL
participantes	participants	participante	participant	N;MASC;PL	N;MASC;PL
reúne	recueille	reunir	recueillir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reúne	rassemble	reunir	rassembler	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
individual	individuelle	individual	individuel	ADJ;MASC;SG	ADJ;FEM;SG
individual	individuel	individual	individuel	ADJ;MASC;SG	ADJ;MASC;SG
inverno	hiver	inverno	hiver	N;MASC;SG	N;MASC;SG
desenho	dessin	desenho	dessin	N;MASC;SG	N;MASC;SG
desenho	design	desenho	design	N;MASC;SG	N;MASC;SG
desenho	conception	desenho	conception	N;MASC;SG	N;FEM;SG
desenho	dessin	desenho	dessin	N;MASC;SG	N;MASC;SG
desenho	tirage	desenho	tirage	N;MASC;SG	N;MASC;SG
portal	porte	portal	porte	N;MASC;SG	N;FEM;SG
portal	portail	portal	portail	N;MASC;SG	N;MASC;SG
exposição	expo	exposição	expo	N;FEM;SG	N;FEM;SG
exposição	exposition	exposição	exposition	N;FEM;SG	N;FEM;SG
exposição	exposition	exposição	exposition	N;FEM;SG	N;FEM;SG
perda	perte	perda	perte	N;FEM;SG	N;FEM;SG
declaro	déclarer	declaro	déclarer	V;IND;SG;1;PRS;FIN	V;NFIN
pintura	peinture	pintura	peinture	N;FEM;SG	N;FEM;SG
pintura	peinture	pintura	peinture	N;FEM;SG	N;FEM;SG
enciclopédia	encyclopédie	enciclopédia	encyclopédie	N;FEM;SG	N;FEM;SG
enciclopédia	encyclopédie	enciclopédia	encyclopédie	N;FEM;SG	N;FEM;SG
congresso	congrès	congresso	congrès	N;MASC;SG	N;MASC;SG
bibliografia	bibliographie	bibliografia	bibliographie	N;FEM;SG	N;FEM;SG
drama	drame	drama	drame	N;MASC;SG	N;MASC;SG
criança	enfant	criança	enfant	N;FEM;SG	N;MASC;SG
recentemente	récemment	recentemente	récemment	ADV	ADV
realizar	effectuer	realizar	effectuer	V;NFIN	V;NFIN
receber	reçois	receber	recevoir	V;NFIN	V;IND;SG;1;PRS;FIN
receber	reçoivent	receber	recevoir	V;NFIN	V;IND;PL;3;PRS;FIN
receber	recevez	receber	recevoir	V;NFIN	V;IMP;PL;2;PRS;FIN
receber	recevoir	receber	recevoir	V;NFIN	V;NFIN
receber	recevant	receber	recevoir	V;NFIN	V;PRS;V.PTCP
receber	recevoir	receber	recevoir	V;NFIN	V;NFIN
modelos	maquettes	modelo	maquette	N;MASC;PL	N;FEM;PL
modelos	modèles	modelo	modèle	N;MASC;PL	N;MASC;PL
modelos	modèles	modelo	modèle	N;MASC;PL	N;MASC;PL
modelos	gabarits	modelo	gabarit	N;MASC;PL	N;MASC;PL
séculos	siècles	século	siècle	N;MASC;PL	N;MASC;PL
apresentação	présentation	apresentação	présentation	N;FEM;SG	N;FEM;SG
bairros	districts	bairro	district	N;MASC;PL	N;MASC;PL
bairros	arrondissements	bairro	arrondissement	N;MASC;PL	N;MASC;PL
bairros	quartiers	bairro	quartier	N;MASC;PL	N;MASC;PL
bairros	quartiers	bairro	quartier	N;MASC;PL	N;MASC;PL
bairros	quartiers	bairro	quartier	N;MASC;PL	N;MASC;PL
links	liens	link	lien	N;MASC;PL	N;MASC;PL
mark	marque	mark	marque	N;MASC;SG	N;FEM;SG
marcelo	marcelo	marcelo	marcelo	N;MASC;SG	N;MASC;SG
marcelo	marcel	marcelo	marcel	N;MASC;SG	N;MASC;SG
marcelo	étienne	marcelo	étien	N;MASC;SG	N;MASC;SG
prisão	arrestation	prisão	arrestation	N;FEM;SG	N;FEM;SG
prisão	prison	prisão	prison	N;FEM;SG	N;FEM;SG
prisão	prison	prisão	prison	N;FEM;SG	N;FEM;SG
art	art	art	art	N;MASC;SG	N;MASC;SG
derrota	défaite	derrota	défaite	N;FEM;SG	N;FEM;SG
evolução	developpement	evolução	developpement	N;FEM;SG	N;MASC;SG
evolução	développement	evolução	développement	N;FEM;SG	N;MASC;SG
evolução	evolution	evolução	evolution	N;FEM;SG	N;FEM;SG
evolução	évolution	evolução	évolution	N;FEM;SG	N;FEM;SG
concurso	compétition	concurso	compétition	N;MASC;SG	N;FEM;SG
concurso	concurrence	concurso	concurrence	N;MASC;SG	N;FEM;SG
concurso	concours	concurso	concours	N;MASC;SG	N;MASC;SG
concurso	concours	concurso	concours	N;MASC;SG	N;MASC;SG
planta	usine	planta	usine	N;FEM;SG	N;FEM;SG
planta	plante	planta	plante	N;FEM;SG	N;FEM;SG
realidade	réalité	realidade	réalité	N;FEM;SG	N;FEM;SG
piano	piano	piano	piano	N;MASC;SG	N;MASC;SG
colocado	placée	colocar	placer	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
colocado	placé	colocar	placer	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
clima	climat	clima	climat	N;MASC;SG	N;MASC;SG
clima	temps	clima	temps	N;MASC;SG	N;MASC;SG
clima	météorologie	clima	météorologie	N;MASC;SG	N;FEM;SG
clima	météo	clima	météo	N;MASC;SG	N;FEM;SG
clima	climat	clima	climat	N;MASC;SG	N;MASC;SG
entrevista	entrevue	entrevista	entrevue	N;FEM;SG	N;FEM;SG
entrevista	entretien	entrevista	entretien	N;FEM;SG	N;MASC;SG
entrevista	interview	entrevista	interview	N;FEM;SG	N;FEM;SG
jones	jones	jone	jone	N;MASC;SG	N;MASC;SG
renda	dentelle	renda	dentelle	N;FEM;SG	N;FEM;SG
renda	lacet	renda	lacet	N;FEM;SG	N;MASC;SG
renda	lace	renda	lace	N;FEM;SG	N;MASC;SG
renda	loyer	renda	loyer	N;FEM;SG	N;MASC;SG
normal	normale	normal	normal	ADJ;MASC;SG	ADJ;FEM;SG
normal	normal	normal	normal	ADJ;MASC;SG	ADJ;MASC;SG
administradores	administrateurs	administrador	administrateur	N;MASC;PL	N;MASC;PL
administradores	administrateurs	administrador	administrateur	N;MASC;PL	N;MASC;PL
construída	construite	construir	construire	V;FEM;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
construída	construit	construir	construire	V;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
construída	bâti	construir	bâtir	V;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
construída	construite	construir	construire	V;FEM;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
construída	construit	construir	construire	V;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
gravação	enregistrement	gravação	enregistrement	N;FEM;SG	N;MASC;SG
gravação	gravure	gravação	gravure	N;FEM;SG	N;FEM;SG
segue	suivre	seguir	suivre	V;IND;SG;3;PRS;FIN	V;NFIN
segue	suit	seguir	suivre	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ascensão	ascension	ascensão	ascension	N;FEM;SG	N;FEM;SG
ascensão	ascension	ascensão	ascension	N;FEM;SG	N;FEM;SG
martins	martine	martin	martine	N;MASC;SG	N;FEM;SG
reinado	règne	reinado	règne	N;MASC;SG	N;MASC;SG
engenheiro	ingénieur	engenheiro	ingénieur	N;MASC;SG	N;MASC;SG
vandalismo	vandalisme	vandalismo	vandalisme	N;MASC;SG	N;MASC;SG
vandalismo	hooliganisme	vandalismo	hooliganisme	N;MASC;SG	N;MASC;SG
campeões	champions	campeão	champion	N;MASC;PL	N;MASC;PL
dizendo	disant	dizer	dire	V;V.MSDR	V;PRS;V.PTCP
israel	israël	israel	israël	N;MASC;SG	N;MASC;SG
exemplos	exemples	exemplo	exemple	N;MASC;PL	N;MASC;PL
gravado	gravée	gravar	gravée	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
gravado	gravé	gravar	gravé	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
gravado	enregistrée	gravar	enregistrer	V;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
gravado	enregistré	gravar	enregistrer	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
shows	concerts	show	concert	N;MASC;PL	N;MASC;PL
shows	spectacles	show	spectacle	N;MASC;PL	N;MASC;PL
iria	ferait	ir	faire	V;COND;SG;3;FIN	V;COND;SG;3;PRS;FIN
figura	chiffre	figura	chiffre	N;FEM;SG	N;MASC;SG
figura	figure	figura	figure	N;FEM;SG	N;FEM;SG
pressão	pression	pressão	pression	N;FEM;SG	N;FEM;SG
aérea	antenne	aéreo	antenne	N;FEM;SG	N;FEM;SG
escala	echelle	escala	echelle	N;FEM;SG	N;FEM;SG
escala	échelle	escala	échelle	N;FEM;SG	N;FEM;SG
escala	escale	escala	escale	N;FEM;SG	N;FEM;SG
chris	christophe	chri	christophe	N;MASC;SG	N;MASC;SG
mato	brousse	mato	brousse	N;MASC;SG	N;FEM;SG
mato	buisson	mato	buisson	N;MASC;SG	N;MASC;SG
poderes	pouvoirs	poder	pouvoir	N;MASC;PL	N;MASC;PL
grau	grade	grau	grade	N;MASC;SG	N;MASC;SG
grau	grau	grau	grau	N;MASC;SG	N;MASC;SG
grau	diplôme	grau	diplôme	N;MASC;SG	N;MASC;SG
grau	degré	grau	degré	N;MASC;SG	N;MASC;SG
erro	erreur	erro	erreur	N;MASC;SG	N;FEM;SG
erro	error	erro	error	N;MASC;SG	N;MASC;SG
erro	erreur	erro	erreur	N;MASC;SG	N;FEM;SG
stadium	stade	stadium	stade	N;MASC;SG	N;MASC;SG
publicou	publiée	publicar	publier	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
publicou	publié	publicar	publier	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
publicou	publiée	publicar	publier	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
publicou	affiché	publicar	afficher	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
publicou	posté	publicar	posté	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
publicou	publié	publicar	publier	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
fifa	fifa	fifa	fif	N;FEM;SG	N;FEM;SG
chega	arrive	chegar	arriver	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
consiste	consiste	consistir	consister	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mudar	modifier	mudar	modifier	V;NFIN	V;NFIN
mudar	changer	mudar	changer	V;NFIN	V;NFIN
billboard	panneau	billboard	panneau	N;MASC;SG	N;MASC;SG
tabela	table	tabela	table	N;FEM;SG	N;FEM;SG
tabela	tableau	tabela	tableau	N;FEM;SG	N;MASC;SG
tabela	diagramme	tabela	diagramme	N;FEM;SG	N;MASC;SG
complexo	complexe	complexo	complexe	ADJ;MASC;SG	ADJ;MASC;SG
textos	textes	texto	texte	N;MASC;PL	N;MASC;PL
arquitetura	architecture	arquitetura	architecture	N;FEM;SG	N;FEM;SG
chave	touche	chave	touche	N;FEM;SG	N;FEM;SG
chave	clef	chave	clef	N;FEM;SG	N;FEM;SG
chave	clé	chave	clé	N;FEM;SG	N;FEM;SG
vinte	vingt	vinte	vingt	NUM	NUM
ponta	pourboire	ponta	pourboire	N;FEM;SG	N;MASC;SG
ponta	pointe	ponta	pointe	N;FEM;SG	N;FEM;SG
ponta	astuce	ponta	astuce	N;FEM;SG	N;FEM;SG
marcou	marqué	marcar	marquer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
marcou	marquée	marcar	marquer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
marcou	marqué	marcar	marquer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
barra	barreau	barra	barreau	N;FEM;SG	N;MASC;SG
barra	bar	barra	bar	N;FEM;SG	N;MASC;SG
barra	barre	barra	barre	N;FEM;SG	N;FEM;SG
manutenção	entretien	manutenção	entretien	N;FEM;SG	N;MASC;SG
manutenção	maintenance	manutenção	maintenance	N;FEM;SG	N;FEM;SG
louis	louis	loul	loui	N;MASC;SG	N;MASC;SG
começo	commencement	começo	commencement	N;MASC;SG	N;MASC;SG
começo	début	começo	début	N;MASC;SG	N;MASC;SG
joaquim	joaquim	joaquim	joaquim	N;MASC;SG	N;MASC;SG
fusão	fusion	fusão	fusion	N;FEM;SG	N;FEM;SG
fusão	fusion	fusão	fusion	N;FEM;SG	N;FEM;SG
fusão	fusion	fusão	fusion	N;FEM;SG	N;FEM;SG
out	octobre	out	octobre	N;MASC;SG	N;MASC;SG
out	oct	out	oct	N;MASC;SG	N;MASC;SG
duração	duree	duração	duree	N;FEM;SG	N;FEM;SG
duração	durée	duração	durée	N;FEM;SG	N;FEM;SG
samba	samba	samba	samba	N;MASC;SG	N;MASC;SG
parceria	partenariat	parceria	partenariat	N;FEM;SG	N;MASC;SG
assumiu	supposé	assumir	supposer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
assumiu	présumé	assumir	présumer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
navios	navires	navio	navire	N;MASC;PL	N;MASC;PL
navios	vaisseaux	navio	vaisseau	N;MASC;PL	N;MASC;PL
navios	navires	navio	navire	N;MASC;PL	N;MASC;PL
navios	vaisseaux	navio	vaisseau	N;MASC;PL	N;MASC;PL
animal	animal	animal	animal	N;MASC;SG	N;MASC;SG
usados	utilisées	usar	utiliser	V;MASC;PL;V.PTCP	V;FEM;PL;PST;V.PTCP
usados	utilisés	usar	utiliser	V;MASC;PL;V.PTCP	V;MASC;PL;PST;V.PTCP
diferença	différence	diferença	différence	N;FEM;SG	N;FEM;SG
filipe	philippe	filipe	philippe	N;MASC;SG	N;MASC;SG
filipe	filipe	filipe	filipe	N;MASC;SG	N;MASC;SG
filipe	philippe	filipe	philippe	N;MASC;SG	N;MASC;SG
encontro	rencontre	encontro	rencontre	N;MASC;SG	N;FEM;SG
encontro	réunion	encontro	réunion	N;MASC;SG	N;FEM;SG
encontro	rencontre	encontro	rencontre	N;MASC;SG	N;FEM;SG
permaneceu	resté	permanecer	rester	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
permaneceu	séjourné	permanecer	séjourner	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
permaneceu	resta	permanecer	rester	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
permaneceu	resté	permanecer	rester	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
coronel	colonel	coronel	colonel	N;MASC;SG	N;MASC;SG
velha	ancienne	velho	ancien	ADJ;FEM;SG	ADJ;FEM;SG
velha	ancien	velho	ancien	ADJ;FEM;SG	ADJ;MASC;SG
velha	vieux	velho	vieux	ADJ;FEM;SG	ADJ;MASC;SG
velha	vieille	velho	vieux	ADJ;FEM;SG	ADJ;FEM;SG
estudou	étudié	estudar	étudier	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
estudou	étudiée	estudar	étudier	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
galáxia	galaxie	galáxia	galaxie	N;FEM;SG	N;FEM;SG
galáxia	galaxy	galáxia	galaxy	N;FEM;SG	N;MASC;SG
dança	danse	dança	danse	N;FEM;SG	N;FEM;SG
dança	danse	dança	danse	N;FEM;SG	N;FEM;SG
deixando	quitter	deixar	quitter	V;V.MSDR	V;NFIN
deixando	quittant	deixar	quitter	V;V.MSDR	V;PRS;V.PTCP
completa	complète	completo	complet	ADJ;FEM;SG	ADJ;FEM;SG
completa	complet	completo	complet	ADJ;FEM;SG	ADJ;MASC;SG
movimentos	mouvements	movimento	mouvement	N;MASC;PL	N;MASC;PL
movimentos	motions	movimento	motion	N;MASC;PL	N;FEM;PL
movimentos	mouvements	movimento	mouvement	N;MASC;PL	N;MASC;PL
sinal	clignotant	sinal	clignoter	N;MASC;SG	N;MASC;SG
sinal	signal	sinal	signal	N;MASC;SG	N;MASC;SG
