hän	她	hän	她	PRO;NOM;SG;3	PRO;3
media	媒介	media	媒介	N;NOM;SG	N
parlamentin	國會	parlamentti	國會	N;GEN;SG	N
parlamentin	議會	parlamentti	議會	N;GEN;SG	N
lippu	旗幟	lippu	旗幟	N;NOM;SG	N
lippu	國旗	lippu	國旗	N;NOM;SG	N
lippu	旗	lippu	旗	N;NOM;SG	N
lippu	旗子	lippu	旗子	N;NOM;SG	N
lippu	售票	lippu	售票	N;NOM;SG	N
lippu	票	lippu	票	N;NOM;SG	N
lippu	門票	lippu	門票	N;NOM;SG	N
lippu	車票	lippu	車票	N;NOM;SG	N
pelata	玩	pelata	玩	V;SG;NFIN;ACT	V
pelata	播放	pelata	播放	V;SG;NFIN;ACT	V
ystävä	朋友	ystävä	朋友	N;NOM;SG	N
ystävä	好友	ystävä	好友	N;NOM;SG	N
kutsuttu	邀請	kutsua	邀請	V;NOM;SG;V.PTCP;PASS	V
kutsuttu	受邀	kutsua	受邀	V;NOM;SG;V.PTCP;PASS	V
kauppa	購物	kauppa	購物	N;NOM;SG	N
kauppa	店鋪	kauppa	店鋪	N;NOM;SG	N
kauppa	店	kauppa	店	N;NOM;SG	N
kauppa	商店	kauppa	商店	N;NOM;SG	N
kauppa	商務	kauppa	商務	N;NOM;SG	N
kauppa	商業	kauppa	商業	N;NOM;SG	N
kauppa	店	kauppa	店	N;NOM;SG	N
kauppa	商店	kauppa	商店	N;NOM;SG	N
kauppa	貿易	kauppa	貿易	N;NOM;SG	N
kanavan	運河	kanava	運河	N;GEN;SG	N
kanavan	頻道	kanava	頻道	N;GEN;SG	N
kanavan	海峽	kanava	海峽	N;GEN;SG	N
kanavan	通道	kanava	通道	N;GEN;SG	N
virtaa	流	virta	流	N;PRT;SG	N
virtaa	流程	virta	流程	N;PRT;SG	N
virtaa	流動	virta	流動	N;PRT;SG	N
virtaa	流量	virta	流量	N;PRT;SG	N
koulussa	學校	koulu	學校	N;IN+ESS;SG	N
kirjasto	圖書	kirjasto	圖書	N;NOM;SG	N
peliä	比賽	peli	比賽	N;PRT;SG	N
peliä	遊戲	peli	遊戲	N;PRT;SG	N
lääketieteen	醫療	lääke#tiede	醫療	N;GEN;SG	N
lääketieteen	醫務	lääke#tiede	醫務	N;GEN;SG	N
lääketieteen	醫學	lääke#tiede	醫學	N;GEN;SG	N
nimiä	人名	nimi	人名	N;PRT;PL	N
nimiä	名稱	nimi	名稱	N;PRT;PL	N
nimiä	姓名	nimi	姓名	N;PRT;PL	N
lääkäri	內科	lääkäri	內科	N;NOM;SG	N
lääkäri	醫師	lääkäri	醫師	N;NOM;SG	N
lääkäri	醫生	lääkäri	醫生	N;NOM;SG	N
lääkäri	博士	lääkäri	博士	N;NOM;SG	N
alukset	船隻	alus	船隻	N;NOM;PL	N
alukset	船舶	alus	船舶	N;NOM;PL	N
alukset	船隻	alus	船隻	N;NOM;PL	N
lento	班機	lento	班機	N;NOM;SG	N
ulkomailla	海外	ulko#maa	海外	N;AT+ESS
;PL	N
ulkomailla	國外	ulko#maa	國外	N;AT+ESS
;PL	N
ulkomailla	國外	ulko#maa	國外	N;AT+ESS
;PL	N
päällikkö	首席	päällikkö	首席	N;NOM;SG	N
päällikkö	科長	päällikkö	科長	N;NOM;SG	N
löytyi	找到	löytyä	找到	V;IND;SG;3;PST;FIN;ACT	V
löytyi	發現	löytyä	發現	V;IND;SG;3;PST;FIN;ACT	V
vallankumouksen	革命	vallan#kumous	革命	N;GEN;SG	N
artisti	藝術	artisti	藝術	N;NOM;SG	N
artisti	藝人	artisti	藝人	N;NOM;SG	N
lähettää	送出	lähettää	送出	V;SG;NFIN;ACT	V
käyttäen	使用	käyttää	使用	V;INS;SG;NFIN;ACT	V
tapahtuma	事件	tapahtuma	事件	N;NOM;SG	N
tapahtuma	活動	tapahtuma	活動	N;NOM;SG	N
tyyppi	型態	tyyppi	型態	N;NOM;SG	N
tyyppi	類型	tyyppi	類型	N;NOM;SG	N
runoja	詩	runo	詩	N;PRT;PL	N
runoja	詩歌	runo	詩歌	N;PRT;PL	N
runoja	詩	runo	詩	N;PRT;PL	N
runoja	詩歌	runo	詩歌	N;PRT;PL	N
tonnia	噸	tonni	噸	N;PRT;SG	N
tonnia	公噸	tonni	公噸	N;PRT;SG	N
tonnia	噸	tonni	噸	N;PRT;SG	N
tonnia	噸	tonni	噸	N;PRT;SG	N
tonnia	公噸	tonni	公噸	N;PRT;SG	N
street	街頭	street	街頭	N;NOM;SG	N
street	街道	street	街道	N;NOM;SG	N
street	街	street	街	N;NOM;SG	N
saarelle	海島	saari	海島	N;AT+ALL;SG	N
saarelle	島嶼	saari	島嶼	N;AT+ALL;SG	N
tuloksena	結果	tulos	結果	N;FRML;SG	N
huomioon	帳號	huomio	帳號	N;IN+ALL;SG	N
huomioon	帳戶	huomio	帳戶	N;IN+ALL;SG	N
museon	博物	museo	博物	N;GEN;SG	N
kirkossa	教會	kirkko	教會	N;IN+ESS;SG	N
kirkossa	教堂	kirkko	教堂	N;IN+ESS;SG	N
joukkueet	團隊	joukkue	團隊	N;NOM;PL	N
joukkueet	球隊	joukkue	球隊	N;NOM;PL	N
joukkueet	隊伍	joukkue	隊伍	N;NOM;PL	N
rakennukset	建築	rakennus	建築	N;NOM;PL	N
kaakkois	東南	kaakkois	東南	N;NOM;SG	N
kaakkois	東南	kaakkois	東南	N;NOM;SG	N
järjestelmän	系統	järjestelmä	系統	N;GEN;SG	N
vanhempi	資深	vanha	資深	ADJ;NOM;CMPR;SG	ADJ
asiat	事情	asia	事情	N;NOM;PL	N
harvoin	極少	harvoin	極少	ADV	ADV
liiga	聯盟	liiga	聯盟	N;NOM;SG	N
liiga	同盟	liiga	同盟	N;NOM;SG	N
liiga	聯賽	liiga	聯賽	N;NOM;SG	N
hallinto	施政	hallinto	施政	N;NOM;SG	N
hallinto	治理	hallinto	治理	N;NOM;SG	N
kirjoja	圖書	kirja	圖書	N;PRT;PL	N
kirjoja	書	kirja	書	N;PRT;PL	N
kirjoja	書籍	kirja	書籍	N;PRT;PL	N
valtatie	公路	valta#tie	公路	N;NOM;SG	N
valtatie	州際	valta#tie	州際	N;NOM;SG	N
parasta	最好	hyvä	最好	ADJ;PRT;RL;SG	ADJ
ominaisuuksia	功能	ominaisuus	功能	N;PRT;PL	N
ominaisuuksia	特色	ominaisuus	特色	N;PRT;PL	N
ominaisuuksia	特徵	ominaisuus	特徵	N;PRT;PL	N
ominaisuuksia	特點	ominaisuus	特點	N;PRT;PL	N
kuolema	死神	kuolema	死神	N;NOM;SG	N
vanhoja	舊	vanha	舊	ADJ;PRT;PL	ADJ
ennätys	唱片	ennätys	唱片	N;NOM;SG	N
ennätys	紀錄	ennätys	紀錄	N;NOM;SG	N
tilaa	秩序	tila	秩序	N;PRT;SG	N
tilaa	順序	tila	順序	N;PRT;SG	N
tilaa	太空	tila	太空	N;PRT;SG	N
tilaa	空間	tila	空間	N;PRT;SG	N
maat	國家	maa	國家	N;NOM;PL	N
maat	各國	maa	各國	N;NOM;PL	N
tutkija	科學	tutkija	科學	N;NOM;SG	N
voittoa	盈利	voitto	盈利	N;PRT;SG	N
voittoa	營利	voitto	營利	N;PRT;SG	N
voittoa	勝利	voitto	勝利	N;PRT;SG	N
tehtaan	廠	tehdas	廠	N;GEN;SG	N
tehtaan	工廠	tehdas	工廠	N;GEN;SG	N
ulkopuolelle	外部	ulko#puoli	外部	N;AT+ALL;SG	N
ulkopuolelle	室外	ulko#puoli	室外	N;AT+ALL;SG	N
ulkopuolelle	外面	ulko#puoli	外面	N;AT+ALL;SG	N
ulkopuolelle	外	ulko#puoli	外	N;AT+ALL;SG	N
tekstin	文字	teksti	文字	N;GEN;SG	N
tekstin	案文	teksti	案文	N;GEN;SG	N
kenttä	欄位	kenttä	欄位	N;NOM;SG	N
määräsi	訂購	määrätä	訂購	V;IND;SG;3;PST;FIN;ACT	V
järjestelmä	系統	järjestelmä	系統	N;NOM;SG	N
talous	經濟	talous	經濟	N;NOM;SG	N
talous	經濟	talous	經濟	N;NOM;SG	N
talous	經濟	talous	經濟	N;NOM;SG	N
oikeudet	特權	oikeus	特權	N;NOM;PL	N
oikeudet	權利	oikeus	權利	N;NOM;PL	N
albumit	相簿	albumi	相簿	N;NOM;PL	N
albumit	專輯	albumi	專輯	N;NOM;PL	N
kertoja	旁白	kerta	旁白	N;PRT;PL	N
kunnat	公社	kunta	公社	N;NOM;PL	N
kunnat	市鎮	kunta	市鎮	N;NOM;PL	N
kunnat	市	kunta	市	N;NOM;PL	N
kunnat	市鎮	kunta	市鎮	N;NOM;PL	N
keskustelun	對話	keskustelu	對話	N;GEN;SG	N
kutsui	邀請	kutsua	邀請	V;IND;SG;3;PST;FIN;ACT	V
kutsui	受邀	kutsua	受邀	V;IND;SG;3;PST;FIN;ACT	V
lämpötila	氣溫	lämmö#tila	氣溫	N;NOM;SG	N
lämpötila	溫度	lämmö#tila	溫度	N;NOM;SG	N
lämpötila	體溫	lämmö#tila	體溫	N;NOM;SG	N
nousee	上升	nousta	上升	V;IND;SG;3;PRS;FIN;ACT	V
koulutus	培訓	koulutus	培訓	N;NOM;SG	N
koulutus	教育	koulutus	教育	N;NOM;SG	N
koulutus	學歷	koulutus	學歷	N;NOM;SG	N
voimakas	強壯	voimakas	強壯	ADJ;NOM;SG	ADJ
voimakas	強烈	voimakas	強烈	ADJ;NOM;SG	ADJ
voimakas	堅強	voimakas	堅強	ADJ;NOM;SG	ADJ
voimakas	激烈	voimakas	激烈	ADJ;NOM;SG	ADJ
lasketaan	計算	laskea	計算	V;IND;PRS;FIN;PASS	V
ohjelmaa	方案	ohjelma	方案	N;PRT;SG	N
ohjelmaa	程式	ohjelma	程式	N;PRT;SG	N
ajatus	思想	ajatus	思想	N;NOM;SG	N
saapuu	抵達	saapua	抵達	V;IND;SG;3;PRS;FIN;ACT	V
valta	電力	valta	電力	N;NOM;SG	N
valta	電源	valta	電源	N;NOM;SG	N
valta	動力	valta	動力	N;NOM;SG	N
valta	權力	valta	權力	N;NOM;SG	N
naaras	女	naaras	女	N;NOM;SG	N
naaras	女性	naaras	女性	N;NOM;SG	N
kiina	中文	kiina	中文	N;NOM;SG	N
erilaiset	不同	erilainen	不同	ADJ;NOM;PL	ADJ
termi	任期	termi	任期	N;NOM;SG	N
termi	術語	termi	術語	N;NOM;SG	N
termi	學期	termi	學期	N;NOM;SG	N
käsite	構想	käsite	構想	N;NOM;SG	N
käsite	概念	käsite	概念	N;NOM;SG	N
käsite	理念	käsite	理念	N;NOM;SG	N
poistettu	刪除	poistaa	刪除	V;NOM;SG;V.PTCP;PASS	V
maantiede	地理	maan#tiede	地理	N;NOM;SG	N
maantiede	地理	maan#tiede	地理	N;NOM;SG	N
maantiede	地域	maan#tiede	地域	N;NOM;SG	N
maantiede	地理	maan#tiede	地理	N;NOM;SG	N
band	樂團	band	樂團	N;NOM;SG	N
band	樂隊	band	樂隊	N;NOM;SG	N
hyökkäys	侵略	hyökkäys	侵略	N;NOM;SG	N
hyökkäys	襲擊	hyökkäys	襲擊	N;NOM;SG	N
perustuva	基	perustua	基	V;NOM;SG;V.PTCP;ACT	V
huomaa	通知	huomata	通知	V;IMP;SG;2;FIN;ACT	V
päätoimittaja	編輯	pää#toimittaja	編輯	N;NOM;SG	N
voima	力氣	voima	力氣	N;NOM;SG	N
voima	強度	voima	強度	N;NOM;SG	N
voima	實力	voima	實力	N;NOM;SG	N
voima	力量	voima	力量	N;NOM;SG	N
voima	體力	voima	體力	N;NOM;SG	N
voima	武力	voima	武力	N;NOM;SG	N
voima	電力	voima	電力	N;NOM;SG	N
voima	電源	voima	電源	N;NOM;SG	N
voima	動力	voima	動力	N;NOM;SG	N
voima	權力	voima	權力	N;NOM;SG	N
projekti	項目	projekti	項目	N;NOM;SG	N
kirjaa	圖書	kirja	圖書	N;PRT;SG	N
kirjaa	書	kirja	書	N;PRT;SG	N
kirjaa	書籍	kirja	書籍	N;PRT;SG	N
road	公路	road	公路	N;NOM;SG	N
road	道路	road	道路	N;NOM;SG	N
road	路	road	路	N;NOM;SG	N
tapaus	案例	tapaus	案例	N;NOM;SG	N
tapaus	個案	tapaus	個案	N;NOM;SG	N
tapaus	案件	tapaus	案件	N;NOM;SG	N
osallistua	參加	osallistua	參加	V;SG;NFIN;ACT	V
suorittaa	表演	suorittaa	表演	V;SG;NFIN;ACT	V
ominaisuudet	特徵	ominaisuus	特徵	N;NOM;PL	N
ominaisuudet	特性	ominaisuus	特性	N;NOM;PL	N
ominaisuudet	特點	ominaisuus	特點	N;NOM;PL	N
ominaisuudet	屬性	ominaisuus	屬性	N;NOM;PL	N
ominaisuudet	屬性	ominaisuus	屬性	N;NOM;PL	N
ominaisuudet	功能	ominaisuus	功能	N;NOM;PL	N
ominaisuudet	特色	ominaisuus	特色	N;NOM;PL	N
ominaisuudet	特徵	ominaisuus	特徵	N;NOM;PL	N
ominaisuudet	特點	ominaisuus	特點	N;NOM;PL	N
ääntä	聲音	ääni	聲音	N;PRT;SG	N
ääntä	音效	ääni	音效	N;PRT;SG	N
ääntä	語音	ääni	語音	N;PRT;SG	N
ääntä	嗓子	ääni	嗓子	N;PRT;SG	N
ääntä	聲音	ääni	聲音	N;PRT;SG	N
ääntä	音訊	ääni	音訊	N;PRT;SG	N
school	學校	school	學校	N;NOM;SG	N
kuvat	影像	kuva	影像	N;NOM;PL	N
kuvat	圖片	kuva	圖片	N;NOM;PL	N
kuvat	像片	kuva	像片	N;NOM;PL	N
kuvat	照片	kuva	照片	N;NOM;PL	N
kuvat	圖片	kuva	圖片	N;NOM;PL	N
kuvat	像片	kuva	像片	N;NOM;PL	N
kuvat	圖畫	kuva	圖畫	N;NOM;PL	N
kuvat	照片	kuva	照片	N;NOM;PL	N
voittaa	贏	voittaa	贏	V;IND;SG;3;PRS;FIN;ACT	V
asteen	度	aste	度	N;GEN;SG	N
asteen	程度	aste	程度	N;GEN;SG	N
asteen	學位	aste	學位	N;GEN;SG	N
puu	木	puu	木	N;NOM;SG	N
puu	木材	puu	木材	N;NOM;SG	N
puu	木頭	puu	木頭	N;NOM;SG	N
puu	樹	puu	樹	N;NOM;SG	N
puu	樹木	puu	樹木	N;NOM;SG	N
dance	舞蹈	dance	舞蹈	N;NOM;SG	N
dance	跳舞	dance	跳舞	N;NOM;SG	N
dance	舞	dance	舞	N;NOM;SG	N
kotiin	家	koti	家	N;IN+ALL;SG	N
kotiin	住家	koti	住家	N;IN+ALL;SG	N
sotaa	戰	sota	戰	N;PRT;SG	N
sotaa	戰爭	sota	戰爭	N;PRT;SG	N
vahva	強壯	vahva	強壯	ADJ;NOM;SG	ADJ
vahva	強烈	vahva	強烈	ADJ;NOM;SG	ADJ
vahva	堅強	vahva	堅強	ADJ;NOM;SG	ADJ
matkaa	旅途	matka	旅途	N;PRT;SG	N
matkaa	旅程	matka	旅程	N;PRT;SG	N
taso	層	taso	層	N;NOM;SG	N
taso	層次	taso	層次	N;NOM;SG	N
taso	級別	taso	級別	N;NOM;SG	N
taso	等級	taso	等級	N;NOM;SG	N
taso	關卡	taso	關卡	N;NOM;SG	N
ero	分手	ero	分手	N;NOM;SG	N
ero	差額	ero	差額	N;NOM;SG	N
ero	區別	ero	區別	N;NOM;SG	N
ero	差別	ero	差別	N;NOM;SG	N
ero	差異	ero	差異	N;NOM;SG	N
ero	區分	ero	區分	N;NOM;SG	N
ero	區別	ero	區別	N;NOM;SG	N
aikuisten	成人	aikuinen	成人	N;GEN;PL	N
aikuisten	成年	aikuinen	成年	N;GEN;PL	N
liikenne	運輸	liikenne	運輸	N;NOM;SG	N
liikenne	交通	liikenne	交通	N;NOM;SG	N
liikenne	交通	liikenne	交通	N;NOM;SG	N
liikenne	運輸	liikenne	運輸	N;NOM;SG	N
liikenne	交通	liikenne	交通	N;NOM;SG	N
sotilas	戰士	sotilas	戰士	N;NOM;SG	N
sotilas	兵	sotilas	兵	N;NOM;SG	N
sotilas	士兵	sotilas	士兵	N;NOM;SG	N
sotilas	軍人	sotilas	軍人	N;NOM;SG	N
sotilas	海事	sotilas	海事	N;NOM;SG	N
sotilas	典	sotilas	典	N;NOM;SG	N
sotilas	卒	sotilas	卒	N;NOM;SG	N
sotilas	兵卒	sotilas	兵卒	N;NOM;SG	N
sotilas	軍方	sotilas	軍方	N;NOM;SG	N
sotilas	軍事	sotilas	軍事	N;NOM;SG	N
lapsia	小孩	lapsi	小孩	N;PRT;PL	N
lapsia	兒童	lapsi	兒童	N;PRT;PL	N
ajaa	開車	ajaa	開車	V;SG;NFIN;ACT	V
ajaa	駕駛	ajaa	駕駛	V;SG;NFIN;ACT	V
ajaa	駕駛	ajaa	駕駛	V;SG;NFIN;ACT	V
projektin	項目	projekti	項目	N;GEN;SG	N
rannikolla	沿海	rannikko	沿海	N;AT+ESS
;SG	N
rannikolla	沿岸	rannikko	沿岸	N;AT+ESS
;SG	N
rannikolla	海岸	rannikko	海岸	N;AT+ESS
;SG	N
rannikolla	海岸	rannikko	海岸	N;AT+ESS
;SG	N
nintendo	任天	nintendo	任天	N;NOM;SG	N
kirjat	圖書	kirja	圖書	N;NOM;PL	N
kirjat	書	kirja	書	N;NOM;PL	N
kirjat	書籍	kirja	書籍	N;NOM;PL	N
muotoa	形狀	muoto	形狀	N;PRT;SG	N
vastaavat	相當	vastata	相當	V;PL;3;FIN;ACT	V
meren	海事	meri	海事	N;GEN;SG	N
minuutin	分鐘	minuutti	分鐘	N;GEN;SG	N
kilpailuun	比賽	kilpailu	比賽	N;IN+ALL;SG	N
kilpailuun	競賽	kilpailu	競賽	N;IN+ALL;SG	N
ymmärtää	理解	ymmärtää	理解	V;IND;SG;3;PRS;FIN;ACT	V
ymmärtää	諒解	ymmärtää	諒解	V;IND;SG;3;PRS;FIN;ACT	V
linnut	鳥類	lintu	鳥類	N;NOM;PL	N
linnut	鳥	lintu	鳥	N;NOM;PL	N
linnut	鳥兒	lintu	鳥兒	N;NOM;PL	N
pappi	祭司	pappi	祭司	N;NOM;SG	N
tutkijat	學者	tutkija	學者	N;NOM;PL	N
tutkijat	科學	tutkija	科學	N;NOM;PL	N
kulta	嬰兒	kulta	嬰兒	N;NOM;SG	N
kulta	寶貝	kulta	寶貝	N;NOM;SG	N
kulta	寶寶	kulta	寶寶	N;NOM;SG	N
kulta	蜂蜜	kulta	蜂蜜	N;NOM;SG	N
kulta	黃金	kulta	黃金	N;NOM;SG	N
kulta	金色	kulta	金色	N;NOM;SG	N
hehtaaria	公頃	hehtaari	公頃	N;PRT;SG	N
hehtaaria	公頃	hehtaari	公頃	N;PRT;SG	N
hoitaa	處理	hoitaa	處理	V;IND;SG;3;PRS;FIN;ACT	V
muutokset	變異	muutos	變異	N;NOM;PL	N
satama	埠	satama	埠	N;NOM;SG	N
satama	港口	satama	港口	N;NOM;SG	N
satama	海港	satama	海港	N;NOM;SG	N
satama	港口	satama	港口	N;NOM;SG	N
keisarin	皇帝	keisari	皇帝	N;GEN;SG	N
keisarin	天皇	keisari	天皇	N;GEN;SG	N
käytäntö	政策	käytäntö	政策	N;NOM;SG	N
käytäntö	實踐	käytäntö	實踐	N;NOM;SG	N
verkko	網	verkko	網	N;NOM;SG	N
verkko	網路	verkko	網路	N;NOM;SG	N
verkko	網	verkko	網	N;NOM;SG	N
pallo	球	pallo	球	N;NOM;SG	N
sukupolven	世代	suku#polvi	世代	N;GEN;SG	N
tietokanta	資料	tieto#kanta	資料	N;NOM;SG	N
käsikirjoitus	劇本	käsi#kirjoitus	劇本	N;NOM;SG	N
käsikirjoitus	編劇	käsi#kirjoitus	編劇	N;NOM;SG	N
käsikirjoitus	電影	käsi#kirjoitus	電影	N;NOM;SG	N
käsikirjoitus	手稿	käsi#kirjoitus	手稿	N;NOM;SG	N
käsikirjoitus	稿子	käsi#kirjoitus	稿子	N;NOM;SG	N
käsikirjoitus	劇本	käsi#kirjoitus	劇本	N;NOM;SG	N
saaret	群島	saari	群島	N;NOM;PL	N
saaret	島嶼	saari	島嶼	N;NOM;PL	N
turnaus	錦標	turnaus	錦標	N;NOM;SG	N
island	海島	island	海島	N;NOM;SG	N
island	島嶼	island	島嶼	N;NOM;SG	N
home	模具	home	模具	N;NOM;SG	N
valtaa	電力	valta	電力	N;PRT;SG	N
valtaa	電源	valta	電源	N;PRT;SG	N
valtaa	動力	valta	動力	N;PRT;SG	N
valtaa	權力	valta	權力	N;PRT;SG	N
talvella	冬	talvi	冬	N;AT+ESS
;SG	N
talvella	冬季	talvi	冬季	N;AT+ESS
;SG	N
talvella	冬天	talvi	冬天	N;AT+ESS
;SG	N
kevään	春	kevät	春	N;GEN;SG	N
kevään	春秋	kevät	春秋	N;GEN;SG	N
kevään	春天	kevät	春天	N;GEN;SG	N
kevään	彈簧	kevät	彈簧	N;GEN;SG	N
kevään	春季	kevät	春季	N;GEN;SG	N
rakensi	建	rakentaa	建	V;IND;SG;3;PST;FIN;ACT	V
satoja	成百	sata	成百	NUM;PRT;PL	NUM
satoja	數百	sata	數百	NUM;PRT;PL	NUM
pyytää	請求	pyytää	請求	V;IND;SG;3;PRS;FIN;ACT	V
pyytää	要求	pyytää	要求	V;IND;SG;3;PRS;FIN;ACT	V
kanavalla	頻道	kanava	頻道	N;AT+ESS
;SG	N
kanavalla	海峽	kanava	海峽	N;AT+ESS
;SG	N
kanavalla	通道	kanava	通道	N;AT+ESS
;SG	N
puuttuu	缺少	puuttua	缺少	V;IND;SG;3;PRS;FIN;ACT	V
puuttuu	失蹤	puuttua	失蹤	V;IND;SG;3;PRS;FIN;ACT	V
puuttuu	遺失	puuttua	遺失	V;IND;SG;3;PRS;FIN;ACT	V
rakennuksia	建築	rakennus	建築	N;PRT;PL	N
materiaalia	物料	materiaali	物料	N;PRT;SG	N
materiaalia	材質	materiaali	材質	N;PRT;SG	N
materiaalia	材料	materiaali	材料	N;PRT;SG	N
feat	壯舉	feat	壯舉	N;NOM;SG	N
rajalla	邊疆	raja	邊疆	N;AT+ESS
;SG	N
rajalla	前	raja	前	N;AT+ESS
;SG	N
rajalla	邊境	raja	邊境	N;AT+ESS
;SG	N
sinä	你	sinä	你	PRO;NOM;SG;2	PRO;2
tärkeää	重要	tärkeä	重要	ADJ;PRT;SG	ADJ
kokoonpano	配置	kokoonpano	配置	N;NOM;SG	N
kuun	月球	kuu	月球	N;GEN;SG	N
kuun	月球	kuu	月球	N;GEN;SG	N
kuun	月亮	kuu	月亮	N;GEN;SG	N
kuun	月	kuu	月	N;GEN;SG	N
laitos	體制	laitos	體制	N;NOM;SG	N
laitos	機構	laitos	機構	N;NOM;SG	N
tärkeitä	重要	tärkeä	重要	ADJ;PRT;PL	ADJ
roll	捲	roll	捲	N;NOM;SG	N
roll	卷	roll	卷	N;NOM;SG	N
jaa	共用	jaa	共用	V;IMP;SG;2;FIN;ACT	V
jaa	共享	jaa	共享	V;IMP;SG;2;FIN;ACT	V
jaa	分享	jaa	分享	V;IMP;SG;2;FIN;ACT	V
sekuntia	秒	sekunti	秒	N;PRT;SG	N
sekuntia	秒數	sekunti	秒數	N;PRT;SG	N
tehdas	廠	tehdas	廠	N;NOM;SG	N
tehdas	植物	tehdas	植物	N;NOM;SG	N
tehdas	工廠	tehdas	工廠	N;NOM;SG	N
tehdas	廠	tehdas	廠	N;NOM;SG	N
tehdas	工廠	tehdas	工廠	N;NOM;SG	N
tutki	調查	tutkia	調查	V;IMP;SG;2;FIN;ACT	V
tutki	探索	tutkia	探索	V;IMP;SG;2;FIN;ACT	V
helppo	輕鬆	helppo	輕鬆	ADJ;NOM;SG	ADJ
helppo	簡單	helppo	簡單	ADJ;NOM;SG	ADJ
dynastian	朝代	dynastia	朝代	N;GEN;SG	N
dynastian	王朝	dynastia	王朝	N;GEN;SG	N
prinsessa	王妃	prinsessa	王妃	N;NOM;SG	N
prinsessa	公主	prinsessa	公主	N;NOM;SG	N
yritykset	企業	yritys	企業	N;NOM;PL	N
yritykset	公司	yritys	公司	N;NOM;PL	N
yritykset	企業	yritys	企業	N;NOM;PL	N
kreivi	數	kreivi	數	N;NOM;SG	N
kreivi	伯爵	kreivi	伯爵	N;NOM;SG	N
kreivi	數數	kreivi	數數	N;NOM;SG	N
kreivi	計數	kreivi	計數	N;NOM;SG	N
eläinten	動物	eläin	動物	N;GEN;PL	N
eläinten	動物	eläin	動物	N;GEN;PL	N
teho	功效	teho	功效	N;NOM;SG	N
teho	電力	teho	電力	N;NOM;SG	N
teho	電源	teho	電源	N;NOM;SG	N
teho	動力	teho	動力	N;NOM;SG	N
teho	權力	teho	權力	N;NOM;SG	N
nuoret	青年	nuori	青年	N;NOM;PL	N
nuoret	青春	nuori	青春	N;NOM;PL	N
nuoret	青少	nuori	青少	N;NOM;PL	N
nuoret	青少	nuori	青少	N;NOM;PL	N
airlines	航空	airlines	航空	N;NOM;SG	N
airlines	航空	airlines	航空	N;NOM;SG	N
vaikuttavat	影響	vaikuttaa	影響	V;PL;3;FIN;ACT	V
mallia	模範	malli	模範	N;PRT;SG	N
mallia	模型	malli	模型	N;PRT;SG	N
mallia	型號	malli	型號	N;PRT;SG	N
mallia	模特	malli	模特	N;PRT;SG	N
kuntien	市	kunta	市	N;GEN;PL	N
kuntien	市鎮	kunta	市鎮	N;GEN;PL	N
parantaa	改進	parantaa	改進	V;IND;SG;3;PRS;FIN;ACT	V
parantaa	改善	parantaa	改善	V;IND;SG;3;PRS;FIN;ACT	V
parantaa	改進	parantaa	改進	V;IND;SG;3;PRS;FIN;ACT	V
parantaa	改善	parantaa	改善	V;IND;SG;3;PRS;FIN;ACT	V
lukea	讀	lukea	讀	V;SG;NFIN;ACT	V
lukea	讀取	lukea	讀取	V;SG;NFIN;ACT	V
yhdiste	大院	yhdiste	大院	N;NOM;SG	N
säätiön	基金	säätiö	基金	N;GEN;SG	N
yhteiskunnan	社會	yhteis#kunta	社會	N;GEN;SG	N
nousu	崛起	nousu	崛起	N;NOM;SG	N
sijainti	職位	sijainti	職位	N;NOM;SG	N
sijainti	位置	sijainti	位置	N;NOM;SG	N
sijainti	立場	sijainti	立場	N;NOM;SG	N
sijainti	位置	sijainti	位置	N;NOM;SG	N
sijainti	地點	sijainti	地點	N;NOM;SG	N
sillan	橋	silla	橋	N;GEN;SG	N
sillan	艦橋	silla	艦橋	N;GEN;SG	N
sillan	大橋	silla	大橋	N;GEN;SG	N
kehittynyt	進化	kehittyä	進化	V;NOM;SG;V.PTCP;ACT	V
myyty	賣	myydä	賣	V;NOM;SG;V.PTCP;PASS	V
myyty	售出	myydä	售出	V;NOM;SG;V.PTCP;PASS	V
insinööri	工程	insinööri	工程	N;NOM;SG	N
menestystä	成功	menestys	成功	N;PRT;SG	N
tähtien	星星	tähtien	星星	N;GEN;PL	N
tähtien	明星	tähtien	明星	N;GEN;PL	N
tähtien	星空	tähtien	星空	N;GEN;PL	N
tähtien	星	tähtien	星	N;GEN;PL	N
tähtien	恆星	tähtien	恆星	N;GEN;PL	N
merkki	品牌	merkki	品牌	N;NOM;SG	N
merkki	標記	merkki	標記	N;NOM;SG	N
merkki	簽名	merkki	簽名	N;NOM;SG	N
keskusta	市區	keskusta	市區	N;NOM;SG	N
keskusta	中心	keskusta	中心	N;NOM;SG	N
keskusta	中心	keskusta	中心	N;NOM;SG	N
yksikkö	股	yksikkö	股	N;NOM;SG	N
yksikkö	單元	yksikkö	單元	N;NOM;SG	N
yksikkö	單位	yksikkö	單位	N;NOM;SG	N
kartano	莊園	kartano	莊園	N;NOM;SG	N
kutsua	邀請	kutsua	邀請	V;SG;NFIN;ACT	V
kutsua	邀請	kutsua	邀請	V;SG;NFIN;ACT	V
autoa	車	auto	車	N;PRT;SG	N
autoa	汽車	auto	汽車	N;PRT;SG	N
