להדגים	سمجھانا	הדגים	سمجھا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
מעסיק	مالک	העסיק	مالک	N;MASC;SG	N;NOM;MASC;SG;3
התלהבות	خواہشمندی.	התלהבות	خواہشمندی.	N;FEM;SG	N;NOM;MASC;SG;3
החלמה	بازیابی	החלמה	بازیابی	N;FEM;SG	N;NOM;FEM;SG;3
עסוקים	مشغول	עסק	مشغول	ADJ;MASC;PL	ADJ
מתוחכם	پیچیدہ	מתוחכם	پیچیدہ	ADJ;MASC;SG	ADJ
מגפה	وبال	גיפה	وبال	N;FEM;SG	N;NOM;MASC;SG;3
להפריך	جھٹلانا	הפריך	جھٹلا	V;NFIN;ACT	V;SG;NFIN;ACT
תבונה	فہم	תבונה	فہم	N;FEM;SG	N;NOM;MASC;SG;3
תבונה	لطافت	תבונה	لطافت	N;FEM;SG	N;NOM;MASC;SG;3
תבונה	ظرافت	תבונה	ظرافت	N;FEM;SG	N;NOM;MASC;SG;3
תבונה	لطافت	תבונה	لطافت	N;FEM;SG	N;NOM;MASC;SG;3
תבונה	ذکاوت	תבונה	ذکاوت	N;FEM;SG	N;NOM;MASC;SG;3
תבונה	عقل	תבונה	عقل	N;FEM;SG	N;NOM;MASC;SG;3
תבונה	دانش	תבונה	دانش	N;FEM;SG	N;NOM;MASC;SG;3
שכפול	نقل	שכפול	نقل	N;MASC;SG	N;NOM;MASC;SG;3
בנקאות	بینکاری	בנקאות	بینکاری	N;FEM;SG	N;NOM;MASC;SG;3
התלבטות	تذبذب	התלבטות	تذبذب	N;FEM;SG	N;NOM;MASC;SG;3
השגחה	نگرانی	השגחה	نگرانی	N;FEM;SG	N;NOM;MASC;SG;3
השגחה	فروگزاشت.	השגחה	فروگزاشت.	N;FEM;SG	N;NOM;MASC;SG;3
השגחה	نگرانی	השגחה	نگرانی	N;FEM;SG	N;NOM;MASC;SG;3
השגחה	فروگزاشت.	השגחה	فروگزاشت.	N;FEM;SG	N;NOM;MASC;SG;3
השגחה	مشاہدہ	השגחה	مشاہدہ	N;FEM;SG	N;NOM;MASC;SG;3
השגחה	تبصرہ	השגחה	تبصرہ	N;FEM;SG	N;NOM;MASC;SG;3
השגחה	ادراک	השגחה	ادراک	N;FEM;SG	N;NOM;MASC;SG;3
קנייה	خریداری	קנייה	خرید	N;FEM;SG	N;NOM;FEM;SG;3
קנייה	خریداری	קנייה	خرید	N;FEM;SG	N;NOM;FEM;SG;3
כסוף	نقرہ	כסוף	نقرہ		
כסוף	نقرئی	כסוף	نقرئی		
כסוף	نقرہ	כסוף	نقرہ		
כסוף	نقرئی	כסוף	نقرئی		
צנועה	معتدل	צנוע	معتدل	ADJ;FEM;SG	ADJ
צנועה	معتدل	צנוע	معتدل	ADJ;FEM;SG	ADJ
צנועה	فروتنی	צנוע	فروتنی	ADJ;FEM;SG	ADJ
צנועה	معمولی	צנוע	معمولی	ADJ;FEM;SG	ADJ
ניסיוני	اختباری	ניסיון	اختباری	ADJ;MASC;SG	ADJ;NOM
ניסיוני	عارضی	ניסיון	عارضی	ADJ;MASC;SG	ADJ
יבול	بال	יבול	بال	N;MASC;SG	N;NOM;MASC;SG;3
יבול	کپڑا	יבול	کپڑا	N;MASC;SG	N;NOM;MASC;SG;3
יבול	بال	יבול	بال	N;MASC;SG	N;NOM;MASC;SG;3
יבול	کپڑا	יבול	کپڑا	N;MASC;SG	N;NOM;MASC;SG;3
יבול	فصل	יבול	فصل	N;MASC;SG	N;NOM;MASC;SG;3
קומוניזם	اشتراکیت	קומוניזם	اشتراکیت	N;MASC;SG	N;NOM;MASC;SG;3
שודד	ڈاکو	שודד	ڈاکو	N;MASC;SG	N;NOM;MASC;SG;3
עצור	(	עצור	(		
עצור	۴.	עצור	۴.		
עצור	(	עצור	(		
עצור	۴.	עצור	۴.		
תמימות	معصوم	תמימות	معصوم	N;FEM;SG	N;NOM;MASC;SG;3
הגרלה	ملبہ	הגרלה	ملبہ	N;FEM;SG	N;NOM;MASC;SG;3
להמנע	بچنا	נמנע	بچ	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
אכזרית	جنگلی	אכזרי	جنگلی	ADJ;FEM;SG	ADJ
אכזרית	جنگلی	אכזרי	جنگلی	ADJ;FEM;SG	ADJ
עבריין	ظالم	עבריין	ظالم	N;MASC;SG	N;NOM;MASC;SG;3
עבריין	قرضدار.	עבריין	قرضدار.	N;MASC;SG	N;NOM;MASC;SG;3
עבריין	مجرم	עבריין	مجرم	N;MASC;SG	N;NOM;MASC;SG;3
ציות	لچک	ציות	لچک	N;FEM;SG	N;NOM;MASC;SG;3
ציות	لچک	ציות	لچک	N;FEM;SG	N;NOM;MASC;SG;3
ציות	تعمیل	ציות	تعمیل	N;FEM;SG	N;NOM;MASC;SG;3
סמויה	خفیہ	סמוי	خفیہ	N;FEM;SG	N;NOM;MASC;SG;3
להתנתק	چھوٹنا	התנתק	چھوٹ	V;NFIN	V;NFIN
מילוט	بچاؤ	מילוט	بچاؤ	N;MASC;SG	N;NOM;MASC;SG;3
בוכה	للکار	בוכה	للکار		
בוכה	للکار	בוכה	للکار		
אפו	چونچ.	אפו	چونچ.		
אפו	ناک	אפו	ناک		
מפסיד	ہارنا	הפסיד	ہار	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;NFIN;ACT
סליל	تار	סליל	تار	N;MASC;SG	N;NOM;MASC;SG;3
סליל	سوت	סליל	سوت	N;MASC;SG	N;NOM;FEM;SG;3
תשאל	پوچھنا	תשאל	پوچھ	V;MASC;SG;2;FUT;ACT	V;MASC;SG;NFIN;ACT
קריסה	موقوف	קריסה	موقوف	N;FEM;SG	N;NOM;MASC;SG;3
קריסה	تعطل	קריסה	تعطل	N;FEM;SG	N;NOM;MASC;SG;3
קריסה	شکستگی	קריסה	شکستگی	N;FEM;SG	N;NOM;MASC;SG;3
לצחוק	ہنسنا	צחק	ہنسنا	V;NFIN;ACT	V;MASC;SG;ACT
למתוח	دبنے	מתח	دبنہ	V;NFIN;ACT	V;NFIN;ACT
למתוח	کھینچا	מתח	کھینچ	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
למתוח	دبنے	מתח	دبنہ	V;NFIN;ACT	V;NFIN;ACT
למתוח	کھینچا	מתח	کھینچ	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
האבקה	زیرگی	האבקה	زیرگی	N;FEM;SG	N;NOM;MASC;SG;3
פראי	پراگندہ	פראי	پراگندہ	ADJ;MASC;SG	ADJ
פראי	جنگلی	פראי	جنگلی	ADJ;MASC;SG	ADJ
פראי	پراگندہ	פראי	پراگندہ	ADJ;MASC;SG	ADJ
פראי	قدیم	פראי	قدیم	ADJ;MASC;SG	ADJ
פראי	ظالمانہ	פראי	ظالمانہ	ADJ;MASC;SG	ADJ
פראי	قدرتی	פראי	قدرتی	ADJ;MASC;SG	ADJ
פראי	صحرائی	פראי	صحرائی	ADJ;MASC;SG	ADJ
פראי	قدیم	פראי	قدیم	ADJ;MASC;SG	ADJ
פראי	جنگلی	פראי	جنگلی	ADJ;MASC;SG	ADJ
פראי	ظالمانہ	פראי	ظالمانہ	ADJ;MASC;SG	ADJ
פראי	قدرتی	פראי	قدرتی	ADJ;MASC;SG	ADJ
פראי	صحرائی	פראי	صحرائی	ADJ;MASC;SG	ADJ
מדיום	اوسط	מדיום	اوسط	N;MASC;SG	N;NOM;MASC;SG;3
מדיום	قسم	מדיום	قسم	N;MASC;SG	N;NOM;MASC;SG;3
מדיום	افزائش	מדיום	افزائش	N;MASC;SG	N;NOM;MASC;SG;3
מדיום	اوسط	מדיום	اوسط	N;MASC;SG	N;NOM;MASC;SG;3
מדיום	واسطہ	מדיום	واسطہ	N;MASC;SG	N;NOM;MASC;SG;3
מדיום	قسم	מדיום	قسم	N;MASC;SG	N;NOM;MASC;SG;3
מדיום	افزائش	מדיום	افزائش	N;MASC;SG	N;NOM;MASC;SG;3
מומחיות	مہارت	מומחי	مہارت	N;FEM;SG	N;NOM;MASC;SG;3
רדוד	معمولی	רדוד	معمولی	ADJ;MASC;SG	ADJ
רדוד	اوپری	רדוד	اوپری	ADJ;MASC;SG	ADJ
רדוד	معمولی	רדוד	معمولی	ADJ;MASC;SG	ADJ
רדוד	سطحی	רדוד	سطحی	ADJ;MASC;SG	ADJ
רדוד	اوپری	רדוד	اوپری	ADJ;MASC;SG	ADJ
העד	to	העד	to		
העד	for	העד	for		
העד	(	העד	(		
העד	to	העד	to		
העד	for	העד	for		
העד	(	העד	(		
קנאה	تحقیق	קנאה	تحقیق	N;FEM;SG	N;NOM;MASC;SG;3
קנאה	حسد	קנאה	حسد	N;FEM;SG	N;NOM;MASC;SG;3
קנאה	رقابت	קנאה	رقابت	N;FEM;SG	N;NOM;MASC;SG;3
קנאה	حسد	קנאה	حسد	N;FEM;SG	N;NOM;MASC;SG;3
קנאה	رقابت	קנאה	رقابت	N;FEM;SG	N;NOM;MASC;SG;3
תאימות	موافقت	תאימות	موافقت	N;FEM;SG	N;NOM;MASC;SG;3
מדיטציה	استغراق	מדיטציה	استغراق	N;FEM;SG	N;NOM;MASC;SG;3
סקרנות	فحش	סקרנות	فحش	N;FEM;SG	N;NOM;MASC;SG;3
סקרנות	فحش	סקרנות	فحش	N;FEM;SG	N;NOM;MASC;SG;3
ויזואלי	نظری	ויזואלי	نظری	N;MASC;SG	N;NOM;MASC;SG;3
זהיר	چوکس	זהיר	چوکس	ADJ;MASC;SG	ADJ
זהיר	محتاط	זהיר	محتاط	ADJ;MASC;SG	ADJ
זהיר	خبردار	זהיר	خبردار	ADJ;MASC;SG	ADJ
זהיר	چوکس	זהיר	چوکس	ADJ;MASC;SG	ADJ
זהיר	محتاط	זהיר	محتاط	ADJ;MASC;SG	ADJ
יועצת	مشیر	יועץ	مشیر	N;FEM;SG	N;NOM;MASC;SG;3
דקירה	شہرت	דקירה	شہرت	N;FEM;SG	N;NOM;FEM;SG;3
דקירה	کوشش	דקירה	کوشش	N;FEM;SG	N;NOM;FEM;SG;3
דקירה	آزمائش.	דקירה	آزمائش.	N;FEM;SG	N;NOM;MASC;SG;3
שקופים	نمایاں	שקוף	نمایاں	ADJ;MASC;PL	ADJ
שקופים	نمایاں	שקוף	نمایاں	ADJ;MASC;PL	ADJ
ערה	واقف.	ערה	واقف.		
מינון	سزا	מינון	سزا	N;MASC;SG	N;NOM;MASC;SG;3
המנגינה	آہنگ	המנגינה	آہنگ	N;FEM;SG	N;NOM;MASC;SG;3
דופק	جوش	דופק	جوش	N;MASC;SG	N;NOM;MASC;SG;3
דופק	احساس	דופק	احساس	N;MASC;SG	N;NOM;MASC;SG;3
דופק	جذبہ	דופק	جذبہ	N;MASC;SG	N;NOM;MASC;SG;3
רגוע	پُراعتماد	רגוע	پُراعتماد	ADJ;MASC;SG	ADJ
רגוע	پُرسکون	רגוע	پُرسکون	ADJ;MASC;SG	ADJ
גזרה	معاشرے	גזרה	معاشرہ	N;FEM;SG	N;NOM;MASC;SG;3
תובנות	حالات	תבן	حالات	N;FEM;PL	N;NOM;MASC;PL;3
תלול	ڈھالو	תלול	ڈھالو		
תלול	(	תלול	(		
תכליתי	دانستہ	תכליתי	دانستہ	ADJ;MASC;SG	ADJ
רכות	ہلکی	רכות	ہلکی	ADJ;FEM;PL	ADJ;FEM
רכות	آسان	רכות	آسان	ADJ;FEM;PL	ADJ
רכות	کمزور	רכות	کمزور	ADJ;FEM;PL	ADJ
רכות	خوشگوار	רכות	خوشگوار	ADJ;FEM;PL	ADJ
רכות	احمقانہ	רכות	احمقانہ	ADJ;FEM;PL	ADJ
רכות	معتدل	רכות	معتدل	ADJ;FEM;PL	ADJ
רכות	ہلکی	רכות	ہلکی	ADJ;FEM;PL	ADJ;FEM
רכות	آسان	רכות	آسان	ADJ;FEM;PL	ADJ
רכות	کمزور	רכות	کمزور	ADJ;FEM;PL	ADJ
רכות	خوشگوار	רכות	خوشگوار	ADJ;FEM;PL	ADJ
רכות	نرم	רכות	نرم	ADJ;FEM;PL	ADJ
רכות	احمقانہ	רכות	احمقانہ	ADJ;FEM;PL	ADJ
רכות	معتدل	רכות	معتدل	ADJ;FEM;PL	ADJ
אכזריות	ایذارساں	אכזרי	ایذارساں	N;FEM;SG	N;NOM;MASC;SG;3
אכזריות	ظالم	אכזרי	ظالم	N;FEM;SG	N;NOM;MASC;SG;3
נשיאותי	صدارتی	נשיאותי	صدارتی	ADJ;MASC;SG	ADJ;NOM
קליפה	صدف	קליפה	صدف	N;FEM;SG	N;NOM;MASC;SG;3
קליפה	خول	קליפה	خول	N;FEM;SG	N;NOM;MASC;SG;3
קליפה	صدف	קליפה	صدف	N;FEM;SG	N;NOM;MASC;SG;3
קליפה	خانہ	קליפה	خانہ	N;FEM;SG	N;NOM;MASC;SG;3
גמישה	لچکدار	גמישה	لچکدار	ADJ;FEM;SG	ADJ
חולפת	اتفاقی	חולף	اتفاقی	ADJ;FEM;SG	ADJ
חולפת	عارضی	חולף	عارضی	ADJ;FEM;SG	ADJ
חולפת	عارضی	חולף	عارضی	ADJ;FEM;SG	ADJ
חולפת	مختصر.	חולף	مختصر.	ADJ;FEM;SG	ADJ
איתות	سبب	איתות	سبب	N;FEM;SG	N;ACC;MASC;SG;3
איתות	موقع	איתות	موقع	N;FEM;SG	N;NOM;MASC;SG;3
הבעה	اظہار	הבעה	اظہار	N;FEM;SG	N;NOM;MASC;SG;3
הבעה	بیان	הבעה	بیان	N;FEM;SG	N;NOM;MASC;SG;3
הבעה	تصریح	הבעה	تصریح	N;FEM;SG	N;NOM;MASC;SG;3
מסכה	بناوٹ	הסכה	بناوٹ	N;FEM;SG	N;NOM;MASC;SG;3
מזימה	خاکہ	מזימה	خاکہ	N;FEM;SG	N;NOM;MASC;SG;3
מזימה	سازش	מזימה	سازش	N;FEM;SG	N;NOM;FEM;SG;3
מזימה	ڈرامے	מזימה	ڈرامہ	N;FEM;SG	N;NOM;MASC;SG;3
טופולוגיה	مقامیات	טופולוגיה	مقامیات	N	N;NOM;MASC;PL;3
חשק	ہوس.	חשק	ہوس.		
חשק	ہوس.	חשק	ہوس.		
חוכמה	دانش	חוכמה	دانش	N;FEM;SG	N;NOM;MASC;SG;3
האמצע	میانہ.	האמצע	میانہ.		
האמצע	درجے	האמצע	درجہ		
האמצע	میان.	האמצע	میان.		
האמצע	بیچ	האמצע	بیچ		
קיצוץ	تکمیل	קיצוץ	تکمیل	N;MASC;SG	N;NOM;MASC;SG;3
קיצוץ	تیاری	קיצוץ	تیاری	N;MASC;SG	N;NOM;MASC;SG;3
קיצוץ	لباس	קיצוץ	لباس	N;MASC;SG	N;NOM;MASC;SG;3
הסעה	میلے	הסעה	میلے	N;FEM;SG	N;NOM;MASC;SG;3
פתאומית	اچانک	פתאומי	اچانک	ADV	ADV
ממתקים	مٹھائیاں	ממתק	مٹھا	N;MASC;PL	N;NOM;MASC;PL;3
התפטרות	استعفا	התפטרות	استعفا	N;FEM;SG	N;NOM;MASC;SG;3
פשטות	سادگی	פשטות	سادگی	N;FEM;SG	N;NOM;MASC;SG;3
הרם	off	הרם	off		
הרם	(	הרם	(		
הרם	(	הרם	(		
גיוון	تنوع	גיוון	تنوع	N;MASC;SG	N;NOM;MASC;SG;3
גיוון	تنوع	גיוון	تنوع	N;MASC;SG	N;NOM;MASC;SG;3
מנשק	رخ.	מנשק	رخ.		
ויד	(	ויד	(		
חיוניות	توانا	חיוניות	توانا	N;FEM;SG	N;NOM;MASC;SG;3
חיוניות	اشد	חיוניות	اشد	N;FEM;SG	N;NOM;MASC;SG;3
להסיט	بھٹکانا.	הסיט	بھٹکان	V;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
האחיזה	قبضہ	האחיז	قبضہ	N;FEM;SG	N;NOM;MASC;SG;3
האחיזה	نوکری	האחיז	نوکری	N;FEM;SG	N;NOM;FEM;SG;3
האחיזה	قبضہ	האחיז	قبضہ	N;FEM;SG	N;NOM;MASC;SG;3
האחיזה	نوکری	האחיז	نوکری	N;FEM;SG	N;NOM;FEM;SG;3
פיתול	بل	פיתול	بل	N;MASC;SG	N;NOM;MASC;SG;3
חניכה	آغاز	חניכה	آغاز	N;FEM;SG	N;NOM;MASC;SG;3
הודאה	اعتراف	הודאה	اعتراف	N;FEM;SG	N;NOM;MASC;SG;3
השלכה	اہمیت	השלכה	اہمیت	N;FEM;SG	N;NOM;MASC;SG;3
להניף	اٹھانا	הניף	اٹھا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
להניף	جھولنے	הניף	جھول	V;NFIN;ACT	V;ACC;NFIN
להניף	لٹکنے	הניף	لٹک	V;NFIN;ACT	V;ACC;NFIN
להניף	جھونک	הניף	جھونک	V;NFIN;ACT	V;ACT
להניף	جھولنا	הניף	جھول	V;NFIN;ACT	V;SG;NFIN;ACT
פרימיטיבי	خام	פרימיטיבי	خام	N;MASC;SG	N;NOM;MASC;SG;3
התפר	درز.	התפר	درز.		
צריף	جھونپڑی	צריף	جھونپڑی	N;MASC;SG	N;NOM;MASC;SG;3
מוזרות	غیر	מוזר	غیر	ADJ;FEM;PL	ADJ
מוזרות	نامانوس	מוזר	نامانوس	ADJ;FEM;PL	ADJ
מוזרות	غیر	מוזר	غیر	ADJ;FEM;PL	ADJ
מוזרות	نامانوس	מוזר	نامانوس	ADJ;FEM;PL	ADJ
מוזרות	عجیب	מוזר	عجیب	ADJ;FEM;PL	ADJ
מוזרות	ضمنی	מוזר	ضمنی	ADJ;FEM;PL	ADJ
מוזרות	ہنگامی	מוזר	ہنگامی	ADJ;FEM;PL	ADJ
מוזרות	زائد	מוזר	زائد	ADJ;FEM;PL	ADJ
מוזרות	اتفاقی	מוזר	اتفاقی	ADJ;FEM;PL	ADJ
מוזרות	ضمنی	מוזר	ضمنی	ADJ;FEM;PL	ADJ
מוזרות	ہنگامی	מוזר	ہنگامی	ADJ;FEM;PL	ADJ
מוזרות	زائد	מוזר	زائد	ADJ;FEM;PL	ADJ
מוזרות	اتفاقی	מוזר	اتفاقی	ADJ;FEM;PL	ADJ
מוזרות	عجیب	מוזר	عجیب	ADJ;FEM;PL	ADJ
קללה	وبال	קללה	وبال	N;FEM;SG	N;NOM;MASC;SG;3
מכוער	بیہودہ	מכוער	بیہودہ	ADJ;MASC;SG	ADJ
מכוער	خطرناک	מכוער	خطرناک	ADJ;MASC;SG	ADJ
מכוער	خوفناک	מכוער	خوفناک	ADJ;MASC;SG	ADJ
מכוער	بھیانک	מכוער	بھیانک	ADJ;MASC;SG	ADJ
מכוער	بیہودہ	מכוער	بیہودہ	ADJ;MASC;SG	ADJ
מכוער	خطرناک	מכוער	خطرناک	ADJ;MASC;SG	ADJ
מכוער	خوفناک	מכוער	خوفناک	ADJ;MASC;SG	ADJ
מכוער	بھیانک	מכוער	بھیانک	ADJ;MASC;SG	ADJ
הבליטה	پھیلنا	הבליט	پھیل	V;FEM;SG;3;PST;ACT	V;SG;NFIN;ACT
הבליטה	پھولنا	הבליט	پھول	V;FEM;SG;3;PST;ACT	V;SG;NFIN;ACT
אבקה	سفوف	אבקה	سفوف	N;FEM;SG	N;NOM;MASC;SG;3
ממלאת	گڑھا	מילא	گڑھ	V;FEM;SG;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
תבערה	آلہ	תבערה	آلہ	N;FEM;SG	N;NOM;MASC;SG;3
הרשה	سمجھنا	הרשה	سمجھ	V;MASC;SG;3;PST;ACT	V;MASC;SG;NFIN;ACT
הרשה	سمجھنا	הרשה	سمجھ	V;MASC;SG;3;PST;ACT	V;MASC;SG;NFIN;ACT
הרשה	دینا	הרשה	دے	V;MASC;SG;3;PST;ACT	V;MASC;SG;NFIN;ACT
מסתורין	رازداری	מסתורין	رازداری	N;MASC;SG	N;NOM;MASC;SG;3
מסתורין	خفیہ	מסתורין	خفیہ	N;MASC;SG	N;NOM;MASC;SG;3
מסתורין	رمزیت	מסתורין	رمزیت	N;MASC;SG	N;NOM;MASC;SG;3
מסתורין	رازداری	מסתורין	رازداری	N;MASC;SG	N;NOM;MASC;SG;3
מסתורין	خفیہ	מסתורין	خفیہ	N;MASC;SG	N;NOM;MASC;SG;3
מסתורין	راز	מסתורין	راز	N;MASC;SG	N;NOM;MASC;SG;3
מסתורין	رمزیت	מסתורין	رمزیت	N;MASC;SG	N;NOM;MASC;SG;3
מנגינה	آہنگ	מנגין	آہنگ	N;FEM;SG	N;NOM;MASC;SG;3
משחזר	دہرانے	משחזר	دہرا	V;MASC;SG;V.PTCP;ACT	V;NFIN;ACT
פרצוף	چہرہ	פרצוף	چہرہ	N;MASC;SG	N;NOM;MASC;SG;3
פרצוף	شناخت	פרצוף	شناخت	N;MASC;SG	N;NOM;MASC;SG;3
פרצוף	چہرہ	פרצוף	چہرہ	N;MASC;SG	N;NOM;MASC;SG;3
פרצוף	رُخ	פרצוף	رُخ	N;MASC;SG	N;NOM;MASC;SG;3
פרצוף	شناخت	פרצוף	شناخت	N;MASC;SG	N;NOM;MASC;SG;3
פרצוף	شکل	פרצוף	شکل	N;MASC;SG	N;NOM;MASC;SG;3
שחררו	چھوڑنا	שחרר	چھوڑ	V;PL;3;PST;ACT	V;NFIN
טמא	شودر	טמא	شودر	N;MASC;SG	N;NOM;MASC;SG;3
טמא	اچھوت	טמא	اچھوت	N;MASC;SG	N;NOM;MASC;SG;3
נעילה	کھڑکی	נעיל	کھڑکی	N;FEM;SG	N;NOM;FEM;SG;3
נעילה	کھڑکی	נעיל	کھڑکی	N;FEM;SG	N;NOM;FEM;SG;3
לנשום	رکنا	נשם	رکن	V;NFIN;ACT	V;SG;NFIN;ACT
עגל	ساق	עגל	ساق		
מחמירים	سخت	מחמיר	سخت	ADJ;MASC;PL	ADJ
לשבש	توڑنا	שיבש	توڑ	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
זועם	چلاتا	זועם	چلا	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
שעועית	سر	שעועי	سر	N;FEM;SG	N;NOM;MASC;SG;3
התאוששות	بازیابی	התאוששות	بازیابی	N;FEM;SG	N;NOM;FEM;SG;3
מיסטיקה	روحانیت	מיסטיקה	روحانیت	N;FEM;SG	N;NOM;MASC;SG;3
מיסטיקה	باطنیت	מיסטיקה	باطنیت	N;FEM;SG	N;NOM;MASC;SG;3
ההתכנסות	ارتکاز	ההתכנסות	ارتکاز	N;FEM;SG	N;NOM;MASC;SG;3
שטן	نفر	שטן	نفر		
התאגדות	الحاق	התאגדות	الحاق	N;FEM;SG	N;NOM;MASC;SG;3
התאגדות	تشکیل	התאגדות	تشکیل	N;FEM;SG	N;NOM;MASC;SG;3
שרץ	out	שרץ	out		
נקם	on	נקם	on		
חליפה	پان	חליפה	پان	N;FEM;SG	N;NOM;MASC;SG;3
עוקץ	کھٹک.	עוקץ	کھٹک.		
עוקץ	چبھن	עוקץ	چبھن		
עוקץ	ڈنک	עוקץ	ڈنک		
הרחקה	اخراج.	הרחקה	اخراج.	N;FEM;SG	N;NOM;MASC;SG;3
שכירות	گھاٹی	שכירות	گھاٹی	N;FEM;SG	N;NOM;FEM;SG;3
שכירות	اجارہ	שכירות	اجارہ	N;FEM;SG	N;NOM;MASC;SG;3
פשרות	تصفیہ	פשרות	تصفیہ	N;FEM;SG	N;NOM;MASC;SG;3
במתכוון	قصداً	במתכוון	قصداً	ADV	ADV
שומעת	ماننا	שמע	مان	V;FEM;SG;V.PTCP;ACT	V;MASC;SG;NFIN
שומעת	سُنایا	שמע	سُنا	V;FEM;SG;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
נסבל	معقول	נסבל	معقول	ADJ;MASC;SG	ADJ
פרקליט	باضابطہ.	פרקליט	باضابطہ.	N;MASC;SG	N
חמוד	ذہین	חמוד	ذہین	ADJ;MASC;SG	ADJ
חמוד	خوبصورت	חמוד	خوبصورت	ADJ;MASC;SG	ADJ
פסיבי	سست	פסיבי	سست	ADJ;MASC;SG	ADJ
ויזה	ویزا	ויזה	ویزا	N;FEM;SG	N;NOM;MASC;SG;3
תכופים	تیز	תכוף	تیز	ADJ;MASC;PL	ADJ
תכופים	عادی	תכוף	عادی	ADJ;MASC;PL	ADJ
בעיטה	زور	בעיטה	زور	N;FEM;SG	N;NOM;MASC;SG;3
בעיטה	توانائی	בעיטה	توانائی	N;FEM;SG	N;NOM;FEM;SG;3
עובדתי	صحیح	עובדתי	صحیح	ADJ;MASC;SG	ADJ
רצפה	میدان	רצפה	میدان	N;FEM;SG	N;NOM;MASC;SG;3
רצפה	غار	רצפה	غار	N;FEM;SG	N;NOM;MASC;SG;3
זכאות	استحقاق	זכאות	استحقاق	N;FEM;SG	N;NOM;MASC;SG;3
מכסף	سیم	מכסף	سیم	N;MASC;SG	N;NOM;MASC;SG;3
מכסף	سیم	מכסף	سیم	N;MASC;SG	N;NOM;MASC;SG;3
מכסף	چاندی	מכסף	چاندی	N;MASC;SG	N;NOM;FEM;SG;3
לשפוך	گرانا	שפך	گرانا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
לשפוך	جھاڑنا	שפך	جھاڑ	V;NFIN;ACT	V;SG;NFIN;ACT
לשפוך	بہانا	שפך	بہا	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
לשפוך	اُبلنا.	שפך	اُبلنا.	V;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
לשפוך	نکلنا	שפך	نکل	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
לשפוך	اُچھلنے	שפך	اُچھل	V;NFIN;ACT	V;ACC;NFIN
לשפוך	چھلکنا	שפך	چھلک	V;NFIN;ACT	V;NFIN;ACT
פצע	زخم	פצע	زخم	N;MASC;SG	N;NOM;MASC;SG;3
הטעיה	چکمہ	הטעיה	چکمہ	N;FEM;SG	N;NOM;MASC;SG;3
הטעיה	جعل	הטעיה	جعل	N;FEM;SG	N;NOM;MASC;SG;3
סיבולת	توانائی	סיבולת	توانائی	N;FEM;SG	N;NOM;FEM;SG;3
סיבולת	سکت	סיבולת	سکت	N;FEM;SG	N;NOM;MASC;SG;3
סיבולת	توانائی	סיבולת	توانائی	N;FEM;SG	N;NOM;FEM;SG;3
סיבולת	دم	סיבולת	دم	N;FEM;SG	N;NOM;MASC;SG;3
מזדהה	تاڑنا	זידה	تاڑنا	V;MASC;SG;V.PTCP	V;SG;NFIN;ACT
מזדהה	تاڑنا	זידה	تاڑنا	V;MASC;SG;V.PTCP	V;SG;NFIN;ACT
מזדהה	پہچاننا	זידה	پہچان	V;MASC;SG;V.PTCP	V;SG;NFIN;ACT
שיגרה	رقص	שיגרה	رقص	N;FEM;SG	N;NOM;MASC;SG;3
שיגרה	ڈرامہ	שיגרה	ڈرامہ	N;FEM;SG	N;NOM;MASC;SG;3
לוגיסטיקה	قیام	לוגיסטיקה	قیام	N;FEM;SG	N;NOM;MASC;SG;3
אגרסיבי	مخالفانہ	אגרסיבי	مخالفانہ	ADJ;MASC;SG	ADJ
אגרסיבי	غاصب	אגרסיבי	غاصب	ADJ;MASC;SG	ADJ
אגרסיבי	معاندانہ	אגרסיבי	معاندانہ	ADJ;MASC;SG	ADJ
צלקת	خراش	צלקת	خراش	N;FEM;SG	N;NOM;MASC;SG;3
צלקת	دھاری	צלקת	دھاری	N;FEM;SG	N;NOM;FEM;SG;3
צלקת	داغ	צלקת	داغ	N;FEM;SG	N;NOM;MASC;SG;3
צלקת	خراش	צלקת	خراش	N;FEM;SG	N;NOM;MASC;SG;3
צלקת	دھاری	צלקת	دھاری	N;FEM;SG	N;NOM;FEM;SG;3
לתמרן	برتنا	לתמרן	برتنا	V;NFIN;ACT	V;NFIN;ACT
