رده	клас	رده	клас	N;SG	N;INAN;NOM;MASC;SG
سری	серія	سری	серія	N;SG	N;INAN;NOM;FEM;SG
سری	ряд	سری	ряд	N;SG	N;INAN;NOM;MASC;SG
سری	серія	سری	серія	N;SG	N;INAN;NOM;FEM;SG
باستان	низки	باستان	низка	N;SG	N;INAN;GEN;FEM;SG
اکنون	тепер	اکنون	тепер	ADV	ADV
اکنون	зараз	اکنون	зараз	ADV	ADV
هیئت	спрямування	هیئت	спрямування	N;SG	N;INAN;NOM;NEUT;SG
هیئت	делегація	هیئت	делегація	N;SG	N;INAN;NOM;FEM;SG
آلمانی	німець	آلمانی	німець	N;SG	N;ANIM;NOM;MASC;SG
معنی	сенс	معنی	сенс	N;SG	N;INAN;NOM;MASC;SG
معنی	значення	معنی	значення	N;SG	N;INAN;NOM;NEUT;SG
شرق	схід	شرق	схід	N;SG	N;INAN;NOM;MASC;SG
دیده	бачив	دید	бачити	V;SG;3;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
دیده	пила	دید	пити	V;SG;3;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
دیده	бачив	دید	бачити	V;SG;3;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
دیده	побачив	دید	побачити	V;SG;3;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
دیده	побачила	دید	побачити	V;SG;3;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
شیخ	шейх	شیخ	шей	N;SG	N;ANIM;NOM;MASC;SG
شیخ	шейх	شیخ	шей	N;SG	N;ANIM;NOM;MASC;SG
کنترل	контроль	کنترل	контроль	N;SG	N;INAN;NOM;MASC;SG
کنترل	керування	کنترل	керування	N;SG	N;INAN;NOM;NEUT;SG
انواع	типи	نوع	тип	N;PL	N;INAN;NOM;MASC;PL
سنگ	камінь	سنگ	камінь	N;SG	N;INAN;NOM;MASC;SG
استاد	майстер	استاد	майстер	N;SG	N;ANIM;NOM;MASC;SG
استاد	магістр	استاد	магістр	N;SG	N;ANIM;NOM;MASC;SG
استاد	вчителю	استاد	вчитель	N;SG	N;ANIM;DAT;FEM;SG
موقعیت	розташування	موقعیت	розташування	N;SG	N;INAN;NOM;NEUT;SG
موقعیت	позиція	موقعیت	позиція	N;SG	N;INAN;NOM;FEM;SG
موقعیت	положення	موقعیت	положення	N;SG	N;INAN;NOM;NEUT;SG
موقعیت	ситуацію	موقعیت	ситуація	N;SG	N;INAN;ACC;FEM;SG
موقعیت	ситуація	موقعیت	ситуація	N;SG	N;INAN;NOM;FEM;SG
موقعیت	становище	موقعیت	становище	N;SG	N;INAN;NOM;NEUT;SG
امپراتوری	імперія	امپراتوری	імперія	N;SG	N;INAN;NOM;FEM;SG
بیماری	хворобу	بیماری	хвороба	N;SG	N;INAN;ACC;FEM;SG
بیماری	хвороба	بیماری	хвороба	N;SG	N;INAN;NOM;FEM;SG
بیماری	захворювання	بیماری	захворювання	N;SG	N;INAN;NOM;NEUT;SG
بیماری	хвороба	بیماری	хвороба	N;SG	N;INAN;NOM;FEM;SG
عمق	глибина	عمق	глибина	N;SG	N;INAN;NOM;FEM;SG
کلاس	клас	کلاس	клас	N;SG	N;INAN;NOM;MASC;SG
مدرسه	школа	مدرسه	школа	N;SG	N;INAN;NOM;FEM;SG
مدرسه	училище	مدرسه	училище	N;SG	N;INAN;NOM;NEUT;SG
کسب	бізнес	کسب	бізнути	N;SG	N;INAN;NOM;MASC;SG
کسب	справа	کسب	справа	N;SG	N;INAN;NOM;FEM;SG
حرکت	хід	حرکت	хід	N;SG	N;INAN;NOM;MASC;SG
حرکت	пересування	حرکت	пересування	N;SG	N;INAN;NOM;NEUT;SG
حرکت	переміщення	حرکت	переміщення	N;SG	N;INAN;NOM;NEUT;SG
حرکت	руху	حرکت	рух	N;SG	N;INAN;GEN;MASC;SG
حرکت	переїзд	حرکت	переїзд	N;SG	N;INAN;NOM;MASC;SG
حرکت	пересування	حرکت	пересування	N;SG	N;INAN;NOM;NEUT;SG
مشخصات	специфікації	مشخصه	специфікація	N;PL	N;INAN;NOM;FEM;PL
مشخصات	характеристики	مشخصه	характеристика	N;PL	N;INAN;NOM;FEM;PL
همکاری	співпраця	همکاری	співпраця	N;SG	N;INAN;NOM;FEM;SG
همکاری	партнерства	همکاری	партнерство	N;SG	N;INAN;NOM;NEUT;SG
همکاری	партнерство	همکاری	партнерство	N;SG	N;INAN;NOM;NEUT;SG
همکاری	співпраці	همکاری	співпраця	N;SG	N;INAN;NOM;FEM;SG
همکاری	співробітництво	همکاری	співробітництво	N;SG	N;INAN;NOM;NEUT;SG
همکاری	співпрацю	همکاری	співпраця	N;SG	N;INAN;ACC;FEM;SG
کوتاه	короткий	کوتاه	короткий	ADJ	ADJ;NOM;MASC;SG
کوتاه	коротка	کوتاه	короткий	ADJ	ADJ;NOM;FEM;SG
کوتاه	коротке	کوتاه	короткий	ADJ	ADJ;NOM;NEUT;SG
کوتاه	короткі	کوتاه	короткий	ADJ	ADJ;NOM;PL
روابط	відносини	رابطه	відносини	N;PL	N;INAN;NOM;MASC;PL
اجرا	ефективність	اجرا	ефективність	N;SG	N;INAN;NOM;FEM;SG
اجرا	виступ	اجرا	виступ	N;SG	N;INAN;NOM;MASC;SG
اجرا	виконання	اجرا	виконання	N;SG	N;INAN;NOM;NEUT;SG
اجرا	виконання	اجرا	виконання	N;SG	N;INAN;NOM;NEUT;SG
وزیر	міністр	وزیر	міністр	N;SG	N;ANIM;NOM;MASC;SG
وزیر	міністру	وزیر	міністр	N;SG	N;ANIM;DAT;MASC;SG
خواننده	співак	خواننده	співак	N;SG	N;ANIM;NOM;MASC;SG
خواننده	співачка	خواننده	співачка	N;SG	N;ANIM;NOM;FEM;SG
خواننده	співака	خواننده	співак	N;SG	N;ANIM;ACC;MASC;SG
خواننده	читач	خواننده	читач	N;SG	N;ANIM;NOM;MASC;SG
پیشنهاد	пропозиція	پیشنهاد	пропозиція	N;SG	N;INAN;NOM;FEM;SG
پیشنهاد	пропозиція	پیشنهاد	пропозиція	N;SG	N;INAN;NOM;FEM;SG
پیشنهاد	пропозиція	پیشنهاد	пропозиція	N;SG	N;INAN;NOM;FEM;SG
اتحادیه	союз	اتحادیه	союз	N;SG	N;INAN;NOM;MASC;SG
خوب	добре	خوب	добре	ADV	ADV
خوب	добре	خوب	добре	ADV	ADV
خوب	імхо	خوب	імхо	ADV	ADV
موفق	успішне	موفق	успішний	ADJ	ADJ;NOM;NEUT;SG
موفق	успішний	موفق	успішний	ADJ	ADJ;NOM;MASC;SG
پایین	внизу	پایین	внизу	ADV;ESS	ADV
پایین	знизу	پایین	знизу	ADV;ESS	ADV
پدر	тато	پدر	тато	N;SG	N;ANIM;NOM;MASC;SG
پدر	батька	پدر	батько	N;SG	N;ANIM;ACC;MASC;SG
پدر	батько	پدر	батько	N;SG	N;ANIM;NOM;MASC;SG
پدر	батьку	پدر	батько	N;SG	N;ANIM;VOC;MASC;SG
پدر	отець	پدر	отець	N;SG	N;ANIM;NOM;MASC;SG
حق	істина	حق	істина	N;SG	N;INAN;NOM;FEM;SG
کیفیت	якість	کیفیت	якість	N;SG	N;INAN;NOM;FEM;SG
ازدواج	заміжня	ازدواج	заміжній	N;SG	N;ANIM;NOM;FEM;SG
ازدواج	заміж	ازدواج	заміж	N;SG	N;ANIM;NOM;FEM;SG
ازدواج	шлюб	ازدواج	шлюб	N;SG	N;INAN;NOM;MASC;SG
ازدواج	весілля	ازدواج	весілля	N;SG	N;INAN;NOM;NEUT;SG
خارجی	зовнішнє	خارجی	зовнішній	ADJ	ADJ;NOM;NEUT;SG
خارجی	зовнішні	خارجی	зовнішній	ADJ	ADJ;NOM;PL
خارجی	зовнішній	خارجی	зовнішній	ADJ	ADJ;NOM;MASC;SG
خارجی	зовнішня	خارجی	зовнішній	ADJ	ADJ;NOM;FEM;SG
خارجی	зовнішня	خارجی	зовнішній	ADJ	ADJ;NOM;FEM;SG
خارجی	іноземних	خارجی	іноземний	ADJ	ADJ;ACC;PL
خارجی	іноземні	خارجی	іноземний	ADJ	ADJ;NOM;PL
خارجی	іноземний	خارجی	іноземний	ADJ	ADJ;NOM;MASC;SG
هنوز	ще	هنوز	ще	ADV	ADV
هنوز	надалі	هنوز	надалі	ADV	ADV
هنوز	досі	هنوز	досі	ADV	ADV
انتشارات	видавців	انتشار	видавець	N;PL	N;ANIM;ACC;MASC;PL
میزان	баланс	میزان	баланс	N;SG	N;INAN;NOM;MASC;SG
بالاتر	вищий	بالا	вищий	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
مشغول	зайнята	مشغول	зайнятий	ADJ	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
مشغول	зайнятий	مشغول	зайнятий	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
اقتصادی	корупцію	اقتصادی	корупція	N;SG	N;INAN;ACC;FEM;SG
فعال	активна	فعال	активний	ADJ	ADJ;NOM;FEM;SG
فعال	активні	فعال	активний	ADJ	ADJ;NOM;PL
فعال	активне	فعال	активний	ADJ	ADJ;NOM;NEUT;SG
فعال	активним	فعال	активний	ADJ	ADJ;INS;NEUT;SG
فعال	активний	فعال	активний	ADJ	ADJ;NOM;MASC;SG
اینجا	тут	اینجا	тут	ADV;ESS	ADV
پادشاهی	царство	پادشاه	царство	N;SG	N;INAN;NOM;NEUT;SG
پادشاهی	королівство	پادشاه	королівство	N;SG	N;INAN;NOM;NEUT;SG
کمربند	пояс	کمربند	пояс	N;SG	N;INAN;NOM;MASC;SG
واحد	ділення	واحد	ділення	N;SG	N;INAN;NOM;NEUT;SG
واحد	дивізіон	واحد	дивізіон	N;SG	N;INAN;NOM;MASC;SG
واحد	поділ	واحد	поділ	N;SG	N;INAN;NOM;MASC;SG
واحد	юніт	واحد	юніт	N;SG	N;INAN;NOM;MASC;SG
واحد	одиниця	واحد	одиниця	N;SG	N;INAN;NOM;FEM;SG
اندازه	розмір	اندازه	розмір	N;SG	N;INAN;NOM;MASC;SG
خیابان	вулиця	خیابان	вулиця	N;SG	N;INAN;NOM;FEM;SG
عالی	ідеальні	عالی	ідеальний	ADJ	ADJ;NOM;PL
عالی	ідеальне	عالی	ідеальний	ADJ	ADJ;NOM;NEUT;SG
عالی	ідеальна	عالی	ідеальний	ADJ	ADJ;NOM;FEM;SG
عالی	великий	عالی	великий	ADJ	ADJ;NOM;MASC;SG
عالی	чудовий	عالی	чудовий	ADJ	ADJ;NOM;MASC;SG
عالی	чудові	عالی	чудовий	ADJ	ADJ;NOM;PL
عالی	дивовижна	عالی	дивовижний	ADJ	ADJ;NOM;FEM;SG
عالی	відмінний	عالی	відмінний	ADJ	ADJ;NOM;MASC;SG
عالی	чудова	عالی	чудовий	ADJ	ADJ;NOM;FEM;SG
نگاره	зображення	نگاره	зображення	N;SG	N;INAN;NOM;NEUT;SG
نگاره	графіку	نگاره	графік	N;SG	N;INAN;GEN;MASC;SG
هدف	мета	هدف	мета	N;SG	N;INAN;NOM;FEM;SG
هدف	призначення	هدف	призначення	N;SG	N;INAN;NOM;NEUT;SG
هدف	ціль	هدف	ціль	N;SG	N;INAN;NOM;FEM;SG
هنرپیشه	актор	هنرپیشه	актор	N;SG	N;ANIM;NOM;MASC;SG
قهرمانی	чемпіонат	قهرمانی	чемпіонат	N;SG	N;INAN;NOM;MASC;SG
دستگاه	пристрій	دستگاه	пристрій	N;SG	N;INAN;NOM;MASC;SG
دستگاه	машина	دستگاه	машина	N;SG	N;INAN;NOM;FEM;SG
دستگاه	автомат	دستگاه	автомат	N;SG	N;INAN;NOM;MASC;SG
طرح	ескіз	طرح	ескіз	N;SG	N;INAN;NOM;MASC;SG
طرح	проектування	طرح	проектування	N;SG	N;INAN;NOM;NEUT;SG
طرح	дизайн	طرح	дизайн	N;SG	N;INAN;NOM;MASC;SG
طرح	розробка	طرح	розробка	N;SG	N;INAN;NOM;FEM;SG
پل	місток	پل	місток	N;SG	N;INAN;NOM;MASC;SG
ترابری	транспорт	None	транспорт	N;SG	N;INAN;NOM;MASC;SG
ترابری	пересилання	None	пересилання	N;SG	N;INAN;NOM;NEUT;SG
ارتباط	комунікація	ارتباط	комунікація	N;SG	N;INAN;NOM;FEM;SG
ارتباط	спілкування	ارتباط	спілкування	N;SG	N;INAN;NOM;NEUT;SG
ارتباط	контакт	ارتباط	контакт	N;SG	N;INAN;NOM;MASC;SG
ارتباط	відношення	ارتباط	відношення	N;SG	N;INAN;NOM;NEUT;SG
پخش	трансляція	پخش	трансляція	N;SG	N;INAN;NOM;FEM;SG
پخش	поширення	پخش	поширення	N;SG	N;INAN;NOM;NEUT;SG
پخش	розповсюдження	پخش	розповсюдження	N;SG	N;INAN;NOM;NEUT;SG
پخش	програвання	پخش	програвання	N;SG	N;INAN;NOM;NEUT;SG
پخش	відтворення	پخش	відтворення	N;SG	N;INAN;NOM;NEUT;SG
اراضی	земель	ارض	земля	N;PL	N;INAN;GEN;FEM;PL
مشکل	задача	مشکل	задача	N;SG	N;INAN;NOM;FEM;SG
مشکل	проблему	مشکل	проблема	N;SG	N;INAN;ACC;FEM;SG
مشکل	проблема	مشکل	проблема	N;SG	N;INAN;NOM;FEM;SG
مشکل	біді	مشکل	біда	N;SG	N;INAN;DAT;FEM;SG
مشکل	біда	مشکل	біда	N;SG	N;INAN;NOM;FEM;SG
نفت	олія	نفت	олія	N;SG	N;INAN;NOM;FEM;SG
نفت	нафта	نفت	нафта	N;SG	N;INAN;NOM;FEM;SG
نفت	нафту	نفت	нафта	N;SG	N;INAN;ACC;FEM;SG
نفت	нафта	نفت	нафта	N;SG	N;INAN;NOM;FEM;SG
شرایط	умовами	شرایط	умова	N;PL	N;INAN;INS;FEM;PL
شرایط	терміни	شرایط	термін	N;PL	N;INAN;NOM;MASC;PL
شرایط	умови	شرایط	умова	N;PL	N;INAN;NOM;FEM;PL
شرایط	обставин	شرایط	обставина	N;PL	N;INAN;GEN;FEM;PL
شرایط	умови	شرایط	умова	N;PL	N;INAN;NOM;FEM;PL
شرایط	обставини	شرایط	обставина	N;PL	N;INAN;NOM;FEM;PL
کارگردان	режисер	کارگردان	режисер	N;SG	N;ANIM;NOM;MASC;SG
کارگردان	директор	کارگردان	директор	N;SG	N;ANIM;NOM;MASC;SG
دانشکده	коледж	دانشکده	коледж	N;SG	N;INAN;NOM;MASC;SG
دانشکده	коледжі	دانشکده	коледжа	N;SG	N;INAN;NOM;MASC;SG
دختر	дівчинка	دختر	дівчинка	N;SG	N;ANIM;NOM;FEM;SG
دختر	дівча	دختر	дівча	N;SG	N;ANIM;NOM;NEUT;SG
دختر	дівчина	دختر	дівчина	N;SG	N;ANIM;NOM;FEM;SG
دختر	дівчину	دختر	дівчина	N;SG	N;ANIM;ACC;FEM;SG
دختر	донька	دختر	донька	N;SG	N;ANIM;NOM;FEM;SG
دختر	дочка	دختر	дочка	N;SG	N;ANIM;NOM;FEM;SG
نور	світлі	نور	світло	N;SG	N;INAN;NOM;NEUT;SG
نور	світло	نور	світло	N;SG	N;INAN;NOM;NEUT;SG
اجرای	виконання	اجرا	виконання	N;SG	N;INAN;NOM;NEUT;SG
یونان	грецька	یونان	грецький	N;SG	N;INAN;NOM;FEM;SG
یونان	грек	یونان	грек	N;SG	N;ANIM;NOM;MASC;SG
لازم	потрібним	لازم	потрібний	ADJ	ADJ;INS;NEUT;SG
لازم	потрібен	لازم	потрібно	ADJ	ADJ;NOM;MASC;SG
لازم	потрібною	لازم	потрібний	ADJ	ADJ;INS;FEM;SG
لازم	необхідний	لازم	необхідний	ADJ	ADJ;NOM;MASC;SG
لازم	потрібен	لازم	потрібно	ADJ	ADJ;NOM;MASC;SG
لازم	необхідні	لازم	необхідний	ADJ	ADJ;NOM;PL
لازم	необхідне	لازم	необхідне	ADJ	ADJ;NOM;NEUT;SG
لازم	необхідний	لازم	необхідний	ADJ	ADJ;NOM;MASC;SG
لازم	необхідні	لازم	необхідний	ADJ	ADJ;NOM;PL
لازم	необхідним	لازم	необхідний	ADJ	ADJ;INS;NEUT;SG
سازی	ескалація	سازی	ескалація	N;SG	N;INAN;NOM;FEM;SG
مرتبط	причетність	مرتبط	причетність	N;SG	N;INAN;NOM;FEM;SG
شکست	провал	شکست	провал	N;SG	N;INAN;NOM;MASC;SG
شکست	невдача	شکست	невдача	N;SG	N;INAN;NOM;FEM;SG
شکست	відмова	شکست	відмова	N;SG	N;INAN;NOM;FEM;SG
شکست	провал	شکست	провал	N;SG	N;INAN;NOM;MASC;SG
شکست	помилка	شکست	помилка	N;SG	N;INAN;NOM;FEM;SG
شکست	поразка	شکست	поразка	N;SG	N;INAN;NOM;FEM;SG
رشد	нарощування	رشد	нарощування	N;SG	N;INAN;NOM;NEUT;SG
رشد	росту	رشد	ростий	N;SG	N;INAN;GEN;MASC;SG
رشد	зростання	رشد	зростання	N;SG	N;INAN;NOM;NEUT;SG
رشد	ріст	رشد	ріст	N;SG	N;INAN;NOM;MASC;SG
گزارش	скарга	گزارش	скарга	N;SG	N;INAN;NOM;FEM;SG
گزارش	звіт	گزارش	звіт	N;SG	N;INAN;NOM;MASC;SG
پرداخت	сплата	پرداخت	сплата	N;SG	N;INAN;NOM;FEM;SG
پرداخت	оплата	پرداخت	оплата	N;SG	N;INAN;NOM;FEM;SG
پرداخت	платіж	پرداخت	платіж	N;SG	N;INAN;NOM;MASC;SG
پرداخت	відображення	پرداخت	відображення	N;SG	N;INAN;NOM;NEUT;SG
پرداخت	відтворення	پرداخت	відтворення	N;SG	N;INAN;NOM;NEUT;SG
هلند	голландія	هلند	голландія	N;SG	N;INAN;NOM;FEM;SG
مالی	фінансові	مالی	фінансовий	ADJ	ADJ;NOM;PL
مالی	фінансова	مالی	фінансовий	ADJ	ADJ;NOM;FEM;SG
مالی	малий	مالی	малий	ADJ	ADJ;NOM;MASC;SG
مالی	малі	مالی	малий	ADJ	ADJ;NOM;PL
اضافه	додатковий	اضافه	додатковий	ADJ	ADJ;NOM;MASC;SG
اضافه	зайві	اضافه	зайвий	ADJ	ADJ;NOM;PL
اضافه	додаткова	اضافه	додатковий	ADJ	ADJ;NOM;FEM;SG
اضافه	додаткові	اضافه	додатковий	ADJ	ADJ;NOM;PL
ورزشگاه	спортзал	ورزشگاه	спортзал	N;SG	N;INAN;NOM;MASC;SG
ورزشگاه	естадіо	ورزشگاه	естадіо	N;SG	N;INAN;NOM;MASC;SG
ورزشگاه	стадіон	ورزشگاه	стадіон	N;SG	N;INAN;NOM;MASC;SG
ورزشگاه	стедіум	ورزشگاه	стедія	N;SG	N;INAN;NOM;MASC;SG
جنسی	стать	جنسی	стать	N;SG	N;INAN;NOM;FEM;SG
جنسی	секс	جنسی	секс	N;SG	N;INAN;NOM;MASC;SG
امور	справ	امر	справа	N;PL	N;INAN;GEN;FEM;PL
امور	справі	امر	справа	N;PL	N;INAN;DAT;FEM;PL
تأسیس	заклад	تأسیس	заклад	N;SG	N;INAN;NOM;MASC;SG
مهدی	махді	مهدی	махда	N;SG	N;INAN;NOM;MASC;SG
شعر	вірш	شعر	вірш	N;SG	N;INAN;NOM;MASC;SG
شعر	вірша	شعر	вірш	N;SG	N;INAN;NOM;MASC;SG
شعر	поема	شعر	поема	N;SG	N;INAN;NOM;FEM;SG
شعر	поезія	شعر	поезія	N;SG	N;INAN;NOM;FEM;SG
شرح	пояснення	شرح	пояснення	N;SG	N;INAN;NOM;NEUT;SG
شرح	опис	شرح	опис	N;SG	N;INAN;NOM;MASC;SG
فناوری	технологія	فناوری	технологія	N;SG	N;INAN;NOM;FEM;SG
ترتیب	ордер	ترتیب	ордер	N;SG	N;INAN;NOM;MASC;SG
ترتیب	наказ	ترتیب	наказ	N;SG	N;INAN;NOM;MASC;SG
ترتیب	порядок	ترتیب	порядок	N;SG	N;INAN;NOM;MASC;SG
مادر	мама	مادر	мама	N;SG	N;ANIM;NOM;FEM;SG
مادر	матір	مادر	мати	N;SG	N;ANIM;NOM;FEM;SG
مادر	мати	مادر	мати	N;SG	N;ANIM;NOM;FEM;SG
خانوار	двір	خانوار	двір	N;SG	N;INAN;NOM;MASC;SG
وضعیت	стан	وضعیت	стан	N;SG	N;INAN;NOM;MASC;SG
وضعیت	статус	وضعیت	статус	N;SG	N;INAN;NOM;MASC;SG
وضعیت	стану	وضعیت	стан	N;SG	N;INAN;GEN;MASC;SG
وضعیت	статусі	وضعیت	статус	N;SG	N;INAN;DAT;MASC;SG
وضعیت	ситуацію	وضعیت	ситуація	N;SG	N;INAN;ACC;FEM;SG
وضعیت	ситуація	وضعیت	ситуація	N;SG	N;INAN;NOM;FEM;SG
وضعیت	становище	وضعیت	становище	N;SG	N;INAN;NOM;NEUT;SG
وضعیت	стан	وضعیت	стан	N;SG	N;INAN;NOM;MASC;SG
وضعیت	держава	وضعیت	держава	N;SG	N;INAN;NOM;FEM;SG
نمونه	зразок	نمونه	зразок	N;SG	N;INAN;NOM;MASC;SG
نمونه	приклад	نمونه	приклад	N;SG	N;INAN;NOM;MASC;SG
نمونه	зразка	نمونه	зразка	N;SG	N;INAN;NOM;MASC;SG
نمونه	примірник	نمونه	примірник	N;SG	N;INAN;NOM;MASC;SG
نمونه	екземпляр	نمونه	екземпляр	N;SG	N;INAN;NOM;MASC;SG
نمونه	зразок	نمونه	зразок	N;SG	N;INAN;NOM;MASC;SG
نمونه	приклад	نمونه	приклад	N;SG	N;INAN;NOM;MASC;SG
نامزد	кандидат	نامزد	кандидат	N;SG	N;ANIM;NOM;MASC;SG
مثال	примірник	مثال	примірник	N;SG	N;INAN;NOM;MASC;SG
مثال	екземпляр	مثال	екземпляр	N;SG	N;INAN;NOM;MASC;SG
مثال	приклад	مثال	приклад	N;SG	N;INAN;NOM;MASC;SG
مدل	модель	مدل	модель	N;SG	N;INAN;NOM;FEM;SG
دوستان	друзями	دوست	друг	N;PL	N;ANIM;INS;MASC;PL
دوستان	друзів	دوست	друг	N;PL	N;ANIM;ACC;MASC;PL
دوستان	друзі	دوست	друг	N;PL	N;ANIM;NOM;MASC;PL
مسیر	контур	مسیر	контура	N;SG	N;INAN;NOM;MASC;SG
مسیر	шлях	مسیر	шлях	N;SG	N;INAN;NOM;MASC;SG
مسیر	маршрут	مسیر	маршрут	N;SG	N;INAN;NOM;MASC;SG
مسیر	траєкторію	مسیر	траєкторія	N;SG	N;INAN;ACC;FEM;SG
دسته	категорія	دسته	категорія	N;SG	N;INAN;NOM;FEM;SG
دسته	купка	دسته	купка	N;SG	N;INAN;NOM;FEM;SG
دسته	купа	دسته	купа	N;SG	N;INAN;NOM;FEM;SG
دسته	букетом	دسته	букет	N;SG	N;INAN;INS;MASC;SG
دانش	знання	دانش	знання	N;SG	N;INAN;NOM;NEUT;SG
ترانه	конкурс	ترانه	конкурс	N;SG	N;INAN;NOM;MASC;SG
ترانه	пісня	ترانه	пісня	N;SG	N;INAN;NOM;FEM;SG
کشته	вбив	کشت#کش	вбити	V;SG;3;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
چرا	чому	چرا	чому	ADV	ADV
پایگاه	основа	None	основа	N;SG	N;INAN;NOM;FEM;SG
پایگاه	база	None	база	N;SG	N;INAN;NOM;FEM;SG
پایگاه	основою	None	основа	N;SG	N;INAN;INS;FEM;SG
پایگاه	форпост	None	форпост	N;SG	N;INAN;NOM;MASC;SG
مکان	місце	مکان	місце	N;SG	N;INAN;NOM;NEUT;SG
مکان	розміщення	مکان	розміщення	N;SG	N;INAN;NOM;NEUT;SG
مکان	місцезнаходження	مکان	місцезнаходження	N;SG	N;INAN;NOM;NEUT;SG
مکان	локація	مکان	локація	N;SG	N;INAN;NOM;FEM;SG
مکان	місце	مکان	місце	N;SG	N;INAN;NOM;NEUT;SG
مکان	розташування	مکان	розташування	N;SG	N;INAN;NOM;NEUT;SG
فکر	мислення	فکر	мислення	N;SG	N;INAN;NOM;NEUT;SG
اولیه	основний	اولیه	основний	ADJ	ADJ;NOM;MASC;SG
اولیه	основне	اولیه	основний	ADJ	ADJ;NOM;NEUT;SG
اولیه	основна	اولیه	основний	ADJ	ADJ;NOM;FEM;SG
گسترش	розгортання	گسترش	розгортання	N;SG	N;INAN;NOM;NEUT;SG
گسترش	розширення	گسترش	розширення	N;SG	N;INAN;NOM;NEUT;SG
شناگران	плавці	شناگر	плавка	N;PL	N;INAN;NOM;MASC;PL
عدم	відсутність	عدم	відсутність	N;SG	N;INAN;NOM;FEM;SG
عدم	брак	عدم	брак	N;SG	N;INAN;NOM;MASC;SG
عدم	нестача	عدم	нестач	N;SG	N;INAN;NOM;FEM;SG
عدد	число	عدد	число	N;SG	N;INAN;NOM;NEUT;SG
عدد	кількість	عدد	кількість	N;SG	N;INAN;NOM;FEM;SG
عدد	номер	عدد	номер	N;SG	N;INAN;NOM;MASC;SG
عدد	номера	عدد	номера	N;SG	N;INAN;GEN;MASC;SG
عدد	числа	عدد	число	N;SG	N;INAN;NOM;NEUT;SG
تعریف	визначення	تعریف	визначення	N;SG	N;INAN;NOM;NEUT;SG
نو	нові	نو	новий	ADJ	ADJ;NOM;PL
نو	нове	نو	новий	ADJ	ADJ;NOM;NEUT;SG
نو	нова	نو	новий	ADJ	ADJ;NOM;FEM;SG
نو	новий	نو	новий	ADJ	ADJ;NOM;MASC;SG
خدمات	послуги	خدمت	послуга	N;PL	N;INAN;NOM;FEM;PL
خدمات	служби	خدمت	служба	N;PL	N;INAN;NOM;FEM;PL
خدمات	служби	خدمت	служба	N;PL	N;INAN;NOM;FEM;PL
همسر	чоловік	همسر	чоловік	N;SG	N;ANIM;NOM;MASC;SG
همسر	чоловіка	همسر	чоловік	N;SG	N;ANIM;ACC;MASC;SG
همسر	дружині	همسر	дружина	N;SG	N;ANIM;DAT;FEM;SG
همسر	дружина	همسر	дружина	N;SG	N;ANIM;NOM;FEM;SG
فرزند	дитя	فرزند	дитя	N;SG	N;INAN;NOM;NEUT;SG
فرزند	дитина	فرزند	дитина	N;SG	N;ANIM;NOM;FEM;SG
فرزند	нащадок	فرزند	нащадок	N;SG	N;ANIM;NOM;MASC;SG
مصرف	споживання	مصرف	споживання	N;SG	N;INAN;NOM;NEUT;SG
تقسیم	ділення	تقسیم	ділення	N;SG	N;INAN;NOM;NEUT;SG
تقسیم	дивізіон	تقسیم	дивізіон	N;SG	N;INAN;NOM;MASC;SG
تقسیم	поділ	تقسیم	поділ	N;SG	N;INAN;NOM;MASC;SG
تقسیم	ділення	تقسیم	ділення	N;SG	N;INAN;NOM;NEUT;SG
روزنامه	газета	روزنامه	газета	N;SG	N;INAN;NOM;FEM;SG
تن	тунець	تن	тунець	N;SG	N;ANIM;NOM;MASC;SG
تن	тонну	تن	тонний	N;SG	N;INAN;ACC;FEM;SG
اتحاد	союз	اتحاد	союз	N;SG	N;INAN;NOM;MASC;SG
اتحاد	єдність	اتحاد	єдність	N;SG	N;INAN;NOM;FEM;SG
اتحاد	альянс	اتحاد	альянс	N;SG	N;INAN;NOM;MASC;SG
اتحاد	солідарності	اتحاد	солідарність	N;SG	N;INAN;GEN;FEM;SG
اتحاد	солідарність	اتحاد	солідарність	N;SG	N;INAN;NOM;FEM;SG
نظریه	теорія	نظریه	теорія	N;SG	N;INAN;NOM;FEM;SG
خاک	пил	خاک	пити	N;SG	N;INAN;NOM;MASC;SG
خاک	ґрунту	خاک	ґрунт	N;SG	N;INAN;GEN;MASC;SG
خاک	ґрунт	خاک	ґрунт	N;SG	N;INAN;NOM;MASC;SG
خاک	земля	خاک	земля	N;SG	N;INAN;NOM;FEM;SG
مخالف	протистояння	مخالف	протистояння	N;SG	N;INAN;NOM;NEUT;SG
مخالف	протилежність	مخالف	протилежність	N;SG	N;INAN;NOM;FEM;SG
مخالف	відміну	مخالف	відміна	N;SG	N;INAN;ACC;FEM;SG
