anita	anita	anittaa	anita	N;NOM;SG	N;MASC+FEM;SG
luettelot	catalogi	luettelo	catalogi	N;NOM;PL	N;PL
luettelot	lijstjes	luettelo	lijst	N;NOM;PL	N;PL
luettelot	lijsten	luettelo	lijst	N;NOM;PL	N;PL
luodaan	creëren	luoda	creer	V;IND;PRS;FIN;PASS	V;NFIN
maradona	maradona	marado	maradona	N;NOM;SG	N;MASC+FEM;SG
malin	malin	mali	malin	N;GEN;SG	N;MASC+FEM;SG
malin	mali	mali	mali	N;GEN;SG	N;MASC+FEM;SG
historiallista	historische	historiallinen	historisch	ADJ;PRT;SG	ADJ
historiallista	historisch	historiallinen	historisch	ADJ;PRT;SG	ADJ
historiallista	historisch	historiallinen	historisch	ADJ;PRT;SG	ADJ
historiallista	historische	historiallinen	historisch	ADJ;PRT;SG	ADJ
platon	plato	platon	plato	N;NOM;SG	N;MASC+FEM;SG
ajoitettu	gepland	ajoittaa	plannen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
ajoitettu	geplande	ajoittaa	plannen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
ajoitettu	ingepland	ajoittaa	inplanden	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
suojata	beschermen	suojata	beschermen	V;SG;NFIN;ACT	V;NFIN
suojata	bescherm	suojata	beschermen	V;SG;NFIN;ACT	V;SG;PRS;FIN
kiinnostuneita	geïnteresseerd	kiinnostua	interesseren	V;PRT;PL;V.PTCP;ACT	V;V.PTCP
muotoilu	opmaak	muotoilu	opmaak	N;NOM;SG	N;MASC+FEM;SG
muotoilu	ontwerp	muotoilu	ontwerp	N;NOM;SG	N;NEUT;SG
muotoilu	design	muotoilu	design	N;NOM;SG	N;MASC+FEM;SG
muotoilu	vormgeving	muotoilu	vormgeving	N;NOM;SG	N;MASC+FEM;SG
muotoilu	vormgeving	muotoilu	vormgeving	N;NOM;SG	N;MASC+FEM;SG
puolustajat	verdedigers	puolustaja	verdediger	N;NOM;PL	N;PL
sudanin	sudan	sudan	sudan	N;GEN;SG	N;MASC+FEM;SG
mitat	afmetingen	mitta	afmeting	N;NOM;PL	N;PL
mitat	dimensies	mitta	dimensie	N;NOM;PL	N;PL
mitat	afmetingen	mitta	afmeting	N;NOM;PL	N;PL
irene	irene	irene	ireen	N;NOM;SG	N;MASC+FEM;SG
lääkkeiden	geneesmiddelen	lääke	geneesmiddelen	N;GEN;PL	N;PL
lääkkeiden	medicijnen	lääke	medicijn	N;GEN;PL	N;PL
todellisuuden	werkelijkheid	todellisuus	werkelijkheid	N;GEN;SG	N;MASC+FEM;SG
todellisuuden	realiteit	todellisuus	realiteit	N;GEN;SG	N;MASC+FEM;SG
erotettu	gescheiden	erottaa	scheiden	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
erotettu	verdreven	erottaa	verdrijven	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
erotettu	weggestuurd	erottaa	wegsturen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
erotettu	uitgezet	erottaa	uitzetten	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
erotettu	ontslagen	erottaa	ontslaan	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
hevosvoimaa	pk	hevos#voima	pk	N;PRT;SG	N;MASC+FEM;SG
prosessin	proces	prosessi	proces	N;GEN;SG	N;NEUT;SG
valikoima	selectie	valikoima	selectie	N;NOM;SG	N;MASC+FEM;SG
keltaiset	gele	keltainen	geel	ADJ;NOM;PL	ADJ
keltaiset	geel	keltainen	geel	ADJ;NOM;PL	ADJ
uskoivat	geloofden	uskoa	geloven	V;IND;PL;3;PST;FIN;ACT	V;PL;PST;FIN
uskoivat	geloofd	uskoa	loven	V;IND;PL;3;PST;FIN;ACT	V;V.PTCP
dylan	dylan	dyla	dylan	N;NOM;SG	N;MASC+FEM;SG
luominen	schepping	luominen	schepping	N;NOM;SG	N;MASC+FEM;SG
luominen	creatie	luominen	creatie	N;NOM;SG	N;MASC+FEM;SG
vaihdella	variëren	vaihti	variër	V;SG;NFIN;ACT	V;NFIN
arsenal	arsenaal	arsenal	arsenaal	N;NOM;SG	N;NEUT;SG
arsenal	arsenal	arsenal	arsenal	N;NOM;SG	N;NEUT;SG
seikkailu	avontuur	seikkailu	avontuur	N;NOM;SG	N;NEUT;SG
seikkailu	adventure	seikkailu	adventure	N;NOM;SG	N;MASC+FEM;SG
käymään	bezoeken	käydä	bezoeken	V;IN+ALL;SG;NFIN;ACT	V;NFIN
bafta	bafta	bafta	bafta	N;NOM;SG	N;MASC+FEM;SG
linkkiä	link	linkki	link	N;PRT;SG	N;MASC+FEM;SG
linkkiä	koppeling	linkki	koppeling	N;PRT;SG	N;MASC+FEM;SG
gloria	gloria	gloria	gloria	N;NOM;SG	N;MASC+FEM;SG
asp	asp	asp	asp	N;NOM;SG	N;MASC+FEM;SG
silmä	oog	silmä	oog	N;NOM;SG	N;NEUT;SG
kokemus	ervaring	kokemus	ervaring	N;NOM;SG	N;MASC+FEM;SG
katto	plafond	katto	plafond	N;NOM;SG	N;NEUT;SG
katto	dak	katto	dak	N;NOM;SG	N;NEUT;SG
huomattavaa	opmerkelijk	huomattava	opmerkelijk	ADJ;PRT;SG	ADJ
huomattavaa	opmerkelijke	huomattava	opmerkelijk	ADJ;PRT;SG	ADJ
huomattavaa	opvallend	huomattava	opvallend	ADJ;PRT;SG	ADJ
haltija	keeper	haltija	keeper	N;NOM;SG	N;MASC+FEM;SG
haltija	wachter	haltija	wachter	N;NOM;SG	N;MASC+FEM;SG
haltija	blijvertje	haltija	blijver	N;NOM;SG	N;NEUT;SG
haltija	hoeder	haltija	hoeder	N;NOM;SG	N;MASC+FEM;SG
haltija	houder	haltija	houder	N;NOM;SG	N;MASC+FEM;SG
haltija	houder	haltija	houder	N;NOM;SG	N;MASC+FEM;SG
kerttu	grietje	kerttu	griet	N;NOM;SG	N;NEUT;SG
kirjaimet	letteren	kirjain	letteren	N;NOM;PL	N;PL
kirjaimet	letters	kirjain	letter	N;NOM;PL	N;PL
kirjaimet	brieven	kirjain	brief	N;NOM;PL	N;PL
kysymyksen	vraagje	kysymys	vraag	N;GEN;SG	N;NEUT;SG
kysymyksen	vraag	kysymys	vraag	N;GEN;SG	N;MASC+FEM;SG
maila	bat	maila	bat	N;NOM;SG	N;MASC+FEM;SG
maila	bbt	maila	bbt	N;NOM;SG	N;MASC+FEM;SG
maila	knuppel	maila	knuppel	N;NOM;SG	N;MASC+FEM;SG
maila	vleermuis	maila	vleermuis	N;NOM;SG	N;MASC+FEM;SG
madison	madison	madison	madison	N;NOM;SG	N;MASC+FEM;SG
maastossa	terrein	maasto	terrein	N;IN+ESS;SG	N;NEUT;SG
riippumaton	zelfstandig	riippumaton	zelfstandig	ADJ;NOM;SG	ADJ
riippumaton	onafhankelijke	riippumaton	onafhankelijk	ADJ;NOM;SG	ADJ
riippumaton	onafhankelijk	riippumaton	onafhankelijk	ADJ;NOM;SG	ADJ
asemat	posities	asema	positie	N;NOM;PL	N;PL
asemat	stations	asema	station	N;NOM;PL	N;PL
taiteilijoita	kunstenaars	taiteilija	kunstenaar	N;PRT;PL	N;PL
taiteilijoita	artiesten	taiteilija	artiest	N;PRT;PL	N;PL
pysähtyi	gestopt	pysähtyä	stoppen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
pysähtyi	stopte	pysähtyä	stoppen	V;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
nalle	beer	nalle	beer	N;NOM;SG	N;MASC+FEM;SG
nalle	beertje	nalle	beer	N;NOM;SG	N;NEUT;SG
nalle	bear	nalle	bear	N;NOM;SG	N;MASC+FEM;SG
laukaisu	lancering	laukaisu	lancering	N;NOM;SG	N;MASC+FEM;SG
vastuu	aansprakelijkheid	vastuu	aansprakelijkheid	N;NOM;SG	N;MASC+FEM;SG
vastuu	verantwoordelijkheid	vastuu	verantwoordelijkheid	N;NOM;SG	N;MASC+FEM;SG
vastuu	verantwoordelijkheid	vastuu	verantwoordelijkheid	N;NOM;SG	N;MASC+FEM;SG
varaa	boek	vara	boek	N;PRT;SG	N;NEUT;SG
varaa	reserve	vara	reserve	N;PRT;SG	N;MASC+FEM;SG
lane	laan	lane	laan	N;NOM;SG	N;MASC+FEM;SG
lane	lane	lane	laan	N;NOM;SG	N;MASC+FEM;SG
vaunun	trolley	vaunu	trolley	N;GEN;SG	N;MASC+FEM;SG
vaunun	wagon	vaunu	wagon	N;GEN;SG	N;MASC+FEM;SG
vaunun	wagen	vaunu	wagen	N;GEN;SG	N;MASC+FEM;SG
googlen	google	google	goog	N;GEN;SG	N;MASC+FEM;SG
kulutus	verbruik	kulutus	verbruik	N;NOM;SG	N;NEUT;SG
kulutus	consumptie	kulutus	consumptie	N;NOM;SG	N;MASC+FEM;SG
nilsson	nilsson	nilssoan	nilsson	N;NOM;SG	N;MASC+FEM;SG
turvallisuus	veiligheid	turvallisuus	veiligheid	N;NOM;SG	N;MASC+FEM;SG
turvallisuus	beveiliging	turvallisuus	beveiliging	N;NOM;SG	N;MASC+FEM;SG
turvallisuus	veiligheid	turvallisuus	veiligheid	N;NOM;SG	N;MASC+FEM;SG
ihme	mirakel	ihme	mirakel	N;NOM;SG	N;NEUT;SG
ihme	wonder	ihme	wonder	N;NOM;SG	N;NEUT;SG
ihme	verwondering	ihme	verwondering	N;NOM;SG	N;MASC+FEM;SG
ihme	wonder	ihme	wonder	N;NOM;SG	N;NEUT;SG
alba	alba	alba	alba	N;NOM;SG	N;MASC+FEM;SG
turbo	turbo	turbo	turbo	N;NOM;SG	N;MASC+FEM;SG
lasku	achteruitgang	lasku	achteruitgang	N;NOM;SG	N;MASC+FEM;SG
lasku	verval	lasku	verval	N;NOM;SG	N;NEUT;SG
lasku	bill	lasku	bill	N;NOM;SG	N;MASC+FEM;SG
lasku	wetsontwerp	lasku	wetsontwerp	N;NOM;SG	N;NEUT;SG
lasku	wetsvoorstel	lasku	wetsvoorstel	N;NOM;SG	N;NEUT;SG
lasku	afname	lasku	afname	N;NOM;SG	N;MASC+FEM;SG
lasku	daling	lasku	daling	N;NOM;SG	N;MASC+FEM;SG
lasku	vermindering	lasku	vermindering	N;NOM;SG	N;MASC+FEM;SG
lasku	aanvoer	lasku	aanvoer	N;NOM;SG	N;MASC+FEM;SG
lasku	aanlanding	lasku	aanlanding	N;NOM;SG	N;MASC+FEM;SG
lasku	landing	lasku	landing	N;NOM;SG	N;MASC+FEM;SG
lasku	factuur	lasku	factuur	N;NOM;SG	N;MASC+FEM;SG
natura	natura	natura	natura	N;NOM;SG	N;MASC+FEM;SG
arabia	arabië	arabi	arabië	N;NOM;SG	N;NEUT;SG
kalastusta	visvangst	kalastus	visvangst	N;PRT;SG	N;MASC+FEM;SG
kalastusta	visserij	kalastus	visserij	N;PRT;SG	N;MASC+FEM;SG
värejä	kleuren	väri	kleur	N;PRT;PL	N;PL
värejä	kleuren	väri	kleur	N;PRT;PL	N;PL
ketju	ketting	ketju	ketting	N;NOM;SG	N;MASC+FEM;SG
ptolemaios	ptolemaeus	prolemaios	ptolemaeus	N;NOM;SG	N;MASC+FEM;SG
rikki	zwavel	rikki	zwavel	N;NOM;SG	N;MASC+FEM;SG
rikki	blut	rikki	blut	N;NOM;SG	N;MASC+FEM;SG
rikki	zwavel	rikki	zwavel	N;NOM;SG	N;MASC+FEM;SG
ranger	ranger	ranger	ranger	N;NOM;SG	N;MASC+FEM;SG
ranger	boswachter	ranger	boswachter	N;NOM;SG	N;MASC+FEM;SG
tiedemies	wetenschapper	tiede#mies	wetenschapper	N;NOM;SG	N;MASC+FEM;SG
afc	afc	afc	afc	N;NOM;SG	N;MASC+FEM;SG
morrison	morrison	mortiso	morrison	N;NOM;SG	N;MASC+FEM;SG
vartalo	lichaam	vartalo	lichaam	N;NOM;SG	N;NEUT;SG
vartalo	body	vartalo	body	N;NOM;SG	N;MASC+FEM;SG
vartalo	torso	vartalo	torso	N;NOM;SG	N;MASC+FEM;SG
vartalo	romp	vartalo	romp	N;NOM;SG	N;MASC+FEM;SG
isäntä	organisator	isäntä	organisator	N;NOM;SG	N;MASC+FEM;SG
isäntä	gastheer	isäntä	gastheer	N;NOM;SG	N;MASC+FEM;SG
isäntä	host	isäntä	host	N;NOM;SG	N;MASC+FEM;SG
isäntä	master	isäntä	master	N;NOM;SG	N;MASC+FEM;SG
isäntä	meester	isäntä	meester	N;NOM;SG	N;MASC+FEM;SG
laajuus	draagwijdte	laajuus	draagwijdte	N;NOM;SG	N;MASC+FEM;SG
laajuus	toepassingsgebied	laajuus	toepassingsgebied	N;NOM;SG	N;NEUT;SG
laajuus	reikwijdte	laajuus	reikwijdte	N;NOM;SG	N;MASC+FEM;SG
rainer	rainer	rainer	rain	N;NOM;SG	N;MASC+FEM;SG
lama	recessie	lama	recessie	N;NOM;SG	N;MASC+FEM;SG
lama	lama	lama	lama	N;NOM;SG	N;MASC+FEM;SG
lama	depressie	lama	depressie	N;NOM;SG	N;MASC+FEM;SG
piirteet	karakteristieken	piirre	karakteristiek	N;NOM;PL	N;PL
piirteet	kenmerken	piirre	kenmerk	N;NOM;PL	N;PL
piirteet	eigenschappen	piirre	eigenschap	N;NOM;PL	N;PL
piirteet	functies	piirre	functie	N;NOM;PL	N;PL
piirteet	kenmerken	piirre	kenmerk	N;NOM;PL	N;PL
damon	damon	damo	damon	N;NOM;SG	N;MASC+FEM;SG
sokrates	socrates	sokrates	socrate	N;NOM;SG	N;MASC+FEM;SG
ilmainen	vrij	ilmainen	vrij	ADJ;NOM;SG	ADJ
ilmainen	gratis	ilmainen	gratis	ADJ;NOM;SG	ADJ
fanien	fans	fanien	fan	N;GEN;PL	N;PL
fanien	ventilatoren	fanien	ventilator	N;GEN;PL	N;PL
kirjailijoita	schrijvers	kirjailija	schrijver	N;PRT;PL	N;PL
säätää	aanpassen	säätää	aanpassen	V;SG;NFIN;ACT	V;NFIN
hiili	steenkool	hiili	steenkool	N;NOM;SG	N;MASC+FEM;SG
hiili	kool	hiili	kool	N;NOM;SG	N;MASC+FEM;SG
hiili	houtskool	hiili	houtskool	N;NOM;SG	N;MASC+FEM;SG
hiili	carbon	hiili	carbon	N;NOM;SG	N;MASC+FEM;SG
hiili	koolstof	hiili	koolstof	N;NOM;SG	N;MASC+FEM;SG
vastuuta	verantwoordelijkheid	vastuu	verantwoordelijkheid	N;PRT;SG	N;MASC+FEM;SG
vastuuta	verantwoordelijkheid	vastuu	verantwoordelijkheid	N;PRT;SG	N;MASC+FEM;SG
viite	scheidsrechter	viite	scheidsrechter	N;NOM;SG	N;MASC+FEM;SG
viite	ref	viite	ref	N;NOM;SG	N;MASC+FEM;SG
viite	referentie	viite	referentie	N;NOM;SG	N;MASC+FEM;SG
viite	verwijzing	viite	verwijzing	N;NOM;SG	N;MASC+FEM;SG
saavutettu	bereikte	saavuttaa	bereiken	V;NOM;SG;V.PTCP;PASS	V;SG;PST;FIN
saavutettu	bereikt	saavuttaa	bereiken	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
saavutettu	behaald	saavuttaa	behalen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
saavutettu	volbracht	saavuttaa	volbrengen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
saavutettu	behaald	saavuttaa	behalen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
saavutettu	bereikte	saavuttaa	bereiken	V;NOM;SG;V.PTCP;PASS	V;SG;PST;FIN
saavutettu	bereikt	saavuttaa	bereiken	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
funk	funk	funk	funk	N;NOM;SG	N;MASC+FEM;SG
vaihteisto	versnellingsbak	vaihteisto	versnellingsbak	N;NOM;SG	N;MASC+FEM;SG
hevoset	paarden	hevonen	paard	N;NOM;PL	N;PL
sävellykset	samenstellingen	sävellys	samenstelling	N;NOM;PL	N;PL
sävellykset	composities	sävellys	compositie	N;NOM;PL	N;PL
läpimurto	doorbraak	läpi#murto	doorbraak	N;NOM;SG	N;MASC+FEM;SG
myönnetään	verleend	myöntää	verlenen	V;IND;PRS;FIN;PASS	V;V.PTCP
myönnetään	toegekend	myöntää	toekennen	V;IND;PRS;FIN;PASS	V;V.PTCP
liga	liga	liga	liga	N;NOM;SG	N;MASC+FEM;SG
piireissä	rondjes	piireä	rond	N;IN+ESS;PL	N;PL
piireissä	cirkels	piireä	cirkel	N;IN+ESS;PL	N;PL
piireissä	kringen	piireä	kring	N;IN+ESS;PL	N;PL
aston	aston	asto	aston	N;GEN;SG	N;MASC+FEM;SG
tuotettu	produceerde	tuottaa	produceren	V;NOM;SG;V.PTCP;PASS	V;SG;PST;FIN
tuotettu	geproduceerd	tuottaa	produceren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
tuotettu	geproduceerde	tuottaa	produceren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
tuotettu	gegenereerd	tuottaa	ererereren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
tuotettu	aangemaakt	tuottaa	aanmaken	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
tuotettu	gegenereerde	tuottaa	enerereren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
dokumentin	docu	dokumentti	docu	N;GEN;SG	N;MASC+FEM;SG
pistää	prikken	pistää	prikken	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
pistää	steek	pistää	steek	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
pelko	angst	pelko	angst	N;NOM;SG	N;MASC+FEM;SG
horn	horn	horn	horn	N;NOM;SG	N;MASC+FEM;SG
horn	hoorn	horn	hoorn	N;NOM;SG	N;MASC+FEM;SG
ilmoitus	aankondiging	ilmoitus	aankondiging	N;NOM;SG	N;MASC+FEM;SG
ilmoitus	bekendmaking	ilmoitus	bekendmaking	N;NOM;SG	N;MASC+FEM;SG
ilmoitus	mededeling	ilmoitus	mededeling	N;NOM;SG	N;MASC+FEM;SG
ilmoitus	notificatie	ilmoitus	notificatie	N;NOM;SG	N;MASC+FEM;SG
ilmoitus	melding	ilmoitus	melding	N;NOM;SG	N;MASC+FEM;SG
ilmoitus	aanmelding	ilmoitus	aanmelding	N;NOM;SG	N;MASC+FEM;SG
ilmoitus	kennisgeving	ilmoitus	kennisgeving	N;NOM;SG	N;MASC+FEM;SG
ilmoitus	aangifte	ilmoitus	aangifte	N;NOM;SG	N;MASC+FEM;SG
ilmoitus	declaratie	ilmoitus	declaratie	N;NOM;SG	N;MASC+FEM;SG
ilmoitus	verklaring	ilmoitus	verklaring	N;NOM;SG	N;MASC+FEM;SG
sankarit	helden	sankari	helden	N;NOM;PL	N;PL
tarinoiden	verslagen	tarina	verslag	N;GEN;PL	N;PL
tarinoiden	verhalen	tarina	verhaal	N;GEN;PL	N;PL
tarinoiden	verhaaltjes	tarina	verhaal	N;GEN;PL	N;PL
päivien	dagen	päivä	dag	N;GEN;PL	N;PL
yksityisen	privé	yksityinen	privé	ADJ;GEN;SG	ADJ
yksityisen	particulier	yksityinen	particulier	ADJ;GEN;SG	ADJ
piiritys	belegering	piiritys	belegering	N;NOM;SG	N;MASC+FEM;SG
piiritys	beleg	piiritys	beleg	N;NOM;SG	N;NEUT;SG
sophie	sophie	sophi	sophie	N;NOM;SG	N;MASC+FEM;SG
uno	uno	uno	uno	N;NOM;SG	N;MASC+FEM;SG
venezuelan	venezuela	vene#zuela	venezuela	N;GEN;SG	N;NEUT;SG
omistajat	baasjes	omistaja	baas	N;NOM;PL	N;PL
omistajat	eigenaren	omistaja	eigenaar	N;NOM;PL	N;PL
omistajat	eigenaars	omistaja	eigenaar	N;NOM;PL	N;PL
omistajat	huiseigenaren	omistaja	huiseigenaar	N;NOM;PL	N;PL
donner	donner	donner	donner	N;NOM;SG	N;MASC+FEM;SG
keskeyttää	schorsen	keskeyttää	schorsen	V;IND;SG;PRS;FIN;ACT	V;NFIN
keskeyttää	opschorten	keskeyttää	opschorten	V;IND;SG;PRS;FIN;ACT	V;NFIN
keskeyttää	onderbreken	keskeyttää	onderbreken	V;IND;SG;PRS;FIN;ACT	V;NFIN
keskeyttää	onderbreekt	keskeyttää	onderbreken	V;IND;SG;PRS;FIN;ACT	V;SG;PRS;FIN
keskeyttää	onderbreekt	keskeyttää	onderbreken	V;IND;SG;PRS;FIN;ACT	V;SG;PRS;FIN
keskeyttää	onderbreken	keskeyttää	onderbreken	V;IND;SG;PRS;FIN;ACT	V;NFIN
erilliset	aparte	erillinen	apart	ADJ;NOM;PL	ADJ
erilliset	apart	erillinen	apart	ADJ;NOM;PL	ADJ
kirjeitä	letteren	kirje	letteren	N;PRT;PL	N;PL
kirjeitä	letters	kirje	letter	N;PRT;PL	N;PL
kirjeitä	brieven	kirje	brief	N;PRT;PL	N;PL
tulevaisuuteen	toekomst	tulevaisuus	toekomst	N;IN+ALL;SG	N;MASC+FEM;SG
mitata	meet	mitata	meet	V;SG;NFIN;ACT	V;SG;PRS;FIN
mitata	meten	mitata	meten	V;SG;NFIN;ACT	V;NFIN
ohjauksen	stuurinrichting	ohjaus	stuurinrichting	N;GEN;SG	N;MASC+FEM;SG
kesäkuu	june	kesäkuu	june	N;NOM;SG	N;MASC+FEM;SG
kunnia	eer	kunnia	eer	N;NOM;SG	N;MASC+FEM;SG
kunnia	eer	kunnia	eer	N;NOM;SG	N;MASC+FEM;SG
kunnia	glorie	kunnia	glorie	N;NOM;SG	N;MASC+FEM;SG
kunnia	roem	kunnia	roem	N;NOM;SG	N;MASC+FEM;SG
kunnia	heerlijkheid	kunnia	heerlijkheid	N;NOM;SG	N;MASC+FEM;SG
kunnia	glory	kunnia	glory	N;NOM;SG	N;MASC+FEM;SG
konrad	konrad	konrad	konrad	N;NOM;SG	N;MASC+FEM;SG
konrad	koenraad	konrad	koenraad	N;NOM;SG	N;MASC+FEM;SG
ansaitsi	verdiend	ansaita	verdienen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
ansaitsi	verdiende	ansaita	verdienen	V;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
ansaitsi	verdiend	ansaita	verdienen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
ansaitsi	verdiende	ansaita	verdienen	V;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
lucius	lucius	lucius	lucius	N;NOM;SG	N;MASC+FEM;SG
burton	burton	burto	burton	N;NOM;SG	N;MASC+FEM;SG
atlantis	atlantis	atlantis	atlantis	N;NOM;SG	N;MASC+FEM;SG
osuu	geraakt	osua	raken	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
pjotr	pjotr	pjotr	pjotr	N;NOM;SG	N;MASC+FEM;SG
linjat	lijnen	linja	lijn	N;NOM;PL	N;PL
ramsay	ramsay	ramsaa	ramsay	N;NOM;SG	N;MASC+FEM;SG
lainasi	leende	lainata	lenen	V;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
lainasi	geleende	lainata	lenen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
lainasi	geleend	lainata	lenen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
veri	bloed	veri	bloed	N;NOM;SG	N;NEUT;SG
kitaran	guitar	kitara	guitar	N;GEN;SG	N;MASC+FEM;SG
kitaran	gitaar	kitara	gitaar	N;GEN;SG	N;MASC+FEM;SG
luna	luna	luna	luna	N;NOM;SG	N;MASC+FEM;SG
spartan	spartaan	sparta	spartaan	N;GEN;SG	N;MASC+FEM;SG
esineet	objecten	esine	object	N;NOM;PL	N;PL
esineet	voorwerpen	esine	voorwerp	N;NOM;PL	N;PL
nimitetty	aangesteld	nimittää	aanstellen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
nimitetty	benoemde	nimittää	benoemen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
nimitetty	benoemd	nimittää	benoemen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
nikita	nikita	nikita	nikita	N;NOM;SG	N;MASC+FEM;SG
tehtaat	fabrieken	tehdas	fabriek	N;NOM;PL	N;PL
tehtaat	molens	tehdas	molen	N;NOM;PL	N;PL
hollannissa	holland	hollanti	holland	N;IN+ESS;SG	N;NEUT;SG
harva	weinigen	harva	weinig	PRO;NOM;SG	PRO
harva	weinig	harva	weinig	PRO;NOM;SG	PRO
kilon	kilo	kilo	kilo	N;GEN;SG	N;MASC+FEM;SG
kaappasi	gekaapt	kaapata	kapen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
jokia	rivieren	joki	rivier	N;PRT;PL	N;PL
rajattu	beperkt	rajata	beperken	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
rajattu	gelimiteerd	rajata	limiteren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
rajattu	beperkte	rajata	beperken	V;NOM;SG;V.PTCP;PASS	V;SG;PST;FIN
rajattu	afgebakend	rajata	afbakenen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
rajattu	beperkt	rajata	beperken	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
rajattu	beperkte	rajata	beperken	V;NOM;SG;V.PTCP;PASS	V;SG;PST;FIN
rajattu	afgebakend	rajata	afbakenen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
rajattu	afgebakende	rajata	afbakenen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
julkaistut	gepubliceerd	julkaista	publiceren	V;NOM;PL;V.PTCP;PASS	V;V.PTCP
julkaistut	verschenen	julkaista	verschijnen	V;NOM;PL;V.PTCP;PASS	V;V.PTCP
julkaistut	gepubliceerde	julkaista	publiceren	V;NOM;PL;V.PTCP;PASS	V;V.PTCP
julkaistut	uitgegeven	julkaista	uitgeven	V;NOM;PL;V.PTCP;PASS	V;V.PTCP
matkustaja	passagier	matkustaja	passagier	N;NOM;SG	N;MASC+FEM;SG
matkustaja	reiziger	matkustaja	reiziger	N;NOM;SG	N;MASC+FEM;SG
matkustaja	reiziger	matkustaja	reiziger	N;NOM;SG	N;MASC+FEM;SG
matkustaja	reiziger	matkustaja	reiziger	N;NOM;SG	N;MASC+FEM;SG
romanttinen	romantische	romanttinen	romantisch	ADJ;NOM;SG	ADJ
romanttinen	romantisch	romanttinen	romantisch	ADJ;NOM;SG	ADJ
tulevaisuus	toekomst	tulevaisuus	toekomst	N;NOM;SG	N;MASC+FEM;SG
hautausmaan	kerkhof	hautaus#maa	kerkhof	N;GEN;SG	N;NEUT;SG
hautausmaan	begraafplaats	hautaus#maa	begraafplaats	N;GEN;SG	N;MASC+FEM;SG
pyyntö	aanvraag	pyyntö	aanvraag	N;NOM;SG	N;MASC+FEM;SG
pyyntö	verzoek	pyyntö	verzoek	N;NOM;SG	N;NEUT;SG
rinta	borst	rinta	borst	N;NOM;SG	N;MASC+FEM;SG
rinta	borstkas	rinta	borstkas	N;NOM;SG	N;MASC+FEM;SG
rinta	borst	rinta	borst	N;NOM;SG	N;MASC+FEM;SG
balkanin	balkan	balkan	balkan	N;GEN;SG	N;MASC+FEM;SG
balkanin	balkan	balkan	balkan	N;GEN;SG	N;MASC+FEM;SG
näkökulma	perspectief	näkö#kulma	perspectief	N;NOM;SG	N;NEUT;SG
riippuvainen	afhankelijke	riippuvainen	afhankelijk	ADJ;NOM;SG	ADJ
riippuvainen	afhankelijk	riippuvainen	afhankelijk	ADJ;NOM;SG	ADJ
sieni	schimmel	sieni	schimmel	N;NOM;SG	N;MASC+FEM;SG
sieni	spons	sieni	spons	N;NOM;SG	N;MASC+FEM;SG
sieni	paddenstoel	sieni	paddenstoel	N;NOM;SG	N;MASC+FEM;SG
suuruus	grootheid	suuruus	grootheid	N;NOM;SG	N;MASC+FEM;SG
suuruus	grootsheid	suuruus	grootsheid	N;NOM;SG	N;MASC+FEM;SG
