que	че	que	че	CONJ	CONJ
pintura	рисуване	pintura	рисуване	N;FEM;SG	N;INDF;NEUT;SG
pintura	живопис	pintura	живопис	N;FEM;SG	N;INDF;FEM;SG
pintura	картина	pintura	картина	N;FEM;SG	N;INDF;FEM;SG
pintura	боядисване	pintura	боядисване	N;FEM;SG	N;INDF;NEUT;SG
ruso	руски	ruso	руски	ADJ;MASC;SG	ADJ;INDF;MASC;SG
ruso	руска	ruso	руски	ADJ;MASC;SG	ADJ;INDF;FEM;SG
cuenca	басейн	cuenca	басейн	N;FEM;SG	N;INDF;MASC;SG
cuenca	куенка	cuenca	куенка	N;FEM;SG	N;INDF;FEM;SG
cuenca	вододел	cuenca	вододя	N;FEM;SG	N;INDF;MASC;SG
batería	батерията	batería	батерия	N;FEM;SG	N;DEF;FEM;SG
batería	акумулатор	batería	акумулатор	N;FEM;SG	N;INDF;MASC;SG
batería	батерия	batería	батерия	N;FEM;SG	N;INDF;FEM;SG
diputados	депутатите	diputado	депутат	N;MASC;PL	N;DEF;MASC;PL
diputados	депутати	diputado	депутат	N;MASC;PL	N;INDF;MASC;PL
diputados	членове	diputado	член	N;MASC;PL	N;INDF;MASC;PL
diputados	членовете	diputado	член	N;MASC;PL	N;DEF;MASC;PL
diputados	заместници	diputado	заместник	N;MASC;PL	N;INDF;MASC;PL
diputados	депутати	diputado	депутат	N;MASC;PL	N;INDF;MASC;PL
pasa	преминава	pasar	преминавам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pasa	минава	pasar	минавам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
máximo	максимална	máximo	максимален	ADJ;MASC;SG	ADJ;INDF;FEM;SG
máximo	максимален	máximo	максимален	ADJ;MASC;SG	ADJ;INDF;MASC;SG
deportes	спортове	deporte	спорт	N;MASC;PL	N;INDF;MASC;PL
representa	представлява	representar	представлявам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
representa	изобразява	representar	изобразявам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
recursos	ресурси	recurso	ресурс	N;MASC;PL	N;INDF;MASC;PL
recursos	ресурси	recurso	ресурс	N;MASC;PL	N;INDF;MASC;PL
misión	мисията	misión	мисия	N;FEM;SG	N;DEF;FEM;SG
misión	мисия	misión	мисия	N;FEM;SG	N;INDF;FEM;SG
compositor	текстописец	compositor	текстописец	N;MASC;SG	N;INDF;MASC;SG
compositor	композитор	compositor	композитор	N;MASC;SG	N;INDF;MASC;SG
corresponden	съответстват	corresponder	съответствам	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
futuro	бъдеще	futuro	бъдеще	N;MASC;SG	N;INDF;NEUT;SG
futuro	бъдещето	futuro	бъдеще	N;MASC;SG	N;DEF;NEUT;SG
ángeles	ангелите	ángel	ангел	N;MASC;PL	N;DEF;MASC;PL
ángeles	ангели	ángel	ангел	N;MASC;PL	N;INDF;MASC;PL
vicente	винсънт	vicente	винсънт	N;SG	N;INDF;MASC;SG
vicente	винсент	vicente	винсент	N;SG	N;INDF;MASC;SG
vicente	вал	vicente	вал	N;SG	N;INDF;MASC;SG
tecnología	технология	tecnología	технология	N;FEM;SG	N;INDF;FEM;SG
trabajar	работи	trabajar	работя	V;NFIN	V;IPFV;IMP;SG;2;FIN
trabajar	работим	trabajar	работя	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
considera	счита	considerar	считам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
tiempos	времена	tiempo	време	N;MASC;PL	N;INDF;NEUT;PL
fiesta	фиеста	fiesta	фиест	N;FEM;SG	N;INDF;FEM;SG
fiesta	парти	fiesta	парта	N;FEM;SG	N;INDF;NEUT;SG
fiesta	купон	fiesta	купон	N;FEM;SG	N;INDF;MASC;SG
fiesta	партия	fiesta	партия	N;FEM;SG	N;INDF;FEM;SG
jardín	градината	jardín	градина	N;MASC;SG	N;DEF;FEM;SG
jardín	гардън	jardín	гардън	N;MASC;SG	N;INDF;MASC;SG
jardín	градинка	jardín	градинка	N;MASC;SG	N;INDF;FEM;SG
jardín	градина	jardín	градина	N;MASC;SG	N;INDF;FEM;SG
jardín	гардънс	jardín	гардънс	N;MASC;SG	N;INDF;MASC;SG
madera	дървесина	madera	дървесина	N;FEM;SG	N;INDF;FEM;SG
madera	дърво	madera	дърво	N;FEM;SG	N;INDF;NEUT;SG
madera	дървесина	madera	дървесина	N;FEM;SG	N;INDF;FEM;SG
inferior	долна	inferior	долен	ADJ;SG	ADJ;INDF;FEM;SG
inferior	долен	inferior	долен	ADJ;SG	ADJ;INDF;MASC;SG
clubes	клубове	club	клуб	N;MASC;PL	N;INDF;MASC;PL
clubes	клубовете	club	клуб	N;MASC;PL	N;DEF;MASC;PL
clubes	стикове	club	стик	N;MASC;PL	N;INDF;MASC;PL
mexicana	мексиканска	mexicano	мексикански	ADJ;FEM;SG	ADJ;INDF;FEM;SG
mexicana	мексикански	mexicano	мексикански	ADJ;FEM;SG	ADJ;INDF;MASC;SG
incluyen	включват	incluir	включвам-(се)	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
frontera	границата	frontera	граница	N;FEM;SG	N;DEF;FEM;SG
frontera	граница	frontera	граница	N;FEM;SG	N;INDF;FEM;SG
frontera	граница	frontera	граница	N;FEM;SG	N;INDF;FEM;SG
frontera	граница	frontera	граница	N;FEM;SG	N;INDF;FEM;SG
atención	внимание	atención	внимание	N;FEM;SG	N;INDF;NEUT;SG
digital	дигитален	digital	дигитален	ADJ;SG	ADJ;INDF;MASC;SG
digital	цифрова	digital	цифров	ADJ;SG	ADJ;INDF;FEM;SG
torres	кули	torre	кула	N;FEM;PL	N;INDF;FEM;PL
torres	кулите	torre	кула	N;FEM;PL	N;DEF;FEM;PL
doble	двойна	doble	двоен	ADJ;SG	ADJ;INDF;FEM;SG
doble	двоен	doble	двоен	ADJ;SG	ADJ;INDF;MASC;SG
comandante	майорът	comandante	майор	N;SG	N;DEF;MASC;SG
comandante	майор	comandante	майор	N;SG	N;INDF;MASC;SG
comandante	комендант	comandante	комендант	N;SG	N;INDF;MASC;SG
comandante	командващ	comandante	командващ	N;SG	N;INDF;MASC;SG
comandante	командир	comandante	командир	N;SG	N;INDF;MASC;SG
corazón	сърце	corazón	сърце	N;MASC;SG	N;INDF;NEUT;SG
corazón	сърцето	corazón	сърце	N;MASC;SG	N;DEF;NEUT;SG
secretario	секретар	secretario	секретар	N;MASC;SG	N;INDF;MASC;SG
secretario	секретар	secretario	секретар	N;MASC;SG	N;INDF;MASC;SG
secretario	секретарка	secretario	секретарка	N;MASC;SG	N;INDF;FEM;SG
letras	буквите	letra	буква	N;FEM;PL	N;DEF;FEM;PL
letras	букви	letra	буква	N;FEM;PL	N;INDF;FEM;PL
letras	писма	letra	писмо	N;FEM;PL	N;INDF;NEUT;PL
letras	текстове	letra	текст	N;FEM;PL	N;INDF;MASC;PL
lenguas	езиците	lengua	език	N;FEM;PL	N;DEF;MASC;PL
lenguas	езици	lengua	език	N;FEM;PL	N;INDF;MASC;PL
vivo	жива	vivo	жив	ADJ;MASC;SG	ADJ;INDF;FEM;SG
vivo	жив	vivo	жив	ADJ;MASC;SG	ADJ;INDF;MASC;SG
encuentro	заседание	encuentro	заседание	N;MASC;SG	N;INDF;NEUT;SG
encuentro	среща	encuentro	среща	N;MASC;SG	N;INDF;FEM;SG
encuentro	съвещание	encuentro	съвещание	N;MASC;SG	N;INDF;NEUT;SG
encuentro	събрание	encuentro	събрание	N;MASC;SG	N;INDF;NEUT;SG
encuentro	срещата	encuentro	среща	N;MASC;SG	N;DEF;FEM;SG
originalmente	първоначално	originalmente	първоначално	ADV	ADV
naturaleza	естество	naturaleza	естество	N;FEM;SG	N;INDF;NEUT;SG
naturaleza	природа	naturaleza	природа	N;FEM;SG	N;INDF;FEM;SG
naturaleza	природата	naturaleza	природа	N;FEM;SG	N;DEF;FEM;SG
claro	ясно	claro	ясно	ADV	ADV
existencia	съществуването	existencia	съществуване	N;FEM;SG	N;DEF;NEUT;SG
existencia	съществуване	existencia	съществуване	N;FEM;SG	N;INDF;NEUT;SG
man	човек	man	човек	N	N;INDF;MASC;SG
man	мъж	man	мъж	N	N;INDF;MASC;SG
guatemala	гватемала	guatemala	гватемал	N;FEM;SG	N;DEF;MASC;SG
bajos	ниски	bajo	нисък	ADJ;MASC;PL	ADJ;INDF;PL
juega	играе	jugar	играя	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
juega	свири	jugar	свиря	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
juega	играе	jugar	играя	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
rico	вкусен	rico	вкусен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
rico	вкусна	rico	вкусен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
rico	богат	rico	богат	ADJ;MASC;SG	ADJ;INDF;MASC;SG
rico	богата	rico	богат	ADJ;MASC;SG	ADJ;INDF;FEM;SG
sonido	звук	sonido	звук	N;MASC;SG	N;INDF;MASC;SG
sonido	звука	sonido	звук	N;MASC;SG	N;DEF;MASC;SG
usar	използвайте	usar	използвам	V;NFIN	V;IPFV;IMP;PL;2;FIN
mensajes	послания	mensaje	послание	N;MASC;PL	N;INDF;NEUT;PL
mensajes	съобщения	mensaje	съобщение	N;MASC;PL	N;INDF;NEUT;PL
mesa	масата	mesa	маса	N;FEM;SG	N;DEF;FEM;SG
mesa	маса	mesa	маса	N;FEM;SG	N;INDF;FEM;SG
mesa	масичка	mesa	масичка	N;FEM;SG	N;INDF;FEM;SG
mesa	таблица	mesa	таблица	N;FEM;SG	N;INDF;FEM;SG
granada	гренада	granada	гренада	N;FEM;SG	N;INDF;FEM;SG
granada	нар	granada	нар	N;FEM;SG	N;INDF;MASC;SG
granada	гранада	granada	гранада	N;FEM;SG	N;INDF;FEM;SG
granada	гранатата	granada	граната	N;FEM;SG	N;DEF;FEM;SG
granada	граната	granada	грана	N;FEM;SG	N;DEF;FEM;SG
antiguos	древни	antiguo	древен	ADJ;MASC;PL	ADJ;INDF;PL
antiguos	древни	antiguo	древен	ADJ;MASC;PL	ADJ;INDF;PL
pasar	мине	pasar	мина-(се)	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
objeto	предмет	objeto	предмет	N;MASC;SG	N;INDF;MASC;SG
objeto	обект	objeto	обект	N;MASC;SG	N;INDF;MASC;SG
generales	генерали	general	генерал	N;MASC;PL	N;INDF;MASC;PL
apertura	отвор	apertura	отвор	N;FEM;SG	N;INDF;MASC;SG
apertura	откритост	apertura	откритост	N;FEM;SG	N;INDF;FEM;SG
apertura	откриване	apertura	откриване	N;FEM;SG	N;INDF;NEUT;SG
apertura	отваряне	apertura	отваряне	N;FEM;SG	N;INDF;NEUT;SG
geografía	география	geografía	география	N;FEM;SG	N;INDF;FEM;SG
análisis	анализи	análisis	анализ	N;MASC	N;INDF;MASC;PL
análisis	анализите	análisis	анализ	N;MASC	N;DEF;MASC;PL
análisis	анализиране	análisis	анализиране	N;MASC	N;INDF;NEUT;SG
análisis	анализи	análisis	анализ	N;MASC	N;INDF;MASC;PL
análisis	анализ	análisis	анализ	N;MASC	N;INDF;MASC;SG
protección	защита	protección	защита	N;FEM;SG	N;INDF;FEM;SG
protección	закрила	protección	закрила	N;FEM;SG	N;INDF;FEM;SG
géneros	жанрове	género	жанър	N;MASC;PL	N;INDF;MASC;PL
géneros	родове	género	род	N;MASC;PL	N;INDF;MASC;PL
naciones	народи	nación	народ	N;FEM;PL	N;INDF;MASC;PL
naciones	нации	nación	нация	N;FEM;PL	N;INDF;FEM;PL
familias	фамилии	familia	фамилия	N;FEM;PL	N;INDF;FEM;PL
familias	семейства	familia	семейство	N;FEM;PL	N;INDF;NEUT;PL
ferrocarril	железница	ferrocarril	железница	N;MASC;SG	N;INDF;FEM;SG
ferrocarril	железница	ferrocarril	железница	N;MASC;SG	N;INDF;FEM;SG
ferrocarril	железница	ferrocarril	железница	N;MASC;SG	N;INDF;FEM;SG
notas	забележки	nota	забележка	N;FEM;PL	N;INDF;FEM;PL
notas	записки	nota	записка	N;FEM;PL	N;INDF;FEM;PL
notas	бележки	nota	бележка	N;FEM;PL	N;INDF;FEM;PL
notas	ноти	nota	нот	N;FEM;PL	N;INDF;FEM;PL
american	американец	americar	американец	N;FEM;SG	N;INDF;MASC;SG
proyectos	проекти	proyecto	проект	N;MASC;PL	N;INDF;MASC;PL
funciones	функции	función	функция	N;FEM;PL	N;INDF;FEM;PL
funciones	черти	función	черта	N;FEM;PL	N;INDF;FEM;PL
funciones	особености	función	особеност	N;FEM;PL	N;INDF;FEM;PL
funciones	характеристики	función	характеристика	N;FEM;PL	N;INDF;FEM;PL
corona	краун	corona	краун	N;FEM;SG	N;INDF;MASC;SG
corona	корона	corona	корон	N;FEM;SG	N;INDF;FEM;SG
corona	короната	corona	корона	N;FEM;SG	N;DEF;FEM;SG
corona	корона	corona	корон	N;FEM;SG	N;INDF;FEM;SG
clima	климатът	clima	климат	N;MASC;SG	N;DEF;MASC;SG
clima	климат	clima	климат	N;MASC;SG	N;INDF;MASC;SG
clima	времето	clima	време	N;MASC;SG	N;DEF;NEUT;SG
guillermo	уилям	guillermo	уилям	N;MASC;SG	N;INDF;MASC;SG
guillermo	вилхелм	guillermo	вилхелм	N;MASC;SG	N;INDF;MASC;SG
prensa	преса	prensa	преса	N;FEM;SG	N;INDF;FEM;SG
prensa	пресата	prensa	преса	N;FEM;SG	N;DEF;FEM;SG
escena	сцена	escena	сцена	N;FEM;SG	N;INDF;FEM;SG
provincial	провинциален	provincial	провинциален	ADJ;SG	ADJ;INDF;MASC;SG
versiones	версиите	versión	версия	N;FEM;PL	N;DEF;FEM;PL
versiones	версии	versión	версия	N;FEM;PL	N;INDF;FEM;PL
isabel	изабела	isabel	изабела	N;FEM;SG	N;INDF;FEM;SG
isabel	елизабет	isabel	елизабет	N;FEM;SG	N;INDF;FEM;SG
isabel	изабел	isabel	изабел	N;FEM;SG	N;INDF;FEM;SG
isabel	елизабет	isabel	елизабет	N;FEM;SG	N;INDF;FEM;SG
isabel	изабел	isabel	изабел	N;FEM;SG	N;INDF;FEM;SG
numerosas	многобройни	numeroso	многоброен	ADJ;FEM;PL	ADJ;INDF;PL
puerta	портата	puerta	порта	N;FEM;SG	N;DEF;FEM;SG
puerta	порта	puerta	порта	N;FEM;SG	N;INDF;FEM;SG
puerta	врата	puerta	врата	N;FEM;SG	N;INDF;FEM;SG
puerta	вратата	puerta	врата	N;FEM;SG	N;DEF;FEM;SG
romano	римски	romano	римски	ADJ;MASC;SG	ADJ;INDF;MASC;SG
romano	римска	romano	римски	ADJ;MASC;SG	ADJ;INDF;FEM;SG
griego	грък	griego	грък	N;MASC;SG	N;INDF;MASC;SG
habla	говори	hablar	говоря	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
habla	говори	hablar	говоря	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
crisis	кризите	crisis	криза	N;FEM	N;DEF;FEM;PL
crisis	кризи	crisis	криза	N;FEM	N;INDF;FEM;PL
crisis	кризата	crisis	криза	N;FEM	N;DEF;FEM;SG
crisis	кризи	crisis	криза	N;FEM	N;INDF;FEM;PL
crisis	криза	crisis	криза	N;FEM	N;INDF;FEM;SG
efectos	последици	efecto	последица	N;MASC;PL	N;INDF;FEM;PL
efectos	ефекти	efecto	ефект	N;MASC;PL	N;INDF;MASC;PL
memoria	спомен	memoria	спомен	N;FEM;SG	N;INDF;MASC;SG
memoria	памет	memoria	памет	N;FEM;SG	N;INDF;FEM;SG
orquesta	оркестър	orquesta	оркестър	N;FEM;SG	N;INDF;MASC;SG
creó	създадено	crear	създам	V;IND;SG;3;PST;FIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
creó	създадена	crear	създам	V;IND;SG;3;PST;FIN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
creó	създаде	crear	създам	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
creó	създаден	crear	създам	V;IND;SG;3;PST;FIN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
siglos	вековете	siglo	век	N;MASC;PL	N;DEF;MASC;PL
siglos	столетия	siglo	столетие	N;MASC;PL	N;INDF;NEUT;PL
siglos	векове	siglo	век	N;MASC;PL	N;INDF;MASC;PL
montaña	планина	montaña	планина	N;FEM;SG	N;INDF;FEM;SG
montaña	планината	montaña	планина	N;FEM;SG	N;DEF;FEM;SG
mantener	запази	mantener	запазя-(се)	V;NFIN	V;PFV;IMP;SG;2;FIN
llegada	пристигането	llegada	пристигане	N;FEM;SG	N;DEF;NEUT;SG
llegada	пристигане	llegada	пристигане	N;FEM;SG	N;INDF;NEUT;SG
berlín	берлин	berlín	берлин	N;MASC;SG	N;INDF;MASC;SG
directamente	директно	directamente	директно	ADV	ADV
directamente	пряко	directamente	пряко	ADV	ADV
directamente	директно	directamente	директно	ADV	ADV
directamente	пряко	directamente	пряко	ADV	ADV
lanzamiento	пускане	lanzamiento	пускане	N;MASC;SG	N;INDF;NEUT;SG
lanzamiento	освобождаване	lanzamiento	освобождаване	N;MASC;SG	N;INDF;NEUT;SG
lanzamiento	спускане	lanzamiento	спускане	N;MASC;SG	N;INDF;NEUT;SG
lanzamiento	изстрелване	lanzamiento	изстрелване	N;MASC;SG	N;INDF;NEUT;SG
lanzamiento	стартиране	lanzamiento	стартиране	N;MASC;SG	N;INDF;NEUT;SG
lanzamiento	изстрелване	lanzamiento	изстрелване	N;MASC;SG	N;INDF;NEUT;SG
comité	комитет	comité	комитет	N;MASC;SG	N;INDF;MASC;SG
comité	комисия	comité	комисия	N;MASC;SG	N;INDF;FEM;SG
capilla	капела	capilla	капел	N;FEM;SG	N;INDF;FEM;SG
capilla	параклис	capilla	параклис	N;FEM;SG	N;INDF;MASC;SG
capilla	параклиса	capilla	параклис	N;FEM;SG	N;INDF;FEM;SG
probablemente	вероятно	probablemente	вероятно	ADV	ADV
larga	дълъг	largo	дълъг	ADJ;FEM;SG	ADJ;INDF;MASC;SG
poeta	поет	poeta	поет	N;MASC;SG	N;INDF;MASC;SG
poeta	поетът	poeta	поет	N;MASC;SG	N;DEF;MASC;SG
poeta	поета	poeta	поет	N;MASC;SG	N;DEF;MASC;SG
tradición	традицията	tradición	традиция	N;FEM;SG	N;DEF;FEM;SG
tradición	традиция	tradición	традиция	N;FEM;SG	N;INDF;FEM;SG
provincias	провинции	provincia	провинция	N;FEM;PL	N;INDF;FEM;PL
produce	произвежда	producir	произвеждам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
autónoma	автономна	autónomo	автономен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
hojas	чаршафи	hoja	чаршаф	N;FEM;PL	N;INDF;MASC;PL
hojas	листове	hoja	лист	N;FEM;PL	N;INDF;MASC;PL
hojas	остриета	hoja	острие	N;FEM;PL	N;INDF;NEUT;PL
ricardo	ричард	ricardo	ричард	N;MASC;SG	N;INDF;MASC;SG
soviética	съветска	soviético	съветски	ADJ;FEM;SG	ADJ;INDF;FEM;SG
soviética	съветски	soviético	съветски	ADJ;FEM;SG	ADJ;INDF;MASC;SG
tomar	вземете	tomar	взема	V;NFIN	V;PFV;IMP;PL;2;FIN
tomar	вземи	tomar	взема	V;NFIN	V;PFV;IMP;SG;2;FIN
necesario	необходима	necesario	необходим	ADJ;MASC;SG	ADJ;INDF;FEM;SG
filosofía	философия	filosofía	философия	N;FEM;SG	N;INDF;FEM;SG
filosofía	философията	filosofía	философия	N;FEM;SG	N;DEF;FEM;SG
periodista	журналист	periodista	журналист	N;SG	N;INDF;MASC;SG
periodista	журналистка	periodista	журналистка	N;SG	N;INDF;FEM;SG
periodista	репортера	periodista	репортер	N;SG	N;DEF;MASC;SG
periodista	репортер	periodista	репортер	N;SG	N;INDF;MASC;SG
periodista	репортерка	periodista	репортерка	N;SG	N;INDF;FEM;SG
periodista	репортерът	periodista	репортер	N;SG	N;DEF;MASC;SG
jugar	играе	jugar	играя	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
jugar	играй	jugar	играй	V;NFIN	V;IPFV;IMP;SG;2;FIN
jugar	свири	jugar	свиря	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
jugar	играе	jugar	играя	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
jugar	играят	jugar	играя	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
operación	операцията	operación	операция	N;FEM;SG	N;DEF;FEM;SG
operación	експлоатация	operación	експлоатация	N;FEM;SG	N;INDF;FEM;SG
operación	функциониране	operación	функциониране	N;FEM;SG	N;INDF;NEUT;SG
operación	операция	operación	операция	N;FEM;SG	N;INDF;FEM;SG
papa	татко	papa	татко	N;MASC;SG	N;INDF;MASC;SG
papa	папата	papa	папа	N;MASC;SG	N;DEF;MASC;SG
papa	папа	papa	пап	N;MASC;SG	N;INDF;MASC;SG
papa	поуп	papa	поуп	N;MASC;SG	N;INDF;MASC;SG
papa	картоф	papa	картоф	N;MASC;SG	N;INDF;MASC;SG
latinos	латиноамериканци	latino	латиноамериканец	N;MASC;PL	N;INDF;MASC;PL
latinos	латино	latino	латино	N;MASC;PL	N;INDF;MASC;PL
firma	подписване	firma	подписване	N;FEM;SG	N;INDF;NEUT;SG
firma	подписване	firma	подписване	N;FEM;SG	N;INDF;NEUT;SG
firma	подпис	firma	подпис	N;FEM;SG	N;INDF;MASC;SG
firma	табела	firma	табел	N;FEM;SG	N;INDF;FEM;SG
firma	знак	firma	знак	N;FEM;SG	N;INDF;MASC;SG
nacionalidad	националност	nacionalidad	националност	N;FEM;SG	N;INDF;FEM;SG
nacionalidad	гражданство	nacionalidad	гражданство	N;FEM;SG	N;INDF;NEUT;SG
nacionalidad	гражданство	nacionalidad	гражданство	N;FEM;SG	N;INDF;NEUT;SG
patrimonio	наследство	patrimonio	наследство	N;MASC;SG	N;INDF;NEUT;SG
regiones	райони	región	район	N;FEM;PL	N;INDF;MASC;PL
regiones	региони	región	регион	N;FEM;PL	N;INDF;MASC;PL
regiones	регионите	región	регион	N;FEM;PL	N;DEF;MASC;PL
poesía	поезия	poesía	поезия	N;FEM;SG	N;INDF;FEM;SG
poesía	поезията	poesía	поезия	N;FEM;SG	N;DEF;FEM;SG
hermana	сестра	hermana	сестра	N;FEM;SG	N;INDF;FEM;SG
decide	решава	decidir	решавам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
alianza	алианса	alianza	алианс	N;FEM;SG	N;DEF;MASC;SG
alianza	алианс	alianza	алианс	N;FEM;SG	N;INDF;MASC;SG
alianza	съюз	alianza	съюз	N;FEM;SG	N;INDF;MASC;SG
respuesta	отговор	respuesta	отговор	N;FEM;SG	N;INDF;MASC;SG
respuesta	отговор	respuesta	отговор	N;FEM;SG	N;INDF;MASC;SG
respuesta	реакция	respuesta	реакция	N;FEM;SG	N;INDF;FEM;SG
respuesta	отговор	respuesta	отговор	N;FEM;SG	N;INDF;MASC;SG
respuesta	повлияване	respuesta	повлияване	N;FEM;SG	N;INDF;NEUT;SG
google	гугъл	google	гугъл	N;MASC;SG	N;INDF;MASC;SG
pruebas	изпитвания	prueba	изпитване	N;FEM;PL	N;INDF;NEUT;PL
pruebas	тестове	prueba	тест	N;FEM;PL	N;INDF;MASC;PL
pruebas	изследвания	prueba	изследване	N;FEM;PL	N;INDF;NEUT;PL
pruebas	доказателства	prueba	доказателство	N;FEM;PL	N;INDF;NEUT;PL
pruebas	улики	prueba	улика	N;FEM;PL	N;INDF;FEM;PL
pruebas	доказателства	prueba	доказателство	N;FEM;PL	N;INDF;NEUT;PL
médico	лекар	médico	лекар	N;MASC;SG	N;INDF;MASC;SG
médico	лекар	médico	лекар	N;MASC;SG	N;INDF;MASC;SG
médico	докторе	médico	доктор	N;MASC;SG	N;INDF;MASC;SG
metro	метро	metro	метро	N;MASC;SG	N;INDF;NEUT;SG
metro	метрото	metro	метро	N;MASC;SG	N;DEF;NEUT;SG
metro	метро	metro	метро	N;MASC;SG	N;INDF;NEUT;SG
metro	метрото	metro	метро	N;MASC;SG	N;DEF;NEUT;SG
marina	марина	marina	марина	N;FEM;SG	N;INDF;FEM;SG
marina	флот	marina	флот	N;FEM;SG	N;INDF;MASC;SG
marina	пехотинец	marina	пехотинец	N;FEM;SG	N;INDF;MASC;SG
eventos	събития	evento	събитие	N;MASC;PL	N;INDF;NEUT;PL
eventos	мероприятия	evento	мероприятие	N;MASC;PL	N;INDF;NEUT;PL
eventos	случки	evento	случка	N;MASC;PL	N;INDF;FEM;PL
exterior	външен	exterior	външен	ADJ;SG	ADJ;INDF;MASC;SG
exterior	външна	exterior	външен	ADJ;SG	ADJ;INDF;FEM;SG
exterior	външен	exterior	външен	ADJ;SG	ADJ;INDF;MASC;SG
músicos	музиканти	músico	музикант	N;MASC;PL	N;INDF;MASC;PL
británica	британска	británico	британски	ADJ;FEM;SG	ADJ;INDF;FEM;SG
británica	британски	británico	британски	ADJ;FEM;SG	ADJ;INDF;MASC;SG
estudió	учил	estudiar	уча-(се)	V;IND;SG;3;PST;FIN	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
estudió	проучен	estudiar	проучен	V;IND;SG;3;PST;FIN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
estudió	учила	estudiar	уча-(се)	V;IND;SG;3;PST;FIN	V;IPFV;INDF;FEM;SG;PST;V.PTCP;ACT
coronel	полковник	coronel	полковник	N;MASC;SG	N;INDF;MASC;SG
parroquia	енория	parroquia	енория	N;FEM;SG	N;INDF;FEM;SG
parroquia	париш	parroquia	паря	N;FEM;SG	N;INDF;FEM;SG
parroquia	периш	parroquia	перя	N;FEM;SG	N;INDF;MASC;SG
física	физически	físico	физически	ADJ;FEM;SG	ADJ;INDF;MASC;SG
física	физическа	físico	физически	ADJ;FEM;SG	ADJ;INDF;FEM;SG
presentó	подадена	presentar	подам-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
presentó	подадено	presentar	подам-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
anteriormente	досега	anteriormente	досега	ADV	ADV
práctica	тренировка	práctica	тренировка	N;FEM;SG	N;INDF;FEM;SG
práctica	практика	práctica	практика	N;FEM;SG	N;INDF;FEM;SG
zaragoza	сарагоса	zaragoza	сарагос	N;MASC;SG	N;INDF;FEM;SG
exposición	изложба	exposición	изложба	N;FEM;SG	N;INDF;FEM;SG
exposición	експонат	exposición	експонат	N;FEM;SG	N;INDF;MASC;SG
exposición	изложение	exposición	изложение	N;FEM;SG	N;INDF;NEUT;SG
exposición	изложба	exposición	изложба	N;FEM;SG	N;INDF;FEM;SG
exposición	излагане	exposición	излагане	N;FEM;SG	N;INDF;NEUT;SG
exposición	облъчване	exposición	облъчване	N;FEM;SG	N;INDF;NEUT;SG
exposición	експозиция	exposición	експозиция	N;FEM;SG	N;INDF;FEM;SG
industrial	промишлен	industrial	промишлен	ADJ;SG	ADJ;INDF;MASC;SG
industrial	индустриален	industrial	индустриален	ADJ;SG	ADJ;INDF;MASC;SG
industrial	индустриална	industrial	индустриален	ADJ;SG	ADJ;INDF;FEM;SG
cuadro	масата	cuadro	маса	N;MASC;SG	N;DEF;FEM;SG
