van	från	van	från	ADP	ADP
idee	idé	idee	idé	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
heer	lord	heer	lord	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
heer	herre	heer	gärra	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
volgt	följa	volgen	följa	V;SG;PRS;FIN	V;IMP;FIN;ACT
volgt	följer	volgen	följa	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
volgt	följ	volgen	följ	V;SG;PRS;FIN	V;IMP;FIN;ACT
volgt	följer	volgen	följa	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
verkocht	såld	verkopen	såld	V;V.PTCP	V;NOM;SG;PST;V.PTCP
verkocht	säljs	verkopen	sälja	V;V.PTCP	V;IND;PRS;FIN;PASS
verkocht	sålt	verkopen	sålt	V;V.PTCP	V;V.CVB;ACT
aanwezig	nuvarande	aanwezig	nuvarande	ADJ	ADJ;NOM;PRS;V.PTCP
macht	kraft	macht	kraft	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
macht	makt	macht	makt	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
macht	power	macht	power	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
denk	tror	denken	tro	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
denk	tycker	denken	tycka	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
denk	tänk	denken	tänka	V;SG;PRS;FIN	V;IMP;FIN;ACT
denk	tänka	denken	tänka	V;SG;PRS;FIN	V;IMP;FIN;ACT
republiek	republik	republiek	republik	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
republiek	republiken	republiek	republik	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
marathon	marathon	marathon	marathon	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
marathon	maraton	marathon	maraton	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
ontdekt	upptäckts	ontdekken	upptäcka	V;V.PTCP	V;V.CVB;PASS
ontdekt	upptäcktes	ontdekken	upptäcka	V;V.PTCP	V;IND;PST;FIN;PASS
ontdekt	upptäckte	ontdekken	upptäcka	V;V.PTCP	V;IND;PST;FIN;ACT
ontdekt	upptäcktes	ontdekken	upptäcka	V;V.PTCP	V;IND;PST;FIN;PASS
portaal	portal	portaal	portal	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
portaal	portalen	portaal	portal	N;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
richard	rikard	richard	rikard	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
richard	rickard	richard	rickard	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
wit	vita	wit	vit	ADJ	ADJ;NOM;PL
wit	vit	wit	vit	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
wit	vitt	wit	vitt	ADJ	ADJ;NOM;INDF;NEUT;SG
kant	kant	kant	kunna	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kant	spets	kant	spets	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kant	sidan	kant	sida	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
kant	sido	kant	sido	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
belangrijk	viktiga	belangrijk	viktig	ADJ	ADJ;NOM;PL
belangrijk	viktig	belangrijk	viktig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
belangrijk	viktigt	belangrijk	viktig	ADJ	ADJ;NOM;INDF;NEUT;SG
beeld	avbild	beeld	avbild	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
beeld	bilden	beeld	bild	N;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
beeld	image	beeld	image	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
beeld	bild	beeld	bild	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
beeld	skulptur	beeld	skulptur	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
beeld	staty	beeld	staty	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
romeinse	romerska	romeins	romersk	ADJ	ADJ;NOM;PL
romeinse	romersk	romeins	romersk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
week	veckan	week	vecka	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
week	vecka	week	vecka	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
universal	universal	universal	universal	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
weken	veckor	week	vecka	N;PL	N;NOM;INDF;MASC+FEM;PL
weken	veckorna	week	vecka	N;PL	N;NOM;DEF;MASC+FEM;PL
huwelijk	äktenskap	huwelijk	äktenskap	N;NEUT;SG	N;NOM;INDF;NEUT;SG
huwelijk	äktenskapet	huwelijk	äktenskap	N;NEUT;SG	N;NOM;DEF;NEUT;SG
huwelijk	giftermål	huwelijk	giftermål	N;NEUT;SG	N;NOM;INDF;NEUT;SG
huwelijk	bröllop	huwelijk	bröllop	N;NEUT;SG	N;NOM;INDF;NEUT;SG
uitgevoerd	avrättades	uitvoeren	avrätta	V;V.PTCP	V;IND;PST;FIN;PASS
uitgevoerd	implementeras	uitvoeren	implementera	V;V.PTCP	V;IND;PRS;FIN;PASS
uitgevoerd	genomföras	uitvoeren	genomföra	V;V.PTCP	V;IND;NFIN;PASS
uitgevoerd	exporterats	uitvoeren	exportera	V;V.PTCP	V;V.CVB;PASS
uitgevoerd	exporteras	uitvoeren	exportera	V;V.PTCP	V;IND;PRS;FIN;PASS
uitgevoerd	utförs	uitvoeren	utföra	V;V.PTCP	V;IND;PRS;FIN;PASS
bewerkingen	transaktioner	bewerking	transaktion	N;PL	N;NOM;INDF;MASC+FEM;PL
bewerkingen	operationer	bewerking	operation	N;PL	N;NOM;INDF;MASC+FEM;PL
werkt	funkar	werken	funka	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
werkt	arbetar	werken	arbeta	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
werkt	fungerar	werken	fungera	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
waarde	värde	waarde	värde	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
worm	mask	worm	mask	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
brugge	brugge	brug	brugge	N;NEUT;SG	N;NOM;INDF;NEUT;SG
records	skivor	record	skiva	N;PL	N;NOM;INDF;MASC+FEM;PL
sur	sur	sur	sur	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ondanks	trots	ondanks	trots	ADP	ADP
beroep	överklagande	beroep	överklagande	N;NEUT;SG	N;NOM;INDF;NEUT;SG
beroep	överklagandet	beroep	överklagande	N;NEUT;SG	N;NOM;DEF;NEUT;SG
beroep	överklagan	beroep	överklaga	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
beroep	yrke	beroep	yrke	N;NEUT;SG	N;NOM;INDF;NEUT;SG
beroep	yrket	beroep	yrke	N;NEUT;SG	N;NOM;DEF;NEUT;SG
beroep	yrke	beroep	yrke	N;NEUT;SG	N;NOM;INDF;NEUT;SG
beroep	ockupationen	beroep	ockupation	N;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
beroep	ockupation	beroep	ockupation	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
poolse	polskt	pools	polsk	ADJ	ADJ;NOM;INDF;NEUT;SG
poolse	polsk	pools	polsk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
belang	betydelse	belang	betydelse	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
belang	ränta	belang	ränta	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
belang	intresse	belang	intresse	N;NEUT;SG	N;NOM;INDF;NEUT;SG
koninklijke	kungliga	koninklijk	kunglig	ADJ	ADJ;NOM;PL
koninklijke	kunglig	koninklijk	kunglig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
koninklijke	kungligt	koninklijk	kunglig	ADJ	ADJ;NOM;INDF;NEUT;SG
ontstond	uppkom	ontstaan	uppkomma	V;SG;PST;FIN	V;IND;PST;FIN;ACT
ontstond	uppstod	ontstaan	uppstå	V;SG;PST;FIN	V;IND;PST;FIN;ACT
ruim	rymligt	ruim	rymlig	ADJ	ADJ;NOM;INDF;NEUT;SG
ruim	rymliga	ruim	rymlig	ADJ	ADJ;NOM;PL
ruim	rymlig	ruim	rymlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ruim	rymlig	ruim	rymlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
productie	produktionen	productie	produktion	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
productie	produktion	productie	produktion	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
productie	tillverkning	productie	tillverkning	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
geopend	öppnades	openen	öppna	V;V.PTCP	V;IND;PST;FIN;PASS
geopend	öppnade	openen	öppna	V;V.PTCP	V;IND;PST;FIN;ACT
geopend	öppnat	openen	öppna	V;V.PTCP	V;V.CVB;ACT
editie	utgåvan	editie	utgåva	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
editie	upplagan	editie	upplaga	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
editie	upplaga	editie	upplaga	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
editie	utgåva	editie	utgåva	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
editie	edition	editie	edition	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
https	https	http	httpa	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
oorspronkelijke	ursprungliga	oorspronkelijk	ursprunglig	ADJ	ADJ;NOM;PL
oorspronkelijke	ursprungligt	oorspronkelijk	ursprunglig	ADJ	ADJ;NOM;INDF;NEUT;SG
oorspronkelijke	originellt	oorspronkelijk	originell	ADJ	ADJ;NOM;INDF;NEUT;SG
oorspronkelijke	ursprunglig	oorspronkelijk	ursprunglig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
viel	föll	vallen	föll	V;SG;PST;FIN	V;IND;PST;FIN;ACT
viel	trillade	vallen	trilla	V;SG;PST;FIN	V;IND;PST;FIN;ACT
viel	ramlade	vallen	ramla	V;SG;PST;FIN	V;IND;PST;FIN;ACT
licht	light	licht	ligga	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
licht	ljus	licht	ljus	N;NEUT;SG	N;NOM;INDF;NEUT;SG
licht	ljus	licht	ljus	N;NEUT;SG	N;NOM;INDF;NEUT;SG
stadion	stadion	stadion	stadion	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
stadion	stadion	stadion	stadion	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
stadion	stadium	stadion	stadium	N;NEUT;SG	N;NOM;INDF;NEUT;SG
onze	våra	ons	vi	PRO;1	PRO;DEF;PL
onze	vårat	ons	vira	PRO;1	PRO;DEF;NEUT;SG
onze	vårt	ons	vi	PRO;1	PRO;DEF;NEUT;SG
onze	våra	ons	vi	PRO;1	PRO;DEF;PL
onze	vårat	ons	vira	PRO;1	PRO;DEF;NEUT;SG
onze	vårt	ons	vi	PRO;1	PRO;DEF;NEUT;SG
contract	kontraktet	contract	kontrakt	N;NEUT;SG	N;NOM;DEF;NEUT;SG
contract	kontrakt	contract	kontrakt	N;NEUT;SG	N;NOM;INDF;NEUT;SG
russisch	ryskt	russisch	rysk	ADJ	ADJ;NOM;INDF;NEUT;SG
russisch	rysk	russisch	rysk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
grens	gräns	grens	gräns	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
grens	gräns	grens	gräns	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
grens	kant	grens	kunna	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
grens	border	grens	bord	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
grens	inramning	grens	inramning	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
grens	gränsen	grens	gräns	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
grens	gräns	grens	gräns	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
minuten	minuter	minuut	minut	N;PL	N;NOM;INDF;MASC+FEM;PL
begint	börjar	beginnen	börja	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
begint	startar	beginnen	starta	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
begint	börjar	beginnen	börja	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
neemt	tar	nemen	ta	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
kamer	rummet	kamer	rum	N;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
kamer	rum	kamer	rum	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
june	juni	june	juni	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
june	june	june	jun	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
aflevering	avsnitt	aflevering	avsnitt	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
aflevering	episod	aflevering	episod	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
wet	juridik	wet	juridik	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
wet	lagen	wet	lag	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
wet	lag	wet	lag	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
wet	law	wet	law	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
opdracht	uppdrag	opdracht	uppdrag	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
opdracht	överlåtelse	opdracht	överlåtelse	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
opdracht	command	opdracht	command	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
opdracht	kommando	opdracht	kommando	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
opdracht	kommandot	opdracht	kommandod	N;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
politiek	politik	politiek	politik	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
historische	historiskt	historisch	historisk	ADJ	ADJ;NOM;INDF;NEUT;SG
historische	historisk	historisch	historisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
historische	historiska	historisch	historisk	ADJ	ADJ;NOM;PL
historische	historiskt	historisch	historisk	ADJ	ADJ;NOM;INDF;NEUT;SG
historische	historisk	historisch	historisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
historische	historiska	historisch	historisk	ADJ	ADJ;NOM;PL
onderwijs	utbildning	onderwijs	utbildning	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
algemene	allmän	algemeen	allmän	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
algemene	allmänna	algemeen	allmän	ADJ	ADJ;NOM;PL
begonnen	påbörjade	beginnen	påbörja	V;V.PTCP	V;IND;PST;V.PTCP;ACT
begonnen	började	beginnen	börja	V;V.PTCP	V;IND;PST;FIN;ACT
begonnen	startade	beginnen	starta	V;V.PTCP	V;IND;PST;FIN;ACT
begonnen	började	beginnen	börja	V;V.PTCP	V;IND;PST;FIN;ACT
begonnen	börjat	beginnen	börja	V;V.PTCP	V;V.CVB;ACT
competitie	tävling	competitie	tävling	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
competitie	konkurrens	competitie	konkurrens	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
lokale	lokala	lokaal	lokal	ADJ	ADJ;NOM;PL
lokale	lokalt	lokaal	lokal	ADJ	ADJ;NOM;INDF;NEUT;SG
bedoeld	betydde	bedoelen	betyda	V;V.PTCP	V;IND;PST;FIN;ACT
bedoeld	menade	bedoelen	mena	V;V.PTCP	V;IND;PST;V.PTCP;ACT
kunst	arts	kunst	art	N;MASC+FEM;SG	N;GEN;INDF;MASC+FEM;SG
kunst	konst	kunst	konst	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kunst	art	kunst	art	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kunst	konsten	kunst	konst	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kunst	konst	kunst	konst	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
strijd	battle	strijd	battle	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
strijd	slaget	strijd	slag	N;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
strijd	kamp	strijd	kamp	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
strijd	strid	strijd	strid	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
strijd	kamp	strijd	kamp	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
strijd	kamp	strijd	kamp	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
moderne	moderna	modern	modern	ADJ	ADJ;NOM;PL
moderne	modernt	modern	modern	ADJ	ADJ;NOM;INDF;NEUT;SG
directeur	regissör	directeur	regissöra	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
directeur	direktören	directeur	direktör	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
directeur	direktör	directeur	direktör	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
directeur	fängelsedirektören	directeur	fängelsedirektör	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
directeur	fängelsedirektör	directeur	fängelsedirektör	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
druk	upptagna	druk	upptagen	ADJ	ADJ;NOM;PL;PST;V.PTCP
druk	upptaget	druk	upptagen	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
druk	upptagen	druk	upptagen	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
stand	stand	stand	stand	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
brits	brittisk	brits	brittisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
brits	brittiska	brits	brittisk	ADJ	ADJ;NOM;PL
brits	brittiskt	brits	brittisk	ADJ	ADJ;NOM;INDF;NEUT;SG
bepaald	beslutsam	bepaald	beslutsam	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
bepaald	fastställd	bepaald	fastställd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
bepaald	bestämd	bepaald	bestämd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
status	status	status	status	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
status	ställning	status	ställning	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
beschouwd	övervägde	beschouwen	övervägde	V;V.PTCP	V;IND;PST;FIN;ACT
beschouwd	anses	beschouwen	anse	V;V.PTCP	V;NFIN;PASS
europees	europeisk	europees	europeisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
europees	europeiskt	europees	europeisk	ADJ	ADJ;NOM;INDF;NEUT;SG
europees	europeiska	europees	europeisk	ADJ	ADJ;NOM;PL
ruimte	rymd	ruimte	rymd	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ruimte	rymden	ruimte	rymd	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
ruimte	utrymme	ruimte	utrymme	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
encyclopedie	uppslagsbok	encyclopedie	uppslagsbok	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
nummers	spår	nummer	spår	N;PL	N;NOM;INDF;NEUT;PL
nummers	siffror	nummer	siffra	N;PL	N;NOM;INDF;MASC+FEM;PL
nummers	låtar	nummer	låta	N;PL	N;NOM;INDF;MASC+FEM;PL
nummers	sånger	nummer	sång	N;PL	N;NOM;INDF;MASC+FEM;PL
geld	money	geld	money	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kleur	färg	kleur	färg	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kleur	färg	kleur	färg	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
live	live	live	live	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
reclame	reklam	reclame	reklam	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
reclame	annonsering	reclame	annonsering	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
reclame	annons	reclame	annon	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
reclame	reklam	reclame	reklam	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
reclame	annonsering	reclame	annonsering	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
gevallen	rättsfall	geval	rättsfall	N;PL	N;NOM;INDF;NEUT;PL
gevallen	ärenden	geval	ärende	N;PL	N;NOM;INDF;NEUT;PL
gevallen	fallen	geval	fall	N;PL	N;NOM;DEF;NEUT;PL
straal	stråle	straal	stråle	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
straal	radie	straal	radie	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
middel	midjan	middel	midja	N;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
middel	midja	middel	midja	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
roman	roman	roman	roman	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
roman	novell	roman	novell	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
roman	romanen	roman	roman	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
roman	roman	roman	roman	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ons	våra	ons	vi	PRO;ACC;1	PRO;DEF;PL
ons	vårat	ons	vira	PRO;ACC;1	PRO;DEF;NEUT;SG
ons	vårt	ons	vi	PRO;ACC;1	PRO;DEF;NEUT;SG
regelmatig	regelbundna	regelmatig	regelbunden	ADJ	ADJ;NOM;PL
troepen	trupper	troep	trupp	N;PL	N;NOM;INDF;MASC+FEM;PL
aarde	jorden	aarde	jord	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
aarde	earth	aarde	earth	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
aarde	jord	aarde	jord	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
zegt	säger	zeggen	säga	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
besloot	bestämde	besluiten	bestämde	V;SG;PST;FIN	V;IND;PST;FIN;ACT
besloot	beslutade	besluiten	besluta	V;SG;PST;FIN	V;IND;PST;FIN;ACT
besloot	beslöt	besluiten	besluta	V;SG;PST;FIN	V;IND;PST;FIN;ACT
mens	mens	mens	mens	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mens	människa	mens	människa	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
talen	språken	taal	språk	N;PL	N;NOM;DEF;NEUT;PL
del	del	del	del	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tropisch	tropisk	tropisch	tropisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
tropisch	tropiska	tropisch	tropisk	ADJ	ADJ;NOM;PL
tropisch	tropiskt	tropisch	tropisk	ADJ	ADJ;NOM;INDF;NEUT;SG
zanger	sångare	zanger	sång	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
zanger	sångerska	zanger	sångerska	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
graafschap	county	graafschap	county	N;NEUT;SG	N;NOM;INDF;NEUT;SG
graafschap	länet	graafschap	län	N;NEUT;SG	N;NOM;DEF;NEUT;SG
graafschap	län	graafschap	län	N;NEUT;SG	N;NOM;INDF;NEUT;SG
kind	kid	kind	kid	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kind	grabb	kind	grabb	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kind	grabben	kind	grabb	N;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
kind	child	kind	child	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
berg	mountain	berg	mountai	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
berg	berg	berg	berg	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
berg	berget	berg	berge	N;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
berg	berg	berg	berg	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
uitgegeven	spenderat	uitgeven	spendera	V;V.PTCP	V;V.CVB;ACT
uitgegeven	tillbringade	uitgeven	tillbringad	V;V.PTCP	V;IND;PST;FIN;ACT
uitgegeven	spenderade	uitgeven	spendera	V;V.PTCP	V;IND;PST;FIN;ACT
eilanden	öar	eiland	öar	N;PL	N;NOM;INDF;MASC+FEM;PL
eilanden	öarna	eiland	öare	N;PL	N;NOM;INDF;MASC+FEM;PL
stemmen	röster	stem	röst	N;PL	N;NOM;INDF;MASC+FEM;PL
stemmen	omröstningar	stem	omröstning	N;PL	N;NOM;INDF;MASC+FEM;PL
stemmen	röster	stem	röst	N;PL	N;NOM;INDF;MASC+FEM;PL
paus	påven	paus	påv	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
japanse	japansk	japans	japansk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
japanse	japanskt	japans	japansk	ADJ	ADJ;NOM;INDF;NEUT;SG
kennis	kunskap	kennis	kunskap	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kennis	kännedom	kennis	kännedom	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kennis	vetskap	kennis	vetskap	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
officieel	formellt	officieel	formell	ADJ	ADJ;NOM;INDF;NEUT;SG
officieel	officiell	officieel	officiell	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
officieel	officiellt	officieel	officiell	ADJ	ADJ;NOM;INDF;NEUT;SG
officieel	officiella	officieel	officiell	ADJ	ADJ;NOM;PL
officieel	officiellt	officieel	officiell	ADJ	ADJ;NOM;INDF;NEUT;SG
bezig	upptagna	bezig	upptagen	ADJ	ADJ;NOM;PL;PST;V.PTCP
bezig	upptaget	bezig	upptagen	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
bezig	upptagen	bezig	upptagen	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
vallen	faller	vallen	falla	V;NFIN	V;IND;PRS;FIN;ACT
vallen	faller	vallen	falla	V;NFIN	V;IND;PRS;FIN;ACT
vallen	faller	vallen	falla	V;NFIN	V;IND;PRS;FIN;ACT
vallen	ramla	vallen	ramla	V;NFIN	V;IMP;FIN;ACT
vallen	falla	vallen	falla	V;NFIN	V;IMP;FIN;ACT
brug	bridge	brug	bridge	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
brug	bro	brug	bro	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
brug	bron	brug	bron	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
brug	brygga	brug	brygga	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
brug	bryggan	brug	brygga	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
chinese	kinesisk	chinees	kinesisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
tom	tom	tom	tom	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
vermeld	nämndes	vermelden	nämna	V;V.PTCP	V;IND;PST;FIN;PASS
