dan	ja	dan	ja	CONJ	CONJ
tanaman	kasvi	tanaman	kasvi	N;SG	N;NOM;SG
tanaman	voimala	tanaman	voimala	N;SG	N;NOM;SG
tanaman	tehdas	tanaman	tehdas	N;SG	N;NOM;SG
tanaman	rajaa	tanaman	raja	N;SG	N;PRT;SG
tanaman	sadon	tanaman	sato	N;SG	N;GEN;SG
tanaman	satoa	tanaman	satoa	N;SG	N;PRT;SG
tanaman	sato	tanaman	sato	N;SG	N;NOM;SG
penulis	kirjoittaja	pentulis	kirjoittaja	N;SG	N;NOM;SG
penulis	kirjailija	pentulis	kirjailija	N;SG	N;NOM;SG
penulis	käsikirjoittaja	pentulis	käsikirjoittaja	N;SG	N;NOM;SG
penulis	tekijä	pentulis	tekijä	N;SG	N;NOM;SG
penulis	kirjailija	pentulis	kirjailija	N;SG	N;NOM;SG
penulis	tekijän	pentulis	tekijä	N;SG	N;GEN;SG
penulis	esittäjä	pentulis	esittäjä	N;SG	N;NOM;SG
penulis	kirjoittaja	pentulis	kirjoittaja	N;SG	N;NOM;SG
gol	maali	gol	maali	N;SG	N;NOM;SG
gol	tavoite	gol	tavoite	N;SG	N;NOM;SG
gol	päämäärä	gol	pää#määrä	N;SG	N;NOM;SG
gol	tavoitteen	gol	tavoite	N;SG	N;GEN;SG
pertempuran	taistelu	pertempuran	taistelu	N;SG	N;NOM;SG
pertempuran	taisto	pertempuran	taisto	N;SG	N;NOM;SG
pertempuran	taistelun	pertempuran	taistelu	N;SG	N;GEN;SG
selalu	aina	selalu	aina	ADV	ADV
alat	työkalun	alat	työ#kalu	N;SG	N;GEN;SG
alat	väline	alat	väline	N;SG	N;NOM;SG
alat	työkalu	alat	työ#kalu	N;SG	N;NOM;SG
pemimpin	leader	penpimpin	leader	N;SG	N;NOM;SG
pemimpin	johtaja	penpimpin	johtaja	N;SG	N;NOM;SG
permainan	pelaaminen	permainan	pelaaminen	N;SG	N;NOM;SG
permainan	pelaamista	permainan	pelaaminen	N;SG	N;PRT;SG
permainan	pelaamisen	permainan	pelaaminen	N;SG	N;GEN;SG
permainan	peliä	permainan	peli	N;SG	N;PRT;SG
permainan	pelin	permainan	peli	N;SG	N;GEN;SG
permainan	peli	permainan	peli	N;SG	N;NOM;SG
keras	kova	keras	kova	ADJ;SG	ADJ;NOM;SG
keras	kovaa	keras	kova	ADJ;SG	ADJ;PRT;SG
keras	rankkaa	keras	rankka	ADJ;SG	ADJ;PRT;SG
keras	kovaa	keras	kova	ADJ;SG	ADJ;PRT;SG
keras	äänekäs	keras	äänekäs	ADJ;SG	ADJ;NOM;SG
perubahan	muutos	perubahan	muutos	N;SG	N;NOM;SG
dibangun	rakennettu	dibangun	rakentaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dibangun	rakennettu	dibangun	rakentaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
model	mallia	model	malli	N;SG	N;PRT;SG
model	malli	model	malli	N;SG	N;NOM;SG
model	mallissa	model	malli	N;SG	N;IN+ESS;SG
warna	väriä	warna	väri	N;SG	N;PRT;SG
warna	väri	warna	väri	N;SG	N;NOM;SG
warna	väriä	warna	väri	N;SG	N;PRT;SG
warna	väri	warna	väri	N;SG	N;NOM;SG
taman	puisto	taman	puisto	N;SG	N;NOM;SG
taman	puistoon	taman	puisto	N;SG	N;IN+ALL;SG
taman	puiston	taman	puisto	N;SG	N;GEN;SG
taman	puutarha	taman	puu#tarha	N;SG	N;NOM;SG
taman	puisto	taman	puisto	N;SG	N;NOM;SG
mengambil	hakee	menambil	hakea	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
mengambil	ottaa	menambil	ottaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
mengambil	ottaen	menambil	ottaa	V;SG;ACT	V;INS;SG;NFIN;ACT
mengambil	ottamassa	menambil	ottaa	V;SG;ACT	V;IN+ESS;SG;NFIN;ACT
datang	tulee	datang	tulla	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menunjukkan	ilmaisee	mentunjukkan	ilmaista	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menunjukkan	osoittaa	mentunjukkan	osoittaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menunjukkan	näkyy	mentunjukkan	näkyä	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menunjukkan	näyttää	mentunjukkan	näyttää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
produksi	tuotanto	produksi	tuotanto	N;SG	N;NOM;SG
membentuk	muodostaa	menbentuk	muodostaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
membentuk	muodosta	menbentuk	muoto	V;SG;ACT	V;IMP;SG;2;FIN;ACT
ditulis	kirjoitettu	ditulis	kirjoittaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
depan	rintama	depan	rintama	N;SG	N;NOM;SG
depan	etu	depan	etu	N;SG	N;NOM;SG
operasi	toiminta	operasi	toiminta	N;SG	N;NOM;SG
operasi	toimenpide	operasi	toimen#pide	N;SG	N;NOM;SG
operasi	toiminto	operasi	toiminto	N;SG	N;NOM;SG
operasi	operaatio	operasi	operaatio	N;SG	N;NOM;SG
operasi	leikkaus	operasi	leikkaus	N;SG	N;NOM;SG
operasi	leikkauksen	operasi	leikkaus	N;SG	N;GEN;SG
karier	uran	karier	ura	N;SG	N;GEN;SG
karier	ura	karier	ura	N;SG	N;NOM;SG
karier	uran	karier	ura	N;SG	N;GEN;SG
karier	ura	karier	ura	N;SG	N;NOM;SG
karier	uraa	karier	ura	N;SG	N;PRT;SG
benar	totta	benar	tosi	ADJ;SG	ADJ;PRT;SG
aktor	näyttelijä	aktor	näyttelijä	N;SG	N;NOM;SG
fakultas	tiedekunnan	fakultas	tiede#kunta	N;SG	N;GEN;SG
modern	moderni	modern	moderni	ADJ;SG	ADJ;NOM;SG
modern	modernia	modern	moderni	ADJ;SG	ADJ;PRT;SG
modern	nykyaikainen	modern	nykyaikainen	ADJ;SG	ADJ;NOM;SG
undang	kutsu	undang	kutsu	N;SG	N;NOM;SG
menulis	kirjoittaa	mentulis	kirjoittaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menulis	kirjoita	mentulis	kirja	V;SG;ACT	V;IMP;SG;2;FIN;ACT
menulis	kirjoittaa	mentulis	kirjoittaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menulis	kirjoitti	mentulis	kirjoittaa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
menulis	kirjoitin	mentulis	kirjoittaa	V;SG;ACT	V;IND;SG;1;PST;FIN;ACT
menulis	kirjoittaa	mentulis	kirjoittaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
memulai	alkanut	menmulai	alkaa	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
memulai	alkoi	menmulai	alkaa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
memulai	aloitti	menmulai	aloittaa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
memulai	alkaa	menmulai	alkaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
contoh	näytettä	contoh	näyte	N;SG	N;PRT;SG
contoh	otos	contoh	otos	N;SG	N;NOM;SG
contoh	näytteen	contoh	näyte	N;SG	N;GEN;SG
contoh	otanta	contoh	ottaa	N;SG	N;NOM;SG
contoh	näyte	contoh	näyte	N;SG	N;NOM;SG
contoh	oikeusasteen	contoh	oikeus#aste	N;SG	N;GEN;SG
contoh	esimerkki	contoh	esi#merkki	N;SG	N;NOM;SG
belakang	selkä	belakang	selkä	N;SG	N;NOM;SG
belakang	taka	belakang	taka	N;SG	N;NOM;SG
hampir	lähes	hampir	lähes	ADV	ADV
hampir	melkein	hampir	melkein	ADV	ADV
hampir	lähes	hampir	lähes	ADV	ADV
hampir	melkein	hampir	melkein	ADV	ADV
komputer	tietokone	komputer	tieto#kone	N;SG	N;NOM;SG
komputer	tietokoneen	komputer	tieto#kone	N;SG	N;GEN;SG
bunga	kukkaa	bunga	kukka	N;SG	N;PRT;SG
bunga	kukka	bunga	kukka	N;SG	N;NOM;SG
perjanjian	sopimus	perjanjian	sopimus	N;SG	N;NOM;SG
perjanjian	sopimuksen	perjanjian	sopimus	N;SG	N;GEN;SG
perjanjian	perustamissopimus	perjanjian	perustaa#sopimus	N;SG	N;NOM;SG
perjanjian	sopimus	perjanjian	sopimus	N;SG	N;NOM;SG
perjanjian	perustamissopimuksen	perjanjian	perustaa#sopimus	N;SG	N;GEN;SG
selanjutnya	seuraavaksi	selanjutnya	seuraavaksi	ADV	ADV
lembaga	toimielin	lembaga	toimi#elin	N;SG	N;NOM;SG
lembaga	laitos	lembaga	laitos	N;SG	N;NOM;SG
lembaga	instituutio	lembaga	instituutio	N;SG	N;NOM;SG
dirinya	itseään	diri	itse	PRO;SG	PRO;PRT;SG;REFL
dirinya	itsensä	diri	itse	PRO;SG	PRO;GEN;SG;REFL
daya	teho	daya	teho	N;SG	N;NOM;SG
daya	power	daya	power	N;SG	N;NOM;SG
daya	voima	daya	voima	N;SG	N;NOM;SG
daya	valta	daya	valta	N;SG	N;NOM;SG
daya	valtaa	daya	valta	N;SG	N;PRT;SG
rata	litteä	rata	litteä	ADJ;SG	ADJ;NOM;SG
rata	tasainen	rata	tasainen	ADJ;SG	ADJ;NOM;SG
spons	sienellä	spons	sienellä	N;SG	N;AT+ESS
;SG
spons	sieni	spons	sieni	N;SG	N;NOM;SG
awalnya	aluksi	awal	aluksi	ADV;SG	ADV
awalnya	alunperin	awal	alunperin	ADV;SG	ADV
awalnya	alunperin	awal	alunperin	ADV;SG	ADV
afrika	afrikka	afrika	afrikka	N;SG	N;NOM;SG
afrika	afrikan	afrika	afrikka	N;SG	N;GEN;SG
afrika	afrikka	afrika	afrikka	N;SG	N;NOM;SG
afrika	afrikan	afrika	afrikka	N;SG	N;GEN;SG
usia	iän	usia	ikä	N;SG	N;GEN;SG
usia	ikää	usia	ikä	N;SG	N;PRT;SG
usia	ikä	usia	ikä	N;SG	N;NOM;SG
usia	ikuisuus	usia	ikuisuus	N;SG	N;NOM;SG
serangan	hyökkäys	serangan	hyökkäys	N;SG	N;NOM;SG
serangan	hyökkäys	serangan	hyökkäys	N;SG	N;NOM;SG
serangan	pahoinpitely	serangan	pahoin#pitely	N;SG	N;NOM;SG
mengikuti	seurata	menikuti	seurata	V;SG;ACT	V;SG;NFIN;ACT
mengikuti	seuraa	menikuti	seurata	V;SG;ACT	V;IMP;SG;2;PRS;FIN;ACT
masjid	masjid	masjid	masjita	N;SG	N;NOM;SG
masjid	moskeija	masjid	moskeija	N;SG	N;NOM;SG
warga	kansalaista	warga	kansalainen	N;SG	N;PRT;SG
warga	kansalainen	warga	kansalainen	N;SG	N;NOM;SG
hutan	metsä	hutan	metsä	N;SG	N;NOM;SG
hutan	metsää	hutan	metsä	N;SG	N;PRT;SG
hutan	metsään	hutan	metsä	N;SG	N;IN+ALL;SG
hutan	metsä	hutan	metsä	N;SG	N;NOM;SG
hutan	metsän	hutan	metsä	N;SG	N;GEN;SG
hutan	metsää	hutan	metsä	N;SG	N;PRT;SG
hutan	metsä	hutan	metsä	N;SG	N;NOM;SG
hutan	viidakko	hutan	viidakko	N;SG	N;NOM;SG
hutan	viidakkoon	hutan	viidakko	N;SG	N;IN+ALL;SG
hutan	viidakon	hutan	viidakko	N;SG	N;GEN;SG
unit	yksikköä	unit	yksikkö	N;SG	N;PRT;SG
unit	yksikön	unit	yksikkö	N;SG	N;GEN;SG
unit	yksikköä	unit	yksikkö	N;SG	N;PRT;SG
unit	yksikkö	unit	yksikkö	N;SG	N;NOM;SG
membantu	auttaa	menbantu	auttaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
membantu	auttaa	menbantu	auttaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
lingkungan	ympäristön	lingkungan	ympäristö	N;SG	N;GEN;SG
lingkungan	ympäristö	lingkungan	ympäristö	N;SG	N;NOM;SG
lingkungan	ympäristön	lingkungan	ympäristö	N;SG	N;GEN;SG
lingkungan	ympäristö	lingkungan	ympäristö	N;SG	N;NOM;SG
lingkungan	naapurusto	lingkungan	naapurusto	N;SG	N;NOM;SG
lingkungan	naapuruston	lingkungan	naapurusto	N;SG	N;GEN;SG
lingkungan	naapurusto	lingkungan	naapurusto	N;SG	N;NOM;SG
kode	koodi	kode	koodi	N;SG	N;NOM;SG
penggunaan	käyttö	pengunaan	käyttö	N;SG	N;NOM;SG
penggunaan	käyttö	pengunaan	käyttö	N;SG	N;NOM;SG
kadang	joskus	kadang	joskus	ADV	ADV
kadang	toisinaan	kadang	toisinaan	ADV	ADV
kadang	joskus	kadang	joskus	ADV	ADV
mobil	auto	mobil	auto	N;SG	N;NOM;SG
mobil	autoa	mobil	auto	N;SG	N;PRT;SG
mobil	auton	mobil	auto	N;SG	N;GEN;SG
mobil	autolla	mobil	auto	N;SG	N;AT+ESS
;SG
mobil	auto	mobil	auto	N;SG	N;NOM;SG
mobil	automobiles	mobil	auto#mobiles	N;SG	N;NOM;SG
menghasilkan	tuottaa	menhasilkan	tuottaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menghasilkan	tuottaa	menhasilkan	tuottaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
jam	tuntia	jam	tunti	N;SG	N;PRT;SG
jam	tunti	jam	tunti	N;SG	N;NOM;SG
jam	tunnin	jam	tunti	N;SG	N;GEN;SG
jam	kellon	jam	kello	N;SG	N;GEN;SG
jam	kello	jam	kello	N;SG	N;NOM;SG
kantor	toimipaikka	kantor	toimi#paikka	N;SG	N;NOM;SG
kantor	toimisto	kantor	toimisto	N;SG	N;NOM;SG
kantor	virasto	kantor	virasto	N;SG	N;NOM;SG
malam	iltaa	malam	ilta	N;SG	N;PRT;SG
malam	ilta	malam	ilta	N;SG	N;NOM;SG
malam	yötä	malam	yö	N;SG	N;PRT;SG
malam	ilta	malam	ilta	N;SG	N;NOM;SG
malam	yö	malam	yö	N;SG	N;NOM;SG
sedikit	vähä	sedikit	vähän	ADV;SG	ADV
tangan	käsi	tangan	käsi	N;SG	N;NOM;SG
tangan	käden	tangan	käsi	N;SG	N;GEN;SG
lokasi	sijainti	lokasi	sijainti	N;SG	N;NOM;SG
pertanian	tila	pertanian	tila	N;SG	N;NOM;SG
pertanian	maatila	pertanian	maa#tila	N;SG	N;NOM;SG
pertanian	maatilan	pertanian	maa#tila	N;SG	N;GEN;SG
pertanian	maatalouden	pertanian	maa#talous	N;SG	N;GEN;SG
pertanian	maatalous	pertanian	maa#talous	N;SG	N;NOM;SG
pertanian	maatalouden	pertanian	maa#talous	N;SG	N;GEN;SG
pertanian	maatalous	pertanian	maa#talous	N;SG	N;NOM;SG
gerakan	liike	gerakan	liike	N;SG	N;NOM;SG
gerakan	esitys	gerakan	esitys	N;SG	N;NOM;SG
gerakan	liikkuvuuden	gerakan	liikkuvuus	N;SG	N;GEN;SG
gerakan	liikkuminen	gerakan	liikkuminen	N;SG	N;NOM;SG
gerakan	liike	gerakan	liike	N;SG	N;NOM;SG
gerakan	liikkuvuus	gerakan	liikkuvuus	N;SG	N;NOM;SG
ikan	kala	ikan	kala	N;SG	N;NOM;SG
ikan	kalaa	ikan	kala	N;SG	N;PRT;SG
ikan	kalasta	ikan	kala	N;SG	N;IN+ABL;SG
gedung	rakennuksessa	gedung	rakennus	N;SG	N;IN+ESS;SG
gedung	rakentaminen	gedung	rakentaminen	N;SG	N;NOM;SG
gedung	rakennus	gedung	rakennus	N;SG	N;NOM;SG
gedung	rakennuksen	gedung	rakennus	N;SG	N;GEN;SG
image	kuva	image	kuva	N	N;NOM;SG
berisi	sisälsi	berisi	sisältää	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
berisi	sisältää	berisi	sisältää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
sakit	kipu	sakit	kipu	N;SG	N;NOM;SG
sakit	kipua	sakit	kipu	N;SG	N;PRT;SG
sakit	tuska	sakit	tuska	N;SG	N;NOM;SG
sakit	tuskaa	sakit	tuska	N;SG	N;PRT;SG
tuhan	jumala	tuhan	jumala	N;SG	N;NOM;SG
tuhan	lordin	tuhan	lortin	N;SG	N;GEN;SG
tuhan	herra	tuhan	herra	N;SG	N;NOM;SG
tuhan	lordi	tuhan	lordi	N;SG	N;NOM;SG
laporan	kertomus	laporan	kertomus	N;SG	N;NOM;SG
laporan	mietinnön	laporan	mietintö	N;SG	N;GEN;SG
laporan	raportin	laporan	raportti	N;SG	N;GEN;SG
laporan	raportti	laporan	raportti	N;SG	N;NOM;SG
laporan	raportointi	laporan	raportointi	N;SG	N;NOM;SG
laporan	ilmoittaminen	laporan	ilmoittaminen	N;SG	N;NOM;SG
pemilihan	valikoima	penpilihan	valikoima	N;SG	N;NOM;SG
pemilihan	valinta	penpilihan	valinta	N;SG	N;NOM;SG
belajar	opiskelee	belajar	opiskella	V;SG	V;IND;SG;3;PRS;FIN;ACT
belajar	opiskella	belajar	opiskella	V;SG	V;SG;NFIN;ACT
belajar	opiskella	belajar	opiskella	V;SG	V;SG;NFIN;ACT
belajar	opiskeli	belajar	opiskella	V;SG	V;IND;SG;3;PST;FIN;ACT
belajar	tutkittu	belajar	tutkia	V;SG	V;NOM;SG;V.PTCP;PASS
belajar	oppia	belajar	oppia	V;SG	V;SG;NFIN;ACT
belajar	oppia	belajar	oppia	V;SG	V;SG;NFIN;ACT
belajar	opi	belajar	oppia	V;SG	V;IMP;SG;2;FIN;ACT
bagaimana	miten	bagaimana	miten	ADV	ADV
bagaimana	kuinka	bagaimana	kuinka	ADV	ADV
alkitab	raamatun	alkitab	raamattu	N;SG	N;GEN;SG
alkitab	raamatun	alkitab	raamattu	N;SG	N;GEN;SG
tugas	työpaikka	tugas	työ#paikka	N;SG	N;NOM;SG
tugas	työ	tugas	työ	N;SG	N;NOM;SG
tugas	työtä	tugas	työ	N;SG	N;PRT;SG
tugas	työn	tugas	työ	N;SG	N;GEN;SG
tugas	tehtävän	tugas	tehtävä	N;SG	N;GEN;SG
tugas	tehtävä	tugas	tehtävä	N;SG	N;NOM;SG
produk	tuote	produk	tuote	N;SG	N;NOM;SG
produk	tuotteen	produk	tuote	N;SG	N;GEN;SG
produk	tuotetta	produk	tuote	N;SG	N;PRT;SG
seri	sarja	seri	sarja	N;SG	N;NOM;SG
kekuatan	voima	kekuatan	voima	N;SG	N;NOM;SG
kekuatan	vahvuus	kekuatan	vahvuus	N;SG	N;NOM;SG
kekuatan	voimaa	kekuatan	voima	N;SG	N;PRT;SG
kekuatan	teho	kekuatan	teho	N;SG	N;NOM;SG
kekuatan	power	kekuatan	power	N;SG	N;NOM;SG
kekuatan	voima	kekuatan	voima	N;SG	N;NOM;SG
kekuatan	valta	kekuatan	valta	N;SG	N;NOM;SG
kekuatan	valtaa	kekuatan	valta	N;SG	N;PRT;SG
mengatakan	sanomassa	menkatakan	sanoa	V;SG;ACT	V;IN+ESS;SG;NFIN;ACT
mengatakan	sanoi	menkatakan	sanoa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
mengatakan	sanoo	menkatakan	sanoa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
asli	aidon	asli	aito	ADJ;SG	ADJ;GEN;SG
asli	aito	asli	aito	ADJ;SG	ADJ;NOM;SG
asli	aitoa	asli	aito	ADJ;SG	ADJ;PRT;SG
asli	alkuperäinen	asli	alku#peräinen	ADJ;SG	ADJ;NOM;SG
stadium	stadion	stadium	stadion	N	N;NOM;SG
stadium	stadium	stadium	stadium	N	N;NOM;SG
tua	vanha	tua	vanha	ADJ;SG	ADJ;NOM;SG
tua	vanhaa	tua	vanha	ADJ;SG	ADJ;PRT;SG
sekali	kerran	sekali	kerran	ADV	ADV
hati	sydäntä	hati	sydäntä	N;SG	N;PRT;SG
hati	sydän	hati	sydän	N;SG	N;NOM;SG
hati	sydämen	hati	sydän	N;SG	N;GEN;SG
pendek	lyhyt	pendek	lyhyt	ADJ;SG	ADJ;NOM;SG
ahli	asiantuntijaa	ahli	asian#tuntija	N;SG	N;PRT;SG
ahli	asiantuntija	ahli	asian#tuntija	N;SG	N;NOM;SG
ahli	asiantuntijan	ahli	asian#tuntija	N;SG	N;GEN;SG
hitam	mustaa	hitam	musta	ADJ;SG	ADJ;PRT;SG
natural	luonnon	natural	luonto	N	N;GEN;SG
walaupun	vaikka	walaupun	vaikka	CONJ	CONJ
walaupun	vaikkakin	walaupun	vaikka	CONJ	CONJ
walaupun	vaikka	walaupun	vaikka	CONJ	CONJ
gaya	style	gaya	style	N;SG	N;NOM;SG
gaya	tyyliä	gaya	tyyli	N;SG	N;PRT;SG
gaya	tyyli	gaya	tyyli	N;SG	N;NOM;SG
milik	kuuluminen	milik	kuuluminen	N;SG;ACT	N;NOM;SG
milik	omistuksessa	milik	omistus	N;SG;ACT	N;IN+ESS;SG
studi	tutkimus	studi	tutkimus	N;SG	N;NOM;SG
studi	tutkimuksen	studi	tutkimus	N;SG	N;GEN;SG
studi	opiskelu	studi	opiskelu	N;SG	N;NOM;SG
studi	tutkimuksessa	studi	tutkimus	N;SG	N;IN+ESS;SG
karakter	luonne	karakter	luonne	N;SG	N;NOM;SG
karakter	hahmo	karakter	hahmo	N;SG	N;NOM;SG
karakter	luonnetta	karakter	luonne	N;SG	N;PRT;SG
karakter	merkkiä	karakter	merkki	N;SG	N;PRT;SG
final	finaali	final	finaali	N	N;NOM;SG
final	finaaliin	final	finaali	N	N;IN+ALL;SG
final	finaali	final	finaali	N	N;NOM;SG
diberi	annettu	diberi	antaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
kampung	kylän	kampung	kylä	N;SG	N;GEN;SG
kampung	kylä	kampung	kylä	N;SG	N;NOM;SG
kampung	kylässä	kampung	kylä	N;SG	N;IN+ESS;SG
list	lista	list	lista	N	N;NOM;SG
list	luettelo	list	luettelo	N	N;NOM;SG
list	listan	list	lista	N	N;GEN;SG
list	listaa	list	lista	N	N;PRT;SG
list	luetteloon	list	luettelo	N	N;IN+ALL;SG
diketahui	tunnetaan	diketahui	tuntea	V;SG;PASS	V;IND;PRS;FIN;PASS
rendah	matala	rendah	matala	ADJ;SG	ADJ;NOM;SG
rendah	matalalla	rendah	matala	ADJ;SG	ADJ;AT+ESS
;SG
rendah	alhainen	rendah	alhainen	ADJ;SG	ADJ;NOM;SG
peristiwa	tapahtuman	peristiwa	tapahtuma	N;SG	N;GEN;SG
peristiwa	tapahtuma	peristiwa	tapahtuma	N;SG	N;NOM;SG
peristiwa	tapahtumaan	peristiwa	tapahtuma	N;SG	N;IN+ALL;SG
perjalanan	matkustaminen	perjalanan	matkustaminen	N;SG	N;NOM;SG
perjalanan	matkailu	perjalanan	matkailu	N;SG	N;NOM;SG
perjalanan	matka	perjalanan	matka	N;SG	N;NOM;SG
perjalanan	reissu	perjalanan	reissu	N;SG	N;NOM;SG
perjalanan	matkan	perjalanan	matka	N;SG	N;GEN;SG
perjalanan	matka	perjalanan	matka	N;SG	N;NOM;SG
burung	lintu	burung	lintu	N;SG	N;NOM;SG
burung	linnun	burung	lintu	N;SG	N;GEN;SG
kaum	folk	kaum	folk	N;SG	N;NOM;SG
huruf	kirjain	huruf	kirjain	N;SG	N;NOM;SG
huruf	kirjain	huruf	kirjain	N;SG	N;NOM;SG
huruf	kirje	huruf	kirje	N;SG	N;NOM;SG
huruf	kirjeen	huruf	kirje	N;SG	N;GEN;SG
huruf	kirjeellä	huruf	kirje	N;SG	N;AT+ESS
;SG
keturunan	laskeutuminen	keturunan	laskeutuminen	N;SG	N;NOM;SG
keturunan	laskeutumisen	keturunan	laskeutuminen	N;SG	N;GEN;SG
keturunan	jälkeläinen	keturunan	jälkeläinen	N;SG	N;NOM;SG
keturunan	jälkeläinen	keturunan	jälkeläinen	N;SG	N;NOM;SG
sisi	puolella	sisi	puoli	N;SG	N;AT+ESS
;SG
sisi	side	sisi	side	N;SG	N;NOM;SG
teman	kaveri	teman	kaveri	N;SG	N;NOM;SG
teman	ystävä	teman	ystävä	N;SG	N;NOM;SG
teman	kaveri	teman	kaveri	N;SG	N;NOM;SG
teman	kaverin	teman	kaveri	N;SG	N;GEN;SG
drama	draama	drama	draama	N;SG	N;NOM;SG
drama	draamaa	drama	draama	N;SG	N;PRT;SG
cepat	nopea	cepat	nopea	ADJ;SG	ADJ;NOM;SG
cepat	nopeaa	cepat	nopea	ADJ;SG	ADJ;PRT;SG
cepat	nopea	cepat	nopea	ADJ;SG	ADJ;NOM;SG
berkembang	kehittymässä	berkembang	kehittyä	V;SG;ACT	V;IN+ESS;SG;NFIN;ACT
berkembang	kehittää	berkembang	kehittää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
berkembang	kehittyy	berkembang	kehittyä	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
berkembang	eteni	berkembang	edetä	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
berkembang	kasvava	berkembang	kasvaa	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
berkembang	kasvaa	berkembang	kasvaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
berkembang	kukoistaa	berkembang	kukoistaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
kesehatan	terveyttä	kesehatan	terveys	N;SG	N;PRT;SG
kesehatan	terveys	kesehatan	terveys	N;SG	N;NOM;SG
mahasiswa	opiskelijan	mahasiswa	opiskelija	N;SG	N;GEN;SG
mahasiswa	opiskelija	mahasiswa	opiskelija	N;SG	N;NOM;SG
mahasiswa	ylioppilas	mahasiswa	yli#oppilas	N;SG	N;NOM;SG
mahasiswa	oppilas	mahasiswa	oppilas	N;SG	N;NOM;SG
pengembangan	kehittäminen	penkembangan	kehittäminen	N;SG	N;NOM;SG
pengembangan	kehitystä	penkembangan	kehitys	N;SG	N;PRT;SG
pengembangan	kehitys	penkembangan	kehitys	N;SG	N;NOM;SG
dipakai	käytetty	dipakai	käyttää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
sel	selli	sel	selli	N;SG	N;NOM;SG
sel	solu	sel	solu	N;SG	N;NOM;SG
sel	solun	sel	solu	N;SG	N;GEN;SG
aktif	aktiivinen	aktif	aktiivinen	ADJ;SG	ADJ;NOM;SG
aktif	aktiivisena	aktif	aktiivinen	ADJ;SG	ADJ;FRML;SG
meliputi	kattaa	menliputi	kattaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
meliputi	kattaa	menliputi	kattaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
istana	linnaan	istana	linnaan	N;SG	N;IN+ALL;SG
istana	linna	istana	linna	N;SG	N;NOM;SG
istana	linnaa	istana	linna	N;SG	N;PRT;SG
istana	palatsi	istana	palatsi	N;SG	N;NOM;SG
kekuasaan	teho	kekuasaan	teho	N;SG	N;NOM;SG
kekuasaan	power	kekuasaan	power	N;SG	N;NOM;SG
kekuasaan	voima	kekuasaan	voima	N;SG	N;NOM;SG
kekuasaan	valta	kekuasaan	valta	N;SG	N;NOM;SG
kekuasaan	valtaa	kekuasaan	valta	N;SG	N;PRT;SG
hewan	eläin	hewan	eläin	N;SG	N;NOM;SG
hewan	eläintä	hewan	eläin	N;SG	N;PRT;SG
single	single	single	single	N	N;NOM;SG
single	sinkku	single	sinkku	N	N;NOM;SG
memenangkan	voittaa	menmenangkan	voittaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
tiba	saavu	tiba	saapua	V;SG	V;IMP;SG;2;FIN;ACT
tiba	saapuu	tiba	saapua	V;SG	V;IND;SG;3;PRS;FIN;ACT
tiba	saapui	tiba	saapua	V;SG	V;IND;SG;3;PST;FIN;ACT
