ve	et	ve	et	CONJ	CONJ
ses	volume	ses	volume	N;NOM;SG;3	N;MASC;SG
milli	nationaux	milli	national	ADJ	ADJ;MASC;PL
milli	national	milli	national	ADJ	ADJ;MASC;SG
milli	nationale	milli	national	ADJ	ADJ;FEM;SG
milli	nationales	milli	national	ADJ	ADJ;FEM;PL
kitap	livre	kitap	livre	N;NOM;SG;3	N;MASC;SG
ödülleri	récompenses	ödül	récompense	N;NOM;PL;3	N;FEM;PL
ödülleri	distinctions	ödül	distinction	N;NOM;PL;3	N;FEM;PL
ödülleri	trophées	ödül	trophée	N;NOM;PL;3	N;MASC;PL
ödülleri	récompenses	ödül	récompense	N;NOM;PL;3	N;FEM;PL
kaldı	resté	kal	rester	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
kaldı	séjourné	kal	séjourner	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
bakanı	ministre	bakan	ministre	N;NOM;SG;3	N;MASC;SG
krallık	royaume	krallık	royaume	N;NOM;SG;3	N;MASC;SG
doğdu	naître	doğ	naître	V;PFV;IND;SG;3;POS;PST	V;NFIN
doğdu	né	doğ	naître	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
doğdu	née	doğ	naître	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
başkanlığı	présidence	başkanlık	présidence	N;NOM;SG;3	N;FEM;SG
bakanlığı	ministère	bakanlık	ministère	N;NOM;SG;3	N;MASC;SG
kurulmuştur	établie	kur	établir	V;PFV;NFH;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
kurulmuştur	établi	kur	établir	V;PFV;NFH;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
durumu	état	durum	état	N;NOM;SG;3	N;MASC;SG
durumu	statut	durum	statut	N;NOM;SG;3	N;MASC;SG
durumu	état	durum	état	N;NOM;SG;3	N;MASC;SG
durumu	condition	durum	condition	N;NOM;SG;3	N;FEM;SG
kırmızı	rouges	kırmızı	rouge	ADJ	ADJ;MASC;PL
kırmızı	roux	kırmızı	roux	ADJ	ADJ;MASC;SG
kırmızı	rouge	kırmızı	rouge	ADJ	ADJ;MASC;SG
yardım	assistance	yardım	assistance	N;NOM;SG;3	N;FEM;SG
yardım	aide	yardım	aide	N;NOM;SG;3	N;FEM;SG
oranı	taux	oran	taux	N;NOM;SG;3	N;MASC;SG
oranı	tarif	oran	tarif	N;NOM;SG;3	N;MASC;SG
oranı	ratio	oran	ratio	N;NOM;SG;3	N;MASC;SG
şarkıcı	chanteur	şarkıcı	chanteur	N;NOM;SG;3	N;MASC;SG
şarkıcı	chanteuse	şarkıcı	chanteur	N;NOM;SG;3	N;FEM;SG
katıldı	participé	kat	participer	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
katıldı	rejoint	kat	rejoindre	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
hafta	semaine	hafta	semaine	N;NOM;SG;3	N;FEM;SG
ekonomik	économique	ekonomik	économique	ADJ	ADJ;MASC;SG
ekonomik	economiques	ekonomik	economique	ADJ	ADJ;MASC;PL
ekonomik	economique	ekonomik	economique	ADJ	ADJ;MASC;SG
ekonomik	économique	ekonomik	économique	ADJ	ADJ;MASC;SG
ekonomik	economique	ekonomik	economique	ADJ	ADJ;MASC;SG
ekonomik	economiques	ekonomik	economique	ADJ	ADJ;MASC;PL
ekonomik	economique	ekonomik	economique	ADJ	ADJ;MASC;SG
adam	mec	adam	mec	N;NOM;SG;3	N;MASC;SG
adam	gars	adam	gars	N;NOM;SG;3	N;MASC;SG
adam	man	adam	man	N;NOM;SG;3	N;MASC;SG
adam	mec	adam	mec	N;NOM;SG;3	N;MASC;SG
adam	homme	adam	homme	N;NOM;SG;3	N;MASC;SG
yayınları	publications	yayın	publication	N;ACC;PL;3	N;FEM;PL
nehri	fleuve	nehir	fleuve	N;ACC;SG;3	N;MASC;SG
nehri	rivière	nehir	rivière	N;ACC;SG;3	N;FEM;SG
hizmet	service	hizmet	service	N;NOM;SG;3	N;MASC;SG
yolu	sentier	yol	sentier	N;ACC;SG;3	N;MASC;SG
yolu	chemin	yol	chemin	N;ACC;SG;3	N;MASC;SG
yolu	sillon	yol	sillon	N;ACC;SG;3	N;MASC;SG
girdi	entré	gir	entrer	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
girdi	entrée	gir	entrer	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
çalışma	étudier	çalış	étudier	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
çalışma	travailler	çalış	travailler	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
yıllar	années	yıl	année	N;NOM;PL;3	N;FEM;PL
yıllar	ans	yıl	an	N;NOM;PL;3	N;MASC;PL
ilan	publicité	ilan	publicité	N;NOM;SG;3	N;FEM;SG
ilan	annonce	ilan	annonce	N;NOM;SG;3	N;FEM;SG
sürekli	constamment	sürekli	constamment	ADV	ADV
sonrasında	contrecoup	sonra	contrecoup	N;ESS;SG;3	N;MASC;SG
basketbol	basket	basketbol	basket	N;NOM;SG;3	N;MASC;SG
basketbol	basketball	basketbol	basketball	N;NOM;SG;3	N;MASC;SG
kullanımı	utilisation	kullanım	utilisation	N;NOM;SG;3	N;FEM;SG
kullanımı	usage	kullanım	usage	N;NOM;SG;3	N;MASC;SG
kullanımı	utilisation	kullanım	utilisation	N;NOM;SG;3	N;FEM;SG
belli	certain	belli	certain	ADJ	ADJ;MASC;SG
belli	certaine	belli	certain	ADJ	ADJ;FEM;SG
belli	évident	belli	évident	ADJ	ADJ;MASC;SG
belli	évidente	belli	évident	ADJ	ADJ;FEM;SG
öldü	morte	öl	mourir	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
öldü	décédé	öl	décéder	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
öldü	mort	öl	mourir	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
öldü	morte	öl	mourir	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
öldü	mort	öl	mourir	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
hızlı	rapide	hızlı	rapide	ADJ	ADJ;MASC;SG
hızlı	rapides	hızlı	rapide	ADJ	ADJ;MASC;PL
hızlı	prompt	hızlı	prompt	ADJ	ADJ;MASC;SG
hızlı	rapide	hızlı	rapide	ADJ	ADJ;MASC;SG
hızlı	rapides	hızlı	rapide	ADJ	ADJ;MASC;PL
oynadı	jouée	oyna	jouer	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
oynadı	joué	oyna	jouer	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
kiralık	location	kiralık	location	N;NOM;SG;3	N;FEM;SG
kiralık	loyer	kiralık	loyer	N;NOM;SG;3	N;MASC;SG
zaten	déjà	zaten	déjà	ADV	ADV
madalya	médaille	madalya	médaille	N;NOM;SG;3	N;FEM;SG
milletvekili	députée	milletvekili	député	N;NOM;SG;3	N;FEM;SG
milletvekili	député	milletvekili	député	N;NOM;SG;3	N;MASC;SG
hakları	droits	hak	droit	N;ACC;PL;3	N;MASC;PL
sayfası	page	sayfa	page	N;NOM;SG;3	N;FEM;SG
değişiklik	modification	değişiklik	modification	N;NOM;SG;3	N;FEM;SG
değişiklik	altération	değişiklik	altération	N;NOM;SG;3	N;FEM;SG
değişiklik	changement	değişiklik	changement	N;NOM;SG;3	N;MASC;SG
beşiktaş	beşiktaş	beşiktaş	beşiktaş	N;NOM;SG;3	N;MASC;SG
maddeler	substances	madde	substance	N;NOM;PL;3	N;FEM;PL
kulübü	club	kulüb	club	N;NOM;SG;3	N;MASC;SG
tanımlar	définitions	tanım	définition	N;NOM;PL;3	N;FEM;PL
fark	remarque	fark	remarque	N;NOM;SG;3	N;FEM;SG
fark	préavis	fark	préavis	N;NOM;SG;3	N;MASC;SG
fark	avis	fark	avis	N;NOM;SG;3	N;MASC;SG
fark	réalisation	fark	réalisation	N;NOM;SG;3	N;FEM;SG
fark	différence	fark	différence	N;NOM;SG;3	N;FEM;SG
bölgede	région	bölge	région	N;ESS;SG;3	N;FEM;SG
kanada	canada	kana	canada	N;ESS;SG;3	N;MASC;SG
ilçesi	district	ilçe	district	N;NOM;SG;3	N;MASC;SG
yalnızca	uniquement	yalnızca	uniquement	ADV	ADV
yalnızca	seulement	yalnızca	seulement	ADV	ADV
güncelleme	actualiser	güncelle	actualiser	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
baş	tête	baş	tête	N;NOM;SG;3	N;FEM;SG
düşünüyorum	réfléchir	düşün	réfléchir	V;PROG;IND;SG;1;POS;INFM;PRS	V;NFIN
düşünüyorum	pensant	düşün	penser	V;PROG;IND;SG;1;POS;INFM;PRS	V;PRS;V.PTCP
düşünüyorum	penser	düşün	penser	V;PROG;IND;SG;1;POS;INFM;PRS	V;NFIN
yaşam	vie	yaşam	vie	N;NOM;SG;3	N;FEM;SG
festivali	festival	festivali	festival	N;ACC;SG;3	N;MASC;SG
festivali	fête	festivali	fête	N;ACC;SG;3	N;FEM;SG
festivali	fest	festivali	fest	N;ACC;SG;3	N;MASC;SG
isim	nom	isim	nom	N;NOM;SG;3	N;MASC;SG
isim	dénomination	isim	dénomination	N;NOM;SG;3	N;FEM;SG
sonrası	apres	sonra	après		
sonrası	aprés	sonra	apré		
gece	soirée	gece	soirée	N;NOM;SG;3	N;FEM;SG
gece	nuit	gece	nuit	N;NOM;SG;3	N;FEM;SG
gece	soir	gece	soir	N;NOM;SG;3	N;MASC;SG
emin	confiants	emin	confiant	ADJ	ADJ;MASC;PL
emin	confiante	emin	confiante	ADJ	ADJ;FEM;SG
bilgiler	infos	bilgi	info	N;NOM;PL;3	N;FEM;PL
bilgiler	informations	bilgi	information	N;NOM;PL;3	N;FEM;PL
bilgiler	infos	bilgi	info	N;NOM;PL;3	N;FEM;PL
bilgiler	renseignements	bilgi	renseignement	N;NOM;PL;3	N;MASC;PL
site	site	sit	site	N;NOM;SG;3	N;MASC;SG
site	site	sit	site	N;NOM;SG;3	N;MASC;SG
site	bureau	sit	bureau	N;NOM;SG;3	N;MASC;SG
sınıf	classe	sınıf	classe	N;NOM;SG;3	N;FEM;SG
sınıf	classe	sınıf	classe	N;NOM;SG;3	N;FEM;SG
dizisi	séquence	dizi	séquence	N;NOM;SG;3	N;FEM;SG
seçildi	choisi	seç	choisir	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
seçildi	choisie	seç	choisir	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
seçildi	élue	seç	élire	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
seçildi	élu	seç	élire	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
seçildi	sélectionnée	seç	sélectionner	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
seçildi	sélectionné	seç	sélectionner	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yapılmış	fait	yap	faire	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
yapılmış	fabriqués	yap	fabriquer	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
yapılmış	faite	yap	faire	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
yapılmış	fabriqué	yap	fabriquer	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
oyunları	jeux	oyun	jeu	N;ACC;PL;3	N;MASC;PL
teşekkürler	remerciements	teşekkür	remerciement	N;NOM;PL;3	N;MASC;PL
kazanan	gagnant	kazan	gagner	V;PFV;IND;POS;PRS;V.PTCP	V;PRS;V.PTCP
yapıldı	fait	yap	faire	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yapıldı	faite	yap	faire	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
yapıldı	fabriqué	yap	fabriquer	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yapıldı	fait	yap	faire	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yapıldı	faite	yap	faire	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
park	parc	park	parc	N;NOM;SG;3	N;MASC;SG
park	stationnement	park	stationnement	N;NOM;SG;3	N;MASC;SG
park	parking	park	parking	N;NOM;SG;3	N;MASC;SG
siyasetçi	politicien	siyasetçi	politicien	N;NOM;SG;3	N;MASC;SG
edebiyat	littérature	edebiyat	littérature	N;NOM;SG;3	N;FEM;SG
müzesi	musée	müze	musée	N;ACC;SG;3	N;MASC;SG
haber	actualité	haber	actualité	N;NOM;SG;3	N;FEM;SG
annesi	mère	anne	mère	N;NOM;SG;3	N;FEM;SG
annesi	mere	anne	merer	N;NOM;SG;3	N;FEM;SG
annesi	maman	anne	maman	N;NOM;SG;3	N;FEM;SG
verildi	donné	ver	donner	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
çalıştı	fonctionné	çalış	fonctionner	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
çalıştı	travaillé	çalış	travailler	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
yönetimi	management	yönetim	management	N;NOM;SG;3	N;MASC;SG
yönetimi	gestion	yönetim	gestion	N;NOM;SG;3	N;FEM;SG
yönetimi	administration	yönetim	administration	N;NOM;SG;3	N;FEM;SG
bulundu	trouvée	bulun	trouver	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
bulundu	trouvé	bulun	trouver	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
bulundu	retrouvé	bulun	retrouver	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
bazen	quelquefois	bazen	quelquefois	ADV	ADV
bazen	parfois	bazen	parfois	ADV	ADV
doğum	naissance	doğum	naissance	N;NOM;SG;3	N;FEM;SG
doğum	anniversaire	doğum	anniversaire	N;NOM;SG;3	N;MASC;SG
doğum	maternité	doğum	maternité	N;NOM;SG;3	N;FEM;SG
güvenlik	securité	güvenlik	securité	N;NOM;SG;3	N;FEM;SG
güvenlik	sûreté	güvenlik	sûreté	N;NOM;SG;3	N;FEM;SG
güvenlik	sécurité	güvenlik	sécurité	N;NOM;SG;3	N;FEM;SG
güvenlik	sûreté	güvenlik	sûreté	N;NOM;SG;3	N;FEM;SG
güvenlik	sécurité	güvenlik	sécurité	N;NOM;SG;3	N;FEM;SG
güvenlik	securite	güvenlik	securite	N;NOM;SG;3	N;FEM;SG
başkenti	majuscule	başkent	majuscule	N;NOM;SG;3	N;FEM;SG
başkenti	capitale	başkent	capitale	N;NOM;SG;3	N;FEM;SG
başkenti	capital	başkent	capital	N;NOM;SG;3	N;MASC;SG
hala	encore	hala	encore	ADV	ADV
hala	toujours	hala	toujours	ADV	ADV
camii	mosquée	camii	mosquée	N;NOM;SG;3	N;FEM;SG
derneği	association	dernek	association	N;NOM;SG;3	N;FEM;SG
kuruldu	fondé	kur	fonder	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
kuruldu	fondée	kur	fonder	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
kuruldu	établie	kur	établir	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
kuruldu	établi	kur	établir	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
kuruldu	installé	kur	installer	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
kuruldu	installée	kur	installer	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
taşıyan	portant	taşı	porter	V;PFV;IND;POS;PRS;V.PTCP	V;PRS;V.PTCP
enstitüsü	institute	enstitü	instituter	N;NOM;SG;3	N;MASC;SG
enstitüsü	institut	enstitü	institut	N;NOM;SG;3	N;MASC;SG
öğretim	instruction	öğretim	instruction	N;NOM;SG;3	N;FEM;SG
öğretim	faculté	öğretim	faculté	N;NOM;SG;3	N;FEM;SG
öğretim	enseignement	öğretim	enseignement	N;NOM;SG;3	N;MASC;SG
dikkat	attention	dikkat	attention	N;NOM;SG;3	N;FEM;SG
kanalı	canal	kanalı	canal	N;ACC;SG;3	N;MASC;SG
kanalı	canal	kanalı	canal	N;ACC;SG;3	N;MASC;SG
kanalı	chaîne	kanalı	chaîne	N;ACC;SG;3	N;FEM;SG
kanalı	chenal	kanalı	chenal	N;ACC;SG;3	N;MASC;SG
kanalı	channel	kanalı	channel	N;ACC;SG;3	N;MASC;SG
kurulmuş	fondé	kur	fonder	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
kurulmuş	fondée	kur	fonder	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
kurulmuş	établie	kur	établir	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
kurulmuş	établi	kur	établir	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
bilimsel	scientifique	bilimsel	scientifique	ADJ	ADJ;MASC;SG
bilimsel	scientifiques	bilimsel	scientifique	ADJ	ADJ;MASC;PL
bilimsel	scientifique	bilimsel	scientifique	ADJ	ADJ;MASC;SG
aşk	amour	aşk	amour	N;NOM;SG;3	N;MASC;SG
etkisi	impact	etki	impact	N;NOM;SG;3	N;MASC;SG
etkisi	incidence	etki	incidence	N;NOM;SG;3	N;FEM;SG
etkisi	influence	etki	influence	N;NOM;SG;3	N;FEM;SG
etkisi	effet	etki	effet	N;NOM;SG;3	N;MASC;SG
müdürlüğü	direction	müdürlük	direction	N;NOM;SG;3	N;FEM;SG
yeşil	verte	yeşil	vert	ADJ	ADJ;FEM;SG
yeşil	vert	yeşil	vert	ADJ	ADJ;MASC;SG
yeşil	vertes	yeşil	vert	ADJ	ADJ;FEM;PL
ailesi	famille	aile	famille	N;NOM;SG;3	N;FEM;SG
insanlar	gens	insan	gens	N;NOM;PL;3	N;MASC;PL
insanlar	personnes	insan	personne	N;NOM;PL;3	N;FEM;PL
parçası	partie	parça	partie	N;NOM;SG;3	N;FEM;SG
eğitimi	formation	eğitim	formation	N;ACC;SG;3	N;FEM;SG
eğitimi	entraînement	eğitim	entraînement	N;ACC;SG;3	N;MASC;SG
eğitimi	tutoriel	eğitim	tutoriel	N;ACC;SG;3	N;MASC;SG
eğitimi	didacticiel	eğitim	didacticiel	N;ACC;SG;3	N;MASC;SG
bilgisayar	ordinateur	bilgisayar	ordinateur	N;NOM;SG;3	N;MASC;SG
sınırları	frontières	sınır	frontière	N;NOM;PL;3	N;FEM;PL
sınırları	limites	sınır	limite	N;NOM;PL;3	N;FEM;PL
sınırları	bordures	sınır	bordure	N;NOM;PL;3	N;FEM;PL
sınırları	frontières	sınır	frontière	N;NOM;PL;3	N;FEM;PL
sınırları	limites	sınır	limite	N;NOM;PL;3	N;FEM;PL
parlaklık	luminosité	parlaklık	luminosité	N;NOM;SG;3	N;FEM;SG
parlaklık	luminosité	parlaklık	luminosité	N;NOM;SG;3	N;FEM;SG
parlaklık	brillance	parlaklık	brillance	N;NOM;SG;3	N;FEM;SG
demokratik	démocratique	demokratik	démocratique	ADJ	ADJ;MASC;SG
demokratik	démocratiques	demokratik	démocratique	ADJ	ADJ;MASC;PL
sistem	système	sistem	système	N;NOM;SG;3	N;MASC;SG
şimdi	désormais	şimdi	désormais	ADV	ADV
şimdi	maintenant	şimdi	maintenant	ADV	ADV
amacı	objet	amaç	objet	N;NOM;SG;3	N;MASC;SG
amacı	finalité	amaç	finalité	N;NOM;SG;3	N;FEM;SG
amacı	but	amaç	but	N;NOM;SG;3	N;MASC;SG
amacı	objectif	amaç	objectif	N;NOM;SG;3	N;MASC;SG
özellikleri	attributs	özellik	attribut	N;NOM;PL;3	N;MASC;PL
özellikleri	fonctions	özellik	fonction	N;NOM;PL;3	N;FEM;PL
özellikleri	fonctionnalités	özellik	fonctionnalité	N;NOM;PL;3	N;FEM;PL
özellikleri	propriétés	özellik	propriété	N;NOM;PL;3	N;FEM;PL
kişilik	empreinte	kişilik	empreinter	N;NOM;SG;3	N;FEM;SG
kişilik	greffe	kişilik	greffe	N;NOM;SG;3	N;FEM;SG
kişilik	personnalité	kişilik	personnalité	N;NOM;SG;3	N;FEM;SG
boş	vides	boş	vide	ADJ	ADJ;MASC;PL
boş	vide	boş	vide	ADJ	ADJ;MASC;SG
boş	vide	boş	vide	ADJ	ADJ;MASC;SG
boş	vierge	boş	vierge	ADJ	ADJ;MASC;SG
kullanarak	utiliser	kullan	utiliser	V;PFV;IND;POS;PRS;V.CVB	V;NFIN
kullanarak	utilisant	kullan	utiliser	V;PFV;IND;POS;PRS;V.CVB	V;PRS;V.PTCP
adası	île	ada	île	N;NOM;SG;3	N;FEM;SG
adası	isle	ada	isle	N;NOM;SG;3	N;FEM;SG
kopyaları	exemplaires	kopya	exemplaire	N;ACC;PL;3	N;MASC;PL
kopyaları	copies	kopya	copie	N;ACC;PL;3	N;FEM;PL
kopyaları	répliques	kopya	réplique	N;ACC;PL;3	N;FEM;PL
kim	qui	kim	qui	PRO;NOM;SG;3	PRO
federasyonu	fédération	federasyon	fédération	N;NOM;SG;3	N;FEM;SG
uyum	respect	uyum	respect	N;NOM;SG;3	N;MASC;SG
uyum	conformité	uyum	conformité	N;NOM;SG;3	N;FEM;SG
uyum	harmonie	uyum	harmonie	N;NOM;SG;3	N;FEM;SG
öncesi	pré	önce	pré	N;NOM;SG;3	N;MASC;SG
programı	programme	program	programme	N;ACC;SG;3	N;MASC;SG
programı	programme	program	programme	N;ACC;SG;3	N;MASC;SG
programı	calendrier	program	calendrier	N;ACC;SG;3	N;MASC;SG
resimleri	images	resim	image	N;NOM;PL;3	N;FEM;PL
resimleri	photos	resim	photo	N;NOM;PL;3	N;FEM;PL
resimleri	photos	resim	photo	N;NOM;PL;3	N;FEM;PL
yapısı	structure	yapı	structure	N;NOM;SG;3	N;FEM;SG
iletişim	communication	iletiş	communication	N;NOM;SG;3	N;FEM;SG
iletişim	contact	iletiş	contact	N;NOM;SG;3	N;MASC;SG
öğrenci	cadette	öğrenci	cadette	N;NOM;SG;3	N;FEM;SG
öğrenci	cadet	öğrenci	cadet	N;NOM;SG;3	N;MASC;SG
öğrenci	étudiant	öğrenci	étudiant	N;NOM;SG;3	N;MASC;SG
öğrenci	etudiant	öğrenci	etudiant	N;NOM;SG;3	N;MASC;SG
üyeleri	membres	üye	membre	N;NOM;PL;3	N;MASC;PL
üyeleri	adhérents	üye	adhérent	N;NOM;PL;3	N;MASC;PL
kolay	facile	kolay	facile	ADJ	ADJ;MASC;SG
kolay	faciles	kolay	facile	ADJ	ADJ;MASC;PL
yayınlandı	publiée	yayınla	publier	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
yayınlandı	publié	yayınla	publier	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
onların	leur	o	lui	PRO;GEN;PL;3	PRO;PL;3
baba	papa	baba	papa	N;NOM;SG;3	N;MASC;SG
baba	père	baba	père	N;NOM;SG;3	N;MASC;SG
baba	papa	baba	papa	N;NOM;SG;3	N;MASC;SG
baba	pére	baba	pére	N;NOM;SG;3	N;MASC;SG
baba	pere	baba	pere	N;NOM;SG;3	N;MASC;SG
baba	père	baba	père	N;NOM;SG;3	N;MASC;SG
erkekler	masculins	erkek	masculin	ADJ;NOM;PL;3	ADJ;MASC;PL
erkekler	masculins	erkek	masculin	ADJ;NOM;PL;3	ADJ;MASC;PL
sonuçlar	résultats	sonuç	résultat	N;NOM;PL;3	N;MASC;PL
sonuçlar	conséquences	sonuç	conséquence	N;NOM;PL;3	N;FEM;PL
sonuçlar	conclusions	sonuç	conclusion	N;NOM;PL;3	N;FEM;PL
gölü	lac	göl	lac	N;ACC;SG;3	N;MASC;SG
onları	eux	o	soi	PRO;ACC;PL;3	PRO;MASC;PL;3
tarihleri	dates	tarih	date	N;ACC;PL;3	N;FEM;PL
soğuk	froide	soğuk	froid	ADJ	ADJ;FEM;SG
soğuk	froid	soğuk	froid	ADJ	ADJ;MASC;SG
soğuk	froids	soğuk	froid	ADJ	ADJ;MASC;PL
kültürel	culturels	kültürel	culturel	ADJ	ADJ;MASC;PL
kültürel	culturelle	kültürel	culturel	ADJ	ADJ;FEM;SG
kültürel	culturel	kültürel	culturel	ADJ	ADJ;MASC;SG
kurdu	loup	kurt	loup	N;NOM;SG;3	N;MASC;SG
kurdu	louve	kurt	louve	N;NOM;SG;3	N;FEM;SG
projesi	projet	proje	projet	N;NOM;SG;3	N;MASC;SG
nedeni	motif	neden	motif	N;NOM;SG;3	N;MASC;SG
nedeni	raison	neden	raison	N;NOM;SG;3	N;FEM;SG
nedeni	cause	neden	cause	N;NOM;SG;3	N;FEM;SG
kararı	décision	karar	décision	N;NOM;SG;3	N;FEM;SG
kişiler	personnes	kişi	personne	N;NOM;PL;3	N;FEM;PL
kişiler	gens	kişi	gens	N;NOM;PL;3	N;MASC;PL
kişiler	personnes	kişi	personne	N;NOM;PL;3	N;FEM;PL
kişiler	contacts	kişi	contact	N;NOM;PL;3	N;MASC;PL
uydu	satellite	uy	satellite	N;NOM;SG;3	N;MASC;SG
uydu	sat	uy	sattre	N;NOM;SG;3	N;MASC;SG
basit	simple	basit	simple	ADJ	ADJ;MASC;SG
basit	simples	basit	simple	ADJ	ADJ;MASC;PL
kaynaklar	sources	kaynak	source	N;NOM;PL;3	N;FEM;PL
kaynaklar	ressources	kaynak	ressource	N;NOM;PL;3	N;FEM;PL
cumhurbaşkanı	présidente	cumhurbaşkanı	président	N;NOM;SG;3	N;FEM;SG
cumhurbaşkanı	président	cumhurbaşkanı	président	N;NOM;SG;3	N;MASC;SG
tanımlamak	définir	tanımla	définir	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
tanımlamak	définissant	tanımla	définir	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PRS;V.PTCP
alındı	reçu	al	recevoir	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
alındı	reçue	al	recevoir	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
alındı	pris	al	prendre	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
alındı	prise	al	prendre	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
gitti	parti	git	partir	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
boyu	taille	boy	taille	N;NOM;SG;3	N;FEM;SG
boyu	hauteur	boy	hauteur	N;NOM;SG;3	N;FEM;SG
boyu	longueur	boy	longueur	N;NOM;SG;3	N;FEM;SG
boyu	taille	boy	taille	N;NOM;SG;3	N;FEM;SG
boyu	pointure	boy	pointure	N;NOM;SG;3	N;FEM;SG
defans	défenseur	defans	défenseur	N;NOM;SG;3	N;MASC;SG
defans	défense	defans	défense	N;NOM;SG;3	N;FEM;SG
defans	défense	defans	défense	N;NOM;SG;3	N;FEM;SG
