קטגוריה	kategorija	קטגוריה	kategorija	N;FEM;SG	N;NOM;FEM;SG
מקובל	prihvatljivo	מקובל	prihvatljiv	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
מקובל	prihvatljiv	מקובל	prihvatljiv	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
מקובל	prihvatljiva	מקובל	prihvatljiv	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
מקובל	prihvaćeno	מקובל	prihvatiti	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP;PASS
מקובל	prihvaćen	מקובל	prihvatiti	ADJ;MASC;SG	ADJ;NOM;MASC;SG;V.PTCP;PASS
מקובל	prihvaćena	מקובל	prihvatiti	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
גורם	čimbenik	גורם	čimbenik	N;MASC;SG	N;NOM;MASC;SG
גורם	faktor	גורם	faktor	N;MASC;SG	N;NOM;MASC;SG
עדכון	ažuriranje	עדכון	ažuriranje	N;MASC;SG	N;NOM;NEUT;SG
מקומות	mesta	מקום	mest	N;MASC;PL	N;NOM;NEUT;PL
מקומות	mjesta	מקום	mjesto	N;MASC;PL	N;NOM;NEUT;PL
מעולם	nikada	מעולם	nikada	ADV	ADV
מעולם	nikad	מעולם	nikad	ADV	ADV
הגנה	zaštita	הגנה	zaštita	N;FEM;SG	N;NOM;FEM;SG
הגנה	zaštitu	הגנה	zaštita	N;FEM;SG	N;ACC;FEM;SG
הגנה	obrana	הגנה	obrana	N;FEM;SG	N;NOM;FEM;SG
הגנה	obrana	הגנה	obrana	N;FEM;SG	N;NOM;FEM;SG
גובה	elevacija	גובה	elevacija	N;MASC;SG	N;NOM;FEM;SG
גובה	visina	גובה	visina	N;MASC;SG	N;NOM;FEM;SG
תקשורת	komunikacija	תקשורת	komunikacija	N;FEM;SG	N;NOM;FEM;SG
תקשורת	komunikacija	תקשורת	komunikacija	N;FEM;SG	N;NOM;FEM;SG
משקל	težina	משקל	težina	N;MASC;SG	N;NOM;FEM;SG
משקל	težinu	משקל	težina	N;MASC;SG	N;ACC;FEM;SG
לשמור	zadrži	שמר	zadržiti	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
השפעה	utjecaj	השפעה	utjecaj	N;FEM;SG	N;NOM;MASC;SG
השפעה	udar	השפעה	udar	N;FEM;SG	N;NOM;MASC;SG
השפעה	utjecaj	השפעה	utjecaj	N;FEM;SG	N;NOM;MASC;SG
השפעה	uticaj	השפעה	uticaj	N;FEM;SG	N;NOM;MASC;SG
השפעה	efekt	השפעה	efekt	N;FEM;SG	N;NOM;MASC;SG
השפעה	efekta	השפעה	efekt	N;FEM;SG	N;GEN;MASC;SG
השפעה	efekat	השפעה	efekat	N;FEM;SG	N;NOM;MASC;SG
השפעה	učinak	השפעה	učinak	N;FEM;SG	N;NOM;MASC;SG
יצירות	kreacije	יצירה	kreacija	N;FEM;PL	N;NOM;FEM;PL
יצירות	radovi	יצירה	rad	N;FEM;PL	N;NOM;MASC;PL
יצירות	kompozicije	יצירה	kompozicija	N;FEM;PL	N;NOM;FEM;PL
חטיבת	brigada	חטיבה	brigad	N;PSSD;FEM;SG	N;NOM;FEM;SG
טען	tvrdio	טען	tvrditi	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
תחילה	prvo	תחילה	prvo	ADV	ADV
מכון	zavod	מכון	zavod	N;MASC;SG	N;NOM;MASC;SG
מכון	institut	מכון	institut	N;MASC;SG	N;NOM;MASC;SG
כוכבים	planete	כוכב	planet	N;MASC;PL	N;NOM;FEM;PL
כוכבים	zvijezde	כוכב	zvijezda	N;MASC;PL	N;NOM;FEM;PL
כוכבים	zvezde	כוכב	zvezda	N;MASC;PL	N;NOM;FEM;PL
כוכבים	zvjezdice	כוכב	zvjezdica	N;MASC;PL	N;NOM;MASC;PL
תוצאות	rezultati	תוצאה	rezultat	N;FEM;PL	N;NOM;MASC;PL
תחרות	konkurencija	תחרות	konkurencija	N;FEM;SG	N;NOM;FEM;SG
תחרות	natjecanje	תחרות	natjecanje	N;FEM;SG	N;NOM;NEUT;SG
תחרות	nadmetanje	תחרות	nadmetanje	N;FEM;SG	N;NOM;NEUT;SG
תחרות	natječaj	תחרות	natječaj	N;FEM;SG	N;NOM;MASC;SG
תחרות	natjecanje	תחרות	natjecanje	N;FEM;SG	N;NOM;NEUT;SG
צפיפות	gustoća	צפיפות	gustoća	N;FEM;SG	N;NOM;FEM;SG
נובל	nobelovu	נובל	nobelov	N;MASC;SG	N;ACC;FEM;SG
רשמית	formalno	רשמית	formalno	ADV	ADV
רשמית	službeno	רשמית	službeno	ADV	ADV
רשמית	zvanično	רשמית	zvaničan	ADV	ADV
בשביל	za	בשביל	za	ADP	ADP;ACC
עסק	poslovanje	עסק	poslovanje	N;MASC;SG	N;NOM;NEUT;SG
עסק	posao	עסק	posao	N;MASC;SG	N;NOM;MASC;SG
באר	barr	באר	barr	N;FEM;SG	N;NOM;MASC;SG
באר	šank	באר	šank	N;FEM;SG	N;NOM;MASC;SG
חג	odmor	חג	odmor	N;MASC;SG	N;NOM;MASC;SG
חג	blagdan	חג	blagdan	N;MASC;SG	N;NOM;MASC;SG
חג	praznik	חג	praznik	N;MASC;SG	N;NOM;MASC;SG
דת	religija	דת	religija	N;FEM;SG	N;NOM;FEM;SG
דת	vjera	דת	vjera	N;FEM;SG	N;NOM;FEM;SG
מראה	pojava	מראה	pojava	N;MASC;SG	N;NOM;FEM;SG
מראה	izgled	מראה	izgled	N;MASC;SG	N;NOM;MASC;SG
מראה	pojavljivanje	מראה	pojavljivanje	N;MASC;SG	N;NOM;NEUT;SG
מראה	zrcalo	מראה	zrcati	N;MASC;SG	N;NOM;NEUT;SG
מראה	ogledalo	מראה	ogledati	N;MASC;SG	N;NOM;NEUT;SG
ניצחון	pobjeda	ניצחון	pobjeda	N;MASC;SG	N;NOM;FEM;SG
ניצחון	pobeda	ניצחון	pobeda	N;MASC;SG	N;NOM;FEM;SG
ניצחון	trijumf	ניצחון	trijumf	N;MASC;SG	N;NOM;MASC;SG
עריכה	uređivanje	עריכה	uređivanje	N;FEM;SG	N;NOM;NEUT;SG
משמעותי	značajna	משמעותי	značajan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
משמעותי	značajan	משמעותי	značajan	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
עין	oka	עין	oko	N;FEM;SG	N;NOM;NEUT;SG
עשה	napravio	עשה	napraviti	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
תחום	domena	תחום	domena	N;MASC;SG	N;NOM;FEM;SG
נוער	mladež	נוער	mladež	N;MASC;SG	N;NOM;FEM;SG
נוער	mladost	נוער	mladost	N;MASC;SG	N;NOM;FEM;SG
נוער	mladosti	נוער	mladost	N;MASC;SG	N;NOM;FEM;SG
נוער	teen	נוער	teen	N;MASC;SG	N;NOM;MASC;SG
סגן	poručnik	סגן	poručnik	N;MASC;SG	N;NOM;MASC;SG
סגן	zamjenik	סגן	zamjenik	N;MASC;SG	N;NOM;MASC;SG
שלטון	shelton	שלטון	shelton	N;MASC;SG	N;NOM;MASC;SG
רוח	duh	רוח	duh	N;FEM;SG	N;NOM;MASC;SG
רוח	vetar	רוח	vetar	N;FEM;SG	N;NOM;MASC;SG
רוח	vjetar	רוח	vjetar	N;FEM;SG	N;NOM;MASC;SG
רוח	vjetra	רוח	vjetar	N;FEM;SG	N;GEN;MASC;SG
לעולם	nikada	לעולם	nikada	ADV	ADV
לעולם	nikad	לעולם	nikad	ADV	ADV
הצבעה	glasanje	הצבעה	glasanje	N;FEM;SG	N;NOM;NEUT;SG
הצבעה	glasovanje	הצבעה	glasovanje	N;FEM;SG	N;NOM;NEUT;SG
הצבעה	glasanje	הצבעה	glasanje	N;FEM;SG	N;NOM;NEUT;SG
גישה	pristup	גישה	pristup	N;FEM;SG	N;NOM;MASC;SG
גישה	pristupi	גישה	pristupiti	N;FEM;SG	N;NOM;MASC;SG
גישה	stav	גישה	stav	N;FEM;SG	N;NOM;MASC;SG
גישה	pristup	גישה	pristup	N;FEM;SG	N;NOM;MASC;SG
גישה	pristupi	גישה	pristupiti	N;FEM;SG	N;NOM;MASC;SG
מועדון	klub	מועדון	klub	N;MASC;SG	N;NOM;MASC;SG
מועדון	club	מועדון	club	N;MASC;SG	N;NOM;MASC;SG
חוזה	ugovor	חוזה	ugovor	N;MASC;SG	N;NOM;MASC;SG
פעמיים	dvaput	פעמיים	dvaput	ADV	ADV
פרויקט	projekt	פרויקט	projekt	N;MASC;SG	N;NOM;MASC;SG
פרויקט	projekat	פרויקט	projekat	N;MASC;SG	N;NOM;MASC;SG
מינים	vrste	מין	vrsta	N;MASC;PL	N;NOM;FEM;PL
צבע	boja	צבע	boja	N;MASC;SG	N;NOM;FEM;SG
צבע	boja	צבע	boja	N;MASC;SG	N;NOM;FEM;SG
תוצאה	posljedica	תוצאה	posljedica	N;FEM;SG	N;NOM;FEM;SG
תוצאה	rezultat	תוצאה	rezultat	N;FEM;SG	N;NOM;MASC;SG
נמוך	niski	נמוך	nisk	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
נמוך	niska	נמוך	nizak	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
סיטי	grad	סיטי	grad	N;FEM;SG	N;NOM;MASC;SG
סיטי	gradom	סיטי	grad	N;FEM;SG	N;INS;MASC;SG
תיאור	opis	תיאור	opis	N;MASC;SG	N;NOM;MASC;SG
תיאור	opisa	תיאור	opis	N;MASC;SG	N;GEN;MASC;SG
כתבה	članak	כתבה	članak	N;FEM;SG	N;NOM;MASC;SG
עובדים	radnice	עובד	radnica	N;MASC;PL	N;NOM;FEM;PL
עובדים	radnika	עובד	radnik	N;MASC;PL	N;GEN;MASC;PL
עובדים	radnici	עובד	radnik	N;MASC;PL	N;NOM;MASC;PL
עובדים	radnicima	עובד	radnik	N;MASC;PL	N;DAT;MASC;PL
עובדים	zaposlenici	עובד	zaposlenik	N;MASC;PL	N;NOM;MASC;PL
עובדים	zaposlenika	עובד	zaposlenik	N;MASC;PL	N;ACC;MASC;PL
גמר	finale	גמר	finale	N;MASC;SG	N;NOM;NEUT;SG
רצח	ubojstvo	רצח	ubojstvo	N;MASC;SG	N;NOM;NEUT;SG
מטוס	zrakoplov	מטוס	zrakoplov	N;MASC;SG	N;NOM;MASC;SG
מטוס	avion	מטוס	avion	N;MASC;SG	N;NOM;MASC;SG
מטוס	zrakoplov	מטוס	zrakoplov	N;MASC;SG	N;NOM;MASC;SG
מטוס	avion	מטוס	avion	N;MASC;SG	N;NOM;MASC;SG
מטוס	avionom	מטוס	avion	N;MASC;SG	N;INS;MASC;SG
מטוס	zrakoplov	מטוס	zrakoplov	N;MASC;SG	N;NOM;MASC;SG
מטוס	zrakoplova	מטוס	zrakoplov	N;MASC;SG	N;ACC;MASC;SG
מטוס	letjelica	מטוס	letjelica	N;MASC;SG	N;NOM;FEM;SG
מלחמות	ratovi	מלחמה	rat	N;FEM;PL	N;NOM;MASC;PL
מלחמות	ratove	מלחמה	rat	N;FEM;PL	N;ACC;MASC;PL
מלחמות	ratova	מלחמה	rat	N;FEM;PL	N;GEN;MASC;PL
לחץ	pritisak	לחץ	pritisak	N;MASC;SG	N;NOM;MASC;SG
לחץ	tlak	לחץ	tlak	N;MASC;SG	N;NOM;MASC;SG
לחץ	stres	לחץ	stres	N;MASC;SG	N;NOM;MASC;SG
לחץ	stresa	לחץ	stres	N;MASC;SG	N;GEN;MASC;SG
לחץ	klik	לחץ	klik	N;MASC;SG	N;NOM;MASC;SG
עיריית	općina	עירייה	općina	N;PSSD;FEM;SG	N;NOM;FEM;SG
ניסה	probala	ניסה	probati	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP;ACT
ניסה	probao	ניסה	probati	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
ניסה	pokušao	ניסה	pokušati	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
גרמני	nijemac	גרמני	nijemac	N;MASC;SG	N;NOM;MASC;SG
שלב	faza	שלב	faza	N;MASC;SG	N;NOM;FEM;SG
שלב	korak	שלב	korak	N;MASC;SG	N;NOM;MASC;SG
שלב	pozornica	שלב	pozornica	N;MASC;SG	N;NOM;FEM;SG
שלב	faza	שלב	faza	N;MASC;SG	N;NOM;FEM;SG
שלב	pozornici	שלב	pozornica	N;MASC;SG	N;DAT;FEM;SG
המונח	termin	המונח	termin	N;MASC;SG	N;NOM;MASC;SG
המונח	pojam	המונח	pojam	N;MASC;SG	N;NOM;MASC;SG
המונח	izraz	המונח	izraz	N;MASC;SG	N;NOM;MASC;SG
לבנות	grade	בנה	graditi	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לבנות	izgradi	בנה	izgraditi	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לבנות	izgraditi	בנה	izgraditi	V;NFIN;ACT	V;NFIN
לבנות	graditi	בנה	graditi	V;NFIN;ACT	V;NFIN
צד	strana	צד	strana	N;MASC;SG	N;NOM;FEM;SG
הוביל	vodio	הוביל	voditi	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
רשות	autoritet	רשות	autoritet	N;FEM;SG	N;NOM;MASC;SG
רשות	dozvola	רשות	dozvola	N;FEM;SG	N;NOM;FEM;SG
רשות	dopuštenje	רשות	dopuštenje	N;FEM;SG	N;NOM;NEUT;SG
רשות	dozvolu	רשות	dozvola	N;FEM;SG	N;ACC;FEM;SG
שאלה	pitanje	שאלה	pitanje	N;FEM;SG	N;NOM;NEUT;SG
מטוסים	avione	מטוס	avione	N;MASC;PL	N;ACC;MASC;PL
מטוסים	zrakoplovi	מטוס	zrakoplov	N;MASC;PL	N;NOM;MASC;PL
מטוסים	avioni	מטוס	avion	N;MASC;PL	N;NOM;MASC;PL
מטוסים	avione	מטוס	avione	N;MASC;PL	N;ACC;MASC;PL
מטוסים	zrakoplovi	מטוס	zrakoplov	N;MASC;PL	N;NOM;MASC;PL
מטוסים	avioni	מטוס	avion	N;MASC;PL	N;NOM;MASC;PL
רכבת	željeznica	רכבת	željeznica	N;FEM;SG	N;NOM;FEM;SG
רכבת	vlakom	רכבת	vlak	N;FEM;SG	N;INS;MASC;SG
רכבת	voz	רכבת	voz	N;FEM;SG	N;NOM;MASC;SG
רכבת	vlak	רכבת	vlak	N;FEM;SG	N;NOM;MASC;SG
רכבת	željeznica	רכבת	željeznica	N;FEM;SG	N;NOM;FEM;SG
רכבת	pruga	רכבת	prugati	N;FEM;SG	N;NOM;FEM;SG
ישנה	stara	ישן	star	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
ישנה	staro	ישן	star	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
ישנה	stari	ישן	star	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
מפעל	tvornica	מפעל	tvornica	N;MASC;SG	N;NOM;FEM;SG
מפעל	tvornici	מפעל	tvornica	N;MASC;SG	N;DAT;FEM;SG
הרכב	auto	הרכב	auto	N;MASC;SG	N;NOM;MASC;SG
הרכב	automobil	הרכב	automobil	N;MASC;SG	N;NOM;MASC;SG
הרכב	vozilo	הרכב	vozilo	N;MASC;SG	N;NOM;NEUT;SG
רשימה	lista	רשימה	list	N;FEM;SG	N;NOM;FEM;SG
רשימה	popis	רשימה	popis	N;FEM;SG	N;NOM;MASC;SG
ספינות	brodove	ספינות	brod	N;FEM;PL	N;ACC;MASC;PL
ספינות	brodovi	ספינות	brod	N;FEM;PL	N;NOM;MASC;PL
גשר	most	גשר	most	N;MASC;SG	N;NOM;MASC;SG
גשר	bridge	גשר	bridge	N;MASC;SG	N;NOM;MASC;SG
גשר	proteza	גשר	protez	N;MASC;SG	N;NOM;FEM;SG
גשר	protezu	גשר	protez	N;MASC;SG	N;ACC;FEM;SG
אחוז	postotak	אחוז	postotak	N;MASC;SG	N;NOM;MASC;SG
גרמנים	nijemci	גרמני	nijemac	N;MASC;PL	N;NOM;MASC;PL
לחלק	distribuirati	חילק	distribuirati	V;NFIN;ACT	V;NFIN
פרטים	detalji	פרט	detalj	N;MASC;PL	N;NOM;MASC;PL
פרטים	pojedinosti	פרט	pojedinost	N;MASC;PL	N;NOM;FEM;PL
זיכרון	memorija	זיכרון	memorija	N;MASC;SG	N;NOM;FEM;SG
זיכרון	sjećanje	זיכרון	sjećanje	N;MASC;SG	N;NOM;NEUT;SG
זיכרון	uspomena	זיכרון	uspomen	N;MASC;SG	N;NOM;FEM;SG
מבלי	bez	מבלי	bez	ADP	ADP;GEN
מורשת	nasljedstvo	מורשת	nasljedstvo	N;FEM;SG	N;NOM;NEUT;SG
מורשת	nasljeđe	מורשת	nasljeđe	N;FEM;SG	N;NOM;NEUT;SG
מורשת	ostavština	מורשת	ostavština	N;FEM;SG	N;NOM;FEM;SG
מורשת	naslijeđe	מורשת	naslijeđe	N;FEM;SG	N;NOM;NEUT;SG
מורשת	nasljeđe	מורשת	nasljeđe	N;FEM;SG	N;NOM;NEUT;SG
סופרים	pisce	סופר	pisac	N;MASC;PL	N;ACC;MASC;PL
סופרים	pisci	סופר	pisac	N;MASC;PL	N;NOM;MASC;PL
סופרים	autori	סופר	autor	N;MASC;PL	N;NOM;MASC;PL
לציין	navesti	ציין	navesti	V;NFIN;ACT	V;NFIN
לציין	navedite	ציין	navediti	V;NFIN;ACT	V;IMP;PL;2;FIN
להבין	razumijem	הבין	razumjeti	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
להבין	shvati	הבין	shvati	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
אישה	zena	איש	zena	N;FEM;SG	N;NOM;FEM;SG
אישה	ženo	איש	ženo	N;FEM;SG	N;NOM;MASC;SG
אישה	žena	איש	žena	N;FEM;SG	N;NOM;FEM;SG
אישה	zeno	איש	zeno	N;FEM;SG	N;NOM;MASC;SG
אישה	zena	איש	zena	N;FEM;SG	N;NOM;FEM;SG
אישה	supruga	איש	supruga	N;FEM;SG	N;NOM;FEM;SG
אישה	žena	איש	žena	N;FEM;SG	N;NOM;FEM;SG
מחשב	računalo	מחשב	računalo	N;MASC;SG	N;NOM;NEUT;SG
מציע	predložiti	הציע	predložiti	V;MASC;SG;V.PTCP;ACT	V;NFIN
מסלול	staza	מסלול	staz	N;MASC;SG	N;NOM;FEM;SG
מסלול	kurs	מסלול	kurs	N;MASC;SG	N;NOM;MASC;SG
מסלול	orbitu	מסלול	orbita	N;MASC;SG	N;ACC;FEM;SG
שפות	jezike	שפה	jezik	N;FEM;PL	N;ACC;MASC;PL
שפות	jezicima	שפה	jezik	N;FEM;PL	N;INS;MASC;PL
שפות	jezici	שפה	jezik	N;FEM;PL	N;NOM;MASC;PL
שידור	emitiranje	שידור	emitiranje	N;MASC;SG	N;NOM;NEUT;SG
שידור	prijenos	שידור	prijenos	N;MASC;SG	N;NOM;MASC;SG
שידור	emitiranje	שידור	emitiranje	N;MASC;SG	N;NOM;NEUT;SG
תקווה	nada	תקווה	nada	N;FEM;SG	N;NOM;FEM;SG
אב	otac	אב	otac	N;MASC;SG	N;NOM;MASC;SG
גורמים	faktora	גורם	faktor	N;MASC;PL	N;GEN;MASC;PL
סגנון	stil	סגנון	stil	N;MASC;SG	N;NOM;MASC;SG
סגנון	stila	סגנון	stil	N;MASC;SG	N;GEN;MASC;SG
בנות	dame	בת	dama	N;FEM;PL	N;NOM;FEM;PL
בנות	cure	בת	cura	N;FEM;PL	N;NOM;FEM;PL
בנות	djevojke	בת	djevojka	N;FEM;PL	N;NOM;FEM;PL
בנות	devojke	בת	devojka	N;FEM;PL	N;NOM;FEM;PL
מהירות	brzina	מהירות	brzina	N;FEM;SG	N;NOM;FEM;SG
לאפשר	dozvoli	אפשר	dozvoliti	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לאפשר	dopusti	אפשר	dopusti	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לאפשר	dopustite	אפשר	dopustiti	V;NFIN;ACT	V;IMP;PL;2;FIN
להפוך	postati	הפך	postati	V;NFIN;ACT	V;NFIN
מאמר	članak	מאמר	članak	N;MASC;SG	N;NOM;MASC;SG
לימוד	nastava	לימוד	nastava	N;MASC;SG	N;NOM;FEM;SG
לימוד	studij	לימוד	studij	N;MASC;SG	N;NOM;MASC;SG
לימוד	studija	לימוד	studij	N;MASC;SG	N;GEN;MASC;SG
לימוד	učenje	לימוד	učenje	N;MASC;SG	N;NOM;NEUT;SG
קצין	policajac	קצין	policajac	N;MASC;SG	N;NOM;MASC;SG
קצין	službenik	קצין	službenik	N;MASC;SG	N;NOM;MASC;SG
קצין	časnik	קצין	časnik	N;MASC;SG	N;NOM;MASC;SG
השתתפו	prisustvovali	השתתף	prisustvovati	V;PL;3;PST	V;MASC;PL;PST;V.PTCP;ACT
השתתפו	sudjelovali	השתתף	sudjelovati	V;PL;3;PST	V;MASC;PL;PST;V.PTCP;ACT
פוליטית	politički	פוליטי	politički	ADV	ADV
פוליטית	politički	פוליטי	politički	ADV	ADV
גידול	tumor	גידול	tumor	N;MASC;SG	N;NOM;MASC;SG
גידול	tumora	גידול	tumor	N;MASC;SG	N;GEN;MASC;SG
גידול	tumor	גידול	tumor	N;MASC;SG	N;NOM;MASC;SG
רכב	auto	רכב	auto	N;MASC;SG	N;NOM;MASC;SG
רכב	automobil	רכב	automobil	N;MASC;SG	N;NOM;MASC;SG
רכב	automobil	רכב	automobil	N;MASC;SG	N;NOM;MASC;SG
רכב	vozilo	רכב	vozilo	N;MASC;SG	N;NOM;NEUT;SG
משמעותית	značajno	משמעותי	značajno	ADV	ADV
משמעותית	značajno	משמעותי	značajno	ADV	ADV
קבלת	primanje	קבלה	primanje	N;FEM;SG	N;NOM;NEUT;SG
קבלת	prihvaćanje	קבלה	prihvaćanje	N;FEM;SG	N;NOM;NEUT;SG
ראוי	prikladno	ראוי	prikladno	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
ראוי	prigodno	ראוי	prigodno	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
ראוי	dostojan	ראוי	dostojan	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
ראוי	vrijedan	ראוי	vrijedan	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
התפתחות	razvoj	התפתחות	razvoj	N;FEM;SG	N;NOM;MASC;SG
ביצוע	obavljanje	ביצוע	obavljanje	N;MASC;SG	N;NOM;NEUT;SG
ביצוע	izvođenje	ביצוע	izvođenje	N;MASC;SG	N;NOM;NEUT;SG
ביצוע	izvedba	ביצוע	izvedba	N;MASC;SG	N;NOM;FEM;SG
ביצוע	izvođenje	ביצוע	izvođenje	N;MASC;SG	N;NOM;NEUT;SG
ביצוע	nastup	ביצוע	nastup	N;MASC;SG	N;NOM;MASC;SG
ביצוע	pogubljenje	ביצוע	pogubljenje	N;MASC;SG	N;NOM;NEUT;SG
ביצוע	izvršenje	ביצוע	izvršenje	N;MASC;SG	N;NOM;NEUT;SG
ביצוע	smaknuće	ביצוע	smaknuće	N;MASC;SG	N;NOM;NEUT;SG
ביצוע	izrada	ביצוע	izrada	N;MASC;SG	N;NOM;FEM;SG
ביצוע	pravljenje	ביצוע	pravljenje	N;MASC;SG	N;NOM;NEUT;SG
הביא	donio	הביא	donijeti	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
ניצח	osvojio	ניצח	osvojiti	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
ניצח	pobijedio	ניצח	pobijediti	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
ניצח	pobjedio	ניצח	pobjediti	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
משפחות	obitelji	משפחה	obitelj	N;FEM;PL	N;NOM;FEM;PL
משפחות	obiteljima	משפחה	obitelj	N;FEM;PL	N;INS;MASC;PL
משפחות	porodice	משפחה	porodica	N;FEM;PL	N;NOM;FEM;PL
סיבה	razum	סיבה	razum	N;FEM;SG	N;NOM;MASC;SG
סיבה	razlog	סיבה	razlog	N;FEM;SG	N;NOM;MASC;SG
סיבה	uzrok	סיבה	uzrok	N;FEM;SG	N;NOM;MASC;SG
גודל	veličina	גודל	veličina	N;MASC;SG	N;NOM;FEM;SG
ספק	dobavljač	ספק	dobavljač	N;MASC;SG	N;NOM;MASC;SG
ספק	sumnja	ספק	sumnjati	N;MASC;SG	N;NOM;FEM;SG
נושאים	teme	נושא	tema	N;MASC;PL	N;NOM;FEM;PL
נושאים	teme	נושא	tema	N;MASC;PL	N;NOM;FEM;PL
נושאים	subjekti	נושא	subjekt	N;MASC;PL	N;NOM;MASC;PL
נושאים	podanici	נושא	podanica	N;MASC;PL	N;NOM;MASC;PL
נושאים	pitanja	נושא	pitanje	N;MASC;PL	N;NOM;NEUT;PL
תמיכה	podrška	תמיכה	podrška	N;FEM;SG	N;NOM;FEM;SG
תמיכה	podršku	תמיכה	podrška	N;FEM;SG	N;ACC;FEM;SG
תמיכה	potpora	תמיכה	potpora	N;FEM;SG	N;NOM;FEM;SG
להשיג	ostvari	השיג	ostvariti	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
להשיג	ostvariti	השיג	ostvariti	V;NFIN;ACT	V;NFIN
להשיג	postići	השיג	postići	V;NFIN;ACT	V;NFIN
מעורב	pomiješana	מעורב	pomiješati	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
מעורב	umiješan	מעורב	umiješan	ADJ;MASC;SG	ADJ;NOM;MASC;SG;V.PTCP
מעורב	uključen	מעורב	uključiti	ADJ;MASC;SG	ADJ;NOM;MASC;SG;V.PTCP
יסוד	element	יסוד	element	N;MASC;SG	N;NOM;MASC;SG
לאתר	locirati	איתר	locirati	V;NFIN;ACT	V;NFIN
שיתוף	dijeljenje	שיתוף	dijeljenje	N;MASC;SG	N;NOM;NEUT;SG
קריית	kirjat	קריה	kirjati	N;PSSD;FEM;SG	N;NOM;MASC;SG
שש	šest	שש	šest	NUM;FEM;SG	NUM
הצליחה	uspjelo	הצליח	uspjeti	V;FEM;SG;3;PST;ACT	V;NEUT;SG;PST;V.PTCP;ACT
הצליחה	uspio	הצליח	uspjeti	V;FEM;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
כיבוש	osvajanje	כיבוש	osvajanje	N;MASC;SG	N;NOM;NEUT;SG
כיבוש	zanimanje	כיבוש	zanimanje	N;MASC;SG	N;NOM;NEUT;SG
תוכן	sadržaj	תוכן	sadržaj	N;MASC;SG	N;NOM;MASC;SG
תוכן	sadržaj	תוכן	sadržaj	N;MASC;SG	N;NOM;MASC;SG
אורח	posjetitelj	אורח	posjetitelj	N;MASC;SG	N;NOM;MASC;SG
אורח	gost	אורח	gost	N;MASC;SG	N;NOM;MASC;SG
שבועות	tjedana	שבוע	tjedan	N;MASC;PL	N;GEN;MASC;PL
שבועות	tjedne	שבוע	tjedan	N;MASC;PL	N;NOM;FEM;PL
שבועות	nedelje	שבוע	nedelje	N;MASC;PL	N;NOM;FEM;PL
קטנות	male	קטן	mali	ADJ;FEM;PL	ADJ;NOM;DEF;FEM;PL
בריטים	britanci	בריטי	britanac	N;MASC;PL	N;NOM;MASC;PL
התבנית	predložak	התבנית	predložak	N;FEM;SG	N;NOM;MASC;SG
דרכים	putevima	דרך	put	N;FEM;PL	N;INS;MASC;PL
דרכים	putevi	דרך	put	N;FEM;PL	N;NOM;MASC;PL
דרכים	cestama	דרך	cesta	N;FEM;PL	N;INS;FEM;PL
דרכים	ceste	דרך	cesta	N;FEM;PL	N;NOM;FEM;PL
