קטגוריה	kategooria	קטגוריה	kategooria	N;FEM;SG	N;NOM;SG
עסקים	ettevõtted	עסק	ette_võte	N;MASC;PL	N;NOM;PL
מדליית	medal	מדליה	medal	N;PSSD;FEM;SG	N;NOM;SG
שבוע	nädal	שבוע	nädal	N;MASC;SG	N;NOM;SG
פועלים	töötajad	פועל	töötaja	N;MASC;PL	N;NOM;PL
פועלים	töölised	פועל	tööline	N;MASC;PL	N;NOM;PL
כעת	nüüd	כעת	nüüd	ADV	ADV
מדוע	miks	מדוע	miks	ADV	ADV
שותף	partner	שותף	partner	N;MASC;SG	N;NOM;SG
שותף	paarimees	שותף	paari_mees	N;MASC;SG	N;NOM;SG
שותף	partner	שותף	partner	N;MASC;SG	N;NOM;SG
רעיון	idee	רעיון	idee	N;MASC;SG	N;NOM;SG
רעיון	mõte	רעיון	mõte	N;MASC;SG	N;NOM;SG
אנרגיה	energiat	אנרגיה	energia	N;FEM;SG	N;PRT;SG
אנרגיה	energia	אנרגיה	energia	N;FEM;SG	N;NOM;SG
אנרגיה	energeetika	אנרגיה	energeetika	N;FEM;SG	N;NOM;SG
קיימות	olemasolevad	קיים	olemas_olev	ADJ;FEM;PL	ADJ;NOM;PL;PRS;V.PTCP;ACT
פיקוד	käsk	פיקוד	käsk	N;MASC;SG	N;NOM;SG
פיקוד	käsu	פיקוד	käsk	N;MASC;SG	N;GEN;SG
מדבר	rääkimine	מדבר	rääkimine	N;MASC;SG	N;NOM;SG
מדבר	kõrb	מדבר	kõrb	N;MASC;SG	N;NOM;SG
אחראי	vastutustundlik	אחראי	vastutus_tundlik	ADJ;MASC	ADJ;NOM;SG
אחראי	vastutav	אחראי	vastutav	ADJ;MASC	ADJ;NOM;SG;PRS;V.PTCP;ACT
מחקרים	uuringud	מחקר	uuring	N;MASC;PL	N;NOM;PL
אישית	isiklikult	אישית	isiklikult	ADV	ADV
נקודת	punkt	נקודה	punkt	N;FEM;SG	N;NOM;SG
נקודת	punkti	נקודה	punkt	N;FEM;SG	N;PRT;SG
נקודת	point	נקודה	point	N;FEM;SG	N;NOM;SG
יחס	seos	יחס	seos	N;MASC;SG	N;NOM;SG
יחס	hoiak	יחס	hoiak	N;MASC;SG	N;NOM;SG
יחס	suhtumine	יחס	suhtumine	N;MASC;SG	N;NOM;SG
יחס	suhtarv	יחס	suht_arv	N;MASC;SG	N;NOM;SG
יחס	suhe	יחס	suhe	N;MASC;SG	N;NOM;SG
ניהול	haldus	ניהול	haldus	N;MASC;SG	N;NOM;SG
ניהול	juhtkond	ניהול	juhtkond	N;MASC;SG	N;NOM;SG
ניהול	juhtimine	ניהול	juhtimine	N;MASC;SG	N;NOM;SG
ניהול	haldamine	ניהול	haldamine	N;MASC;SG	N;NOM;SG
עיצוב	design	עיצוב	design	N;MASC;SG	N;NOM;SG
עיצוב	disain	עיצוב	disain	N;MASC;SG	N;NOM;SG
עיצוב	kavandamine	עיצוב	kavandamine	N;MASC;SG	N;NOM;SG
עיצוב	kujundus	עיצוב	kujundus	N;MASC;SG	N;NOM;SG
קיבוץ	rühmitamine	קיבוץ	rühmitamine	N;MASC;SG	N;NOM;SG
קיבוץ	rühmitus	קיבוץ	rühmitus	N;MASC;SG	N;NOM;SG
שישה	kuus	שישה	kuus	NUM;MASC;SG	NUM;NOM;SG
ציור	maal	ציור	maa	N;MASC;SG	N;AT+ESS
;SG
ציור	maali	ציור	maal	N;MASC;SG	N;PRT;SG
ציור	värvimine	ציור	värvimine	N;MASC;SG	N;NOM;SG
ציור	joonis	ציור	joonis	N;MASC;SG	N;NOM;SG
ציור	joonistamine	ציור	joonistamine	N;MASC;SG	N;NOM;SG
נמוכה	madal	נמוך	madal	ADJ;FEM;SG	ADJ;NOM;SG
נמוכה	madala	נמוך	madal	ADJ;FEM;SG	ADJ;GEN;SG
מוסדות	asutused	מוסד	asutus	N;MASC;PL	N;NOM;PL
מוסדות	institutsioonid	מוסד	institutsioon	N;MASC;PL	N;NOM;PL
מוסדות	institutsioone	מוסד	institutsioon	N;MASC;PL	N;PRT;PL
מיוחדת	eriline	מיוחד	eriline	ADJ;FEM;SG	ADJ;NOM;SG
סיפורים	lood	סיפור	lugu	N;MASC;PL	N;NOM;PL
סיפורים	lugusid	סיפור	lugu	N;MASC;PL	N;PRT;PL
סיפורים	lood	סיפור	lugu	N;MASC;PL	N;NOM;PL
סיפורים	jutud	סיפור	jutt	N;MASC;PL	N;NOM;PL
להגן	kaitsma	הגן	kaitsma	V;NFIN;ACT	V;IN+ALL;V.CVB;ACT
להגן	kaitsta	הגן	kaitsma	V;NFIN;ACT	V;NFIN
גבול	piir	גבול	piir	N;MASC;SG	N;NOM;SG
גבול	piirang	גבול	piirang	N;MASC;SG	N;NOM;SG
גבול	limiit	גבול	limiit	N;MASC;SG	N;NOM;SG
גבול	piir	גבול	piir	N;MASC;SG	N;NOM;SG
גבול	piiri	גבול	piir	N;MASC;SG	N;PRT;SG
התנגדות	vastuväide	התנגדות	vastu_väide	N;FEM;SG	N;NOM;SG
התנגדות	protest	התנגדות	protest	N;FEM;SG	N;NOM;SG
התנגדות	vastupidavus	התנגדות	vastu_pidavus	N;FEM;SG	N;NOM;SG
התנגדות	resistentsus	התנגדות	resistentsus	N;FEM;SG	N;NOM;SG
התנגדות	vastupanuliikumine	התנגדות	vastu_panu_liikumine	N;FEM;SG	N;NOM;SG
התנגדות	vastupanu	התנגדות	vastu_panu	N;FEM;SG	N;PRT;SG
התנגדות	vastulause	התנגדות	vastu_lause	N;FEM;SG	N;NOM;SG
התנגדות	opositsiooni	התנגדות	opositsioon	N;FEM;SG	N;PRT;SG
התנגדות	vastuseis	התנגדות	vastu_seis	N;FEM;SG	N;NOM;SG
התנגדות	opositsioon	התנגדות	opositsioon	N;FEM;SG	N;NOM;SG
מקרים	juhud	מקרה	juht	N;MASC;PL	N;NOM;PL
מקרים	juhtumid	מקרה	juhtum	N;MASC;PL	N;NOM;PL
חברתית	sotsiaalselt	חברתי	sotsiaalselt	ADV	ADV
אתרים	alade	אתר	ala	N;MASC;PL	N;GEN;PL
לילה	layla	לילה	layla	N;MASC;SG	N;NOM;SG
לילה	õhtu	לילה	õhtu	N;MASC;SG	N;NOM;SG
לילה	öö	לילה	öö	N;MASC;SG	N;NOM;SG
לילה	ööd	לילה	öö	N;MASC;SG	N;NOM;SG
לחימה	võitlemine	לחימה	võitlemine	N;FEM;SG	N;NOM;SG
לחימה	võitlus	לחימה	võitlus	N;FEM;SG	N;NOM;SG
יחסים	suhted	יחסים	suhe	N;MASC;PL	N;NOM;PL
יחסים	suhted	יחסים	suhe	N;MASC;PL	N;NOM;PL
יחסים	suhted	יחסים	suhe	N;MASC;PL	N;NOM;PL
אדמה	mulla	אדמה	muld	N;FEM;SG	N;NOM;SG
אדמה	pinnas	אדמה	pind	N;FEM;SG	N;NOM;SG
אדמה	muld	אדמה	muld	N;FEM;SG	N;NOM;SG
אדמה	maa	אדמה	maa	N;FEM;SG	N;NOM;SG
אדמה	maad	אדמה	maa	N;FEM;SG	N;PRT;SG
אדמה	land	אדמה	land	N;FEM;SG	N;NOM;SG
אדמה	maa	אדמה	maa	N;FEM;SG	N;NOM;SG
מורה	õpetaja	מורה	õpetaja	N;MASC;SG	N;NOM;SG
דוגמאות	näited	דוגמה	näide	N;FEM;PL	N;NOM;PL
דוגמאות	näiteid	דוגמה	näide	N;FEM;PL	N;PRT;PL
למחוק	kustuta	מחק	kustutama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
מפתח	võtme	מפתח	võti	N;MASC;SG	N;GEN;SG
מפתח	key	מפתח	key	N;MASC;SG	N;NOM;SG
מפתח	võti	מפתח	võti	N;MASC;SG	N;NOM;SG
מפתח	arendaja	מפתח	arendaja	N;MASC;SG	N;NOM;SG
מתן	andmine	מתן	andmine	N;MASC;SG	N;NOM;SG
מלאה	täis	מלא	täis	ADV	ADV
להשתתף	osalema	השתתף	osalema	V;NFIN	V;IN+ALL;V.CVB;ACT
עמדה	asukoht	עמדה	asu_koht	N;FEM;SG	N;NOM;SG
עמדה	positsioon	עמדה	positsioon	N;FEM;SG	N;NOM;SG
עמדה	asend	עמדה	asend	N;FEM;SG	N;NOM;SG
אמנים	esitajad	אמן	esitaja	N;MASC;PL	N;NOM;PL
אמנים	kunstnikud	אמן	kunstnik	N;MASC;PL	N;NOM;PL
מילה	sõna	מילה	sõna	N;FEM;SG	N;NOM;SG
מפעיל	joostes	מפעיל	jooksma	V;MASC;SG;V.PTCP;ACT	V;V.CVB
מפעיל	jooksmas	מפעיל	jooksma	V;MASC;SG;V.PTCP;ACT	V;IN+ESS;V.CVB;ACT
עבודות	töökohad	עבודה	töö_koht	N;FEM;PL	N;NOM;PL
לקחת	võtke	None	võtma	V;NFIN	V;IMP;PL;2;PRS;FIN;ACT
לקחת	võta	None	võtma	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
ילד	poiss	ילד	poiss	N;MASC;SG	N;NOM;SG
ילד	poiss	ילד	poiss	N;MASC;SG	N;NOM;SG
ילד	laps	ילד	laps	N;MASC;SG	N;NOM;SG
ילד	lapse	ילד	laps	N;MASC;SG	N;GEN;SG
ענף	oks	ענף	oks	N;MASC;SG	N;NOM;SG
ענף	filiaal	ענף	filiaal	N;MASC;SG	N;NOM;SG
ענף	haru	ענף	haru	N;MASC;SG	N;NOM;SG
ענף	filiaali	ענף	filiaal	N;MASC;SG	N;PRT;SG
כדורגלן	jalgpallur	כדורגלן	jalg_pallur	N;MASC;SG	N;NOM;SG
מוסד	instituut	מוסד	instituut	N;MASC;SG	N;NOM;SG
מוסד	asutamine	מוסד	asutamine	N;MASC;SG	N;NOM;SG
מוסד	kehtestamine	מוסד	kehtestamine	N;MASC;SG	N;NOM;SG
מוסד	institutsioon	מוסד	institutsioon	N;MASC;SG	N;NOM;SG
מוסד	institutsiooni	מוסד	institutsioon	N;MASC;SG	N;PRT;SG
מוסד	asutus	מוסד	asutus	N;MASC;SG	N;NOM;SG
מוסד	mossadi	מוסד	mossadi	N;MASC;SG	N;NOM;SG
גילה	avastas	גילה	avastama	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
טבעי	looduslik	טבעי	looduslik	ADJ;MASC;SG	ADJ;NOM;SG
טבעי	loomulik	טבעי	loomulik	ADJ;MASC;SG	ADJ;NOM;SG
טבעי	naturaalne	טבעי	naturaalne	ADJ;MASC;SG	ADJ;NOM;SG
קולות	hääli	קול	hääl	N;MASC;PL	N;PRT;PL
קולות	hääled	קול	hääl	N;MASC;PL	N;NOM;PL
קולות	hääli	קול	hääl	N;MASC;PL	N;PRT;PL
קולות	hääled	קול	hääl	N;MASC;PL	N;NOM;PL
לשלב	kombineerida	שילב	kombineerima	V;NFIN;ACT	V;NFIN
המשיכה	jätkus	המשיך	jätkuma	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
המשיכה	jätkas	המשיך	jätkama	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
מנהיג	liider	מנהיג	liider	N;MASC;SG	N;NOM;SG
מנהיג	juht	מנהיג	juht	N;MASC;SG	N;NOM;SG
מנהיג	leader	מנהיג	leader	N;MASC;SG	N;NOM;SG
מטה	meta	מטה	meta	N;MASC;SG	N;NOM;SG
מטה	staap	מטה	staap	N;MASC;SG	N;NOM;SG
מטה	peakorter	מטה	pea_korter	N;MASC;SG	N;NOM;SG
משך	kestus	משך	kestus	N;MASC;SG	N;NOM;SG
לפתוח	ava	פתח	ava	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
לפתוח	avada	פתח	avama	V;NFIN;ACT	V;NFIN
שיטות	meetodid	שיטה	meetod	N;FEM;PL	N;NOM;PL
שליטה	kontroll	שליטה	kontroll	N;FEM;SG	N;NOM;SG
שליטה	tõrje	שליטה	tõrge	N;FEM;SG	N;NOM;SG
שליטה	domineerimine	שליטה	domineerimine	N;FEM;SG	N;NOM;SG
שליטה	domineerimine	שליטה	domineerimine	N;FEM;SG	N;NOM;SG
מושג	mõiste	מושג	mõiste	N;MASC;SG	N;NOM;SG
מושג	kontseptsioon	מושג	kontseptsioon	N;MASC;SG	N;NOM;SG
מושג	idee	מושג	idee	N;MASC;SG	N;NOM;SG
מושג	mõte	מושג	mõte	N;MASC;SG	N;NOM;SG
צורת	kujund	צורה	kujund	N;FEM;SG	N;NOM;SG
צורת	kuju	צורה	kuju	N;FEM;SG	N;NOM;SG
צורת	kujuga	צורה	kuju	N;FEM;SG	N;COM;SG
צורת	vormi	צורה	vorm	N;FEM;SG	N;PRT;SG
צורת	vorm	צורה	vorm	N;FEM;SG	N;NOM;SG
חומרים	materjalid	חומר	materjal	N;MASC;PL	N;NOM;PL
סביר	tõenäoline	סביר	tõe_näoline	ADJ;MASC;SG	ADJ;NOM;SG
סביר	tõenäoline	סביר	tõe_näoline	ADJ;MASC;SG	ADJ;NOM;SG
סביר	mõistlik	סביר	mõistlik	ADJ;MASC;SG	ADJ;NOM;SG
קריירה	karjäär	קריירה	karjäär	N;FEM;SG	N;NOM;SG
קריירה	karjääri	קריירה	karjäär	N;FEM;SG	N;PRT;SG
קריירה	karjäär	קריירה	karjäär	N;FEM;SG	N;NOM;SG
קריירה	karjääri	קריירה	karjäär	N;FEM;SG	N;PRT;SG
ניתוח	kirurgia	ניתוח	kirurgia	N;MASC;SG	N;NOM;SG
ניתוח	lõikus	ניתוח	lõikuma	N;MASC;SG	N;NOM;SG
ניתוח	operatsioon	ניתוח	operatsioon	N;MASC;SG	N;NOM;SG
ניתוח	analüüsi	ניתוח	analüüs	N;MASC;SG	N;PRT;SG
ניתוח	analüüs	ניתוח	analüüs	N;MASC;SG	N;NOM;SG
מידה	mõõt	מידה	mõõt	N;FEM;SG	N;NOM;SG
מידה	abinõu	מידה	abi_nõu	N;FEM;SG	N;NOM;SG
מידה	meede	מידה	meede	N;FEM;SG	N;NOM;SG
מידה	suurus	מידה	suurus	N;FEM;SG	N;NOM;SG
אוניות	laevu	אונייה	laev	N;FEM;PL	N;PRT;PL
אוניות	laevad	אונייה	laev	N;FEM;PL	N;NOM;PL
שחקנית	näitleja	שחקן	näitleja	N;FEM;SG	N;NOM;SG
שחקנית	näitlejanna	שחקן	näitlejanna	N;FEM;SG	N;NOM;SG
פועל	töötaja	פועל	töötaja	N;MASC;SG	N;NOM;SG
פועל	tööline	פועל	tööline	N;MASC;SG	N;NOM;SG
פועל	tegusõna	פועל	tegusõd	N;MASC;SG	N;NOM;SG
ציבור	avalikkus	ציבור	avalikkus	N;MASC;SG	N;NOM;SG
פגיעה	kokkupõrge	פגיעה	kokku_põrge	N;FEM;SG	N;NOM;SG
פגיעה	mõju	פגיעה	mõju	N;FEM;SG	N;NOM;SG
לעיל	eespool	לעיל	ees_pool	ADV	ADV
לעיל	ülalpool	לעיל	ülal_pool	ADV	ADV
לעיל	ülal	לעיל	ülal	ADV	ADV
אזרחים	kodanikud	אזרח	kodanik	N;MASC;PL	N;NOM;PL
אזרחים	tsiviilisikud	אזרח	tsiviilisik	N;MASC;PL	N;NOM;PL
לגמרי	absoluutselt	לגמרי	absoluutselt	ADV	ADV
לגמרי	täielikult	לגמרי	täielikult	ADV	ADV
לגמרי	täiesti	לגמרי	täiesti	ADV	ADV
לגמרי	täiesti	לגמרי	täiesti	ADV	ADV
רוחב	laiuskraad	רוחב	laius_kraad	N;MASC;SG	N;NOM;SG
רוחב	laius	רוחב	laius	N;MASC;SG	N;NOM;SG
רוחב	laius	רוחב	laius	N;MASC;SG	N;NOM;SG
קטע	asi	קטע	asi	N;MASC;SG	N;NOM;SG
קטע	segmendi	קטע	segment	N;MASC;SG	N;GEN;SG
קטע	lõik	קטע	lõik	N;MASC;SG	N;NOM;SG
קטע	lõigu	קטע	lõikuma	N;MASC;SG	N;GEN;SG
ערכי	muuda	ערך	muutma		
טרור	terrori	טרור	terror	N;MASC;SG	N;NOM;SG
טרור	terrorism	טרור	terrorism	N;MASC;SG	N;NOM;SG
טרור	terrorist	טרור	terror	N;MASC;SG	N;IN+ABL;SG
המחלקה	osakond	המחלק	osakond	N;FEM;SG	N;NOM;SG
יישוב	asula	יישוב	asul	N;MASC;SG	N;NOM;SG
איחוד	liit	None	liit	N;MASC;SG	N;NOM;SG
איחוד	liidu	None	liit	N;MASC;SG	N;GEN;SG
איחוד	ühtlustamine	None	ühtlustamine	N;MASC;SG	N;NOM;SG
איחוד	kokkutulek	None	kokku_tulek	N;MASC;SG	N;NOM;SG
סעיף	lõik	סעיף	lõik	N;MASC;SG	N;NOM;SG
סעיף	sektsioon	סעיף	sektsioon	N;MASC;SG	N;NOM;SG
סעיף	jagu	סעיף	jagu	N;MASC;SG	N;PRT;SG
ליגה	league	ליגה	league	N;FEM;SG	N;NOM;SG
פתרון	lahendus	פתרון	lahendus	N;MASC;SG	N;NOM;SG
פתרון	lahus	פתרון	lahk	N;MASC;SG	N;IN+ESS;SG
חדר	tuppa	חדר	tuba	N;MASC;SG	N;IN+ALL;LGSPEC1;SG
חדר	ruum	חדר	ruum	N;MASC;SG	N;NOM;SG
חדר	tuba	חדר	tuba	N;MASC;SG	N;NOM;SG
מנוע	mootor	מנוע	mootor	N;MASC;SG	N;NOM;SG
מנוע	mootor	מנוע	mootor	N;MASC;SG	N;NOM;SG
שיטה	acacia	שיטה	acacia	N;FEM;SG	N;NOM;SG
שיטה	meetod	שיטה	meetod	N;FEM;SG	N;NOM;SG
עדיף	parem	עדיף	parem	ADJ;MASC;SG	ADJ;NOM;CMPR;SG
תרומות	annetused	תרומה	annetus	N;FEM;PL	N;NOM;PL
תרומות	annetusi	תרומה	annetus	N;FEM;PL	N;PRT;PL
ציבורית	avalikult	ציבורי	avalikult	ADV	ADV
קיום	olemasolu	קיום	olemas_olu	N;MASC;SG	N;NOM;SG
מיוחדים	erilised	מיוחד	eriline	ADJ;MASC;PL	ADJ;NOM;PL
פרסים	auhinnad	פרס	au_hind	N;MASC;PL	N;NOM;PL
פרסים	auhinnad	פרס	au_hind	N;MASC;PL	N;NOM;PL
מועמד	kandidaat	מועמד	kandidaat	N;MASC;SG	N;NOM;SG
נפש	psüühika	נפש	psüühika	N;FEM;SG	N;NOM;SG
נפש	hinge	נפש	hing	N;FEM;SG	N;PRT;SG
נפש	hing	נפש	hing	N;FEM;SG	N;NOM;SG
פסטיבל	festival	פסטיבל	festival	N;MASC;SG	N;NOM;SG
ייצור	valmistamine	ייצור	valmistamine	N;MASC;SG	N;NOM;SG
ייצור	tootmine	ייצור	tootmine	N;MASC;SG	N;NOM;SG
ייצור	tootmine	ייצור	tootmine	N;MASC;SG	N;NOM;SG
ייצור	toodang	ייצור	toodang	N;MASC;SG	N;NOM;SG
ייצור	valmistamine	ייצור	valmistamine	N;MASC;SG	N;NOM;SG
ייצור	tootmine	ייצור	tootmine	N;MASC;SG	N;NOM;SG
לפנות	evakueerida	None	evakueerima	V;NFIN	V;NFIN
המורשת	pärand	המורשה	pärand	N;FEM;SG	N;NOM;SG
ארוכה	pikka	ארוך	pikk	ADJ;FEM;SG	ADJ;PRT;SG
ארוכה	pikk	ארוך	pikk	ADJ;FEM;SG	ADJ;NOM;SG
בעצם	tegelikult	בעצם	tegelikult	ADV	ADV
בעצם	tegelt	בעצם	tegelt	ADV	ADV
תחרויות	võistlustel	תחרות	võistlus	N;FEM;PL	N;AT+ESS
;PL
תחרויות	võistlused	תחרות	võistlus	N;FEM;PL	N;NOM;PL
תחרויות	võistlused	תחרות	võistlus	N;FEM;PL	N;NOM;PL
מרחב	kosmos	מרחב	kosmos	N;MASC;SG	N;NOM;SG
מרחב	ruum	מרחב	ruum	N;MASC;SG	N;NOM;SG
מרחב	ruumi	מרחב	ruum	N;MASC;SG	N;PRT;SG
תעופה	lennunduse	תעופה	lennundus	N;FEM;SG	N;GEN;SG
תעופה	lennundus	תעופה	lennundus	N;FEM;SG	N;NOM;SG
שלח	saada	שלח	saama	V;MASC;SG;3;PST	V;NFIN
איכות	kvaliteet	איכות	kvaliteet	N;FEM;SG	N;NOM;SG
סוגים	tüübid	סוג	tüüp	N;MASC;PL	N;NOM;PL
ההצעה	pakkumine	ההצעה	pakkumine	N;FEM;SG	N;NOM;SG
יושב	istumine	יושב	istumine	N;MASC;SG	N;NOM;SG
הסבר	seletus	הסבר	seletus	N;MASC;SG	N;NOM;SG
הסבר	selgitus	הסבר	selgitus	N;MASC;SG	N;NOM;SG
מחנה	laagri	מחנה	laager	N;MASC;SG	N;NOM;SG
מחנה	laager	מחנה	laager	N;MASC;SG	N;NOM;SG
מחנה	laagris	מחנה	laager	N;MASC;SG	N;IN+ESS;SG
הצלחה	edu	הצלחה	edu	N;FEM;SG	N;NOM;SG
חיות	elukad	חיה	elukas	N;FEM;PL	N;NOM;PL
חיות	elajad	חיה	elajas	N;FEM;PL	N;NOM;PL
חיות	loomi	חיה	loom	N;FEM;PL	N;PRT;PL
חיות	loomad	חיה	loom	N;FEM;PL	N;NOM;PL
בתים	majad	בית	maja	N;MASC;PL	N;NOM;PL
בתים	kodud	בית	kodu	N;MASC;PL	N;NOM;PL
מעלות	kraadides	מעלה	kraad	N;FEM;PL	N;IN+ESS;PL
דעות	arvamused	דעה	arvamus	N;FEM;PL	N;NOM;PL
הביאה	tõi	הביא	tooma	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
חוקרים	uurijad	חוקר	uurija	N;MASC;PL	N;NOM;PL
חוקרים	teadlased	חוקר	teadlane	N;MASC;PL	N;NOM;PL
חוקרים	uurijad	חוקר	uurija	N;MASC;PL	N;NOM;PL
חוקרים	uurijad	חוקר	uurija	N;MASC;PL	N;NOM;PL
רגיל	normaalne	רגיל	normaalne	ADJ;MASC;SG	ADJ;NOM;SG
רגיל	korrapärane	רגיל	korra_pärane	ADJ;MASC;SG	ADJ;NOM;SG
רגיל	tavaline	רגיל	tavaline	ADJ;MASC;SG	ADJ;NOM;SG
רגיל	regulaarne	רגיל	regulaarne	ADJ;MASC;SG	ADJ;NOM;SG
מודל	mudel	מודל	mudel	N;MASC;SG	N;NOM;SG
מודל	modell	מודל	modell	N;MASC;SG	N;NOM;SG
מודל	näidis	מודל	näidima	N;MASC;SG	N;NOM;SG
מזכיר	sekretär	מזכיר	sekretär	N;MASC;SG	N;NOM;SG
איסור	ban	איסור	ban	N;MASC;SG	N;NOM;SG
איסור	keeld	איסור	keeld	N;MASC;SG	N;NOM;SG
איסור	keelustamine	איסור	keelustamine	N;MASC;SG	N;NOM;SG
מספרים	numbrid	מספר	number	N;MASC;PL	N;NOM;PL
להלן	all	להלן	all	ADV	ADV
להלן	allpool	להלן	all_pool	ADV	ADV
ארגונים	organisatsioonid	ארגון	organisatsioon	N;MASC;PL	N;NOM;PL
ארגונים	organisatsioone	ארגון	organisatsioon	N;MASC;PL	N;PRT;PL
ארגונים	organisatsioonid	ארגון	organisatsioon	N;MASC;PL	N;NOM;PL
ארגונים	organisatsioone	ארגון	organisatsioon	N;MASC;PL	N;PRT;PL
שושלת	dünastia	שושלת	dünastia	N;FEM;SG	N;NOM;SG
נזק	kahjustus	נזק	kahjustus	N;MASC;SG	N;NOM;SG
נזק	kahju	נזק	kahju	N;MASC;SG	N;NOM;SG
כלכלית	rahaliselt	כלכלי	rahaliselt	ADV	ADV
כלכלית	majanduslikult	כלכלי	majanduslikult	ADV	ADV
סיבוב	rotatsiooni	סיבוב	rotatsioon	N;MASC;SG	N;PRT;SG
סיבוב	pööramine	סיבוב	pööramine	N;MASC;SG	N;NOM;SG
סיבוב	voor	סיבוב	voor	N;MASC;SG	N;NOM;SG
כלים	instrumendid	כלי	instrument	N;MASC;PL	N;NOM;PL
כלים	tööriistad	כלי	töö_riist	N;MASC;PL	N;NOM;PL
כלים	nõud	כלי	nõud	N;MASC;PL	N;NOM;PL
כלים	nõusid	כלי	nõu	N;MASC;PL	N;PRT;PL
החזית	ees	החזית	ees	ADV	ADV
החזית	ette	החזית	ette	ADV	ADV
החלטה	otsus	החלטה	otsus	N;FEM;SG	N;NOM;SG
התחיל	alanud	התחיל	algama	V;MASC;SG;3;PST	V;PST;V.PTCP;ACT
התחיל	algas	התחיל	algama	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN;ACT
התחיל	hakkas	התחיל	hakkama	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN;ACT
התחיל	alustas	התחיל	alustama	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN;ACT
אירוע	sündmus	אירוע	sündmus	N;MASC;SG	N;NOM;SG
אירוע	üritus	אירוע	üritus	N;MASC;SG	N;NOM;SG
הודיע	teatas	הודיע	teatama	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
בנק	panganduse	בנק	pangandus	N;MASC;SG	N;GEN;SG
בנק	pangandus	בנק	pangandus	N;MASC;SG	N;NOM;SG
בנק	pank	בנק	pank	N;MASC;SG	N;NOM;SG
בנק	bank	בנק	bank	N;MASC;SG	N;NOM;SG
מועדונים	klubid	מועדון	klubi	N;MASC;PL	N;NOM;PL
מאה	sada	מאה	sada	NUM;FEM;SG	NUM;NOM;SG
חזק	võimas	חזק	võimas	ADJ;MASC;SG	ADJ;NOM;SG
חזק	tihe	חזק	tihe	ADJ;MASC;SG	ADJ;NOM;SG
חזק	kitsas	חזק	kitsas	ADJ;MASC;SG	ADJ;NOM;SG
חזק	tugev	חזק	tugev	ADJ;MASC;SG	ADJ;NOM;SG
אישור	luba	אישור	luba	N;MASC;SG	N;NOM;SG
אישור	kinnitus	אישור	kinnitus	N;MASC;SG	N;NOM;SG
אישור	kinnitus	אישור	kinnitus	N;MASC;SG	N;NOM;SG
מוות	surma	מוות	surm	N;MASC;SG	N;PRT;SG
מוות	surm	מוות	surm	N;MASC;SG	N;NOM;SG
מצא	leidis	מצא	leidma	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
מצא	leida	מצא	leidma	V;MASC;SG;3;PST;ACT	V;NFIN
מיליארד	miljard	מיליארד	miljard	NUM;MASC;SG	NUM;NOM;SG
מיליארד	miljardit	מיליארד	miljard	NUM;MASC;SG	NUM;PRT;SG
מיקום	asetus	מיקום	asetuma	N;MASC;SG	N;NOM;SG
מיקום	paigutamine	מיקום	paigutamine	N;MASC;SG	N;NOM;SG
מיקום	paigutus	מיקום	paigutus	N;MASC;SG	N;NOM;SG
מיקום	asukoht	מיקום	asu_koht	N;MASC;SG	N;NOM;SG
מאמן	treener	מאמן	treener	N;MASC;SG	N;NOM;SG
מאמן	treeneri	מאמן	treener	N;MASC;SG	N;GEN;SG
מאמן	koolitaja	מאמן	koolitaja	N;MASC;SG	N;NOM;SG
מאמן	treeneri	מאמן	treener	N;MASC;SG	N;GEN;SG
מאמן	treener	מאמן	treener	N;MASC;SG	N;NOM;SG
פירוש	tõlgendus	פירוש	tõlgendus	N;MASC;SG	N;NOM;SG
פירוש	tõlgendamine	פירוש	tõlgendamine	N;MASC;SG	N;NOM;SG
טקסט	tekst	טקסט	tekst	N;MASC;SG	N;NOM;SG
טקסט	teksti	טקסט	tekst	N;MASC;SG	N;PRT;SG
שבעה	seitse	שבעה	seitse	NUM;MASC;SG	NUM;NOM;SG
קרבות	võitlused	קרב	võitlus	N;MASC;PL	N;NOM;PL
קרבות	lahinguid	קרב	lahing	N;MASC;PL	N;PRT;PL
קרבות	lahingud	קרב	lahing	N;MASC;PL	N;NOM;PL
פורטל	portaali	פורטל	portaal	N;MASC;SG	N;PRT;SG
פורטל	portaal	פורטל	portaal	N;MASC;SG	N;NOM;SG
ביקש	taotles	ביקש	taotlema	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
