lui	his	el	he	PRO;3	PRO;MASC;SG;3
catolici	catholics	catolic	catholics	N;INDF;MASC;PL	N;PL
press	press	press	press	N;INDF;MASC;SG	N;SG
traducere	translation	traducere	translation	N;INDF;FEM;SG	N;SG
momentul	moment	moment	moment	N;DEF;MASC;SG	N;SG
drumul	road	drum	road	N;DEF;MASC;SG	N;SG
evenimente	events	eveniment	event	N;INDF;FEM;PL	N;PL
district	district	district	district	N;INDF;MASC;SG	N;SG
luna	moon	lună	moon	N;DEF;FEM;SG	N;SG
luna	month	lună	month	N;DEF;FEM;SG	N;SG
poet	poet	poet	poet	N;INDF;MASC;SG	N;SG
nivelul	level	nivel	level	N;DEF;MASC;SG	N;SG
rus	russian	rus	russian	ADJ;INDF;MASC;SG	ADJ
observatorul	observatory	observator	observatory	N;DEF;MASC;SG	N;SG
observatorul	observer	observator	observer	N;DEF;MASC;SG	N;SG
europeană	european	european	european	ADJ;INDF;FEM;SG	ADJ
https	https	https	http	N	N;SG
romane	novels	roman	novel	N;INDF;FEM;PL	N;PL
pas	step	pas	step	N;INDF;MASC;SG	N;SG
spus	said	spune	say	V;MASC;SG;V.PTCP	V;IND;PST;FIN
spus	told	spune	tell	V;MASC;SG;V.PTCP	V;PST;V.PTCP
păianjeni	spiders	păianjean	spider	N;INDF;MASC;PL	N;PL
biserici	churches	biserică	church	N;INDF;FEM;PL	N;PL
proiectului	project	proiect	project	N;DEF;MASC;SG	N;SG
lumina	light	lumină	light	N;DEF;FEM;SG	N;SG
elemente	items	element	item	N;INDF;FEM;PL	N;PL
elemente	elements	element	element	N;INDF;FEM;PL	N;PL
piatră	stone	piatră	stone	N;INDF;FEM;SG	N;SG
piatră	rock	piatră	rock	N;INDF;FEM;SG	N;SG
produse	products	produs	product	N;INDF;FEM;PL	N;PL
piese	tracks	piesă	track	N;INDF;FEM;PL	N;PL
piese	parts	piesă	part	N;INDF;FEM;PL	N;PL
piața	market	piață	market	N;DEF;FEM;SG	N;SG
muzica	music	muzică	music	N;DEF;FEM;SG	N;SG
casă	house	casă	house	N;INDF;FEM;SG	N;SG
casă	home	casă	home	N;INDF;FEM;SG	N;SG
legătură	link	legătură	link	N;INDF;FEM;SG	N;SG
înseamnă	means	însemna	mean	V;IND;3;PRS;FIN	V;IND;SG;3;PRS;FIN
pagini	pages	pagină	page	N;INDF;FEM;PL	N;PL
national	national	national	national	ADJ;INDF;MASC;SG	ADJ
comunist	communist	comunist	communist	ADJ;INDF;MASC;SG	ADJ
britanic	british	britanic	british	ADJ;INDF;MASC;SG	ADJ
linia	line	linie	line	N;DEF;FEM;SG	N;SG
medie	medium	medie	medium	N;INDF;FEM;SG	N;SG
puterea	strength	putere	strength	N;DEF;FEM;SG	N;SG
puterea	power	putere	power	N;DEF;FEM;SG	N;SG
puternic	strong	puternic	strong	ADJ;INDF;MASC;SG	ADJ
puternic	powerful	puternic	powerful	ADJ;INDF;MASC;SG	ADJ
legea	law	lege	law	N;DEF;FEM;SG	N;SG
afara	outside	afara	outside	ADV	ADV
afara	out	afara	out	ADV	ADV
cariera	career	carieră	career	N;DEF;FEM;SG	N;SG
germani	germans	german	german	N;INDF;MASC;PL	N;PL
rezultat	result	rezultat	result	N;INDF;MASC;SG	N;SG
structura	structure	structură	structure	N;DEF;FEM;SG	N;SG
rândul	row	rând	row	N;DEF;MASC;SG	N;SG
ușor	slightly	ușor	slightly	ADV	ADV
putere	strength	putere	strength	N;INDF;FEM;SG	N;SG
putere	power	putere	power	N;INDF;FEM;SG	N;SG
adevărul	truth	adevăr	truth	N;DEF;MASC;SG	N;SG
ediția	edition	ediție	edition	N;DEF;FEM;SG	N;SG
castelul	castle	castel	castle	N;DEF;MASC;SG	N;SG
fiu	son	fiu	son	N;INDF;MASC;SG	N;SG
naturală	natural	natural	natural	ADJ;INDF;FEM;SG	ADJ
consiliului	council	consiliu	council	N;DEF;MASC;SG	N;SG
importantă	important	important	important	ADJ;INDF;FEM;SG	ADJ
cetatea	fortress	cetate	fortress	N;DEF;FEM;SG	N;SG
cetatea	citadel	cetate	citadel	N;DEF;FEM;SG	N;SG
suprafața	surface	suprafață	surface	N;DEF;FEM;SG	N;SG
premii	awards	premiu	award	N;INDF;FEM;PL	N;PL
premii	prizes	premiu	prize	N;INDF;FEM;PL	N;PL
puncte	dots	punct	dot	N;INDF;FEM;PL	N;PL
puncte	points	punct	point	N;INDF;FEM;PL	N;PL
meteorologie	meteorology	meteorologie	meteorology	N;INDF;FEM;SG	N;SG
lungime	length	lungime	length	N;INDF;FEM;SG	N;SG
social	socially	social	socially	ADV	ADV
femei	women	femeie	woman	N;INDF;FEM;PL	N;PL
international	international	international	international	ADJ;INDF;MASC;SG	ADJ
descrierea	description	descriere	description	N;DEF;FEM;SG	N;SG
școală	school	școală	school	N;INDF;FEM;SG	N;SG
original	original	original	original	ADJ;INDF;MASC;SG	ADJ
șapte	seven	șapte	seven	NUM;PL	NUM
plante	plants	plantă	plant	N;INDF;FEM;PL	N;PL
ediție	edition	ediție	edition	N;INDF;FEM;SG	N;SG
hidrologie	hydrology	hidrologie	hydrology	N;INDF;FEM;SG	N;SG
locale	local	local	local	ADJ;INDF;FEM;PL	ADJ
ocupat	busy	ocupa	busy	ADJ;INDF;MASC;SG	ADJ
adesea	often	adesea	often	ADV	ADV
volumul	volume	volum	volume	N;DEF;MASC;SG	N;SG
referințe	references	referință	reference	N;INDF;FEM;PL	N;PL
media	media	medie	media	N;DEF;FEM;SG	N;SG
nimic	nothing	nimic	nothing	PRO;SG;3	PRO;SG
consiliul	council	consiliu	council	N;DEF;MASC;SG	N;SG
încercat	tried	încerca	try	V;MASC;SG;V.PTCP	V;IND;PST;FIN
literară	literary	literar	literary	ADJ;INDF;FEM;SG	ADJ
imediat	immediately	imediat	immediately	ADV	ADV
punctul	point	punct	point	N;DEF;MASC;SG	N;SG
superioară	superior	superior	superior	ADJ;INDF;FEM;SG	ADJ
sociale	social	social	social	ADJ;INDF;FEM;PL	ADJ
științifică	scientific	științific	scientific	ADJ;INDF;FEM;SG	ADJ
planet	planet	planet	planet	N;INDF;MASC;SG	N;SG
arheologice	archaeological	arheologic	archaeological	ADJ;INDF;FEM;PL	ADJ
case	houses	casă	house	N;INDF;FEM;PL	N;PL
art	art	art	art	N;INDF;MASC;SG	N;SG
politician	politician	politician	politician	N;INDF;MASC;SG	N;SG
scurtă	short	scurt	short	ADJ;INDF;FEM;SG	ADJ
ortodoxă	orthodox	ortodox	orthodox	ADJ;INDF;FEM;SG	ADJ
detalii	details	detaliu	detail	N;INDF;FEM;PL	N;PL
trupele	troops	trupă	troops	N;DEF;FEM;PL	N;PL
internet	internet	internet	internet	N;INDF;MASC;SG	N;SG
real	real	real	real	ADJ;INDF;MASC;SG	ADJ
cultura	culture	cultură	culture	N;DEF;FEM;SG	N;SG
romanul	novel	roman	novel	N;DEF;MASC;SG	N;SG
problema	problem	problemă	problem	N;DEF;FEM;SG	N;SG
volume	volumes	volum	volume	N;INDF;FEM;PL	N;PL
americană	american	american	american	ADJ;INDF;FEM;SG	ADJ
țările	countries	țară	country	N;DEF;FEM;PL	N;PL
mesaj	message	mesaj	message	N;INDF;MASC;SG	N;SG
hartă	map	hartă	map	N;INDF;FEM;SG	N;SG
internațională	international	internațional	international	ADJ;INDF;FEM;SG	ADJ
ciuda	spite	ciudă	spite	N;DEF;FEM;SG	N;SG
academia	academy	academie	academy	N;DEF;FEM;SG	N;SG
legate	related	legat	related	ADJ;INDF;FEM;PL	ADJ
persoană	person	persoană	person	N;INDF;FEM;SG	N;SG
complet	completely	complet	completely	ADV	ADV
major	major	major	major	ADJ;INDF;MASC;SG	ADJ
totală	total	total	total	ADJ;INDF;FEM;SG	ADJ
cultură	culture	cultură	culture	N;INDF;FEM;SG	N;SG
obiective	objectives	obiectiv	objective	N;INDF;FEM;PL	N;PL
obiective	goals	obiectiv	goal	N;INDF;FEM;PL	N;PL
obiective	targets	obiectiv	target	N;INDF;FEM;PL	N;PL
actriță	actress	actriță	actress	N;INDF;FEM;SG	N;SG
măsură	measure	măsură	measure	N;INDF;FEM;SG	N;SG
existat	existed	exista	exist	V;MASC;SG;V.PTCP	V;PST;V.PTCP
catolică	catholic	catolic	catholic	ADJ;INDF;FEM;SG	ADJ
deschis	open	deschis	open	ADJ;INDF;MASC;SG	ADJ
joc	game	joc	game	N;INDF;MASC;SG	N;SG
parcul	park	parc	park	N;DEF;MASC;SG	N;SG
stare	status	stare	status	N;INDF;FEM;SG	N;SG
stare	state	stare	state	N;INDF;FEM;SG	N;SG
stare	condition	stare	condition	N;INDF;FEM;SG	N;SG
fizică	physical	fizic	physical	ADJ;INDF;FEM;SG	ADJ
procesul	process	proces	process	N;DEF;MASC;SG	N;SG
procesul	trial	proces	trial	N;DEF;MASC;SG	N;SG
unități	units	unitate	unit	N;INDF;FEM;PL	N;PL
cale	path	cale	path	N;INDF;FEM;SG	N;SG
rămâne	stays	rămâne	stay	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ministerul	ministry	minister	ministry	N;DEF;MASC;SG	N;SG
clasa	class	clasă	class	N;DEF;FEM;SG	N;SG
lipsa	lack	lipsă	lack	N;DEF;FEM;SG	N;SG
proiect	project	proiect	project	N;INDF;MASC;SG	N;SG
fotbalist	footballer	fotbalist	footballer	N;INDF;MASC;SG	N;SG
administrativ	administrative	administrativ	administrative	ADJ;INDF;MASC;SG	ADJ
devenind	becoming	deveni	become	V;V.MSDR	V;V.MSDR
naștere	birth	naștere	birth	N;INDF;FEM;SG	N;SG
calea	path	cale	path	N;DEF;FEM;SG	N;SG
stadion	stadium	stadion	stadium	N;INDF;MASC;SG	N;SG
departe	away	departe	away	ADV	ADV
articolele	articles	articol	article	N;DEF;FEM;PL	N;PL
lupta	fighting	luptă	fighting	N;DEF;FEM;SG	N;SG
niciodată	never	niciodată	never	ADV	ADV
economice	economic	economic	economic	ADJ;INDF;FEM;PL	ADJ
drosophila	drosophila	drosophilă	drosophila	N;DEF;FEM;SG	N;SG
divizia	division	divizie	division	N;DEF;FEM;SG	N;SG
metal	metal	metal	metal	N;INDF;MASC;SG	N;SG
monumente	monuments	monument	monument	N;INDF;FEM;PL	N;PL
dezvoltare	development	dezvoltare	development	N;INDF;FEM;SG	N;SG
construcție	construction	construcție	construction	N;INDF;FEM;SG	N;SG
alb	white	alb	white	ADJ;INDF;MASC;SG	ADJ
bulgari	bulgarian	bulgar	bulgarian	ADJ;INDF;MASC;PL	ADJ
maghiari	hungarians	maghiar	hungarians	N;INDF;MASC;PL	N;PL
debit	flow	debit	flow	N;INDF;MASC;SG	N;SG
debit	debit	debit	debit	N;INDF;MASC;SG	N;SG
acțiune	action	acțiune	action	N;INDF;FEM;SG	N;SG
include	include	include	include	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
include	includes	include	include	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
jurnalul	journal	jurnal	journal	N;DEF;MASC;SG	N;SG
jurnalul	diary	jurnal	diary	N;DEF;MASC;SG	N;SG
situația	situation	situație	situation	N;DEF;FEM;SG	N;SG
negru	black	negru	black	ADJ;INDF;MASC;SG	ADJ
omul	man	om	man	N;DEF;MASC;SG	N;SG
interes	interest	interes	interest	N;INDF;MASC;SG	N;SG
știință	science	știință	science	N;INDF;FEM;SG	N;SG
teoria	theory	teorie	theory	N;DEF;FEM;SG	N;SG
rând	row	rând	row	N;INDF;MASC;SG	N;SG
valoare	value	valoare	value	N;INDF;FEM;SG	N;SG
civil	civil	civil	civil	ADJ;INDF;MASC;SG	ADJ
civil	civilian	civil	civilian	ADJ;INDF;MASC;SG	ADJ
armată	army	armată	army	N;INDF;FEM;SG	N;SG
modul	mode	mod	mode	N;DEF;MASC;SG	N;SG
modul	module	mod	module	N;DEF;MASC;SG	N;SG
modul	plugin	mod	plugin	N;DEF;MASC;SG	N;SG
sursă	source	sursă	source	N;INDF;FEM;SG	N;SG
italian	italian	italian	italian	ADJ;INDF;MASC;SG	ADJ
schimb	exchange	schimb	exchange	N;INDF;MASC;SG	N;SG
schimb	swap	schimb	swap	N;INDF;MASC;SG	N;SG
singură	single	singur	single	ADJ;INDF;FEM;SG	ADJ
culoare	color	culoare	color	N;INDF;FEM;SG	N;SG
culoare	colour	culoare	colour	N;INDF;FEM;SG	N;SG
muncă	work	muncă	work	N;INDF;FEM;SG	N;SG
model	model	model	model	N;INDF;MASC;SG	N;SG
model	template	model	template	N;INDF;MASC;SG	N;SG
folosind	using	folosi	use	V;V.MSDR	V;V.MSDR
literare	literary	literar	literary	ADJ;INDF;FEM;PL	ADJ
apropiere	closeness	apropiere	closeness	N;INDF;FEM;SG	N;SG
studio	studio	studio	studio	N;INDF;MASC;SG	N;SG
materiale	materials	material	material	N;INDF;FEM;PL	N;PL
populară	popular	popular	popular	ADJ;INDF;FEM;SG	ADJ
corpul	body	corp	body	N;DEF;MASC;SG	N;SG
populare	popular	popular	popular	ADJ;INDF;FEM;PL	ADJ
ideea	idea	idee	idea	N;DEF;FEM;SG	N;SG
autori	authors	autor	author	N;INDF;MASC;PL	N;PL
diagrama	diagram	diagramă	diagram	N;DEF;FEM;SG	N;SG
cercetare	research	cercetare	research	N;INDF;FEM;SG	N;SG
actual	current	actual	current	ADJ;INDF;MASC;SG	ADJ
companie	company	companie	company	N;INDF;FEM;SG	N;SG
controlul	control	control	control	N;DEF;MASC;SG	N;SG
minute	minutes	minut	minute	N;INDF;FEM;PL	N;PL
artist	artist	artist	artist	N;INDF;MASC;SG	N;SG
pace	peace	pace	peace	N;INDF;FEM;SG	N;SG
societatea	society	societate	society	N;DEF;FEM;SG	N;SG
evrei	jews	evreu	jew	N;INDF;MASC;PL	N;PL
sens	sense	sens	sense	N;INDF;MASC;SG	N;SG
formula	formula	formulă	formula	N;DEF;FEM;SG	N;SG
meci	match	meci	match	N;INDF;MASC;SG	N;SG
apariția	emergence	apariție	emergence	N;DEF;FEM;SG	N;SG
utilizator	user	utilizator	user	N;INDF;MASC;SG	N;SG
locuitorii	residents	locuitor	resident	N;DEF;MASC;PL	N;PL
prințesa	princess	prințesă	princess	N;DEF;FEM;SG	N;SG
comunitatea	community	comunitate	community	N;DEF;FEM;SG	N;SG
cap	head	cap	head	N;INDF;MASC;SG	N;SG
cap	cap	cap	cap	N;INDF;MASC;SG	N;SG
echipă	team	echipă	team	N;INDF;FEM;SG	N;SG
cuvinte	words	cuvânt	word	N;INDF;FEM;PL	N;PL
colaborare	collaboration	colaborare	collaboration	N;INDF;FEM;SG	N;SG
jocurile	games	joc	game	N;DEF;FEM;PL	N;PL
literatura	literature	literatură	literature	N;DEF;FEM;SG	N;SG
personal	personally	personal	personally	ADV	ADV
regizor	director	regizor	director	N;INDF;MASC;SG	N;SG
albă	white	alb	white	ADJ;INDF;FEM;SG	ADJ
inferioară	inferior	inferior	inferior	ADJ;INDF;FEM;SG	ADJ
muzical	musical	muzical	musical	ADJ;INDF;MASC;SG	ADJ
organizat	organised	organiza	organised	ADJ;INDF;MASC;SG	ADJ
organizat	organized	organiza	organized	ADJ;INDF;MASC;SG	ADJ
literar	literary	literar	literary	ADJ;INDF;MASC;SG	ADJ
situl	site	sit	site	N;DEF;MASC;SG	N;SG
antrenor	trainer	antrenor	trainer	N;INDF;MASC;SG	N;SG
antrenor	coach	antrenor	coach	N;INDF;MASC;SG	N;SG
atac	attack	atac	attack	N;INDF;MASC;SG	N;SG
atac	assault	atac	assault	N;INDF;MASC;SG	N;SG
copil	baby	copil	baby	N;INDF;MASC;SG	N;SG
copil	child	copil	child	N;INDF;MASC;SG	N;SG
discuri	discs	disc	disc	N;INDF;FEM;PL	N;PL
discuri	records	disc	record	N;INDF;FEM;PL	N;PL
discuri	disks	disc	disk	N;INDF;FEM;PL	N;PL
port	port	port	port	N;INDF;MASC;SG	N;SG
numere	numbers	număr	number	N;INDF;FEM;PL	N;PL
scrise	written	scrie	write	V;IND;SG;3;PST;FIN	V;PST;V.PTCP
clubul	club	club	club	N;DEF;MASC;SG	N;SG
infanterie	infantry	infanterie	infantry	N;INDF;FEM;SG	N;SG
pagină	page	pagină	page	N;INDF;FEM;SG	N;SG
cineva	someone	cineva	someone	PRO;SG;3	PRO;SG
cineva	somebody	cineva	somebody	PRO;SG;3	PRO;SG
voce	voice	voce	voice	N;INDF;FEM;SG	N;SG
liberă	free	liber	free	ADJ;INDF;FEM;SG	ADJ
rezoluție	resolution	rezoluție	resolution	N;INDF;FEM;SG	N;SG
proiectul	project	proiect	project	N;DEF;MASC;SG	N;SG
intrarea	entry	intrare	entry	N;DEF;FEM;SG	N;SG
intrarea	entrance	intrare	entrance	N;DEF;FEM;SG	N;SG
vară	summer	vară	summer	N;INDF;FEM;SG	N;SG
compozitor	composer	compozitor	composer	N;INDF;MASC;SG	N;SG
versiunea	version	versiune	version	N;DEF;FEM;SG	N;SG
prezența	presence	prezență	presence	N;DEF;FEM;SG	N;SG
motiv	motive	motiv	motive	N;INDF;MASC;SG	N;SG
motiv	reason	motiv	reason	N;INDF;MASC;SG	N;SG
neagră	black	negru	black	ADJ;INDF;FEM;SG	ADJ
popular	popular	popular	popular	ADJ;INDF;MASC;SG	ADJ
existența	existence	existență	existence	N;DEF;FEM;SG	N;SG
justificare	justification	justificare	justification	N;INDF;FEM;SG	N;SG
sport	sport	sport	sport	N;INDF;MASC;SG	N;SG
ministrul	minister	ministru	minister	N;DEF;MASC;SG	N;SG
creșterea	growth	creștere	growth	N;DEF;FEM;SG	N;SG
plasa	net	plasa	net	N;DEF;FEM;SG	N;SG
generale	general	general	general	ADJ;INDF;FEM;PL	ADJ
subiect	topic	subiect	topic	N;INDF;MASC;SG	N;SG
subiect	subject	subiect	subject	N;INDF;MASC;SG	N;SG
politica	policy	politică	policy	N;DEF;FEM;SG	N;SG
comitate	counties	comitate	county	N;INDF;FEM;PL	N;PL
zece	ten	zece	ten	NUM;PL	NUM
insulele	islands	insulă	island	N;DEF;FEM;PL	N;PL
park	park	park	park	N;INDF;MASC;SG	N;SG
arta	art	artă	art	N;DEF;FEM;SG	N;SG
pictor	painter	pictor	painter	N;INDF;MASC;SG	N;SG
gradul	degree	grad	degree	N;DEF;MASC;SG	N;SG
gradul	rank	grad	rank	N;DEF;MASC;SG	N;SG
autorul	author	autor	author	N;DEF;MASC;SG	N;SG
ora	hour	oră	hour	N;DEF;FEM;SG	N;SG
ora	time	oră	time	N;DEF;FEM;SG	N;SG
posibil	possibly	posibil	possibly	ADV	ADV
onoare	honour	onoare	honour	N;INDF;FEM;SG	N;SG
onoare	honor	onoare	honor	N;INDF;FEM;SG	N;SG
înalt	tall	înalt	tall	ADJ;INDF;MASC;SG	ADJ
mii	thousand	mie	thousand	NUM;INDF;FEM;PL	NUM
culturale	cultural	cultural	cultural	ADJ;INDF;FEM;PL	ADJ
continuare	continuation	continuare	continuation	N;INDF;FEM;SG	N;SG
continuare	sequel	continuare	sequel	N;INDF;FEM;SG	N;SG
ore	hours	oră	hour	N;INDF;FEM;PL	N;PL
moarte	death	moarte	death	N;INDF;FEM;SG	N;SG
vremea	weather	vreme	weather	N;DEF;FEM;SG	N;SG
monumentul	monument	monument	monument	N;DEF;MASC;SG	N;SG
forme	forms	formă	form	N;INDF;FEM;PL	N;PL
forme	shapes	formă	shape	N;INDF;FEM;PL	N;PL
program	program	program	program	N;INDF;MASC;SG	N;SG
program	programme	program	programme	N;INDF;MASC;SG	N;SG
program	schedule	program	schedule	N;INDF;MASC;SG	N;SG
alegerile	elections	alegere	election	N;DEF;FEM;PL	N;PL
linie	line	linie	line	N;INDF;FEM;SG	N;SG
producție	production	producție	production	N;INDF;FEM;SG	N;SG
urban	urban	urban	urban	ADJ;INDF;MASC;SG	ADJ
strada	street	stradă	street	N;DEF;FEM;SG	N;SG
drum	road	drum	road	N;INDF;MASC;SG	N;SG
festivalul	festival	festival	festival	N;DEF;MASC;SG	N;SG
zonele	areas	zonă	area	N;DEF;FEM;PL	N;PL
tipuri	types	tip	type	N;INDF;FEM;PL	N;PL
versuri	verses	vers	verse	N;INDF;FEM;PL	N;PL
versuri	lyrics	vers	lyric	N;INDF;FEM;PL	N;PL
steaua	star	stea	star	N;DEF;FEM;SG	N;SG
jucător	player	jucător	player	N;INDF;MASC;SG	N;SG
sursa	source	sursă	source	N;DEF;FEM;SG	N;SG
familii	families	familie	family	N;INDF;FEM;PL	N;PL
distanță	distance	distanță	distance	N;INDF;FEM;SG	N;SG
distanță	remote	distanță	remote	N;INDF;FEM;SG	N;SG
clădirea	building	clădire	building	N;DEF;FEM;SG	N;SG
biblioteca	library	bibliotecă	library	N;DEF;FEM;SG	N;SG
piatra	stone	piatră	stone	N;DEF;FEM;SG	N;SG
piatra	rock	piatră	rock	N;DEF;FEM;SG	N;SG
termen	term	termen	term	N;INDF;MASC;SG	N;SG
valoarea	value	valoare	value	N;DEF;FEM;SG	N;SG
miniatura	thumbnail	miniatură	thumbnail	N;DEF;FEM;SG	N;SG
religioase	religious	religios	religious	ADJ;INDF;FEM;PL	ADJ
alpi	alps	alp	alp	N;INDF;MASC;SG	N;SG
doctor	doctor	doctor	doctor	N;INDF;MASC;SG	N;SG
drepturile	rights	drept	rights	N;DEF;FEM;PL	N;PL
turnul	tower	turn	tower	N;DEF;MASC;SG	N;SG
nobel	nobel	nobel	nobel	N;INDF;MASC;SG	N;SG
economică	economic	economic	economic	ADJ;INDF;FEM;SG	ADJ
afară	outside	afară	outside	ADV	ADV
afară	out	afară	out	ADV	ADV
decenii	decades	deceniu	decade	N;INDF;FEM;PL	N;PL
stilul	style	stil	style	N;DEF;MASC;SG	N;SG
proces	process	proces	process	N;INDF;MASC;SG	N;SG
proces	trial	proces	trial	N;INDF;MASC;SG	N;SG
aparține	belongs	aparține	belong	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
domeniu	domain	domeniu	domain	N;INDF;MASC;SG	N;SG
comanda	command	comandă	command	N;DEF;FEM;SG	N;SG
comanda	order	comandă	order	N;DEF;FEM;SG	N;SG
interior	interior	interior	interior	N;INDF;MASC;SG	N;SG
secole	centuries	secol	century	N;INDF;FEM;PL	N;PL
crearea	creation	creare	creation	N;DEF;FEM;SG	N;SG
galerie	gallery	galerie	gallery	N;INDF;FEM;SG	N;SG
unitate	unity	unitate	unity	N;INDF;FEM;SG	N;SG
unitate	unit	unitate	unit	N;INDF;FEM;SG	N;SG
campania	campaign	campanie	campaign	N;DEF;FEM;SG	N;SG
partid	party	partid	party	N;INDF;MASC;SG	N;SG
scop	purpose	scop	purpose	N;INDF;MASC;SG	N;SG
moderne	modern	modern	modern	ADJ;INDF;FEM;PL	ADJ
condiții	conditions	condiție	condition	N;INDF;FEM;PL	N;PL
energie	energy	energie	energy	N;INDF;FEM;SG	N;SG
extrem	extremely	extrem	extremely	ADV;RL	ADV
tratatul	treaty	tratat	treaty	N;DEF;MASC;SG	N;SG
eveniment	event	eveniment	event	N;INDF;MASC;SG	N;SG
totul	everything	tot	everything	PRO;MASC;SG;3	PRO;SG
aer	air	aer	air	N;INDF;MASC;SG	N;SG
standard	standard	standard	standard	ADJ	ADJ
mișcarea	movement	mișcare	movement	N;DEF;FEM;SG	N;SG
solid	solid	solid	solid	ADJ;INDF;MASC;SG	ADJ
apa	water	apă	water	N;DEF;FEM;SG	N;SG
sezon	season	sezon	season	N;INDF;MASC;SG	N;SG
stadionul	stadium	stadion	stadium	N;DEF;MASC;SG	N;SG
studiile	studies	studiu	study	N;DEF;FEM;PL	N;PL
cazuri	cases	caz	case	N;INDF;FEM;PL	N;PL
munte	mountain	munte	mountain	N;INDF;MASC;SG	N;SG
romană	roman	roman	roman	ADJ;INDF;FEM;SG	ADJ
conducător	ruler	conducător	ruler	N;INDF;MASC;SG	N;SG
conducător	leader	conducător	leader	N;INDF;MASC;SG	N;SG
evenimentul	event	eveniment	event	N;DEF;MASC;SG	N;SG
poziție	position	poziție	position	N;INDF;FEM;SG	N;SG
masă	table	masă	table	N;INDF;FEM;SG	N;SG
masă	mass	masă	mass	N;INDF;FEM;SG	N;SG
masă	meal	masă	meal	N;INDF;FEM;SG	N;SG
maritime	maritime	maritim	maritime	ADJ;INDF;FEM;PL	ADJ
povestea	story	poveste	story	N;DEF;FEM;SG	N;SG
spațiu	space	spațiu	space	N;INDF;MASC;SG	N;SG
interne	internal	intern	internal	ADJ;INDF;FEM;PL	ADJ
parlamentului	parliament	parlament	parliament	N;DEF;MASC;SG	N;SG
teren	field	teren	field	N;INDF;MASC;SG	N;SG
teren	land	teren	land	N;INDF;MASC;SG	N;SG
teren	terrain	teren	terrain	N;INDF;MASC;SG	N;SG
produce	produces	produce	produce	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cult	cult	cult	cult	N;INDF;MASC;SG	N;SG
cult	worship	cult	worship	N;INDF;MASC;SG	N;SG
control	control	control	control	N;INDF;MASC;SG	N;SG
preot	priest	preot	priest	N;INDF;MASC;SG	N;SG
versiune	version	versiune	version	N;INDF;FEM;SG	N;SG
fişier	file	fişier	file	N;INDF;MASC;SG	N;SG
condițiile	conditions	condiție	condition	N;DEF;FEM;PL	N;PL
pictură	painting	pictură	painting	N;INDF;FEM;SG	N;SG
zilele	days	zi	day	N;DEF;FEM;PL	N;PL
sala	gym	sală	gym	N;DEF;FEM;SG	N;SG
animale	animals	animal	animal	N;INDF;FEM;PL	N;PL
medicină	medicine	medicină	medicine	N;INDF;FEM;SG	N;SG
producător	producer	producător	producer	N;INDF;MASC;SG	N;SG
producător	manufacturer	producător	manufacturer	N;INDF;MASC;SG	N;SG
relativ	relatively	relativ	relatively	ADV	ADV
material	material	material	material	N;INDF;MASC;SG	N;SG
regiuni	regions	regiune	region	N;INDF;FEM;PL	N;PL
dolari	dollars	dolar	dollar	N;INDF;MASC;PL	N;PL
înălțime	height	înălțime	height	N;INDF;FEM;SG	N;SG
imaginea	image	imagine	image	N;DEF;FEM;SG	N;SG
parlamentul	parliament	parlament	parliament	N;DEF;MASC;SG	N;SG
statutul	status	statut	status	N;DEF;MASC;SG	N;SG
umane	human	uman	human	ADJ;INDF;FEM;PL	ADJ
operă	opera	operă	opera	N;INDF;FEM;SG	N;SG
natural	natural	natural	natural	ADJ;INDF;MASC;SG	ADJ
planul	plan	plan	plan	N;DEF;MASC;SG	N;SG
textul	text	text	text	N;DEF;MASC;SG	N;SG
plecat	gone	pleca	go	V;MASC;SG;V.PTCP	V;PST;V.PTCP
medalia	medal	medalie	medal	N;DEF;FEM;SG	N;SG
vârstă	age	vârstă	age	N;INDF;FEM;SG	N;SG
serial	serial	serial	serial	N;INDF;MASC;SG	N;SG
administrative	administrative	administrativ	administrative	ADJ;INDF;FEM;PL	ADJ
turci	turks	turc	turk	N;INDF;MASC;PL	N;PL
vara	summer	vară	summer	N;DEF;FEM;SG	N;SG
sora	sister	soră	sister	N;DEF;FEM;SG	N;SG
acțiuni	shares	acțiune	share	N;INDF;FEM;PL	N;PL
acțiuni	actions	acțiune	action	N;INDF;FEM;PL	N;PL
autoritățile	authorities	autoritate	authority	N;DEF;FEM;PL	N;PL
vine	comes	veni	come	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
răspuns	answer	răspuns	answer	N;INDF;MASC;SG	N;SG
răspuns	response	răspuns	response	N;INDF;MASC;SG	N;SG
rezultate	results	rezultat	result	N;INDF;FEM;PL	N;PL
camera	room	cameră	room	N;DEF;FEM;SG	N;SG
discuții	discussions	discuție	discussion	N;INDF;FEM;PL	N;PL
poezie	poem	poezie	poem	N;INDF;FEM;SG	N;SG
poezie	poetry	poezie	poetry	N;INDF;FEM;SG	N;SG
economic	economic	economic	economic	ADJ;INDF;MASC;SG	ADJ
