категорія	類別	категорія	類別	N;INAN;NOM;FEM;SG	N
театрі	劇場	театр	劇場	N;INAN;DAT;MASC;SG	N
театрі	戲劇	театр	戲劇	N;INAN;DAT;MASC;SG	N
театрі	劇院	театр	劇院	N;INAN;DAT;MASC;SG	N
театрі	戲院	театр	戲院	N;INAN;DAT;MASC;SG	N
творчість	創意	творчість	創意	N;INAN;NOM;FEM;SG	N
цар	國王	цар	國王	N;ANIM;NOM;MASC;SG	N
цар	沙皇	цар	沙皇	N;ANIM;NOM;MASC;SG	N
захисник	後衛	захисник	後衛	N;ANIM;NOM;MASC;SG	N
єпископ	主教	єпископ	主教	N;ANIM;NOM;MASC;SG	N
марка	蓋章	марка	蓋章	N;INAN;NOM;FEM;SG	N
марка	郵票	марка	郵票	N;INAN;NOM;FEM;SG	N
марка	印章	марка	印章	N;INAN;NOM;FEM;SG	N
руки	軍	рука	軍	N;INAN;NOM;FEM;PL	N
руки	手	рука	手	N;INAN;NOM;FEM;PL	N
місяця	月	місяць	月	N;INAN;GEN;MASC;SG	N
місяця	個	місяць	個	N;INAN;GEN;MASC;SG	N
місяця	月份	місяць	月份	N;INAN;GEN;MASC;SG	N
місяця	月球	місяць	月球	N;INAN;GEN;MASC;SG	N
місяця	月亮	місяць	月亮	N;INAN;GEN;MASC;SG	N
місяця	月	місяць	月	N;INAN;GEN;MASC;SG	N
проблема	問題	проблема	問題	N;INAN;NOM;FEM;SG	N
температури	氣溫	температура	氣溫	N;INAN;NOM;FEM;PL	N
температури	溫度	температура	溫度	N;INAN;NOM;FEM;PL	N
захворювання	失調	захворювання	失調	N;INAN;NOM;NEUT;SG	N
захворювання	病	захворювання	病	N;INAN;NOM;NEUT;SG	N
захворювання	疾病	захворювання	疾病	N;INAN;NOM;NEUT;SG	N
захворювання	疾病	захворювання	疾病	N;INAN;NOM;NEUT;SG	N
визнання	懺悔	визнання	懺悔	N;INAN;NOM;NEUT;SG	N
переможець	勝者	переможець	勝者	N;ANIM;NOM;MASC;SG	N
переможець	贏家	переможець	贏家	N;ANIM;NOM;MASC;SG	N
літаків	飛機	літак	飛機	N;INAN;GEN;MASC;PL	N
змагань	競賽	змагання	競賽	N;INAN;GEN;NEUT;PL	N
керував	協調	керувати	協調	V;IPFV;MASC;IND;SG;PST;FIN	V
закладів	機構	заклад	機構	N;INAN;GEN;MASC;PL	N
кольори	顏色	колір	顏色	N;INAN;NOM;MASC;PL	N
кольори	色彩	колір	色彩	N;INAN;NOM;MASC;PL	N
кольори	顏色	колір	顏色	N;INAN;NOM;MASC;PL	N
кольори	色彩	колір	色彩	N;INAN;NOM;MASC;PL	N
спорт	體育	спорт	體育	N;INAN;NOM;MASC;SG	N
спорт	運動	спорт	運動	N;INAN;NOM;MASC;SG	N
спорт	體育	спорт	體育	N;INAN;NOM;MASC;SG	N
спорт	運動	спорт	運動	N;INAN;NOM;MASC;SG	N
брата	弟弟	брат	弟弟	N;ANIM;ACC;MASC;SG	N
брата	師兄	брат	師兄	N;ANIM;ACC;MASC;SG	N
брата	哥哥	брат	哥哥	N;ANIM;ACC;MASC;SG	N
брата	兄弟	брат	兄弟	N;ANIM;ACC;MASC;SG	N
порт	埠	порт	埠	N;INAN;NOM;MASC;SG	N
порт	港口	порт	港口	N;INAN;NOM;MASC;SG	N
кораблів	船隻	корабель	船隻	N;INAN;GEN;MASC;PL	N
кораблів	船舶	корабель	船舶	N;INAN;GEN;MASC;PL	N
канал	運河	канал	運河	N;INAN;NOM;MASC;SG	N
канал	頻道	канал	頻道	N;INAN;NOM;MASC;SG	N
канал	海峽	канал	海峽	N;INAN;NOM;MASC;SG	N
канал	通道	канал	通道	N;INAN;NOM;MASC;SG	N
звільнення	裁員	звільнення	裁員	N;INAN;NOM;NEUT;SG	N
звільнення	狂	звільнення	狂	N;INAN;NOM;NEUT;SG	N
економіка	經濟	економіка	經濟	N;INAN;NOM;FEM;SG	N
економіка	經濟	економіка	經濟	N;INAN;NOM;FEM;SG	N
економіка	經濟	економіка	經濟	N;INAN;NOM;FEM;SG	N
чоловіка	丈夫	чоловік	丈夫	N;ANIM;ACC;MASC;SG	N
академік	院士	академік	院士	N;ANIM;NOM;MASC;SG	N
математики	數學	математика	數學	N;INAN;NOM;FEM;PL	N
математики	數學	математика	數學	N;INAN;NOM;FEM;PL	N
нижня	更低	нижній	更低	ADJ;NOM;FEM;SG	ADJ
нижня	較低	нижній	較低	ADJ;NOM;FEM;SG	ADJ
обслуговування	維護	обслуговування	維護	N;INAN;NOM;NEUT;SG	N
проектів	項目	проект	項目	N;INAN;GEN;MASC;PL	N
групу	群組	група	群組	N;INAN;ACC;FEM;SG	N
групу	群	група	群	N;INAN;ACC;FEM;SG	N
кордон	邊界	кордон	邊界	N;INAN;NOM;MASC;SG	N
кордон	邊框	кордон	邊框	N;INAN;NOM;MASC;SG	N
кордон	邊境	кордон	邊境	N;INAN;NOM;MASC;SG	N
клубів	俱樂部	клуб	俱樂部	N;INAN;GEN;MASC;PL	N
типи	類型	тип	類型	N;INAN;NOM;MASC;PL	N
короткий	簡短	короткий	簡短	ADJ;NOM;MASC;SG	ADJ
провулок	小巷	провулок	小巷	N;INAN;NOM;MASC;SG	N
провулок	巷	провулок	巷	N;INAN;NOM;MASC;SG	N
провулок	巷子	провулок	巷子	N;INAN;NOM;MASC;SG	N
причини	理由	причина	理由	N;INAN;NOM;FEM;PL	N
причини	原因	причина	原因	N;INAN;NOM;FEM;PL	N
причини	起因	причина	起因	N;INAN;NOM;FEM;PL	N
переїхав	感動	переїхати	感動	V;PFV;MASC;IND;SG;PST;FIN	V
працівників	工人	працівник	工人	N;ANIM;ACC;MASC;PL	N
працівників	僱員	працівник	僱員	N;ANIM;ACC;MASC;PL	N
працівників	員工	працівник	員工	N;ANIM;ACC;MASC;PL	N
конструкції	結構	конструкція	結構	N;INAN;NOM;FEM;PL	N
метро	捷運	метро	捷運	N;INAN;NOM;NEUT;SG	N
метро	地鐵	метро	地鐵	N;INAN;NOM;NEUT;SG	N
сад	園	сад	園	N;INAN;NOM;MASC;SG	N
сад	園林	сад	園林	N;INAN;NOM;MASC;SG	N
сад	花園	сад	花園	N;INAN;NOM;MASC;SG	N
сад	園藝	сад	園藝	N;INAN;NOM;MASC;SG	N
ніч	夜晚	ніч	夜晚	N;INAN;NOM;FEM;SG	N
ніч	晚上	ніч	晚上	N;INAN;NOM;FEM;SG	N
ніч	夜	ніч	夜	N;INAN;NOM;FEM;SG	N
окупації	職業	окупація	職業	N;INAN;NOM;FEM;PL	N
заходи	措施	захід	措施	N;INAN;NOM;MASC;PL	N
вища	更高	вищий	更高	ADJ;NOM;RL;FEM;SG	ADJ
вища	較高	вищий	較高	ADJ;NOM;RL;FEM;SG	ADJ
вища	更高	вищий	更高	ADJ;NOM;RL;FEM;SG	ADJ
лікар	內科	лікар	內科	N;ANIM;NOM;MASC;SG	N
лікар	醫師	лікар	醫師	N;ANIM;NOM;MASC;SG	N
лікар	醫生	лікар	醫生	N;ANIM;NOM;MASC;SG	N
лікар	博士	лікар	博士	N;ANIM;NOM;MASC;SG	N
драми	電視	драма	電視	N;INAN;NOM;FEM;PL	N
драми	劇情	драма	劇情	N;INAN;NOM;FEM;PL	N
драми	戲劇	драма	戲劇	N;INAN;NOM;FEM;PL	N
драми	劇	драма	劇	N;INAN;NOM;FEM;PL	N
польоту	飛	політ	飛	N;INAN;GEN;MASC;SG	N
польоту	飛翔	політ	飛翔	N;INAN;GEN;MASC;SG	N
польоту	班機	політ	班機	N;INAN;GEN;MASC;SG	N
богородиці	處	богородика	處	N;INAN;NOM;FEM;PL	N
слави	名望	слава	名望	N;INAN;NOM;FEM;PL	N
слави	名氣	слава	名氣	N;INAN;NOM;FEM;PL	N
боротьбі	格鬥	боротьба	格鬥	N;INAN;DAT;FEM;SG	N
боротьбі	打架	боротьба	打架	N;INAN;DAT;FEM;SG	N
боротьбі	戰鬥	боротьба	戰鬥	N;INAN;DAT;FEM;SG	N
газ	氣	газ	氣	N;INAN;NOM;MASC;SG	N
газ	汽油	газ	汽油	N;INAN;NOM;MASC;SG	N
газ	氣體	газ	氣體	N;INAN;NOM;MASC;SG	N
аеропорт	機場	аеропорт	機場	N;INAN;NOM;MASC;SG	N
здатність	能力	здатність	能力	N;INAN;NOM;FEM;SG	N
костел	教會	костел	教會	N;INAN;NOM;MASC;SG	N
костел	教堂	костел	教堂	N;INAN;NOM;MASC;SG	N
героїв	英雄	герой	英雄	N;ANIM;ACC;MASC;PL	N
жінка	女人	жінка	女人	N;ANIM;NOM;FEM;SG	N
жінка	女	жінка	女	N;ANIM;NOM;FEM;SG	N
жінка	女子	жінка	女子	N;ANIM;NOM;FEM;SG	N
жінка	女	жінка	女	N;ANIM;NOM;FEM;SG	N
жінка	女性	жінка	女性	N;ANIM;NOM;FEM;SG	N
дочка	女兒	дочка	女兒	N;ANIM;NOM;FEM;SG	N
органи	器官	орган	器官	N;INAN;NOM;MASC;PL	N
хвороби	病	хвороба	病	N;INAN;NOM;FEM;PL	N
хвороби	疾病	хвороба	疾病	N;INAN;NOM;FEM;PL	N
хвороби	病	хвороба	病	N;INAN;NOM;FEM;PL	N
хвороби	疾病	хвороба	疾病	N;INAN;NOM;FEM;PL	N
угоди	議價	угода	議價	N;INAN;NOM;FEM;PL	N
принцип	原則	принцип	原則	N;INAN;NOM;MASC;SG	N
принцип	原理	принцип	原理	N;INAN;NOM;MASC;SG	N
сценарист	編劇	сценарист	編劇	N;ANIM;NOM;MASC;SG	N
течії	海流	течія	海流	N;INAN;NOM;FEM;PL	N
течії	上游	течія	上游	N;INAN;NOM;FEM;PL	N
мужність	勇氣	мужність	勇氣	N;INAN;NOM;FEM;SG	N
причиною	原因	причина	原因	N;INAN;INS;FEM;SG	N
солдат	戰士	солдат	戰士	N;INAN;NOM;MASC;SG	N
солдат	兵	солдат	兵	N;INAN;NOM;MASC;SG	N
солдат	士兵	солдат	士兵	N;INAN;NOM;MASC;SG	N
солдат	軍人	солдат	軍人	N;INAN;NOM;MASC;SG	N
кошти	費用	кошти	費用	N;INAN;NOM	N
кошти	成本	кошти	成本	N;INAN;NOM	N
написання	寫作	написання	寫作	N;INAN;NOM;NEUT;SG	N
ситуації	情況	ситуація	情況	N;INAN;ACC;FEM;PL	N
основою	基地	основа	基地	N;INAN;INS;FEM;SG	N
основою	基礎	основа	基礎	N;INAN;INS;FEM;SG	N
основою	基數	основа	基數	N;INAN;INS;FEM;SG	N
загін	班長	загін	班長	N;INAN;NOM;MASC;SG	N
загін	小隊	загін	小隊	N;INAN;NOM;MASC;SG	N
особисто	親自	особисто	親自	ADV	ADV
родин	住戶	родина	住戶	N;INAN;ACC;FEM;PL	N
родин	家庭	родина	家庭	N;INAN;ACC;FEM;PL	N
надалі	仍然	надалі	仍然	ADV	ADV
надалі	依然	надалі	依然	ADV	ADV
народ	鄉親	народ	鄉親	N;INAN;NOM;MASC;SG	N
народ	人	народ	人	N;INAN;NOM;MASC;SG	N
народ	人民	народ	人民	N;INAN;NOM;MASC;SG	N
рідко	極少	рідко	極少	ADV	ADV
герої	英雄	герой	英雄	N;ANIM;NOM;MASC;PL	N
збірка	收藏	збірка	收藏	N;INAN;NOM;FEM;SG	N
долина	河谷	долина	河谷	N;INAN;NOM;FEM;SG	N
долина	谷	долина	谷	N;INAN;NOM;FEM;SG	N
долина	山谷	долина	山谷	N;INAN;NOM;FEM;SG	N
долина	谷地	долина	谷地	N;INAN;NOM;FEM;SG	N
спостереження	觀測	спостереження	觀測	N;INAN;NOM;NEUT;SG	N
спостереження	觀測	спостереження	觀測	N;INAN;NOM;NEUT;SG	N
сторінок	頁	сторінка	頁	N;INAN;GEN;FEM;PL	N
гравців	球員	гравець	球員	N;ANIM;ACC;MASC;PL	N
гравців	玩家	гравець	玩家	N;ANIM;ACC;MASC;PL	N
зміст	內容	зміст	內容	N;INAN;NOM;MASC;SG	N
високий	高大	високий	高大	ADJ;NOM;MASC;SG	ADJ
силами	權力	сила	權力	N;INAN;INS;FEM;PL	N
архів	檔案	архів	檔案	N;INAN;NOM;MASC;SG	N
архів	歸檔	архів	歸檔	N;INAN;NOM;MASC;SG	N
банк	銀行	банк	銀行	N;INAN;NOM;MASC;SG	N
стіни	牆壁	стіна	牆壁	N;INAN;NOM;FEM;PL	N
стіни	城牆	стіна	城牆	N;INAN;NOM;FEM;PL	N
стіни	牆	стіна	牆	N;INAN;NOM;FEM;PL	N
світло	光線	світло	光線	N;INAN;NOM;NEUT;SG	N
світло	光	світло	光	N;INAN;NOM;NEUT;SG	N
світло	燈光	світло	燈光	N;INAN;NOM;NEUT;SG	N
світло	光明	світло	光明	N;INAN;NOM;NEUT;SG	N
світло	燈	світло	燈	N;INAN;NOM;NEUT;SG	N
світло	燈光	світло	燈光	N;INAN;NOM;NEUT;SG	N
популярність	人氣	популярність	人氣	N;INAN;NOM;FEM;SG	N
авторів	作者	автор	作者	N;ANIM;NOM;MASC;PL	N
авіації	航空	авіація	航空	N;INAN;NOM;FEM;PL	N
телебачення	電視	телебачення	電視	N;INAN;NOM;NEUT;SG	N
телебачення	電視	телебачення	電視	N;INAN;NOM;NEUT;SG	N
телебачення	電視	телебачення	電視	N;INAN;NOM;NEUT;SG	N
найкращі	最好	найкращий	最好	ADJ;NOM;RL;PL	ADJ
залишки	剩菜	залишки	剩菜	N;INAN;NOM;FEM;PL	N
залишки	殘餘	залишки	殘餘	N;INAN;NOM;FEM;PL	N
залишки	遺跡	залишки	遺跡	N;INAN;NOM;FEM;PL	N
бригада	旅	бригада	旅	N;INAN;NOM;FEM;SG	N
риб	魚類	риба	魚類	N;ANIM;ACC;FEM;PL	N
риб	魚	риба	魚	N;ANIM;ACC;FEM;PL	N
риб	魚兒	риба	魚兒	N;ANIM;ACC;FEM;PL	N
підписав	署名	підписати	署名	V;PFV;MASC;IND;SG;PST;FIN	V
підписав	簽署	підписати	簽署	V;PFV;MASC;IND;SG;PST;FIN	V
випадків	案例	випадок	案例	N;INAN;GEN;MASC;PL	N
автори	作者	автор	作者	N;ANIM;NOM;MASC;PL	N
метал	金屬	метал	金屬	N;INAN;NOM;MASC;SG	N
ситуація	情況	ситуація	情況	N;INAN;NOM;FEM;SG	N
будівель	建築	будівля	建築	N;INAN;GEN;FEM;PL	N
стоїть	站立	стояти	站立	V;IPFV;IND;SG;3;PRS;FIN	V
середнього	平均	середній	平均	ADJ;GEN;MASC;SG	ADJ
зустрічі	會議	зустріч	會議	N;INAN;NOM;FEM;PL	N
зустрічі	會議	зустріч	會議	N;INAN;NOM;FEM;PL	N
могила	墳	могила	墳	N;INAN;NOM;FEM;SG	N
могила	墓	могила	墓	N;INAN;NOM;FEM;SG	N
могила	墓穴	могила	墓穴	N;INAN;NOM;FEM;SG	N
могила	墳	могила	墳	N;INAN;NOM;FEM;SG	N
могила	墓	могила	墓	N;INAN;NOM;FEM;SG	N
могила	墳	могила	墳	N;INAN;NOM;FEM;SG	N
птахи	鳥類	птах	鳥類	N;ANIM;NOM;MASC;PL	N
птахи	鳥	птах	鳥	N;ANIM;NOM;MASC;PL	N
птахи	鳥兒	птах	鳥兒	N;ANIM;NOM;MASC;PL	N
птахи	鳥	птах	鳥	N;ANIM;NOM;MASC;PL	N
функція	功能	функція	功能	N;INAN;NOM;FEM;SG	N
функція	職能	функція	職能	N;INAN;NOM;FEM;SG	N
функція	函數	функція	函數	N;INAN;NOM;FEM;SG	N
гармати	大炮	гармати	大炮	N;INAN;NOM;FEM;PL	N
гармати	砲	гармати	砲	N;INAN;NOM;FEM;PL	N
гармати	炮	гармати	炮	N;INAN;NOM;FEM;PL	N
тур	游	тур	游	N;INAN;NOM;MASC;SG	N
тур	導覽	тур	導覽	N;INAN;NOM;MASC;SG	N
тур	旅遊	тур	旅遊	N;INAN;NOM;MASC;SG	N
військо	集團	військо	集團	N;INAN;NOM;NEUT;SG	N
військо	軍隊	військо	軍隊	N;INAN;NOM;NEUT;SG	N
військо	軍	військо	軍	N;INAN;NOM;NEUT;SG	N
військо	陸軍	військо	陸軍	N;INAN;NOM;NEUT;SG	N
селяни	農民	селянин	農民	N;ANIM;NOM;MASC;PL	N
селяни	村民	селянин	村民	N;ANIM;NOM;MASC;PL	N
селяни	農民	селянин	農民	N;ANIM;NOM;MASC;PL	N
селяни	農夫	селянин	農夫	N;ANIM;NOM;MASC;PL	N
селяни	農民	селянин	農民	N;ANIM;NOM;MASC;PL	N
воєводство	省	воєводство	省	N;INAN;NOM;NEUT;SG	N
розміри	尺寸	розмір	尺寸	N;INAN;NOM;MASC;PL	N
розміри	大小	розмір	大小	N;INAN;NOM;MASC;PL	N
розміри	尺碼	розмір	尺碼	N;INAN;NOM;MASC;PL	N
розміри	尺寸	розмір	尺寸	N;INAN;NOM;MASC;PL	N
дивізіон	組織	дивізіон	組織	N;INAN;NOM;MASC;SG	N
дороги	公路	дорога	公路	N;INAN;NOM;FEM;PL	N
дороги	道路	дорога	道路	N;INAN;NOM;FEM;PL	N
дороги	路障	дорога	路障	N;INAN;NOM;FEM;PL	N
ринок	市場	ринок	市場	N;INAN;NOM;MASC;SG	N
столиця	資本	столиця	資本	N;INAN;NOM;FEM;SG	N
столиця	首都	столиця	首都	N;INAN;NOM;FEM;SG	N
каталог	編目	каталий	編目	N;INAN;NOM;MASC;SG	N
нарешті	終於	нарешті	終於	ADV	ADV
більша	更大	більший	更大	ADJ;NOM;RL;FEM;SG	ADJ
династія	朝代	династія	朝代	N;INAN;NOM;FEM;SG	N
династія	王朝	династія	王朝	N;INAN;NOM;FEM;SG	N
списки	名單	список	名單	N;INAN;NOM;MASC;PL	N
дисертацію	命題	дисертація	命題	N;INAN;ACC;FEM;SG	N
дисертацію	論文	дисертація	論文	N;INAN;ACC;FEM;SG	N
договору	條約	договір	條約	N;INAN;GEN;MASC;SG	N
програмування	編碼	програмування	編碼	N;INAN;NOM;NEUT;SG	N
програмування	程式	програмування	程式	N;INAN;NOM;NEUT;SG	N
етап	里程	етап	里程	N;INAN;NOM;MASC;SG	N
глядачів	觀眾	глядач	觀眾	N;ANIM;ACC;MASC;PL	N
чоловіки	男性	чоловік	男性	N;ANIM;NOM;MASC;PL	N
чоловіки	男人	чоловік	男人	N;ANIM;NOM;MASC;PL	N
чоловіки	男子	чоловік	男子	N;ANIM;NOM;MASC;PL	N
падіння	秋季	падіння	秋季	N;INAN;NOM;NEUT;SG	N
падіння	秋天	падіння	秋天	N;INAN;NOM;NEUT;SG	N
охорона	衛兵	охорона	衛兵	N;INAN;NOM;FEM;SG	N
охорона	衛兵	охорона	衛兵	N;INAN;NOM;FEM;SG	N
охорона	警衛	охорона	警衛	N;INAN;NOM;FEM;SG	N
охорона	守護	охорона	守護	N;INAN;NOM;FEM;SG	N
база	基地	база	基地	N;INAN;NOM;FEM;SG	N
база	基礎	база	基礎	N;INAN;NOM;FEM;SG	N
база	基數	база	基數	N;INAN;NOM;FEM;SG	N
дія	動作	дія	動作	N;INAN;NOM;FEM;SG	N
дія	行動	дія	行動	N;INAN;NOM;FEM;SG	N
дія	手術	дія	手術	N;INAN;NOM;FEM;SG	N
дія	行動	дія	行動	N;INAN;NOM;FEM;SG	N
дія	動態	дія	動態	N;INAN;NOM;FEM;SG	N
дія	活動	дія	活動	N;INAN;NOM;FEM;SG	N
відношення	關係	відношення	關係	N;INAN;NOM;NEUT;SG	N
мер	市長	мер.	市長	N;ANIM;NOM;MASC;SG	N
мер	鎮長	мер.	鎮長	N;ANIM;NOM;MASC;SG	N
години	小時	година	小時	N;INAN;NOM;FEM;PL	N
години	時辰	година	時辰	N;INAN;NOM;FEM;PL	N
години	小時	година	小時	N;INAN;NOM;FEM;PL	N
знань	知識	знання	知識	N;INAN;GEN;NEUT;PL	N
простору	太空	простір	太空	N;INAN;GEN;MASC;SG	N
простору	空間	простір	空間	N;INAN;GEN;MASC;SG	N
бажання	願望	бажання	願望	N;INAN;NOM;NEUT;SG	N
бажання	慾望	бажання	慾望	N;INAN;NOM;NEUT;SG	N
бажання	願望	бажання	願望	N;INAN;NOM;NEUT;SG	N
фортепіано	鋼琴	фортепіано	鋼琴	N;INAN;NOM;FEM;SG	N
цикл	週期	цикло	週期	N;INAN;NOM;MASC;SG	N
цикл	迴圈	цикло	迴圈	N;INAN;NOM;MASC;SG	N
вирішення	溶液	вирішення	溶液	N;INAN;NOM;NEUT;SG	N
огляд	審查	огляд	審查	N;INAN;NOM;MASC;SG	N
єпархії	教區	єпархія	教區	N;INAN;NOM;FEM;PL	N
бізнес	企業	бізнути	企業	N;INAN;NOM;MASC;SG	N
бізнес	業務	бізнути	業務	N;INAN;NOM;MASC;SG	N
бізнес	商業	бізнути	商業	N;INAN;NOM;MASC;SG	N
бізнес	商務	бізнути	商務	N;INAN;NOM;MASC;SG	N
аніме	動畫	аніме	動畫	N;INAN;NOM;NEUT;SG	N
каналу	頻道	канал	頻道	N;INAN;GEN;MASC;SG	N
каналу	海峽	канал	海峽	N;INAN;GEN;MASC;SG	N
каналу	通道	канал	通道	N;INAN;GEN;MASC;SG	N
футбол	足球	футбол	足球	N;INAN;NOM;MASC;SG	N
футбол	足球	футбол	足球	N;INAN;NOM;MASC;SG	N
футбол	美式	футбол	美式	N;INAN;NOM;MASC;SG	N
футбол	橄欖	футбол	橄欖	N;INAN;NOM;MASC;SG	N
околиці	郊區	околиця	郊區	N;INAN;NOM;FEM;PL	N
околиці	郊外	околиця	郊外	N;INAN;NOM;FEM;PL	N
околиці	郊區	околиця	郊區	N;INAN;NOM;FEM;PL	N
співачка	歌手	співачка	歌手	N;ANIM;NOM;FEM;SG	N
успіх	成功	успіх	成功	N;INAN;NOM;MASC;SG	N
довгота	經度	довгота	經度	N;INAN;NOM;FEM;SG	N
проекти	項目	проект	項目	N;INAN;NOM;MASC;PL	N
широта	緯度	широта	緯度	N;INAN;NOM;FEM;SG	N
дерево	樹	дерево	樹	N;INAN;NOM;NEUT;SG	N
дерево	樹木	дерево	樹木	N;INAN;NOM;NEUT;SG	N
мешканці	居民	мешканець	居民	N;ANIM;NOM;MASC;PL	N
збірки	收藏	збірка	收藏	N;INAN;NOM;FEM;PL	N
грати	玩	грати	玩	V;IPFV;NFIN	V
грати	播放	грати	播放	V;IPFV;NFIN	V
очок	點數	очок	點數	N;INAN;GEN;FEM;PL	N
актриса	女	актриса	女	N;ANIM;NOM;FEM;SG	N
актриса	女	актриса	女	N;ANIM;NOM;FEM;SG	N
актриса	演員	актриса	演員	N;ANIM;NOM;FEM;SG	N
реакції	反應	реакція	反應	N;INAN;NOM;FEM;PL	N
реакції	心情	реакція	心情	N;INAN;NOM;FEM;PL	N
мета	目標	мета	目標	N;INAN;NOM;FEM;SG	N
мета	目標	мета	目標	N;INAN;NOM;FEM;SG	N
матір	母后	мати	母后	N;ANIM;NOM;FEM;SG	N
матір	母親	мати	母親	N;ANIM;NOM;FEM;SG	N
статі	性別	стать	性別	N;INAN;NOM;FEM;PL	N
місцевість	地形	місцевість	地形	N;INAN;NOM;FEM;SG	N
місцевість	地勢	місцевість	地勢	N;INAN;NOM;FEM;SG	N
місцевість	面積	місцевість	面積	N;INAN;NOM;FEM;SG	N
місцевість	地區	місцевість	地區	N;INAN;NOM;FEM;SG	N
місцевість	區域	місцевість	區域	N;INAN;NOM;FEM;SG	N
місцевість	區	місцевість	區	N;INAN;NOM;FEM;SG	N
обмеження	極限	обмеження	極限	N;INAN;NOM;NEUT;SG	N
обмеження	限額	обмеження	限額	N;INAN;NOM;NEUT;SG	N
обмеження	上限	обмеження	上限	N;INAN;NOM;NEUT;SG	N
обмеження	極限	обмеження	極限	N;INAN;NOM;NEUT;SG	N
обмеження	限	обмеження	限	N;INAN;NOM;NEUT;SG	N
обмеження	限額	обмеження	限額	N;INAN;NOM;NEUT;SG	N
кола	圈	коло	圈	N;INAN;NOM;NEUT;SG	N
кола	圈子	коло	圈子	N;INAN;NOM;NEUT;SG	N
кола	圓圈	коло	圓圈	N;INAN;NOM;NEUT;SG	N
кола	可樂	коло	可樂	N;INAN;NOM;NEUT;SG	N
знищення	毀滅	знищення	毀滅	N;INAN;NOM;NEUT;SG	N
співак	歌手	співак	歌手	N;ANIM;NOM;MASC;SG	N
мир	和平	мир	和平	N;INAN;NOM;MASC;SG	N
низку	高潮	низка	高潮	N;INAN;ACC;FEM;SG	N
породи	品種	порода	品種	N;INAN;NOM;FEM;PL	N
наступ	襲擊	наступ	襲擊	N;INAN;NOM;MASC;SG	N
наступ	攻勢	наступ	攻勢	N;INAN;NOM;MASC;SG	N
композиції	曲目	композиція	曲目	N;INAN;NOM;FEM;PL	N
композиції	軌道	композиція	軌道	N;INAN;NOM;FEM;PL	N
оцінки	評比	оцінка	評比	N;INAN;NOM;FEM;PL	N
запису	寫作	запис	寫作	N;INAN;GEN;MASC;SG	N
святий	神聖	святий	神聖	ADJ;NOM;MASC;SG	ADJ
конфлікт	衝突	конфлікт	衝突	N;INAN;NOM;MASC;SG	N
металів	硬化	метал	硬化	N;INAN;GEN;MASC;PL	N
зроблено	完成	зробити	完成	V;PFV;IND;0;FIN	V
зброя	武器	зброя	武器	N;INAN;NOM;FEM;SG	N
зброя	兵器	зброя	兵器	N;INAN;NOM;FEM;SG	N
зброя	武器	зброя	武器	N;INAN;NOM;FEM;SG	N
зброя	兵器	зброя	兵器	N;INAN;NOM;FEM;SG	N
зброя	槍支	зброя	槍支	N;INAN;NOM;FEM;SG	N
зброя	槍械	зброя	槍械	N;INAN;NOM;FEM;SG	N
крила	翅膀	крило	翅膀	N;INAN;NOM;NEUT;PL	N
крила	翼	крило	翼	N;INAN;NOM;NEUT;PL	N
музику	音樂	музика	音樂	N;INAN;ACC;FEM;SG	N
техніка	工程	техніка	工程	N;INAN;NOM;FEM;SG	N
техніка	工程	техніка	工程	N;INAN;NOM;FEM;SG	N
техніка	技術	техніка	技術	N;INAN;NOM;FEM;SG	N
техніка	技巧	техніка	技巧	N;INAN;NOM;FEM;SG	N
техніка	電器	техніка	電器	N;INAN;NOM;FEM;SG	N
техніка	家	техніка	家	N;INAN;NOM;FEM;SG	N
техніка	機械	техніка	機械	N;INAN;NOM;FEM;SG	N
дохід	收益	дохід	收益	N;INAN;NOM;MASC;SG	N
дохід	稅	дохід	稅	N;INAN;NOM;MASC;SG	N
дохід	收入	дохід	收入	N;INAN;NOM;MASC;SG	N
дохід	收入	дохід	收入	N;INAN;NOM;MASC;SG	N
музиканти	樂手	музикант	樂手	N;ANIM;NOM;MASC;PL	N
координати	坐標	координати	坐標	N;INAN;NOM;FEM;PL	N
координати	座	координати	座	N;INAN;NOM;FEM;PL	N
блок	幀	блок	幀	N;INAN;NOM;MASC;SG	N
блок	框框	блок	框框	N;INAN;NOM;MASC;SG	N
блок	框架	блок	框架	N;INAN;NOM;MASC;SG	N
блок	框	блок	框	N;INAN;NOM;MASC;SG	N
блок	區塊	блок	區塊	N;INAN;NOM;MASC;SG	N
вод	水域	вода	水域	N;INAN;GEN;FEM;PL	N
рослина	廠	рослина	廠	N;INAN;NOM;FEM;SG	N
рослина	植物	рослина	植物	N;INAN;NOM;FEM;SG	N
рослина	工廠	рослина	工廠	N;INAN;NOM;FEM;SG	N
територій	領土	територія	領土	N;INAN;GEN;FEM;PL	N
клімат	氣候	клімат	氣候	N;INAN;NOM;MASC;SG	N
командира	司令	командир	司令	N;ANIM;ACC;MASC;SG	N
напрямок	方向	напрямок	方向	N;INAN;NOM;MASC;SG	N
групі	彎曲	група	彎曲	N;INAN;DAT;FEM;SG	N
групі	彎	група	彎	N;INAN;DAT;FEM;SG	N
вибір	甄選	вибір	甄選	N;INAN;NOM;MASC;SG	N
найкраща	最好	найкращий	最好	ADJ;NOM;RL;FEM;SG	ADJ
