על	sobre	על	sobre	ADP	ADP
ילד	miúdo	ילד	miúdo	N;MASC;SG	N;MASC;SG
ילד	kid	ילד	kid	N;MASC;SG	N;MASC;SG
ילד	criança	ילד	criança	N;MASC;SG	N;FEM;SG
ענף	ramo	ענף	ramo	N;MASC;SG	N;MASC;SG
ענף	sucursal	ענף	sucursal	N;MASC;SG	N;FEM;SG
ענף	branch	ענף	branch	N;MASC;SG	N;MASC;SG
כדורגלן	futebolista	כדורגלן	futebolista	N;MASC;SG	N;MASC;SG
מוסד	instituto	מוסד	instituto	N;MASC;SG	N;MASC;SG
מוסד	estabelecimento	מוסד	estabelecimento	N;MASC;SG	N;MASC;SG
מוסד	instituição	מוסד	instituição	N;MASC;SG	N;FEM;SG
מוסד	mossad	מוסד	mossad	N;MASC;SG	N;MASC;SG
גילה	descoberto	גילה	descobrir	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
נישא	casou	נישא	casar	V;MASC;SG;3;PST;MID	V;IND;SG;3;PST;FIN
טבעי	natural	טבעי	natural	ADJ;MASC;SG	ADJ;MASC;SG
קולות	votações	קול	votação	N;MASC;PL	N;FEM;PL
קולות	votos	קול	voto	N;MASC;PL	N;MASC;PL
קולות	vozes	קול	voz	N;MASC;PL	N;FEM;PL
קולות	voices	קול	voice	N;MASC;PL	N;MASC;PL
נפתח	aberta	נפתח	abrir	V;MASC;SG;PST;MID	V;FEM;SG;V.PTCP
נפתח	aberto	נפתח	abrir	V;MASC;SG;PST;MID	V;MASC;SG;V.PTCP
לשלב	combine	שילב	combinar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לשלב	combinar	שילב	combinar	V;NFIN;ACT	V;NFIN
המשיכה	continuado	המשיך	continuar	V;FEM;SG;3;PST;ACT	V;MASC;SG;V.PTCP
המשיכה	continuou	המשיך	continuar	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
פורסם	publicou	פורסם	publicar	V;MASC;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
פורסם	publicada	פורסם	publicar	V;MASC;SG;3;PST;PASS	V;FEM;SG;V.PTCP
פורסם	publicado	פורסם	publicar	V;MASC;SG;3;PST;PASS	V;MASC;SG;V.PTCP
פורסם	publicado	פורסם	publicar	V;MASC;SG;3;PST;PASS	V;MASC;SG;V.PTCP
פורסם	postado	פורסם	postar	V;MASC;SG;3;PST;PASS	V;MASC;SG;V.PTCP
פורסם	postou	פורסם	postar	V;MASC;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
פורסם	publicou	פורסם	publicar	V;MASC;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
מנהיג	lider	מנהיג	lider	N;MASC;SG	N;MASC;SG
מנהיג	leader	מנהיג	leader	N;MASC;SG	N;MASC;SG
מנהיג	líder	מנהיג	líder	N;MASC;SG	N;MASC;SG
מטה	down	מטה	down	N;MASC;SG	N;MASC;SG
מטה	meta	מטה	meta	N;MASC;SG	N;FEM;SG
מטה	sede	מטה	sede	N;MASC;SG	N;FEM;SG
משך	duração	משך	duração	N;MASC;SG	N;FEM;SG
לפתוח	abre	פתח	abrir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לפתוח	aberto	פתח	abrir	V;NFIN;ACT	V;MASC;SG;V.PTCP
לפתוח	abra	פתח	abrir	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לפתוח	abrir	פתח	abrir	V;NFIN;ACT	V;NFIN
לפתוח	aberta	פתח	abrir	V;NFIN;ACT	V;FEM;SG;V.PTCP
שיטות	métodos	שיטה	método	N;FEM;PL	N;MASC;PL
שליטה	controle	שליטה	controle	N;FEM;SG	N;MASC;SG
שליטה	control	שליטה	control	N;FEM;SG	N;MASC;SG
שליטה	controlo	שליטה	controlo	N;FEM;SG	N;MASC;SG
שליטה	dominação	שליטה	dominação	N;FEM;SG	N;FEM;SG
שליטה	dominação	שליטה	dominação	N;FEM;SG	N;FEM;SG
מושג	conceito	מושג	conceito	N;MASC;SG	N;MASC;SG
מושג	idéia	מושג	idéia	N;MASC;SG	N;FEM;SG
מושג	idea	מושג	idea	N;MASC;SG	N;MASC;SG
מושג	ideia	מושג	ideia	N;MASC;SG	N;FEM;SG
נוסדה	fundado	נוסד	fundar	V;FEM;SG;3;PST;MID	V;MASC;SG;V.PTCP
נוסדה	fundou	נוסד	fundar	V;FEM;SG;3;PST;MID	V;IND;SG;3;PST;FIN
נוסדה	fundada	נוסד	fundar	V;FEM;SG;3;PST;MID	V;FEM;SG;V.PTCP
צורת	forma	צורה	forma	N;FEM;SG	N;FEM;SG
צורת	shape	צורה	shape	N;FEM;SG	N;MASC;SG
צורת	forma	צורה	forma	N;FEM;SG	N;FEM;SG
צורת	formulário	צורה	formulário	N;FEM;SG	N;MASC;SG
חומרים	materiais	חומר	material	N;MASC;PL	N;MASC;PL
סביר	provável	סביר	provável	ADJ;MASC;SG	ADJ;MASC;SG
סביר	provável	סביר	provável	ADJ;MASC;SG	ADJ;MASC;SG
סביר	razoável	סביר	razoável	ADJ;MASC;SG	ADJ;MASC;SG
קריירה	carreira	קריירה	carreira	N;FEM;SG	N;FEM;SG
קריירה	carreira	קריירה	carreira	N;FEM;SG	N;FEM;SG
ניתוח	cirurgia	ניתוח	cirurgia	N;MASC;SG	N;FEM;SG
ניתוח	analise	ניתוח	analisar	N;MASC;SG	N;FEM;SG
ניתוח	análise	ניתוח	análise	N;MASC;SG	N;FEM;SG
מידה	medida	מידה	medida	N;FEM;SG	N;FEM;SG
מידה	size	מידה	sizer	N;FEM;SG	N;MASC;SG
מידה	tamanho	מידה	tamanho	N;FEM;SG	N;MASC;SG
מידה	dimensão	מידה	dimensão	N;FEM;SG	N;FEM;SG
אוניות	navios	אונייה	navio	N;FEM;PL	N;MASC;PL
אוניות	naves	אונייה	nave	N;FEM;PL	N;FEM;PL
שחקנית	atriz	שחקן	atriz	N;FEM;SG	N;FEM;SG
שחקנית	actriz	שחקן	actriz	N;FEM;SG	N;FEM;SG
פועל	trabalhador	פועל	trabalhador	N;MASC;SG	N;MASC;SG
פועל	operário	פועל	operário	N;MASC;SG	N;MASC;SG
פועל	verbo	פועל	verbo	N;MASC;SG	N;MASC;SG
פועל	works	פועל	work	N;MASC;SG	N;MASC;SG
הצטרפו	aderir	הצטרף	aderir	V;PL;3;PST	V;NFIN
הצטרפו	juntar	הצטרף	juntar	V;PL;3;PST	V;NFIN
הצטרפו	participar	הצטרף	participar	V;PL;3;PST	V;NFIN
ציבור	público	ציבור	público	N;MASC;SG	N;MASC;SG
ציבור	pública	ציבור	público	N;MASC;SG	N;FEM;SG
ציבור	publico	ציבור	publico	N;MASC;SG	N;MASC;SG
פגיעה	impact	פגיעה	impact	N;FEM;SG	N;MASC;SG
פגיעה	impacte	פגיעה	impacte	N;FEM;SG	N;MASC;SG
פגיעה	impacto	פגיעה	impacto	N;FEM;SG	N;MASC;SG
לעיל	acima	לעיל	acima	ADV	ADV
אזרחים	cidadãos	אזרח	cidadão	N;MASC;PL	N;MASC;PL
אזרחים	civis	אזרח	civil	N;MASC;PL	N;MASC;PL
לגמרי	absolutamente	לגמרי	absolutamente	ADV	ADV
לגמרי	totalmente	לגמרי	totalmente	ADV	ADV
לגמרי	completamente	לגמרי	completamente	ADV	ADV
לגמרי	totalmente	לגמרי	totalmente	ADV	ADV
לגמרי	completamente	לגמרי	completamente	ADV	ADV
רוחב	latitude	רוחב	latitude	N;MASC;SG	N;FEM;SG
רוחב	largura	רוחב	largura	N;MASC;SG	N;FEM;SG
קטע	coisa	קטע	coisa	N;MASC;SG	N;FEM;SG
קטע	segmento	קטע	segmento	N;MASC;SG	N;MASC;SG
טרור	terror	טרור	terror	N;MASC;SG	N;MASC;SG
טרור	terrorismo	טרור	terrorismo	N;MASC;SG	N;MASC;SG
טרור	terrorista	טרור	terrorista	N;MASC;SG	N;MASC;SG
המחלקה	departamento	המחלק	departamento	N;FEM;SG	N;MASC;SG
יישוב	liquidação	יישוב	liquidação	N;MASC;SG	N;FEM;SG
יישוב	povoamento	יישוב	povoamento	N;MASC;SG	N;MASC;SG
יישוב	assentamento	יישוב	assentamento	N;MASC;SG	N;MASC;SG
איחוד	union	None	union	N;MASC;SG	N;MASC;SG
איחוד	união	None	união	N;MASC;SG	N;FEM;SG
איחוד	unificação	None	unificação	N;MASC;SG	N;FEM;SG
איחוד	reunião	None	reunião	N;MASC;SG	N;FEM;SG
איחוד	reencontro	None	reencontro	N;MASC;SG	N;MASC;SG
סעיף	seção	סעיף	seção	N;MASC;SG	N;FEM;SG
סעיף	secção	סעיף	secção	N;MASC;SG	N;FEM;SG
ליגה	league	ליגה	leagar	N;FEM;SG	N;MASC;SG
ליגה	liga	ליגה	liga	N;FEM;SG	N;FEM;SG
פתרון	solução	פתרון	solução	N;MASC;SG	N;FEM;SG
חדר	sala	חדר	sala	N;MASC;SG	N;FEM;SG
חדר	quarto	חדר	quarto	N;MASC;SG	N;MASC;SG
מנוע	motor	מנוע	motor	N;MASC;SG	N;MASC;SG
מנוע	motor	מנוע	motor	N;MASC;SG	N;MASC;SG
שיטה	acacia	שיטה	acaciar	N;FEM;SG	N;FEM;SG
שיטה	método	שיטה	método	N;FEM;SG	N;MASC;SG
נשלח	submetido	נשלח	submeter	V;MASC;SG;3;PST;MID	V;MASC;SG;V.PTCP
נשלח	enviado	נשלח	enviar	V;MASC;SG;3;PST;MID	V;MASC;SG;V.PTCP
נשלח	enviada	נשלח	enviar	V;MASC;SG;3;PST;MID	V;FEM;SG;V.PTCP
נשלח	enviou	נשלח	enviar	V;MASC;SG;3;PST;MID	V;IND;SG;3;PST;FIN
נשלח	enviado	נשלח	enviar	V;MASC;SG;3;PST;MID	V;MASC;SG;V.PTCP
לקבוע	determinar	קבע	determinar	V;NFIN;ACT	V;NFIN
לקבוע	determina	קבע	determinar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לקבוע	determinam	קבע	determinar	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לקבוע	determine	קבע	determinar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
תרומות	contributos	תרומה	contributo	N;FEM;PL	N;MASC;PL
תרומות	contribuições	תרומה	contribuição	N;FEM;PL	N;FEM;PL
תרומות	donativos	תרומה	donativo	N;FEM;PL	N;MASC;PL
תרומות	doações	תרומה	doação	N;FEM;PL	N;FEM;PL
ציבורית	publicamente	ציבורי	publicamente	ADV	ADV
קיום	existência	קיום	existência	N;MASC;SG	N;FEM;SG
מיוחדים	especiais	מיוחד	especial	ADJ;MASC;PL	ADJ;MASC;PL
מיוחדים	especiais	מיוחד	especial	ADJ;MASC;PL	ADJ;MASC;PL
פרסים	recompensas	פרס	recompensa	N;MASC;PL	N;FEM;PL
פרסים	prémios	פרס	prémio	N;MASC;PL	N;MASC;PL
פרסים	prêmios	פרס	prêmio	N;MASC;PL	N;MASC;PL
פרסים	prémios	פרס	prémio	N;MASC;PL	N;MASC;PL
פרסים	prêmios	פרס	prêmio	N;MASC;PL	N;MASC;PL
פרסים	persas	פרס	persa	N;MASC;PL	N;MASC;PL
מועמד	candidata	מועמד	candidata	N;MASC;SG	N;FEM;SG
מועמד	candidato	מועמד	candidato	N;MASC;SG	N;MASC;SG
נפש	psique	נפש	psique	N;FEM;SG	N;FEM;SG
נפש	alma	נפש	alma	N;FEM;SG	N;FEM;SG
נפש	soul	נפש	soul	N;FEM;SG	N;MASC;SG
נפש	mental	נפש	mental	N;FEM;SG	N;MASC;SG
פסטיבל	festival	פסטיבל	festival	N;MASC;SG	N;MASC;SG
ייצור	fabrico	ייצור	fabrico	N;MASC;SG	N;MASC;SG
ייצור	fabricação	ייצור	fabricação	N;MASC;SG	N;FEM;SG
ייצור	produção	ייצור	produção	N;MASC;SG	N;FEM;SG
ייצור	fabrico	ייצור	fabrico	N;MASC;SG	N;MASC;SG
ייצור	fabricação	ייצור	fabricação	N;MASC;SG	N;FEM;SG
לפנות	evacuar	None	evacuar	V;NFIN	V;NFIN
המורשת	legado	המורשה	legado	N;FEM;SG	N;MASC;SG
המורשת	legacy	המורשה	legacy	N;FEM;SG	N;MASC;SG
המורשת	herança	המורשה	herança	N;FEM;SG	N;FEM;SG
קורות	feixes	קורה	feixe	N;FEM;PL	N;MASC;PL
קורות	vigas	קורה	viga	N;FEM;PL	N;FEM;PL
ארוכה	longa	ארוך	longo	ADJ;FEM;SG	ADJ;FEM;SG
תחרויות	concursos	תחרות	concurso	N;FEM;PL	N;MASC;PL
תחרויות	competições	תחרות	competição	N;FEM;PL	N;FEM;PL
תחרויות	concursos	תחרות	concurso	N;FEM;PL	N;MASC;PL
תחרויות	competições	תחרות	competição	N;FEM;PL	N;FEM;PL
הנאצים	nazistas	הנאץ	nazista	N;MASC;PL	N;MASC;PL
הנאצים	nazis	הנאץ	nazi	N;MASC;PL	N;MASC;PL
מרחב	espaço	מרחב	espaço	N;MASC;SG	N;MASC;SG
מרחב	space	מרחב	space	N;MASC;SG	N;MASC;SG
תעופה	aviação	תעופה	aviação	N;FEM;SG	N;FEM;SG
שלח	submeter	שלח	submeter	V;MASC;SG;3;PST	V;NFIN
שלח	enviar	שלח	enviar	V;MASC;SG;3;PST	V;NFIN
שלח	enviar	שלח	enviar	V;MASC;SG;3;PST	V;NFIN
איכות	qualidade	איכות	qualidade	N;FEM;SG	N;FEM;SG
סוגים	tipos	סוג	tipo	N;MASC;PL	N;MASC;PL
ההצעה	oferta	ההצעה	oferta	N;FEM;SG	N;FEM;SG
עבריים	hebreus	עבריים	hebreu	N;MASC;PL	N;MASC;PL
הסבר	explicação	הסבר	explicação	N;MASC;SG	N;FEM;SG
מחנה	acampamento	מחנה	acampamento	N;MASC;SG	N;MASC;SG
מחנה	camp	מחנה	camp	N;MASC;SG	N;MASC;SG
מחנה	campo	מחנה	campo	N;MASC;SG	N;MASC;SG
נותר	permanecendo	נותר	permanecer	V;MASC;SG;V.PTCP;MID	V;V.MSDR
הצלחה	êxito	הצלחה	êxito	N;FEM;SG	N;MASC;SG
הצלחה	sucesso	הצלחה	sucesso	N;FEM;SG	N;MASC;SG
חיות	bestas	חיה	besta	N;FEM;PL	N;FEM;PL
חיות	feras	חיה	fera	N;FEM;PL	N;FEM;PL
חיות	animais	חיה	animal	N;FEM;PL	N;MASC;PL
בריטי	british	בריטי	british	N;MASC;SG	N;MASC;SG
בתים	casas	בית	casa	N;MASC;PL	N;FEM;PL
בתים	casas	בית	casa	N;MASC;PL	N;FEM;PL
מעלות	graus	מעלה	grau	N;FEM;PL	N;MASC;PL
עריכות	edições	עריכה	edição	N;FEM;PL	N;FEM;PL
דעות	opiniões	דעה	opinião	N;FEM;PL	N;FEM;PL
דעות	pareceres	דעה	parecer	N;FEM;PL	N;MASC;PL
הביאה	trouxe	הביא	trazer	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
הביאה	trazido	הביא	trazer	V;FEM;SG;3;PST;ACT	V;MASC;SG;V.PTCP
חוקרים	exploradores	חוקר	explorador	N;MASC;PL	N;MASC;PL
חוקרים	investigadores	חוקר	investigador	N;MASC;PL	N;MASC;PL
חוקרים	pesquisadores	חוקר	pesquisador	N;MASC;PL	N;MASC;PL
חוקרים	investigadores	חוקר	investigador	N;MASC;PL	N;MASC;PL
רגיל	normal	רגיל	normal	ADJ;MASC;SG	ADJ;MASC;SG
רגיל	regular	רגיל	regular	ADJ;MASC;SG	ADJ;MASC;SG
רגיל	vulgar	רגיל	vulgar	ADJ;MASC;SG	ADJ;MASC;SG
מודל	model	מודל	model	N;MASC;SG	N;MASC;SG
מודל	modelo	מודל	modelo	N;MASC;SG	N;MASC;SG
מזכיר	secretária	מזכיר	secretária	N;MASC;SG	N;FEM;SG
מזכיר	secretário	מזכיר	secretário	N;MASC;SG	N;MASC;SG
איסור	ban	איסור	ban	N;MASC;SG	N;MASC;SG
איסור	banimento	איסור	banimento	N;MASC;SG	N;MASC;SG
איסור	proibição	איסור	proibição	N;MASC;SG	N;FEM;SG
מספרים	numeros	מספר	numero	N;MASC;PL	N;MASC;PL
מספרים	números	מספר	número	N;MASC;PL	N;MASC;PL
להלן	abaixo	להלן	abaixo	ADV	ADV
ארגונים	organizações	ארגון	organização	N;MASC;PL	N;FEM;PL
ארגונים	organizações	ארגון	organização	N;MASC;PL	N;FEM;PL
שושלת	dinastia	שושלת	dinastia	N;FEM;SG	N;FEM;SG
נזק	dano	נזק	dano	N;MASC;SG	N;MASC;SG
נזק	estrago	נזק	estrago	N;MASC;SG	N;MASC;SG
כדורגלנים	futebolistas	כדורגלן	futebolista	N;MASC;PL	N;MASC;PL
כלכלית	financeiramente	כלכלי	financeiramente	ADV	ADV
כלכלית	economicamente	כלכלי	economicamente	ADV	ADV
מגורים	residenciais	מגורים	residencial	N;MASC;PL	N;MASC;PL
סיבוב	rodízio	סיבוב	rodízio	N;MASC;SG	N;MASC;SG
סיבוב	rotação	סיבוב	rotação	N;MASC;SG	N;FEM;SG
סיבוב	redonda	סיבוב	redonda	N;MASC;SG	N;FEM;SG
סיבוב	redondo	סיבוב	redonder	N;MASC;SG	N;MASC;SG
סיבוב	ronda	סיבוב	ronda	N;MASC;SG	N;FEM;SG
סיבוב	round	סיבוב	round	N;MASC;SG	N;MASC;SG
סיבוב	rodada	סיבוב	rodada	N;MASC;SG	N;FEM;SG
כלים	instrumentos	כלי	instrumento	N;MASC;PL	N;MASC;PL
כלים	ferramentas	כלי	ferramenta	N;MASC;PL	N;FEM;PL
כלים	louças	כלי	louço	N;MASC;PL	N;FEM;PL
כלים	pratos	כלי	prato	N;MASC;PL	N;MASC;PL
החזית	frente	החזית	frente	ADV	ADV
החלטה	decisão	החלטה	decisão	N;FEM;SG	N;FEM;SG
התחיל	iniciado	התחיל	iniciar	V;MASC;SG;3;PST	V;MASC;SG;V.PTCP
התחיל	começou	התחיל	começar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
התחיל	iniciou	התחיל	iniciar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
אירוע	acontecimento	אירוע	acontecimento	N;MASC;SG	N;MASC;SG
אירוע	evento	אירוע	evento	N;MASC;SG	N;MASC;SG
הודיע	informada	הודיע	informar	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
הודיע	informado	הודיע	informar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
הודיע	anunciou	הודיע	anunciar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
הודיע	anunciado	הודיע	anunciar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
הודיע	anunciada	הודיע	anunciar	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
בנק	banca	בנק	banca	N;MASC;SG	N;FEM;SG
בנק	bancário	בנק	bancário	N;MASC;SG	N;MASC;SG
בנק	banco	בנק	banco	N;MASC;SG	N;MASC;SG
בנק	bank	בנק	bank	N;MASC;SG	N;MASC;SG
מועדונים	clubs	מועדון	clubs	N;MASC;PL	N;MASC;PL
מועדונים	discotecas	מועדון	discoteca	N;MASC;PL	N;FEM;PL
מועדונים	clubes	מועדון	clube	N;MASC;PL	N;MASC;PL
טוען	carregando	טען	carregar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מאה	cem	מאה	cem	NUM;FEM;SG	NUM
חזק	poderosa	חזק	poderoso	ADJ;MASC;SG	ADJ;FEM;SG
חזק	poderoso	חזק	poderoso	ADJ;MASC;SG	ADJ;MASC;SG
חזק	forte	חזק	forte	ADJ;MASC;SG	ADJ;MASC;SG
אישור	permissão	אישור	permissão	N;MASC;SG	N;FEM;SG
אישור	confirmação	אישור	confirmação	N;MASC;SG	N;FEM;SG
מוות	death	מוות	death	N;MASC;SG	N;MASC;SG
מוות	morte	מוות	morte	N;MASC;SG	N;FEM;SG
מצא	encontrada	מצא	encontrar	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
מצא	encontrado	מצא	encontrar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
מצא	encontrar	מצא	encontrar	V;MASC;SG;3;PST;ACT	V;NFIN
מיקום	posicionamento	מיקום	posicionamento	N;MASC;SG	N;MASC;SG
מיקום	colocação	מיקום	colocação	N;MASC;SG	N;FEM;SG
מיקום	localização	מיקום	localização	N;MASC;SG	N;FEM;SG
דומים	similares	דומה	similar	N;MASC;PL	N;MASC;PL
ממשיך	prosseguindo	המשיך	prosseguir	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
ממשיך	continuar	המשיך	continuar	V;MASC;SG;V.PTCP;ACT	V;NFIN
ממשיך	continuando	המשיך	continuar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מאמן	trainer	מאמן	trainer	N;MASC;SG	N;MASC;SG
מאמן	formador	מאמן	formador	N;MASC;SG	N;MASC;SG
מאמן	treinador	מאמן	treinador	N;MASC;SG	N;MASC;SG
מאמן	coach	מאמן	coach	N;MASC;SG	N;MASC;SG
מאמן	treinador	מאמן	treinador	N;MASC;SG	N;MASC;SG
פירוש	interpretação	פירוש	interpretação	N;MASC;SG	N;FEM;SG
טקסט	texto	טקסט	texto	N;MASC;SG	N;MASC;SG
שבעה	sete	שבעה	sete	NUM;MASC;SG	NUM
קרבות	lutas	קרב	luta	N;MASC;PL	N;FEM;PL
קרבות	combates	קרב	combate	N;MASC;PL	N;MASC;PL
קרבות	brigas	קרב	briga	N;MASC;PL	N;FEM;PL
קרבות	batalhas	קרב	batalha	N;MASC;PL	N;FEM;PL
פורטל	portal	פורטל	portal	N;MASC;SG	N;MASC;SG
ביקש	solicitada	ביקש	solicitar	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
ביקש	solicitado	ביקש	solicitar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
ביקש	pedida	ביקש	pedir	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
ביקש	pediu	ביקש	pedir	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
ביקש	perguntou	ביקש	perguntar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
ביקש	perguntado	ביקש	perguntar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
יישובים	assentamentos	יישוב	assentamento	N;MASC;PL	N;MASC;PL
קרא	ler	קרא	ler	V;MASC;SG;3;PST;ACT	V;NFIN
הסדר	seder	הסדר	seder	N;MASC;SG	N;MASC;SG
הסדר	liquidação	הסדר	liquidação	N;MASC;SG	N;FEM;SG
הסדר	povoamento	הסדר	povoamento	N;MASC;SG	N;MASC;SG
הסדר	assentamento	הסדר	assentamento	N;MASC;SG	N;MASC;SG
הסדר	ordem	הסדר	ordem	N;MASC;SG	N;FEM;SG
הסדר	encomenda	הסדר	encomenda	N;MASC;SG	N;FEM;SG
הסדר	acordo	הסדר	acordo	N;MASC;SG	N;MASC;SG
הסדר	arranjo	הסדר	arranjo	N;MASC;SG	N;MASC;SG
הסדר	convénio	הסדר	convénio	N;MASC;SG	N;MASC;SG
אוכל	alimentação	אוכל	alimentação	N;MASC;SG	N;FEM;SG
אוכל	alimento	אוכל	alimento	N;MASC;SG	N;MASC;SG
אוכל	comida	אוכל	comida	N;MASC;SG	N;FEM;SG
שמן	azeite	שמן	azeite	N;MASC;SG	N;MASC;SG
שמן	óleo	שמן	óleo	N;MASC;SG	N;MASC;SG
שמן	petróleo	שמן	petróleo	N;MASC;SG	N;MASC;SG
שמן	gordura	שמן	gordura	N;MASC;SG	N;FEM;SG
שמן	gordo	שמן	gordo	N;MASC;SG	N;MASC;SG
שמן	gorda	שמן	gorda	N;MASC;SG	N;FEM;SG
שמן	fat	שמן	fat	N;MASC;SG	N;MASC;SG
גילוי	deteção	גילוי	deteção	N;MASC;SG	N;FEM;SG
גילוי	detecção	גילוי	detecção	N;MASC;SG	N;FEM;SG
גילוי	descoberta	גילוי	descoberta	N;MASC;SG	N;FEM;SG
גילוי	discovery	גילוי	discovery	N;MASC;SG	N;MASC;SG
לדבר	conversar	דיבר	conversar	V;NFIN;ACT	V;NFIN
לדבר	fala	דיבר	falar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לדבר	falar	דיבר	falar	V;NFIN;ACT	V;NFIN
לדבר	fale	דיבר	falar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
שאלות	questões	שאלה	questão	N;FEM;PL	N;FEM;PL
שאלות	perguntas	שאלה	pergunta	N;FEM;PL	N;FEM;PL
מתייחס	referindo	התייחס	referir	V;MASC;SG;V.PTCP	V;V.MSDR
מתייחס	remeter	התייחס	remeter	V;MASC;SG;V.PTCP	V;NFIN
הצעה	sugestão	הצעה	sugestão	N;FEM;SG	N;FEM;SG
הצעה	proposta	הצעה	proposta	N;FEM;SG	N;FEM;SG
הצעה	sugestão	הצעה	sugestão	N;FEM;SG	N;FEM;SG
הצעה	oferta	הצעה	oferta	N;FEM;SG	N;FEM;SG
זהות	identidade	זהות	identidade	N;FEM;SG	N;FEM;SG
ביטחון	confiança	ביטחון	confiança	N;MASC;SG	N;FEM;SG
ביטחון	confidência	ביטחון	confidência	N;MASC;SG	N;FEM;SG
ביטחון	segurança	ביטחון	segurança	N;MASC;SG	N;FEM;SG
שלם	inteiro	שלם	inteiro	ADJ;MASC;SG	ADJ;MASC;SG
שלם	completa	שלם	completo	ADJ;MASC;SG	ADJ;FEM;SG
ממשלה	governo	ממשלה	governo	N;FEM;SG	N;MASC;SG
חשובים	importantes	חשוב	importante	ADJ;MASC;PL	ADJ;MASC;PL
אמת	true	אמת	true	N;FEM;SG	N;MASC;SG
אמת	verdade	אמת	verdade	N;FEM;SG	N;FEM;SG
אמת	verdade	אמת	verdade	N;FEM;SG	N;FEM;SG
אמת	truth	אמת	truth	N;FEM;SG	N;MASC;SG
תוכנה	programa	תוכנה	programa	N;FEM;SG	N;MASC;SG
תוכנה	software	תוכנה	software	N;FEM;SG	N;MASC;SG
התזמורת	orchestra	התזמורת	orchestra	N	N;MASC;SG
התזמורת	orquestra	התזמורת	orquestra	N	N;FEM;SG
זוגות	casais	זוג	casal	N;MASC;PL	N;MASC;PL
זוגות	pares	זוג	par	N;MASC;PL	N;MASC;PL
מורכבת	composto	הורכב	compor	V;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
משותף	comum	משותף	comum	ADJ;MASC;SG	ADJ;MASC;SG
משותף	frequente	משותף	frequente	ADJ;MASC;SG	ADJ;MASC;SG
חברתי	social	חברתי	social	ADJ;MASC;SG	ADJ;MASC;SG
הביאו	trouxeram	הביא	trouxer	V;PL;3;PST;ACT	V;IND;PL;3;FIN
הביאו	trazer	הביא	trazer	V;PL;3;PST;ACT	V;NFIN
הוצאה	despesa	הוצאה	despesa	N;FEM;SG	N;FEM;SG
הוצאה	despesa	הוצאה	despesa	N;FEM;SG	N;FEM;SG
צלב	cruz	צלב	cruz	N;MASC;SG	N;FEM;SG
צלב	cross	צלב	cross	N;MASC;SG	N;MASC;SG
סיוע	auxílio	סיוע	auxílio	N;MASC;SG	N;MASC;SG
סיוע	auxilio	סיוע	auxilio	N;MASC;SG	N;MASC;SG
סיוע	ajuda	סיוע	ajuda	N;MASC;SG	N;FEM;SG
סיוע	assistência	סיוע	assistência	N;MASC;SG	N;FEM;SG
הגרסה	versão	הגרסה	versão	N;FEM;SG	N;FEM;SG
כלכלי	econômico	כלכלי	econômico	ADJ;MASC;SG	ADJ;MASC;SG
כלכלי	econômica	כלכלי	econômico	ADJ;MASC;SG	ADJ;FEM;SG
ישיבה	yeshiva	ישיבה	yeshiva	N;FEM;SG	N;FEM;SG
ישיבה	encontro	ישיבה	encontro	N;FEM;SG	N;MASC;SG
ישיבה	reunião	ישיבה	reunião	N;FEM;SG	N;FEM;SG
