progettata	navrhl	progettare	navrhnout	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
funzionalità	funkčnost	funzionalità	funkčnost	N;FEM	N;NOM;FEM;SG;POS
funzionalità	funkčnosti	funzionalità	funkčnost	N;FEM	N;NOM;FEM;SG;POS
sacerdoti	kněží	sacerdota	kněz	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
rappresentazioni	výkony	rappresentazione	výkon	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
frontale	přední	frontale	přední	ADJ;SG	ADJ;NOM;MASC;SG;POS
frontale	čelní	frontale	čelní	ADJ;SG	ADJ;NOM;MASC;SG;POS
ordinario	obyčejná	ordinario	obyčejný	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
ordinario	obyčejný	ordinario	obyčejný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
soppressione	zrušení	soppressione	zrušení	N;FEM;SG	N;NOM;NEUT;SG;POS
soppressione	vymazání	soppressione	vymazání	N;FEM;SG	N;NOM;NEUT;SG;POS
soppressione	potlačení	soppressione	potlačení	N;FEM;SG	N;NOM;NEUT;SG;POS
soppressione	potlačování	soppressione	potlačování	N;FEM;SG	N;NOM;NEUT;SG;POS
soci	parťáci	socio	parťák	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
soci	partnery	socio	partner	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
soci	partneři	socio	partner	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
eserciti	armády	esercito	armáda	N;MASC;PL	N;NOM;FEM;PL;POS
specializzata	specializované	specializzato	specializovaný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
specializzata	specializované	specializzato	specializovaný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
manovra	manévr	manovra	manévr	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
manovra	manévr	manovra	manévr	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
variazione	změna	variazione	změna	N;FEM;SG	N;NOM;FEM;SG;POS
archivi	archivy	archivio	archiv	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
sospensione	suspenze	sospensione	suspenze	N;FEM;SG	N;NOM;FEM;SG;POS
sospensione	pozastavení	sospensione	pozastavení	N;FEM;SG	N;NOM;NEUT;SG;POS
sospensione	zavěšení	sospensione	zavěšení	N;FEM;SG	N;NOM;NEUT;SG;POS
pirati	piráti	pirata	pirát	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
pirati	piráty	pirata	pirát	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
tavole	stoly	tavola	stůl	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
tavole	tabulky	tavola	tabulka	N;FEM;PL	N;NOM;FEM;PL;POS
loggia	lodžie	loggia	lodžie	N;FEM;SG	N;NOM;FEM;SG;POS
sultano	sultán	sultare	sultán	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
toro	býk	toro	býk	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
toro	taurus	toro	taurus	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
toro	býk	toro	býk	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
superman	superman	supermano	superman	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
mass	hmota	mass	hmota	N	N;NOM;FEM;SG;POS
mass	mše	mass	mše	N	N;NOM;FEM;SG;POS
mass	hmotnosti	mass	hmotnost	N	N;NOM;FEM;SG;POS
mass	hmotnost	mass	hmotnost	N	N;NOM;FEM;SG;POS
percentuali	procenta	percentuale	procento	N;MASC;PL	N;NOM;NEUT;PL;POS
emissione	vydání	emissione	vydání	N;FEM;SG	N;NOM;NEUT;SG;POS
emissione	vydávání	emissione	vydávání	N;FEM;SG	N;NOM;NEUT;SG;POS
ferite	rány	ferita	rána	N;FEM;PL	N;NOM;FEM;PL;POS
kiev	kyjevě	kiev	kyjev	N;FEM;SG	N;DAT;FEM;SG;POS
phoenix	fénix	phoenix	fénix	N;MASC	N;INAN;NOM;MASC;SG;POS
phoenix	phoenixu	phoenix	phoenix	N;MASC	N;INAN;GEN;MASC;SG;POS
alluminio	hliník	alluminio	hliník	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
alluminio	hliník	alluminio	hliník	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
vendere	prodávat	vendere	prodávat	V;NFIN	V;IPFV;POS;NFIN
vendere	prodat	vendere	prodat	V;NFIN	V;PFV;POS;NFIN
corno	roh	corno	roh	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
piatti	pokrmy	piatto	pokrm	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
protesta	protest	protesta	protest	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
rachel	rachel	rachel	rachel	N;FEM;SG	N;NOM;FEM;SG;POS
immacolata	neposkvrněné	immacolare	poskvrněný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;NEG
immacolata	neposkvrněné	immacolare	poskvrněný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;NEG
canti	písně	canto	píseň	N;MASC;PL	N;NOM;FEM;PL;POS
canti	písničky	canto	písnička	N;MASC;PL	N;NOM;FEM;PL;POS
canti	skladby	canto	skladba	N;MASC;PL	N;NOM;FEM;PL;POS
intellettuali	intelektuálové	intellettuale	intelektuál	N;PL	N;ANIM;NOM;MASC;PL;POS
elia	elijah	elia	elijah	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
elia	elijahu	elia	elijah	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
bersaglio	cíl	bersaglio	cíl	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
manifesto	plakát	manifesto	plakát	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
manifesto	manifest	manifesto	manifest	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
manifesto	manifest	manifesto	manifest	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
napoletano	neapolské	napoletano	neapolský	ADJ;MASC;SG	ADJ;NOM;MASC;SG;NEG
fedeltà	věrnost	fedeltà	věrnost	N;FEM	N;NOM;FEM;SG;POS
fedeltà	věrnosti	fedeltà	věrnost	N;FEM	N;NOM;FEM;SG;POS
fedeltà	věrnost	fedeltà	věrnost	N;FEM	N;NOM;FEM;SG;POS
fedeltà	oddanost	fedeltà	oddanost	N;FEM	N;NOM;FEM;SG;POS
fedeltà	loajalitu	fedeltà	loajalita	N;FEM	N;ACC;FEM;SG;POS
fedeltà	loajalita	fedeltà	loajalita	N;FEM	N;NOM;FEM;SG;POS
raw	raw	raw	raw	N;MASC	N;NOM;FEM;SG;POS
integrato	integrovaná	integrato	integrovaný	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
integrato	integrovaný	integrato	integrovaný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
integrato	integrované	integrato	integrovaný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
perfino	dokonce	perfino	dokonce	ADV	ADV
interfaccia	rozhraní	interfaccia	rozhraní	N;FEM;SG	N;NOM;NEUT;SG;POS
terrore	teror	terrore	teror	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
terrore	děs	terrore	děs	N;MASC;SG	N;NOM;MASC;SG;POS
terrore	hrůza	terrore	hrůza	N;MASC;SG	N;NOM;FEM;SG;POS
mod	mod	mod	mod	N	N;INAN;NOM;MASC;SG;POS
martiri	mučedníky	martire	mučedník	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
separati	oddělit	separare	oddělit	V;MASC;PL;PST;V.PTCP	V;PFV;POS;NFIN
continuato	pokračoval	continuare	pokračovat	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
continuato	pokračovalo	continuare	pokračovat	V;MASC;SG;PST;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
colorazione	barvení	colorazione	barvení	N;FEM;SG	N;NOM;NEUT;SG;POS
colorazione	zbarvení	colorazione	zbarvení	N;FEM;SG	N;NOM;NEUT;SG;POS
colorazione	barvení	colorazione	barvení	N;FEM;SG	N;NOM;NEUT;SG;POS
parità	parity	parità	parita	N;FEM	N;NOM;FEM;PL;POS
parità	rovnost	parità	rovnost	N;FEM	N;NOM;FEM;SG;POS
sandra	sandra	sandra	sandra	N;FEM;SG	N;NOM;FEM;SG;POS
magico	kouzelné	magico	kouzelný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
magico	kouzelná	magico	kouzelný	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
magico	magický	magico	magický	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
magico	kouzelný	magico	kouzelný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
magico	kouzelné	magico	kouzelný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
spalla	rameno	spalla	rameno	N;FEM;SG	N;NOM;NEUT;SG;POS
spalla	pomocník	spalla	pomocník	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
spalla	parťák	spalla	parťák	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
challenge	výzvu	challenge	výzva	N;MASC	N;ACC;FEM;SG;POS
challenge	výzva	challenge	výzva	N;MASC	N;NOM;FEM;SG;POS
scipione	scipio	scipione	scipio	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
giocate	hrajte	giocare	hrát	V;FEM;PL;PST;V.PTCP	V;PFV;IMP;PL;2;POS;FIN
giocate	přehrát	giocare	přehrát	V;FEM;PL;PST;V.PTCP	V;POS;NFIN
giocate	hrát	giocare	hrát	V;FEM;PL;PST;V.PTCP	V;POS;NFIN
sentito	slyšel	sentire	slyšet	V;MASC;SG;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
call	volání	call	volání	N	N;NOM;NEUT;SG;POS
indiani	indiáni	indiano	indián	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
indiani	indové	indiano	indový	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
geometria	geometrie	geometria	geometrie	N;FEM;SG	N;NOM;FEM;SG;POS
biagio	biagio	biagio	biágio	N;MASC;SG	N;NOM;MASC;SG;POS
millennio	tisíciletí	millennio	tisíciletí	N;MASC;SG	N;NOM;NEUT;SG;POS
giganti	obři	gigante	obře	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
giganti	obr	gigante	obrázek	N;MASC;PL	N;INAN;MASC;POS
zia	teta	zio	teta	N;FEM;SG	N;NOM;FEM;SG;POS
zia	tetička	zio	tetička	N;FEM;SG	N;NOM;FEM;SG;POS
zia	tetička	zio	tetička	N;FEM;SG	N;NOM;FEM;SG;POS
zia	teta	zio	teta	N;FEM;SG	N;NOM;FEM;SG;POS
zia	tetička	zio	tetička	N;FEM;SG	N;NOM;FEM;SG;POS
traduzioni	překlady	traduzione	překlad	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
traduzioni	překlady	traduzione	překlad	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
traduzioni	překladů	traduzione	překlad	N;FEM;PL	N;INAN;GEN;MASC;PL;POS
happy	radost	happy	radost	N	N;NOM;FEM;SG;POS
happy	happy	happy	happy	N	N;NOM;MASC;SG;POS
estrazione	extrakce	estrazione	extrakce	N;FEM;SG	N;NOM;FEM;SG;POS
estrazione	těžba	estrazione	těžba	N;FEM;SG	N;NOM;FEM;SG;POS
minerali	rudy	minerale	ruda	N;MASC;PL	N;NOM;FEM;PL;POS
minerali	minerály	minerale	minerál	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
minerali	rudy	minerale	ruda	N;MASC;PL	N;NOM;FEM;PL;POS
mondi	světů	mondo	svět	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
mondi	světy	mondo	svět	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
mozart	mozart	mozart	mozart	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
distinguere	rozlišit	distinguere	rozlišit	V;NFIN	V;PFV;POS;NFIN
distinguere	rozlišovat	distinguere	rozlišovat	V;NFIN	V;IPFV;POS;NFIN
campionessa	šampion	campione	šampion	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
campionessa	šampión	campione	šampión	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
monarchia	monarchie	monarchia	monarchie	N;FEM;SG	N;NOM;FEM;SG;POS
adolfo	adolphus	adolfo	adolphus	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
installazione	instalace	installazione	instalace	N;FEM;SG	N;NOM;FEM;SG;POS
installazione	montáž	installazione	montáž	N;FEM;SG	N;NOM;FEM;SG;POS
installazione	instalace	installazione	instalace	N;FEM;SG	N;NOM;FEM;SG;POS
installazione	instalace	installazione	instalace	N;FEM;SG	N;NOM;FEM;SG;POS
spin	spin	spino	spin	N;MASC	N;INAN;NOM;MASC;SG;POS
violoncello	čelo	violoncello	čelo	N;MASC;SG	N;NOM;NEUT;SG;POS
violoncello	cello	violoncello	celý	N;MASC;SG	N;NOM;NEUT;SG;POS
collaboratori	spolupracovníky	collaboratore	spolupracovník	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
collaboratori	kolegy	collaboratore	kolega	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
collaboratori	spolupracovníci	collaboratore	spolupracovník	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
collaboratori	kolegové	collaboratore	kolega	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
collaboratori	kolaboranty	collaboratore	kolaborant	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
collaboratori	spolupracovníci	collaboratore	spolupracovník	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
collaboratori	přispěvatelé	collaboratore	přispěvatel	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
esposti	vykazovali	esporre	vykazovat	V;MASC;PL;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
leon	leona	leon	leon	N;SG	N;NOM;FEM;SG;POS
colli	krky	collo	krk	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
colli	kopců	collo	kopec	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
colli	kopce	collo	kopec	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
alessandra	alexandra	alessandra	alexandra	N;FEM;SG	N;NOM;FEM;SG;POS
abiti	šatů	abito	šat	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
abiti	šaty	abito	šat	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
abiti	šaty	abito	šat	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
abiti	oděvy	abito	oděv	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
assi	náprav	assi	náprava	N;MASC;PL	N;NOM;FEM;PL;POS
assi	nápravy	assi	náprava	N;MASC;PL	N;NOM;FEM;PL;POS
assi	osy	assi	osa	N;MASC;PL	N;NOM;FEM;PL;POS
ostilità	nepřátelství	ostilità	nepřátelství	N;FEM	N;NOM;NEUT;SG;POS
rodríguez	rodriguez	rodríguez	rodriguez	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
hop	hop	hop	hop	N;MASC	N;INAN;NOM;MASC;SG;POS
cristoforo	cristoforo	cristoforo	cristoforo	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
cristoforo	christopher	cristoforo	christopher	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
ernest	arnošt	ernest	arnošt	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
severo	závažná	severo	závažný	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
severo	vážné	severo	vážný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
governi	vlád	governo	vláda	N;MASC;PL	N;GEN;FEM;PL;POS
governi	vlády	governo	vláda	N;MASC;PL	N;NOM;FEM;PL;POS
governi	vládám	governo	vláda	N;MASC;PL	N;DAT;FEM;PL;POS
esistere	existují	esistere	existovat	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
comandanti	velitelé	comandante	velitel	N;PL	N;ANIM;NOM;MASC;PL;POS
pallone	balónek	pallone	balónek	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
pallone	balón	pallone	balón	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
pallone	balon	pallone	balon	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
pallone	míč	pallone	míč	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
pallone	míček	pallone	míček	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
pallone	ples	pallone	ples	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
recitato	recitoval	recitare	recitovat	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
adatta	vhodný	adattare	vhodný	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
adatta	vhodná	adattare	vhodný	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
adatta	vhodné	adattare	vhodný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
cristallo	krystal	cristallo	krystat	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
vercelli	vercelli	vercello	vercell	N;FEM;SG	N;NOM;FEM;SG;POS
secco	sucho	secco	sucho	N;MASC;SG	N;NOM;NEUT;SG;POS
annibale	hannibal	annibale	hannibal	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
crollo	zhroucení	crollo	zhroucení	N;MASC;SG	N;NOM;NEUT;SG;POS
crollo	kolaps	crollo	kolaps	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
body	tělo	body	tělo	N	N;NOM;NEUT;SG;POS
combatté	bojoval	combatté	bojovat	V;IND;SG;3;PST;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
affetto	náklonnost	affetto	náklonnost	N;MASC;SG	N;NOM;FEM;SG;POS
affetto	cit	affetto	cit	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
amanda	amanda	amanda	amanda	N;FEM;SG	N;NOM;FEM;SG;POS
picco	vrcholu	picco	vrchol	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
picco	vrchol	picco	vrchol	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
negozi	prodejny	negozio	prodejna	N;MASC;PL	N;NOM;FEM;PL;POS
negozi	obchody	negozio	obchod	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
ignazio	ignác	ignazio	ignác	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
ignazio	ignazio	ignazio	ignazio	N;MASC;SG	N;NOM;MASC;SG;POS
ronald	ronalda	ronald	ronaldo	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
retro	retro	retro	retro	N;MASC;SG	N;NOM;MASC;SG;POS
naso	nos	naso	nos	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
pastorale	pastorální	pastorale	pastorální	ADJ;SG	ADJ;NOM;MASC;SG;POS
peste	mor	peste	mor	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
peste	moru	peste	mor	N;FEM;SG	N;INAN;DAT;MASC;SG;POS
ghost	přízrak	ghost	přízrak	N	N;INAN;NOM;MASC;SG;POS
ghost	duch	ghost	duch	N	N;ANIM;NOM;MASC;SG;POS
ghost	duchu	ghost	duch	N	N;ANIM;DAT;MASC;SG;POS
ghost	strašidlo	ghost	strašidlo	N	N;NOM;NEUT;SG;POS
harvey	harveyho	harvey	harvey	N;MASC;SG	N;ANIM;GEN;MASC;SG;POS
pausa	zlom	pausa	zlom	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
pausa	pauza	pausa	pauza	N;FEM;SG	N;NOM;FEM;SG;POS
pausa	přestávka	pausa	přestávka	N;FEM;SG	N;NOM;FEM;SG;POS
pausa	pauza	pausa	pauza	N;FEM;SG	N;NOM;FEM;SG;POS
razze	dostihy	razza	dostih	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
razze	závody	razza	závod	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
razze	rasy	razza	rasa	N;FEM;PL	N;NOM;FEM;PL;POS
razze	plemen	razza	plemen	N;FEM;PL	N;GEN;FEM;PL;POS
know	know	know	know	N	N;FEM;SG;POS
formando	tvoří	formare	tvořit	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
hunt	hon	hunt	hon	N	N;INAN;NOM;MASC;SG;POS
hunt	lov	hunt	lov	N	N;INAN;NOM;MASC;SG;POS
hunt	lovu	hunt	lov	N	N;INAN;DAT;MASC;SG;POS
coloni	kolonistů	colono	kolonista	N;MASC;PL	N;ANIM;GEN;MASC;PL;POS
coloni	osadníci	colono	osadník	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
testimone	svědek	testimone	svědek	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
testimone	svědka	testimone	svědek	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
testimone	svědkyně	testimone	svědkyně	N;MASC;SG	N;NOM;FEM;SG;POS
mercati	trhy	mercato	trh	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
lontana	vzdálený	lontano	vzdálený	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
lontana	vzdálená	lontano	vzdálený	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
lontana	vzdálené	lontano	vzdálený	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
sfruttare	využít	sfruttare	využít	V;NFIN	V;POS;NFIN
tele	plátna	tela	plátno	N;FEM;PL	N;NOM;NEUT;PL;POS
palmer	palmera	palmer	palmera	N	N;ANIM;ACC;MASC;SG;POS
scrivi	psát	scrivere	psát	V;IMP;SG;2;PRS;FIN	V;POS;NFIN
scrivi	napsat	scrivere	napsat	V;IMP;SG;2;PRS;FIN	V;POS;NFIN
reed	reeda	reed	reeda	N;MASC	N;ANIM;ACC;MASC;SG;POS
emily	emily	emily	emil	N;FEM	N;NOM;FEM;SG;POS
napoletana	neapolské	napoletana	neapolský	ADJ;FEM;SG	ADJ;NOM;MASC;SG;NEG
acquisito	získal	acquisire	získat	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
rivalità	rivalita	rivalità	rivalita	N;FEM	N;NOM;FEM;SG;POS
rivalità	soupeření	rivalità	soupeření	N;FEM	N;NOM;NEUT;SG;POS
rivalità	rivalita	rivalità	rivalita	N;FEM	N;NOM;FEM;SG;POS
provoca	provokuje	provocare	provokovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
sequel	pokračování	sequel	pokračování	N;MASC	N;NOM;NEUT;SG;POS
pellicole	filmy	pellicolo	film	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
reality	skutečnost	reality	skutečnost	N;MASC	N;NOM;FEM;SG;POS
reality	reality	reality	realita	N;MASC	N;NOM;FEM;PL;POS
reality	realita	reality	realita	N;MASC	N;NOM;FEM;SG;POS
transizione	přechod	transizione	přechod	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
cardinali	kardinálové	cardinale	kardinál	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
cantato	zpíval	cantare	zpívat	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
freccia	šíp	freccia	šíp	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
freccia	šipku	freccia	šipka	N;FEM;SG	N;ACC;FEM;SG;POS
freccia	šipka	freccia	šipka	N;FEM;SG	N;NOM;FEM;SG;POS
stellare	hvězdný	stellare	hvězdný	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
stellare	hvězdná	stellare	hvězdný	ADJ;SG	ADJ;NOM;FEM;SG;POS
protocollo	protokolu	protocollo	protokol	N;MASC;SG	N;INAN;DAT;MASC;SG;POS
protocollo	protokol	protocollo	protokol	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
folla	dav	folla	dav	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
folla	dav	folla	dav	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
folla	zástup	folla	zástup	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
folla	davu	folla	dav	N;FEM;SG	N;INAN;GEN;MASC;SG;POS
concorrente	účastník	concorrente	účastník	N;SG	N;ANIM;NOM;MASC;SG;POS
concorrente	konkurent	concorrente	konkurent	N;SG	N;ANIM;NOM;MASC;SG;POS
libia	libyi	libia	libye	N;FEM;SG	N;DAT;FEM;SG;POS
josh	joshe	josh	joshě	N	N;ANIM;ACC;MASC;SG;POS
ribellione	vzpoura	ribellione	vzpoura	N;FEM;SG	N;NOM;FEM;SG;POS
ribellione	povstání	ribellione	povstání	N;FEM;SG	N;NOM;NEUT;SG;POS
raro	vzácný	raro	vzácný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
raro	vzácné	raro	vzácný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
raro	vzácná	raro	vzácný	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
dimostrazione	demo	dimostrazione	demo	N;FEM;SG	N;NOM;NEUT;SG;POS
dimostrazione	demonstrace	dimostrazione	demonstrace	N;FEM;SG	N;NOM;FEM;SG;POS
dimostrazione	ukázku	dimostrazione	ukázka	N;FEM;SG	N;ACC;FEM;SG;POS
dimostrazione	ukázka	dimostrazione	ukázka	N;FEM;SG	N;NOM;FEM;SG;POS
dimostrazione	předvedení	dimostrazione	předvedení	N;FEM;SG	N;NOM;NEUT;SG;POS
dimostrazione	prokazování	dimostrazione	prokazování	N;FEM;SG	N;NOM;NEUT;SG;POS
impressione	zobrazení	impressione	zobrazení	N;FEM;SG	N;NOM;NEUT;SG;POS
impressione	dojem	impressione	dojem	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
run	běh	run	běh	N	N;INAN;NOM;MASC;SG;POS
duchessa	vévodkyně	duchessa	vévodkyně	N;FEM;SG	N;NOM;FEM;SG;POS
cavo	kabel	cavo	kabela	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
carmelo	carmel	carmelo	carmel	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
separata	oddělit	separare	oddělit	V;FEM;SG;PST;V.PTCP	V;PFV;POS;NFIN
invita	pozvat	invitare	pozvat	V;IND;SG;3;PRS;FIN	V;POS;NFIN
omicidi	vražd	omicidio	vražda	N;MASC;PL	N;GEN;FEM;PL;POS
omicidi	vraždy	omicidio	vražda	N;MASC;PL	N;NOM;FEM;PL;POS
omicidi	vraždy	omicidio	vražda	N;MASC;PL	N;NOM;FEM;PL;POS
umbria	umbrie	umbria	umbrie	N;FEM;SG	N;NOM;FEM;SG;POS
atletico	sportovní	atletico	sportovní	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
holmes	holmes	holmes	holmes	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
holmes	holmese	holmes	holmes	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
diga	přehrada	diga	přehrada	N;FEM;SG	N;NOM;FEM;SG;POS
diga	dam	diga	dáma	N;FEM;SG	N;NOM;FEM;SG;POS
diga	hráz	diga	hráz	N;FEM;SG	N;NOM;FEM;SG;POS
diga	přehradu	diga	přehrada	N;FEM;SG	N;ACC;FEM;SG;POS
reato	zločin	reato	zločin	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
reato	zločin	reato	zločin	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
reato	kriminalita	reato	kriminalita	N;MASC;SG	N;NOM;FEM;SG;POS
continuamente	nepřetržitě	continuamente	nepřetržitě	ADV	ADV;NEG
continuamente	průběžně	continuamente	průběžně	ADV	ADV;POS
