che	那	che	那	DET	DET
air	航空	air	航空	N;MASC	N
air	空氣	air	空氣	N;MASC	N
criteri	標準	criterio	標準	N;MASC;PL	N
pianeta	行星	pianeta	行星	N;MASC;SG	N
pianeta	星球	pianeta	星球	N;MASC;SG	N
segno	簽名	segno	簽名	N;MASC;SG	N
edifici	建築	edificio	建築	N;MASC;PL	N
pianoforte	鋼琴	pianoforte	鋼琴	N;MASC;SG	N
acque	水域	acqua	水域	N;FEM;PL	N
maschi	男性	maschio	男性	N;MASC;PL	N
maschi	男性	maschio	男性	N;MASC;PL	N
maschi	男	maschio	男	N;MASC;PL	N
bella	很好	bello	很好	ADJ;FEM;SG	ADJ
argomento	題目	argomento	題目	N;MASC;SG	N
argomento	話題	argomento	話題	N;MASC;SG	N
argomento	專題	argomento	專題	N;MASC;SG	N
argomento	主題	argomento	主題	N;MASC;SG	N
argomento	論證	argomento	論證	N;MASC;SG	N
argomento	論據	argomento	論據	N;MASC;SG	N
argomento	論點	argomento	論點	N;MASC;SG	N
time	時光	time	時光	N	N
time	時間	time	時間	N	N
legno	木質	legno	木質	N;MASC;SG	N
legno	木	legno	木	N;MASC;SG	N
legno	木	legno	木	N;MASC;SG	N
legno	木材	legno	木材	N;MASC;SG	N
legno	木頭	legno	木頭	N;MASC;SG	N
legno	木材	legno	木材	N;MASC;SG	N
altare	祭壇	altare	祭壇	N;MASC;SG	N
altare	壇	altare	壇	N;MASC;SG	N
guest	賓	guest	賓	N	N
guest	來賓	guest	來賓	N	N
guest	客人	guest	客人	N	N
storie	故事	storia	故事	N;FEM;PL	N
storie	動態	storia	動態	N;FEM;PL	N
terminata	完成	terminare	完成	V;FEM;SG;PST;V.PTCP	V
ospedale	醫院	ospedale	醫院	N;MASC;SG	N
bordo	邊緣	bordo	邊緣	N;MASC;SG	N
funzioni	功能	funzione	功能	N;FEM;PL	N
funzioni	職能	funzione	職能	N;FEM;PL	N
funzioni	函數	funzione	函數	N;FEM;PL	N
funzioni	函數	funzione	函數	N;FEM;PL	N
metodo	方法	metodo	方法	N;MASC;SG	N
metodo	辦法	metodo	辦法	N;MASC;SG	N
metodo	方式	metodo	方式	N;MASC;SG	N
strutture	結構	struttura	結構	N;FEM;PL	N
trono	王座	trono	王座	N;MASC;SG	N
trono	王位	trono	王位	N;MASC;SG	N
trono	寶座	trono	寶座	N;MASC;SG	N
red	紅	red	紅	N	N
red	紅色	red	紅色	N	N
religione	宗教	religione	宗教	N;FEM;SG	N
religione	宗教	religione	宗教	N;FEM;SG	N
vecchia	舊	vecchio	舊	ADJ;FEM;SG	ADJ
incarico	任務	incarico	任務	N;MASC;SG	N
arma	武器	arma	武器	N;FEM;SG	N
arma	兵器	arma	兵器	N;FEM;SG	N
conseguenza	後果	conseguenza	後果	N;FEM;SG	N
ufficialmente	正式	ufficialmente	正式	ADV	ADV
trasporto	運輸	trasporto	運輸	N;MASC;SG	N
trasporto	交通	trasporto	交通	N;MASC;SG	N
trasporto	運輸	trasporto	運輸	N;MASC;SG	N
trasporto	交通	trasporto	交通	N;MASC;SG	N
scene	場景	scena	場景	N;FEM;PL	N
scene	場景	scena	場景	N;FEM;PL	N
scene	現場	scena	現場	N;FEM;PL	N
life	生命	life	生命	N	N
life	人生	life	人生	N	N
royal	皇家	royal	皇家	N;MASC	N
royal	皇室	royal	皇室	N;MASC	N
aiutare	幫助	aiutare	幫助	V;NFIN	V
aiutare	幫忙	aiutare	幫忙	V;NFIN	V
signore	先生	signore	先生	N;MASC;PL	N
monastero	寺院	monastero	寺院	N;MASC;SG	N
lascia	休假	lasciare	休假	V;IND;SG;2;PRS;FIN	V
lascia	離開	lasciare	離開	V;IND;SG;2;PRS;FIN	V
white	白	white	白	N	N
white	白色	white	白色	N	N
tipi	類型	tipo	類型	N;MASC;PL	N
territori	領土	territorio	領土	N;MASC;PL	N
gioca	玩	giocare	玩	V;IND;SG;3;PRS;FIN	V
gioca	播放	giocare	播放	V;IND;SG;3;PRS;FIN	V
amministratore	署長	amministratore	署長	N;MASC;SG	N
orbita	軌道	orbita	軌道	N;FEM;SG	N
letto	床	letto	床	N;MASC;SG	N
letto	床上	letto	床上	N;MASC;SG	N
disposizione	版面	disposizione	版面	N;FEM;SG	N
disposizione	佈局	disposizione	佈局	N;FEM;SG	N
disposizione	處	disposizione	處	N;FEM;SG	N
leone	獅	leone	獅	N;MASC;SG	N
leone	獅子	leone	獅子	N;MASC;SG	N
leone	獅子	leone	獅子	N;MASC;SG	N
ala	翼	ala	翼	N;FEM;SG	N
genitori	育兒	genitore	育兒	N;MASC;PL	N
genitori	父母	genitore	父母	N;MASC;PL	N
genitori	父母	genitore	父母	N;MASC;PL	N
genitori	家長	genitore	家長	N;MASC;PL	N
genitori	家長	genitore	家長	N;MASC;PL	N
genitori	父母	genitore	父母	N;MASC;PL	N
simbolo	符號	simbolo	符號	N;MASC;SG	N
ingegnere	工程	ingegnere	工程	N;MASC;SG	N
luna	月球	luna	月球	N;FEM;SG	N
luna	月亮	luna	月亮	N;FEM;SG	N
luna	月	luna	月	N;FEM;SG	N
stemma	國徽	stemma	國徽	N;MASC;SG	N
leggi	閱讀	legge	閱讀	N;FEM;PL	N
leggi	法律	legge	法律	N;FEM;PL	N
spirito	精神	spirito	精神	N;MASC;SG	N
soluzione	溶液	soluzione	溶液	N;FEM;SG	N
statistiche	統計	statistica	統計	N;FEM;PL	N
computer	電腦	computer	電腦	N;MASC	N
computer	電子	computer	電子	N;MASC	N
computer	電腦	computer	電腦	N;MASC	N
scheda	標籤	scheda	標籤	N;FEM;SG	N
morti	死	morto	死	N;MASC;PL	N
settimane	星期	settimana	星期	N;FEM;PL	N
settimane	週數	settimana	週數	N;FEM;PL	N
filosofo	哲學	filosofo	哲學	N;MASC;SG	N
danni	損壞	danno	損壞	N;MASC;PL	N
danni	損害	danno	損害	N;MASC;PL	N
danni	損傷	danno	損傷	N;MASC;PL	N
danni	損壞	danno	損壞	N;MASC;PL	N
danni	損害	danno	損害	N;MASC;PL	N
chitarrista	吉他	chitarrista	吉他	N;SG	N
azioni	行動	azione	行動	N;FEM;PL	N
utilizzare	利用	utilizzare	利用	V;NFIN	V
utilizzare	使用	utilizzare	使用	V;NFIN	V
numeri	數字	numero	數字	N;MASC;PL	N
ferro	鋼鐵	ferro	鋼鐵	N;MASC;SG	N
protetta	保護	proteggere	保護	V;FEM;SG;PST;V.PTCP	V
traccia	曲目	traccia	曲目	N;FEM;SG	N
traccia	軌道	traccia	軌道	N;FEM;SG	N
traccia	軌跡	traccia	軌跡	N;FEM;SG	N
messaggio	留言	messaggio	留言	N;MASC;SG	N
messaggio	訊息	messaggio	訊息	N;MASC;SG	N
messaggio	信件	messaggio	信件	N;MASC;SG	N
categorie	類別	categoria	類別	N;FEM;PL	N
geografia	地理	geografia	地理	N;FEM;SG	N
geografia	地理	geografia	地理	N;FEM;SG	N
geografia	地域	geografia	地域	N;FEM;SG	N
geografia	地理	geografia	地理	N;FEM;SG	N
latitudine	緯度	latitudine	緯度	N;FEM;SG	N
division	組織	division	組織	N;FEM	N
strumento	儀器	strumento	儀器	N;MASC;SG	N
strumento	樂器	strumento	樂器	N;MASC;SG	N
strumento	文書	strumento	文書	N;MASC;SG	N
strumento	工具	strumento	工具	N;MASC;SG	N
leggere	讀	leggere	讀	V;NFIN	V
leggere	讀取	leggere	讀取	V;NFIN	V
leggere	讀取	leggere	讀取	V;NFIN	V
leggere	讀	leggere	讀	V;NFIN	V
ipotesi	假設	ipotesi	假設	N;FEM	N
ipotesi	假說	ipotesi	假說	N;FEM	N
ipotesi	假設	ipotesi	假設	N;FEM	N
ipotesi	假說	ipotesi	假說	N;FEM	N
influenza	流感	influenza	流感	N;FEM;SG	N
influenza	流感	influenza	流感	N;FEM;SG	N
modalità	模式	modalità	模式	N;FEM	N
modalità	模式	modalità	模式	N;FEM	N
organo	器官	organo	器官	N;MASC;SG	N
organo	風琴	organo	風琴	N;MASC;SG	N
giallo	黃色	giallo	黃色	N;MASC;SG	N
leader	領袖	leader	領袖	N	N
mura	牆壁	muro	牆壁	N;FEM;PL	N
mura	城牆	muro	城牆	N;FEM;PL	N
mura	牆	muro	牆	N;FEM;PL	N
scienze	科學	scienza	科學	N;FEM;PL	N
celebre	著名	celebre	著名	ADJ;SG	ADJ
etichetta	標籤	etichetta	標籤	N;FEM;SG	N
coda	佇列	coda	佇列	N;FEM;SG	N
coda	尾巴	coda	尾巴	N;FEM;SG	N
coda	尾	coda	尾	N;FEM;SG	N
incidente	事變	incidente	事變	N;MASC;SG	N
incidente	事件	incidente	事件	N;MASC;SG	N
incidente	意外	incidente	意外	N;MASC;SG	N
incidente	事故	incidente	事故	N;MASC;SG	N
sostituito	取代	sostituire	取代	V;MASC;SG;PST;V.PTCP	V
metal	金屬	metal	金屬	N	N
basilica	聖殿	basilica	聖殿	N;FEM;SG	N
significato	含義	significato	含義	N;MASC;SG	N
femmine	女性	femmina	女性	N;FEM;PL	N
femmine	女	femmina	女	N;FEM;PL	N
femmine	女性	femmina	女性	N;FEM;PL	N
musicali	音樂	musicale	音樂	N;MASC;PL	N
musicali	音樂	musicale	音樂	N;MASC;PL	N
fede	信仰	fede	信仰	N;FEM;SG	N
fede	信心	fede	信心	N;FEM;SG	N
fede	信念	fede	信念	N;FEM;SG	N
prove	測試	prova	測試	N;FEM;PL	N
prove	測驗	prova	測驗	N;FEM;PL	N
prove	測試	prova	測試	N;FEM;PL	N
prove	測驗	prova	測驗	N;FEM;PL	N
prove	檢驗	prova	檢驗	N;FEM;PL	N
prove	試驗	prova	試驗	N;FEM;PL	N
prove	證據	prova	證據	N;FEM;PL	N
prove	彩排	prova	彩排	N;FEM;PL	N
prove	證據	prova	證據	N;FEM;PL	N
nemico	敵軍	nemico	敵軍	N;MASC;SG	N
nemico	敵方	nemico	敵方	N;MASC;SG	N
nemico	敵	nemico	敵	N;MASC;SG	N
nemico	敵人	nemico	敵人	N;MASC;SG	N
nemico	敵意	nemico	敵意	N;MASC;SG	N
nemico	敵視	nemico	敵視	N;MASC;SG	N
specialità	專長	specialità	專長	N;FEM	N
specialità	專科	specialità	專科	N;FEM	N
specialità	專長	specialità	專長	N;FEM	N
specialità	專長	specialità	專長	N;FEM	N
specialità	專業	specialità	專業	N;FEM	N
poteri	權力	potere	權力	N;MASC;PL	N
segretario	秘書	segretario	秘書	N;MASC;SG	N
istituzione	體制	istituzione	體制	N;FEM;SG	N
istituzione	機構	istituzione	機構	N;FEM;SG	N
decreto	法令	decreto	法令	N;MASC;SG	N
decreto	政令	decreto	政令	N;MASC;SG	N
strade	公路	strada	公路	N;FEM;PL	N
strade	道路	strada	道路	N;FEM;PL	N
strade	街道	strada	街道	N;FEM;PL	N
concetto	構想	concetto	構想	N;MASC;SG	N
concetto	概念	concetto	概念	N;MASC;SG	N
concetto	理念	concetto	理念	N;MASC;SG	N
edit	編輯	edit	編輯	N;MASC	N
gradi	學位	grado	學位	N;MASC;PL	N
gradi	度	grado	度	N;MASC;PL	N
lasciare	休假	lasciare	休假	V;NFIN	V
lasciare	離開	lasciare	離開	V;NFIN	V
rivoluzione	革命	rivoluzione	革命	N;FEM;SG	N
bill	法案	bill	法案	N	N
motori	馬達	motore	馬達	N;MASC;PL	N
motori	引擎	motore	引擎	N;MASC;PL	N
tiro	射擊	tiro	射擊	N;MASC;SG	N
tiro	槍擊	tiro	槍擊	N;MASC;SG	N
campioni	樣品	campione	樣品	N;MASC;PL	N
campioni	抽樣	campione	抽樣	N;MASC;PL	N
campioni	樣本	campione	樣本	N;MASC;PL	N
campioni	冠軍	campione	冠軍	N;MASC;PL	N
campioni	樣品	campione	樣品	N;MASC;PL	N
campioni	樣本	campione	樣本	N;MASC;PL	N
differenti	不同	differente	不同	ADJ;PL	ADJ
piante	植物	pianta	植物	N;FEM;PL	N
temperatura	氣溫	temperatura	氣溫	N;FEM;SG	N
temperatura	溫度	temperatura	溫度	N;FEM;SG	N
temperatura	體溫	temperatura	體溫	N;FEM;SG	N
inserire	插入	inserire	插入	V;NFIN	V
imprenditore	商人	imprenditore	商人	N;MASC;SG	N
vivere	生活	vivere	生活	V;NFIN	V
vivere	直播	vivere	直播	V;NFIN	V
perso	失	perdere	失	V;MASC;SG;PST;V.PTCP	V
perso	輸	perdere	輸	V;MASC;SG;PST;V.PTCP	V
perso	輸	perdere	輸	V;MASC;SG;PST;V.PTCP	V
perso	遺失	perdere	遺失	V;MASC;SG;PST;V.PTCP	V
perso	迷失	perdere	迷失	V;MASC;SG;PST;V.PTCP	V
scontro	衝突	scontro	衝突	N;MASC;SG	N
riprese	拍戲	riprendere	拍戲	N;FEM;PL	N
riprese	射擊	riprendere	射擊	N;FEM;PL	N
riprese	槍擊	riprendere	槍擊	N;FEM;PL	N
longitudine	經度	longitudine	經度	N;FEM;SG	N
solito	平時	solito	平時	N;MASC;SG	N
culto	邪教	culto	邪教	N;MASC;SG	N
guerre	戰爭	guerra	戰爭	N;FEM;PL	N
carta	紙	carta	紙	N;FEM;SG	N
carta	紙張	carta	紙張	N;FEM;SG	N
carta	論文	carta	論文	N;FEM;SG	N
fuga	越獄	fuga	越獄	N;FEM;SG	N
post	郵政	post	郵政	N	N
usata	使用	usare	使用	V;FEM;SG;PST;V.PTCP	V
macchina	機械	macchina	機械	N;FEM;SG	N
macchina	機	macchina	機	N;FEM;SG	N
macchina	機器	macchina	機器	N;FEM;SG	N
macchina	車	macchina	車	N;FEM;SG	N
macchina	汽車	macchina	汽車	N;FEM;SG	N
cavallo	馬	cavallo	馬	N;MASC;SG	N
cavallo	馬匹	cavallo	馬匹	N;MASC;SG	N
obiettivo	目標	obiettivo	目標	N;MASC;SG	N
obiettivo	目標	obiettivo	目標	N;MASC;SG	N
obiettivo	目標	obiettivo	目標	N;MASC;SG	N
ciclo	週期	ciclo	週期	N;MASC;SG	N
ciclo	迴圈	ciclo	迴圈	N;MASC;SG	N
internet	網路	internet	網路	N	N
internet	網際	internet	網際	N	N
contenuti	內容	contenuto	內容	N;MASC;PL	N
scuole	學校	scuola	學校	N;FEM;PL	N
reggimento	團	reggimento	團	N;MASC;SG	N
reggimento	兵團	reggimento	兵團	N;MASC;SG	N
difensore	後衛	difensore	後衛	N;MASC;SG	N
olio	油	olio	油	N;MASC;SG	N
olio	石油	olio	石油	N;MASC;SG	N
olio	機油	olio	機油	N;MASC;SG	N
olio	油	olio	油	N;MASC;SG	N
diverso	不同	diverso	不同	ADJ;MASC;SG	ADJ
privata	私人	privato	私人	ADJ;FEM;SG	ADJ
critico	批判	critico	批判	N;MASC;SG	N
critico	臨界	critico	臨界	N;MASC;SG	N
registrato	註冊	registrare	註冊	V;MASC;SG;PST;V.PTCP	V
dubbio	疑問	dubbio	疑問	N;MASC;SG	N
pensiero	思想	pensiero	思想	N;MASC;SG	N
pensiero	思維	pensiero	思維	N;MASC;SG	N
pensiero	思考	pensiero	思考	N;MASC;SG	N
commedia	喜劇	commedia	喜劇	N;FEM;SG	N
terre	土地	terra	土地	N;FEM;PL	N
terre	陸地	terra	陸地	N;FEM;PL	N
terre	土地	terra	土地	N;FEM;PL	N
principio	原則	principio	原則	N;MASC;SG	N
principio	原理	principio	原理	N;MASC;SG	N
test	測試	test	測試	N;MASC	N
test	試驗	test	試驗	N;MASC	N
test	測驗	test	測驗	N;MASC	N
test	測試	test	測試	N;MASC	N
test	測驗	test	測驗	N;MASC	N
test	測試	test	測試	N;MASC	N
test	測驗	test	測驗	N;MASC	N
test	檢驗	test	檢驗	N;MASC	N
test	試驗	test	試驗	N;MASC	N
valori	價值	valore	價值	N;MASC;PL	N
valori	價值	valore	價值	N;MASC;PL	N
valori	數值	valore	數值	N;MASC;PL	N
valori	值	valore	值	N;MASC;PL	N
dominio	網域	dominio	網域	N;MASC;SG	N
dominio	域	dominio	域	N;MASC;SG	N
mantenere	維持	mantenere	維持	V;NFIN	V
mantenere	維持	mantenere	維持	V;NFIN	V
brown	棕	brown	棕	N;MASC	N
brown	褐	brown	褐	N;MASC	N
brown	棕色	brown	棕色	N;MASC	N
conti	決算	conto	決算	N;MASC;PL	N
parlare	聊	parlare	聊	V;NFIN	V
elemento	元素	elemento	元素	N;MASC;SG	N
elemento	元件	elemento	元件	N;MASC;SG	N
elemento	要件	elemento	要件	N;MASC;SG	N
zero	零	zero	零	NUM	NUM
giocare	玩	giocare	玩	V;NFIN	V
giocare	播放	giocare	播放	V;NFIN	V
giocare	玩	giocare	玩	V;NFIN	V
giocare	播放	giocare	播放	V;NFIN	V
cittadini	市民	cittadino	市民	N;MASC;PL	N
cittadini	公民	cittadino	公民	N;MASC;PL	N
resta	留	restare	留	V;IND;SG;3;PRS;FIN	V
resta	留下	restare	留下	V;IND;SG;3;PRS;FIN	V
resta	留下	restare	留下	V;IND;SG;3;PRS;FIN	V
hall	廳	hall	廳	N;MASC	N
hall	大廳	hall	大廳	N;MASC	N
articoli	文章	articolo	文章	N;MASC;PL	N
nipote	外甥	nipote	外甥	N;SG	N
nipote	侄子	nipote	侄子	N;SG	N
nipote	外	nipote	外	N;SG	N
nipote	孫子	nipote	孫子	N;SG	N
nipote	外甥	nipote	外甥	N;SG	N
nipote	姪女	nipote	姪女	N;SG	N
nipote	孫子	nipote	孫子	N;SG	N
nipote	外孫	nipote	外孫	N;SG	N
magari	或	magari	或	ADV	ADV
magari	也	magari	也	ADV	ADV
title	標題	titla	標題	N;MASC;SG	N
php	php	php	php	N	N
dischi	碟片	disco	碟片	N;MASC;PL	N
dischi	碟	disco	碟	N;MASC;PL	N
dischi	磁碟	disco	磁碟	N;MASC;PL	N
dischi	磁碟	disco	磁碟	N;MASC;PL	N
statua	雕像	statua	雕像	N;FEM;SG	N
statua	雕塑	statua	雕塑	N;FEM;SG	N
statua	塑像	statua	塑像	N;FEM;SG	N
software	軟體	software	軟體	N;MASC	N
necessità	需求	necessità	需求	N;FEM	N
necessità	必要	necessità	必要	N;FEM	N
antichi	古老	antico	古老	ADJ;MASC;PL	ADJ
attacchi	襲擊	attacco	襲擊	N;MASC;PL	N
principessa	王妃	principessa	王妃	N;FEM;SG	N
principessa	公主	principessa	公主	N;FEM;SG	N
montagna	山	montagna	山	N;FEM;SG	N
montagna	山區	montagna	山區	N;FEM;SG	N
montagna	山地	montagna	山地	N;FEM;SG	N
montagna	山	montagna	山	N;FEM;SG	N
montagna	山脈	montagna	山脈	N;FEM;SG	N
montagna	山區	montagna	山區	N;FEM;SG	N
malattia	病	malattia	病	N;FEM;SG	N
malattia	疾病	malattia	疾病	N;FEM;SG	N
malattia	病	malattia	病	N;FEM;SG	N
malattia	疾病	malattia	疾病	N;FEM;SG	N
malattia	病	malattia	病	N;FEM;SG	N
malattia	疾病	malattia	疾病	N;FEM;SG	N
livelli	層層	livello	層層	N;MASC;PL	N
livelli	層	livello	層	N;MASC;PL	N
livelli	各層	livello	各層	N;MASC;PL	N
livelli	層次	livello	層次	N;MASC;PL	N
livelli	關卡	livello	關卡	N;MASC;PL	N
professore	教授	professore	教授	N;MASC;SG	N
verità	真理	verità	真理	N;FEM	N
verità	真理	verità	真理	N;FEM	N
verità	事實	verità	事實	N;FEM	N
verità	真相	verità	真相	N;FEM	N
denominazione	名字	denominazione	名字	N;FEM;SG	N
denominazione	名稱	denominazione	名稱	N;FEM;SG	N
denominazione	姓名	denominazione	姓名	N;FEM;SG	N
flotta	艦隊	flotta	艦隊	N;FEM;SG	N
flotta	船隊	flotta	船隊	N;FEM;SG	N
flotta	車隊	flotta	車隊	N;FEM;SG	N
comportamento	行為	comportamento	行為	N;MASC;SG	N
comportamento	行為	comportamento	行為	N;MASC;SG	N
corona	冠	corona	冠	N;FEM;SG	N
corona	皇冠	corona	皇冠	N;FEM;SG	N
corona	日冕	corona	日冕	N;FEM;SG	N
corona	冕	corona	冕	N;FEM;SG	N
costituzione	憲法	costituzione	憲法	N;FEM;SG	N
combattimento	打架	combattimento	打架	N;MASC;SG	N
combattimento	戰鬥	combattimento	戰鬥	N;MASC;SG	N
bisogno	需求	bisogno	需求	N;MASC;SG	N
copyright	版權	copyright	版權	N;MASC	N
parlamento	國會	parlamento	國會	N;MASC;SG	N
parlamento	議會	parlamento	議會	N;MASC;SG	N
caduta	墜落	cadere	墜落	V;FEM;SG;PST;V.PTCP	V
caduta	跌	cadere	跌	V;FEM;SG;PST;V.PTCP	V
visione	視覺	visione	視覺	N;FEM;SG	N
visione	願景	visione	願景	N;FEM;SG	N
visione	展望	visione	展望	N;FEM;SG	N
rivolta	起義	rivolta	起義	N;FEM;SG	N
rivolta	叛亂	rivolta	叛亂	N;FEM;SG	N
rivolta	起義	rivolta	起義	N;FEM;SG	N
rivolta	暴動	rivolta	暴動	N;FEM;SG	N
rivolta	暴亂	rivolta	暴亂	N;FEM;SG	N
sovrano	君主	sovrano	君主	N;MASC;SG	N
sovrano	主權	sovrano	主權	N;MASC;SG	N
dvd	dvd	dvd	dvd	N;MASC	N
dvd	dvd	dvd	dvd	N;MASC	N
consenso	共識	consenso	共識	N;MASC;SG	N
notizie	新聞	notizia	新聞	N;FEM;PL	N
concorso	競爭	concorso	競爭	N;MASC;SG	N
concorso	競賽	concorso	競賽	N;MASC;SG	N
concorso	比賽	concorso	比賽	N;MASC;SG	N
concorso	競賽	concorso	競賽	N;MASC;SG	N
figure	數字	figura	數字	N;FEM;PL	N
rischio	風險	rischio	風險	N;MASC;SG	N
monti	山	monte	山	N;MASC;PL	N
monti	山脈	monte	山脈	N;MASC;PL	N
monti	山區	monte	山區	N;MASC;PL	N
nazione	國家	nazione	國家	N;FEM;SG	N
primavera	春	primavera	春	N;FEM;SG	N
primavera	春秋	primavera	春秋	N;FEM;SG	N
primavera	春天	primavera	春天	N;FEM;SG	N
primavera	彈簧	primavera	彈簧	N;FEM;SG	N
primavera	春季	primavera	春季	N;FEM;SG	N
agente	官	agente	官	N;SG	N
agente	軍官	agente	軍官	N;SG	N
agente	特工	agente	特工	N;SG	N
nazionalità	國籍	nazionalità	國籍	N;FEM	N
nazionalità	民族	nazionalità	民族	N;FEM	N
college	學院	college	學院	N;MASC	N
college	書院	college	書院	N;MASC	N
college	大學	college	大學	N;MASC	N
indipendenza	獨立	indipendenza	獨立	N;FEM;SG	N
materiali	物料	materiale	物料	N;MASC;PL	N
materiali	材質	materiale	材質	N;MASC;PL	N
materiali	材料	materiale	材料	N;MASC;PL	N
materiali	物料	materiale	物料	N;MASC;PL	N
materiali	材料	materiale	材料	N;MASC;PL	N
banda	樂團	banda	樂團	N;FEM;SG	N
banda	樂隊	banda	樂隊	N;FEM;SG	N
commercio	商務	commercio	商務	N;MASC;SG	N
commercio	商業	commercio	商業	N;MASC;SG	N
commercio	貿易	commercio	貿易	N;MASC;SG	N
png	人	png	人	N	N
bianchi	白	bianco	白	N;MASC;PL	N
bianchi	白色	bianco	白色	N;MASC;PL	N
nove	九	nove	九	NUM	NUM
ali	翅膀	ala	翅膀	N;FEM;PL	N
ali	翼	ala	翼	N;FEM;PL	N
riserva	儲備	riserva	儲備	N;FEM;SG	N
ferrovia	鐵路	ferrovia	鐵路	N;FEM;SG	N
ferrovia	鐵道	ferrovia	鐵道	N;FEM;SG	N
ferrovia	鐵路	ferrovia	鐵路	N;FEM;SG	N
ferrovia	鐵路	ferrovia	鐵路	N;FEM;SG	N
ferrovia	鐵道	ferrovia	鐵道	N;FEM;SG	N
televisione	電視	televisione	電視	N;FEM;SG	N
televisione	電視	televisione	電視	N;FEM;SG	N
televisione	電視	televisione	電視	N;FEM;SG	N
sceneggiatura	劇本	sceneggiatura	劇本	N;FEM;SG	N
sceneggiatura	編劇	sceneggiatura	編劇	N;FEM;SG	N
sceneggiatura	電影	sceneggiatura	電影	N;FEM;SG	N
sceneggiatura	劇本	sceneggiatura	劇本	N;FEM;SG	N
fiori	花	fiore	花	N;MASC;PL	N
fiori	鮮花	fiore	鮮花	N;MASC;PL	N
fiori	花卉	fiore	花卉	N;MASC;PL	N
fiori	花兒	fiore	花兒	N;MASC;PL	N
fiori	花朵	fiore	花朵	N;MASC;PL	N
fiori	花	fiore	花	N;MASC;PL	N
fiori	花兒	fiore	花兒	N;MASC;PL	N
fiori	花朵	fiore	花朵	N;MASC;PL	N
vergine	處	vergine	處	N;FEM;SG	N
vergine	處	vergine	處	N;FEM;SG	N
spettacolo	奇觀	spettacolo	奇觀	N;MASC;SG	N
posizioni	職位	posizione	職位	N;FEM;PL	N
entrata	入場	entrata	入場	N;FEM;SG	N
entrata	入口	entrata	入口	N;FEM;SG	N
fanteria	步兵	fanteria	步兵	N;FEM;SG	N
ricorda	記住	ricordare	記住	V;IND;SG;2;PRS;FIN	V
costruire	建築	costruire	建築	V;NFIN	V
costruire	建	costruire	建	V;NFIN	V
costruire	建立	costruire	建立	V;NFIN	V
costruire	構造	costruire	構造	V;NFIN	V
costruire	建構	costruire	建構	V;NFIN	V
canto	歌聲	canto	歌聲	N;MASC;SG	N
canto	唱歌	canto	唱歌	N;MASC;SG	N
canto	歌唱	canto	歌唱	N;MASC;SG	N
canto	歌曲	canto	歌曲	N;MASC;SG	N
canto	首歌	canto	首歌	N;MASC;SG	N
canto	歌	canto	歌	N;MASC;SG	N
modifica	編輯	modifica	編輯	N;FEM;SG	N
marino	海事	marino	海事	N;MASC;SG	N
coro	合唱	coro	合唱	N;MASC;SG	N
coro	合唱	coro	合唱	N;MASC;SG	N
coro	合唱	coro	合唱	N;MASC;SG	N
frase	片語	frase	片語	N;FEM;SG	N
frase	句子	frase	句子	N;FEM;SG	N
frase	刑期	frase	刑期	N;FEM;SG	N
industria	工業	industria	工業	N;FEM;SG	N
industria	產業	industria	產業	N;FEM;SG	N
industria	行業	industria	行業	N;FEM;SG	N
industria	業界	industria	業界	N;FEM;SG	N
uccidere	殺	uccidere	殺	V;NFIN	V
uccidere	殺害	uccidere	殺害	V;NFIN	V
leggera	輕量	leggero	輕量	ADJ;FEM;SG	ADJ
comunicazione	通訊	comunicazione	通訊	N;FEM;SG	N
hockey	曲棍	hockey	曲棍	N;MASC	N
hockey	冰球	hockey	冰球	N;MASC	N
rugby	橄欖	rugby	橄欖	N;MASC	N
scrittrice	作家	scrittore	作家	N;FEM;SG	N
scrittrice	作者	scrittore	作者	N;FEM;SG	N
scrittrice	編劇	scrittore	編劇	N;FEM;SG	N
politici	政界	politico	政界	N;MASC;PL	N
politici	政客	politico	政客	N;MASC;PL	N
politici	政治	politico	政治	N;MASC;PL	N
politici	政客	politico	政客	N;MASC;PL	N
politici	政治	politico	政治	N;MASC;PL	N
vescovi	主教	vescovo	主教	N;MASC;PL	N
tribù	部族	tribù	部族	N;FEM	N
tribù	部落	tribù	部落	N;FEM	N
tribù	部族	tribù	部族	N;FEM	N
tribù	部落	tribù	部落	N;FEM	N
personalità	人格	personalità	人格	N;FEM	N
personalità	人格	personalità	人格	N;FEM	N
personalità	性格	personalità	性格	N;FEM	N
personalità	個性	personalità	個性	N;FEM	N
interpretazione	口譯	interpretazione	口譯	N;FEM;SG	N
definizione	定義	definizione	定義	N;FEM;SG	N
definizione	界	definizione	界	N;FEM;SG	N
definizione	定義	definizione	定義	N;FEM;SG	N
portale	門戶	portale	門戶	N;MASC;SG	N
province	省份	provincia	省份	N;FEM;PL	N
province	各省	provincia	各省	N;FEM;PL	N
province	各州	provincia	各州	N;FEM;PL	N
province	各縣	provincia	各縣	N;FEM;PL	N
legato	被	legare	被	V;MASC;SG;PST;V.PTCP	V;PASS
centri	中心	centro	中心	N;MASC;PL	N
assegnato	指派	assegnare	指派	V;MASC;SG;PST;V.PTCP	V
nemici	敵軍	nemico	敵軍	N;MASC;PL	N
nemici	敵方	nemico	敵方	N;MASC;PL	N
nemici	敵	nemico	敵	N;MASC;PL	N
