met	مع	met	مَعَ	ADP	ADP;ACC
kommersiële	التجاري	kommersieel	تِجَارِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
kommersiële	تجاري	kommersieel	تِجَارِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
kommersiële	تجارية	kommersieel	تِجَارِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
primêre	الابتدائي	primêr	اِبتِدَائِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
primêre	الابتدائية	primêr	اِبتِدَائِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
dam	السد	dam	سُدّ	N;SG	N;NOM;DEF;SG
dam	سد	dam	سَدّ	N;SG	N;NOM;INDF;SG
dam	سدا	dam	سُدّ	N;SG	N;ACC;INDF;SG
toekoms	مستقبل	toekoms	مُستَقبَل	N;SG	N;NOM;INDF;SG
toekoms	مستقبلا	toekoms	مُستَقبَل	N;SG	N;ACC;INDF;SG
toekoms	المستقبل	toekoms	مُستَقبَل	N;SG	N;NOM;DEF;SG
polisie	شرطة	polisie	شُرطَة	N;SG	N;NOM;INDF;SG
polisie	الشرطة	polisie	شُرطَة	N;SG	N;NOM;DEF;SG
geslag	جنس	geslag	جنس	N;SG	N;NOM;INDF;SG
geslag	الجنس	geslag	جِنس	N;SG	N;NOM;DEF;SG
graf	القبر	graf	قَبر	N;SG	N;NOM;DEF;SG
graf	قبر	graf	قَبر	N;SG	N;NOM;INDF;SG
besoekers	زوار	besoeker	زَارّ	N;PL	N;NOM;INDF;PL
besoekers	الزوار	besoeker	زَوَار	N;PL	N;NOM;DEF;PL
volwasse	ناضجة	volwasse	نَاضِج	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
volwasse	ناضج	volwasse	نَاضِج	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
kies	حدد	kies	حَدَّد	V;PRS	V;PFV;MASC;SG;3;ACT
kies	اختر	kies	آخِت	V;PRS	V;MASC;IMP;SG
duitsers	الالمان	duitser	أَلمَانِيّ	N;PL	N;NOM;DEF;PL
basiese	اساسيات	basies	أَسَاسِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;PL
basiese	اساسي	basies	أَسَاسِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
basiese	اساسية	basies	أَسَاسِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
basiese	الاساسية	basies	أَسَاسِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
broers	الاخوان	broers	أَخ	N;PL	N;NOM;DEF;PL
komponis	الملحن	komponis	مَلحَن	N;SG	N;NOM;DEF;SG
kunstenaar	فنان	kunstenaar	فَنّ	N;SG	N;NOM;INDF;SG
kunstenaar	الفنان	kunstenaar	فَنَّان	N;SG	N;NOM;DEF;SG
kunstenaar	فنانة	kunstenaar	فَنَّانَة	N;SG	N;NOM;INDF;SG
vermoë	القدرة	vermoë	قُدرَة	N;SG	N;NOM;DEF;SG
vermoë	قدرة	vermoë	قُدرَة	N;SG	N;NOM;INDF;SG
vermoë	القدره	vermoë	القدره	N;SG	N;NOM;DEF;SG
mond	فم	mond	فَمّ	N;SG	N;NOM;INDF;SG
mond	الفم	mond	فَمّ	N;SG	N;NOM;DEF;SG
gesondheid	الصحة	gesondheid	صِحَّة	N;SG	N;NOM;DEF;SG
gesondheid	صحة	gesondheid	صِحَّة	N;SG	N;NOM;INDF;SG
leerders	التلاميذ	leerder	تِلمِيذ	N;PL	N;NOM;DEF;PL
leerders	تلاميذ	leerder	تِلمِيذ	N;PL	N;NOM;INDF;PL
geskiedkundige	تاريخي	geskiedkundig	تَارِيخِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
geskiedkundige	تاريخية	geskiedkundig	تَارِيخِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
aktiwiteite	النشاطات	aktiwiteit	نَشَاط	N;PL	N;NOM;DEF;PL
aktiwiteite	انشطة	aktiwiteit	نَشَاط	N;PL	N;NOM;INDF;PL
aktiwiteite	احداث	aktiwiteit	حَدَث	N;PL	N;NOM;INDF;PL
aktiwiteite	الفعاليات	aktiwiteit	الفعاليات	N;PL	N;NOM;DEF;PL
aktiwiteite	المناسبات	aktiwiteit	مُنَاسَبَة	N;PL	N;NOM;DEF;PL
aktiwiteite	الاحداث	aktiwiteit	حَدَث	N;PL	N;NOM;DEF;PL
konflik	نزاع	konflik	نِزَاع	N;SG	N;NOM;INDF;SG
konflik	الصراع	konflik	صِرَاع	N;SG	N;NOM;DEF;SG
konflik	صراع	konflik	صِرَاع	N;SG	N;NOM;INDF;SG
konflik	النزاع	konflik	نِزَاع	N;SG	N;NOM;DEF;SG
gemeenskaplike	شائعة	gemeenskaplik	شَائِعَة	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
gemeenskaplike	شائع	gemeenskaplik	شَائِع	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
inkomste	الدخل	inkomste	دَخل	N;SG	N;NOM;DEF;SG
inkomste	ايراد	inkomste	إِيرَاد	N;SG	N;NOM;INDF;SG
ken	تعرف	ken	عَرَف	V;PRS	V;IPFV;FEM;IND;SG;3;FIN;PASS
ligte	خفيف	lig	خفيف	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
ligte	طفيفة	lig	طَفِيف	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
ligte	طفيف	lig	طَفِيف	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
erfenis	تراث	erfenis	تُرَاث	N;SG	N;NOM;INDF;SG
erfenis	التراث	erfenis	تُرَاث	N;SG	N;NOM;DEF;SG
bladsye	صفحات	bladsy	صَفحَة	N;PL	N;NOM;INDF;PL
bladsye	الصفحات	bladsy	صَفحَة	N;PL	N;NOM;DEF;PL
heelal	الكون	heelal	كَون	N;SG	N;NOM;DEF;SG
verdwyn	تختفي	verdwyn	اِختَفَى	V;PRS	V;IPFV;FEM;IND;SG;3;FIN;ACT
hoek	الزاوية	hoek	زَاوِيَة	N;SG	N;NOM;DEF;SG
hoek	زاوية	hoek	زَاوِيَة	N;SG	N;NOM;INDF;SG
hoek	بزاوية	hoek	بَزَاوِيّ	N;SG	N;NOM;INDF;SG
blomme	الزهور	blomm	زَهر	N;SG	N;NOM;DEF;SG
blomme	الازهار	blomm	اِزهَار	N;SG	N;NOM;DEF;SG
tuiste	المعيشة	tuiste	مَعِيشَة	N;SG	N;NOM;DEF;SG
tuiste	العيش	tuiste	عَيش	N;SG	N;NOM;DEF;SG
sport	رياضة	sport	رِيَاضَة	N;SG	N;NOM;INDF;SG
sport	الرياضة	sport	رِيَاضَة	N;SG	N;NOM;DEF;SG
sport	رياضة	sport	رِيَاضَة	N;SG	N;NOM;INDF;SG
sport	الرياضة	sport	رِيَاضَة	N;SG	N;NOM;DEF;SG
selfstandige	المستقل	selfstandig	مُستَقِلّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
selfstandige	مستقل	selfstandig	مُستَقِلّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
selfstandige	مستقلة	selfstandig	مُستَقِلّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
selfstandige	المستقلة	selfstandig	مُستَقِلّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
onderneming	المؤسسة	onderneming	مُؤَسَّسَة	N;SG	N;NOM;DEF;SG
tempel	المعبد	tempel	مَعبَد	N;SG	N;NOM;DEF;SG
tempel	معبد	tempel	معبد	N;SG	N;NOM;INDF;SG
twintig	عشرون	twintig	عِشرُون	NUM	NUM;NOM;INDF
twintig	عشرين	twintig	عِشرُون	NUM	NUM;NOM;INDF
literatuur	الادب	literatuur	أَدَب	N;SG	N;NOM;DEF;SG
saamgesmelt	ذاب	saamsmelt	ذَابّ	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
tabel	الجدول	tabel	جَدوَل	N;SG	N;NOM;DEF;SG
tabel	جدول	tabel	جَدوَل	N;SG	N;NOM;INDF;SG
tabel	الطاولة	tabel	طَاوِلَة	N;SG	N;NOM;DEF;SG
speler	مشغل	speler	مُشَغِّل	N;SG	N;NOM;INDF;SG
speler	اللاعب	speler	لَاعِب	N;SG	N;NOM;DEF;SG
speler	لاعب	speler	لَاعِب	N;SG	N;NOM;INDF;SG
kommunistiese	شيوعي	kommunisties	شُيُوعِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
prent	صورة	prent	صُورَة	N;SG	N;NOM;INDF;SG
prent	الصورة	prent	صُورَة	N;SG	N;NOM;DEF;SG
prent	صورة	prent	صُورَة	N;SG	N;NOM;INDF;SG
prent	الصورة	prent	صُورَة	N;SG	N;NOM;DEF;SG
prent	طبيعة	prent	طَبِيعَة	N;SG	N;NOM;INDF;SG
prent	الطبيعة	prent	طَبِيعَة	N;SG	N;NOM;DEF;SG
vraag	سؤال	vraag	سُؤَال	N;SG	N;NOM;INDF;SG
vraag	السؤال	vraag	سُؤَال	N;SG	N;NOM;DEF;SG
sterrebeeld	برج	sterrebeeld	بُرج	N;SG	N;NOM;INDF;SG
sterrebeeld	كوكبة	sterrebeeld	كُوكبَة	N;SG	N;NOM;INDF;SG
optrede	السلوك	optrede	سُلُوك	N;SG	N;NOM;DEF;SG
optrede	سلوك	optrede	سُلُوك	N;SG	N;NOM;INDF;SG
optrede	السلوك	optrede	سُلُوك	N;SG	N;NOM;DEF;SG
blad	صفحة	blad	صَفحَة	N;SG	N;NOM;INDF;SG
blad	الصفحة	blad	صَفحَة	N;SG	N;NOM;DEF;SG
letters	الرسائل	letters	رِسَالَة	N;PL	N;NOM;DEF;PL
letters	احرف	letters	احرف	N;PL	N;NOM;INDF;PL
letters	رسائل	letters	رِسَالَة	N;PL	N;NOM;INDF;PL
letters	حروف	letters	حَرف	N;PL	N;NOM;INDF;PL
letters	الحروف	letters	حَرف	N;PL	N;NOM;DEF;PL
reaksie	تفاعل	reaksie	تَفَاعُل	N;SG	N;NOM;INDF;SG
opvoedkundige	التعليمية	opvoedkundig	تَعلِيمِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
opvoedkundige	تعليمية	opvoedkundig	تَعلِيمِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
opvoedkundige	تربوية	opvoedkundig	تَربَوِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
vliegtuie	طائرات	vliegtuig	طَائِرَة	N;PL	N;NOM;INDF;PL
vliegtuie	الطائرات	vliegtuig	طَائِرَة	N;PL	N;NOM;DEF;PL
fokus	ركز	fokus	رَكَّز	V;PRS	V;PFV;MASC;SG;3;ACT
reëls	قواعد	reël	قَاعِدَة	N;PL	N;NOM;INDF;PL
reëls	القواعد	reël	قَاعِدَة	N;PL	N;NOM;DEF;PL
reëls	قوانين	reël	قَانُون	N;PL	N;NOM;INDF;PL
reëls	القوانين	reël	قَانُون	N;PL	N;NOM;DEF;PL
reëls	السطور	reël	سُطُور	N;PL	N;NOM;DEF;PL
reëls	الخطوط	reël	خَطّ	N;PL	N;NOM;DEF;PL
reëls	خطوط	reël	خَطّ	N;PL	N;NOM;INDF;PL
verduidelik	فسر	verduidelik	فَسَّر	V;PRS	V;PFV;MASC;SG;3;ACT
verduidelik	اشرح	verduidelik	أَشرَح	V;PRS	V;PFV;MASC;SG;3;ACT
teater	المسرح	teater	مَسرَح	N;SG	N;NOM;DEF;SG
teater	مسرح	teater	مَسرَح	N;SG	N;NOM;INDF;SG
teater	المسرح	teater	مَسرَح	N;SG	N;NOM;DEF;SG
teater	مسرح	teater	مَسرَح	N;SG	N;NOM;INDF;SG
ingestel	عالجت	instel	عَالَج	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
produk	المنتج	produk	مُنتَج	N;SG	N;NOM;DEF;SG
produk	منتج	produk	مُنتَج	N;SG	N;NOM;INDF;SG
gewig	الوزن	gewig	وَزن	N;SG	N;NOM;DEF;SG
gewig	وزن	gewig	وَزن	N;SG	N;NOM;INDF;SG
vallei	الوادي	vallei	وَادِي	N;SG	N;NOM;DEF;SG
enjin	المحرك	enjin	مُحَرَّك	N;SG	N;NOM;DEF;SG
enjin	محرك	enjin	مُحَرَّك	N;SG	N;NOM;INDF;SG
klank	الصوت	klank	صَوت	N;SG	N;NOM;DEF;SG
klank	صوت	klank	صَوت	N;SG	N;NOM;INDF;SG
bygedra	ساهمت	bydra	سَاهَم	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
bygedra	ساهم	bydra	سَاهَم	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
bygedra	اسهمت	bydra	أَسهَم	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
taak	المهمة	taak	مَهَمَّة	N;SG	N;NOM;DEF;SG
mere	البحيرات	baie	بُحَيرَة	N;PL	N;NOM;DEF;PL
ondersteuning	دعم	ondersteuning	دَعم	N;SG	N;NOM;INDF;SG
ondersteuning	الدعم	ondersteuning	دَعم	N;SG	N;NOM;DEF;SG
administrasie	الادارة	administrasie	إِدَارَة	N;SG	N;NOM;DEF;SG
minute	الدقائق	minute	دِقَاقَة	N;PL	N;NOM;DEF;PL
minute	دقائق	minute	دَقِيقَة	N;PL	N;NOM;INDF;PL
oprigting	البناء	oprigting	بِنَاء	N;SG	N;NOM;DEF;SG
oprigting	التشييد	oprigting	تَشيِيد	N;SG	N;NOM;DEF;SG
oprigting	تشييد	oprigting	تَشيِيد	N;SG	N;NOM;INDF;SG
oprigting	بناء	oprigting	بِنَاء	N;SG	N;ACC;INDF;SG
oprigting	الانشاء	oprigting	إِنشَاء	N;SG	N;NOM;DEF;SG
kandidaat	المرشحة	kandidaat	مُرَشَّحَة	N;SG	N;NOM;DEF;SG
kandidaat	مرشحة	kandidaat	مُرَشَّحَة	N;SG	N;NOM;INDF;SG
kandidaat	مرشح	kandidaat	مُرَشَّح	N;SG	N;NOM;INDF;SG
kandidaat	المرشح	kandidaat	مُرَشَّح	N;SG	N;NOM;DEF;SG
suksesvolle	ناجحة	suksesvol	نَاجِح	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
suksesvolle	الناجحة	suksesvol	نَاجِح	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
suksesvolle	ناجح	suksesvol	نَاجِح	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
toepassing	الطلب	toepassing	طَلَب	N;SG	N;NOM;DEF;SG
toepassing	تطبيق	toepassing	تَطبِيق	N;SG	N;NOM;INDF;SG
toepassing	التطبيق	toepassing	تَطبِيق	N;SG	N;NOM;DEF;SG
toepassing	تطبيق	toepassing	تَطبِيق	N;SG	N;NOM;INDF;SG
toepassing	التطبيق	toepassing	تَطبِيق	N;SG	N;NOM;DEF;SG
toegepas	طبقت	toepas	طَبَّق	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
toegepas	تطبق	toepas	طَبَّق	V;PST;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
eet	الاكل	eet	أَكل	N;SG	N;NOM;DEF;SG
straat	الشارع	straat	شَارِع	N;SG	N;NOM;DEF;SG
straat	شارع	straat	شَارِع	N;SG	N;NOM;INDF;SG
motors	السيارات	motors	سَيَّارَة	N;PL	N;NOM;DEF;PL
motors	سيارات	motors	سَيَّارَة	N;PL	N;NOM;INDF;PL
litause	الليتوانية	litaus	لُيتُوَانِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
maatskaplike	اجتماعية	maatskaplik	اِجتِمَاعِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
maatskaplike	الاجتماعية	maatskaplik	اِجتِمَاعِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
maatskaplike	الاجتماعي	maatskaplik	اِجتِمَاعِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
maatskaplike	اجتماعي	maatskaplik	اِجتِمَاعِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
kat	قطة	kat	قُطَّة	N;SG	N;NOM;INDF;SG
kat	القطة	kat	قُطَّة	N;SG	N;NOM;DEF;SG
hout	خشب	hout	خشب	N;SG	N;NOM;INDF;SG
hout	الخشب	hout	خَشَب	N;SG	N;NOM;DEF;SG
hout	الحطب	hout	حَطب	N;SG	N;NOM;DEF;SG
stroom	تغذية	stroom	تَغذِيَة	N;SG	N;NOM;INDF;SG
stroom	تيار	stroom	تَيَّار	N;SG	N;NOM;INDF;SG
dier	الحيوان	dier	حَيَان	N;SG	N;NOM;DEF;SG
dier	حيوان	dier	حيوان	N;SG	N;NOM;INDF;SG
wiskundige	رياضية	wiskundig	رِيَاضِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
vervaardiger	المنتج	vervaardiger	مُنتَج	N;SG	N;NOM;DEF;SG
vervaardiger	منتج	vervaardiger	مُنتَج	N;SG	N;NOM;INDF;SG
vervaardiger	الصانع	vervaardiger	صَانِع	N;SG	N;NOM;DEF;SG
vervaardiger	مصنع	vervaardiger	مَصنَع	N;SG	N;NOM;INDF;SG
vervaardiger	المصنع	vervaardiger	مَصنَع	N;SG	N;NOM;DEF;SG
wette	قوانين	wet	قَانُون	N;PL	N;NOM;INDF;PL
wette	القوانين	wet	قَانُون	N;PL	N;NOM;DEF;PL
kritiek	الحرجة	kritiek	حَرِج	N;SG	N;NOM;DEF;SG
kritiek	حرج	kritiek	حَرِج	N;SG	N;NOM;INDF;SG
letter	حرف	letter	حَرف	N;SG	N;NOM;INDF;SG
letter	رسالة	letter	رِسَالَة	N;SG	N;NOM;INDF;SG
deelstate	دول	deelstaat	دَولَة	N;PL	N;NOM;INDF;PL
deelstate	الولايات	deelstaat	وِلَايَة	N;PL	N;NOM;DEF;PL
deelstate	الدول	deelstaat	دَولَة	N;PL	N;NOM;DEF;PL
onderrig	تعليم	onderrig	تَعلِيم	N;SG	N;NOM;INDF;SG
onderrig	التربية	onderrig	تَربِيَة	N;SG	N;NOM;DEF;SG
onderrig	التعليم	onderrig	تَعلِيم	N;SG	N;NOM;DEF;SG
onderrig	تدريس	onderrig	تَدرِيس	N;SG	N;NOM;INDF;SG
voordeel	الميزة	voordeel	مِيزَة	N;SG	N;NOM;DEF;SG
voordeel	ميزة	voordeel	مِيزَة	N;SG	N;NOM;INDF;SG
voordeel	مزية	voordeel	مَزِيَّة	N;SG	N;NOM;INDF;SG
voordeel	الاستحقاق	voordeel	اِستِحقَاق	N;SG	N;NOM;DEF;SG
voordeel	استحقاق	voordeel	اِستِحقَاق	N;SG	N;NOM;INDF;SG
voordeel	منفعة	voordeel	منفعة	N;SG	N;NOM;INDF;SG
verskille	الخلافات	verskil	خِلَاف	N;PL	N;NOM;DEF;PL
verskille	الاختلافات	verskil	اِختِلَاف	N;PL	N;NOM;DEF;PL
verskille	الفروق	verskil	فَرق	N;PL	N;NOM;DEF;PL
verskille	فروق	verskil	فَرق	N;PL	N;NOM;INDF;PL
verskille	اختلافات	verskil	اِختِلَاف	N;PL	N;NOM;INDF;PL
gees	الروح	gees	رُوح	N;SG	N;NOM;DEF;SG
vriende	اصدقاء	vriend	صَدِيق	N;PL	N;NOM;INDF;PL
vriende	الاصدقاء	vriend	صَدِيق	N;PL	N;NOM;DEF;PL
les	l	les	l		
burgerlike	مدنية	burgerlik	مَدَنِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
burgerlike	المدنية	burgerlik	مَدَنِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
burgerlike	المدني	burgerlik	مَدَنِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
aanvalle	الهجمات	aanval	هَجمَة	N;PL	N;NOM;DEF;PL
aanvalle	اعتداءات	aanval	اِعتِدَاء	N;PL	N;NOM;INDF;PL
aanvalle	هجمات	aanval	هَجمَة	N;PL	N;NOM;INDF;PL
aanvalle	الاعتداءات	aanval	اِعتِدَاء	N;PL	N;NOM;DEF;PL
aangewend	طبقت	aanwend	طَبَّق	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
aangewend	تطبق	aanwend	طَبَّق	V;PST;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
maal	تكاثر	maal	تَكَاثُر	N;SG	N;NOM;INDF;SG
maal	الضرب	maal	ضَرب	N;SG	N;NOM;DEF;SG
onderteken	وقع	onderteken	وَقَع	V;PRS	V;PFV;MASC;SG;3;ACT
onderteken	توقع	onderteken	تَوَقَّع	V;PRS	V;MASC;IMP;SG
verbied	ينكر	verbied	أَنكَر	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
verbied	تنكر	verbied	أَنكَر	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
islamitiese	الاسلامي	islamities	إِسلَامِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
islamitiese	اسلامية	islamities	إِسلَامِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
islamitiese	الاسلامية	islamities	إِسلَامِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
islamitiese	اسلامي	islamities	إِسلَامِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
wysig	حرر	wysig	حَرَّر	V;PRS	V;PFV;MASC;SG;3;ACT
wysig	تعدل	wysig	عَدَّل	V;PRS	V;IPFV;FEM;IND;SG;3;FIN;ACT
oorloë	حروب	oorloë	حَرب	N;PL	N;NOM;INDF;PL
oorloë	الحروب	oorloë	حَرب	N;PL	N;NOM;DEF;PL
kanaal	قناة	kanaal	قَنَاة	N;SG	N;NOM;INDF;SG
kanaal	القناة	kanaal	قَنَاة	N;SG	N;NOM;DEF;SG
kanaal	قناة	kanaal	قَنَاة	N;SG	N;NOM;INDF;SG
kanaal	القناة	kanaal	قَنَاة	N;SG	N;NOM;DEF;SG
fisiese	جسدية	fisies	جَسَدِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
fisiese	المادية	fisies	مَادِّيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
dokumente	المستندات	dokument	مُستَنَد	N;PL	N;NOM;DEF;PL
dokumente	مستندات	dokument	مُستَنَد	N;PL	N;NOM;INDF;PL
veldtog	حملة	veldtog	حَملَة	N;SG	N;NOM;INDF;SG
veldtog	الحملة	veldtog	حَملَة	N;SG	N;NOM;DEF;SG
hare	الشعر	haar	شَعر	N;SG	N;NOM;DEF;SG
tekste	النصوص	teks	نَصّ	N;PL	N;NOM;DEF;PL
tekste	نصوص	teks	نَصّ	N;PL	N;NOM;INDF;PL
gehoor	جمهور	gehoor	جُمهُور	N;SG	N;NOM;INDF;SG
gehoor	الجمهور	gehoor	جُمهُور	N;SG	N;NOM;DEF;SG
gehoor	سماع	gehoor	سَمَاع	N;SG	N;NOM;INDF;SG
gehoor	السمع	gehoor	سَمعَة	N;SG	N;NOM;DEF;SG
toeriste	السياح	toeriste	سَائِح	N;PL	N;NOM;DEF;PL
bynaam	لقب	bynaam	لَقَب	N;SG	N;NOM;INDF;SG
planne	الخطط	plan	خُطَّة	N;PL	N;NOM;DEF;PL
joernalis	الصحفي	joernalis	صُحُفِيّ	N;SG	N;NOM;DEF;SG
werklikheid	واقع	werklikheid	وَاقِع	N;SG	N;NOM;INDF;SG
werklikheid	واقعا	werklikheid	وَاقِع	N;SG	N;ACC;INDF;SG
werklikheid	الواقع	werklikheid	وَاقِع	N;SG	N;NOM;DEF;SG
instituut	المعهد	instituut	مَعهَد	N;SG	N;NOM;DEF;SG
instituut	معهد	instituut	مَعهَد	N;SG	N;NOM;INDF;SG
direkte	مباشر	direk	مُبَاشِر	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
direkte	المباشر	direk	مُبَاشِر	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
vervaardiging	تصنيع	vervaardiging	تَصنِيع	N;SG	N;NOM;INDF;SG
vervaardiging	التصنيع	vervaardiging	تَصنِيع	N;SG	N;NOM;DEF;SG
turkse	التركي	turks	تُركِيّ	N;SG	N;NOM;DEF;SG
programme	الطلبات	program	طَلَب	N;PL	N;NOM;DEF;PL
programme	التطبيقات	program	تَطبِيق	N;PL	N;NOM;DEF;PL
programme	تطبيقات	program	تَطبِيق	N;PL	N;NOM;INDF;PL
programme	برامج	program	بَرنَامَج	N;PL	N;NOM;INDF;PL
programme	البرامج	program	بَرنَامَج	N;PL	N;NOM;DEF;PL
programme	عروض	program	عَرض	N;PL	N;NOM;INDF;PL
programme	العروض	program	عَرض	N;PL	N;NOM;DEF;PL
strand	شاطئ	strand	شَاطِئ	N;SG	N;NOM;INDF;SG
strand	شاطيء	strand	شَاطِيّ	N;SG	N;NOM;INDF;SG
strand	الشاطئ	strand	شَاطِئ	N;SG	N;NOM;DEF;SG
strand	الشاطيء	strand	شَاطِيء	N;SG	N;NOM;DEF;SG
bewyse	ادلة	bewys	دَلِيل	N;PL	N;NOM;INDF;PL
beskerming	الحماية	beskerming	حِمَايَة	N;SG	N;NOM;DEF;SG
beskerming	حماية	beskerming	حِمَايَة	N;SG	N;NOM;INDF;SG
nommer	عدد	nommer	عَدَد	N;SG	N;NOM;INDF;SG
nommer	العدد	nommer	عَدَد	N;SG	N;NOM;DEF;SG
nommer	الرقم	nommer	رَقم	N;SG	N;NOM;DEF;SG
nommer	رقم	nommer	رَقم	N;SG	N;NOM;INDF;SG
video	بالفيديو	video	بالفيديو	N;SG	N;NOM;DEF;SG
video	الفيديو	video	الفيديو	N;SG	N;NOM;DEF;SG
video	فيديو	video	فِيدِيُو	N;SG	N;NOM;INDF;SG
gebruiker	مستخدم	gebruiker	مُستَخدَم	N;SG	N;NOM;INDF;SG
gebruiker	المستخدم	gebruiker	مُستَخدَم	N;SG	N;NOM;DEF;SG
gebruiker	مستعمل	gebruiker	مُستَعمَل	N;SG	N;NOM;INDF;SG
voedsel	طعام	voedsel	طَعَام	N;SG	N;NOM;INDF;SG
voedsel	غذاء	voedsel	غِذَاء	N;SG	N;NOM;INDF;SG
voedsel	الطعام	voedsel	طَعَام	N;SG	N;NOM;DEF;SG
voedsel	الغذاء	voedsel	غِذَاء	N;SG	N;NOM;DEF;SG
passasiers	المسافرون	passasier	مُسَافِر	N;PL	N;NOM;DEF;PL
passasiers	مسافرين	passasier	مُسَافِر	N;PL	N;NOM;INDF;PL
passasiers	المسافرين	passasier	مُسَافِر	N;PL	N;NOM;DEF;PL
passasiers	الركاب	passasier	رَاكِب	N;PL	N;NOM;DEF;PL
passasiers	ركاب	passasier	رَاكِب	N;PL	N;NOM;INDF;PL
stap	خطوة	stap	خَطوَة	N;SG	N;NOM;INDF;SG
stap	الخطوة	stap	خَطوَة	N;SG	N;NOM;DEF;SG
leiers	القيادات	leier	قِيَادَة	N;PL	N;NOM;DEF;PL
leiers	قادة	leier	قَائِد	N;PL	N;NOM;INDF;PL
leiers	الزعماء	leier	زَعِيم	N;PL	N;NOM;DEF;PL
leiers	القادة	leier	قَائِد	N;PL	N;NOM;DEF;PL
leiers	زعماء	leier	زَعِيم	N;PL	N;NOM;INDF;PL
tuin	حديقة	tuin	حَدِيقَة	N;SG	N;NOM;INDF;SG
tuin	الحديقة	tuin	حَدِيقَة	N;SG	N;NOM;DEF;SG
toestande	الاحوال	toestande	حَال	N;PL	N;NOM;DEF;PL
toestande	ظروف	toestande	ظَرف	N;PL	N;NOM;INDF;PL
toestande	الظروف	toestande	ظَرف	N;PL	N;NOM;DEF;PL
toestande	الشروط	toestande	شَرط	N;PL	N;NOM;DEF;PL
toestande	شروط	toestande	شَرط	N;PL	N;NOM;INDF;PL
redelik	عدل	redelik	عدل		
spoed	السرعة	spoed	سُرعَة	N;SG	N;NOM;DEF;SG
spoed	سرعة	spoed	سُرعَة	N;SG	N;NOM;INDF;SG
verkiesings	الانتخابات	verkiesing	اِنتِخَاب	N;PL	N;NOM;DEF;PL
