категория	類別	категория	類別	N;INAN;NOM;FEM;SG	N
голос	嗓子	голос	嗓子	N;INAN;NOM;MASC;SG	N
голос	聲音	голос	聲音	N;INAN;NOM;MASC;SG	N
преподаватели	教師	преподаватель	教師	N;ANIM;NOM;MASC;PL	N
обучения	學	обучение	學	N;INAN;GEN;NEUT;SG	N
опыт	經驗	опыт	經驗	N;INAN;NOM;MASC;SG	N
опыт	體驗	опыт	體驗	N;INAN;NOM;MASC;SG	N
опыт	體驗	опыт	體驗	N;INAN;NOM;MASC;SG	N
опыт	經驗	опыт	經驗	N;INAN;NOM;MASC;SG	N
свет	光線	свет	光線	N;INAN;NOM;MASC;SG	N
свет	光	свет	光	N;INAN;NOM;MASC;SG	N
свет	燈光	свет	燈光	N;INAN;NOM;MASC;SG	N
свет	光明	свет	光明	N;INAN;NOM;MASC;SG	N
свет	燈	свет	燈	N;INAN;NOM;MASC;SG	N
свет	燈光	свет	燈光	N;INAN;NOM;MASC;SG	N
неделю	星期	неделя	星期	N;INAN;ACC;FEM;SG	N
неделю	週	неделя	週	N;INAN;ACC;FEM;SG	N
городах	城鎮	город	城鎮	N;INAN;ESS;MASC;PL	N
играть	玩	играть	玩	V;IPFV;NFIN;ACT	V
играть	播放	играть	播放	V;IPFV;NFIN;ACT	V
интерес	興趣	интерес	興趣	N;INAN;NOM;MASC;SG	N
интерес	利息	интерес	利息	N;INAN;NOM;MASC;SG	N
установлен	安裝	установить	安裝	V;PFV;MASC;SG;PST;V.PTCP;PASS	V
элементы	元素	элемент	元素	N;INAN;NOM;MASC;PL	N
элементы	要件	элемент	要件	N;INAN;NOM;MASC;PL	N
раунд	輪	раунд	輪	N;INAN;NOM;MASC;SG	N
транспорт	運輸	транспорт	運輸	N;INAN;NOM;MASC;SG	N
транспорт	交通	транспорт	交通	N;INAN;NOM;MASC;SG	N
транспорт	運輸	транспорт	運輸	N;INAN;NOM;MASC;SG	N
транспорт	交通	транспорт	交通	N;INAN;NOM;MASC;SG	N
премьера	首映	премьер	首映	N;ANIM;NOM;FEM;SG	N
премьера	總理	премьер	總理	N;ANIM;NOM;FEM;SG	N
выставка	展覽	выставка	展覽	N;INAN;NOM;FEM;SG	N
выставка	展品	выставка	展品	N;INAN;NOM;FEM;SG	N
выставка	展覽	выставка	展覽	N;INAN;NOM;FEM;SG	N
выставка	展	выставка	展	N;INAN;NOM;FEM;SG	N
выставка	展覽	выставка	展覽	N;INAN;NOM;FEM;SG	N
дни	日子	день	日子	N;INAN;NOM;MASC;PL	N
дни	天數	день	天數	N;INAN;NOM;MASC;PL	N
мнения	意見	мнение	意見	N;INAN;NOM;NEUT;PL	N
семей	家庭	семья	家庭	N;INAN;GEN;FEM;PL	N
портрет	畫像	портрет	畫像	N;INAN;NOM;MASC;SG	N
портрет	肖像	портрет	肖像	N;INAN;NOM;MASC;SG	N
цели	目標	цель	目標	N;INAN;NOM;FEM;PL	N
цели	目的	цель	目的	N;INAN;NOM;FEM;PL	N
цели	宗旨	цель	宗旨	N;INAN;NOM;FEM;PL	N
цели	目標	цель	目標	N;INAN;NOM;FEM;PL	N
цели	目標	цель	目標	N;INAN;NOM;FEM;PL	N
письмо	信	письмо	信	N;INAN;NOM;NEUT;SG	N
письмо	字母	письмо	字母	N;INAN;NOM;NEUT;SG	N
письмо	信函	письмо	信函	N;INAN;NOM;NEUT;SG	N
письмо	信件	письмо	信件	N;INAN;NOM;NEUT;SG	N
семь	七七	семь	七七	NUM;NOM	NUM
семь	七	семь	七	NUM;NOM	NUM
семь	七	семь	七	NUM;NOM	NUM
зал	健身	зал	健身	N;INAN;NOM;MASC;SG	N
зал	體育	зал	體育	N;INAN;NOM;MASC;SG	N
зал	廳	зал	廳	N;INAN;NOM;MASC;SG	N
зал	大廳	зал	大廳	N;INAN;NOM;MASC;SG	N
женат	已婚	женатый	已婚	N;ANIM;NOM;MASC;SG	N
академик	院士	академик	院士	N;ANIM;NOM;MASC;SG	N
тур	游	тур	游	N;INAN;NOM;MASC;SG	N
тур	導覽	тур	導覽	N;INAN;NOM;MASC;SG	N
тур	旅遊	тур	旅遊	N;INAN;NOM;MASC;SG	N
распространение	分銷	распространение	分銷	N;INAN;NOM;NEUT;SG	N
курс	課程	курс	課程	N;INAN;NOM;MASC;SG	N
битва	戰	битва	戰	N;INAN;NOM;FEM;SG	N
битва	戰役	битва	戰役	N;INAN;NOM;FEM;SG	N
битва	戰鬥	битва	戰鬥	N;INAN;NOM;FEM;SG	N
каталог	編目	каталог	編目	N;INAN;NOM;MASC;SG	N
оценки	評比	оценка	評比	N;INAN;NOM;FEM;PL	N
спорт	體育	спорт	體育	N;INAN;NOM;MASC;SG	N
спорт	運動	спорт	運動	N;INAN;NOM;MASC;SG	N
спорт	體育	спорт	體育	N;INAN;NOM;MASC;SG	N
спорт	運動	спорт	運動	N;INAN;NOM;MASC;SG	N
условия	術語	условие	術語	N;INAN;NOM;NEUT;PL	N
условия	條款	условие	條款	N;INAN;NOM;NEUT;PL	N
условия	條件	условие	條件	N;INAN;NOM;NEUT;PL	N
назначения	目	назначение	目	N;INAN;NOM;NEUT;PL	N
назначения	航點	назначение	航點	N;INAN;NOM;NEUT;PL	N
построена	建	строить	建	V;PFV;FEM;SG;PST;V.PTCP;PASS	V
самолёт	飛機	самолет	飛機	N;INAN;NOM;MASC;SG	N
самолёт	平面	самолет	平面	N;INAN;NOM;MASC;SG	N
самолёт	飛機	самолет	飛機	N;INAN;NOM;MASC;SG	N
самолёт	飛機	самолет	飛機	N;INAN;NOM;MASC;SG	N
привести	帶	привести	帶	V;PFV;NFIN;ACT	V
осенью	秋季	осень	秋季	N;INAN;INS;FEM;SG	N
осенью	秋天	осень	秋天	N;INAN;INS;FEM;SG	N
понял	理解	понять	理解	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
счет	帳號	счет	帳號	N;INAN;NOM;MASC;SG	N
счет	帳戶	счет	帳戶	N;INAN;NOM;MASC;SG	N
счет	分數	счет	分數	N;INAN;NOM;MASC;SG	N
счет	得分	счет	得分	N;INAN;NOM;MASC;SG	N
финал	決賽	финал	決賽	N;INAN;NOM;MASC;SG	N
количества	數量	количество	數量	N;INAN;GEN;NEUT;SG	N
фонд	基金	фонд	基金	N;INAN;NOM;MASC;SG	N
фонд	基金	фонд	基金	N;INAN;NOM;MASC;SG	N
установлены	安裝	установить	安裝	V;PFV;PL;PST;V.PTCP;PASS	V
академия	學院	академия	學院	N;INAN;NOM;FEM;SG	N
конфликт	衝突	конфликт	衝突	N;INAN;NOM;MASC;SG	N
аргументы	論證	аргумент	論證	N;INAN;NOM;MASC;PL	N
аргументы	參數	аргумент	參數	N;INAN;NOM;MASC;PL	N
аргументы	論點	аргумент	論點	N;INAN;NOM;MASC;PL	N
аргументы	論證	аргумент	論證	N;INAN;NOM;MASC;PL	N
аргументы	論據	аргумент	論據	N;INAN;NOM;MASC;PL	N
аргументы	論點	аргумент	論點	N;INAN;NOM;MASC;PL	N
крест	十字	крест	十字	N;INAN;NOM;MASC;SG	N
крест	十字	крест	十字	N;INAN;NOM;MASC;SG	N
крест	交叉	крест	交叉	N;INAN;NOM;MASC;SG	N
воду	水	вода	水	N;INAN;ACC;FEM;SG	N
ученики	學生	ученик	學生	N;ANIM;NOM;MASC;PL	N
ученики	門徒	ученик	門徒	N;ANIM;NOM;MASC;PL	N
марка	蓋章	марка	蓋章	N;INAN;NOM;FEM;SG	N
марка	郵票	марка	郵票	N;INAN;NOM;FEM;SG	N
марка	印章	марка	印章	N;INAN;NOM;FEM;SG	N
марка	標記	марка	標記	N;INAN;NOM;FEM;SG	N
требует	要求	требовать	要求	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
этап	階段	этап	階段	N;INAN;NOM;MASC;SG	N
этап	舞台	этап	舞台	N;INAN;NOM;MASC;SG	N
этап	階段	этап	階段	N;INAN;NOM;MASC;SG	N
символ	符號	символ	符號	N;INAN;NOM;MASC;SG	N
символ	字元	символ	字元	N;INAN;NOM;MASC;SG	N
символ	人物	символ	人物	N;INAN;NOM;MASC;SG	N
символ	角色	символ	角色	N;INAN;NOM;MASC;SG	N
символ	性格	символ	性格	N;INAN;NOM;MASC;SG	N
символ	品格	символ	品格	N;INAN;NOM;MASC;SG	N
определение	決心	определение	決心	N;INAN;NOM;NEUT;SG	N
определение	定義	определение	定義	N;INAN;NOM;NEUT;SG	N
определение	界	определение	界	N;INAN;NOM;NEUT;SG	N
определение	定義	определение	定義	N;INAN;NOM;NEUT;SG	N
сад	園	сад	園	N;INAN;NOM;MASC;SG	N
сад	園林	сад	園林	N;INAN;NOM;MASC;SG	N
сад	花園	сад	花園	N;INAN;NOM;MASC;SG	N
сад	園藝	сад	園藝	N;INAN;NOM;MASC;SG	N
соединения	人脈	соединение	人脈	N;INAN;NOM;NEUT;PL	N
батальона	營	батальон	營	N;INAN;GEN;MASC;SG	N
качества	素質	качество	素質	N;INAN;NOM;NEUT;PL	N
качества	品質	качество	品質	N;INAN;NOM;NEUT;PL	N
свободы	自由	свобода	自由	N;INAN;NOM;FEM;PL	N
гол	目標	гол	目標	N;INAN;NOM;MASC;SG	N
рек	河流	река	河流	N;INAN;GEN;FEM;PL	N
направление	方向	направление	方向	N;INAN;NOM;NEUT;SG	N
флот	海軍	флот	海軍	N;INAN;NOM;MASC;SG	N
флот	艦隊	флот	艦隊	N;INAN;NOM;MASC;SG	N
флот	船隊	флот	船隊	N;INAN;NOM;MASC;SG	N
флот	車隊	флот	車隊	N;INAN;NOM;MASC;SG	N
матчи	火柴	матч	火柴	N;INAN;NOM;MASC;PL	N
представитель	代表	представитель	代表	N;ANIM;NOM;MASC;SG	N
подготовки	培訓	подготовка	培訓	N;INAN;GEN;FEM;SG	N
отношений	關係	отношение	關係	N;INAN;GEN;NEUT;PL	N
проекты	項目	проект	項目	N;INAN;NOM;MASC;PL	N
показатель	指標	показатель	指標	N;INAN;NOM;MASC;SG	N
пара	夫妻	пара	夫妻	N;INAN;NOM;FEM;SG	N
пара	情侶	пара	情侶	N;INAN;NOM;FEM;SG	N
пара	夫婦	пара	夫婦	N;INAN;NOM;FEM;SG	N
требуется	需要	требоваться	需要	V;IPFV;IND;SG;3;PRS;FIN;MID	V
поражение	敗	поражение	敗	N;INAN;NOM;NEUT;SG	N
журналист	記者	журналист	記者	N;ANIM;NOM;MASC;SG	N
молодой	年輕	молодой	年輕	ADJ;NOM;MASC;SG	ADJ
сценарист	劇本	сценарист	劇本	N;ANIM;NOM;MASC;SG	N
сценарист	編劇	сценарист	編劇	N;ANIM;NOM;MASC;SG	N
сценарист	電影	сценарист	電影	N;ANIM;NOM;MASC;SG	N
сценарист	作家	сценарист	作家	N;ANIM;NOM;MASC;SG	N
сценарист	作者	сценарист	作者	N;ANIM;NOM;MASC;SG	N
сценарист	編劇	сценарист	編劇	N;ANIM;NOM;MASC;SG	N
сценарист	編劇	сценарист	編劇	N;ANIM;NOM;MASC;SG	N
принят	接受	принять	接受	V;PFV;MASC;SG;PST;V.PTCP;PASS	V
переехал	感動	переехать	感動	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
звезда	星星	звезда	星星	N;ANIM;NOM;FEM;SG	N
звезда	恆星	звезда	恆星	N;ANIM;NOM;FEM;SG	N
звезда	星	звезда	星	N;ANIM;NOM;FEM;SG	N
звезда	明星	звезда	明星	N;ANIM;NOM;FEM;SG	N
причиной	原因	причина	原因	N;INAN;INS;FEM;SG	N
растения	植物	растение	植物	N;INAN;NOM;NEUT;PL	N
растения	廠	растение	廠	N;INAN;NOM;NEUT;PL	N
растения	植物	растение	植物	N;INAN;NOM;NEUT;PL	N
растения	工廠	растение	工廠	N;INAN;NOM;NEUT;PL	N
формирования	成型	формирование	成型	N;INAN;NOM;NEUT;PL	N
формирования	編隊	формирование	編隊	N;INAN;NOM;NEUT;PL	N
чемпионов	冠軍	чемпион	冠軍	N;ANIM;GEN;MASC;PL	N
музыку	音樂	музыка	音樂	N;INAN;ACC;FEM;SG	N
говорить	聊	говорить	聊	V;IPFV;NFIN;ACT	V
причина	理由	причина	理由	N;INAN;NOM;FEM;SG	N
причина	理性	причина	理性	N;INAN;NOM;FEM;SG	N
причина	原因	причина	原因	N;INAN;NOM;FEM;SG	N
причина	原因	причина	原因	N;INAN;NOM;FEM;SG	N
персонаж	字元	персонаж	字元	N;ANIM;NOM;MASC;SG	N
персонаж	人物	персонаж	人物	N;ANIM;NOM;MASC;SG	N
персонаж	角色	персонаж	角色	N;ANIM;NOM;MASC;SG	N
персонаж	性格	персонаж	性格	N;ANIM;NOM;MASC;SG	N
персонаж	品格	персонаж	品格	N;ANIM;NOM;MASC;SG	N
героев	英雄	герой	英雄	N;ANIM;ACC;MASC;PL	N
епархия	教區	епархия	教區	N;INAN;NOM;FEM;SG	N
убит	被	убить	被	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PASS
политик	政客	политик	政客	N;ANIM;NOM;MASC;SG	N
политик	政治	политик	政治	N;ANIM;NOM;MASC;SG	N
свойства	屬性	свойство	屬性	N;INAN;NOM;NEUT;PL	N
доход	收益	доход	收益	N;INAN;NOM;MASC;SG	N
доход	稅	доход	稅	N;INAN;NOM;MASC;SG	N
доход	收入	доход	收入	N;INAN;NOM;MASC;SG	N
доход	收入	доход	收入	N;INAN;NOM;MASC;SG	N
проектов	項目	проект	項目	N;INAN;GEN;MASC;PL	N
корабли	船隻	корабль	船隻	N;INAN;NOM;MASC;PL	N
корабли	船舶	корабль	船舶	N;INAN;NOM;MASC;PL	N
царя	沙皇	царь	沙皇	N;ANIM;ACC;MASC;SG	N
договор	條約	договор	條約	N;INAN;NOM;MASC;SG	N
методы	方法	метод	方法	N;INAN;NOM;MASC;PL	N
методы	技術	метод	技術	N;INAN;NOM;MASC;PL	N
предложения	優惠	предложение	優惠	N;INAN;NOM;NEUT;PL	N
гора	山	гора	山	N;INAN;NOM;FEM;SG	N
гора	山區	гора	山區	N;INAN;NOM;FEM;SG	N
гора	山地	гора	山地	N;INAN;NOM;FEM;SG	N
гора	山	гора	山	N;INAN;NOM;FEM;SG	N
связанные	相關	связать	相關	V;PFV;NOM;PL;PST;V.PTCP;PASS	V
марки	郵票	марка	郵票	N;INAN;NOM;FEM;PL	N
определения	定義	определение	定義	N;INAN;NOM;NEUT;PL	N
округов	各區	округ	各區	N;INAN;GEN;MASC;PL	N
ворота	門	ворота	門	N;INAN;NOM;NEUT;PL	N
ворота	大門	ворота	大門	N;INAN;NOM;NEUT;PL	N
ворота	門戶	ворота	門戶	N;INAN;NOM;NEUT;PL	N
певица	歌手	певица	歌手	N;ANIM;NOM;FEM;SG	N
собрание	聚會	собрание	聚會	N;INAN;NOM;NEUT;SG	N
собрание	會議	собрание	會議	N;INAN;NOM;NEUT;SG	N
защитник	後衛	защитник	後衛	N;ANIM;NOM;MASC;SG	N
старый	舊	старый	舊	ADJ;NOM;MASC;SG	ADJ
студентов	學生	студент	學生	N;ANIM;GEN;MASC;PL	N
задачи	目標	задача	目標	N;INAN;NOM;FEM;PL	N
задачи	任務	задача	任務	N;INAN;NOM;FEM;PL	N
веб	網	веб	網	N;INAN;NOM;MASC;SG	N
веб	網路	веб	網路	N;INAN;NOM;MASC;SG	N
болезни	病	болезнь	病	N;INAN;NOM;FEM;PL	N
болезни	疾病	болезнь	疾病	N;INAN;NOM;FEM;PL	N
болезни	病	болезнь	病	N;INAN;NOM;FEM;PL	N
болезни	疾病	болезнь	疾病	N;INAN;NOM;FEM;PL	N
болезни	疾病	болезнь	疾病	N;INAN;NOM;FEM;PL	N
болезни	病	болезнь	病	N;INAN;NOM;FEM;PL	N
болезни	疾病	болезнь	疾病	N;INAN;NOM;FEM;PL	N
сторона	黨	сторона	黨	N;INAN;NOM;FEM;SG	N
сторона	政黨	сторона	政黨	N;INAN;NOM;FEM;SG	N
сторона	宴會	сторона	宴會	N;INAN;NOM;FEM;SG	N
сторона	聚會	сторона	聚會	N;INAN;NOM;FEM;SG	N
сторона	側	сторона	側	N;INAN;NOM;FEM;SG	N
тонн	噸	тонна	噸	N;INAN;GEN;FEM;PL	N
тонн	公噸	тонна	公噸	N;INAN;GEN;FEM;PL	N
тонн	噸	тонна	噸	N;INAN;GEN;FEM;PL	N
компаний	公司	компания	公司	N;INAN;GEN;FEM;PL	N
комплекса	大院	комплекс	大院	N;INAN;GEN;MASC;SG	N
подпись	標題	подпись	標題	N;INAN;NOM;FEM;SG	N
подпись	簽名	подпись	簽名	N;INAN;NOM;FEM;SG	N
подпись	簽名	подпись	簽名	N;INAN;NOM;FEM;SG	N
новости	新聞	новость	新聞	N;INAN;NOM;FEM;PL	N
портал	門戶	портать	門戶	N;INAN;NOM;MASC;SG	N
света	光線	свет	光線	N;INAN;GEN;MASC;SG	N
света	光	свет	光	N;INAN;GEN;MASC;SG	N
света	燈光	свет	燈光	N;INAN;GEN;MASC;SG	N
света	光明	свет	光明	N;INAN;GEN;MASC;SG	N
памятники	古蹟	памятник	古蹟	N;INAN;NOM;MASC;PL	N
нижняя	更低	нижний	更低	ADJ;NOM;FEM;SG	ADJ
нижняя	較低	нижний	較低	ADJ;NOM;FEM;SG	ADJ
зоны	區	зона	區	N;INAN;NOM;FEM;PL	N
зоны	區域	зона	區域	N;INAN;NOM;FEM;PL	N
сюжет	陰謀	сюжет	陰謀	N;INAN;NOM;MASC;SG	N
сюжет	劇情	сюжет	劇情	N;INAN;NOM;MASC;SG	N
хан	可汗	хан	可汗	N;ANIM;NOM;MASC;SG	N
хан	大汗	хан	大汗	N;ANIM;NOM;MASC;SG	N
хан	汗	хан	汗	N;ANIM;NOM;MASC;SG	N
пространство	太空	пространство	太空	N;INAN;NOM;NEUT;SG	N
пространство	空間	пространство	空間	N;INAN;NOM;NEUT;SG	N
поражения	敗	поражение	敗	N;INAN;NOM;NEUT;PL	N
битвы	戰役	битва	戰役	N;INAN;NOM;FEM;PL	N
восстание	起義	восстание	起義	N;INAN;NOM;NEUT;SG	N
восстание	叛亂	восстание	叛亂	N;INAN;NOM;NEUT;SG	N
восстание	起義	восстание	起義	N;INAN;NOM;NEUT;SG	N
восстание	叛亂	восстание	叛亂	N;INAN;NOM;NEUT;SG	N
восстание	叛逆	восстание	叛逆	N;INAN;NOM;NEUT;SG	N
наступление	攻勢	наступление	攻勢	N;INAN;NOM;NEUT;SG	N
успех	成功	успех	成功	N;INAN;NOM;MASC;SG	N
полиции	警方	полиция	警方	N;INAN;NOM;FEM;PL	N
полиции	警務	полиция	警務	N;INAN;NOM;FEM;PL	N
полиции	警察	полиция	警察	N;INAN;NOM;FEM;PL	N
физики	物理	физика	物理	N;ANIM;NOM;MASC;PL	N
физики	物理	физика	物理	N;ANIM;NOM;MASC;PL	N
цель	目標	цель	目標	N;INAN;NOM;FEM;SG	N
цель	目標	цель	目標	N;INAN;NOM;FEM;SG	N
цель	目標	цель	目標	N;INAN;NOM;FEM;SG	N
обучение	教書	обучение	教書	N;INAN;NOM;NEUT;SG	N
обучение	教學	обучение	教學	N;INAN;NOM;NEUT;SG	N
обучение	教	обучение	教	N;INAN;NOM;NEUT;SG	N
обучение	培訓	обучение	培訓	N;INAN;NOM;NEUT;SG	N
обучение	學	обучение	學	N;INAN;NOM;NEUT;SG	N
личности	身份	личность	身份	N;INAN;NOM;FEM;PL	N
личности	人格	личность	人格	N;INAN;NOM;FEM;PL	N
личности	人格	личность	人格	N;INAN;NOM;FEM;PL	N
личности	性格	личность	性格	N;INAN;NOM;FEM;PL	N
личности	個性	личность	個性	N;INAN;NOM;FEM;PL	N
персонажи	字元	персонаж	字元	N;ANIM;NOM;MASC;PL	N
персонажи	角色	персонаж	角色	N;ANIM;NOM;MASC;PL	N
объём	體積	объем	體積	N;INAN;NOM;MASC;SG	N
объём	音量	объем	音量	N;INAN;NOM;MASC;SG	N
картина	畫	картина	畫	N;INAN;NOM;FEM;SG	N
картина	油畫	картина	油畫	N;INAN;NOM;FEM;SG	N
картина	繪畫	картина	繪畫	N;INAN;NOM;FEM;SG	N
километров	公里	километр	公里	N;INAN;GEN;MASC;PL	N
километров	公里	километр	公里	N;INAN;GEN;MASC;PL	N
семейство	家人	семейство	家人	N;INAN;NOM;NEUT;SG	N
семейство	家屬	семейство	家屬	N;INAN;NOM;NEUT;SG	N
семейство	家庭	семейство	家庭	N;INAN;NOM;NEUT;SG	N
круг	圓形	круг	圓形	N;INAN;NOM;MASC;SG	N
круг	圓圈	круг	圓圈	N;INAN;NOM;MASC;SG	N
круг	迴圈	круг	迴圈	N;INAN;NOM;MASC;SG	N
круг	圈	круг	圈	N;INAN;NOM;MASC;SG	N
высшего	優越	высший	優越	ADJ;GEN;NEUT;SG	ADJ
предприятий	企業	предприятие	企業	N;INAN;GEN;NEUT;PL	N
предприятий	企業	предприятие	企業	N;INAN;GEN;NEUT;PL	N
победа	勝利	победа	勝利	N;INAN;NOM;FEM;SG	N
победа	勝利	победа	勝利	N;INAN;NOM;FEM;SG	N
крепость	堡	крепость	堡	N;INAN;NOM;FEM;SG	N
жанр	類型	жанр	類型	N;INAN;NOM;MASC;SG	N
жанр	流派	жанр	流派	N;INAN;NOM;MASC;SG	N
драмы	電視	драма	電視	N;INAN;NOM;FEM;PL	N
драмы	劇情	драма	劇情	N;INAN;NOM;FEM;PL	N
драмы	戲劇	драма	戲劇	N;INAN;NOM;FEM;PL	N
драмы	劇	драма	劇	N;INAN;NOM;FEM;PL	N
база	基地	база	基地	N;INAN;NOM;FEM;SG	N
база	基礎	база	基礎	N;INAN;NOM;FEM;SG	N
база	基數	база	基數	N;INAN;NOM;FEM;SG	N
леса	森林	лес	森林	N;INAN;NOM;MASC;PL	N
леса	森林	лес	森林	N;INAN;NOM;MASC;PL	N
половины	半數	половина	半數	N;INAN;NOM;FEM;PL	N
энергии	能量	энергия	能量	N;INAN;NOM;FEM;PL	N
энергии	能源	энергия	能源	N;INAN;NOM;FEM;PL	N
помочь	幫助	помочь	幫助	V;PFV;NFIN;ACT	V
помочь	幫忙	помочь	幫忙	V;PFV;NFIN;ACT	V
этапе	階段	этап	階段	N;INAN;ESS;MASC;SG	N
этапе	舞台	этап	舞台	N;INAN;ESS;MASC;SG	N
этапе	階段	этап	階段	N;INAN;ESS;MASC;SG	N
скорости	速度	скорость	速度	N;INAN;NOM;FEM;PL	N
скорости	速	скорость	速	N;INAN;NOM;FEM;PL	N
арестован	被	арестовывать	被	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PASS
мастера	巫師	мастер	巫師	N;ANIM;NOM;MASC;PL	N
мастера	奇才	мастер	奇才	N;ANIM;NOM;MASC;PL	N
абсолютно	絕對	абсолютно	絕對	ADV	ADV
абсолютно	完全	абсолютно	完全	ADV	ADV
комментарии	意見	комментарий	意見	N;INAN;NOM;MASC;PL	N
глаза	眼神	глаз	眼神	N;INAN;NOM;MASC;PL	N
глаза	眼睛	глаз	眼睛	N;INAN;NOM;MASC;PL	N
глаза	眼	глаз	眼	N;INAN;NOM;MASC;PL	N
поиск	搜尋	поиск	搜尋	N;INAN;NOM;MASC;SG	N
поиск	搜尋	поиск	搜尋	N;INAN;NOM;MASC;SG	N
закончил	完成	закончить	完成	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
отдел	組織	отдел	組織	N;INAN;NOM;MASC;SG	N
критерии	標準	критерий	標準	N;INAN;NOM;MASC;PL	N
способ	方法	способ	方法	N;INAN;NOM;MASC;SG	N
способ	辦法	способ	辦法	N;INAN;NOM;MASC;SG	N
способ	方式	способ	方式	N;INAN;NOM;MASC;SG	N
север	北方	север	北方	N;INAN;NOM;MASC;SG	N
север	北	север	北	N;INAN;NOM;MASC;SG	N
север	北部	север	北部	N;INAN;NOM;MASC;SG	N
фестиваль	節慶	фестиваль	節慶	N;INAN;NOM;MASC;SG	N
фестиваль	節日	фестиваль	節日	N;INAN;NOM;MASC;SG	N
короткая	簡短	короткий	簡短	ADJ;NOM;FEM;SG	ADJ
географии	地理	география	地理	N;INAN;NOM;FEM;SG	N
географии	地理	география	地理	N;INAN;NOM;FEM;SG	N
географии	地域	география	地域	N;INAN;NOM;FEM;SG	N
географии	地理	география	地理	N;INAN;NOM;FEM;SG	N
огонь	消防	огонь	消防	N;INAN;NOM;MASC;SG	N
огонь	火	огонь	火	N;INAN;NOM;MASC;SG	N
огонь	火災	огонь	火災	N;INAN;NOM;MASC;SG	N
нижний	更低	нижний	更低	ADJ;NOM;MASC;SG	ADJ
нижний	較低	нижний	較低	ADJ;NOM;MASC;SG	ADJ
жены	妻子	жена	妻子	N;ANIM;NOM;FEM;PL	N
независимости	獨立	независимость	獨立	N;INAN;NOM;FEM;SG	N
предмет	天體	предмет	天體	N;INAN;NOM;MASC;SG	N
предмет	物件	предмет	物件	N;INAN;NOM;MASC;SG	N
предмет	主題	предмет	主題	N;INAN;NOM;MASC;SG	N
губернатор	省長	губернатор	省長	N;ANIM;NOM;MASC;SG	N
губернатор	總督	губернатор	總督	N;ANIM;NOM;MASC;SG	N
губернатор	州	губернатор	州	N;ANIM;NOM;MASC;SG	N
география	地理	география	地理	N;INAN;NOM;FEM;SG	N
география	地理	география	地理	N;INAN;NOM;FEM;SG	N
география	地域	география	地域	N;INAN;NOM;FEM;SG	N
география	地理	география	地理	N;INAN;NOM;FEM;SG	N
понятия	概念	понятие	概念	N;INAN;NOM;NEUT;PL	N
понятия	理念	понятие	理念	N;INAN;NOM;NEUT;PL	N
нападающий	前鋒	нападающий	前鋒	N;ANIM;NOM;MASC;SG	N
двигатель	引擎	двигатель	引擎	N;INAN;NOM;MASC;SG	N
крови	血液	кровь	血液	N;INAN;NOM;FEM;SG	N
крови	血	кровь	血	N;INAN;NOM;FEM;SG	N
крови	血跡	кровь	血跡	N;INAN;NOM;FEM;SG	N
крови	鮮血	кровь	鮮血	N;INAN;NOM;FEM;SG	N
граждан	市民	гражданин	市民	N;ANIM;GEN;MASC;PL	N
граждан	公民	гражданин	公民	N;ANIM;GEN;MASC;PL	N
рейтинг	評比	рейтинг	評比	N;INAN;NOM;MASC;SG	N
рейтинг	名次	рейтинг	名次	N;INAN;NOM;MASC;SG	N
рейтинг	評比	рейтинг	評比	N;INAN;NOM;MASC;SG	N
судов	船隻	суд	船隻	N;INAN;GEN;MASC;PL	N
молодых	年輕	молодой	年輕	ADJ;GEN;PL	ADJ
представлен	提交	представить	提交	V;PFV;MASC;SG;PST;V.PTCP;PASS	V
труд	工作	труд	工作	N;INAN;NOM;MASC;SG	N
труд	勞工	труд	勞工	N;INAN;NOM;MASC;SG	N
труд	勞力	труд	勞力	N;INAN;NOM;MASC;SG	N
труд	勞工	труд	勞工	N;INAN;NOM;MASC;SG	N
борьба	摔	борьба	摔	N;INAN;NOM;FEM;SG	N
борьба	鬥爭	борьба	鬥爭	N;INAN;NOM;FEM;SG	N
борьба	奮鬥	борьба	奮鬥	N;INAN;NOM;FEM;SG	N
оператор	攝影	оператор	攝影	N;ANIM;NOM;MASC;SG	N
войн	戰爭	война	戰爭	N;INAN;GEN;FEM;PL	N
письма	信	письмо	信	N;INAN;NOM;NEUT;PL	N
письма	字母	письмо	字母	N;INAN;NOM;NEUT;PL	N
письма	信件	письмо	信件	N;INAN;NOM;NEUT;PL	N
очки	點數	очки	點數	N;INAN;NOM;MASC;PL	N
очки	太陽	очки	太陽	N;INAN;NOM;MASC;PL	N
очки	墨鏡	очки	墨鏡	N;INAN;NOM;MASC;PL	N
очки	眼鏡	очки	眼鏡	N;INAN;NOM;MASC;PL	N
лучшие	最好	лучший	最好	ADJ;NOM;PL	ADJ
примеры	例子	пример	例子	N;INAN;NOM;MASC;PL	N
примеры	範例	пример	範例	N;INAN;NOM;MASC;PL	N
библиотеки	圖書	библиотека	圖書	N;INAN;NOM;FEM;PL	N
