como	hogyan	como	hogyan	ADV	ADV
trabalhou	dolgozott	trabalhar	dolgozik	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
trabalhou	működött	trabalhar	működik	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
veio	jött	vir	jön	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
jornalista	újságíró	jornalista	újságíró	N;MASC;SG	N;NOM;SG
análise	elemzés	análise	elemzés	N;FEM;SG	N;NOM;SG
análise	analízis	análise	analízis	N;FEM;SG	N;NOM;SG
editores	kiadók	editor	kiadó	N;MASC;PL	N;NOM;PL
mensagem	üzenetet	mensagem	üzenet	N;FEM;SG	N;ACC;SG
mensagem	üzenet	mensagem	üzenet	N;FEM;SG	N;NOM;SG
festa	buli	festa	buli	N;FEM;SG	N;NOM;SG
festa	lakoma	festa	lakom	N;FEM;SG	N;NOM;SG
cena	jelenet	cena	jelenet	N;FEM;SG	N;NOM;SG
capela	kápolna	capela	kápol	N;FEM;SG	N;NOM;SG
médico	orvos	médico	orvos	N;MASC;SG	N;NOM;SG
médico	orvos	médico	orvos	N;MASC;SG	N;NOM;SG
ligação	kapcsolat	ligação	kapcsolat	N;FEM;SG	N;NOM;SG
ligação	kapcsolódás	ligação	kapcsolódás	N;FEM;SG	N;NOM;SG
ligação	csatlakozás	ligação	csatlakozás	N;FEM;SG	N;NOM;SG
ligação	hivatkozás	ligação	hivatkozás	N;FEM;SG	N;NOM;SG
ligação	kapcsolat	ligação	kapcsolat	N;FEM;SG	N;NOM;SG
ligação	hivatkozást	ligação	hivatkozás	N;FEM;SG	N;ACC;SG
resposta	válasz	resposta	válasz	N;FEM;SG	N;NOM;SG
resposta	válasz	resposta	válasz	N;FEM;SG	N;NOM;SG
resposta	reagálás	resposta	reagálás	N;FEM;SG	N;NOM;SG
resposta	reakció	resposta	reakció	N;FEM;SG	N;NOM;SG
resposta	válasz	resposta	válasz	N;FEM;SG	N;NOM;SG
comandante	parancsnok	comandante	parancsnok	N;MASC;SG	N;NOM;SG
categorias	kategóriák	categoria	kategória	N;FEM;PL	N;NOM;PL
edifício	épület	edifício	épület	N;MASC;SG	N;NOM;SG
pedra	kő	pedra	kő	N;FEM;SG	N;NOM;SG
pedra	szikla	pedra	szikla	N;FEM;SG	N;NOM;SG
pedra	kő	pedra	kő	N;FEM;SG	N;NOM;SG
planeta	bolygónak	planeta	bolygó	N;MASC;SG	N;GEN;SG
planeta	bolygónk	planeta	bolygónk	N;MASC;SG	N;NOM;SG
planeta	bolygó	planeta	bolygó	N;MASC;SG	N;NOM;SG
comprimento	hossza	comprimento	hosszú	N;MASC;SG	N;NOM;SG
comprimento	hosszúság	comprimento	hosszúság	N;MASC;SG	N;NOM;SG
jovens	fiatalok	jovem	fiatal	N;MASC;PL	N;NOM;PL
jovens	fiatalok	jovem	fiatal	N;MASC;PL	N;NOM;PL
leão	oroszlán	leão	oroszlán	N;MASC;SG	N;NOM;SG
projetos	terveket	projeto	terv	N;MASC;PL	N;ACC;PL
projetos	tervek	projeto	terv	N;MASC;PL	N;NOM;PL
projetos	projektek	projeto	projek	N;MASC;PL	N;NOM;PL
disc	lemez	disc	lemez	N;MASC;SG	N;NOM;SG
disc	lemezt	disc	lemez	N;MASC;SG	N;ACC;SG
nordeste	északkelet	nordeste	északkelet	N;MASC;SG	N;ON+ESS;SG
nordeste	északkelet	nordeste	északkelet	N;MASC;SG	N;ON+ESS;SG
versões	változatok	versão	változat	N;FEM;PL	N;NOM;PL
independência	függetlenség	independência	függetlenség	N;FEM;SG	N;NOM;SG
operação	operáció	operação	operáció	N;FEM;SG	N;NOM;SG
operação	művelet	operação	művelet	N;FEM;SG	N;NOM;SG
operação	működés	operação	működés	N;FEM;SG	N;NOM;SG
operação	üzemeltetés	operação	üzemeltetés	N;FEM;SG	N;NOM;SG
tentativa	kísérlet	tentativa	kísérlet	N;FEM;SG	N;NOM;SG
tentativa	próbálkozás	tentativa	próbálkozás	N;FEM;SG	N;NOM;SG
avenida	körúton	avenida	körút	N;FEM;SG	N;ON+ESS;SG
avenida	sugárút	avenida	sugárú	N;FEM;SG	N;NOM;SG
avenida	sugárút	avenida	sugárú	N;FEM;SG	N;NOM;SG
augusto	augusztusban	augusto	augusztus	N;MASC;SG	N;IN+ESS;SG
augusto	augusztus	augusto	augusztus	N;MASC;SG	N;NOM;SG
formado	végzett	formar	végez	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
formado	kialakult	formar	kialakult	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
formado	alakított	formar	alakított	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
formado	alakult	formar	alakul	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
russo	oroszország	russo	oroszország	N;MASC;SG	N;NOM;SG
liberdade	szabadság	liberdade	szabadság	N;FEM;SG	N;NOM;SG
liberdade	szabadság	liberdade	szabadság	N;FEM;SG	N;NOM;SG
conceito	fogalom	conceito	fogalom	N;MASC;SG	N;NOM;SG
torre	torony	torre	torony	N;FEM;SG	N;NOM;SG
torre	bástya	torre	bástya	N;FEM;SG	N;NOM;SG
localização	helyszín	localização	helyszín	N;FEM;SG	N;NOM;SG
localização	hely	localização	hely	N;FEM;SG	N;NOM;SG
localização	elhelyezkedés	localização	elhelyezkedés	N;FEM;SG	N;NOM;SG
localização	honosítás	localização	honosítás	N;FEM;SG	N;NOM;SG
pós	poszt	pós	poszt	N;MASC;SG	N;NOM;SG
pós	bejegyzést	pós	bejegyzés	N;MASC;SG	N;ACC;SG
pós	bejegyzésre	pós	bejegyzés	N;MASC;SG	N;ON+ALL;SG
pós	bejegyzés	pós	bejegyzés	N;MASC;SG	N;NOM;SG
asteroides	aszteroidák	asteroide	aszteroida	N;MASC;PL	N;NOM;PL
alexandre	alexandre	alexandre	alexand	N;MASC;SG	N;ON+ALL;SG
feira	vásár	feira	vásár	N;FEM;SG	N;NOM;SG
rodada	kör	rodada	kör	N;FEM;SG	N;NOM;SG
rodada	forduló	rodada	forduló	N;FEM;SG	N;NOM;SG
times	csapatok	time	csapat	N;MASC;PL	N;NOM;PL
times	időpontok	time	időpont	N;MASC;PL	N;NOM;PL
marinha	flotta	marinho	flotta	N;FEM;SG	N;NOM;SG
marinha	haditengerészet	marinho	haditengerészet	N;FEM;SG	N;NOM;SG
marinha	tengerészet	marinho	tengerészet	N;FEM;SG	N;NOM;SG
marinha	tengerész	marinho	tengerész	N;FEM;SG	N;NOM;SG
marinha	tengerészgyalogos	marinho	tengerészgyalogos	N;FEM;SG	N;NOM;SG
composto	összetett	compor	összetett	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
composto	összetett	compor	összetett	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
princesa	királylány	princesa	királylány	N;FEM;SG	N;NOM;SG
princesa	hercegnő	princesa	hercegnő	N;FEM;SG	N;NOM;SG
hospital	kórház	hospital	kórház	N;MASC;SG	N;NOM;SG
nações	nemzetek	nação	nemzet	N;FEM;PL	N;NOM;PL
histórias	történetek	história	történet	N;FEM;PL	N;NOM;PL
histórias	történeteket	história	történet	N;FEM;PL	N;ACC;PL
histórias	mesék	história	mesék	N;FEM;PL	N;NOM;PL
histórias	bejegyzések	história	bejegyzés	N;FEM;PL	N;NOM;PL
mão	kezét	mão	kéz	N;FEM;SG	N;ACC;SG
mão	kéz	mão	kéz	N;FEM;SG	N;NOM;SG
filosofia	filozófia	filosofia	filozófia	N;FEM;SG	N;NOM;SG
efeito	hatása	efeito	hatás	N;MASC;SG	N;NOM;SG
efeito	hatás	efeito	hatás	N;MASC;SG	N;NOM;SG
efeito	effektus	efeito	effektus	N;MASC;SG	N;NOM;SG
viagem	utazás	viagem	utazás	N;FEM;SG	N;NOM;SG
viagem	utazási	viagem	utazási	N;FEM;SG	N;NOM;SG
viagem	utazás	viagem	utazás	N;FEM;SG	N;NOM;SG
viagem	kirándulás	viagem	kirándulás	N;FEM;SG	N;NOM;SG
viagem	utazás	viagem	utazás	N;FEM;SG	N;NOM;SG
viagem	kiruccanás	viagem	kiruccanás	N;FEM;SG	N;NOM;SG
construído	épült	construir	épül	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
construído	épített	construir	épít	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
construído	felépített	construir	felépít	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
construído	beépített	construir	beépített	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
peças	alkatrészek	peça	alkatrész	N;FEM;PL	N;NOM;PL
peças	részek	peça	rész	N;FEM;PL	N;NOM;PL
peças	darabok	peça	darab	N;FEM;PL	N;NOM;PL
peças	darabjai	peça	darab	N;FEM;PL	N;NOM;PL
peças	darabokban	peça	darab	N;FEM;PL	N;IN+ESS;PL
seção	részleg	seção	részleg	N;FEM;SG	N;NOM;SG
seção	szakasz	seção	szakasz	N;FEM;SG	N;NOM;SG
seção	szekció	seção	szekció	N;FEM;SG	N;NOM;SG
coração	szív	coração	szív	N;MASC;SG	N;NOM;SG
golos	célkitűzések	golo	célkitűzés	N;MASC;PL	N;NOM;PL
golos	célokat	golo	cél	N;MASC;PL	N;ACC;PL
golos	célok	golo	cél	N;MASC;PL	N;NOM;PL
ricardo	richárd	ricardo	richárd	N;MASC;SG	N;NOM;SG
tradicional	tradicionális	tradicional	tradicionális	ADJ;MASC;SG	ADJ;NOM;SG
colégio	kollégium	colégio	kollégium	N;MASC;SG	N;NOM;SG
colégio	főiskola	colégio	főiskola	N;MASC;SG	N;NOM;SG
colégio	egyetem	colégio	egyetem	N;MASC;SG	N;NOM;SG
guarda	őr	guarda	őr	N;FEM;SG	N;NOM;SG
motor	hajtómű	motor	hajtómű	N;MASC;SG	N;NOM;SG
motor	motor	motor	motor	N;MASC;SG	N;NOM;SG
motor	motor	motor	motor	N;MASC;SG	N;NOM;SG
desempenho	előadás	desempenho	előadás	N;MASC;SG	N;NOM;SG
desempenho	teljesítmény	desempenho	teljesítmény	N;MASC;SG	N;NOM;SG
línguas	nyelveket	língua	nyelv	N;FEM;PL	N;ACC;PL
línguas	nyelvek	língua	nyelv	N;FEM;PL	N;NOM;PL
línguas	nyelveken	língua	nyelv	N;FEM;PL	N;ON+ESS;PL
efeitos	hatások	efeito	hatás	N;MASC;PL	N;NOM;PL
efeitos	hatásai	efeito	hatás	N;MASC;PL	N;NOM;PL
reis	királyok	rei	király	N;MASC;PL	N;NOM;PL
visão	látomás	visão	látomás	N;FEM;SG	N;NOM;SG
visão	látás	visão	látás	N;FEM;SG	N;NOM;SG
cores	színek	cor	szín	N;FEM;PL	N;NOM;PL
cores	színek	cor	szín	N;FEM;PL	N;NOM;PL
cores	színek	cor	szín	N;FEM;PL	N;NOM;PL
ajudar	segít	ajudar	segít	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
ajudar	segíteni	ajudar	segít	V;NFIN	V;NFIN;ACT
sítio	hely	sítio	hely	N;MASC;SG	N;NOM;SG
sítio	helyszín	sítio	helyszín	N;MASC;SG	N;NOM;SG
sítio	helyén	sítio	hely	N;MASC;SG	N;ON+ESS;SG
sítio	webhely	sítio	webhely	N;MASC;SG	N;NOM;SG
conflito	ütközés	conflito	ütközés	N;MASC;SG	N;NOM;SG
conflito	konfliktus	conflito	konfliktus	N;MASC;SG	N;NOM;SG
dinheiro	pénz	dinheiro	pénz	N;MASC;SG	N;NOM;SG
dinheiro	pénzt	dinheiro	pénz	N;MASC;SG	N;ACC;SG
dinheiro	készpénz	dinheiro	készpénz	N;MASC;SG	N;NOM;SG
dinheiro	készpénzben	dinheiro	készpénz	N;MASC;SG	N;IN+ESS;SG
dinheiro	pénzt	dinheiro	pénz	N;MASC;SG	N;ACC;SG
dvd	dvd	dvd	dvd	N;MASC;SG	N;NOM;SG
tour	turné	tour	tur	N;MASC;SG	N;NOM;SG
tour	túra	tour	túra	N;MASC;SG	N;NOM;SG
finais	vizsgák	final	vizsga	N;MASC;PL	N;NOM;PL
inicial	kezdeti	inicial	kezdeti	ADJ;MASC;SG	ADJ;NOM;SG
fundado	alapított	fundar	alapított	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
fundado	alapította	fundar	alapít	V;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
fundado	megalapozott	fundar	megalapozott	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
porta	ajtó	porta	ajtó	N;FEM;SG	N;NOM;SG
lugares	helyszínek	lugar	helyszín	N;MASC;PL	N;NOM;PL
lugares	helyek	lugar	hely	N;MASC;PL	N;NOM;PL
lugares	ülések	lugar	ülés	N;MASC;PL	N;NOM;PL
leva	veszi	levar	vesz	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
superfície	felszín	superfície	felszín	N;FEM;SG	N;NOM;SG
superfície	felület	superfície	felület	N;FEM;SG	N;NOM;SG
superfície	felszíni	superfície	fel+színi	N;FEM;SG	N;NOM;SG
ações	részvények	ação	részvény	N;FEM;PL	N;NOM;PL
ações	műveletek	ação	művelet	N;FEM;PL	N;NOM;PL
ações	fellépések	ação	fellépés	N;FEM;PL	N;NOM;PL
ações	akciók	ação	akció	N;FEM;PL	N;NOM;PL
ações	intézkedések	ação	intézkedés	N;FEM;PL	N;NOM;PL
ações	cselekvések	ação	cselekvés	N;FEM;PL	N;NOM;PL
comentário	megjegyzés	comentário	megjegyzés	N;MASC;SG	N;NOM;SG
comentário	kommentár	comentário	kommentár	N;MASC;SG	N;NOM;SG
comentário	megjegyzés	comentário	megjegyzés	N;MASC;SG	N;NOM;SG
medida	intézkedés	medida	intézkedés	N;FEM;SG	N;NOM;SG
constituição	alkotmány	constituição	alkotmány	N;FEM;SG	N;NOM;SG
auto	automatikus	auto	automatikus	N;MASC;SG	N;NOM;SG
memória	megemlékezés	memória	megemlékezés	N;FEM;SG	N;NOM;SG
memória	emlékezés	memória	emlékezés	N;FEM;SG	N;NOM;SG
memória	memória	memória	memória	N;FEM;SG	N;NOM;SG
memória	emlék	memória	emlék	N;FEM;SG	N;NOM;SG
memória	emlékezet	memória	emlékezet	N;FEM;SG	N;NOM;SG
biblioteca	könyvtári	biblioteca	könyvtári	N;FEM;SG	N;NOM;SG
biblioteca	könyvtár	biblioteca	Könyvtár	N;FEM;SG	N;NOM;SG
biblioteca	könyvtárban	biblioteca	könyvtár	N;FEM;SG	N;IN+ESS;SG
medicina	orvosság	medicina	orvosság	N;FEM;SG	N;NOM;SG
medicina	gyógyszert	medicina	gyógyszert	N;FEM;SG	N;ACC;SG
medicina	gyógyszer	medicina	gyógyszer	N;FEM;SG	N;NOM;SG
medicina	orvostudomány	medicina	orvostudomány	N;FEM;SG	N;NOM;SG
precisa	kell	precisar	kell	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
precisa	kell	precisar	kell	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
peça	darabja	peça	darab	N;FEM;SG	N;NOM;SG
semanas	hetekig	semana	het	N;FEM;PL	N;PL
propriedade	tulajdonában	propriedade	tulajdon	N;FEM;SG	N;IN+ESS;SG
propriedade	ingatlan	propriedade	ingatlan	N;FEM;SG	N;NOM;SG
propriedade	tulajdonság	propriedade	tulajdonság	N;FEM;SG	N;NOM;SG
propriedade	tulajdonjog	propriedade	tulajdonjog	N;FEM;SG	N;NOM;SG
fundador	alapítója	fundador	alapító	N;MASC;SG	N;NOM;SG
fundador	alapító	fundador	alapító	N;MASC;SG	N;NOM;SG
regra	szabály	regra	szabály	N;FEM;SG	N;NOM;SG
tratamento	kezelés	tratamento	kezelés	N;MASC;SG	N;NOM;SG
tratamento	kezelésre	tratamento	kezelés	N;MASC;SG	N;ON+ALL;SG
tratamento	kezelése	tratamento	kezelés	N;MASC;SG	N;NOM;SG
temas	témák	tema	téma	N;MASC;PL	N;NOM;PL
temas	témák	tema	téma	N;MASC;PL	N;NOM;PL
passando	tompított	passar	tompított	V;V.MSDR	V;INDF;IND;SG;3;PST;FIN;ACT
perdeu	vesztett	perder	veszt	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
perdeu	elveszett	perder	elveszett	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
aberto	megnyitott	abrir	megnyitott	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
aberto	megnyílt	abrir	megnyílt	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
passagem	átjáró	passagem	átjáró	N;FEM;SG	N;NOM;SG
novela	regény	novela	regény	N;FEM;SG	N;NOM;SG
novela	novella	novela	novel	N;FEM;SG	N;NOM;SG
falar	beszélni	falar	beszél	V;NFIN	V;NFIN;ACT
falar	beszélj	falar	beszél	V;NFIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
carta	levélben	carta	levél	N;FEM;SG	N;IN+ESS;SG
carta	betű	carta	betű	N;FEM;SG	N;NOM;SG
carta	levél	carta	levél	N;FEM;SG	N;NOM;SG
carta	levelet	carta	levél	N;FEM;SG	N;ACC;SG
carta	levele	carta	levél	N;FEM;SG	N;NOM;SG
notas	bankjegyek	nota	bankjegy	N;FEM;PL	N;NOM;PL
notas	megjegyzések	nota	megjegyzés	N;FEM;PL	N;NOM;PL
notas	feljegyzések	nota	feljegyzés	N;FEM;PL	N;NOM;PL
notas	jegyzetek	nota	jegyzet	N;FEM;PL	N;NOM;PL
proteção	védelme	proteção	védelem	N;FEM;SG	N;NOM;SG
proteção	védelmet	proteção	védelem	N;FEM;SG	N;ACC;SG
proteção	védelme	proteção	védelem	N;FEM;SG	N;NOM;SG
proteção	védelem	proteção	védelem	N;FEM;SG	N;NOM;SG
carro	autóval	carro	autó	N;MASC;SG	N;INS;SG
carro	kocsi	carro	kocsi	N;MASC;SG	N;NOM;SG
carro	autó	carro	autó	N;MASC;SG	N;NOM;SG
geração	nemzedék	geração	nemzedék	N;FEM;SG	N;NOM;SG
geração	generáció	geração	generáció	N;FEM;SG	N;NOM;SG
necessidade	szükséglet	necessidade	szükséglet	N;FEM;SG	N;NOM;SG
fortaleza	erőd	fortaleza	erőd	N;FEM;SG	N;NOM;SG
fortaleza	erőd	fortaleza	erőd	N;FEM;SG	N;NOM;SG
solicitação	megkeresés	solicitação	megkeresés	N;FEM;SG	N;NOM;SG
solicitação	kérésére	solicitação	kérés	N;FEM;SG	N;ON+ALL;SG
solicitação	kérésre	solicitação	kérés	N;FEM;SG	N;ON+ALL;SG
solicitação	kérés	solicitação	kérés	N;FEM;SG	N;NOM;SG
taça	tál	taça	tál	N;FEM;SG	N;NOM;SG
taça	kupa	taça	kupa	N;FEM;SG	N;NOM;SG
taça	csésze	taça	csésze	N;FEM;SG	N;NOM;SG
taça	pohár	taça	pohár	N;FEM;SG	N;NOM;SG
taça	bögre	taça	bögre	N;FEM;SG	N;NOM;SG
áustria	ausztria	áustria	ausztria	N;FEM;SG	N;NOM;SG
áustria	ausztria	áustria	ausztria	N;FEM;SG	N;NOM;SG
descoberta	felfedezés	descoberta	felfedezés	N;FEM;SG	N;NOM;SG
descoberta	discovery	descoberta	discovery	N;FEM;SG	N;NOM;SG
satélite	műhold	satélite	műhold	N;MASC;SG	N;NOM;SG
svg	svg	svg	svg	N;MASC;SG	N;NOM;SG
participar	csatlakozz	participar	csatlakozz	V;NFIN	V;DEF;IND;SG;3;PRS;FIN;ACT
botânico	botanikus	botânico	botanikus	N;MASC;SG	N;NOM;SG
botânico	botanikus	botânico	botanikus	N;MASC;SG	N;NOM;SG
nacionais	állampolgárok	nacional	állampolgár	N;MASC;PL	N;NOM;PL
gestão	menedzsment	gestão	menedzsment	N;FEM;SG	N;NOM;SG
gestão	irányítás	gestão	irányítás	N;FEM;SG	N;NOM;SG
gestão	vezetőség	gestão	vezetőség	N;FEM;SG	N;NOM;SG
gestão	gazdálkodás	gestão	gazdálkodás	N;FEM;SG	N;NOM;SG
trilha	pálya	trilha	pálya	N;FEM;SG	N;NOM;SG
trilha	vágány	trilha	vágány	N;FEM;SG	N;NOM;SG
trilha	ösvény	trilha	ösvény	N;FEM;SG	N;NOM;SG
marcos	jelölések	marco	jelölés	N;MASC;PL	N;NOM;PL
marcos	védjegyek	marco	védjegy	N;MASC;PL	N;NOM;PL
marcos	mérföldkövek	marco	mérföldköv	N;MASC;PL	N;NOM;PL
lago	tó	lago	tó	N;MASC;SG	N;NOM;SG
lago	tavon	lago	tavon	N;MASC;SG	N;ON+ESS;SG
atuou	cselekedett	atuar	cselekedik	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
arena	aréna	arena	aréna	N;FEM;SG	N;NOM;SG
comédia	vígjáték	comédia	víg	N;FEM;SG	N;NOM;SG
comédia	humor	comédia	humor	N;FEM;SG	N;NOM;SG
comédia	komédia	comédia	komédia	N;FEM;SG	N;NOM;SG
relevante	vonatkozó	relevante	vonatkozó	ADJ;MASC;SG	ADJ;NOM;SG
sala	terem	sala	terem	N;FEM;SG	N;NOM;SG
sala	szoba	sala	szoba	N;FEM;SG	N;NOM;SG
extensão	mértékben	extensão	mérték	N;FEM;SG	N;IN+ESS;SG
extensão	meghosszabbítás	extensão	meghosszabbítás	N;FEM;SG	N;NOM;SG
extensão	kiterjesztés	extensão	kiterjesztés	N;FEM;SG	N;NOM;SG
extensão	kiterjesztése	extensão	kiterjesztés	N;FEM;SG	N;NOM;SG
extensão	bővítés	extensão	bővítés	N;FEM;SG	N;NOM;SG
números	számadatok	número	számadat	N;MASC;PL	N;NOM;PL
números	számok	número	szám	N;MASC;PL	N;NOM;PL
números	figurák	número	figura	N;MASC;PL	N;NOM;PL
números	számok	número	szám	N;MASC;PL	N;NOM;PL
isabel	erzsébet	isabel	erzse	N;FEM;SG	N;NOM;SG
formada	kialakult	formar	kialakult	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
formada	alakított	formar	alakított	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
formada	alakult	formar	alakul	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
anteriormente	korábban	anteriormente	korán	ADV	ADV
candidato	kérelmező	candidato	kérelmező	N;MASC;SG	N;NOM;SG
candidato	felperes	candidato	felperes	N;MASC;SG	N;NOM;SG
candidato	tagjelölt	candidato	tagjelölt	N;MASC;SG	N;NOM;SG
morto	megölte	morrer	megöl	V;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
padre	pap	padre	pap	N;MASC;SG	N;NOM;SG
evitar	kerülni	evitar	kerül	V;NFIN	V;NFIN;ACT
evitar	kerüld	evitar	kerüld	V;NFIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
evitar	megelőzni	evitar	meg+előz	V;NFIN	V;NFIN;ACT
rocha	szikla	rocha	szikla	N;FEM;SG	N;NOM;SG
rocha	kő	rocha	kő	N;FEM;SG	N;NOM;SG
objeto	objektum	objeto	ob	N;MASC;SG	N;NOM;SG
objeto	tárgy	objeto	tárgy	N;MASC;SG	N;NOM;SG
madrid	madrid	madrid	madrid	N;MASC;SG	N;NOM;SG
continuou	folytatta	continuar	folytat	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
continuou	folytatódott	continuar	folytatódik	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
casas	házak	casa	ház	N;FEM;PL	N;NOM;PL
casas	házakat	casa	ház	N;FEM;PL	N;ACC;PL
assembleia	közgyűlés	assembleia	közgyűlés	N;FEM;SG	N;NOM;SG
assembleia	gyűlés	assembleia	gyűlés	N;FEM;SG	N;NOM;SG
assembleia	szerelvény	assembleia	szerelvény	N;FEM;SG	N;NOM;SG
utilizada	használt	utilizar	használt	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utilizada	felhasznált	utilizar	felhasznált	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
mudanças	módosítások	mudança	módosítás	N;FEM;PL	N;NOM;PL
mudanças	változtatások	mudança	változtatás	N;FEM;PL	N;NOM;PL
mudanças	változások	mudança	változás	N;FEM;PL	N;NOM;PL
mudanças	változások	mudança	változás	N;FEM;PL	N;NOM;PL
fórmula	képlet	fórmula	képlet	N;FEM;SG	N;NOM;SG
experiência	kísérlet	experiência	kísérlet	N;FEM;SG	N;NOM;SG
experiência	élmény	experiência	élmény	N;FEM;SG	N;NOM;SG
experiência	tapasztalat	experiência	tapasztalat	N;FEM;SG	N;NOM;SG
experiência	tapasztalattal	experiência	tapasztalat	N;FEM;SG	N;INS;SG
awards	gála	award	gála	N;MASC;SG	N;NOM;SG
curta	alacsony	curto	alacsony	ADJ;FEM;SG	ADJ;NOM;SG
composição	összetétel	composição	összetétel	N;FEM;SG	N;NOM;SG
composição	összetétele	composição	összetétele	N;FEM;SG	N;NOM;SG
método	módszer	método	módszer	N;MASC;SG	N;NOM;SG
publicada	közzétette	publicar	közzétet	V;FEM;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
publicada	publikált	publicar	publikált	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
publicada	közzétett	publicar	közzétett	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
obrigado	köszönöm	obrigar	köszönöm	V;MASC;SG;V.PTCP	V;DEF;IND;SG;1;PRS;FIN;ACT
obrigado	köszi	obrigar	köszi	V;MASC;SG;V.PTCP	V;DEF;IND;SG;1;PRS;FIN;ACT
industrial	ipari	industrial	ipari	ADJ;MASC;SG	ADJ;NOM;SG
semelhante	hasonló	semelhante	hasonló	ADJ;MASC;SG	ADJ;NOM;SG
expressão	kifejezés	expressão	kifejezés	N;FEM;SG	N;NOM;SG
templo	templom	templo	templom	N;MASC;SG	N;NOM;SG
templo	szentély	templo	szentély	N;MASC;SG	N;NOM;SG
templo	temploma	templo	temploma	N;MASC;SG	N;NOM;SG
tribunal	törvényszék	tribunal	törvényszék	N;MASC;SG	N;NOM;SG
tribunal	bíróság	tribunal	bíróság	N;MASC;SG	N;NOM;SG
tribunal	udvar	tribunal	udvar	N;MASC;SG	N;NOM;SG
tribunal	számvevőszék	tribunal	számvevőszék	N;MASC;SG	N;NOM;SG
escrever	írni	escrever	ír	V;NFIN	V;NFIN;ACT
escrever	írjon	escrever	ír	V;NFIN	V;INDF;IMP;SG;3;PRS;FIN;ACT
soldados	katonák	soldado	katona	N;MASC;PL	N;NOM;PL
prefeitura	prefektúra	prefeitura	prefektúra	N;FEM;SG	N;NOM;SG
continua	folytatódik	continuar	folytatódik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
estrelas	csillagok	estrela	csillag	N;FEM;PL	N;NOM;PL
estrelas	sztárok	estrela	sztár	N;FEM;PL	N;NOM;PL
famílias	háztartások	família	háztartás	N;FEM;PL	N;NOM;PL
famílias	családok	família	családok	N;FEM;PL	N;NOM;PL
políticos	politikusok	político	politikus	N;MASC;PL	N;NOM;PL
posto	rang	posto	rang	N;MASC;SG	N;NOM;SG
posto	rangja	posto	rang	N;MASC;SG	N;NOM;SG
disponível	elérhető	disponível	elérhető	ADJ;MASC;SG	ADJ;NOM;SG
disponível	rendelhető	disponível	rendelhető	ADJ;MASC;SG	ADJ;NOM;SG
