この	ini	この	ini	DET	DET
タレント	talenta	タレント	talenta	N	N;SG
タレント	bakatnya	タレント	bakat	N	N;SG
タレント	bakat	タレント	bakat	N	N;SG
タレント	talenta	タレント	talenta	N	N;SG
タレント	bakatnya	タレント	bakat	N	N;SG
階級	peringkat	階級	peringkat	N	N;SG
階級	pangkat	階級	pangkat	N	N;SG
階級	barisan	階級	barisan	N	N;SG
階級	jajaran	階級	jajaran	N	N;SG
階級	angkatan	階級	angkatan	N	N;SG
階級	kelas	階級	kelas	N	N;SG
コーチ	pelatih	コーチ	penlatih	N	N;SG
コーチ	pelatih	コーチ	penlatih	N	N;SG
建物	bangunan	建物	bangunan	N	N;SG
建物	gedung	建物	gedung	N	N;SG
建物	bangunan	建物	bangunan	N	N;SG
建物	gedung	建物	gedung	N	N;SG
候補	calon	候補	calon	N	N;SG
候補	kandidat	候補	kandidat	N	N;SG
自動	auto	自動	auto	N	N;SG
自動	otomotif	自動	otomotif	N	N;SG
自動	automatic	自動	automatic	N	N;SG
モード	moda	モード	moda	N	N;SG
モード	modus	モード	modus	N	N;SG
モード	moda	モード	moda	N	N;SG
劇団	rombongan	劇団	rombongan	N	N;SG
認定	bersertifikasi	認定	bersertifikasi	V	V;SG;ACT
認定	bersertifikat	認定	bersertifikat	V	V;SG;ACT
分離	berpisah	分離	berpisah	V	V;SG;ACT
挑戦	menantang	挑戦	mentantang	V	V;SG;ACT
集団	group	集団	group	N	N
集団	grup	集団	grup	N	N;SG
集団	kelompok	集団	kelompok	N	N;SG
魔法	sihir	魔法	sihir	N	N;SG
魔法	sulap	魔法	sulap	N	N;SG
修正	memperbaiki	修正	menperbaiki	V	V;SG;ACT
修正	perbaiki	修正	perbaiki	V	V;SG;ACT
継続	dilanjutkan	継続	dilanjutkan	V	V;SG;PASS
継続	berkelanjutan	継続	berkelanjutan	V	V;SG;ACT
継続	melanjutkan	継続	menlanjutkan	V	V;SG;ACT
地下鉄	underground	地下鉄	underground	N	N
地下鉄	subway	地下鉄	subway	N	N
ブログ	blog	ブログ	blog	N	N;SG
ブログ	blog	ブログ	blog	N	N;SG
部屋	ruang	部屋	ruang	N	N;SG
部屋	ruangan	部屋	ruangan	N	N;SG
部屋	kamar	部屋	kamar	N	N;SG
部屋	ruangan	部屋	ruangan	N	N;SG
部屋	kamar	部屋	kamar	N	N;SG
既に	sudah	既に	sudah	ADV	ADV;SG;ACT
トラック	lacak	トラック	lacak	N	N;SG;ACT
トラック	truk	トラック	truk	N	N;SG
トラック	truk	トラック	truk	N	N;SG
美術館	musium	美術館	musium	N	N
美術館	musium	美術館	musium	N	N
合計	jumlah	合計	jumlah	N	N;SG
合計	total	合計	total	N	N;SG
合計	total	合計	total	N	N;SG
合計	totalnya	合計	total	N	N;SG
エンディング	kesimpulannya	エンディング	kesimpulan	N	N;SG
エンディング	kesimpulan	エンディング	kesimpulan	N	N;SG
ユーザー	pemakai	ユーザー	penpakai	N	N;SG
ユーザー	pengguna	ユーザー	penguna	N	N;SG
ユーザー	pemakai	ユーザー	penpakai	N	N;SG
ユーザー	pengguna	ユーザー	penguna	N	N;SG
父親	ayah	父親	ayah	N	N;SG
父親	bapak	父親	bapak	N	N;SG
バック	kudaan	バック	kudaan	N	N
原因	penyebab	原因	pensebab	N	N;SG
植物	tanaman	植物	tanaman	N	N;SG
植物	tumbuhan	植物	tumbuhan	N	N;SG
植物	tanaman	植物	tanaman	N	N;SG
植物	tumbuhan	植物	tumbuhan	N	N;SG
ショー	pertunjukan	ショー	pertunjukan	N	N;SG
ボーカル	vokal	ボーカル	vokal	N	N;SG
ボーカル	vokal	ボーカル	vokal	N	N;SG
コミック	komik	コミック	komik	N	N
コミック	komik	コミック	komik	N	N
毎週	mingguan	毎週	mingguan	N	N;SG
エネルギー	tenaga	エネルギー	tenaga	N	N;SG
エネルギー	energi	エネルギー	energi	N	N;SG
ルール	peraturan	ルール	peraturan	N	N;SG
ルール	aturan	ルール	aturan	N	N;SG
ルール	kaidah	ルール	kaidah	N	N;SG
ルール	peraturan	ルール	peraturan	N	N;SG
ルール	aturan	ルール	aturan	N	N;SG
未来	futuristik	未来	futuristik	N	N
移行	berhijrah	移行	berhijrah	V	V;SG;ACT
移行	bermigrasi	移行	bermigrasi	V	V;SG;ACT
移行	bermigrasi	移行	bermigrasi	V	V;SG;ACT
ユース	pemuda	ユース	pemuda	N	N;SG
週刊	mingguan	週刊	mingguan	N	N;SG
まだ	masih	まだ	masih	ADV	ADV
金曜	jumat	金曜	jumat	N	N;SG
処理	memroses	処理	menpros	V	V;SG;ACT
処理	memproses	処理	menproses	V	V;SG;ACT
処理	diproses	処理	diproses	V	V;SG;PASS
年齢	usia	年齢	usia	N	N;SG
年齢	umur	年齢	umur	N	N;SG
年齢	usia	年齢	usia	N	N;SG
年齢	umur	年齢	umur	N	N;SG
エリア	daerah	エリア	daerah	N	N;SG
エリア	wilayah	エリア	wilayah	N	N;SG
エリア	luas	エリア	luas	N	N;SG
エリア	kawasan	エリア	kawasan	N	N;SG
エリア	area	エリア	area	N	N;SG
形態	morfologi	形態	morfologi	N	N
形態	formulir	形態	formulir	N	N
形態	bentuk	形態	bentuk	N	N;SG
シン	dosa	シン	dosa	N	N;SG
作曲家	komposer	作曲家	komposer	N	N;SG
作曲家	penyusun	作曲家	pensusun	N	N;SG
精神	semangat	精神	semangat	N	N;SG
スタート	mulai	スタート	mulai	V	V;SG;ACT
スタート	mulailah	スタート	mulai	V	V;SG;ACT
範囲	rentang	範囲	rentang	N	N;SG
範囲	kisaran	範囲	kisaran	N	N;SG
範囲	cakupan	範囲	cakupan	N	N;SG
範囲	lingkup	範囲	lingkup	N	N;SG
範囲	rentang	範囲	rentang	N	N;SG
範囲	kisaran	範囲	kisaran	N	N;SG
範囲	jangkauan	範囲	jangkauan	N	N;SG
宣伝	mempromosikannya	宣伝	menpromosikan	V	V;SG;ACT
宣伝	promosikan	宣伝	promosikan	V	V;SG;ACT
宣伝	mempromosikan	宣伝	menpromosikan	V	V;SG;ACT
宣伝	promosikan	宣伝	promosikan	V	V;SG;ACT
哲学	filsafat	哲学	filsafat	N	N
哲学	filosofi	哲学	filosofi	N	N;SG
財団	fondasi	財団	fondasi	N	N;SG
財団	yayasan	財団	yayasan	N	N;SG
財団	pondasi	財団	pondasi	N	N;SG
教師	guru	教師	guru	N	N;SG
教師	guru	教師	guru	N	N;SG
宗教	agama	宗教	agama	N	N;SG
武器	senjata	武器	senjata	N	N;SG
武器	senjata	武器	senjata	N	N;SG
住宅	pemukiman	住宅	penmukiman	N	N;SG
住宅	perumahan	住宅	penrumahan	N	N;SG
住宅	perumahan	住宅	penrumahan	N	N;SG
保存	menyimpan	保存	mensimpan	V	V;SG;ACT
保存	menabung	保存	mentabung	V	V;SG;ACT
機関	lokomotif	機関	lokomotif	N	N
緊急	penting	緊急	penting	ADJ	ADJ;SG
地下	underground	地下	underground	N	N
地下	basemen	地下	basemen	N	N
地下	basement	地下	basement	N	N
連隊	resimen	連隊	resimen	N	N
連隊	resimen	連隊	resimen	N	N
連隊	resimen	連隊	resimen	N	N
ストーリー	cerita	ストーリー	cerita	N	N;SG
ストーリー	berita	ストーリー	berita	N	N;SG
ストーリー	kisah	ストーリー	kisah	N	N;SG
ストーリー	cerita	ストーリー	cerita	N	N;SG
ストーリー	narasi	ストーリー	narasi	N	N;SG
太陽	matahari	太陽	matahari	N	N;SG
保険	asuransi	保険	asuransi	N	N;SG
制限	terbatas	制限	terbatas	V	V;SG
制限	dibatasi	制限	dibatasi	V	V;SG;PASS
制限	batasi	制限	batasi	V	V;SG;ACT
制限	membatasi	制限	menbatasi	V	V;SG;ACT
キー	kunci	キー	kunci	N	N;SG
キー	kunci	キー	kunci	N	N;SG
責任	tanggungjawab	責任	tanggungjawab	N	N;SG
児童	anakan	児童	anakan	N	N;SG
児童	anak	児童	anak	N	N;SG
ボール	bola	ボール	bola	N	N;SG
ボール	bola	ボール	bola	N	N;SG
急行	ekspres	急行	ekspres	N	N;SG
電力	kelistrikan	電力	kelistrikan	N	N;SG
電力	listrik	電力	listrik	N	N;SG
医学	kedokteran	医学	kedokteran	N	N;SG
医学	obat	医学	obat	N	N;SG
医学	kedokteran	医学	kedokteran	N	N;SG
医学	medis	医学	medis	N	N;SG
所有	dimiliki	所有	dimiliki	V	V;SG;PASS
サー	tuan	サー	tuan	N	N;SG
自己	diri	自己	diri	N	N;SG
シーン	adegan	シーン	adegan	N	N;SG
シーン	scene	シーン	scene	N	N
シーン	adegan	シーン	adegan	N	N;SG
憲法	konstitusi	憲法	konstitusi	N	N;SG
支店	cabang	支店	cabang	N	N;SG
支店	ranting	支店	ranting	N	N;SG
支店	dahan	支店	dahan	N	N;SG
管理	pengurus	管理	penurus	N	N;SG
管理	administrator	管理	administrator	N	N;SG
管理	pengurus	管理	penurus	N	N;SG
管理	administrator	管理	administrator	N	N;SG
管理	pengurus	管理	penurus	N	N;SG
略称	kependekan	略称	kependekan	N	N;SG
略称	singkatan	略称	singkatan	N	N;SG
オープニング	pembukaan	オープニング	penbukaan	N	N;SG
タウン	kotamadya	タウン	kotamadya	N	N;SG
タウン	kota	タウン	kota	N	N;SG
カバー	sampul	カバー	sampul	N	N;SG
カバー	penutup	カバー	pentutup	N	N;SG
コンピュータ	komputer	コンピュータ	komputer	N	N;SG
コンピュータ	komputer	コンピュータ	komputer	N	N;SG
取引	bertransaksi	取引	bertransaksi	V	V;SG;ACT
取引	berdagang	取引	berdagang	V	V;SG;ACT
長い	lama	長い	lama	ADJ	ADJ;SG
長い	panjang	長い	panjang	ADJ	ADJ;SG
禁止	dilarang	禁止	dilarang	V	V;SG;PASS
統計	statistika	統計	statistika	N	N;SG
統計	statistik	統計	statistik	N	N;SG
統計	statistik	統計	statistik	N	N;SG
強化	memperkuat	強化	menperkuat	V	V;SG;ACT
強化	menguatkan	強化	menkuatkan	V	V;SG;ACT
強化	perkuat	強化	perkuat	V	V;SG;ACT
パン	roti	パン	roti	N	N;SG
物理	jasmani	物理	jasmani	N	N
物理	fisik	物理	fisik	N	N;SG
インターネット	internet	インターネット	internet	N	N;SG
パーク	taman	パーク	taman	N	N;SG
思想	pemikir	思想	penpikir	N	N;SG
先生	sensei	先生	sensei	N	N
先生	guru	先生	guru	N	N;SG
先生	doktor	先生	doktor	N	N;SG
先生	dokter	先生	dokter	N	N;SG
訓練	berlatih	訓練	berlatih	V	V;SG;ACT
ハウス	rumah	ハウス	rumah	N	N;SG
月刊	perbulan	月刊	perbulan	N	N;SG
月刊	bulanan	月刊	bulanan	N	N;SG
検索	cari	検索	cari	V	V;SG;ACT
対策	penanggulangan	対策	pentanggulangan	N	N;SG
会員	anggota	会員	anggota	N	N;SG
会員	keanggotaan	会員	keanggotaan	N	N;SG
トンネル	tunnel	トンネル	tunnel	N	N
トンネル	terowongan	トンネル	terowongan	N	N;SG
トンネル	terowongan	トンネル	terowongan	N	N;SG
チャート	bagan	チャート	bagan	N	N;SG
チャート	grafik	チャート	grafik	N	N
チャート	diagram	チャート	diagram	N	N;SG
チャート	bagan	チャート	bagan	N	N;SG
内部	interior	内部	interior	N	N;SG
竣工	penyelesaian	竣工	penselesaian	N	N;SG
竣工	pelengkapan	竣工	penlengkapan	N	N;SG
戦車	tangki	戦車	tangki	N	N;SG
戦車	tank	戦車	tank	N	N
戦車	tank	戦車	tank	N	N
愛称	julukan	愛称	julukan	N	N;SG
愛称	julukan	愛称	julukan	N	N;SG
再	resume	再	resume	N	N
機器	perangkat	機器	perangkat	N	N;SG
機器	peranti	機器	peranti	N	N;SG
機器	perlengkapan	機器	perlengkapan	N	N;SG
機器	peralatan	機器	peralatan	N	N;SG
機器	perangkat	機器	perangkat	N	N;SG
プロダクション	produksi	プロダクション	produksi	N	N;SG
スタッフ	staf	スタッフ	staf	N	N;SG
スタッフ	staff	スタッフ	staff	N	N
プログラム	program	プログラム	program	N	N;SG
プログラム	program	プログラム	program	N	N;SG
プログラム	program	プログラム	program	N	N;SG
アカデミー	akademi	アカデミー	akademi	N	N;SG
アカデミー	akademi	アカデミー	akademi	N	N;SG
司会	moderator	司会	moderator	N	N
司会	presenter	司会	presenter	N	N
合意	setuju	合意	setuju	V	V;SG;ACT
合意	disepakati	合意	disepakati	V	V;SG;PASS
二	dua	二	dua	NUM	NUM
改善	meningkatkan	改善	mentingkatkan	V	V;SG;ACT
改善	tingkatkan	改善	tingkatkan	V	V;SG;ACT
改善	meningkatkan	改善	mentingkatkan	V	V;SG;ACT
文書	dokumen	文書	dokumen	N	N;SG
文書	dokumen	文書	dokumen	N	N;SG
世代	generasi	世代	generasi	N	N;SG
世代	generasi	世代	generasi	N	N;SG
ネットワーク	jaringan	ネットワーク	jaringan	N	N;SG
ネットワーク	jaringannya	ネットワーク	jaringan	N	N;SG
ネットワーク	jaringan	ネットワーク	jaringan	N	N;SG
ネットワーク	jaringannya	ネットワーク	jaringan	N	N;SG
審査	tinjauan	審査	tinjauan	N	N;SG
審査	ulasan	審査	ulasan	N	N;SG
審査	pemeriksaan	審査	penperiksaan	N	N;SG
観測	diamati	観測	diamati	V	V;SG;PASS
観測	mengamati	観測	menamati	V	V;SG;ACT
プレイヤー	player	プレイヤー	player	N	N
プレイヤー	pemain	プレイヤー	penmain	N	N;SG
プレイヤー	pemutar	プレイヤー	penputar	N	N;SG
プレイヤー	pemain	プレイヤー	penmain	N	N;SG
クイズ	kuis	クイズ	kuis	N	N
伝統	tradisi	伝統	tradisi	N	N;SG
伝統	tradisi	伝統	tradisi	N	N;SG
ナイト	ksatria	ナイト	ksatria	N	N;SG
ナイト	kesatria	ナイト	kesatria	N	N
ナイト	malam	ナイト	malam	N	N;SG
旅行	bepergian	旅行	bepergian	V	V;SG;ACT
旅行	berwisata	旅行	berwisata	V	V;SG;ACT
旅行	berpergian	旅行	berpergian	V	V;SG;ACT
旅行	bepergian	旅行	bepergian	V	V;SG;ACT
後継	penerus	後継	penterus	N	N;SG
比較	bandingkan	比較	bandingkan	V	V;SG;ACT
比較	membandingkan	比較	menbandingkan	V	V;SG;ACT
貴族	bangsawan	貴族	bangsawan	N	N;MASC;SG
貴族	bangsawan	貴族	bangsawan	N	N;MASC;SG
貴族	kebangsawanan	貴族	kebangsawanan	N	N;SG
向上	tingkatkan	向上	tingkatkan	V	V;SG;ACT
向上	meningkatkan	向上	mentingkatkan	V	V;SG;ACT
バトル	pertempuran	バトル	pertempuran	N	N;SG
バトル	peperangan	バトル	peperangan	N	N
日曜	minggu	日曜	minggu	N	N;SG
ダンス	dansa	ダンス	dansa	N	N;SG
ダンス	tari	ダンス	tari	N	N;SG
ダンス	tarian	ダンス	tarian	N	N;SG
資格	kualifikasi	資格	kualifikasi	N	N;SG
資格	kualifikasi	資格	kualifikasi	N	N;SG
実現	direalisasikan	実現	direalisasikan	V	V;SG;PASS
実現	menyadari	実現	mensadari	V	V;SG;ACT
実現	direalisasikan	実現	direalisasikan	V	V;SG;PASS
ミサイル	rudal	ミサイル	rudal	N	N;SG
ミサイル	roket	ミサイル	roket	N	N;SG
ミサイル	misil	ミサイル	misil	N	N;SG
ミサイル	rudal	ミサイル	rudal	N	N;SG
ミサイル	misil	ミサイル	misil	N	N;SG
文章	hukuman	文章	hukuman	N	N;SG
文章	kalimat	文章	kalimat	N	N;SG
平和	damai	平和	damai	ADJ	ADJ;SG
平和	damai	平和	damai	ADJ	ADJ;SG
一度	sekali	一度	sekali	ADV	ADV
集合	setel	集合	setel	N	N;SG;ACT
コンサート	konser	コンサート	konser	N	N;SG
コンサート	konser	コンサート	konser	N	N;SG
回転	berputar	回転	berputar	V	V;SG;ACT
回転	memutar	回転	menputar	V	V;SG;ACT
回転	memutar	回転	menputar	V	V;SG;ACT
ロボット	robot	ロボット	robot	N	N;SG
ロボット	robot	ロボット	robot	N	N;SG
歩兵	infanteri	歩兵	infanteri	N	N;SG
歩兵	infantri	歩兵	infantri	N	N;SG
青年	pemuda	青年	pemuda	N	N;SG
小惑星	asteroid	小惑星	asteroid	N	N
小惑星	asteroid	小惑星	asteroid	N	N
用語	istilah	用語	istilah	N	N;SG
用語	ketentuan	用語	ketentuan	N	N;SG
用語	terminologi	用語	terminologi	N	N
前身	pendahulu	前身	pendahulu	N	N;SG
前身	pendahulunya	前身	pendahulunya	N	N;SG
前身	pendahulunya	前身	pendahulunya	N	N;SG
姉妹	saudara	姉妹	saudara	N	N;SG
姉妹	suster	姉妹	suster	N	N
姉妹	adik	姉妹	adik	N	N;SG
姉妹	suster	姉妹	suster	N	N
姉妹	kakak	姉妹	kakak	N	N;SG
小さな	kecil	小さな	kecil	ADJ	ADJ;SG
残り	sisa	残り	sisa	N	N;SG
適用	terapkan	適用	terapkan	V	V;SG;PASS
イオン	ion	イオン	ion	N	N
イオン	ion	イオン	ion	N	N
仲間	kamerad	仲間	kamerad	N	N;SG
フィールド	bidang	フィールド	bidang	N	N;SG
フィールド	lapangan	フィールド	lapangan	N	N;SG
フィールド	medan	フィールド	medan	N	N;SG
フィールド	kolom	フィールド	kolom	N	N;SG
フィールド	bidang	フィールド	bidang	N	N;SG
フィールド	ruas	フィールド	ruas	N	N;SG
フィールド	kolom	フィールド	kolom	N	N;SG
キロ	kilometer	キロ	kilometer	N	N
論文	skripsi	論文	skripsi	N	N;SG
論文	tesis	論文	tesis	N	N;SG
福祉	kesejahteraan	福祉	kesejahteraan	N	N;SG
レポート	laporan	レポート	laporan	N	N;SG
レポート	laporan	レポート	laporan	N	N;SG
レポート	pelaporan	レポート	penlaporan	N	N;SG
レポート	laporan	レポート	laporan	N	N;SG
要素	unsur	要素	unsur	N	N;SG
要素	elemen	要素	elemen	N	N;SG
要素	unsur	要素	unsur	N	N;SG
要素	elemen	要素	elemen	N	N;SG
市町村	kotamadya	市町村	kotamadya	N	N;SG
市町村	munisipalitas	市町村	munisipalitas	N	N
ブラ	kutang	ブラ	kutang	N	N;SG
衛星	satelit	衛星	satelit	N	N;SG
性能	kinerja	性能	kinerja	N	N;SG
性能	performa	性能	performa	N	N;SG
性能	suntuk	性能	suntuk	N	N
カメラ	kamera	カメラ	kamera	N	N;SG
カメラ	camera	カメラ	camera	N	N
カメラ	kamera	カメラ	kamera	N	N;SG
役割	peran	役割	peran	N	N;SG
役割	peranan	役割	peranan	N	N;SG
役割	peran	役割	peran	N	N;SG
改良	ditingkatkan	改良	ditingkatkan	V	V;SG;PASS
改良	disempurnakan	改良	disempurnakan	V	V;SG;PASS
ワイド	luas	ワイド	luas	N	N;SG
講師	dosen	講師	dosen	N	N;SG
講師	instruktur	講師	instruktur	N	N;SG
講師	instruktur	講師	instruktur	N	N;SG
録音	merekam	録音	menrekam	V	V;SG;ACT
サブ	sub	サブ	sub	N	N
読み	bacalah	読む	bacalah	V	V;SG;ACT
読み	baca	読む	baca	V	V;SG;ACT
読み	dibaca	読む	dibaca	V	V;SG;PASS
読み	membaca	読む	menbaca	V	V;SG;ACT
指名	mencalonkan	指名	mencalonkan	V	V;SG;ACT
冒険	bertualang	冒険	bertualang	V	V;SG;ACT
冒険	bertualang	冒険	bertualang	V	V;SG;ACT
コレクション	koleksi	コレクション	koleksi	N	N;SG
コレクション	koleksi	コレクション	koleksi	N	N;SG
犯罪	kriminalitas	犯罪	kriminalitas	N	N;SG
犯罪	pidana	犯罪	pidana	N	N
犯罪	kejahatan	犯罪	kejahatan	N	N;SG
犯罪	kriminal	犯罪	kriminal	N	N;SG
大陸	benua	大陸	benua	N	N;SG
大陸	benua	大陸	benua	N	N;SG
画面	layar	画面	layar	N	N;SG
医師	dokter	医師	dokter	N	N;SG
医師	tabib	医師	tabib	N	N
医師	dokter	医師	dokter	N	N;SG
医師	doktor	医師	doktor	N	N;SG
医師	dokter	医師	dokter	N	N;SG
国会	parlemen	国会	parlemen	N	N;SG
国会	diet	国会	diet	N	N;SG
インタビュー	wawancara	インタビュー	wawancara	N	N;SG
インタビュー	wawancara	インタビュー	wawancara	N	N;SG
マガジン	majalah	マガジン	majalah	N	N;SG
生命	kehidupan	生命	kehidupan	N	N;SG
生命	hidup	生命	hidup	N	N;SG
コミュニティ	komunitas	コミュニティ	komunitas	N	N;SG
コミュニティ	komunitas	コミュニティ	komunitas	N	N;SG
コミュニティ	masyarakat	コミュニティ	masyarakat	N	N;SG
弁護士	pengacara	弁護士	pengacara	N	N;SG
弁護士	pengacara	弁護士	pengacara	N	N;SG
健康	sehat	健康	sehat	ADJ	ADJ;SG
設備	fasilitas	設備	fasilitas	N	N;SG
価格	harga	価格	harga	N	N;SG
価格	harga	価格	harga	N	N;SG
価格	harganya	価格	harga	N	N;SG
価格	harga	価格	harga	N	N;SG
アニメーション	animasi	アニメーション	animasi	N	N
アニメーション	animation	アニメーション	animation	N	N
アニメーション	animasi	アニメーション	animasi	N	N
参考	acuan	参考	acuan	N	N;SG
参考	referensi	参考	referensi	N	N;SG
参考	rujukan	参考	rujukan	N	N;SG
工学	teknik	工学	teknik	N	N;SG
工学	rekayasa	工学	rekayasa	N	N;SG
母親	ibu	母親	ibu	N	N;SG
専攻	jurusan	専攻	jurusan	N	N;SG
専攻	jurusan	専攻	jurusan	N	N;SG
ドア	pintu	ドア	pintu	N	N;SG
ドア	pintu	ドア	pintu	N	N;SG
順位	klasemen	順位	klasemen	N	N;SG
数学	matematika	数学	matematika	N	N;SG
数学	matematika	数学	matematika	N	N;SG
配給	ransum	配給	ransum	N	N
配給	jatah	配給	jatah	N	N;SG
信号	sinyal	信号	sinyal	N	N;SG
信号	signal	信号	signal	N	N;SG
信号	sinyal	信号	sinyal	N	N;SG
信号	signal	信号	signal	N	N;SG
ゴール	gol	ゴール	gol	N	N;SG
ゴール	tujuan	ゴール	tujuan	N	N;SG
ゴール	tujuan	ゴール	tujuan	N	N;SG
ゴール	gawang	ゴール	gawang	N	N;SG
ゴール	sasaran	ゴール	sasaran	N	N;SG
ゴール	gol	ゴール	gol	N	N;SG
金融	keuangan	金融	keuangan	N	N;SG
金融	finance	金融	finance	N	N
周囲	perimeter	周囲	perimeter	N	N;SG
動画	videografi	動画	videografi	N	N
動画	video	動画	video	N	N;SG
動画	videonya	動画	video	N	N;SG
動画	video	動画	video	N	N;SG
広告	iklan	広告	iklan	N	N;SG
広告	periklanan	広告	periklanan	N	N;SG
広告	iklan	広告	iklan	N	N;SG
広告	iklan	広告	iklan	N	N;SG
幕府	bakufu	幕府	bakufu	N	N;SG
幕府	muromachi	幕府	muromachi	N	N
実行	mengeksekusi	実行	meneksekusi	V	V;SG;ACT
実行	laksanakan	実行	laksanakan	V	V;SG;ACT
始める	mulai	始める	mulai	V	V;SG;ACT
始める	mulailah	始める	mulai	V	V;SG;ACT
始める	mulai	始める	mulai	V	V;SG;ACT
チャンピオン	juara	チャンピオン	juara	N	N;SG
チャンピオン	champion	チャンピオン	champion	N	N
チャンピオン	juara	チャンピオン	juara	N	N;SG
チャンピオン	champions	チャンピオン	champions	N	N
日記	jurnal	日記	jurnal	N	N;SG
日記	jurnal	日記	jurnal	N	N;SG
日記	diaries	日記	diaries	N	N;SG
セル	sel	セル	sel	N	N;SG
セル	sel	セル	sel	N	N;SG
有効	aktif	有効	aktif	ADJ	ADJ;SG
有効	sah	有効	sah	ADJ	ADJ;SG
歌詞	lirik	歌詞	lirik	N	N;SG;ACT
サイ	badak	サイ	badak	N	N;SG
サイ	badak	サイ	badak	N	N;SG
パワー	tenaga	パワー	tenaga	N	N;SG
パワー	kekuasaan	パワー	kekuasaan	N	N;SG
パワー	kekuatan	パワー	kekuatan	N	N;SG
パワー	daya	パワー	daya	N	N;SG
アーティスト	seniman	アーティスト	seniman	N	N;SG
アーティスト	artis	アーティスト	artis	N	N;SG
アーティスト	artis	アーティスト	artis	N	N;SG
アーティスト	seniman	アーティスト	seniman	N	N;SG
食品	makanan	食品	makanan	N	N;SG
食品	pangan	食品	pangan	N	N;SG
午後	sore	午後	sore	N	N;SG
午後	siang	午後	siang	N	N;SG
ステーション	stasiun	ステーション	stasiun	N	N;SG
ステーション	station	ステーション	station	N	N
戦艦	battleship	戦艦	battleship	N	N
騎士	ksatria	騎士	ksatria	N	N;SG
騎士	kesatria	騎士	kesatria	N	N
騎士	ksatria	騎士	ksatria	N	N;SG
騎士	kesatria	騎士	kesatria	N	N
音声	suaranya	音声	suara	N	N;SG
音声	audio	音声	audio	N	N;SG
音声	pidato	音声	pidato	N	N;SG
音声	ucapan	音声	ucapan	N	N;SG
遺産	warisan	遺産	warisan	N	N;SG
権利	hak	権利	hak	N	N;SG
学習	dipelajari	学習	dipelajari	V	V;SG;PASS
学習	belajar	学習	belajar	V	V;SG
学習	pelajari	学習	pelajari	V	V;SG;ACT
学習	belajar	学習	belajar	V	V;SG
バンク	bank	バンク	bank	N	N;SG
スコア	skor	スコア	skor	N	N;SG
スコア	skor	スコア	skor	N	N;SG
スペース	spasi	スペース	spasi	N	N
スペース	ruang	スペース	ruang	N	N;SG
スペース	spasi	スペース	spasi	N	N
スペース	angkasa	スペース	angkasa	N	N;SG
潜水艦	selam	潜水艦	selam	N	N;SG
人生	kehidupan	人生	kehidupan	N	N;SG
人生	hidup	人生	hidup	N	N;SG
証券	sekuritas	証券	sekuritas	N	N
ウェブ	website	ウェブ	website	N	N;SG
ウェブ	website	ウェブ	website	N	N;SG
コピー	menyalin	コピー	mensalin	V	V;SG;ACT
コピー	menyalin	コピー	mensalin	V	V;SG;ACT
ステークス	patok	ステークス	patok	N	N;SG
ステークス	pancang	ステークス	pancang	N	N;SG;ACT
エピソード	episode	エピソード	episode	N	N
エピソード	episode	エピソード	episode	N	N
イラスト	ilustrasi	イラスト	ilustrasi	N	N;SG
すでに	sudah	すでに	sudah	ADV	ADV;SG;ACT
収容	komitmen	収容	komitmen	N	N;SG
収容	hukuman	収容	hukuman	N	N;SG
収容	penahanan	収容	pentahanan	N	N;SG
航空機	pesawat	航空機	pesawat	N	N;SG
マシン	mesin	マシン	mesin	N	N;SG
練習	praktek	練習	praktek	N	N;SG
練習	latihan	練習	latihan	N	N;SG
練習	praktik	練習	praktik	N	N;SG
ソフトウェア	software	ソフトウェア	software	N	N
再生	memutar	再生	menputar	V	V;SG;ACT
古い	tua	古い	tua	ADJ	ADJ;SG
古い	lama	古い	lama	ADJ	ADJ;SG
撤退	mundur	撤退	mundur	V	V;SG;ACT
領域	daerah	領域	daerah	N	N;SG
領域	wilayah	領域	wilayah	N	N;SG
領域	luas	領域	luas	N	N;SG
領域	kawasan	領域	kawasan	N	N;SG
領域	area	領域	area	N	N;SG
司令官	komandan	司令官	komandan	N	N;SG
司令官	panglima	司令官	panglima	N	N;SG
防御	pembela	防御	penbela	N	N;SG
防御	pertahanan	防御	pertahanan	N	N;SG
防御	pembela	防御	penbela	N	N;SG
防御	pertahanan	防御	pertahanan	N	N;SG
天使	malaikat	天使	malaikat	N	N;SG
天使	bidadari	天使	bidadari	N	N;SG
天使	malaikat	天使	malaikat	N	N;SG
無料	gratis	無料	gratis	N	N;SG
ビジネス	bisnis	ビジネス	bisnis	N	N;SG
ビジネス	bisnis	ビジネス	bisnis	N	N;SG
ジャンプ	loncat	ジャンプ	loncat	N	N;SG;ACT
ジャンプ	lompat	ジャンプ	lompat	N	N;SG
友人	teman	友人	teman	N	N;SG
友人	sahabat	友人	sahabat	N	N;SG
期待	diharapkan	期待	diharapkan	V	V;SG;PASS
傾向	kecenderungan	傾向	kecenderungan	N	N;SG
自転車	sepeda	自転車	sepeda	N	N;SG
自転車	sepeda	自転車	sepeda	N	N;SG
自転車	sepeda	自転車	sepeda	N	N;SG
自転車	sepeda	自転車	sepeda	N	N;SG
動き	gerakan	動き	gerakan	N	N;SG
銀河	galaksi	銀河	galaksi	N	N;SG
モンスター	rakasa	モンスター	rakasa	N	N;SG
