kategória	kategorie	kategória	kategorie	N;NOM;FEM;SG	N;NOM;FEM;SG
forma	form	forma	form	N;NOM;FEM;SG	N;SG
severnom	nordeuropa	severný	nordeuropa	ADJ;ESS;NEUT;SG	ADJ
dni	tage	deň	tagen	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
sondy	sonden	sonda	Sonde	N;NOM;FEM;PL	N;PL
sondy	sonden	sonda	Sonde	N;NOM;FEM;PL	N;PL
choroby	erkrankungen	choroba	erkrankung	N;NOM;FEM;PL	N;NOM;FEM;PL
choroby	berufskrankheiten	choroba	berufskrankheiten	N;NOM;FEM;PL	N;NOM;PL
choroby	erkrankungen	choroba	erkrankung	N;NOM;FEM;PL	N;NOM;FEM;PL
zariadenie	ausstattung	zariadenie	ausstattung	N;NOM;NEUT;SG	N
zariadenie	ausrüstung	zariadenie	ausrüstung	N;NOM;NEUT;SG	N;NOM;FEM;SG
zariadenie	einbau	zariadenie	einbau	N;NOM;NEUT;SG	N;SG
zariadenie	installation	zariadenie	installation	N;NOM;NEUT;SG	N;SG
zariadenie	anlage	zariadenie	anlage	N;NOM;NEUT;SG	N;NOM;FEM;SG
výhry	gewinn	výhra	gewinn	N;NOM;FEM;PL	N
federácia	vereinigung	federácia	vereinigung	N;NOM;FEM;SG	N;NOM;FEM;SG
voľby	optionen	voľba	option	N;NOM;FEM;PL	N;NOM;FEM;PL
možnosti	optionen	možnosť	option	N;NOM;FEM;PL	N;NOM;FEM;PL
prečo	weswegen	prečo	weswegen	ADV	ADV
prečo	wieso	prečo	wieso	ADV	ADV
medzinárodných	international	medzinárodný	international	ADJ;GEN;MASC;PL	ADJ
medzinárodných	internationaler	medzinárodný	international	ADJ;GEN;MASC;PL	ADJ
zápis	warnung	zápis	warnung	N;INAN;NOM;MASC;SG	N;NOM;SG
line	linie	lina	linie	N;NOM;FEM;SG	N
line	strecke	lina	strecken	N;NOM;FEM;SG	N;SG
viaceré	mehrfach	viacero	mehrfach	ADJ;NOM;NEUT;SG	ADJ
pokračoval	fortgesetzt	pokračovať	fortsetzen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
pozície	stellungen	pozícia	stellung	N;NOM;FEM;PL	N;NOM;FEM;PL
spomína	erwähnt	spomínať	erwähnen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
vety	phrasen	veta	phrasen	N;NOM;FEM;PL	N;NOM;PL
veže	türme	veža	türm	N;NOM;FEM;PL	N;NOM;PL
manželky	ehefrauen	manželka	ehefrauen	N;NOM;FEM;PL	N;NOM;PL
firma	firma	firm	firma	N;NOM;FEM;SG	N;NOM;FEM;SG
firma	firma	firm	firma	N;NOM;FEM;SG	N;NOM;FEM;SG
štart	inbetriebnahme	štart	inbetriebnahme	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
štart	einführung	štart	einführung	N;INAN;NOM;MASC;SG	N;SG
socha	denkmal	socha	denkmal	N;NOM;FEM;SG	N;NOM;NEUT;SG
socha	statue	socha	statu	N;NOM;FEM;SG	N;NOM;SG
festival	volksfest	festival	volksfest	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
dosahuje	erzielt	dosahovať	erzielen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
technické	technischer	technický	technisch	ADJ;NOM;NEUT;SG	ADJ
technické	technischen	technický	technisch	ADJ;NOM;NEUT;SG	ADJ;SG
technické	technisch	technický	technisch	ADJ;NOM;NEUT;SG	ADJ
noviny	tageszeitungen	noviny	taszeitungen	N;NOM;FEM;PL	N;NOM;FEM;PL
mapy	stadtplan	mapy	stadtplan	N;NOM;FEM;PL	N
mapy	stadtplan	mapy	stadtplan	N;NOM;FEM;PL	N
znova	wieder	znova	wieder	ADV	ADV
slúžil	serviert	slúžiť	servieren	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
slúžil	gedient	slúžiť	dienen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
slúžil	zugestellt	slúžiť	zustellen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
slúžil	diente	slúžiť	dienen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
poskytuje	bietet	poskytovať	bieten	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
poskytuje	liefert	poskytovať	liefern	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
zlatá	süss	zlatý	süßen	ADJ;NOM;FEM;SG	ADJ
zlatá	süß	zlatý	süß	ADJ;NOM;FEM;SG	ADJ
zlatá	niedlich	zlatý	niedlich	ADJ;NOM;FEM;SG	ADJ
zlatá	süßen	zlatý	süßen	ADJ;NOM;FEM;SG	ADJ
zlatá	goldener	zlatý	golden	ADJ;NOM;FEM;SG	ADJ
zlatá	goldenes	zlatý	golden	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
herečky	schauspielerinnen	herečka	schauspielerinnen	N;NOM;FEM;PL	N;NOM;FEM;PL
stretnutia	tagungen	stretnutie	tagung	N;NOM;NEUT;PL	N;NOM;FEM;PL
stretnutia	tagungen	stretnutie	tagung	N;NOM;NEUT;PL	N;NOM;FEM;PL
stretnutia	versammlungen	stretnutie	versammlingen	N;NOM;NEUT;PL	N;NOM;FEM;PL
stretnutia	ernennungen	stretnutie	ernennungen	N;NOM;NEUT;PL	N;NOM;FEM;PL
stretnutia	benennungen	stretnutie	benennungen	N;NOM;NEUT;PL	N;NOM;FEM;PL
zámky	verschlüsse	zámok	verschlüssen	N;INAN;NOM;MASC;PL	N;NOM;PL
meria	gemessen	meriť	messen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
výraz	ausdruck	výraz	ausdruck	N;INAN;NOM;MASC;SG	N;SG
španielsky	spanisch	španielsky	spanisch	ADJ;ANIM;NOM;MASC;SG	ADJ
španielsky	spanischer	španielsky	spanisch	ADJ;ANIM;NOM;MASC;SG	ADJ
červená	rot	červený	rot	ADJ;NOM;FEM;SG	ADJ
správne	recht	správne	recht	ADV	ADV
správne	richtig	správne	richtig	ADV	ADV
správne	rechts	správne	rechts	ADV	ADV
správne	richtig	správne	richtig	ADV	ADV
čierna	schwarzer	čierny	schwarz	ADJ;NOM;FEM;SG	ADJ
čierna	schwarz	čierny	schwarz	ADJ;NOM;FEM;SG	ADJ
čierna	schwarzen	čierny	schwarz	ADJ;NOM;FEM;SG	ADJ
vidieť	sehen	vidieť	sehen	V;IPFV;POS;NFIN	V;NFIN
vidieť	siehe	vidieť	sehen	V;IPFV;POS;NFIN	V;IMP;SG;FIN
vidieť	ansehen	vidieť	ansehen	V;IPFV;POS;NFIN	V;NFIN
hore	oben	hore	oben	ADV	ADV
administratívne	administrativen	administratívne	administrativ	ADJ;NOM;NEUT;SG	ADJ
administratívne	administrativ	administratívne	administrativ	ADJ;NOM;NEUT;SG	ADJ
športové	sportlichen	športový	sportlich	ADJ;NOM;NEUT;SG	ADJ
čoskoro	bald	čoskoro	bald	ADV	ADV
čoskoro	demnächst	čoskoro	demnächst	ADV	ADV
skratka	verknüpfung	skratka	verknüpfang	N;NOM;FEM;SG	N;SG
hrať	abspielen	hrať	abspielen	V;IPFV;POS;NFIN	V;NFIN
hrať	spielen	hrať	spielen	V;IPFV;POS;NFIN	V;NFIN
hrať	abspielen	hrať	abspielen	V;IPFV;POS;NFIN	V;NFIN
hrať	spielen	hrať	spielen	V;IPFV;POS;NFIN	V;NFIN
sezóna	spielzeit	sezón	spielzeit	N;NOM;FEM;SG	N;NOM;SG
sezóna	saison	sezón	saison	N;NOM;FEM;SG	N;NOM;FEM;SG
bitky	schläge	bitka	schläg	N;NOM;FEM;PL	N;NOM;FEM;PL
boj	kampf	boj	kampfen	N;INAN;NOM;MASC;SG	N;SG
boj	bekämpfung	boj	bekämpfung	N;INAN;NOM;MASC;SG	N;SG
boj	kampf	boj	kampfen	N;INAN;NOM;MASC;SG	N;SG
boj	kampf	boj	kampfen	N;INAN;NOM;MASC;SG	N;SG
porazil	geschlagen	poraziť	schlagen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
porazil	besiegen	poraziť	besiegen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;NFIN
porazil	besiegte	poraziť	besiegen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
porazil	besiegt	poraziť	besiegen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
nižšie	darunter	nízko	darunter	ADV;CMPR	ADV
nižšie	unten	nízko	unten	ADV;CMPR	ADV
hádzanej	handball	hádzaný	handball	ADJ;GEN;FEM;SG;POS;V.PTCP;PASS	ADJ
vzťahu	beziehung	vzťah	Beziehung	N;INAN;DAT;MASC;SG	N;SG
tvorili	gegründet	tvoriť	gründen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
tvorili	gebildet	tvoriť	bilden	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
tvorili	geformt	tvoriť	formen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
dvakrát	zweimal	dvakrát	zweimal	ADV	ADV
žena	frau	žena	frau	N;NOM;FEM;SG	N;NOM;FEM;SG
žena	ehefrau	žena	ehefrau	N;NOM;FEM;SG	N;NOM;FEM;SG
žena	frau	žena	frau	N;NOM;FEM;SG	N;NOM;FEM;SG
predpokladá	angenommen	predpokladať	annehmen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
predpokladá	vorsieht	predpokladať	vorsiehen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
predpokladá	voraussetzt	predpokladať	voraussetzen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
predpokladá	nimmt	predpokladať	nehmen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
predpokladá	übernimmt	predpokladať	übernehmen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
sila	kräfte	sila	krafen	N;NOM;FEM;SG	N
sila	festigkeit	sila	Festigkeit	N;NOM;FEM;SG	N;NOM;FEM;SG
dieťa	kind	dieťa	kind	N;NOM;NEUT;SG	N;NOM;NEUT;SG
dieťa	kind	dieťa	kind	N;NOM;NEUT;SG	N;NOM;NEUT;SG
mierne	etwas	mierne	etwas	ADV	ADV
vedenie	geschäftsführung	vedenie	geschäftsführung	N;NOM;NEUT;SG	N;NOM;FEM;SG
vedenie	unternehmensführung	vedenie	unternehmensführung	N;NOM;NEUT;SG	N;NOM;FEM;SG
vedenie	führung	vedenie	führung	N;NOM;NEUT;SG	N;NOM;FEM;SG
stredná	nahen	stredný	nah	ADJ;NOM;FEM;SG	ADJ
stredná	mittlerer	stredný	mittler	ADJ;NOM;FEM;SG	ADJ
stredná	zentral	stredný	zentral	ADJ;NOM;FEM;SG	ADJ
stredná	mäßig	stredný	mäßig	ADJ;NOM;FEM;SG	ADJ
stredná	mäßiger	stredný	mäßiger	ADJ;NOM;FEM;SG	ADJ
stredná	moderat	stredný	moderat	ADJ;NOM;FEM;SG	ADJ
stredná	gemäßigt	stredný	päßigen	ADJ;NOM;FEM;SG	ADJ;V.PTCP
stredná	gemein	stredný	gemein	ADJ;NOM;FEM;SG	ADJ
prebieha	laufenden	prebiehať	laufend	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FIN
skončila	beendet	skončiť	beenden	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
skončila	geendet	skončiť	geenden	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
skončila	beendete	skončiť	beenden	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
skončila	endete	skončiť	enden	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
skončila	abgelaufen	skončiť	ablaufen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
schopnosť	kapazität	schopnosť	kapazität	N;NOM;FEM;SG	N;NOM;FEM;SG
schopnosť	befähigung	schopnosť	befähigung	N;NOM;FEM;SG	N;NOM;FEM;SG
schopnosť	befähigung	schopnosť	befähigung	N;NOM;FEM;SG	N;NOM;FEM;SG
končí	endet	končiť	enden	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
končí	enden	končiť	enden	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
doba	periode	doba	periode	N;NOM;FEM;SG	N;SG
medzinárodný	international	medzinárodný	international	ADJ;INAN;NOM;MASC;SG	ADJ
medzinárodný	internationaler	medzinárodný	international	ADJ;INAN;NOM;MASC;SG	ADJ
galéria	galerie	galéria	galerie	N;NOM;FEM;SG	N;NOM;FEM;SG
hrala	spielte	hrať	spielen	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
hrala	gespielt	hrať	spielen	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
hrala	abgespielt	hrať	abspielen	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
vlastný	eigenes	vlastný	eigen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
vlastný	eigener	vlastný	eigen	ADJ;ANIM;NOM;MASC;SG	ADJ
vlastný	gewohnheit	vlastný	gewohnheit	ADJ;ANIM;NOM;MASC;SG	ADJ
názor	stellungnahme	názor	stellungnahme	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
názor	meinung	názor	meinung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
vytvorili	geschaffen	vytvoriť	schaffen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
vytvorili	erzeugt	vytvoriť	erzeugen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
vytvorili	erstellt	vytvoriť	erstellen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
vytvorili	erschaffen	vytvoriť	erschaffen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
fakulty	fakultäten	fakulta	fakultät	N;NOM;FEM;PL	N;PL
fakulty	fakultäten	fakulta	fakultät	N;NOM;FEM;PL	N;PL
fakulty	fakultät	fakulta	fakultät	N;NOM;FEM;PL	N
fakulty	dozenten	fakulta	dozent	N;NOM;FEM;PL	N;NOM;PL
trate	zeilen	triata	zeilen	N;NOM;FEM;PL	N;PL
trate	leitungen	triata	leitung	N;NOM;FEM;PL	N;NOM;FEM;PL
trate	gleise	triata	gleis	N;NOM;FEM;PL	N
čierny	schwarzer	čierny	schwarz	ADJ;ANIM;NOM;MASC;SG	ADJ
čierny	schwarz	čierny	schwarz	ADJ;ANIM;NOM;MASC;SG	ADJ
čierny	schwarzen	čierny	schwarz	ADJ;ANIM;NOM;MASC;SG	ADJ
post	beitrag	post	beitregen	N;INAN;NOM;MASC;SG	N;SG
objavila	entdeckte	objaviť	entdecken	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
objavila	gefunden	objaviť	finden	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
objavila	herausgefunden	objaviť	herausfinden	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
objavila	entdeckt	objaviť	entdecken	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
objavila	erschienen	objaviť	erscheinen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
objavila	schien	objaviť	scheinen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
objavila	erschien	objaviť	erscheinen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
pracuje	funktioniert	pracovať	funktionieren	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
pracuje	arbeiten	pracovať	arbeiten	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
pracuje	arbeitet	pracovať	arbeiten	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
pracuje	arbeiten	pracovať	arbeiten	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
maďarský	ungarisch	maďarský	ungarisch	ADJ;ANIM;NOM;MASC;SG	ADJ
maďarský	ungarischer	maďarský	ungarisch	ADJ;ANIM;NOM;MASC;SG	ADJ
väčší	größer	veľký	groß	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
väčší	grösser	veľký	groß	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
väčší	größeren	veľký	groß	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
väčší	größer	veľký	groß	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
väčší	größer	veľký	groß	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
väčší	grösser	veľký	groß	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
plocha	fläche	plocha	fläche	N;NOM;FEM;SG	N;NOM;FEM;SG
zbierka	sammlung	zbierka	sammlung	N;NOM;FEM;SG	N;NOM;FEM;SG
zbierka	erhebung	zbierka	Erhebung	N;NOM;FEM;SG	N;NOM;FEM;SG
biely	weißen	biely	weiß	ADJ;ANIM;NOM;MASC;SG	ADJ
umiestnené	gelegen	umiestnený	liegen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
vstup	eingang	vstup	eingehen	N;INAN;NOM;MASC;SG	N;SG
vstup	eingang	vstup	eingehen	N;INAN;NOM;MASC;SG	N;SG
vstup	eingabe	vstup	eingabe	N;INAN;NOM;MASC;SG	N;FEM;SG
vstup	eingang	vstup	eingehen	N;INAN;NOM;MASC;SG	N;SG
vstup	eintrag	vstup	eintrag	N;INAN;NOM;MASC;SG	N
hodiny	uhren	hodina	Chr	N;NOM;FEM;PL	N;NOM;PL
hodiny	uhren	hodina	Chr	N;NOM;FEM;PL	N;NOM;PL
francúzske	französisch	francúzsky	französisch	ADJ;NOM;NEUT;SG	ADJ
francúzske	franzosen	francúzsky	franzosen	ADJ;NOM;NEUT;SG	ADJ
múzea	sehenswürdigkeiten	múzeum	sehenswürdigkeiten	N;NOM;NEUT;PL	N;NOM;FEM;PL
pôvodné	ursprünglich	pôvodný	ursprünglich	ADJ;NOM;NEUT;SG	ADJ
pôvodné	original	pôvodný	original	ADJ;NOM;NEUT;SG	ADJ
pôvodné	originell	pôvodný	originell	ADJ;NOM;NEUT;SG	ADJ
pôvodné	originellen	pôvodný	originell	ADJ;NOM;NEUT;SG	ADJ
hrali	gespielt	hrať	spielen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
hrali	abgespielt	hrať	abspielen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
ruská	russisch	ruský	russisch	ADJ;NOM;FEM;SG	ADJ
podujatia	veranstaltungen	podujatie	veranstaltung	N;NOM;NEUT;PL	N;NOM;FEM;PL
podujatia	anlässe	podujatie	anlassen	N;NOM;NEUT;PL	N;NOM;FEM;PL
zmena	änderung	zmena	änderung	N;NOM;FEM;SG	N;NOM;FEM;SG
zmena	veränderung	zmena	veränderung	N;NOM;FEM;SG	N;NOM;FEM;SG
zmena	modifizierung	zmena	modifizierung	N;NOM;FEM;SG	N;NOM;FEM;SG
zmena	veränderung	zmena	veränderung	N;NOM;FEM;SG	N;NOM;FEM;SG
zmena	änderung	zmena	änderung	N;NOM;FEM;SG	N;NOM;FEM;SG
county	landkreis	count	landkreis	N;NOM;MASC;SG	N
britská	britisch	britský	britisch	ADJ;NOM;FEM;SG	ADJ
súd	verhandlung	súd	verhandlung	N;INAN;NOM;MASC;SG	N
súd	gericht	súd	ringen	N;INAN;NOM;MASC;SG	N;NOM;SG
súd	gericht	súd	ringen	N;INAN;NOM;MASC;SG	N;NOM;SG
prostredie	umwelt	prostredie	umwelt	N;NOM;NEUT;SG	N;NOM;FEM;SG
prostredie	umgebung	prostredie	Umgebung	N;NOM;NEUT;SG	N;NOM;FEM;SG
rýchlosti	geschwindigkeiten	rýchlosť	geschwindigkeit	N;NOM;FEM;PL	N;NOM;FEM;PL
biela	weißen	biely	weiß	ADJ;NOM;FEM;SG	ADJ
dedina	dorf	dedina	dorf	N;NOM;FEM;SG	N;NOM;NEUT;SG
dvaja	zwei	dva	zwei	NUM;ANIM;NOM;MASC;PL	NUM
dáta	daten	dát	daten	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
značka	marke	značka	marken	N;NOM;FEM;SG	N;NOM;FEM;SG
značka	marke	značka	marken	N;NOM;FEM;SG	N;NOM;FEM;SG
značka	tag	značka	tagen	N;NOM;FEM;SG	N;NOM;MASC;SG
ľahko	einfach	ľahko	einfach	ADV	ADV
zbrane	pistolen	zbraň	pistol	N;NOM;FEM;PL	N;NOM;PL
zbrane	gewehre	zbraň	gewehr	N;NOM;FEM;PL	N;NOM;PL
zbrane	kanonen	zbraň	kanon	N;NOM;FEM;PL	N;NOM;FEM;PL
toky	flüsse	tok	flüssen	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
toky	bäche	tok	bächen	N;INAN;NOM;MASC;PL	N;NOM
nemal	hatte	mať	haben	V;ANIM;IPFV;MASC;SG;NEG;PST;V.PTCP	V;IND;SG;3;PST;FIN
ľadový	eisbergs	ľadový	eisbergs	ADJ;INAN;NOM;MASC;SG	ADJ
hlavy	köpfe	hlava	köpfen	N;NOM;FEM;PL	N;NOM;MASC;PL
vzdelanie	ausbildung	vzdelanie	ausbildung	N;NOM;NEUT;SG	N;FEM;SG
vzdelanie	erziehung	vzdelanie	erziehung	N;NOM;NEUT;SG	N;NOM;FEM;SG
fotografie	bilder	fotografia	Bild	N;NOM;FEM;PL	N;NOM;NEUT;PL
vojsko	armee	vojsko	arme	N;NOM;NEUT;SG	N;NOM;FEM;SG
navrhol	vorschlug	navrhnúť	vorschlagen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
navrhol	vorgeschlagen	navrhnúť	vorschlagen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
navrhol	schlug	navrhnúť	schlagen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
navrhol	empfohlen	navrhnúť	empfehlen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
doteraz	bisher	doteraz	bisher	ADV	ADV
doteraz	bislang	doteraz	bislang	ADV	ADV
opis	beschreibung	opis	Beschreibung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
patrila	gehörte	patriť	gehören	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
preteky	rassen	preteky	rassen	N;INAN;NOM;MASC;PL	N;NOM;PL
vysoký	hoch	vysoký	hoch	ADJ;ANIM;NOM;MASC;SG	ADJ
vysoký	groß	vysoký	groß	ADJ;ANIM;NOM;MASC;SG	ADJ
konal	handelte	konať	handeln	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
konal	agierte	konať	agieren	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
konal	gehandelt	konať	handeln	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
štít	abschirmung	štít	abschirmung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
stroje	maschinen	stroj	maschen	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
stroje	maschinen	stroj	maschen	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
patrili	gehörten	patriť	gehören	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IND;PL;3;PST;FIN
budúcnosti	zukunft	budúcnosť	zukunft	N;DAT;FEM;SG	N
ťažko	kaum	ťažko	kaum	ADV	ADV
štruktúra	gliederung	štruktúra	gliederung	N;NOM;FEM;SG	N;NOM;FEM;SG
profesionálny	professionellen	profesionálny	professionell	ADJ;ANIM;NOM;MASC;SG	ADJ
profesionálny	professionell	profesionálny	professionell	ADJ;ANIM;NOM;MASC;SG	ADJ
evanjelický	evangelisch	evanjelický	evangelisch	ADJ;ANIM;NOM;MASC;SG	ADJ
používali	gebraucht	používať	brauchen|gebrauchen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
používali	benutzt	používať	benutzen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
používali	verwendet	používať	verwenden	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
súčasnej	zeitgemäß	súčasný	zeitgemäß	ADJ;GEN;FEM;SG	ADJ
muž	mensch	muž	mensch	N;ANIM;NOM;MASC;SG	N;SG
kameň	steine	kameň	stein	N;INAN;NOM;MASC;SG	N
prešiel	weitergegeben	prejsť	weitergeben	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
prešiel	bestanden	prejsť	bestehen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
prešiel	vergangen	prejsť	vergehen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
prešiel	übergeben	prejsť	übergeben	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
správu	mitteilung	správa	mitteilung	N;ACC;FEM;SG	N;FEM;SG
vhodné	geeignet	vhodný	geeignet	ADJ;NOM;NEUT;SG	ADJ
vhodné	angemessen	vhodný	angemessen	ADJ;NOM;NEUT;SG	ADJ
vhodné	angemessener	vhodný	angemessen	ADJ;NOM;NEUT;SG	ADJ
vhodné	passend	vhodný	passend	ADJ;NOM;NEUT;SG	ADJ
vhodné	geeignet	vhodný	geeignet	ADJ;NOM;NEUT;SG	ADJ
dobré	guten	dobrý	gut	ADJ;NOM;NEUT;SG	ADJ;SG
dobré	gute	dobrý	gut	ADJ;NOM;NEUT;SG	ADJ;NOM;SG
dobré	guter	dobrý	gut	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC
dobré	gutes	dobrý	gut	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
dobré	gut	dobrý	gut	ADJ;NOM;NEUT;SG	ADJ
osobný	persönliches	osobný	persönlich	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
osobný	persönlicher	osobný	persönlich	ADJ;ANIM;NOM;MASC;SG	ADJ
osobný	persönlich	osobný	persönlich	ADJ;ANIM;NOM;MASC;SG	ADJ
dlhá	lang	dlhý	lang	ADJ;NOM;FEM;SG	ADJ
dlhá	langen	dlhý	lang	ADJ;NOM;FEM;SG	ADJ
dlhá	langer	dlhý	lang	ADJ;NOM;FEM;SG	ADJ
zvyšok	rückstände	zvyšok	rückstand	N;INAN;NOM;MASC;SG	N;NOM;SG
klávesy	tasten	kláves	tasten	N;INAN;NOM;MASC;PL	N
klávesy	tastaturen	kláves	tastatur	N;INAN;NOM;MASC;PL	N;NOM;PL
novinár	journalisten	novinár	journalist	N;ANIM;NOM;MASC;SG	N
nikto	keiner	nikto	kein	PRO;ANIM;NOM;MASC;SG	PRO;NOM;INDF;MASC;SG;NEG
linky	zeilen	linka	zeilen	N;NOM;FEM;PL	N;PL
linky	leitungen	linka	leitung	N;NOM;FEM;PL	N;NOM;FEM;PL
diaľnica	schnellstraße	diaľnica	schnellstraße	N;NOM;FEM;SG	N;NOM;FEM;SG
