partigiani	partisaner	partigiano	partisan	N;MASC;PL	N;INDF;MASC+FEM;PL
manovra	manøvre	manovra	manøvre	N;FEM;SG	N;INDF;MASC+FEM;SG
variazione	variation	variazione	variation	N;FEM;SG	N;INDF;MASC+FEM;SG
variazione	skift	variazione	skift	N;FEM;SG	N;INDF;NEUT;SG
variazione	ændring	variazione	ændring	N;FEM;SG	N;INDF;MASC+FEM;SG
variazione	forandring	variazione	forandring	N;FEM;SG	N;INDF;MASC+FEM;SG
archivi	arkiverne	archivio	arkive	N;MASC;PL	N;DEF;NEUT;PL
archivi	arkiver	archivio	arkive	N;MASC;PL	N;INDF;NEUT;PL
sospensione	suspension	sospensione	suspension	N;FEM;SG	N;INDF;MASC+FEM;SG
sospensione	suspendering	sospensione	suspendering	N;FEM;SG	N;INDF;MASC+FEM;SG
sospensione	ophæng	sospensione	ophæng	N;FEM;SG	N;INDF;NEUT;SG
sospensione	udsættelse	sospensione	udsættelse	N;FEM;SG	N;INDF;MASC+FEM;SG
pirati	piraterne	pirata	pirat	N;MASC;PL	N;DEF;NEUT;PL
pirati	sørøvere	pirata	sørøver	N;MASC;PL	N;INDF;MASC+FEM;PL
pirati	pirater	pirata	pirater	N;MASC;PL	N;INDF;NEUT;PL
tavole	tabellerne	tavola	tabel	N;FEM;PL	N;DEF;MASC+FEM;PL
tavole	tabeller	tavola	tabel	N;FEM;PL	N;INDF;NEUT;PL
tavole	borde	tavola	bord	N;FEM;PL	N;INDF;NEUT;PL
wallace	wallace	wallace	wallace	N;MASC;SG	N;INDF;MASC+FEM;SG
loggia	loggia	loggia	loggia	N;FEM;SG	N;INDF;MASC+FEM;SG
pesaro	pesaro	pesaro	pesaro	N;MASC;SG	N;INDF;MASC+FEM;SG
sultano	sultanen	sultare	sultane	N;MASC;SG	N;DEF;MASC+FEM;SG
sultano	sultan	sultare	sultan	N;MASC;SG	N;INDF;MASC+FEM;SG
toro	bull	toro	bull	N;MASC;SG	N;INDF;MASC+FEM;SG
eletti	folkevalgte	eleggere	folkevalge	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
eletti	valgte	eleggere	vælge	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
superman	superman	supermano	superman	N;MASC;SG	N;INDF;MASC+FEM;SG
mass	masse	mass	masse	N	N;INDF;MASC+FEM;SG
mass	messe	mass	messe	N	N;INDF;MASC+FEM;SG
percentuali	procenter	percentuale	procent	N;MASC;PL	N;INDF;MASC+FEM;PL
percentuali	procentsatser	percentuale	procentsatse	N;MASC;PL	N;INDF;MASC+FEM;PL
emissione	udstedelse	emissione	udstedelse	N;FEM;SG	N;INDF;MASC+FEM;SG
emissione	udstedelsen	emissione	udstedelse	N;FEM;SG	N;DEF;MASC+FEM;SG
emissione	udstedelse	emissione	udstedelse	N;FEM;SG	N;INDF;MASC+FEM;SG
emissione	emission	emissione	emission	N;FEM;SG	N;INDF;MASC+FEM;SG
ferite	kvæstelser	ferita	kvæstelse	N;FEM;PL	N;INDF;MASC+FEM;PL
ferite	skader	ferita	skade	N;FEM;PL	N;INDF;MASC+FEM;PL
ferite	personskader	ferita	personskade	N;FEM;PL	N;INDF;MASC+FEM;PL
alluminio	aluminium	alluminio	aluminium	N;MASC;SG	N;INDF;NEUT;SG
alluminio	aluminium	alluminio	aluminium	N;MASC;SG	N;INDF;NEUT;SG
vendere	sælge	vendere	sælge	V;NFIN	V;NFIN;ACT
vendere	sælger	vendere	sælge	V;NFIN	V;IND;PRS;FIN;ACT
vendere	sælge	vendere	sælge	V;NFIN	V;NFIN;ACT
vendere	sælger	vendere	sælge	V;NFIN	V;IND;PRS;FIN;ACT
datato	datede	datato	datet	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
datato	datet	datato	dat	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
datato	dateret	datato	dateret	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
corno	hornet	corno	horn	N;MASC;SG	N;DEF;NEUT;SG
corno	horn	corno	horn	N;MASC;SG	N;INDF;MASC+FEM;SG
piatti	retter	piatto	ret	N;MASC;PL	N;INDF;MASC+FEM;PL
piatti	tallerkener	piatto	tallerken	N;MASC;PL	N;INDF;MASC+FEM;PL
piatti	tallerkner	piatto	tallerkner	N;MASC;PL	N;INDF;MASC+FEM;PL
futuri	fremtidige	futuro	fremtidig	ADJ;MASC;PL	ADJ;PL
protesta	protest	protesta	protest	N;FEM;SG	N;INDF;MASC+FEM;SG
rachel	rachel	rachel	rachel	N;FEM;SG	N;INDF;MASC+FEM;SG
immacolata	pletfri	immacolare	pletfri	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
immacolata	pletfri	immacolare	pletfri	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
canti	remser	canto	remse	N;MASC;PL	N;INDF;MASC+FEM;PL
canti	sange	canto	sang	N;MASC;PL	N;INDF;MASC+FEM;PL
elia	elias	elia	elias	N;MASC;SG	N;INDF;MASC+FEM;SG
bersaglio	målet	bersaglio	mål	N;MASC;SG	N;DEF;NEUT;SG
bersaglio	mål	bersaglio	mål	N;MASC;SG	N;INDF;NEUT;SG
manifesto	plakat	manifesto	plakat	N;MASC;SG	N;INDF;MASC+FEM;SG
manifesto	manifestet	manifesto	manifestet	N;MASC;SG	N;DEF;NEUT;SG
manifesto	manifest	manifesto	manifest	N;MASC;SG	N;INDF;NEUT;SG
manifesto	manifestere	manifesto	manifester	N;MASC;SG	N;INDF;MASC+FEM;SG
manifesto	manifestet	manifesto	manifestet	N;MASC;SG	N;DEF;NEUT;SG
manifesto	manifest	manifesto	manifest	N;MASC;SG	N;INDF;NEUT;SG
fedeltà	troskab	fedeltà	troskab	N;FEM	N;INDF;MASC+FEM;SG
fedeltà	troskab	fedeltà	troskab	N;FEM	N;INDF;MASC+FEM;SG
fedeltà	loyalitet	fedeltà	loyalitet	N;FEM	N;INDF;MASC+FEM;SG
interfaccia	interface	interfaccia	interface	N;FEM;SG	N;INDF;MASC+FEM;SG
interfaccia	brugerflade	interfaccia	brugerflade	N;FEM;SG	N;INDF;MASC+FEM;SG
interfaccia	grænseflade	interfaccia	grænseflade	N;FEM;SG	N;INDF;MASC+FEM;SG
finanziaria	finansiel	finanziaria	finansiel	N;FEM;SG	N;INDF;MASC+FEM;SG
terrore	terror	terrore	terror	N;MASC;SG	N;INDF;MASC+FEM;SG
terrore	rædsel	terrore	rædsel	N;MASC;SG	N;INDF;MASC+FEM;SG
terrore	terroren	terrore	terror	N;MASC;SG	N;DEF;MASC+FEM;SG
mod	forsvarsministeriet	mod	forsvarsministerium	N	N;DEF;NEUT;SG
mod	mod	mod	mod	N	N;INDF;NEUT;SG
martiri	martyrer	martire	martyre	N;MASC;PL	N;INDF;MASC+FEM;PL
continuato	fortsatte	continuare	fortsætte	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
colorazione	farvestof	colorazione	farvestof	N;FEM;SG	N;INDF;NEUT;SG
colorazione	farvning	colorazione	farvning	N;FEM;SG	N;INDF;MASC+FEM;SG
parità	paritet	parità	paritet	N;FEM	N;INDF;MASC+FEM;SG
parità	ligestilling	parità	ligestilling	N;FEM	N;INDF;MASC+FEM;SG
parità	lighed	parità	lighed	N;FEM	N;INDF;MASC+FEM;SG
parità	ligebehandling	parità	ligebehandling	N;FEM	N;INDF;MASC+FEM;SG
sandra	sandra	sandra	sandra	N;FEM;SG	N;INDF;MASC+FEM;SG
soggiorno	ophold	soggiorno	ophold	N;MASC;SG	N;INDF;NEUT;SG
magico	magisk	magico	magisk	ADJ;MASC;SG	ADJ;INDF;SG
magico	magisk	magico	magisk	ADJ;MASC;SG	ADJ;INDF;SG
spalla	skulder	spalla	skulder	N;FEM;SG	N;INDF;MASC+FEM;SG
spalla	skulderen	spalla	skulder	N;FEM;SG	N;DEF;MASC+FEM;SG
spalla	bov	spalla	bov	N;FEM;SG	N;INDF;MASC+FEM;SG
spalla	medhjælper	spalla	medhjælpe	N;FEM;SG	N;INDF;MASC+FEM;SG
challenge	challenge	challenge	challenge	N;MASC	N;INDF;MASC+FEM;SG
challenge	udfordring	challenge	udfordring	N;MASC	N;INDF;MASC+FEM;SG
challenge	udfordringen	challenge	udfordring	N;MASC	N;DEF;MASC+FEM;SG
scipione	scipio	scipione	scipio	N;MASC;SG	N;INDF;MASC+FEM;SG
getto	jetfly	getto	jetfly	N;MASC;SG	N;INDF;NEUT;SG
phillips	phillips	phillips	phillips	N;MASC;SG	N;INDF;MASC+FEM;SG
giocate	spille	giocare	spille	V;FEM;PL;PST;V.PTCP	V;NFIN;ACT
sentito	hørte	sentire	høre	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
sentito	hørt	sentire	høre	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
call	call	call	call	N	N;INDF;NEUT;SG
call	opkald	call	opkald	N	N;INDF;NEUT;SG
call	kald	call	kald	N	N;INDF;NEUT;SG
indiani	indianere	indiano	indianer	N;MASC;PL	N;INDF;MASC+FEM;PL
indiani	indere	indiano	indere	N;MASC;PL	N;INDF;MASC+FEM;PL
indiani	indianerne	indiano	indianer	N;MASC;PL	N;DEF;MASC+FEM;PL
scalo	mellemlanding	scalo	mellemlanding	N;MASC;SG	N;INDF;MASC+FEM;SG
geometria	geometri	geometria	geometri	N;FEM;SG	N;INDF;MASC+FEM;SG
millennio	årtusinde	millennio	årtusinde	N;MASC;SG	N;INDF;NEUT;SG
millennio	årtusindskiftet	millennio	årtusindskift	N;MASC;SG	N;DEF;NEUT;SG
millennio	årtusind	millennio	årtusind	N;MASC;SG	N;INDF;NEUT;SG
zia	moster	zio	moster	N;FEM;SG	N;INDF;MASC+FEM;SG
zia	tante	zio	tante	N;FEM;SG	N;INDF;MASC+FEM;SG
zia	faster	zio	faste	N;FEM;SG	N;INDF;MASC+FEM;SG
zia	moster	zio	moster	N;FEM;SG	N;INDF;MASC+FEM;SG
zia	tante	zio	tante	N;FEM;SG	N;INDF;MASC+FEM;SG
zia	moster	zio	moster	N;FEM;SG	N;INDF;MASC+FEM;SG
zia	faster	zio	faste	N;FEM;SG	N;INDF;MASC+FEM;SG
zia	tante	zio	tante	N;FEM;SG	N;INDF;MASC+FEM;SG
zia	zia	zio	zia	N;FEM;SG	N;INDF;MASC+FEM;SG
rimosso	fjernet	rimuovere	fjerne	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
rimosso	afhentes	rimuovere	afhente	V;MASC;SG;PST;V.PTCP	V;NFIN;PASS
rimosso	fjernede	rimuovere	fjerne	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
traduzioni	oversættelser	traduzione	oversættelse	N;FEM;PL	N;INDF;MASC+FEM;PL
happy	tillykke	happy	tillykke	N	N;INDF;NEUT;SG
estrazione	ekstraktion	estrazione	ekstraktion	N;FEM;SG	N;INDF;MASC+FEM;SG
estrazione	udtrækning	estrazione	udtrækning	N;FEM;SG	N;INDF;MASC+FEM;SG
estrazione	udtræk	estrazione	udtræk	N;FEM;SG	N;INDF;NEUT;SG
estrazione	udvinding	estrazione	udvinding	N;FEM;SG	N;INDF;MASC+FEM;SG
estrazione	udtrækning	estrazione	udtrækning	N;FEM;SG	N;INDF;MASC+FEM;SG
estrazione	udvinding	estrazione	udvinding	N;FEM;SG	N;INDF;MASC+FEM;SG
minerali	mineraler	minerale	mineral	N;MASC;PL	N;INDF;NEUT;PL
minerali	malme	minerale	malme	N;MASC;PL	N;INDF;MASC+FEM;PL
ticino	ticino	ticino	ticino	N;MASC;SG	N;INDF;MASC+FEM;SG
mondi	verdener	mondo	verdene	N;MASC;PL	N;INDF;MASC+FEM;PL
distinguere	skelne	distinguere	skelne	V;NFIN	V;NFIN;ACT
distinguere	sondre	distinguere	sond	V;NFIN	V;NFIN;ACT
distinguere	skelner	distinguere	skelne	V;NFIN	V;IND;PRS;FIN;ACT
distinguere	skelne	distinguere	skelne	V;NFIN	V;NFIN;ACT
bmw	bmw	bmw	bmw	N	N;INDF;MASC+FEM;SG
campionessa	mester	campione	mester	N;FEM;SG	N;INDF;MASC+FEM;SG
campionessa	champion	campione	champion	N;FEM;SG	N;INDF;MASC+FEM;SG
monarchia	monarki	monarchia	monarki	N;FEM;SG	N;INDF;NEUT;SG
adolfo	adolphus	adolfo	adolphus	N;MASC;SG	N;INDF;NEUT;SG
adolfo	adolf	adolfo	adolf	N;MASC;SG	N;INDF;MASC+FEM;SG
installazione	montering	installazione	montering	N;FEM;SG	N;INDF;MASC+FEM;SG
installazione	installering	installazione	installering	N;FEM;SG	N;INDF;MASC+FEM;SG
installazione	installation	installazione	installation	N;FEM;SG	N;INDF;MASC+FEM;SG
installazione	anlæg	installazione	anlæg	N;FEM;SG	N;INDF;NEUT;SG
installazione	installer	installazione	instal	N;FEM;SG	N;INDF;MASC+FEM;SG
installazione	installation	installazione	installation	N;FEM;SG	N;INDF;MASC+FEM;SG
spin	spin	spino	spin	N;MASC	N;INDF;NEUT;SG
michigan	michigan	michigan	michigan	N;FEM;SG	N;INDF;MASC+FEM;SG
violoncello	cello	violoncello	cello	N;MASC;SG	N;INDF;MASC+FEM;SG
applicata	anvendt	applicare	anvende	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
applicata	ansøgt	applicare	ansøge	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
applicata	ansøgte	applicare	ansøge	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
collaboratori	kollegaer	collaboratore	kollega	N;MASC;PL	N;INDF;MASC+FEM;PL
collaboratori	kolleger	collaboratore	kollega	N;MASC;PL	N;INDF;MASC+FEM;PL
collaboratori	samarbejdspartnere	collaboratore	samarbejdspartner	N;MASC;PL	N;INDF;MASC+FEM;PL
collaboratori	bidragydere	collaboratore	bidragyder	N;MASC;PL	N;INDF;MASC+FEM;PL
collaboratori	bidragsydere	collaboratore	bidragsyder	N;MASC;PL	N;INDF;MASC+FEM;PL
esposti	eksponerede	esporre	eksponere	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
colli	bakkerne	collo	bakke	N;MASC;PL	N;DEF;MASC+FEM;PL
grotte	huler	grotta	huler	N;FEM;PL	N;INDF;MASC+FEM;PL
grotte	hulerne	grotta	hule	N;FEM;PL	N;DEF;MASC+FEM;PL
alessandra	alexandra	alessandra	alexandra	N;FEM;SG	N;INDF;MASC+FEM;SG
alessandra	alessandra	alessandra	alessandra	N;FEM;SG	N;INDF;MASC+FEM;SG
definiti	definerede	definire	definere	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
abiti	kjoler	abito	kjole	N;MASC;PL	N;INDF;MASC+FEM;PL
assi	aksler	assi	aksel	N;MASC;PL	N;INDF;MASC+FEM;PL
assi	esser	assi	esse	N;MASC;PL	N;INDF;MASC+FEM;PL
assi	akser	assi	akse	N;MASC;PL	N;INDF;MASC+FEM;PL
assi	økser	assi	økse	N;MASC;PL	N;INDF;MASC+FEM;PL
ostilità	fjendtlighed	ostilità	fjendtlighed	N;FEM	N;INDF;MASC+FEM;SG
ostilità	fjendtlighederne	ostilità	fjendtlighed	N;FEM	N;DEF;MASC+FEM;PL
rodríguez	rodriguez	rodríguez	rodriguez	N;MASC;SG	N;INDF;MASC+FEM;SG
rodríguez	rodríguez	rodríguez	rodraguez	N;MASC;SG	N;INDF;MASC+FEM;SG
compleanno	fødselsdagen	compleanno	fødselsdag	N;MASC;SG	N;DEF;MASC+FEM;SG
compleanno	fødselsdag	compleanno	fødselsdag	N;MASC;SG	N;INDF;MASC+FEM;SG
cristoforo	christoffer	cristoforo	christof	N;MASC;SG	N;INDF;MASC+FEM;SG
cristoforo	christopher	cristoforo	christopher	N;MASC;SG	N;INDF;MASC+FEM;SG
ernest	ernest	ernest	ernest	N;MASC;SG	N;INDF;MASC+FEM;SG
carrara	carrara	carrara	carrara	N;FEM;SG	N;INDF;MASC+FEM;SG
severo	alvorlig	severo	alvorlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
severo	svær	severo	svær	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
cecil	cecil	cecil	cecil	N;MASC	N;INDF;MASC+FEM;SG
governi	regeringer	governo	regering	N;MASC;PL	N;INDF;MASC+FEM;PL
governi	regeringerne	governo	regering	N;MASC;PL	N;DEF;MASC+FEM;PL
esistere	eksisterer	esistere	eksistere	V;NFIN	V;IND;PRS;FIN;ACT
esistere	eksistere	esistere	eksistere	V;NFIN	V;NFIN;ACT
esistere	findes	esistere	findes	V;NFIN	V;IND;PRS;FIN;ACT
pallone	kolbe	pallone	kolbe	N;MASC;SG	N;INDF;MASC+FEM;SG
pallone	kolben	pallone	kolb	N;MASC;SG	N;DEF;MASC+FEM;SG
pallone	ballonen	pallone	ballon	N;MASC;SG	N;DEF;MASC+FEM;SG
pallone	ballon	pallone	ballon	N;MASC;SG	N;INDF;MASC+FEM;SG
pallone	bal	pallone	bal	N;MASC;SG	N;INDF;MASC+FEM;SG
pallone	bold	pallone	bold	N;MASC;SG	N;INDF;MASC+FEM;SG
pallone	kugle	pallone	kugle	N;MASC;SG	N;INDF;MASC+FEM;SG
recitato	reciterede	recitare	recitere	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
attraversato	krydsede	attraversare	krydse	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
adatta	passende	adattare	passende	ADJ;FEM;SG	ADJ
adatta	velegnet	adattare	velegnet	ADJ;FEM;SG	ADJ;INDF;SG
adatta	tilpas	adattare	tilpas	ADJ;FEM;SG	ADJ;INDF;SG
wagner	wagner	wagner	wagner	N;MASC;SG	N;INDF;MASC+FEM;SG
promosse	promoverede	promuovere	promovere	V;FEM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
cristallo	krystal	cristallo	krystal	N;MASC;SG	N;INDF;MASC+FEM;SG
annibale	hannibal	annibale	hannibal	N;MASC;SG	N;INDF;MASC+FEM;SG
crollo	sammenbrud	crollo	sammenbrud	N;MASC;SG	N;INDF;NEUT;SG
crollo	kollaps	crollo	kollaps	N;MASC;SG	N;INDF;NEUT;SG
cosimo	cosimo	cosimo	cosimo	N;MASC;SG	N;INDF;MASC+FEM;SG
body	lig	body	lig	N	N;INDF;NEUT;SG
body	kroppen	body	krop	N	N;DEF;MASC+FEM;SG
body	krop	body	krop	N	N;INDF;MASC+FEM;SG
combatté	kæmpede	combatté	kæmpe	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
combatté	udkæmpet	combatté	udkæmpe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
combatté	kæmpet	combatté	kæmpe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
affetto	ømhed	affetto	ømhed	N;MASC;SG	N;INDF;MASC+FEM;SG
affetto	hengivenhed	affetto	hengivenhed	N;MASC;SG	N;INDF;MASC+FEM;SG
amanda	amanda	amanda	amanda	N;FEM;SG	N;INDF;MASC+FEM;SG
picco	højdepunkt	picco	højdepunkt	N;MASC;SG	N;INDF;NEUT;SG
negozi	forretninger	negozio	forretning	N;MASC;PL	N;INDF;MASC+FEM;PL
negozi	butikker	negozio	butik	N;MASC;PL	N;INDF;MASC+FEM;PL
cancellazioni	aflysninger	cancellazione	aflysning	N;FEM;PL	N;INDF;MASC+FEM;PL
retro	retro	retro	retro	N;MASC;SG	N;INDF;MASC+FEM;SG
naso	snude	naso	snude	N;MASC;SG	N;INDF;MASC+FEM;SG
naso	næsen	naso	næse	N;MASC;SG	N;DEF;MASC+FEM;SG
naso	næse	naso	næse	N;MASC;SG	N;INDF;MASC+FEM;SG
melbourne	melbourne	melbourne	melbourn	N;FEM;SG	N;INDF;MASC+FEM;SG
peste	plage	peste	plage	N;FEM;SG	N;INDF;MASC+FEM;SG
peste	pest	peste	pest	N;FEM;SG	N;INDF;MASC+FEM;SG
peste	pesten	peste	pest	N;FEM;SG	N;DEF;MASC+FEM;SG
ghost	spøgelset	ghost	spøgelse	N	N;DEF;NEUT;SG
ghost	spøgelse	ghost	spøgelse	N	N;INDF;NEUT;SG
isaac	isak	isaac	isak	N;SG	N;INDF;MASC+FEM;SG
pausa	pause	pausa	pause	N;FEM;SG	N;INDF;MASC+FEM;SG
pausa	pause	pausa	pause	N;FEM;SG	N;INDF;MASC+FEM;SG
razze	racer	razza	race	N;FEM;PL	N;INDF;MASC+FEM;PL
razze	racer	razza	race	N;FEM;PL	N;INDF;MASC+FEM;PL
hunt	jagten	hunt	jagt	N	N;DEF;MASC+FEM;SG
hunt	jagt	hunt	jagt	N	N;INDF;MASC+FEM;SG
coloni	kolonister	colono	kolonist	N;MASC;PL	N;INDF;MASC+FEM;PL
coloni	bosættere	colono	bosættere	N;MASC;PL	N;INDF;MASC+FEM;PL
testimone	vidne	testimone	vidne	N;MASC;SG	N;INDF;NEUT;SG
mercati	markederne	mercato	marked	N;MASC;PL	N;DEF;NEUT;PL
mercati	markeder	mercato	marked	N;MASC;PL	N;INDF;NEUT;PL
viceversa	omvendt	viceversa	omvendt	ADJ;SG	ADJ;INDF;SG
vacante	ledig	vacante	ledig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
crebbe	vokset	crescere	vokse	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
crebbe	voksede	crescere	vokse	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
sfruttare	udnytte	sfruttare	udnytte	V;NFIN	V;NFIN;ACT
palmer	palmer	palmer	palme	N	N;INDF;MASC+FEM;PL
scrivi	skrive	scrivere	skrive	V;IMP;SG;2;PRS;FIN	V;NFIN;ACT
scrivi	skriv	scrivere	skrive	V;IMP;SG;2;PRS;FIN	V;IMP
acquisito	erhvervede	acquisire	erhvervet	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
acquisito	anskaffet	acquisire	anskaffet	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
acquisito	erhvervet	acquisire	erhvervet	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
rivalità	rivalisering	rivalità	rivalisering	N;FEM	N;INDF;MASC+FEM;SG
rivalità	rivalisering	rivalità	rivalisering	N;FEM	N;INDF;MASC+FEM;SG
provoca	provokerer	provocare	provokere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
sequel	fortsættelser	sequel	fortsættelse	N;MASC	N;INDF;MASC+FEM;PL
sequel	efterfølger	sequel	efterfølge	N;MASC	N;INDF;MASC+FEM;SG
pellicole	film	pellicolo	film	N;FEM;PL	N;INDF;MASC+FEM;PL
pellicole	film	pellicolo	film	N;FEM;PL	N;INDF;MASC+FEM;PL
hms	hms	hms	hms	N;FEM	N;INDF;NEUT;SG
reality	virkeligheden	reality	virkelighed	N;MASC	N;DEF;MASC+FEM;SG
reality	realitet	reality	realitet	N;MASC	N;INDF;MASC+FEM;SG
reality	realiteter	reality	realiteter	N;MASC	N;INDF;MASC+FEM;PL
reality	reality	reality	reality	N;MASC	N;INDF;MASC+FEM;SG
reality	virkelighed	reality	virkelighed	N;MASC	N;INDF;MASC+FEM;SG
transizione	overgang	transizione	overgang	N;FEM;SG	N;INDF;MASC+FEM;SG
transizione	overgangsperiode	transizione	overgangsperiode	N;FEM;SG	N;INDF;MASC+FEM;SG
transizione	overgangsordning	transizione	overgangsordning	N;FEM;SG	N;INDF;MASC+FEM;SG
circondato	omringet	circondare	omringe	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
circondato	omgivet	circondare	omgive	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
cardinali	kardinaler	cardinale	kardinale	N;MASC;PL	N;INDF;MASC+FEM;PL
cantato	sunget	cantare	sunge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
cantato	sunget	cantare	sunge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
protocollo	protokollen	protocollo	protokol	N;MASC;SG	N;DEF;MASC+FEM;SG
protocollo	protokol	protocollo	protokol	N;MASC;SG	N;INDF;MASC+FEM;SG
claire	claire	claire	claire	N;FEM;SG	N;INDF;MASC+FEM;SG
folla	flok	folla	flok	N;FEM;SG	N;INDF;MASC+FEM;SG
folla	publikum	folla	publikum	N;FEM;SG	N;INDF;NEUT;SG
concorrente	konkurrent	concorrente	konkurrent	N;SG	N;INDF;MASC+FEM;SG
concorrente	konkurrenten	concorrente	konkurrent	N;SG	N;DEF;MASC+FEM;SG
libia	libyen	libia	liby	N;FEM;SG	N;DEF;MASC+FEM;SG
libia	libyens	libia	libye	N;FEM;SG	N;GEN;DEF;MASC+FEM;SG
uniforme	ensartet	uniforme	ensartet	ADJ;SG	ADJ;INDF;SG
ribellione	oprør	ribellione	oprør	N;FEM;SG	N;INDF;NEUT;SG
ribellione	oprøret	ribellione	oprør	N;FEM;SG	N;DEF;NEUT;SG
raro	sjælden	raro	sjælden	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
fausto	faust	fausto	faust	N;MASC;SG	N;INDF;MASC+FEM;SG
dimostrazione	demo	dimostrazione	demo	N;FEM;SG	N;INDF;MASC+FEM;SG
dimostrazione	demonstration	dimostrazione	demonstration	N;FEM;SG	N;INDF;MASC+FEM;SG
dimostrazione	påvisning	dimostrazione	påvisning	N;FEM;SG	N;INDF;MASC+FEM;SG
concesse	bevilgede	concedere	bevilge	V;IND;PL;3;PST;FIN	V;IND;PST;FIN;ACT
eseguiti	henrettede	eseguire	henrettet	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP;ACT
eseguiti	udførte	eseguire	udføre	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
impressione	indtryk	impressione	indtryk	N;FEM;SG	N;INDF;NEUT;SG
impressione	visning	impressione	visning	N;FEM;SG	N;INDF;MASC+FEM;SG
run	løb	run	løb	N	N;INDF;NEUT;SG
duchessa	hertuginden	duchessa	hertuginden	N;FEM;SG	N;DEF;MASC+FEM;SG
duchessa	hertuginde	duchessa	hertuginde	N;FEM;SG	N;INDF;MASC+FEM;SG
cavo	kabel	cavo	kabel	N;MASC;SG	N;INDF;NEUT;SG
cavo	kablet	cavo	kable	N;MASC;SG	N;DEF;NEUT;SG
separata	adskilt	separare	adskille	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
separata	separeret	separare	separere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
separata	adskilt	separare	adskille	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
invita	opfordrer	invitare	opfordre	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
invita	inviterer	invitare	invitere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
invita	inviterer	invitare	invitere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
invita	invitere	invitare	inviter	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
omicidi	mordene	omicidio	mord	N;MASC;PL	N;DEF;NEUT;PL
residente	bosiddende	residente	bosidde	ADJ;SG	ADJ
atletico	atletisk	atletico	atletisk	ADJ;MASC;SG	ADJ;INDF;SG
diga	dæmningen	diga	dæmning	N;FEM;SG	N;DEF;MASC+FEM;SG
diga	dæmning	diga	dæmning	N;FEM;SG	N;INDF;MASC+FEM;SG
diga	dige	diga	dige	N;FEM;SG	N;INDF;NEUT;SG
reato	forbrydelse	reato	forbrydelse	N;MASC;SG	N;INDF;MASC+FEM;SG
reato	lovovertrædelse	reato	lovovertrædelse	N;MASC;SG	N;INDF;MASC+FEM;SG
