bija	είχε	būt	έχω	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
robeža	σύνορο	robeža	σύνορο	N;NOM;FEM;SG	N;NOM;NEUT;SG
robeža	όριο	robeža	όριο	N;NOM;FEM;SG	N;NOM;NEUT;SG
lielāka	μεγαλύτερος	liela	μεγάλος	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
lielāka	μεγαλύτερο	liela	μεγάλος	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
lielāka	μεγαλύτερη	liela	μεγάλος	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
lielāka	μεγαλύτερη	liela	μεγάλος	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
lielāka	μεγαλύτερος	liela	μεγάλος	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
lielāka	μεγαλύτερο	liela	μεγάλος	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
lielāka	μεγαλύτερη	liela	μεγάλος	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
grieķijas	ελληνικα	grieķija	ελληνικα	N;NOM;FEM;PL	N;NOM;NEUT;PL
vadītāja	οδηγός	vadītāja	οδηγός	N;NOM;FEM;SG	N;NOM;MASC;SG
izdota	εκδόθηκε	izdot	εκδίδω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
izdota	εξέδωσε	izdot	εκδίδω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
bankas	τράπεζες	banka	τράπεζα	N;NOM;FEM;PL	N;NOM;FEM;PL
sieva	γυναίκα	sieva	γυναίκα	N;NOM;FEM;SG	N;NOM;FEM;SG
sieva	σύζυγος	sieva	σύζυγος	N;NOM;FEM;SG	N;NOM;MASC;SG
purva	βάλτος	purva	βάλτος	N;NOM;MASC;SG	N;NOM;MASC;SG
lomas	ρόλοι	loma	ρόλος	N;NOM;FEM;PL	N;NOM;MASC;PL
paliek	παραμένει	palikt	παραμένω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
paliek	απομένει	palikt	απομένω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
paliek	παραμείνει	palikt	παραμένω	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;NFIN;ACT
paliek	παραμένουν	palikt	παραμένω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
paliek	μένει	palikt	μένω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
četri	τέσσερις	četri	τέσσερις	NUM;NOM;MASC;PL	NUM;NOM;MASC;PL
četri	τέσσερα	četri	τέσσερις	NUM;NOM;MASC;PL	NUM;NOM;NEUT;PL
konferences	διασκέψεις	konference	διάσκεψη	N;NOM;FEM;PL	N;NOM;FEM;PL
konferences	συνέδρια	konference	συνέδριο	N;NOM;FEM;PL	N;NOM;NEUT;PL
savvaļas	αγρια	savvaļa	αγρια	N;NOM;FEM;PL	N
savvaļas	άγρια	savvaļa	άγρια	N;NOM;FEM;PL	N;NOM;NEUT;PL
dod	δινει	dot	δίνω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
dod	δίνει	dot	δίνω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
projekts	έργο	projekts	έργο	N;NOM;MASC;SG	N;NOM;NEUT;SG
projekts	εργο	projekts	εργο	N;NOM;MASC;SG	N;NOM;NEUT;SG
projekts	σχέδιο	projekts	σχέδιο	N;NOM;MASC;SG	N;NOM;NEUT;SG
pētījumi	μελέτες	pētījums	μελέτα	N;NOM;MASC;PL	N;NOM;FEM;PL
pētījumi	σπουδές	pētījums	σπουδός	N;NOM;MASC;PL	N;NOM;FEM;PL
pētījumi	έρευνες	pētījums	έρευνα	N;NOM;MASC;PL	N;NOM;FEM;PL
komandieri	διοικητή	komandiere	διοικητής	N;ACC;FEM;SG	N;ACC;MASC;SG
brāļi	αδέλφια	brālis	αδέρφι	N;NOM;MASC;PL	N;NOM;NEUT;PL
brāļi	αδέρφια	brālis	αδέρφι	N;NOM;MASC;PL	N;NOM;NEUT;PL
brāļi	αδέλφια	brālis	αδέρφι	N;NOM;MASC;PL	N;NOM;NEUT;PL
brāļi	αδέρφια	brālis	αδέρφι	N;NOM;MASC;PL	N;NOM;NEUT;PL
brāļi	αδελφοί	brālis	αδελφός	N;NOM;MASC;PL	N;NOM;MASC;PL
vienlaicīgi	ταυτόχρονα	vienlaicīgi	ταυτόχρονα	ADV	ADV
vienlaicīgi	ταυτοχρόνως	vienlaicīgi	ταυτοχρόνως	ADV	ADV
vada	οδηγεί	vadīt	οδηγώ	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
beidzot	τελικά	beidzot	τελικά	ADV	ADV
beidzot	τέλος	beidzot	τέλος	ADV	ADV
beidzot	επιτέλους	beidzot	επιτέλους	ADV	ADV
lietots	χρησιμοποιήθηκε	lietot	χρησιμοποιώ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
malas	άκρες	mala	άκρα	N;NOM;FEM;PL	N;NOM;FEM;PL
struktūra	δομή	struktūra	δομή	N;NOM;FEM;SG	N;NOM;FEM;SG
centrālā	κεντρικό	centrāla	κεντρικός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
centrālā	κεντρική	centrāla	κεντρικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
centrālā	κεντρικός	centrāla	κεντρικός	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
jūnija	ιουνίου	jūnijs	ιούνιος	N;GEN;MASC;SG	N;GEN;MASC;SG
kļūt	γίνε	kļūt	γίνομαι	V;POS;NFIN	V;IPFV;IND;SG;1;PRS;FIN;PASS
zinātnieki	μελετητές	zinātnieks	μελετητής	N;NOM;MASC;PL	N;NOM;MASC;PL
zinātnieki	επιστήμονες	zinātnieks	επιστήμονας	N;NOM;MASC;PL	N;NOM;MASC;PL
celta	κατασκευάστηκε	celt	κατασκευάζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
celta	έχτισε	celt	χτίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
celta	χτίστηκε	celt	χτίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
celta	χτισμένο	celt	χτίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
iestādes	αρχές	iestāde	αρχή	N;NOM;FEM;PL	N;NOM;FEM;PL
iestādes	αρχες	iestāde	αρχή	N;NOM;FEM;PL	N;NOM;FEM;PL
iestādes	ιδρύματα	iestāde	ίδρυμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
iestādes	θεσμοί	iestāde	θεσμός	N;NOM;FEM;PL	N;NOM;MASC;PL
iestādes	όργανα	iestāde	όργανο	N;NOM;FEM;PL	N;NOM;NEUT;PL
kreisais	αριστερή	kreiss	αριστερής	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
ādas	δερμάτινα	āda	δερματίνω	N;NOM;FEM;PL	N;NOM;NEUT;PL
ādas	δέρματα	āda	δέρμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
ķermenis	σωμα	ķermenis	σωμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
ķermenis	πτώμα	ķermenis	πτώμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
ķermenis	κορμί	ķermenis	κορμί	N;NOM;MASC;SG	N;NOM;NEUT;SG
ķermenis	σώμα	ķermenis	σώμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
kods	κώδικα	kods	κώδικας	N;NOM;MASC;SG	N
kods	κώδικας	kods	κώδικας	N;NOM;MASC;SG	N;NOM;MASC;SG
enerģija	ενέργεια	enerģija	ενέργεια	N;NOM;FEM;SG	N;NOM;FEM;SG
pēdējās	τελευταίοι	pēdējā	τελευταίος	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
metodes	μέθοδοι	metode	μέθοδος	N;NOM;FEM;PL	N;NOM;FEM;PL
metodes	μεθόδους	metode	μέθοδος	N;NOM;FEM;PL	N;NOM;FEM;PL
atkārtoti	επανειλημμένως	atkārtoti	επανειλημμένως	ADV	ADV
atkārtoti	επανειλημμένα	atkārtoti	επανειλημμένα	ADV	ADV
līmenis	βαθμίδα	līmenis	βαθμίδα	N;NOM;MASC;SG	N;NOM;FEM;SG
līmenis	επίπεδο	līmenis	επίπεδο	N;NOM;MASC;SG	N;NOM;NEUT;SG
jurists	δικηγόρος	jurists	δικηγόρος	N;NOM;MASC;SG	N;NOM;MASC;SG
dzimšanas	γέννα	dzimšana	γέννα	N;NOM;FEM;SG	N;NOM;FEM;SG
modelis	μοντελο	modelis	μοντελο	N;NOM;MASC;SG	N;NOM;NEUT;SG
modelis	υπόδειγμα	modelis	υπόδειγμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
modelis	μοντέλο	modelis	μοντέλο	N;NOM;MASC;SG	N;NOM;NEUT;SG
modelis	πρότυπο	modelis	πρότυπο	N;NOM;MASC;SG	N;NOM;NEUT;SG
uzstādīts	εγκαταστάθηκε	uzstādīt	εγκαθιστώ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
uzstādīts	εγκατασταθεί	uzstādīt	εγκαθιστώ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;NFIN;PASS
uzstādīts	εγκατεστημένο	uzstādīt	εγκατεστημένος	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
uzstādīts	εγκατεστημένη	uzstādīt	εγκατεστώ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
simbols	σύμβολο	simbols	σύμβολο	N;NOM;MASC;SG	N;NOM;NEUT;SG
cieta	υπέφερε	ciest	υποφέρω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
ilgst	διαρκεί	ilgt	διαρκώ	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kompānijas	εταιρίες	kompānija	εταιρία	N;NOM;FEM;PL	N;NOM;FEM;PL
kompānijas	εταιρείες	kompānija	εταιρεία	N;NOM;FEM;PL	N;NOM;FEM;PL
īpašnieks	κάτοχος	īpašnieks	κάτοχος	N;NOM;MASC;SG	N;NOM;MASC;SG
īpašnieks	ιδιοκτήτρια	īpašnieks	ιδιοκτήτρια	N;NOM;MASC;SG	N;NOM;FEM;SG
īpašnieks	ιδιοκτήτης	īpašnieks	ιδιοκτήτης	N;NOM;MASC;SG	N;NOM;MASC;SG
īpašnieks	κάτοχος	īpašnieks	κάτοχος	N;NOM;MASC;SG	N;NOM;MASC;SG
kustība	κίνημα	kustība	κίνημα	N;NOM;FEM;SG	N;NOM;NEUT;SG
gāzes	αέρια	gāze	αέριος	N;NOM;FEM;PL	N;NOM;NEUT;PL
gāzes	αέρια	gāze	αέριος	N;NOM;FEM;PL	N;NOM;NEUT;PL
noteikumi	κανόνες	noteikums	κανόνας	N;NOM;MASC;PL	N;NOM;MASC;PL
noteikumi	διατάξεις	noteikums	διάταξη	N;NOM;MASC;PL	N;NOM;FEM;PL
pašvaldības	δήμοι	pašvaldība	δήμος	N;NOM;FEM;PL	N;NOM;MASC;PL
eiro	ευρώ	eiro	ευρώ	N	N;ACC;NEUT;SG
eiro	ευρω	eiro	ευρω	N	N
eiro	ευρώ	eiro	ευρώ	N	N;ACC;NEUT;SG
baznīcā	τσερτς	baznīca	τσερτς	N;ESS;FEM;SG	N
dziedātājs	τραγουδιστής	dziedātājs	τραγουδιστής	N;NOM;MASC;SG	N;NOM;MASC;SG
dziedātājs	τραγουδίστρια	dziedātājs	τραγουδίστρια	N;NOM;MASC;SG	N;NOM;FEM;SG
dievs	θεός	dievs	θεός	N;NOM;MASC;SG	N;NOM;MASC;SG
tāds	τέτοια	tāds	τέτοιος	PRO;NOM;MASC;SG	PRO;NOM;NEUT;SG;3
attīstība	αναπτυξη	attīstība	αναπτυξη	N;NOM;FEM;SG	N;NOM;FEM;SG
attīstība	εξελιξη	attīstība	εξελιξη	N;NOM;FEM;SG	N;NOM;FEM;SG
vispirms	πρώτον	vispirms	πρώτον	ADV	ADV
vispirms	πρώτα	vispirms	πρώτα	ADV	ADV
iepriekšējā	προηγούμενη	iepriekšējs	προηγούμενος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
iepriekšējā	προηγούμενος	iepriekšējs	προηγούμενος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
iepriekšējā	προηγούμενο	iepriekšējs	προηγούμενος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
līderis	ηγέτης	līderis	ηγέτης	N;NOM;MASC;SG	N;NOM;MASC;SG
līderis	αρχηγός	līderis	αρχηγός	N;NOM;MASC;SG	N;NOM;MASC;SG
klases	τάξεις	klase	τάξη	N;NOM;FEM;PL	N;NOM;FEM;PL
klases	μαθήματα	klase	μάθημα	N;NOM;FEM;PL	N;NOM;NEUT;PL
klases	κλάσεις	klase	κλάση	N;NOM;FEM;PL	N;NOM;FEM;PL
veidnes	πρότυπα	veidne	πρότυπο	N;NOM;FEM;PL	N;NOM;NEUT;PL
veidnes	υποδείγματα	veidne	υπόδειγμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
veidnes	καλούπια	veidne	καλούπιο	N;NOM;FEM;PL	N;NOM;NEUT;PL
veidnes	μήτρες	veidne	μήτρα	N;NOM;FEM;PL	N;NOM;FEM;PL
veidnes	καλούπια	veidne	καλούπιο	N;NOM;FEM;PL	N;NOM;NEUT;PL
meitas	κόρες	meita	κόρα	N;NOM;FEM;PL	N;NOM;FEM;PL
pašvaldība	δήμος	pašvaldība	δήμος	N;NOM;FEM;SG	N;NOM;MASC;SG
profesionāls	επαγγελματικό	profesionāls	επαγγελματικός	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
profesionāls	επαγγελματική	profesionāls	επαγγελματικός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
prēmijas	μπόνους	prēmija	μπόνος	N;NOM;FEM;PL	N;NOM;MASC;PL
prēmijas	ασφάλιστρα	prēmija	ασφάλιστρα	N;NOM;FEM;PL	N;NOM;NEUT;PL
sasniedzot	φθάνοντας	sasniegt	φθάνω	V;V.CVB	V;IPFV;V.CVB;ACT
sasniedzot	φτάνοντας	sasniegt	φτάνω	V;V.CVB	V;IPFV;V.CVB;ACT
skaņu	ήχο	skaņa	ήχο	N;ACC;FEM;SG	N;ACC;MASC;SG
zāle	χορτάρι	zāle	χορτάρι	N;NOM;FEM;SG	N;NOM;NEUT;SG
zāle	χόρτο	zāle	χόρτος	N;NOM;FEM;SG	N;NOM;NEUT;SG
zāle	γρασίδι	zāle	γρασίδι	N;NOM;FEM;SG	N;NOM;NEUT;SG
amats	στίγμα	amats	στίγμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
amats	δημοσίευση	amats	δημοσίευση	N;NOM;MASC;SG	N;NOM;FEM;SG
amats	ποστ	amats	ποστ	N;NOM;MASC;SG	N;NOM;NEUT;SG
februāra	φεβρουάριο	februāris	φεβρουάριο	N;GEN;MASC;SG	N
februāra	φεβρουαρίου	februāris	φεβρουάριο	N;GEN;MASC;SG	N;GEN;MASC;SG
paralēli	παράλληλα	paralēli	παράλληλα	ADV	ADV
balta	λευκός	balta	λευκός	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
balta	λευκή	balta	λευκός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
pulkvedis	συνταγματάρχη	pulkvedis	συνταγματάρχης	N;NOM;MASC;SG	N;NOM;MASC;SG
pulkvedis	συνταγματάρχης	pulkvedis	συνταγματάρχης	N;NOM;MASC;SG	N;NOM;MASC;SG
pašreizējais	τρέχουσα	pašreizējs	τρέχων	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
pašreizējais	τρέχον	pašreizējs	τρέχον	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
pašreizējais	παρούσα	pašreizējs	παρών	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
vienlaikus	ταυτόχρονα	vienlaikus	ταυτόχρονα	ADV	ADV
vienlaikus	ταυτοχρόνως	vienlaikus	ταυτοχρόνως	ADV	ADV
žurnālists	δημοσιογράφος	žurnālists	δημοσιογράφος	N;NOM;MASC;SG	N;NOM;MASC;SG
masas	μάζες	masa	μάζη	N;NOM;FEM;PL	N;NOM;FEM;PL
piemērs	παράδειγμα	piemērs	παράδειγμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
piemērs	παραδειγμα	piemērs	παραδειγμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
praktiski	πρακτικά	praktiski	πρακτικά	ADV	ADV
praktiski	πρακτικά	praktiski	πρακτικά	ADV	ADV
pasludināja	διακήρυξε	pasludināt	διακηρύσσω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
augstu	ψηλά	augstu	ψηλώ	ADV	ADV
teksts	κείμενο	teksts	κείμενο	N;NOM;MASC;SG	N;NOM;NEUT;SG
iekārtas	μηχανήματα	iekārta	μηχάνημα	N;NOM;FEM;PL	N;NOM;NEUT;PL
iekārtas	μηχανές	iekārta	μηχανής	N;NOM;FEM;PL	N;NOM;FEM;PL
iekārtas	εγκαταστάσεις	iekārta	εγκατάσταση	N;NOM;FEM;PL	N;NOM;FEM;PL
ģitāra	κιθάρα	ģitāra	κιθάρα	N;NOM;FEM;SG	N;NOM;FEM;SG
veiksmīgi	επιτυχώς	veiksmīgi	επιτυχώς	ADV	ADV
fakultātes	σχολές	fakultāte	σχολή	N;NOM;FEM;PL	N;NOM;FEM;PL
priekšā	μπροστά	priekšā	μπροστά	ADV	ADV
augstākais	υψηλότερη	augsts	ψηλός	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
augstākais	υψηλότερο	augsts	ψηλός	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
papildu	πρόσθετες	papildu	πρόσθετος	N	N;NOM;FEM;PL
papildu	έξτρα	papildu	έξτρο	N	N
apstiprināja	επιβεβαίωσε	apstiprināt	επιβεβαιώνω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
rezerves	αποθέματα	rezerve	απόθεμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
kvalifikācijas	προσόντα	kvalifikācija	προσόν	N;NOM;FEM;PL	N;NOM;NEUT;PL
kvalifikācijas	προσόντα	kvalifikācija	προσόν	N;NOM;FEM;PL	N;NOM;NEUT;PL
versijas	εκδοχές	versija	εκδοχή	N;NOM;FEM;PL	N;NOM;FEM;PL
apraksts	περιγραφή	apraksts	περιγραφή	N;NOM;MASC;SG	N;NOM;FEM;SG
biedrība	ένωση	biedrība	ένωση	N;NOM;FEM;SG	N;NOM;FEM;SG
uzdevums	καθήκον	uzdevums	καθήκον	N;NOM;MASC;SG	N;NOM;NEUT;SG
skaitlis	αριθμός	skaitlis	αριθμός	N;NOM;MASC;SG	N;NOM;MASC;SG
skaitlis	νούμερο	skaitlis	νούμερος	N;NOM;MASC;SG	N
kustību	μετακίνηση	kustība	μετακίνηση	N;ACC;FEM;SG	N;ACC;FEM;SG
kustību	κίνηση	kustība	κίνηση	N;ACC;FEM;SG	N;ACC;FEM;SG
sērija	σειρα	sērija	σειρα	N;NOM;FEM;SG	N;NOM;FEM;SG
sērija	παρτίδα	sērija	παρτίδα	N;NOM;FEM;SG	N;NOM;FEM;SG
platības	περιοχές	platība	περιοχή	N;NOM;FEM;PL	N;NOM;FEM;PL
ietekme	αντίκτυπος	ietekme	αντίκτυπος	N;NOM;FEM;SG	N;NOM;MASC;SG
ietekme	σύγκρουση	ietekme	σύγκρουση	N;NOM;FEM;SG	N;NOM;FEM;SG
ietekme	πρόσκρουση	ietekme	πρόσκρουση	N;NOM;FEM;SG	N;NOM;FEM;SG
veidots	κατασκευάστηκε	veidot	κατασκευάζω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
veidots	έχτισε	veidot	χτίζω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
veidots	χτίστηκε	veidot	χτίζω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
veidots	χτισμένο	veidot	χτίζω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
notikumi	γεγονότα	notikums	γεγονός	N;NOM;MASC;PL	N;NOM;NEUT;PL
notikumi	γεγονοτα	notikums	γεγονος	N;NOM;MASC;PL	N;NOM;NEUT;PL
notikumi	συμβάντα	notikums	συμβάντα	N;NOM;MASC;PL	N;NOM;NEUT;PL
notikumi	εκδηλώσεις	notikums	εκδήλωση	N;NOM;MASC;PL	N;NOM;FEM;PL
tomass	θωμάς	tomass	θωμά	N;NOM;MASC;SG	N;NOM;MASC;SG
uzņēmumi	επιχειρήσεις	uzņēmums	επιχείρηση	N;NOM;MASC;PL	N;NOM;FEM;PL
uzņēmumi	εταιρίες	uzņēmums	εταιρία	N;NOM;MASC;PL	N;NOM;FEM;PL
uzņēmumi	εταιρείες	uzņēmums	εταιρεία	N;NOM;MASC;PL	N;NOM;FEM;PL
uzņēmumi	επιχειρήσεις	uzņēmums	επιχείρηση	N;NOM;MASC;PL	N;NOM;FEM;PL
acis	μάτια	acs	μάτι	N;NOM;FEM;PL	N;NOM;NEUT;PL
acis	ματια	acs	ματι	N;NOM;FEM;PL	N;NOM;NEUT;PL
ieguvēji	νικητές	ieguvēt	νικητής	N;NOM;MASC;PL	N;NOM;MASC;PL
līdzīga	παρόμοιος	līdzīga	παρόμοιος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
izraisīja	προκάλεσε	izraisīt	προκαλώ	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
literatūra	φιλολογία	literatūra	φιλολογία	N;NOM;FEM;SG	N;NOM;FEM;SG
literatūra	λογοτεχνία	literatūra	λογοτεχνία	N;NOM;FEM;SG	N;NOM;FEM;SG
literatūra	βιβλιογραφία	literatūra	βιβλιογραφία	N;NOM;FEM;SG	N;NOM;FEM;SG
pakāpeniski	βαθμιαία	pakāpeniski	βαθμιαίος	ADV	ADV
pakāpeniski	σταδιακά	pakāpeniski	σταδιακά	ADV	ADV
pakāpeniski	βαθμιαία	pakāpeniski	βαθμιαίος	ADV	ADV
pietiekami	αρκετά	pietiekami	αρκετά	ADV	ADV
pietiekami	επαρκή	pietiekami	επαρκής	ADV	ADV
kopienas	κοινότητες	kopiena	κοινότητα	N;NOM;FEM;PL	N;NOM;FEM;PL
augi	φυτά	augs	φυτώ	N;NOM;MASC;PL	N;NOM;NEUT;PL
apvienības	ενώσεις	apvienība	ένωση	N;NOM;FEM;PL	N;NOM;FEM;PL
apvienības	συμμαχίες	apvienība	συμμαχία	N;NOM;FEM;PL	N;NOM;FEM;PL
raksturīgs	τυπικός	raksturīgs	τυπικός	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
raksturīgs	τυπικό	raksturīgs	τυπικός	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
raksturīgs	τυπική	raksturīgs	τυπικός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
pakāpes	βαθμοί	pakāpe	βαθμός	N;NOM;FEM;PL	N;NOM;MASC;PL
uzvārds	επίθετο	uzvārds	επίθετος	N;NOM;MASC;SG	N;NOM;NEUT;SG
uzvārds	επώνυμο	uzvārds	επώνυμο	N;NOM;MASC;SG	N;NOM;NEUT;SG
baltā	λευκός	balts	λευκός	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
baltā	λευκή	balts	λευκός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
rūpnīca	φυτό	rūpnīca	φυτό	N;NOM;FEM;SG	N;NOM;NEUT;SG
rūpnīca	εργοστάσιο	rūpnīca	εργοστάσιο	N;NOM;FEM;SG	N;NOM;NEUT;SG
rūpnīca	εργοστάσιο	rūpnīca	εργοστάσιο	N;NOM;FEM;SG	N;NOM;NEUT;SG
mazais	μικρή	mazs	μικρός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
mazais	μικρό	mazs	μικρός	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
politikas	πολιτικές	politika	πολιτική	N;NOM;FEM;PL	N;NOM;FEM;PL
putns	μπερντ	putns	μπερντ	N;NOM;MASC;SG	N
putns	πουλί	putns	πουλί	N;NOM;MASC;SG	N;NOM;NEUT;SG
putns	πτηνό	putns	πτηνός	N;NOM;MASC;SG	N;NOM;NEUT;SG
skolotājs	δάσκαλος	skolotājs	δάσκαλος	N;NOM;MASC;SG	N;NOM;MASC;SG
skolotājs	δασκάλα	skolotājs	δασκάλα	N;NOM;MASC;SG	N;NOM;FEM;SG
skolotājs	καθηγήτρια	skolotājs	καθηγήτρια	N;NOM;MASC;SG	N;NOM;FEM;SG
skolotājs	καθηγητής	skolotājs	καθηγητής	N;NOM;MASC;SG	N;NOM;MASC;SG
purvs	βάλτος	purvs	βάλτος	N;NOM;MASC;SG	N;NOM;MASC;SG
pietekas	παραπόταμοι	pieteka	παράποταμος	N;NOM;FEM;PL	N;NOM;MASC;PL
islāma	ισλάμ	islams	ισλάμ	N;NOM;FEM;SG	N;NOM;NEUT;SG
augsta	υψηλή	augsts	ψηλός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
augsta	υψηλός	augsts	υψηλός	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
augsta	υψηλό	augsts	ψηλός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
aprīļa	απρίλιο	aprīlis	απρίλιο	N;GEN;MASC;SG	N
aprīļa	απρίλη	aprīlis	απρίλιος	N;GEN;MASC;SG	N
aprīļa	απριλίου	aprīlis	απρίλιος	N;GEN;MASC;SG	N;GEN;MASC;SG
aprīļa	έιπριλ	aprīlis	έιπριλ	N;GEN;MASC;SG	N
ražošana	κατασκευή	ražošana	κατασκευή	N;NOM;FEM;SG	N;NOM;FEM;SG
ražošana	παραγωγή	ražošana	παραγωγή	N;NOM;FEM;SG	N;NOM;FEM;SG
ražošana	μεταποίηση	ražošana	μεταποίηση	N;NOM;FEM;SG	N;NOM;FEM;SG
melnā	μαύρη	melns	μαύρος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
idejas	ιδέες	ideja	ιδέα	N;NOM;FEM;PL	N;NOM;FEM;PL
profesija	επάγγελμα	profesija	επάγγελμα	N;NOM;FEM;SG	N;NOM;NEUT;SG
