partigiani	partyzantów	partigiano	partyzant	N;MASC;PL	N;ACC;MASC;PL
canti	piosenki	canto	piosenka	N;MASC;PL	N;ACC;FEM;PL
intellettuali	intelektualistów	intellettuale	intelektualista	N;PL	N;ACC;MASC;PL
elia	elijah	elia	elija	N;MASC;SG	N;NOM;MASC;SG
bersaglio	cel	bersaglio	cel	N;MASC;SG	N;NOM;MASC;SG
manifesto	plakatu	manifesto	plakat	N;MASC;SG	N;GEN;MASC;SG
manifesto	plakat	manifesto	plakat	N;MASC;SG	N;NOM;MASC;SG
manifesto	manifest	manifesto	manifest	N;MASC;SG	N;NOM;MASC;SG
manifesto	manifest	manifesto	manifest	N;MASC;SG	N;NOM;MASC;SG
napoletano	neapolitański	napoletano	neapolitański	ADJ;MASC;SG	ADJ;NOM;MASC;SG
fedeltà	wierności	fedeltà	wierność	N;FEM	N;GEN;FEM;SG
fedeltà	wierność	fedeltà	wierność	N;FEM	N;NOM;FEM;SG
fedeltà	lojalności	fedeltà	lojalność	N;FEM	N;GEN;FEM;SG
fedeltà	wierność	fedeltà	wierność	N;FEM	N;NOM;FEM;SG
fedeltà	lojalność	fedeltà	lojalność	N;FEM	N;NOM;FEM;SG
integrato	zintegrowana	integrato	zintegrować	ADJ;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
integrato	zintegrowane	integrato	zintegrować	ADJ;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
integrato	zintegrowany	integrato	zintegrować	ADJ;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
integrato	wbudowane	integrato	wbudować	ADJ;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
integrato	wbudowany	integrato	wbudować	ADJ;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
integrato	osadzone	integrato	osadzić	ADJ;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
interfaccia	interfejs	interfaccia	interfejs	N;FEM;SG	N;NOM;MASC;SG
interfaccia	interfejsu	interfaccia	interfejs	N;FEM;SG	N;GEN;MASC;SG
terrore	terror	terrore	terror	N;MASC;SG	N;NOM;MASC;SG
terrore	terroru	terrore	terror	N;MASC;SG	N;GEN;MASC;SG
terrore	przerażenie	terrore	przerażenie	N;MASC;SG	N;NOM;NEUT;SG
martiri	męczenników	martire	męczennik	N;MASC;PL	N;ACC;MASC;PL
istanbul	stambule	istanbul	stambuł	N;MASC	N;NOM;MASC;SG
colorado	colorado	colorado	colorado	N;MASC;SG	N;NOM;MASC;SG
continuato	kontynuował	continuare	kontynuować	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
parità	parytetu	parità	parytet	N;FEM	N;GEN;MASC;SG
parità	równości	parità	równość	N;FEM	N;GEN;FEM;SG
parità	równość	parità	równość	N;FEM	N;NOM;FEM;SG
magico	magiczne	magico	magiczny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
magico	magiczna	magico	magiczny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
magico	magiczne	magico	magiczny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
magico	magiczny	magico	magiczny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
orleans	orleanu	orleans	orlean	N;FEM;SG	N;GEN;MASC;SG
orleans	orlean	orleans	orleany	N;FEM;SG	N;NOM;MASC;SG
spalla	ramię	spalla	ramię	N;FEM;SG	N;NOM;NEUT;SG
spalla	pomocnikiem	spalla	pomocnik	N;FEM;SG	N;INS;MASC;SG
challenge	wyzwanie	challenge	wyzwanie	N;MASC	N;NOM;NEUT;SG
challenge	wyzwania	challenge	wyzwanie	N;MASC	N;NOM;NEUT;SG
getto	odrzutowiec	getto	odrzutowiec	N;MASC;SG	N;NOM;MASC;SG
bros	bracia	bros	brat	N	N;NOM;MASC;PL
sentito	słyszał	sentire	słyszeć	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
sloveno	słoweński	sloveno	słoweński	ADJ;MASC;SG	ADJ;NOM;MASC;SG
sloveno	słoweńskiej	sloveno	słoweński	ADJ;MASC;SG	ADJ;GEN;FEM;SG
indiani	indianie	indiano	indiana	N;MASC;PL	N;NOM;MASC;PL
geometria	geometria	geometria	geometria	N;FEM;SG	N;NOM;FEM;SG
geometria	geometrii	geometria	geometria	N;FEM;SG	N;GEN;FEM;SG
millennio	millennium	millennio	millennium	N;MASC;SG	N;NOM;NEUT;SG
millennio	tysiąclecia	millennio	tysiąclecie	N;MASC;SG	N;NOM;NEUT;SG
giganti	gigantów	gigante	gigant	N;MASC;PL	N;GEN;MASC;PL
zia	cioci	zio	ciocia	N;FEM;SG	N;GEN;FEM;SG
zia	ciocia	zio	ciocia	N;FEM;SG	N;NOM;FEM;SG
zia	ciocia	zio	ciocia	N;FEM;SG	N;NOM;FEM;SG
zia	cioci	zio	ciocia	N;FEM;SG	N;GEN;FEM;SG
zia	ciocia	zio	ciocia	N;FEM;SG	N;NOM;FEM;SG
zia	ciotka	zio	ciotka	N;FEM;SG	N;NOM;FEM;SG
rimosso	usunięto	rimuovere	usunąć	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
traduzioni	tłumaczenia	traduzione	tłumaczyć	N;FEM;PL	N;NOM;NEUT;PL
traduzioni	tłumaczeń	traduzione	tłumaczenie	N;FEM;PL	N;GEN;NEUT;PL
traduzioni	tłumaczenia	traduzione	tłumaczyć	N;FEM;PL	N;NOM;NEUT;PL
estrazione	wydobycie	estrazione	wydobyć	N;FEM;SG	N;NOM;NEUT;SG
estrazione	ekstrakcji	estrazione	ekstrakcja	N;FEM;SG	N;GEN;FEM;SG
estrazione	wydobycia	estrazione	wydobyć	N;FEM;SG	N;GEN;NEUT;SG
accompagnamento	akompaniament	accompagnamento	akompaniament	N;MASC;SG	N;NOM;MASC;SG
minerali	minerałów	minerale	minerał	N;MASC;PL	N;GEN;MASC;PL
minerali	minerały	minerale	minerał	N;MASC;PL	N;NOM;MASC;PL
minerali	minerały	minerale	minerał	N;MASC;PL	N;NOM;MASC;PL
mondi	światy	mondo	świat	N;MASC;PL	N;NOM;MASC;PL
mondi	światów	mondo	świat	N;MASC;PL	N;GEN;MASC;PL
distinguere	odróżnić	distinguere	odróżnić	V;NFIN	V;PFV;NFIN;ACT
campionessa	mistrz	campione	mistrz	N;FEM;SG	N;NOM;MASC;SG
monarchia	monarchia	monarchia	monarchia	N;FEM;SG	N;NOM;FEM;SG
installazione	instalacji	installazione	instalacja	N;FEM;SG	N;GEN;FEM;SG
installazione	instalacja	installazione	instalacja	N;FEM;SG	N;NOM;FEM;SG
installazione	instalowanie	installazione	instalować	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
installazione	instalacja	installazione	instalacja	N;FEM;SG	N;NOM;FEM;SG
installazione	instalacji	installazione	instalacja	N;FEM;SG	N;GEN;FEM;SG
installazione	instalacja	installazione	instalacja	N;FEM;SG	N;NOM;FEM;SG
applicata	zastosowano	applicare	zastosować	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
collaboratori	współpracownicy	collaboratore	współpracownik	N;MASC;PL	N;NOM;MASC;PL
collaboratori	współpracowników	collaboratore	współpracownik	N;MASC;PL	N;ACC;MASC;PL
collaboratori	współpracowników	collaboratore	współpracownik	N;MASC;PL	N;ACC;MASC;PL
collaboratori	uczestników	collaboratore	uczestnik	N;MASC;PL	N;ACC;MASC;PL
alexandre	alexandre	alexandre	alexandre	N;MASC;SG	N;NOM;MASC;SG
alessandra	alessandra	alessandra	alessandra	N;FEM;SG	N;NOM;FEM;SG
definiti	zdefiniowano	definire	zdefiniować	V;MASC;PL;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
abiti	sukienki	abito	sukienka	N;MASC;PL	N;ACC;FEM;PL
abiti	ubrania	abito	ubranie	N;MASC;PL	N;NOM;NEUT;PL
filologo	filolog	filologo	filolog	N;MASC;SG	N;NOM;MASC;SG
ostilità	wrogości	ostilità	wrogość	N;FEM	N;GEN;FEM;SG
ostilità	wrogość	ostilità	wrogość	N;FEM	N;NOM;FEM;SG
cristoforo	christopher	cristoforo	christopher	N;MASC;SG	N;NOM;MASC;SG
severo	poważna	severo	poważny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
severo	poważne	severo	poważny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
governi	rządy	governo	rząd	N;MASC;PL	N;NOM;MASC;PL
governi	rządów	governo	rząd	N;MASC;PL	N;GEN;MASC;PL
esistere	istnieją	esistere	istnieć	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
comandanti	dowódców	comandante	dowódca	N;PL	N;ACC;MASC;PL
pallone	balon	pallone	balon	N;MASC;SG	N;NOM;MASC;SG
pallone	piłkę	pallone	piłka	N;MASC;SG	N;ACC;FEM;SG
pallone	piłka	pallone	piłka	N;MASC;SG	N;NOM;FEM;SG
adatta	odpowiednia	adattare	odpowiedni	ADJ;FEM;SG	ADJ;NOM;FEM;SG
adatta	odpowiedni	adattare	odpowiedni	ADJ;FEM;SG	ADJ;NOM;MASC;SG
arizona	arizonie	arizonare	arizon	N;FEM;SG	N;ACC;MASC;SG
cristallo	kryształ	cristallo	krysztać	N;MASC;SG	N;NOM;MASC;SG
cristallo	kryształu	cristallo	kryształ	N;MASC;SG	N;GEN;MASC;SG
crollo	upadku	crollo	upadek	N;MASC;SG	N;GEN;MASC;SG
body	ciało	body	ciało	N	N;NOM;NEUT;SG
body	ciała	body	ciało	N	N;GEN;NEUT;SG
combatté	walczył	combatté	walczyć	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
amanda	amandą	amanda	amanda	N;FEM;SG	N;INS;FEM;SG
picco	szczyt	picco	szczyt	N;MASC;SG	N;NOM;MASC;SG
negozi	sklepy	negozio	sklep	N;MASC;PL	N;NOM;MASC;PL
ignazio	ignacy	ignazio	ignacy	N;MASC;SG	N;NOM;MASC;SG
ronald	ronald	ronald	ronald	N;MASC;SG	N;NOM;MASC;SG
naso	nosa	naso	nos	N;MASC;SG	N;GEN;MASC;SG
naso	nosek	naso	nosek	N;MASC;SG	N;NOM;MASC;SG
naso	nos	naso	nos	N;MASC;SG	N;NOM;MASC;SG
peste	plaga	peste	plaga	N;FEM;SG	N;NOM;FEM;SG
peste	zaraza	peste	zarazać	N;FEM;SG	N;NOM;FEM;SG
ghost	duchu	ghost	duch	N	N;ACC;MASC;SG
ghost	duch	ghost	duch	N	N;NOM;MASC;SG
razze	wyścigi	razza	wyścig	N;FEM;PL	N;NOM;MASC;PL
razze	ras	razza	rasa	N;FEM;PL	N;GEN;MASC;PL
razze	rasy	razza	rasa	N;FEM;PL	N;ACC;FEM;PL
razze	ras	razza	rasa	N;FEM;PL	N;GEN;MASC;PL
razze	rasy	razza	rasa	N;FEM;PL	N;ACC;FEM;PL
hunt	polowanie	hunt	polować	N	N;NOM;NEUT;SG
coloni	kolonistów	colono	kolonista	N;MASC;PL	N;ACC;MASC;PL
coloni	osadników	colono	osadnik	N;MASC;PL	N;ACC;MASC;PL
testimone	świadka	testimone	świadek	N;MASC;SG	N;ACC;MASC;SG
testimone	świadek	testimone	świadek	N;MASC;SG	N;NOM;MASC;SG
mercati	rynki	mercato	rynek	N;MASC;PL	N;NOM;MASC;PL
mercati	rynków	mercato	rynek	N;MASC;PL	N;GEN;MASC;PL
crebbe	rósł	crescere	rosnąć	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
lontana	daleki	lontano	daleki	ADJ;FEM;SG	ADJ;NOM;MASC;SG
lontana	dalekie	lontano	daleki	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
palmer	palmera	palmer	palmer	N	N;ACC;MASC;SG
palmer	palmer	palmer	palmer	N	N;NOM;MASC;SG
scrivi	pisać	scrivere	pisać	V;IMP;SG;2;PRS;FIN	V;IPFV;NFIN;ACT
scrivi	napisać	scrivere	napisać	V;IMP;SG;2;PRS;FIN	V;PFV;NFIN;ACT
scrivi	napisz	scrivere	napisać	V;IMP;SG;2;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
scrivi	pisz	scrivere	pisać	V;IMP;SG;2;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
napoletana	neapolitański	napoletana	neapolitański	ADJ;FEM;SG	ADJ;NOM;MASC;SG
rivalità	rywalizacja	rivalità	rywalizacja	N;FEM	N;NOM;FEM;SG
rivalità	rywalizacji	rivalità	rywalizacja	N;FEM	N;GEN;FEM;SG
provoca	prowokuje	provocare	prowokować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
sequel	kontynuacja	sequel	kontynuacja	N;MASC	N;NOM;FEM;SG
sequel	sequel	sequel	sequel	N;MASC	N;NOM;MASC;SG
pellicole	folie	pellicolo	fola	N;FEM;PL	N;NOM;FEM;PL
pellicole	filmy	pellicolo	film	N;FEM;PL	N;NOM;MASC;PL
pellicole	filmy	pellicolo	film	N;FEM;PL	N;NOM;MASC;PL
reality	rzeczywistości	reality	rzeczywistość	N;MASC	N;GEN;FEM;SG
reality	rzeczywistość	reality	rzeczywistość	N;MASC	N;NOM;FEM;SG
transizione	przemiana	transizione	przemiać	N;FEM;SG	N;NOM;FEM;SG
transizione	przejście	transizione	przejście	N;FEM;SG	N;NOM;NEUT;SG
cardinali	kardynałowie	cardinale	kardynał	N;MASC;PL	N;NOM;MASC;PL
cantato	śpiewała	cantare	śpiewać	V;MASC;SG;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
cantato	śpiewał	cantare	śpiewać	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
protocollo	protokołu	protocollo	protokół	N;MASC;SG	N;GEN;MASC;SG
protocollo	protokół	protocollo	protokól	N;MASC;SG	N;NOM;MASC;SG
folla	tłum	folla	tłum	N;FEM;SG	N;NOM;MASC;SG
folla	tłum	folla	tłum	N;FEM;SG	N;NOM;MASC;SG
concorrente	zawodnik	concorrente	zawodnik	N;SG	N;NOM;MASC;SG
concorrente	uczestnik	concorrente	uczestnik	N;SG	N;NOM;MASC;SG
concorrente	konkurent	concorrente	konkurent	N;SG	N;NOM;MASC;SG
concorrente	konkurenta	concorrente	konkurent	N;SG	N;ACC;MASC;SG
concorrente	konkurencja	concorrente	konkurencja	N;SG	N;NOM;FEM;SG
libia	libia	libia	libia	N;FEM;SG	N;NOM;FEM;SG
uniforme	jednolita	uniforme	jednolit	ADJ;SG	ADJ;NOM;FEM;SG
uniforme	jednolity	uniforme	jednolit	ADJ;SG	ADJ;NOM;MASC;SG
josh	josha	josh	joshać	N	N;ACC;MASC;SG
ribellione	buntu	ribellione	bunt	N;FEM;SG	N;GEN;MASC;SG
ribellione	rebelii	ribellione	rebelia	N;FEM;SG	N;GEN;FEM;SG
ribellione	bunt	ribellione	bunt	N;FEM;SG	N;NOM;MASC;SG
raro	rzadka	raro	rzadka	ADJ;MASC;SG	ADJ;NOM;FEM;SG
raro	rzadkie	raro	rzadki	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
raro	rzadki	raro	rzadka	ADJ;MASC;SG	ADJ;NOM;MASC;SG
dimostrazione	demonstracja	dimostrazione	demonstracja	N;FEM;SG	N;NOM;FEM;SG
dimostrazione	wykazanie	dimostrazione	wykazać	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
dimostrazione	demonstracja	dimostrazione	demonstracja	N;FEM;SG	N;NOM;FEM;SG
dimostrazione	demonstracji	dimostrazione	demonstracja	N;FEM;SG	N;GEN;FEM;SG
impressione	wrażenie	impressione	wrażenie	N;FEM;SG	N;NOM;NEUT;SG
impressione	wyświetlenie	impressione	wyświetlenie	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
duchessa	księżna	duchessa	księżny	N;FEM;SG	N;NOM;FEM;SG
cavo	kabel	cavo	kabel	N;MASC;SG	N;ACC;MASC;SG
invita	zaprasza	invitare	zapraszać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
invita	zapraszać	invitare	zapraszać	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
invita	zaprosić	invitare	zaprosić	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
omicidi	zabójstw	omicidio	zabójstwo	N;MASC;PL	N;GEN;NEUT;PL
omicidi	zabójstw	omicidio	zabójstwo	N;MASC;PL	N;GEN;NEUT;PL
reato	przestępstwo	reato	przestępstwo	N;MASC;SG	N;NOM;NEUT;SG
reato	przestępstwo	reato	przestępstwo	N;MASC;SG	N;NOM;NEUT;SG
reato	przestępczość	reato	przestępczość	N;MASC;SG	N;NOM;FEM;SG
reato	przestępstwa	reato	przestępstwo	N;MASC;SG	N;NOM;NEUT;SG
reato	zbrodnie	reato	zbrodnie	N;MASC;SG	N;NOM;FEM;SG
reato	zbrodnia	reato	zbrodnia	N;MASC;SG	N;NOM;FEM;SG
continuamente	stale	continuamente	stale	ADV	ADV
continuamente	nieustannie	continuamente	nieustannie	ADV	ADV
continuamente	nieprzerwanie	continuamente	nieprzerwanie	ADV	ADV
continuamente	stale	continuamente	stale	ADV	ADV
continuamente	nieustannie	continuamente	nieustannie	ADV	ADV
continuamente	nieustannie	continuamente	nieustannie	ADV	ADV
sismica	sejsmiczne	sismico	sejsmiczny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
contemporaneo	nowoczesny	contemporaneo	nowoczesny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
vertice	szczycie	vertice	szczyt	N;MASC;SG	N;ACC;MASC;SG
vertice	szczytu	vertice	szczyt	N;MASC;SG	N;GEN;MASC;SG
vertice	szczyt	vertice	szczyt	N;MASC;SG	N;NOM;MASC;SG
attuazione	realizacji	attuazione	realizacja	N;FEM;SG	N;GEN;FEM;SG
attuazione	realizacja	attuazione	realizacja	N;FEM;SG	N;NOM;FEM;SG
attuazione	wdrożenie	attuazione	wdrożyć	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
attuazione	wykonanie	attuazione	wykonać	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
attuazione	wdrażanie	attuazione	wdrażać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
narrativa	narracji	narrativa	narracja	N;FEM;SG	N;GEN;FEM;SG
narrativa	fikcja	narrativa	fikcja	N;FEM;SG	N;NOM;FEM;SG
procuratore	oskarżyciel	procuratore	oskarżyciel	N;MASC;SG	N;NOM;MASC;SG
procuratore	prokurator	procuratore	prokurator	N;MASC;SG	N;NOM;MASC;SG
operatori	podmioty	operatore	podmiot	N;MASC;PL	N;NOM;MASC;PL
operatori	operatorów	operatore	operator	N;MASC;PL	N;ACC;MASC;PL
operatori	operatorzy	operatore	operator	N;MASC;PL	N;NOM;MASC;PL
menzione	wzmianka	menzione	wzmianka	N;FEM;SG	N;NOM;FEM;SG
suggerisce	sugeruje	suggerire	sugerować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
creatore	stwórcą	creatore	stwórca	N;MASC;SG	N;INS;MASC;SG
creatore	stwórca	creatore	stwórca	N;MASC;SG	N;NOM;MASC;SG
creatore	twórca	creatore	twórca	N;MASC;SG	N;NOM;MASC;SG
creatore	twórcą	creatore	twórca	N;MASC;SG	N;INS;MASC;SG
leva	drążek	leva	drążek	N;FEM;SG	N;NOM;MASC;SG
leva	dźwignia	leva	dźwigniać	N;FEM;SG	N;NOM;FEM;SG
leva	dźwignia	leva	dźwigniać	N;FEM;SG	N;NOM;FEM;SG
macchia	plama	macchia	plama	N;FEM;SG	N;NOM;FEM;SG
intenzioni	intencje	intenzione	intencja	N;FEM;PL	N;NOM;FEM;PL
intenzioni	zamiary	intenzione	zamiar	N;FEM;PL	N;NOM;MASC;PL
intenzioni	zamiarów	intenzione	zamiar	N;FEM;PL	N;GEN;MASC;PL
intenzioni	zamiary	intenzione	zamiar	N;FEM;PL	N;NOM;MASC;PL
intenzioni	intencje	intenzione	intencja	N;FEM;PL	N;NOM;FEM;PL
rudolf	rudolf	rudolf	rudolf	N;MASC;SG	N;NOM;MASC;SG
soglia	próg	soglia	próg	N;FEM;SG	N;NOM;MASC;SG
ortodossa	prawosławny	ortodosso	prawosławny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
hope	nadzieja	hope	nadzieja	N	N;NOM;FEM;SG
liberato	uwolnił	liberare	uwolnić	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
automatica	automatyczne	automatico	automatyczny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
automatica	automatyczny	automatico	automatyczny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
automatica	automatyczna	automatico	automatyczny	ADJ;FEM;SG	ADJ;NOM;FEM;SG
guardare	obserwuj	guardare	obserwować	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
guardare	oglądać	guardare	oglądać	V;NFIN	V;IPFV;NFIN;ACT
guardare	oglądam	guardare	oglądać	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
guardare	ogląda	guardare	oglądać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
guardare	oglądamy	guardare	oglądać	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
guardare	obserwuje	guardare	obserwować	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
nuotatore	pływak	nuotatore	pływak	N;MASC;SG	N;NOM;MASC;SG
perielio	peryhelium	perielio	peryhelium	N;MASC;SG	N;NOM;NEUT;SG
rivali	rywali	rivale	rywać	N;PL	N;ACC;MASC;PL
manoscritti	rękopisy	manoscrivere	rękopis	N;MASC;PL	N;NOM;MASC;PL
rettore	dziekan	rettore	dziekany	N;MASC;SG	N;NOM;MASC;SG
rettore	rektor	rettore	rektor	N;MASC;SG	N;NOM;MASC;SG
costruttori	budowniczych	costruttore	budowniczy	N;MASC;PL	N;ACC;MASC;PL
costruttori	wytwórców	costruttore	wytwórca	N;MASC;PL	N;GEN;MASC;PL
costruttori	producentów	costruttore	producent	N;MASC;PL	N;ACC;MASC;PL
costruttori	producenci	costruttore	producent	N;MASC;PL	N;NOM;MASC;PL
significativa	znaczny	significativo	znaczny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
bombardamenti	zamachów	bombardamento	zamach	N;MASC;PL	N;GEN;MASC;PL
tubo	rura	tubo	rura	N;MASC;SG	N;NOM;FEM;SG
tubo	fajkę	tubo	fajka	N;MASC;SG	N;ACC;FEM;SG
tubo	rurka	tubo	rurek	N;MASC;SG	N;NOM;FEM;SG
adottata	przyjęto	adottare	przyjąć	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
decisivo	decydujące	decisivo	decydować	ADJ;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
decisivo	decydujący	decisivo	decydować	ADJ;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
impostazione	ustawianie	impostazione	ustawiać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
impostazione	ustawienie	impostazione	ustawić	N;FEM;SG	N;NOM;NEUT;SG
rex	rex	rex	rex	N;MASC;SG	N;NOM;MASC;SG
gestisce	zarządza	gestire	zarządzać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
soffitto	sufitu	soffitto	sufit	N;MASC;SG	N;GEN;MASC;SG
soffitto	suficie	soffitto	sufit	N;MASC;SG	N;DAT;MASC;SG
soffitto	sufit	soffitto	sufit	N;MASC;SG	N;NOM;MASC;SG
soffitto	pułap	soffitto	pułap	N;MASC;SG	N;NOM;MASC;SG
giove	jowisza	giove	jowiszo	N;MASC;SG	N;ACC;MASC;SG
comprensione	zrozumienie	comprensione	zrozumienie	N;FEM;SG	N;NOM;NEUT;SG
comprensione	rozumienie	comprensione	rozumienie	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
comprensione	zrozumienie	comprensione	zrozumienie	N;FEM;SG	N;NOM;NEUT;SG
comprensione	rozumienie	comprensione	rozumienie	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
comprensione	zrozumienia	comprensione	zrozumienie	N;FEM;SG	N;GEN;NEUT;SG
recensioni	przeglądy	recensione	przegląd	N;FEM;PL	N;NOM;MASC;PL
recensioni	opinie	recensione	opinia	N;FEM;PL	N;NOM;FEM;PL
arrivata	przybyła	arrivare	przybyły	V;FEM;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
arrivata	przybył	arrivare	przybyć	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
vangelo	ewangelii	vangelo	ewangelia	N;MASC;SG	N;GEN;FEM;SG
ieri	wczoraj	ieri	wczoraj	ADV	ADV
intervallo	zasięg	intervallo	zasięg	N;MASC;SG	N;NOM;MASC;SG
intervallo	zakres	intervallo	zakres	N;MASC;SG	N;NOM;MASC;SG
intervallo	zasięgu	intervallo	zasiąg	N;MASC;SG	N;GEN;MASC;SG
intervallo	przedział	intervallo	przedział	N;MASC;SG	N;NOM;MASC;SG
intervallo	odległość	intervallo	odległość	N;MASC;SG	N;ACC;FEM;SG
intervallo	odstęp	intervallo	odstęp	N;MASC;SG	N;NOM;MASC;SG
intervallo	przedział	intervallo	przedział	N;MASC;SG	N;NOM;MASC;SG
poetica	poetyckie	poetico	poetycki	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
violinista	skrzypek	violinista	skrzypek	N;SG	N;NOM;MASC;SG
violinista	skrzypek	violinista	skrzypek	N;SG	N;NOM;MASC;SG
pericoloso	niebezpieczne	pericoloso	niebezpieczny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
pericoloso	niebezpieczna	pericoloso	niebezpieczny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
pericoloso	niebezpieczny	pericoloso	niebezpieczny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
pericoloso	niebezpieczne	pericoloso	niebezpieczny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
pericoloso	niebezpieczna	pericoloso	niebezpieczny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
pericoloso	niebezpieczny	pericoloso	niebezpieczny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
true	prawda	trua	prawda	N	N;NOM;FEM;SG
analogo	analogicznego	analogo	analogiczny	ADJ;MASC;SG	ADJ;ACC;MASC;SG
analogo	analogiczny	analogo	analogiczny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
analogo	analogiczne	analogo	analogiczny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
secondario	drugorzędne	secondario	drugorzędny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
secondario	wtórnego	secondario	wtórny	ADJ;MASC;SG	ADJ;ACC;MASC;SG
slovenia	słowenia	slovenia	słowonie	N;FEM;SG	N;NOM;NEUT;SG
negativa	negatywne	negativo	negatywny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
negativa	negatywny	negativo	negatywny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
organista	organista	organista	organista	N;SG	N;NOM;MASC;SG
crociera	rejsu	crociera	rejs	N;FEM;SG	N;GEN;MASC;SG
crociera	rejs	crociera	rejs	N;FEM;SG	N;NOM;MASC;SG
pura	czysty	puro	czysty	ADJ;FEM;SG	ADJ;NOM;MASC;SG
