dari	от	dari	от	ADP	ADP
pembuatan	създаването	penbuatan	създаване	N;SG	N;DEF;NEUT;SG
ajaran	доктрина	ajaran	доктрина	N;SG	N;INDF;FEM;SG
uskup	бишъп	uskup	бишъп	N;SG	N;INDF;MASC;SG
uskup	бишоп	uskup	бишоп	N;SG	N;INDF;MASC;SG
uskup	епископ	uskup	епископ	N;SG	N;INDF;MASC;SG
harga	цена	harga	цена	N;SG	N;INDF;FEM;SG
harga	ценообразуване	harga	ценообразуване	N;SG	N;INDF;NEUT;SG
kebutuhan	необходимост	kebutuhan	необходимост	N;SG	N;INDF;FEM;SG
kebutuhan	нужда	kebutuhan	нужда	N;SG	N;INDF;FEM;SG
kebutuhan	потребност	kebutuhan	потребност	N;SG	N;INDF;FEM;SG
kebutuhan	необходимост	kebutuhan	необходимост	N;SG	N;INDF;FEM;SG
menyediakan	осигурява	mensediakan	осигурявам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyediakan	предоставя	mensediakan	предоставям	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menyediakan	предвижда	mensediakan	предвиждам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
remaja	тийн	remaja	тийн	N;SG	N;INDF;MASC;SG
remaja	тинейджър	remaja	тинейджър	N;SG	N;INDF;MASC;SG
remaja	тийнейджър	remaja	тийнейджър	N;SG	N;INDF;MASC;SG
remaja	тинейджър	remaja	тинейджър	N;SG	N;INDF;MASC;SG
remaja	тийнейджърка	remaja	тийнейджърк	N;SG	N;INDF;FEM;SG
remaja	тийнейджър	remaja	тийнейджър	N;SG	N;INDF;MASC;SG
remaja	юношеството	remaja	юношество	N;SG	N;DEF;NEUT;SG
terminal	терминал	terminal	терминал	N	N;INDF;MASC;SG
terminal	терминали	terminal	терминал	N	N;INDF;MASC;PL
biaya	хонорар	biaya	хонорар	N;SG	N;INDF;MASC;SG
biaya	такса	biaya	такса	N;SG	N;INDF;FEM;SG
biaya	зареждане	biaya	зареждане	N;SG	N;INDF;NEUT;SG
biaya	заряд	biaya	заряд	N;SG	N;INDF;MASC;SG
biaya	разход	biaya	разход	N;SG	N;INDF;MASC;SG
biaya	цена	biaya	цена	N;SG	N;INDF;FEM;SG
kuning	жълт	kuning	жълт	N;SG	N;INDF;MASC;SG
terbagi	разделена	terbagi	разделя-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
terbagi	разделено	terbagi	разделя-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
terbagi	разделен	terbagi	разделя-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
artis	изпълнител	artis	изпълнител	N;SG	N;INDF;MASC;SG
artis	художничка	artis	художничка	N;SG	N;INDF;FEM;SG
artis	художник	artis	художник	N;SG	N;INDF;MASC;SG
artis	артист	artis	артист	N;SG	N;INDF;MASC;SG
artis	творец	artis	творец	N;SG	N;INDF;MASC;SG
rekaman	записване	rekaman	записване	N;SG	N;INDF;NEUT;SG
rekaman	запис	rekaman	запис	N;SG	N;INDF;MASC;SG
rekaman	касета	rekaman	касета	N;SG	N;INDF;FEM;SG
rekaman	лента	rekaman	лента	N;SG	N;INDF;FEM;SG
tahap	стадий	tahap	стадий	N;SG	N;INDF;MASC;SG
tahap	сцена	tahap	сцена	N;SG	N;INDF;FEM;SG
tahap	етап	tahap	етап	N;SG	N;INDF;MASC;SG
tahap	сцената	tahap	сцена	N;SG	N;DEF;FEM;SG
game	хазарт	game	хазарт	N;SG	N;INDF;MASC;SG
game	мач	game	мач	N;SG	N;INDF;MASC;SG
game	гейм	game	гейм	N;SG	N;INDF;MASC;SG
game	играта	game	игра	N;SG	N;DEF;FEM;SG
game	игра	game	игра	N;SG	N;INDF;FEM;SG
pertemuan	заседание	pertemuan	заседание	N;SG	N;INDF;NEUT;SG
pertemuan	среща	pertemuan	среща	N;SG	N;INDF;FEM;SG
pertemuan	съвещание	pertemuan	съвещание	N;SG	N;INDF;NEUT;SG
pertemuan	събрание	pertemuan	събрание	N;SG	N;INDF;NEUT;SG
pertemuan	срещата	pertemuan	среща	N;SG	N;DEF;FEM;SG
administrasi	администриране	administrasi	администриране	N;SG	N;INDF;NEUT;SG
administrasi	администрация	administrasi	администрация	N;SG	N;INDF;FEM;SG
langit	скай	langit	скай	N;SG	N;INDF;MASC;SG
langit	небе	langit	небе	N;SG	N;INDF;NEUT;SG
langit	небето	langit	небе	N;SG	N;DEF;NEUT;SG
langit	небесата	langit	небеса	N;SG	N;DEF;FEM;SG
langit	небе	langit	небе	N;SG	N;INDF;NEUT;SG
indah	прекрасна	indah	прекрасна	ADJ;SG	ADJ;INDF;FEM;SG
indah	красива	indah	красив	ADJ;SG	ADJ;INDF;FEM;SG
indah	прекрасен	indah	прекрасен	ADJ;SG	ADJ;INDF;MASC;SG
indah	прекрасен	indah	прекрасен	ADJ;SG	ADJ;INDF;MASC;SG
indah	прекрасна	indah	прекрасна	ADJ;SG	ADJ;INDF;FEM;SG
indah	чудесен	indah	чудесен	ADJ;SG	ADJ;INDF;MASC;SG
indah	прекрасен	indah	прекрасен	ADJ;SG	ADJ;INDF;MASC;SG
indah	чудесна	indah	чудесен	ADJ;SG	ADJ;INDF;FEM;SG
indah	прекрасна	indah	прекрасна	ADJ;SG	ADJ;INDF;FEM;SG
indah	изящна	indah	изящна	ADJ;SG	ADJ;INDF;FEM;SG
mencakup	обхваща	mencakup	обхващам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mencakup	включва	mencakup	включвам-(се)	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
dibawah	под	dibawah	под	ADP;SG;PASS	ADP
debut	дебют	debut	дебют	N;SG	N;INDF;MASC;SG
perwakilan	представителство	perwakilan	представителство	N;SG	N;INDF;NEUT;SG
perwakilan	представител	perwakilan	представител	N;SG	N;INDF;MASC;SG
pagi	утро	pagi	утро	N;SG	N;INDF;NEUT;SG
pagi	сутрин	pagi	сутрин	N;SG	N;INDF;FEM;SG
dilihat	видян	dilihat	видя-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dilihat	видяна	dilihat	видя-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dilihat	видяно	dilihat	видя-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dilihat	разглеждан	dilihat	разглеждам	V;SG;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
percaya	вярвай	percaya	вярвам	V;SG;ACT	V;IPFV;IMP;SG;2;FIN
percaya	вярвай	percaya	вярвам	V;SG;ACT	V;IPFV;IMP;SG;2;FIN
percaya	вярвайки	percaya	вярвам-се	V;SG;ACT	V;IPFV;IMP;SG;2;FIN
lengkap	пълна	lengkap	пълен	ADJ;SG	ADJ;INDF;FEM;SG
lengkap	пълен	lengkap	пълен	ADJ;SG	ADJ;INDF;MASC;SG
volume	обем	volume	обем	N;SG	N;INDF;MASC;SG
tari	танц	tari	танц	N;SG	N;INDF;MASC;SG
bukti	доказателство	bukti	доказателство	N;SG	N;INDF;NEUT;SG
bukti	доказателство	bukti	доказателство	N;SG	N;INDF;NEUT;SG
bukti	доказателството	bukti	доказателство	N;SG	N;DEF;NEUT;SG
bukti	доказване	bukti	доказване	N;SG	N;INDF;NEUT;SG
adipati	херцог	adipati	херцог	N	N;INDF;MASC;SG
adipati	дук	adipati	дук	N	N;INDF;MASC;SG
kopi	кафе	kopi	кафе	N;SG	N;INDF;NEUT;SG
kopi	кафето	kopi	кафе	N;SG	N;DEF;NEUT;SG
region	райони	region	район	N	N;INDF;MASC;PL
region	региони	region	регион	N	N;INDF;MASC;PL
region	регионите	region	регион	N	N;DEF;MASC;PL
region	район	region	район	N	N;INDF;MASC;SG
region	регион	region	регион	N	N;INDF;MASC;SG
region	област	region	област	N	N;INDF;FEM;SG
diterima	получено	diterima	получа	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
diterima	получена	diterima	получа	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
diterima	получен	diterima	получа	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
diterima	приета	diterima	приема	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
diterima	прието	diterima	приема	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
diterima	приет	diterima	приема	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
merilis	отприщва	menrilis	отприщвам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ibrani	юдео	ibrani	юдео	N	N;INDF;MASC;SG
ibrani	иврит	ibrani	иврит	N	N;INDF;MASC;SG
kompleks	комплекс	kompleks	комплекс	N;SG	N;INDF;MASC;SG
hujan	рейн	hujan	рейн	N;SG	N;INDF;MASC;SG
hujan	дъжд	hujan	дъжд	N;SG	N;INDF;MASC;SG
makam	гробището	makam	гробище	N;SG	N;DEF;NEUT;SG
makam	гробище	makam	гробище	N;SG	N;INDF;NEUT;SG
makam	гроб	makam	гроб	N;SG	N;INDF;MASC;SG
makam	гробница	makam	гробница	N;SG	N;INDF;FEM;SG
makam	гробницата	makam	гробница	N;SG	N;DEF;FEM;SG
makam	гроб	makam	гроб	N;SG	N;INDF;MASC;SG
makam	мавзолей	makam	мавзолей	N;SG	N;INDF;MASC;SG
ketinggian	височина	ketinggian	височина	N;SG	N;INDF;FEM;SG
ketinggian	хайтс	ketinggian	хайтс	N;SG	N;INDF;MASC;SG
ketinggian	височина	ketinggian	височина	N;SG	N;INDF;FEM;SG
kejuaraan	първенство	kejuaraan	първенство	N;SG	N;INDF;NEUT;SG
kejuaraan	шампионат	kejuaraan	шампионат	N;SG	N;INDF;MASC;SG
kejuaraan	първенство	kejuaraan	първенство	N;SG	N;INDF;NEUT;SG
kejuaraan	шампионат	kejuaraan	шампионат	N;SG	N;INDF;MASC;SG
profesional	професионална	profesional	професионален	ADJ;SG	ADJ;INDF;FEM;SG
profesional	професионален	profesional	професионален	ADJ;SG	ADJ;INDF;MASC;SG
pembentukan	учреждение	penbentukan	учреждение	N;SG	N;INDF;NEUT;SG
pembentukan	установяване	penbentukan	установяване	N;SG	N;INDF;NEUT;SG
pembentukan	образуване	penbentukan	образуване	N;SG	N;INDF;NEUT;SG
pembentukan	формиране	penbentukan	формиране	N;SG	N;INDF;NEUT;SG
pembentukan	формация	penbentukan	формация	N;SG	N;INDF;FEM;SG
mengumumkan	обявявайки	menumumkan	обявявам-(се)	V;SG;ACT	V;IPFV;IMP;SG;2;FIN
mengumumkan	обявя	menumumkan	обявя-(се)	V;SG;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
mengumumkan	обяви	menumumkan	обявя-(се)	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
mengumumkan	обяви	menumumkan	обявя-(се)	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
dipilih	избрана	dipilih	избера	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dipilih	избрано	dipilih	избера	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dipilih	избран	dipilih	избера	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dipilih	избрана	dipilih	избера	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dipilih	избрано	dipilih	избера	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dipilih	избран	dipilih	избера	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
konser	концерт	konser	концерт	N;SG	N;INDF;MASC;SG
sayap	крилото	sayap	крило	N;SG	N;DEF;NEUT;SG
sayap	крило	sayap	крило	N;SG	N;INDF;NEUT;SG
suka	хареса	suka	харесам-(се)	V;SG	V;PFV;IND;SG;3;PST;FIN;ACT
suka	харесал	suka	харесам-(се)	V;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
suka	обича	suka	обичам	V;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
suka	харесва	suka	харесвам-(се)	V;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
channel	канал	channel	канал	N	N;INDF;MASC;SG
channel	каналът	channel	канал	N	N;DEF;MASC;SG
parlemen	парламента	parlemen	парламент	N;SG	N;DEF;MASC;SG
parlemen	парламентът	parlemen	парламент	N;SG	N;DEF;MASC;SG
parlemen	парламент	parlemen	парламент	N;SG	N;INDF;MASC;SG
putaran	завъртане	putaran	завъртане	N;SG	N;INDF;NEUT;SG
putaran	въртене	putaran	въртене	N;SG	N;INDF;NEUT;SG
penonton	четец	pentonton	четец	N;SG	N;INDF;MASC;SG
penonton	зрител	pentonton	зрител	N;SG	N;INDF;MASC;SG
penonton	аудитория	pentonton	аудитория	N;SG	N;INDF;FEM;SG
penonton	публика	pentonton	публика	N;SG	N;INDF;FEM;SG
penonton	зрител	pentonton	зрител	N;SG	N;INDF;MASC;SG
tema	тема	tema	тема	N;SG	N;INDF;FEM;SG
fisika	физиката	fisika	физика	N;SG	N;DEF;FEM;SG
fisika	физика	fisika	физика	N;SG	N;INDF;FEM;SG
komandan	комендант	komandan	комендант	N;SG	N;INDF;MASC;SG
komandan	командващ	komandan	командващ	N;SG	N;INDF;MASC;SG
komandan	командир	komandan	командир	N;SG	N;INDF;MASC;SG
bgcolor	bgcolor	bgcolor	bgcolor	N	N;INDF;MASC;SG
pemuda	младежта	pemuda	младеж	N;SG	N;DEF;FEM;SG
pemuda	младост	pemuda	младост	N;SG	N;INDF;FEM;SG
pemuda	младеж	pemuda	младеж	N;SG	N;INDF;MASC;SG
pemuda	младостта	pemuda	младост	N;SG	N;DEF;FEM;SG
golongan	фракция	golongan	фракция	N;SG	N;INDF;FEM;SG
motor	мотор	motor	мотор	N;SG	N;INDF;MASC;SG
motor	мотоциклет	motor	мотоциклет	N;SG	N;INDF;MASC;SG
motor	двигател	motor	двигател	N;SG	N;INDF;MASC;SG
motor	мотор	motor	мотор	N;SG	N;INDF;MASC;SG
miliar	милиарда	miliar	милиард	N	N;DEF;MASC;SG
miliar	милиард	miliar	милиард	N	N;INDF;MASC;SG
miliar	милиарди	miliar	милиард	N	N;INDF;MASC;PL
miliar	милиарди	miliar	милиард	N	N;INDF;MASC;PL
lulus	завърши	lulus	завърша	V;SG	V;PFV;IND;SG;3;PST;FIN;ACT
lulus	завършила	lulus	завърша	V;SG	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
lulus	завършил	lulus	завърша	V;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
lulus	завърша	lulus	завърша	V;SG	V;PFV;IND;SG;1;PST;FIN;ACT
lulus	преминал	lulus	премина	V;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
lulus	мине	lulus	мина-(се)	V;SG	V;PFV;IND;SG;3;PST;FIN;ACT
pernikahan	женитба	pernikahan	женитба	N;SG	N;INDF;FEM;SG
pernikahan	брака	pernikahan	брак	N;SG	N;DEF;MASC;SG
pernikahan	брак	pernikahan	брак	N;SG	N;INDF;MASC;SG
pernikahan	сватба	pernikahan	сватба	N;SG	N;INDF;FEM;SG
pernikahan	бракът	pernikahan	брак	N;SG	N;DEF;MASC;SG
pernikahan	свадба	pernikahan	свадба	N;SG	N;INDF;FEM;SG
pernikahan	сватба	pernikahan	сватба	N;SG	N;INDF;FEM;SG
memasuki	влиза	menmasuki	влизам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
melayani	служа	menlayani	служа	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
melayani	служи	menlayani	служа	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
melayani	служи	menlayani	служа	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
melayani	сервира	menlayani	сервирам	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
terbatas	ограничено	terbatas	огранича	V;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
terbatas	ограничена	terbatas	огранича-(се)	V;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
terbatas	ограничен	terbatas	огранича-(се)	V;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
terbatas	ограничено	terbatas	огранича	V;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
terbatas	ограничена	terbatas	огранича-(се)	V;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
terbatas	ограничен	terbatas	огранича-(се)	V;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
disingkat	съкратено	disingkat	съкратено	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
disingkat	съкратен	disingkat	съкратен	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
pemeran	гипс	penperan	гипс	N;SG	N;INDF;MASC;SG
turnamen	турнир	turnamen	турнир	N;SG	N;INDF;MASC;SG
dokter	лекар	dokter	лекар	N;SG	N;INDF;MASC;SG
dokter	лекар	dokter	лекар	N;SG	N;INDF;MASC;SG
dokter	докторе	dokter	доктор	N;SG	N;INDF;MASC;SG
menyelesaikan	завърши	menselesaikan	завърша	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
kuil	светилище	kuil	светилище	N;SG	N;INDF;NEUT;SG
kuil	олтар	kuil	олтар	N;SG	N;INDF;MASC;SG
kuil	храм	kuil	храм	N;SG	N;INDF;MASC;SG
kuil	темпъл	kuil	темпъл	N;SG	N;INDF;MASC;SG
kuil	храмът	kuil	храм	N;SG	N;DEF;MASC;SG
kuil	храм	kuil	храм	N;SG	N;INDF;MASC;SG
lambang	герб	lambang	герб	N;SG	N;INDF;MASC;SG
lambang	емблема	lambang	емблем	N;SG	N;INDF;FEM;SG
produser	продуцент	produser	продуцент	N;SG	N;INDF;MASC;SG
produser	производител	produser	производител	N;SG	N;INDF;MASC;SG
obat	медицина	obat	медицина	N;SG	N;INDF;FEM;SG
obat	лекарство	obat	лекарство	N;SG	N;INDF;NEUT;SG
obat	дрога	obat	дрога	N;SG	N;INDF;FEM;SG
obat	дрога	obat	дрога	N;SG	N;INDF;FEM;SG
obat	наркотик	obat	наркотик	N;SG	N;INDF;MASC;SG
obat	лекарство	obat	лекарство	N;SG	N;INDF;NEUT;SG
sederhana	прост	sederhana	прост	ADJ;SG	ADJ;INDF;MASC;SG
sederhana	проста	sederhana	прост	ADJ;SG	ADJ;INDF;FEM;SG
dilaksanakan	приложено	dilaksanakan	приложа	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dukungan	подпомагане	dukungan	подпомагане	N;SG	N;INDF;NEUT;SG
dukungan	подкрепа	dukungan	подкрепа	N;SG	N;INDF;FEM;SG
dukungan	поддръжка	dukungan	поддръжка	N;SG	N;INDF;FEM;SG
teater	театър	teater	театър	N	N;INDF;MASC;SG
teater	театър	teater	театър	N	N;INDF;MASC;SG
teater	кината	teater	кино	N	N;DEF;NEUT;PL
teater	театри	teater	театър	N	N;INDF;MASC;PL
teater	театри	teater	театър	N	N;INDF;MASC;PL
referensi	препратка	referensi	препратка	N;SG	N;INDF;FEM;SG
referensi	позоваване	referensi	позоваване	N;SG	N;INDF;NEUT;SG
menjelaskan	описва	menjelaskan	описвам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menjelaskan	описвам	menjelaskan	описвам	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
menjelaskan	обясни	menjelaskan	обясня-(се)	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
menjelaskan	обяснява	menjelaskan	обяснявам-(се)	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
lebar	широк	lebar	широк	ADJ;SG	ADJ;INDF;MASC;SG
lebar	широка	lebar	широк	ADJ;SG	ADJ;INDF;FEM;SG
alias	псевдоним	alias	псевдоня	N;SG	N;INDF;MASC;SG
kabar	фураж	kabar	фураж	N;SG	N;INDF;MASC;SG
menara	кула	menara	кула	N;SG	N;INDF;FEM;SG
menara	tower	menara	tower	N;SG	N;INDF;MASC;SG
menara	кулата	menara	кула	N;SG	N;DEF;FEM;SG
menara	тауър	menara	тауър	N;SG	N;INDF;MASC;SG
menara	камбанарията	menara	камбанария	N;SG	N;DEF;FEM;SG
benteng	бастион	benteng	бастион	N	N;INDF;MASC;SG
benteng	замъка	benteng	замъкам	N	N;DEF;MASC;SG
benteng	замъкът	benteng	замък	N	N;DEF;MASC;SG
benteng	замък	benteng	замък	N	N;INDF;MASC;SG
benteng	касъл	benteng	касъл	N	N;INDF;MASC;SG
benteng	форт	benteng	форт	N	N;INDF;MASC;SG
benteng	крепостта	benteng	крепост	N	N;DEF;FEM;SG
benteng	крепост	benteng	крепост	N	N;INDF;FEM;SG
benteng	цитаделата	benteng	цитадел	N	N;DEF;FEM;SG
logo	лого	logo	лого	N;SG	N;INDF;NEUT;SG
logo	логото	logo	лого	N;SG	N;DEF;NEUT;SG
logo	лого	logo	лого	N;SG	N;INDF;NEUT;SG
daging	месо	daging	месо	N;SG	N;INDF;NEUT;SG
daging	месото	daging	месо	N;SG	N;DEF;NEUT;SG
daging	плътта	daging	плът	N;SG	N;DEF;FEM;SG
daging	плът	daging	плът	N;SG	N;INDF;FEM;SG
menggambarkan	описва	mengambarkan	описвам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menggambarkan	описвам	mengambarkan	описвам	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
digantikan	заменен	digantikan	заменя	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
digantikan	заменено	digantikan	заменя	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
digantikan	сменен	digantikan	сменя-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
digantikan	заменена	digantikan	заменя	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
pengadilan	съдът	penadilan	съд	N;SG	N;DEF;MASC;SG
pengadilan	съд	penadilan	съд	N;SG	N;INDF;MASC;SG
pengadilan	корт	penadilan	корт	N;SG	N;INDF;MASC;SG
transportasi	транспорт	transportasi	транспорт	N;SG	N;INDF;MASC;SG
transportasi	транспортиране	transportasi	транспортиране	N;SG	N;INDF;NEUT;SG
transportasi	превоз	transportasi	превоз	N;SG	N;INDF;MASC;SG
transportasi	транспорт	transportasi	транспорт	N;SG	N;INDF;MASC;SG
transportasi	превоз	transportasi	превоз	N;SG	N;INDF;MASC;SG
transportasi	транспортиране	transportasi	транспортиране	N;SG	N;INDF;NEUT;SG
tiap	всяка	tiap	всеки	DET	DET;FEM;SG
sinetron	ситкоми	sinetron	ситком	N	N;INDF;MASC;PL
memainkan	играе	menmainkan	играя	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
memainkan	играе	menmainkan	играя	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
faktor	фактор	faktor	фактор	N;SG	N;INDF;MASC;SG
faktor	коефициент	faktor	коефициент	N;SG	N;INDF;MASC;SG
link	връзка	link	връзка	N	N;INDF;FEM;SG
link	линк	link	линк	N	N;INDF;MASC;SG
link	връзки	link	връзка	N	N;INDF;FEM;PL
reaksi	реакция	reaksi	реакция	N;SG	N;INDF;FEM;SG
kesempatan	повод	kesempatan	повод	N;SG	N;INDF;MASC;SG
kesempatan	шанс	kesempatan	шанс	N;SG	N;INDF;MASC;SG
kesempatan	ченс	kesempatan	ченс	N;SG	N;INDF;MASC;SG
kesempatan	възможност	kesempatan	възможност	N;SG	N;INDF;FEM;SG
gitar	китарата	gitar	китар	N;SG	N;DEF;FEM;SG
gitar	китара	gitar	китар	N;SG	N;INDF;FEM;SG
ganda	ганда	ganda	ганда	N;SG	N;INDF;MASC;SG
peta	карта	peta	карта	N;SG	N;INDF;FEM;SG
peta	картата	peta	карта	N;SG	N;DEF;FEM;SG
injil	евангелието	injil	евангелие	N;SG	N;DEF;NEUT;SG
pabrik	фабрика	pabrik	фабрика	N;SG	N;INDF;FEM;SG
pabrik	завод	pabrik	завод	N;SG	N;INDF;MASC;SG
pabrik	фабриката	pabrik	фабрика	N;SG	N;DEF;FEM;SG
ditetapkan	назначена	ditetapkan	назнача	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ditetapkan	назначен	ditetapkan	назнача	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kehilangan	загуба	kehilangan	загуба	N;SG	N;INDF;FEM;SG
kehilangan	загубата	kehilangan	загуба	N;SG	N;DEF;FEM;SG
kehilangan	загубен	kehilangan	загубен	N;SG	N;INDF;MASC;SG
mewakili	представлява	menwakili	представлявам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
staf	персонал	staf	персонал	N;SG	N;INDF;MASC;SG
staf	персоналът	staf	персонал	N;SG	N;DEF;MASC;SG
delapan	осем	delapan	осем	NUM	NUM;INDF;PL
antena	антената	antena	антена	N;SG	N;DEF;FEM;SG
antena	антена	antena	антена	N;SG	N;INDF;FEM;SG
telepon	телефон	telepon	телефон	N;SG	N;INDF;MASC;SG
telepon	телефона	telepon	телефон	N;SG	N;DEF;MASC;SG
telepon	телефонът	telepon	телефон	N;SG	N;DEF;MASC;SG
telepon	повикване	telepon	повикване	N;SG	N;INDF;NEUT;SG
telepon	обаждане	telepon	обаждане	N;SG	N;INDF;NEUT;SG
telepon	телефон	telepon	телефон	N;SG	N;INDF;MASC;SG
sulit	труден	sulit	труден	ADJ;SG	ADJ;INDF;MASC;SG
sulit	трудна	sulit	труден	ADJ;SG	ADJ;INDF;FEM;SG
menentukan	определя	mententukan	определям-(се)	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menentukan	уточни	mententukan	уточня	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
perintah	командване	perintah	командване	N;SG	N;INDF;NEUT;SG
perintah	команда	perintah	команда	N;SG	N;INDF;FEM;SG
perintah	командата	perintah	команда	N;SG	N;DEF;MASC;SG
aksi	действие	aksi	действие	N;SG	N;INDF;NEUT;SG
aksi	екшън	aksi	екшън	N;SG	N;INDF;MASC;SG
pendukung	поддръжник	pendukung	поддръжник	N;SG	N;INDF;MASC;SG
pendukung	привърженик	pendukung	привърженик	N;SG	N;INDF;MASC;SG
dana	финансиране	dana	финансиране	N;SG	N;INDF;NEUT;SG
dana	дейна	dana	деен	N;SG	N;INDF;FEM;SG
dana	фонд	dana	фонд	N;SG	N;INDF;MASC;SG
famili	семейство	famili	семейство	N;SG	N;INDF;NEUT;SG
famili	семейството	famili	семейство	N;SG	N;DEF;NEUT;SG
musuh	враг	musuh	враг	N;SG	N;INDF;MASC;SG
musuh	врагът	musuh	враг	N;SG	N;DEF;MASC;SG
musuh	противник	musuh	противник	N;SG	N;INDF;MASC;SG
musuh	враг	musuh	враг	N;SG	N;INDF;MASC;SG
perbatasan	границата	perbatasan	граница	N;SG	N;DEF;FEM;SG
perbatasan	граница	perbatasan	граница	N;SG	N;INDF;FEM;SG
perbatasan	граница	perbatasan	граница	N;SG	N;INDF;FEM;SG
pemberontakan	въстание	penberontakan	въстание	N;SG	N;INDF;NEUT;SG
pemberontakan	въстание	penberontakan	въстание	N;SG	N;INDF;NEUT;SG
pemberontakan	бунт	penberontakan	бунт	N;SG	N;INDF;MASC;SG
pemberontakan	въстание	penberontakan	въстание	N;SG	N;INDF;NEUT;SG
pemberontakan	бунт	penberontakan	бунт	N;SG	N;INDF;MASC;SG
