hän	sy	hän	sy	PRO;NOM;SG;3	PRO;NOM;SG;3
kirjoittaa	skryf	kirjoittaa	skryf	V;IND;SG;3;PRS;FIN;ACT	V;PRS
kirjoittaa	tik	kirjoittaa	tik	V;IND;SG;3;PRS;FIN;ACT	V;PRS
aiheuttaa	veroorsaak	aiheuttaa	veroorsaak	V;IND;SG;3;PRS;FIN;ACT	V;PRS
aiheuttaa	veroorsaak	aiheuttaa	veroorsaak	V;IND;SG;3;PRS;FIN;ACT	V;PRS
taistelu	slag	taistelu	slag	N;NOM;SG	N;SG
taistelu	veldslag	taistelu	veldslag	N;NOM;SG	N;SG
toimittaja	verslaggewer	toimittaja	verslaggewer	N;NOM;SG	N;SG
toimittaja	joernalis	toimittaja	joernalis	N;NOM;SG	N;SG
toimittaja	redakteur	toimittaja	redakteur	N;NOM;SG	N;SG
auto	motor	auto	motor	N;NOM;SG	N;SG
auto	motorvoertuig	auto	motorvoertuig	N;NOM;SG	N;SG
auto	outo	auto	outo	N;NOM;SG	N;SG
nimeä	toeskrywing	nimi	toeskrywing	N;PRT;SG	N;SG
nimeä	naam	nimi	naam	N;PRT;SG	N;SG
nimeä	gebruikernaam	nimi	gebruikernaam	N;PRT;SG	N;SG
joen	rivier	joki	rivier	N;GEN;SG	N;SG
levyn	album	levy	album	N;GEN;SG	N;SG
italialainen	italiaanse	italialainen	italiaans	ADJ;NOM;SG	ADJ;NOM
asioita	dinge	asia	ding	N;PRT;PL	N;PL
venäläinen	russiese	venäläinen	russies	ADJ;NOM;SG	ADJ;NOM
mieltä	aansig	mieli	aansig	N;PRT;SG	N;SG
sana	woord	sana	woord	N;NOM;SG	N;SG
arvo	rang	arvo	rang	N;NOM;SG	N;SG
arvo	waarde	arvo	waarde	N;NOM;SG	N;SG
ruotsi	sweedse	ruotsi	sweeds	N;NOM;SG	N;SG
keskiviikko	woensdag	keski#viikko	woensdag	N;NOM;SG	N;SG
osittain	gedeeltelik	osittain	gedeeltelik	ADV	ADV
väkiluku	bevolking	väki#luku	bevolking	N;NOM;SG	N;SG
veli	broer	veli	broer	N;NOM;SG	N;SG
voittaja	wenner	voittaja	wenner	N;NOM;SG	N;SG
tiedot	besonderhede	tieto	besonderheid	N;NOM;PL	N;PL
ryhmän	groep	ryhmä	groep	N;GEN;SG	N;SG
ajoi	gery	ajaa	gery	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
paremmin	beter	hyvin	goed	ADV;CMPR	ADV;CMPR
yleinen	gemeenskaplike	yleinen	gemeenskaplik	ADJ;NOM;SG	ADJ;NOM
kapteeni	kaptein	kapteeni	kaptein	N;NOM;SG	N;SG
osti	gekoop	ostaa	koop	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
osti	aangekoop	ostaa	aankoop	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
elokuvissa	flieks	elo#kuva	flieks	N;IN+ESS;PL	N;PL
elokuvissa	rolprente	elo#kuva	rolprent	N;IN+ESS;PL	N;PL
kuukauden	maand	kuu#kausi	maand	N;GEN;SG	N;SG
yhdeksän	nege	yhdeksän	neg	NUM;NOM;SG	NUM
kasvoi	toegeneem	kasvaa	toeneem	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
tytär	dogter	tytär	dogter	N;NOM;SG	N;SG
selvästi	duidelik	selvästi	duidelik	ADV	ADV
selvästi	duidelik	selvästi	duidelik	ADV	ADV
suoritti	uitgevoer	suorittaa	uitvoer	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
suku	genus	suku	genus	N;NOM;SG	N;SG
suku	familie	suku	familie	N;NOM;SG	N;SG
suku	gesin	suku	gesin	N;NOM;SG	N;SG
puoliso	eggenoot	puoliso	eggenoot	N;NOM;SG	N;SG
kuoleman	dood	kuolema	dood	N;GEN;SG	N;SG
filosofian	filosofie	filosofia	filosofie	N;GEN;SG	N;SG
seuraa	volg	seurata	volg	V;IMP;SG;2;PRS;FIN;ACT	V;PRS
äiti	moeder	äiti	moeder	N;NOM;SG	N;SG
äiti	ma	äiti	ma	N;NOM;SG	N;SG
äiti	mum	äiti	mum	N;NOM;SG	N;SG
ihmiset	mense	ihminen	mens	N;NOM;PL	N;PL
romaani	roman	romaani	roman	N;NOM;SG	N;SG
linja	lyn	linja	lyn	N;NOM;SG	N;SG
lasten	kinders	lapsi	kind	N;GEN;PL	N;PL
euroa	uraan	euro	uraan	N;PRT;SG	N;SG
euroa	eur	euro	eur	N;PRT;SG	N;SG
euroa	euro	euro	euro	N;PRT;SG	N;SG
kaiken	alles	kaikki	alles	PRO;GEN;SG	PRO
ilta	aand	ilta	aand	N;NOM;SG	N;SG
ilta	aand	ilta	aand	N;NOM;SG	N;SG
valmistunut	gegradueer	valmistua	gradueer	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
valmistunut	klaargemaak	valmistua	klaargemaak	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
lasta	kind	lapsi	kind	N;PRT;SG	N;SG
päivä	dag	päivä	dag	N;NOM;SG	N;SG
ohjaaja	direkteur	ohjaaja	direkteur	N;NOM;SG	N;SG
muuttaa	verander	muuttaa	verander	V;SG;NFIN;ACT	V;PRS
muuttaa	wysig	muuttaa	wysig	V;SG;NFIN;ACT	V;PRS
nimetty	aangewys	nimetä	aanwys	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
henrik	henrik	henrik	henrik	N;NOM;SG	N;SG
tieto	kennis	tieto	kennis	N;NOM;SG	N;SG
koulun	skool	koulu	skool	N;GEN;SG	N;SG
tärkeä	belangrike	tärkeä	belangrik	ADJ;NOM;SG	ADJ;NOM
tapahtuu	ontvou	tapahtua	ontvou	V;IND;SG;3;PRS;FIN;ACT	V;PRS
tapahtuu	gebeur	tapahtua	gebeur	V;IND;SG;3;PRS;FIN;ACT	V;PRS
elämä	lewe	elämä	lewe	N;NOM;SG	N;SG
united	vereenigde	united	vereenig	N;NOM;SG	N;SG
maata	land	maa	land	N;PRT;SG	N;SG
maata	grond	maa	grond	N;PRT;SG	N;SG
kylässä	dorpie	kylä	dorpie	N;IN+ESS;SG	N;SG
löytää	vind	löytää	vind	V;SG;NFIN;ACT	V;PRS
kokoelma	versameling	kokoelma	versameling	N;NOM;SG	N;SG
vaiheessa	stadium	vaihe	stadium	N;IN+ESS;SG	N;SG
vaiheessa	etage	vaihe	etag	N;IN+ESS;SG	N;SG
pääministeri	premier	pää#ministeri	premier	N;NOM;SG	N;SG
kuvia	prente	kuva	prent	N;PRT;PL	N;PL
kuvia	beelde	kuva	beelde	N;PRT;PL	N;PL
kuvia	prente	kuva	prent	N;PRT;PL	N;PL
kuvia	prentjies	kuva	prentjies	N;PRT;PL	N;PL
kanadalainen	kanadese	kanadalainen	kanades	ADJ;NOM;SG	ADJ;NOM
armeija	weermag	armeija	weermag	N;NOM;SG	N;SG
ihmisiä	mense	ihminen	mens	N;PRT;PL	N;PL
tuottaa	vervaardig	tuottaa	vervaardig	V;IND;SG;3;PRS;FIN;ACT	V;PRS
tuottaa	produseer	tuottaa	produseer	V;IND;SG;3;PRS;FIN;ACT	V;PRS
kenraali	generaal	kenraali	generaal	N;NOM;SG	N;SG
muistuttaa	herinner	muistuttaa	herinner	V;IND;SG;3;PRS;FIN;ACT	V;PRS
oikein	korrek	oikein	korrek	ADV	ADV
korkeus	vergelyking	korkeus	vergelyking	N;NOM;SG	N;SG
korkeus	hoogte	korkeus	hoogte	N;NOM;SG	N;SG
lopetti	opgehou	lopettaa	ophou	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
lopetti	gestop	lopettaa	stop	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
lopetti	gestaak	lopettaa	staak	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
verrattuna	vergeleke	verrata	vergelek	V;FRML;SG;V.PTCP;PASS	V;PRS
halusi	gesoek	haluta	gesoek	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
jokainen	almal	jokainen	almal	PRO;NOM;SG	PRO
jokainen	elke	jokainen	elk	PRO;NOM;SG	PRO
jokainen	elk	jokainen	elk	PRO;NOM;SG	PRO
numero	nommer	numero	nommer	N;NOM;SG	N;SG
numero	getal	numero	getal	N;NOM;SG	N;SG
perhe	familie	perhe	familie	N;NOM;SG	N;SG
perhe	gesin	perhe	gesin	N;NOM;SG	N;SG
kuvan	prent	kuva	prent	N;GEN;SG	N;SG
liitto	alliansie	liitto	alliansie	N;NOM;SG	N;SG
liitto	federasie	liitto	federasie	N;NOM;SG	N;SG
tilanne	situasie	tilanne	situasie	N;NOM;SG	N;SG
maakunta	provinsie	maa#kunta	provinsie	N;NOM;SG	N;SG
tohtori	dok	tohtori	dok	N;NOM;SG	N;SG
tohtori	dokter	tohtori	dokter	N;NOM;SG	N;SG
maissa	lande	maa	land	N;IN+ESS;PL	N;PL
net	netto	net	netto	N;NOM;SG	N;SG
artikkelit	artikels	artikkeli	artikel	N;NOM;PL	N;PL
viikon	week	viikko	week	N;GEN;SG	N;SG
viikon	vakansie	viikko	vakansie	N;GEN;SG	N;SG
kuka	wie	kuka	wie	PRO;NOM;SG	PRO
oikeus	geregtigheid	oikeus	geregtigheid	N;NOM;SG	N;SG
oikeus	justisie	oikeus	justisie	N;NOM;SG	N;SG
oikeus	hof	oikeus	hof	N;NOM;SG	N;SG
kappaleita	snitte	kappale	snit	N;PRT;PL	N;PL
kappaleita	liedere	kappale	lied	N;PRT;PL	N;PL
kappaleita	liedjies	kappale	liedjies	N;PRT;PL	N;PL
kulttuuri	kultuur	kulttuuri	kultuur	N;NOM;SG	N;SG
tuotanto	produksie	tuotanto	produksie	N;NOM;SG	N;SG
museo	museum	museo	museum	N;NOM;SG	N;SG
maiden	lande	maa	land	N;GEN;PL	N;PL
tietää	ken	tietää	ken	V;IND;SG;PRS;FIN;ACT	V;PRS
tietää	weet	tietää	weet	V;IND;SG;PRS;FIN;ACT	V;PRS
laskee	tel	laskea	tel	V;IND;SG;3;PRS;FIN;ACT	V;PRS
suurempi	hoër	suuri	hoog	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR
esitys	mosie	esitys	mosie	N;NOM;SG	N;SG
esitys	beweging	esitys	beweging	N;NOM;SG	N;SG
esitys	werkverrigting	esitys	werkverrigting	N;NOM;SG	N;SG
esitys	prestasie	esitys	prestasie	N;NOM;SG	N;SG
esitys	opvoering	esitys	opvoering	N;NOM;SG	N;SG
esitys	voorlegging	esitys	voorlegging	N;NOM;SG	N;SG
viittaa	verwys	viitata	verwys	V;IND;SG;3;PRS;FIN;ACT	V;PRS
tarkoitettu	bedoel	tarkoittaa	bedoel	V;NOM;SG;V.PTCP;PASS	V;PRS
miehet	mans	mies	man	N;NOM;PL	N;PL
miehet	manne	mies	man	N;NOM;PL	N;PL
turnauksen	toernooi	turnaus	toernooi	N;GEN;SG	N;SG
hahmo	figuur	hahmo	figuur	N;NOM;SG	N;SG
uudet	nuwe	uusi	nuut	ADJ;NOM;PL	ADJ;NOM
perheen	familie	perhe	familie	N;GEN;SG	N;SG
perheen	gesin	perhe	gesin	N;GEN;SG	N;SG
käy	besoek	käydä	besoek	V;IMP;SG;2;FIN;ACT	V;PRS
merkitys	toepaslikheid	merkitys	toepaslikheid	N;NOM;SG	N;SG
merkitys	betekenis	merkitys	betekenis	N;NOM;SG	N;SG
merkitys	betekenis	merkitys	betekenis	N;NOM;SG	N;SG
vastasi	geantwoord	vastata	geantwoord	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
vastasi	geantwoord	vastata	geantwoord	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
vastasi	gereageer	vastata	reageer	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
omat	eie	oma	eie	ADJ;NOM;PL	ADJ;NOM
avattiin	oopgemaak	avata	oopmaak	V;IND;PST;FIN;PASS	V;PST;V.PTCP
julkaissut	gepubliseer	julkaista	publiseer	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
julkaissut	geplaas	julkaista	plaas	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
putosi	omgeval	pudota	omgeval	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
nainen	vrou	nainen	vrou	N;NOM;SG	N;SG
nainen	wyfie	nainen	wyfie	N;NOM;SG	N;SG
mestari	meester	mestari	meester	N;NOM;SG	N;SG
mestari	kampioen	mestari	kampioen	N;NOM;SG	N;SG
päättyy	beëindig	päättyä	beëindig	V;IND;SG;3;PRS;FIN;ACT	V;PRS
päättyy	verval	päättyä	verval	V;IND;SG;3;PRS;FIN;ACT	V;PRS
club	klub	club	klub	N;NOM;SG	N;SG
poistettiin	geskrap	poistaa	geskrap	V;IND;PST;FIN;PASS	V;PST;V.PTCP
ammatti	beroep	ammatti	beroep	N;NOM;SG	N;SG
ammatti	besetting	ammatti	besetting	N;NOM;SG	N;SG
radan	snit	rata	snit	N;GEN;SG	N;SG
radan	baan	rata	baan	N;GEN;SG	N;SG
entiset	voormalige	entinen	voormalig	ADJ;NOM;PL	ADJ;NOM
auton	motor	auto	motor	N;GEN;SG	N;SG
auton	motorvoertuig	auto	motorvoertuig	N;GEN;SG	N;SG
alueilla	gebiede	alue	gebied	N;AT+ESS
;PL	N;PL
paikka	vlek	paikka	vlek	N;NOM;SG	N;SG
paikka	plek	paikka	plek	N;NOM;SG	N;SG
vaikutti	geaffekteer	vaikuttaa	affekteer	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
elämän	lewe	elämä	lewe	N;GEN;SG	N;SG
löydetty	gekry	löytää	kry	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
löydetty	gevind	löytää	vind	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
sopimus	ooreenkoms	sopimus	ooreenkoms	N;NOM;SG	N;SG
sopimus	kontrak	sopimus	kontrak	N;NOM;SG	N;SG
käytöstä	gedrag	käyttö	gedrag	N;IN+ABL;SG	N;SG
uran	loopbaan	ura	loopbaan	N;GEN;SG	N;SG
soitti	geroep	soittaa	roep	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
soitti	gebel	soittaa	gebel	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
suuntaan	rigting	suunta	rigting	N;IN+ALL;SG	N;SG
alueet	streke	alue	streke	N;NOM;PL	N;PL
alueet	distrikte	alue	distrik	N;NOM;PL	N;PL
alueet	gebiede	alue	gebied	N;NOM;PL	N;PL
viikkoa	week	viikko	week	N;PRT;SG	N;SG
viikkoa	vakansie	viikko	vakansie	N;PRT;SG	N;SG
tehtävä	taak	tehtävä	taak	N;NOM;SG	N;SG
tehtävä	missie	tehtävä	missie	N;NOM;SG	N;SG
pidetty	gehou	pitää	hou	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
pidetty	behou	pitää	behou	V;NOM;SG;V.PTCP;PASS	V;PRS
kuukautta	maand	kuu#kausi	maand	N;PRT;SG	N;SG
käyttäjän	gebruiker	käyttäjä	gebruiker	N;GEN;SG	N;SG
ongelmia	probleme	ongelma	probleem	N;PRT;PL	N;PL
ongelmia	kwessies	ongelma	kwessie	N;PRT;PL	N;PL
maailmassa	wêreld	maailma	wêreld	N;IN+ESS;SG	N;SG
vaasan	vasa	vaasa	vasa	N;GEN;SG	N;SG
osallistunut	bygewoon	osallistua	bywoon	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
osallistunut	deelgeneem	osallistua	deelneneem	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
koneen	masjien	kone	masjien	N;GEN;SG	N;SG
nobelin	nobel	nobelin	nobel	N;GEN;SG	N;SG
sijoitus	belegging	sijoitus	belegging	N;NOM;SG	N;SG
sijoitus	belegging	sijoitus	belegging	N;NOM;SG	N;SG
max	max	max	max	N;NOM;SG	N;SG
saavuttanut	bereik	saavuttaa	bereik	V;NOM;SG;V.PTCP;ACT	V;PRS
lisätä	verhoog	lisätä	verhoog	V;SG;NFIN;ACT	V;PRS
lisätä	vermeerder	lisätä	vermeerder	V;SG;NFIN;ACT	V;PRS
taistelun	slag	taistelu	slag	N;GEN;SG	N;SG
taistelun	veldslag	taistelu	veldslag	N;GEN;SG	N;SG
useat	veelvuldige	usea	veelvuldig	ADJ;NOM;PL	ADJ;NOM
puolivälissä	midde	puoli#väli	midde	N;IN+ESS;SG	N;SG
puolivälissä	mid	puoli#väli	mid	N;IN+ESS;SG	N;SG
päättää	besluit	päättää	besluit	V;IND;SG;3;PRS;FIN;ACT	V;PRS
päättää	besluit	päättää	besluit	V;IND;SG;3;PRS;FIN;ACT	V;PRS
täytyy	moet	täytyä	moet	V;IND;SG;3;PRS;FIN;ACT	V;PRS
jaettu	gedeel	jakaa	deel	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
jaettu	ingedeel	jakaa	indeel	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
jaettu	skei	jakaa	skei	V;NOM;SG;V.PTCP;PASS	V;PRS
ääni	klank	ääni	klank	N;NOM;SG	N;SG
lähteet	bronne	lähteä	bron	N;NOM;PL	N;PL
estää	blokkeer	estää	blokkeer	V;IND;SG;PRS;FIN;ACT	V;PRS
estää	voorkom	estää	voorkom	V;IND;SG;PRS;FIN;ACT	V;PRS
vaikutus	impak	vaikutus	impak	N;NOM;SG	N;SG
vaikutus	effek	vaikutus	effek	N;NOM;SG	N;SG
kirjallisuuden	letterkunde	kirjallisuus	letterkund	N;GEN;SG	N;SG
kirjallisuuden	literatuur	kirjallisuus	literatuur	N;GEN;SG	N;SG
data	data	data	data	N;NOM;SG	N;SG
naiset	dames	nainen	dame	N;NOM;PL	N;PL
naiset	vroue	nainen	vrou	N;NOM;PL	N;PL
naiset	vrouens	nainen	vrou	N;NOM;PL	N;PL
jakaa	deel	jakaa	deel	V;SG;NFIN;ACT	V;PRS
ulkonäkö	voorkoms	ulko#näkö	voorkoms	N;NOM;SG	N;SG
lääni	provinsie	lääni	provinsie	N;NOM;SG	N;SG
rooli	rol	rooli	rol	N;NOM;SG	N;SG
talo	huis	talo	huis	N;NOM;SG	N;SG
asukkaita	inwoners	asukas	inwoner	N;PRT;PL	N;PL
espanjalainen	spaanse	espanjalainen	spaans	ADJ;NOM;SG	ADJ;NOM
vuosia	jare	vuosi	jaar	N;PRT;PL	N;PL
historiaa	geskiedenis	historia	geskiedenis	N;PRT;SG	N;SG
eläkkeelle	aftrede	eläke	aftrede	N;AT+ALL;SG	N;SG
laki	wet	laki	wet	N;NOM;SG	N;SG
valmentaja	afrigter	valmentaja	afrigter	N;NOM;SG	N;SG
tapa	manier	tapa	manier	N;NOM;SG	N;SG
elävät	leef	elää	leef	V;IND;PL;3;PRS;FIN;ACT	V;PRS
tuki	ondersteuning	tuki	ondersteuning	N;NOM;SG	N;SG
tuki	bystand	tuki	bystand	N;NOM;SG	N;SG
aasian	asië	aasia	asië	N;GEN;SG	N;SG
järjestää	organiseer	järjestää	organiseer	V;IND;SG;PRS;FIN;ACT	V;PRS
teksti	teksboodskap	teksti	teksboodskap	N;NOM;SG	N;SG
teksti	teks	teksti	teks	N;NOM;SG	N;SG
lapset	kinders	lapsi	kind	N;NOM;PL	N;PL
lapset	kinders	lapsi	kind	N;NOM;PL	N;PL
yhdistää	versmelt	yhdistää	versmelt	V;IND;SG;3;PRS;FIN;ACT	V;PRS
yhdistää	saamsmelt	yhdistää	saamsmelt	V;IND;SG;3;PRS;FIN;ACT	V;PRS
yhdistää	kombineer	yhdistää	kombineer	V;IND;SG;3;PRS;FIN;ACT	V;PRS
liittyvät	geassosieer	liittyä	assosieer	V;NOM;PL;V.PTCP;ACT	V;PST;V.PTCP
raja	grens	raja	grens	N;NOM;SG	N;SG
liike	besigheid	liike	besigheid	N;NOM;SG	N;SG
liike	mosie	liike	mosie	N;NOM;SG	N;SG
liike	beweging	liike	beweging	N;NOM;SG	N;SG
liike	beweging	liike	beweging	N;NOM;SG	N;SG
yhdistys	vereniging	yhdistys	vereniging	N;NOM;SG	N;SG
yhdistys	assosiasie	yhdistys	assosiasie	N;NOM;SG	N;SG
rakentaa	bou	rakentaa	bou	V;SG;NFIN;ACT	V;PRS
rakentaa	konstrueer	rakentaa	konstrueer	V;SG;NFIN;ACT	V;PRS
kisat	speletjies	kisa	speletjies	N;NOM;PL	N;PL
kisat	wedstryde	kisa	wedstryde	N;NOM;PL	N;PL
joki	rivier	joki	rivier	N;NOM;SG	N;SG
nimitys	afspraak	nimitys	afspraak	N;NOM;SG	N;SG
nimitys	aanwysing	nimitys	aanwysing	N;NOM;SG	N;SG
henkilöt	mense	henkilö	mens	N;NOM;PL	N;PL
kaikille	alles	kaikki	alles	PRO;AT+ALL;PL	PRO
kaikille	almal	kaikki	almal	PRO;AT+ALL;PL	PRO
kaikille	almal	kaikki	almal	PRO;AT+ALL;PL	PRO
vettä	water	vesi	water	N;PRT;SG	N;SG
power	krag	power	krag	N;NOM;SG	N;SG
power	elektrisiteit	power	elektrisiteit	N;NOM;SG	N;SG
video	video	video	video	N;NOM;SG	N;SG
tutkimuksen	studie	tutkimus	studie	N;GEN;SG	N;SG
tutkimuksen	opname	tutkimus	opname	N;GEN;SG	N;SG
tutkimuksen	navorsing	tutkimus	navorsing	N;GEN;SG	N;SG
seurakunta	gemeente	seura#kunta	gemeent	N;NOM;SG	N;SG
elämää	lewe	elämä	lewe	N;PRT;SG	N;SG
osasto	departement	osasto	departement	N;NOM;SG	N;SG
osasto	direktoraat	osasto	direktoraat	N;NOM;SG	N;SG
osasto	lêername	osasto	lêername	N;NOM;SG	N;SG
kilpailut	kompetisies	kilpailu	kompetisie	N;NOM;PL	N;PL
käyttäjät	gebruikers	käyttäjä	gebruiker	N;NOM;PL	N;PL
piirikunta	provinsie	piiri#kunta	provinsie	N;NOM;SG	N;SG
piirikunta	distrik	piiri#kunta	distrik	N;NOM;SG	N;SG
ottelu	passing	ottelu	passing	N;NOM;SG	N;SG
ottelu	ooreenstemming	ottelu	ooreenstemming	N;NOM;SG	N;SG
tien	pad	tie	pad	N;GEN;SG	N;SG
jakso	afdeling	jaksaa	afdeling	N;NOM;SG	N;SG
jakso	episode	jaksaa	episode	N;NOM;SG	N;SG
jakso	periode	jaksaa	periode	N;NOM;SG	N;SG
kesto	tydperk	kesto	tydperk	N;NOM;SG	N;SG
kesto	tydsduur	kesto	tydsduur	N;NOM;SG	N;SG
mainittu	genoem	mainita	noem	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
mainittu	verwys	mainita	verwys	V;NOM;SG;V.PTCP;PASS	V;PRS
laivasto	vloot	laivasto	vloot	N;NOM;SG	N;SG
laivasto	fleet	laivasto	fleet	N;NOM;SG	N;SG
tekijä	faktor	tekijä	faktor	N;NOM;SG	N;SG
tekijä	skrywer	tekijä	skrywer	N;NOM;SG	N;SG
tekijä	outeur	tekijä	outeur	N;NOM;SG	N;SG
jatko	voortsetting	jatko	voortsetting	N;NOM;SG	N;SG
kehitys	ontwikkeling	kehitys	ontwikkeling	N;NOM;SG	N;SG
kehitys	evolusie	kehitys	evolusie	N;NOM;SG	N;SG
osat	dele	osa	deel	N;NOM;PL	N;PL
osat	komponente	osa	komponent	N;NOM;PL	N;PL
berliinin	berlyn	berliini	berlyn	N;GEN;SG	N;SG
operaatio	operasie	operaatio	operasie	N;NOM;SG	N;SG
operaatio	bewerking	operaatio	bewerking	N;NOM;SG	N;SG
tutkimus	studie	tutkimus	studie	N;NOM;SG	N;SG
tutkimus	opname	tutkimus	opname	N;NOM;SG	N;SG
tutkimus	navorsing	tutkimus	navorsing	N;NOM;SG	N;SG
löysi	gekry	löytää	kry	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
löysi	gevind	löytää	vind	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
kone	masjien	kone	masjien	N;NOM;SG	N;SG
kone	vliegtuig	kone	vliegtuig	N;NOM;SG	N;SG
maailmaa	wêreld	maailma	wêreld	N;PRT;SG	N;SG
erät	items	erä	item	N;NOM;PL	N;PL
lapsi	kind	lapsi	kind	N;NOM;SG	N;SG
albumia	album	albumi	album	N;PRT;SG	N;SG
suunniteltu	beplan	suunnitella	beplan	V;NOM;SG;V.PTCP;PASS	V;PRS
kalifornia	kalifornië	kaliforni	kalifornië	N;NOM;SG	N;SG
palkinnot	belonings	palkinto	beloning	N;NOM;PL	N;PL
palkinnot	toekennings	palkinto	toekenning	N;NOM;PL	N;PL
palkinnot	toekenings	palkinto	toekening	N;NOM;PL	N;PL
sanan	woord	sana	woord	N;GEN;SG	N;SG
kerro	vertel	kertoa	vertel	V;IMP;SG;2;FIN;ACT	V;PRS
pelaajan	speler	pelaaja	speler	N;GEN;SG	N;SG
arkisto	argief	arkisto	argief	N;NOM;SG	N;SG
pisteitä	kolle	piste	kol	N;PRT;PL	N;PL
pisteitä	punte	piste	punt	N;PRT;PL	N;PL
lahti	baai	lahti	baai	N;NOM;SG	N;SG
saatu	ontvang	saada	ontvang	V;NOM;SG;V.PTCP;PASS	V;PRS
talon	huis	talo	huis	N;GEN;SG	N;SG
leveys	breedtegraad	leveys	breedtegraad	N;NOM;SG	N;SG
leveys	wydte	leveys	wydte	N;NOM;SG	N;SG
omistaja	eienaar	omistaja	eienaar	N;NOM;SG	N;SG
laina	lening	laina	lening	N;NOM;SG	N;SG
ohjaus	leiding	ohjaus	leiding	N;NOM;SG	N;SG
jatkuvasti	voortdurend	jatkuvasti	voortduur	ADV	ADV
jatkuvasti	heeltyd	jatkuvasti	heeltyd	ADV	ADV
jatkuvasti	heeltyd	jatkuvasti	heeltyd	ADV	ADV
kysymys	vraag	kysymys	vraag	N;NOM;SG	N;SG
seurakunnan	gemeente	seura#kunta	gemeent	N;GEN;SG	N;SG
kirjoitettu	geskryf	kirjoittaa	skryf	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
tunnus	simbool	tunnus	simbool	N;NOM;SG	N;SG
jonkun	iemand	joku	iemand	PRO;GEN;SG	PRO
esimerkki	voorbeeld	esi#merkki	voorbeeld	N;NOM;SG	N;SG
tiedä	ken	tietää	ken	V;IMP;SG;2;FIN;ACT	V;PRS
tiedä	weet	tietää	weet	V;IMP;SG;2;FIN;ACT	V;PRS
valittu	gekose	valita	koos	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
valittu	gekies	valita	kies	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
valittu	gemerk	valita	merk	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
merkitystä	betekenis	merkitys	betekenis	N;PRT;SG	N;SG
merkitystä	toepaslikheid	merkitys	toepaslikheid	N;PRT;SG	N;SG
sivulla	blad	sivu	blad	N;AT+ESS
;SG	N;SG
sivulla	bladsy	sivu	bladsy	N;AT+ESS
;SG	N;SG
asukkaat	inwoners	asukas	inwoner	N;NOM;PL	N;PL
muutoksia	veranderinge	muutos	verandering	N;PRT;PL	N;PL
vesi	water	vesi	water	N;NOM;SG	N;SG
opettaja	onderwyser	opettaja	onderwyser	N;NOM;SG	N;SG
tulevat	naderende	tuleva	naderend	ADJ;NOM;PL	ADJ;NOM
kohta	punt	kohta	punt	N;NOM;SG	N;SG
lehdet	blare	lehti	blaar	N;NOM;PL	N;PL
lehdet	tydskrifte	lehti	tydskrif	N;NOM;PL	N;PL
lehdet	koerante	lehti	koerant	N;NOM;PL	N;PL
linna	kasteel	linna	kasteel	N;NOM;SG	N;SG
tee	maak	tehdä	maak	V;IMP;SG;2;FIN;ACT	V;PRS
teatteri	teater	teatteri	teater	N;NOM;SG	N;SG
teatteri	teater	teatteri	teater	N;NOM;SG	N;SG
