bir	ایک.	bir	ایک.		
yüz	بشرہ	yüz	بشرہ		
yüz	رُو	yüz	رُو		
ad	شہرت	ad	شہرت	N;NOM;SG;3	N;NOM;FEM;SG;3
ad	افکار	ad	فکر	N;NOM;SG;3	N;NOM;MASC;SG;3
ad	جگہ	ad	جگہ	N;NOM;SG;3	N;NOM;MASC;SG;3
birden	فوراً	birden	فوراً	ADV	ADV
olumlu	بیّن	olumlu	بیّن		
anne	ماں	anne	ماں	N;NOM;SG;3	N;NOM;MASC;SG;3
sert	اُجڈ	sert	وجج		
sert	(	sert	(		
sert	گھنا	sert	گھنا		
sert	(	sert	(		
sert	خاکہ.	sert	خاکہ.		
sert	(	sert	(		
sert	غف	sert	غف		
sert	خ	sert	خ		
sert	خ	sert	خ		
ince	ہلکا	ince	ہلکا	ADJ	ADJ;NOM;MASC;SG
ince	عیارانہ	ince	عیارانہ	ADJ	ADJ
ince	چالاک	ince	چالاک	ADJ	ADJ;NOM;MASC;SG
ince	ہلکا	ince	ہلکا	ADJ	ADJ;NOM;MASC;SG
ince	نازک	ince	نازک	ADJ	ADJ
ince	عیارانہ	ince	عیارانہ	ADJ	ADJ
ince	چالاک	ince	چالاک	ADJ	ADJ;NOM;MASC;SG
ince	چھوٹا	ince	چھوٹا	ADJ	ADJ;NOM;MASC;SG
ince	تیز	ince	تیز	ADJ	ADJ
ince	مختصر	ince	مختصر	ADJ	ADJ
ince	کمزور	ince	کمزور	ADJ	ADJ
ince	ہلکے	ince	ہلکا	ADJ	ADJ;NOM;MASC;SG
ince	کمزور	ince	کمزور	ADJ	ADJ
ince	ہلکے	ince	ہلکا	ADJ	ADJ;NOM;MASC;SG
ciddi	اہم	ciddi	اہم	ADJ	ADJ
ciddi	معقول.	ciddi	معقول.	ADJ	ADJ
ciddi	معتبر	ciddi	معتبر	ADJ	ADJ
ciddi	اہم	ciddi	اہم	ADJ	ADJ
ciddi	معقول.	ciddi	معقول.	ADJ	ADJ
ciddi	معتبر	ciddi	معتبر	ADJ	ADJ
ciddi	سنجیدہ	ciddi	سنجیدہ	ADJ	ADJ
ceza	نقصان	ceza	نقصان	N;NOM;SG;3	N;NOM;MASC;SG;3
ceza	خسارہ	ceza	خسارہ	N;NOM;SG;3	N;NOM;MASC;SG;3
ceza	تعزیر	ceza	تعزیر	N;NOM;SG;3	N;NOM;MASC;SG;3
ceza	نقصان	ceza	نقصان	N;NOM;SG;3	N;NOM;MASC;SG;3
ceza	خسارہ	ceza	خسارہ	N;NOM;SG;3	N;NOM;MASC;SG;3
ceza	سزا	ceza	سزا	N;NOM;SG;3	N;NOM;MASC;SG;3
ceza	تحویل	ceza	تحویل	N;NOM;SG;3	N;NOM;MASC;SG;3
başbakan	زمانے	başbakan	زمانہ	N;NOM;SG;3	N;NOM;MASC;SG;3
gençlik	عنفوان	gençlik	عنفوان		
terk	تیاگ	terk	تیاگ	N;NOM;SG;3	N;NOM;MASC;SG;3
terk	تیاگ	terk	تیاگ	N;NOM;SG;3	N;NOM;MASC;SG;3
play	on	play	on		
play	on	play	on		
sorumlu	for	sorumlu	for		
kaya	تھرکنا.	kay	تھرکنا.		
kaya	رقم.	kay	رقم.		
kaya	خصیے.	kay	خصیے.		
yan	چرکا	yan	چرکا		
yan	ڈینگ	yan	ڈینگ		
yan	(	yan	(		
yan	ڈینگ	yan	ڈینگ		
yan	(	yan	(		
yemek	خوراک	yemek	خوراک	N;NOM;SG;3	N;NOM;FEM;SG;3
yemek	غذا	yemek	غذا	N;NOM;SG;3	N;NOM;FEM;SG;3
dans	رقص	dans	رقص	N;NOM;SG;3	N;NOM;MASC;SG;3
sarmal	کنڈل	sarmal	کنڈل		
sarmal	کنڈلی	sarmal	کنڈلی		
şimdiki	(	şimdiki	(		
önem	مفاد	önem	مفاد	N;NOM;SG;3	N;NOM;MASC;SG;3
önem	مفہوم	önem	مفہوم	N;NOM;SG;3	N;NOM;MASC;SG;3
önem	وزن	önem	وزن	N;NOM;SG;3	N;NOM;MASC;SG;3
önem	مفاد	önem	مفاد	N;NOM;SG;3	N;NOM;MASC;SG;3
önem	مفہوم	önem	مفہوم	N;NOM;SG;3	N;NOM;MASC;SG;3
yavaş	تدریجی	yavaş	تدریجی	ADJ	ADJ
yavaş	تدریجی	yavaş	تدریجی	ADJ	ADJ
yavaş	آسودہ	yavaş	آسودہ	ADJ	ADJ
yavaş	سہل	yavaş	سہل	ADJ	ADJ
yavaş	آسان	yavaş	آسان	ADJ	ADJ
yavaş	آسودہ	yavaş	آسودہ	ADJ	ADJ
mark	چرکا	mark	چرکا		
mark	کار	mark	کار		
ziyaret	نگرانی	ziyaret	نگرانی	N;NOM;SG;3	N;NOM;MASC;SG;3
zarar	دام	zarar	دام		
zarar	دام	zarar	دام		
yıldırım	گرج	yıldırım	گرج		
arjantin	نقرئی	arjantin	نقرئی		
kalkınma	بلوغ	kalkın	بلوغ		
up	اوپر	up	پر		
teşvik	مدّعا	teşvik	مدّعا		
jack	(	jack	(		
jack	(	jack	(		
yukarı	اوپر	yukarı	پر		
fotoğraf	فعل.	fotoğraf	فعل.		
önceden	آگے	önceden	آگے	ADV	ADV;NOM;MASC;SG;3
düzenli	وافر	düzenli	وافر		
içi	در	iç	در		
hafif	شاندار	hafif	شاندار	ADJ	ADJ
hafif	گھٹیا	hafif	گھٹیا	ADJ	ADJ
hafif	روشن	hafif	روشن	ADJ	ADJ
hafif	ہلکا	hafif	ہلکا	ADJ	ADJ;NOM;MASC;SG
hafif	ہلکے	hafif	ہلکا	ADJ	ADJ;NOM;MASC;SG
hafif	تیز	hafif	تیز	ADJ	ADJ
hafif	شاندار	hafif	شاندار	ADJ	ADJ
hafif	گھٹیا	hafif	گھٹیا	ADJ	ADJ
hafif	روشن	hafif	روشن	ADJ	ADJ
hafif	ہلکا	hafif	ہلکا	ADJ	ADJ;NOM;MASC;SG
hafif	ہلکے	hafif	ہلکا	ADJ	ADJ;NOM;MASC;SG
hafif	تیز	hafif	تیز	ADJ	ADJ
hafif	کمزور	hafif	کمزور	ADJ	ADJ
hafif	کمزور	hafif	کمزور	ADJ	ADJ
hafif	ہلکا	hafif	ہلکا	ADJ	ADJ;NOM;MASC;SG
tahta	بن.	tahta	بن.		
geçiş	گزرنا.	geçiş	گزرنا.		
kapalı	آگے.	kapalı	آگے.		
kapalı	بالکل.	kapalı	بالکل.		
off	اوہ	off	اوہ		
off	آگے.	off	آگے.		
off	بالکل.	off	بالکل.		
dalga	(	dalga	(		
dalga	(	dalga	(		
sözleşme	(	sözleşme	(		
toplumsal	عمومی	toplumsal	عمومی	ADJ	ADJ
toplumsal	پنچایتی	toplumsal	پنچایتی	ADJ	ADJ
tekli	سچّا	tekli	سچّا		
tekli	تنہا	tekli	تنہا		
tekli	سچّا	tekli	سچّا		
emekli	(	emekli	(		
emekli	تنہا.	emekli	تنہا.		
ediniz	بنانے	et	بنا	V;PFV;IMP;PL;2;POS;PRS	V;NFIN
ediniz	کہنے	et	کہہ	V;PFV;IMP;PL;2;POS;PRS	V;NFIN;ACT
kalesi	حصار	kale	حصار	N;NOM;SG;3	N;NOM;MASC;SG;3
kalesi	حصار	kale	حصار	N;NOM;SG;3	N;NOM;MASC;SG;3
uçak	علم	uçak	علم	N;NOM;SG;3	N;NOM;MASC;SG;3
gerçekten	یقیناً	gerçekten	یقیناً	ADV	ADV
bas	(	bas	(		
sınır	مینڈ	sınır	مینڈ		
sınır	باڑ	sınır	باڑ		
gemi	گھڑا	gemi	گھڑا		
mühendisliği	انجینئری	mühendislik	انجینئری	N;NOM;SG;3	N;NOM;MASC;SG;3
ayı	بھالو	ayı	بھالو		
ayı	جننا	ayı	جننا		
ayı	بھالو	ayı	بھالو		
program	بیجک	program	بیجک		
program	بیجک	program	بیجک		
sebebi	(	sebep	(		
sebebi	(	sebep	(		
benzeri	جوڑ.	benzeri	جوڑ.		
görüntü	خاکہ	görüntü	خاکہ	N;NOM;SG;3	N;NOM;MASC;SG;3
aziz	(	aziz	(		
hacı	out	hacı	out		
hacı	برہم.	hacı	برہم.		
hacı	زائر	hacı	زائر		
otomatik	(	otomatik	(		
gaz	گاز	gaz	گاز		
solo	تنہا.	solo	تنہا.		
hep	ہمیشہ	hep	ہمیشہ	ADV	ADV
konser	موافقت	konser	موافقت	N;NOM;SG;3	N;NOM;MASC;SG;3
işbirliği	تعاون	işbirliği	تعاون	N;NOM;SG;3	N;NOM;MASC;SG;3
işbirliği	غداری	işbirliği	غداری	N;NOM;SG;3	N;NOM;MASC;SG;3
işbirliği	کاروبار	işbirliği	کاروبار	N;NOM;SG;3	N;NOM;MASC;SG;3
kur	(	kur	(		
cevap	جواب	cevap	جواب	N;NOM;SG;3	N;NOM;MASC;SG;3
link	to	link	to		
link	ٹکڑا.	link	ٹکڑا.		
geçerli	(	geçerli	(		
ikili	توام	ikili	توام		
bölgesel	علاقائی	bölgesel	علاقائی	ADJ	ADJ
kayıp	گم	kayıp	گم	ADJ	ADJ
ip	لہاس	ip	لہاس		
ip	(	ip	(		
ip	(	ip	(		
ip	لہاس	ip	لہاس		
ip	(	ip	(		
ip	(	ip	(		
görüş	ردّعمل-	görüş	ردّعمل-	N;NOM;SG;3	N;NOM;MASC;SG;3
görüş	رویت	görüş	رویت	N;NOM;SG;3	N;NOM;MASC;SG;3
saray	(	saray	(		
evlilik	شادی	evlilik	شادی	N;NOM;SG;3	N;NOM;FEM;SG;3
evlilik	شادی	evlilik	شادی	N;NOM;SG;3	N;NOM;FEM;SG;3
evlilik	بیاہ	evlilik	بیاہ	N;NOM;SG;3	N;NOM;MASC;SG;3
derin	جکڑا	derin	جکڑا		
derin	گھنّا	derin	گھنّا		
derin	جکڑا	derin	جکڑا		
derin	گھنّا	derin	گھنّا		
cins	قسم.	cins	قسم.		
cins	جننا	cins	جننا		
petrol	دُہن	petrol	دُہن		
kuş	طائر.	kuş	طائر.		
kuş	طائر.	kuş	طائر.		
eşit	درجے	eşit	درجہ		
eşit	درجے	eşit	درجہ		
eş	جورو	eş	جورو		
eş	جورو	eş	جورو		
kraliyet	وقیع	kraliyet	وقیع		
öğretmen	معلّم	öğretmen	معلّم		
katı	کٹّر	kat	کٹّر		
çeyrek	(	çeyrek	(		
çeyrek	ربع	çeyrek	ربع		
kalp	کنہہ	kalp	کنہہ		
kalp	خلاصہ.	kalp	خلاصہ.		
kalp	کیفیت.	kalp	کیفیت.		
performans	(	performans	(		
millet	(	millet	(		
millet	کنبے	millet	کنبہ		
millet	بسانا.	millet	بسانا.		
hot	ضرب	hot	ضرب		
koyu	غضبناک	koyu	غضبناک		
koyu	غرانا.	koyu	غرانا.		
koyu	کھاڑی	koyu	کھاڑی		
koyu	غرانا.	koyu	غرانا.		
nokta	۲.	nokta	۲.		
nokta	دور.	nokta	دور.		
nokta	حد	nokta	حد		
nokta	حد	nokta	حد		
nokta	نوک	nokta	نوک		
modeli	وضع	model	وضع	N;NOM;SG;3	N;NOM;MASC;SG;3
modeli	نقشہ	model	نقشہ	N;NOM;SG;3	N;NOM;MASC;SG;3
modeli	مٹی	model	مٹی	N;NOM;SG;3	N;NOM;MASC;SG;3
plan	بیجک	plan	بیجک		
plan	بیجک	plan	بیجک		
klip	(	ki	(		
klip	(	ki	(		
akademik	پرتکلف.	akademik	پرتکلف.	ADJ	ADJ
akademik	روایتی	akademik	روایتی	ADJ	ADJ
akademik	نظریاتی	akademik	نظریاتی	ADJ	ADJ;NOM
istifa	(	istifa	(		
istifa	into	istifa	into		
halka	with	halka	with		
halka	in	halka	in		
halka	about	halka	about		
halka	(	halka	(		
halka	with	halka	with		
halka	in	halka	in		
halka	about	halka	about		
halka	(	halka	(		
çek	پہنچ.	çek	پہنچ		
will	(	will	(		
will	تہیہ.	will	تہیہ.		
düz	(	düz	(		
düz	عین	düz	عین		
düz	(	düz	(		
düz	عین	düz	عین		
düz	(	düz	(		
düz	(	düz	(		
düz	راست	düz	راست		
düz	محض	düz	محض		
düz	کھرا.	düz	کھرا.		
uzunluk	قد	uzunluk	قد	N;NOM;SG;3	N;NOM;MASC;SG;3
uzunluk	مدّت	uzunluk	مدّت	N;NOM;SG;3	N;NOM;MASC;SG;3
uzunluk	عرصہ	uzunluk	عرصہ	N;NOM;SG;3	N;NOM;MASC;SG;3
uzunluk	قد	uzunluk	قد	N;NOM;SG;3	N;NOM;MASC;SG;3
uzunluk	لمبائی	uzunluk	لمبائی	N;NOM;SG;3	N;NOM;FEM;SG;3
uzunluk	مدّت	uzunluk	مدّت	N;NOM;SG;3	N;NOM;MASC;SG;3
uzunluk	عرصہ	uzunluk	عرصہ	N;NOM;SG;3	N;NOM;MASC;SG;3
tedavi	گوشت	tedavi	گوشت	N;NOM;SG;3	N;NOM;MASC;SG;3
tedavi	پھل	tedavi	پھل	N;NOM;SG;3	N;NOM;MASC;SG;3
tedavi	اصلاح	tedavi	اصلاح	N;NOM;SG;3	N;NOM;MASC;SG;3
tedavi	گوشت	tedavi	گوشت	N;NOM;SG;3	N;NOM;MASC;SG;3
tedavi	دوا	tedavi	دوا	N;NOM;SG;3	N;NOM;FEM;SG;3
tedavi	پھل	tedavi	پھل	N;NOM;SG;3	N;NOM;MASC;SG;3
tedavi	اصلاح	tedavi	اصلاح	N;NOM;SG;3	N;NOM;MASC;SG;3
tedavi	برتاؤ	tedavi	برتاؤ	N;NOM;SG;3	N;NOM;MASC;SG;3
tedavi	سلوک	tedavi	سلوک	N;NOM;SG;3	N;NOM;MASC;SG;3
karmaşık	مربوط	karmaşık	مربوط	ADJ	ADJ
karmaşık	مربوط	karmaşık	مربوط	ADJ	ADJ
karmaşık	پیچیدہ	karmaşık	پیچیدہ	ADJ	ADJ
ağ	جال-	ağ	جال		
ağ	پیکنگ	ağ	پیکنگ		
ağ	شبکہ.	ağ	شبکہ.		
ağ	(	ağ	(		
ağ	پیکنگ	ağ	پیکنگ		
ağ	شبکہ.	ağ	شبکہ.		
ağ	(	ağ	(		
geçersiz	سپاٹ	geçersiz	سپاٹ		
geçersiz	ہیچ	geçersiz	ہیچ		
geçersiz	لاشے.	geçersiz	لاشےؤ		
geçersiz	کورا.	geçersiz	کورا.		
basın	(	basın	(		
cilt	پوست	cilt	پوست		
süresi	اثنا	süre	اثنا	N;NOM;SG;3	N;NOM;MASC;SG;3
süresi	دور	süre	دور	N;NOM;SG;3	N;NOM;MASC;SG;3
değerli	دام	değerli	دام		
değerli	ارز	değerli	ارز		
derecesi	نسبت	derece	نسبت	N;NOM;SG;3	N;NOM;MASC;SG;3
young	خرد.	young	خرد.		
emir	(	imir	(		
emir	(	imir	(		
ağaç	بن.	ağaç	بن.		
state	وقار.	state	وقار.		
state	وقار.	state	وقار.		
tank	جوہڑ.	tank	جوہڑ.		
komitesi	گروہ	komite	گروہ	N;NOM;SG;3	N;NOM;MASC;SG;3
odası	خانہ	oda	خانہ	N;NOM;SG;3	N;NOM;MASC;SG;3
tepe	انبار	tepe	انبار		
servisi	بجلی	servi	بجلی	N;NOM;SG;3	N;NOM;FEM;SG;3
servisi	دعا	servi	دعا	N;NOM;SG;3	N;NOM;FEM;SG;3
servisi	گیس	servi	گیس	N;NOM;SG;3	N;NOM;MASC;SG;3
servisi	خدمت	servi	خدمت	N;NOM;SG;3	N;NOM;FEM;SG;3
kelime	شبد	kelim	شبد		
göl	لاکھا.	göl	لاکھا.		
göl	جھیل.	göl	جھیل.		
sıcaklık	غصہ	sıcaklık	غصہ	N;NOM;SG;3	N;NOM;MASC;SG;3
sıcaklık	چرچراہٹ	sıcaklık	چرچراہٹ	N;NOM;SG;3	N;NOM;MASC;SG;3
sıcaklık	حدت	sıcaklık	حدت	N;NOM;SG;3	N;NOM;MASC;SG;3
sıcaklık	غصہ	sıcaklık	غصہ	N;NOM;SG;3	N;NOM;MASC;SG;3
sıcaklık	چرچراہٹ	sıcaklık	چرچراہٹ	N;NOM;SG;3	N;NOM;MASC;SG;3
sıcaklık	حدت	sıcaklık	حدت	N;NOM;SG;3	N;NOM;MASC;SG;3
sıcaklık	جوش	sıcaklık	جوش	N;NOM;SG;3	N;NOM;MASC;SG;3
sıcaklık	جوش	sıcaklık	جوش	N;NOM;SG;3	N;NOM;MASC;SG;3
sıcaklık	حرارت	sıcaklık	حرارت	N;NOM;SG;3	N;NOM;MASC;SG;3
konuk	مہمان	konuk	مہمان	N;NOM;SG;3	N;NOM;MASC;SG;3
geç	my	geç	my		
geç	(	geç	(		
geç	of	geç	of		
adım	کھانچا	adım	کھانچا		
parlak	فطین	parlak	فطین		
parlak	طباع	parlak	طباع		
parlak	چکنا.	parlak	چکنا.		
kimse	ناکس	kimse	ناکس	N;NOM;SG;3	N;NOM;MASC;SG;3
kesinlikle	قطعاً	kesinlik	قطعاً	N;INS;SG;3	N
kesinlikle	قطعاً	kesinlik	قطعاً	N;INS;SG;3	N
kesinlikle	بالوثوق.	kesinlik	بالوثوق.	N;INS;SG;3	N
kesinlikle	قطعاً	kesinlik	قطعاً	N;INS;SG;3	N
kesinlikle	بالوثوق.	kesinlik	بالوثوق.	N;INS;SG;3	N
karısı	زوجہ	karı	زوجہ	N;NOM;SG;3	N;NOM;FEM;SG;3
karısı	بیوی	karı	بیوی	N;NOM;SG;3	N;NOM;FEM;SG;3
karısı	زوجہ	karı	زوجہ	N;NOM;SG;3	N;NOM;FEM;SG;3
karısı	بیوی	karı	بیوی	N;NOM;SG;3	N;NOM;FEM;SG;3
matematik	اقدار	matematik	اقدار	N;NOM;SG;3	N;NOM;MASC;SG;3
düşünce	(	düşünce	(		
düşünce	(	düşünce	(		
görsel	خیال.	görsel	خیال.		
görsel	بصری	görsel	بصری		
arazi	(	arazi	(		
arazi	(	arazi	(		
üstünde	اونچا	üst	اونچا	ADJ;ESS;SG;3	ADJ;MASC;SG
üstünde	سابقہ-	üst	سابقہ-	ADJ;ESS;SG;3	ADJ
üstünde	بالائی	üst	بالائی	ADJ;ESS;SG;3	ADJ
hariç	بجز	hariç	بجز		
ağrı	کرب	ağrı	کرب		
numara	بیکار	numar	بیکار		
kuvvet	قدرت.	kuvvet	قدرت.		
kuvvet	قدرت.	kuvvet	قدرت.		
ayrılmıştır	بچاکر	ayrıl	بچاکر	V;PFV;NFH;SG;3;POS;PST	V;ACT
reklam	برط	reklam	برط		
reklam	اشتہار.	reklam	اشتہار.		
reklam	اشتہار.	reklam	اشتہار.		
şeyler	معلومات	şey	معلومات	N;NOM;PL;3	N;NOM;MASC;PL;3
otomobil	لفٹ	otomobil	لفٹ	N;NOM;SG;3	N;NOM;MASC;SG;3
uçuş	تیر	uçuş	تیر		
kutusu	صندوق	kutu	صندوق	N;NOM;SG;3	N;NOM;MASC;SG;3
sahipliği	ملکیت	sahiplik	ملکیت	N;NOM;SG;3	N;NOM;MASC;SG;3
dönüş	مدّعا.	dönüş	مدّعا.		
dönüş	گھماؤ	dönüş	گھماؤ		
dönüş	چرخ	dönüş	چرخ		
dönüş	گھمائو.	dönüş	گھمائو.		
dönüş	(	dönüş	(		
arama	in	ara	in		
arama	ہانک.	ara	ہانک.		
ufak	نادان	ufak	نادان		
ufak	خفیف	ufak	خفیف		
ufak	نادان	ufak	نادان		
öncelikle	ترجیحاً	öncelik	ترجیحاً	N;INS;SG;3	N;SG;3
kısım	بخرہ	kısım	بخرہ		
hata	سہو.	hata	سہو.		
hata	سہو.	hata	سہو.		
blue	فحش	blue	فحش	N;NOM;SG;3	N;NOM;MASC;SG;3
yes	ہاں	yes	ہاں		
reality	(	reality	(		
reality	(	reality	(		
toplu	(	toplu	(		
toplu	(	toplu	(		
toplu	توسیع.	toplu	توسیع.		
tarzı	طرح-	tarz	طرح-		
tarzı	طرح-	tarz	طرح-		
desteği	توثیق	destek	توثیق	N;NOM;SG;3	N;NOM;MASC;SG;3
desteği	نظریے	destek	نظریہ	N;NOM;SG;3	N;NOM;MASC;SG;3
işaret	چرکا	işaret	چرکا		
işaret	کار	işaret	کار		
karanlık	غضبناک	karanlık	غضبناک		
başarısız	کمزور	başarısız	کمزور	ADJ	ADJ
başarısız	ناقص	başarısız	ناقص	ADJ	ADJ
başarısız	ناکام	başarısız	ناکام	ADJ	ADJ
başarısız	منعقد	başarısız	منعقد	ADJ	ADJ
başarısız	خرابی	başarısız	خرابی	ADJ	ADJ
başarısız	منعقد	başarısız	منعقد	ADJ	ADJ
başarısız	خرابی	başarısız	خرابی	ADJ	ADJ
dolu	(	dolu	(		
dolu	مملو	dolu	مملو		
dolu	وافر	dolu	وافر		
dolu	کثیر	dolu	کثیر		
dolu	خوب	dolu	خوب		
dolu	(	dolu	(		
dolu	مملو	dolu	مملو		
dolu	وافر	dolu	وافر		
dolu	کثیر	dolu	کثیر		
dolu	خوب	dolu	خوب		
set	(	set	(		
set	ٹکنا.	set	ٹکنا.		
set	(	set	(		
set	بیر.	set	بیر.		
set	(	set	(		
set	(	set	(		
set	(	set	(		
set	ٹکنا.	set	ٹکنا.		
set	(	set	(		
set	بیر.	set	بیر.		
set	(	set	(		
set	(	set	(		
başlangıç	up	başlangıç	up		
ilişki	تعلق	ilişki	تعلق	N;NOM;SG;3	N;NOM;MASC;SG;3
ilişki	رشتہ	ilişki	رشتہ	N;NOM;SG;3	N;NOM;MASC;SG;3
ilişki	رشتہ	ilişki	رشتہ	N;NOM;SG;3	N;NOM;MASC;SG;3
ilişki	ربط	ilişki	ربط	N;NOM;SG;3	N;NOM;MASC;SG;3
ilişki	رشتہ	ilişki	رشتہ	N;NOM;SG;3	N;NOM;MASC;SG;3
birim	واحدہ	birim	واحدہ		
hüküm	(	hüküm	(		
cumhurbaşkanlığı	صدارت	cumhurbaşkanlığı	صدارت	N;NOM;SG;3	N;NOM;MASC;SG;3
kaliteli	وصف.	kaliteli	وصف.		
anlaşma	تصفیے	anlaşma	تصفیہ		
anlaşma	تصفیے	anlaşma	تصفیہ		
zayıf	back	zayıf	back		
zayıf	on	zayıf	on		
öykü	وقائع	öykü	وقائع		
öykü	قصّہ	öykü	قصّہ		
öykü	وقائع	öykü	وقائع		
öykü	قصّہ	öykü	قصّہ		
talep	(	talep	(		
talep	(	talep	(		
bakan	قسیس	bak	قسیس		
bakan	قسیس	bak	قسیس		
ağırlık	(	ağırlık	(		
ağırlık	(	ağırlık	(		
başkanlık	صدارت	başkanlık	صدارت	N;NOM;SG;3	N;NOM;MASC;SG;3
demiryolu	off	demiryolu	off		
demiryolu	into	demiryolu	into		
finali	نتیجہ	finali	نتیجہ	N;NOM;SG;3	N;NOM;MASC;SG;3
ray	out	ray	out		
ray	(	ray	(		
ray	کرن	ray	کرن		
tabi	آگاہ.	tabi	آگاہ.		
tabi	آگاہ.	tabi	آگاہ.		
kısmen	بخرہ	kısmen	بخرہ		
air	جھونکا	air	جھونکا	N;NOM;SG;3	N;NOM;MASC;SG;3
air	نمائش	air	نمائش	N;NOM;SG;3	N;NOM;MASC;SG;3
air	جھونکا	air	جھونکا	N;NOM;SG;3	N;NOM;MASC;SG;3
air	نمائش	air	نمائش	N;NOM;SG;3	N;NOM;MASC;SG;3
dev	جن.	dev	جن.		
kütle	(	kütle	(		
kütle	توسیع.	kütle	توسیع.		
bay	غرانا.	bay	غرانا.		
bay	کھاڑی	bay	کھاڑی		
bay	غرانا.	bay	غرانا.		
sesi	رطوبت	ses	رطوبت	N;NOM;SG;3	N;NOM;FEM;SG;3
sesi	صوت	ses	صوت	N;NOM;SG;3	N;NOM;MASC;SG;3
sesi	آواز	ses	آواز	N;NOM;SG;3	N;NOM;FEM;SG;3
sesi	رطوبت	ses	رطوبت	N;NOM;SG;3	N;NOM;FEM;SG;3
sesi	صوت	ses	صوت	N;NOM;SG;3	N;NOM;MASC;SG;3
sesi	وسعت	ses	وسعت	N;NOM;SG;3	N;NOM;MASC;SG;3
sesi	کتاب	ses	کتاب	N;NOM;SG;3	N;NOM;MASC;SG;3
sesi	v	ses	v	N;NOM;SG;3	N;NOM;MASC;SG;3
sesi	طور	ses	طور	N;NOM;SG;3	N;NOM;MASC;SG;3
sesi	g	ses	g	N;NOM;SG;3	N;NOM;MASC;SG;3
sesi	d	ses	d	N;NOM;SG;3	N;NOM;MASC;SG;3
buğday	لون.	buğday	لون.		
buğday	گیہوں	buğday	گیہوں		
düşman	عدو.	düşman	عدو.		
tehdit	(	tehdit	(		
tehdit	(	tehdit	(		
terim	دام	terim	دام		
geliştirme	بنانے	geliş	بنا	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
teklif	کوشش	teklif	کوشش	N;NOM;SG;3	N;NOM;FEM;SG;3
teklif	حکم	teklif	حکم	N;NOM;SG;3	N;NOM;MASC;SG;3
teklif	پیغام	teklif	پیغام	N;NOM;SG;3	N;NOM;MASC;SG;3
teklif	غور	teklif	غور	N;NOM;SG;3	N;NOM;MASC;SG;3
teklif	پیشکش.	teklif	پیشکش.	N;NOM;SG;3	N;NOM;MASC;SG;3
teklif	پیشکش	teklif	پیشکش	N;NOM;SG;3	N;NOM;MASC;SG;3
teklif	پیغام	teklif	پیغام	N;NOM;SG;3	N;NOM;MASC;SG;3
teklif	غور	teklif	غور	N;NOM;SG;3	N;NOM;MASC;SG;3
teklif	پیشکش.	teklif	پیشکش.	N;NOM;SG;3	N;NOM;MASC;SG;3
teşekkür	شکر	teşekkür	شکر	N;NOM;SG;3	N;NOM;MASC;SG;3
vadisi	کھڈ.	vadi	کھڈ.		
siz	تم	siz	تو	PRO;NOM;PL;2	PRO;NOM;PL;2
siz	تم	siz	تو	PRO;NOM;PL;2	PRO;NOM;PL;2
bill	تبر	bill	تبر		
bağımsızlık	استقلال.	bağımsızlık	استقلال.	N;NOM;SG;3	N;NOM;MASC;SG;3
drama	کھیل.	dra	کھیل.		
drama	کھیل.	dra	کھیل.		
gençler	نوجوانی	genç	نوجوانی	ADJ;NOM;PL;3	ADJ
yirmi	xx	yirmi	xx		
mühendislik	انجینئری	mühendislik	انجینئری	N;NOM;SG;3	N;NOM;MASC;SG;3
performansı	قصہ	performans	قصہ	N;NOM;SG;3	N;NOM;MASC;SG;3
performansı	قضیہ	performans	قضیہ	N;NOM;SG;3	N;NOM;MASC;SG;3
aylık	ماہوار	aylık	ماہوار		
erişim	دورہ	erişim	دورہ	N;NOM;SG;3	N;NOM;MASC;SG;3
erişim	دورہ	erişim	دورہ	N;NOM;SG;3	N;NOM;MASC;SG;3
erişim	دسترس	erişim	دسترس	N;NOM;SG;3	N;NOM;MASC;SG;3
erişim	رسائی	erişim	رسائی	N;NOM;SG;3	N;NOM;MASC;SG;3
erişim	دسترس	erişim	دسترس	N;NOM;SG;3	N;NOM;MASC;SG;3
erişim	رسائی	erişim	رسائی	N;NOM;SG;3	N;NOM;MASC;SG;3
erişim	دسترس	erişim	دسترس	N;NOM;SG;3	N;NOM;MASC;SG;3
zeki	طرار	zeki	طرار		
zeki	عیار	zeki	عیار		
last	اخیر	last	اخیر		
hazır	رواں.	hazır	رواں.		
hazır	(	hazır	(		
hazır	رواں.	hazır	رواں.		
hazır	(	hazır	(		
kelimesi	اقرار	kelime	اقرار	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	اطلاع	kelime	اطلاع	N;NOM;SG;3	N;NOM;FEM;SG;3
kelimesi	پیغام.	kelime	پیغام.	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	قول.	kelime	قول.	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	گفتگو	kelime	گفتگو	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	قول	kelime	قول	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	خبر	kelime	خبر	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	حکم	kelime	حکم	N;NOM;SG;3	N;NOM;MASC;SG;3
