une	ένας	un	ένας	DET;INDF;FEM;SG	DET;NOM;INDF;MASC;SG
enfin	τελικά	enfin	τελικά	ADV	ADV
enfin	τέλος	enfin	τέλος	ADV	ADV
enfin	επιτέλους	enfin	επιτέλους	ADV	ADV
millions	εκατομμύρια	million	εκατομμύριο	N;MASC;PL	N;NOM;NEUT;PL
millions	εκατομμύρια	million	εκατομμύριο	N;MASC;PL	N;NOM;NEUT;PL
noir	σκοτάδι	noir	σκοτάδι	N;MASC;SG	N;NOM;NEUT;SG
noir	σκούρο	noir	σκούρος	N;MASC;SG	N;NOM;NEUT;SG
noir	σκοτεινό	noir	σκοτεινός	N;MASC;SG	N;NOM;NEUT;SG
noir	νουάρ	noir	νουάρ	N;MASC;SG	N;NOM;NEUT;SG
noir	μαύρος	noir	μαύρος	N;MASC;SG	N;NOM;MASC;SG
noir	μαυρο	noir	μαυρος	N;MASC;SG	N;NOM;NEUT;SG
noir	μαύρο	noir	μαύρος	N;MASC;SG	N;NOM;NEUT;SG
joue	παίζει	jouer	παίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
agglomération	οικισμό	agglomération	οικισμός	N;FEM;SG	N;ACC;MASC;SG
moment	στιγμή	moment	στιγμή	N;MASC;SG	N;ACC;FEM;SG
chapelle	σαπέλ	chapelle	σαπέλ	N;FEM;SG	N
chapelle	παρεκκλήσι	chapelle	παρεκκλήσι	N;FEM;SG	N;NOM;NEUT;SG
chapelle	εκκλησάκι	chapelle	εκκλησάκι	N;FEM;SG	N;NOM;NEUT;SG
russe	ρωσική	russe	ρωσικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
prince	πρίγκηπας	prince	πρίγκηπας	N;MASC;SG	N;NOM;MASC;SG
prince	πρίγκιπας	prince	πρίγκιπας	N;MASC;SG	N;NOM;MASC;SG
prince	πρίγκιπα	prince	πρίγκιπας	N;MASC;SG	N;ACC;MASC;SG
manière	τρόπος	manière	τρόπος	N;FEM;SG	N;NOM;MASC;SG
manière	τροπος	manière	τροπος	N;FEM;SG	N;NOM;MASC;SG
activités	δραστηριότητες	activité	δραστηριότητα	N;FEM;PL	N;NOM;FEM;PL
réalisateur	διευθυντή	réalisateur	διευθυντής	N;MASC;SG	N;ACC;MASC;SG
réalisateur	διευθύντρια	réalisateur	διευθύντρια	N;MASC;SG	N;NOM;FEM;SG
réalisateur	σκηνοθέτης	réalisateur	σκηνόθετος	N;MASC;SG	N;NOM;MASC;SG
réalisateur	διευθυντής	réalisateur	διευθυντής	N;MASC;SG	N;NOM;MASC;SG
monument	μνημείο	monument	μνημείο	N;MASC;SG	N;NOM;NEUT;SG
sciences	επιστήμες	science	επιστήμα	N;FEM;PL	N;NOM;FEM;PL
sciences	επιστήμες	science	επιστήμα	N;FEM;PL	N;NOM;FEM;PL
radio	ασύρματο	radio	άσυρμα	N;FEM;SG	N;NOM;NEUT;SG
radio	ραδιόφωνο	radio	ραδιόφωνος	N;FEM;SG	N;NOM;NEUT;SG
radio	ραδιο	radio	ραδιο	N;FEM;SG	N
classe	τάξη	classe	τάξη	N;FEM;SG	N;NOM;FEM;SG
classe	τάξη	classe	τάξη	N;FEM;SG	N;NOM;FEM;SG
classe	κλάση	classe	κλάση	N;FEM;SG	N;NOM;FEM;SG
classe	μάθημα	classe	μάθημα	N;FEM;SG	N;NOM;NEUT;SG
aucun	καμία	aucun	κανένας	PRO;MASC;SG	PRO;NOM;FEM;SG;3
aucun	κανένα	aucun	κανένας	PRO;MASC;SG	PRO;NOM;NEUT;SG;3
lieux	τοποθεσίες	lieu	τοποθεσία	N;MASC;PL	N;NOM;FEM;PL
lieux	τοποθεσίες	lieu	τοποθεσία	N;MASC;PL	N;NOM;FEM;PL
lieux	τόποι	lieu	τόπος	N;MASC;PL	N;NOM;MASC;PL
lieux	μέρη	lieu	μέρος	N;MASC;PL	N;NOM;NEUT;PL
née	γεννήθηκα	naître	γεννώ	V;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;PASS
née	γεννημένος	naître	γεννημένος	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
née	γεννήθηκε	naître	γεννώ	V;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
actuel	τρέχουσα	actuel	τρέχων	ADJ;MASC;SG	ADJ;NOM;FEM;SG
actuel	τρέχον	actuel	τρέχον	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
actuel	παρούσα	actuel	παρών	ADJ;MASC;SG	ADJ;NOM;FEM;SG
espace	χώρος	espace	χώρος	N;MASC;SG	N;NOM;MASC;SG
espace	χώρο	espace	χώρος	N;MASC;SG	N;ACC;MASC;SG
espace	διαστημα	espace	διαστημα	N;MASC;SG	N;NOM;NEUT;SG
espace	διάστημα	espace	διάστημα	N;MASC;SG	N;NOM;NEUT;SG
villes	πόλεων	ville	πόλη	N;FEM;PL	N;GEN;FEM;PL
villes	πόλεις	ville	πόλη	N;FEM;PL	N;NOM;FEM;PL
fer	σίδηρος	fer	σίδηρος	N;MASC;SG	N;NOM;MASC;SG
fer	σίδηρο	fer	σίδηρος	N;MASC;SG	N;NOM;NEUT;SG
fer	σιδήρου	fer	σίδηρος	N;MASC;SG	N;GEN;NEUT;SG
fer	σίδερο	fer	σίδερο	N;MASC;SG	N;NOM;NEUT;SG
activité	δραστηριότητα	activité	δραστηριότητα	N;FEM;SG	N;ACC;FEM;SG
activité	δραστικότητα	activité	δραστικότητα	N;FEM;SG	N;ACC;FEM;SG
commence	ξεκινά	commencer	ξεκινός	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
commence	ξεκινάει	commencer	ξεκινώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
commence	αρχίζει	commencer	αρχίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
commence	ξεκινά	commencer	ξεκινός	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
commence	ξεκινάει	commencer	ξεκινώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
commence	αρχίζει	commencer	αρχίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
organisation	οργάνωση	organisation	οργάνωση	N;FEM;SG	N;NOM;FEM;SG
organisation	οργανισμός	organisation	οργανισμός	N;FEM;SG	N;NOM;MASC;SG
organisation	φορέας	organisation	φορέας	N;FEM;SG	N;NOM;MASC;SG
organisation	οργάνωση	organisation	οργάνωση	N;FEM;SG	N;NOM;FEM;SG
organisation	διοργάνωση	organisation	διοργάνωση	N;FEM;SG	N;NOM;FEM;SG
organisation	οργανισμός	organisation	οργανισμός	N;FEM;SG	N;NOM;MASC;SG
sélection	επιλογή	sélection	επιλογή	N;FEM;SG	N;NOM;FEM;SG
sélection	επιλογή	sélection	επιλογή	N;FEM;SG	N;NOM;FEM;SG
assez	αρκετά	assez	αρκετά	ADV	ADV
participe	συμμετέχει	participer	συμμετέχω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
institut	ινστιτούτο	institut	ινστιτούτο	N;MASC;SG	N;NOM;NEUT;SG
internationale	διεθνής	international	διεθνής	ADJ;FEM;SG	ADJ;NOM;FEM;SG
internationale	διεθνές	international	διεθνής	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
cadre	πλαίσιο	cadre	πλαίσιο	N;MASC;SG	N;NOM;NEUT;SG
cadre	καρέ	cadre	καρέ	N;MASC;SG	N
sept	επτά	sept	επτά	NUM	NUM;NOM;MASC;PL
sept	εφτά	sept	εφτά	NUM	NUM;NOM;NEUT;PL
sept	σεπτ	sept	σεπτ	NUM	NUM
différentes	διαφορετικοί	différent	διαφορετικός	ADJ;FEM;PL	ADJ;NOM;MASC;PL
lac	λίμνη	lac	λίμνη	N;MASC;SG	N;NOM;FEM;SG
affaires	δουλειές	affaire	δουλειή	N;FEM;PL	N;NOM;FEM;PL
télévision	τηλεόραση	télévision	τηλεόραση	N;FEM;SG	N;ACC;FEM;SG
télévision	τηλεοραση	télévision	τηλεοραση	N;FEM;SG	N;ACC;FEM;SG
duc	δούκας	duc	δούκα	N;MASC;SG	N;NOM;MASC;SG
duc	δούκα	duc	δούκα	N;MASC;SG	N;ACC;MASC;SG
personnage	χαρακτήρας	personnage	χαρακτήρας	N;MASC;SG	N;NOM;MASC;SG
personnage	χαρακτήρα	personnage	χαρακτήρας	N;MASC;SG	N;ACC;MASC;SG
précédent	προηγούμενο	précédent	προηγούμενος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
précédent	προηγούμενη	précédent	προηγούμενος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
précédent	προηγούμενος	précédent	προηγούμενος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
précédent	προηγούμενο	précédent	προηγούμενος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
évêque	επίσκοπος	évêque	επίσκοπος	N;MASC;SG	N;NOM;MASC;SG
cour	αυλή	cour	αυλός	N;FEM;SG	N;ACC;FEM;SG
cour	προαύλιο	cour	προαύλιο	N;FEM;SG	N;NOM;NEUT;SG
adresse	διεύθυνση	adresse	διεύθυνση	N;FEM;SG	N;NOM;FEM;SG
résultats	αποτελέσματα	résultat	αποτέλεσμα	N;MASC;PL	N;NOM;NEUT;PL
problème	πρόβλημα	problème	πρόβλημα	N;MASC;SG	N;NOM;NEUT;SG
problème	προβλημα	problème	προβλημα	N;MASC;SG	N;NOM;NEUT;SG
finalement	τελικά	finalement	τελικά	ADV	ADV
finalement	τελικά	finalement	τελικά	ADV	ADV
finalement	τέλος	finalement	τέλος	ADV	ADV
finalement	επιτέλους	finalement	επιτέλους	ADV	ADV
bonne	καλή	bon	καλός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
bonne	καλό	bon	καλός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
nature	φύση	nature	φύση	N;FEM;SG	N;NOM;FEM;SG
nature	φυση	nature	φυση	N;FEM;SG	N;NOM;FEM;SG
grandes	μεγάλα	grand	μεγάλος	ADJ;FEM;PL	ADJ;NOM;NEUT;PL
vol	φυγή	vol	φυγή	N;MASC;SG	N;ACC;FEM;SG
vol	πτήση	vol	πτήση	N;MASC;SG	N;NOM;FEM;SG
vol	κλοπή	vol	κλοπή	N;MASC;SG	N;NOM;FEM;SG
vol	κλεψιά	vol	κλεψιά	N;MASC;SG	N;NOM;FEM;SG
port	λιμάνι	port	λιμάνι	N;MASC;SG	N;NOM;NEUT;SG
port	λιμένας	port	λιμένα	N;MASC;SG	N;NOM;MASC;SG
port	θύρα	port	θύρα	N;MASC;SG	N;NOM;FEM;SG
port	λιμάνι	port	λιμάνι	N;MASC;SG	N;NOM;NEUT;SG
discussion	συζητηση	discussion	συζητηση	N;FEM;SG	N;ACC;FEM;SG
discussion	συζήτηση	discussion	συζήτηση	N;FEM;SG	N;ACC;FEM;SG
discussion	τσατ	discussion	τσατ	N;FEM;SG	N;NOM;NEUT;SG
discussion	συνομιλία	discussion	συνομιλία	N;FEM;SG	N;ACC;FEM;SG
dame	κυρά	dame	κυρώ	N;FEM;SG	N;NOM;FEM;SG
dame	κυρία	dame	κυρία	N;FEM;SG	N;VOC;FEM;SG
épouse	νύφη	épouse	νύφη	N;FEM;SG	N;NOM;FEM;SG
épouse	σύζυγος	épouse	σύζυγος	N;FEM;SG	N;NOM;MASC;SG
épouse	σύζυγο	épouse	σύζυγος	N;FEM;SG	N;ACC;FEM;SG
épouse	γυναίκα	épouse	γυναίκα	N;FEM;SG	N;NOM;FEM;SG
épouse	σύζυγος	épouse	σύζυγος	N;FEM;SG	N;NOM;MASC;SG
épouse	σύζυγο	épouse	σύζυγος	N;FEM;SG	N;ACC;FEM;SG
historiques	ιστορικές	historique	ιστορικός	ADJ;MASC;PL	ADJ;NOM;FEM;PL
axe	τσεκούρι	axe	τσεκούρι	N;MASC;SG	N;NOM;NEUT;SG
axe	αξ	axe	αξ	N;MASC;SG	N;NOM;NEUT;SG
axe	άξονας	axe	άξονας	N;MASC;SG	N;NOM;MASC;SG
axe	άξονα	axe	άξονας	N;MASC;SG	N;ACC;MASC;SG
mesure	μέτρησης	mesure	μέτρηση	N;FEM;SG	N;GEN;FEM;SG
mesure	μέτρηση	mesure	μέτρηση	N;FEM;SG	N;NOM;FEM;SG
mesure	μέτρηση	mesure	μέτρηση	N;FEM;SG	N;NOM;FEM;SG
mesure	μέτρο	mesure	μέτρο	N;FEM;SG	N;NOM;NEUT;SG
prendre	λαμβάνοντας	prendre	λαμβάνω	V;NFIN	V;IPFV;V.CVB;ACT
prendre	πάρτε	prendre	πάρτε	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
prendre	πάρε	prendre	πάρε	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
important	σημαντική	important	σημαντικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
important	σημαντικό	important	σημαντικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
important	σημαντικός	important	σημαντικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
données	δεδομένων	donnée	δεδομένο	N;FEM;PL	N;GEN;NEUT;PL
données	δεδομένα	donnée	δεδομένο	N;FEM;PL	N;NOM;NEUT;PL
données	στοιχεια	donnée	στοιχείο	N;FEM;PL	N;NOM;NEUT;PL
données	στοιχεία	donnée	στοιχείο	N;FEM;PL	N;NOM;NEUT;PL
lequel	που	lequel	που	PRO;MASC;SG	PRO;ACC;NEUT;SG;3
force	αντοχή	force	αντοχή	N;FEM;SG	N;ACC;FEM;SG
force	δυναμη	force	δυναμη	N;FEM;SG	N;ACC;FEM;SG
force	δύναμη	force	δύναμη	N;FEM;SG	N;ACC;FEM;SG
force	ισχύς	force	ισχύς	N;FEM;SG	N;NOM;FEM;SG
force	δύναμη	force	δύναμη	N;FEM;SG	N;ACC;FEM;SG
couleur	χρώμα	couleur	χρώμα	N;FEM;SG	N;NOM;NEUT;SG
couleur	χρωμα	couleur	χρωμα	N;FEM;SG	N;NOM;NEUT;SG
couleur	χρώμα	couleur	χρώμα	N;FEM;SG	N;NOM;NEUT;SG
couleur	χρωμα	couleur	χρωμα	N;FEM;SG	N;NOM;NEUT;SG
collection	συλλογη	collection	συλλογή	N;FEM;SG	N;NOM;FEM;SG
collection	συλλογή	collection	συλλογή	N;FEM;SG	N;NOM;FEM;SG
actrice	ηθοποιός	acteur	ηθοποιός	N;FEM;SG	N;NOM;MASC;SG
actrice	ηθοποιό	acteur	ηθοποιός	N;FEM;SG	N;NOM;FEM;SG
élu	εκλεγμένος	élire	εκλέγω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
élu	εκλεγεί	élire	εκλέγω	V;MASC;SG;PST;V.PTCP	V;PFV;NFIN;ACT
élu	εξελέγη	élire	εκλέγω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
régiment	σύνταγμα	régiment	σύνταγμα	N;MASC;SG	N;NOM;NEUT;SG
station	σταθμός	station	σταθμός	N;FEM;SG	N;NOM;MASC;SG
station	σταθμό	station	σταθμός	N;FEM;SG	N;ACC;MASC;SG
bande	ορχήστρα	bande	ορχήστρα	N;FEM;SG	N;NOM;FEM;SG
bande	συγκρότημα	bande	συγκρότημα	N;FEM;SG	N;NOM;NEUT;SG
bande	μπάντα	bande	μπάντα	N;FEM;SG	N;NOM;FEM;SG
bande	ταινία	bande	ταινία	N;FEM;SG	N;NOM;FEM;SG
bande	κασέτα	bande	κασέτα	N;FEM;SG	N;NOM;FEM;SG
bande	συμμορία	bande	συμμορία	N;FEM;SG	N;NOM;FEM;SG
capitale	κεφάλαιο	capitale	κεφάλαιο	N;FEM;SG	N;NOM;NEUT;SG
capitale	κεφαλαίου	capitale	κεφάλαιο	N;FEM;SG	N;GEN;NEUT;SG
capitale	πρωτεύουσα	capitale	πρωτεύουσα	N;FEM;SG	N;NOM;FEM;SG
capitale	κεφαλαίο	capitale	κεφαλαίο	N;FEM;SG	N;NOM;NEUT;SG
côte	πλευρό	côte	πλευρό	N;FEM;SG	N;ACC;NEUT;SG
côte	ακτογραμμή	côte	ακτογραμμή	N;FEM;SG	N;NOM;FEM;SG
côte	ακτή	côte	ακτός	N;FEM;SG	N;NOM;FEM;SG
façon	τρόπος	façon	τρόπος	N;FEM;SG	N;NOM;MASC;SG
façon	τροπος	façon	τροπος	N;FEM;SG	N;NOM;MASC;SG
étape	βημα	étape	βημα	N;FEM;SG	N;NOM;NEUT;SG
étape	βήμα	étape	βήμα	N;FEM;SG	N;NOM;NEUT;SG
étape	σκαλοπάτι	étape	σκαλοπάτι	N;FEM;SG	N;NOM;NEUT;SG
étape	στάδιο	étape	στάδιο	N;FEM;SG	N;NOM;NEUT;SG
créée	δημιουργήθηκε	créer	δημιουργώ	V;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
créée	δημιούργησε	créer	δημιουργώ	V;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
combat	μαχη	combat	μαχη	N;MASC;SG	N;ACC;FEM;SG
combat	μάχη	combat	μάχη	N;MASC;SG	N;ACC;FEM;SG
combat	μαχη	combat	μαχη	N;MASC;SG	N;ACC;FEM;SG
combat	μάχη	combat	μάχη	N;MASC;SG	N;ACC;FEM;SG
combat	πάλη	combat	πάλη	N;MASC;SG	N;NOM;FEM;SG
combat	αγώνα	combat	αγώνας	N;MASC;SG	N;ACC;MASC;SG
combat	καυγάς	combat	καυγάς	N;MASC;SG	N;NOM;FEM;SG
combat	αγώνας	combat	αγώνας	N;MASC;SG	N;NOM;MASC;SG
combat	μάχη	combat	μάχη	N;MASC;SG	N;ACC;FEM;SG
footballeur	ποδοσφαιριστής	footballeur	ποδοσφαιριστής	N;MASC;SG	N;NOM;MASC;SG
forces	δυνάμεις	force	δύναμη	N;FEM;PL	N;NOM;FEM;PL
forces	δυνάμεις	force	δύναμη	N;FEM;PL	N;NOM;FEM;PL
royal	βασιλικός	royal	βασιλικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
royal	βασιλικό	royal	βασιλικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
royal	βασιλική	royal	βασιλικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
mètres	μετρητές	mètre	μετρητός	N;MASC;PL	N;NOM;MASC;PL
presse	τύπου	presse	τύπος	N;FEM;SG	N;GEN;MASC;SG
presse	τύπος	presse	τύπος	N;FEM;SG	N;NOM;MASC;SG
académie	ακαδημίας	académie	ακαδημία	N;FEM;SG	N;GEN;FEM;SG
académie	ακαδημία	académie	ακαδημία	N;FEM;SG	N;NOM;FEM;SG
construit	κατασκευασμένο	construire	κατασκευασμένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
construit	κατασκευασμένη	construire	κατασκευασμένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
construit	κατασκευάστηκε	construire	κατασκευάζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
construit	κατασκευάστηκε	construire	κατασκευάζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
construit	έχτισε	construire	χτίζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
construit	χτίστηκε	construire	χτίζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
construit	χτισμένο	construire	χτίζω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
tournoi	τουρνουά	tournoi	τουρνο	N;MASC;SG	N;NOM;NEUT;SG
épisodes	επεισόδια	épisode	επεισόδιο	N;MASC;PL	N;NOM;NEUT;PL
passage	πέρασμα	passage	πέρασμα	N;MASC;SG	N;NOM;NEUT;SG
revue	ημερολόγιο	revue	ημερολόγιο	N;FEM;SG	N;NOM;NEUT;SG
revue	περιοδικό	revue	περιοδικός	N;FEM;SG	N;NOM;NEUT;SG
revue	επανεξέταση	revue	επανεξέταση	N;FEM;SG	N;ACC;FEM;SG
revue	αναθεώρηση	revue	αναθεώρηση	N;FEM;SG	N;NOM;FEM;SG
revue	ανασκόπηση	revue	ανασκόπηση	N;FEM;SG	N;NOM;FEM;SG
jeunes	νέων	jeune	νέος	ADJ;MASC;PL	ADJ;GEN;FEM;PL
jeunes	νέοι	jeune	νέος	ADJ;MASC;PL	ADJ;NOM;MASC;PL
présence	παρουσία	présence	παρουσία	N;FEM;SG	N;NOM;FEM;SG
présence	παρουσια	présence	παρουσιος	N;FEM;SG	N;ACC;FEM;SG
course	κούρσα	course	κούρσα	N;FEM;SG	N;NOM;FEM;SG
course	φυλή	course	φυλή	N;FEM;SG	N;NOM;FEM;SG
course	αγώνα	course	αγώνας	N;FEM;SG	N;ACC;MASC;SG
course	αγώνας	course	αγώνας	N;FEM;SG	N;NOM;MASC;SG
course	αγωνιστική	course	αγωνιστικός	N;FEM;SG	N;NOM;FEM;SG
ceinture	ζώνη	ceinture	ζώνη	N;FEM;SG	N;NOM;FEM;SG
ceinture	ζωνη	ceinture	ζωνη	N;FEM;SG	N;NOM;FEM;SG
meilleure	καλύτερο	meilleur	καλά	ADJ;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
meilleure	καλύτερη	meilleur	καλός	ADJ;FEM;SG	ADJ;NOM;CMPR;FEM;SG
meilleure	καλύτερο	meilleur	καλά	ADJ;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
tableau	πίνακας	tableau	πίνακα	N;MASC;SG	N;NOM;MASC;SG
tableau	πινακας	tableau	πινακα	N;MASC;SG	N;NOM;MASC;SG
tableau	τραπέζι	tableau	τραπέζι	N;MASC;SG	N;NOM;NEUT;SG
heures	ώρες	heure	ώρα	N;FEM;PL	N;NOM;FEM;PL
heures	ωρες	heure	ωρα	N;FEM;PL	N;NOM;FEM;PL
maître	αφέντη	maître	αφήντης	N;MASC;SG	N;ACC;MASC;SG
services	υπηρεσίες	service	υπηρεσία	N;MASC;PL	N;NOM;FEM;PL
intérieur	εσωτερικό	intérieur	εσωτερικό	N;MASC;SG	N;NOM;NEUT;SG
toutefois	εντούτοις	toutefois	εντούτοις	ADV	ADV
locales	τοπικές	local	τοπικός	ADJ;FEM;PL	ADJ;NOM;FEM;PL
olympique	ολυμπιακή	olympique	ολυμπιακός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
olympique	ολυμπιακός	olympique	ολυμπιακός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
subdivision	υποδιαίρεση	subdivision	υποδιαίρεση	N;FEM;SG	N;NOM;FEM;SG
qualité	ποιότητας	qualité	ποιότητα	N;FEM;SG	N;GEN;FEM;SG
qualité	ποιότητα	qualité	ποιότητα	N;FEM;SG	N;ACC;FEM;SG
langues	γλώσσες	langue	γλώσσα	N;FEM;PL	N;NOM;FEM;PL
propre	καθαρή	propre	καθερός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
propre	καθαρό	propre	καθερός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
propre	καθαρός	propre	καθαρός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
lettres	γράμματα	lettre	γράμμα	N;FEM;PL	N;NOM;NEUT;PL
lettres	επιστολές	lettre	επιστολή	N;FEM;PL	N;NOM;FEM;PL
lettres	γραμματα	lettre	γράμμα	N;FEM;PL	N;NOM;NEUT;PL
patrimoine	κληρονομιά	patrimoine	κληρονομιά	N;MASC;SG	N;NOM;FEM;SG
évolution	εξέλιξη	évolution	εξέλιξη	N;FEM;SG	N;ACC;FEM;SG
évolution	εξελιξη	évolution	εξελιξη	N;FEM;SG	N;NOM;FEM;SG
tours	πύργοι	tour	πύργος	N;MASC;PL	N;NOM;MASC;PL
tours	πύργους	tour	πύργος	N;MASC;PL	N;NOM;MASC;PL
tours	εκδρομές	tour	εκδρομή	N;MASC;PL	N;NOM;FEM;PL
tours	περιοδείες	tour	περιοδείο	N;MASC;PL	N;NOM;FEM;PL
tours	ξεναγήσεις	tour	ξενάγηση	N;MASC;PL	N;NOM;FEM;PL
obtient	παίρνει	obtenir	παίρνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
compositeur	συνθέτης	compositeur	συνθέτης	N;MASC;SG	N;NOM;MASC;SG
compositeur	συνθέτης	compositeur	συνθέτης	N;MASC;SG	N;NOM;MASC;SG
joueurs	παίκτες	joueur	παίκτης	N;MASC;PL	N;NOM;MASC;PL
joueurs	παίχτες	joueur	παίχτης	N;MASC;PL	N;NOM;MASC;PL
joueurs	παίκτες	joueur	παίκτης	N;MASC;PL	N;NOM;MASC;PL
généralement	συνήθως	généralement	συνήθως	ADV	ADV
généralement	συνηθως	généralement	συνηθως	ADV	ADV
généralement	τυπικά	généralement	τυπικά	ADV	ADV
généralement	γενικά	généralement	γενικά	ADV	ADV
généralement	γενικώς	généralement	γενικώς	ADV	ADV
rock	πέτρα	rock	πέτρο	N;MASC;SG	N;NOM;FEM;SG
rock	βράχος	rock	βράχος	N;MASC;SG	N;NOM;MASC;SG
abbaye	αβαείο	abbaye	αβαείο	N;FEM;SG	N;NOM;NEUT;SG
nuit	νύχτα	nuit	νύχτα	N;FEM;SG	N;ACC;FEM;SG
nuit	βραδιά	nuit	βραδιά	N;FEM;SG	N;ACC;FEM;SG
nuit	νυχτα	nuit	νυχτα	N;FEM;SG	N;NOM;FEM;SG
principalement	κυρίως	principalement	κυρίως	ADV	ADV
principalement	κυριως	principalement	κυριως	ADV	ADV
principalement	κυρίως	principalement	κυρίως	ADV	ADV
principalement	κυριως	principalement	κυριως	ADV	ADV
principalement	πρωτίστως	principalement	πρωτίστως	ADV	ADV
prise	τραβήχτηκε	prendre	τραβήχω	V;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
clubs	λέσχες	club	λέσχω	N;MASC;PL	N;NOM;FEM;PL
générale	γενική	général	γενικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
générale	γενικό	général	γενικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
voit	βλέπει	voir	βλέπω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vitesse	ταχύτητα	vitesse	ταχύτητα	N;FEM;SG	N;ACC;FEM;SG
vitesse	ταχύτητα	vitesse	ταχύτητα	N;FEM;SG	N;ACC;FEM;SG
scénario	σενάριο	scénario	σενάριο	N;MASC;SG	N;NOM;NEUT;SG
scénario	σενάριο	scénario	σενάριο	N;MASC;SG	N;NOM;NEUT;SG
scénario	σενάριο	scénario	σενάριο	N;MASC;SG	N;NOM;NEUT;SG
chemin	μονοπάτι	chemin	μονοπάτι	N;MASC;SG	N;NOM;NEUT;SG
chemin	διαδρομή	chemin	διαδρομή	N;MASC;SG	N;ACC;FEM;SG
chemin	οδός	chemin	οδός	N;MASC;SG	N;NOM;FEM;SG
chemin	δρόμος	chemin	δρόμος	N;MASC;SG	N;NOM;MASC;SG
chemin	δρόμο	chemin	δρόμος	N;MASC;SG	N;ACC;MASC;SG
réalisation	πραγματοποίηση	réalisation	πραγματοποίηση	N;FEM;SG	N;ACC;FEM;SG
réalisation	συνειδητοποίηση	réalisation	συνειδητοποίηση	N;FEM;SG	N;ACC;FEM;SG
centrale	κεντρικό	central	κεντρικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
