den	den	den	den	PRO;DEF;MASC+FEM;SG	PRO;ACC;MASC+FEM;SG;3
färg	farve	färg	farve	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
färg	farve	färg	farve	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
färg	maler	färg	male	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
färg	maling	färg	maling	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
strand	kyst	strand	kyst	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
strand	shore	strand	shore	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
strand	strand	strand	strand	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
strand	strand	strand	strand	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
säsong	årstid	säsong	årstid	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
säsong	sæson	säsong	sæson	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
regi	regi	regi	regi	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
punkt	prik	punkt	prik	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
punkt	punkt	punkt	punkt	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
punkt	point	punkt	point	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
områden	regioner	område	region	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
områden	områder	område	område	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
områden	områder	område	område	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
områden	arealer	område	areal	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
gifte	gifte	gifte	gifte	V;IND;PST;FIN;ACT	V;NFIN;ACT
europeiska	europæiske	europeisk	europæisk	ADJ;NOM;PL	ADJ;PL
skriva	skrive	skriva	skrive	V;IMP;FIN;ACT	V;NFIN;ACT
skriva	skriv	skriva	skrive	V;IMP;FIN;ACT	V;IMP
skriva	skrive	skriva	skrive	V;IMP;FIN;ACT	V;NFIN;ACT
skriva	skrive	skriva	skrive	V;IMP;FIN;ACT	V;NFIN;ACT
börjar	begynder	börja	begynde	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
börjar	begynder	börja	begynde	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
börjar	starter	börja	starte	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
börjar	begynder	börja	begynde	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
börjar	startende	börja	starte	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
börjar	starter	börja	starte	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
börjar	begynder	börja	begynde	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
avsnitt	afdeling	avsnitt	afdeling	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
avsnitt	sektion	avsnitt	sektion	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
avsnitt	afsnit	avsnitt	afsnit	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
avsnitt	episode	avsnitt	episode	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
bas	base	ba	base	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
bas	bas	ba	bas	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
bas	bas	ba	bas	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
sankt	sankt	sankt	sankt	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
sankt	helgen	sankt	helgen	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
verkar	synes	verka	synes	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
eget	egen	egen	egen	ADJ;NOM;NEUT;SG	ADJ;MASC+FEM;SG
eget	eget	egen	egen	ADJ;NOM;NEUT;SG	ADJ;NEUT;SG
fotboll	fodbold	fotboll	fodbold	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
fotboll	fodbold	fotboll	fodbold	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
fotboll	football	fotboll	football	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
dagens	dagens	dag	dag	N;GEN;DEF;MASC+FEM;SG	N;GEN;DEF;MASC+FEM;SG
bok	bog	bok	bog	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
bok	bok	bok	bok	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
lyckades	styret	lyckad	styre	V;IND;PST;FIN;PASS	V;INDF;SG;PST;V.PTCP
lyckades	administreret	lyckad	administrere	V;IND;PST;FIN;PASS	V;INDF;SG;PST;V.PTCP
lyckades	forvaltede	lyckad	forvalte	V;IND;PST;FIN;PASS	V;PL;PST;V.PTCP
lyckades	forvaltet	lyckad	forvalte	V;IND;PST;FIN;PASS	V;INDF;SG;PST;V.PTCP
lyckades	håndteret	lyckad	håndtere	V;IND;PST;FIN;PASS	V;INDF;SG;PST;V.PTCP
ord	word	ord	word	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
referens	henvisning	referens	henvisning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
referens	reference	referens	reference	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
tall	pine	tall	pin	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
fortsatte	fortsatte	fortsätta	fortsætte	V;IND;PST;FIN;ACT	V;PST;V.PTCP
delvis	delvist	delvis	delvist	ADV	ADV
delvis	delvis	delvis	delvis	ADV	ADV
delvis	delvist	delvis	delvist	ADV	ADV
delvis	delvis	delvis	delvis	ADV	ADV
delvis	delvist	delvis	delvist	ADV	ADV
delvis	delvis	delvis	delvis	ADV	ADV
museum	museum	museum	museum	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
sju	syv	sju	syv	NUM;NOM	NUM
unit	enhed	unit	enhed	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
verksamhet	virksomhed	verksamhet	virksomhed	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
verksamhet	aktivitet	verksamhet	aktivitet	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
lever	lever	leva	leve	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
position	position	position	position	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
position	stilling	position	stilling	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
position	holdning	position	holdning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
minst	mindst	lite	mindst	ADV;RL	ADV;RL
betyder	betyder	betyda	betyde	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
utflöde	spildevand	utflöda	spildevand	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
ned	ned	ned	ned	ADV	ADV
böcker	bøger	bok	bog	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
rev	revet	rev	rive	V;IMP;FIN;ACT	V;INDF;SG;PST;V.PTCP
långa	lange	lång	lang	ADJ;NOM;PL	ADJ;PL
fotbollsspelare	fodboldspillere	fotbollsspelare	fodboldspiller	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
slott	slot	slott	slå	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
slott	borg	slott	borg	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
slott	castle	slott	castle	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
slott	slot	slott	slå	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
slott	palads	slott	palads	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
slott	palace	slott	palace	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
familj	familie	familj	familie	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
huset	huset	hus	hus	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
regeringen	kabinettet	regering	kabinet	N;NOM;DEF;MASC+FEM;SG	N;DEF;NEUT;SG
regeringen	regeringen	regering	regering	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
trummor	trommer	trummor	tromme	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
trummor	tromler	trummor	trommel	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
trummor	tønder	trummor	tønde	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
spel	gambling	spel	gambling	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
spel	hasardspil	spel	hasardspil	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
spel	kamp	spel	kamp	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
spel	spil	spel	spil	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
spel	leg	spel	leg	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
spel	spil	spel	spil	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
rad	streg	rad	strige	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
rad	linje	rad	linje	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
rad	linie	rad	linie	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
rad	ro	rad	ro	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
rad	række	rad	række	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
länet	amtet	län	amt	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
hus	house	hus	house	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
hus	hus	hus	hus	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
långt	langt	långt	langt	ADV	ADV
långt	længe	långt	længe	ADV	ADV
tio	ti	tio	ti	NUM;NOM	NUM
par	par	par	par	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
par	par	par	par	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
par	par	par	par	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
par	pair	par	pair	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
par	par	par	par	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
enbart	kun	enbart	kun	ADV	ADV
fast	fast	fast	fast	ADV	ADV
åtta	otte	åtta	otte	NUM;NOM	NUM
tror	tro	tro	tro	V;IND;PRS;FIN;ACT	V;NFIN;ACT
tror	tror	tro	tro	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
tror	synes	tro	synes	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
tror	tror	tro	tro	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
sungai	sungai	sungai	sungai	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
chef	driftsleder	chef	driftsleder	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
chef	manager	chef	manager	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
chef	leder	chef	leder	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
chef	chef	chef	chef	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
chef	chief	chef	chief	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
chef	høvding	chef	høvding	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
chef	chef	chef	chef	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
chef	boss	chef	boss	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
system	ordning	system	ordning	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
system	system	system	system	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
stöd	bistand	stöd	bistand	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
stöd	støtte	stöd	støtte	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
stöd	understøttelse	stöd	understøttelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
stöd	support	stöd	support	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
stöd	støt	stöd	støt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
stöd	støtte	stöd	støtte	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
stöd	assistance	stöd	assistance	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
stöd	bistand	stöd	bistand	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
innehåll	indhold	innehåll	indhold	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
innehåll	indholdsfortegnelse	innehåll	indholdsfortegnelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
innehåll	indhold	innehåll	indhold	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
mellersta	midterste	mellersta	midter	ADJ;NOM;DEF;RL	ADJ;DEF;RL
mellersta	mellemste	mellersta	mellem	ADJ;NOM;DEF;RL	ADJ;DEF;RL
låtar	sange	låta	sang	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
varför	hvorfor	varför	hvorfor	ADV	ADV
omfattar	dækker	omfatta	dække	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
skolan	skolen	skola	skole	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
kontinent	verdensdel	kontinent	verdensdel	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
kontinent	kontinent	kontinent	kontinent	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
roman	roman	roman	roman	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
roman	romer	roman	rome	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
roman	romersk	roman	romersk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
roman	novelle	roman	novel	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
roman	roman	roman	roman	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
stadium	stadion	stadium	stadion	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
stadium	stadium	stadium	stadium	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
stadium	etape	stadium	etape	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
stadium	stadie	stadium	stadie	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
stadium	stage	stadium	stage	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
stadium	fase	stadium	fase	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
gränsen	grænsen	gräns	grænse	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
les	les	les	les	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
radio	radio	radio	radio	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
dansk	dansk	dansk	dansk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
företag	forretninger	företag	forretning	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
företag	selskaber	företag	selskab	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
företag	virksomheder	företag	virksomhed	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
företag	firmaer	företag	firma	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
företag	foretagender	företag	foretagende	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
företag	virksomheder	företag	virksomhed	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
företag	virksomheder	företag	virksomhed	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
startade	startet	starta	starte	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
startade	påbegyndt	starta	påbegynde	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
startade	begyndte	starta	begynde	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
startade	begyndt	starta	begynde	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
startade	startede	starta	starte	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
orten	byen	ort	by	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
tillhörde	tilhørt	tillhöra	tilhøre	V;IND;PST;FIN;ACT	V;INDF;SG;PST;V.PTCP
tillhörde	tilhørte	tillhöra	tilhøre	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
nere	ned	nere	ned	ADV	ADV
nere	nede	nere	nede	ADV	ADV
betydelse	vigtighed	betydelse	vigtighed	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
betydelse	betydning	betydelse	betydning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
betydelse	betydning	betydelse	betydning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
betydelse	betydning	betydelse	betydning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
starkt	stærkt	stark	stærkt	ADV	ADV
starkt	kraftigt	stark	kraftigt	ADV	ADV
starkt	kraftigt	stark	kraftigt	ADV	ADV
starkt	stærkt	stark	stærkt	ADV	ADV
skapa	oprette	skapa	oprette	V;IMP;FIN;ACT	V;NFIN;ACT
skapa	opret	skapa	opre	V;IMP;FIN;ACT	V;IMP
skapa	oprette	skapa	oprette	V;IMP;FIN;ACT	V;NFIN;ACT
skapa	skabe	skapa	skabe	V;IMP;FIN;ACT	V;NFIN;ACT
musiker	musikere	musik	musiker	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
sångare	sanger	sång	sang	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
sångare	singer	sång	singer	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
sångare	sangerinde	sång	sangerinde	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
hem	startside	hem	startside	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
ursprung	oprindelse	ursprung	oprindelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
ursprung	oprindelsessted	ursprung	oprindelsessted	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
ursprung	oprindelse	ursprung	oprindelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
vet	ved	veta	vide	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
vet	vide	veta	vide	V;IND;PRS;FIN;ACT	V;NFIN;ACT
vet	kender	veta	kende	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
vet	kender	veta	kende	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
längs	langs	längs	langs	ADV	ADV
ordning	bestilling	ordning	bestilling	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
ordning	ordre	ordning	ordre	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
ordning	rækkefølge	ordning	rækkefølg	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
förslag	forslag	förslag	forslag	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
förslag	forslag	förslag	forslag	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
förslag	forslag	förslag	forslag	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
förslag	forslag	förslag	forslag	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
förlag	forlægger	förlag	forlægge	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
förlag	forlag	förlag	forlag	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
förlag	offentliggørelse	förlag	offentliggørelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
förlag	udgivelse	förlag	udgivelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
förlag	forlagsvirksomhed	förlag	forlagsvirksomhed	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
förlag	forlag	förlag	forlag	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
parti	fest	parti	fest	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
parti	part	parti	part	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
parti	parti	parti	parti	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
parti	sending	parti	sending	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
parti	forsendelse	parti	forsendelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
parti	parti	parti	parti	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
parti	masse	parti	masse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
parti	lodtrækning	parti	lodtrækning	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
äldsta	ældste	gammal	gad	ADJ;NOM;DEF;RL	ADJ;DEF;RL
äldsta	ældste	gammal	gad	ADJ;NOM;DEF;RL	ADJ;DEF;RL
singel	single	singel	single	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
jar	krukke	ja	krukke	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
jar	jar	ja	jar	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
vanligen	normalt	vanligen	normalt	ADV	ADV
vanligen	sædvanligvis	vanligen	sædvanligvis	ADV	ADV
genre	genre	genre	genre	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
procent	procentdel	procent	procentdel	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
territorium	område	territorium	område	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
territorium	territorium	territorium	territorium	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
live	lev	live	lev	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
ludwig	ludwig	ludwig	ludwig	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
vägen	vejen	väg	vej	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
gammal	gammelt	gammal	gammel	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
gammal	gammel	gammal	gammel	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
centrum	centrum	centrum	centrum	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
centrum	centrum	centrum	centrum	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
centrum	centrum	centrum	centrum	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
centrum	midtpunkt	centrum	midtpunkt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
centrum	center	centrum	center	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
centrum	centrum	centrum	centrum	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
centrum	centre	centrum	centre	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
centrum	center	centrum	center	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
hemsida	website	hemsida	website	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
hemsida	hjemmeside	hemsida	hjemmeside	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
hemsida	webside	hemsida	webside	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
hemsida	websted	hemsida	websted	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
hemsida	hjemmeside	hemsida	hjemmeside	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
hemsida	startside	hemsida	startside	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
spelat	spillet	spela	spille	V;V.CVB;ACT	V;INDF;SG;PST;V.PTCP
spelat	afspillet	spela	afspil	V;V.CVB;ACT	V;INDF;SG;PST;V.PTCP
spelat	spillede	spela	spille	V;V.CVB;ACT	V;IND;PST;FIN;ACT
studier	studier	studie	studi	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
studier	undersøgelser	studie	undersøgelse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
studier	studier	studie	studi	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
filmer	film	filma	film	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
filmer	film	filma	film	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
byn	landsbyen	byn	landsby	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
carolina	carolina	carolin	carolina	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
ben	knogler	ben	knogle	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
ben	ben	ben	ben	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
ben	ben	ben	ben	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
ben	knogler	ben	knogle	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;PL
ben	ben	ben	ben	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
snart	snart	snart	snart	ADV	ADV
roller	roller	roll	rolle	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
uppdrag	tjenesterejse	uppdrag	tjenesterejse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
uppdrag	tjenesterejser	uppdrag	tjenesterejse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
uppdrag	overdragelse	uppdrag	overdragelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
uppdrag	opgave	uppdrag	opgave	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
uppdrag	kommissorium	uppdrag	kommissorium	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
uppdrag	tjenesterejse	uppdrag	tjenesterejse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
uppdrag	mission	uppdrag	mission	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
uppdrag	tjenesterejser	uppdrag	tjenesterejse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
rivière	rivière	rivière	rivir	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
vita	hvide	vit	hvid	ADJ;NOM;PL	ADJ;PL
kanal	kanal	kanal	kanal	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
kanal	canal	kanal	canal	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
kanal	kanal	kanal	kanal	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
ålder	alder	ålder	alder	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
emot	imod	emot	imod	ADV	ADV
