med	so	med	s	ADP	ADP;INS
spelat	hrali	spela	hrať	V;V.CVB;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
studier	štúdia	studie	štúdium	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
studier	štúdie	studie	štúdia	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
studier	štúdie	studie	štúdia	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
filmer	filmy	filma	film	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
filmer	filmy	filma	film	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
byn	dedinka	byn	dedinka	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
byn	dedina	byn	dedina	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
byn	obec	byn	obec	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
carolina	karolína	carolin	karolína	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
carolina	carolina	carolin	carolina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ben	kosti	ben	kosť	N;NOM;INDF;NEUT;PL	N;NOM;FEM;PL
ben	nohy	ben	noha	N;NOM;INDF;NEUT;PL	N;NOM;FEM;PL
ben	kosti	ben	kosť	N;NOM;INDF;NEUT;PL	N;NOM;FEM;PL
snart	čoskoro	snart	čoskoro	ADV	ADV
snart	onedlho	snart	onedlho	ADV	ADV
montana	montana	montan	montana	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
roller	roly	roll	rol	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
roller	role	roll	role	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
roller	úlohy	roll	úloha	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
uppdrag	poslanie	uppdrag	poslanie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
uppdrag	priradenie	uppdrag	priradenie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
uppdrag	pridelenie	uppdrag	pridelenie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
uppdrag	poslanie	uppdrag	poslanie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
uppdrag	misia	uppdrag	misia	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
rivière	rivière	rivière	rivicre	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
kanal	kanál	kanal	kanál	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
ålder	vek	ålder	vek	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
fjärde	štvrtá	fyra	štvrť	ADJ;NOM	ADJ;NOM;FEM;SG
fjärde	štvrté	fyra	štvrť	ADJ;NOM	ADJ;NOM;NEUT;SG
fjärde	štvrtý	fyra	štvrtý	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
club	klub	club	klub	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
bestod	pozostávala	bestå	pozostávať	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
flertal	násobok	flertal	násobok	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
borde	malo	böra	mať	V;IND;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
konstnär	maliar	konstnär	maliar	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
konstnär	umelec	konstnär	umelec	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
konstnär	umelkyňa	konstnär	umelkyňa	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
stil	štýl	stil	štýl	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
troligen	pravdepodobne	troligen	pravdepodobne	ADV	ADV
troligen	pravdepodobne	troligen	pravdepodobne	ADV	ADV
senaste	posledné	sen	posledný	ADJ;NOM;DEF;RL	ADJ;NOM;NEUT;SG
senaste	posledný	sen	posledný	ADJ;NOM;DEF;RL	ADJ;INAN;NOM;MASC;SG
senaste	posledné	sen	posledný	ADJ;NOM;DEF;RL	ADJ;NOM;NEUT;SG
senaste	posledné	sen	posledný	ADJ;NOM;DEF;RL	ADJ;NOM;NEUT;SG
senaste	najnovší	sen	nový	ADJ;NOM;DEF;RL	ADJ;ANIM;NOM;RL;MASC;SG
ändå	stále	ändå	stále	ADV	ADV
ändå	zatiaľ	ändå	zatiaľ	ADV	ADV
tidningen	časopis	tidning	časopis	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tidningen	magazín	tidning	magazina	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
gräs	pot	gräs	pot	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
gräs	hrniec	gräs	hrniec	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
gräs	tráva	gräs	tráva	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
gräs	tráva	gräs	tráva	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
port	prístav	port	prístava	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
port	port	port	port	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
mine	baňa	man	baňa	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
ledare	vodiče	ledare	vodiča	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
ledare	predstavitelia	ledare	predstaviteľ	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
ledare	lídri	ledare	lídri	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
ledare	vodcovia	ledare	vodca	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
dalarna	doliny	dal	dolina	N;NOM;DEF;MASC+FEM;PL	N;NOM;FEM;PL
dalarna	údolia	dal	údolie	N;NOM;DEF;MASC+FEM;PL	N;NOM;NEUT;PL
material	materiál	material	materiál	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
material	materiál	material	materiál	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
folk	ludia	folk	ludia	N;NOM;INDF;NEUT;PL	N;ANIM;NOM;MASC;PL
folk	ľudia	folk	človek	N;NOM;INDF;NEUT;PL	N;ANIM;NOM;MASC;PL
nästa	nasledujúci	nästa	nasledujúci	ADJ;NOM	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
nästa	ďalší	nästa	ďalší	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
nästa	ďalšie	nästa	ďalší	ADJ;NOM	ADJ;NOM;NEUT;SG
nästa	ďalšia	nästa	ďalší	ADJ;NOM	ADJ;NOM;FEM;SG
skogar	lesy	skoga	les	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
skogar	lesy	skoga	les	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
cup	šálka	cup	šálka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
cup	hrnček	cup	hrnček	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
cup	pohár	cup	pohár	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
norte	norte	norte	nort	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
norsk	nórske	norsk	nórsky	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
norsk	nórsky	norsk	nórsk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
längd	trvanie	längd	trvanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
längd	dĺžka	längd	dĺžka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
längd	výška	längd	výška	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kungen	kráľ	kung	kráľ	N;NOM;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kungen	král	kung	král	N;NOM;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
skillnad	rozdiel	skillnad	rozdiel	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
omfattande	komplexný	omfattande	komplexný	ADJ;NOM;PRS;V.PTCP	ADJ;INAN;NOM;MASC;SG
omfattande	komplexná	omfattande	komplexný	ADJ;NOM;PRS;V.PTCP	ADJ;NOM;FEM;SG
omfattande	komplexné	omfattande	komplexný	ADJ;NOM;PRS;V.PTCP	ADJ;NOM;NEUT;SG
omfattande	rozsiahly	omfattande	rozsiahly	ADJ;NOM;PRS;V.PTCP	ADJ;INAN;NOM;MASC;SG
karta	mapa	karta	mapa	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
insekter	chyby	insekt	chyba	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
insekter	chrobáky	insekt	chrobák	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
möjligt	možná	möjlig	možný	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
möjligt	možné	möjlig	možný	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
möjligt	možný	möjlig	možný	ADJ;NOM;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
snabbt	rýchlo	snabb	rýchlo	ADV	ADV
snabbt	rýchlo	snabb	rýchlo	ADV	ADV
snabbt	rýchlo	snabb	rýchlo	ADV	ADV
armén	armáda	arm	armáda	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
armén	vojsko	arm	vojsko	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
program	program	program	program	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
program	programe	program	program	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
program	programe	program	program	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
program	program	program	program	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
programmet	programe	program	program	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
programmet	program	program	program	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
programmet	program	program	program	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
programmet	programe	program	program	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
visade	ukázal	visa	ukázať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
visade	ukázala	visa	ukázať	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
visade	ukázalo	visa	ukázať	V;IND;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
visade	ukázali	visa	ukázať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
visade	vnímať	visa	vnímať	V;IND;PST;FIN;ACT	V;IPFV;POS;NFIN
sommaren	leto	sommar	leto	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
svårt	tvrdá	svår	tvrdý	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
svårt	ťažké	svår	ťažký	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
svårt	ťažké	svår	ťažký	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
svårt	náročné	svår	náročný	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
svårt	zložité	svår	zložitý	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
star	hviezda	star	hviezda	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
star	hviezdička	star	hviezdička	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mor	mama	mor	mama	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mor	matka	mor	matka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
king	kráľ	king	kráľ	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
king	král	king	král	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
beach	pláž	beach	pláž	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
beach	pláži	beach	plážiť	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
aktiva	aktívni	aktiv	aktívny	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;PL
list	zoznam	list	zoznam	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hösten	jeseň	höst	jeseň	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
hösten	pád	höst	pád	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hösten	jeseň	höst	jeseň	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
lärare	učitelia	lärare	učiteľ	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
samhället	spolok	samhälle	spolok	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
samhället	spoločnosť	samhälle	spoločnosť	N;NOM;DEF;NEUT;SG	N;NOM;FEM;SG
https	https	httpa	https	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
brons	bronz	brons	bronz	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
säger	hovorí	säga	hovoriť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
säger	vraví	säga	vravieť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
skrivit	písomné	skriva	písomný	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
skrivit	napísané	skriva	napísaný	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
skrivit	písomná	skriva	písomný	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
känt	známe	känd	známy	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
känt	známa	känd	známy	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
känt	známy	känd	známy	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG
lagen	právo	lag	právo	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
lagen	zákon	lag	zákon	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
svart	čierne	svart	čierny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
svart	čierny	svart	čierny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
svart	čierna	svart	čierny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
vapen	zbraň	vapen	zbraň	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
städer	mestá	stad	mesto	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
städer	mestá	stad	mesto	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
val	výber	val	výber	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
val	val	val	vať	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
val	výber	val	výber	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
val	voľba	val	voľba	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
val	zvolenie	val	zvolenie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
val	veľryba	val	veľryba	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
simon	šimon	simon	šimon	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
harry	harry	harry	harry	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
sten	kameň	sten	kameň	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
sten	sten	sten	sten	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
sten	skala	sten	skala	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sten	kameň	sten	kameň	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
sten	rock	sten	rock	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mängd	čiastka	mängd	čiastka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mängd	množstvo	mängd	množstvo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
mängd	suma	mängd	suma	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mängd	množstvo	mängd	množstvo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
växte	narástol	växa	narásť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
växte	vyrástol	växa	vyrásť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
växte	rástol	växa	rásť	V;IND;PST;FIN;ACT	V;INAN;IPFV;MASC;SG;POS;PST;V.PTCP
växte	rástla	växa	rásť	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
månader	mesiace	månad	mesiac	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
tom	prázdna	tom	prázdno	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hålla	podržať	hålla	podržať	V;NFIN;ACT	V;PFV;POS;NFIN
hålla	držte	hålla	držt	V;NFIN;ACT	V;IPFV;IMP;PL;2;POS;FIN
hålla	držať	hålla	držať	V;NFIN;ACT	V;IPFV;POS;NFIN
platsen	umiestnenie	plats	umiestnenie	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
platsen	miesto	plats	miesto	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
platsen	poloha	plats	poloha	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
platsen	lokalita	plats	lokalita	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
skriver	píše	skriva	písať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
skriver	písať	skriva	písať	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
finalen	finále	final	fináľ	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
finalen	finále	final	fináľ	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vanligt	časté	vanlig	častý	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
vanligt	zvyčajný	vanlig	zvyčajný	ADJ;NOM;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
vanligt	obvyklé	vanlig	obvyklý	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
kronor	koruny	krona	koruna	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
viktig	dôležitá	viktig	dôležitý	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
viktig	dôležité	viktig	dôležitý	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
viktig	dôležitý	viktig	dôležitý	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
dig	teba	du	ty	PRO;ACC;DEF;MASC+FEM;SG	PRO;ACC;SG;2
match	zápas	match	zápas	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
match	hra	match	hra	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
match	zápas	match	zápas	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
match	zhoda	match	zhoda	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sierra	sierra	sierr	sierra	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
föreningen	asociácia	förening	asociácia	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
föreningen	združenie	förening	združenie	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
parc	parc	parc	parc	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
kompositör	editor	kompositör	editor	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kompositör	skladateľ	kompositör	skladateľ	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
hotad	ohrozený	hota	ohrozený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
hotad	ohrozená	hota	ohrozený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
hotad	ohrozené	hota	ohrozený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
hotad	ohrozený	hota	ohrozený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
hotad	ohrozená	hota	ohrozený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
livet	život	liv	život	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
datum	dátum	datum	dátum	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
djup	hĺbka	djup	hĺbka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
djup	hlboká	djup	hlboký	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
djup	hlboký	djup	hlboký	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
castle	zámok	castle	zámok	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
castle	hrad	castle	hrad	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
medeltida	stredoveké	medeltida	stredoveký	ADJ;NOM	ADJ;NOM;NEUT;SG
villa	vila	villa	vila	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
villa	villa	villa	villa	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
lätt	ľahké	lätt	ľahký	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
lätt	jednoduché	lätt	jednoduchý	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
titel	názov	titel	názov	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
titel	hlava	titel	hlava	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
titel	titul	titel	tituť	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
titel	titulok	titel	titulok	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
flygplats	letisko	flygpla	letisko	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
flygplats	letisko	flygpla	letisko	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
krig	vojna	krig	vojna	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
krig	wars	krig	wars	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
skog	les	skog	les	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
skog	les	skog	les	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
beroende	závislé	beroende	závislý	ADJ;NOM;PRS;V.PTCP	ADJ;NOM;NEUT;SG
beroende	závislí	beroende	závislieť	ADJ;NOM;PRS;V.PTCP	ADJ;ANIM;NOM;MASC;PL
beroende	závislý	beroende	závislý	ADJ;NOM;PRS;V.PTCP	ADJ;ANIM;NOM;MASC;SG
bygga	postaviť	bygga	postaviť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
bygga	budovať	bygga	budovať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
bygga	stavať	bygga	stavať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
bygga	vybudovať	bygga	vybudovať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
leder	vedú	leda	viesť	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
leder	vedie	leda	viesť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
bayern	bayern	bay	bayern	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
texten	text	text	text	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
utveckling	rozvoj	utveckling	rozvoj	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
utveckling	vývoj	utveckling	vývoj	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
utveckling	evolúcia	utveckling	evolúcia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
utveckling	vývoj	utveckling	vývoj	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
utveckling	vývoj	utveckling	vývoj	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
spanska	španielčina	spanska	španielčina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
historik	história	historik	história	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
nedan	nižšie	nedan	nízko	ADV	ADV;CMPR
lägga	daj	lägga	dať	V;IMP;FIN;ACT	V;IPFV;IMP;SG;2;POS;FIN
music	music	music	musica	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
music	hudba	music	hudba	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dagen	deň	dag	deň	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
pris	cena	pris	cena	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
prefektur	prefektúre	prefektur	prefektúra	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
centre	centrum	cena	centrum	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
centre	centre	cena	centrum	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
centre	stredisko	cena	stredisko	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
centre	stred	cena	stred	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
öarna	ostrovy	öare	ostrov	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
frågan	otázka	fråga	otázka	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
lät	znelo	låta	znelo	V;IMP;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
lät	znela	låta	znieť	V;IMP;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
arkitekt	architekt	arkitekt	architekt	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
tack	vdaka	tack	vdaka	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
final	finále	final	fináľ	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
final	finále	final	fináľ	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
fel	chyba	fel	chyba	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
fjärilar	motýle	fjäril	motýľ	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
