من	från	مِن	från	ADP	ADP
مشكلة	trubbel	مُشكِلَة	trubbel	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الاحتلال	ockupationen	اِحتِلَال	ockupation	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
الشبكة	webben	شَبَكَة	Bebben	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
الشبكة	nätverket	شَبَكَة	nätverk	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
رسم	draw	رَسم	draw	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
رسم	dragning	رَسم	dragning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
رسم	skiss	رَسم	skiss	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
رسم	dragning	رَسم	dragning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
رسم	teckning	رَسم	teckning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
رسم	ritning	رَسم	ritning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
القضاء	rättsväsendet	قَضَاء	rättsväsende	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
الاتصال	anslutningen	اِتِّصَال	anslutning	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
الحي	grannskapet	حَيّ	grannskap	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
الدورة	sessionen	دَورَة	session	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
اكتشاف	discovery	اِكتِشَاف	discovery	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
المؤسسة	stiftelsen	مُؤَسَّسَة	stiftelse	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
المؤسسة	institutionen	مُؤَسَّسَة	institution	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
معرض	utställning	مَعرِض	utställning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
معرض	galleri	مَعرِض	galleri	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
معرض	utställning	مَعرِض	utställning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
وجد	hittade	وَجَد	hitta	V;PFV;MASC;SG;3;ACT	V;IND;PST;FIN;ACT
قواعد	regler	قَاعِدَة	regel	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
قواعد	bestämmelser	قَاعِدَة	bestämmelse	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
الفصل	kapitlet	فَصل	kapitel	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
الفصل	klassen	فَصل	klass	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
المؤسسات	institutionerna	مُؤَسَّسَة	institution	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
عربي	arabisk	عَرَبِيّ	arabisk	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
عربي	arabisk	عَرَبِيّ	arabisk	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
النص	texten	نَصّ	text	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
فوز	win	فَوز	pi	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
فوز	vinst	فَوز	vinst	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
يصبح	blir	أَصبَح	bli	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
يصبح	blivit	أَصبَح	bli	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;V.CVB;ACT
يصبح	blir	أَصبَح	bli	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
وصفت	beskrivs	وَصَف	beskriva	V;PFV;FEM;SG;3;PASS	V;IND;PRS;FIN;PASS
الكاثوليكية	katolicismen	كَاثُولِيكِيّ	katolicism	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
دخول	inresa	دُخُول	inresa	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
دخول	post	دُخُول	post	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
دخول	inträde	دُخُول	inträde	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
دخول	ingång	دُخُول	ingång	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الجامعات	universiteten	جَامِعَة	universitet	N;NOM;DEF;PL	N;NOM;DEF;NEUT;PL
تعديل	edit	تَعدِيل	edit	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
البيت	hemmet	بَيت	hem	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
البيت	huset	بَيت	hus	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
الدائرة	cirkeln	دَائِرَة	cirkel	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
بذرة	seed	بِذرَة	seed	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
بذرة	frö	بِذرَة	frö	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
بذرة	utsäde	بِذرَة	utsäde	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
قلب	heart	قَلب	heart	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قلب	hjärta	قَلب	hjärta	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
الحاسوب	datorn	حَاسُوب	dator	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
قطع	skär	قَطَع	skära	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
قطع	skära	قَطَع	skära	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
قطع	klippa	قَطَع	klippa	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
مثال	exempel	مِثَال	exempel	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
تغير	ändring	تَغَيُّر	ändring	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تغير	förändring	تَغَيُّر	förändring	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
وصلت	anlände	وَصَل	anlände	V;PFV;FEM;SG;3;ACT	V;IND;PST;FIN;ACT
الموت	döden	مَوت	död	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
السلطات	myndigheterna	سُلطَة	myndighet	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
درجات	examina	دَرَجَة	examin	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
القيادة	kommandot	قِيَادَة	kommandod	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
المرضى	patienterna	مَرِيض	patient	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
تختلف	varierar	اِختَلَف	variera	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
رياضة	sport	رِيَاضَة	sport	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
رياضة	idrott	رِيَاضَة	idrott	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
رياضة	sport	رِيَاضَة	sport	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
رياضة	idrott	رِيَاضَة	idrott	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
رياضة	sports	رِيَاضَة	sport	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
فرنسي	fransk	فَرَنسِيّ	fransk	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
فرنسي	franskt	فَرَنسِيّ	fransk	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
النجم	stjärnan	نَجم	stjärna	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
معارك	strider	مَعرَكَة	strid	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
وكالة	agentur	وِكَالَة	agentur	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
وكالة	byrå	وِكَالَة	byrå	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
وقع	underteckna	وَقَع	undertecken	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
وقع	signera	وَقَع	signera	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
وجدت	hittade	وَجَد	hitta	V;PFV;FEM;SG;3;ACT	V;IND;PST;FIN;ACT
تجمع	rally	تَجَمُّع	rally	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تجمع	sammankomst	تَجَمُّع	sammankomst	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تجمع	insamling	تَجَمُّع	insamling	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تحويل	konvertering	تَحوِيل	konvertering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تحويل	omställning	تَحوِيل	omställning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تحويل	omvandling	تَحوِيل	omvandling	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تحويل	ombyggnad	تَحوِيل	ombyggnad	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تحويل	omvandling	تَحوِيل	omvandling	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تحويل	förvandling	تَحوِيل	förvandling	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
خلايا	celler	خَلِيَّة	cell	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
كلمات	texter	كَلِمَة	text	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مركب	båt	مركب	båt	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
مركب	förening	مركب	förening	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
فردي	individuell	فَردِيّ	individuell	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
مراحل	etapper	مَرحَلَة	etapp	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مراحل	faser	مَرحَلَة	fas	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مراحل	stadier	مَرحَلَة	stadium	N;NOM;INDF;PL	N;NOM;INDF;NEUT;PL
مراحل	etapper	مَرحَلَة	etapp	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مراحل	faser	مَرحَلَة	fas	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مراكز	centra	مَركَز	centrum	N;NOM;INDF;PL	N;NOM;INDF;NEUT;PL
مراكز	centra	مَركَز	centrum	N;NOM;INDF;PL	N;NOM;INDF;NEUT;PL
العائلة	familjen	عَائِلَة	familj	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
فهم	förstår	فَهِم	förstå	V;PFV;MASC;SG;3;ACT	V;IND;PRS;FIN;ACT
فهم	förstå	فَهِم	förstå	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
فهم	förstå	فَهِم	förstå	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
معايير	kriterier	مِعيَار	kriterium	N;NOM;INDF;PL	N;NOM;INDF;NEUT;PL
معايير	standarder	مِعيَار	standard	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
معايير	normer	مِعيَار	norm	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
عامل	faktor	عَامِل	faktor	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
طويل	lång	طَوِيل	lång	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
طويل	lång	طَوِيل	lång	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
حديث	hadith	حَدِيث	hadith	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
النمو	tillväxten	نُمُوّ	tillväxt	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
الساحل	kusten	سَاحِل	kust	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
قديمة	gammal	قَدِيم	gammal	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
قديمة	gammalt	قَدِيم	gammal	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
ثنائي	binär	ثُنَائِيّ	binär	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
معالجة	beredning	مُعَالَجَة	beredning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
معالجة	förädling	مُعَالَجَة	förädling	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
معالجة	bearbetning	مُعَالَجَة	bearbetning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
معالجة	behandling	مُعَالَجَة	behandling	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
وطنية	nationellt	وَطَنِيّ	nationell	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
وطنية	nationell	وَطَنِيّ	nationell	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
قياس	mätning	قِيَاس	mätning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قياس	åtgärd	قِيَاس	åtgärd	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قياس	mätning	قِيَاس	mätning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قياس	värdering	قِيَاس	värdering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قياس	mått	قِيَاس	mått	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
شعبية	popular	شَعبِيَّة	popul	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
شعبية	popularitet	شَعبِيَّة	popularitet	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تسبب	orsakar	تَسَبَّب	orsak	V;PFV;MASC;SG;3;ACT	V;IND;PRS;FIN;ACT
بطل	champ	بَطَل	champ	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
بطل	hero	بَطَل	hero	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
بطل	hjälte	بَطَل	hjälte	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
بطل	förkämpe	بَطَل	förkämpe	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
بطل	champion	بَطَل	champion	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
بطل	mästare	بَطَل	mäst	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
علمية	vetenskapligt	عِلمِيّ	vetenskaplig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
علمية	vetenskaplig	عِلمِيّ	vetenskaplig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
الاتصالات	kontakterna	اِتِّصَال	kontakt	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
لوحة	tavla	لَوحَة	tavla	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
لوحة	målning	لَوحَة	målning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
محتوى	innehåll	مُحتَوَى	innehåll	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
الملكة	drottningen	مَلِكَة	drottning	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
رئاسة	ordförandeskap	رِئَاسَة	ordförandeskap	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
المجموعات	grupperna	مَجمُوعَة	grupp	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
مسلمون	muslimer	مُسلِم	muslim	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
المقاومة	motståndsrörelsen	مُقَاوَمَة	motståndsrörelse	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
سقوط	fall	سُقُوط	fall	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
سقوط	höst	سُقُوط	höst	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
مساعدة	hjälp	مُسَاعَدَة	hjälp	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الدستور	grundlagen	دُستُور	grundlag	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
الدستور	konstitutionen	دُستُور	konstitution	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
التقنية	tekniken	تَقنِيَّة	teknik	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
التقنية	tekniken	تَقنِيَّة	teknik	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
تعليم	undervisning	تَعلِيم	undervisning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تعليم	utbildning	تَعلِيم	utbildning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
القرار	beslutet	قَرَار	beslut	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
سيارة	bil	سَيَّارَة	bil	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الجماعة	församlingen	جَمَاعَة	församling	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
الجماعة	communityn	جَمَاعَة	communityn	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
الجماعة	gemenskapen	جَمَاعَة	gemenskap	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
وصلة	länk	وِصلَة	länk	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
رابطة	förening	رَابِطَة	förening	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
رابطة	association	رَابِطَة	association	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
المنتج	produkten	مُنتَج	produkt	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
نشاط	verksamhet	نَشَاط	verksamhet	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
نشاط	aktivitet	نَشَاط	aktivitet	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ليلة	night	لَيلَة	night	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ليلة	kväll	لَيلَة	kväll	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ليلة	natt	لَيلَة	natt	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تعريف	definition	تَعرِيف	definition	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
حجة	argumentation	حُجَّة	argumentation	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
حجة	gräl	حُجَّة	gräl	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
بحث	sök	بَحَث	sök	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
بحث	söka	بَحَث	söka	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
بحث	forska	بَحَث	forsk	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
قصص	händelser	قِصَّة	händelse	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
قصص	historier	قِصَّة	historia	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
قصص	berättelser	قِصَّة	berättelse	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مجالات	domäner	مَجَال	domän	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مجالات	områden	مَجَال	område	N;NOM;INDF;PL	N;NOM;INDF;NEUT;PL
الحقيقة	sanningen	حَقِيقَة	sanning	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
الحجم	storleken	حَجم	storlek	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
تصوير	fotografering	تَصوِير	fotografering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تصوير	fotografi	تَصوِير	fotografi	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
شيخ	shejk	شَيخ	shejk	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تقدر	uppskattas	قَدَّر	uppskatta	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;NFIN;PASS
منتج	produkt	مُنتَج	produkt	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
منتج	producent	مُنتَج	producent	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
انتشار	spridning	اِنتِشَار	spridning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
انتشار	spridning	اِنتِشَار	spridning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
مسلم	muslim	مُسلِم	muslim	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
عسكري	militärt	عَسكَرِيّ	militär	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
كاملة	fullständig	كَامِل	fullständig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
كاملة	full	كَامِل	full	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
كاملة	komplett	كَامِل	komplett	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
كاملة	fullständig	كَامِل	fullständig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
تصبح	blivit	أَصبَح	bli	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;V.CVB;ACT
تصبح	blir	أَصبَح	bli	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;PRS;FIN;ACT
بدء	start	بَدء	star	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
الصحافة	pressen	صَحَافَة	press	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
صحيح	sann	صَحِيح	sann	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
مساهمات	ingångar	مُسَاهَمَة	ingång	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
رسوم	ritningar	رَسم	ritning	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
رسوم	teckningar	رَسم	teckning	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
رسوم	avgifter	رَسم	avgift	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مستقلة	självständig	مُستَقِلّ	självständig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
مستقلة	oberoende	مُستَقِلّ	oberoende	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
مستقلة	självständigt	مُستَقِلّ	självständig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
مستقلة	fristående	مُستَقِلّ	fristående	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
مستقلة	självständig	مُستَقِلّ	självständig	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
مستقلة	självstyrande	مُستَقِلّ	självstyrande	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
مستقلة	autonom	مُستَقِلّ	autonom	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
قرر	bestämde	قَرَّر	bestämde	V;PFV;MASC;SG;3;ACT	V;IND;PST;FIN;ACT
قرر	beslutade	قَرَّر	besluta	V;PFV;MASC;SG;3;ACT	V;IND;PST;FIN;ACT
قرر	beslöt	قَرَّر	besluta	V;PFV;MASC;SG;3;ACT	V;IND;PST;FIN;ACT
قرر	besluta	قَرَّر	besluta	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
قرر	bestämma	قَرَّر	bestämma	V;PFV;MASC;SG;3;ACT	V;NFIN;ACT
تحول	omvandla	تَحَوَّل	omvandla	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
تحول	konvertera	تَحَوَّل	konvertera	V;PFV;MASC;SG;3;ACT	V;IMP;NFIN;ACT
تحول	förvandla	تَحَوَّل	förvandla	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
تحول	omvandla	تَحَوَّل	omvandla	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
قدرة	förmåga	قُدرَة	förmåga	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قدرة	kapacitet	قُدرَة	kapacitet	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
قدرة	förmåga	قُدرَة	förmåga	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
طبقة	skikt	طَبَقَة	skikt	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
النتائج	resultaten	نَتِيجَة	resultat	N;NOM;DEF;PL	N;NOM;DEF;NEUT;PL
النتائج	slutsatserna	نَتِيجَة	slutsats	N;NOM;DEF;PL	N;NOM;DEF;MASC+FEM;PL
المحور	navet	مِحوَر	nav	N;NOM;DEF;SG	N;NOM;DEF;NEUT;SG
المحور	axeln	مِحوَر	axel	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
تسجيل	registrering	تَسجِيل	registrering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تسجيل	inspelning	تَسجِيل	inspelning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تسجيل	rekord	تَسجِيل	rekord	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
تسجيل	record	تَسجِيل	record	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
تسجيل	register	تَسجِيل	regist	N;NOM;INDF;SG	N;NOM;INDF;NEUT;SG
تسجيل	registrering	تَسجِيل	registrering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
تسجيل	inskrivning	تَسجِيل	inskrivning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
استخدم	använda	اِستَخدَم	använda	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
استخدم	använd	اِستَخدَم	använda	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
استخدم	använda	اِستَخدَم	använda	V;PFV;MASC;SG;3;ACT	V;IMP;FIN;ACT
استخدم	använt	اِستَخدَم	använda	V;PFV;MASC;SG;3;ACT	V;V.CVB;ACT
سيرة	biografi	سِيرَة	biografi	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
المصطلح	termen	المصطلح	term	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
المصطلح	terminologin	المصطلح	terminologi	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
ميداليات	medaljer	مِيدَالِيَات	medalj	N;NOM;INDF;PL	N;NOM;INDF;MASC+FEM;PL
مرور	passage	مُرُور	passage	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
المستقبل	framtiden	مُستَقبَل	framtid	N;NOM;DEF;SG	N;NOM;DEF;MASC+FEM;SG
توقيع	signering	تَوقِيع	signering	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
توقيع	signatur	تَوقِيع	signatur	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
توقيع	underskrift	تَوقِيع	underskrift	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
توقيع	namnteckning	تَوقِيع	namnteckning	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
سلام	frid	سَلَام	frid	N;NOM;INDF;SG	N;NOM;INDF;MASC+FEM;SG
