dan	y	dan	y	CONJ	CONJ
pribadi	personal	pribadi	personal	ADJ;SG	ADJ;SG
pribadi	privado	pribadi	privado	ADJ;SG	ADJ;MASC;SG;V.PTCP
pribadi	privada	pribadi	privado	ADJ;SG	ADJ;FEM;SG;V.PTCP
penelitian	investigación	pentelitian	investigación	N;SG	N;FEM;SG
penelitian	investigacion	pentelitian	investigacion	N;SG	N;FEM;SG
internet	internet	internet	internet	N;SG	N;SG
divisi	division	divisi	division	N;SG	N;FEM;SG
divisi	división	divisi	división	N;SG	N;FEM;SG
menit	minuto	menit	minuto	N;SG	N;MASC;SG
uang	dinero	uang	dinero	N;SG	N;MASC;SG
uang	money	uang	money	N;SG	N
pohon	árbol	pohon	árbol	N;SG	N;MASC;SG
pohon	arbol	pohon	arbol	N;SG	N;MASC;SG
memilih	seleccionando	menpilih	seleccionar	V;SG;ACT	V;V.MSDR
memilih	seleccionar	menpilih	seleccionar	V;SG;ACT	V;NFIN
memilih	escoger	menpilih	escoger	V;SG;ACT	V;NFIN
memilih	elegir	menpilih	elegir	V;SG;ACT	V;NFIN
memilih	escogiendo	menpilih	escoger	V;SG;ACT	V;V.MSDR
memilih	eligiendo	menpilih	elegir	V;SG;ACT	V;V.MSDR
kemampuan	capacidad	kemampuan	capacidad	N;SG	N;FEM;SG
kemampuan	habilidad	kemampuan	habilidad	N;SG	N;FEM;SG
kemampuan	capacidad	kemampuan	capacidad	N;SG	N;FEM;SG
kemampuan	capacidad	kemampuan	capacidad	N;SG	N;FEM;SG
kemampuan	habilidad	kemampuan	habilidad	N;SG	N;FEM;SG
kemampuan	destreza	kemampuan	destreza	N;SG	N;FEM;SG
keadaan	state	keadaan	state	N;SG	N
keadaan	estado	keadaan	estado	N;SG	N;MASC;SG
dusun	pueblo	dusun	pueblo	N;SG	N;MASC;SG
dusun	villa	dusun	villa	N;SG	N;FEM;SG
dusun	aldea	dusun	aldea	N;SG	N;FEM;SG
medan	terreno	medan	terreno	N;SG	N;MASC;SG
medan	medan	medan	medar	N;SG	N;MASC;SG
medan	field	medan	field	N;SG	N
medan	campo	medan	campo	N;SG	N;MASC;SG
file	files	file	fil	N;SG	N
file	fichero	file	fichero	N;SG	N;MASC;SG
file	expediente	file	expediente	N;SG	N;MASC;SG
file	archivo	file	archivo	N;SG	N;MASC;SG
keputusan	decision	keputusan	decisionr	N;SG	N;FEM;SG
keputusan	decisión	keputusan	decisión	N;SG	N;FEM;SG
kematian	fallecimiento	kematian	fallecimiento	N;SG	N;MASC;SG
kematian	death	kematian	death	N;SG	N
kematian	muerte	kematian	muerte	N;SG	N;FEM;SG
kematian	defunción	kematian	defunción	N;SG	N;FEM;SG
berat	pesado	berat	pesado	ADJ;SG	ADJ;MASC;SG;V.PTCP
berat	pesada	berat	pesado	ADJ;SG	ADJ;FEM;SG;V.PTCP
lokal	local	lokal	local	ADJ;SG	ADJ;SG
memberi	dandole	menberi	dandole	V;SG;ACT	V;V.MSDR
memberi	regalando	menberi	regalar	V;SG;ACT	V;V.MSDR
memberi	dando	menberi	dar	V;SG;ACT	V;V.MSDR
memberi	dar	menberi	dar	V;SG;ACT	V;NFIN
daun	daun	daun	daun	N;SG	N;MASC;SG
daun	hoja	daun	hoja	N;SG	N;FEM;SG
daun	leaf	daun	leaf	N;SG	N;MASC;SG
batas	frontera	batas	frontera	N;SG	N;FEM;SG
batas	borde	batas	borde	N;SG	N;MASC;SG
batas	límite	batas	límite	N;SG	N;MASC;SG
batas	límite	batas	límite	N;SG	N;MASC;SG
batas	frontera	batas	frontera	N;SG	N;FEM;SG
berita	noticia	berita	noticia	N;SG	N;FEM;SG
berita	historia	berita	historia	N;SG	N;FEM;SG
berita	story	berita	story	N;SG	N
ayat	verso	ayat	verso	N;SG	N;MASC;SG
ayat	estrofa	ayat	estrofar	N;SG	N;FEM;SG
ayat	versículo	ayat	versículo	N;SG	N;MASC;SG
perangkat	dispositivo	perangkat	dispositivo	N;SG	N;MASC;SG
meninggalkan	dejar	mentinggalkan	dejar	V;SG;ACT	V;NFIN
meninggalkan	abandonando	mentinggalkan	abandonar	V;SG;ACT	V;V.MSDR
meninggalkan	saliendo	mentinggalkan	salir	V;SG;ACT	V;V.MSDR
meninggalkan	dejando	mentinggalkan	dejar	V;SG;ACT	V;V.MSDR
kondisi	condicion	kondisi	condicionr	N;SG	N;FEM;SG
kondisi	estado	kondisi	estado	N;SG	N;MASC;SG
kondisi	condición	kondisi	condición	N;SG	N;FEM;SG
senjata	armamento	senjata	armamento	N;SG	N;MASC;SG
senjata	arma	senjata	arma	N;SG	N;FEM;SG
senjata	gun	senjata	gun	N;SG	N
senjata	pistola	senjata	pistola	N;SG	N;FEM;SG
senjata	arma	senjata	arma	N;SG	N;FEM;SG
senjata	guns	senjata	guns	N;SG	N
mudah	facil	mudah	facil	ADJ;SG	ADJ;SG
mudah	sencilla	mudah	sencillo	ADJ;SG	ADJ;FEM;SG
mudah	fácil	mudah	fácil	ADJ;SG	ADJ;SG
mudah	sencillo	mudah	sencillo	ADJ;SG	ADJ;MASC;SG
menengah	medium	menengah	medium	N;SG	N
menengah	médium	menengah	médium	N;SG	N;MASC;SG
menengah	intermediario	menengah	intermediario	N;SG	N;MASC;SG
fungsi	función	fungsi	función	N;SG	N;FEM;SG
aktris	actriz	aktris	actriz	N;SG	N;FEM;SG
berlangsung	dure	berlangsung	durar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
dewasa	crecido	dewasa	crecido	ADJ;SG	ADJ;MASC;SG;V.PTCP
dewasa	adulto	dewasa	adulto	ADJ;SG	ADJ;MASC;SG
dewasa	adulta	dewasa	adultar	ADJ;SG	ADJ;FEM;SG
dewasa	madura	dewasa	maduro	ADJ;SG	ADJ;FEM;SG
dewasa	maduro	dewasa	maduro	ADJ;SG	ADJ;MASC;SG
membangun	construyendo	menbangun	construir	V;SG;ACT	V;V.MSDR
membangun	construya	menbangun	construir	V;SG;ACT	V;IMP;SG;3;FIN
membangun	construir	menbangun	construir	V;SG;ACT	V;NFIN
membangun	construye	menbangun	construir	V;SG;ACT	V;IND;SG;3;PRS;FIN
membangun	construir	menbangun	construir	V;SG;ACT	V;NFIN
membangun	construye	menbangun	construir	V;SG;ACT	V;IND;SG;3;PRS;FIN
rasa	sabor	rasa	sabor	N;SG	N;MASC;SG
rasa	gusto	rasa	gusto	N;SG	N;MASC;SG
rasa	sabor	rasa	sabor	N;SG	N;MASC;SG
rasa	rasa	rasa	rasa	N;SG	N;FEM;SG
layanan	servicio	layanan	servicio	N;SG	N;MASC;SG
pindah	moviendo	pindah	mover	V;SG;ACT	V;V.MSDR
pindah	mover	pindah	mover	V;SG;ACT	V;NFIN
pindah	muévete	pindah	muévete	V;SG;ACT	V;IND;SG;2;PRS;FIN
kimia	chemical	kimia	chemical	N;SG	N;SG
kimia	química	kimia	química	N;SG	N;FEM;SG
kimia	quimica	kimia	quimicar	N;SG	N;FEM;SG
kimia	química	kimia	química	N;SG	N;FEM;SG
perlu	necesitar	perlu	necesitar	V;SG;ACT	V;NFIN
perlu	necesito	perlu	necesitar	V;SG;ACT	V;IND;SG;1;PRS;FIN
perlu	necesita	perlu	necesitar	V;SG;ACT	V;IND;SG;3;PRS;FIN
naskah	manuscrito	naskah	manuscrito	N;SG	N;MASC;SG
naskah	script	naskah	script	N;SG	N;MASC;SG
naskah	guion	naskah	guion	N;SG	N;MASC;SG
naskah	guión	naskah	guión	N;SG	N;MASC;SG
barang	mercadería	barang	mercadería	N;SG	N;FEM;SG
barang	mercancía	barang	mercancía	N;SG	N;FEM;SG
barang	elemento	barang	elemento	N;SG	N;MASC;SG
barang	artículo	barang	artículo	N;SG	N;MASC;SG
majalah	cargador	majalah	cargador	N;SG	N;MASC;SG
majalah	magazine	majalah	magazine	N;SG	N;SG
majalah	revista	majalah	revista	N;SG	N;FEM;SG
enam	seis	enam	seis	NUM	NUM;PL
suci	santa	suci	santo	ADJ;SG	ADJ;FEM;SG
suci	sagrado	suci	sagrado	ADJ;SG	ADJ;MASC;SG
suci	sagrada	suci	sagrado	ADJ;SG	ADJ;FEM;SG
populasi	población	populasi	población	N;SG	N;FEM;SG
ayah	papá	ayah	papá	N;SG	N;MASC;SG
ayah	papa	ayah	papa	N;SG	N;MASC;SG
ayah	papá	ayah	papá	N;SG	N;MASC;SG
ayah	padre	ayah	padre	N;SG	N;MASC;SG
peringkat	clasificación	peringkat	clasificación	N;SG	N;FEM;SG
peringkat	habilitación	peringkat	habilitación	N;SG	N;FEM;SG
peringkat	calificación	peringkat	calificación	N;SG	N;FEM;SG
peringkat	rating	peringkat	rating	N;SG	N;SG
peringkat	rango	peringkat	rango	N;SG	N;MASC;SG
jatuh	cayendo	jatuh	caer	V;SG;ACT	V;V.MSDR
jatuh	cae	jatuh	caer	V;SG;ACT	V;IND;SG;3;PRS;FIN
penuh	lleno	penuh	lleno	ADJ;SG	ADJ;MASC;SG
penuh	llena	penuh	lleno	ADJ;SG	ADJ;FEM;SG
penuh	plena	penuh	pleno	ADJ;SG	ADJ;FEM;SG
penuh	completo	penuh	completo	ADJ;SG	ADJ;MASC;SG
penyakit	enfermedad	pensakit	enfermedad	N;SG	N;FEM;SG
penyakit	enfermedad	pensakit	enfermedad	N;SG	N;FEM;SG
penyakit	enfermedad	pensakit	enfermedad	N;SG	N;FEM;SG
komunitas	comunidad	komunitas	comunidad	N;SG	N;FEM;SG
kasus	case	kasus	case	N;SG	N
kasus	caso	kasus	caso	N;SG	N;MASC;SG
kasus	estuche	kasus	estuche	N;SG	N;MASC;SG
kasus	cases	kasus	case	N;SG	N
populer	popular	populer	popular	ADJ;SG	ADJ;SG
komunikasi	comunicacion	komunikasi	comunicacion	N;SG	N;FEM;SG
komunikasi	comunicación	komunikasi	comunicación	N;SG	N;FEM;SG
komunikasi	comunicacion	komunikasi	comunicacion	N;SG	N;FEM;SG
komunikasi	comunicación	komunikasi	comunicación	N;SG	N;FEM;SG
tambahan	adición	tambahan	adición	N;SG	N;FEM;SG
tambahan	complemento	tambahan	complemento	N;SG	N;MASC;SG
tambahan	suplemento	tambahan	suplemento	N;SG	N;MASC;SG
memperoleh	adquiera	menperoleh	adquirir	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
memperoleh	adquiere	menperoleh	adquirir	V;SG;ACT	V;IND;SG;3;PRS;FIN
memperoleh	adquirir	menperoleh	adquirir	V;SG;ACT	V;NFIN
istri	esposa	istri	esposa	N;SG	N;FEM;SG
istri	mujer	istri	mujer	N;SG	N;FEM;SG
judul	titular	judul	titular	N;SG	N;MASC;SG
judul	cabecera	judul	cabecera	N;SG	N;FEM;SG
judul	encabezamiento	judul	encabezamiento	N;SG	N;MASC;SG
judul	titulo	judul	titulo	N;SG	N;MASC;SG
judul	título	judul	título	N;SG	N;MASC;SG
bebas	libre	bebas	libre	ADJ;SG	ADJ;SG
bebas	gratuito	bebas	gratuito	ADJ;SG	ADJ;MASC;SG
wisata	turismo	wisata	turismo	N;SG	N;MASC;SG
wisata	viaje	wisata	viaje	N;SG	N;MASC;SG
wisata	recorrido	wisata	recorrido	N;SG	N;MASC;SG
wisata	tour	wisata	tour	N;SG	N;MASC;SG
wisata	gira	wisata	gira	N;SG	N;FEM;SG
bantuan	asistencia	bantuan	asistencia	N;SG	N;FEM;SG
bantuan	ayuda	bantuan	ayuda	N;SG	N;FEM;SG
bandara	aeropuerto	bandara	aeropuerto	N;SG	N;MASC;SG
tampil	aparecer	tampil	aparecer	V;SG;ACT	V;NFIN
tampil	realizar	tampil	realizar	V;SG;ACT	V;NFIN
tampil	realizando	tampil	realizar	V;SG;ACT	V;V.MSDR
emas	oro	emas	oro	N;SG	N;MASC;SG
emas	golden	emas	golden	N;SG	N;MASC;SG
emas	oro	emas	oro	N;SG	N;MASC;SG
emas	gold	emas	gold	N;SG	N
meraih	agarrando	menraih	agarrar	V;SG;ACT	V;V.MSDR
meraih	agarró	menraih	agarrar	V;SG;ACT	V;IND;SG;3;PST;FIN
meraih	logrando	menraih	lograr	V;SG;ACT	V;V.MSDR
meraih	lograr	menraih	lograr	V;SG;ACT	V;NFIN
olahraga	entrenamiento	olahraga	entrenamiento	N;SG	N;MASC;SG
olahraga	sport	olahraga	sport	N;SG	N
olahraga	deporte	olahraga	deporte	N;SG	N;MASC;SG
olahraga	deporte	olahraga	deporte	N;SG	N;MASC;SG
bisnis	empresa	bisnis	empresa	N;SG	N;FEM;SG
bisnis	negocio	bisnis	negocio	N;SG	N;MASC;SG
titik	punta	titik	punta	N;SG	N;FEM;SG
titik	point	titik	point	N;SG	N
titik	punto	titik	punto	N;SG	N;MASC;SG
unsur	elemento	unsur	elemento	N;SG	N;MASC;SG
pria	men	pria	men	N;SG	N
pria	man	pria	man	N;SG	N
pria	hombre	pria	hombre	N;SG	N;MASC;SG
lapangan	field	lapangan	field	N;SG	N
lapangan	campo	lapangan	campo	N;SG	N;MASC;SG
lapangan	brea	lapangan	brea	N;SG	N;FEM;SG
pengetahuan	conocimiento	pengetahuan	conocimiento	N;SG	N;MASC;SG
mendukung	apoyo	mendukung	apoyo	N;SG;ACT	N;MASC;SG
mendukung	soporte	mendukung	soporte	N;SG;ACT	N;MASC;SG
svg	svg	svg	svg	N	N;MASC;SG
kebijakan	póliza	kebijakan	póliza	N;SG	N;FEM;SG
kebijakan	politica	kebijakan	politica	N;SG	N;FEM;SG
kebijakan	política	kebijakan	política	N;SG	N;FEM;SG
struktur	estructura	struktur	estructura	N;SG	N;FEM;SG
terpilih	votó	terpilih	votar	V;SG;PASS	V;IND;SG;3;PST;FIN
oksigen	oxigeno	oksigen	oxigeno	N;SG	N;MASC;SG
oksigen	oxígeno	oksigen	oxígeno	N;SG	N;MASC;SG
terbuka	abrir	terbuka	abrir	V;SG	V;NFIN
terbuka	abre	terbuka	abrir	V;SG	V;IND;SG;3;PRS;FIN
terbuka	abra	terbuka	abrir	V;SG	V;IMP;SG;3;FIN
terbuka	abre	terbuka	abrir	V;SG	V;IND;SG;3;PRS;FIN
memutuskan	decidir	menputuskan	decidir	V;SG;ACT	V;NFIN
memutuskan	decidiendo	menputuskan	decidir	V;SG;ACT	V;V.MSDR
memutuskan	decidió	menputuskan	decidir	V;SG;ACT	V;IND;SG;3;PST;FIN
memutuskan	decidir	menputuskan	decidir	V;SG;ACT	V;NFIN
memutuskan	decida	menputuskan	decidir	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
memutuskan	decide	menputuskan	decidir	V;SG;ACT	V;IND;SG;3;PRS;FIN
memutuskan	decide	menputuskan	decidir	V;SG;ACT	V;IND;SG;3;PRS;FIN
bertemu	conozca	bertemu	conocer	V;SG;ACT	V;IMP;SG;3;FIN
bertemu	conocer	bertemu	conocer	V;SG;ACT	V;NFIN
sastra	literarios	sastra	literario	N	N;MASC;PL
sastra	literatura	sastra	literatura	N	N;FEM;SG
ibukota	capital	ibukota	capital	N;SG	N;FEM;SG
edisi	edición	edisi	edición	N;SG	N;FEM;SG
edisi	edition	edisi	edition	N;SG	N;MASC;SG
laboratorium	laboratorio	laboratorium	laboratorio	N	N;MASC;SG
laboratorium	lab	laboratorium	lab	N	N
laboratorium	laboratorio	laboratorium	laboratorio	N	N;MASC;SG
laboratorium	laboratorios	laboratorium	laboratorio	N	N;MASC;PL
laboratorium	laboratorios	laboratorium	laboratorio	N	N;MASC;PL
peserta	participante	peserta	participante	N;SG	N;SG
cabang	ramal	cabang	ramal	N;SG	N;MASC;SG
cabang	rama	cabang	rama	N;SG	N;FEM;SG
cabang	sucursal	cabang	sucursal	N;SG	N;FEM;SG
hotel	hotel	hotel	hotel	N;SG	N;MASC;SG
segera	inmediatamente	segera	inmediatamente	ADV	ADV
segera	pronto	segera	pronto	ADV	ADV
segera	próximamente	segera	próximamente	ADV	ADV
novel	novela	novel	novela	N	N;FEM;SG
novel	novelas	novel	novela	N	N;FEM;PL
sifat	adjetivo	sifat	adjetivo	N;SG	N;MASC;SG
sifat	rasgo	sifat	rasgo	N;SG	N;MASC;SG
tulisan	redacción	tulisan	redacción	N;SG	N;FEM;SG
tulisan	escritura	tulisan	escritura	N;SG	N;FEM;SG
listrik	electricidad	listrik	electricidad	N;SG	N;FEM;SG
listrik	electricidad	listrik	electricidad	N;SG	N;FEM;SG
listrik	electrico	listrik	electrico	N;SG	N;MASC;SG
listrik	electrico	listrik	electrico	N;SG	N;MASC;SG
listrik	electrica	listrik	electrica	N;SG	N;FEM;SG
listrik	electricidad	listrik	electricidad	N;SG	N;FEM;SG
studio	estudio	studio	estudio	N;SG	N;MASC;SG
studio	studio	studio	studio	N;SG	N;MASC;SG
khas	típico	khas	típico	ADJ;SG	ADJ;MASC;SG
khas	típica	khas	típico	ADJ;SG	ADJ;FEM;SG
maskapai	aerolínea	maskapai	aerolínea	N	N;FEM;SG
maskapai	aerolíneas	maskapai	aerolínea	N	N;FEM;PL
perdagangan	comercio	perdagangan	comercio	N;SG	N;MASC;SG
perdagangan	trading	perdagangan	trading	N;SG	N
perdagangan	comercio	perdagangan	comercio	N;SG	N;MASC;SG
perdagangan	comercio	perdagangan	comercio	N;SG	N;MASC;SG
tradisi	tradición	tradisi	tradición	N;SG	N;FEM;SG
serangga	insecto	serangga	insecto	N;SG	N;MASC;SG
pos	postal	pos	postal	N;SG;ACT	N;MASC;SG
meminta	solicitando	menpinta	solicitar	V;SG;ACT	V;V.MSDR
meminta	solicitar	menpinta	solicitar	V;SG;ACT	V;NFIN
standar	predeterminado	standar	predeterminado	ADJ;SG	ADJ;MASC;SG;V.PTCP
standar	estándar	standar	estándar	ADJ;SG	ADJ;SG
energi	energia	energi	energia	N;SG	N;FEM;SG
energi	energía	energi	energía	N;SG	N;FEM;SG
meningkatkan	mejorando	mentingkatkan	mejorar	V;SG;ACT	V;V.MSDR
meningkatkan	aumentar	mentingkatkan	aumentar	V;SG;ACT	V;NFIN
meningkatkan	aumenta	mentingkatkan	aumentar	V;SG;ACT	V;IND;SG;3;PRS;FIN
meningkatkan	mejorando	mentingkatkan	mejorar	V;SG;ACT	V;V.MSDR
meningkatkan	mejorar	mentingkatkan	mejorar	V;SG;ACT	V;NFIN
meningkatkan	aumentar	mentingkatkan	aumentar	V;SG;ACT	V;NFIN
meningkatkan	incrementando	mentingkatkan	incrementar	V;SG;ACT	V;V.MSDR
meningkatkan	aumentando	mentingkatkan	aumentar	V;SG;ACT	V;V.MSDR
meningkatkan	mejore	mentingkatkan	mejorar	V;SG;ACT	V;IMP;SG;3;FIN
meningkatkan	mejorar	mentingkatkan	mejorar	V;SG;ACT	V;NFIN
darah	sangre	darah	sangre	N;SG	N;FEM;SG
darah	blood	darah	blood	N;SG	N
pasal	capitulo	pasal	capitular	N;SG	N;MASC;SG
pasal	capítulo	pasal	capítulo	N;SG	N;MASC;SG
pasal	articulo	pasal	articulo	N;SG	N;MASC;SG
pasal	artículo	pasal	artículo	N;SG	N;MASC;SG
siswa	alumna	siswa	alumna	N;SG	N;FEM;SG
siswa	alumno	siswa	alumno	N;SG	N;MASC;SG
siswa	estudiante	siswa	estudiante	N;SG	N;SG
jelas	despejado	jelas	despejar	ADJ;SG	ADJ;MASC;SG;V.PTCP
keuangan	financiación	keuangan	financiación	N;SG	N;FEM;SG
keuangan	financiamiento	keuangan	financiamiento	N;SG	N;MASC;SG
memang	ciertamente	memang	ciertamente	ADV	ADV
memang	efectivamente	memang	efectivamente	ADV	ADV
asing	extraña	asing	extraño	ADJ;SG	ADJ;FEM;SG
asing	extraño	asing	extraño	ADJ;SG	ADJ;MASC;SG
asing	extranjera	asing	extranjero	ADJ;SG	ADJ;FEM;SG
kemungkinan	probabilidad	kemungkinan	probabilidad	N;SG	N;FEM;SG
kemungkinan	posibilidad	kemungkinan	posibilidad	N;SG	N;FEM;SG
imam	imam	imam	imam	N;SG	N;MASC;SG
imam	imán	imam	imán	N;SG	N;MASC;SG
imam	sacerdote	imam	sacerdote	N;SG	N;MASC;SG
imam	cura	imam	cura	N;SG	N;MASC;SG
tunggal	sencillo	tunggal	sencillo	ADJ;SG	ADJ;MASC;SG
tunggal	singular	tunggal	singular	ADJ;SG	ADJ;SG
berakhir	finaliza	berakhir	finalizar	V;SG;ACT	V;IND;SG;3;PRS;FIN
berakhir	termina	berakhir	terminar	V;SG;ACT	V;IND;SG;3;PRS;FIN
berakhir	terminando	berakhir	terminar	V;SG;ACT	V;V.MSDR
berakhir	terminó	berakhir	terminar	V;SG;ACT	V;IND;SG;3;PST;FIN
latin	latino	latin	latino	N	N;MASC;SG
latin	latin	latin	latin	N	N
latin	latín	latin	latín	N	N;MASC;SG
pimpinan	liderazgo	pimpinan	liderazgo	N;SG	N;MASC;SG
kebudayaan	cultivo	kebudayaan	cultivo	N;SG	N;MASC;SG
kebudayaan	cultura	kebudayaan	cultura	N;SG	N;FEM;SG
kebudayaan	cultura	kebudayaan	cultura	N;SG	N;FEM;SG
kemerdekaan	freedom	kemerdekaan	freedom	N;SG	N;MASC;SG
kemerdekaan	libertad	kemerdekaan	libertad	N;SG	N;FEM;SG
kemerdekaan	autonomía	kemerdekaan	autonomía	N;SG	N;FEM;SG
kemerdekaan	independencia	kemerdekaan	independencia	N;SG	N;FEM;SG
berusaha	intentando	berusaha	intentar	V;SG;ACT	V;V.MSDR
berusaha	probando	berusaha	probar	V;SG;ACT	V;V.MSDR
berusaha	tratando	berusaha	tratar	V;SG;ACT	V;V.MSDR
publik	público	publik	público	N	N;MASC;SG
sutradara	directora	sutradara	directora	N;SG	N;FEM;SG
sutradara	director	sutradara	director	N;SG	N;MASC;SG
angka	número	angka	número	N;SG	N;MASC;SG
angka	numero	angka	numero	N;SG	N;MASC;SG
apabila	cuando	apabila	cuando	CONJ	CONJ
jurusan	concentración	jurusan	concentración	N;SG	N;FEM;SG
jurusan	comandante	jurusan	comandante	N;SG	N;SG
jurusan	major	jurusan	major	N;SG	N
menggantikan	reemplaza	mengantikan	reemplazar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menggantikan	sustituye	mengantikan	sustituir	V;SG;ACT	V;IND;SG;3;PRS;FIN
menggantikan	desplazar	mengantikan	desplazar	V;SG;ACT	V;NFIN
menggantikan	sustituya	mengantikan	sustituir	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menggantikan	sustituir	mengantikan	sustituir	V;SG;ACT	V;NFIN
menggantikan	reemplazar	mengantikan	reemplazar	V;SG;ACT	V;NFIN
lembab	húmedo	lembab	húmedo	ADJ;SG	ADJ;MASC;SG
lembab	húmeda	lembab	húmedo	ADJ;SG	ADJ;FEM;SG
lembab	húmedo	lembab	húmedo	ADJ;SG	ADJ;MASC;SG
lembab	húmeda	lembab	húmedo	ADJ;SG	ADJ;FEM;SG
latar	trasfondo	latar	trasfondo	N;SG	N;MASC;SG
latar	fondo	latar	fondo	N;SG	N;MASC;SG
terbang	fly	terbang	fly	N;SG;ACT	N
terbang	mosca	terbang	mosca	N;SG;ACT	N;FEM;SG
terbang	flying	terbang	flying	N;SG;ACT	N;SG
terbang	vuelo	terbang	vuelo	N;SG;ACT	N;MASC;SG
konsep	concepto	konsep	concepto	N;SG	N;MASC;SG
konsep	borrador	konsep	borrador	N;SG	N;MASC;SG
konsep	draft	konsep	draft	N;SG	N;MASC;SG
konsep	borrador	konsep	borrador	N;SG	N;MASC;SG
mengembangkan	desarrolle	menkembangkan	desarrollar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
mengembangkan	desarrollarse	menkembangkan	desarrollar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
mengembangkan	desarrollar	menkembangkan	desarrollar	V;SG;ACT	V;NFIN
mengembangkan	desarrolla	menkembangkan	desarrollar	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengembangkan	desarrollando	menkembangkan	desarrollar	V;SG;ACT	V;V.MSDR
pengurus	administrador	penurus	administrador	N;SG	N;MASC;SG
merasa	sentir	menrasa	sentir	V;SG;ACT	V;NFIN
merasa	siente	menrasa	sentir	V;SG;ACT	V;IND;SG;3;PRS;FIN
merasa	siento	menrasa	sentir	V;SG;ACT	V;IND;SG;1;PRS;FIN
merasa	siente	menrasa	sentir	V;SG;ACT	V;IND;SG;3;PRS;FIN
merasa	sintiendo	menrasa	sentir	V;SG;ACT	V;V.MSDR
merasa	sentí	menrasa	sentir	V;SG;ACT	V;IND;SG;1;PST;FIN
danau	lago	danau	lago	N;SG	N;MASC;SG
danau	laguna	danau	laguna	N;SG	N;FEM;SG
muslim	musulmán	muslim	musulmán	N;SG	N;MASC;SG
muslim	musulmán	muslim	musulmán	N;SG	N;MASC;SG
area	superficie	area	superficie	N;SG	N;FEM;SG
area	zona	area	zona	N;SG	N;FEM;SG
area	area	area	area	N;SG	N;FEM;SG
area	área	area	área	N;SG	N;FEM;SG
tahu	conozca	tahu	conocer	V;SG	V;IMP;SG;3;FIN
tahu	saber	tahu	saber	V;SG	V;NFIN
tahu	sepa	tahu	saber	V;SG	V;IMP;SG;3;FIN
tahu	sé	tahu	saber	V;SG	V;IND;SG;1;PRS;FIN
bupati	regentes	bupati	regente	N	N;PL
ukuran	size	ukuran	sizar	N;SG	N
ukuran	talla	ukuran	talla	N;SG	N;FEM;SG
ukuran	tamaño	ukuran	tamaño	N;SG	N;MASC;SG
pilihan	elección	pilihan	elección	N;SG	N;FEM;SG
pilihan	opción	pilihan	opción	N;SG	N;FEM;SG
pilihan	choice	pilihan	choice	N;SG	N
mirip	parecido	mirip	parecido	ADJ;SG	ADJ;MASC;SG;V.PTCP
mirip	similar	mirip	similar	ADJ;SG	ADJ;SG
kulit	cuero	kulit	cuero	N;SG	N;MASC;SG
kulit	piel	kulit	piel	N;SG	N;FEM;SG
kulit	corteza	kulit	corteza	N;SG	N;FEM;SG
kulit	piel	kulit	piel	N;SG	N;FEM;SG
kulit	cutis	kulit	cuti	N;SG	N;MASC;SG
kulit	skin	kulit	skin	N;SG	N
kendaraan	vehículo	kendaraan	vehículo	N;SG	N;MASC;SG
kendaraan	vehiculo	kendaraan	vehiculo	N;SG	N;MASC;SG
direktur	directora	direktur	directora	N;SG	N;FEM;SG
direktur	director	direktur	director	N;SG	N;MASC;SG
pesan	mensajería	pesan	mensajería	N;SG	N;FEM;SG
pesan	mensaje	pesan	mensaje	N;SG	N;MASC;SG
pertengahan	middle	pertengahan	middle	N;SG	N
pertengahan	mid	pertengahan	mid	N;SG	N
diangkat	levantó	diangkat	levantar	V;SG;PASS	V;IND;SG;3;PST;FIN
tata	tata	tata	tata	N;SG;ACT	N;SG
tenaga	energia	tenaga	energia	N;SG	N;FEM;SG
tenaga	energía	tenaga	energía	N;SG	N;FEM;SG
tenaga	potencia	tenaga	potencia	N;SG	N;FEM;SG
tenaga	power	tenaga	power	N;SG	N
pertahanan	defensa	pertahanan	defensa	N;SG	N;SG
pertahanan	defensa	pertahanan	defensa	N;SG	N;SG
mengalahkan	venciendo	menkalahkan	vencer	V;SG;ACT	V;V.MSDR
mengalahkan	derrotando	menkalahkan	derrotar	V;SG;ACT	V;V.MSDR
mengalahkan	derrotar	menkalahkan	derrotar	V;SG;ACT	V;NFIN
mengalahkan	late	menkalahkan	late	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengalahkan	latiendo	menkalahkan	latir	V;SG;ACT	V;V.MSDR
menampilkan	mostrando	mentampilkan	mostrar	V;SG;ACT	V;V.MSDR
menampilkan	mostrando	mentampilkan	mostrar	V;SG;ACT	V;V.MSDR
menampilkan	muestra	mentampilkan	mostrar	V;SG;ACT	V;IND;SG;3;PRS;FIN
pekerjaan	empleo	pekerjaan	empleo	N;SG	N;MASC;SG
pekerjaan	trabajo	pekerjaan	trabajo	N;SG	N;MASC;SG
pekerjaan	obra	pekerjaan	obra	N;SG	N;FEM;SG
