kategória	categoria	kategória	categoria	N;NOM;FEM;SG	N;FEM;SG
doliny	vales	dolina	vale	N;NOM;FEM;PL	N;MASC;PL
auguste	auguste	augusta	auguste	N;INAN;NOM;MASC;SG	N;MASC;SG
auguste	augusto	augusta	augusto	N;INAN;NOM;MASC;SG	N;MASC;SG
auguste	august	augusta	august	N;INAN;NOM;MASC;SG	N;MASC;SG
auguste	agosto	augusta	agosto	N;INAN;NOM;MASC;SG	N;MASC;SG
konkrétne	específica	konkrétny	específico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
konkrétne	específico	konkrétny	específico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
hory	montanhas	hory	montanha	N;NOM;FEM;PL	N;FEM;PL
trón	trono	trón	trono	N;INAN;NOM;MASC;SG	N;MASC;SG
link	link	link	link	N;INAN;NOM;MASC;SG	N;MASC;SG
link	ligação	link	ligação	N;INAN;NOM;MASC;SG	N;FEM;SG
ochranu	proteção	ochrana	proteção	N;ACC;FEM;SG	N;FEM;SG
ochranu	protecção	ochrana	protecção	N;ACC;FEM;SG	N;FEM;SG
pôvodný	original	pôvodný	original	ADJ;INAN;NOM;MASC;SG	ADJ;MASC;SG
vojsk	tropas	vojsko	tropa	N;GEN;FEM;PL	N;FEM;PL
sonda	sonda	sonda	sondar	N;NOM;FEM;SG	N;FEM;SG
objavili	descobriram	objaviť	descobrir	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;PL;3;FIN
objavili	descobertos	objaviť	descobrir	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;MASC;PL;V.PTCP
divízie	divisões	divízia	divisão	N;NOM;FEM;PL	N;FEM;PL
symbol	símbolo	symbol	símbolo	N;INAN;NOM;MASC;SG	N;MASC;SG
symbol	simbolo	symbol	simbolo	N;INAN;NOM;MASC;SG	N;MASC;SG
jazykov	linguas	jazyk	lingua	N;INAN;GEN;MASC;PL	N;FEM;PL
jazykov	idiomas	jazyk	idiomo	N;INAN;GEN;MASC;PL	N;MASC;PL
jazykov	línguas	jazyk	língua	N;INAN;GEN;MASC;PL	N;FEM;PL
spája	conecta	spáj	conectar	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
spája	une	spáj	unir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
kobayashi	kobayashi	kobayas	kobayashi	N;ANIM;NOM;MASC;SG	N;MASC;SG
posádka	crew	posádka	crew	N;NOM;FEM;SG	N;MASC;SG
posádka	tripulação	posádka	tripulação	N;NOM;FEM;SG	N;FEM;SG
materiál	material	materiál	material	N;INAN;NOM;MASC;SG	N;MASC;SG
amerike	america	amerika	americar	N;DAT;FEM;SG	N;MASC;SG
amerike	américa	amerika	américo	N;DAT;FEM;SG	N;FEM;SG
lepšie	melhor	dobre	melhor	ADV;CMPR	ADV
rukou	mão	ruka	mão	N;INS;FEM;SG	N;FEM;SG
rukou	hand	ruka	hand	N;INS;FEM;SG	N;MASC;SG
marci	march	marec	march	N;INAN;ESS;MASC;SG	N;MASC;SG
marci	marcha	marec	marcha	N;INAN;ESS;MASC;SG	N;FEM;SG
marci	março	marec	março	N;INAN;ESS;MASC;SG	N;MASC;SG
marci	marci	marec	marci	N;INAN;ESS;MASC;SG	N;FEM;SG
forma	forma	forma	forma	N;NOM;FEM;SG	N;FEM;SG
forma	formulário	forma	formulário	N;NOM;FEM;SG	N;MASC;SG
kariéra	carreira	kariéra	carreira	N;NOM;FEM;SG	N;FEM;SG
kariéra	carreira	kariéra	carreira	N;NOM;FEM;SG	N;FEM;SG
severnom	setentrional	severný	setentrional	ADJ;ESS;NEUT;SG	ADJ;MASC;SG
slovakia	eslováquia	slovakie	eslováquia	N;NOM;NEUT;SG	N;FEM;SG
texty	textos	text	texto	N;INAN;NOM;MASC;PL	N;MASC;PL
texty	letras	text	letra	N;INAN;NOM;MASC;PL	N;FEM;PL
dni	dias	deň	dia	N;INAN;NOM;MASC;PL	N;MASC;PL
sondy	sondas	sonda	sonda	N;NOM;FEM;PL	N;FEM;PL
choroby	doenças	choroba	doença	N;NOM;FEM;PL	N;FEM;PL
choroby	doenças	choroba	doença	N;NOM;FEM;PL	N;FEM;PL
choroby	doenças	choroba	doença	N;NOM;FEM;PL	N;FEM;PL
choroby	doenças	choroba	doença	N;NOM;FEM;PL	N;FEM;PL
siete	redes	sieť	rede	N;NOM;FEM;PL	N;FEM;PL
siete	redes	sieť	rede	N;NOM;FEM;PL	N;FEM;PL
savoie	saboia	savod	saboia	N;NOM;FEM;SG	N;FEM;SG
jadro	core	jadro	core	N;NOM;NEUT;SG	N;MASC;SG
jadro	núcleo	jadro	núcleo	N;NOM;NEUT;SG	N;MASC;SG
jadro	núcleo	jadro	núcleo	N;NOM;NEUT;SG	N;MASC;SG
jadro	kernel	jadro	kernel	N;NOM;NEUT;SG	N;MASC;SG
jadro	núcleo	jadro	núcleo	N;NOM;NEUT;SG	N;MASC;SG
zariadenie	aparelho	zariadenie	aparelho	N;NOM;NEUT;SG	N;MASC;SG
zariadenie	dispositivo	zariadenie	dispositivo	N;NOM;NEUT;SG	N;MASC;SG
zariadenie	equipamento	zariadenie	equipamento	N;NOM;NEUT;SG	N;MASC;SG
zariadenie	montagem	zariadenie	montagem	N;NOM;NEUT;SG	N;FEM;SG
zariadenie	instalação	zariadenie	instalação	N;NOM;NEUT;SG	N;FEM;SG
zariadenie	facilidade	zariadenie	facilidade	N;NOM;NEUT;SG	N;FEM;SG
okruhu	circuito	okruh	circuito	N;INAN;GEN;MASC;SG	N;MASC;SG
nezávislosť	independência	nezávislosť	independência	N;NOM;FEM;SG	N;FEM;SG
nezávislosť	independence	nezávislosť	independence	N;NOM;FEM;SG	N;MASC;SG
výhry	vitórias	výhra	vitória	N;NOM;FEM;PL	N;FEM;PL
výhry	ganhos	výhra	ganho	N;NOM;FEM;PL	N;MASC;PL
federácia	federação	federácia	federação	N;NOM;FEM;SG	N;FEM;SG
ciest	caminhos	ciesto	caminho	N;GEN;FEM;PL	N;MASC;PL
ciest	estradas	ciesto	estrada	N;GEN;FEM;PL	N;FEM;PL
prípadoch	casos	prípad	caso	N;INAN;INS;MASC;PL	N;MASC;PL
prípadoch	processos	prípad	processo	N;INAN;INS;MASC;PL	N;MASC;PL
decembri	dezembro	december	dezembro	N;INAN;GEN;MASC;SG	N;MASC;SG
voľby	opções	voľba	opção	N;NOM;FEM;PL	N;FEM;PL
voľby	eleições	voľba	eleição	N;NOM;FEM;PL	N;FEM;PL
voľby	eleições	voľba	eleição	N;NOM;FEM;PL	N;FEM;PL
možnosti	possibilidades	možnosť	possibilidade	N;NOM;FEM;PL	N;FEM;PL
možnosti	opções	možnosť	opção	N;NOM;FEM;PL	N;FEM;PL
prečo	porquê	prečo	porquê	ADV	ADV
medzinárodných	internacionais	medzinárodný	internacional	ADJ;GEN;MASC;PL	ADJ;MASC;PL
zápis	notação	zápis	notação	N;INAN;NOM;MASC;SG	N;FEM;SG
zápis	anotação	zápis	anotação	N;INAN;NOM;MASC;SG	N;FEM;SG
zápis	alerta	zápis	alerta	N;INAN;NOM;MASC;SG	N;MASC;SG
filmov	filmes	film	filme	N;INAN;GEN;MASC;PL	N;MASC;PL
filmov	películas	film	película	N;INAN;GEN;MASC;PL	N;FEM;PL
obyvateľstvo	população	obyvateľstvo	população	N;NOM;NEUT;SG	N;FEM;SG
riaditeľ	director	riaditeľ	director	N;ANIM;NOM;MASC;SG	N;MASC;SG
riaditeľ	directora	riaditeľ	directora	N;ANIM;NOM;MASC;SG	N;FEM;SG
riaditeľ	diretora	riaditeľ	diretora	N;ANIM;NOM;MASC;SG	N;FEM;SG
riaditeľ	diretor	riaditeľ	diretor	N;ANIM;NOM;MASC;SG	N;MASC;SG
riaditeľ	realizador	riaditeľ	realizador	N;ANIM;NOM;MASC;SG	N;MASC;SG
sieť	net	sieť	net	N;NOM;FEM;SG	N;FEM;SG
sieť	rede	sieť	rede	N;NOM;FEM;SG	N;FEM;SG
sieť	grade	sieť	grade	N;NOM;FEM;SG	N;FEM;SG
sieť	grelha	sieť	grelha	N;NOM;FEM;SG	N;FEM;SG
sieť	grid	sieť	grid	N;NOM;FEM;SG	N;MASC;SG
sieť	network	sieť	network	N;NOM;FEM;SG	N;MASC;SG
sieť	rede	sieť	rede	N;NOM;FEM;SG	N;FEM;SG
zakladateľ	fundador	zakladateľ	fundador	N;ANIM;NOM;MASC;SG	N;MASC;SG
zakladateľ	fundadora	zakladateľ	fundadora	N;ANIM;NOM;MASC;SG	N;FEM;SG
rastliny	plantas	rastlina	planta	N;NOM;FEM;PL	N;FEM;PL
rastliny	usinas	rastlina	usina	N;NOM;FEM;PL	N;FEM;PL
line	line	lina	line	N;NOM;FEM;SG	N;MASC;SG
line	linha	lina	linha	N;NOM;FEM;SG	N;FEM;SG
moskva	moscou	moskvo	moscar	N;INAN;NOM;MASC;SG	N;MASC;SG
moskva	moscovo	moskvo	moscovo	N;INAN;NOM;MASC;SG	N;MASC;SG
pokračoval	continuado	pokračovať	continuar	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
pokračoval	continuou	pokračovať	continuar	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
pozície	posições	pozícia	posição	N;NOM;FEM;PL	N;FEM;PL
vety	frases	veta	frase	N;NOM;FEM;PL	N;FEM;PL
vety	frases	veta	frase	N;NOM;FEM;PL	N;FEM;PL
vety	sentenças	veta	sentença	N;NOM;FEM;PL	N;FEM;PL
veže	torres	veža	torres	N;NOM;FEM;PL	N;FEM;PL
novembri	novembro	november	novembro	N;INAN;NOM;MASC;SG	N;MASC;SG
kusov	pedaços	kus	pedaço	N;INAN;GEN;MASC;PL	N;MASC;PL
kusov	peças	kus	peça	N;INAN;GEN;MASC;PL	N;FEM;PL
ríme	roma	rím	roma	N;INAN;NOM;MASC;SG	N;FEM;SG
hlasov	votações	hlas	votação	N;INAN;GEN;MASC;PL	N;FEM;PL
hlasov	votos	hlas	voto	N;INAN;GEN;MASC;PL	N;MASC;PL
hlasov	vozes	hlas	voz	N;INAN;GEN;MASC;PL	N;FEM;PL
hlasov	voices	hlas	voice	N;INAN;GEN;MASC;PL	N;MASC;PL
manželky	esposas	manželka	esposa	N;NOM;FEM;PL	N;FEM;PL
firma	firma	firm	firma	N;NOM;FEM;SG	N;FEM;SG
firma	firmeza	firm	firmeza	N;NOM;FEM;SG	N;FEM;SG
firma	empresa	firm	empresa	N;NOM;FEM;SG	N;FEM;SG
firma	company	firm	company	N;NOM;FEM;SG	N;MASC;SG
firma	companhia	firm	companhia	N;NOM;FEM;SG	N;FEM;SG
štart	início	štart	início	N;INAN;NOM;MASC;SG	N;MASC;SG
štart	descolagem	štart	descolagem	N;INAN;NOM;MASC;SG	N;FEM;SG
štart	decolagem	štart	decolagem	N;INAN;NOM;MASC;SG	N;FEM;SG
štart	inicialização	štart	inicialização	N;INAN;NOM;MASC;SG	N;FEM;SG
štart	arranque	štart	arranque	N;INAN;NOM;MASC;SG	N;MASC;SG
štart	lançamento	štart	lançamento	N;INAN;NOM;MASC;SG	N;MASC;SG
stanici	estação	stanica	estação	N;DAT;FEM;SG	N;FEM;SG
časopisu	magazine	časopis	magazine	N;INAN;GEN;MASC;SG	N;MASC;SG
časopisu	revista	časopis	revista	N;INAN;GEN;MASC;SG	N;FEM;SG
socha	escultura	socha	escultura	N;NOM;FEM;SG	N;FEM;SG
socha	estátua	socha	estátua	N;NOM;FEM;SG	N;FEM;SG
hudbu	music	hudba	music	N;ACC;FEM;SG	N;MASC;SG
hudbu	música	hudba	música	N;ACC;FEM;SG	N;FEM;SG
hudbu	musica	hudba	musica	N;ACC;FEM;SG	N;FEM;SG
festival	festival	festival	festival	N;INAN;NOM;MASC;SG	N;MASC;SG
úsek	alongamento	úsek	alongamento	N;INAN;NOM;MASC;SG	N;MASC;SG
úsek	seção	úsek	seção	N;INAN;NOM;MASC;SG	N;FEM;SG
úsek	secção	úsek	secção	N;INAN;NOM;MASC;SG	N;FEM;SG
úsek	compartimento	úsek	compartimento	N;INAN;NOM;MASC;SG	N;MASC;SG
úsek	segmento	úsek	segmento	N;INAN;NOM;MASC;SG	N;MASC;SG
noviny	jornais	noviny	jornal	N;NOM;FEM;PL	N;MASC;PL
noviny	jornais	noviny	jornal	N;NOM;FEM;PL	N;MASC;PL
objekt	objeto	objekt	objeto	N;INAN;NOM;MASC;SG	N;MASC;SG
objekt	objecto	objekt	objecto	N;INAN;NOM;MASC;SG	N;MASC;SG
apollo	apolo	apollo	apolo	N;ANIM;NOM;MASC;SG	N;MASC;SG
apollo	apollo	apollo	apollo	N;ANIM;NOM;MASC;SG	N;MASC;SG
slnko	sun	slnko	sun	N;NOM;NEUT;SG	N;MASC;SG
slnko	sol	slnko	sol	N;NOM;NEUT;SG	N;MASC;SG
lodí	navios	loď	navio	N;GEN;FEM;PL	N;MASC;PL
lodí	naves	loď	nave	N;GEN;FEM;PL	N;FEM;PL
mapy	mapas	mapy	mapa	N;NOM;FEM;PL	N;MASC;PL
účastníci	participantes	účastník	participante	N;ANIM;NOM;MASC;PL	N;MASC;PL
účastníci	participantes	účastník	participante	N;ANIM;NOM;MASC;PL	N;MASC;PL
autorov	autores	autor	autor	N;ANIM;GEN;MASC;PL	N;MASC;PL
váhom	váhom	váhy	vahor	N;INAN;INS;MASC;SG	N;MASC;SG
znova	novamente	znova	novamente	ADV	ADV
slúžil	servi	slúžiť	servir	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;FIN
slúžil	serviu	slúžiť	servir	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
slúžil	servido	slúžiť	servido	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
politika	política	politika	política	N;NOM;FEM;SG	N;FEM;SG
politika	politica	politika	politica	N;NOM;FEM;SG	N;FEM;SG
politika	política	politika	política	N;NOM;FEM;SG	N;FEM;SG
zloženie	composição	zloženie	composição	N;NOM;NEUT;SG	N;FEM;SG
poskytuje	fornece	poskytovať	fornecer	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
poskytuje	provê	poskytovať	provê	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
poskytuje	proporciona	poskytovať	proporcionar	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
učiteľ	professora	učiteľ	professora	N;ANIM;NOM;MASC;SG	N;FEM;SG
učiteľ	professor	učiteľ	professor	N;ANIM;NOM;MASC;SG	N;MASC;SG
zlatá	fofo	zlatý	fofo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
zlatá	fofa	zlatý	fofa	ADJ;NOM;FEM;SG	ADJ;FEM;SG
národov	nações	národ	nação	N;INAN;GEN;MASC;PL	N;FEM;PL
národov	povos	národ	povo	N;INAN;GEN;MASC;PL	N;MASC;PL
dôvodov	motivos	dôvod	motivo	N;INAN;GEN;MASC;PL	N;MASC;PL
dôvodov	razões	dôvod	razão	N;INAN;GEN;MASC;PL	N;FEM;PL
hlas	voice	hlas	voice	N;INAN;NOM;MASC;SG	N;MASC;SG
hlas	voz	hlas	voz	N;INAN;NOM;MASC;SG	N;FEM;SG
hodnota	value	hodnota	value	N;NOM;FEM;SG	N;MASC;SG
hodnota	valor	hodnota	valor	N;NOM;FEM;SG	N;MASC;SG
kmeň	estirpe	kmeň	estirpe	N;INAN;NOM;MASC;SG	N;FEM;SG
kmeň	caule	kmeň	caule	N;INAN;NOM;MASC;SG	N;MASC;SG
kmeň	tribo	kmeň	tribo	N;INAN;NOM;MASC;SG	N;FEM;SG
automaticky	automaticamente	automaticky	automaticamente	ADV	ADV
herečky	atrizes	herečka	atriz	N;NOM;FEM;PL	N;FEM;PL
herečky	actrizes	herečka	actorze	N;NOM;FEM;PL	N;FEM;PL
stretnutia	sessões	stretnutie	sessão	N;NOM;NEUT;PL	N;FEM;PL
stretnutia	encontros	stretnutie	encontro	N;NOM;NEUT;PL	N;MASC;PL
stretnutia	encontros	stretnutie	encontro	N;NOM;NEUT;PL	N;MASC;PL
stretnutia	reuniões	stretnutie	reunião	N;NOM;NEUT;PL	N;FEM;PL
stretnutia	compromissos	stretnutie	compromisso	N;NOM;NEUT;PL	N;MASC;PL
stretnutia	nomeações	stretnutie	nomeação	N;NOM;NEUT;PL	N;FEM;PL
aktivity	atividades	aktivita	atividade	N;NOM;FEM;PL	N;FEM;PL
aktivity	actividades	aktivita	actividade	N;NOM;FEM;PL	N;FEM;PL
aktivity	atividades	aktivita	atividade	N;NOM;FEM;PL	N;FEM;PL
franche	franche	franch	franche	N;NOM;FEM;SG	N;MASC;SG
franche	comté	franch	comté	N;NOM;FEM;SG	N;MASC;SG
grécko	grécia	grécko	grécia	N;NOM;NEUT;SG	N;FEM;SG
ostrovov	ilhas	ostrov	ilha	N;INAN;GEN;MASC;PL	N;FEM;PL
zámky	cadeados	zámok	cadeado	N;INAN;NOM;MASC;PL	N;MASC;PL
zámky	fechaduras	zámok	fechadura	N;INAN;NOM;MASC;PL	N;FEM;PL
dušan	dusan	dušan	dusan	N;ANIM;NOM;MASC;SG	N;MASC;SG
dušan	dušan	dušan	dušan	N;ANIM;NOM;MASC;SG	N;MASC;SG
provincii	província	provincia	província	N;DAT;FEM;SG	N;FEM;SG
meria	medido	meriť	medido	V;IPFV;IND;SG;3;POS;PRS;FIN	V;MASC;SG;V.PTCP
meurthe	meurthe	meurthe	meurthe	N;NOM;FEM;SG	N;MASC;SG
comté	comté	comtý	comté	N;NOM;MASC;SG	N;MASC;SG
výraz	expressão	výraz	expressão	N;INAN;NOM;MASC;SG	N;FEM;SG
čierna	negro	čierny	negro	ADJ;NOM;FEM;SG	ADJ;MASC;SG
vidieť	vendo	vidieť	ver	V;IPFV;POS;NFIN	V;V.MSDR
vidieť	veja	vidieť	ver	V;IPFV;POS;NFIN	V;SBJV;SG;3;PRS;FIN
vidieť	vê	vidieť	ver	V;IPFV;POS;NFIN	V;IND;SG;3;PRS;FIN
vidieť	ver	vidieť	ver	V;IPFV;POS;NFIN	V;NFIN
značne	consideravelmente	značne	consideravelmente	ADV	ADV
značne	marcadamente	značne	marcadamente	ADV	ADV
značne	acentuadamente	značne	acentuadamente	ADV	ADV
hnutie	movimentação	hnutie	movimentação	N;NOM;NEUT;SG	N;FEM;SG
hnutie	movimento	hnutie	movimento	N;NOM;NEUT;SG	N;MASC;SG
doslova	literalmente	doslova	literalmente	ADV	ADV
bunky	células	bunka	célula	N;NOM;FEM;PL	N;FEM;PL
bunky	celas	bunka	cela	N;NOM;FEM;PL	N;FEM;PL
administratívne	clerical	administratívne	clerical	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
administratívne	administrativo	administratívne	administrativo	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
čoskoro	logo	čoskoro	logo	ADV	ADV
čoskoro	brevemente	čoskoro	brevemente	ADV	ADV
skratka	abreviação	skratka	abreviação	N;NOM;FEM;SG	N;FEM;SG
skratka	sigla	skratka	sigla	N;NOM;FEM;SG	N;FEM;SG
skratka	abreviatura	skratka	abreviatura	N;NOM;FEM;SG	N;FEM;SG
skratka	acrónimo	skratka	acrónimo	N;NOM;FEM;SG	N;MASC;SG
skratka	sigla	skratka	sigla	N;NOM;FEM;SG	N;FEM;SG
skratka	atalho	skratka	atalho	N;NOM;FEM;SG	N;MASC;SG
prahy	limiares	prah	limiar	N;NOM;FEM;PL	N;MASC;PL
posledná	last	posledný	last	N;NOM;FEM;SG	N;MASC;SG
hrať	jogar	hrať	jogar	V;IPFV;POS;NFIN	V;NFIN
hrať	joga	hrať	jogar	V;IPFV;POS;NFIN	V;IND;SG;3;PRS;FIN
hrať	jogue	hrať	joguar	V;IPFV;POS;NFIN	V;SBJV;SG;3;PRS;FIN
hrať	reproduzir	hrať	reproduzir	V;IPFV;POS;NFIN	V;NFIN
hrať	jogar	hrať	jogar	V;IPFV;POS;NFIN	V;NFIN
hrať	tocando	hrať	tocar	V;IPFV;POS;NFIN	V;V.MSDR
hrať	jogando	hrať	jogar	V;IPFV;POS;NFIN	V;V.MSDR
hrať	brincando	hrať	brincar	V;IPFV;POS;NFIN	V;V.MSDR
ferdinand	ferdinand	ferdinand	ferdinand	N;ANIM;NOM;MASC;SG	N;MASC;SG
sezóna	temporada	sezón	temporada	N;NOM;FEM;SG	N;FEM;SG
sezóna	época	sezón	época	N;NOM;FEM;SG	N;FEM;SG
bitky	lutas	bitka	luta	N;NOM;FEM;PL	N;FEM;PL
bitky	combates	bitka	combate	N;NOM;FEM;PL	N;MASC;PL
bitky	brigas	bitka	briga	N;NOM;FEM;PL	N;FEM;PL
bitky	batalhas	bitka	batalha	N;NOM;FEM;PL	N;FEM;PL
bitky	espancamentos	bitka	espancamento	N;NOM;FEM;PL	N;MASC;PL
slovan	slovan	slovan	slovan	N;NOM;NEUT;SG	N;MASC;SG
motora	motor	motor	motor	N;INAN;GEN;MASC;SG	N;MASC;SG
tatry	tatras	tatra	tatra	N;INAN;NOM;MASC;PL	N;MASC;PL
ríma	roma	rím	roma	N;INAN;GEN;MASC;SG	N;FEM;SG
boj	luta	boj	luta	N;INAN;NOM;MASC;SG	N;FEM;SG
boj	combate	boj	combate	N;INAN;NOM;MASC;SG	N;MASC;SG
boj	luta	boj	luta	N;INAN;NOM;MASC;SG	N;FEM;SG
boj	briga	boj	briga	N;INAN;NOM;MASC;SG	N;FEM;SG
boj	combate	boj	combate	N;INAN;NOM;MASC;SG	N;MASC;SG
boj	fight	boj	fight	N;INAN;NOM;MASC;SG	N;MASC;SG
porazil	derrotou	poraziť	derrotar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
porazil	derrotado	poraziť	derrotar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
porazil	vencido	poraziť	vencer	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
porazil	derrotada	poraziť	derrotar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FEM;SG;V.PTCP
vecí	coisas	vec	coisa	N;GEN;FEM;PL	N;FEM;PL
júni	june	jún	june	N;INAN;NOM;MASC;SG	N;FEM;SG
júni	junho	jún	junho	N;INAN;NOM;MASC;SG	N;MASC;SG
pásmo	band	pásmo	band	N;NOM;NEUT;SG	N;MASC;SG
pásmo	banda	pásmo	banda	N;NOM;NEUT;SG	N;FEM;SG
dĺžku	comprimento	dĺžka	comprimento	N;ACC;FEM;SG	N;MASC;SG
nižšie	abaixo	nízko	abaixo	ADV;CMPR	ADV
divákov	espectadores	divák	espectador	N;ANIM;ACC;MASC;PL	N;MASC;PL
divákov	espectadores	divák	espectador	N;ANIM;ACC;MASC;PL	N;MASC;PL
divákov	visualizadores	divák	visualizador	N;ANIM;ACC;MASC;PL	N;MASC;PL
divákov	telespectadores	divák	telespectador	N;ANIM;ACC;MASC;PL	N;MASC;PL
viedeň	viena	viedeň	viena	N;INAN;NOM;MASC;SG	N;FEM;SG
vzťahu	relacionamento	vzťah	relacionamento	N;INAN;DAT;MASC;SG	N;MASC;SG
vzťahu	relação	vzťah	relação	N;INAN;DAT;MASC;SG	N;FEM;SG
panna	virgo	panna	virgo	N;NOM;FEM;SG	N;MASC;SG
panna	virgem	panna	virgem	N;NOM;FEM;SG	N;FEM;SG
panna	virgin	panna	virgin	N;NOM;FEM;SG	N;MASC;SG
panna	virgem	panna	virgem	N;NOM;FEM;SG	N;FEM;SG
tvorili	formados	tvoriť	formar	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;MASC;PL;V.PTCP
dna	adn	dno	adn	N;NOM;NEUT;SG	N;MASC;SG
dna	dna	dno	dna	N;NOM;NEUT;SG	N;MASC;SG
pilot	pilot	pilot	pilot	N;ANIM;NOM;MASC;SG	N;MASC;SG
pilot	piloto	pilot	piloto	N;ANIM;NOM;MASC;SG	N;MASC;SG
provincia	província	provincie	província	N;NOM;FEM;SG	N;FEM;SG
žena	mulher	žena	mulher	N;NOM;FEM;SG	N;FEM;SG
žena	mulher	žena	mulher	N;NOM;FEM;SG	N;FEM;SG
žena	fêmea	žena	fêmea	N;NOM;FEM;SG	N;FEM;SG
žena	mulher	žena	mulher	N;NOM;FEM;SG	N;FEM;SG
žena	esposa	žena	esposo	N;NOM;FEM;SG	N;FEM;SG
situácia	situação	situácia	situação	N;NOM;FEM;SG	N;FEM;SG
predpokladá	assumido	predpokladať	assumir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;MASC;SG;V.PTCP
predpokladá	assumida	predpokladať	assumir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FEM;SG;V.PTCP
predpokladá	pressupõe	predpokladať	pressupor	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
predpokladá	assume	predpokladať	assumir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
sila	dosagem	sila	dosagem	N;NOM;FEM;SG	N;FEM;SG
sila	força	sila	força	N;NOM;FEM;SG	N;FEM;SG
sila	force	sila	forcer	N;NOM;FEM;SG	N;MASC;SG
sila	força	sila	força	N;NOM;FEM;SG	N;FEM;SG
dieťa	nenê	dieťa	nenê	N;NOM;NEUT;SG	N;MASC;SG
dieťa	neném	dieťa	neném	N;NOM;NEUT;SG	N;MASC;SG
dieťa	bebé	dieťa	bebé	N;NOM;NEUT;SG	N;MASC;SG
dieťa	bebê	dieťa	bebê	N;NOM;NEUT;SG	N;MASC;SG
dieťa	baby	dieťa	baby	N;NOM;NEUT;SG	N;MASC;SG
dieťa	garoto	dieťa	garoto	N;NOM;NEUT;SG	N;MASC;SG
dieťa	moleque	dieťa	moleque	N;NOM;NEUT;SG	N;MASC;SG
dieťa	miúdo	dieťa	miúdo	N;NOM;NEUT;SG	N;MASC;SG
dieťa	kid	dieťa	kid	N;NOM;NEUT;SG	N;MASC;SG
dieťa	criança	dieťa	criança	N;NOM;NEUT;SG	N;FEM;SG
ústav	instituto	ústav	instituto	N;INAN;NOM;MASC;SG	N;MASC;SG
mierne	moderadamente	mierne	moderadamente	ADV	ADV
mierne	levemente	mierne	levemente	ADV	ADV
mierne	ligeiramente	mierne	ligeiramente	ADV	ADV
vedenie	gerência	vedenie	gerência	N;NOM;NEUT;SG	N;FEM;SG
vedenie	gestão	vedenie	gestão	N;NOM;NEUT;SG	N;FEM;SG
vedenie	gerenciamento	vedenie	gerenciamento	N;NOM;NEUT;SG	N;MASC;SG
vedenie	liderança	vedenie	liderança	N;NOM;NEUT;SG	N;FEM;SG
vedenie	chumbo	vedenie	chumbo	N;NOM;NEUT;SG	N;MASC;SG
vedenie	lead	vedenie	lead	N;NOM;NEUT;SG	N;MASC;SG
arena	arena	arena	arena	N;NOM;FEM;SG	N;FEM;SG
stredná	médio	stredný	médio	ADJ;NOM;FEM;SG	ADJ;MASC;SG
stredná	médio	stredný	médio	ADJ;NOM;FEM;SG	ADJ;MASC;SG
skončila	terminou	skončiť	terminar	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
skončila	acabou	skončiť	acabar	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
skončila	expirado	skončiť	expirar	V;PFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
skončila	expirou	skončiť	expirar	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
referencie	referências	referencia	referência	N;NOM;FEM;PL	N;FEM;PL
