kategória	kategoria	kategória	kategoria	N;NOM;FEM;SG	N;NOM;FEM;SG
štart	uruchomienie	štart	uruchomienie	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
socha	rzeźba	socha	rzeźba	N;NOM;FEM;SG	N;NOM;FEM;SG
socha	figura	socha	figura	N;NOM;FEM;SG	N;NOM;FEM;SG
festival	festiwal	festival	festiwal	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
festival	święto	festival	święto	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
dosahuje	osiąga	dosahovať	osiągać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
technické	techniczne	technický	techniczny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
technické	techniczny	technický	techniczny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
technické	techniczna	technický	techniczny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
úsek	dział	úsek	dziać	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
úsek	sekcja	úsek	sekcja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
úsek	komora	úsek	komora	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
úsek	przedział	úsek	przedział	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
úsek	odcinek	úsek	odcinek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
úsek	segment	úsek	segment	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
stáva	staje	stávať	stawać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
skoro	prawie	skoro	prawie	PART	PART
objekt	przedmiot	objekt	przedmiot	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
objekt	obiekt	objekt	obiekt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
slnko	słońce	slnko	słońce	N;NOM;NEUT;SG	N;NOM;NEUT;SG
účastníci	uczestnicy	účastník	uczestnik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
účastníci	uczestnicy	účastník	uczestnik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
autorov	autorów	autor	autor	N;ANIM;GEN;MASC;PL	N;GEN;MASC;PL
znova	ponownie	znova	ponownie	ADV	ADV
znova	znowu	znova	znowu	ADV	ADV
slúžil	służył	slúžiť	służyć	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
politika	polityka	politika	polityka	N;NOM;FEM;SG	N;NOM;FEM;SG
politika	polityka	politika	polityka	N;NOM;FEM;SG	N;NOM;FEM;SG
zloženie	skład	zloženie	skład	N;NOM;NEUT;SG	N;NOM;MASC;SG
poskytuje	zapewnia	poskytovať	zapewniać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
poskytuje	dostarcza	poskytovať	dostarczać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
učiteľ	nauczyciel	učiteľ	nauczyciel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
učiteľ	nauczycielka	učiteľ	nauczycielka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
zlatá	śliczna	zlatý	śliczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
zlatá	słodkie	zlatý	słodki	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
národov	narodów	národ	naród	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
národov	narodów	národ	naród	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
hlas	głos	hlas	głos	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
hodnota	wartość	hodnota	wartość	N;NOM;FEM;SG	N;NOM;FEM;SG
kmeň	szczep	kmeň	szczep	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
kmeň	szczep	kmeň	szczep	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
automaticky	automatycznie	automaticky	automatycznie	ADV	ADV
automaticky	automatycznie	automaticky	automatycznie	ADV	ADV
automaticky	automatycznie	automaticky	automatycznie	ADV	ADV
stretnutia	sesje	stretnutie	sesja	N;NOM;NEUT;PL	N;NOM;FEM;PL
stretnutia	spotkania	stretnutie	spotkanie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
stretnutia	spotkania	stretnutie	spotkanie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
stretnutia	spotkania	stretnutie	spotkanie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
stretnutia	spotkania	stretnutie	spotkanie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
grécko	grecja	grécko	grecja	N;NOM;NEUT;SG	N;NOM;FEM;SG
meria	mierzona	meriť	mierzyć	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;PRS;FIN;ACT
výraz	wyrażenia	výraz	wyrażenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
výraz	wyrażenie	výraz	wyrażenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
španielsky	hiszpańskie	španielsky	hiszpański	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
španielsky	hiszpańska	španielsky	hiszpański	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
španielsky	hiszpański	španielsky	hiszpański	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
červená	czerwony	červený	czerwony	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
červená	czerwona	červený	czerwony	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
červená	czerwone	červený	czerwony	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
správne	prawidłowo	správne	prawidłowo	ADV	ADV
čierna	czarna	čierny	czarny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
čierna	czarne	čierny	czarny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
čierna	czarny	čierny	czarny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
vidieť	widząc	vidieť	widzieć	V;IPFV;POS;NFIN	V;IPFV;PRS;V.CVB;ACT
vidieť	patrz	vidieť	patrzeć	V;IPFV;POS;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
hnutie	przemieszczanie	hnutie	przemieszczać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bunky	komórki	bunka	komórka	N;NOM;FEM;PL	N;NOM;FEM;PL
administratívne	pisarski	administratívne	pisarski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
administratívne	administracyjna	administratívne	administracyjny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
administratívne	administracyjny	administratívne	administracyjny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
administratívne	administracyjne	administratívne	administracyjny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
športové	sportowe	športový	sportowy	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
čoskoro	niedługo	čoskoro	niedługo	ADV	ADV
čoskoro	wkrótce	čoskoro	wkrótce	ADV	ADV
skratka	skrót	skratka	skrót	N;NOM;FEM;SG	N;NOM;MASC;SG
skratka	skrót	skratka	skrót	N;NOM;FEM;SG	N;NOM;MASC;SG
prahy	progi	prah	proga	N;NOM;FEM;PL	N;NOM;MASC;PL
hrať	graj	hrať	graj	V;IPFV;POS;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
hrať	gra	hrať	grać	V;IPFV;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ferdinand	ferdinand	ferdinand	ferdinand	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
sezóna	sezon	sezón	sezon	N;NOM;FEM;SG	N;NOM;MASC;SG
používané	stosowane	používaný	stosować	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
používané	wykorzystane	používaný	wykorzystać	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
používané	użyte	používaný	użyć	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
používané	używana	používaný	używać	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
používané	używany	používaný	używać	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
používané	używane	používaný	używać	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
motora	silnika	motor	silnik	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
boj	zwalczanie	boj	zwalczać	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
boj	walka	boj	walka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
porazil	pokonał	poraziť	pokonać	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
pásmo	pasmo	pásmo	pasmo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pásmo	zespół	pásmo	zespół	N;NOM;NEUT;SG	N;NOM;MASC;SG
nižšie	niżej	nízko	nisko	ADV;CMPR	ADV;CMPR
nižšie	niżej	nízko	nisko	ADV;CMPR	ADV;CMPR
divákov	widzów	divák	widz	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
divákov	widzów	divák	widz	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
úspešne	pomyślnie	úspešne	pomyślnie	ADV	ADV
úspešne	skutecznie	úspešne	skutecznie	ADV	ADV
viedeň	wiedeń	viedeň	wiedeń	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
panna	panna	panna	panna	N;NOM;FEM;SG	N;NOM;FEM;SG
panna	dziewica	panna	dziewica	N;NOM;FEM;SG	N;NOM;FEM;SG
dvakrát	dwukrotnie	dvakrát	dwukrotnie	ADV	ADV
pilot	pilot	pilot	pilot	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
provincia	województwo	provincie	województwo	N;NOM;FEM;SG	N;NOM;NEUT;SG
provincia	prowincja	provincie	prowincja	N;NOM;FEM;SG	N;NOM;FEM;SG
žena	kobieta	žena	kobieta	N;NOM;FEM;SG	N;NOM;FEM;SG
žena	samica	žena	samica	N;NOM;FEM;SG	N;NOM;FEM;SG
žena	kobieta	žena	kobieta	N;NOM;FEM;SG	N;NOM;FEM;SG
žena	suczka	žena	suczka	N;NOM;FEM;SG	N;NOM;FEM;SG
žena	żona	žena	żona	N;NOM;FEM;SG	N;NOM;FEM;SG
situácia	sytuacja	situácia	sytuacja	N;NOM;FEM;SG	N;NOM;FEM;SG
predpokladá	przewiduje	predpokladať	przewidywać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
predpokladá	zakłada	predpokladať	zakładać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
sila	siła	sila	siła	N;NOM;FEM;SG	N;NOM;FEM;SG
sila	wytrzymałość	sila	wytrzymałość	N;NOM;FEM;SG	N;NOM;FEM;SG
sila	siła	sila	siła	N;NOM;FEM;SG	N;NOM;FEM;SG
dieťa	dziecko	dieťa	dziecko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
dieťa	kochanie	dieťa	kochanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
dieťa	dzieciak	dieťa	dzieciak	N;NOM;NEUT;SG	N;NOM;MASC;SG
dieťa	dziecko	dieťa	dziecko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
ústav	instytut	ústav	instytut	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
mierne	umiarkowanie	mierne	umiarkowanie	ADV	ADV
mierne	nieznacznie	mierne	nieznacznie	ADV	ADV
mierne	lekko	mierne	lekko	ADV	ADV
mierne	nieco	mierne	nieco	ADV	ADV
navigačné	nawigacyjne	navigačný	nawigacyjny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
vedenie	zarządzanie	vedenie	zarządzać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vedenie	kierownictwo	vedenie	kierownictwo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vedenie	zarząd	vedenie	zarząd	N;NOM;NEUT;SG	N;NOM;MASC;SG
vedenie	zarządzania	vedenie	zarządzanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vedenie	przewodnictwo	vedenie	przewodnictwo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vedenie	kierownictwo	vedenie	kierownictwo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vedenie	przywódcy	vedenie	przywódca	N;NOM;NEUT;SG	N;NOM;MASC;SG
vedenie	przywództwo	vedenie	przywództwo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vedenie	ołów	vedenie	ołowa	N;NOM;NEUT;SG	N;NOM;MASC;SG
stredná	środkowy	stredný	środkowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
stredná	środkowa	stredný	środkowy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
stredná	średni	stredný	średnia	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
stredná	centralny	stredný	centralny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
stredná	środkowa	stredný	środkowy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
stredná	centralne	stredný	centralny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
stredná	centralna	stredný	centralny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
stredná	umiarkowany	stredný	umiarkować	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
stredná	umiarkowane	stredný	umiarkować	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
skončila	upłynął	skončiť	upłynąć	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
skončila	wygasł	skončiť	wygasnąć	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
skončila	wygasła	skončiť	wygasnąć	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
referencie	referencje	referencia	referencja	N;NOM;FEM;PL	N;NOM;FEM;PL
plochy	powierzchnie	plocha	powierzchnie	N;NOM;FEM;PL	N;NOM;FEM;PL
plochy	tereny	plocha	teren	N;NOM;FEM;PL	N;NOM;MASC;PL
plochy	obszary	plocha	obszar	N;NOM;FEM;PL	N;NOM;MASC;PL
plochy	powierzchnie	plocha	powierzchnie	N;NOM;FEM;PL	N;NOM;FEM;PL
schopnosť	zdolność	schopnosť	zdolność	N;NOM;FEM;SG	N;NOM;FEM;SG
schopnosť	umiejętność	schopnosť	umiejętność	N;NOM;FEM;SG	N;NOM;FEM;SG
končí	kończy	končiť	kończyć	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
svetlo	światło	svetlo	światło	N;NOM;NEUT;SG	N;NOM;NEUT;SG
svetlo	światła	svetlo	światło	N;NOM;NEUT;SG	N;NOM;NEUT;SG
doba	okres	doba	okres	N;NOM;FEM;SG	N;NOM;MASC;SG
doba	czas	doba	czas	N;NOM;FEM;SG	N;NOM;MASC;SG
medzinárodný	international	medzinárodný	international	ADJ;INAN;NOM;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
medzinárodný	międzynarodowe	medzinárodný	międzynarodowy	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
medzinárodný	międzynarodowy	medzinárodný	międzynarodowy	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
medzinárodný	międzynarodowa	medzinárodný	międzynarodowy	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
príklad	przykład	príklad	przykład	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
osoba	osoba	osoba	osoba	N;NOM;FEM;SG	N;NOM;FEM;SG
mohla	mógł	môcť	móc	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
hrala	grało	hrať	grać	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
hrala	grał	hrať	grać	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
vlastný	własne	vlastný	własny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
vlastný	własny	vlastný	własny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
vlastný	własna	vlastný	własny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
vlastný	niestandardowe	vlastný	upandardowy	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
vlastný	własny	vlastný	własny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
názor	opinia	názor	opinia	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
postava	postać	postava	postać	N;NOM;FEM;SG	N;NOM;FEM;SG
postava	znak	postava	znak	N;NOM;FEM;SG	N;NOM;MASC;SG
postava	charakter	postava	charakter	N;NOM;FEM;SG	N;NOM;MASC;SG
vytvorili	utworzono	vytvoriť	utworzyć	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
gólov	celów	gól	cel	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
gólov	bramek	gól	bramek	N;INAN;GEN;MASC;PL	N;GEN;FEM;PL
fakulty	wydziały	fakulta	wydział	N;NOM;FEM;PL	N;NOM;MASC;PL
trate	linie	triata	linąć	N;NOM;FEM;PL	N;NOM;FEM;PL
trate	utwory	triata	utwór	N;NOM;FEM;PL	N;NOM;MASC;PL
trate	tory	triata	tor	N;NOM;FEM;PL	N;NOM;MASC;PL
trate	szlaki	triata	szlak	N;NOM;FEM;PL	N;NOM;MASC;PL
trate	ślady	triata	ślad	N;NOM;FEM;PL	N;NOM;MASC;PL
znaky	postacie	znak	postać	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
znaky	znaki	znak	znak	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
znaky	bohaterowie	znak	bohater	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
znaky	znaki	znak	znak	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
znaky	oznaki	znak	oznak	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
čierny	czarna	čierny	czarny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
čierny	czarne	čierny	czarny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
čierny	czarny	čierny	czarny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
post	post	post	post	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
post	poczta	post	poczta	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
objavila	odkrył	objaviť	odkryć	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
objavila	odkryto	objaviť	odkryć	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
pracuje	działa	pracovať	działać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
maďarský	węgierskie	maďarský	węgierski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
maďarský	węgierski	maďarský	węgierski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
maďarský	węgierska	maďarský	węgierski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
väčší	większy	veľký	duży	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
väčší	większa	veľký	duży	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
väčší	większe	veľký	duży	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
väčší	większa	veľký	duży	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
väčší	większe	veľký	duży	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
väčší	większy	veľký	duży	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
väčší	większy	veľký	duży	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
väčší	większa	veľký	duży	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
väčší	większe	veľký	duży	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
plocha	teren	plocha	teren	N;NOM;FEM;SG	N;NOM;MASC;SG
plocha	powierzchnia	plocha	powierzchnia	N;NOM;FEM;SG	N;NOM;FEM;SG
plocha	obszar	plocha	obszar	N;NOM;FEM;SG	N;NOM;MASC;SG
plocha	pulpit	plocha	pulpit	N;NOM;FEM;SG	N;NOM;MASC;SG
zbierka	zbiórka	zbierka	zbiórka	N;NOM;FEM;SG	N;NOM;FEM;SG
zbierka	zbieranie	zbierka	zbierać	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
zbierka	kolekcja	zbierka	kolekcja	N;NOM;FEM;SG	N;NOM;FEM;SG
zbierka	zbiór	zbierka	zbiór	N;NOM;FEM;SG	N;NOM;MASC;SG
biely	biała	biely	biały	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
umiestnené	zlokalizowany	umiestnený	zlokalizować	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
umiestnené	zlokalizowane	umiestnený	zlokalizować	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
umiestnené	trzymane	umiestnený	trzymać	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
umiestnené	umieszczone	umiestnený	umieścić	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
umiestnené	umieszczona	umiestnený	umieścić	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
umiestnené	umieszczony	umiestnený	umieścić	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
vstup	wjazd	vstup	wjazd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vstup	wejście	vstup	wejście	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
vstup	wkład	vstup	wkład	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vstup	wejście	vstup	wejście	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
vstup	wjazd	vstup	wjazd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vstup	wejście	vstup	wejście	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
vstup	wpis	vstup	wpis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
hodiny	godziny	hodina	godzina	N;NOM;FEM;PL	N;NOM;FEM;PL
hodiny	zegary	hodina	zegar	N;NOM;FEM;PL	N;NOM;MASC;PL
francúzske	francuski	francúzsky	francuski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
francúzske	francuska	francúzsky	francuski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
francúzske	francuskie	francúzsky	francuski	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
múzea	muzea	múzeum	muzea	N;NOM;NEUT;PL	N;NOM;NEUT;PL
najmenej	najmniej	málo	mało	ADV;RL	ADV;RL
pôvodné	oryginalna	pôvodný	oryginalny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
pôvodné	oryginalny	pôvodný	oryginalny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
pôvodné	oryginalne	pôvodný	oryginalny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ruská	rosyjski	ruský	rosyjski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
ruská	rosyjska	ruský	rosyjski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ruská	rosyjskie	ruský	rosyjski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
chrámu	świątyni	chrám	świątynia	N;INAN;GEN;MASC;SG	N;GEN;FEM;SG
novín	gazet	noviny	gazeta	N;GEN;FEM;PL	N;GEN;FEM;PL
parlamentu	parlamentu	parlament	parlament	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
hranicu	granicę	hranica	granica	N;ACC;FEM;SG	N;ACC;FEM;SG
podujatia	wydarzenia	podujatie	wydarzenie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
ústavu	konstytucji	ústav	konstytucja	N;INAN;GEN;MASC;SG	N;GEN;FEM;SG
kardinál	kardynał	kardinál	kardynał	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
majstrov	mistrzowie	majster	mistrz	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
majstrov	mistrzowie	majster	mistrz	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
dramatik	dramaturg	dramatik	dramaturg	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zmena	modyfikacja	zmena	modyfikacja	N;NOM;FEM;SG	N;NOM;FEM;SG
zmena	zmiana	zmena	zmiana	N;NOM;FEM;SG	N;NOM;FEM;SG
úroveň	poziom	úroveň	poziom	N;NOM;FEM;SG	N;NOM;MASC;SG
chce	chce	chcieť	chcieć	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
county	hrabstwo	count	hrabstwo	N;NOM;MASC;SG	N;NOM;NEUT;SG
county	okręg	count	okręg	N;NOM;MASC;SG	N;NOM;MASC;SG
britská	brytyjskie	britský	brytyjski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
britská	brytyjska	britský	brytyjski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
britská	brytyjski	britský	brytyjski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
súd	proces	súd	proces	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
súd	próba	súd	próba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
súd	rozprawa	súd	rozprawa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
súd	dwór	súd	dwór	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
súd	sąd	súd	sąd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ročník	rocznik	ročník	rocznik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prostredie	środowiska	prostredie	środowisko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
